-0.227621-0j 0.752921-0j -0.209942-0j -0.212117-0j -0.183699-0j -0.151544-0j -0.048419-0j -0.0299728-0j -0.0331738-0j 0.0767964-0j -0.0174842-0j 0.0775922-0j -0.0305973-0j -0.0108178-0j -0.0178484-0j -0.0189311-0j -0.0110431-0j -0.00288087-0j -0.0196095-0j -0.00283039-0j -0.0214002-0j -0.00308885-0j -0.0165765-0j -0.00239261-0j -0.0167483-0j 0.0443106-0j -0.00241741-0j 0.00639568-0j 0.0548315-0j -0.0124834-0j 0.00791425-0j 0.031985-0j -0.010811-0j -0.00180183-0j 0.00461664-0j -0.00156043-0j -0.0154475-0j -0.00772373-0j -0.00222965-0j -0.00637175-0j -0.00111482-0j -0.00780377-0j -0.000919683-0j -0.00112638-0j -0.00352612-0j -0.000508952-0j -0.000777436-0j -0.000112213-0j -0.0149676-0j -0.00264592-0j -0.000220494-0j -0.0161669-0j -0.00285792-0j -0.00023816-0j -0.0123476-0j -0.0124756-0j -0.00218277-0j -0.0110441-0j -0.000181898-0j -0.00220539-0j 0.0518441-0j -0.000183783-0j -0.00195233-0j -0.0136663-0j 0.00916482-0j -0.000162694-0j -0.00797203-0j 0.0365314-0j 0.000763735-0j -0.00241589-0j 0.0223708-0j -0.00140927-0j -0.000201324-0j -0.00720279-0j 0.0064579-0j 0.031965-0j -0.000117439-0j -0.00727743-0j 0.00395464-0j 0.000538158-0j 0.0131849-0j -0.008913-0j -0.00127329-0j 0.00565066-0j 0.000329553-0j -0.00222825-0j -0.000106107-0j -0.00128648-0j -0.00735285-0j 0.00233078-0j 0.000470888-0j -0.00450268-0j -0.00157561-0j -0.000107207-0j -0.00234927-0j 0.000194232-0j -0.000393902-0j -0.00129981-0j -0.00321687-0j -0.000131301-0j -3.28252e-05-0j -0.000795969-0j -0.000108318-0j -0.000415296-0j -0.00118681-0j -0.000568668-0j -6.63307e-05-0j -3.4608e-05-0j -0.00022661-0j -0.0002098-0j -4.7389e-05-0j -1.74833e-05-0j -4.00593e-05-0j -3.33828e-06-0j 
0.00624694-0j -0.0275283-0j 0.00576175-0j 0.060625-0j -0.0196672-0j -0.0522464-0j 0.0649622-0j -0.0386865-0j 0.167035-0j -0.0338507-0j -0.0225671-0j -0.356177-0j 0.154062-0j -0.0139627-0j 0.289397-0j -0.254465-0j 0.264532-0j -0.519999-0j 0.000538173-0j -0.00738416-0j -0.00229115-0j 0.0314363-0j 0.000454934-0j -0.00624205-0j 0.00478681-0j 0.000415296-0j -0.0656787-0j -0.00569819-0j -0.00200475-0j -0.0013365-0j 0.0275068-0j -0.00376583-0j 0.000296702-0j 0.0183379-0j 0.0516701-0j -0.00407098-0j 0.00441502-0j -0.000826919-0j -0.0605775-0j -0.0032454-0j 0.011346-0j -0.00269044-0j 0.0445295-0j 0.0369149-0j 0.00473088-0j -0.0649114-0j -0.000225996-0j 0.00310084-0j 0.000410778-0j -0.00341515-0j -0.000865889-0j -0.00173086-0j 0.0143901-0j 0.00364851-0j 0.000338875-0j 0.00356564-0j -0.00281735-0j 0.000303099-0j -0.000714322-0j -0.0296441-0j 0.000207518-0j -0.00751608-0j -0.00251992-0j -0.00146315-0j -0.00172527-0j -0.000638909-0j -0.00274844-0j -0.00133566-0j -0.000437431-0j 0.0121644-0j 0.000209668-0j 0.0228501-0j 0.0030842-0j 0.000197677-0j 0.0111045-0j 0.00311993-0j 0.0057935-0j 0.00207995-0j -0.00174315-0j 0.00281547-0j -0.00229341-0j -0.000954244-0j -0.00164345-0j -0.0259386-0j -0.000441964-0j 6.11532e-05-0j -0.000416688-0j -0.0172924-0j -0.00253497-0j 0.019067-0j -0.00657657-0j 0.00128691-0j 0.00793343-0j -0.00438438-0j 0.00315194-0j 0.00483432-0j -0.000508418-0j 0.0210754-0j -0.00163849-0j 0.00201147-0j -0.000128906-0j -0.0106991-0j 0.00534353-0j -0.0262047-0j 0.00455494-0j 0.0136221-0j -0.0027127-0j -0.00664404-0j -0.00616257-0j -0.037869-0j 0.00345381-0j -0.00960145-0j 0.0512346-0j 0.0129902-0j 
0.0189446-0j 0.0214002-0j 0.0174732-0j 0.0176542-0j 0.015289-0j 0.0126128-0j 0.00402985-0j -0.0122229-0j 0.00276102-0j 0.00218277-0j 0.00145518-0j 0.00220539-0j 0.00254657-0j 0.000900348-0j 0.0014855-0j 0.00157561-0j 0.000919106-0j 0.000239771-0j -0.155244-0j 0.000235569-0j 0.830117-0j -0.00125963-0j -0.131232-0j 0.000199134-0j -0.132592-0j -0.119798-0j 0.000201198-0j 0.000181784-0j -0.148243-0j -0.0988285-0j 0.000224946-0j -0.0864749-0j -0.085588-0j 0.000149964-0j 0.000131218-0j 0.000129872-0j -0.122294-0j -0.061147-0j 0.000185571-0j -0.0504437-0j 9.27854e-05-0j -0.0617807-0j 7.6544e-05-0j 9.37469e-05-0j -0.0279155-0j 4.23594e-05-0j -0.00615479-0j 9.33936e-06-0j 0.00124573-0j -0.0209472-0j 1.83514e-05-0j 0.00134555-0j -0.0226255-0j 1.98218e-05-0j -0.00503536-0j -0.00508754-0j 0.0846703-0j 0.000919183-0j -7.41779e-05-0j 0.0855477-0j 0.000629321-0j -7.49466e-05-0j -0.0154562-0j 0.00113743-0j -0.0105821-0j 1.35408e-05-0j 0.000663501-0j 0.00103833-0j 9.27078e-06-0j -0.019126-0j 0.000635843-0j -0.0111569-0j 1.67559e-05-0j 0.000599479-0j -0.0174596-0j 0.000908536-0j 9.77429e-06-0j 0.000605691-0j -0.0106918-0j 1.5296e-05-0j 0.000374752-0j 0.000741817-0j -0.0100803-0j -0.0152772-0j 9.36685e-06-0j 0.000185454-0j 8.83115e-06-0j -0.0101848-0j 0.000611968-0j -0.0063015-0j 1.3384e-05-0j 0.000374752-0j -0.0124737-0j 8.92267e-06-0j 0.000195527-0j 5.52062e-06-0j -0.00311844-0j -0.0102903-0j 0.000267736-0j 1.0928e-05-0j 2.732e-06-0j -0.0063015-0j 9.01514e-06-0j -0.0032878-0j 9.87764e-05-0j -0.00450201-0j 5.52062e-06-0j 2.88038e-06-0j 1.88604e-05-0j -0.00166094-0j 3.94412e-06-0j 1.45511e-06-0j -0.000317141-0j 2.7784e-07-0j 
-0.00273441-0j -0.00308885-0j -0.00252203-0j -0.00254817-0j -0.00220678-0j -0.0018205-0j -0.000581659-0j -0.167708-0j 0.0378833-0j 0.0299494-0j 0.0199662-0j 0.0302597-0j 0.0349409-0j 0.0123535-0j 0.0203822-0j 0.0216186-0j 0.0126108-0j 0.00328985-0j -0.000235569-0j -0.150378-0j 0.00125963-0j 0.804096-0j -0.000199134-0j -0.127119-0j -0.000201198-0j -0.000181784-0j -0.128436-0j -0.116043-0j -0.000224946-0j -0.000149964-0j -0.143596-0j -0.000131218-0j -0.000129872-0j -0.0957306-0j -0.0837643-0j -0.0829051-0j -0.000185571-0j -9.27854e-05-0j -0.118461-0j -7.6544e-05-0j -0.0592303-0j -9.37469e-05-0j -0.0488625-0j -0.0598441-0j -4.23594e-05-0j -0.0270404-0j -9.33936e-06-0j -0.00596186-0j -0.000179806-0j 0.00302154-0j -0.0359023-0j -0.000194213-0j 0.00326364-0j -0.0387789-0j 0.000726792-0j 0.000734324-0j -0.0122133-0j -0.000132673-0j 0.14512-0j -0.0123399-0j -9.08347e-05-0j 0.146624-0j 0.00222949-0j -0.000164174-0j 0.00152643-0j -0.026491-0j -9.57681e-05-0j -0.00014987-0j -0.0181372-0j 0.00275885-0j -9.1776e-05-0j 0.00160933-0j -0.032781-0j -8.65273e-05-0j 0.00251848-0j -0.000131136-0j -0.0191222-0j -8.7424e-05-0j 0.00154225-0j -0.0299248-0j -5.40908e-05-0j -0.000107072-0j 0.00145404-0j 0.00220367-0j -0.0183251-0j -2.6768e-05-0j -0.0172771-0j 0.00146911-0j -8.83299e-05-0j 0.000908966-0j -0.0261842-0j -5.40908e-05-0j 0.00179929-0j -0.0174561-0j -2.82218e-05-0j -0.0108004-0j 0.000449822-0j 0.00148434-0j -3.86443e-05-0j -0.0213793-0j -0.00534483-0j 0.000908966-0j -0.017637-0j 0.000474253-0j -1.42571e-05-0j 0.000649397-0j -0.0108004-0j -0.00563512-0j -2.72227e-06-0j 0.000239584-0j -0.0077162-0j -0.00284676-0j 4.57462e-05-0j -0.000543562-0j 
0.0820548-0j -0.000468798-0j -0.0193393-0j 0.0187662-0j -0.000334925-0j 0.0270907-0j 0.0173995-0j -0.00276102-0j 0.000236694-0j -0.00241589-0j -0.00161059-0j 0.0023443-0j -5.57858e-05-0j -0.000996503-0j 0.00319067-0j 0.00167485-0j 0.00297125-0j 0.00129538-0j 0.171824-0j -0.000260728-0j 0.00371136-0j -5.63168e-06-0j -0.568408-0j 0.00086251-0j 0.551565-0j 0.132592-0j -0.000836952-0j -0.000201198-0j 0.00324744-0j 0.00216496-0j -4.92772e-06-0j -0.185737-0j 0.0947286-0j -3.28515e-06-0j 0.000281841-0j -0.000143742-0j -0.129997-0j 0.0013395-0j 0.000197259-0j -0.163073-0j -2.03258e-06-0j -0.132697-0j 0.000247449-0j 0.000201357-0j -0.120529-0j 0.000182893-0j -0.0399288-0j 6.05885e-05-0j -0.00137877-0j 0.0231843-0j -2.03113e-05-0j -2.94759e-05-0j 0.00049564-0j -4.34221e-07-0j -0.00113743-0j 0.00110373-0j 0.019126-0j 0.00398126-0j -1.67559e-05-0j -0.0185593-0j -0.000696531-0j 1.62594e-05-0j -0.0669454-0j 9.75088e-05-0j 0.0117123-0j 5.86495e-05-0j -0.00557701-0j -2.27459e-05-0j -1.02609e-05-0j -0.00163962-0j -0.000703749-0j 0.0937782-0j 1.43644e-06-0j -0.000663501-0j 0.000382475-0j 0.00096576-0j -8.21572e-05-0j 0.00064384-0j 0.0118336-0j -3.35078e-07-0j 0.00121149-0j -1.62504e-05-0j 0.0111569-0j -0.0162394-0j -1.03672e-05-0j -0.00020526-0j -9.77429e-06-0j -0.0108263-0j 0.00131443-0j -0.0203713-0j 1.4227e-05-0j 0.000398356-0j 0.000273253-0j 9.48466e-06-0j 0.000844217-0j 1.78469e-05-0j 0.00345148-0j -0.0221023-0j 0.000865528-0j -2.39391e-07-0j -3.02377e-06-0j -0.0066984-0j 1.93634e-05-0j -0.0141956-0j 0.000533644-0j -0.014554-0j 5.86833e-06-0j 1.24365e-05-0j 0.000142817-0j -0.0089733-0j 1.27504e-05-0j 7.86132e-06-0j -0.00240149-0j 2.1039e-06-0j 
-0.0118436-0j 6.76651e-05-0j 0.00279138-0j -0.00270867-0j 4.83423e-05-0j -0.00391021-0j -0.0025114-0j -0.0378833-0j 0.00324763-0j -0.0331479-0j -0.0220986-0j 0.0321656-0j -0.000765425-0j -0.0136728-0j 0.0437784-0j 0.0229802-0j 0.0407679-0j 0.0177736-0j 0.000260728-0j 0.166438-0j 5.63168e-06-0j 0.00359503-0j -0.00086251-0j -0.55059-0j 0.000836952-0j 0.000201198-0j 0.534275-0j 0.128436-0j 4.92772e-06-0j 3.28515e-06-0j 0.00314565-0j -0.000281841-0j 0.000143742-0j 0.0020971-0j -0.179915-0j 0.0917592-0j -0.000197259-0j 2.03258e-06-0j -0.125922-0j -0.000247449-0j 0.00129751-0j -0.000201357-0j -0.157961-0j -0.128538-0j -0.000182893-0j -0.116751-0j -6.05885e-05-0j -0.0386772-0j 0.000199009-0j -0.00334424-0j 0.0397366-0j 4.25447e-06-0j -7.14941e-05-0j 0.000849501-0j 0.000164174-0j -0.000159309-0j -0.00275885-0j -0.000574646-0j 0.032781-0j 0.0026771-0j 0.000100536-0j -0.0318096-0j 0.00965661-0j -1.40742e-05-0j -0.00168945-0j -0.114741-0j 0.000804973-0j 3.28308e-06-0j 0.0200742-0j 0.000236509-0j 0.000101577-0j -0.0135271-0j -0.00281023-0j 9.57681e-05-0j -5.51704e-05-0j -0.000139395-0j 0.160731-0j -9.29303e-05-0j -0.00170695-0j 0.00065554-0j -0.000174863-0j 2.34555e-06-0j -0.00160933-0j 0.00234246-0j 0.0202822-0j 2.96268e-05-0j 0.0191222-0j 0.00156164-0j -0.000189722-0j 0.00293848-0j -0.0278334-0j -5.74977e-05-0j -3.94156e-05-0j -0.0185556-0j -0.000121852-0j -0.0349153-0j -0.000497861-0j 0.00318817-0j -0.000124928-0j 0.000468341-0j 0.00591564-0j 0.000966217-0j -0.0378822-0j 0.00204766-0j -7.70249e-05-0j 0.00209935-0j -0.0114807-0j -0.0243305-0j -2.06139e-05-0j 0.00129436-0j -0.0249447-0j -0.0153797-0j 0.000346406-0j -0.00411603-0j 
-0.0165765-0j 0.0548315-0j 0.0147026-0j -0.0154475-0j 0.0391075-0j 0.0106129-0j -0.00352612-0j -0.00218277-0j -0.00241589-0j -0.00537821-0j -0.00127329-0j 0.00565066-0j 0.00214279-0j 0.00384838-0j -0.00129981-0j 0.00403023-0j 0.000773374-0j -0.0002098-0j 0.135838-0j -0.000206123-0j 0.148243-0j -0.000224946-0j -0.110424-0j 0.00016756-0j 0.116018-0j -0.306947-0j -0.000176048-0j 0.000465766-0j 0.36526-0j 0.0864749-0j -0.000554251-0j -0.221566-0j -0.218924-0j -0.000131218-0j 0.000336208-0j 0.000332199-0j -0.102903-0j -0.261362-0j 0.000156147-0j 0.0441383-0j 0.000396595-0j -0.158028-0j -6.6976e-05-0j 0.000239794-0j -0.0234892-0j 3.56429e-05-0j 0.00538544-0j -8.17194e-06-0j -0.00109002-0j 0.0183288-0j -1.60575e-05-0j -0.00117735-0j 0.0197973-0j -1.7344e-05-0j 0.00086473-0j -0.000908536-0j -0.0145405-0j -0.000804285-0j 1.27387e-05-0j 0.0152772-0j 0.00377555-0j -1.3384e-05-0j 0.0135242-0j 0.000957081-0j -0.0634863-0j -1.18482e-05-0j -0.000580564-0j 0.0026604-0j 5.56191e-05-0j -0.0160934-0j -0.0047625-0j 0.00976225-0j 1.40991e-05-0j 0.000504426-0j -0.044735-0j -0.00223857-0j -8.55251e-06-0j -0.00052998-0j 0.0800821-0j 3.91914e-05-0j 0.00096019-0j 0.00189748-0j -0.00848199-0j 0.0376419-0j -7.01583e-05-0j 0.00111101-0j 7.4309e-06-0j 0.00891167-0j 0.000514935-0j -0.0161457-0j -3.29773e-05-0j 0.00160181-0j -0.0319064-0j -7.80734e-06-0j -0.000171086-0j 1.41449e-05-0j -0.0186818-0j -0.00865869-0j 0.000684837-0j 2.79525e-05-0j 1.63668e-05-0j -0.0269347-0j 7.58571e-06-0j 0.00287683-0j 8.31146e-05-0j -0.0115156-0j 2.35969e-05-0j -2.52033e-06-0j -1.65029e-05-0j -0.00139758-0j 1.00886e-05-0j 1.22439e-06-0j 0.000277498-0j -2.4311e-07-0j 
-0.011051-0j -0.0124834-0j 0.0498284-0j 0.0503447-0j -0.0089186-0j -0.00735747-0j -0.00235075-0j -0.00145518-0j -0.00161059-0j -0.00127329-0j -0.00556915-0j -0.00128648-0j 0.00726207-0j -0.000525203-0j 0.00423621-0j -0.000919106-0j -0.000536145-0j -0.000139867-0j 0.090559-0j -0.000137415-0j 0.0988285-0j -0.000149964-0j 0.0765522-0j -0.000116161-0j 0.0773455-0j -0.341629-0j -0.000117365-0j 0.000518394-0j 0.0864749-0j 0.378228-0j -0.000131218-0j 0.0504437-0j -0.244072-0j -0.000573928-0j -7.6544e-05-0j 0.000370358-0j -0.348747-0j 0.0356691-0j 0.000529193-0j -0.143851-0j -5.41248e-05-0j 0.0360387-0j 0.000218281-0j -5.46857e-05-0j 0.016284-0j -2.47096e-05-0j 0.00359029-0j -5.44796e-06-0j -0.000726678-0j 0.0122192-0j -1.0705e-05-0j -0.000784902-0j 0.0131982-0j -1.15627e-05-0j -0.000599479-0j -0.000605691-0j 0.0100803-0j 0.00262124-0j -8.83115e-06-0j 0.0101848-0j -0.000367104-0j -8.92267e-06-0j -0.0440765-0j -0.000663501-0j 0.0061729-0j 3.86145e-05-0j -0.000387042-0j 0.00296101-0j -5.40795e-06-0j 0.0111569-0j -0.000370908-0j 0.00650817-0j -9.77429e-06-0j -0.00229427-0j -0.0497897-0j -0.00052998-0j -5.70167e-06-0j -0.00231805-0j 0.00623687-0j 4.36197e-05-0j -0.000218605-0j 0.00211544-0j 0.0385785-0j 0.00891167-0j -5.464e-06-0j -0.000108182-0j -3.37978e-05-0j 0.0389782-0j 0.00174515-0j 0.00367588-0j -7.80734e-06-0j -0.000218605-0j -0.0355715-0j -3.4148e-05-0j 0.000557585-0j -3.22036e-06-0j 0.00181909-0j -0.029345-0j -0.000156179-0j 3.11634e-05-0j -1.59367e-06-0j 0.00367588-0j 2.57085e-05-0j -0.00937586-0j -5.76196e-05-0j 0.00262617-0j -3.22036e-06-0j 8.214e-06-0j -1.10019e-05-0j 0.000968881-0j -2.30074e-06-0j -8.48817e-07-0j 0.000184999-0j -1.62074e-07-0j 
0.00239261-0j -0.00791425-0j -0.00212214-0j 0.00222965-0j -0.00564469-0j -0.00153184-0j 0.000508952-0j -0.0299494-0j -0.0331479-0j -0.0737932-0j -0.0174705-0j 0.0775314-0j 0.0294007-0j 0.0528028-0j -0.0178344-0j 0.0552978-0j 0.0106113-0j -0.00287862-0j 0.000206123-0j 0.13158-0j 0.000224946-0j 0.143596-0j -0.00016756-0j -0.106963-0j 0.000176048-0j -0.000465766-0j 0.112382-0j -0.297325-0j 0.000554251-0j 0.000131218-0j 0.35381-0j -0.000336208-0j -0.000332199-0j 0.0837643-0j -0.214621-0j -0.212062-0j -0.000156147-0j -0.000396595-0j -0.0996776-0j 6.6976e-05-0j -0.253169-0j -0.000239794-0j 0.0427547-0j -0.153074-0j -3.56429e-05-0j -0.0227529-0j 8.17194e-06-0j 0.00521662-0j 0.00015733-0j -0.00264385-0j 0.0314145-0j 0.000169936-0j -0.00285568-0j 0.0339315-0j -0.000124813-0j 0.000131136-0j 0.00209742-0j 0.000116089-0j -0.0249217-0j -0.00220367-0j -0.000544954-0j 0.0261842-0j -0.0019508-0j -0.000138143-0j 0.00915765-0j 0.0231797-0j 8.37971e-05-0j -0.000383996-0j -0.108812-0j 0.00232141-0j 0.000687408-0j -0.00140816-0j -0.0275833-0j -7.28076e-05-0j 0.00645284-0j 0.00032311-0j 0.016732-0j 7.6496e-05-0j -0.0115515-0j -0.0766733-0j -0.000138591-0j -0.000273878-0j 0.00122349-0j -0.00542969-0j 0.137256-0j -0.000160361-0j -0.0145377-0j -0.00128547-0j -7.43244e-05-0j 0.00232895-0j 0.0645161-0j -0.000231202-0j 0.00460236-0j 0.0152741-0j 2.46941e-05-0j -0.0276729-0j 0.00269478-0j 0.00124898-0j -9.88477e-05-0j -0.0546858-0j -0.0320196-0j 0.00388522-0j -0.0148405-0j -0.000414971-0j -1.19966e-05-0j 0.00166108-0j -0.0461646-0j 0.00493073-0j 2.38199e-06-0j 0.000201596-0j -0.0197371-0j -0.00239538-0j -4.0028e-05-0j 0.000475616-0j 
0.0167483-0j 0.0532067-0j 0.0154475-0j -0.0155953-0j -0.0129815-0j 0.00985259-0j 0.0371018-0j 0.00220539-0j -0.0023443-0j -0.00565066-0j 0.00128648-0j 0.00570474-0j -0.00216222-0j 0.000795969-0j 0.00116041-0j -0.00139185-0j 0.00380926-0j 0.00382862-0j -0.137246-0j 0.000208259-0j 0.14385-0j -0.00021828-0j -0.116018-0j 0.000176048-0j 0.117129-0j 0.310128-0j -0.000177733-0j -0.000470593-0j -0.368572-0j 0.0839125-0j 0.000559277-0j 0.197804-0j -0.0756656-0j -0.00012733-0j -0.00030015-0j 0.000114816-0j 0.108031-0j 0.0519182-0j -0.000163929-0j -0.209065-0j -7.87815e-05-0j -0.0482605-0j 0.000317239-0j 7.32312e-05-0j -0.25701-0j 0.000389991-0j -0.150347-0j 0.000228139-0j 0.00110131-0j -0.0185187-0j 1.62239e-05-0j -0.00114246-0j 0.0192107-0j -1.68301e-05-0j 0.000908536-0j -0.000917232-0j -0.0152772-0j 0.00081262-0j 1.3384e-05-0j 0.0154234-0j -0.00381468-0j -1.35121e-05-0j -0.0136643-0j -0.00096576-0j 0.0641442-0j 1.1971e-05-0j 0.000518299-0j 0.00258157-0j -5.61955e-05-0j 0.0162394-0j -0.00164604-0j -0.00871527-0j -1.4227e-05-0j 0.00052998-0j -0.0434094-0j 0.00235013-0j 7.63527e-06-0j -0.000535052-0j 0.0276784-0j 3.80301e-05-0j -0.00454804-0j -0.000629856-0j -0.00891167-0j -0.0395178-0j -2.42484e-05-0j 0.000163954-0j 7.80734e-06-0j 0.00899697-0j 0.000478044-0j 0.0764758-0j 3.46207e-05-0j -0.000331047-0j 0.0105911-0j -7.88206e-06-0j 0.00180016-0j -6.69989e-05-0j -0.00275691-0j -0.00803836-0j 0.00110964-0j -9.27865e-06-0j 2.41527e-06-0j 0.00556659-0j 7.04225e-06-0j -0.0302699-0j 0.00157724-0j -0.0186587-0j -4.87678e-06-0j 2.65189e-05-0j 0.000652314-0j -0.0265215-0j 1.63465e-05-0j 2.32349e-05-0j -0.0109687-0j 9.60949e-06-0j 
0.00159507-0j 0.00180183-0j -0.0071921-0j -0.00726664-0j 0.00128729-0j 0.00106196-0j 0.000339301-0j -0.0199662-0j -0.0220986-0j -0.0174705-0j -0.076413-0j -0.0176515-0j 0.0996413-0j -0.0072062-0j 0.0581241-0j -0.0126108-0j -0.00735633-0j -0.00191908-0j 0.000137415-0j 0.0877203-0j 0.000149964-0j 0.0957306-0j 0.000116161-0j 0.0741526-0j 0.000117365-0j -0.000518394-0j 0.074921-0j -0.330921-0j 0.000131218-0j 0.000573928-0j 0.0837643-0j 7.6544e-05-0j -0.000370358-0j 0.366372-0j 0.0488625-0j -0.236421-0j -0.000529193-0j 5.41248e-05-0j -0.337815-0j -0.000218281-0j 0.034551-0j 5.46857e-05-0j -0.139342-0j 0.0349091-0j 2.47096e-05-0j 0.0157736-0j 5.44796e-06-0j 0.00347775-0j 0.000104887-0j -0.00176257-0j 0.020943-0j 0.000113291-0j -0.00190379-0j 0.022621-0j 8.65273e-05-0j 8.7424e-05-0j -0.00145404-0j -0.000378343-0j 0.0172771-0j -0.00146911-0j 5.29869e-05-0j 0.0174561-0j 0.00635785-0j 9.57681e-05-0j -0.000890416-0j -0.0755447-0j 5.58647e-05-0j -0.000427384-0j 0.01058-0j -0.00160933-0j 5.3536e-05-0j -0.000938777-0j 0.0191222-0j 0.000331149-0j 0.00718196-0j 7.6496e-05-0j 0.0111546-0j 0.000334581-0j -0.000899643-0j -0.0853368-0j 3.1553e-05-0j -0.000305338-0j -0.00556479-0j -0.00128547-0j 0.0106897-0j 1.56147e-05-0j 0.0661214-0j -0.00562245-0j -0.000251891-0j -0.00053023-0j 0.0152741-0j 3.1553e-05-0j 0.00513104-0j 0.0668066-0j -8.04804e-05-0j 0.00630025-0j -0.000262396-0j 0.00423289-0j 2.25425e-05-0j -0.0609675-0j 0.00311782-0j -0.00053023-0j -0.0502957-0j 0.00135243-0j 8.31667e-06-0j -0.000378815-0j 0.00630025-0j -0.0160697-0j 1.58799e-06-0j -0.000139757-0j 0.00450112-0j 0.00166061-0j -2.66853e-05-0j 0.000317078-0j 
-0.00241741-0j -0.00767973-0j -0.00222965-0j 0.00225099-0j 0.00187372-0j -0.0014221-0j -0.00535518-0j 0.0302597-0j -0.0321656-0j -0.0775314-0j 0.0176515-0j 0.0782735-0j -0.0296674-0j 0.0109213-0j 0.0159217-0j -0.0190973-0j 0.052266-0j 0.0525316-0j -0.000208259-0j -0.132944-0j 0.00021828-0j 0.139341-0j -0.000176048-0j -0.112382-0j 0.000177733-0j 0.000470593-0j 0.113457-0j 0.300406-0j -0.000559277-0j 0.00012733-0j -0.357019-0j 0.00030015-0j -0.000114816-0j 0.0812822-0j 0.191603-0j -0.0732937-0j 0.000163929-0j 7.87815e-05-0j 0.104645-0j -0.000317239-0j 0.0502908-0j -7.32312e-05-0j -0.202512-0j -0.0467477-0j -0.000389991-0j -0.248954-0j -0.000228139-0j -0.145634-0j -0.000158961-0j 0.00267125-0j -0.0317401-0j 0.000164901-0j -0.00277106-0j 0.0329261-0j -0.000131136-0j 0.000132391-0j 0.00220367-0j -0.000117292-0j -0.0261842-0j -0.00222476-0j 0.000550601-0j 0.0264348-0j 0.00197102-0j 0.000139395-0j -0.00925255-0j -0.0234199-0j -7.48101e-05-0j -0.000372617-0j 0.10994-0j -0.00234246-0j 0.000237585-0j 0.00125714-0j 0.0278334-0j -7.6496e-05-0j 0.00626163-0j -0.000339212-0j -0.0149375-0j 7.72281e-05-0j -0.00399249-0j -0.0744013-0j 0.000656453-0j 9.09119e-05-0j 0.00128547-0j 0.00570028-0j 0.0474392-0j -2.36647e-05-0j -0.0152741-0j -0.00129778-0j -6.89996e-05-0j -0.0110313-0j -0.0677313-0j 4.77825e-05-0j -0.00152772-0j 0.0154203-0j -0.000259831-0j 0.131075-0j 0.000397673-0j 0.0011595-0j -0.000160163-0j 0.0181526-0j -0.00472519-0j -0.000802958-0j -0.0137773-0j 0.00436632-0j -0.000227655-0j 0.00269144-0j 0.00954083-0j -0.051881-0j -9.41534e-05-0j 0.00382562-0j -0.03198-0j -0.0454564-0j 0.0015822-0j -0.0187998-0j 
0.0193393-0j 0.000432387-0j 0.0333511-0j 0.0336535-0j -0.000903041-0j 0.0240283-0j -0.0160481-0j 0.00254657-0j 5.57858e-05-0j -0.00214279-0j -0.00726207-0j -0.00216222-0j 9.62042e-05-0j -0.00448978-0j 0.00572185-0j 0.0045158-0j 0.00263537-0j -0.00119477-0j -0.158478-0j 0.000240477-0j -0.00342311-0j 5.19427e-06-0j 0.128828-0j -0.000195486-0j 0.129997-0j 0.237779-0j -0.000197259-0j -0.000360809-0j 0.00288034-0j 0.0097617-0j -4.37067e-06-0j 0.171311-0j -0.496602-0j -1.48125e-05-0j -0.00025995-0j 0.00075355-0j 0.224183-0j 0.00603517-0j -0.000340179-0j -0.292439-0j -9.15786e-06-0j -0.357784-0j 0.000443752-0j 0.000542907-0j -0.106904-0j 0.000162218-0j 0.0368276-0j -5.58827e-05-0j 0.00127169-0j -0.0213836-0j 1.87337e-05-0j 2.71865e-05-0j -0.000457144-0j 4.00495e-07-0j -0.00100885-0j -0.001018-0j 0.016964-0j -0.00182442-0j -1.48618e-05-0j 0.0171178-0j 0.000642432-0j -1.49966e-05-0j 0.0306778-0j -2.21002e-05-0j -0.0108026-0j -2.68762e-05-0j -0.00131443-0j -4.07903e-05-0j 9.46392e-06-0j 0.000371617-0j -0.00189748-0j 0.0221023-0j -3.25566e-07-0j 0.00287695-0j 0.000685894-0j 0.000856588-0j -1.93634e-05-0j 0.00290304-0j 0.0319064-0j -6.00898e-07-0j -0.00111739-0j 8.51907e-05-0j -0.0483763-0j -0.0144036-0j -2.79525e-05-0j -0.00129618-0j 4.23815e-05-0j -0.048815-0j -0.00226677-0j 0.0187891-0j 1.26187e-05-0j 0.00179481-0j -0.00143249-0j 4.27658e-05-0j 0.00151394-0j -1.64607e-05-0j 0.0217955-0j 0.0381161-0j 0.00233367-0j 1.25498e-06-0j -1.90946e-05-0j -0.0301799-0j -3.33927e-05-0j -0.0254571-0j 0.00047332-0j -0.039241-0j 2.644e-05-0j 2.23024e-05-0j -0.000131725-0j -0.00795893-0j 3.43783e-05-0j 6.97266e-06-0j 0.00221497-0j -1.94049e-06-0j 
