-0.306635-0j -0.00643125-0j -0.242191-0j 0.235015-0j -0.209744-0j -0.00513704-0j 0.293813-0j -0.194185-0j -0.187601-0j -0.00448397-0j -0.138733-0j 0.190384-0j -0.00419437-0j 0.238825-0j -0.00290595-0j -0.17303-0j 0.167903-0j -0.164151-0j -0.0029966-0j -0.109434-0j 0.159286-0j 0.242383-0j -0.105959-0j 0.155675-0j -0.00379044-0j -0.00259513-0j -0.0677087-0j 0.216794-0j -0.00244672-0j 0.148429-0j 0.1138-0j -0.107057-0j 0.201886-0j -0.0582743-0j 0.146915-0j 0.088016-0j 0.0565475-0j -0.00151383-0j 0.184296-0j -0.00174802-0j 0.149967-0j -0.0312249-0j 0.14139-0j 0.136216-0j 0.0605993-0j 0.0908104-0j 0.0451252-0j -0.00034201-0j 0.131667-0j 0.0437403-0j 0.0811799-0j 0.056186-0j 0.0217259-0j 0.032239-0j 0.0102454-0j 0.00174564-0j 
-1.12933e-05-0j 1.14935e-05-0j -8.91987e-06-0j 9.00524e-06-0j 1.50195e-05-0j 9.1806e-06-0j -4.927e-06-0j -7.1518e-06-0j -6.9093e-06-0j -1.55808e-05-0j -5.1095e-06-0j 7.29508e-06-0j 7.49593e-06-0j -1.41176e-05-0j 5.19333e-06-0j 1.23905e-05-0j -1.25091e-05-0j -6.04564e-06-0j 5.35535e-06-0j 1.97033e-05-0j 6.1035e-06-0j -4.06457e-06-0j 7.5876e-06-0j -1.53059e-05-0j -1.31709e-05-0j 4.63787e-06-0j -2.4937e-06-0j 7.0685e-06-0j -2.13762e-05-0j -2.48903e-06-0j 4.36055e-06-0j 7.66623e-06-0j -1.19341e-05-0j 1.68114e-05-0j -1.09455e-05-0j -1.19947e-05-0j -1.69723e-05-0j 2.70542e-06-0j 2.11819e-05-0j -1.52719e-05-0j -2.51482e-06-0j 2.23598e-06-0j 1.1591e-05-0j -1.33926e-05-0j -4.51477e-06-0j 4.36479e-05-0j -7.83448e-06-0j 6.1122e-07-0j 1.51331e-05-0j -7.3349e-07-0j 2.15102e-05-0j -5.52418e-06-0j 8.89617e-06-0j -5.59722e-06-0j -2.53432e-06-0j -5.59457e-07-0j 
-0.000349983-0j 0.00144677-0j -0.00027643-0j -0.00290859-0j -0.000239395-0j 0.00115563-0j 0.00217079-0j -0.000221637-0j -0.000214121-0j 0.00100872-0j -0.000158345-0j -0.00235622-0j 0.000943567-0j 0.00173202-0j 0.000653722-0j -0.000197491-0j -0.00207799-0j -0.000187356-0j 0.000674117-0j -0.000124904-0j -0.00197136-0j 0.00179081-0j -0.000120938-0j -0.00222666-0j 0.000852698-0j 0.000583802-0j -7.72805e-05-0j 0.00160175-0j 0.000550414-0j 0.00109664-0j -0.00140841-0j -0.000122191-0j 0.00146413-0j -6.65125e-05-0j -0.00181825-0j -0.00287808-0j -0.000699843-0j 0.000340551-0j 0.00133656-0j 0.000393235-0j 0.00110801-0j -3.56391e-05-0j 0.00104464-0j -0.00194833-0j -0.000749988-0j -0.00129888-0j 9.30723e-05-0j 7.69387e-05-0j 0.000954884-0j 0.000323169-0j -0.00265454-0j -0.000803644-0j 0.00359145-0j 6.6494e-05-0j 0.00571345-0j 0.00446474-0j 
-0.000136924-0j 0.000281575-0j 0.000104-0j -9.65491e-05-0j -9.36586e-05-0j -0.000216286-0j -0.000258386-0j -8.6711e-05-0j -8.37708e-05-0j 0.000196319-0j 0.000181096-0j 7.5214e-05-0j 0.00018364-0j -4.46753e-05-0j 0.000127229-0j 7.43011e-05-0j -6.8978e-05-0j 7.04882e-05-0j -0.000383532-0j -4.88663e-05-0j -6.54383e-05-0j 0.000204982-0j -4.73146e-05-0j 0.000223851-0j -0.00015959-0j -0.000109263-0j 0.000147694-0j -0.000190654-0j 0.000107123-0j -0.000130532-0j 0.000136668-0j 0.000139748-0j 3.6317e-05-0j 2.50237e-05-0j 5.80409e-05-0j 0.000347721-0j -2.32309e-05-0j -0.000323769-0j -3.4475e-05-0j -0.000223727-0j 0.000385537-0j 9.54627e-05-0j 0.000119573-0j -0.000188358-0j 0.000121613-0j 0.00013058-0j 0.000331049-0j -0.000131895-0j 7.2001e-05-0j 0.000263363-0j -0.000308414-0j -0.000394665-0j 0.000251766-0j -0.000691397-0j -0.000164572-0j 5.1528e-05-0j 
-0.00021432-0j 0.000885965-0j -0.000169278-0j -0.00178114-0j -0.000146599-0j 0.000707675-0j 0.00132933-0j -0.000135724-0j -0.000131122-0j 0.000617709-0j -9.69661e-05-0j -0.00144289-0j 0.000577814-0j 0.00106064-0j 0.000400321-0j -0.000120938-0j -0.00127251-0j -0.000114732-0j 0.00041281-0j -7.64879e-05-0j -0.00120721-0j 0.00109664-0j -7.40591e-05-0j -0.00136354-0j 0.000522169-0j 0.000357504-0j -4.73244e-05-0j 0.000980866-0j 0.000337058-0j 0.000671553-0j -0.000862469-0j -7.48265e-05-0j 0.000896591-0j -4.07304e-05-0j -0.00111344-0j -0.00176246-0j -0.000428565-0j 0.000208544-0j 0.000818472-0j 0.000240806-0j 0.000678513-0j -2.18244e-05-0j 0.000639708-0j -0.0011931-0j -0.000459272-0j -0.000795401-0j 5.69949e-05-0j 4.71151e-05-0j 0.000584745-0j 0.0001979-0j -0.00162557-0j -0.000492129-0j 0.0021993-0j 4.07191e-05-0j 0.00349876-0j 0.00273408-0j 
-9.78028e-06-0j -2.05128e-07-0j 2.2582e-05-0j 7.49593e-06-0j -6.6899e-06-0j 4.78978e-07-0j 9.37132e-06-0j -6.19364e-06-0j -5.98363e-06-0j -1.43019e-07-0j -3.75913e-06-0j -1.77514e-05-0j -1.33782e-07-0j 7.61744e-06-0j -9.26868e-08-0j 1.61333e-05-0j 5.35535e-06-0j 1.53054e-05-0j -8.11968e-08-0j -3.49045e-06-0j 5.08053e-06-0j -2.25998e-05-0j -3.37961e-06-0j 4.96534e-06-0j 3.53421e-07-0j 2.41971e-07-0j -2.66031e-05-0j 6.91476e-06-0j -7.80394e-08-0j 4.73422e-06-0j 3.08355e-06-0j -2.90084e-06-0j -1.88238e-05-0j 5.43351e-06-0j -1.36984e-05-0j 2.80732e-06-0j 1.80362e-06-0j -5.9479e-07-0j 5.87821e-06-0j -4.73648e-08-0j 4.06354e-06-0j -3.13556e-05-0j -1.31832e-05-0j -1.27008e-05-0j 2.38097e-05-0j 2.89645e-06-0j 1.43929e-06-0j -6.3646e-07-0j 3.56768e-06-0j 4.39234e-05-0j -7.56922e-06-0j 2.20758e-05-0j 6.92959e-07-0j 8.73557e-07-0j -9.55281e-07-0j 5.56781e-08-0j 
8.06832e-06-0j -1.6592e-05-0j -6.12825e-06-0j 5.68921e-06-0j 5.51889e-06-0j 1.27448e-05-0j 1.52255e-05-0j 5.1095e-06-0j 4.93624e-06-0j -1.15682e-05-0j -1.06712e-05-0j -4.43203e-06-0j -1.08211e-05-0j 2.63252e-06-0j -7.49705e-06-0j -4.37823e-06-0j 4.06457e-06-0j -4.15356e-06-0j 2.25998e-05-0j 2.87947e-06-0j 3.85599e-06-0j -1.20787e-05-0j 2.78804e-06-0j -1.31906e-05-0j 9.4039e-06-0j 6.43841e-06-0j -8.70293e-06-0j 1.12344e-05-0j -6.31229e-06-0j 7.69165e-06-0j -8.05324e-06-0j -8.23472e-06-0j -2.14e-06-0j -1.47454e-06-0j -3.42009e-06-0j -2.04897e-05-0j 1.3689e-06-0j 1.90783e-05-0j 2.03146e-06-0j 1.31832e-05-0j -2.2718e-05-0j -5.62519e-06-0j -7.0459e-06-0j 1.10991e-05-0j -7.16611e-06-0j -7.69449e-06-0j -1.95073e-05-0j 7.77197e-06-0j -4.2427e-06-0j -1.55188e-05-0j 1.81735e-05-0j 2.32559e-05-0j -1.48355e-05-0j 4.0741e-05-0j 9.69751e-06-0j -3.02244e-06-0j 
4.37479e-05-0j -0.000180847-0j 3.45537e-05-0j 0.000363573-0j 2.99244e-05-0j -0.000144454-0j -0.000271349-0j 2.77046e-05-0j 2.67652e-05-0j -0.000126089-0j 1.97931e-05-0j 0.000294528-0j -0.000117946-0j -0.000216502-0j -8.17153e-05-0j 2.46864e-05-0j 0.000259749-0j 2.34195e-05-0j -8.42646e-05-0j 1.5613e-05-0j 0.00024642-0j -0.000223851-0j 1.51172e-05-0j 0.000278332-0j -0.000106587-0j -7.29753e-05-0j 9.66006e-06-0j -0.000200219-0j -6.88017e-05-0j -0.00013708-0j 0.000176051-0j 1.52739e-05-0j -0.000183016-0j 8.31406e-06-0j 0.000227281-0j 0.00035976-0j 8.74804e-05-0j -4.25689e-05-0j -0.00016707-0j -4.91543e-05-0j -0.000138501-0j 4.45489e-06-0j -0.00013058-0j 0.000243541-0j 9.37485e-05-0j 0.000162361-0j -1.1634e-05-0j -9.61734e-06-0j -0.000119361-0j -4.03961e-05-0j 0.000331818-0j 0.000100455-0j -0.000448931-0j -8.31176e-06-0j -0.000714182-0j -0.000558092-0j 
-2.57787e-06-0j 1.06565e-05-0j -2.0361e-06-0j -2.14238e-05-0j -1.76331e-06-0j 8.51201e-06-0j 1.59894e-05-0j -1.63251e-06-0j -1.57715e-06-0j 7.42989e-06-0j -1.16632e-06-0j -1.73552e-05-0j 6.95003e-06-0j 1.27575e-05-0j 4.81512e-06-0j -1.45466e-06-0j -1.53059e-05-0j -1.38001e-06-0j 4.96534e-06-0j -9.20006e-07-0j -1.45204e-05-0j 1.31906e-05-0j -8.90792e-07-0j -1.64009e-05-0j 6.28071e-06-0j 4.30011e-06-0j -5.69225e-07-0j 1.1798e-05-0j 4.05418e-06-0j 8.07753e-06-0j -1.03739e-05-0j -9.00023e-07-0j 1.07843e-05-0j -4.89911e-07-0j -1.33926e-05-0j -2.11991e-05-0j -5.15483e-06-0j 2.5084e-06-0j 9.84469e-06-0j 2.89645e-06-0j 8.16124e-06-0j -2.62507e-07-0j 7.69449e-06-0j -1.43508e-05-0j -5.52418e-06-0j -9.56719e-06-0j 6.85542e-07-0j 5.66707e-07-0j 7.03339e-06-0j 2.38036e-06-0j -1.95526e-05-0j -5.91939e-06-0j 2.64535e-05-0j 4.89775e-07-0j 4.20836e-05-0j 3.30722e-05-0j 
0.00805519-0j 0.0085359-0j 0.00636229-0j 0.00642822-0j 0.0055099-0j 0.00681815-0j 0.00397726-0j 0.00510118-0j -0.024147-0j 0.00595137-0j 0.00364446-0j 0.00520745-0j -0.0272769-0j 0.00214796-0j 0.00385693-0j -0.0222715-0j -0.0225023-0j 0.00431218-0j -0.0194876-0j 0.00287479-0j 0.00435687-0j -0.0160764-0j 0.0027835-0j -0.00513649-0j 0.00503088-0j 0.00344441-0j 0.00177868-0j 0.00293468-0j 0.00324742-0j 0.00200924-0j 0.0031127-0j 0.00281235-0j 0.00181574-0j 0.00153085-0j 0.00401847-0j 0.00047368-0j 0.00154671-0j 0.00200924-0j 0.00165754-0j 0.00232007-0j 0.00203006-0j 0.000820267-0j 0.00191396-0j 0.000917278-0j 0.00165754-0j 0.000611519-0j 0.000202241-0j 0.000453935-0j 0.0011842-0j 0.0005921-0j 0.00043689-0j 0.000378358-0j 8.34201e-05-0j 0.000144488-0j 3.4409e-05-0j 4.68779e-06-0j 
-0.0012999-0j -0.00137748-0j -0.00102671-0j -0.00103735-0j -0.000889156-0j -0.00110027-0j -0.000641827-0j -0.000823199-0j 0.0038967-0j -0.000960399-0j -0.000588122-0j -0.000840349-0j 0.00440179-0j -0.000346626-0j -0.000622409-0j 0.00359405-0j 0.00363129-0j -0.000695875-0j 0.00314479-0j -0.000463917-0j -0.000703086-0j 0.00259432-0j -0.000449185-0j 0.000828898-0j -0.000811854-0j -0.000555839-0j -0.000287034-0j -0.000473582-0j -0.00052405-0j -0.000324239-0j -0.000502309-0j -0.00045384-0j -0.000293014-0j -0.000247039-0j -0.000648478-0j -7.64398e-05-0j -0.000249599-0j -0.000324239-0j -0.000267484-0j -0.000374399-0j -0.000327599-0j -0.00013237-0j -0.000308863-0j -0.000148025-0j -0.000267484-0j -9.86834e-05-0j -3.26365e-05-0j -7.32534e-05-0j -0.0001911-0j -9.55498e-05-0j -7.05028e-05-0j -6.10572e-05-0j -1.34619e-05-0j -2.33166e-05-0j -5.55273e-06-0j -7.56489e-07-0j 
-0.00891546-0j -0.00018699-0j -0.00704176-0j 0.0068331-0j -0.00609834-0j -0.00014936-0j 0.00854265-0j -0.00564597-0j 0.0213456-0j -0.000130372-0j -0.00403367-0j 0.00553544-0j -0.000121952-0j 0.00694387-0j 0.000745779-0j -0.00503088-0j 0.0048818-0j 0.0186774-0j -8.71268e-05-0j 0.0124516-0j -0.0181239-0j 0.00704733-0j -0.00308077-0j 0.00452628-0j 0.000431283-0j -7.5454e-05-0j 0.00770402-0j -0.0246672-0j -7.11387e-05-0j 0.00431559-0j -0.0129484-0j -0.0031127-0j -0.0229709-0j -0.00169434-0j 0.00427158-0j -0.0100146-0j 0.00164413-0j -4.40148e-05-0j 0.00535843-0j -5.0824e-05-0j 0.00436031-0j -0.00090787-0j 0.00411094-0j 0.00396049-0j 0.00176193-0j 0.00264033-0j 0.00131202-0j -9.94401e-06-0j 0.00382824-0j 0.00127176-0j 0.00236032-0j 0.00163362-0j 0.000631684-0j 0.000937356-0j 0.000297886-0j 5.07547e-05-0j 
-0.00106136-0j -0.0011247-0j -0.000838305-0j -0.000846992-0j -0.000725993-0j -0.000898371-0j -0.00052405-0j -0.000672139-0j 0.00318164-0j -0.000784162-0j -0.000480199-0j -0.000686142-0j 0.00359405-0j -0.000283019-0j -0.000508195-0j 0.00293453-0j 0.00296494-0j -0.00056818-0j 0.00256771-0j -0.000378786-0j -0.000574068-0j 0.00211825-0j -0.000366758-0j 0.000676793-0j -0.000662876-0j -0.00045384-0j -0.000234362-0j -0.000386678-0j -0.000427885-0j -0.00026474-0j -0.000410134-0j -0.000370559-0j -0.000239245-0j -0.000201707-0j -0.00052948-0j -6.24128e-05-0j -0.000203797-0j -0.00026474-0j -0.000218399-0j -0.000305696-0j -0.000267484-0j -0.00010808-0j -0.000252186-0j -0.000120862-0j -0.000218399-0j -8.05746e-05-0j -2.66476e-05-0j -5.98112e-05-0j -0.000156032-0j -7.80161e-05-0j -5.75653e-05-0j -4.9853e-05-0j -1.09916e-05-0j -1.90379e-05-0j -4.53379e-06-0j -6.17671e-07-0j 
0.000153195-0j 0.000162337-0j 0.000120999-0j 0.000122253-0j 0.000104788-0j 0.000129669-0j 7.564e-05-0j 9.70149e-05-0j -0.000459231-0j 0.000113184-0j 6.93108e-05-0j 9.90361e-05-0j -0.000518756-0j 4.08503e-05-0j 7.33517e-05-0j -0.000423563-0j -0.000427952-0j 8.20096e-05-0j -0.000370617-0j 5.46731e-05-0j 8.28595e-05-0j -0.000305744-0j 5.2937e-05-0j -9.76866e-05-0j 9.56779e-05-0j 6.55062e-05-0j 3.38273e-05-0j 5.58121e-05-0j 6.17598e-05-0j 3.82119e-05-0j 5.91977e-05-0j 5.34856e-05-0j 3.4532e-05-0j 2.91139e-05-0j 7.64239e-05-0j 9.00852e-06-0j 2.94156e-05-0j 3.82119e-05-0j 3.15232e-05-0j 4.41234e-05-0j 3.86079e-05-0j 1.56e-05-0j 3.63999e-05-0j 1.74449e-05-0j 3.15232e-05-0j 1.16299e-05-0j 3.84624e-06-0j 8.633e-06-0j 2.25213e-05-0j 1.12606e-05-0j 8.30884e-06-0j 7.19566e-06-0j 1.58649e-06-0j 2.74789e-06-0j 6.54396e-07-0j 8.91531e-08-0j 
-0.00704829-0j -0.00746891-0j 0.00535349-0j -0.00562469-0j -0.00482116-0j 0.00573708-0j -0.0034801-0j 0.0130702-0j -0.00431218-0j -0.00520745-0j 0.00932209-0j 0.00438176-0j 0.0142638-0j -0.00187947-0j -0.00337481-0j 0.00382472-0j -0.00401847-0j -0.0106249-0j 0.0101734-0j -0.00251544-0j 0.0111632-0j 0.00276083-0j 0.0166993-0j -0.000917278-0j 0.00423319-0j -0.0198718-0j 0.00760267-0j -0.00256784-0j 0.00832053-0j 0.0120542-0j 0.00796191-0j -0.0210646-0j 0.00152784-0j 0.00128812-0j -0.00990124-0j -0.00041447-0j -0.00135337-0j -0.025148-0j 0.00424694-0j 0.00593446-0j -0.0152053-0j 0.00491403-0j 0.00161048-0j -0.00226011-0j 0.00708484-0j -0.000535079-0j 0.000518181-0j 0.00349857-0j 0.00302905-0j 0.00354713-0j 0.000367617-0j 0.00161722-0j -7.29925e-05-0j 0.000369583-0j 2.89532e-05-0j -4.10182e-06-0j 
0.000132671-0j 0.000140588-0j 0.000104788-0j 0.000105874-0j 9.07491e-05-0j 0.000112296-0j 6.55062e-05-0j 8.40174e-05-0j -0.000397705-0j 9.80203e-05-0j 6.00249e-05-0j 8.57677e-05-0j -0.000449256-0j 3.53774e-05-0j 6.35244e-05-0j -0.000366816-0j -0.000370617-0j 7.10224e-05-0j -0.000320964-0j 4.73483e-05-0j 7.17584e-05-0j -0.000264782-0j 4.58448e-05-0j -8.45991e-05-0j 8.28595e-05-0j 5.673e-05-0j 2.92953e-05-0j 4.83347e-05-0j 5.34856e-05-0j 3.30925e-05-0j 5.12667e-05-0j 4.63199e-05-0j 2.99056e-05-0j 2.52133e-05-0j 6.6185e-05-0j 7.80161e-06-0j 2.54746e-05-0j 3.30925e-05-0j 2.72999e-05-0j 3.82119e-05-0j 3.34355e-05-0j 1.351e-05-0j 3.15232e-05-0j 1.51077e-05-0j 2.72999e-05-0j 1.00718e-05-0j 3.33094e-06-0j 7.47639e-06-0j 1.9504e-05-0j 9.75201e-06-0j 7.19566e-06-0j 6.23163e-06-0j 1.37394e-06-0j 2.37974e-06-0j 5.66723e-07-0j 7.72089e-08-0j 
-0.00469886-0j -0.00497928-0j -0.00371133-0j -0.00374979-0j 0.0157126-0j -0.00397726-0j -0.00232007-0j -0.00297569-0j -0.00287479-0j 0.0169716-0j -0.00212593-0j -0.00303768-0j -0.00324742-0j -0.00125298-0j -0.00224988-0j 0.0129623-0j 0.0130966-0j -0.00251544-0j -0.00232007-0j -0.0110021-0j -0.00254151-0j -0.00191396-0j 0.00793773-0j -0.000611519-0j 0.0143466-0j -0.00200924-0j -0.00103757-0j 0.00836884-0j -0.0124282-0j -0.00117205-0j -0.00181574-0j 0.00801998-0j -0.00105918-0j -0.0315657-0j 0.0114595-0j -0.000276313-0j -0.0318929-0j -0.00117205-0j 0.00472681-0j -0.00887915-0j -0.0011842-0j 0.00233916-0j -0.00732493-0j -0.000535079-0j 0.00472681-0j -0.00234035-0j -0.000117974-0j -0.000264795-0j 0.00337699-0j -0.000345392-0j 0.00124588-0j -0.000220709-0j 0.00023789-0j -8.42845e-05-0j -2.00719e-05-0j -2.73455e-06-0j 
0.00143873-0j 3.01753e-05-0j 0.00113636-0j -0.00110269-0j 0.000984116-0j 2.41029e-05-0j -0.00137856-0j 0.000911114-0j -0.00344463-0j 2.10387e-05-0j 0.000650931-0j -0.000893278-0j 1.96799e-05-0j -0.00112056-0j -0.00012035-0j 0.000811854-0j -0.000787797-0j -0.00301405-0j 1.406e-05-0j -0.00200937-0j 0.00292474-0j -0.00113726-0j 0.000497157-0j -0.000730425-0j -6.95981e-05-0j 1.21763e-05-0j -0.00124323-0j 0.00398066-0j 1.148e-05-0j -0.000696425-0j 0.00208953-0j 0.000502309-0j 0.00370692-0j 0.000273422-0j -0.000689322-0j 0.0016161-0j -0.00026532-0j 7.10286e-06-0j -0.000864712-0j 8.20168e-06-0j -0.000703642-0j 0.000146507-0j -0.0006634-0j -0.000639122-0j -0.000284331-0j -0.000426081-0j -0.000211727-0j 1.60471e-06-0j -0.00061778-0j -0.000205229-0j -0.000380895-0j -0.000263624-0j -0.000101938-0j -0.000151265-0j -4.80712e-05-0j -8.19051e-06-0j 
0.00712133-0j -0.00724759-0j 0.00562469-0j -0.00567853-0j 0.00487112-0j -0.0057891-0j 0.00310687-0j -0.0132057-0j 0.00435687-0j -0.00505314-0j 0.00322195-0j -0.00460013-0j 0.0138411-0j 0.0089023-0j -0.00327481-0j 0.00401847-0j -0.00405694-0j -0.0111632-0j -0.00337698-0j 0.00254151-0j 0.01127-0j 0.00256303-0j -0.0168724-0j 0.00965158-0j -0.00427158-0j 0.020052-0j 0.00157248-0j 0.00229245-0j 0.00807397-0j -0.0107614-0j -0.00274968-0j -0.00728046-0j 0.00752538-0j 0.00135337-0j 0.0103947-0j 0.00756362-0j -0.00136633-0j 0.00499552-0j -0.0201161-0j -0.0019699-0j -0.00464357-0j 0.000725172-0j 0.0014951-0j -0.0247293-0j -0.00146423-0j 0.00563009-0j -0.0144662-0j -0.000385423-0j 0.00490795-0j 0.000462524-0j 0.00697616-0j 0.00348344-0j 0.0028852-0j 0.0035295-0j 0.00159809-0j 0.000352782-0j 
-1.56354e-05-0j -1.65685e-05-0j -1.23494e-05-0j -1.24774e-05-0j -1.06949e-05-0j -1.32343e-05-0j -7.71998e-06-0j -9.90154e-06-0j 4.687e-05-0j -1.15518e-05-0j -7.074e-06-0j -1.01078e-05-0j 5.29453e-05-0j -4.16927e-06-0j -7.48642e-06-0j 4.32297e-05-0j 4.36777e-05-0j -8.37007e-06-0j 3.7826e-05-0j -5.58005e-06-0j -8.45681e-06-0j 3.12048e-05-0j -5.40286e-06-0j 9.9701e-06-0j -9.76509e-06-0j -6.6857e-06-0j -3.45248e-06-0j -5.6963e-06-0j -6.30334e-06-0j -3.89999e-06-0j -6.04184e-06-0j -5.45885e-06-0j -3.52441e-06-0j -2.97142e-06-0j -7.79998e-06-0j -9.19428e-07-0j -3.00221e-06-0j -3.89999e-06-0j -3.21733e-06-0j -4.50332e-06-0j -3.94041e-06-0j -1.59216e-06-0j -3.71505e-06-0j -1.78046e-06-0j -3.21733e-06-0j -1.18698e-06-0j -3.92556e-07-0j -8.81102e-07-0j -2.29857e-06-0j -1.14929e-06-0j -8.48017e-07-0j -7.34404e-07-0j -1.61921e-07-0j -2.80455e-07-0j -6.6789e-08-0j -9.09915e-09-0j 
7.13654e-07-0j 7.56243e-07-0j 5.6367e-07-0j 5.69511e-07-0j 4.88153e-07-0j 6.04058e-07-0j 3.52367e-07-0j 4.51942e-07-0j -2.13931e-06-0j 5.27265e-07-0j 3.22883e-07-0j 4.61357e-07-0j -2.41661e-06-0j 1.903e-07-0j 3.41707e-07-0j -1.97316e-06-0j -1.9936e-06-0j 3.8204e-07-0j -1.72651e-06-0j 2.54693e-07-0j 3.85999e-07-0j -1.4243e-06-0j 2.46606e-07-0j -4.55071e-07-0j 4.45713e-07-0j 3.05159e-07-0j 1.57583e-07-0j 2.59999e-07-0j 2.87707e-07-0j 1.78009e-07-0j 2.75771e-07-0j 2.49161e-07-0j 1.60866e-07-0j 1.35626e-07-0j 3.56019e-07-0j 4.1966e-08-0j 1.37032e-07-0j 1.78009e-07-0j 1.4685e-07-0j 2.05548e-07-0j 1.79854e-07-0j 7.2672e-08-0j 1.69568e-07-0j 8.12667e-08-0j 1.4685e-07-0j 5.41778e-08-0j 1.79176e-08-0j 4.02166e-08-0j 1.04915e-07-0j 5.24574e-08-0j 3.87065e-08-0j 3.35208e-08-0j 7.39065e-09-0j 1.2801e-08-0j 3.04849e-09-0j 4.01855e-09-0j 
0.00117471-0j 2.4638e-05-0j 0.000927833-0j -0.00090034-0j 0.000803527-0j 1.96799e-05-0j -0.00112559-0j 0.000743922-0j -0.00281253-0j 1.71781e-05-0j 0.000531483-0j -0.000729358-0j 1.60686e-05-0j -0.000914935-0j -9.82651e-05-0j 0.000662876-0j -0.000643234-0j -0.00246096-0j 1.148e-05-0j -0.00164064-0j 0.00238804-0j -0.000928567-0j 0.000405927-0j -0.000596389-0j -5.68266e-05-0j 9.94194e-06-0j -0.00101509-0j 0.00325019-0j 9.37335e-06-0j -0.000568629-0j 0.0017061-0j 0.000410134-0j 0.00302669-0j 0.000223248-0j -0.000562829-0j 0.00131954-0j -0.000216633-0j 5.79946e-06-0j -0.000706035-0j 6.69665e-06-0j -0.000574522-0j 0.000119622-0j -0.000541664-0j -0.000521841-0j -0.000232155-0j -0.000347894-0j -0.000172874-0j 1.31024e-06-0j -0.000504415-0j -0.000167569-0j -0.000310999-0j -0.000215248-0j -8.32317e-05-0j -0.000123507-0j -3.925e-05-0j -6.68752e-06-0j 
0.008223-0j 0.000172466-0j -0.00624574-0j -0.00630238-0j -0.0109362-0j -0.000132476-0j -0.00787915-0j 0.00520745-0j 0.00503088-0j -0.000233798-0j -0.0108758-0j 0.0049097-0j 0.00011248-0j -0.00640454-0j 7.79286e-05-0j 0.00867589-0j 0.00875456-0j -0.00423319-0j -0.000234915-0j -0.0143466-0j -0.00427158-0j 0.00625068-0j -0.00552477-0j -0.00417472-0j 0.000190056-0j -6.69245e-05-0j -0.00886978-0j 0.0113038-0j -0.000320761-0j -0.0039804-0j 0.00892119-0j 0.0163179-0j 0.00520631-0j 0.0117714-0j -0.00736645-0j -0.00236032-0j 0.0118782-0j -0.00019831-0j 0.0096093-0j 0.000669909-0j 0.0117565-0j 0.0111469-0j -0.0178251-0j 0.00351279-0j -0.0154349-0j 0.0119051-0j -0.00121012-0j -8.07862e-05-0j -0.020069-0j 0.00803092-0j -0.00407044-0j 0.00736033-0j 0.0011328-0j 0.00252734-0j 0.000264212-0j -4.68127e-05-0j 
0.00113741-0j 0.00120529-0j -0.000863916-0j 0.00090768-0j 0.000778012-0j -0.000925817-0j 0.000561599-0j -0.0021092-0j 0.000695875-0j 0.000840349-0j -0.00150435-0j -0.000707104-0j -0.0023018-0j 0.000303298-0j 0.000544608-0j -0.000617211-0j 0.000648478-0j 0.00171459-0j -0.00164172-0j 0.000405927-0j -0.00180145-0j -0.000445527-0j -0.00269484-0j 0.000148025-0j -0.000683128-0j 0.0032068-0j -0.00122688-0j 0.000414384-0j -0.00134272-0j -0.00194524-0j -0.00128485-0j 0.00339929-0j -0.000246554-0j -0.000207869-0j 0.00159781-0j 6.68848e-05-0j 0.000218399-0j 0.00405824-0j -0.000685346-0j -0.000957669-0j 0.00245374-0j -0.000792998-0j -0.000259891-0j 0.000364724-0j -0.00114331-0j 8.6348e-05-0j -8.36211e-05-0j -0.000564579-0j -0.00048881-0j -0.000572416-0j -5.9324e-05-0j -0.000260978-0j 1.17791e-05-0j -5.96412e-05-0j -4.6723e-06-0j 6.61928e-07-0j 
0.00290727-0j 0.00308077-0j -0.0112171-0j 0.00232007-0j 0.00198863-0j -0.0120209-0j 0.00143547-0j 0.00184111-0j 0.00177868-0j 0.00214796-0j 0.0162032-0j -0.00918109-0j 0.00200924-0j 0.000775241-0j 0.00139204-0j -0.00801392-0j 0.00165754-0j -0.00760267-0j 0.0176828-0j 0.00103757-0j 0.00157248-0j -0.00578475-0j 0.00100462-0j 0.000378358-0j -0.00886978-0j -0.00607272-0j 0.00469853-0j 0.00105918-0j 0.00117205-0j 0.000725172-0j 0.013839-0j 0.0125036-0j -0.00320127-0j -0.00269899-0j -0.00708484-0j 0.00017096-0j 0.000558237-0j 0.00530756-0j 0.000598236-0j 0.010315-0j 0.00902558-0j -0.0192949-0j -0.00337444-0j -0.00161722-0j 0.00437851-0j 0.000220709-0j 7.29925e-05-0j -0.0410327-0j 0.00526492-0j -0.0139278-0j -0.000770267-0j 0.000999462-0j 3.01079e-05-0j 0.000642389-0j -6.06655e-05-0j 1.69191e-06-0j 
