0.00496486-0.00347305j -0.00274713-0.00612142j 0.00251807-0.00434825j 0.00287558+0.00120672j -0.00082774-0.00981382j 0.00988558-0.00115224j 0.00503037-0.00536133j 0.00335095-0.000598283j -0.00229083-0.00979568j 0.00115126-0.00381973j 0.0100569+0.000858966j 0.000428312-0.0010774j 0.00149074+0.00348613j 0.00687071+0.00383512j -0.00531299+0.00625421j -0.000177936+0.00441334j 0.00762234-0.0017519j 0.000677429-0.00100245j 0.00418287+0.0070156j -0.00787976+0.00373529j 0.0027258+0.00670351j 0.0108203-0.0173564j 0.00694675+0.00503868j 0.00798609-0.000315061j 0.011903+0.00412702j 0.0107444+0.00734745j 0.00199887+0.0152973j -0.0120285+0.00334354j 0.000580308+0.00825311j 0.00249023-0.00154705j 0.00726346-0.0128327j -0.0158464+0.0050213j -0.000577127+0.00852424j 0.00136112+0.00339872j 0.00148697-0.00377538j -0.00200726-0.000926624j 0.00580199-0.000463215j -0.00496736-0.00067659j -0.00951307-0.00837059j -0.00628169-0.00639352j -0.000593857+0.00249169j -0.00185361+0.00113819j 0.00477734-0.00266819j 0.00683997+0.00467421j -0.000170879-0.00397242j -0.0062512-0.0033839j 0.00212303-0.00565548j 0.00247992+0.00104529j -0.00256547+0.00681149j 0.0029989+0.000244774j -0.00406392+0.00196198j -0.000668239+0.00186481j -0.00409231+0.00317176j 0.000776943+0.002795j 0.00360799+0.000797811j 0.0089219-0.00359382j 0.00747369+0.00418064j 0.00114286-0.00242205j 0.0012207+0.00343082j -0.00124119+0.00072925j 0.00523814-0.00141351j -0.00159833+8.04104e-05j 0.00201404+0.00459208j 0.002957-0.00306629j 0.00885517-0.00298732j -0.00562699-0.00291729j -0.00414777+0.0051478j 0.00650688+0.00267091j 0.00467204+0.00184044j -0.00756168-0.00461808j 0.00511491+0.00502005j 0.0140395-0.0073376j -0.00234441-0.016779j 0.000199555+0.00136247j -0.00698435-0.00465966j -4.98431e-05+0.00974511j -0.00108648-0.00400154j -0.00575443+0.00532741j -0.00309308+0.00384124j 0.00280143-0.00234693j 0.00084374+0.00250074j -0.000250123-0.00112834j -0.00617294+0.000702763j 0.00377474+0.00403932j 0.00302172+0.00260191j 0.00252041+0.00214366j -0.00216506-0.000406093j 0.00264562+0.00012851j -0.00104969-0.00096321j 0.000350304+0.00117181j 0.00457386-0.00258004j -0.00827764+0.000875372j -0.00058271+0.0084843j -0.0031378-0.00186033j -0.000543173+0.000538673j -0.0333176+0.00538969j -0.0079094-0.0319924j 
-0.00608236+0.000164305j -0.00248504-0.00122862j 0.00174545+0.00549474j 0.00427353+0.000971122j -0.00337525-0.00215669j -0.0053959-0.000898413j -0.00283069+0.000168449j 0.00396097+0.0027564j 0.00281439+0.000638429j 0.00392539+0.00826782j 0.0108917+0.00729112j 0.00153094+0.000466275j 0.0177105+0.00457598j -0.00251544+0.00110565j -0.0043262-0.00285234j -0.00908405-0.000895151j 0.000992125-0.00308352j 0.00131553-0.000648146j -0.00873595-0.00511838j 0.00742346-0.00116332j 0.00347237-0.00279389j -0.0021089+0.00329875j -0.00106769+0.00334948j -0.000327805-0.00365456j -0.00326268+0.00328741j -0.00944236+0.0047723j 0.00161011+0.00532301j -0.00245923+0.00109861j -0.0024919-0.00594577j 0.00154159+0.00269783j -0.00232622+0.00174397j -0.0100651+0.00333353j -0.00232482-0.00265849j 0.00126459+0.00154691j 0.00125297+0.00420745j 0.000134676+0.00211245j 0.00306266-0.00333132j 0.000555684+0.00492272j 0.00190905+0.00086209j 0.00432874+0.000422782j -0.000972532+0.00179019j 0.000443626-0.00194169j -0.00179324+0.0051581j 0.0015312+0.0026968j -0.00218993-0.00575549j 0.000580177+0.00624589j -0.00329101+0.00108679j -0.00335242-0.000102673j 0.000972908-0.00371284j -0.00337561-0.000545621j -0.00164228-0.002572j -0.00300303+0.00383768j -0.00541244+0.00397972j 0.00352819-0.000438445j 0.00325497-0.00912333j 0.00647048-3.91672e-06j -0.0018821+0.00242665j 0.000237427+0.000792394j 0.00134552-0.00247338j -0.00133727+0.000693788j 0.000138181+0.000719044j -0.000544353-0.00484623j -0.00012621+0.00373388j -0.00387219+0.00355663j -0.00643129-0.00191311j 0.00223714-0.00312357j 0.000401859+0.00181551j 0.00158367-0.00290304j -0.00239695-0.000850063j 0.000885372-0.0008017j 0.00322532+0.00153335j -0.0030371-0.00474412j 0.000947609+0.00336949j -0.00156125+0.00251738j -0.00436646-0.00628429j -0.00323182-0.00266634j 0.00190953-0.000535847j 0.00165379+0.0077072j 0.00179369+0.00329093j 0.00350206+0.000819265j -6.9462e-07+0.000536247j -0.00391176+0.00034486j -0.0036191-0.000828881j -0.000180013+0.00129122j 0.00175238+0.00142508j -0.000370999+0.00434878j -0.000729051-0.00142173j -0.00345969-0.00124551j -0.000926051+0.00109823j 0.00207028+0.000248014j 0.00237092-0.00371987j -0.00170497+0.00143209j -0.000548898+0.00107504j 0.00032731+0.00245076j -0.000869447+0.00179326j 0.000158207-0.00207242j -0.000114603+0.000335954j 
-0.00740776-0.000293174j 0.00226957-0.00067358j 0.000336603-0.000682755j 0.00448613-0.0018534j 0.000479771+0.00384558j 0.000799479+0.000745247j -0.000173006+0.0033784j -0.00250079-0.0020323j 0.00172314-0.00843013j 0.00265186+0.0090641j 0.000996631-0.000330664j 0.00839414+0.00375334j 0.00317912-0.0107028j -0.00249451-0.00333331j 0.00365977+0.00214572j -0.00460412+0.0128863j 0.00763804+0.00738181j 0.000897276+0.0043413j -0.00103938+0.014076j 0.000521084-0.00381964j 0.00416571-0.00215958j -0.000893468+0.00323545j -0.00682304-0.00889359j 0.00646032+0.00306242j -0.00915052-0.00298581j -0.00694586+6.28025e-05j 0.00236234-0.00137198j 0.00442479+0.00319594j 0.00135743-7.02916e-05j 0.000280826+0.00126132j -0.00150683+0.00522236j -0.00433014-0.00197364j -0.00160786+0.00473699j -0.0115727+0.00128279j -0.00192628-0.00125222j -0.00221364-0.00453295j 0.0018027-0.00151426j -0.00230502-0.00595004j 0.00235459-0.00206226j -0.00421973-0.00207152j 0.00573058+0.00399902j -0.00415757+0.0063654j 0.00524786-0.00171906j 0.00306738+0.00268349j -0.00410834+0.000818282j -0.00156387+0.00379698j -0.00516459-0.00156821j -0.00152558+0.000832069j -0.00179545+0.00190098j -0.00285563+0.00573025j -0.00330558+0.00378751j -0.00616478-0.00259684j -0.00998515+0.00151927j 0.000249972-0.00263567j -0.00215835+0.0045877j 0.00133097+0.00216163j 0.00209149+0.002971j 0.00306149-0.000101766j 0.000351608+0.00201688j -0.00667699+0.000233296j -0.00297839+0.00153488j 0.000854626+0.00315185j 0.00273508+0.00378047j -0.00185506-0.000588137j 0.00103171+0.00319975j 0.00057379+0.000326062j -0.00287049+0.00335728j -0.00139813+0.00160663j -0.00215309+0.00194185j -0.000166585-0.00243335j 0.00257866-0.00174921j 0.00139134-0.00150032j -0.0019072-0.00076479j -0.000203052-0.00592424j -0.00287557+0.00464007j -0.00335604+0.00118516j 0.00401173-0.00172748j -0.00372155+0.00185206j -0.0012068+0.00138958j -0.00293065-0.00488782j -0.00166401+0.00460969j -0.0016812+0.00268j -0.00101602+0.000757352j 0.00569903+0.00414052j -0.00127262-0.00111543j -0.00217738+0.00120032j -0.00118623-0.00295481j 0.00181371-0.000816101j -9.0754e-05-0.00048947j 0.00169303+0.000610575j 0.00062898+0.000833348j 0.00675213+0.00350739j 0.000495867+0.000125466j -0.000271572+0.00238889j 0.000965173-0.000250498j 0.00190529+0.000235245j -0.00370713+0.00167016j 
-0.0021454-0.00390526j -0.00519976+0.00282808j 0.00242798-0.000779306j 0.00232349-0.00245803j -0.00155888-0.000356905j -0.00415288-0.00324146j 0.00880762+0.00334572j 0.00190972+0.00031492j -0.00050009-0.000734378j 0.00364652+0.00325394j -0.00341837+0.000467301j -0.007225+0.0013471j -0.00138236-0.00449898j 0.00640039+0.00434153j -0.00793177+0.00386075j 0.00472578-0.00463506j -0.00430708-0.00121521j -0.00399781-0.00685366j 0.00156188-0.00254118j 0.00129346+0.00133983j -0.00197852+0.00701575j -0.00179214-0.0057177j 0.00790201+5.34678e-05j -0.00173179+0.00590997j 0.00777697-0.00050758j 0.00533204-0.00130259j -0.00536779+0.00608297j -0.005163+0.00176725j -0.00590556+0.00148478j 0.000676673+0.000465937j -0.000314699+0.00247551j 0.00154207-0.00378183j 0.000791108+0.00344301j 0.00687633-0.00359215j 0.00711661-0.00149467j -0.00663736-0.000955815j -0.00205099-0.000427447j -0.00549162-0.000840677j 0.00332588-4.53963e-05j 0.00350609+0.00291331j -0.000635881+0.00206861j 0.00201691-0.00230322j 0.00053461-0.00432384j 5.83675e-05+0.000465122j -5.5983e-05+0.00826758j 0.00464462-0.00486204j 0.00187149-0.00295055j -0.00336523+0.00311363j -0.00126259-0.000327267j 0.00288472+0.00359516j 0.00597319+0.000500053j -0.00150971-0.00435568j 0.000773977-0.00176161j 0.00463293-0.00445121j -0.00260556-0.00234723j 0.00230137+0.00412916j -0.00679766-0.00716239j -0.00147852+0.00449218j 0.00193248+0.000132171j 0.0050344-0.000213437j 0.00449379-0.00558234j 0.00182904+0.000433971j 0.00144685-0.000866443j -0.000920371+0.00100451j 0.00105878-0.00133804j -0.000193713+0.000328543j 0.00933159-0.00161719j -0.00188914+0.00415449j 0.00444893-0.00320079j -0.00193923-0.00505235j -0.00326879-0.00174045j 0.00131161+0.00250055j 0.00414978-0.00135441j 0.0024738-0.00516535j -0.00203519-0.00129779j 0.0031146-0.00171426j -0.000368077-0.000856281j -0.000496756-0.00181774j 0.00122956-0.000277214j 0.00151913-0.00242569j 0.00227615-0.00176316j 0.000368934+0.00138931j 9.00278e-05+0.00842914j 0.00148484-0.000191924j 0.000254768-0.000702954j 0.00301881+0.000353627j -0.000162859-0.000933382j 0.000180551+0.00331059j -0.00199771-0.0028917j 0.000638927+0.000114672j -0.00294398+7.48164e-05j -0.00376945-0.000890195j -0.000748541+0.00271377j 0.000740431-0.00370815j -0.00102099+0.003019j -0.00156801-0.00271011j 0.0023782-0.00305885j 
0.00103522+0.000867921j 0.00420904-4.90137e-05j 0.00517831+0.00127923j -0.00396934-0.00137849j -0.00219499-0.00148829j -0.001811+0.00100967j 0.000246391+0.000217141j 0.00137697+0.00085759j -8.57964e-06+0.00439048j 0.00290439+0.011728j -0.00712664-0.000186298j -0.00111047+0.0121625j -5.81154e-05+0.0036405j 0.00789668+8.50028e-05j -0.00225478+0.00779941j -0.00446775-0.00402931j 0.00371999+0.0139422j -0.00814757-0.00277321j -0.0100953+0.00667776j 0.00434222+0.0128974j 0.00437625+0.0157645j 0.00523236+0.00784569j -0.000267335-0.015324j 0.0039494+0.0129103j -0.00338511-0.00860291j -0.0023021-0.017299j -0.000836717-0.00338727j 0.00711942+0.00662354j 0.00979923+0.00812102j 0.00832032-0.00463518j 0.003883-0.0021397j 0.00344062-0.00162515j 0.00373415+0.00147294j -0.00674282-0.00402228j -0.00287565-0.00841737j -0.00144809-0.00156222j -0.00200406+0.00268501j -0.00703945+0.000950284j -0.0046981-0.00798083j -0.00135921-0.00512219j -0.00279181+0.00182362j -0.00171923-0.00312333j 0.00274619+0.00464043j -0.00395285+0.00302954j 0.00272315-0.00100302j -0.00476341-0.00737716j -0.00356163-0.00822441j 0.0012098+0.00202984j 0.00418432+0.0019134j -0.00257685-0.00589675j -0.00351876-0.00214744j 0.00874997-0.000761708j -0.0084918-0.00695952j -0.0041858-0.00342009j -0.00354744+0.00228801j -0.00132113-0.00111397j 0.000235371+0.00348949j -0.00305754+0.000189191j -0.00702466-0.00109197j -0.000740278-0.00268981j -0.00237493-0.00451566j -0.00195013+0.000742779j -0.00414633+0.000853675j 0.00270747-0.00369427j -0.000460414+0.00081415j -0.00673611+0.00395095j -0.00389988-0.00699263j 0.00518208+0.00417551j 3.50577e-05-0.00381463j 0.000512531+0.0035487j 0.00258816-0.00508874j 0.00153552-0.0029102j 0.000949211-0.00175854j 0.000593094-0.00224217j 0.00401032+0.00262152j 0.00375921-0.00443413j 0.00166164+0.00304866j -0.00279946-0.00232227j 0.00145128-0.00436613j 0.00101783-0.00342594j 0.00288022+0.00242177j -0.00160611-0.00245644j 0.00178515+0.00260384j -0.000285375+0.00396108j 0.000495453+0.00331029j 0.00230971-0.00366936j -0.00224229-0.000777608j -0.0017301+0.000601886j -0.0038584-0.00229425j 0.00147984+0.00432999j -0.00149722+0.00235734j 0.000540251+0.0026622j -0.000100786+0.000991516j -0.00269982-0.00236718j 0.00417138+0.0035676j -0.00247617+0.00179194j -0.00103244-0.00290701j 
0.000943952+0.00166968j -0.000497564+0.000120172j 0.00291328+0.00130099j 0.000561129+0.00294694j 0.000200045+0.000733211j 0.00583682-0.00332234j -0.00329243+0.00123701j -0.00659514-0.00176053j 0.00724237-0.00750074j -0.00298863-0.00379217j -0.00416533-0.000974839j 0.00100635-0.00223217j -0.00260546-0.00783277j 0.000640867-0.00251429j -0.00060902+0.00254664j 3.31517e-05+0.000344268j 0.000300532-0.00307684j 0.00523178+0.00690776j -0.00119661+0.00825988j -0.000823496-0.010613j -0.0010183-0.00557874j 4.5621e-05+0.003011j 0.00472279+0.00263805j 0.00195954-0.00260559j 0.00407818-4.38554e-05j 0.0038573+0.00124131j 0.00815849-0.000843961j 0.00184037-0.00550371j -0.001642-0.00267922j -0.00775608-0.00077398j -0.00120795-0.00034041j 0.00362412+0.00111127j 0.00225764+0.00333348j -0.00363617-0.00497514j 0.00613269-0.00224469j 0.00328468+0.00200577j 0.000853359+0.00484095j -0.000677823-0.00315837j -0.00127373-0.0018094j -0.00514855+0.00141724j 0.00199697+0.00736903j -0.00141977+0.00584651j 0.00603877-0.00479166j 0.000980666-0.00118096j -0.0076153+0.000113034j -0.000646748+0.00295382j 0.00544146+0.000782841j 0.00182746-0.0015953j -0.0030151+0.0047166j 0.00126289+0.00496749j 0.00105196+0.00207633j 0.00081476+0.00182922j -0.000614847+0.00258367j -0.00187282-0.00134018j -0.0020731+0.00153182j 0.0023956+0.00142428j 0.00357871-0.00291255j -0.000309553-0.000681143j 0.00192805-0.000684101j 0.00122632+0.0031627j 0.00206672-0.0044977j -0.000845856+0.00262834j 0.00400264+0.00255731j -0.0013213-0.000655637j 0.00104659-0.00135374j -0.00253698-0.0018489j -0.00257991+0.00155422j 0.000702452-0.00107692j 0.00128513+0.0037275j 0.00360704+0.000178324j 0.00228708-6.57034e-05j -0.00211366+0.0006836j 0.00115539+0.00203067j 0.000169147-0.00249008j -0.00333064+0.00483939j -0.00248595+0.000608444j 0.000101114-0.000907102j 0.00551719+0.00160111j -0.00383335+0.00121052j 0.00109837+0.00215997j 0.000951473+0.00227752j -0.00141894+0.00590838j -0.00143167+0.002526j 0.00153506-0.000825307j 0.00440869-0.00220993j 0.00678869-0.000889472j -0.00177854-0.000416549j -0.00103247-0.000685323j 0.0019843-0.00496631j -0.00102316-0.000860475j -0.00382168+0.00180397j 0.000595885-0.000689628j 0.00280988-0.00177097j 0.0029809+0.00257912j 0.0036294-0.00271975j -0.00466089+0.00261462j 0.00147759+0.000483677j 
0.00432423-0.00158674j 0.0025661-0.000269976j 0.000611008+0.00129866j 0.00208872-0.010257j 0.0046144-0.00093206j -0.00318067-0.00372836j 0.00051395-0.00258566j 0.00302663-0.00888607j 0.00910957+0.000627333j -0.0179385+0.00678783j 0.001174+0.00780321j -0.00709547+0.00732605j 0.0066192-0.00515437j 0.00472675-0.00161581j -0.00685891+0.0059261j -0.00955164+0.0159997j -0.0104702+0.00136693j -0.0144676+0.010238j -0.0152982+0.0153233j -0.010772-0.00637316j -0.00693643-0.00370184j -0.000786697-0.005467j 0.0103671-0.00537073j -0.0052477-0.0033924j -0.005857+0.00319331j -0.00478885+0.00778738j -0.00334361+0.0073077j -0.00347877-0.00497762j 0.00757124-0.000486794j -0.00149172-0.00177752j -0.0142037+0.00490476j 0.000211931-0.00223527j 0.00377375+0.00284711j 0.000866619+0.00570605j 0.00116744+0.00588173j 0.00059712+0.00155412j 0.00477994+0.00111665j 0.00295977+0.0025015j -0.00472224+0.00592275j -0.00423038+0.00337198j -0.00194211+0.00131056j -0.00876155-0.00366111j -0.000380472-0.00487133j -0.00380355+0.00265842j -0.0022401+0.00565939j -0.0035618+0.0034123j -0.000205597+0.00187584j -0.00382868+0.00452254j -0.000672021-0.00110028j -0.00515888+0.00198181j -0.00169035-0.0040551j 0.00418975-0.00392124j 0.00316027+0.00311384j -0.00217319+0.00219769j -0.00337984-0.000321538j -0.00493556+0.0020436j -0.00198162-0.00733942j -0.0026872+0.00341971j -0.000997162+0.00459024j -0.00199138+0.00241221j -0.0015259+0.00280134j -0.0029645-0.00299821j -0.00650275+0.00279278j -0.00282077-0.000169765j 0.00483314+0.00348188j -0.00238462+0.00458546j -1.30268e-05+0.00031815j 0.00331103-0.000876875j 0.000862369+0.00226101j 0.001276+0.000984618j -0.00128108-0.00301321j 0.00250009+0.00169571j -0.000401701-0.00773508j 0.00755666-0.000101445j -0.000587411-0.00253339j 0.000236905-0.00455788j 0.00162556-0.000116058j -0.00691722+0.00144805j -0.0012568-0.00345841j 0.00133411+0.000989208j -0.00271047-0.00323677j -0.00149956-0.000676164j 0.000343495+0.00694597j -0.00324715-0.00107749j -2.58221e-05+0.00136422j 0.00226144-0.00188594j 0.00250345+0.00380697j -0.000961925+0.00389979j 0.000171564-0.000893304j 0.00110442-0.00278047j 9.93592e-05+0.000579881j 0.00052603-0.00483742j -0.00213017-0.00250566j -0.00495722+0.000272648j 0.000741634+0.00170008j 0.00427122-0.000881244j -0.000269567-0.00187509j 
-0.00349475-0.00338008j 0.0033665+0.00310499j 4.09976e-06-0.00510201j -0.00715537-0.00034939j -0.00107923+0.00501275j 0.00689593-0.000646001j -0.00885309-0.00983379j 0.00923729+0.00104375j -0.00224765+0.00228382j 0.0060838-0.0169506j -0.0113512-0.00693277j 0.00915633+0.00753758j 0.004791+0.00703039j -0.00758295-0.0119369j -0.00523435-0.00833557j -0.00936629-0.0185289j 0.00676684+0.00311339j -0.00522038-0.00551183j -0.00687842-0.00509185j 0.00961277-0.00518329j 0.00857133+0.00153552j 0.00234874+0.000827865j -0.00238031+0.00887285j -0.00847515+0.0019017j 0.00561723+0.00436304j 0.00394919+0.00196826j 0.00623479+0.00766854j 0.00871582-0.000893147j 0.0167966+0.0148402j -0.00508799+0.00137818j 0.00739434-0.00403976j -0.00170215-0.00404141j -0.00337075-0.000190708j -0.00820745-0.00507195j 0.0037092+0.0072792j 0.00473837+0.00102079j -0.000953687-0.000332506j -0.00541388-0.00601275j 0.0013062+0.00362023j -0.00188546+0.00495568j 0.00450321+0.00239138j -0.000873301-0.00479887j -0.000760473-0.00298294j 0.00177831-0.00193571j 0.00265145+0.00157698j 0.00193217-0.00632155j -0.00751029+0.00676356j -0.00302062+0.00265343j -0.00714587-0.00593217j -0.000119415+0.00424634j 0.00708728-0.000626394j -0.000505892-0.00847409j -0.000651034+0.00489389j -0.00465175+0.000295891j -0.000970745-9.65428e-05j -0.00164601+0.00236401j 0.00153173-0.00518185j 0.0055723+0.00359677j 0.000917314+0.00268901j -0.00532799+0.00204231j -0.00474427+0.00141189j 0.000673384+0.00608675j -0.00463386+0.0010633j 0.00607447-0.00171212j 0.00429576+0.00265615j 0.00322149+0.0033986j 0.00184545+0.00204331j -0.00207437+0.00423265j -0.0020553-0.00119134j -0.000899428-0.00323212j -0.00456414-0.00075351j 0.0034553+0.00212821j 0.00157037+0.00139402j 0.000564776-0.000963139j -0.000840268+0.00168453j 0.00151902-0.00286571j -0.00030738-0.000858038j -0.00720012+0.00169995j 0.00120261-0.00326736j 0.00279471-0.00409275j -0.000496107-0.0018756j 0.00078209+0.00124831j 0.00283293+0.00183296j -0.000733855-0.000676889j 0.00309324-0.000759622j -0.00186394+0.00195943j -0.00206546+0.000813701j -0.00160494+0.0018778j -0.00550118+0.00189133j 0.00708188+0.000743655j -0.00030066+0.000316103j 0.00244222+0.000129135j 5.54968e-05+3.9691e-05j -0.00138656-0.00517498j 0.000455992+0.00398132j 0.000842005-0.00181296j -0.00224883+0.00162219j 
0.00369767+0.00355504j 0.000103221-4.91022e-05j 0.00149119-0.00309518j -0.0037534-0.0101517j -0.00590412-0.00107498j 0.00145851-0.000923231j 0.00567328-0.0030074j -0.00274471+0.00510216j -0.00233008-0.00258826j -0.00201132+0.0207428j 0.00114497-0.0036057j 0.00819281+0.00283447j 0.00156166+0.00465971j -0.00428368+0.00585154j 0.00799184-0.00548909j -0.000827308+0.00163901j 0.00336994+0.00569936j 0.0116404+0.00305659j 0.0102597-0.00526106j -0.000787412+0.0182856j -0.00178652+0.013695j 0.00743335-0.00365031j -0.00361387-0.00386159j -0.00355581+0.00671143j 0.00258557+0.00577213j 0.000601863-0.00340635j -0.0101512+0.00180294j -0.00452163+0.00180744j 0.000991463-0.00272693j -0.00353498-0.000612745j -0.0058166+0.014394j 0.00737543-0.00275457j 0.000598902-0.0140942j 0.00408565-0.00116179j -0.0109715+0.00210715j 0.000345121+0.000595375j 0.00308135-0.005436j 0.00293617-0.000143206j 0.000470772-0.00206065j 0.00547679+0.00357315j 0.00196189+0.00244215j 0.00337156+0.0105233j -0.0025387-0.00150362j 0.00311255+0.00283708j 1.00099e-05+0.0062556j 0.00459531-0.00479529j -0.00823481-0.00180849j 0.000869213+0.00028141j -0.000359413-0.00248263j 0.00265862+0.000622869j -0.000671868+0.00207268j 0.00187652+0.00147777j -0.00172085+0.000585406j -0.00662198-0.000334744j -0.00388086+0.00527777j -0.00395028-0.00114346j 0.00369214+0.00407576j -0.0014566+0.00492456j -0.00401416+0.00534445j 0.000945426-0.00186631j -0.00605152-0.0036699j -0.000699538+0.00445991j 0.00573928-0.0027236j 0.00284068+0.00338935j 0.000439983+0.00249982j -0.00443994+0.0007822j -0.00263373+0.00163378j 0.00177461-0.0030334j 0.00430693-0.000106965j -0.00126574+0.00151226j 0.00163975-0.00516455j -0.00226602-0.000236221j -0.00756508+0.00274971j -0.00516589-0.000594622j -0.000125937+0.00561382j -0.00412706+0.00550714j -0.000732896-0.00408192j 0.00444956-0.00136008j 0.00243053-0.00147904j 3.95424e-05-4.77574e-05j -0.000641149+0.00357857j 0.00413472-0.000849185j 0.00367799-0.000510505j -0.001198+4.18996e-05j -0.00157795-0.000620993j 0.00104268-0.00152051j -0.00221962-0.00231776j 0.000480794+0.00096525j -0.00367216+0.00164428j 0.00116033-0.000536116j -0.000759318+0.00082818j -0.00106687+0.000845349j 0.000773093+0.00062713j 0.000825941-0.000845584j 0.0016024-0.00303279j -2.64635e-05-0.00379351j 0.00225895+0.00313717j 
0.00159201-0.00225256j -0.000808394-0.00240268j -0.0040973-2.82088e-05j 0.00122795+0.00111603j 0.00536584+0.00405089j 0.00179032-0.000281639j 0.00301662+1.55383e-05j 0.00498304+0.00813726j -0.000423699+0.000701825j 0.0147084-0.00412481j 0.000865382+0.00649625j 0.00343895-0.0105584j 0.00639297+0.0137384j -0.000882539-0.00212437j 0.0022589-0.00483659j -0.00393609-0.0188641j 0.00287581-0.00957747j 0.00620894-0.0133419j -0.0027356-0.0234659j 0.013674+0.0111149j 0.00757687+0.00295374j 0.00423033-0.00174232j -0.00356171+0.00768768j -0.000470393-0.00363527j -0.00147277+4.65794e-05j -0.00856352-0.00311664j -0.00346266-0.00113586j -0.000338549+0.00472284j -0.00948047+0.00635593j -0.00111039-0.00283736j 0.00213931-0.00302345j -0.00819881-0.0120606j -0.00874938-0.00160677j -0.00744954+0.00298706j -0.000707199+0.00389416j -0.000340729+0.000235693j 0.00188896+0.0022159j -0.00243099-0.00702629j -0.00648076+0.00021774j 0.00218429-0.00180154j 0.00284469-0.000238121j 0.00816919-0.00101374j 0.00390168-0.0038783j -0.000252574-0.00306542j -0.00135431+0.00232549j -0.00481821-0.00145203j -0.00375696-0.00245009j -0.001477-0.00605271j -0.00536687-0.000657612j -0.000821129-0.000774849j 0.00446072+0.0047697j 0.00120867+0.000980287j -0.00209609+0.000894218j 0.000379557-0.00140838j 0.00619187+0.00146071j -0.00192563-0.000254219j 0.00666718-0.00108604j 0.000540611-0.000631856j 0.00179385+0.00261136j -0.00655351-0.00130554j -0.00806848+0.000376169j 0.00291743+0.00261818j 0.0011607-0.00626025j 0.00426833+0.00297705j 0.0018428-0.000750323j 0.000259438-0.00153869j -0.000232721+0.00793752j -0.00223714+0.0017387j -0.00149515-0.00369803j 0.00439139-0.00282154j -3.79593e-05-0.00180919j -0.00418656+0.00125485j 0.00066213+0.00628658j 0.00105775+0.000686041j 0.00647575+0.00205909j 0.00442938+0.0050413j -0.00122039-0.0011337j -0.00332802-0.00337338j 0.00181293+0.000324894j 0.000518863-0.00128081j 0.00458726+0.000639778j -0.00248064-0.000924656j -0.00311103+0.00127341j 0.000231666-0.00092615j -0.00337718-0.000380099j 0.000840899+0.000230571j -0.00388283+0.000497257j -0.00115302-0.000861687j -0.00219813-0.00096598j -0.000152475+0.00637846j 0.00103991-0.00164846j 0.00543383+0.000613409j 0.00365949-0.00175155j 0.00134944+0.00120183j -0.00220815-0.000374655j -0.00185319+0.00367836j 0.00109522-0.00574863j 
0.00290905+0.0025143j -0.00296741-0.00036238j 0.00489145+0.00311774j 0.00133147-0.00185578j -0.000800041+0.00655488j 0.00299556+0.00290975j 0.000988931-0.0036688j -0.00104294-0.00506096j 0.00517712+0.00160769j 0.00259795+0.0108739j -0.00115329+0.000457j 0.00343975-0.00103817j -0.0031164-0.00744215j 0.00652217+0.000384827j -0.000986148+0.00790274j 0.017264+0.00936589j 0.000430105-0.00728872j 0.00292553+0.00462429j 0.00984455-0.00343168j -0.0104654+0.00431841j -0.0067033-4.0401e-05j -0.00374822-0.00530098j -0.00270574-0.00639256j -0.00991531-0.00240073j -0.00300151-0.0075247j 0.00695267-0.00225692j 0.00695256+0.0019832j 0.00117259+0.00969916j 0.00558631+0.00135848j 0.00734772-0.000545119j 0.00847076+0.00648905j 0.00945689+0.00119047j -0.00152542+0.00652267j 0.00228596+0.00413169j -6.36308e-05+0.00134627j -0.00113598-0.00438069j 0.000102603-0.0021622j 0.00562097-0.00727042j 0.00355041+0.00180572j -0.00648818+0.00314509j -0.00527816+0.00239581j -0.00649137-0.000300193j 0.00554329+0.00683279j -0.00260716+0.00579961j -0.00146361-0.00529327j 0.00669185-0.000132422j 0.00470497+0.000356713j 0.00242922-0.000248518j -0.00102111-0.00763835j -0.0048287+0.00159177j -0.00718239+0.00710034j -0.00093363-0.00275571j 0.00231022+0.00313349j 0.00118731-0.000268778j -0.000845935+0.000344224j -0.00427575-0.000892493j 0.00374129+0.00579331j -0.00234621+0.00422426j -0.00112404+0.000270575j -0.000251909-0.00493177j 0.00190305-0.00142534j -0.00722295+0.000560732j -0.000586595+0.00436823j 0.000697425-0.00019802j 0.00050285+0.00657226j 0.0012665+0.00154571j -0.00194391+0.00351469j -0.00434852-0.00477539j -0.000314942-0.00142648j -0.000276609+0.0020406j -0.00349845-0.00257834j -0.00272308+0.00103711j -0.000531289+0.00310939j 0.00539702-0.000327908j -0.00541841-0.00358006j -0.00125785-0.000420865j 0.00463308+0.000113775j 0.00550187-0.00161353j -0.000332786+0.00373491j -0.00228105+0.000580798j -0.00204871-0.000387469j 4.1162e-05-0.00418151j -0.00271846-0.00346151j 0.00190641+0.00200458j 0.00122516-0.000350793j -0.00371613+0.00325636j 0.00139856-0.000573284j 0.00198033+0.00366753j 0.00273282+0.0018534j -0.00460474+0.0013139j -0.00354982+0.00120882j 0.000285036+0.00160918j -0.00312971+0.00595698j 0.00508522-0.0030068j -0.00108118-0.00145462j -0.000927736+0.00432892j -0.00218631-0.00078923j 
