0.00850616+0.0086448j -0.00416311-0.0348367j 0.0152924-0.0242335j -0.0189474+0.0297743j -0.0585301-0.00899125j -0.0256505-0.051767j 0.0213407-0.0118687j -0.051722-0.00563801j -0.010162+0.0242839j 0.0082176+0.0208734j -0.01233-0.0236244j -0.018743-0.0461608j -0.0126528-0.0328828j 0.0359503-0.00167122j -0.0618854-0.0157897j -0.0585658-0.000234305j 0.0153982+0.0466432j 0.0762567+0.0136383j -0.00721229+0.0022103j -0.0528089-0.04944j 0.0237332-0.00791154j 0.0338143+0.0425242j 0.0447561+0.0464518j -0.0480535+0.0041064j 0.00845984+0.00587862j -0.0266227-0.0177276j -0.0187666-0.0364554j 0.0388061+0.0115292j -0.00364068+0.0426907j 0.0592024-0.0051919j 0.0651711-0.054453j -0.0150604+0.0495879j -0.0240357-0.000217564j -0.024291+0.0512384j -0.0561768+0.0399076j 0.0225285-0.0741511j -0.0353254-0.0279486j -0.00140216+0.0295776j -0.0334867+0.0216902j 0.0556147-0.0435388j 0.0271216-0.0125778j -0.000173264+0.0171429j 0.0561294-0.0653779j 0.0149182+0.0100631j 0.0258629-0.0591701j -0.0591279-0.0395237j -0.00748646-0.0643167j 0.0134721+0.0500671j 0.0199001-0.0500192j -0.050135-0.0122733j -0.0351454+0.032969j 0.00920038+0.0518937j 0.0736283+0.0492448j -0.0855259+0.0380786j 0.0200935-0.0367985j 0.0129414-0.0199885j 0.019544-0.0548261j 0.0517613+0.00667453j 0.0266785+0.0253097j 0.00989115-0.0109244j 0.00985952+0.134592j 0.00755039+0.0350776j -0.0273844-0.0488204j -0.000681465+0.00586055j 0.00804295+0.00241887j -0.00386392-0.0306249j 0.00434863+0.0110739j 0.0262621-0.0624329j -0.0419867+0.0100636j 0.00665474+0.0139505j 
0.000852663+0.0019313j 0.0010536-0.00294251j 0.00355058-0.00756229j -0.00055466+0.00370994j 0.0055958-0.00265665j 0.00135589+0.0015361j 0.0137598-0.002934j -0.000883655+0.00286564j -0.00277298-0.00238925j 0.00468365+0.00828927j -0.00335807+0.00543964j 0.00201334-0.00233596j 0.00362606+0.00283869j 0.0025812-0.00493334j 0.00352625+0.00295543j -0.00805119-0.00617761j -0.00195301-0.00178565j 0.000675081-0.00085685j 0.00556514-0.00243971j 0.00175441+0.00495695j -0.000880566-0.00647678j -0.000248167-0.00340085j 6.14631e-06-0.00892521j -0.00877566+0.00888717j -0.00200614-0.000992949j 0.00289883-0.00570981j 0.0011211+0.00712504j -0.000102336-0.00416925j 0.00158622-0.00612726j -0.00489311-0.00135995j 0.00101862-0.00539908j 0.00512919-0.00799133j -0.00801901+0.0117078j -0.0069377-0.00730354j -0.00747518+0.00949412j -0.00621755+0.00399571j -0.00100497-0.00874898j -0.00116234+0.00301064j 0.00491122-0.00312464j 0.00126868+0.00388901j 0.00706334+0.0240444j 0.000488603+0.00118162j -0.000382996-0.00723644j 0.00279392+0.00394915j 0.00452109-0.00656548j -0.00283838+0.00571979j 0.00667756+0.00136404j -0.0015416-4.0393e-05j -0.00129294-0.00887598j -0.00284495+0.000535491j -0.0065921-0.006601j -0.0129923-5.59284e-05j -0.00079776+0.00109432j 0.00202755+0.00416958j -0.00505645+0.00164783j -0.00137487+0.0137235j 0.00258547-0.0114551j -0.000431427+0.00343839j -0.0058204-0.00413213j 0.00699399+0.00380065j 0.00609334+0.00268998j -0.000484872+0.00328739j 0.00167292+0.000823862j -0.00268754-4.76416e-05j 0.000438539-0.00489298j -0.00170164+0.00180964j 0.00787735-0.0129678j 0.00341748+0.0027561j -0.00181704+0.00107332j 0.00306075-0.000526486j 
-0.000556278-0.000661793j 0.00076935-0.00452572j 0.00525314-0.00653757j -0.00409499+0.000469893j 0.00229498-0.00808545j 0.00439044-0.00859516j 0.000938973+0.00465301j -0.00141356+0.00812706j -0.00214086+0.000775597j 0.00367523-0.00654099j -0.000923046+0.00105916j -0.0021725+0.000187851j 0.00130722+0.00227186j 0.000766497-0.00644111j 0.00407169+0.00246067j 0.00479595-0.00455391j 0.00872175-0.00312173j -0.0024232+0.00452243j 0.0111751+0.0112901j 0.00272494+0.005219j -0.00136591-0.00145497j -0.00367858+0.000873193j 0.00277778-0.00424022j -0.000999861+0.00456333j 0.00383369+0.00318338j -0.00167557-0.00591322j -0.00664641+0.00668889j 0.00326559+0.0051191j 0.00245895+0.00429485j -0.00797716+0.00430879j 0.00102731-0.00513892j 0.00289144-0.000177357j 0.0040066-0.0037062j -0.00704554+0.00502137j -0.00371014-0.0114248j -0.0115486-0.00793254j 0.00264655-0.00135313j 0.00161337-0.00664853j -0.000988336-0.00603824j -0.00416334-0.00801547j 0.00675276+0.0141664j -0.00269546+0.00524604j 0.00528038+0.00125269j -0.000310991+0.00497776j -0.00807283+0.00413896j -0.00598511-0.00537727j -0.00321723-0.00017815j 0.00699085-0.00530947j 0.00633988-0.00128576j 0.00629226-0.00608659j -0.00617349-0.000741986j -0.00173863+0.00188623j -0.000490691-0.00520313j 0.000557373-0.000918385j -0.00731023+7.95324e-05j 0.0028364-0.00297714j -0.00272947-0.0134299j -0.00310397+0.00371762j -0.0132623-0.0035076j -0.00301684-0.00202288j -0.00252769+0.0101234j 0.0150917-0.00503015j 0.00963188-0.0145757j -0.00393189-0.00101558j 0.00108486-0.0135602j -0.005264+0.000164077j 0.000511608-0.00103105j -0.0059575+0.00676903j -0.00272742+0.000795995j -0.00436721+0.00587944j 
0.00113479-0.000960376j 0.00341457-0.000260303j 0.00386753-0.0037906j 0.00284899-0.004239j 0.00365471-0.000969043j -0.00131626-0.000624481j -0.00610264+0.00779178j -4.42804e-06+0.0083285j 0.00241643-0.00305844j -0.00482968+0.00338547j -0.00217217+0.00245967j 0.000776983-0.00700241j -0.00879732-0.00265642j 0.00584341+0.00739438j -0.00050114+0.0103022j 0.00388291-0.000602407j -0.00195597-0.00118604j 0.00516101+0.000578469j 0.00408678+0.00743628j 0.00111076-0.00343526j -0.00368859-0.00415539j -0.00137852-0.00693028j -0.00301441-0.00472444j 0.00956035+0.0161176j -0.00276202-0.0133713j 0.00286603+0.00194044j -0.00412108-0.00896418j 0.000554988+0.000956801j -0.000145881+0.00110899j -0.00823243+0.00629103j -0.00394981+0.00763948j 0.00654733+0.0106498j -0.00843452+0.00903265j -0.00501416+0.0124985j -0.0112655+0.000361678j 2.1529e-05-0.0121337j 0.00253406+0.00233496j -0.00864738+0.00216507j -0.00497506+0.0015422j 0.0065473-0.00422393j -0.00228396+0.00819359j -0.00320959-0.00305322j -0.00598504-0.00252409j 0.00178998+0.00436669j 0.00732146-0.0100972j 0.000556223+0.00372774j -0.00110292-0.010884j -0.00337294-0.00593503j 0.00276791+0.00858099j 0.000555862+0.00441498j -0.00434207+0.00402755j 0.00781335+0.003932j -0.00625736-0.0010568j 0.00281989-0.00327258j -0.00469703-0.00121715j 0.00212977+0.00147293j 0.00620497+0.000678237j 0.00940051+0.00517406j 0.00108826+0.00181117j -0.00801281-0.00663324j -0.0141686-0.011625j 0.00555376+0.00507685j -0.00781293-0.00458325j -0.00377508-0.00541047j -0.000691277-0.00715792j -0.00185524-9.46842e-05j 0.0317513+0.0155161j 0.00043168+0.00388994j -0.00131081+0.00101989j 0.000999317-0.00120437j 
0.00200504+0.00236596j 0.000891407+0.000284134j -0.00220178+0.00209031j -0.001119-0.00469075j -0.00356891+0.00150783j -0.00498021+0.00154944j 0.000498127-0.000376581j -0.00257951+0.00144266j 0.00567569+0.00375689j 0.00542993-0.000205229j 0.00265373-0.000305344j 0.00356901-0.00109388j -0.00178128-0.00179059j -0.00755708-0.000772308j 0.00160932-0.00132695j 0.00170014+0.00568777j 0.00192038-0.000852764j -0.000750818+0.00224844j 0.00382547+0.000411064j 0.000401262-0.000731858j 0.00372394+0.00665945j -0.00238913+0.00417643j 0.00303536+0.0020738j 0.00193751-0.00447596j 0.00431681-0.00269041j -0.00138736-0.00167879j -0.000252951-0.00302344j 0.00192775+0.000675057j -0.000548461+0.00394644j -0.000427591+0.00134765j 0.000710108-0.00169337j -0.00254576+0.000174341j 0.000644443+0.00032169j -1.62595e-05-0.000970594j 0.00153392-0.00282658j 0.000410875+0.00354519j -0.00113968+0.000791857j 0.00193749-0.00146129j -0.00127545+0.000553444j -0.00154382+0.00317553j -0.000796049-0.0076997j -0.00104771-0.002235j -0.00231237+0.000652711j 0.00175482+0.00175523j 0.00210948-0.00185514j 0.000480761-0.00386394j -0.00103014-0.00065331j 0.00618666-2.09219e-05j -0.0016696-0.00116722j -0.000398698-0.00343896j 0.00287749-0.00208785j 0.00753673-0.00188195j -0.00111347-0.00114572j -0.00155154+0.000131227j 0.00170639-0.000461465j 0.00107227-0.0047476j 0.000270066-0.000274243j -0.00716472-0.00171331j -0.00341994+0.000248741j 0.000944318+0.00160187j 0.0053337+0.00215032j 0.000994144-0.00192495j -0.00356907-0.000748668j -0.000333839+0.00251714j 0.00119437-0.00252173j 0.000900987+0.00114967j -0.00820748-0.00191427j 0.00259355-0.000804628j -0.00226088-0.00266931j -0.00150895-3.4457e-06j 
0.00048828-0.000608896j 0.000729046-0.000361851j -0.000571879-0.00150147j 0.00293667+0.00276996j 0.00290574-0.00331957j 0.00127841+0.00123567j 0.00149643-0.00565695j -0.000798076-0.00253852j 0.00252233-0.000499718j -0.00352184+0.00279995j -0.00130995-0.00191389j -0.00425288-0.00300744j -0.00355174+0.00203442j 0.002362+0.00431606j -0.00040393-0.00443608j -0.00110872-0.00381997j -3.2844e-05+0.000209233j -0.000584732-0.000689362j -3.35193e-05-0.00221382j 0.0010131-0.000290631j -0.00221349-0.00155173j 6.30609e-05+0.00121121j 0.00172815-0.00159795j 0.00131961+0.00262682j -0.00313581-0.00278445j 0.00326986+0.00578838j 0.00259999-0.00188802j -0.00695251-0.0011294j -0.00151862-0.00171059j -0.00280263-0.00165937j -0.00343665+0.00211128j 0.00483672-0.00215455j -0.00380012-0.000525141j -0.00193799-0.00113359j -0.000457712-0.000805757j -0.0019725-0.00266253j -0.000252089+0.00262494j -0.00144393-4.6072e-05j -0.0014726-0.00365669j 0.00328914+0.00246386j 0.000267559+0.00101787j 0.00137919-0.000685818j -0.00333462-0.00112578j -0.00250911+0.00204256j -0.00350328+0.00202413j 0.000961026+0.0021374j -0.000832717+0.000101669j -0.00833768+0.00215261j 0.00438204+0.00431517j -0.00679677+0.00306562j -0.00167056+0.00217611j 0.000461378+0.00421836j 0.00757048+0.00365377j 0.00381851+0.00405875j -0.00052814+0.00299925j -0.00497427+0.00269557j -0.00263664+0.00138031j 0.00362278+0.0013621j -0.00105443+8.5094e-05j 0.00160657-0.00214492j -0.00403789+0.000133336j -0.000615196+0.00376963j -0.00314777+0.000393186j 0.00162453-0.00138821j 0.000957067-0.00417128j 0.00335864+0.000334239j 0.00406275+0.00274226j 0.00219589-0.00235641j -9.36415e-05+0.00194641j 0.000560039-0.000464363j 
0.00309852+0.00283435j 0.00236423-0.00153304j -0.00144216-0.002244j 0.0038358-0.000683359j -0.00175656-0.0153669j -0.00411188+0.00332246j 0.0035646-0.0193973j -0.00313188-0.00154626j 0.00861993+0.00379755j -0.00215854-0.00363708j -0.00256532-0.000170964j -0.000570636+0.000676281j -0.00597963+0.00477922j -0.00452094+0.0028195j -0.000254222-0.00811716j 0.00170722+0.0043272j -0.000348299+0.00221007j -0.0045471+0.000844756j 0.00335408-0.00088445j -0.00251727-0.000716001j 0.00915458+0.0164731j -0.00569401+0.00357555j 0.0045683+0.000561934j 0.000153311+0.00802484j -0.00181107-0.00695413j -0.00414468-0.00160204j 0.00373155+0.00507425j -0.0224059+0.00265249j -0.00301103+0.0029269j -0.006431-0.00178997j -0.0088438-0.000596716j 0.0145655-0.0012739j -0.00376858-0.00338841j -0.00118749-0.00387753j -0.00445745-0.00169453j -0.000251284+0.000398678j -0.00296391+0.00247408j 8.18736e-05-0.00571012j -0.000884695-0.00658013j 0.00881245+0.00474565j 0.000456985-0.00425982j 0.00265326-0.00456277j -0.00323081+0.00150905j 0.000231846-0.00195777j -0.00412761-0.00443068j -0.0043612+0.000368791j -0.00209049-0.000447043j -0.00703919+0.00380511j 0.0103769+0.00359155j -0.00784612+0.00190398j -0.00319973-0.00529232j 0.01074+0.00584548j 0.00465585+0.00207029j 0.00435954+0.00852314j 0.00218119+0.0109484j -0.00922862+0.00101328j -0.0001973+0.001809j -0.00248399+0.0055104j -0.00951723+0.00260493j 0.00400655-0.00214301j -0.00408049+0.00125379j -0.00146803-0.00058997j -0.00138979+0.00259634j 0.00108311+0.00189053j 0.00817722-0.0249502j 0.00242538+0.00259655j -0.00436937+0.00021391j 0.00163573-0.00259047j 0.000180318-0.00114858j -0.00109503-0.000971056j 
0.00112601-0.00152133j -0.000307855+0.00269047j -0.00218597+0.00789794j 0.00106479+0.00547557j 0.00320767+0.00124177j 0.00345328+0.00467346j 0.00112641-0.00275124j 0.00108693-0.00649056j -0.00149741-0.00731092j -0.00235199+0.00915013j 0.00362484-0.00882107j 0.000954206-0.00882647j -0.00340953-0.00404221j -0.00646353+0.00578681j 0.00238433+0.00234039j 0.00135693-0.00596969j 0.00668095+0.00460631j 0.0047052+0.000889498j 0.0097369+0.00318807j 0.00172155-0.00729769j -0.00632157-0.00614614j -0.000106333+0.00542935j 0.00552023-0.0044508j 0.00617943+0.0013305j 0.00195358+0.00034086j 0.0126214+0.0077025j -0.00181648-0.00891303j 0.00228581-0.00507721j -0.0018031+0.00323589j -0.00342099+0.00136941j -0.00738918+0.00254336j -0.0115853-0.000845684j -0.0117173-0.00172792j -0.00360005+0.00359236j 0.00165672-0.00410947j -0.0092903-0.00393252j 0.0091653+0.00658095j 0.00412221+0.00498386j -0.0029762-7.53231e-05j -0.00155209+0.00105515j 0.00442498-0.00057632j -0.00248042+0.00319515j -0.00314409-0.00915897j -0.00237054+0.0038397j -0.000157221+0.00716361j 0.0050865-0.00460176j -0.00612109+0.00171832j 0.00262151+0.00258876j 0.00571541+0.00556196j -0.0266222+0.00330243j 0.00793801+0.00249747j 0.00791836+0.00366822j 0.0211417+0.0132896j 0.000403268+0.00654885j 0.00106121+0.00263504j 0.00207361+0.000952531j 0.00254166-0.00102812j -0.00173725-0.00333626j -0.00166646-0.00239495j -0.00667539-0.000664089j -0.00270396+0.00569342j -0.000905591+0.00369266j -0.000216332-0.00708289j 0.00197867+6.86141e-05j -0.000753813+0.00890643j 0.00241677+0.00232j -0.00392145+0.00633724j -0.0008329-0.00160213j -0.00215769+0.00196667j -0.00427946+0.0036889j 
0.00233031-0.00142899j -0.00348516+0.000496432j 0.00119247-0.00362657j 0.00620817-0.00441571j 0.00266314-0.00356972j -0.00294106-0.00664296j -0.00491748+0.00258951j -0.00400228+0.00102369j 0.00556956+0.00862212j -0.0107312-0.00588951j -0.00140673-0.000860726j 0.00807319-0.006401j 0.000435738+0.00239616j -0.00510157+0.00325201j -0.00931986-0.00175603j -0.00477277+0.00034284j -0.0055273-0.00314695j 0.00341106-0.00182238j -0.00259411-0.000967559j 0.000383221-0.0113983j 0.00205231+0.00555035j 0.00331557+0.00438391j -0.00547248+0.00531943j -0.010679+0.00733864j -0.00155365+0.00553761j 0.000877519+0.0031848j -0.00323306+0.00606874j -0.00744462-0.00226051j 0.000115088-0.00209269j -0.00238465+0.00938094j -0.0015108+0.00740445j 0.00753185+0.0067559j 0.00628735+0.000924524j 0.00600497+0.0133117j -0.00635486-0.00267047j 0.00106725-0.00193829j 0.00301889-0.000862363j -0.0112917+0.00575189j 0.00121389-0.0104135j 0.00662481-0.00327421j 0.00784868+0.0113062j 0.00296275+0.0031625j 0.00207878-0.00319657j -0.00277537-0.00553689j -0.010867+0.00493228j 0.00669608+0.000218628j -0.0109299+0.00137736j -0.000828445+0.00264671j -0.00480819+0.00426003j 0.0130756-0.00070097j -0.00166377-0.00248344j 0.0104575-0.00147942j -0.0112727-0.00365162j 0.00324958-0.00110233j 0.00277295+0.000347369j -0.00797489+0.00106256j 0.00229552-0.00775549j -0.00325173-0.00460132j 0.0101111-0.00551677j 0.00446597-0.00232099j -0.00081056+0.00891485j -0.00424013+0.00626781j -0.000680156+0.00350455j 0.00639815+0.000334329j 0.000366122-0.00597305j 0.000214414+0.00186622j -0.0117472+0.00761329j -0.00455455-0.00268381j 0.00372284+0.00236908j -0.000838089-0.00418495j 
5.07443e-05-0.000637013j 0.000268189+0.00107129j -0.00114415+0.00419689j -0.000957653+0.00199447j -0.0027764-0.00108821j 0.00249176+0.00396471j 0.00252029-0.00348633j 0.00213288-0.000809971j -0.00290942-0.005669j 0.0040141+0.00247844j 0.00421791-0.00080372j -0.000405148+0.00478709j -0.000518012-0.00239652j -0.0019737-0.00195951j 0.00491722+0.00206161j 0.00171906+0.00269806j 0.00104076+0.000961457j -0.00179501-0.00218542j 0.00193632+0.000954221j -0.00248274+0.00519945j 0.000716575+0.000354979j -0.00414796-0.000330847j 0.00069449-0.000408529j 0.00515477-0.00215868j -0.000133845+0.00030057j 0.00197061-0.00410221j 0.00131523-0.000411495j -0.000859025+0.00128042j -0.00220642+0.00268748j -0.00280045-0.00437225j -0.000950813-0.00166453j -0.00527579-0.00166823j -0.00555333-0.00123569j -0.000312564-0.00498312j -0.00118245+0.00327016j -0.00143479+0.00196437j 0.0025844-0.00081881j 0.00634667-0.00144592j 0.0010082+0.00574963j -0.00239505-0.000495553j -0.00439807-0.0056186j -0.00158112-0.0008831j 0.000214148-0.0019487j 0.000189428+0.00156292j 0.00504189+0.000100145j 0.000990996+0.000742466j 0.00263306+0.00025266j 0.00350487+0.0010093j 0.00297922-0.00145422j -0.012234+0.000116067j 0.00477011-0.000271326j -0.00029514+0.00195718j 0.00519683+0.00391583j -0.000316851+0.00233604j 0.00114145+0.00178207j 0.0047095-0.000532586j 0.00587309+0.00392729j -0.000981875+0.000580206j -0.00316195+0.00146422j -0.00244397+0.000508675j 0.00168447-0.00274188j 0.000579335-0.00131482j 0.00136882-0.000207682j -0.00276624+0.000133389j 0.00123132+0.004113j -0.00109295+0.00649228j 0.00342255-0.00329965j 0.00187904+0.0026257j -0.00167205-0.000592811j 0.000888951+0.00159546j 
-0.00125364-0.000167568j -0.00095161-0.00146076j -0.00148244+0.000323881j 0.000302165-0.000275905j 0.00116154+0.00112921j -0.000936097-0.00220687j 0.000502267+0.00151619j 0.00457195-0.00181968j -0.00156789+0.000324599j -0.00186602-0.00220644j -0.00211357+0.000306659j -0.00355625+0.000153984j -0.000455141-0.000763238j 0.0054635+0.00114442j -0.00175694-0.000166273j 0.000481542-0.0035733j 0.000183794+0.00365885j -0.000429332+0.00130591j 0.000156099+0.00260332j -0.00102678+0.000738883j -0.000818118-0.00136572j 0.00420001-6.78912e-05j 0.00165623+0.00105909j -0.00198539-0.00114846j -0.00212678-0.000991222j -0.00196535+0.00343756j 0.000943209+0.00121535j -0.000135501+0.00217991j 0.0051104-1.52153e-05j 0.00246701-0.00228764j -0.000517885-0.00198594j 0.00367754-0.00124965j 0.00577341+0.00182409j -0.00251889+0.00168124j 0.0037087-0.000980573j 0.0042395+0.00186094j -0.00536975+0.00250187j -0.00523665-0.000261679j -0.000865099-0.0045706j 0.00300596+0.000283024j -0.00176342+0.00154593j 0.00257208-0.00314201j -2.32796e-06+0.00401785j 0.00144559-0.00273644j -0.00290278-0.00432192j -0.0060437+0.00076368j 0.00102221+0.000360345j -0.00474889-0.00382589j 0.00169959+0.00110994j 0.00195974+0.0015435j -0.00315569+0.000757234j -0.004701+0.0011605j -0.0029895+0.00076839j 0.00229576-0.00154777j -0.000363855+0.000249767j 0.00202072+0.00138094j -0.00157451+0.000903637j 0.0016972+0.00333899j -0.00369067+0.00173485j -0.00267543-0.00201913j -0.00237397-0.00192871j -0.000195359-0.00340622j -0.00103204+0.000757674j 0.000480071-0.0013559j -0.0011956-0.00352353j -0.00194756+0.00633532j 0.00234807+0.000281277j -0.00124875-0.00334906j 0.00167756-0.00125858j -0.000468473-0.000835713j 
-0.00262315-0.00302743j -0.0027875+8.53405e-05j 0.00542417-0.001596j 0.00150558+0.0043164j 0.000709918-0.0116212j 0.00752164+0.000591117j -0.00207727-0.00883823j 0.0036615-0.00109353j -0.00609875-0.00262647j -0.00664743-0.00470795j 0.00307056-0.00211487j 0.00473602+0.00463267j 0.000524914+0.00397178j 0.000908619-0.00973026j -0.00147205-8.43459e-05j -0.00267163+0.00487625j 0.000788181-0.00544321j -0.0040083-0.0100393j 0.00225813-0.00574415j -0.00395443+0.00419959j 0.00317257-0.00635744j 0.000313981+0.00105631j -0.011982+0.00204253j -0.00335387+0.00464899j -0.00220131+0.0103622j -0.00211146-0.00344945j -0.000192774+0.00700321j -0.0121682-0.00210807j -0.00230955+0.00086692j -0.0104965+1.27521e-05j -0.00144565+0.00819904j -0.00470498+0.000262814j -0.00483506-0.00296191j 0.00948408-0.000998776j -0.00613878+0.00746517j 0.000859509-0.00442141j 0.0102259-0.00334431j 0.000516111+0.00617086j 0.00895628+0.00566414j -0.00038782-0.00994745j 0.00251651+0.00179658j 0.00345896+0.00427736j 0.00551-0.000668035j -0.00512927-0.00155903j 0.000796282+0.00510831j 0.00301799+0.00163394j 0.000218626+0.0038186j 0.00824626+0.00491421j 0.000758152+0.000760424j -0.000868963+0.00453676j 0.00614452-0.00129666j -0.00180958+0.00317741j -0.00808284+0.00045107j -0.00247284+0.00326476j 0.00774297+0.00595979j 0.00239561+0.00157343j 0.0201839-0.00264601j -0.00210184-0.00038458j 0.00676994-0.00339292j -0.0055577-0.000695705j 0.00781154-0.000283688j -0.00161085+0.0032589j 0.0045826+0.00388792j -0.000514668-0.00134231j 0.00223338+0.0210389j -0.00740455+0.000182136j 0.002456-0.000643504j -0.00493217+0.00351288j 0.00223044+0.00245506j 0.000877614-0.00261071j 
0.00245872-0.00713071j -0.00534138+0.00413715j -0.00121581+0.0111898j 0.00883116+0.00538619j -0.00681718+0.0039646j -0.000681662+0.00481111j -0.00616581+0.00799058j -0.00294981-0.00364192j -0.00427142-0.00943464j 0.000239781+0.00886422j -0.00457468-0.00862647j -0.000212675+0.00112855j 0.00193061-0.00511116j -0.0113734+0.00459536j 0.00624427+0.00841197j 0.000618829+0.00115434j -0.00701581+0.000642494j 0.00719587-0.00732495j -0.00306729-0.00809823j -0.00710925+0.00708553j -0.0066812+0.0132172j -0.010594-0.011719j 0.0123587-0.00216141j 0.00769756-0.00316544j -0.00495744+0.0132313j 0.00749-0.0113115j 0.00852043+0.0106258j 9.43891e-05-0.00230535j -0.00206457-0.0126755j 0.005796+0.00595138j 0.000799565-0.00265645j -0.00944261+0.000119446j -0.00327965-0.00201281j -0.0027402+0.00212445j -0.00764459-0.00703065j -0.00325106-0.000254469j 0.00108091+0.00230261j -0.00699176-0.00910365j 0.00356782+0.000312948j -0.000743136-0.00105325j -0.00281767+0.00401149j 0.0022867+0.00665501j 0.00618104-0.00249363j -0.00665236+0.000483431j 0.000762132-0.000711257j 0.00521455-0.0013845j 0.000857194-0.00133394j 0.00104383-0.00339503j -0.00581701+0.00106119j -0.00746689+0.00393267j -0.00174636-0.00155674j 0.00822165+0.000176828j -0.009088+0.00551477j 0.00402169+3.5086e-05j 0.00589759-0.0027139j 0.0107157-0.00257591j 0.0152574+0.00143835j -0.00523892-0.00568211j -0.00743008-0.00228666j 0.00289238-0.000482731j 0.0037208-0.00352456j -0.0012488+0.00303153j 0.00424738+0.00251056j 0.000164639-0.000582741j -0.00410749-0.0311225j -0.0046338+0.00462313j -0.000233858-0.00458732j -0.00231963+0.00224149j 0.00271424+5.32415e-05j 0.00223069-0.00387746j 
0.00127142-0.00193008j -0.00141329+0.00148602j -0.00814158-0.00203419j -0.00479444-0.00471662j 0.00233345+0.00993609j 0.00349025-0.003063j 0.00864874-0.00327119j -0.00360077+0.00234429j 0.00173716-0.00156994j 0.00331404-0.0020475j 0.00317796-0.00662955j -0.000659319+0.00911586j -0.00715662+0.00066644j -0.00357212-0.00833177j 0.00277218-0.0118442j 0.00645847+0.00114716j -0.00256944+0.00388343j 0.000507112+0.00527759j -0.0108373+0.00155283j 0.00036241+0.00124422j -0.00504578+0.00549616j 0.000614685-0.00372712j 0.00350801+0.00271876j 0.00383367-0.000958265j 0.00211954-0.00554772j -0.00208928-0.00477155j -0.0010888+0.00167495j 0.00265864+0.00383305j 0.000878544+0.000897411j 0.00386677-0.00876932j 0.0050367-0.00574911j 0.00540564+0.0038961j -0.000937106-0.00244674j 0.00510015-0.00665224j -0.00625277-0.00376252j 0.00419846-0.0027004j -0.000349341-0.000155318j 0.00385886+0.00448443j -0.00440459-0.00648827j -0.00150312-0.00569882j -0.000996476-0.000402153j -0.00118846-0.00612659j -0.000256883-0.0045034j 0.00211128+0.00275336j -0.00661969+0.00775776j 0.00255617-0.000762473j 0.00582614+0.000328164j -0.000832927+0.000407859j -7.79947e-05-0.00968117j -0.00136854-0.00405655j -0.00162244+0.00078436j 0.00581304-0.000314889j 0.00526839-0.00312401j 0.00355595+1.13182e-05j -0.00454008-0.00128954j -0.00446495-0.00232313j -0.00944538+0.00183679j 0.00179189-0.00646569j 0.000422127+0.00333754j 0.00589223-0.00114j -0.000251077+0.00313074j 0.000992517+0.00369449j 0.00316975+0.00376104j 0.000670726+0.000835335j 2.24706e-05-0.006933j 0.00363656+0.000553718j 0.0131401-0.000862214j -0.00349696-0.000314091j -0.0012346+0.000766569j -0.00664082+0.000509728j 
0.00097395+0.00511571j -0.00396721-0.00088961j 0.00327493+0.00107466j 0.0017973+0.000630645j 0.0123821+0.000466535j 0.000756825+0.00193047j -0.00290695+0.000361423j 0.00591045+0.00633704j -0.00855377-0.00535303j 0.00117614+0.00806951j 0.00177121+0.00096088j -0.00243457+0.00405144j -0.000791882-0.00295571j -7.80391e-05+0.00116647j -0.00494241+0.00534753j -0.00269706-0.0191078j 0.0104615+0.000971051j 0.00294099+0.0028589j 0.00394903+0.00892769j -0.00662185-0.00707747j 0.00831142+5.68172e-05j 0.000548419+0.00956905j -0.000417312+0.00232847j -0.00322656+0.0161801j 0.00480291+0.00177299j 0.00521992+0.000206508j 0.00234177+0.00534138j 0.000314965-0.00439904j 0.00314962-0.00178624j 0.003711+0.0109706j -0.00319307+0.00368215j -0.00530723+0.00601698j 0.00668453+0.000800878j -0.00495247-0.000349133j -0.000675368-0.00234857j -0.00160605-0.0047253j 0.0026735-0.00623741j 0.00189413+0.0024373j -0.00310562+0.0054438j 0.00680578+0.00592314j -0.000125659+0.00445287j 0.00345881+0.00333063j 0.00329788-0.00038661j -0.00349352-0.00539765j -0.00631916-0.00828885j -0.0117405-0.000742193j -0.0110214+0.0106148j -0.00380557+0.00118038j 0.00188342-0.00537141j -0.00115226+0.00300525j 0.00454975-0.00342628j -0.00675025-0.0021434j -0.000776008+0.00367469j -0.000814599-0.00241781j 0.00137776+0.000849925j 0.00484071+0.00739462j 0.00234098-0.000354164j -0.00615617+0.00579036j -0.00327391-0.00118259j -0.00378519+0.00420259j 0.00270983+0.00592711j 0.00375456-0.00469089j -0.000940607+0.00368759j 0.000589308-0.000598039j 0.00016992-0.00356172j -0.00419038-0.00016681j -0.0228569+9.59511e-05j -0.0045322-0.00293113j -3.66254e-05-0.00380811j -0.00296869-0.00107888j 
