0.00850616+0.0086448j -0.00416311-0.0348367j 0.0152924-0.0242335j -0.0189474+0.0297743j -0.0585301-0.00899125j -0.0256505-0.051767j 0.0213407-0.0118687j -0.051722-0.00563801j -0.010162+0.0242839j 0.0082176+0.0208734j -0.01233-0.0236244j -0.018743-0.0461608j -0.0126528-0.0328828j 0.0359503-0.00167122j -0.0618854-0.0157897j -0.0585658-0.000234305j 0.0153982+0.0466432j 0.0762567+0.0136383j -0.00721229+0.0022103j -0.0528089-0.04944j 0.0237332-0.00791154j 0.0338143+0.0425242j 0.0447561+0.0464518j -0.0480535+0.0041064j 0.00845984+0.00587862j -0.0266227-0.0177276j -0.0187666-0.0364554j 0.0388061+0.0115292j -0.00364068+0.0426907j 0.0592024-0.0051919j 0.0651711-0.054453j -0.0150604+0.0495879j -0.0240357-0.000217564j -0.024291+0.0512384j -0.0561768+0.0399076j 0.0225285-0.0741511j -0.0353254-0.0279486j -0.00140216+0.0295776j -0.0334867+0.0216902j 0.0556147-0.0435388j 0.0271216-0.0125778j -0.000173264+0.0171429j 0.0561294-0.0653779j 0.0149182+0.0100631j 0.0258629-0.0591701j -0.0591279-0.0395237j -0.00748646-0.0643167j 0.0134721+0.0500671j 0.0199001-0.0500192j -0.050135-0.0122733j -0.0351454+0.032969j 0.00920038+0.0518937j 0.0736283+0.0492448j -0.0855259+0.0380786j 0.0200935-0.0367985j 0.0129414-0.0199885j 0.019544-0.0548261j 0.0517613+0.00667453j 0.0266785+0.0253097j 0.00989115-0.0109244j 0.00985952+0.134592j 0.00755039+0.0350776j -0.0273844-0.0488204j -0.000681465+0.00586055j 0.00804295+0.00241887j -0.00386392-0.0306249j 0.00434863+0.0110739j 0.0262621-0.0624329j -0.0419867+0.0100636j 0.00665474+0.0139505j 
6.6429e-05+0.00123787j 0.00248418+0.00602407j -0.00437576-0.00734552j 1.59525e-05+0.0033966j -0.00325301-0.00125999j -0.00142872-0.00299486j -0.0012752+0.00163318j -0.003857+0.00589273j -2.02237e-05-0.00669255j -0.00663948+0.00430859j -0.00758978-0.00297804j 0.00433994-0.00516159j -0.00457871+0.00299556j -0.000770303-0.00364566j -0.00641887-0.000859504j 0.000925953+0.00289602j -0.00403081-0.00708074j -0.000508044-0.00115566j -0.0066852-0.00143063j 0.000593924-0.00316296j 0.00345994+0.00346621j 0.0016118+0.000152059j 0.00107867+0.00272866j -0.00630118-0.00160539j -0.00367128-0.000187386j 0.00240289-0.00370952j 8.61404e-05-0.000872798j 0.00494945+0.00854991j -0.00662299+0.00526799j -0.0101355+0.00966185j -0.000772772-0.0031549j 0.000404958+0.000180863j 0.0078926+0.00644166j -0.00241135-0.000951065j 0.000242997-0.00151689j 0.00276343+0.0022105j -0.00703512-0.00356385j 0.00729355-0.00945905j -0.00115501-0.000133543j -0.00250215-0.00513499j 0.00129839-0.0155883j 0.0042002+0.000711514j -0.00178694+0.00341032j -0.0175853-0.00119687j 0.016253-0.002549j 8.74499e-05+0.000389262j 0.00118665-0.00464415j -0.00285159+0.0059717j 0.00609655-0.00932273j 0.00395693+0.00269044j 0.0104131-0.00511035j -0.000200724-0.0110002j 0.00634648-0.00692357j -0.00170479+0.0027892j -0.0093475+0.00806045j 0.00409342+0.00839282j -0.0010938+0.0076329j -0.00700059-0.00215107j 0.0082975+0.00274707j -0.00381652+0.00416789j 0.00412354-0.00924749j 0.0090625-0.0144464j 0.00487625-0.00518705j 0.00530201+0.000604585j -0.000533298+0.00160262j -0.00232805+0.00812224j -0.00327987+0.000317209j -0.00144641+0.00570618j 0.00727385-0.0123672j 0.00747976-0.00393448j 
-0.00112289-0.00234586j 0.00107466-0.00409255j 0.00566284+0.00483759j 0.00245946-0.00561322j -0.000385665+0.000844451j 0.000880922+0.00102582j -0.0036311-0.00959593j 0.0060025+0.0112492j 0.00148703-0.00655613j 0.0022794+0.00133693j 0.00436308+0.00283058j -0.00138132+0.00246833j 0.000953373+0.00370559j 0.00642257+0.00229642j 0.00868814-0.000860175j 0.00287913+0.000386961j -0.00678556+0.000251919j -0.0047288-0.00682809j -0.00848498-0.00920638j -0.00638466-0.00290787j -0.00507674-0.0111657j 0.00132069-0.0052117j 0.00172295-0.00537127j 0.00178791-0.00289121j 0.0020584+0.000305928j 0.00332537+0.0110926j -0.0148047+0.00134486j 0.0073101+0.00933376j -0.00535902+0.00554719j -0.014562-0.000321702j -0.00178489+0.0125669j 0.00984896-0.00180708j 0.00198719-0.0086124j -0.0117985-0.0098513j 0.00608439+0.00301605j -0.00570769-0.000170467j -0.000924503+0.00335814j -0.00178668-0.00799595j 0.000890502+0.00262405j -0.00325557+0.00847959j 0.00353164+0.0173226j 0.00731191-0.00256054j 0.00777683-0.00392596j 0.005558+0.00339222j -0.00800422+0.00417754j -0.00477035+0.00157905j 0.00430625-0.00260451j 0.00570961+0.0111554j 0.00453513-0.00250997j 0.00361554-0.00403415j 0.00581662-0.000614663j -0.00907864-0.00672388j 0.0134239+0.00481046j 0.0156084-7.81047e-05j -0.00103102-0.00312645j 0.00916524+0.005886j -0.00509935-0.0048312j 0.00718717+0.00315595j -0.0158065+0.00437937j 0.0125734-0.00266438j 0.0122344+0.0102128j -0.00126526-0.00222502j 0.00159657+0.00853741j -0.00212952+0.00494184j 0.000787916+0.00256771j -0.00163268-0.0028966j -0.00412765+0.002318j 0.00780795-0.0002702j -0.00780708+0.0109462j 0.000654475+0.00106036j 
0.00163668-0.00125949j -0.0011041-0.00120466j 0.000679575-0.0012565j -0.00151298+0.00376385j -0.00535828-0.00360506j 0.000988966+0.0045193j 0.00377808+0.00270614j -0.00361851-0.0022021j -0.00230635-0.00507699j 0.00233715+0.000611715j -0.000781615+0.00110434j 0.0014931-0.00262943j -0.0015783+0.00242443j 0.00161499+0.000479095j -0.00753938+0.00394816j -0.00126919+0.00634938j -0.00115792+0.00271358j 0.00256117-0.00580043j 0.000219484-0.000763857j 0.00296731+0.00229643j 0.00981861-0.00379489j 0.00432518+0.00139631j 0.00352055-0.00762818j -0.000221059-0.00325967j 0.00215313+0.0020884j -0.00313398-0.000517362j 0.00559411-0.000402224j -0.00239692+0.0042353j -0.00119479+0.00717369j -0.00216132-0.000887667j -0.00210458-0.00229162j -0.00249024-0.00326656j 0.00403101+0.00225148j -0.0016028+0.00294346j 0.00293373-0.00834579j 0.0035055+0.001618j -0.00111638+0.00128454j -0.00132798-0.00450212j -0.00177863-0.00105402j 0.00489893+0.00391109j 2.12569e-05+0.0136028j 0.00384626+0.00406419j 0.00174422-0.00142078j -0.000833523+0.000535496j 0.00396411+0.000423686j 0.00195319-0.00134413j -0.00336078-0.00928159j -0.00304674-0.00251513j 0.00249323-0.00145406j 0.00259541+0.000683846j 0.00224224+0.00551801j -0.00668397-0.00421804j 0.00128223-0.00253745j 0.00263768+0.00148579j 0.00357738+0.00280046j -0.00166165+3.94606e-05j 0.00187048+0.000472477j -0.00127683-0.00503366j 0.00402071-0.00354324j 0.00297641-0.00137473j 0.000412164+0.00377512j -0.00188885-0.00334753j 0.00358638-0.0043032j -0.00186252-0.00359882j 0.00400002-0.00184771j -0.000422148+0.00471278j -0.000136776-0.0120802j -0.0100926+0.00444179j 0.0028634-0.00292314j -0.0047096+0.00124611j 
0.000938553-0.00240044j -0.00194086+0.00492019j 0.00142609+0.00521082j 0.00425809-0.00448046j 0.00138419+0.00669976j 0.00647247-0.00402333j -0.00361869-0.00501861j -0.00142194+0.00258231j -0.00140591+0.00103718j -0.000655487-0.00677332j -0.00285205+0.0045056j 0.00225315-4.58217e-05j -0.0018074-0.00552836j -0.00196098+0.0112584j 0.00264392+0.00378599j -0.00170982-0.0034288j -0.00118812+0.00126079j -0.00471855+0.00508413j -0.0100023-0.0019324j -0.00211285-0.00788132j -0.012164-0.0017464j -0.00781296-0.00483811j -0.00326594+0.0047994j 0.00889818+0.00172983j -0.0169964-0.00477129j -0.00673907+0.00165681j -0.0150362-0.0019507j -0.00221572-0.000725878j -0.00212648-0.00366397j -0.00604393-0.00366679j -0.00173677-0.000721245j -0.00443163+0.00314755j 0.00347148-0.00666831j -0.00164198-0.00374432j -0.00169383+0.00322533j -0.00725873+0.000838109j 0.0023723-0.00405161j -0.00260349+0.00272688j -0.00209716+0.00141035j -0.00558389-0.00463716j 0.00139233-0.000175641j 0.00524751+0.00287849j 0.00335731+2.55938e-05j -0.000398066-0.0021637j -0.00303372+0.000747722j 0.00209495+0.00723477j 0.0015542+0.00345232j 0.0111738-0.00129326j -0.000662779-0.000939221j -0.00640948-0.000598753j -0.00861891-0.00314794j 0.00974276-0.00202771j 0.00148205+0.00523355j 0.0018474-0.00916472j -0.0069003+0.00584603j 0.000107926-0.000687035j -0.00348502-0.00324225j -0.00225285+0.00430507j -0.00472052+0.0111256j -0.00908957+0.0137637j -0.00173925+0.00254644j -0.00231327-0.00316468j 0.00299462-0.00369337j 0.00269664+0.00444017j -0.00741435+0.00487116j -0.00045801-0.0109468j -0.00291608-0.00646917j -0.00258975+0.00244987j -0.00271897+0.00401418j -0.000574959-0.00152905j 
0.00178714+0.00103455j 0.000663668-0.00255085j 0.0014182-0.000509405j 0.00113496-0.000363972j 0.0036598+0.0014776j 0.000285785+0.00122445j 0.0059815+0.00388199j 0.00134126-0.0032107j -4.56339e-05+0.000748191j -0.00215543+0.00330192j 0.00123901-0.00329937j 0.000331783-0.00166968j -0.0059693+0.00033316j 0.000865478-0.0012712j 0.00178596-0.000622645j -0.0042851+0.00214511j 0.000388203+0.00418004j 0.00376187+0.000724154j 0.00031273+0.0050757j 0.00545163+0.0109884j -0.00149463-0.0029073j 0.00373699+0.00645658j 0.0006112-0.0040776j 0.000457013-0.00407204j 0.00157164+0.00321603j 0.00439037+0.00488072j -0.00501867+0.00400199j 0.000640528+0.000117486j 0.00107718+0.000182472j -0.000518037-0.00858615j -0.00148017+0.00148123j 0.000959049+0.00189179j 0.009336-0.0018762j -0.0060538+9.65696e-05j 0.00313446-0.00485228j -0.00271752+0.00391105j -0.00848922-0.00020375j -0.00337119+0.003391j 0.000526876+0.00438037j -0.0010966+0.0110564j 0.000418519+0.0109397j 0.000930883+3.18834e-06j -0.00184926+7.90938e-05j 0.00286258+0.00439792j 0.00248225+0.000267793j -0.00276947+0.00477497j -0.00455892-0.00194423j -0.00205688-0.00241338j -6.00686e-05+0.00354371j 0.00312379+0.000840488j -0.00323066+0.00861447j -0.00770731+7.9942e-05j -0.00154866+0.000169872j 0.00454984+0.00123148j 0.00345558+0.0031686j -0.00163354-0.00242635j 0.00283465+0.00203139j -0.00171982-0.00562129j -0.00272045-0.00381465j 0.00640999-0.00259225j 0.00212265+0.000566705j 0.00288652+0.000399909j -0.00233032-0.00194517j -0.000568934-0.00359647j -0.0195164-0.00216086j 0.00269225+0.00381631j -0.000113256-0.0113322j -0.00135728+0.00567775j 0.001647-0.000681245j -0.00247221+0.00456414j 
-0.000453965-0.00137601j 0.000223894+0.00275639j -0.000832235+0.00337293j 0.00283682-0.000600762j -0.00325463-0.000929844j -0.000583746-0.000521782j -0.00522336-0.0058577j -0.00240401+0.00255999j -0.00343687+0.000796632j 0.000627464-0.00363391j -0.00438911+0.00494053j 0.00129606-0.000213598j 0.00272204-0.00350237j -0.00082269+0.00587161j 0.000390825+0.00462357j 0.000444506+0.000588682j -0.00409473+0.000284748j -0.0030907-0.000654686j -0.00544373-0.00443234j -0.00489206-0.00784645j 0.00128006+0.00198697j -0.00664409-0.00669504j -0.00058129+0.00111663j 0.000796673+0.00036842j -0.00926877-0.00512648j -0.00636224-0.00177144j 0.00262078-0.0054374j -0.00195747+0.00126774j -0.0020807+0.000584813j -0.00195858+0.00482699j 0.00128576-0.000697933j -0.000804316-0.00142709j -0.00487665-0.00219478j 0.00174475-0.00169318j -0.000846554+0.00717148j -0.000422829-0.0013792j 0.00486122-0.00129497j 0.00440547-0.00152188j -0.00173549-0.000767327j -0.00104417-0.0056586j 0.00298476-0.00433938j 0.00126119+0.00186563j -0.00136768-0.000581016j -0.00037572-0.00122707j 0.00410134-0.00141947j -0.00137705+0.00292653j 0.00145056-0.00205831j 0.00804536+0.000128119j 0.000434764-0.00182173j -0.00506109+0.000841178j -0.0044845-0.00585869j 0.00289158-0.000304515j 0.00148113-0.00116931j -0.00149795-0.00326481j 0.00163931+0.00248424j -0.00177145-0.000368964j -0.00323648+0.000701915j -0.00342516+0.00552154j -0.00231418+0.00613996j -0.00696858+0.00540433j -0.00191004+0.000560793j 0.00200962-0.00297951j 0.00234281-0.00689958j 0.00330131+0.00543247j 0.0126599+0.0019222j -0.00143336-0.00596033j -0.00337991-0.00567184j 0.00330443+0.0051124j -0.00011117+0.0011873j 0.00338207+0.000632666j 
-0.000527768-0.00091922j -0.000522172+9.22871e-05j -0.0028644+0.00262082j -0.00192129-0.00123135j -0.00255105+0.000173272j -0.00110392-0.00107775j 0.00161009-0.00342132j 0.0044354+0.0038439j -0.00120135-0.00121289j 0.00377404-0.00281698j 0.00667769+0.00107183j 0.00319917-0.00226439j 0.00114905-0.00802668j -0.00325491+0.00225189j -0.000796103+0.00279411j 0.00752494+0.000178913j -0.000800446+0.000809424j -0.00441323-0.00339594j 0.000522657-0.00275232j -0.00108254-0.00469138j -0.00357825+0.00274551j -0.00395659-0.00384694j -0.00304049+0.0022443j 0.00611865+0.00562138j 0.00635412+0.00337439j -0.00949803+0.000924171j 0.00239056-0.00384134j -0.00458135+0.000741904j 0.000598117+0.00235361j -0.00215239+0.00470783j -0.00323773-0.000757412j -0.00051854-0.00402658j 2.19544e-05-0.00199261j 0.00629297-0.00454885j 0.00321038+0.0054836j 0.00128633-0.00540405j -0.000350365+0.00208982j 0.00229492-0.00157651j 0.00225298+0.00150044j -0.00162997-0.00288645j -0.000473922-0.000963825j 0.00286078-0.00413689j 0.00095808-0.00569302j -0.00493208-0.00345164j -0.00123075-0.000932709j -0.000944951-0.00535692j 0.0021218-0.0027701j -0.00234117+0.000668433j 0.00163131-0.000532567j -0.00200351-0.00520858j 0.00094152-0.0039732j 0.000548225-0.00479076j -0.000586494+0.00818347j 0.000455195-0.000162039j -0.00067357-0.00179265j 0.00201772-0.000604733j -0.000873746-0.00550411j -0.00444463+0.00440791j 0.00296587+0.00194299j -0.00176371-0.00493813j 0.000370991-0.000487645j -0.0059009-0.00179436j 0.00112067+0.00956772j -0.00295223-0.00337759j 0.0148109+0.00190198j -0.00201762-0.00338279j -0.0012146-0.00897676j 0.00233513-0.0109044j -0.00247701+0.000663835j 0.00161333-0.00429086j 
0.00353672+0.00276879j 0.00252617-0.00815513j 0.00300293-0.00118875j 0.00406561-0.000195626j 0.000695651-0.0161872j -0.00266318+0.0011239j -0.00881025+0.00264873j 0.00894047-0.00300359j 0.00186171-0.00191127j -0.000653819-0.00284937j 0.00378873+0.00466512j 0.00165989+0.00475695j 0.00599244+0.00640616j -0.000827639-0.00807655j 0.0114758-0.00255063j 0.00294308-0.00288662j -0.0108887+0.00357078j 0.000322372-0.00306611j -0.000545941-0.0112078j -0.000539814+0.0069137j 0.00814269+0.0167568j -0.00433525-0.00455027j 0.00404777-0.0112639j -0.00528791+0.0105489j 0.00872054-0.00642253j 0.00085854+0.000473594j 0.00947862-0.00220773j -0.00296432-0.00389814j -0.00112248+0.00737223j -0.00898131+0.00621328j 0.00153822+0.00797685j 0.0133882-0.00279299j -0.000378007-0.00715117j 0.00494-0.00156192j 0.00948177+0.0118424j 0.0095982-0.00248431j 0.0127607+0.00171328j -0.00112817-0.00141175j 0.000944395+0.00812061j -0.00341617+7.78789e-05j -0.00376937-0.0058049j 0.00432281-0.00193766j 0.00294177-0.00474729j 0.00915011-8.05104e-05j 0.00213557+0.00594718j -0.00577111-0.00659453j -0.00903417-0.0014937j 0.006492+0.00532374j 0.00209544-0.000721694j -8.49508e-05-0.00134806j 0.00631922-0.00313286j -0.00121358-0.00232991j 0.00318942+2.28795e-05j -0.008848+0.0088867j 0.0127211+0.00158733j -0.00549696-0.0140648j 0.00471007-0.00112073j -0.00187359+0.00384008j -0.00243292+0.00401395j -0.00446259-0.0104818j -0.00423933-0.000729995j -0.00191497-0.00511484j -0.00121311-0.00042592j -0.00120997-0.00138388j 0.0121432-0.00427599j -0.00321322-0.00390424j 0.00335312-0.0019818j 0.00284511+0.00277163j -0.0034453+0.00778985j 0.000695113+0.00428011j 
0.000110353+0.00162665j 0.00168523-0.0033356j -4.54428e-05-0.00178497j 0.00245336+0.000342955j -0.000153876+0.000221115j -0.000717243+3.83145e-06j -0.00187185+0.00508519j 0.00028839-0.00356765j 0.00152942-0.00314032j -0.00173996+0.00165796j 0.00289225-0.00254588j -0.000126822-0.00427028j 0.00475349+0.00120959j -3.42824e-05-0.00337774j 0.00255166+0.00214956j -0.000955901-0.000694906j -0.00165686-0.003988j 0.00170593+0.00465505j 0.00105136-0.00910314j 0.00504673+0.00430851j -0.00909016+0.00375918j 0.00304388+0.00211837j -0.00134819-0.000221731j 0.0018249-0.00300278j 0.0110828-0.00224496j 0.00369207+0.00332821j 0.00226371+0.0052557j 0.000967736+9.43956e-05j -0.00324042-0.00430828j -0.00617727-0.00348633j -0.00534648+0.00347375j 0.00126926+0.00401108j 0.0030709-0.000422639j 0.00375899+0.000474332j 0.00146789+0.00381907j 0.00366454+0.00560165j -0.00313448+0.00282839j -0.00214787-0.000704354j -0.00189569+0.00129102j 0.00432701+0.00235136j 0.00134166-0.00147017j 0.00137074-0.000847328j 0.00132563+0.00108509j -0.00270207+0.00122802j 0.00192534-0.00238371j -0.0044769-0.00564918j -0.0009361-0.00177476j 0.000240701+0.00440354j -0.000854549+0.000288772j 3.56485e-05+0.0012728j 0.00240731+0.00135133j -0.00464095-0.00763851j 0.0019202+0.00235426j -0.000166818-0.00179237j 0.00321187+0.000170438j -0.00175549-0.00357607j -0.000995059-0.0016583j -0.00552878-0.0018966j -0.000447875-0.00140207j -0.000168853-0.00342705j 0.00131539-0.00663797j -0.00429771+0.00461483j -0.000829348+0.00984824j 0.000243839-0.000380696j -0.0126609+0.00117785j -4.02867e-05+0.00118223j -0.00520405-0.00983547j 0.00638233-0.00732679j -0.00398262+0.00575583j 0.00381771-0.00317508j 
0.000146301-0.000617832j 0.000106491+0.00103275j -0.00211317-0.000283786j 0.00150983-0.00175107j -0.00457995-0.00692591j -0.00260466+0.00313674j 0.00284962+0.00406057j -0.00772592-0.000943519j 0.00545788-0.0051563j 0.0042728+0.00328264j 0.000982481+0.00428445j -0.00190418-0.00248265j 0.0079467+0.00216308j -0.00424545+0.00276294j -0.00529662+0.000405743j -0.000929902+0.00290419j 0.000143211-0.00657959j -0.000286812-0.00565725j 0.00484623-0.0109092j 0.00343276-0.00441902j -0.00461486-3.0619e-05j 0.00693474-0.00353j 0.00281421-0.001944j -0.000298062-0.00600911j -0.00263837-0.00218293j -0.00384309-0.00250659j 0.0099978+0.0015025j -0.00115111-9.08376e-05j -0.00689053-0.00117575j -0.00333724+0.00176466j -0.00121972-0.00192548j -0.00287793-0.000755431j 0.000800407+0.00422372j 0.00394782+0.00210686j -0.000449782-0.00796076j 0.00600181+0.00320513j 0.00492028+0.000720112j 0.0021823-0.00281992j 0.000309756-0.0075374j 0.0043214-0.0019573j -0.00201537+0.00236543j 0.00259849+0.00435399j 0.000944776-0.00314793j -0.000937142+0.00108507j 0.000984745+0.00230663j 0.00329111-0.00498345j 0.00450782-0.00602255j 0.000388124+0.00111589j -0.00280239+0.00168467j 0.00189034+0.00124291j 0.00964341-0.00332433j -0.000434558-0.00202366j 0.000821629-0.0015694j -0.00151902+0.00201338j 0.000417147-4.57178e-05j 0.000999779+0.00279618j -0.00228849+0.00051482j -0.00396636-0.00317748j -0.00457643+0.00262713j 0.000869964+0.00717501j 0.00134625+0.00317095j -0.0023526+0.0017801j 0.00176967-0.00160987j 0.00136354+0.000311991j 0.0188756+0.000779352j -0.0027798+0.00175475j 0.000187832-0.00330722j -0.00269805+0.000321779j -0.00179484+0.00242873j -0.00224567-0.00202457j 
0.000370063-0.000904023j -0.00033374+0.00104766j -0.00190863+0.000860418j -0.00359965-0.00115078j 0.00131014-0.00416955j -0.000611883+0.00222729j 0.0105364-0.0122784j 0.000290282+0.00535208j -0.00923526+0.0042566j 0.00532027-0.00660783j -0.00150605-0.00271492j -0.00202321+0.00193546j -0.00571626-0.00467283j -0.00143135+0.00325939j -0.00438833-0.000767501j 0.00345362+0.00589178j -0.00319239+0.00129368j -0.00263045-0.0128135j -0.00132639+0.00287392j -0.00980469-0.00801062j 0.0141421+0.00248944j -0.00853338-0.00675337j 0.00221674-0.000555965j 0.00192371+0.00469484j -0.00528981+0.00120455j -0.0111576-0.00526823j 0.0142081-0.00915501j -0.0110271-0.00583171j 0.00280074+0.00618491j 0.00301343+0.0100973j 0.00220439-0.00563538j 0.00342126-0.0101922j -0.00725105-0.00645059j 0.00431714-0.00518673j 0.00209631+4.90709e-05j 0.00290566-0.0140381j 0.0016808+0.00141941j 0.00739076+0.000416164j 0.00634066-0.00202243j -0.000306391+0.000436766j 0.00215809+0.00513799j 0.0037182-0.0036946j -0.00697663-0.00349182j -0.000340946-0.000654137j -0.000961582+0.00154069j -0.00194512+0.00493961j -0.000737968-0.00596224j -0.000618054-0.00154951j 0.00521663+0.000749094j -0.00112656-0.00420549j -0.00159353-0.00649306j -0.00327511+0.002062j -0.00224705-0.00212667j 0.00157584+0.0032094j 0.00232937+0.0018441j -0.00289836+0.0020824j 2.99706e-05+0.00284922j -0.00657325+0.0071696j 0.00286329-0.00123455j 0.00148902-0.00110175j -0.000783376+0.00444132j 0.00746836-0.00262655j -0.00225946-0.00581445j 0.00157357-0.00106718j 0.0440968+0.00578669j -0.00224728-0.00103714j 0.00013559-0.0152348j -0.000851845+0.00581124j 0.00339288-0.00330899j -0.00208127+0.0032461j 
-0.00124856-0.000674726j 0.000119306+0.00268429j -0.00405122-0.000833053j -5.98625e-05-0.00193571j -0.00576873-0.00386633j -0.00263526+0.00177019j 0.00431033+0.00489905j -0.00502986-0.00159983j 0.00206406-0.00537136j 0.00153046+0.00518751j 0.0016928+6.46262e-06j -0.00445864-0.00428947j 0.00499044-0.00360958j -0.00469437+0.00490068j -0.00904657+0.0033542j -0.00332108+0.00145242j 0.000891701-0.00582484j -0.00160694-0.00363816j 0.00345898-0.00862762j 0.00411896-0.000658436j -0.00846111-0.00453788j 0.00363857-0.000837478j 0.000812532-8.73602e-05j 0.0054686-0.00791137j -0.00269996-0.000498605j -0.00390163+0.00348406j 0.00527986+0.000187356j -0.0012652+0.00332562j -0.00428682-0.00363558j -0.0012219-0.00338977j -0.00475895-0.00105789j -0.00742785+0.000312708j 0.00790498+0.00612994j 0.00411743-0.00174877j 0.000679499-0.00686324j 0.00103761+0.00132888j -0.00369894-0.00482831j 0.00528385-0.000841042j -0.00183921-0.00618945j 0.00611469+0.00100755j -0.00117008+0.00577009j -0.00109978+0.00110984j 0.000639842-0.00532524j -0.00419924+0.00110768j 0.00471126-0.000327626j -0.00112693+0.00094658j 0.00251874-0.0097442j 0.000983924+8.88129e-05j -0.00106905+0.00209062j 0.00142704+0.00149555j 0.00236356-0.00101112j -0.00853177-0.00766937j 0.00280249+0.000838343j 0.00328992+0.00040635j 0.00229034+0.000886999j 0.0011174+0.00453826j -0.00404532+0.000455183j -0.00658712-0.00536341j -0.00477752+0.00180592j 0.0023747+0.00637858j 0.00448158+0.00151255j -0.000126018+0.0079102j -0.00105144+0.00310913j 0.00290872-8.80838e-06j 0.00705195-0.00910378j -0.00137042+0.000626034j 0.000570243-0.022093j 0.00408677-0.00195956j -0.0029426+0.00266132j 0.000976688-0.00176194j 
-0.00129057-0.00181329j -0.000234823+0.00136863j 0.00124305-1.98283e-05j -0.000439988-0.00296959j 0.00403493-0.00588712j -0.00186855+0.000518295j -0.00260404-0.00160806j 0.000716461+0.00607986j 0.00647493-0.000640441j 0.000293906-0.0027826j -0.000474655+0.00315017j -0.00493508+0.00709615j -0.000126466+0.00657784j -0.00126197-0.0046998j 0.00860986-0.0127318j 0.00647483-0.00420024j 0.000144278-0.000167612j -0.00117965-0.00575905j 0.00336514+0.00222385j -0.000248651-0.00548815j 0.00359901+0.00646555j 0.00296692-0.0043632j 0.00371857-0.00127165j -0.0116018+0.00470002j -0.00524859-0.0010111j 0.00165486+0.000272941j 0.00248361-0.00348j 0.00457954-0.00446842j -0.000193505+5.54684e-05j -0.000347912+0.00991349j 0.00331939+0.00158213j 0.00139864+0.00127345j -0.00534448+0.00236072j -0.00254599+0.000734663j -0.00112376-0.00322785j 0.00566065-0.00508276j 0.0104408+0.00220999j 0.00149126-0.00274911j 0.0061448-0.00159987j -0.00167446-0.00820874j -0.00224108-0.0123642j -0.00487792-0.00234297j 0.000299827+0.0010189j 0.00769749-0.00212314j -0.00677402+0.00251137j 0.00547154+0.00274963j 0.00116449+0.00701992j -0.000383316+0.00358409j -0.00250875+0.00205364j 0.00264283-0.00221682j 0.0117806-0.00436416j 0.00396406+0.0128502j 0.00240447-0.0018728j -0.00971293+0.00717324j -0.000739203-0.00769421j 0.00450711+0.00256606j 0.00189136+0.00226978j 0.0119716+0.00614281j -0.00716481+0.00470084j 0.000706673-0.000182097j -0.00103159-0.00209412j 0.00011164-0.00041108j -0.000114465-0.00161523j -0.000371712+0.00494185j 0.0181763-0.00234222j -0.00212227-0.00188293j -0.0052014+0.0441223j -0.000692123+0.00219576j -0.000293288+0.000434736j -0.00210979+1.76331e-05j 
0.000582434+0.00310791j 0.00238657-0.00745914j 0.00329908+0.00193323j 0.00142775+0.00371997j -0.00258938+0.00538076j 0.00444833+0.00126664j -0.000821322-0.0118586j -0.00168413-0.00365018j -0.00320777+0.00741443j -0.000377204-0.00727984j 0.0036338-0.00619632j 0.00668993-0.00308331j 0.00417552-0.00227955j 0.00623206-0.00579408j -0.00310253+0.00410394j 0.00650409-0.000390535j 0.00327884-0.00479355j -0.00506555+0.00551619j -0.00583619-0.00605952j -0.00900576-0.000616111j -0.0035189+0.00133763j 0.00341877-0.000322252j -0.00446049+0.00302236j 0.00470308-0.00637952j 0.0162753+9.54564e-05j 0.00251914-0.00376529j -0.00229556+0.00249049j -0.000191766-0.000833614j 0.00236311-0.00469009j 0.00846318-0.00107051j -0.00087177-0.00410921j 0.00323258-0.00544856j -0.0135607+0.000121284j 0.0033947-0.000610122j -0.0028438+0.0146704j 0.000109478+0.00340811j 0.000796126+0.00399146j -0.00697281-0.00481181j 5.34309e-05-0.00405531j 0.00405719+0.00530394j 0.000489323+0.0031842j 0.00424943-0.00419869j -0.00488085+0.00617307j -0.00431952-0.000439024j -0.00424971-0.00206103j -0.00352724-0.0148958j 0.00433073+0.00257283j 0.0004782+0.00904575j -0.000650496-0.00232975j -0.0010773+0.0016108j -0.00521416-0.00592683j 0.00889165-0.00606476j -0.0074904+0.000424958j 0.0062503-0.00573003j -0.00560661-0.00110446j -0.00491967-0.00374428j -0.000766216-0.00147256j -0.000447524+0.00731555j 0.00138756-0.00549875j 0.000562815-0.00710788j -0.00407812-0.00245113j -0.00653471-0.0022745j 0.000684973+0.0141456j -0.000643638+0.0013731j 0.012981+0.00149374j -0.000614734+0.00889155j -0.00135415+0.0027051j 0.00796564-0.0112212j -0.00466447+0.00614813j 0.00621457-0.00586277j 
