0.00271273-0.0077069j 0.00829514+0.000161351j 0.00611448-0.00686313j -0.00149233-0.0112172j -0.00869094-0.00387476j -0.00362913+0.0136878j -0.00791907+0.00552061j -0.00558755+0.00321554j -0.00944073-0.015562j 0.00351323-0.0102878j 0.00715452+0.0151691j -0.000171913+0.00150396j 0.00108004-0.000604311j -0.00272161+0.0101806j -0.00442098-0.00239722j -0.00134205+0.00240887j 0.0107862+0.000197983j 0.00219159+0.0117755j 0.0155432+0.0203988j -0.00757151+0.00839229j 0.00548148-0.00532934j 0.00974263+0.00658118j -0.00892429+0.00120528j -0.0078366+0.00564376j 0.00427017+0.00587512j 0.00490833-0.00547895j -0.0106551-0.00601317j -0.000668996-0.0106035j -0.000638992-0.00633652j -0.000928543-0.0127428j 0.00235836+0.00713049j -0.0010572+0.00867717j -0.00989397-0.00542877j 0.00298526+0.00330378j 0.00883735+0.0151806j 0.00213673+0.0038976j -0.0060257-0.00254596j 0.00968126-0.00515693j -0.000406753-0.0064772j -0.00636897-0.0104707j -0.0210389-0.00949011j 0.00821436-0.00106383j -0.00353815-0.000973505j -0.00517131+0.0131672j -0.00127697-0.00938591j -0.0203961-0.0131818j 0.00446731+0.0039956j 0.00422511-0.00470185j 0.000438629+0.00027721j 0.00655116-0.00724347j 0.00636583-0.00816657j -0.00616559+0.00152836j -0.00493272+0.0119378j -0.00835715+0.00686157j -0.0015732-0.0023361j 0.00532603+0.0039045j -0.00473818-0.00818574j -0.0138306-0.00845679j 0.00301112+0.00148255j 0.00259537+0.0145864j -0.000834177-0.00300643j -0.00554174-0.00360494j 0.0151514-0.00836631j 0.00863563+0.00133469j 0.00173728+0.00122842j 0.00395261-0.00637496j 0.0108408-0.000252423j -0.00828809+0.00306132j 0.00162239-0.00956032j 0.00805373+0.00669658j 0.00424537+0.00705483j 0.0044373-0.00355526j 0.00579891+0.00653966j -0.008558-0.0071939j 0.0160183+0.00265948j -0.00316782-0.0112527j 0.0125498-0.0211745j 0.000703475-0.00956733j -0.0132508-0.00693782j -0.00475792-0.0111625j -0.0126871-0.0166733j 0.00511088-0.00513127j 0.00532512+0.0108591j -0.0188184+0.00270748j 0.00490615+0.0128591j 0.00865422-0.00217928j -0.00562049+0.00215178j 0.00981501+0.00264983j -0.00360532-0.00465674j -0.000453556+0.00155207j -0.00215028-0.000167347j 0.00671005-0.0143133j 0.0168825+0.0112974j -0.00582904-0.00703059j -0.0125929-0.000641761j 0.0393071-0.0154793j -0.0198155-0.0426281j 
-0.000305249-0.00503278j 0.000197724-0.000107885j 0.000584028-0.000153216j 0.00149326-0.00349219j -0.00452996-0.00500261j -0.00326698-0.000774725j -0.0014346-0.000539581j 0.00494529-0.00170763j -0.00783548-0.00335803j 0.00238464-0.000136623j -0.00488222-0.00069184j -0.00119606-0.00381079j -0.00379778+0.0020477j -0.00442347-0.000623693j -0.00303129+0.00418237j -0.0091357+0.00329539j -0.00784201+0.00010927j 0.000649445-0.00561637j 0.00607517-0.00142875j -0.000228034+0.00780921j -0.00244818-0.0044395j 0.0156249-0.00173587j 0.000533817+0.00465953j -0.00846975-0.0106865j 0.00999144+0.005581j 0.00560962+0.00812407j -0.00180254+0.00706053j 0.0121741+0.00285403j -0.00641422-0.0029407j 0.00407304-0.00554696j 0.00470307-0.000808521j 0.0102166+0.000594658j -0.00713405-0.0046743j 0.0112583+0.00180504j 0.0105476-0.0127047j -0.0114506+0.0075688j -0.00643418-0.00283554j 0.00375848+0.00916178j 0.0138446+0.00588789j -0.00505771+0.000271183j -0.00168864-0.00378509j -0.0104538-0.00281337j -0.00281007+0.0023705j -0.00713854+0.00410068j -0.00679037+0.00660467j -0.0101844+0.000267723j -0.0105852+0.00237693j 0.00737249+0.00225001j 0.00838306-0.0031318j 0.00231815-0.00641486j 0.00439123-0.00596775j -0.00682735-0.00182629j -0.00482859-0.00378087j 0.008011+0.00691259j 0.00471226-0.000968941j -0.00207909+0.00489669j 0.00239822+0.000287857j -0.00751944-0.012694j 0.00159058+0.00141321j -0.000585046+0.00312618j 0.0119501-0.00113176j -0.00440547-0.00160505j 0.00776579+0.00103059j 0.00365983+0.00468023j 0.0116543+0.000861522j -0.00672881-0.00286821j -0.00335974+0.00348272j -0.00690556-0.00301218j -0.00117854+0.00197029j 0.00343144-0.000668932j -0.00834422+0.00231888j -0.0166451-0.000363993j -0.0052385-0.000416499j -0.0109969+0.00162309j -0.0144169-0.0114022j 0.00324684+0.00592618j 0.00403415+0.00216023j -0.00173489+0.00684253j 0.00381561-0.00168379j 0.00681968-0.00819679j -0.00282012-0.00554883j -0.00737136-0.00326716j 0.00173014-0.00153329j -0.0110149-0.00404406j -0.00632602-0.0019885j -0.000531743+0.00482893j 0.00410553-0.00917222j 0.00213313+0.00133289j -0.00237816+0.00321317j 0.0106152-0.004905j -0.0120377+0.0044006j 0.000811418-0.00226538j -0.00115851+0.00591342j -0.00169777+0.00915432j -0.00395768+0.000763364j 0.00196672+0.000508576j -0.00427255+0.00286618j 
-0.00184669-0.00464244j -0.000954259-0.000155613j 0.000595722-0.00424052j 0.00264484-0.00652658j -0.00529714+0.000108651j 0.00796181+0.00492798j 0.00121898-0.00384781j -0.00157669-0.00218172j -0.00238514-0.000799023j -0.00137286-9.64785e-05j -0.000204251+0.00424748j -0.000774486-0.000698425j 0.00640066+0.00371682j -0.00158051-0.001595j -0.00014368+0.00295757j 0.00112243-0.000639426j 0.000561976+0.0105508j -0.00234988+0.00712526j 0.00791261+0.00494206j 0.00358447-0.000201735j -0.0149961-0.00159078j 0.000708769+0.00103188j 0.00803611-0.000765656j -0.0048855-0.000613481j 0.00179225+0.00882185j 0.00224292+0.00227354j -0.000814427-0.00641213j 0.00383523-0.00481969j 0.00628553-0.00358139j -0.00104079+0.00374288j 0.00112472-0.000821106j -0.00447526-0.00306841j -0.00248342+0.0108041j -0.00118684+0.00638715j 0.0260806+0.00186856j -0.0032353+0.00681417j -0.000322968+0.0066548j -0.00277806+0.00740581j 0.00299155-0.00692357j -0.00315559-0.004694j -0.00682378-0.0134077j 0.00165428+0.00430498j 0.0115236+0.00832826j -0.00790613-0.00560286j 0.0171589+0.0041288j -0.0037012-0.00662861j -4.32712e-05+0.00384452j -0.0143539+0.00263065j 0.00556321-0.00268341j -0.0110466+0.00980397j -0.00721073-0.00455034j -0.0134629-0.00379765j 0.0036417-0.00164105j -0.0111989+0.00245358j -0.000730367+0.00416448j -0.00485943-0.000191649j -0.000835749+0.00275016j -0.00410202-0.00575509j 0.00668686-0.00780315j -0.00687763+0.000743294j -0.00281415-0.00209173j -0.00817567+0.00420032j -0.0116832+0.0127761j -0.00666436+0.00211475j 0.00283468+0.00173926j -0.00309023-0.00898926j -0.00358414-0.00229076j -0.00382846-0.000418073j -0.0099078-0.000985502j -0.00377594+0.00846942j -0.0148841+0.00346383j 0.00838023+0.00482687j -0.00665239+0.00781804j 7.39305e-05-0.00220189j 0.00754202+0.0164179j -0.00427648+0.00374144j -0.00179329+0.00179169j 0.00166002+0.00233819j -0.00710412-0.00147238j 0.00283564-0.00929936j -0.0065969+0.0013029j 0.00635392+0.00421259j -0.00433064-0.00529347j 0.00872952-0.00310913j -0.00194895-0.00676501j -0.0109899+0.00294509j -0.00224219+0.00189179j -0.000329759+0.00626587j -0.00530067+0.00650862j -0.00113773+0.00279378j -0.00513146+0.00677628j -0.00712124-0.00101645j 0.0015379+0.00903792j 0.00685635-9.74314e-05j 0.00123554-0.00211859j -0.00486006+0.00156057j 0.00134814-0.00914074j 
0.00191926-0.00328487j -0.000516032+0.00117756j 0.00150918+0.000440642j -0.00272397+0.00361864j 0.00539927-0.00534363j -0.00114172+0.00372753j -0.00521484-0.000317213j -0.0020509-0.000888187j -0.00203059+0.00263245j 0.00318491+9.06623e-05j 0.00308088+0.000936382j -0.00348904-0.00436143j -0.0031975+0.0035241j -0.00227315-0.00161316j -0.00609436+0.00598841j 0.00172062-0.0040632j 0.00112756+0.00251336j 0.00351698-0.00766944j -0.00205737+0.00025357j -0.00159392+0.00491866j 0.00632975-0.00312101j 0.00165438+0.00644939j 0.00778015+0.00618868j 0.00908121-0.0068659j -0.00268797+0.00756341j -0.00333583+0.00898119j 0.00230473+0.00649521j 0.00409753+0.00749014j -0.00357049+0.000186022j -0.00369648+0.00625487j 0.000889646-0.00204824j 0.00137835-0.00503686j -0.0100506+0.00736721j 0.00455485+0.00907186j -0.00504876+0.00889083j -0.00637663-0.0138175j 0.000321351+0.00192349j -0.00825338+0.00509195j -0.0114573+0.013795j 9.14616e-05-0.00383532j 0.00157222-0.00484518j 1.73881e-05-0.0179063j -0.00895757+0.000323906j 0.00492714+0.000924685j -0.00856067-0.0004759j 0.00733116-0.00246599j 0.00663899+0.00483523j 0.00307867+0.00213203j 0.00572964-0.00402131j 0.000496251-0.00567009j 0.00370259+0.000908768j -0.00594812-0.0106683j 0.00582296+0.00427516j 0.0100755+0.00937534j -0.0160311-0.00348129j 5.12603e-05-0.00509344j -0.00903269+0.0020841j 0.00161831-0.00706614j 0.00407786-0.00863281j -0.00571506-0.00604676j 0.0109496+0.00788065j 0.00628055-0.0022053j 0.00738104-0.00528116j 0.00165552+0.000525341j -0.0017664-0.00482519j -0.0076294-0.00586707j 0.00841189+0.00102914j -0.00197907+0.000972268j 0.00233748-0.0161176j 0.00580695-0.00595761j 0.0110079-0.00534415j -0.00247096-0.00123322j 0.00280695-0.000906548j -0.00627458+0.002771j 0.00697836-0.00258164j 0.000691171-0.00209076j 0.00919453-0.00333694j -0.000399521+0.00692892j -3.44252e-06-0.00236275j -0.00127227-0.00543894j 0.00655453+0.00108353j -0.00560906+0.00723905j -0.000817306-0.000328189j -0.0130318+0.000569811j -0.00788485+0.00712569j 0.000605778-0.000910687j 0.00207345+0.000492447j 0.00352281-0.00569812j -0.000375919+0.00306342j 0.00282445-0.00879144j 0.0116361+0.00320937j 0.00379441-0.00266341j 0.0044544+0.00345819j 0.00206897-0.00358567j -0.00236743+0.00256097j -0.00109178-0.00360789j 0.00177324-0.000460507j 
0.00154676-0.000716664j -0.00217124-0.000283758j -0.0044375-0.000920145j -0.000303616+0.00526074j -0.000284097-0.00217248j -0.00135729+0.00232537j -0.000374745+0.00646643j 0.00103078-0.00316393j -0.00243898-0.000893136j -0.00121207+3.153e-05j -0.000298833+0.00194897j 0.00486786+0.00209781j 0.00117847+0.00761713j 0.0071499-0.00332858j -0.00462838+0.000418434j -0.00295122-0.00081546j -0.00270308+0.00730087j 0.00737706+0.00362404j 0.00515586+0.00387536j 0.00937917+0.00212368j 0.000587547-0.00736357j -0.00466507-0.0107328j -0.00974068+0.00182011j -0.00722524-0.00630577j -0.00174066+0.000863736j -0.00313534-0.0015875j 0.00224519-0.00638109j -0.00683168+0.00013873j 0.00593719+0.00339375j -0.00573734-0.00120723j 0.000404348-0.00283996j -0.015038-0.00727919j 0.00600243+0.00118807j 0.00241237-0.00278784j 0.00360258+0.0131476j -0.00257976-0.00814919j -0.00616204-0.00552756j -0.00925377+0.000378278j 0.00680763-0.00216467j -0.000851213-0.00522014j -0.0048122-0.011602j -0.0100519+0.0001727j -0.0183655-0.00236647j 0.0114113-0.00604959j -0.0151274+0.00132879j -0.00689636-0.00271214j -0.00892617-0.0016875j 0.00110884-0.00185775j -0.0120993+0.00736289j 0.000716302-0.00563436j 0.00635743-0.00681687j 0.00552483-0.00937556j -0.00109511-0.0133269j -0.00352037-0.00251062j 0.00491052-0.00201975j 0.000581583-0.00145258j 0.0050044+0.00265798j 0.00304929-0.00203233j 0.00213516-0.00857762j 0.00191733-0.00256061j 0.00684234-0.00962266j -0.00533886+0.00154181j -0.00209964+5.04425e-05j 0.00414609+0.00405891j -0.00229594-0.00117562j 0.0105239+0.00161227j 0.00218179+0.00339335j 0.000926782+0.0082217j 0.00262345+0.0074109j 0.000684374+0.00586628j 0.00477165+0.00617538j -0.00318501-0.0043978j -0.00126283+0.00111695j -0.00977097-0.00744129j -0.0026742+0.00307332j -0.0048304+0.0126534j -0.000119215-0.00320956j 0.000145729+0.00634541j -0.00187703-0.00456766j 0.0124592+0.0010875j -0.00949689-0.00301543j -0.000805305+0.00388354j 0.00721097+0.000880006j -0.000157285+0.00256234j 0.00470376+0.00355827j -0.00281478-0.00509712j 0.00688091-0.00697742j 0.00261471+0.00519601j -0.00175763+0.00115391j 0.0019097-0.00311369j -0.00627448+0.00429767j 0.00166661-0.00514801j -0.00356548+0.0037063j -0.00374091+0.000482487j -0.00231572-7.37724e-05j -0.00292242-0.000873082j 0.00221293+0.00036561j 
0.00253961+0.000584591j 0.00259163-0.00103313j 0.00495268-0.00359507j 0.00368767+0.000422291j 0.00482379+0.00404546j 0.00183311+0.00546092j -0.00146456+0.00150369j -0.000107764-0.00584529j 0.00250024+0.00148339j 0.00449577-0.00141494j 0.00015249-0.00417504j 0.00267018-0.00759933j -0.00147097+0.00274797j 0.00438984-0.000745624j -0.000872711+0.002967j -0.000875398-0.00835147j 0.00759519+0.000511491j 0.00571606+0.00915338j -0.00563307+0.00311325j 0.00485894+0.00662409j 0.00677254-0.000702528j -0.00317744-0.00461174j 0.0055141+0.000421474j 0.00106261-0.00223973j -0.00523052+0.00472444j 0.00183722+0.00811438j -0.000130307+0.012568j -0.00360556+0.00120758j 0.00783602-0.00138938j 0.00543508+0.00156891j -0.013499-0.00125201j -0.00152563+0.00544907j 0.00685824-0.00693811j -0.00373735+0.0108125j 0.00552941-0.00647985j 0.0025374+0.00749861j 0.000573311+0.00194018j 0.002978+0.00202159j -0.00216255-0.00366926j 0.00365798+0.00391313j -0.00266542-0.00279976j -0.00793614-0.016002j 0.0132656+0.00885095j 0.0042778+0.019261j 0.00155823-4.10394e-05j 0.000136548+0.00498593j 0.0135274-0.0015821j -0.00203006+0.00503881j -0.000796255-0.00760082j 0.00559227+0.00495401j -0.00699493-0.0132899j -0.00934554+0.00262928j -0.0075517-0.000509838j -0.0125044+0.00770854j -0.00431442+0.0128342j 0.00570164-0.00346383j 0.00465395+0.00934039j 0.00622625+0.0126719j -0.00693703-0.00435205j -0.0214999+0.00313044j 3.40911e-05+0.00145527j 0.000820491+0.0104164j 0.00625918+0.00806538j 0.00394165-5.05671e-05j -0.00807877-5.87492e-06j 0.00246539-0.000225805j 0.000302466-0.00521074j 0.00399261+0.00409434j 0.00125785-0.00286814j -0.00481213+0.000822806j 0.00116736-0.000911548j -0.000243174+0.00250272j -0.00530651+0.00109977j -0.00997161-0.00153016j 0.0102858-0.00490157j 0.00831307-0.000514886j -0.00808227-0.00289171j -0.000275373+0.00426486j 0.00772811-0.00039264j 0.00167611-0.00453604j -0.0010547-0.00131655j 0.00295937-0.00235364j -0.0122245-0.00369705j 0.00214787+0.00638615j -0.00131327+0.00650493j 0.00434066-0.0093683j 0.00297537+0.00673123j 0.00141022+0.00351392j -0.00199476+0.000608405j -0.00575043+0.000549772j 0.00524258-0.000990934j 0.00652982-0.0067569j -0.00154472-0.00600901j -0.000988191-0.00268339j 0.000269711-0.00404448j 0.000777611+0.000266853j 0.00590498+0.00516034j 
0.00131362-0.000712609j 0.000742695+0.0008898j 0.00168319+0.00025992j -0.00543781+2.89719e-05j 0.00341588+0.0028383j -0.00745644-0.00644612j 0.000811762-0.00672109j 5.64225e-05+0.00427445j -0.00203797+0.00342859j 0.000879271+0.00237772j -0.00132851+0.000528151j 0.00587269+0.00253751j -0.0018036+0.000989365j 0.0037584-0.0073335j 0.00504797-0.00118938j -0.00241872+0.0016356j -0.0049004+0.00547837j -0.0058404-0.000217958j -0.00187221-7.65557e-05j -0.00230649-0.00819025j 0.00374802+0.00585656j 0.00581117+0.00832459j -0.009528-0.000476393j 0.000840689+0.00479915j -0.0037234+0.00392326j -0.00181334-0.000731769j 0.000516446+0.00401243j 0.0115045+0.00499563j -0.0117015+0.000597143j 0.0145289-0.00262783j -0.0107104-0.00182632j 0.00191134-0.00329927j 0.00653602+0.0109472j 0.00231595-0.00775711j -0.00199608+0.00705549j -0.000925276+0.00221637j -0.0016554-0.00271165j 8.05107e-05+0.000461996j 0.00473344+0.00774068j -0.00968847-0.004711j 0.00328972+0.00859206j -0.00194653-0.00225153j 1.45374e-05-0.0068541j -0.0112691+0.00176725j -0.0044722-0.00845349j -0.00200851+0.00925914j -0.00304769+0.0245328j -0.00867227+0.000935975j -0.000126616-0.00445102j -0.00728793-0.000472749j 0.00540541-0.0125256j -0.00376721-0.00524229j -0.00380595-0.00986231j -0.00611672-0.00648119j -0.00648144-0.0082728j 7.87278e-06+0.00611896j 0.00413844-0.00813521j -0.000229927-0.00151108j -0.00111998-0.00279243j 0.00135259+0.00252006j -0.00729662+0.0030522j 0.00790685+0.00540922j -0.000914286+0.00145179j -0.0024859+0.00210055j -0.00784908-0.0016177j 0.00208296+0.00434149j 0.00896645+0.00951478j 0.00322107-0.00484634j 0.00696548+0.00363035j -0.00599128-0.00494505j 0.00129048+0.000879515j 0.0130611-0.00635188j 0.00409193-0.00145108j -0.0102061+0.0056352j 0.00323437+0.00122619j 0.00341021+0.00350975j -8.39768e-05+0.00449589j -0.00257487-0.00336571j -0.00459685-0.000836703j -0.00336606-1.99126e-05j 0.000803182+0.0082335j 0.00409633-0.00604981j 0.00764912-0.00162482j -0.000522759-0.00544837j 0.00787058+0.0132239j 0.00103433+0.00242735j -0.00545755-0.00409023j -0.00274508+0.00111717j -0.00393409-0.00528668j 0.00379719+0.00100456j 0.00315235+0.00170215j -0.000695691+0.000712115j 0.00545514+0.000499475j 0.00275114+0.000712744j 0.00702329+0.00343285j 0.00105745+0.00341444j -0.00635835-0.000133055j 
0.00147658+0.00326422j -0.000697875-0.00275709j -0.000768416-0.000567447j 0.000996051+0.00173685j 0.00177123+0.00400572j 0.00117951+0.00248693j 0.0049163+0.00178234j -0.00258709-0.00278169j 0.00349623+0.00324999j 2.10063e-05-0.00255386j -0.000996044+0.00381332j 0.00303224+0.00017541j 0.000253694-0.00513739j 0.00568962+0.00657493j -0.00249145-0.00873865j 0.0026555+0.00385153j 0.00154211-0.00192591j -0.000823538-0.00129071j 0.00202426+0.00430012j 0.00261778+0.000821771j -0.00294229+0.00256848j -0.0162749-0.0150468j -0.00684624-0.00684241j -0.00167357+0.00257538j -0.00382154-0.00848336j 0.00106481-0.00237475j 0.0005497+0.00604821j -0.00646493-0.00612781j -0.00727999+0.00408829j -0.00138371-0.011997j -0.00265277+0.00273283j -0.00234575-0.00613776j 0.0045535-0.00976215j -0.0109339-0.0119739j -0.00649313-0.0163434j 0.00146607+0.00713185j -0.00571322-0.000624933j 0.0131963+0.00513605j -0.00263189-0.0138585j -0.00812098-0.00474454j -0.00676492-0.00366619j 0.000350295+0.00490095j 0.0122204+0.000630938j 0.00704136+0.0071037j 0.00800365+0.00148633j 0.0049875+0.00545374j -0.00460139-0.00287363j 0.00384904+0.0040454j -0.00793094+0.00637254j -0.00381672+0.00164316j -0.00607781+0.00185465j 0.00373147+0.00404209j -0.00576767-0.00293729j -0.00228775-0.00145157j 0.00223552-0.00216408j 0.00545533+0.00754886j 0.00536769+0.0017612j 0.00411711-0.00267678j 0.000718927-0.00257573j -0.00317217+0.00388491j 0.00532063+0.0123331j -0.00341502-0.00694275j -0.00925692+0.00991523j -0.00402657-0.00729425j -0.000568993+0.00595502j -0.000115495+0.00580105j -0.0129165-0.00868838j -0.00218258+0.00808441j 0.00718674+0.0106817j -0.00129724+0.0118393j 0.00191213-0.003023j -0.0076673+0.00336533j -0.00827053+0.00537216j 0.000237561+0.00197377j -0.0112039-0.00100603j -0.00630385-0.00910663j 0.000601735+0.0062986j -0.00266534-0.00263033j 0.00242936+0.00608738j 0.00758392-0.00098854j -0.00639244+0.00224616j 0.0103337-0.002952j 0.00118141-0.000931466j 0.00937798+0.00496396j 0.00137561-0.00663038j -0.00211805-0.00535534j 0.00597856+0.00318209j -0.000538077+6.37303e-05j -0.00775478-0.00253433j -0.00515369+0.00518967j -0.00245461-0.00558045j 0.0020582+0.000456441j -0.00258767+0.00095797j -0.000276486+0.00178051j -0.000134716+0.00104759j -0.00252992-0.0011694j 0.00346495+0.00101461j 
0.00181581-6.15406e-05j -0.00223576+0.00178447j -0.000253543+0.00382232j -0.00256784+0.00575072j 0.00204015+0.000252281j 0.00253461+0.0016216j -0.0051458+0.000636941j -0.00611447+0.00224414j 0.00185763+0.000782334j 0.00244845+0.00274662j 0.000163518-0.00168505j -0.00237913-0.00759543j 0.00311996+0.00288672j 3.62129e-05-0.00616602j -0.00799457+0.00242242j 0.0056637-0.00747764j -3.72171e-05+0.0063084j 0.000833594-0.000399098j -0.00383621-0.0040068j -0.00192483-0.00194805j -0.00183873-0.00238037j -0.006697-0.000475755j 0.00296004+0.0012223j -0.000485177+0.00199304j 0.00275834-0.00104239j -0.000253586+0.00503064j -0.00102192+0.00036636j -0.0087245+0.00433748j 0.00232876+0.00423338j -0.0152318+0.00601237j 0.00188977-0.00298998j 0.00146998+0.0089168j 0.00206341-0.00420836j -0.0122451+0.00531768j -0.00895714+0.00542539j 0.00669687-0.00546445j -0.00631201-0.00591191j -0.000307469-0.00960191j -0.001706+0.00667996j 0.00194612+0.00782035j -0.00503617+0.00859768j 0.00467573-0.00152905j -0.00672868-0.00816563j 0.00772437-0.00592548j -0.00251774-0.00371142j -0.00214049+0.0073307j 0.005102+0.00739303j 0.0107192+0.0104573j -0.004353+0.00559601j 0.00335523-0.00626843j -0.00630269-0.00212994j 0.0040708-0.00785899j -0.00185831+0.00547434j 0.00956877-0.00455769j -0.00168783+0.00120733j -0.00150979-0.00598727j -0.0103836+0.00239264j -0.00293197+0.00142032j 0.00521385-0.00428385j 0.00402237-0.00126813j 0.00460494+0.00370054j 0.000464714+0.0051076j 0.00322764+0.00288719j 0.0116738-0.00198298j -0.00874196-0.00625225j 0.008408+0.00386205j 0.00118283-0.00602812j -0.00157018-0.00554473j 0.00715901-0.00451108j -0.00159991+0.000312198j 0.00755558+0.0027505j -0.00359802+0.0045496j -0.000874533-0.00860895j -0.000880495+0.000903628j -0.00509082-0.00311623j 0.010248+0.00137001j 0.00113996-0.00322937j 0.00354264-0.00774975j -0.00573924+0.00377347j -0.00752275+0.00824609j 0.000311947+0.00645929j 0.000494706+0.00174208j 0.00221073-0.00123797j -0.00759285+0.00130855j 0.00353412+0.00257911j 0.0069852-0.00143189j -0.00469131-0.00440381j 0.00223929+0.00160899j 0.00569942+0.00232061j -0.00684195+0.000882992j -1.86527e-05-0.00104019j -0.00236072+0.00208482j 0.00103923+0.000474357j -0.00506268-0.00475719j -0.00164393-0.00177139j 0.000356822+0.0026493j 8.51862e-05+0.00209763j 
0.00152136+0.00504079j -0.00345993-0.000340753j 0.000206487+0.000946459j 0.00189124+0.00765155j 0.00297427-0.000714147j -0.00185094-0.00312464j 6.73548e-05+0.00156835j -0.000416959-0.00091038j -0.00227547+0.00323505j 0.00278181-0.00224775j 0.00146609-0.00534675j -0.00105598+0.00164751j 0.00112601-0.00449099j 0.00427528+0.00111446j -0.00273899-0.00968745j 0.00205908-0.00181199j 0.000151286-0.0019879j 0.0025152-0.00175952j 0.00152268+0.000583127j 0.00176804-0.000166764j 0.006878+0.000159664j -0.00875805-0.00881044j -0.00776234-0.000368697j 0.0014069+0.00637919j 0.00932737-0.00977424j -0.00608478+0.00688995j 0.00264868-0.0011359j 0.00370202+0.00181245j -0.00823417-0.00445529j -0.00472386-0.0101981j 0.00303689+0.000231957j -0.00692699-0.0119214j 0.00115581-0.0116729j -0.0102386-0.00321683j -0.0110012-0.00455389j -0.00960255-0.000466831j -0.00352348-0.00793795j 0.00194017-0.00266774j 0.000586706-0.0112966j -0.00405167-0.00218448j 0.00564827-0.00505245j -0.0136643-0.00333035j -0.00217778-0.00716265j 0.00406049+0.00693729j -0.00261751-0.00419527j 0.00151108+0.00499617j -0.00261497-0.0069713j 0.00482622-0.00166993j -0.00408751+0.0020146j 0.00463669+0.000690598j 0.00117839+0.00306335j -0.00129972-0.00148988j 0.00289812-0.0121613j -0.00292978-0.000621991j -0.00644804+0.00324834j 0.0123355+0.00589655j 0.00335697+0.000363014j 0.00159026+0.00165578j -0.000887328+0.00599053j 0.00340578-0.00590149j 0.00387475-0.0050666j -0.00826852-0.000492898j -0.00233097-0.00432873j -0.00523313-0.00375943j -0.00225898-0.00310569j 0.00440265+0.00668329j -0.00341319-0.000131238j 0.00226117+0.00212469j 0.0043204+0.00842183j -0.000140503+0.000831932j -0.00173794+0.00130541j -0.000173959+0.00168608j 0.00115067-0.00313602j 0.00831598-0.00817649j 0.00507326-0.00281347j -0.00204913-0.0074255j 0.00453313+0.00145319j -0.000496041-0.00590281j -0.00917914-0.00330809j -0.00474134+0.0112038j -3.62434e-05-0.00865281j -0.00267152-0.00451808j 0.0105764+0.002328j 0.00368361-0.000490504j 0.00632449-0.00830551j 0.00607879+0.000212302j 0.000684712-0.00122347j -0.00474244-0.00545188j 0.00134232-0.00963545j -0.00414326-0.00196196j -0.00505158-0.00818701j -0.00327506+0.00389226j -0.00212689+0.00111725j -0.00116122-0.00181835j 0.00313973-0.0010328j -0.00676132+0.00130296j -0.00223484+0.00158484j 
-0.00400036+5.41954e-05j -0.0037971+0.00121691j -0.00576336+0.00219238j -0.00246839-0.000156857j -0.00609355+0.000836968j 0.00555396-0.00313797j -0.00197719-0.00392745j -0.00469572+0.00532751j 0.00294604-0.000872699j 0.000588726-0.00189639j 0.00649006-0.00654883j -9.71054e-05+0.00351453j 0.00633634+0.00208691j 0.00162492+0.00310015j 0.00517669+0.00434278j 0.0020123-0.00486451j 0.00716804+0.0010895j 0.00389956+0.00158947j 0.0119965-0.00305745j 0.00222888-0.00257753j -0.00502502+0.00126592j 0.007265+0.00241841j 0.00362787-0.00670824j -0.00770094-0.00394338j 0.0152641-0.00236037j 0.00164282-0.00033018j -0.00633368-0.00108098j -0.00587734+0.00175258j 0.00426122-0.00265811j 0.00358213+0.0067443j 0.00205088-0.00132419j -0.0122894-0.00322945j 0.00522685+0.000902587j 0.000928631+0.00406775j 0.0121667-0.010432j -0.00632928-0.000552034j 0.00985547+0.0106321j -0.00160781+0.0115538j 0.0160718-0.0122029j -0.00946887-0.00299217j 0.00299535-0.00589061j -0.0130173-0.00312863j -0.00579455-0.00204695j -0.00800183-0.00348352j -0.00734842-0.0023745j -0.0101876-0.00340264j 0.0136473-0.0171599j -0.00605339-0.00538996j -0.00619606-0.00469496j -0.00069146+0.00414393j -0.00873259+0.00615612j -0.00509615+0.00267163j -0.00377562-0.00767297j 0.00684713-0.00183507j -0.00507125-0.00690547j 0.000861853+0.00459336j -0.0134405+0.00263566j -0.00620102+0.00669847j 0.00413477-0.00580599j 0.00596982-0.00685108j 0.00255412-0.00634715j -0.00349402+0.00701699j 0.0050212+0.00736816j -0.00154309+0.00156547j 0.00803787-0.000133967j -0.00292834-0.0022492j 0.0056564-0.000143302j 0.0147094-0.000705353j -0.00072558-0.00131006j -0.00110319-0.00177632j -0.00359308-0.000950689j -0.00572821-0.00486327j 0.00435967+0.00118871j 0.00699645-0.0146842j 0.00897947+0.000363248j -0.00416973-0.00639372j 0.000649989+0.0156445j 0.00352527+0.00650865j 0.00105251-0.000778548j -0.00645317+0.0113554j -0.00252676+0.000956262j -0.00478938+0.00230885j 0.00179179+0.00671391j 0.00495124-0.00106705j 0.000986134-0.0044822j -0.00103375-0.00375744j -0.00361173+0.0023791j 0.0026635-0.00382563j 0.00105431-0.00192235j -0.00117526+0.000855001j -0.00312441-0.00444484j -0.00980705+0.00339564j -0.000557427+0.00218508j 0.00184468+4.96046e-05j 0.00121961+0.00286034j -0.00899516+0.00519192j -0.00690046+0.00250928j 
