-0.00440402+0.00545895j -0.00575605-0.00496718j -0.00646752-0.00304363j 0.00309148-0.00604037j 0.00255875+0.00161326j -0.00344811-0.00287992j 0.00268652-0.00522046j 0.00548527+0.00135885j 0.00084318-0.00274815j -0.00084343+0.00109742j -0.000438741-0.00492668j 0.00388746+0.00165236j -0.00240048+0.00179822j -0.00406846-0.00117104j 0.00240584-0.00303581j -0.00241042+0.00207447j -0.00277407-0.000644671j 0.00136144+0.00333344j -0.00267749-0.000474905j -0.00144734-0.00469003j -0.000827846+0.00213078j 0.000686617-0.000750758j 0.00499457+0.00126169j 0.000543543-0.00245946j -0.000583708-0.000802635j 0.00350138-0.00259281j -0.000885383-0.00191226j -0.000306303-0.0014419j -0.00458999+0.000975381j -0.000126314-0.00108955j -0.0010218+0.00347194j 0.00225344+0.00126057j 0.00119508-0.00172393j -0.000544357+0.00150093j 0.000252368+0.00239704j 0.000181825+0.00233732j -0.000942022+0.00151276j 0.000691985+0.0020121j 0.00100311+0.000186402j 0.0033383-0.00116302j -5.14254e-05+2.86135e-05j 0.00152958-0.00224245j 0.00109832+0.000694142j -0.00252372+0.000656008j 0.00324162-0.000507134j -0.00106847-0.00264313j -0.000546885+0.00235203j -0.00291762-0.00310565j -0.00406703-0.000332354j 0.00317523-0.00874175j 0.0113265+0.00315653j 0.00200007+0.0053768j -0.00471367+0.00991144j 0.00978663+0.0019567j 0.018621+0.0154513j 0.014988-0.0179281j 
0.000559851-0.00151579j 0.000510654-0.00222046j -0.000451647+0.000831556j 0.00111235+0.000695147j -0.00176677+0.00125897j 0.00471252+0.000310996j 0.00377752+0.00108345j 0.00485815-0.00024279j -0.00912507+0.00360007j -0.00473255-0.00294462j -0.00353849+0.00102707j -0.00306412+0.00546928j -0.00235821-0.00573283j -0.000302843+0.00592636j -0.0156512-0.00817161j -0.00460462+0.0086817j -0.00557201-0.0054166j -8.79439e-05-0.00594227j 0.00101649-0.00221202j 0.00369128+0.00974327j 0.00814969+0.00206213j -0.00122667-0.00171289j 0.0052487+0.00464072j -0.00325583-0.00719699j 0.00682369+0.00420175j 0.000432403+0.00402385j 0.000443601+0.00749503j 0.00226681+0.00308093j 0.00116336-0.00277899j 0.0019177-0.00620393j -0.00120161-0.000925873j -0.00495078-0.00168809j 0.00444459+0.00314087j 0.00321265-0.0011276j 0.00211226-0.00328167j 0.00174932+0.00277757j 0.0014773-0.00049358j 0.00288672+0.000741154j 7.05375e-05+0.000415824j -0.00108471-0.00455256j -0.00131603-0.000131806j 0.00425423-2.76173e-05j -0.000981011+0.00172492j -0.00343006+0.00115518j 0.00130096+0.00116468j -0.000274422-0.000402664j -0.00552646-0.000425522j 0.000365564-0.001417j -0.00396667+0.00289734j 0.00160606-0.0020634j -0.00101592+0.00117778j 0.00262303-0.00291739j -0.00303237+0.00128119j 0.00377992+0.00222838j -0.00111615-0.00175899j -0.00372549-0.000871686j 
0.00227846-0.00074522j -0.00183277-0.00274715j -0.00016231-0.00163173j -0.00076551+0.00239905j 0.00157204-0.000642404j -0.0026461-0.000156912j -0.0017289+0.00215877j 0.00213317-0.00668559j -0.00348349+0.00138769j 0.0112046-0.010523j 0.000487975+0.00255659j -0.00176099-0.00201181j -0.00163717-0.00984311j 0.00688257-0.00962363j 0.0105828+0.00818637j -0.00474267+0.00229312j 0.00586925-0.0043553j 0.00186926+0.0227899j 0.00267575-0.00535008j 0.00250167-0.0055204j -0.00578761-0.00249078j 0.00523717-0.00611285j -0.00575138-0.00550901j 0.00660671-0.00896178j -0.00943161-0.00272364j -0.00800197-0.00131583j -0.00436743+0.00129687j -0.00368262-0.000227083j 0.00519712+0.00687014j 0.00466443+0.00953306j 0.000311598-0.0040677j 0.00247278+0.00162235j 0.000124227-0.00884942j -9.97397e-05-0.0109084j -0.00227008-0.00138592j -0.00333209-0.00791126j 0.000299557-4.70812e-05j -0.000965307-0.00495947j -0.00151957-0.00424511j 0.00180876+0.000663389j -0.00167824-0.00128905j 0.0051018-0.00199322j 0.00284863-0.00472398j 7.13038e-05-0.00079015j 0.0014569-0.00088544j -0.0057961+6.49369e-05j 0.000611171+0.00068923j -0.00303697+0.00127204j -0.000722432-0.00233428j -0.0016124+0.000123418j -0.000928764+4.22866e-05j 0.00358473+0.000669765j -0.00139166-0.00146711j -0.000382962+0.00135328j -0.00293749+0.00251502j -0.00153959-0.00135606j 
-0.00152232-0.000449311j 0.00268746-0.00159735j 0.00144309-0.00175443j 0.00493276+0.000382209j -0.00754131-0.000919818j -0.00833741+0.00475398j 0.00144526-0.00221738j -0.000874246+0.00382492j -0.00857098-0.00190056j 0.00904217-0.000593553j -0.00117378-0.00239975j 4.52834e-05+0.00305641j -0.00573884-0.00433964j -0.00393668+0.00340012j 0.01319-0.0108413j 0.00267965+0.00198067j 0.00717949+0.00136666j -0.00442472-0.0100924j 0.0105032+0.00586401j -0.0082728+0.00426575j 0.00529967-0.00269859j -0.00230222+0.00220085j -0.00102833+0.00556273j 0.00822241+0.00391275j 0.00349032-0.00147902j -0.00303049-0.000364822j 0.000142142+0.00543601j -0.00529732-0.00148469j -0.00177402+0.00215762j 0.00253662+0.00392021j -0.00326277+0.00146578j 0.00204795-0.000408529j -0.00870401+0.00388878j 0.00108082+0.0051848j 3.86949e-05+0.00392604j -0.000154946-0.0026936j 0.000764633-0.0027146j 0.0030602-0.00268519j 0.00228626+0.00457682j -0.00346927+0.000832603j 0.00393877-6.0471e-05j -0.00560199+0.000297778j -0.00455158-0.000959617j 0.00135056-0.00113149j -0.00220602-0.000714512j 0.0016345-0.00141049j 0.00256182-0.000785403j -0.00428074+0.00112267j 0.00343767-0.0017865j 0.000650061-5.4217e-05j 0.000604207+0.000935143j -0.000152586+0.000640229j -0.000878208-0.000580412j 0.00036045+0.000770776j -0.000768777-0.00208271j -0.000808176+0.000633154j 
-0.000721795-0.000330672j -0.00257142-0.000503122j -0.000843166+0.000294989j 0.000461013+2.97008e-05j 0.00313194+0.0018118j 0.00820681-0.00373744j 0.00501222+9.34518e-05j 0.00440682-0.000387731j 0.00714494-0.00654715j -0.00195414+0.000802135j 0.00877952-0.00772156j -0.00401827+0.00159485j 0.0124753-0.016863j 0.00772301+0.00938073j -0.00412689+0.0118317j 0.00758761-0.0054644j -0.00290011+0.00802004j -0.00311347-0.00565678j -0.00205996+0.00876671j -0.000374784-0.00219731j -0.000433554-0.00455176j 0.00289545+0.00410308j -0.00290671+0.00403787j -0.00113345+0.00991566j -0.00832217-0.00206178j -0.000398892-0.00981213j -0.00714168+0.000806375j 0.00247349-0.00534665j -0.00274662+0.00732011j -0.00631492-0.00426103j 0.00426599-0.00730228j 0.00922609+0.00456672j -0.00086927-0.00203451j 0.000160769-0.00389297j -0.00159499-0.00282791j -0.00276464+0.00362427j -0.00343675-0.00150637j -0.00221393-0.00321491j 0.00152429+0.00608273j -0.00236964+0.00643847j -0.00142477+0.00718321j 0.00084381-0.00145087j 0.00314035+0.000419362j -0.000281624-0.00397049j -0.000935576+3.31981e-05j -0.00280401-0.0031495j -0.00197022+0.00130357j -0.00281145-0.00224524j 0.00119392+0.00292168j 0.00103966-0.00322775j -0.0014239-0.00173479j 0.000132269-0.000286985j -3.92261e-06+0.00183913j -0.000609188+0.000805147j -0.000877382-0.00151671j -0.00204894+0.00128392j 
-0.00369025-0.00399837j -0.00585945+0.000677166j -0.00289311-0.00018526j -0.00155375-0.00547834j -0.00876938+0.00192297j -0.00449604+0.0031318j 0.00415544-0.00436075j -0.00505589+0.00653095j -0.00687468-0.00302802j 0.00617746+0.000617556j 3.37463e-05+0.0105041j -0.00288731-0.0012187j -0.00962038+0.0038612j -0.00118451-0.00255045j 0.00495345+0.00734429j 0.01015+0.00567321j 0.00716171+0.00617736j -0.00107259-0.0102407j -0.00571395-0.0158513j 0.00453196-0.00412652j -0.00229033-0.00154466j 0.00151552+0.00692758j 0.000206835-0.00304623j -0.00185137+0.00118308j 0.00598488+0.00237613j 0.000937284-0.00207366j 0.00720587-0.00143899j -0.000144936-0.00799458j -0.000165777+0.0116884j 0.00328371+0.00127991j 0.0006712-0.00190463j -0.00325763+0.0109052j -0.00102327+0.000334331j -0.00010677-0.00702636j -0.000621136-7.36458e-05j 0.000172704+0.00403799j 0.00346512+0.00417743j 0.000641433-0.000541557j 0.00277171+0.00397002j -0.00141857+0.00262604j 0.00213567+0.00424813j 0.00202534+0.00552673j 0.00373746+0.00398751j 0.00230395+0.00220384j -0.00223667+0.00235788j 0.00267723+5.20033e-05j -0.00195226+0.00111576j 0.00179055-0.00563189j 0.000833745-0.00169223j 0.00246882-0.00520656j 0.00667942+0.000549452j -0.00588433+0.00014396j -0.001851+0.00579274j -0.000996542+2.69319e-05j 0.00061403+0.000724731j -0.00167464+0.00360057j 
-0.00379696+0.00209566j 0.000555448-0.00206242j -0.00416626+0.00109896j 0.0037263-0.0041692j -0.00185119+0.00199619j 0.00283947-0.00367667j -0.00876408+0.0039265j -2.5575e-05+7.6285e-05j 0.00128322+0.00936326j -5.05066e-05+0.00621768j -0.00380789+0.0144432j -0.00847246+0.0172486j -0.00272891-0.00474431j 0.00823434+0.0012091j 3.06124e-05+0.00975253j -0.00969957+0.0112754j -0.00575672+0.00548j -0.00210378-0.00565104j 0.00536236-0.00280537j 0.00334746+0.0108064j -0.00534693-0.00410358j 0.000886552+0.00170826j 0.00545207-0.001987j 0.000768137-0.0028149j -0.00267988-0.000753391j -0.00354023+0.00302329j 0.0038626+0.00337564j -0.000281347+0.00249818j 0.00415964-0.00210567j -0.000268289-0.00407947j -0.000631121+0.000264303j 0.00108899+0.00120042j 0.005155+0.000238107j 0.00476395-0.00463804j -0.00248784-0.00533657j -0.00292487+0.00206125j 0.00193221-0.00186219j 0.00523939-0.00511898j -0.00105541+0.00345363j 0.000553392+0.00221205j -0.00111571-0.000960152j 0.00310627-0.00443832j 0.00250315+0.0084471j -0.00267001+0.000353536j -0.000727759-0.00531276j -0.00210696+0.000494866j -0.00578926+0.00441565j 0.00219706-0.00193757j 0.000897314+0.00198965j 0.000980278+0.000881815j -0.00261933+0.00425527j 0.00326478-0.00187865j -0.00338528+0.00155835j 0.0025704+0.000772491j -0.00223562-0.000250312j 9.3324e-07+0.00231617j 
0.000325878-0.0017562j 0.00807852-0.00369278j -0.000372046-0.000283121j -0.000629339-0.000580665j -0.0013515+0.000401031j -0.00821536+0.00422579j -0.0104471+0.0104026j -0.00230491-0.00452793j -0.00511342-0.00971532j 0.00384898+0.00777546j 0.000438407+0.00699963j -0.00374982+0.00752856j -0.00571493-0.00648153j -0.00626488+0.00437485j 0.0174229-0.000473052j -0.00745139+0.0121745j 0.00541463+0.00797228j 0.00304546-0.009797j 0.00303312-5.43632e-05j -0.00377536+0.000799246j -0.0040032+0.00705292j 0.0053624-0.00271425j 0.00017549-0.00304733j 0.00380424-0.00123924j 0.00415612+0.00433556j -0.00104995+0.00120015j -0.00106414+0.00195424j 0.00183085-0.00356659j 0.0029961-0.00174252j -0.00211232-0.00226514j -0.00184127-0.000366782j 0.00454202+0.00237719j -0.00526148-0.00189044j -0.0029916+0.00125839j -0.00623712+0.00504143j -0.00311115+0.00439951j 0.00341383-0.00369346j -0.00263285-0.00401586j -0.00157071+0.00520512j 0.00284573+0.000205396j -0.000843662+0.00184095j 0.00205796-0.00343185j 0.00377659-0.00201053j -0.00140405+0.000107075j -0.00285361-0.00031045j 0.00467401+0.000833229j 0.000655766+0.00308442j -0.00114803-0.00648751j 0.000707301-0.00155574j 0.000759978+0.00010487j 0.00632531+0.0018111j -0.000425979+0.00142684j -0.00400061-0.000598579j 0.0017967+0.00270431j -0.000255661-0.00244771j -0.00155399-0.00074764j 
0.00716743-0.00146183j -0.000394672+5.21691e-06j 0.00714902-0.00232852j 0.0060198-0.00340342j -0.00435949+0.00464569j 0.00399724+0.00449653j 0.00624705+0.00307009j 0.00711712-0.00195037j -0.00204703-0.0184404j -0.00245772-0.00503518j -0.010699+0.00659547j 0.0107177-0.0138439j 0.00513757+0.0120655j 0.00250636-0.0100814j 0.00222098+0.00155027j 0.00359253+0.00966036j -0.0104935+0.0103856j 0.00491008+0.0098399j 0.01023-0.00129488j 0.00721263+0.00362587j 0.000243973+0.00701468j 0.00217636+0.00673011j -0.0026231-0.000373942j 0.000283605+0.00435742j -0.00339137+0.00483081j -0.000279548+0.00498424j 0.000513304-0.0031819j 0.00635052+0.00123242j -0.00788556+0.00112284j -0.00258861-0.000836571j 0.00383125-0.00180479j -0.00267786-0.00102831j -0.00328978-0.00151116j 0.00155813+0.00972832j -0.00513556-0.005437j 0.00274788-0.00250227j -0.000752287+0.0023531j 0.000787787+0.00180073j -0.00658768-0.00310607j -0.00323466+0.00456593j -0.00437088+0.0018241j -0.00187137-0.000333617j -0.00100165-0.00520319j 8.12266e-05+0.00184625j -0.00108821-0.00167837j -0.00194809+0.00543884j 0.0011581+0.000585269j 0.00552687-0.00216764j 0.00763826+0.00477092j -0.00241203+0.00563329j -0.00185672+0.00169113j -0.0033882-0.0040653j -0.000351198-0.00139849j -0.00200329-0.00211661j 0.000489935+0.000836321j 0.000278369-0.00261561j 
0.00765031+0.0044229j 0.000683304+0.00124347j 0.0111917+0.00250794j 0.0110069-0.000641596j 0.00509987+0.00624198j -0.00645935+0.00769422j 0.0167107+0.00798951j 0.00353836+0.00260019j -0.00875307+0.00847942j -0.00645233-0.000477686j 0.00187905-0.00306999j 0.00238902-0.00248857j 0.00601955-0.00610654j -0.000620909+0.00262333j -0.00452122+0.0112031j -0.00101448-0.004506j -0.00102307-0.00255425j 0.00442674+0.000930863j 0.00258633-0.00447276j 0.000524531-0.00206028j 0.00117407-0.00361396j -0.000790085+0.00215675j -0.000716858-0.00305387j 0.000528216-0.00117135j -0.000299523-0.00270938j 0.000195258-0.00352417j -0.00192698-0.00186155j 0.000258497-0.000627491j -0.000832813+0.00617281j -0.00033247+0.00360619j -0.00139502-0.00235565j 0.000649719+0.00458651j 0.00220129+0.00187634j 0.00163126-0.00556927j 0.00269126-0.000615365j -0.00019064+0.000486758j 0.000275193-0.000178446j 0.00451007-0.00229907j 0.000443993+0.00602353j -0.000438101-0.00265991j 0.00473202+0.00257034j 0.000724647+0.00397339j -0.00154499+0.00161462j 0.0034725+0.00295772j -0.0038062+0.000629545j 0.00334617-0.00451358j -0.00324239+0.00309615j -0.000320412-0.000596669j 0.00188255-0.000225394j 0.00352912-0.00280066j 0.00429819+0.00223232j -3.35921e-05+0.000118791j -0.00188018+1.79082e-05j 0.000764518-0.00230929j -0.00305757-0.00013446j 0.000383358+0.000680446j 
0.00105646-0.00102663j 0.00644768-6.34556e-05j -0.0066251-0.000969565j 0.0100402+0.00495359j 0.0124864+0.00111414j -0.0125301-0.00840658j -0.000898914+0.00239705j -0.00290385-0.0031217j 0.00649996-0.0128118j 0.00664808-0.00980971j 0.00411993+0.00602888j -0.000999927-0.00447145j 0.00779175+0.00449991j 0.00441869+0.00194043j -0.0109579-0.0104103j 0.00971619+0.00268357j 0.00638911-0.00376992j 0.000343447-0.00035946j -0.000288873-0.00105734j 0.00703416-0.00314822j 0.00365436+0.00142796j -0.00584854+0.000773354j -0.00150913+0.000722652j -0.0016122-0.00620927j -0.00432543+0.00401158j 0.00304622+0.00563681j -0.00288907+0.000643945j 0.000475275+8.28289e-05j -0.0034165-0.0073294j -0.00235484-0.00482598j 0.00305867+0.00100177j -0.00142489+0.000154688j 0.00280473+0.00446514j 0.00311918-0.0021884j 0.00308554-0.00481688j -0.00110333+0.00150176j -0.00288799-0.0045817j 0.00339866-0.000700395j -0.000593588-0.000123745j -0.000573469+0.00228317j -0.00365703+0.000924288j 0.00128303-0.000295366j 0.00199248+0.000378836j -0.00368895+0.000904827j 8.11578e-05-0.0015317j -0.00142646+0.00207138j -0.00332809-0.000964917j -0.000759815+0.000700342j -0.00295857+0.00270318j 0.00144407+0.00139905j -0.00356547+0.0010376j 0.00212766-0.000519738j -0.000919612-0.00147099j 0.00250658+0.000629636j 0.00100064-0.00218289j -0.00119478-0.00134684j 
0.00266579+0.00247818j -0.00585681+0.00169938j 0.0044799-0.000206899j 0.0005305+0.000370493j 5.15407e-05+0.0017914j 0.000908107+0.0102067j 0.00645434-0.00762276j 0.0060174-0.00459882j 0.00445233+0.00542479j 0.000735575-0.0192957j -0.0068346+0.00382556j 0.0182995-0.00151581j -0.0173352+0.00442954j 0.0152375-0.00864188j -0.00212263-0.00453315j 0.00997872+0.00611831j 0.00698661-0.00943196j -0.0145057+0.00233467j 0.00639108-0.00357737j 0.00293735-0.00359796j 0.0028244+0.00419966j -0.00613433-0.00306039j 0.0052757-0.00178593j -0.000970636-0.00664795j 0.00375457+0.00169228j -0.00491122+0.00638208j 0.00685983+0.00563242j -0.0062717+0.000282908j 0.000805059-0.00197253j -0.00260989-0.00179056j -0.00633058+0.00376105j 0.00303362-0.00329427j -0.00133973+0.00188193j -0.00286099-7.58397e-05j 0.0023589+0.0023084j 0.00514178+0.00631669j -0.00248506-0.00266611j -0.00465042-0.00430403j 0.00157843-0.00122862j 0.00161883+5.86093e-05j 0.00150043+0.00213616j -0.00210441-0.0060504j 0.00443989-0.0054425j -0.000341337+0.00161437j -0.000773775+0.00309474j -0.000218977+0.00145633j 0.0014757+0.00123375j 0.000762541+0.00119114j 0.00129418+0.00139726j -0.00213229-0.000587051j -0.000295732-0.00423097j 7.78497e-05-0.00011085j 0.000667395+0.00144232j -0.000442497-0.00156156j 0.00121004+0.0011428j 0.000843271+0.000691404j 
0.00259072-0.00109908j -0.00598749+0.00324549j -0.00136409+0.00336763j 0.00120074-0.00118412j 0.00491498-0.00466827j 0.0022023+0.00199102j -0.0037922+0.00494622j 0.00120643-0.00239046j -0.00461104+0.00146886j 0.00503389+0.00255506j -0.00148203+9.39499e-05j -0.00359403+0.00132973j 0.00454954+0.00769736j -0.0016538-0.000542992j -0.00163922+0.00648075j -0.0028754-0.00395535j 0.00517781+0.00460698j -0.00464777+0.000264431j 0.000163793+0.000586525j -0.00430794-0.00231737j -0.00398214+0.00439912j 0.00508086+0.00185293j 0.00346595-0.000506248j 0.00278222+0.0045772j 0.00319609+0.00214254j 0.000755199-0.00219862j -0.00206379-0.00567822j -0.000307659-0.00144677j 0.00281563-0.000758472j -0.00313369+0.00225548j -7.64554e-05-3.09319e-05j 0.000963944+0.00129033j 0.00232759-0.00088197j -0.000524755+0.00298266j -0.00111135+0.000983598j 0.00211682+0.000591427j -0.000205799+0.00175703j 0.00061861+0.00273378j -0.00175047+0.00163463j 0.00423478-0.00202435j -0.00264105+0.00253539j 0.00231495-0.00245559j 0.00036567+0.000203329j -0.00202385+0.00133444j 0.000802986-0.00161259j 0.000496686-0.000689115j -2.36967e-05-0.000424345j -0.00165959-0.00319775j -0.00114412+0.00240096j 0.000291153+0.00100786j -0.00144611-0.000950533j 0.00273736-0.00307698j -0.0044567+0.0025009j 0.00206464+0.000288497j 0.00370361+0.000227952j -0.00387585-0.000841003j 
0.00314645-0.00443498j 0.0061491+0.00485354j -0.00467117+0.00200786j 0.00332713-0.000574095j 0.00247376+0.00392211j -0.0109027-0.00358054j -0.00492566+0.00228026j -0.00148778+8.22505e-05j -0.00915749-0.00548374j 0.0131836+0.00349536j -0.00910134+0.00813605j -0.00492621-0.0100049j 0.000787357+0.0106123j 0.00635066+0.00509853j 0.00550763+0.0108771j -0.000967925-0.00177196j -0.00248472+0.00135048j -0.00967296+0.00535055j 0.000813946-0.000529045j -0.000176808+0.00461199j 0.00174683+0.00254852j 0.00223014+0.00205302j 0.00319131-0.00380944j 0.0026424+0.0056158j 0.000229068-0.0065817j -0.00192411-0.00615683j 0.0018297-0.0127569j -0.00342141+0.00100082j 0.000492515-0.000713788j -0.00160044+0.000433956j 0.00165937-0.00338393j 0.000779657+0.00513171j 0.00288514+0.000102338j 0.000149134+0.00168163j 0.00140333-0.00136141j 0.0053218+0.00123582j 0.000922806+0.00149535j 0.00162185+0.00222228j -0.00143257-0.00166178j -0.00154154-0.00368435j -0.000975171+0.0038086j 0.0012757-0.00195546j 0.00261914-3.78484e-05j -0.00128631+0.00297227j 0.00241396-0.000761178j 0.00112341+0.000325862j -0.00142428+0.000991537j 0.000563393-0.00257465j -0.00148935+0.00440549j -0.00161928-0.00128061j 0.00050436-2.33404e-05j -0.000887678-0.00129304j 0.000773727+0.00060732j 0.00198513+2.63127e-05j 0.00144793-0.00107129j -0.000675349-0.00105828j 
-0.00382546-0.00151126j -0.00406357-0.00701323j -0.00340894-0.00169088j -0.00746277+0.00200669j -0.00747347-0.0103762j 0.0046226-0.0035629j 0.00337729-0.0165345j -0.00686598+0.00335138j 0.00570964+0.00692704j 0.00822302+0.00445399j 0.0152932+0.0118068j -0.0062059+0.00793077j -0.00216765+0.0013881j 0.00150255-0.00215293j 0.00322122+0.000405729j 0.00753761-0.000809885j -0.00163148-0.00353985j 0.00867272+0.00498755j 0.00373148-0.00426932j 0.00490098+0.00205988j 0.00482254-0.00887168j -0.00427317+0.00757353j -0.0068827-0.00537563j -0.00456904-0.000260183j -0.00637292-0.00762738j 0.000314221-0.00174049j -0.000763013-0.00458897j 0.00130816+0.00092642j -0.00402257-0.00740089j -4.04274e-05+0.00180864j 0.000548018+0.00454018j 0.0020986-1.36081e-05j -0.00032107-0.00123012j 0.00683974-0.00316022j -0.000559556-0.0051523j 0.0030255-0.00302349j 0.00123603-0.00541763j 0.0023531+0.000706694j -0.000360641+0.00323484j -0.00361367+0.000256561j 0.00625149-0.0041196j -0.00162679+0.0013148j -0.0040169-0.000368475j -0.00324355+0.00166653j 0.00565513+0.000186586j -0.00126625-0.00124913j -0.00231222+0.00576308j -0.00164538+0.000439043j -0.00235384+0.00264604j 0.00159293-0.00565447j -0.00225022+0.00266435j 0.000898138-0.00181885j -0.000206305+0.00198468j 0.00138616-0.000299432j -0.00295073+0.0019111j -2.1122e-06+0.000916037j 
0.00468538+0.00198129j -0.00360722-0.00160593j 0.00713257+0.00467637j -0.0154086+0.00293842j 0.00522445-0.00360057j 0.0106285+0.00974706j 0.00435362-0.00327201j 0.0130092-0.00138021j 0.0105869+0.00225943j 0.000431701-0.00674118j 0.00865399-0.00485605j 0.00449099+0.00344343j 0.00677017+0.00721189j -0.00507257+0.0107348j -0.00479297-0.00852481j 0.00316268-0.00262434j 0.0012277-0.00605388j -0.00273526-0.00472586j -0.00448609-0.00604878j 0.00346682-0.00251707j -0.00102955+0.00138499j -0.000650997+0.00487125j -0.00338089+0.00090311j -0.00153423-0.00190116j 0.00415493-0.000983095j 0.00693104-0.000640531j 0.00307888-0.00370755j 0.00164166+0.000375756j -0.00288992-0.00197928j 0.00243007-0.0038545j 0.00333435+0.0040846j -0.00260335+0.00311866j -0.00127645+0.00327158j 0.00498596+0.00234439j 0.00107461+0.000178355j -0.00142709+0.00268343j -0.00322959+0.00106831j 0.000338613-0.00172131j 0.000641027+0.00076081j 0.000726604-0.000136902j -0.00301989-0.00230311j 0.000671661+0.0031889j 0.00175474+0.00472365j 0.000288866-0.000730478j 0.000449395+0.00184428j -0.000419769-0.000486563j 0.000581286-0.000965687j -0.000594069-0.00251174j -0.00271258-0.00236864j 0.00289541+0.0006076j 0.00166861-0.00204831j -0.00101099-0.000521933j -0.00318328+0.00222171j 0.00205825+0.00247022j 0.00136539-0.00111732j -0.00292721-0.00133027j 
0.00814138-0.00203195j 0.00164961+0.00300693j 0.00106353+0.000858238j 0.00648605+0.000110669j 0.0060303+0.000801886j -0.00390276+0.00100353j -0.00239534+0.0151616j -0.0081176+0.0175061j -0.00407054-0.0131294j -0.00651684-0.00197074j 0.00180212-0.00423198j -0.00651244+0.013646j -0.0086871+0.0141338j -0.00933851-0.00602298j -7.30529e-05-0.0152441j 0.0050528+0.0117768j -0.00330754+0.00178948j 0.0047434+0.000385116j -0.00619566+0.000926152j 1.08595e-05+0.00980594j 0.000653525-0.00533525j 0.00204822+0.0015653j -0.000879557-0.00515552j -0.00757202+0.00463412j 0.00238038-0.00178036j 0.00529725+0.00378807j 0.00650574+0.00269326j 0.000419692+0.00118282j 0.00535571-0.00262039j 0.000675109+0.0016148j -0.00161456+0.00248025j -0.00021799-0.00742736j -6.47879e-05-0.00318709j 0.000618764+0.00146318j -0.000974806-0.000929053j -0.000411915-0.00146471j 0.00173124-0.00425022j -0.0044089+0.00441558j -4.02123e-05-0.00130615j 0.00132176+0.001699j 0.00162141-0.00697215j -0.00360568+0.00213033j -0.00167054-0.00216519j 0.000488491+0.000550956j -0.00111247-0.00240185j 0.000761881+0.00311242j 0.00141049+0.00133144j -0.000219072+0.00226409j 0.000749036+0.00178839j -0.000332511+0.000891715j -0.000230714+0.00282948j 0.00103799-0.00156538j 1.65788e-05-0.00200032j -0.000544682-0.000886784j -0.00319575+0.00516124j 0.00181814-0.0022481j 
-0.00636997-0.000107152j 0.000471683-0.00451111j -0.0014303-0.00442987j 0.00752727+0.00110358j -0.0110065+0.00653684j -0.00371653+0.00336457j -0.00367199-0.0031253j 0.00544088-0.00451199j -0.00785681+0.00648633j -0.00126525+0.00633379j -0.00442899+0.00191324j 0.0113761-0.0099563j 0.00496386+0.00831008j -0.00533001+0.000570215j -0.0130379+0.00366559j 0.0019739-0.0020376j 0.000132256+0.000623347j 0.000490584+0.00229911j 0.00817214-0.000465046j 0.00232939-0.00288507j -0.00234148-0.0029731j -0.000746356+0.000395032j 0.0022064+0.0035331j 0.00478875+0.00370942j 0.00320613-0.00247534j 0.0031901-0.000264467j 0.00549532-0.00239998j 0.00208845-0.000198614j -0.00500622-0.00170921j 0.00095917-0.00204122j 0.000279358-0.000459044j -0.00387768+0.000158569j -0.00389102+0.00380451j -0.000457017+0.00100337j -0.00171963+0.000472261j -0.00323308-0.000685751j -0.00125656-0.000319014j -0.00321294+0.00165132j 0.000656396+0.000227691j -0.00165643+0.000869674j -0.00329696-0.00042411j 0.000353306+0.0028695j -0.000855707+0.000385128j -0.000618037-0.000716421j -0.00226402+0.000267206j 0.0052537-0.0026002j 0.00042158-0.00106444j 0.000161337+0.000503115j 0.000827311-0.000938625j 0.000431461+0.000655776j 0.00272789-0.000280875j -0.00274323-7.48949e-05j -0.00016888+0.000576181j 0.00202733+0.000121489j 0.000676513-0.00278908j -0.00227804+0.00117917j 
-0.000134497+0.00211775j -0.00942375+0.00319378j -0.00349567+0.00316674j 0.00495343-0.00397636j -1.81779e-05-0.00560133j -0.00118447+0.00770982j -0.00310533+0.00562731j 0.00233401+0.00467657j -0.00774893+0.0199833j 0.0139339-0.0168934j 0.00800464-0.00280861j 0.00797375+0.0222149j 0.00926479+0.0134603j 0.00245701+0.00609674j -0.00129637-0.00812909j 0.00598966+0.00198468j 0.00796217-0.00484307j -0.00234892+0.0021687j -0.00441641+0.00116147j 0.00370866+0.00223697j -0.00686228+9.09195e-05j 0.00611467-0.00547913j -0.000217482-0.00115196j 0.00824988-0.00459392j -0.00137371-0.00441008j -0.00199544+0.00271597j -0.00704843-0.000761154j -0.000939771+0.0018795j 0.00233637-0.0107554j 0.00216215-0.00232767j -0.00381187+0.00266379j 0.00428334+0.00236579j -0.00196331+0.00242063j -0.0017622+0.000992049j -0.000898303+0.000860631j -0.00218543+0.000214377j 0.0032992-0.00270145j 0.00160825-0.00386629j -0.000642901+0.00382919j 0.0010995-0.000484994j -0.00113754-0.00370687j 0.00298815-0.00369599j 0.000428601+0.000782921j 0.00247079+0.00110136j -0.0011726-0.00304176j 0.00553508-0.0020065j 0.000660813+0.00333258j -0.0035265+0.0016133j 0.0013873+0.00217804j -0.0018119-0.00035017j 5.2986e-05-0.00204209j -0.000458333-0.0031144j -7.32415e-05+0.00472947j 0.00425242-0.00264781j 0.0028849+0.00139791j -0.000806467+0.00122755j 
