8.9339e-14-1.32874j -3.69268e-14+0.488651j -2.27469e-14+0.579764j -2.35887e-14+0.0114767j 5.59046e-16+0.0608219j 9.61566e-15-0.149945j -3.85549e-15-0.0739345j -6.8733e-15+0.0989739j 2.30139e-15-0.0735307j 2.66674e-15+0.0040947j 5.95824e-15-0.0846501j 6.93687e-17+0.0360477j 5.29802e-15-0.0386807j 1.88164e-15-0.0428527j -4.50785e-17-0.00477583j -9.693e-15+0.023766j 9.17155e-16-0.00487226j -5.06682e-15+0.0509985j -4.36391e-12-0.0393424j -3.56999e-15+0.000464565j -1.37796e-15-0.0297555j -9.8408e-15-0.0427032j -7.1128e-15+0.00360666j -7.2299e-15-0.0116434j -1.95338e-15+0.0191989j -3.6351e-16+0.0611673j 9.0904e-15-0.0115333j -4.25016e-15+0.0285096j -6.08844e-15-0.00263277j 1.09928e-14-0.0317267j 3.8186e-15-0.0448829j 2.42073e-17-0.0240058j -9.12318e-15+0.0438813j 1.83993e-15+0.0448215j -1.83959e-15-0.049102j 1.85573e-15-0.0157746j -5.19041e-15+0.0190321j -2.84484e-15+0.0286039j -8.98387e-17-0.03404j 8.02168e-15+0.0184065j 9.67773e-15-0.00191009j 1.00174e-14+0.0328375j 1.692e-15-0.042982j -1.79331e-15+0.0805206j 5.82807e-15-0.0205688j 2.17112e-15-0.0535647j 7.32722e-16-0.0138225j -2.33519e-15+0.0246706j -3.8907e-16-0.083213j -8.13748e-15+0.0579283j -7.86282e-16+0.0693668j 9.39404e-16-0.0251214j 8.37332e-15-0.0476043j 3.20779e-15-0.123804j 9.32669e-14+0.162999j 2.98525e-14-0.042065j 
2.20411e-14+0.22572j 1.0711e-13-0.240723j -6.08623e-15-0.130145j -2.79832e-14-0.00813108j 1.73252e-14-0.0872428j 4.3497e-15+0.0512506j -1.275e-14+0.0306982j -4.45691e-15-0.101651j 4.87726e-16+0.0423793j 1.49174e-14-0.000786059j 3.46335e-15+0.055443j 2.21501e-14-0.0539718j -8.31654e-15+0.0772387j -1.83084e-14+0.0913833j 1.06046e-14-0.00678122j 7.1807e-15-0.0443521j -3.41131e-15+0.0574004j -6.78234e-15-0.0190997j 1.2755e-11+0.1149j 7.67692e-15-0.0486871j -3.24074e-15+0.11003j 8.6476e-15+0.194581j 1.89036e-14+0.000689903j 2.13849e-15+0.126563j 2.44486e-14-0.0466587j -6.93399e-14-0.0527416j -6.97509e-16+0.090558j 5.98437e-14-0.235973j 3.01671e-13+0.0902283j -1.80869e-15+0.127259j 6.32899e-14-0.206106j -4.96435e-14+0.231069j 3.41053e-14-0.182729j 1.02335e-13-0.297548j 2.17522e-14+0.539087j -8.88186e-14+0.38807j -7.49363e-14+0.782876j -2.61942e-13+0.304854j -7.51428e-14+0.398819j -1.1355e-13-0.0562608j 4.83606e-13+0.643417j 4.55601e-13+0.726354j 6.78185e-14+0.165654j 2.3699e-14-0.0934663j -3.48215e-14+0.0501541j 6.06021e-14-0.545401j -5.26237e-15+0.107595j 2.65173e-14+0.0545431j 1.84262e-15+0.092757j -8.83933e-15+0.225162j -2.64057e-14+0.116712j -6.84788e-15+0.163832j -6.1925e-15-0.082738j 1.48728e-14-0.211737j 3.10256e-14+0.0523443j -6.33705e-15+0.0581565j 
7.06495e-15-0.488024j 4.94646e-15-0.18431j 7.24384e-15+0.18925j -1.68783e-15+0.159011j -5.60684e-15+0.00254768j 3.52806e-15-0.108037j -3.48515e-15+0.0382278j 3.26622e-15+0.102111j -3.98085e-15-0.0603036j -1.46177e-14-0.0739024j -3.37799e-15-0.107513j 1.62995e-15-0.0418657j -5.31792e-15-0.0643445j 1.64406e-14+0.00489352j -1.09447e-14-0.035463j -1.12668e-14+0.0766301j -2.30272e-14-0.0172793j 1.20487e-14+0.175242j -3.50834e-12-0.0317288j -1.93958e-14-0.105842j -1.7556e-14-0.0765266j -4.98908e-15-0.0142128j -2.74214e-14-0.00233555j -3.83003e-14+0.0484124j -6.53643e-15-0.0475024j -2.29051e-14+0.391932j -1.1287e-14-0.217586j -1.32764e-14-0.0774659j -6.87349e-13-0.229988j 9.541e-14-0.409695j 3.49201e-14-0.350699j 1.758e-15+0.159257j 5.19805e-15+0.0844893j -3.01873e-14-0.495778j -9.53792e-14-0.181011j 4.04488e-15+0.316873j -1.35594e-13-0.230263j -7.43139e-14+0.592236j -5.60231e-14-0.24289j 2.44388e-13+0.24461j -1.61527e-13-0.280416j -1.73247e-13+0.301029j -6.25338e-15-0.351866j 1.95599e-15-0.104182j -6.98031e-15+0.1767j 4.24538e-14+0.113768j -3.58834e-14+0.0808175j -2.13827e-14-0.140616j -8.9261e-15-0.0154111j -1.66017e-14-0.158932j 1.44672e-14-0.000416892j -1.4234e-14-0.0877026j 1.41195e-15+0.114974j 3.00365e-14+0.0693409j 1.34536e-14+0.00071296j -8.95329e-15+0.066875j 
-2.25165e-14+0.182406j -4.81756e-14-0.316335j 1.34482e-14-0.0276314j 3.38741e-14+0.0711179j -2.18331e-14-0.115847j -9.00021e-16+0.0523402j 1.15836e-14+0.0168757j 1.03148e-14-0.0122167j -2.99806e-15+0.00762937j -2.43083e-14-0.0769873j -3.03301e-15+0.0345925j -1.83938e-14-0.0597412j -1.81431e-14-0.0151182j 3.89448e-14+0.154924j -2.53561e-15+0.0186258j -1.53656e-16+0.0160267j -9.75424e-15-0.00757713j 4.62659e-15-0.0344934j 3.62745e-12+0.0327236j -7.82219e-15+0.0285248j -9.31266e-15+0.0244518j 4.99194e-14+0.121851j 9.75838e-14-0.0755472j 4.93077e-14+0.0572211j -7.41704e-15-0.00015435j -9.16097e-15-0.142183j -1.01772e-13-0.151676j -6.12177e-14-0.39088j -5.1953e-13-0.163812j -7.55011e-14+0.256945j -7.19262e-14-0.157894j 2.78263e-14+0.018537j -2.37421e-14-0.449248j -3.98496e-14-0.0816831j 2.4931e-14+0.148852j 8.85494e-14+0.222528j -4.06168e-14-0.0685942j 7.16065e-15-0.0299301j 2.31787e-14+0.683501j 7.93642e-13+0.848411j -3.46633e-13-0.334418j -4.24895e-13-0.365178j -5.34215e-14+0.0927105j 2.75474e-14+0.143009j 3.42584e-14-0.102833j -6.80668e-15-0.145972j -2.97571e-14-0.164962j -3.13711e-14-0.0792896j -2.04403e-14-0.0410312j -1.35691e-14+0.0588037j 2.9474e-14+0.192344j -3.11758e-14-0.0571217j 2.08759e-14+0.0162524j 2.06909e-14+0.0132985j 4.99337e-14+0.0642911j 8.79299e-15-0.0122212j 
1.93356e-14+0.426923j -3.03238e-14+0.01613j -2.76498e-15-0.0978678j 8.80719e-15-0.158495j -1.39704e-14-0.11001j 2.4871e-15+0.0931802j 2.86345e-15-0.079014j -1.59197e-15-0.130354j -2.21381e-15+0.0382527j -1.14803e-14-0.00149881j -4.80302e-15+0.0503991j -8.27662e-16+0.0243945j 6.77803e-15+0.163925j 9.76159e-15+0.0743743j 9.36033e-15+0.0774734j 2.67896e-14-0.0858847j 2.7432e-15+0.0247946j -1.68313e-14-0.108301j 3.4348e-12+0.0310223j 9.81502e-15+0.0218705j 9.68575e-15+0.10666j -5.099e-15-0.0125036j -9.36969e-14+0.0702163j 3.98044e-14+0.0152771j 1.01646e-14+0.0120388j -1.51236e-14-0.0991366j 6.36248e-15-0.0322604j 1.26034e-14-0.0177209j 2.03444e-14+0.0182493j -3.55659e-14+0.0620962j 5.52091e-14+0.44486j 2.85984e-14+0.213365j 2.21197e-14-0.185104j -3.1905e-14-0.156616j 5.30671e-14+0.211743j 6.83278e-14+0.56206j -1.73811e-14-0.25097j 9.04048e-14-0.0152942j -1.81356e-14-0.382298j -1.86089e-13-0.194523j -3.27214e-13-0.837004j -2.65673e-13+0.156397j -4.30361e-14+0.11005j -5.94832e-14-0.679157j -3.9426e-14-0.277575j -1.09195e-14-0.32567j -3.8818e-15-0.065287j -1.31762e-14-0.137866j 1.53606e-15+0.169897j 1.28339e-15+0.167475j 1.94073e-14+0.151552j 1.40211e-15+0.126922j -3.79361e-15-0.147057j -3.40155e-15+0.00781547j 3.48987e-14+0.0593059j 1.65751e-15-0.0742148j 
-2.02229e-14-0.190951j -3.47231e-14+0.256069j 5.32384e-16+0.0399049j 1.86895e-14-0.0908144j 1.18341e-14+0.0709635j -5.23166e-15-0.0377962j 9.27012e-15-0.0133397j 1.17383e-14-0.0259649j 4.91203e-17-0.0148989j 4.45382e-15+0.0798598j 2.00091e-15-0.0303045j -2.44622e-15+0.00450234j -1.24969e-14-0.0361381j -8.91035e-15-0.0460992j -9.29831e-15-0.0424662j 2.02619e-14-0.0336666j -1.39909e-14+0.00626456j 6.48947e-15+0.0420615j -3.83064e-12-0.0345407j -1.5671e-14-0.0202789j -1.34673e-14+0.0402572j -5.77409e-15-0.0609128j -7.46173e-14+0.0595415j 1.31774e-15+0.000913693j 5.36096e-16+0.0336526j -1.37263e-14-0.0126645j 1.68075e-14-0.0201755j -9.50151e-15-0.00546188j 1.04306e-13+0.0322736j 2.40977e-14-0.118356j -2.04558e-14-0.376355j -2.06095e-14-0.0862689j -2.19421e-14+0.210386j 3.87042e-14+0.392214j -1.10305e-14-0.0837443j -2.19263e-14-0.194917j 2.70628e-14-0.0152683j -2.45533e-14+0.186376j 7.09102e-15+0.0529754j 1.34819e-13+0.279356j 3.82632e-13+0.0211556j 3.32113e-13+0.710784j 2.93357e-14+0.714078j 3.2362e-14+0.222635j 2.73525e-15+0.153301j 4.09516e-14-0.042338j 1.77299e-14+0.19939j 4.94585e-15+0.0902956j -6.69007e-15+0.0763174j -1.14045e-14+0.0586361j -1.55012e-14-0.00332179j -1.09647e-14+0.0894372j 6.78618e-15-0.00652326j -2.96188e-15-0.0153168j -3.44243e-14-0.0551403j -5.42906e-16+0.0596786j 
1.18066e-14+0.328222j 1.79471e-14-0.201487j -6.11929e-15-0.268838j -7.76192e-16+0.066031j -4.55756e-15+0.0159268j 2.50031e-15+0.0801096j -2.21071e-15+0.121592j -1.97334e-15-0.053648j 5.76572e-15+0.128641j -5.93861e-16+0.0121708j 2.46987e-15+0.106644j 2.81749e-15-0.0655047j -2.15654e-15-0.000430337j 7.80492e-15+0.00915654j -3.33725e-15-0.0735103j 1.02574e-14-0.0401183j -5.25342e-16-0.0233664j 2.89248e-15-0.101694j 1.03914e-11+0.0935907j -1.34736e-14-0.0308094j 5.45675e-15+0.0638474j 5.26356e-15+0.0367919j 1.13627e-13-0.0826123j 2.52757e-14+0.0573299j 9.13061e-15-0.0803683j -2.22814e-14-0.205253j -1.14891e-14-0.018208j 8.017e-15+0.118869j -1.42932e-14+0.00142351j 2.33237e-16+0.0638719j -6.96572e-15+0.0742529j 2.57064e-14+0.0922724j 2.27366e-14-0.135003j -9.89687e-15-0.12688j 5.8985e-14+0.251422j -6.12509e-15-0.0140224j 2.06701e-14-0.246717j -3.36652e-15-0.0226959j -1.78213e-14+0.0526082j 5.4645e-14-0.0307777j 1.53747e-13+0.447897j 1.7861e-13-0.0614423j 1.68851e-14+0.507044j -6.13434e-15-0.33105j 4.7941e-15+0.149502j -3.27697e-14+0.248278j 1.34661e-13+1.14897j -3.33084e-14+0.496986j 1.59458e-14-0.246073j 1.95256e-14+0.284148j 1.63788e-14+0.00341741j 3.14027e-15+0.0560246j -8.31751e-15-0.123176j -3.62559e-15-0.238622j 2.24821e-14+0.0271543j 9.64333e-15+0.0439932j 
-3.91607e-14+0.15338j 1.01957e-13-0.344627j 1.42259e-14-0.0310851j -3.84727e-14+0.217942j 8.71322e-15-0.0377628j -7.83417e-15+0.0348658j -1.44713e-14+0.0651713j -1.23305e-14+0.12219j -9.27675e-15+0.0189484j 1.36793e-14-0.0965321j -1.31547e-14+0.0563873j 8.25869e-15-0.025102j 7.9726e-15-0.0949159j -3.99696e-15+0.00590807j -4.31655e-15+0.00335631j -3.00334e-14+0.0753026j 8.17157e-15+0.000340998j 1.34964e-14-0.0716396j 5.68274e-12+0.0513514j 4.64805e-15+0.0404283j -4.43317e-15-0.0352243j -1.46415e-15+0.0505923j 1.15335e-13-0.0742025j -2.73466e-14-0.0498567j 4.68919e-15-0.172592j 1.90141e-14-0.106885j -6.02201e-14+0.133859j 1.43407e-14-0.00866107j -1.81149e-13-0.0746941j 1.87899e-15-0.0256461j -2.15746e-14+0.10761j -6.29672e-15-0.0390687j 3.31385e-14-0.0638165j 3.42678e-14-0.253934j -1.91265e-14+0.233278j -2.87039e-14+0.0993506j 5.77299e-14-0.0734386j -4.53311e-14+0.0285231j -9.11665e-14+0.296289j -6.08119e-14-0.128479j -3.38066e-14+0.203381j 7.92999e-14-0.187702j -3.51288e-14+0.310104j 3.00602e-14-0.155256j 6.7865e-14-0.633132j -1.10069e-13+0.901315j -3.17988e-14-0.261097j -1.76299e-14-0.0374391j 5.0349e-14-0.31516j -1.19337e-14-0.0449419j -8.77987e-15-0.0305449j 2.45138e-14-0.234473j -3.10489e-15+0.0769059j 1.78951e-14-0.0556864j -6.62733e-15+0.00958352j 5.03968e-15-0.0455281j 
2.68058e-14-0.354489j 7.60875e-14-0.439074j -1.28155e-14+0.0633804j -1.38968e-14+0.0892234j 6.74707e-15-0.0696612j 8.23791e-15-0.0897984j -2.63609e-15+0.0516819j -4.93492e-15-0.0529604j 7.49555e-15-0.00978177j 7.19479e-15-0.0833495j 1.30254e-14-0.107856j 1.8217e-15-0.0448005j 8.87219e-16+0.00270737j -3.48192e-15+0.0681635j 2.07371e-15-0.0652827j -3.52983e-14+0.117206j 3.74073e-15+0.012195j -5.55242e-16+0.000441016j 1.49504e-12+0.0134648j 6.28637e-15-0.0506757j 8.16079e-15-0.00025166j 2.74961e-14+0.145064j 9.9246e-14-0.0623001j -1.31247e-14+0.0189672j 1.77555e-14+0.0408472j -1.63318e-14+0.0875128j 3.42236e-14-0.152839j -6.54945e-16-0.00131678j -2.77161e-13-0.0899606j 2.85313e-14-0.0815475j 1.73464e-14+0.065093j 1.43452e-14+0.0144121j -1.45879e-14+0.0469981j -3.52123e-14-0.218577j -4.34388e-14-0.171447j -1.29818e-14-0.24511j -1.67894e-14+0.213199j -1.28302e-13+0.36291j -1.27493e-13+0.486674j 1.05257e-13+0.203079j -4.86923e-14+0.00510155j -5.76636e-14-0.120311j 1.06508e-14+0.0969961j 1.24903e-14-0.310384j 7.74214e-14-1.08952j 2.91385e-14-0.725147j -4.61302e-14+0.251142j 3.1092e-14+0.425008j 1.1226e-14-0.160771j -8.79099e-15+0.119208j -3.71044e-14+0.2972j -2.37942e-15+0.0933356j -4.43299e-15-0.0377113j 6.13108e-15-0.145022j 8.23341e-14+0.115782j 1.14792e-14+0.0981538j 
4.5694e-14-0.0426369j 2.10466e-14-0.013423j -2.53482e-14+0.0844947j -4.73488e-15+0.0540691j 5.10817e-15-0.02325j 1.02032e-14+0.0216665j 6.41045e-15-0.00284618j -1.81281e-15+0.0613529j 1.00052e-14-0.023641j 8.53822e-15-0.022037j 1.1893e-14+0.024704j 4.41803e-17-0.0412475j -5.16238e-15-0.0527363j -1.59947e-15-0.0102231j 1.5527e-15-0.0379851j -3.13273e-15-0.0269754j 7.24318e-15+0.0526603j 1.37337e-14+0.0396976j 6.72685e-12+0.0604151j -1.26119e-14-0.0566845j 4.41594e-15+0.000334217j -1.76885e-14-0.0059014j 6.36014e-14-0.0487184j -2.22748e-14-0.0330365j -1.4344e-14-0.0779948j -1.87182e-14+0.0515131j 2.12151e-15+0.0136802j -9.15134e-16-0.02747j 1.66786e-13+0.0512723j 2.36513e-14-0.09477j -8.26489e-15-0.0309575j 6.23109e-15+0.0984456j -4.1929e-14+0.193297j -2.1896e-14-0.128082j 4.75192e-14+0.28904j 1.3621e-14-0.080745j -4.42002e-14+0.0824212j -1.37433e-14-0.0114257j 2.35121e-15-0.0717443j 2.81797e-13+0.486985j 2.13195e-13+0.124973j 1.76443e-13+0.334315j 3.98815e-14-0.0648322j -5.5967e-15+0.102556j 5.58652e-14-0.417056j 5.25984e-14+0.188999j 8.98797e-14+0.774935j -1.84516e-14-0.96671j -5.305e-16-0.00804379j 3.49402e-15+0.0726577j -1.19053e-15+0.202794j 6.83432e-15-0.144669j -1.10748e-14+0.0915664j -6.04947e-15-0.0164039j -3.575e-14-0.0482747j -9.38013e-15+0.0133145j 
-2.15146e-16+0.149812j 3.38359e-14-0.282479j -8.69954e-15-0.0422273j -4.93299e-16-0.114621j 1.08938e-15-0.157825j 1.27201e-15-0.0159725j 2.86757e-15-0.0248638j -5.32499e-15-0.148815j 1.76022e-15+0.021454j 1.66736e-16-0.0482258j -1.99525e-15-0.0430603j -2.40814e-15+0.00698655j -2.32908e-15+0.0883318j -1.63401e-15+0.127189j 2.72861e-15+0.0209313j -4.68376e-16+0.00482581j 6.21217e-15+0.0317317j -5.15292e-15-0.0211902j -1.85375e-12-0.0166976j -2.6665e-15-0.025958j 1.03917e-14+0.0420373j 2.13066e-14+0.117152j -4.66295e-14+0.0346847j 2.80837e-14+0.0802939j 3.29432e-15-0.0322585j -6.54283e-15-0.0534687j 1.31846e-14-0.0390897j -6.72348e-15+0.00194387j 1.05115e-13+0.0391135j 7.94874e-15-0.0651758j 2.65617e-15+0.0245837j -7.86035e-15+0.0287946j 1.37842e-15-0.0227769j 3.74319e-15+0.0483418j 4.19569e-15-0.078645j -3.66501e-15+0.0376615j 1.39306e-14-0.180127j 2.3025e-14-0.210341j -2.54853e-15+0.0813594j -6.1833e-14-0.0922638j -5.06024e-14-0.064108j -2.81853e-14-0.0523121j 1.18474e-15-0.227247j 1.81391e-14-0.670049j 1.40831e-14+0.217455j 1.47593e-14+0.253945j 5.67908e-15-0.152545j -6.978e-15-0.377998j 2.28203e-14+1.1019j -1.6093e-14+0.568513j 7.57029e-15+0.339338j 7.01585e-15+0.548063j 2.75603e-15-0.286557j -3.731e-15-0.0020507j 5.89709e-14+0.111096j 1.35789e-14-0.0763538j 
-2.61143e-14-0.287449j 3.28316e-14+0.177062j -3.35785e-14-0.0374781j -5.19863e-14-0.222674j 5.77265e-15+0.029853j -7.27848e-15-0.0475247j 1.54814e-14+0.0169247j -4.86931e-14-0.186648j 1.32104e-14+0.000327088j 2.09047e-14+0.0664247j -1.3378e-14-0.0909185j -1.30142e-14-0.0446014j 1.81797e-14+0.0629029j -9.35653e-15-0.0267362j -9.38949e-15-0.0669808j 4.5134e-15-0.0365495j 1.06457e-14+0.0164484j -1.46694e-15+0.00935044j -1.34509e-12-0.0120991j 2.10346e-14+0.0569364j 2.85319e-14+0.0681363j -1.96356e-14-0.0506438j 7.38161e-14-0.0557206j 1.47087e-14+0.0490253j 1.20548e-14+0.0239564j 7.75658e-18+0.0274411j 7.61811e-15-0.0848824j -1.90098e-14-0.0296266j 1.11919e-13+0.038666j 1.59932e-14-0.103294j -5.01694e-15-0.0451402j -6.13933e-15-0.0479151j 3.01932e-15+0.00707066j 1.29524e-14+0.0625982j -5.00354e-16-0.0444798j -1.33948e-14-0.0770395j -2.63999e-14-0.138694j -1.13415e-14+0.0342968j 1.04023e-14+0.0525425j 8.34349e-14+0.0604718j 8.54121e-14+0.114398j 1.34363e-13+0.149294j -3.39425e-14-0.165433j 9.83756e-14+0.341257j -3.65324e-14-0.294368j -4.88256e-14-0.224507j 4.49434e-14+0.219753j -8.16378e-14-0.187411j -1.13502e-13-0.679069j -7.60706e-14+0.380422j 2.78734e-13+1.28904j 1.49305e-13+0.365998j -1.65809e-14-0.00772697j -3.98192e-15-0.0868583j 7.49438e-14+0.07353j 4.56107e-14+0.157733j 
-1.4511e-14+0.264428j 4.69181e-15+0.195351j -2.13805e-14-0.258412j -2.578e-14-0.0708774j 2.1794e-15+0.0191719j -4.62081e-15+0.0130726j 1.1356e-14+0.084645j -2.72615e-14-0.0824315j 9.24589e-15+0.133586j 1.2033e-14+0.0708511j -5.62405e-15+0.00722779j -5.03055e-15-0.0233207j 8.39487e-15+0.0312444j -6.33862e-15-0.0567456j -3.31841e-15-0.0192854j -7.01003e-16-0.0369196j 1.57553e-14+0.067651j 4.94555e-15+0.00684042j 6.05008e-12+0.0544166j 1.57332e-14+0.0384215j 2.23961e-14+0.145121j -3.65433e-15-0.00519972j 5.03972e-14-0.0298054j 1.30015e-14-0.00233292j 1.59902e-14+0.0637126j -1.14678e-14-0.0926126j -2.6631e-14+0.0387922j 9.07259e-15-0.00030526j -5.10913e-14-0.0199213j -3.56295e-14+0.118863j -8.59851e-15+0.020144j 6.81529e-16+0.0952559j -3.27213e-15+0.0216044j -3.9475e-15-0.0332124j 1.10884e-14+0.105164j 3.21795e-15+0.0382204j -1.87305e-14-0.0405993j 1.31638e-14-0.039812j -5.16355e-15+0.135077j 1.93673e-13+0.281245j -3.9317e-14-0.224149j -6.35763e-14+0.044064j -6.96495e-15+0.154375j 2.94755e-14+0.270141j -3.47878e-14+0.167835j -2.73774e-14-0.04635j 4.73884e-14+0.100229j -6.58927e-14-0.332726j -5.66558e-14+0.14582j 1.6849e-14-1.23833j 1.39289e-13+0.287791j 1.30571e-13+0.881604j -1.60656e-14-0.16025j -1.10522e-14+0.0863976j -5.74155e-14-0.105818j 1.22114e-15+0.043368j 
-3.17284e-15-0.0677998j 7.05246e-15-0.209069j -1.8337e-14-0.173649j 5.55086e-15+0.0796825j 3.69203e-15+0.0408818j -5.51514e-15-0.0690215j 1.04068e-14+0.0946843j -3.89227e-15-0.0476533j 1.03037e-14+0.0686979j -2.7812e-15-0.00736736j 3.0169e-15-0.00399699j -4.15584e-15-0.0299368j -4.02777e-16+0.00895768j -5.57605e-15-0.0481342j -4.75388e-15-0.0805675j 1.17674e-15+0.0193397j 6.95528e-15+0.0297936j 6.26249e-15-0.0155228j 1.7324e-12+0.0155585j 3.82423e-15+0.00297183j 1.15172e-14+0.0440488j 2.20394e-14+0.067866j -4.31077e-15+0.0092709j 1.60208e-14+0.0447076j 1.61763e-14+0.029479j -6.52801e-15-0.0089851j -6.38396e-15-0.0235308j 1.18833e-15-0.0210906j -1.52318e-13-0.0506052j -2.17677e-15+0.0129342j 5.78474e-15+0.0415248j 8.43213e-15+0.0694817j 6.71938e-15+0.036691j -7.77802e-15-0.0233475j -1.28015e-14-0.0732032j -6.3777e-15+0.00338777j -2.67342e-15-0.103963j 9.65601e-15+0.0246896j -3.52504e-15-0.034686j 7.8901e-14+0.0638622j -4.48705e-14+0.139855j -7.88029e-14-0.247172j 3.06279e-14+0.319685j 1.09801e-14-0.0750553j -1.56547e-14-0.294743j -9.79609e-15-0.13195j 1.06662e-14+0.11007j -4.15854e-14-0.370339j -1.04393e-14-0.190947j 5.6504e-15+0.671724j -6.31668e-14-0.71339j 1.33199e-13+1.34253j -1.52498e-14-0.310567j -3.32568e-14-0.554294j 4.72475e-14+0.0623809j 1.00512e-14+0.0480166j 
4.41973e-15-0.184053j -1.12583e-14-0.0102798j 2.01293e-14-0.37302j -3.93361e-15-0.294732j -1.5308e-14+0.211873j -3.01315e-15-0.0252136j -1.30966e-14+0.0890992j 8.18925e-16-0.348267j -7.60621e-15+0.0122292j -2.10235e-16+0.12731j -4.99926e-15+0.0181103j 1.2336e-14-0.109241j 7.20653e-15+0.131232j 3.52368e-15-0.059372j 1.20357e-14-0.0721858j 4.13781e-14-0.113121j -8.76051e-15+0.0145371j -5.275e-15-0.0124565j 3.65197e-12+0.0329171j 4.62365e-15+0.0833491j 7.67471e-15+0.0698813j 1.06439e-14+0.05357j -4.78656e-14+0.0421965j 2.91184e-14+0.037689j 1.6159e-14+0.0772727j -7.43835e-15-0.0955984j 1.76323e-14-0.0773791j -1.26862e-14+0.0802426j -3.04169e-14-0.00235512j 1.30342e-15-0.0341308j -1.68144e-15+0.0871225j -1.05713e-14+0.0312211j 6.78396e-15+0.000755894j 7.85028e-17+0.00193563j -3.95451e-15-0.0510333j -5.61233e-15+0.0322484j 1.23675e-14-0.127898j 3.05013e-14-0.109595j 9.42973e-15-0.0200669j 1.49369e-14+0.0210197j -1.14513e-13-0.183105j -1.2393e-13-0.138246j -2.30735e-15-0.182862j 2.48434e-15+0.0375089j 2.39686e-15+0.0646001j -5.54272e-15+0.322809j -8.0502e-15-0.196914j -1.01122e-14+0.308788j 1.8676e-14+0.191211j -4.51362e-15+0.167634j 5.09036e-15-0.0266528j -9.75194e-15-0.3002j -2.06317e-14-0.578525j 7.90362e-14-1.20496j 2.76529e-13+0.404812j 3.97367e-14+0.18822j 
-1.2375e-14+0.00166831j 2.48962e-14-0.183117j -2.8908e-14+0.337711j 1.51716e-14-0.29202j 1.60614e-14-0.208987j 6.46395e-15-0.129944j 1.79161e-14-0.268993j -6.35061e-15-0.107275j 9.05609e-15-0.143443j 3.978e-15-0.0980945j 6.84501e-15-0.113641j -1.84186e-14+0.162809j -4.07863e-16+0.169577j -9.25954e-15+0.0650578j -5.46592e-15+0.00799944j -2.61051e-14+0.0685676j -1.43838e-15-0.0349775j -1.66389e-14-0.0582434j -1.36126e-11-0.12246j 3.04162e-15-0.112181j 9.32694e-15+0.0251142j 9.37593e-15+0.0214547j -1.92953e-13+0.13687j 3.33118e-14+0.0614023j 8.80168e-15+0.109219j -1.11294e-14+0.0560575j 4.50957e-14-0.121718j -2.15531e-14+0.0281063j 1.14771e-13+0.048754j 4.86548e-14-0.151269j 6.13871e-15+0.021914j 1.03649e-14-0.148813j -3.79129e-15+0.0337897j 6.07557e-15+0.080052j -8.68121e-15+0.0245828j 9.21536e-15-0.10948j -6.6424e-15-0.0268747j 1.35746e-14-0.0860497j 1.34607e-14-0.0287559j -3.29382e-15+0.00168299j -8.41632e-15-0.039574j -1.29623e-14+0.00962754j -1.01451e-14+0.010068j -1.54252e-14+0.238537j -1.03504e-15+0.144991j 5.88515e-16+0.161658j 1.62087e-15-0.106655j 1.60597e-14+0.0449124j -8.72906e-15+0.476136j 2.46738e-14-0.283922j 1.19706e-14-0.0970555j 3.26687e-15-0.319236j 3.94321e-14-1.31559j -8.15296e-14+0.773389j 5.13265e-14+0.163616j 4.21726e-14-0.438798j 
2.41396e-15-0.14096j -5.91717e-15+0.0173585j 3.62491e-15+0.398369j -8.64549e-15+0.661525j -1.48268e-15-0.0841156j 7.13732e-16-0.0251614j -1.28263e-16-0.0635188j 2.91753e-15+0.491046j 1.69501e-15+0.0276941j -4.99092e-15-0.128954j -1.89766e-15-0.0111451j -8.13091e-16+0.0977827j -3.57742e-15-0.144429j 3.43048e-15-0.0383806j -8.22151e-15+0.0125237j -3.80484e-14+0.135591j 7.37682e-15-0.00045171j 2.09169e-15+0.0503097j -3.63206e-12-0.0327658j -1.37674e-14-0.0672804j -3.99103e-15-0.063239j -9.56562e-16-0.000328878j 3.00011e-14-0.0211606j -1.84759e-14+0.00314177j -4.37685e-15-0.064549j 7.88842e-15+0.0942908j -2.16297e-14+0.0790629j 1.5449e-14+0.0264451j -1.30563e-13-0.0535868j -9.57036e-15+0.0387168j 4.55893e-15-0.116694j -1.27526e-15+0.04227j -1.64987e-14+0.0803193j -1.50161e-14-0.016449j -1.11439e-14-0.0825912j -6.43323e-15-0.0754433j -7.02597e-17-0.0128798j -1.8193e-14+0.106255j -1.95726e-14+0.0275401j 5.69029e-15+0.0159833j 2.43066e-15-0.0333552j 5.17393e-15+0.0473287j 3.17421e-15-0.059339j 3.89846e-15-0.063712j 3.11728e-15-0.0624809j -2.56403e-15-0.24835j 5.0072e-15+0.0719371j 1.82273e-15+0.322381j 1.65462e-14+0.209847j -3.30259e-15+0.422129j -5.04199e-15+0.51115j -1.08693e-14+0.380231j 6.02874e-16-0.617556j 2.3927e-14-0.852177j -1.70735e-13-0.292908j -4.18266e-14+0.0965944j 
