7.65443e-12+2.22109j 4.47455e-13+0.226717j 2.77412e-15-0.651811j 1.50969e-14-0.25973j 3.42504e-15+0.0755905j -1.72967e-15+0.15762j 1.96706e-15+0.012852j 6.89322e-16-0.0473221j 8.01535e-16-0.0475349j -4.42208e-15-0.0289113j 6.92922e-15+0.0686067j -1.35605e-15-0.0167539j 1.42739e-17-0.0247508j 1.46721e-16+0.0165511j -5.4912e-16-0.0189997j 2.13919e-16-0.0171791j -4.47781e-15+0.0326807j -1.12765e-15-0.0284984j -3.19267e-15+0.0056348j -3.1839e-16-0.0255962j 1.22545e-15+0.0111611j -2.82426e-16+0.0183473j 2.01941e-15+0.00919084j 2.0836e-15+0.036882j -4.64378e-16-0.00820215j -4.0784e-15-0.0162344j -2.10443e-15-0.00167349j 2.11885e-15-0.00908934j 4.67953e-17+0.0169179j -3.08529e-15+0.00281053j 8.46124e-16+0.0129203j 8.78844e-15-0.00522947j -1.84867e-13+0.0186142j 1.48347e-15-0.0174145j 5.10274e-16+0.00726465j 8.01617e-14+0.00997903j 5.67764e-15+0.00317258j -8.24258e-15-0.0237115j 2.9064e-14-0.0288299j 7.90957e-16-0.000816655j 3.62792e-16-0.00662787j -1.8397e-14+0.0202206j -1.73272e-15-0.00769922j -1.44764e-15+0.0160538j 3.33957e-15-0.0174464j -4.66509e-15+0.0262521j 7.49769e-15-0.0145682j 1.34645e-15-0.00642323j -8.27744e-17+0.00156621j -6.01915e-15+0.00571403j -4.11966e-15-0.0372495j -1.7359e-15+0.0120186j 1.07408e-15-0.00382653j 9.6522e-15-0.0130153j 2.57264e-15-0.0250546j 2.64791e-15+0.011816j -3.97492e-13-0.0426269j -2.9795e-15-0.0257536j -2.97368e-15+0.00227628j 9.45438e-16+0.00910115j 1.90007e-16+0.00458016j -3.80766e-16+0.00392484j -5.51269e-16+0.0109021j -7.88719e-17-0.00703806j 1.7865e-15+0.0496502j 1.22562e-15-0.039059j -4.65535e-16+0.000677556j -1.60133e-14-0.0255114j -4.18256e-16-0.00086685j -8.10016e-16-0.0420286j 8.58635e-16+0.0413838j 1.10045e-15+0.0200639j 2.13702e-18+0.0330564j 1.72865e-15-0.0322548j -4.14156e-15-0.0521552j 7.41814e-15+0.0434863j -9.04161e-14-0.0514597j 
-3.18745e-14-0.0111518j -6.67083e-15+0.0272179j 2.49058e-15+0.00291807j 3.33672e-15-0.0051471j 4.10077e-15-0.0170004j 1.52342e-15-0.00997902j 6.51878e-15-0.0523096j -2.77073e-15+0.000424807j -7.44296e-15+0.039816j 2.76346e-15+0.00969399j -3.74116e-15-0.00658356j -2.09203e-15+0.0414277j 4.26607e-15-0.0473586j -2.71348e-15+0.0089347j -2.1418e-14+0.0428682j -1.18312e-14+0.0370214j -1.0229e-14+0.00428239j -3.83997e-15+0.0251231j 5.44674e-15-0.00274461j -3.33779e-15-0.000691867j 1.29124e-14+0.0623812j -1.15069e-14+0.0512872j -8.96702e-15+0.127665j 4.02534e-15-0.00519719j -5.95064e-15+0.0423412j -2.50774e-14-0.00039598j 4.33353e-14-0.133625j 5.50935e-14-0.097347j 2.43485e-14-0.0569682j 6.91143e-15+0.0981972j -2.63151e-14-0.0360704j -2.50853e-14-0.0994414j 9.07643e-13-0.0968538j -1.52248e-14+0.0811953j -6.16161e-15-0.0365459j -6.77645e-13-0.084174j -3.32378e-14-0.0734154j 1.64766e-14+0.313847j -3.77881e-13+0.361704j 3.20585e-13-0.180396j 1.26398e-13-0.209693j 2.30124e-13-0.205701j -3.59886e-14+0.322361j -4.52787e-14-0.0987661j -9.03878e-14+0.362697j 6.74072e-14-0.576463j -3.59389e-14+0.12632j 9.05122e-14-0.358211j 5.85097e-14-0.495373j -3.234e-13-0.393051j -1.58024e-13+0.526584j 6.26845e-14+0.175501j -1.1392e-14-0.194897j 9.76478e-14-0.0797057j 9.36678e-14-0.292418j 5.3629e-14-0.485261j 2.12309e-12+0.226915j -5.75614e-15-0.0395703j -3.57827e-15-0.0668166j 1.1658e-14+0.0911259j 3.50352e-15-0.0447928j -1.75371e-14+0.0534798j -2.45827e-14+0.0602955j 4.38029e-15-0.0312416j 6.18195e-15-0.093537j 2.3397e-14-0.101084j -1.32278e-14+0.0580756j 2.33432e-14+0.0501196j 1.12021e-14-0.0325601j 7.77098e-15-0.0193071j -2.81276e-15+0.043821j 1.065e-15-0.0140288j -3.8774e-15+0.0228499j 6.18592e-15-0.0351603j 3.74752e-15-0.013626j -1.55699e-15+0.00236648j -8.99826e-15-0.00607115j 
9.88826e-14+0.0293888j 5.0762e-15+0.00653728j 2.95952e-15+0.00277174j 1.51526e-15-0.00934914j 1.73499e-15-0.0171561j 8.10694e-16-0.0104018j 9.5053e-16-0.0108407j -2.88373e-15-0.00253327j -1.67542e-15-0.0339892j 7.52502e-16-0.00459176j -2.092e-15+0.0175246j -3.32587e-15+0.0403292j -1.41161e-15+0.0267773j -2.31509e-15+0.00885604j -1.33719e-14+0.0270732j 1.0422e-14-0.0316171j -5.33446e-15+0.0929821j -5.38636e-15-0.0892649j -1.21877e-14+0.057174j 3.28132e-15+0.0110924j -1.17273e-14-0.0331711j -5.93673e-15-0.0106196j 5.703e-15-0.11974j -5.4623e-15-0.00415973j -2.19504e-14+0.0971153j 3.50127e-14+0.0561227j 1.5968e-14+0.112101j -2.38338e-14+0.0587467j 1.17722e-14-0.0930613j -5.7498e-16+0.00222281j -1.02661e-14+0.0109903j 7.15918e-15+0.205034j -5.6601e-14+0.0147116j 2.55836e-14-0.129948j 2.12796e-14-0.0117564j 1.58165e-13+0.022933j -2.56982e-14-0.111837j -6.31813e-16-0.344081j 4.71369e-14-0.157262j 2.82452e-13-0.192608j 1.28174e-13-0.391424j 5.70867e-14-0.0612291j -2.0013e-14-0.134691j -3.78217e-14+0.233603j 2.03525e-14+0.114189j -1.6562e-13+0.394311j 6.17902e-14-0.132398j 6.86367e-14-0.279954j -8.95058e-15+0.796596j -4.74255e-14-0.130961j -3.77078e-14+0.433619j 3.63754e-14+0.274662j 4.95109e-14+0.0975214j 3.68209e-13-0.629294j 1.71763e-13-0.697972j 1.60725e-14+0.339263j -1.9876e-12-0.215452j 2.81098e-15-0.471715j -2.22551e-14+0.209889j -7.21441e-15-0.105688j 7.95989e-15+0.126185j -1.12805e-14+0.0287729j -2.3621e-14+0.0876332j 1.31435e-15+0.0267242j -1.47306e-14+0.103312j -7.80677e-15+0.0282469j -3.44547e-15-0.00740299j -4.04773e-14-0.0663818j 3.55809e-15+0.0158103j 6.60447e-15-0.000245107j 1.37986e-15-0.00551505j 2.61172e-16-0.00218732j -3.17043e-15+0.00385088j 2.42989e-15-0.00128105j 2.83414e-17-0.0113485j -2.44663e-15+0.0329707j -1.37498e-14-0.00617695j 
1.63797e-14+0.0047484j -4.49744e-16+0.0055217j 1.49671e-15-0.048876j 9.22641e-16+0.0113772j 1.88394e-15-0.0315905j 1.92898e-15-0.00863613j 7.50278e-16-0.000933023j -4.96599e-16+0.0329355j -4.75898e-16+0.0297281j -1.22149e-15-0.0148835j 4.82623e-15+0.0633074j -4.78674e-15+0.014335j -3.10979e-18-0.0517184j 8.97514e-16-0.00466726j -4.86862e-15+0.118341j -6.19754e-15+0.0322701j 2.13132e-15-0.0626536j 1.37245e-15+0.111543j -1.7189e-15+0.0328204j 8.2014e-15-0.00885122j 1.85152e-14+0.065536j -1.86229e-15-0.00291013j -8.94603e-15+0.0712765j 4.17071e-15-0.0549446j -1.1009e-14+0.0745748j 7.50717e-15+0.0276902j 9.2386e-15-0.167915j -9.26687e-16-0.0117626j 1.11608e-14+0.0463944j -3.21833e-14-0.0086116j 3.27272e-15+0.0708942j 5.29399e-15-0.0740871j -4.20076e-13+0.0399992j -5.8309e-14-0.0303925j -7.21375e-14+0.171916j -3.59201e-13-0.0461876j -7.95794e-15+0.0291067j 6.81332e-14+0.100866j -1.69059e-13+0.146063j 9.63271e-15+0.02882j 7.74562e-14-0.276047j -6.15722e-14+0.121044j -7.19202e-14-0.302921j 1.86276e-15-0.081296j -3.051e-14+0.0207411j -1.8314e-13+0.78757j -2.15235e-13+0.347529j -3.39841e-14+0.196127j 4.04753e-15-0.085537j 3.31619e-13+0.0157379j 4.57348e-14+0.899423j -5.19112e-15-0.29527j 4.67386e-14+0.462002j 4.67396e-14-0.0833013j 4.85925e-14+0.0290802j 3.38037e-14-0.322634j -4.16569e-12-0.446522j 2.67665e-14+0.406584j -1.57718e-14-0.0150934j -2.29965e-14+0.138853j 1.32658e-14-0.146431j 1.00702e-14+0.262966j -8.53107e-15+0.252992j -6.1229e-15+0.0471123j 1.121e-14+0.0383869j 1.22665e-14-0.0428901j -1.73946e-14+0.076273j 2.13285e-14+0.0412389j 1.85041e-15-0.0908648j 8.55999e-16-0.104538j -9.17552e-15-0.00317573j 6.05328e-16-0.0118891j -3.1267e-15+0.0477258j 2.8908e-15-0.00610706j 1.46684e-15-0.0127423j -4.28515e-15-0.00140064j 2.68001e-14+0.0154924j 
-3.75321e-14-0.0107267j -1.36277e-15-0.00252722j 3.9679e-17-0.0012174j 1.22948e-15+0.00644034j -1.22422e-15-0.0266379j 1.72206e-15+0.0455139j 1.48592e-15+0.0104979j 7.24231e-16+0.0541116j 2.96852e-15+0.0806436j 2.01802e-15-0.0105748j -4.31803e-15-0.0103125j 1.25287e-15+0.0112237j 2.09915e-15+0.017581j -5.93471e-15+0.0216306j 5.78762e-15+0.117012j 3.91723e-15+0.0594386j 1.81491e-15-0.0230564j 4.252e-15+0.0281827j -6.3783e-16-0.00481887j 1.39238e-15-0.00262736j -2.30623e-14-0.0513756j -7.26318e-16-0.00597544j -2.98327e-16-0.0216961j -4.53499e-15-0.0267382j -2.16059e-15+0.0279401j 9.88294e-15-0.00511974j 5.61853e-15-0.0629365j -1.64691e-14-0.00667319j 4.53644e-15+0.11444j -1.40378e-14-0.00419106j 9.11163e-15+0.0694218j 1.42549e-14+0.000576657j -2.03913e-14+0.00216035j 3.69896e-15-0.0798592j -2.33587e-15+0.0604525j 9.07643e-13+0.11595j -7.57522e-14-0.194181j -4.92507e-14+0.0461228j 1.76116e-13-0.0880382j 3.88624e-14-0.0460064j 3.76506e-15-0.0282348j 4.15688e-14-0.0683903j 1.70277e-14-0.10994j 4.81272e-15-0.132091j 1.88032e-14-0.312388j 1.12496e-14-0.120023j 9.67444e-14-0.162236j 2.02568e-14+0.126247j 2.60744e-14+0.166209j 5.71344e-14-0.0484419j 1.30664e-13+0.366413j 2.16479e-13+0.482242j 1.4073e-13+0.811956j 1.56513e-13-0.544515j 4.26051e-14+0.00274263j -8.92509e-15+0.53578j 6.46527e-12+0.681047j 8.62762e-14+0.507338j 1.27658e-13+0.303787j 5.09707e-14+0.653846j -1.60124e-14+0.106564j 1.7385e-15+0.0858117j -3.19659e-15+0.281232j 6.6701e-15+0.0360709j -7.31207e-15-0.062689j -3.02902e-15+0.0285937j -8.82201e-15+0.0751441j 7.3468e-14+0.105062j -2.66438e-15-0.0182777j -1.5843e-15-0.0382686j 7.68982e-15-0.0014622j 2.08419e-16+0.00243967j 2.47559e-15+0.0555335j -3.52537e-15-0.00331559j 4.80623e-15+0.0426437j 5.88353e-16+0.0060101j 4.30228e-15+0.0035137j 
-5.16819e-14-0.014591j -7.35296e-15-0.0027348j 6.2852e-16+0.00697885j 4.11685e-15+0.0298685j 3.53037e-15+0.00993104j -4.23738e-15-0.0283312j 5.52328e-15+0.0387674j 5.27479e-15+0.00624286j 5.63312e-16-0.0369969j 9.58481e-15+0.0247864j -5.77767e-15-0.0204098j -1.52118e-14-0.0344848j 1.5758e-14+0.0846246j 3.29465e-15-6.88167e-05j -9.17337e-15-0.00711403j -1.01209e-14-0.0326464j 9.96042e-15+0.00952758j 2.72097e-15-0.0240872j 5.76212e-15+0.0190124j -8.08583e-15+0.0319197j -4.49955e-14-0.0699622j -1.12824e-14-0.0127644j -1.01311e-14-0.108938j 5.7638e-15+0.0169554j 2.4421e-15-0.0974192j -2.11549e-14+0.0163724j 2.97615e-14+0.0667981j -1.46051e-15+0.00456323j 1.13431e-14+0.0237403j 7.33733e-15-0.00475602j -6.46519e-16-0.0517738j -1.55166e-14-0.00915231j 2.67718e-13-0.0296253j -1.19657e-16+0.0299947j -7.60928e-16-0.000100598j -6.85284e-13-0.0835057j 1.79257e-15-0.00922243j -9.67336e-14-0.0231287j 1.39555e-13-0.1272j -1.13067e-13+0.0543512j -1.04717e-14+0.21925j -1.17755e-13+0.0918107j -2.14031e-14-0.100652j 3.39277e-14-0.105545j -6.02454e-14-0.13251j -6.53221e-15-0.100853j -2.60364e-14+0.0604197j -3.52222e-14+0.0164253j 6.77325e-14+0.376838j 4.29513e-13+0.2694j 2.23808e-14-0.143609j -1.08592e-13-0.270811j 1.19682e-13+0.430685j -1.13184e-13+0.318245j -1.84455e-13-0.43001j 1.59079e-13+0.243387j 1.74251e-12+0.184896j 2.09814e-13+0.667811j 2.76659e-14+0.201758j -1.29809e-13-0.759398j -4.55246e-14+0.293862j -1.34762e-13-0.23961j 1.03046e-14-0.0790753j 7.45865e-16-0.0330512j 9.57039e-15+0.074583j 3.07621e-14+0.0708487j -8.3366e-15+0.0289132j -2.02918e-15-0.0133852j 1.6041e-14+0.0693785j 3.59856e-15+0.031163j -2.35359e-14-0.0536161j -4.66981e-15-0.0232786j -6.54931e-15-0.0162929j 2.97798e-15+0.00908556j 9.94383e-15+0.0218393j -8.23849e-16-0.0181792j -3.01744e-14-0.0188933j 
-2.87588e-15+0.00140636j -2.51276e-15-0.0315142j -3.34654e-16-0.0210046j 2.82762e-15+0.00263099j 1.35874e-15+0.00699225j -3.38934e-15-0.0121441j 4.87047e-15+0.00873672j 2.28959e-15+0.0115834j -5.42763e-15+0.00571824j 2.41062e-15+0.00635996j -2.38069e-15+0.0006205j -1.40386e-14-0.0511381j 1.03764e-14+0.0211586j 4.03917e-15+0.0446569j -9.60141e-15-0.066296j -4.58643e-15-0.0234271j -7.07544e-15+0.0422955j -5.63223e-15+0.0255511j 4.20627e-15+0.0540865j 1.45804e-15-0.0525727j -2.19626e-14-0.0223937j -1.45914e-14-0.0619785j -6.30004e-17+0.0262584j 9.11094e-15+0.00876202j -6.65299e-15+0.0688617j -4.07655e-15-0.0527199j 1.57656e-14+0.0980061j -7.09808e-15+0.0323855j -1.2366e-14+0.0431928j 1.9363e-14+0.0321016j 1.10277e-15+0.0257321j 1.03501e-14-0.0954522j -3.50372e-13+0.0294883j -3.3784e-15-0.00650545j 1.49886e-15+0.0029249j 5.79829e-13+0.0700068j 6.81409e-14+0.094204j 3.67073e-14-0.23517j -9.65525e-14-0.0391824j -9.99365e-14+0.0633945j 2.72229e-14-0.0905404j 1.64832e-14-0.0442293j -9.2812e-15+0.00846707j -9.52914e-15-0.0165715j -2.43126e-14-0.453068j -1.23597e-14-0.142011j 8.0353e-14+0.0329798j -1.34927e-14-0.243992j 3.02993e-14+0.00920345j 6.69959e-13+0.475831j 8.60521e-14-0.112239j -9.72841e-14+0.0286089j 4.74417e-14-0.0520448j 1.37796e-13-0.201548j -7.29264e-14-0.463798j 1.09605e-13+0.819864j -2.52041e-12-0.26453j 4.47543e-15+0.0695809j -2.29064e-13-0.966784j -7.53602e-14+0.149896j 3.73835e-14-0.391552j -1.00452e-13-0.302036j 2.6774e-14+0.14566j -2.75094e-14-0.0721543j 1.46045e-14-0.00767197j 1.06707e-14+0.152257j 8.9396e-16-0.0417081j 1.62201e-14+0.0338708j 1.02254e-14+0.00168926j 4.75556e-15-0.00151067j -1.58128e-14-0.0765685j -6.03242e-15-0.0366139j -3.74853e-15-0.0224183j 4.38486e-15+0.0293116j 2.02932e-15+0.00841179j -3.73646e-15-0.000514473j 1.82294e-14+0.0115153j 
-2.98668e-14-0.0107772j -3.1293e-15+0.002655j 1.38418e-14-0.0197944j -7.87368e-15+0.0099943j 3.28904e-15-0.00785j 3.22305e-14-0.0493829j 1.35882e-14-0.0205057j 1.59538e-14-0.0170329j 2.71543e-14-0.0366608j 3.94962e-15-0.00820525j -1.08024e-15+0.00545983j -5.26851e-15+0.0132268j 8.91044e-16-0.00499292j -7.10065e-15+0.011505j 2.58366e-14-0.0338625j -1.00922e-14+0.0119409j 9.44324e-15-0.0127544j -2.43884e-14+0.0434492j -2.48637e-14+0.0321878j -6.59713e-15+0.0214763j 2.59947e-15-0.0140265j 3.43621e-14-0.049617j -2.25348e-14+0.0282042j 2.33839e-14-0.0306419j -1.91799e-15+0.00648531j 1.33974e-14-0.0306992j -4.95097e-15+0.0048391j 1.49662e-14-0.0311633j -1.0648e-14+0.0331575j 2.20777e-14-0.00573684j 5.05493e-14-0.0978684j -5.28813e-15+0.0219039j 2.35151e-14-0.00158759j -2.6507e-14+0.026324j -2.51167e-14+0.000479724j 3.46216e-13+0.0413841j -6.86605e-14+0.156875j 6.3786e-14-0.0797922j 1.37903e-14-0.0338717j -3.59018e-14+0.015481j 6.34659e-15-0.0232535j -2.9868e-13+0.171287j -5.99165e-14+0.0738769j 6.71072e-14-0.0624211j 1.86338e-13-0.281523j 4.93185e-14-0.105122j -2.49825e-13+0.270257j -1.99213e-15-0.0251868j -1.7829e-13+0.303739j 1.22915e-14-0.0514447j -1.11871e-13+0.265886j 1.16168e-14-0.0526299j 2.56335e-13-0.424376j 2.79417e-14-0.0360084j 2.5196e-14+0.0499975j -1.80302e-13+0.284794j 2.30931e-12+0.264345j -1.54001e-13+0.225632j 2.79274e-13-0.432014j 3.94305e-13-0.724243j 5.02119e-13-0.66809j -4.30976e-13+0.741177j 1.11142e-13-0.048851j 3.32851e-16+0.044212j 5.14155e-15-0.0521521j -1.73035e-14+0.00591038j -2.55095e-14+0.0397973j 1.9645e-15-0.0230232j 7.03214e-15-0.0283875j -2.23261e-14+0.0249918j 1.51455e-14-0.0134285j 5.10029e-14-0.0824477j 1.30837e-14-0.0168274j 3.80105e-15-0.00915312j 8.33613e-15-0.0157248j 6.4599e-15-0.00485899j -3.95917e-15-0.00328815j 
-1.11433e-14-0.00348196j -2.98404e-15-0.0114207j -8.23245e-15+0.00845662j 2.86847e-15+0.00802811j -7.8441e-15+0.0353717j 8.56566e-15+0.00268415j -1.71082e-15+0.024062j -2.65319e-14+0.00963566j -1.71474e-14-0.000874173j -1.2389e-14+0.0501468j -2.12545e-14+0.0523006j 6.17591e-15-0.0236234j -1.21403e-14+0.0392427j -2.37936e-14+0.0283787j -1.21809e-14+0.0230427j 8.30251e-15+0.02988j 3.39821e-14-0.034907j 1.25134e-14-0.018232j -1.66425e-14-0.0109006j 2.385e-14-0.088246j 2.67184e-14-0.0763733j -3.44788e-15+0.0306842j 2.96125e-14-0.0321456j 4.04645e-15+0.0389115j 1.03559e-14-0.0489111j 2.48332e-14-0.0543719j -4.55706e-14+0.0587789j 3.74625e-14-0.0328056j -2.40667e-14-0.0162768j -3.28106e-14-0.0551564j -5.11398e-15+0.0336742j -2.70414e-14-0.0723425j 4.02179e-13-0.0436565j -4.70562e-14+0.0882195j -5.54364e-14+0.0905555j -2.96233e-13-0.0390551j 3.81539e-15+0.0685258j -3.82719e-14+0.115291j 8.51617e-14-0.0181022j 2.66303e-13-0.136731j -9.95228e-14+0.147059j 1.01951e-13-0.0393153j 1.21097e-13-0.144397j -1.254e-13+0.229169j 2.15558e-14-0.0244679j 2.07358e-13-0.169619j 2.1867e-13-0.327417j 1.44128e-13-0.0526393j -1.38813e-13+0.10252j -5.62156e-16-0.018941j -8.72116e-14-0.193727j -2.01327e-14-0.00104236j -1.0635e-14-0.0216927j 3.53164e-13-0.4209j 1.25914e-13-0.40938j -2.02132e-13+0.133294j -5.37879e-13-0.0559981j -1.23347e-13+0.647418j -3.16641e-13+0.492318j -2.74234e-14+0.405146j 6.13664e-13-0.833298j 3.79214e-13-0.402599j -5.98291e-14-0.667178j 4.79318e-15-0.148439j 6.04911e-14+0.101419j -1.04309e-14-0.0163302j -9.91646e-14+0.114748j -4.29631e-15-0.0703078j -7.20156e-15+0.105969j 9.16073e-15-0.00458791j 2.71805e-14-0.0858674j 3.91206e-15+0.0386989j 2.86054e-15+0.00424489j 1.09677e-14-0.00775234j -2.20388e-14+0.0465142j -6.30341e-15-0.0018764j 1.54227e-14+0.00469225j 
-2.00302e-14-0.00779389j -3.27786e-15+0.0159624j -9.4945e-15+0.0132519j 3.2039e-15-0.0122403j -8.56773e-15-0.0105999j 5.01482e-15-0.0253669j -7.39523e-15-0.00818356j -3.32851e-14+0.0692207j -2.40274e-14+0.0454892j -2.14151e-14+0.00629998j -2.54106e-14+0.0238413j 1.09537e-14+0.00378607j -1.72652e-14+0.00305041j -2.28119e-14+0.0329215j -1.64815e-14+0.0189278j 5.9387e-15-0.0382019j 2.68314e-14-0.0208979j 1.29167e-14+0.00438195j -1.3879e-14+0.0490196j 2.82322e-14+0.0192911j 3.73147e-14-0.0570127j -9.65103e-15-0.0108077j 3.52578e-14-0.0434862j 1.0653e-15-0.0436725j 1.32677e-14+0.000532582j 2.42223e-14-0.0356626j -3.99925e-14+0.034904j 1.03785e-14-0.0107825j -2.42882e-14+0.0700165j 1.03229e-14+0.0857697j -4.79519e-14+0.0277011j 2.93453e-14+0.063409j -3.2498e-13+0.0368345j -1.79395e-14+0.006656j 3.52138e-14-0.0754615j -1.3982e-13-0.0179003j -1.60032e-14-0.0535146j 9.70948e-14-0.207862j -9.99481e-14-0.00783977j 1.21802e-13-0.0613181j -1.29457e-13+0.10534j 1.53682e-13-0.0983445j 1.19999e-13-0.200071j -1.11376e-13+0.0769616j -4.29174e-14+0.0500728j 1.74541e-13-0.210689j -2.62979e-14+0.240787j 1.03901e-13-0.21092j -1.15582e-13+0.257475j 7.13133e-16-0.10992j -6.11853e-15+0.254193j 2.62126e-14-0.0554838j -8.0762e-14+0.172865j 7.22542e-14+0.0684823j 4.73846e-14+0.198914j -2.08358e-13+0.370514j 2.79915e-12+0.306421j -1.23034e-13-0.110765j -4.29306e-13+0.685086j -1.11671e-13-0.246155j 5.1526e-13-0.498934j 4.33138e-13-0.815926j -7.90625e-14+0.803487j -1.07978e-15+0.157205j 5.09645e-14-0.229417j -8.31601e-15+0.0237152j -1.03738e-13+0.110151j 8.28127e-15-0.0458788j -1.2201e-14-0.0790524j 1.1983e-14-0.0149705j 3.38763e-14-0.00973347j -2.81451e-15-0.0436277j 8.63822e-16-0.00819839j 1.03482e-14-0.0233992j -2.62011e-14+0.0245059j -3.07413e-15+0.0140016j -3.39019e-14-0.0244253j 
7.85153e-14+0.0231201j 5.6643e-15-0.0016998j -3.57033e-16+0.00775519j -9.1515e-16+0.0162344j 8.75402e-17-0.023567j -6.25429e-16+0.0243928j -1.58765e-15-0.0177543j -8.4377e-16-0.00031562j 8.24664e-17-0.0150466j 3.09996e-15+0.0167204j 3.36271e-15+0.0503759j 1.59641e-15-0.000161581j -4.43407e-16+0.059942j -6.13381e-16+0.029208j 2.06454e-15+0.0599238j -1.54771e-15+0.0805608j -1.06358e-14+0.0477895j -7.27074e-15+0.0263592j -5.33952e-15+0.0440028j 5.5333e-15-0.0832024j 1.33141e-15+0.0224604j -1.8354e-15+0.0512995j 2.66173e-15-0.0184126j 2.74732e-15+0.0678255j 3.73749e-16-0.0394825j -7.05009e-15+0.00820833j -2.97915e-15+0.0131277j 1.25162e-14+0.00685319j -5.58699e-15-0.0701169j 5.75092e-15+0.0140345j 7.04887e-15-0.00814448j 2.13799e-16-0.0648949j -1.16345e-13+0.0080553j -3.51547e-14+0.0432993j -7.04914e-14+0.128939j -2.10906e-14-0.00206164j -3.85013e-14-0.081032j 1.78771e-14+0.112464j -4.64344e-14+0.0868764j -5.05339e-14+0.0497528j 5.9661e-15-0.00921318j -7.41024e-14+0.0783148j -8.67212e-15-0.0143421j 1.97821e-14+0.0255216j -1.89382e-14-0.141642j -5.42684e-15+0.0128975j -1.62764e-14+0.1119j -1.1593e-14-0.0907335j -6.27313e-15+0.0886427j -1.83187e-13-0.10504j -6.24358e-14-0.155849j -3.29493e-14-0.0615353j 2.26017e-14+0.113217j 1.57826e-13-0.274266j 4.12757e-14-0.511604j -5.79538e-15-0.185371j 3.65812e-13+0.0362313j 7.9883e-15+0.0708439j 1.99613e-15+0.20423j 1.13794e-14+0.0963334j 3.73847e-14-0.399927j 1.08003e-15+0.263775j 6.64772e-15+0.6345j -1.67597e-14-1.04838j -1.37876e-14+0.43848j -9.31989e-15-0.299604j 4.3684e-15+0.0370564j 4.82126e-15-0.00981341j 3.62234e-15+0.117747j 3.67072e-15-0.0494213j 1.62266e-15-0.0357013j -5.34991e-16+0.0127113j -3.21193e-16+0.106472j -5.73769e-16+0.0204336j -1.50007e-15+0.0108343j 5.25663e-17+0.0240024j 4.82665e-15+0.00534307j 
-7.81172e-14-0.0248548j -3.47965e-15+0.0323986j -5.56117e-16+0.0301458j -5.37047e-16-0.0405231j -5.48545e-16+0.029595j 9.64589e-17-0.000389813j -1.23207e-15-0.0383245j -1.47683e-15-0.0232398j 1.53362e-15+0.0409321j 1.68863e-15+0.0126458j -8.89915e-15-0.0703762j 2.88054e-15+0.02333j 5.68598e-16-0.020748j 2.46582e-15+0.0288598j 3.49009e-16-0.0653303j 2.02071e-16+0.0407851j 2.06591e-15+0.00263843j -4.45418e-15-0.0051893j 5.1674e-15-0.0281763j -8.95335e-16+0.0792265j -2.61382e-15-0.0245833j -3.03821e-15+0.0275429j -5.99401e-15+0.0130609j -4.08271e-15-0.0631703j -2.97215e-15-0.0409327j -1.8965e-14-0.0444781j 3.91474e-15-0.00258327j 2.23292e-14-0.0290124j 5.03373e-15-0.0188232j 3.83814e-14+0.0553495j -1.087e-14-0.0331226j -5.59187e-15+0.0428861j 2.66597e-13-0.0240176j 3.23665e-14+0.0365708j 6.51518e-14-0.168355j -3.90328e-13-0.0476118j -1.93362e-15-0.0183439j 1.11098e-14+0.00249568j -1.10744e-14+0.00788089j -9.29076e-14+0.0616232j -1.12179e-14+0.0654266j 5.38529e-14-0.0619693j 3.73171e-14+0.17093j -1.03785e-15+0.0586596j -1.40665e-14-0.0262973j 2.36729e-14-0.151919j 4.90925e-14-0.0541257j 2.30573e-14-0.180367j 1.26659e-14+0.0668086j -3.47484e-14-0.0401867j -3.7132e-14+0.0313565j -5.54838e-14-0.21928j -3.26346e-14-0.190894j 1.16892e-14-0.126399j 1.91416e-14+0.0836026j -9.46587e-15-0.145092j 8.56721e-12+0.915056j -1.23183e-14-0.26834j -1.32808e-14-0.221319j 4.64664e-14-0.00167857j -7.96497e-15-0.186319j -4.0294e-14-0.28477j 1.04501e-14-0.375986j -2.47977e-14-0.384267j -2.54139e-14-1.23497j 1.14868e-14-0.227041j -2.96776e-14-0.0178977j 7.26864e-14+0.125063j 3.01501e-15+0.013984j 6.04545e-15+0.153938j 9.95305e-15+0.130749j 5.8132e-16-0.0313611j -5.5631e-15-0.0482055j -2.34775e-15-0.0730008j 1.29787e-15+0.00879883j 6.09857e-16+0.00474836j -3.49555e-14-0.0203758j 
