0.038166+5.06672e-14j 0.0694875+2.59678e-14j -0.0705848+4.60061e-16j 0.213623-1.70816e-16j 0.0899743+8.1799e-16j -0.175608-4.28801e-15j 0.165095+2.71862e-15j 0.406243-9.63494e-14j 0.265296+2.87379e-14j 0.0332557-2.21865e-14j 0.186415-7.26776e-15j -0.0989029+5.90277e-16j 0.0403127-7.50534e-15j -0.184143+1.54196e-14j 0.382717-8.44327e-15j -0.14771-1.31485e-14j 0.00362404-2.72248e-15j -0.106107+2.29698e-16j 0.0818664+1.55216e-14j 0.171023+6.92099e-17j 0.0267717-3.59258e-15j -0.259744-8.45186e-14j -0.276446-1.45171e-14j 0.0648002-2.6955e-14j 0.269649-3.98842e-15j 0.212461+8.90821e-15j 0.151662+4.68019e-15j -0.0700434+2.4656e-15j 0.140833-2.5444e-14j -0.0505858+3.70916e-13j 0.0233468+1.81514e-13j 0.137035+5.99406e-15j -0.0417959+2.47974e-14j 0.0197943+1.84217e-15j -0.0270895-5.99879e-17j 0.0257354-3.61324e-16j -0.016425+2.51963e-16j 0.024588-2.24897e-16j -0.0107269+1.70936e-16j -0.00460907-4.34152e-17j -0.00473969+1.10516e-16j 0.00644385-2.59169e-16j -0.00232031-8.77444e-15j 0.00169366-9.28649e-17j 0.000139396-3.24933e-17j -0.000352926-2.30696e-16j 0.000981582-2.3182e-16j 0.00106524-5.15287e-17j -0.00132594-5.44112e-17j -0.000644912-1.50493e-16j 0.000638555+8.48977e-16j -0.00564697-2.75023e-16j 0.000872553+1.44634e-17j -0.000321634-5.48869e-17j -0.00307756+3.42631e-16j 0.00134288-5.65179e-16j 0.00128316-6.50117e-16j -0.000989403-3.43724e-16j -0.0024372-1.1799e-16j -0.00130387-3.3118e-17j -0.0013934-2.18966e-16j -0.00737259-1.00137e-16j -0.00125042+9.28353e-17j 0.0143213+4.96343e-17j -0.0265258-5.81224e-16j -0.0184368-1.72836e-16j -0.0192882-3.965e-18j -0.00613935-1.78388e-16j 0.0302373+5.39945e-16j 0.0148905+5.48075e-16j -0.0183304+1.04003e-14j 0.0134049-3.09215e-14j 
-0.000153866-2.16252e-16j -0.000375264-7.10191e-17j 5.45802e-05-1.20409e-17j -0.000165135+3.56262e-17j 3.16007e-05+3.76707e-18j 7.60206e-07-1.37461e-17j 3.4661e-05+8.45519e-18j 0.000244849-5.70177e-17j 0.000137979+1.35016e-17j 9.20042e-05-1.7743e-17j 0.000142529-9.37936e-18j -0.000109042+7.41994e-18j -8.39641e-06-1.26765e-19j -0.00011771+1.04802e-17j 0.000224878-1.95529e-18j -0.000123506-3.17574e-18j 2.37371e-05-9.09333e-18j -0.000147856+1.07036e-17j 2.68466e-05+1.63549e-17j 0.000152829-7.35981e-18j 5.3961e-05-8.46501e-18j -0.000205087-6.0825e-17j -0.000231246-5.70773e-18j 0.000160338-5.3575e-17j 0.000281857-2.51896e-17j 0.000168732+2.17162e-18j 3.55381e-05+3.21952e-18j -0.000220687+1.61696e-17j -4.55316e-05-4.09339e-17j -0.000140774+8.60988e-16j 3.82809e-06+2.28031e-16j 0.000682427-7.43134e-17j -0.000613625+4.38289e-16j 5.39145e-05+2.13149e-17j -0.000379129+4.27555e-17j 0.000702846-1.02747e-16j -0.00024423+3.55746e-17j -7.1123e-05+8.04675e-18j -0.000523284+5.5354e-17j 0.000310111-3.95528e-17j -6.92556e-05-7.69445e-18j -0.000852739+1.23006e-16j -1.79569e-05-6.48299e-17j -0.000743466+1.21973e-16j 0.000106596-3.16662e-17j 0.000196755-5.49814e-18j 2.51732e-05+2.24578e-17j 0.000155517-3.18085e-17j 0.000251922+1.29665e-17j -0.000263904+7.21752e-17j -0.000380088-1.21986e-16j 0.00114347-4.80349e-17j -0.000355031+5.60108e-17j 0.000291496-8.22419e-17j 0.00022434-6.99428e-17j -0.000167351+2.66139e-17j -0.000185268+4.72402e-17j 2.8534e-05+1.17761e-17j 0.000771831-9.43917e-17j 0.000179312-6.03537e-17j -0.000599492+6.23733e-17j 0.000234525-2.49604e-17j -0.000399635+4.99154e-17j -0.000446401+5.81057e-17j 0.000157292-1.60524e-17j 0.000472959-5.69546e-17j 0.000629132-7.75803e-17j 0.000100069-9.16943e-18j -0.000663303+6.98127e-17j -0.000334711+2.87149e-17j 0.000517122-3.20934e-16j -0.000309597+8.02791e-16j 
1.02669e-17+5.71071e-19j 2.47597e-17+1.34521e-18j -4.3196e-18-3.17603e-19j 1.307e-17+9.61055e-19j -9.46645e-19+7.99466e-20j -2.1346e-18-3.56542e-19j -2.49449e-19+2.21593e-19j -1.07905e-17+3.28703e-20j -5.64873e-18+9.18538e-20j -5.47294e-18-2.28397e-19j -6.87595e-18-8.18132e-20j 5.77975e-18+1.50737e-19j 1.01441e-18+1.08251e-19j 5.31999e-18+6.69201e-21j -9.79622e-18+4.95649e-20j 6.12248e-18+9.87713e-20j -1.4709e-18-6.89197e-20j 8.16974e-18+2.60856e-19j -7.39747e-19+7.88643e-20j -7.71573e-18-1.45926e-19j -3.12358e-18-1.19302e-19j 9.99478e-18+1.34844e-19j 1.14648e-17+1.85169e-19j -9.45651e-18-3.8423e-19j -1.47735e-17-3.61405e-19j -8.23774e-18-1.13439e-19j -4.64955e-19+1.91692e-19j 1.32432e-17+5.67456e-19j 4.57699e-18+4.30194e-19j 8.3776e-18+3.50067e-19j 3.31907e-20+3.47839e-20j -4.1897e-17-1.91516e-18j 3.86403e-17+1.88626e-18j -3.20351e-18-1.33223e-19j 2.38589e-17+1.16288e-18j -4.45216e-17-2.20516e-18j 1.53818e-17+7.51178e-19j 4.82829e-18+2.77978e-19j 3.32474e-17+1.6588e-18j -1.98335e-17-1.00516e-18j 4.36079e-18+2.12844e-19j 5.4464e-17+2.7514e-18j 1.11772e-18+5.29863e-20j 4.74381e-17+2.39092e-18j -6.79697e-18-3.4203e-19j -1.25532e-17-6.32554e-19j -1.59387e-18-7.88595e-20j -9.90618e-18-4.97266e-19j -1.60833e-17-8.11673e-19j 1.6824e-17+8.46177e-19j 2.42495e-17+1.22187e-18j -7.29972e-17-3.68342e-18j 2.26541e-17+1.14187e-18j -1.85953e-17-9.36733e-19j -1.43449e-17-7.26631e-19j 1.06895e-17+5.40124e-19j 1.18316e-17+5.9754e-19j -1.83164e-18-9.36267e-20j -4.92561e-17-2.4835e-18j -1.14519e-17-5.78455e-19j 3.82189e-17+1.92235e-18j -1.50455e-17-7.67999e-19j 2.54737e-17+1.28083e-18j 2.86414e-17+1.46241e-18j -1.03471e-17-5.58599e-19j -3.03842e-17-1.55599e-18j -4.03549e-17-2.05923e-18j -6.45531e-18-3.33733e-19j 4.26644e-17+2.19104e-18j 2.15246e-17+1.10489e-18j -3.31996e-17-1.6976e-18j 1.99052e-17+1.02124e-18j 
0.000353106+5.07136e-16j 0.000758063+2.5568e-16j -0.000374581+3.32159e-18j 0.0011336-3.73356e-18j 0.000354979+2.35381e-18j -0.000768431-1.69922e-17j 0.000679593+1.09017e-17j 0.00147906-3.50694e-16j 0.000992435+1.13091e-16j 3.39498e-05-8.50265e-17j 0.00064217-2.38258e-17j -0.000300238-1.06936e-19j 0.000186356-2.8127e-17j -0.000662293+5.49828e-17j 0.00140042-3.2464e-17j -0.00049604-4.94951e-17j -1.29013e-05-3.76797e-18j -0.000284729-1.05847e-18j 0.000325298+5.13309e-17j 0.000562429+3.11748e-18j 5.1673e-05-1.04363e-17j -0.000886918-2.90117e-16j -0.000928244-4.88021e-17j 8.90809e-05-6.89928e-17j 0.000837256-2.03045e-18j 0.000724281+3.15658e-17j 0.000619824+2.4565e-17j -3.89276e-05+1.4904e-17j 0.00067065-4.36717e-17j -5.06431e-05+5.93278e-16j 9.74043e-05+5.1868e-16j -0.000227343+3.6168e-17j 0.000560292-3.43494e-16j 2.1234e-05-2.33217e-17j 0.000340644-3.45001e-18j -0.000738513+3.07032e-17j 0.000223922-1.0591e-17j 0.000193578+8.86865e-19j 0.000586699+3.02248e-18j -0.000395621+5.70911e-18j 6.3138e-05+1.86909e-17j 0.00106064-3.51249e-17j 1.16007e-05+4.23588e-17j 0.000907576-4.82063e-17j -0.000128455+2.39103e-17j -0.00023977-2.07765e-17j -2.61891e-05-3.14991e-17j -0.000183641+1.75144e-17j -0.000310817-4.98454e-17j 0.000316711-5.26966e-17j 0.000462994+2.02453e-16j -0.00140917-9.69188e-17j 0.000433677-2.00513e-17j -0.000354343+6.02045e-17j -0.000285077+5.58275e-17j 0.000208494-1.21298e-17j 0.000229927-3.50764e-17j -3.88727e-05-1.96719e-17j -0.000945169+1.00225e-17j -0.000222806+4.87651e-17j 0.000719763+3.82948e-18j -0.000316181-2.29959e-18j 0.000478404-6.5237e-18j 0.000603086-9.04344e-18j -0.000306379-6.44009e-18j -0.000653229+3.2018e-18j -0.00084604+7.89014e-18j -0.000147994-3.61933e-18j 0.000935268+9.36378e-18j 0.000470341+1.37851e-17j -0.000706235+3.63117e-16j 0.000433441-1.06449e-15j 
-0.000286383-4.36447e-16j -0.000658781-2.37975e-16j 0.000197514+3.49908e-18j -0.0005977-1.38103e-17j -0.000105662-1.38793e-18j 0.000296395+1.16764e-17j -0.000227563-7.47436e-18j -0.000329531+7.74351e-17j -0.000246852-3.50914e-17j 7.69448e-05+2.72621e-17j -0.000107639+4.25606e-18j 8.84078e-06-5.57897e-19j -7.99142e-05+5.05468e-18j 0.000139661-1.12506e-17j -0.00031881+7.99378e-18j 7.00247e-05+1.07874e-17j 2.81856e-05-3.85344e-18j -3.50981e-05-2.71982e-18j -9.88938e-05-7.86073e-18j -6.68817e-05-7.92396e-19j 3.29085e-05+1.9533e-18j 0.000140604+4.50876e-17j 0.000130913+3.5398e-18j 0.000122584-5.83742e-18j -4.63934e-05-5.02165e-18j -0.000113597-4.10684e-18j -0.000203709-1.62945e-17j -0.000200919-1.94971e-17j -0.000302574-4.56686e-17j -0.000118233+5.95787e-16j -3.3731e-05+2.17068e-17j 0.000755082+1.32212e-17j -0.000815875+4.62603e-16j 4.45744e-05+3.677e-17j -0.00050196-1.74657e-17j 0.000971729+2.6251e-18j -0.000325081-2.8153e-19j -0.000144058-6.96006e-18j -0.000737655-3.34831e-17j 0.000455593+1.15078e-17j -9.20443e-05-2.58142e-17j -0.00124231-9.57993e-18j -2.20304e-05-8.24821e-17j -0.00107651+1.32342e-17j 0.000153704-2.23482e-17j 0.000284735+3.55898e-17j 3.47029e-05+3.82004e-17j 0.000222797-1.19343e-17j 0.000366039+7.41753e-17j -0.000380029+4.67723e-17j -0.000549973-2.60927e-16j 0.00166082+1.82313e-16j -0.000514179+2.98407e-18j 0.000421501-5.47885e-17j 0.000329152-5.20249e-17j -0.000243936+2.54655e-18j -0.00026971+2.85606e-17j 4.28708e-05+2.39699e-17j 0.00111873+3.32656e-17j 0.000261143-4.7651e-17j -0.000863405-4.06655e-17j 0.000351083+1.65018e-17j -0.000575024-1.54274e-17j -0.000668746-1.59113e-17j 0.000271755+1.58935e-17j 0.000714019+2.41634e-17j 0.000940986+2.84152e-17j 0.000154837+9.81956e-18j -0.00100875-4.9524e-17j -0.000508407-3.48096e-17j 0.000777618-3.65179e-16j -0.000469641+1.14168e-15j 
4.00353e-16+1.72524e-17j 9.21661e-16+4.06394e-17j -2.74403e-16-9.59495e-18j 8.30373e-16+2.9034e-17j 1.44772e-16+2.41523e-18j -4.09077e-16-1.07713e-17j 3.12904e-16+6.69445e-18j 4.46635e-16+9.93029e-19j 3.36088e-16+2.77496e-18j -1.09252e-16-6.89999e-18j 1.43809e-16-2.47162e-18j -8.57322e-18+4.55386e-18j 1.10568e-16+3.27032e-18j -1.88828e-16+2.02169e-19j 4.32505e-16+1.49738e-18j -9.25313e-17+2.98394e-18j -3.96883e-17-2.0821e-18j 5.33577e-17+7.8806e-18j 1.35589e-16+2.38254e-18j 8.72181e-17-4.40851e-18j -4.7212e-17-3.6042e-18j -1.87223e-16+4.07372e-18j -1.72979e-16+5.59407e-18j -1.74511e-16-1.16078e-17j 5.46495e-17-1.09183e-17j 1.5116e-16-3.42705e-18j 2.79954e-16+5.79111e-18j 2.84628e-16+1.71432e-17j 4.19094e-16+1.29964e-17j 1.67856e-16+1.05757e-17j 4.64245e-17+1.05084e-18j -1.06478e-15-5.78581e-17j 1.1464e-15+5.6985e-17j -6.33104e-17-4.02473e-18j 7.05363e-16+3.51311e-17j -1.36446e-15-6.66192e-17j 4.56767e-16+2.26935e-17j 2.01179e-16+8.39786e-18j 1.03544e-15+5.01132e-17j -6.39077e-16-3.03664e-17j 1.29333e-16+6.43013e-18j 1.74286e-15+8.31215e-17j 3.10013e-17+1.60075e-18j 1.51042e-15+7.22309e-17j -2.15672e-16-1.03329e-17j -3.99506e-16-1.91098e-17j -4.87305e-17-2.38239e-18j -3.12653e-16-1.50227e-17j -5.13548e-16-2.45211e-17j 5.33254e-16+2.55635e-17j 7.71657e-16+3.69134e-17j -2.33012e-15-1.11278e-16j 7.21425e-16+3.44966e-17j -5.91407e-16-2.82992e-17j -4.61723e-16-2.19519e-17j 3.42221e-16+1.63174e-17j 3.78387e-16+1.8052e-17j -6.01148e-17-2.82851e-18j -1.56962e-15-7.5028e-17j -3.66367e-16-1.74755e-17j 1.21152e-15+5.80752e-17j -4.92329e-16-2.32017e-17j 8.0688e-16+3.86946e-17j 9.37781e-16+4.41803e-17j -3.8028e-16-1.68756e-17j -1.00115e-15-4.70074e-17j -1.31958e-15-6.22105e-17j -2.17019e-16-1.00823e-17j 1.41423e-15+6.61926e-17j 7.12783e-16+3.33792e-17j -1.09039e-15-5.12854e-17j 6.58447e-16+3.08523e-17j 
0.000133226+1.90397e-16j 0.000284253+9.53897e-17j -0.000145588+1.4662e-18j 0.000440596-1.97691e-18j 0.000141236+9.17835e-19j -0.000303025-6.53501e-18j 0.000269378+4.19256e-18j 0.000592914-1.40608e-16j 0.000396808+4.49488e-17j 1.69964e-05-3.37767e-17j 0.000258848-9.60234e-18j -0.000122683-4.94655e-20j 7.31663e-05-1.13119e-17j -0.000265811+2.20819e-17j 0.000561116-1.29779e-17j -0.000200471-1.98399e-17j -4.15737e-06-1.70619e-18j -0.000118089-5.13838e-19j 0.000129344+2.07292e-17j 0.000227804+1.22961e-18j 2.24945e-05-4.21176e-18j -0.000357825-1.17068e-16j -0.000375149-1.98367e-17j 4.14182e-05-2.85499e-17j 0.000341249-1.07341e-18j 0.000292259+1.27585e-17j 0.000245841+9.43499e-18j -2.40047e-05+5.38924e-18j 0.000262707-1.96793e-17j -2.5492e-05+2.67042e-16j 3.85646e-05+2.13429e-16j -6.29043e-05+1.51392e-17j 0.000196911-1.22015e-16j 1.04881e-05-8.09841e-18j 0.000119479-1.98483e-18j -0.0002637+1.24429e-17j 7.87352e-05-4.26818e-18j 7.35552e-05+1.15327e-19j 0.000210867+8.06663e-20j -0.000143867+2.68933e-18j 2.21852e-05+6.64862e-18j 0.000384865-1.44731e-17j 3.87106e-06+1.40589e-17j 0.000328782-1.89595e-17j -4.64808e-05+8.86488e-18j -8.68467e-05-7.15803e-18j -9.34152e-06-1.13861e-17j -6.63274e-05+6.64399e-18j -0.000112704-1.7544e-17j 0.000114558-1.96268e-17j 0.000167694+7.26438e-17j -0.000510919-3.28194e-17j 0.000157115-7.97083e-18j -0.000128318+2.23723e-17j -0.000103633+2.07126e-17j 7.56651e-05-4.80886e-18j 8.34151e-05-1.31635e-17j -1.42119e-05-7.1113e-18j -0.000342496+5.165e-18j -8.08403e-05+1.80101e-17j 0.000260357+1.52753e-19j -0.000115501-3.66199e-19j 0.000173005-3.14967e-18j 0.000220344-4.18152e-18j -0.000114663-2.06414e-18j -0.000239078+2.10794e-18j -0.000308997+4.14383e-18j -5.44428e-05-1.12668e-18j 0.000342847+2.0955e-18j 0.000172371+4.3766e-18j -0.000258251+1.33982e-16j 0.000158803-3.90359e-16j 
-7.84816e-05-1.16548e-16j -0.000174447-6.19753e-17j 6.88481e-05+3.37026e-19j -0.00020835-2.16621e-18j -5.4196e-05-5.11892e-19j 0.000126491+3.75614e-18j -0.000107182-2.40223e-18j -0.000210806+4.98642e-17j -0.000144937-1.7528e-17j 6.6161e-06+1.34157e-17j -8.67233e-05+3.31393e-18j 3.49232e-05-1.75543e-19j -3.1765e-05+3.76419e-18j 9.33242e-05-7.70602e-18j -0.000200519+4.69332e-18j 6.52104e-05+6.94849e-18j 5.26962e-06-4.78965e-20j 2.72254e-05-4.43471e-19j -4.99446e-05-6.88992e-18j -7.22417e-05-3.49223e-19j -1.34366e-06+1.52564e-18j 0.000118684+3.85994e-17j 0.000122012+5.82411e-18j 6.60955e-06+7.24386e-18j -0.000100335-1.8422e-19j -9.67542e-05-4.01813e-18j -9.72353e-05-5.11033e-18j -2.28612e-05-4.73827e-18j -0.000116345-1.60414e-18j -1.03375e-05+1.38554e-17j -1.55133e-05-5.53455e-17j 0.000127885-8.48428e-19j -0.000173525+9.98872e-17j 3.65673e-06+7.70263e-18j -0.000106303-2.8434e-18j 0.00021467-1.45549e-18j -6.92161e-05+5.93692e-19j -4.12706e-05-1.24945e-18j -0.000165889-6.10981e-18j 0.000106193+1.66496e-18j -1.95684e-05-5.75658e-18j -0.000287529+6.03844e-19j -4.28921e-06-1.59776e-17j -0.000247863+5.4333e-18j 3.5263e-05-5.46101e-18j 6.55275e-05+7.62755e-18j 7.64559e-06+8.77469e-18j 5.08272e-05-3.21574e-18j 8.45286e-05+1.62559e-17j -8.70868e-05+1.16307e-17j -0.000126554-5.9016e-17j 0.000383407+3.83337e-17j -0.000118409+1.80887e-18j 9.69354e-05-1.34934e-17j 7.66373e-05-1.27832e-17j -5.64842e-05+1.30661e-18j -6.23852e-05+7.36761e-18j 1.01774e-05+5.52825e-18j 0.000257808+5.22743e-18j 6.04242e-05-1.1507e-17j -0.000197881-7.3697e-18j 8.31038e-05+3.06536e-18j -0.00013168-2.30945e-18j -0.000158389-2.22685e-18j 7.12502e-05+3.29251e-18j 0.000170158+4.07106e-18j 0.000222581+4.49443e-18j 3.76114e-05+1.98538e-18j -0.000241788-9.39161e-18j -0.000121745-7.08722e-18j 0.000184733-8.90262e-17j -0.000112345+2.73564e-16j 
2.66776e-05+3.34145e-17j 5.5649e-05+8.83055e-18j -3.22257e-05+2.68861e-18j 9.75265e-05-7.58812e-18j 3.355e-05-3.58948e-19j -7.01273e-05+1.11821e-18j 6.32965e-05-6.67035e-19j 0.000143879-3.43691e-17j 9.55909e-05+9.99695e-18j 6.42381e-06-6.37543e-18j 6.37775e-05-1.78757e-18j -3.13504e-05-1.08027e-18j 1.67102e-05-3.53377e-18j -6.47179e-05+5.33896e-18j 0.000135978-3.47464e-18j -4.9749e-05-5.51058e-18j -3.20158e-07-6.05314e-20j -3.1337e-05-2.02638e-18j 3.06685e-05+4.57691e-18j 5.68696e-05+1.31456e-18j 6.66728e-06-1.99206e-19j -8.83823e-05-2.98817e-17j -9.31004e-05-6.30604e-18j 1.39261e-05-4.82246e-18j 8.66223e-05+2.11387e-18j 7.22207e-05+3.96767e-18j 5.78716e-05+6.56728e-19j -1.15278e-05-3.09429e-18j 5.95826e-05-9.28637e-18j -9.71e-06+8.21647e-17j 9.03095e-06+5.52838e-17j 3.90207e-06+1.76242e-17j 2.89808e-05-3.22739e-17j 3.88664e-06-1.7596e-19j 1.74007e-05-9.09687e-18j -4.20279e-05+1.86732e-17j 1.16186e-05-6.35225e-18j 1.51031e-05-2.09683e-18j 3.46558e-05-1.24547e-17j -2.49136e-05+8.01824e-18j 3.26189e-06-4.61738e-19j 6.60211e-05-2.31957e-17j 4.10274e-07+1.0542e-18j 5.5995e-05-2.12261e-17j -7.87585e-06+4.07609e-18j -1.47808e-05+3.52184e-18j -1.48139e-06-1.36399e-18j -1.11465e-05+4.86558e-18j -1.92739e-05+3.12577e-18j 1.9379e-05-9.71749e-18j 2.85361e-05+3.22489e-18j -8.73355e-05+2.21262e-17j 2.6765e-05-9.94704e-18j -2.18177e-05+1.08434e-17j -1.79205e-05+9.02238e-18j 1.29879e-05-4.94228e-18j 1.42973e-05-6.80181e-18j -2.51792e-06-5.39027e-19j -5.84022e-05+1.95588e-17j -1.38623e-05+7.40823e-18j 4.40505e-05-1.44678e-17j -2.03921e-05+5.70828e-18j 2.92367e-05-1.01662e-17j 3.89299e-05-1.17129e-17j -2.22879e-05+3.7926e-18j -4.25481e-05+1.20522e-17j -5.45082e-05+1.62039e-17j -9.89557e-06+2.30192e-18j 6.14197e-05-1.60799e-17j 3.08464e-05-7.51572e-18j -4.57917e-05+3.66304e-17j 2.8385e-05-7.72457e-17j 
2.72707e-18+1.14554e-18j 5.46281e-18+2.69842e-18j -3.84013e-18-6.37095e-19j 1.16218e-17+1.92783e-18j 4.36564e-18+1.60369e-19j -8.84737e-18-7.15205e-19j 8.13257e-18+4.44505e-19j 1.91767e-17+6.59361e-20j 1.2638e-17+1.84254e-19j 1.19331e-18-4.58152e-19j 8.64183e-18-1.64113e-19j -4.41007e-18+3.02372e-19j 2.07403e-18+2.17146e-19j -8.65731e-18+1.34238e-20j 1.80964e-17+9.94247e-20j -6.79224e-18+1.9813e-19j 5.83007e-20-1.3825e-19j -4.56977e-18+5.23264e-19j 3.98221e-18+1.58198e-19j 7.81284e-18-2.9272e-19j 1.06584e-18-2.39315e-19j -1.20073e-17+2.70491e-19j -1.27115e-17+3.71441e-19j 2.4243e-18-7.70747e-19j 1.21044e-17-7.24961e-19j 9.81637e-18-2.27552e-19j 7.45156e-18+3.84524e-19j -2.37258e-18+1.13829e-18j 7.33038e-18+8.62949e-19j -1.81085e-18+7.02217e-19j 1.15568e-18+6.97747e-20j 3.33022e-18-3.84172e-18j 1.10592e-18+3.78375e-18j 7.14714e-19-2.67238e-19j 6.19545e-19+2.33267e-18j -2.38154e-18-4.42345e-18j 4.50758e-19+1.50683e-18j 1.61036e-18+5.5761e-19j 2.19781e-18+3.32746e-18j -1.85472e-18-2.0163e-18j 1.23685e-19+4.26954e-19j 4.78633e-18+5.51918e-18j -2.28912e-20+1.06288e-19j 3.97537e-18+4.79606e-18j -5.50726e-19-6.86096e-19j -1.04727e-18-1.26887e-18j -8.22837e-20-1.58188e-19j -7.60077e-19-9.97491e-19j -1.38492e-18-1.62818e-18j 1.34836e-18+1.69739e-18j 2.02091e-18+2.45101e-18j -6.26741e-18-7.38876e-18j 1.90159e-18+2.29054e-18j -1.54141e-18-1.87904e-18j -1.32881e-18-1.45758e-18j 9.43265e-19+1.08346e-18j 1.034e-18+1.19864e-18j -1.99125e-19-1.8781e-19j -4.16122e-18-4.98178e-18j -1.00388e-18-1.16035e-18j 3.06659e-18+3.85613e-18j -1.59839e-18-1.54057e-18j 2.02806e-18+2.56928e-18j 3.05693e-18+2.93352e-18j -2.15881e-18-1.12052e-18j -3.40314e-18-3.12125e-18j -4.26316e-18-4.13071e-18j -8.32766e-19-6.69451e-19j 4.99334e-18+4.39512e-18j 2.50119e-18+2.21635e-18j -3.62885e-18-3.4053e-18j 2.29497e-18+2.04856e-18j 
4.2993e-18+3.22847e-18j 9.70721e-18+7.60493e-18j -3.40686e-18-1.79552e-18j 1.03098e-17+5.43319e-18j 2.34359e-18+4.51966e-19j -5.80784e-18-2.01566e-18j 4.76112e-18+1.25274e-18j 8.56273e-18+1.85827e-19j 6.02496e-18+5.19282e-19j -7.20941e-19-1.29121e-18j 3.33301e-18-4.62519e-19j -1.10792e-18+8.52172e-19j 1.49571e-18+6.11981e-19j -3.74849e-18+3.78323e-20j 8.18127e-18+2.80208e-19j -2.43212e-18+5.5839e-19j -3.49486e-19-3.89628e-19j -5.78615e-19+1.47471e-18j 2.17006e-18+4.45848e-19j 2.62176e-18-8.24972e-19j -1.83117e-19-6.7446e-19j -4.51581e-18+7.62322e-19j -4.54989e-18+1.04683e-18j -1.03061e-18-2.17219e-18j 3.32561e-18-2.04315e-18j 3.67444e-18-6.41309e-19j 4.3007e-18+1.0837e-18j 2.05011e-18+3.20803e-18j 5.54535e-18+2.43204e-18j 1.11293e-18+1.97905e-18j 6.94505e-19+1.96646e-19j -8.96395e-18-1.08271e-17j 1.07462e-17+1.06637e-17j -4.12363e-19-7.53155e-19j 6.59776e-18+6.57415e-18j -1.30389e-17-1.24666e-17j 4.28403e-18+4.24668e-18j 2.21644e-18+1.57151e-18j 9.98594e-18+9.37777e-18j -6.27966e-18-5.68251e-18j 1.2121e-18+1.20328e-18j 1.70622e-17+1.55547e-17j 2.78277e-19+2.99551e-19j 1.47463e-17+1.35167e-17j -2.10167e-18-1.93362e-18j -3.89942e-18-3.57606e-18j -4.65028e-19-4.45821e-19j -3.03779e-18-2.81122e-18j -5.02158e-18-4.58868e-18j 5.19332e-18+4.78374e-18j 7.5314e-18+6.90766e-18j -2.27806e-17-2.08237e-17j 7.04399e-18+6.45541e-18j -5.77041e-18-5.29569e-18j -4.53435e-18-4.1079e-18j 3.35106e-18+3.05351e-18j 3.70312e-18+3.37811e-18j -5.96454e-19-5.29305e-19j -1.53313e-17-1.40401e-17j -3.58611e-18-3.27021e-18j 1.17997e-17+1.08677e-17j -4.87728e-18-4.34177e-18j 7.8553e-18+7.24098e-18j 9.29306e-18+8.26753e-18j -3.983e-18-3.15796e-18j -9.95358e-18-8.79659e-18j -1.30675e-17-1.16416e-17j -2.17983e-18-1.88671e-18j 1.41039e-17+1.23867e-17j 7.10489e-18+6.24631e-18j -1.08227e-17-9.59714e-18j 6.55965e-18+5.77344e-18j 
-5.7269e-05-7.77473e-17j -0.000135644-2.25972e-17j 3.00575e-05-5.29256e-18j -9.09517e-05+1.55397e-17j -4.94332e-06+1.41557e-18j 3.02423e-05-5.19645e-18j -1.67634e-05+3.19141e-18j 1.13796e-05-2.22279e-18j 2.01764e-07-9.5396e-20j 2.46668e-05-2.95665e-18j 1.51742e-05-2.17248e-18j -1.90748e-05+2.93625e-18j -9.65431e-06+1.66348e-18j -7.37587e-06+8.49495e-19j 8.81032e-06+9.90968e-19j -1.55101e-05+1.5845e-18j 7.21045e-06-2.80397e-18j -3.06468e-05+4.5117e-18j -5.12666e-06+3.05209e-18j 2.12002e-05-3.01022e-18j 1.32261e-05-2.64522e-18j -2.32845e-05-5.1002e-18j -2.90601e-05+1.3211e-18j 4.18184e-05-1.45706e-17j 4.69146e-05-9.04113e-18j 1.93685e-05-1.24889e-18j -1.41801e-05+1.01251e-18j -6.08282e-05+7.13213e-18j -3.90703e-05-7.4731e-18j -3.77932e-05+2.22008e-16j -2.72468e-06+4.4349e-17j 0.000201686-3.30272e-17j -0.000195258+1.47708e-16j 1.44024e-05+6.19465e-18j -0.000120424+1.86618e-17j 0.000227429-4.24547e-17j -7.77509e-05+1.46294e-17j -2.76583e-05+3.77998e-18j -0.000170766+2.47179e-17j 0.000103073-1.69708e-17j -2.20336e-05-1.72414e-18j -0.000282366+5.13798e-17j -5.52656e-06-1.96775e-17j -0.000245512+4.96002e-17j 3.51354e-05-1.17772e-17j 6.49575e-05-4.24865e-18j 8.1354e-06+7.13852e-18j 5.11134e-05-1.24281e-17j 8.33197e-05+1.11086e-18j -8.69352e-05+2.7142e-17j -0.000125476-3.56006e-17j 0.000378123-3.02063e-17j -0.000117251+2.2939e-17j 9.62012e-05-3.07816e-17j 7.45212e-05-2.59708e-17j -5.54279e-05+1.09877e-17j -6.13274e-05+1.80302e-17j 9.58056e-06+3.57664e-18j 0.000254995-4.08292e-17j 5.93664e-05-2.21642e-17j -0.000197497+2.81307e-17j 7.86142e-05-1.12202e-17j -0.000131601+2.14587e-17j -0.000149686+2.48779e-17j 5.64109e-05-7.38066e-18j 0.000159148-2.48433e-17j 0.000210805-3.36439e-17j 3.40551e-05-4.29952e-18j -0.000223946+3.1506e-17j -0.000112943+1.37e-17j 0.000173696-1.14273e-16j -0.000104406+2.74066e-16j 
