-0.157256-1.1906e-13j -0.205106-2.5615e-14j 0.0665602-5.24315e-17j -0.182613-4.07021e-17j 0.0836601-1.44934e-15j -0.220712-6.28852e-15j -0.0713585-3.16011e-16j 0.0749904+1.82303e-16j 0.190652+1.16244e-15j -0.0226511+2.38291e-15j 0.0878392-4.51443e-15j -0.212734-7.82055e-16j -0.0725448+3.17994e-15j -0.135854-1.11747e-15j -0.205725+1.26215e-14j -0.129948+5.32478e-15j -0.0519708+1.76111e-14j 0.124848-7.72792e-14j -0.116131-1.64801e-14j 0.116987-7.09508e-15j 0.0445731-6.29826e-15j 0.0643649+5.11546e-15j 0.168745-6.55713e-15j 0.0490827-7.60558e-15j -0.229662-3.14161e-15j 0.0212594+1.57966e-16j -0.224216+1.01476e-14j -0.0699204+4.25973e-15j 0.0667619-6.31816e-14j 0.217238-3.68919e-15j 0.0511039+7.05457e-15j -0.108734+4.98026e-15j -0.199724+5.41313e-15j 0.00960863+1.73832e-16j 0.0447678-1.43357e-14j 0.0593331+1.30452e-14j -0.217743-3.15495e-14j -0.00781307-5.65676e-14j -0.0420896-4.26781e-14j -0.122533-6.37834e-14j 0.117277+3.48241e-14j -0.0827441-2.84594e-13j 0.137081+5.20304e-15j 0.112145-1.06052e-15j 0.217382-5.85483e-16j 0.0982757+2.11425e-15j -0.0206176+2.75962e-15j -0.0391818+3.03908e-15j 0.117945+1.99636e-15j -0.177483+2.43908e-16j -0.159172+6.2763e-15j 4.61254e-05+1.75596e-15j 0.123969+1.34058e-16j 0.147876+2.25421e-16j -0.171919+5.23273e-15j 0.17691-2.36644e-14j 
-8.68202e-05-6.19568e-17j -6.76274e-05-1.07106e-17j 9.3888e-05+7.12036e-18j -3.61646e-05+4.20383e-18j -2.09558e-05-7.04138e-18j -5.59905e-05+2.35641e-18j -0.000114497-8.35674e-18j 7.75419e-05+4.24911e-18j -2.2389e-05-1.03274e-17j -8.79317e-06+2.7159e-18j 9.42556e-05+3.90302e-18j -6.74851e-05+9.02109e-20j 9.45127e-05+1.66363e-17j -0.000100551-7.22364e-18j -4.79753e-05+1.46301e-17j 3.24455e-05+5.73891e-18j -7.69165e-05+3.15052e-18j 2.26918e-05-1.87381e-17j 3.17967e-06-8.58881e-18j 0.000117505-7.88588e-18j 8.05554e-05-2.02784e-18j -6.426e-05+4.3594e-18j -4.71274e-05-2.177e-17j 0.00013368+3.93627e-17j -2.21814e-05+1.50019e-17j -2.73328e-05-4.69931e-18j -8.10861e-05+4.46087e-18j -2.61168e-05+1.07012e-17j 3.14241e-05-2.9816e-17j 0.000110047+5.36151e-19j 9.31254e-07+9.74128e-18j -0.000132941-2.67627e-18j 2.79573e-05+1.64739e-17j 0.000116774+1.87001e-17j -5.4975e-05-1.72919e-18j -4.32873e-06-2.13154e-18j -1.67965e-05+3.21059e-18j 1.50893e-05-3.25327e-17j -6.55303e-05-3.6339e-17j -3.55074e-05-1.26529e-17j 0.000135526+1.47146e-17j 6.92911e-06-3.22442e-17j 3.46749e-05-2.38272e-18j -5.76387e-05-1.26409e-17j 9.7183e-05-1.10235e-18j -2.05966e-05-7.85034e-18j -6.65193e-06+1.01426e-18j -0.000118448-1.09019e-17j 9.04169e-06-3.75845e-18j -5.51829e-06+8.39559e-18j -0.000104908+2.68757e-19j 5.50887e-05+6.2701e-18j 9.28621e-05+4.48038e-18j 2.47395e-06-6.1695e-18j -9.38293e-05-1.88299e-19j 5.7797e-05-1.06004e-17j 
0.000265834+2.01239e-16j 0.00032697+4.0079e-17j -0.000137262-8.49261e-18j 0.000280698-5.32858e-18j -0.000112346+9.94187e-18j 0.00034458+4.82756e-18j 0.000153151+1.11219e-17j -0.000142418-5.91055e-18j -0.000267009+1.15662e-17j 3.66829e-05-4.71494e-18j -0.000168304+1.15703e-19j 0.000337979-9.27837e-19j 6.43596e-05-2.23908e-17j 0.000240717+8.28819e-18j 0.000319357-2.80645e-17j 0.00017455-1.76434e-17j 0.000108738-2.23382e-17j -0.000191026+1.22885e-16j 0.000167171+2.31685e-17j -0.000220677+8.06645e-18j -9.95767e-05+4.85937e-18j -6.55886e-05-1.58059e-18j -0.000224501+2.90125e-17j -0.000129128-1.5471e-17j 0.000342929-8.38229e-18j -1.90184e-05+4.87306e-18j 0.000360533-1.79555e-17j 0.00011279-1.11509e-17j -0.000110504+1.04385e-16j -0.000362947+3.7306e-18j -7.45736e-05-1.26864e-17j 0.000215383+1.17334e-18j 0.000277765-2.45679e-17j -6.45153e-05-1.78206e-17j -4.1167e-05+2.7797e-17j -8.42393e-05-1.54994e-17j 0.000323297+3.79326e-17j 4.8051e-06+9.46372e-17j 8.94656e-05+8.16646e-17j 0.000193217+9.66038e-17j -0.000228901-6.40654e-17j 0.000117091+4.23436e-16j -0.00021397-4.47477e-18j -0.000137802+1.59173e-17j -0.000357585+1.02227e-18j -0.000133714+5.61879e-18j 3.28043e-05-4.63121e-18j 0.000108161+8.85107e-18j -0.000175097+2.23776e-18j 0.000259982-9.9479e-18j 0.000276447-6.16491e-18j -2.39234e-05-9.89375e-18j -0.000220139-5.45646e-18j -0.000215693+7.48735e-18j 0.00029015-5.84511e-18j -0.00028179+4.04783e-17j 
-2.72663e-05-4.09796e-17j -0.000245208-1.69956e-17j -0.000251103-2.27039e-17j -0.000328844-1.28215e-17j 0.000323129+1.95599e-17j -0.000341006-2.18024e-17j 0.000332823+2.44984e-17j -0.000153114-1.19826e-17j 0.000619778+3.43456e-17j -2.09911e-05-5.8744e-18j -0.000195104-2.13822e-17j -0.000266542+1.2162e-18j -0.000631096-4.82538e-17j 9.38723e-05+2.36159e-17j -0.000337216-2.67079e-17j -0.000501429+1.8282e-18j 0.000212647+2.4763e-17j 0.000234167-1.28217e-16j -0.000329453+3.0836e-18j -0.000222945+2.74767e-17j -0.000249428+1.80948e-18j 0.000469865-2.04997e-17j 0.000674095+6.36271e-17j -0.000481389-1.84008e-16j -0.000520671-6.55264e-17j 0.000183269+1.63433e-17j -0.000235153+9.4083e-18j -6.95135e-05-3.70197e-17j 3.6556e-05-3.38217e-17j 8.3121e-05-9.88678e-18j 0.000134265-2.89322e-17j 0.000316271+1.23794e-17j -0.000669967-4.32948e-17j -0.000510697-6.79304e-17j 0.000374058-4.24857e-17j 0.000180752+4.051e-17j -0.000513108-8.8304e-17j -9.05387e-05-9.4739e-19j 0.000187099+4.39388e-17j -0.000168987-1.12077e-16j -0.000304997+4.00289e-17j -0.000256173-6.16713e-16j 0.000212253+2.12677e-17j 0.000568963+3.87254e-17j 0.000142638+4.04463e-18j 0.000361102+3.2015e-17j -2.53202e-05+3.16568e-18j 0.000438216+4.25194e-17j 0.000278197+1.61866e-17j -0.000455802-2.68855e-17j 5.0683e-05+1.01073e-17j -0.000253087-1.54783e-17j -9.07477e-05-1.40739e-17j 0.000389529+1.9437e-17j -3.48003e-05+1.19603e-17j 0.000213953-1.82894e-17j 
-8.62344e-06+1.93918e-17j 0.000115193-8.56329e-18j 0.000162054-3.28627e-17j 0.000169221-2.25446e-17j -0.000181548+2.8612e-17j 0.000170482-1.5678e-17j -0.000212106+4.49522e-17j 0.0001043-2.50406e-17j -0.000343406+5.39862e-17j 9.04924e-06+3.24113e-18j 0.000131673-2.80995e-17j 0.000126844-1.80323e-17j 0.000369059-6.00973e-17j -7.82721e-05+1.5603e-17j 0.000170585-1.08215e-17j 0.000281705-6.33041e-17j -0.000136535+2.67912e-17j -0.000121328+8.71563e-17j 0.000180186-4.24147e-17j 0.00015311-6.56155e-17j 0.000157539-4.58818e-17j -0.000273122+7.879e-17j -0.000379657+4.60186e-17j 0.000298157+2.94614e-17j 0.000277414-1.56753e-17j -0.000107144+1.61971e-17j 0.000106082-1.50525e-17j 3.07787e-05+2.01697e-17j -1.1405e-05+8.40669e-18j -1.55017e-05-6.43407e-18j -7.28308e-05+3.36016e-17j -0.000208081+5.47879e-17j 0.000372229-5.4299e-17j 0.000309541-3.93658e-17j -0.000218463+7.63074e-17j -9.95562e-05-1.04546e-18j 0.000274753-6.64827e-18j 5.33598e-05-2.16107e-17j -0.000119552+5.25875e-19j 8.23857e-05+4.51359e-17j 0.000202643-7.92726e-17j 0.000141312+2.96231e-16j -0.000106161+5.35541e-18j -0.000325273+5.20331e-17j -5.13742e-05-5.11971e-18j -0.00020212+2.58997e-17j 1.19844e-05-3.05431e-18j -0.00027054+4.73172e-17j -0.000148983+2.03213e-17j 0.000246609-3.4307e-17j -5.59411e-05+2.08775e-17j 0.000152648-2.96743e-17j 7.44932e-05-1.96779e-17j -0.000211358+3.19549e-17j -6.41691e-06+7.77483e-18j -0.000100837+2.03445e-17j 
-0.000248409-1.45956e-16j -4.50715e-05-4.00053e-17j 0.000454576-2.12244e-17j 0.000106922-1.64004e-17j -0.000278456+1.61734e-17j 5.41302e-05-1.30646e-17j -0.000571987+3.27615e-17j 0.000339468-1.93467e-17j -0.000479442+3.85901e-17j -1.30783e-05+1.13777e-17j 0.000418594-2.41438e-17j -3.04969e-05-2.19748e-17j 0.000708312-2.89792e-17j -0.000370832-3.29806e-19j 7.62198e-05+2.64639e-17j 0.00043188-6.23293e-17j -0.000377001+4.18583e-17j -8.55329e-05+5.51094e-17j 0.000228086-7.57664e-17j 0.000508403-1.02243e-16j 0.000412544-6.21003e-17j -0.00050861+1.08895e-16j -0.000591367-2.29563e-18j 0.000729321+1.4248e-16j 0.000276964+2.11713e-17j -0.000205345+7.24845e-18j -9.30439e-05-6.2738e-18j -3.40944e-05+5.38362e-17j 7.22248e-05-7.14987e-17j 0.000282683-6.54842e-18j -8.61184e-05+6.78374e-17j -0.000617628+6.03285e-17j 0.000529793-2.22334e-17j 0.000696852+2.06217e-18j -0.000416621+8.89909e-17j -0.00013307-6.78136e-18j 0.00028848-1.52477e-19j 0.000106313-1.15664e-16j -0.000325123-9.84102e-17j 3.00369e-06+2.00882e-17j 0.000618092-5.71379e-17j 0.000191032+2.71824e-16j -3.42304e-05+2.61576e-19j -0.00055396+2.98888e-17j 0.00020376-9.29424e-18j -0.000302518+1.07206e-17j -3.63727e-06-9.63966e-19j -0.000653956+2.88645e-17j -0.000156608+1.49061e-17j 0.00028512-1.95509e-17j -0.000355584+2.65597e-17j 0.000336804-1.95593e-17j 0.000345161-1.21199e-17j -0.000250545+2.26794e-17j -0.000264929+9.17057e-18j 3.56114e-05-4.07471e-18j 
0.000158564+8.67208e-17j -6.91414e-06+2.66179e-17j -0.000334869+1.98559e-17j -0.000118834+1.49019e-17j 0.000230275-1.58318e-17j -8.60816e-05+1.08939e-17j 0.000423866-2.97949e-17j -0.000244963+1.73614e-17j 0.000405903-3.51031e-17j 5.44368e-06-8.18383e-18j -0.000302997+2.07057e-17j -1.96235e-05+1.80096e-17j -0.000557407+2.97923e-17j 0.000256696-2.29732e-18j -9.9979e-05-1.5487e-17j -0.00035719+5.37168e-17j 0.000278375-3.15277e-17j 9.07706e-05-5.95596e-17j -0.000198241+5.76618e-17j -0.000365923+8.06188e-17j -0.000307105+4.97013e-17j 0.000402732-8.74863e-17j 0.000487239-6.17995e-18j -0.000548925-1.04496e-16j -0.000258637-1.26235e-17j 0.000161642-7.53714e-18j 2.5983e-05+7.70928e-18j 1.19946e-05-4.01717e-17j -4.18504e-05+4.21662e-17j -0.000172705+5.18632e-18j 7.63161e-05-5.17183e-17j 0.000451285-4.99781e-17j -0.000446318+2.44218e-17j -0.000532023+4.67597e-18j 0.000328284-7.5187e-17j 0.000113956+6.18316e-18j -0.000265053-2.01103e-18j -8.30417e-05+7.82153e-17j 0.00024062+6.41635e-17j -2.70646e-05-2.73313e-17j -0.000449914+5.55172e-17j -0.000163101-2.63451e-16j 5.39321e-05-4.92239e-19j 0.000447137-2.89657e-17j -0.0001122+7.20368e-18j 0.000251666-1.12609e-17j -1.37958e-06+1.41903e-18j 0.000493177-2.71138e-17j 0.000143837-1.33225e-17j -0.000254342+1.89442e-17j 0.0002403-2.10936e-17j -0.000258068+1.83837e-17j -0.000239427+1.1496e-17j 0.000221865-2.07109e-17j 0.000168259-7.06516e-18j 8.46487e-06-2.67314e-18j 
-0.000547472-3.91558e-16j -0.000508012-8.00206e-17j 0.000489854+1.20634e-17j -0.000343672+5.91091e-18j -1.20675e-05-1.57341e-17j -0.000470852-7.54972e-18j -0.000587693-1.23133e-17j 0.000424334+5.4631e-18j 8.7094e-05-1.34076e-17j -6.20871e-05+1.43281e-17j 0.000512524-4.17473e-18j -0.000514901-7.7626e-18j 0.000355334+3.96514e-17j -0.000588371-2.08026e-17j -0.000419846+6.6086e-17j 1.82711e-05+4.02294e-18j -0.000398781+4.83851e-17j 0.000225776-1.51409e-16j -0.000100296-7.14089e-17j 0.000646329-6.32686e-17j 0.000407916-3.42408e-17j -0.000226744+5.30069e-17j -4.62908e-05-6.80159e-17j 0.000652359+1.35719e-16j -0.000326956+4.11085e-17j -0.000102486-9.86079e-18j -0.00058768+2.54344e-17j -0.000187017+5.13264e-17j 0.000207874-1.97901e-16j 0.000711619-6.3072e-18j 5.46633e-05+5.74446e-17j -0.000707914+1.9302e-17j -7.08967e-05+4.47553e-17j 0.000537012+5.00314e-17j -0.000204148+8.51437e-19j 3.90263e-05+1.24291e-17j -0.000290861-4.02846e-17j 6.04514e-05-2.08488e-16j -0.000337588-1.91725e-16j -0.000281385-1.25429e-16j 0.000728028+7.47161e-17j -5.03935e-05-4.39725e-16j 0.000291987+1.84819e-18j -0.000149658-2.56046e-17j 0.000653649-6.67228e-18j 3.98548e-06-1.40473e-17j -5.04063e-05+6.6238e-18j -0.000573771-1.50283e-17j 0.000157297-2.18579e-18j -0.000200163+1.63879e-17j -0.000631076+1.8599e-17j 0.000248908+1.31343e-17j 0.000541901+8.23027e-18j 0.000157178-8.84878e-18j -0.000593612+1.04129e-17j 0.000435765-6.56147e-17j 
0.000281548+2.00625e-16j 0.000268096+4.30771e-17j -0.000243346-6.74787e-19j 0.000186437+4.92407e-19j -3.86526e-06+3.26438e-18j 0.000252023+7.42087e-18j 0.000290967-6.18355e-19j -0.000212801+9.04968e-19j -6.39359e-05-1.88465e-18j 3.24863e-05-7.09319e-18j -0.000256711+6.9624e-18j 0.000272292+5.71468e-18j -0.000162553-9.5705e-18j 0.000298749+6.8325e-18j 0.000225754-3.00657e-17j 6.23142e-06+4.38772e-18j 0.000197847-2.9595e-17j -0.000123044+7.93336e-17j 6.16727e-05+4.04312e-17j -0.00032445+3.65292e-17j -0.000201386+2.20187e-17j 0.000101638-3.33114e-17j 2.76322e-06+2.40758e-17j -0.000319501-5.55732e-17j 0.000183835-1.33937e-17j 4.68448e-05+1.86102e-18j 0.00030863-1.21985e-17j 9.80495e-05-2.48716e-17j -0.000107718+1.02718e-16j -0.000367446+4.76015e-18j -3.22039e-05-3.01038e-17j 0.000353122-1.66247e-17j 5.71926e-05-1.3212e-17j -0.000259448-1.52447e-17j 9.30336e-05-4.58158e-18j -2.56327e-05-9.83195e-18j 0.000165093+2.90654e-17j -2.81779e-05+1.08284e-16j 0.000167267+9.34429e-17j 0.000149528+6.90653e-17j -0.000363786-3.32909e-17j 3.38072e-05+2.47773e-16j -0.000156311-3.40017e-18j 5.90322e-05+4.12513e-18j -0.000339576+3.56217e-18j -1.32773e-05+1.5753e-18j 2.6632e-05-3.33105e-18j 0.000280551-1.09759e-18j -8.93036e-05-2.45486e-18j 0.000116807-2.34777e-18j 0.000321988-1.25311e-17j -0.000119746-2.19773e-18j -0.00027502-8.7284e-19j -9.27064e-05-5.7187e-19j 0.000305439-7.17176e-18j -0.000230081+3.28603e-17j 
-0.000101979-7.01994e-17j -9.84451e-05-1.84859e-17j 8.6465e-05-8.7573e-18j -6.94264e-05-6.01998e-18j 3.37038e-06+6.67685e-18j -9.32177e-05-8.11451e-18j -0.000103187+1.1755e-17j 7.60177e-05-6.54972e-18j 2.69039e-05+1.5079e-17j -1.18757e-05+2.39937e-18j 9.16401e-05-1.03168e-17j -0.000100093-5.32909e-18j 5.49292e-05-1.3914e-17j -0.00010746+3.39009e-18j -8.3695e-05+5.19874e-18j -5.31451e-06-1.35804e-17j -7.02468e-05+1.82635e-17j 4.59245e-05-2.52545e-17j -2.43131e-05-2.18233e-17j 0.000115965-2.21645e-17j 7.13021e-05-1.62883e-17j -3.38858e-05+2.44133e-17j 3.11598e-06+7.94982e-18j 0.000112598+3.6828e-18j -6.96563e-05-5.97055e-18j -1.58211e-05+4.38273e-18j -0.000113042+2.37499e-18j -3.58808e-05+8.22795e-18j 3.91758e-05-3.77167e-17j 0.000133382-4.03013e-18j 1.24651e-05+1.35707e-17j -0.000125764+1.77895e-17j -2.47719e-05-1.09613e-17j 9.07033e-05-1.02033e-17j -3.1359e-05+1.14828e-17j 1.03727e-05+7.85964e-18j -6.28328e-05-2.14982e-17j 9.63691e-06-4.16696e-17j -5.93445e-05-2.70812e-17j -5.51037e-05-2.79998e-17j 0.000129689+7.2899e-19j -1.37891e-05-9.91429e-17j 5.78203e-05+4.66341e-18j -1.78737e-05+1.31311e-17j 0.000123667-1.75602e-18j 7.00574e-06+8.16939e-18j -9.78516e-06+9.22115e-19j -9.87767e-05+1.44562e-17j 3.39921e-05+6.65393e-18j -4.50221e-05-8.94202e-18j -0.000116127+9.53843e-18j 4.17572e-05-6.78054e-18j 9.8898e-05-5.13722e-18j 3.59022e-05+8.63492e-18j -0.000110664+5.36142e-18j 8.45075e-05-9.50286e-18j 
0.000405593+3.12487e-16j 0.000546627+6.3129e-17j -0.000149595-1.05714e-17j 0.00049597-7.02127e-18j -0.000241715+1.30862e-17j 0.000594703+1.04197e-17j 0.000155032+1.49509e-17j -0.000179451-8.21263e-18j -0.000541041+1.43254e-17j 5.98556e-05-5.80221e-18j -0.000208874+2.46035e-18j 0.000567983-2.75069e-18j 0.000239094-2.84097e-17j 0.000340521+9.01738e-18j 0.000555947-3.79673e-17j 0.000375411-3.08961e-17j 0.000115411-3.67e-17j -0.000339867+2.14969e-16j 0.000325522+3.17273e-17j -0.000281287+2.90235e-18j -9.33473e-05+4.13445e-18j -0.000204564+6.38427e-18j -0.000489423+3.46219e-17j -8.54157e-05+1.32095e-17j 0.000632757-1.25738e-18j -6.99262e-05+5.27491e-18j 0.00059479-2.97954e-17j 0.000185161-8.58158e-18j -0.000174291+1.64358e-16j -0.000564117+7.09216e-18j -0.000142347-1.15879e-17j 0.000252277+2.84259e-18j 0.000568526-3.22684e-17j 1.82831e-05-1.65143e-17j -0.000146252+5.46908e-17j -0.000167359-3.10866e-17j 0.000601552+7.34628e-17j 2.76475e-05+1.41586e-16j 9.22171e-05+1.14927e-16j 0.000328454+1.69669e-16j -0.000275132-1.09119e-16j 0.000233738+7.73483e-16j -0.000369399-1.04288e-17j -0.000335429+1.99408e-17j -0.000569488+4.60503e-19j -0.00028239+4.04686e-18j 5.50043e-05-7.77294e-18j 6.36526e-05+8.27308e-18j -0.000325867+1.58593e-18j 0.000493486-1.20676e-17j 0.000403952-9.90723e-18j 2.11544e-05-1.38497e-17j -0.000310305-6.79956e-18j -0.000411984+9.61492e-18j 0.000443829-1.05895e-17j -0.000471689+6.57734e-17j 
-0.000160439-1.30879e-16j -0.000317911-3.38599e-17j -6.82137e-05-1.56705e-17j -0.00034033-9.1898e-18j 0.000245305+1.21545e-17j -0.00038208-1.94546e-17j 0.000106103+1.73534e-17j -9.58543e-06-8.71531e-18j 0.000498593+2.50529e-17j -3.19532e-05-8.83986e-19j -1.93936e-05-1.86174e-17j -0.000336065-1.51957e-18j -0.000394574-2.94792e-17j -7.77439e-05+1.36863e-17j -0.000366172-4.49604e-18j -0.000380778+6.80026e-19j 6.18568e-05+3.24421e-17j 0.000237518-1.36516e-16j -0.000278793-1.68756e-17j -6.70436e-06+3.67138e-18j -8.78022e-05-8.54816e-18j 0.000303402-4.31537e-19j 0.000506362+3.39512e-17j -0.000203826-1.09093e-16j -0.000483523-4.1413e-17j 0.000114763+1.07729e-17j -0.000330479+1.34066e-17j -0.000101079-1.54581e-17j 8.10598e-05-7.64707e-17j 0.000245193-9.53435e-18j 0.000117132-7.18685e-18j 6.2751e-05+1.61393e-17j -0.000533045-2.4133e-17j -0.000255741-4.17001e-17j 0.000235515-3.09702e-17j 0.000148881+3.48968e-17j -0.000468513-7.96631e-17j -5.41929e-05-5.42105e-17j 5.78093e-05-1.41329e-17j -0.000201584-1.18447e-16j -4.89602e-05+4.81201e-17j -0.000209751-5.86919e-16j 0.000237542+1.73004e-17j 0.000399215+2.53411e-17j 0.000276173+1.33726e-18j 0.000278583+2.22756e-17j -3.2305e-05+4.07692e-18j 0.000190662+3.08663e-17j 0.000253916+1.27115e-17j -0.000401357-1.78943e-17j -0.000121822+1.32286e-17j -0.000131125-9.64208e-18j 6.83064e-05-9.50375e-18j 0.000339463+1.38976e-17j -0.000177986+1.22393e-17j 0.00027548-3.0412e-17j 
0.000162855+8.28321e-17j -3.14385e-05+3.00605e-17j -0.000374421+3.09663e-17j -0.000156549+2.24068e-17j 0.000272334-2.54917e-17j -0.000123555+1.66794e-17j 0.00047541-4.47126e-17j -0.000270877+2.56005e-17j 0.000484999-5.32328e-17j 3.61011e-06-8.9418e-18j -0.000335614+3.03028e-17j -4.68149e-05+2.3527e-17j -0.000644294+5.03867e-17j 0.000277275-8.11472e-18j -0.00013769-1.10486e-17j -0.000422451+7.31658e-17j 0.00031164-4.09037e-17j 0.000117898-8.07841e-17j -0.000239514+7.06738e-17j -0.000404062+9.97281e-17j -0.000345269+6.38073e-17j 0.000466881-1.10953e-16j 0.000575282-2.30716e-17j -0.000620651-1.05746e-16j -0.000321458-4.9894e-18j 0.000186864-1.32326e-17j 3.9008e-06+1.19259e-17j 5.65689e-06-4.48373e-17j -4.00831e-05+4.11975e-17j -0.000172102+7.6039e-18j 9.29393e-05-6.08825e-17j 0.000502402-6.74328e-17j -0.000532151+4.30088e-17j -0.0006059+1.97158e-17j 0.000379691-9.6895e-17j 0.000136829+4.74481e-18j -0.000327409+3.88949e-18j -9.56422e-05+8.50961e-17j 0.000269699+6.22608e-17j -4.4948e-05-3.63101e-17j -0.000499857+7.81838e-17j -0.000195588-3.27833e-16j 7.72724e-05-3.06516e-18j 0.00052303-4.66719e-17j -0.000103054+8.61399e-18j 0.000298418-2.06238e-17j -3.94129e-06+2.21911e-18j 0.000558184-4.35377e-17j 0.000177651-2.029e-17j -0.000310566+3.06773e-17j 0.00025589-2.79871e-17j -0.000294433+2.81972e-17j -0.000258937+1.81686e-17j 0.000270113-3.14027e-17j 0.000172233-9.98941e-18j 2.99704e-05-8.10548e-18j 
0.000165774+1.22082e-16j 0.000143047+1.86604e-17j -0.00016183-2.03799e-17j 8.87839e-05-1.25679e-17j 1.95215e-05+1.93683e-17j 0.000127008-8.0804e-18j 0.0001957+2.49739e-17j -0.000137028-1.30683e-17j 3.79362e-06+3.07249e-17j 1.79226e-05-4.88967e-18j -0.000166005-1.32588e-17j 0.000144104-3.32113e-18j -0.000139395-4.45036e-17j 0.000184195+1.75599e-17j 0.000111625-3.11712e-17j -3.01544e-05-2.22487e-17j 0.000132146-5.24616e-19j -5.7438e-05+4.73465e-17j 1.44661e-05+9.24907e-18j -0.000208213+4.61676e-18j -0.000136737-4.12014e-18j 9.22413e-05+4.78308e-18j 4.71702e-05+5.2486e-17j -0.000222721-7.73331e-17j 7.42793e-05-3.40723e-17j 4.02655e-05+1.25259e-17j 0.000167857-1.0984e-17j 5.36776e-05-1.8431e-17j -6.16594e-05+5.81067e-17j -0.00021314-2.51319e-18j -1.01044e-05-1.3921e-17j 0.000231585+1.5293e-17j -1.11977e-05-4.2995e-17j -0.000188949-4.55082e-17j 8.06482e-05+1.53926e-17j -3.05288e-06+5.32575e-18j 6.36325e-05-1.04053e-17j -2.28899e-05+5.91844e-17j 0.000112216+7.20024e-17j 7.76068e-05+2.86769e-17j -0.000237172-4.11616e-17j 2.82585e-06+9.38313e-17j -7.87225e-05+6.28832e-18j 7.3569e-05+3.50118e-17j -0.000192528+1.36871e-18j 1.64828e-05+2.08807e-17j 1.41449e-05-2.39735e-18j 0.000196616+3.09378e-17j -3.43774e-05+1.14265e-17j 3.87566e-05-2.32487e-17j 0.000195113+3.5144e-18j -8.83814e-05-1.79226e-17j -0.000169858-1.26397e-17j -2.88844e-05+1.82657e-17j 0.000179488+2.14685e-18j -0.000122526+2.35132e-17j 
-0.000752961-5.82138e-16j -0.00107024-1.24138e-16j 0.000208234+2.17724e-18j -0.000999359+2.20216e-18j 0.000530376-9.06111e-18j -0.00118412-3.16639e-17j -0.000196489-6.56306e-18j 0.000289197+4.12752e-18j 0.00115963+7.58816e-19j -0.000115633+8.94055e-18j 0.000332121-1.99193e-17j -0.00111518+1.24167e-18j -0.000607491+1.77745e-17j -0.000601095-3.05976e-18j -0.00111186+5.57243e-17j -0.00082362+4.20947e-17j -0.000155616+8.34434e-17j 0.000687167-4.24009e-16j -0.000686143-6.66535e-17j 0.000457849-9.57378e-18j 0.000105265-1.76732e-17j 0.00050111-1.37856e-18j 0.00107918-2.61348e-17j 2.89695e-05-9.25961e-17j -0.00130189-2.83036e-17j 0.000177322+9.23208e-19j -0.00115612+5.46335e-17j -0.000358924+5.24514e-18j 0.00033017-3.11644e-16j 0.00105928-1.85158e-17j 0.000297434+1.72297e-17j -0.000379683+1.28801e-17j -0.00122351+2.82208e-17j -0.000169484-7.07897e-18j 0.000368411-9.90893e-17j 0.000355788+7.30677e-17j -0.0012425-1.71785e-16j -7.49193e-05-2.63739e-16j -0.00011977-1.91457e-16j -0.000648842-3.44727e-16j 0.000424704+1.96647e-16j -0.000497896-1.59349e-15j 0.000735633+2.90145e-17j 0.000768079-8.14903e-18j 0.00108499-3.94103e-19j 0.000615262+1.18918e-17j -0.000107865+1.47513e-17j -4.42999e-07+1.35696e-17j 0.00067314+8.5645e-18j -0.00102857+2.84822e-18j -0.000729207+2.71639e-17j -0.000106227+1.18762e-17j 0.000546373+1.9635e-18j 0.000861092-1.98814e-18j -0.000825266+2.60628e-17j 0.000924151-1.2264e-16j 
0.000119237+1.19458e-16j 0.000419409+3.13574e-17j 0.000280134+1.63858e-17j 0.000512539+8.2133e-18j -0.000451914-1.31683e-17j 0.000548421+2.35339e-17j -0.000380408-1.49719e-17j 0.000152239+6.50515e-18j -0.000883092-2.42961e-17j 3.86537e-05+5.9287e-18j 0.000198156+1.8778e-17j 0.000450382-5.61769e-18j 0.000833564+3.54696e-17j -4.48033e-05-2.12401e-17j 0.000535557+1.92046e-17j 0.000701343-2.17305e-17j -0.000239606-3.04619e-17j -0.000362173+2.08936e-16j 0.000477407-4.94057e-18j 0.000217461-4.33346e-17j 0.000289899-1.0373e-17j -0.000626197+4.0268e-17j -0.000939635-5.41178e-17j 0.000579444+2.14643e-16j 0.000779407+6.98176e-17j -0.00024217-1.38236e-17j 0.000417071-2.02092e-17j 0.000125256+4.35536e-17j -8.20649e-05+7.61858e-17j -0.000221933+1.13366e-17j -0.000196601+3.65545e-17j -0.000339392-2.13533e-18j 0.000951167+3.02358e-17j 0.00063765+6.4314e-17j -0.000495018+7.51269e-17j -0.00025956-5.24419e-17j 0.000763451+1.13781e-16j 0.000118184+2.82815e-17j -0.000212783-2.33806e-17j 0.000278878+1.72292e-16j 0.000320587-8.51227e-17j 0.000367138+9.21993e-16j -0.000341194-2.50242e-17j -0.000776738-2.83351e-17j -0.000296927-5.45425e-18j -0.000507604-2.96595e-17j 4.30049e-05-5.89106e-18j -0.000530446-3.61333e-17j -0.000413868-1.36379e-17j 0.000669578+2.04355e-17j 2.21523e-05-9.29239e-18j 0.000318548+8.21965e-18j 4.72875e-05+1.02425e-17j -0.000570169-1.31298e-17j 0.000136638-1.41644e-17j -0.000364841+3.92358e-17j 
