-0.157256-1.1906e-13j -0.205106-2.5615e-14j 0.0665602-5.24315e-17j -0.182613-4.07021e-17j 0.0836601-1.44934e-15j -0.220712-6.28852e-15j -0.0713585-3.16011e-16j 0.0749904+1.82303e-16j 0.190652+1.16244e-15j -0.0226511+2.38291e-15j 0.0878392-4.51443e-15j -0.212734-7.82055e-16j -0.0725448+3.17994e-15j -0.135854-1.11747e-15j -0.205725+1.26215e-14j -0.129948+5.32478e-15j -0.0519708+1.76111e-14j 0.124848-7.72792e-14j -0.116131-1.64801e-14j 0.116987-7.09508e-15j 0.0445731-6.29826e-15j 0.0643649+5.11546e-15j 0.168745-6.55713e-15j 0.0490827-7.60558e-15j -0.229662-3.14161e-15j 0.0212594+1.57966e-16j -0.224216+1.01476e-14j -0.0699204+4.25973e-15j 0.0667619-6.31816e-14j 0.217238-3.68919e-15j 0.0511039+7.05457e-15j -0.108734+4.98026e-15j -0.199724+5.41313e-15j 0.00960863+1.73832e-16j 0.0447678-1.43357e-14j 0.0593331+1.30452e-14j -0.217743-3.15495e-14j -0.00781307-5.65676e-14j -0.0420896-4.26781e-14j -0.122533-6.37834e-14j 0.117277+3.48241e-14j -0.0827441-2.84594e-13j 0.137081+5.20304e-15j 0.112145-1.06052e-15j 0.217382-5.85483e-16j 0.0982757+2.11425e-15j -0.0206176+2.75962e-15j -0.0391818+3.03908e-15j 0.117945+1.99636e-15j -0.177483+2.43908e-16j -0.159172+6.2763e-15j 4.61254e-05+1.75596e-15j 0.123969+1.34058e-16j 0.147876+2.25421e-16j -0.171919+5.23273e-15j 0.17691-2.36644e-14j 
0.000418082+2.50974e-16j 0.000134431+7.12227e-17j -0.000691688+4.32776e-17j -9.69243e-05+3.19731e-17j 0.000382425-3.38166e-17j -6.52056e-06+2.85015e-17j 0.000866232-6.35596e-17j -0.000524926+3.67612e-17j 0.000642994-7.64338e-17j 2.67788e-05-1.73746e-17j -0.000645744+4.74418e-17j 0.000115492+3.70551e-17j -0.00101931+6.47511e-17j 0.000591317-6.88108e-18j -4.40311e-05-3.57107e-17j -0.00059307+1.06296e-16j 0.000572577-7.75308e-17j 8.45787e-05-6.12504e-17j -0.000297457+1.26848e-16j -0.000787705+1.65309e-16j -0.00062248+1.0485e-16j 0.000727852-1.79012e-16j 0.000815132-1.64617e-17j -0.0010906-1.8666e-16j -0.000331795-1.60486e-17j 0.000295429-1.74376e-17j 0.000211435+8.70912e-18j 7.34167e-05-7.99849e-17j -0.000128537+1.26774e-16j -0.000488467+1.39131e-17j 0.000109904-1.0614e-16j 0.000945861-1.06357e-16j -0.000714154+5.19002e-17j -0.00102968+1.76152e-17j 0.000598849-1.39982e-16j 0.000176335+1.7071e-19j -0.000352713+2.48326e-17j -0.000154012+1.92536e-16j 0.000492881+1.50401e-16j 3.62226e-05-5.26456e-18j -0.000949379+8.8253e-17j -0.00025395-2.9818e-16j 4.94992e-06-6.58331e-18j 0.000778804-6.31478e-17j -0.000372257+1.45517e-17j 0.000413021-2.80571e-17j 1.21972e-05+9.1299e-19j 0.000976302-6.22049e-17j 0.000191564-3.02904e-17j -0.000361118+4.17485e-17j 0.00057659-4.7899e-17j -0.000496141+3.83545e-17j -0.000549559+2.50728e-17j 0.000320009-4.47294e-17j 0.000447281-1.88921e-17j -0.000111142+1.04798e-17j 
-0.000818264-6.18391e-16j -0.00104958-1.31588e-16j 0.000368471+3.65604e-18j -0.000925157+2.17937e-18j 0.000409306-1.09714e-17j -0.00112294-2.97708e-17j -0.000400395-6.3029e-18j 0.000404202+3.36006e-18j 0.000942588-5.66039e-20j -0.000116424+1.29586e-17j 0.000474785-2.00097e-17j -0.00108758-3.43931e-18j -0.000325354+2.45452e-17j -0.000716794-9.1217e-18j -0.00104505+6.93631e-17j -0.000635807+3.03617e-17j -0.000289103+8.81216e-17j 0.000631719-3.93396e-16j -0.000578207-8.46096e-17j 0.000629225-3.72621e-17j 0.000253602-3.112e-17j 0.000296258+2.55779e-17j 0.000823699-4.3278e-17j 0.000296681-2.07003e-17j -0.00115449-8.50154e-18j 9.54865e-05-1.68053e-18j -0.00115014+5.26337e-17j -0.000358985+2.54698e-17j 0.000345282-3.26747e-16j 0.00112654-1.79054e-17j 0.000255344+3.85979e-17j -0.000594026+2.22814e-17j -0.000985697+3.54148e-17j 9.31755e-05+1.01129e-17j 0.000202075-7.35174e-17j 0.000294367+6.37329e-17j -0.00109294-1.54806e-16j -3.31385e-05-2.94519e-16j -0.000235391-2.27862e-16j -0.000625137-3.22843e-16j 0.00063765+1.80967e-16j -0.000410169-1.43172e-15j 0.000697399+2.46054e-17j 0.00053722-1.20703e-17j 0.00112227-3.28383e-18j 0.00048237+6.39041e-18j -0.000105449+1.42015e-17j -0.00024138+9.13515e-18j 0.000591993+7.76354e-18j -0.000887693+5.72858e-18j -0.000834826+3.07728e-17j 2.15691e-05+1.21689e-17j 0.000654519+3.10656e-18j 0.000738788-2.3522e-18j -0.000894137+2.56833e-17j 0.000905085-1.22506e-16j 
0.000715526+4.9461e-16j 0.000566981+1.0712e-16j -0.000761708+1.01311e-19j 0.000311703+3.4933e-18j 0.000158528+6.70855e-18j 0.000475353+1.60472e-17j 0.000927765-6.40902e-18j -0.000631427+5.59604e-18j 0.000157563-8.89004e-18j 7.32526e-05-2.12486e-17j -0.000767141+1.87408e-17j 0.000566727+2.04985e-17j -0.000750507-2.35864e-17j 0.000823296+2.11953e-17j 0.000409241-8.33452e-17j -0.000245397+3.08736e-17j 0.000623721-7.524e-17j -0.000196778+1.32233e-16j -1.19943e-05+1.1756e-16j -0.000957236+1.23107e-16j -0.00065208+7.08951e-17j 0.000508522-1.16334e-16j 0.000358774+7.04574e-17j -0.00107922-2.16398e-16j 0.000204899-5.2805e-17j 0.000217012+5.69153e-18j 0.000677286-2.34755e-17j 0.000217878-8.29404e-17j -0.000260128+2.4916e-16j -0.000909034+1.06547e-17j -1.34363e-05-9.75383e-17j 0.00108023-5.47124e-17j -0.00020122-3.2919e-17j -0.000938851-5.13055e-17j 0.000436246-4.96177e-17j 2.78435e-05-1.06213e-17j 0.000160267+4.54183e-17j -0.00012026+2.84041e-16j 0.000531135+2.55164e-16j 0.000299421+1.24167e-16j -0.00110199-4.75572e-17j -4.59959e-05+3.29456e-16j -0.000294432-2.82428e-18j 0.000449781+8.66456e-18j -0.000805752+1.21036e-17j 0.000153939+7.58248e-18j 5.58207e-05-6.51633e-18j 0.000955739-1.98693e-18j -8.63584e-05-6.67584e-18j 6.50058e-05-5.23541e-18j 0.000861003-3.48479e-17j -0.000442384-2.21218e-18j -0.000760163-1.31149e-18j -3.7107e-05-4.18182e-18j 0.00077352-1.65138e-17j -0.000484752+7.17817e-17j 
-0.000437664-2.77047e-16j -0.000169305-6.38154e-17j 0.000688282-9.04253e-18j 6.09535e-05-9.62344e-18j -0.000358266+3.74023e-18j -3.44418e-05-9.134e-18j -0.000859747+1.93415e-17j 0.000526867-1.28141e-17j -0.00059313+2.16658e-17j -3.0359e-05+1.79076e-17j 0.000647317-1.84188e-17j -0.000152207-2.40857e-17j 0.000982735+1.40995e-18j -0.000603005-1.49364e-17j 4.98803e-06+5.79141e-17j 0.000555566-5.78424e-17j -0.000569179+5.12157e-17j -5.95702e-05+2.97434e-17j 0.000269224-9.99118e-17j 0.000791442-1.28628e-16j 0.000616581-7.23438e-17j -0.000699414+1.29008e-16j -0.000765408-4.61767e-17j 0.0010749+2.38397e-16j 0.000281788+5.41862e-17j -0.000284785-1.52884e-18j -0.000248093+1.22261e-18j -8.46784e-05+8.09823e-17j 0.000137962-1.34206e-16j 0.000517541-5.84098e-18j -9.79565e-05+9.42951e-17j -0.000944479+6.09443e-17j 0.000660996+8.35587e-18j 0.00100806+4.02426e-17j -0.000576965+9.63012e-17j -0.000161357-1.29801e-17j 0.000304435+9.11064e-18j 0.000149068-1.89215e-16j -0.000489466-1.7905e-16j -5.80586e-05+2.13361e-18j 0.000949496-3.64467e-17j 0.000232879+2.60467e-16j 2.05116e-05-5.00399e-18j -0.000740373+7.52532e-18j 0.000403998-1.24808e-17j -0.000385464-4.25326e-18j -1.57327e-05+7.50622e-19j -0.000961366+9.56371e-18j -0.000165402+8.70184e-18j 0.000320094-4.62546e-18j -0.000592925+2.94119e-17j 0.000484878-9.08321e-18j 0.000559998-4.33642e-18j -0.000285393+1.25697e-17j -0.000468911+9.3164e-18j 0.000141332-2.39688e-17j 
-0.000531711-4.01681e-16j -0.000707701-8.98961e-17j 0.000207259-9.41554e-18j -0.000637577-6.01375e-18j 0.000303777+3.16508e-18j -0.000766775-2.72691e-17j -0.00021789+1.04845e-17j 0.000242302-5.54064e-18j 0.000684374+1.85713e-17j -7.77434e-05+7.51832e-18j 0.00028275-2.33228e-17j -0.000734849-5.39397e-18j -0.000287188-7.39543e-18j -0.00045139+2.80182e-18j -0.00071602+3.59298e-17j -0.000471818+7.6343e-18j -0.000160706+6.74555e-17j 0.000436529-2.65409e-16j -0.000413614-6.15942e-17j 0.000379076-2.99716e-17j 0.000133288-2.8343e-17j 0.000248704+2.67021e-17j 0.000614239-3.64847e-18j 0.000132769-5.13776e-17j -0.000809103-2.40731e-17j 8.40475e-05+5.94564e-18j -0.000771409+3.301e-17j -0.000240301+1.13757e-17j 0.000227426-2.15495e-16j 0.000737599-1.50539e-17j 0.000181287+2.4296e-17j -0.000344946+2.77872e-17j -0.000718342+1.86025e-18j -2.2216e-06-1.73115e-17j 0.000176182-4.2418e-17j 0.000212164+5.02243e-17j -0.000768428-1.21364e-16j -3.24591e-05-1.92842e-16j -0.000129143-1.35227e-16j -0.000424316-2.2454e-16j 0.000374493+1.1001e-16j -0.000296155-1.00572e-15j 0.000476263+2.18429e-17j 0.000416407+1.15504e-17j 0.000742115-2.12673e-18j 0.000355596+1.67162e-17j -7.11848e-05+9.25058e-18j -0.000102333+2.5111e-17j 0.000416255+1.27475e-17j -0.000628895-9.36431e-18j -0.000532883+2.61292e-17j -1.699e-05-1.63203e-18j 0.000411559-5.16506e-18j 0.000524646+9.29637e-18j -0.000581626+2.07832e-17j 0.000610581-7.88095e-17j 
0.000608773+4.64012e-16j 0.000853862+1.05658e-16j -0.000182685+1.58875e-17j 0.000791776+9.80243e-18j -0.000411977-8.08226e-18j 0.000940854+3.57601e-17j 0.000177692-1.76082e-17j -0.000242878+9.11126e-18j -0.00090556-2.89842e-17j 9.25589e-05-7.29488e-18j -0.000279994+3.13223e-17j 0.000889105+6.03793e-18j 0.000457421+1.93639e-17j 0.000492393-8.4092e-18j 0.000882495-3.48872e-17j 0.000639778-8.40287e-18j 0.000137907-8.20708e-17j -0.000543985+3.27565e-16j 0.000537877+6.96022e-17j -0.00038344+2.87461e-17j -9.91345e-05+3.22127e-17j -0.000380129-2.66724e-17j -0.000837344-1.00022e-17j -5.01448e-05+9.74811e-17j 0.00102635+4.15303e-17j -0.00013357-1.04171e-17j 0.000924023-3.92929e-17j 0.000287061-5.14952e-18j -0.000265581+2.51497e-16j -0.000853952+1.9257e-17j -0.000233636-2.16723e-17j 0.000325256-3.47218e-17j 0.00095456+7.74582e-18j 0.000109081+3.46223e-17j -0.000277882+5.64411e-17j -0.000278358-6.56342e-17j 0.00097864+1.56636e-16j 5.57078e-05+2.19059e-16j 0.000107438+1.43869e-16j 0.000516533+2.7819e-16j -0.000361121-1.32515e-16j 0.00038936+1.26971e-15j -0.000584481-2.93881e-17j -0.000591021-2.19454e-17j -0.000871493+1.59443e-18j -0.000478675-2.6094e-17j 8.60233e-05-1.11368e-17j 2.46324e-05-3.80866e-17j -0.000530177-1.81372e-17j 0.000808419+1.67425e-17j 0.000593838-3.20082e-17j 7.20793e-05+5.47813e-18j -0.000447867+9.08007e-18j -0.000676348-1.50413e-17j 0.00066696-2.62117e-17j -0.000737183+9.30721e-17j 
-0.000902993-7.27746e-16j -0.00143649-1.421e-16j 5.80568e-05+3.64052e-17j -0.00141536+2.60373e-17j 0.00086128-4.03742e-17j -0.00164099-2.29865e-17j 1.62733e-05-5.46218e-17j 0.000225594+3.11216e-17j 0.00181886-5.47851e-17j -0.000151126+6.87097e-18j 0.000244802+4.65028e-18j -0.00150499+2.1055e-17j -0.00117991+8.27466e-17j -0.000635171-1.87749e-17j -0.00155346+7.70496e-17j -0.00133722+1.19352e-16j -2.48641e-05+7.38095e-17j 0.000979179-6.16243e-16j -0.00104859-3.45677e-17j 0.000371576+6.13013e-17j -6.14256e-05+2.8292e-17j 0.000935707-8.824e-17j 0.00176479-7.65088e-17j -0.000322772-1.57492e-16j -0.0019122-2.2195e-17j 0.000343709-1.51446e-17j -0.00152972+8.2997e-17j -0.000472323-1.8196e-17j 0.000414188-3.88351e-16j 0.00130352-1.61784e-17j 0.000448216-1.76009e-17j -0.000210774-4.26388e-17j -0.00193095+8.94877e-17j -0.000577161+2.88541e-17j 0.00070913-2.05327e-16j 0.000551081+9.24884e-17j -0.00183698-2.07097e-16j -0.000154931-2.95582e-16j -1.76928e-06-2.28738e-16j -0.000885944-4.73838e-16j 0.000271912+3.26282e-16j -0.000773582-2.29221e-15j 0.00101976+3.08852e-17j 0.00132214-6.31185e-17j 0.00137776+5.35178e-18j 0.000988942-1.11857e-17j -0.000145227+2.13662e-17j 0.000324223-3.1489e-17j 0.000995362-1.03701e-17j -0.00154369+3.84627e-17j -0.000817378+1.10602e-17j -0.000312094+4.52291e-17j 0.000573329+2.25609e-17j 0.00129822-3.5441e-17j -0.000993348+2.40098e-17j 0.00124204-1.71587e-16j 
-0.00227917-1.69751e-15j -0.00283598-3.79039e-16j 0.00113593-3.6452e-17j -0.0024529-2.50693e-17j 0.00101128+1.01586e-17j -0.00300147-1.07818e-16j -0.0012593+4.42513e-17j 0.00119517-2.45561e-17j 0.00238063+7.5411e-17j -0.000317165+3.78967e-17j 0.00141023-9.56847e-17j -0.00293349-3.08446e-17j -0.00064813-1.93941e-17j -0.00204554+8.46679e-19j -0.00278503+1.70376e-16j -0.00157112+8.19373e-18j -0.000897757+2.83303e-16j 0.00167089-1.02115e-15j -0.00148145-2.83865e-16j 0.00185413-1.7352e-16j 0.000813686-1.4067e-16j 0.000633777+1.59252e-16j 0.00202523-4.45882e-17j 0.0010308-7.82178e-17j -0.00301505-6.24894e-17j 0.000191027+1.98843e-17j -0.00312166+1.30159e-16j -0.000975961+8.32804e-17j 0.000951316-9.02886e-16j 0.00311887-6.02483e-17j 0.0006589+1.38207e-16j -0.00179443+1.31337e-16j -0.00248041+1.91388e-17j 0.000473334-4.03382e-17j 0.000410002-1.24236e-16j 0.000748789+1.87242e-16j -0.00284588-4.62772e-16j -5.50874e-05-8.39911e-16j -0.000736772-6.15328e-16j -0.00167959-8.71903e-16j 0.00191185+4.16734e-16j -0.00104156-3.78771e-15j 0.00186387+8.09532e-17j 0.00126705+4.12169e-17j 0.00308216-1.39951e-17j 0.00120001+5.86787e-17j -0.00028464+3.65248e-17j -0.000858032+9.52814e-17j 0.00154137+5.08919e-17j -0.0022952-3.37504e-17j -0.00235797+1.13257e-16j 0.000165693-6.87642e-18j 0.00186992-1.94401e-17j 0.00190595+3.7957e-17j -0.00248843+8.39859e-17j 0.00244452-3.19532e-16j 
0.00289779+2.13829e-15j 0.00330499+4.53973e-16j -0.00182101-1.76081e-17j 0.00269236-6.92763e-18j -0.000843045+4.29165e-17j 0.00338186+8.86023e-17j 0.00209629+1.92821e-17j -0.00175787-7.79857e-18j -0.00218512+3.36407e-18j 0.000378772-5.76621e-17j -0.00209472+6.49381e-17j 0.00340026+2.95712e-17j -6.32252e-05-1.05864e-16j 0.0027692+5.33312e-17j 0.00310838-2.77594e-16j 0.00131057-5.16492e-17j 0.0014594-3.02804e-16j -0.00181955+1.14854e-15j 0.00143983+3.43851e-16j -0.00270629+2.29478e-16j -0.00140343+1.53477e-16j -0.00014778-1.889e-16j -0.00164989+2.07226e-16j -0.00201335-2.16791e-16j 0.00314361-5.066e-17j 1.47385e-05+1.56814e-17j 0.00368739-1.61932e-16j 0.00115853-1.61963e-16j -0.00117369+1.11385e-15j -0.0039002+5.53704e-17j -0.000657846-2.08841e-16j 0.00276222-1.09009e-16j 0.00224225-1.42609e-16j -0.0013368-1.00411e-16j 4.17042e-06+1.36305e-16j -0.000707493-1.68824e-16j 0.00293641+4.32536e-16j -5.78963e-05+1.07171e-15j 0.00121561+8.78807e-16j 0.00192353+9.55353e-16j -0.00289747-5.22016e-16j 0.000977363+3.98141e-15j -0.00209938-6.20059e-17j -0.000822664+5.43784e-17j -0.00376819+2.19964e-17j -0.00103215+1.06206e-18j 0.000330703-4.36528e-17j 0.00172929-1.2016e-17j -0.00158999-2.1904e-17j 0.00230846-2.98224e-17j 0.00311027-1.13539e-16j -0.000573734-4.03999e-17j -0.00253847-1.45194e-17j -0.00190127+9.00505e-18j 0.00315668-8.13784e-17j -0.0028451+3.94737e-16j 
0.00171062+1.14745e-15j 0.00103368+2.40926e-16j -0.0022242-2.16307e-17j 0.000289007-2.88794e-18j 0.000852747+3.513e-17j 0.000671719+1.43205e-17j 0.00274792+5.71832e-18j -0.00176456+3.93164e-18j 0.00127733+1.04046e-17j 0.000148933-6.02612e-17j -0.00215689+2.44008e-17j 0.00100235+5.58646e-17j -0.0027437-1.06321e-16j 0.00214853+7.88582e-17j 0.000515493-2.35551e-16j -0.00132181+9.27605e-17j 0.0018314-1.57393e-16j -0.000144212+1.33714e-16j -0.000503492+3.00736e-16j -0.00266185+3.51726e-16j -0.00195369+1.8614e-16j 0.00191987-3.29225e-16j 0.00184758+2.44063e-16j -0.00333212-7.75417e-16j -0.000248273-2.10758e-16j 0.000794484+3.14029e-17j 0.00131791-4.13193e-17j 0.000432787-2.55458e-16j -0.000583548+5.61105e-16j -0.00210347+1.45668e-17j 0.000160379-2.83662e-16j 0.00309696-1.30243e-16j -0.00145633-1.23963e-16j -0.00303103-2.04596e-16j 0.00160522-1.94777e-16j 0.000328237+2.73856e-17j -0.000346539-3.28656e-18j -0.00042441+6.9633e-16j 0.0015682+6.79409e-16j 0.00048904+1.45205e-16j -0.00313395-4.46169e-17j -0.000481178-7.48463e-17j -0.000414571+1.96768e-17j 0.00191884+5.93972e-17j -0.00176523+3.60213e-17j 0.000896178+5.42115e-17j 0.000100071-1.10123e-17j 0.00296801+3.95234e-17j 0.000189195+6.5321e-20j -0.000497029-3.97692e-17j 0.00217858-7.6701e-17j -0.00144613-1.85728e-17j -0.00198963-1.69242e-17j 0.000469874+7.62376e-18j 0.00184161-2.64552e-17j -0.000877564+1.46188e-16j 
0.000575898+4.48524e-16j 0.000852466+9.69857e-17j -0.000116801+2.03369e-18j 0.000812403+4.06788e-19j -0.000455555+3.70139e-18j 0.000954616+2.75844e-17j 9.44701e-05+1.01193e-18j -0.000194332-1.19391e-18j -0.000981798-6.14822e-18j 9.12e-05-5.82109e-18j -0.000220012+1.85913e-17j 0.000890074-1.15736e-18j 0.000564641-5.64675e-18j 0.000440757-1.52846e-18j 0.000899154-3.793e-17j 0.000707371-3.23022e-17j 8.31832e-05-6.73559e-17j -0.000559937+3.4285e-16j 0.000574804+5.0043e-17j -0.000310856+2.71136e-18j -3.89328e-05+1.30759e-17j -0.000457436+4.47067e-18j -0.000929661+9.46349e-18j 5.70523e-05+1.00411e-16j 0.00107349+3.21891e-17j -0.00016466-3.36066e-18j 0.000915987-4.30158e-17j 0.0002838+2.09503e-18j -0.000256567+2.42058e-16j -0.000817531+1.56643e-17j -0.000247767-8.31186e-18j 0.000236214-1.17522e-17j 0.00103852-1.43811e-17j 0.00021247+1.64535e-17j -0.000341001+8.22217e-17j -0.000299684-6.2083e-17j 0.00102718+1.44816e-16j 7.17212e-05+2.00295e-16j 6.01739e-05+1.38113e-16j 0.00052015+2.80003e-16j -0.000272231-1.55861e-16j 0.000419912+1.31052e-15j -0.000593119-2.54954e-17j -0.00067631-1.06243e-19j -0.000846814-3.67301e-19j -0.000526209-1.42409e-17j 8.60159e-05-1.17159e-17j -7.16125e-05-1.72141e-17j -0.000556521-9.13055e-18j 0.000855416+2.20744e-18j 0.000545073-2.22509e-17j 0.000122169-6.50665e-18j -0.000399742+7.95404e-19j -0.000717436-1.64342e-18j 0.000632007-2.173e-17j -0.000736465+9.60862e-17j 
0.000588698+5.1214e-16j 0.00103758+6.86112e-17j 8.87781e-05-1.07851e-16j 0.00106601-7.26158e-17j -0.0007103+9.97646e-17j 0.00121579-3.18521e-17j -0.000177038+1.45851e-16j -6.69846e-05-8.04529e-17j -0.00146866+1.7143e-16j 0.000106752-2.84016e-18j -5.81884e-05-7.53512e-17j 0.00109189-4.94513e-17j 0.00106744-2.13614e-16j 0.000357479+6.20763e-17j 0.00115815-9.5404e-17j 0.00110268-2.07008e-16j -9.06576e-05+2.08936e-17j -0.000740829+5.02337e-16j 0.00083275-5.77842e-17j -0.000124978-1.51653e-16j 0.000164028-1.09264e-16j -0.00083118+2.01829e-16j -0.00146143+1.93136e-16j 0.000446622+2.6758e-17j 0.00147848-6.58975e-17j -0.00031066+5.5163e-17j 0.00109192-8.02526e-17j 0.000335596+2.42745e-17j -0.00028207+2.60286e-16j -0.00087173-9.11032e-18j -0.000352671+5.67027e-17j -2.41606e-05+1.4776e-16j 0.00156518-2.02991e-16j 0.0006233-1.50163e-16j -0.000638912+2.61319e-16j -0.000441458-3.5224e-17j 0.00142678+6.28829e-17j 0.000144004+1.61545e-16j -9.25708e-05+1.93458e-16j 0.000648813+3.32515e-16j -2.04193e-05-3.53029e-16j 0.000620921+1.70595e-15j -0.000755698+5.48382e-18j -0.0011269+1.76695e-16j -0.000948818-1.07712e-17j -0.000810614+8.36701e-17j 0.000105163-1.84618e-17j -0.000425925+1.48295e-16j -0.000773184+5.99104e-17j 0.00121131-1.15348e-16j 0.000495141+4.14827e-17j 0.000325491-1.02114e-16j -0.000319661-6.5476e-17j -0.00102181+1.02878e-16j 0.000650011+7.92356e-18j -0.000898104+1.45429e-16j 
-0.00157471-1.15288e-15j -0.00186918-2.6856e-16j 0.000897882-5.35912e-17j -0.00156682-3.66309e-17j 0.000565865+3.1821e-17j -0.00194344-8.83978e-17j -0.00101865+6.90306e-17j 0.000897265-3.8282e-17j 0.00139226+9.85174e-17j -0.000211788+2.83307e-17j 0.00106488-9.02743e-17j -0.00192793-3.59778e-17j -0.000181566-6.59629e-17j -0.00146384+1.49601e-17j -0.00179442+1.06418e-16j -0.000879372-4.64377e-17j -0.000715683+2.18312e-16j 0.00106296-6.37941e-16j -0.000890408-2.29789e-16j 0.00138574-1.71538e-16j 0.000672877-1.3435e-16j 0.000240439+1.73045e-16j 0.00112169+1.13866e-17j 0.000923066-4.12645e-17j -0.00187616-6.00604e-17j 5.46831e-05+2.80623e-17j -0.00207231+7.76182e-17j -0.000649601+7.1466e-17j 0.000646524-6.15548e-16j 0.0021353-4.73307e-17j 0.000401264+1.20793e-16j -0.00138405+1.36191e-16j -0.00144028-3.43917e-17j 0.000547575-6.45254e-17j 0.000125607-2.51772e-17j 0.000443973+1.30379e-16j -0.00176164-3.29086e-16j 3.27831e-07-5.94916e-16j -0.000592722-4.19492e-16j -0.00109686-5.69007e-16j 0.00146096+2.23529e-16j -0.000615537-2.39765e-15j 0.00120664+6.1397e-17j 0.000638886+7.36964e-17j 0.00208433-1.35757e-17j 0.000681002+6.37194e-17j -0.000187301+2.2779e-17j -0.000784376+1.07196e-16j 0.000954006+5.2755e-17j -0.00140283-5.31942e-17j -0.00166285+9.56693e-17j 0.000223422-3.01798e-17j 0.00134026-3.04807e-17j 0.00116022+5.36671e-17j -0.00171714+6.48775e-17j 0.00161006-2.0393e-16j 
-0.000425551-2.42382e-16j -3.7898e-05-7.03241e-17j 0.00082799-4.52018e-17j 0.000238899-3.42106e-17j -0.000534901+3.54273e-17j 0.000149502-2.63267e-17j -0.00104461+6.83406e-17j 0.000612696-3.9978e-17j -0.000931362+8.06741e-17j -1.92046e-05+2.04784e-17j 0.00075654-4.88312e-17j -9.17755e-06-4.27313e-17j 0.0013294-6.57349e-17j -0.000657296+3.41863e-18j 0.000187121+4.26105e-17j 0.000829663-1.24688e-16j -0.00068741+7.85881e-17j -0.000186381+1.22172e-16j 0.000448742-1.41583e-16j 0.000916561-1.94018e-16j 0.000754957-1.1925e-16j -0.000957324+2.09022e-16j -0.001134+7.96395e-18j 0.00134127+2.55746e-16j 0.000564642+3.30639e-17j -0.000385454+1.6682e-17j -0.000122587-1.52762e-17j -4.76451e-05+9.85097e-17j 0.000119044-1.18737e-16j 0.000475743-1.2807e-17j -0.000171047+1.26096e-16j -0.00112091+1.18484e-16j 0.00102674-5.2663e-17j 0.00128986-6.3364e-18j -0.000782407+1.74857e-16j -0.00025993-1.27941e-17j 0.00058334-1.6939e-19j 0.00019885-2.03511e-16j -0.000593425-1.68695e-16j 3.28513e-05+4.98981e-17j 0.00111987-1.21333e-16j 0.000372608+5.63521e-16j -9.39865e-05+1.51196e-18j -0.00105204+6.51676e-17j 0.000329382-1.74275e-17j -0.000582767+2.5057e-17j -2.15318e-06-2.60129e-18j -0.00120375+6.19677e-17j -0.000316621+3.0941e-17j 0.000568146-4.26705e-17j -0.000623833+5.11168e-17j 0.000624444-4.16032e-17j 0.000612346-2.60507e-17j -0.00049745+4.7495e-17j -0.000452916+1.76203e-17j 2.66362e-05-6.37744e-19j 
-0.000762358-5.67279e-16j -0.000880776-1.16184e-16j 0.00046493+1.58103e-17j -0.000724319+9.19655e-18j 0.000238413-2.105e-17j -0.000906012-1.70127e-17j -0.000532904-1.96752e-17j 0.000453516+1.00084e-17j 0.000606469-1.88969e-17j -0.000100567+1.50128e-17j 0.000539755-7.46407e-18j -0.000906917-3.13164e-18j -1.66813e-05+4.91202e-17j -0.000722202-2.07466e-17j -0.000834001+7.91838e-17j -0.000370583+3.04334e-17j -0.000372003+7.04635e-17j 0.000490137-3.14246e-16j -0.000395453-8.00371e-17j 0.000698877-4.60614e-17j 0.000355367-2.85561e-17j 6.35852e-05+3.10654e-17j 0.000468789-7.37901e-17j 0.000503289+6.8587e-17j -0.000852928+2.43984e-17j 5.7953e-06-1.01808e-17j -0.000980658+4.59427e-17j -0.00030788+4.13314e-17j 0.000310122-2.93755e-16j 0.00102852-1.19192e-17j 0.000179822+4.93147e-17j -0.000708641+1.29254e-17j -0.000624118+5.67868e-17j 0.000324091+4.41649e-17j 1.86323e-05-5.21249e-17j 0.000195311+4.07984e-17j -0.000798121-1.03635e-16j 1.04278e-05-2.77964e-16j -0.000309336-2.37445e-16j -0.000514004-2.53503e-16j 0.000744749+1.5533e-16j -0.000270152-1.06991e-15j 0.000562461+1.27868e-17j 0.000246027-3.2339e-17j 0.000996995-4.87435e-18j 0.000290073-1.05286e-17j -8.81734e-05+1.20512e-17j -0.000430977-1.38849e-17j 0.00043218-1.31381e-18j -0.000630206+1.98648e-17j -0.000814041+2.34368e-17j 0.000137307+2.02452e-17j 0.000661781+1.05697e-17j 0.00051979-1.29505e-17j -0.000830735+1.82339e-17j 0.000758368-1.08099e-16j 
