-0.0122166+0.0812254j 0.085733+0.0150075j -0.0223654+0.0405073j 0.0322247+0.0304653j -0.00981371+0.00142165j 0.000609594+0.0124354j -0.017356+0.00615598j -0.0134462+0.0228753j 0.00416465+0.0152126j -0.0225637+0.00211352j -0.0117083-0.0019657j 0.00304832+0.00800878j -0.00965835-0.00706878j 0.000356331-0.00269704j 0.000733019-0.00351956j -0.00734536+0.016434j -0.000828631-0.000260196j 0.0109159+0.00238065j -0.00628646+0.0134634j 0.0160252+0.00502309j -0.00144829+0.00923205j 0.00701768+0.01724j -0.0107057+0.0264701j -0.00552344-0.00484304j -0.0178409-0.0212844j -0.00142861+0.00242045j -0.0251579-0.00353094j 0.00830119+0.0212541j 0.00595144+0.00980381j 0.00319361-0.0117619j 0.0111196-0.0111972j -0.0141048-0.000196625j -0.00907963+0.0138199j 0.00464082+0.0040742j -0.00656836+0.0100355j -0.0351113-0.000766357j 0.00219662+0.0166769j -0.00607815+0.019932j 0.0211561+0.00396574j -0.027974-0.0206744j 0.0223485-0.0101122j -0.00592235-0.0115526j 0.0128448-0.0265873j 0.000418343+0.0141201j 0.00728796-0.00682623j 0.0250479+0.0011426j 0.00480284-0.0064874j 0.0104894+0.00146957j -0.0267498+0.00875553j -0.0127717-0.0179121j 0.016821+0.00309166j 0.0114903-0.00878678j 0.0212844-0.00881278j -0.00951123-0.00103369j -0.0105436+0.0156908j 0.00366724+0.0378157j -0.00571817-0.00509895j 0.000703965+0.0027219j -0.00329543-0.00167937j 0.0143646-0.0212616j -0.00313037+0.00952736j -0.00804824-0.00364574j -0.011128-0.0181976j -0.0103997-0.0250117j -2.59735e-05-0.000295288j -0.00121649-0.000679404j 0.00209865+0.00255937j -0.0165249-0.0319267j 0.00667454+0.0166585j 0.000918661+0.00974288j 0.00172413-0.0181376j -0.00557256-0.00936669j 0.00032203+0.0153505j -0.00149626-0.0123016j 0.00509905+0.0129903j -0.0124474+0.00991776j 0.0107698-0.0401507j -0.0144593-0.000985168j 0.0175538-0.00433663j -0.00196049+0.0125986j 0.0187246-0.00415653j 0.0256671+0.0114314j 0.0334649-0.0153106j -0.00627021-0.000939671j 0.00470027-0.0107251j -0.00049231+0.00364902j -0.00229448-0.00829148j -0.0195193+0.00620586j -0.00981761+0.0256176j 0.000948431+0.00450069j 0.00971727-0.00229099j -0.037921+0.0300137j 0.0227018+0.04447j 0.0895634+0.0159411j -0.0162086+0.0866667j 
0.00161168+0.005389j -0.00195835+1.39779e-05j 0.00123663+0.00201228j -0.00276364+0.00427835j -0.00209512+0.000933429j -0.00225336+0.00479488j -0.00211374-0.00367316j 0.00126749-0.00128912j 0.00141764-0.00176286j 0.000744187-0.000130539j -0.00136827-0.000839378j 0.00077984-0.00445235j -0.00162864+0.000969749j 0.00171449+0.00283009j 0.00138648-0.000729589j 0.000547269-0.00206865j 0.00301628+0.00341772j -0.000663529-0.000833854j 0.000936257+0.00517157j 0.00034614-0.000471691j 0.00227787-0.00322496j 0.000953576+0.00050218j -0.0020966-0.0026707j 0.00249041-0.00375694j 0.0028266-0.000982243j -0.00137319-0.00379975j 0.00139768-0.000826473j 0.00150096+0.000308063j 0.00021427-0.00427712j 0.00261429+1.96163e-05j -0.000551062+0.00193458j -0.00100292+8.50225e-05j 0.000385425-0.00350207j -0.000336184-0.00154591j 0.000256326+0.000942595j -0.00306571-0.00226239j -0.00179133+0.00336695j 0.000130621-0.00301886j 0.00106381-0.00177605j 0.00152493+0.000725825j 0.00503285-0.00254399j -0.0060037-0.000173897j 0.00196014-0.00409468j 0.00190202-0.00464543j -0.00212473+0.000256306j -0.000370884-0.00159689j -0.00242343-0.00334418j -0.00230133+7.62269e-05j 0.00126606+0.00174247j -0.00240729+0.00215491j -0.00212775-0.0010819j -0.00142453-0.00232993j 0.00520885-0.00176382j -0.000558889-0.0027221j 0.000990909+0.0038037j -0.0043876-0.00201571j -0.00277088-0.000298871j 0.00291101-0.00160112j 0.00333186+0.00117938j -0.000565256+0.00254671j -0.000775279+0.00423058j 0.000519227-0.000556813j 0.00198471+0.00509005j -0.000747762-0.0016647j -7.25884e-05-0.00134166j 0.00206292+0.00130822j -0.000944288-0.000138204j -0.00015613+0.000546787j 0.00266018-0.00280987j -0.00116511+0.00394798j -0.00235104-0.000236919j -0.00120751-0.00390514j 7.36637e-05+0.000254597j 0.00016611+0.00126228j -0.00182715+0.00189422j 0.0022411+0.000548363j -0.00105066-0.0034805j 0.00349688+0.00171214j 0.000196105-0.000121377j 0.0014346+0.00131928j 2.86276e-05-0.0034014j 0.000446046+0.00728236j 7.89413e-05-0.0037317j -0.000464816+0.000990786j 0.000585279+0.00213877j -0.0011173+0.00449595j -0.00180244+0.00464269j 0.00107665-0.00557033j -0.00121792-0.00348003j 0.00342119+0.000772262j -0.0012785-0.0018399j -0.00307635-0.000141869j -0.000755136+0.00330295j 0.00212547-7.42198e-05j 0.000751717+0.00279676j 
0.00256838+0.000225306j 0.000535257+0.00265465j -9.11268e-05-0.00121709j -0.000734549-0.00206223j -0.000139313-0.00103193j -0.00224488-0.00173788j 0.00120269+0.00139122j 0.00123622+0.000446216j 0.00159424+0.000225123j 0.00222475+0.00389463j 0.00054386-0.00320778j 0.00256907-0.00405991j -0.00102358+0.00788713j -8.42317e-05-0.000523495j 0.000841921-0.000468759j 0.000153068-0.000703239j 0.000276627-0.00217186j -0.00136395+0.000258818j 0.00200729+0.00219019j 0.00489279-0.000867102j 8.56178e-05-0.00223691j 3.51331e-05+0.00337749j 0.00395345+0.000811832j -0.000578577-0.00244344j 0.00446454-0.00356894j -0.0064605+0.000683912j -0.00710139-0.00152918j 0.000411352-0.00120376j -0.00135764-0.000931329j -0.000975105-0.00293216j 0.00330993+0.0032053j 9.69345e-05-0.00130784j 0.0015842-0.000300707j -0.0029706-0.00495849j 0.00229421+0.00465671j 0.00086117-0.00130294j -0.000470412+0.00504675j 0.000274617+0.00429527j 0.00107741+0.0010986j -0.00104633+0.00123803j -0.00335097+0.00548584j 0.00137757+0.00385023j 0.00176369+0.00371873j -0.00384628-0.00126454j 0.00275991-0.00234612j 0.000527119-0.00230477j 0.000624417-0.000589609j -0.00016445-0.00127781j -0.00169043-0.00358264j -0.00153678+0.000710853j 0.00108241-0.00675111j 0.00118514+0.00785237j -0.00338061+0.00503323j 0.00153457-0.00300048j 0.00166761+0.00276277j 0.00377926-0.00243885j 0.00289072+0.00230972j -0.00571492+0.003378j 0.00170521-0.00166865j 0.00709034-0.0018694j 0.00133533-0.00037166j 0.00319466-0.000277941j 0.00216459+0.000871575j 0.00520493+0.000917415j -0.00057029+6.00371e-05j 0.00127842-0.000495412j -0.000727758-0.000810377j 9.13153e-05-0.000571983j 0.000826176-0.00426757j 0.000752461-0.000555788j 0.00154804+0.000512415j 0.00013505+0.00125699j 0.000882719+0.000866796j -0.00565265-0.000817719j 0.00352242+0.00214524j 0.000918398+0.000469498j -0.00616416-0.00188175j -0.000583757-0.000598129j 0.000937171+0.00185984j 0.00104656+0.00153894j 0.000409483+0.000196232j 8.36532e-06-0.000931463j 0.00109268+0.00451682j 0.00010532-0.00219135j 0.00101364-0.00334021j 0.000637335+0.000130235j 0.000529132-0.00325643j -0.000813254-0.00138595j 0.000146971+0.000413957j -0.00069598+0.000896378j -0.000811384-0.00194432j -0.00246401+0.000162308j -0.000117417-0.00206504j 0.00154568+0.000819765j -0.000181015-0.00073024j 
-0.00613011+0.00586328j 0.00886756-0.00151015j -0.0017466+0.000928128j -0.00779338-0.00174048j -0.0114753+4.88667e-06j 0.00646727+0.00222113j 0.0031839-0.00268251j -0.0019497+0.00572081j -0.0031629-0.00264983j -0.00900648-0.00175385j -0.0081636-0.0016642j -0.00204462-0.00425538j 6.62762e-05-0.00417744j 0.00655583+0.00161326j -0.00212525+0.00115244j 0.00140782+0.00322666j -0.00156938+0.00415689j -0.00288576-0.00730737j -0.00549354-0.007844j -0.00354975+0.00236774j -0.00331395+0.0069794j -0.00170956-0.00191822j -0.0100239-0.00193511j 0.00622481+0.000125069j 0.00021707-0.00139465j -0.00245444+0.000314913j -0.00223936+0.00459134j 0.00841168-0.00560512j -0.00150128+0.000200664j 0.000442181+0.000230664j -0.00408403-0.00287846j -0.00757875-0.00453019j -0.00127068+0.00240267j 0.00796357+0.00108705j 0.00564728+0.00210216j 0.00120147+0.00306065j -0.00323932+0.00661501j 0.00261354+0.00424925j 0.00315431-0.00147028j -0.00793742-0.00263959j -2.32486e-05+0.00176939j -0.00696248-0.00405656j -0.00157098-0.0029144j -0.0054563+0.00123965j 0.00200997-8.21403e-06j 0.00317985+0.0033806j 0.000922426+0.00470468j 0.00502986+0.00203559j -0.00563846-0.00104787j -0.00482111+0.000328013j 0.00236002+0.0034385j -0.00279304-0.00342081j 0.00927482-0.00565605j -0.00413864-0.00405284j 0.000341164+0.00419824j -0.00271496-0.000231717j -0.0066545+0.00500904j -0.00347877-0.00113405j 0.00634289+0.00122229j -0.000956609+0.00490375j -0.000980164-0.000992621j 0.000680191-0.00313458j 0.00214513+0.0035092j -0.00486198+0.00166147j -0.004592+0.00148471j -0.00262771-0.00628436j -0.0023867+0.00243973j -0.00308832+0.00284962j 0.00347909-0.00248844j -0.00412092-0.00257797j 0.000630555-0.000166557j 0.000706867+0.00227924j 0.00368249-0.000364605j 0.000597386-0.00132599j -0.00287874-0.000274187j -0.00159807-0.00508611j 0.00108781-0.00321842j 0.00559724-0.00113634j 0.0027057+0.00376795j -0.00453096-0.00549092j 0.00405275-0.00392002j 0.000402649-0.00292561j 0.00122636-0.00555064j -0.000553719-0.00166657j 0.004202-0.00439285j -0.00360897-0.00283701j 0.0028772-0.001945j 0.0015155-0.00457926j -0.00352781+0.00430984j 0.00218616-0.000108023j -0.000753017-0.00771922j 0.00198158-0.00211846j -0.00428138-0.0033985j 0.0052753-1.60723e-05j 0.000379083+0.0025574j 
-0.00611261+0.0030607j 0.00690669-0.00128009j -0.00548889+0.0019448j 0.000886701+0.000915275j 0.00568552-0.000134254j 0.00167833-0.00477304j 0.00235314+0.00596241j -0.00118918+0.000500544j 0.0026093+0.00247636j 0.00161517-0.00179777j -0.00341018+0.00224484j 0.00505452+0.00742344j -0.00257082-0.00314531j -4.1049e-05-0.00579123j 0.000564363+0.00395597j -0.004526+0.00171245j 0.000915423-0.00106433j -0.00237007+0.000996058j 0.00203864+0.000576082j 0.00202116-0.00193273j -0.00214452+0.00458249j 0.000439053+0.000318741j 0.0021158+0.00410129j -0.00112684+0.00235709j -0.00357217+0.00294534j 0.000258716+0.000369532j -0.00655651-0.00241158j -0.00175089+0.000878432j 0.00168695+0.00265384j 0.00320585+0.000631371j -0.00452904-0.00119449j -0.00036774-0.000307455j -0.000108531+0.0022671j 0.00353916-0.000251593j -0.00153305+0.00149638j -0.00427386-0.00255483j 0.000351489+0.00187396j -0.000812386-0.00302925j -0.00209481-0.00132158j -0.00107288-0.00402685j 0.0040441-0.00464866j 0.00179534+0.000314311j 0.00179364-0.00566398j 0.0012726+0.0037498j 0.00023582+0.00184771j 0.00177479-0.000632737j 9.04465e-05-0.000425415j 0.000807903-0.000464274j -0.00218307-0.000764912j 0.00274722+0.000632189j 0.00380095+0.00177663j -0.00127364-0.00374983j 0.00356249-0.00443825j 0.00224967+0.00298186j -0.0017486-0.000762327j -0.00181363+0.00243496j 0.00224926-0.00307441j 0.00249393-0.000632817j -0.00267936-0.00158538j -0.00201497+6.9411e-05j 0.00185171-0.00128394j 0.000606279+0.00201645j 0.000531671+0.00017226j -0.000546898-0.00233425j -0.001262+0.00164484j 0.000578643+0.00239136j -0.00119501+0.00118901j -0.00773581-0.00371138j 0.00367144+0.00140242j -0.00108539+0.00116965j -0.00147198-0.00421186j 0.000794061-0.00354026j 0.00126014+0.00398835j 0.00163082-0.00288781j 0.00268028+0.000749485j -0.00329318+0.00176669j 0.00603024-0.00428905j -0.00237309+0.000689058j 0.000507937-0.00010588j -0.00345266+0.000176544j -0.000825142-0.00161314j -0.000125854+0.000933557j -0.000421141+0.00023013j -0.000632693-0.00229j 0.00267804+0.00296166j 0.00153368-0.00137759j 0.00243399+0.00109856j -0.00300903-0.000689516j 0.000301516+0.00169937j -0.00345422-0.00284567j 0.00113154+0.00331361j -0.000774475+0.00359622j 0.00448905+0.00497855j 0.00588854-0.000166872j -0.000599711+0.00576163j 
-0.00188612+0.00154909j -0.00187069+0.000582148j -0.000497367+0.00195694j -0.0014137+0.00153068j 0.000639646+0.00200014j 0.00322276-0.00475162j 0.00132761+0.00162903j 0.00196662+0.00246281j 0.00191391+0.000681918j 0.00331546+0.00180413j -0.00356899+2.21122e-05j 0.00227977+0.00365666j -0.00285107-0.00183563j 0.00308435+0.000719236j 0.00206002+0.00326223j -0.00276668-0.00322288j -0.000770126+0.00153981j -0.00176246-0.000235742j -0.000732705+0.00519343j -0.000481779+0.00203569j -0.00202068+0.00195904j 0.00158474-0.00218867j 0.00240539+0.00296402j 0.00329162-0.000553426j 4.82183e-05+0.00430727j 0.00485594-0.000923929j 0.00122422-0.00221833j 0.00113752-0.000211056j 0.000321307-0.00159446j -0.00143464+0.000743792j 0.000321889-0.000489565j -0.00206356-0.000240256j 0.000164057-0.000728695j 0.00172358-0.000279986j -0.000284182-0.000950965j -0.000545413-0.00173264j -0.00424141+0.00108932j -0.000312275-0.00434243j 0.000305207-0.00242809j -0.000161402+6.5253e-05j 0.0033738-0.00320978j 0.000859885+0.000697516j 0.000593889+0.00141758j 0.000489427+0.000695031j -0.00033886+0.000833972j -0.00148565-0.0018549j -0.00321786+0.00116419j 0.00571632+0.00257664j 0.00334064+0.00210881j 1.12228e-05-0.00294406j -0.00134716+0.000908326j 0.00012054-0.000383391j 0.0011203-0.00359674j -0.00149784-0.00170412j -0.000603728+0.000458108j -0.000520384-0.000173045j -0.0010099-0.000719649j 0.00550425-0.00143927j 0.00101532-0.00119823j -0.00568761-0.000389572j 0.000449761-0.00203096j 0.000127947-6.5196e-05j -0.00174788-0.00414941j -0.00376644-0.00164424j -0.00105014+0.00189985j 0.00199727-0.00163164j 0.000296381-0.00220499j 0.00166844-2.2428e-05j -0.00297014+0.00406241j 0.000740453+0.000523471j 0.00249551-0.0023993j -0.000646112-0.00162754j -0.0021305+0.0016931j 0.00374257+0.0026967j -0.00412471+0.000162657j -0.00290751-0.000914703j 0.000251903+0.000147357j 0.00108366-0.00180452j -0.00115264-0.00046794j 0.000332334-0.00230931j 0.000777562-0.00196638j -0.000188697-0.00244975j -0.00142103-0.000272655j -0.000271505-0.000515571j 0.00191302+0.00299037j 0.00067226+0.00193455j -0.0003617-0.00195664j 0.00261125+0.000510264j -0.000412246+0.00014763j -0.000152807+0.00186039j -2.38219e-06-0.00268282j 0.00224767-0.000240946j 0.0018659+0.000546795j -0.000249185+0.00115156j -4.73471e-05-0.000301993j 
-0.000612079-9.03902e-06j 0.00128202+0.00201606j 0.000619513+0.00485694j -0.00133971-0.00139083j 0.000119765-0.00310141j -0.00446302+0.00214922j -0.000284118-0.00372655j 0.000963199+0.00238151j -0.00493128-0.000687519j -0.00383963+0.0051012j -0.00620047+0.00454311j -0.00118899-0.00351136j -0.00263462+0.0024399j 0.00486489-0.00265045j -0.00228754-0.00455869j 0.000972452+0.000908728j -0.000480657-0.00280156j 0.00014864+4.4055e-05j 0.00338758+0.00333378j 0.00326985+0.00206643j 0.000923752+0.00106489j -0.00159142-0.00336051j -0.00140565-0.000404851j 0.0060271-0.000893506j 0.0024045+0.00364862j 0.00231193+0.000274347j 0.00448906-0.000635746j 0.00249708-0.000619057j -0.000426733-0.00260843j -0.000642821+0.00111211j 0.00175049-0.00174807j -0.00156094-0.000609064j -0.000770586-0.00047963j -0.000456366-0.000772363j 0.00162119+0.00172208j 0.00520408+0.000406492j -0.000415322-0.00158687j 0.00466456+0.00183955j -0.000710904-0.0018943j 0.000302425-0.00125906j 0.00488219-0.000504097j -0.00130992-0.00531072j -0.000650994+0.00231331j -0.00158582+0.00276339j -8.04097e-05-0.000529538j 0.000410366-0.00360915j -0.00134089+0.00321574j 0.00126913-0.00245618j 0.000949793+0.000478459j 0.000499506-0.00191576j -0.00010929-0.00304866j -0.00173855-0.000218316j -0.000598029+0.00162428j -0.00111902-0.00529491j 0.00276499+0.000516042j -0.00299658-0.000103101j -0.000615562+0.00197393j -0.00246148+0.00179324j 0.00542023+0.00487842j 0.00379888+0.000925341j -0.000487248+0.0039774j -0.00306319-0.00123642j -0.0017479-0.00188304j 0.000537245-0.00250112j -0.00328698-0.000582063j -0.00209937-0.00221931j -0.00114914-0.000868071j 0.00250468+0.00207535j -0.000241049+0.00113014j 0.00305803-0.00329439j -0.00092117-0.000394255j 0.000682858+0.00254101j -0.00249208-0.00183964j 0.000354199+0.00194201j -0.00156127-0.00192769j 0.0012587-0.000550491j -0.000392216+0.00296977j -0.000661373-0.00246965j 0.00051678-0.00274222j 0.0044469-0.000832845j 0.00305286-0.000198092j 0.000456106+0.000893274j 0.0015382-0.00127516j 0.000920114+0.00253494j -0.00121259+0.000937913j 0.0026001-0.000783374j -0.00298817-0.00290886j 0.00277554+0.0017124j -0.00241213-7.86886e-05j -0.000194667+0.0010829j -0.00139723-0.00049044j 0.00122936-0.000479363j 0.00199234-0.00185083j 0.000400422+0.00149439j -0.000704984-0.00105853j 
-0.000689685+0.00222137j 0.000922879-0.00106272j -0.00112188-0.000583297j -0.00352537+0.000490564j 0.00224872+0.00302678j 0.00700326+0.0018372j -0.000482164-0.00403184j 0.00188918+0.00175308j 0.00604529-0.000552824j 0.000894095-0.0018893j -0.00286785-0.000202576j 0.00261238-0.00235992j -0.000829056-0.000146752j -0.00703646-0.00955889j -0.00265403+0.00403195j -0.00597991+0.00428143j 0.000540736+0.00501075j -0.00533881-0.00449942j -0.000887279-0.00656379j -6.62926e-05+0.00342201j 0.0026891+0.00534035j -0.00218597-0.00274476j 0.000451028-0.000424674j 0.00145349+0.00413878j 0.00146952-0.00262702j 0.00178476-0.00100897j -0.00414785+7.93839e-05j -0.00240709+0.00165846j -0.00120959-0.00264381j -0.000241358+0.000126185j 0.000807085-0.0019286j -0.00473156-0.00028081j -0.000987656+0.000171492j 0.00149227-0.00115109j -0.000779068-0.000395829j 0.0016462+0.000654814j -0.0012435+0.000722602j 0.000606894-0.000730375j -0.000824829-0.00237803j -0.000800131+0.000348191j -0.000581028-7.87765e-05j -6.28997e-05-0.00179782j 0.00140087-0.000937796j 0.000747425-0.001144j 0.000636022+0.000165735j -0.000408502+0.00055811j -0.00113041-0.00122217j -0.00127615-0.000912058j -0.000677184+0.00142158j 0.000511494-0.000629361j -0.000471177-0.000652359j -0.00084458-0.00153452j 0.00164332-0.00251693j -0.000710963-0.000945126j 0.000398286+0.000979099j -0.000448578+0.000917732j -0.000315802-0.00130293j -0.000563281-0.000237369j 0.000143731+0.00131482j 0.000847035+0.000363996j -0.0013969+0.00069754j 0.000291818+0.000356305j -0.000306671+0.000371787j -0.000220638-0.00163945j -0.000393098-0.00106988j 0.000832672+0.00184709j -1.01707e-05+0.00113638j -0.00106679+0.00122028j 0.000248177-0.000677579j -0.00186995-6.11339e-05j 0.000241031+0.00136566j 5.81001e-05+0.000445867j -0.00101919-2.70914e-05j -0.000936754-0.000620044j 0.000243382+0.000207319j -0.000898965+0.000129656j 0.000215774-0.000502525j 0.000374717-0.00124508j -0.00019566-0.000206972j 0.000536703-0.000244622j 0.000438501+0.00153639j -6.05894e-05+0.000787854j -0.000776366-0.000531736j 0.00019436+0.00325356j -0.000639533-0.00151879j 0.00090691+0.000972159j 0.000352334+0.000284411j -0.00103793-0.000235737j -0.000802886-0.000970267j -0.000192617-0.000683678j -0.000419805+0.000397782j -0.000679017-0.000546513j 0.000260454+0.00116131j 0.00120499+0.00035949j -0.000138699+0.00140132j 
0.00137337-0.00698865j 0.00075855-0.00161458j 0.00300503-0.00182754j -0.00107573+0.00106893j 0.000145689-0.00349295j -0.00199303-0.00143705j 0.0047479+0.000882259j 0.0049526-0.0032961j -0.00238934-0.00120837j 0.00272284+0.00203258j -0.00293237+0.00257928j -0.00582125-0.00487943j -0.00646739+0.00279448j 0.00215269+0.00437122j 0.00182079-0.00788558j -0.0029453-0.00252001j -0.00363467-0.003433j 0.0027051-0.000926773j -0.000732994+0.00349969j -0.00250437+0.0033745j 0.0018803+0.00123022j -0.00607465-0.000357618j -0.00106142-0.00342356j 0.00368844+0.00440967j -0.000691534-0.000797245j 0.00439148-0.00331567j 0.00373772+0.000482053j 0.00208862-0.00555243j -0.0024554+0.00167028j 0.000476573+0.00223397j -0.000190728-0.00190082j -0.000755585+0.000209945j -0.00222025-0.000134989j -0.00011549-0.00103898j -0.000860162+0.000575716j 0.00634724+0.00192194j 0.00284056-0.0015024j 0.00509219+0.000885219j -0.000428571-0.00126018j 0.00169305-0.000116198j -0.0014879+0.000182892j 0.000571669-0.00010454j -0.00328583+0.00241034j 0.0004722-0.00215535j -0.0022058+0.00308657j 0.00032031-0.000839843j 0.00465483-0.00211287j 0.00141746-0.00063688j 0.00225072-0.00158483j 0.000160273+0.00449195j 0.00272182+0.000851929j -0.00235581-0.000941818j -0.00118422+0.00199602j 0.00319546-0.00296325j 0.00275709-0.000350948j -0.00233457-0.000517125j -0.00139776+0.0058679j -0.00175998-0.00460205j 0.0039229+0.002868j -0.00317855+0.00163095j -0.000356646+0.00256155j -0.000949458-0.000654286j 0.000500421-0.000531434j -0.0036341+0.000418422j -0.0028101-0.00228828j -0.00119707-0.00167933j -0.00054726+0.000995758j -0.000172802+0.00391291j -0.000964939-0.000785383j 0.00134696-0.00266983j 0.00250072+0.000544576j 0.000915306+0.00159632j -0.00214869-0.000758064j 0.00200895+6.99223e-05j -0.00128554-0.00446078j 0.00178936-0.00469367j 0.00446468+0.00441028j 0.00393856+0.0012685j -0.000651826-0.000646921j -0.000357468-0.00126319j -0.00227876+0.0014979j -0.00162712-0.00251317j -0.00317652-0.00254321j -0.00134978-4.96391e-05j -0.000793951-0.000994809j -0.0013712-0.000490128j 0.000871816+0.00112894j 0.000495012-0.00106029j 0.000244204+0.000104219j 0.00418739+0.00280411j 0.0013043-0.00186574j 0.00369283-0.00420774j -0.00527832-0.00267826j -0.00381199-0.000168493j -0.00049635-0.00411947j 
0.00588029-0.0117406j -0.00893793+0.00239052j 0.00457386-0.0100375j 0.00127187-0.0115548j 0.00142561+0.000656696j 0.00098631-0.00470596j 0.00581466-0.000585196j -0.000715506-0.0112087j -0.00413579-0.00546863j -0.000841424+0.00162678j -0.00290639+0.00495578j 0.00356673-0.00332574j 0.000933127-0.00248313j 0.000811558-0.0068674j 0.000572444+0.000182375j -0.000587587-0.00242185j 0.00172682+0.00536461j 0.000877585-0.00768975j 0.00343421-0.00423957j 0.0015416-0.00248164j 0.00242752+0.00602313j 0.00094142-0.00186904j -0.000589002+0.00410301j 0.000730452-0.00128424j -0.000215813+0.00148167j 0.00118272+0.000536329j 0.00828115-0.00101929j -0.00213322-0.00108351j -0.00152596-0.00481897j -0.00402331+0.00320985j -0.00391363+0.000446469j 0.000742543+0.000935167j -0.00158464-0.0039547j -0.00109146+0.00303103j 5.65745e-06-0.00153446j 0.00129277-0.000322703j -0.000174368-0.0015384j -0.00900521-0.00331034j 0.00265131+0.00782911j 0.00147894+0.00468357j -0.0013091+0.002374j 0.000334276+0.0038371j 0.00115099+0.00550767j -0.00296784-0.000972146j -0.00286874-0.00596564j -0.00306163+0.00160917j -0.00322397+3.3525e-05j -0.00243244+0.00367972j 0.00519695-0.00355001j 0.00294522-0.00350104j 0.00159768+0.00383131j 0.000271539+0.00456643j -0.00487872+0.00407573j 0.00415828-0.00132462j 0.00155373-0.0033001j 0.0033375-0.00508909j 0.0024754+0.00296897j 0.00106909+0.00830328j -0.00597015-0.00611207j -0.00598871+0.000546443j -0.000492638-0.00348133j 0.00147669-8.08227e-06j 0.000921077+0.000117929j 0.00354268+0.00784769j -0.00167979-0.00134407j -0.00100349+0.00181689j -0.00207774-0.00387454j 0.00303084-9.26145e-06j -0.00452995+0.000611327j 0.00580879+0.00175917j -0.000479601-0.00140627j -0.00319093-0.00178477j 0.00389139-0.00505642j 0.00266826+0.00479995j 0.00305547-0.00360426j -0.000130567-0.000756027j -0.00768469+0.00284825j -0.000665567-0.00016271j -0.00116709+0.00083095j 0.00183876-0.00250002j -0.00227726-0.000860245j -0.00179599+0.00372408j -0.00338281+0.00285869j 0.00129207-0.00244283j 0.00449195+0.00471916j -0.00359083+0.00112818j -0.00560311-0.000206481j -0.000196105-0.00254322j -0.00175024-0.00445337j -0.00661186-0.00458049j -0.00470699+0.0029366j 0.00824128-0.000391536j -0.0060232-0.0158629j -0.0128396-0.000450175j 0.00170486-0.0132713j 
0.00421777-0.000858653j 0.00144252-0.00108048j -0.00185322-0.00130812j -0.00115616+0.00151817j 0.00297855-0.00291919j -0.00428004-0.000910539j 0.000649079+0.00494616j 0.00254811-0.000598089j 0.000424605-0.00197053j 9.27611e-05-0.0017546j -0.00330712-0.000506166j -0.000895138+0.00121709j -0.00215662-0.00189538j -0.000559944-0.0033306j 0.00162705-0.00243199j -0.00129779-0.00152716j 0.000974702-0.0042561j -5.8595e-05+0.00169472j 0.000777653-0.000413492j -0.00225797-0.00343603j -0.000456241+0.000452367j -0.00181596+0.00203844j -0.0049112-0.000930545j -0.000597765+0.00279411j 0.00106414-0.00154369j 0.00244224+0.00149673j -0.00163282-0.00223779j -0.000582104+0.00062851j -2.11733e-05+0.000638179j 0.00131484-0.00219334j -0.00130439-0.000869091j 0.00141529+0.000259999j -0.00274105-0.00111998j 0.0022082+0.00112487j 0.000406508-0.00372989j 0.00164076+0.000342858j 0.00234936-0.00210182j 0.000890149+0.000508139j -0.000821915+0.00247379j -0.00213123+0.000501943j -0.00486942-0.00194673j -0.00224099-0.000543094j 0.000240779+0.000904556j 0.00213594-4.16966e-05j -0.000532184-0.000961772j -0.000869612+0.00350518j 0.000224851+0.000889658j -0.00036306+0.00290421j -0.00134944+0.00139556j 4.22555e-05-0.00188496j 0.00130867+0.00182873j -0.00191942+0.000854421j 0.00558836-0.00048346j -0.00310771+0.00225981j 0.00124562-0.00284338j -0.000459919+0.00275253j 0.00138087+0.00108199j 0.00112629+0.000720992j -0.002361-0.000204831j -0.0018514+0.00247064j -0.00541776-0.00264479j -0.00096167+0.000632183j 0.000705622+0.00250594j -0.00413644+0.00117587j 0.00187465-0.00255259j 0.000331827+0.0013365j 0.000480823+0.00250938j 0.00189146+0.00151839j -0.00183472-0.00159931j -0.00342161-0.00322449j -0.000169736+0.00297109j 0.000494476+0.000724782j -0.000331812-0.00192011j 0.000453114+0.000356907j 0.000572092-0.00160917j -0.00100239-0.000544939j 0.00113236-0.0015512j -0.00372331+7.68037e-05j -0.00245231-0.00114071j -0.00102527-0.00259359j -0.000490136+0.00241258j -0.000380552-0.00189104j 0.000682567-0.00129808j 0.00378169+0.00563062j 0.000672798-0.00295969j -0.000785496-0.0032938j 0.000214425+0.00304809j -0.000728433-0.00445237j -8.5149e-05+0.00193814j -0.00263484-0.00204933j -0.000395916+0.00244329j -0.00254113-0.00175151j -0.002871-0.000368191j 0.00192417-0.00181612j 0.00147901+0.000778584j 
