-0.00355142-0.0106392j 0.00618949+0.00517875j -0.0068018-0.0140311j -0.00263949-0.00855708j -0.00149951-0.00398777j -0.00274695-0.00174812j -0.00585335-0.0108134j -0.00621266-0.018653j -0.00718844-0.00852247j 0.00530489+0.0127593j 0.00775076+0.0114787j 0.00553916+0.00437862j 0.00386837+0.00422293j 0.00364125+0.00701497j 0.000123494+0.0143604j -0.00274263+0.00702685j 0.00660359+0.0276789j 0.00251701+0.00507566j -0.00447606-0.00528174j -0.00362038-0.023501j -0.00275184+0.00911531j -0.000109285+0.0106663j -0.00387919+0.004693j -0.0036993-0.00797871j 0.00992286-0.00172326j 0.0154498-0.00523632j 0.0127344-0.0168073j -0.012648+0.02917j 0.0195179+0.000190342j 0.00883371+0.00268126j 0.00775-0.0131211j -0.0129002+0.0109809j -0.00826873+0.000832821j 0.0119346-0.00533185j 0.00674448-0.0034503j 0.000130539-0.00362204j -0.0186658+0.00714916j -0.0025989+0.00209077j -0.00754262+0.00263178j -0.00758242+0.00201266j -0.00091266+0.00352166j -0.00438146+0.00424468j 0.00263102-0.00161939j -0.00383488-0.00176376j 0.00396061-0.00331654j 0.00563943-0.000407696j 0.000902212-0.00162456j 0.00648594+0.000157087j 0.00876168-0.00284647j -0.000589647+0.00648486j 0.0200626-0.00428157j -0.00324348-0.00224214j 0.0148551-0.00155125j 0.00886557-0.0040084j 0.0221767-0.00388094j -0.00795459+0.00114212j -0.00412869+0.00120773j 0.0155235+0.00293871j 0.00300534-0.00298603j 0.00334028-0.00352179j 0.00438406+0.00154905j -0.0136251-0.00370277j 0.00184963+0.00190362j 0.00363245+0.00361796j 0.00480283-0.0104127j -0.0136681-0.00849856j 0.0150301+0.00442541j 0.0177797+0.00387831j 0.00685082+0.00262482j 
-0.0160062-0.00488795j -0.00829446-0.00969598j 0.0383145-0.0243913j 0.0443089-0.014838j -0.0664986+0.0926817j -4.94037e-05-0.0418846j 0.0340455-0.00923169j 0.00308383+0.0519073j 0.0426265+0.00170785j 0.0252991-0.0285076j 0.00361073-0.0261045j -0.0277287+0.0168595j 0.00540681+0.0205197j -0.00779966-0.000724046j -0.00512155-0.0130666j 0.00397223-0.0102918j -0.0041165+0.00962123j 0.0128786-0.0200616j 0.00210486-0.0156337j 0.00717693+0.0125559j -0.00943665-0.00928338j 0.00632204+0.00948252j 0.00471702-0.00667936j 0.000705272-0.0039693j 0.00835789-0.0128365j 0.00458145+0.00673409j 3.46136e-05+0.0021613j 0.00527372+0.0025653j 0.00107894-0.00394487j 0.0129592+0.00853082j 0.00303742-0.00128935j -0.0171554-0.000318953j 0.0179745-0.00463163j -0.00732423+0.0235238j -0.000792435-0.0076059j 0.00730358+0.00561254j 0.00911194+0.017371j 0.00469256+0.00589585j -0.00509168+0.011758j 0.00501794+0.010741j 0.00180146+0.0128546j -0.00243025+0.0126412j 0.00182277-0.00549919j 0.00129225-0.0242423j 0.0123478+0.000722206j -0.0026594+0.00037051j -0.00125496-0.0121341j 0.00277448+0.00141169j -0.00320286+0.00731431j -0.00178665+0.00690483j 0.00215687+0.00150905j 0.000350509+0.00324642j -0.00343593+0.00403439j 0.00302453-0.0053727j 0.00493015+0.000819102j 0.00216184+0.00146388j -0.000346318-0.00340083j 0.001497+0.000248464j 0.0014384-0.0109919j -0.00237428+0.00852797j 0.00258387+0.0030201j -0.000906453+0.00108552j -0.00288847-0.00409403j -0.00114178+0.00956239j -0.00139781-0.000358565j 0.00626796-0.00164777j -0.00151348-0.0028052j 0.00311258-0.000527051j -0.00240302+0.00291456j 
0.014983-0.00479j 0.0136183+0.0239478j 0.0292136-0.0490805j 0.011724-0.0301069j -0.0217892-0.0373921j 0.00609633-0.0289566j 0.0492908-0.010449j -0.0120874+0.00192342j 0.0111935+0.0357019j 0.0205247+0.0299043j -0.00802226-0.00689724j -0.00843025-0.00518389j -0.0147479+0.0139788j 0.000152512-0.00304537j -0.00134862+0.000347626j 0.00365319+0.00791517j -0.00039048+0.0105497j 0.00415707+0.00989468j 0.00546521-0.00349853j -0.00189868+0.00215485j 0.00116185-0.0120073j -0.00089412+0.00804206j 0.000619612+0.00288689j 0.0015896-0.00334625j 0.00119114+0.00541249j -0.00396354+0.00520541j 0.00119838-0.00643731j -0.00276297-0.00480161j 0.0022798-0.00324659j -0.0140563-0.0180361j -0.00470498-0.0114909j -0.00978468+0.0150136j -0.00734523-0.0216654j -0.00529748-0.00391201j 0.000836106+0.0075469j -0.00404301+0.00334187j -0.00723323+0.0414453j -0.00381764-0.037154j -0.00433384+0.0231049j 0.00302394-0.00139025j 0.0118612+0.010943j 0.00169291-0.0191949j 0.000133508-0.0175204j -0.0082676-0.0227494j 0.00356469+0.00805011j 0.00549101-0.00570459j -0.00183904+0.0160016j 0.00416432-0.004241j 0.000511506-0.00840093j 0.00647631-0.0176626j -0.00267499+0.00204489j 0.00310756+0.0055463j 0.00181417+0.0059722j 0.00328889-1.89942e-05j 0.000638555-0.00737883j 0.00469129-0.00679031j 0.00218765-0.00410299j 0.000918598+0.00341879j -0.00400239+0.0114433j -0.00318091+0.00616829j 0.00311241+0.00219747j 0.000768201+0.00503452j -0.0012927+0.000387607j 0.000579846-0.00263954j -0.00225193-0.00176494j 0.000975802+0.00445464j -0.00246014+0.00417794j 0.000320304+0.00019625j -0.00375202+0.00162636j 
-0.0272975-0.0579528j 0.0945793+0.0136944j -0.0178803+0.0160331j 0.0181636-0.0696216j 0.00470258-0.00348569j -0.00502312-0.00217367j -0.0118863-0.0115834j -0.00624361+0.0040027j -0.00868989-0.0127644j 0.00104194-0.00732576j 0.0056918-0.0027669j 0.00835134+0.00634368j 0.0068987-0.00533818j -0.00364564-0.00166422j -0.00134565-0.00429222j 0.00193599-0.00267294j 0.00371624+0.00184677j -0.00150555-0.00032824j -0.00551614-0.00230376j 0.00363475-0.00294463j -0.0047565+0.00149214j 0.00575487-0.000534074j 0.00107853+0.00270832j -0.00377434-0.00222915j 0.00336598-0.000257201j 0.00407492+0.00183871j -0.00699544-0.0066843j -0.0118467-0.00642192j -0.00710805-0.00206539j -0.00584915-0.00537704j -0.0606417-0.0324198j -0.00398599-0.0442037j -0.00258212-0.00498094j -0.000628897+0.00136334j 0.00549022-0.0227868j 0.00228711-0.00168402j 0.00392929+0.00588084j 0.00483651+0.00427534j 0.00076383-0.0150235j -0.00274604+0.0134151j -0.00770175+0.00196893j -0.00588618+0.0194559j -0.000391227+0.00350051j 0.0028038+0.00641641j -0.0014134-0.0138082j -0.00313675-0.00309174j 0.000199287-0.00442172j -0.00377072-0.000108667j 0.000535827-0.00584093j -0.00231104+0.00518256j 0.00176669-0.00260663j -0.000815034+0.000568998j 0.00177973-0.00166122j -0.00245967+0.00169519j -0.000672617+0.00614856j -0.00189358+0.00123918j -0.000861816+0.000154424j 0.000619929+0.00471515j -0.00114458-0.00210304j 0.0010038-0.00461819j -0.00273178-9.57486e-05j 0.00259391-0.00106583j 0.00184004-0.00445796j 0.00432455+0.000834506j -0.0010335-0.00135431j -0.000927137+0.00287679j 0.00553809+0.000923961j -0.0060328-0.00441184j -0.00106868+0.00415797j 
-0.102577-0.0127857j -0.0264852-0.0584809j -0.0183728+0.0394968j 0.00470593-0.00909484j 0.0480166-0.0203152j 0.0120317-0.0147119j 0.011198+0.0204414j -0.00824505+0.000960304j -0.010944+0.0152643j 0.00324129+0.0147196j -0.00500882-0.0102528j 9.04097e-05-0.00272795j -0.00864264+0.003448j 0.00247041-0.00598097j 0.00212266-0.00109287j 0.000187509+0.00745422j 0.000523606+0.00668842j -0.00411762-0.00230925j 0.0021951+0.00285032j 0.00205464+0.000381201j 0.00182674-0.00196967j -0.0010112+0.00707071j -0.00449287-0.00655819j 0.00170702-0.00381819j -0.00334804-0.0042711j 0.00488367+0.0109672j 0.00150451-0.00190177j 0.00342609+0.00134171j -0.0121358-0.00711264j 0.0666805+0.0232737j -0.00815211-0.00945945j -0.00206217+0.00498105j 0.00720994+0.043515j 0.0102821-0.017886j -0.00183719-0.0092743j -0.00321388-0.0175679j 0.0013937+0.00128061j -0.00364242-0.00835636j -0.00712782+0.014346j 0.00299231-0.00991397j 0.00415927+0.0123398j 0.00264562-0.0104885j 0.00317614-0.0195713j -0.00174025-0.00316998j 0.00569148+0.0113299j -0.00129915+0.000527155j 0.000836165+0.00296226j 0.002054-0.000455783j -0.000767424+0.00506675j -0.00278406+0.00671668j 0.00111358+0.00334119j 0.00159234+0.00122335j 0.00155696+0.00121466j 0.00589624-0.00265133j 0.00335844-0.0052838j 0.00176011-0.00132866j -0.000612412-0.00260565j 0.00623074-0.00240042j 0.0023544+0.00344537j -0.00291514+0.006369j 0.00144681+0.00232633j -0.000668677+0.000141181j -0.00577726-0.000917858j 0.000177638-0.00249048j 0.000354215+0.00068803j 0.00285485+0.00440394j -0.000420731-0.00410002j -0.00172041+0.00767247j 0.0040882+0.00594958j 
0.00580305+0.00213289j -0.0229155-0.00363961j -0.0172079+0.0244338j 0.0175136-0.0469847j -0.0163603+0.0104746j 0.0728382+0.0566759j 0.011171+0.0237515j -0.0307089-0.0026299j -0.0199968-0.0050152j -0.00729042-0.0248424j 0.0112247-0.00147921j -0.0148697-0.0231223j -0.0182935-0.0260039j -0.00329408+0.002704j 0.00118524-0.00124685j -0.0024473-0.00518473j -0.00545219-0.008125j 0.00429134+0.00254573j 0.00552068+0.00968932j -0.000369331-0.00341712j 0.00375191+0.00153925j -0.00409166-0.00671374j 0.00113191-0.00463077j 0.00276803-0.00167081j 0.00192712-0.000786167j -0.00245258-0.000857673j 0.00160451+0.00461268j 0.000933222+0.00271256j 0.00200104-0.00297616j -0.00128249+0.00592059j 0.0129719-0.0124968j -0.00162877-0.00438588j 0.00616741-0.00914084j -0.00491861-0.008168j 0.00871027-0.000996038j -0.00804834-0.0470832j -0.00811064-0.00716082j -0.00707269+0.0072076j 0.0147628+0.033247j -0.0083472-0.0269528j -0.00216349-0.0322263j 0.00564562-0.0130591j -0.00219978+0.0287379j -0.00239391-0.00259141j -0.0162043+0.0181454j 0.00433671-0.0091662j -0.000947739-0.0128054j -0.00111946+0.0228383j -0.00122475+0.0104913j 0.00948232-0.0216116j -0.00347014+0.00847369j -0.000574958-0.012652j 0.00097242-0.0130905j -0.00327644+0.0120054j -0.00324705-0.0015009j -0.000952874+0.00905563j 0.00125363+0.00248152j -0.00318574-0.00651543j -0.00316525+0.00939802j 0.000549647-0.00614882j -0.000871122-0.000118094j 0.0009656-0.00599036j 0.00333458-0.00319478j 0.000497059-0.00299697j -0.00179907+0.00719001j 0.000562761-0.00437551j 0.00168732-0.0051628j -0.00285999+0.00366002j -0.00126452-0.0015138j 
0.00801603-0.0331479j 0.0710047+0.0119682j 0.00147827+0.00388578j -0.0348672+0.0520604j 0.0395162+0.0342554j 0.0276079-0.0179785j 0.0225865+0.0435333j 0.0065255+0.00149781j -0.00252776+0.00281561j -0.00942229+0.0165412j -0.00749906-0.012661j -0.0148789+0.00224264j -0.0101472+0.00594194j 0.0035231-0.00193539j 0.00196903-0.00477891j -0.00390463+0.00182544j 0.000506867+0.0131648j 0.00367833-0.00170594j 0.000272334-0.00696333j -0.00369813-0.00092407j -0.00308326-0.00950777j -0.00198087+0.00681097j 0.00380378+0.0015754j -0.00156697-0.00519494j 0.0017347-0.000839408j -0.00371007+0.00194493j -0.00322478-0.00198578j -0.0107473-0.00292581j 0.0023394+0.00145798j -0.024002-0.0110157j -0.0371623-4.84272e-06j 0.00540769-0.0191515j -0.0123542+0.0218679j -0.00399974-0.0107345j -0.00631198-0.0469582j -0.01447-0.00936475j 0.00288892-0.0247591j -0.00105865-0.0027953j 0.00192604+0.0232101j -0.00140143-0.0261019j 0.00753527-0.0190137j 0.00707533-0.0324828j 0.00463654-0.0111112j 0.00218828+0.00360545j 0.00210263+0.0249314j 0.000605151-0.00904315j 0.00273534-0.00794209j -0.000922898+0.00699438j -0.00331302+0.0177188j -0.00203275-0.00243141j -0.00345775+0.0103877j 0.00035732-0.00184051j -0.000205135+0.00229874j 0.00328827+0.00476183j 0.00149107+0.000513194j 6.55198e-05+0.00540027j 0.000465549-0.00473193j 0.00291117+0.00551474j -0.000562487+0.00213292j -0.00196665+0.0019313j 0.00173075-0.00186662j -3.49721e-05-0.000942303j -0.000115771-0.00689647j -0.00105681+0.00889487j 0.000327687+0.000729034j -0.0022836+0.00559364j 0.00266325-0.000523528j -0.00333792+0.000175022j -0.00331917+0.00483703j 
-0.0635712-0.0101592j 0.0181621-0.0317121j 0.0791576-0.0776553j -0.00410387+0.0708326j -0.0468538+0.0386148j -0.0126933+0.0567676j -0.00915919+0.00644191j 0.00199045-0.0356795j 0.00480845-0.0231236j 0.000124892+0.00191414j 0.00266881+0.00377737j 0.00353196-0.00539981j 0.00056055-0.0174749j -0.00633797-0.00589628j -0.00523692-0.000441797j 0.00227957+0.00282956j 0.000366545-0.00446323j 0.00265987-0.00193173j -7.10535e-05+0.00439557j -0.000514847+0.00290436j -0.000725637+0.00121793j 0.00394185-4.00247e-05j -0.00047978-0.00167774j -0.00388932-0.000168122j 0.00149567+0.00374129j 0.00575813-0.00179144j -0.00515659+0.000197831j -0.00350471-0.00318853j -0.0100816-0.00103204j 0.0332042-0.00100625j -0.0296213-0.0011356j -0.0208833+0.0367698j -0.00655983+0.0266474j -0.0023023-0.0209634j 0.0100622+0.0208285j -0.00495934-0.0105242j -0.0110488-0.00818706j -0.00270788+0.00346881j -0.00261801-0.00824755j -0.00308141+0.0201088j -0.000263692-0.0152092j 0.000975671+0.00833648j -0.00473205+0.0250696j -0.00152679-0.00438434j -0.00546781-0.0156535j -0.000181274+0.00137677j -0.0019064+0.00448057j -8.37758e-05+0.00659694j 0.000323262-0.00406021j 0.00414176-0.0133326j 0.00021198+0.00135358j 0.000180084-0.00259905j 0.000748147-0.00161946j -0.000906942+0.00698929j -0.00122337-0.00171498j 0.00065967-0.00197777j -0.000450155+0.0038646j 0.00129403-0.00450045j -0.00192431+0.01202j -0.0011684-0.00260334j 0.000914049-0.00220646j 0.00215778-0.00195232j -0.000981082+0.000489995j 0.00135405-0.00856768j -0.00323305+0.00562197j 0.0038897-0.00301042j 0.00176583-0.00262512j -0.00145649+0.00313792j 0.00337151-0.00104797j 
0.0126731-0.0116395j 0.0304185-0.0049302j -0.0398669+0.0873626j -0.0344671+0.0553369j -0.0358864-0.0599179j 0.00181853-0.00961974j -0.0263316+0.0376935j -0.0170618+0.011668j 0.0098755+0.020708j 0.0146059+0.0159313j 0.00858085+0.00392009j 0.00205824-0.0196996j 0.00328929+0.00759099j 0.0018804-0.000842882j 0.00428437-0.00123822j 0.00251853+0.00246541j -0.00246153+0.00366351j 0.00142755+0.0109893j 0.00264708-0.00264558j -0.00155859-0.00294493j 0.00501488-0.00961358j -0.00391691+0.00571539j 0.00138444+0.00212078j 0.00383622-0.00659931j -0.00166245+0.00845985j -0.00684692+0.00180838j 0.00114362-0.00126474j -0.00747023+0.00373632j 0.00415383+0.000743141j -0.015804+0.00544212j -0.0139601+0.00751325j 0.0181303-0.0167893j 0.00154348+0.0327038j 0.0172578+0.0176912j -0.00237862+0.0134502j -0.00549658-0.021259j 0.00198199+0.0351223j 0.00621464-0.023404j -0.0127162+0.00962866j 0.00329918-0.00314149j 0.00554046+0.00342168j -0.00410693+0.0148969j 0.00202578+0.0179792j -0.00522776-0.0205906j 0.00946635-0.0113197j 0.0054074+0.00917118j 0.00129928+0.0090068j -0.000113534-0.00114589j -0.000169146-0.002157j 0.00283229-0.0100386j -1.77349e-05+0.00269166j 0.00229624-0.00131917j 0.00276522+0.00431804j 0.00361141+0.00298204j -0.000544622-0.0101273j 0.00406115-0.00470388j 0.000888702+0.00314864j 0.00257717-0.00322269j -0.00184166+0.0101774j -0.00348254-0.000364042j 0.00187977+0.00101706j -9.69082e-05+0.0103891j -0.00110547-0.00141351j 0.00150704-0.00493332j -0.00206727+7.35598e-05j 0.00182311+0.00394597j -0.00179327+0.00550548j -0.00319586+0.00379677j -0.00169446+0.00266157j 
0.0205509+0.0219983j -0.0470453+0.0984817j -0.00439034+0.056239j 0.0750498-0.0215117j -0.00308222-0.0121055j 0.0178965-0.00119722j 0.0183086+0.0196408j -0.0171557+0.0115941j -0.00571217+0.00679977j 0.0073049+0.00208359j 0.00622134-0.00309161j -0.00396475-0.00510333j -0.00489984+0.00246889j -0.00337348-0.000787634j 0.000287709-0.00348976j 0.00251364-0.000464303j -0.00399869+0.005023j -0.00160188+0.00238358j 0.0032698-0.00305881j 0.00362765-0.00246604j 0.00254783-0.00654417j 0.000743505+0.00450077j -0.00166417+0.00225355j 0.00264219-0.00714891j -0.000203431+0.00215913j -0.000328181+0.00316223j 0.00313139-0.00653003j 0.00464932-0.0158653j 0.00293597-0.00200543j 0.0056618-0.0342465j 0.0188394-0.0638105j -0.00224976+0.0121522j 0.00134135+0.0173813j -0.00049077-0.0405983j 0.00607554+0.016414j -0.00837647+0.0166112j -0.0129928-0.00264757j -0.00129529+0.0129161j -0.00413863-0.00879732j -0.00392425+0.0250768j 0.00516174-0.00518739j 0.00332669-0.000548937j -0.00245814+0.00772429j -0.00361278-0.0037062j -0.00160882-0.00139461j 0.00216223-0.00297648j -0.00145221+0.00223242j 0.00253243+0.00229591j -0.00045995-0.000970049j 0.00220216-0.00443636j -0.000646938+0.00468686j 0.0012267-0.00169854j -0.000596484+0.00292413j -0.000452781+0.00537405j -0.00015416-0.0059358j 0.00227247-0.00212066j 0.0010772+5.55364e-05j -0.00184818+0.000146181j -0.00146624+0.00799547j -0.000809528+0.000933619j 0.00248222+0.0012972j -0.000823516+0.00708422j 0.000763866-0.00172566j -0.00106129-0.00274073j -0.00229951+0.00155249j 0.00179612+0.00019223j -0.00204508+0.00196669j 0.00284934+0.000494263j -0.00358209+0.00195668j 
-0.0482951+0.115308j -0.0201334-0.0169168j 0.0720824-0.022816j -0.0182024-0.0385485j -0.0170693-0.0145607j -0.00850506-0.0122239j 0.0164385-0.000715821j 0.0108719+0.0125625j 0.00470682+0.0110781j -0.00194581-0.00391718j -0.00507808-0.000203294j -0.00313439-0.000572572j -0.00271654+0.00678268j -0.00308504+0.00404339j -0.00415299+0.000651681j 0.000716844-0.00257062j 0.00206537+0.000689442j 0.00231375+0.00356688j -2.74615e-06-0.0011459j -0.001148-0.00433637j -0.00248375-0.00121201j 0.00330002-0.00325447j -8.39342e-05+0.0060916j -0.00352801+0.00041817j 0.00100768+0.00134356j 0.00406175-0.00744679j -0.00317532-0.000786979j 0.000941324-0.00184623j -0.00444502+0.0190684j 0.0196871-0.080252j -0.0132871+0.029854j -0.00793146-0.0179688j -0.00414902+0.0245136j 0.00175923+0.0105722j -0.00388489-0.0211483j -0.0113484-0.0171446j 0.00297093-0.022832j 0.0035222-0.00748751j -0.00334671-0.000399046j 0.00229806-0.0074515j 0.00580851-0.0153278j 0.00209271-0.00940962j 0.000630826+0.00937666j 0.00216971-0.00560338j 0.00275886-0.00469301j -0.000966+0.00581264j 0.000825265+0.00338938j 0.000865121+0.000412892j -0.00164839+0.00697056j -0.00049052-0.00150482j 0.000454787+0.00378263j -0.000261029-0.00106266j -0.00123895+0.00639277j 0.0018881+0.0017319j -4.60946e-05-0.00553318j -0.000233863-0.000869442j -0.000940586+0.00135706j 0.00166982-0.00113764j 0.00116848+0.00409241j -0.000214204-0.000399313j 0.00291233-0.0064515j 0.00158104-0.000783938j -0.00224669+0.00121189j -0.00265295+0.00255368j -0.000814599+0.00267184j 0.00231843-0.00211211j -0.00059499-3.51149e-05j 0.00344495-0.000416498j 0.00306941-0.000742218j 
-0.0196999+0.00410446j 0.0228691-0.104612j -0.013525+0.0424016j 0.0582998+0.0424562j 0.00764561-0.0107624j 0.0071288+0.00440592j 0.0165015+0.0164033j -0.0158163+0.0103383j -0.00568746+0.00355394j 0.0101641+0.000997182j 0.00439259-0.00101714j -0.00115193-0.00396763j -0.00237212+0.00103316j -0.00238575+0.000362215j -0.000290718-0.00131689j 0.00176783-0.000893444j -0.000295124+0.000928292j 0.000361929+0.00182733j -0.0006824+0.0003451j 0.00206922-0.000477814j -0.000382436-0.00211229j 0.000724231-0.000153255j 0.00201651-0.000888965j 0.00218451-0.000652755j 0.00133985-0.000479933j -0.00478943+2.44198e-06j 0.002651+0.00611893j -0.00163058+0.0156205j 0.0036216+0.00523762j -0.0102992+0.000694952j -0.00572006+0.0733481j 0.0132734+0.00314102j -0.0124584-0.0296245j -0.0125254-0.0286768j -0.00774328+0.0252382j -0.00871103+0.0372436j -0.00803492+0.00455374j -0.00175989+0.0104815j -0.00527989-0.0119182j -0.000462672+0.021524j 0.00506833-0.00686122j 0.00275948-0.00402498j -0.00139111+0.0028271j -0.00303074-0.00168628j 0.00219108+0.00379966j 0.00145148-0.00559533j -0.000982465+0.000481881j 0.00272757-0.000111948j -0.000527953-0.00338834j 0.000333091-0.00830393j 0.000378393+0.00358374j 0.00174968+0.000763303j 0.000124443+0.00265484j 0.00246322+0.00434362j 0.000822859-0.00121337j 0.00292608-0.000693461j 0.00040135-0.00179416j 0.00105377+0.00456114j -0.000265434+0.00417097j -0.00193595+0.000315942j 0.00293311+0.00355669j 0.000707932+0.00775198j -0.0018652-0.00511869j 0.000209771-0.0003055j -0.00267072-0.000433217j 0.0032242+0.00411267j -0.000692196+0.00167001j -8.32004e-05+0.00387713j -0.00260917+0.00489557j 
-0.0186178+0.0783242j -0.0176137+0.00198168j -0.0791556-0.0817721j 0.0025741+0.0486205j 0.0395934+0.0113682j 0.0143335+0.0181384j -0.0215559-0.00899554j -0.0112589-0.0212363j -0.00906962-0.0156935j -0.000626414+0.00422074j 0.000336455+0.00196882j 0.00630157+0.0022342j 0.000254283-0.00672097j 0.000955461-0.00172355j 0.00130245+0.00209912j -0.000738487+0.00111544j 0.000805293-0.00389924j -0.00346471-0.00383461j -0.00196834+0.000576711j 0.00107813+0.00265237j -0.000333181+0.00479165j -0.000315513-0.0018822j 0.000386932-0.000356129j -0.000350516+0.00382543j -0.000338639-0.000109592j -0.00151482-0.00850184j -0.00237629+0.00304584j -0.00447702-0.00328015j -0.00171289+0.0104436j 0.00458047-0.0589072j -0.00867839-0.00313095j -0.0102408-0.0162753j -0.0153112-0.0411189j -0.0167701-0.00685892j 0.0163988-0.0081328j 0.00181282+0.0192568j -0.00658064+0.0362531j -0.00832665-0.0077057j 0.0124677+0.00736273j -0.000440164+0.0081317j -0.0099652+0.0117017j -0.000695646+0.0140933j -0.00416352-0.0185758j -0.000928662+0.0102068j -0.00848057+0.0020765j -0.00113732-0.0153856j -0.0023866-0.00974013j -0.000463243+0.00232087j 0.00210047-0.00704283j -0.00162161-0.00392913j -0.00224025-0.00529444j 0.000376236+0.00287951j -0.000136563-0.0120697j -0.00206322-0.000511646j 0.00100777+0.0162815j 0.000249718+0.00444461j 0.00150508-0.00249611j -0.00274908+0.00298473j 5.94345e-05-0.00450507j 5.93079e-05-0.00165827j -0.0047256+0.00519092j -0.00400324-0.00918768j 0.00267135-0.0025043j 0.00157602-0.00435945j 0.0032806-0.000600309j -0.00362497+0.00118957j 0.000396513-0.00529811j -0.00414709+0.00375905j 4.45623e-05-0.00407109j 
0.0061362-0.0903496j -0.1149-0.025362j -0.00131283+0.00642043j 0.0308258+0.0133398j -0.00578075+0.0119622j 0.00759839-0.0134165j 0.00172324+0.00265842j -0.0030707-0.00131749j -0.00265339-0.00389724j 0.000119207+0.0046971j -0.000122671-0.00286992j -0.00128807+0.0049504j -0.0025756+0.000445407j -0.000478728-0.00269653j 0.001567-0.00279494j 0.000993135+0.000958313j -0.00272527+0.00256111j -0.00161457+0.000136064j 0.00415579-0.00338401j -2.86309e-05+0.00320276j 0.00414282-0.00206165j -0.00256976+0.00340037j -0.00342973+0.00269895j 0.00243047+0.00039684j -0.00214041+0.00137437j 0.00126543+0.00427891j 0.00473508-0.00470318j 0.010838+0.000605573j 0.0016375+0.00014751j -0.00126855-0.0095363j 0.0267071+0.0112977j 0.00204562-0.0480648j -0.012726-0.00607758j -0.000206598-0.00708995j -0.000168905-0.0408317j -0.00763111+0.0103559j -0.0059849+0.00365885j -0.00343474-0.00726475j -0.00100848-0.00654457j 0.00423633+0.00903471j 0.00174218-0.0087606j 0.00213768-0.00234915j -0.00283514-0.0016661j -8.82749e-05-0.00150695j 0.000325295-0.00260584j 0.000844988-0.0064546j -0.000608938-0.000819329j 0.00441206+0.00019906j 0.000133393-0.00157939j 0.0010803-0.00225399j 0.00164998+0.00434022j 0.000565725+0.00184217j -0.00149532+0.00503217j -0.000551691+0.00444607j -0.000637264+0.00157057j -0.000215823-0.000797034j -0.000220431-0.00258541j -0.0025587+0.00944998j 0.00228498+0.0032008j 0.00212689-0.00193545j 0.00176369+0.00048321j -0.000325762+0.0061725j -0.000116215-0.00742158j -0.00435197+0.00352391j 0.000142722-0.00363027j 0.000855075+0.00708931j -0.00518361+0.0050065j 0.00777387-0.00449581j 0.001466+0.00564153j 
0.11223+0.0278445j 0.0051923-0.0922552j -0.0389822-0.0198311j -0.0055034+0.00740361j -0.00973691+0.0129508j -0.00135082+0.00924031j -0.00449808+0.00640783j -6.09258e-05-0.00276509j 0.00400789-0.00297713j -0.00199657-0.00231674j 0.0014053-0.00470756j -0.000693145+0.0021237j 0.00156925-0.00192404j 0.00210375-0.00231208j 0.0025476-0.0012568j -0.000438614+0.00011688j -0.00205971+0.000269158j 0.00109278-0.00562687j 0.00103808+0.00166827j -0.00108267+0.00201785j 0.00204443+0.00300649j -0.00317134+0.000493398j 0.00202771-0.00375506j 0.0028278+0.00155934j -4.0818e-05-0.00823688j -0.00667819+0.00365554j 0.0031356+0.00256785j -0.000675871+0.000339535j 0.0102077+0.00125317j -0.0297728-0.0146176j -0.00212371-0.010452j -0.0131218-0.00128495j -0.000641485+0.0444527j 0.000985461-0.0324773j 0.00704582-0.00874939j 0.00261931-0.0244245j -0.00480898+0.000398239j 0.00297151+0.000652543j 0.00482043+0.00660782j -8.87879e-05+0.0110946j 0.00264727+0.00410604j -6.308e-05+0.00562768j -0.00127378-0.00711803j -4.18797e-05+0.00144842j 0.000192759+0.00131697j 0.00323583-0.00433175j -0.000735778-0.00428181j 0.000814116+0.00613733j 0.000364839-0.000534775j -0.000566924-0.000974643j -0.00290113+0.000536011j 0.000654496+0.00118116j -0.00188186-0.00614899j -0.00252691-0.000423564j -0.000715008+0.00382386j 0.00165306+0.00209953j 0.0015312-0.00157043j -0.00550585-0.00276183j -0.00207256+0.00348363j 0.00204716+0.00293186j 0.000211507+0.0025808j -0.00223199-0.00643264j 0.00496661-0.00358908j -0.000149213-0.00513144j 0.00051889+0.00229863j -0.0043607+0.00372025j -0.000660683-0.00811726j 0.000717069+0.00745971j -0.0067067+0.00500684j 
