-0.00355142-0.0106392j 0.00618949+0.00517875j -0.0068018-0.0140311j -0.00263949-0.00855708j -0.00149951-0.00398777j -0.00274695-0.00174812j -0.00585335-0.0108134j -0.00621266-0.018653j -0.00718844-0.00852247j 0.00530489+0.0127593j 0.00775076+0.0114787j 0.00553916+0.00437862j 0.00386837+0.00422293j 0.00364125+0.00701497j 0.000123494+0.0143604j -0.00274263+0.00702685j 0.00660359+0.0276789j 0.00251701+0.00507566j -0.00447606-0.00528174j -0.00362038-0.023501j -0.00275184+0.00911531j -0.000109285+0.0106663j -0.00387919+0.004693j -0.0036993-0.00797871j 0.00992286-0.00172326j 0.0154498-0.00523632j 0.0127344-0.0168073j -0.012648+0.02917j 0.0195179+0.000190342j 0.00883371+0.00268126j 0.00775-0.0131211j -0.0129002+0.0109809j -0.00826873+0.000832821j 0.0119346-0.00533185j 0.00674448-0.0034503j 0.000130539-0.00362204j -0.0186658+0.00714916j -0.0025989+0.00209077j -0.00754262+0.00263178j -0.00758242+0.00201266j -0.00091266+0.00352166j -0.00438146+0.00424468j 0.00263102-0.00161939j -0.00383488-0.00176376j 0.00396061-0.00331654j 0.00563943-0.000407696j 0.000902212-0.00162456j 0.00648594+0.000157087j 0.00876168-0.00284647j -0.000589647+0.00648486j 0.0200626-0.00428157j -0.00324348-0.00224214j 0.0148551-0.00155125j 0.00886557-0.0040084j 0.0221767-0.00388094j -0.00795459+0.00114212j -0.00412869+0.00120773j 0.0155235+0.00293871j 0.00300534-0.00298603j 0.00334028-0.00352179j 0.00438406+0.00154905j -0.0136251-0.00370277j 0.00184963+0.00190362j 0.00363245+0.00361796j 0.00480283-0.0104127j -0.0136681-0.00849856j 0.0150301+0.00442541j 0.0177797+0.00387831j 0.00685082+0.00262482j 
-0.00304917+0.00910185j -0.0151261-0.00585887j 0.0102258+0.0049025j 0.000730637+0.00772909j 0.000534688-0.00310122j -0.0116146-0.00354715j 0.00257794+0.0110619j 0.00543738+0.00133964j -0.00252807+0.00650428j 0.00540642+0.0108776j 0.0023327-0.00351194j 0.000928691-0.00572466j 0.00289208+0.00474637j 0.00344853-0.00351576j -0.00825916-0.00185556j -0.0048356+0.0060158j 0.00984427+0.00371061j 0.00399526+0.00794225j -0.0100391-0.0114858j 0.000372916-0.00258401j -0.0192896-0.0169995j 0.00932795+0.0188675j -0.011064-0.000650168j -0.00934708-0.0178533j 0.0500051+0.0126488j 0.013173+0.090719j -0.00365365+0.00751328j -0.0904261+0.0150057j 0.0442744-0.0284432j 0.018056-0.0091107j 0.0183463+0.00541535j -0.00945977+0.00216585j -0.0010078+0.00194025j -0.00153231-0.000942297j 0.00804923+0.00359436j -0.00286392+0.00157059j -0.00319617+0.00346376j 0.00104158-0.00210831j 0.00317883+0.00166156j -0.000660248+0.000109603j 0.00212712-0.00551735j 0.000981243+0.00012691j -0.000956679+0.00407708j 0.00046439-0.00278218j -0.00037765-0.00272086j 0.000141525-0.0034663j -0.000748416-0.00316959j 0.00034917+0.00388331j 0.00426795+0.00875815j 0.000403896+0.00468381j -0.00228857+0.00505847j -0.000506687-0.0049473j -0.00373955-0.00359403j -0.00278301+0.0122418j -0.00142301+0.00182495j -0.00407081-0.0121733j 0.00243094+0.00993383j -0.00179789+0.00551817j 0.00235224-0.0179515j -0.00193003+0.00987559j 0.00260682-0.0205181j 0.000205934+0.00464699j 0.00562098-0.026845j -0.00897035-0.031175j 0.000888561+0.00720508j 0.00404897-0.0383142j -0.0199834+0.00491017j 0.00192222+0.0312483j 0.00714031-0.0124348j 
0.00813514+0.00827911j -0.0038423+0.00992841j -0.00157795-0.0117953j -0.00121132-0.0045968j 0.00627762+0.00839228j -0.00152726+0.00733018j 0.00229856-0.00360709j -0.0074277-0.00713917j -0.00458624-0.00383356j 0.00734956-0.0031862j 0.000592835-0.00836962j 0.00362604+0.00462419j -0.000717545-0.00258284j -0.00589233-0.00632514j -0.000616569+0.000270486j -0.000572048+0.00241486j -0.0145698+0.00505946j 0.00339494-0.0174927j -0.010785+0.0182776j 0.000499839+0.0190547j 0.00877651+0.0107664j -0.00488684-0.00160658j 0.0328448-0.0365947j 0.0106653+0.0129339j -0.0377858-0.00603898j 0.00857666+0.0311639j -0.0118848+0.0582089j -0.0492064+0.0217447j -0.0600894+0.00241877j -0.00798853-0.0139294j 0.0187918-0.00219653j -0.000544926+0.00623116j 3.54145e-05-0.00486018j 0.0056645+0.00782475j 0.00126981-0.00308932j 0.00117062-0.00164949j -8.95618e-05+0.000736666j 0.0022277+0.00116013j -0.000572506-0.00333684j -0.0022545-0.00829662j 0.00391939+0.00512454j 0.000908122-0.000355804j 0.00191057-0.00147094j -0.0010407+0.00898308j 0.00117733-0.0018805j 0.00348477+0.0014628j 0.00184006+0.00727161j -0.00256595-0.0114516j -0.00616726-0.0138041j 0.00182957+0.00879128j -0.000418905-0.00600119j 0.000326675+0.000367862j 0.00695832+0.00421564j -0.00150322-0.0301422j -0.004928-0.0058899j 0.00563218+0.000717723j -0.00690077-0.0319038j 0.00538006+0.0114822j -0.00413464+0.0345068j 0.00899883-0.00905643j -0.00344694+0.0294598j 0.00495394-0.0132729j -0.00840491+0.0310977j -0.0012239-0.00545938j 0.00143315-0.0104379j -0.0140291+0.00610805j -0.00602456+0.0336147j 0.00713265-0.00745194j 0.00075244-0.0266368j 
0.00654158-0.00039513j -0.00314089+0.00945237j -0.000112968-0.00336339j -0.00334243-0.00532401j 0.00994231+0.00188893j 0.000729453+0.00909611j 0.00299358-0.0086943j 0.00618437-0.00388824j 0.00102879-0.0019653j -0.00282676-0.00791664j -0.0154225+0.00652496j 0.00442094-0.00603827j 0.00241296-0.0120507j -0.00484965-0.000185231j -0.00157725+0.00315825j 0.00849476-0.0107275j 0.0155088-0.0294118j -0.0244314+0.0105617j -0.0102164-0.0121786j 0.00638478+0.0137535j -0.0106871+0.0137003j 0.0238583-0.00485641j -0.0510329+0.0198795j -0.0184664+0.0252862j -0.0462988-0.0292141j -0.00312696+0.0265728j 0.00720882+0.0342489j 0.00159339+0.00746369j -0.0162492-0.00252664j -0.0124171-0.0112669j 0.00703042-0.0128823j -0.00177323+0.00536845j -0.00208803+0.00207878j 0.0036013-0.00418304j -0.00482472-0.012626j 7.18499e-05-0.00394678j -0.000554144+0.00264727j 0.0024745+0.00679027j -0.00465219-0.00697206j -0.000401882+0.00997034j -0.00227032-0.00240571j -0.00365207-0.00459218j 0.00115395+0.00392873j 0.00382137-0.001998j 0.00585705+0.0134305j -0.00124116-0.00983123j -0.000342594-0.00931935j 0.00426697+0.00831388j -0.000251757+0.00437673j -0.00815523-0.0249948j 0.00519155+0.0169593j -0.0023644-0.013587j -0.0101049-0.00527002j 0.0141004+0.0081123j 0.0087567-0.00695923j 0.00580318+0.0331052j 0.00465964-0.00564284j 0.00196807-0.0293727j 0.0085859-0.0138241j -0.0117716+0.00655261j 0.0114959-0.0256952j -0.0142549-0.00726585j 0.0133134-0.0330609j -0.0188946+0.0276309j 0.000769514+0.00990878j -0.00643245+0.00794133j -0.00026791+6.30641e-05j -0.000628894-0.00265723j -0.00634679+0.00177818j 
0.00341522-0.00719463j 0.00423153+0.00520864j 0.00422943+0.0107034j 4.35325e-05+0.00609203j -0.000531827-0.0123852j 0.00389862+0.00581163j 0.0024195+0.00193806j -0.000199965+0.00376944j 0.00459531+0.00719613j -0.00466347-0.00213159j -0.00338763+0.0166187j -0.00178215-0.00956094j -0.00205562+0.0114791j -0.00205174+0.0122634j 0.00162089+0.00277643j 0.000623748+0.000333431j 0.0103428+0.00584504j -0.00125798+0.00941685j 0.0164572+0.00188314j 0.0150055-0.0374537j 0.0114614-0.0234904j 0.000830831-0.0302868j -0.0283513-0.0275575j 0.0265112+0.00574713j -0.000167371+0.0367867j -0.0172852-0.0223957j 0.00129331+0.0593849j -0.00211318+0.00664621j -0.0196715+0.00266793j -0.00649125+0.00702486j -0.00454105-0.0159919j -0.00503647-0.0102033j -0.000679802-0.000131871j -0.00175426-0.00457726j 5.82519e-05-0.0100115j 0.00385347+0.00308397j -6.94322e-05-0.000816984j -0.00210049-0.00359495j 0.000253376-0.00063218j 0.00423311+0.0161088j -0.000778955+0.00455991j 0.0015055+0.00600389j -0.00169251-0.00874571j -0.000535355-0.00885914j -0.00389456-0.00252474j -0.00286865+0.00289063j -0.00157568+0.00347669j 0.00261393+0.000700969j 0.000218693-0.00974585j -0.000826661-0.0134786j -0.00390951-0.00273776j 0.00213798+0.0249701j -0.00352828-0.0106323j -0.00384274+0.0160119j 0.0107994-0.00996851j 0.00116404-0.0199513j 4.63916e-05+0.0306094j -0.00650825+0.0229896j -0.00519519-0.0107332j -0.00430333+0.0465462j -0.00469369+0.00147541j -0.00738624-0.0231147j 0.0107823+0.00555929j 0.00252814-0.000411695j 0.000298431-0.000902755j -0.00726856+0.0102584j 0.00565641-0.00346919j -0.00184388-0.00272645j -0.000447212-0.00582218j 
-0.00753338-0.00241494j -0.00329454+0.00460972j 0.0147894-0.00550414j 0.0134463+0.00355487j -0.0182991-0.0148181j 0.00502541+0.00131543j 0.00778746-0.0047928j 0.00827201-0.0179797j 0.00889967-0.0129233j 0.00161607+0.0102975j 0.0148491+0.0228567j -0.0174334-0.0107966j 0.00148433-0.00916705j 0.00668932+0.00981163j -0.0085073+0.00902374j -0.00839785-0.00553239j -8.65852e-05-0.0307095j 0.0382501+0.0195848j -0.00855191+0.0148115j -0.031007-0.0211086j -0.0356012+0.0176095j -0.0172624-0.0369384j 0.0365715+0.0376521j -0.0291589+0.0265593j 0.0600513+0.0722304j 0.00669828+0.0190085j -0.0355541-0.00747007j 0.00633243-0.00108496j -0.00807442-0.000468332j 0.00909623-0.00410845j 0.00625825-0.00276818j -0.00318553+0.00403779j 0.00887896+0.00210346j -0.00861981-0.00645666j -0.00494721-0.00745602j 0.00203402-0.00190317j 0.0061031+0.00737707j 0.0036332+0.0124629j 0.00342499+0.00117754j 0.00484414+0.0100032j 0.00304327+0.000372974j -0.000238694-0.00407178j -0.00097202+0.000228787j 0.0058578+0.00196713j 0.00864973+0.0089572j -0.000851927-0.00724469j -0.000205756-0.00628638j 0.00336923+0.00290601j -0.00195919-0.000253736j -0.00253571-0.00774244j 0.00183168-0.000275652j 0.00176109-0.00292888j -0.00256265+0.00452884j 0.0108413-0.0122868j 0.00356906+0.0247443j 0.00706335+0.0181313j 0.00315124-0.00912021j 0.00605857-0.0291707j 0.00541856-0.00669138j -0.00634132-0.0133812j 0.00390364+0.00729398j -0.00152775+0.0369713j 0.00280118-0.00741465j -0.00685989+0.0182757j -0.0080847-0.00061442j 0.00495752+0.00254743j -0.00363908-0.00199552j 0.00283686-0.00504198j -0.00117784+0.00109587j 
0.00525773+0.00721568j 0.007046+0.00935501j -0.0150896-0.0231806j -0.00412345-0.0129979j 0.0025655+0.0092081j 0.00751522+0.0069703j -0.00902232-0.0211114j -0.0120174-0.0253565j -0.0126988-0.0297335j -0.00593178-0.010516j 0.0026055+0.0124527j -0.00054668+0.0126293j -0.0172558-0.022253j -0.00181703-0.00309817j 0.00502148-0.00982801j -0.00773255-0.0126963j -0.0156488-0.0483753j 0.00182856-0.0281244j 0.000171478+0.0223178j 0.0288286+0.0171271j 0.0295454+0.0479362j 0.0102532-0.0164577j -0.00611745+0.0242031j 0.0527797+0.011825j -0.0154172+0.0108746j -0.00645528+0.0267467j 0.0231212-0.0391272j -0.00761425-0.00304997j -0.00160063-0.0032097j -0.00938418-0.015842j -0.00396845+0.00406257j 0.013805+0.0188674j -0.00324596-0.00264123j 0.00664401+0.00535031j -0.00829076-0.00982478j -0.00327261-0.000987357j 0.00317569+0.0143968j 0.00317336+0.00947914j -0.0092783+0.000409507j 0.00442838+0.00470739j 0.00819855+0.00431778j 0.00181486+0.000494736j 0.00618135+0.00615437j 0.00124175+0.0050307j 0.0121341+0.000992222j 0.00193934-0.00216238j 0.00421644+0.00347244j 0.00456783-0.00287909j -0.00295849-0.00708991j -0.000594038-0.00687904j 0.00195822+0.00252571j 0.0057252+0.0263606j 0.00359494-0.0167205j 0.0117502+0.00383129j 0.00809601-0.00663328j 0.00506028-0.0171243j -0.00279281+0.0422456j 0.00657589+0.0160954j -0.0013802-0.0235464j -0.00739136+0.0494197j 0.00764924-0.00794849j -0.0048229+0.00399951j 0.000366802-0.0060331j 0.000441687+0.000193163j 0.000231673-0.0120345j -0.00174976+0.00566265j -0.00242686+0.0143381j -0.00336653-0.000321873j -0.000192622+0.00398865j 
0.00924057+0.00685151j 0.00054994+0.00553579j -0.00433448-0.0090229j -0.000333311+0.00275327j 0.00548632-0.00272281j 0.0110978+0.00776897j -0.0031609-0.00863807j -0.00337916-0.00153847j -0.00590029-0.00843897j -0.00353029-0.0134269j -0.00670454-0.00815487j 0.00251334-0.00140824j -0.000273814-0.0165447j 0.0019195+0.0029141j 0.00232599-0.00530102j 0.00507647-0.00129177j 0.0249827+0.0125573j -0.0255928-0.0184498j 0.0281215+0.0239928j 0.00725801+0.0142076j -0.00666979-0.000733066j -0.00180994+0.00554877j -0.0681586-0.0749698j -0.0140896+0.0075936j 0.0186393+0.0678845j 0.00662657-0.0193289j 0.0383041-0.00732751j -0.00681584-0.00555676j 0.0043114+8.37336e-07j -0.0124185-0.0108543j 0.00298795+0.00163483j 0.00341469+0.00625572j 0.000366119+0.00481202j 0.0037529-0.000479431j -0.00463844-0.00541262j -0.000627853-5.53467e-05j 0.000383824+0.00170714j 0.0015597+0.00296528j -0.00460564-0.00362409j -0.00133441-0.00241546j 0.000356642-0.0019239j -0.00193372-0.00547168j 0.000901933-0.00043524j -0.000163456+0.00147393j 0.00368567+0.00554221j 0.000789066-0.00224371j 0.000923187-0.00345637j -0.000669899+0.00281684j 0.000110434+0.00219779j -0.00215678-0.00320106j 0.00285165+0.00324585j -0.00130191-0.0153653j -0.000706691+0.0075282j 0.00447309-0.00434245j -0.00057709-0.00842776j 0.00157385+0.0195196j 0.000725799-0.0232673j 0.00367792-0.0184338j 0.000920907-0.00333327j 0.0001848-0.00800837j 0.00316315-0.0105518j -6.54969e-05-0.00396591j 0.00207005-0.0133166j -0.0110915+0.00288083j 0.00427083-0.0101735j -0.000596739-0.00161448j 0.000141115+0.00763955j -0.00346143-0.000682062j -0.00388311+0.00205678j 
0.00052014+0.00809717j -0.00637589+0.00133701j -0.00187984-0.00603604j 0.000662911-0.0026988j 0.00164602+0.00605309j -0.00384554-0.000814484j -0.0018263-0.00280722j 0.00213465-0.00265459j -0.00746914-0.00475644j -0.000381722-0.00266431j -0.00380051-0.00800915j 0.00790402+0.00522809j 0.000534182-0.00588727j 0.00557962-0.00249703j -0.00109011-0.0100088j -0.00688249-0.00652026j 0.00352143-0.00112399j -0.0141749-0.0210567j 0.00855261+0.00197407j -0.00881562+0.0233109j 0.021431+0.00518361j -0.00143303+0.016241j 0.0117805-0.0428328j -0.00630205+0.00107574j -0.00896246+0.0130459j -0.0810429+0.0558799j -0.0756539+0.00582433j -0.00975295+0.012625j -0.00923056+0.00133092j 0.00753648-0.0101016j 0.00612891+0.000479186j -0.000572145+0.00714231j 0.000612949-0.0001026j 0.000934647+0.00246244j 0.000829299-0.00238022j -0.00229272-0.00238515j -0.00231235-0.0014695j -0.000555171-0.00378203j -0.0020981-0.0054328j -0.000689992-0.00480716j 0.0020686+0.00140065j 0.000799149-0.000431671j -0.000515652+0.00163267j -0.00286608+0.00577512j 0.00240457+0.00529458j 0.00252099-0.000352365j 1.46813e-05+0.0014933j -0.000302711+0.000791213j -0.000292205-0.0024588j -0.00121761+0.00223925j -0.00117207+0.00331857j 0.00218941-0.00450962j 0.00230572-0.0116747j 0.00409529-0.00367427j 0.00103883-0.00525782j 0.000804854-0.00338509j 0.00227424-0.00327659j -0.00320844+0.00345742j 0.00418612+0.0358074j -0.00482918-0.0212283j 0.000850961+0.00262007j -0.0144404-0.000375601j 0.00141379+0.0405845j -0.00636825+0.0160969j -0.0130003+0.0393126j -0.00714815+0.0127498j -0.00214611-0.0122522j 0.00359671+0.00628978j 0.00243082-0.0104866j 
-6.21701e-06+0.00370908j -0.00796708+0.000223627j 0.00646451-0.00175025j 0.00330632+0.000340712j 0.000626183+0.00255625j 0.000902998+0.00784768j 0.00612028-0.00183925j 0.00347771+0.000133427j -0.000377019-0.00167763j 0.00707472-0.00192527j -0.000732772-0.00398819j -0.00156278+0.0010568j 0.0143212-0.00324418j 0.00487804+0.00107609j -0.00644038+0.00388793j -0.00144051+0.00208108j 0.0278517+0.00231275j 0.00811154-0.0157383j -0.0123302+0.00654386j -0.0524783-8.37679e-05j -0.00792107-0.0196447j 0.0365614-0.0173998j -0.0104874-0.0203022j -0.0372452-0.0290172j 0.0146992-0.00108226j 0.0255478-0.00880775j -0.00858528+0.00655963j 0.00603792-0.00186326j 0.00349329+0.000897238j 0.00173631-0.0059972j 0.0116656+0.00365728j -0.00320868+0.00146347j 0.00358198+0.00237139j -0.000813263+0.000620757j -0.000701192-0.000432579j 0.000782019+0.00119992j 0.00102164-0.000417541j 0.000853996-0.00155648j 0.000145507-0.00156313j -0.000791216+0.000567964j -0.000979153-0.000367326j -0.00113256-0.00186929j -0.000263896+0.00799547j 0.000867728+0.00493676j 0.00193608+0.00175657j 0.00200779-0.00409868j -0.00101609-0.00255867j -0.00203781-0.0159045j 0.000306841+0.0115521j -0.000849264+0.00728575j 0.00400739+0.0314347j 0.00216933+0.0347856j 0.00397125-0.0326963j 0.00682311-0.0297381j -0.00240355-0.0080155j -0.00246176+0.0337287j -0.00756064+0.0501169j -0.00308813+0.0232213j 0.00571333+0.0131794j 0.00449265-0.00131907j 0.0111746-0.00948349j -0.0018741+0.0181836j -0.000674416-0.0033114j -0.00410477+0.00621595j 0.00222032-0.00155592j 0.00232314-0.00737169j -0.00219298-0.000465495j 0.00300779-0.0034619j -0.00343077+0.00113009j 
0.00763567-0.00247382j 0.00130719+0.00560359j -0.0115715-0.00675908j -0.00207163-0.00218132j 0.00607819+0.00450284j -0.0058111-0.00631477j -0.00277969+0.00093028j -0.00634189+0.00231489j -0.00260757+0.0102263j 0.00404627-0.00636337j -0.0139543-0.0113251j 0.00330142+0.00423234j -0.00868717-0.0120651j -0.0067945-0.0162489j 0.00308891-0.00090842j -0.00150635+0.00641228j -0.00679429+0.00901858j 0.00109653+0.0206556j -0.00307179+0.00860639j 0.0291074+0.0433756j 0.0276596+0.000806978j 0.0337949+0.000715993j 0.0170436+0.00246132j 0.0137481+0.0603046j -0.0103721-0.00648188j 0.0622272-0.0347836j -0.0240008+0.02286j 0.00768257-0.00601143j -0.0016376+0.0027702j -0.00866218+0.00422408j 0.00525388-0.00657929j 0.00554913+0.0032665j -0.000469944+0.00163567j 0.00231862-0.00223258j 0.00381142+0.00612321j 0.000124034-0.00334669j 2.38859e-05-0.00560639j -0.000630213-0.00206236j 0.000662787+0.000880746j -0.00266906-0.00415351j -0.00453252-0.00637129j -0.00276976-0.00638381j 0.00321877+0.00670282j -0.00125811-0.00430108j -0.000193926+0.00988871j 0.00199549+0.00479618j 0.00122832-0.00788754j -0.000874141+0.0115959j 0.00380393+0.0158503j -0.00103772+0.00740738j 0.00268199+0.010871j -0.000825651+0.00202052j 0.0027621-0.0131753j 0.00142958+0.00168015j -0.005119-0.00948856j -0.00746763+0.0164908j 0.00329453+0.0251258j -0.00846379-0.00532697j 0.00350988-0.00529483j 0.00599643-0.0180623j -0.000165314-0.0132632j 0.00223921+0.032843j 0.0100214-0.0103246j 0.0100513-0.00709913j 0.00327298+0.00679196j -0.000193444-0.0225306j 0.00424985-6.94963e-05j 0.000286817-0.00907981j -0.00192296-0.0024585j 
-0.00992883-0.00795142j 0.00727713-0.00277651j 0.00469648+0.00639245j -0.00437478+0.00350921j -0.00297216-0.00616851j -0.00382881-0.0127244j -0.0118835+0.00700193j 0.00106541+0.0113229j -0.00216601+0.0184028j -0.00529901+0.00233479j 0.00881684+0.000502107j 0.000977298-0.0017762j 0.00510057+0.00165911j 0.0156294+0.000946503j 0.00668133+0.00386413j -0.0180504-0.00313491j -0.0224406+0.00155301j 0.00282695+0.0218966j 0.00122484-0.00787896j -0.0342253+0.029701j 0.0320103-0.0190277j -0.0354628-0.00685587j 0.0246199+0.0399163j 0.0332267+0.0165008j 0.00776626+0.0235426j -0.0522015+0.018709j 0.0259021-0.0211307j -0.00654023-0.0020432j -0.00627404-0.00721521j 0.00790991+0.00647216j -0.0170192-0.00370918j -0.00476849-0.0071548j -0.00311082+0.00370012j -0.00303217-0.00456503j 0.000328863+0.00486668j -0.00362371+0.000528544j -0.00204189-0.0084274j -0.00315005-0.0122895j -0.000631398-0.00557638j -0.000419119-0.002927j -0.00415617-0.00962063j 0.000449471-0.00468747j -0.00399413+0.0047682j -0.00121959-0.00204026j -0.00194606+0.00977708j -0.00466717-0.00283097j -0.00437313-0.0119773j -0.0011655+0.00706095j 0.00470423+0.02341j -0.00653373+0.0107199j 0.00114149+0.0149702j -0.00344247-0.00274126j -0.00412699-0.0227276j -0.00363433-0.00109117j -0.00227018-0.013903j -0.011972+0.0125073j -0.00205455+0.00198234j -0.00760383+0.0312996j 0.00639751+0.00122284j 0.00600232-0.010277j 0.00788132-0.0366415j 0.00316923-0.0316857j -0.00100146+0.000895715j -0.00210233-0.00646968j -0.00750014+0.000670989j 0.00115828+0.016963j 0.00303394-0.0031277j -0.001473+0.00698938j 0.00590638+0.00203369j 
0.0100553-0.000127179j 0.0086351+0.00752844j -0.021272-0.0150754j -0.0068585-0.0110865j 0.00396992+0.0128332j 0.0142818+0.00494298j -0.0194439-0.0245457j -0.0275859-0.0104937j -0.0277049-0.0189672j -0.00216321-0.0167379j 0.0215969+0.00310096j 0.00474875+0.0212977j -0.0116041-0.014486j 0.00720156+0.00329367j 0.0076868-0.0176142j -0.0130601-0.0107055j -0.0550906-0.0326807j -0.0355968-0.0268491j 0.0311747+0.00593885j 0.000107192-0.00658066j 0.0460412+0.00883945j -0.0494666-0.0430564j 0.0182465+0.0152575j 0.00249686-0.0157434j 0.0239725-0.00265917j 0.0289906-0.0161011j -0.0159827+0.00699911j 0.00107501-0.00414681j -0.00187134-0.000713107j -0.0133334-0.000342509j -0.0044393-0.00401417j 0.0118551+0.0102806j -0.00145266+0.00195665j 0.00427139+0.00174497j -0.00572566-0.00509574j -0.00587634-0.00099649j 0.00261915+0.000987725j 0.000426652-0.00706187j -0.00828437-0.00250729j 0.00213603+0.000907566j 0.0044709+0.000437609j 0.000758346-0.000978199j -0.000240984-0.00609916j -0.00290555+0.00404371j 0.00831255+0.00903766j 0.00451575+0.0167454j 0.00239893-0.000514551j 0.00189937+0.0137952j 0.00316901+0.0140469j -0.00508956-0.000505533j -0.00189623-0.00750013j 0.0015543-0.00639969j 0.00182153+0.00791681j -8.17372e-05+0.00321937j -0.000133825-0.0293517j 0.000312721+0.00517336j 0.00369666-0.0154186j -0.00838682-0.01291j -0.0015772+0.0122554j 0.00349507-0.00357255j -0.00719754-0.0108091j 0.00194479+0.00660021j 0.00848496-0.0037684j 0.00601958+0.00600006j 0.00254415+0.00314424j -0.00226872-0.0124908j 0.00634098-0.00144531j -0.00321021-0.0033631j 0.000982595+0.000402298j 
-0.00120911-0.0060119j 0.000240528-0.00122436j 0.00179566+0.00599706j -0.00220306-0.00706103j -0.00278414+0.00825521j -0.00118892-0.00614259j -0.00514768-0.00980714j -0.00766821+0.00555808j -0.0110026-0.00810387j 0.00941991+0.000945858j 0.0129167-0.00335894j -0.00341011+0.0119382j 0.0126178+0.0202653j 0.0100458+0.0331972j -0.00211577+0.00949759j -0.00350451-0.0351808j -0.00766749+0.0102205j 0.00115823-0.00917395j 0.00894155-0.0316864j -0.0470101-0.0471184j 0.0334442+0.046619j 0.00391776+0.0284258j 0.0100055-0.00278308j -1.42225e-06+0.00986538j 0.0202876-0.00787005j 0.0152004-0.000424785j -0.00146542+0.00520772j 0.00501811+0.00177084j 0.000934138-0.00347939j -5.34426e-05+0.00546666j -0.00317335-0.00707635j -0.0023486-0.000136311j -0.000210691-0.00255117j -0.00228312-0.000564594j 0.00246602+0.00239303j -0.00405609-0.00285227j -0.00144115-0.00112117j -0.00233798-0.00901021j -0.000402819+0.00417832j -0.000148609+0.00177354j 0.00252679+0.00502341j 0.00244343+0.00681053j -0.00493529-0.0126498j -0.0020876+0.00827133j -0.00134396+0.000391462j 0.00168397-0.00413827j -0.00110782+0.0292271j 0.00443238+0.00874153j 0.00181076+0.0258007j 0.00115111-0.00278827j -0.00386409-0.0101159j 0.00162806-0.0211209j -0.00438745+0.0241602j -0.00253032-0.00636356j -0.0022091+0.00656043j 0.00480519+0.0157515j 0.00568339-0.0133592j -0.00530809-0.00724528j -0.00662352+0.0236261j 0.00107898+0.00920428j -0.00170004-0.000539442j 0.00171254-0.00419081j 0.00247546-0.00644956j 0.00212943+0.000667223j 0.00032858+0.000563916j 0.00137212-0.00439675j 0.00177688-0.00434244j -0.000645544+0.00209879j 0.000620692+0.0022421j 
0.00146964+0.00326737j 0.00238803+0.00291444j -9.88125e-05-0.00160784j 0.00580085+0.00453712j -0.0122867-0.0122972j 0.00197218+0.00320527j 0.00179322+0.00580981j -0.00507516-0.0149286j -0.00321833+0.00720003j 0.000892142+0.00988027j 0.00446388+0.0107569j -0.0131806-0.0150963j -0.0124802-0.0110166j 0.00582718-0.0109394j 0.00637895+0.0221921j -0.000511614+0.029452j -0.0048067-0.00940001j 0.0111877+0.0160828j 0.0177007+0.00972615j 0.00215741+0.0141199j 0.00732693+0.0106297j -0.00958224+0.0192532j -0.00875137+0.00894202j 0.0292002+0.0156241j 0.0809759-0.0553873j 0.0103294-0.00852906j -0.0140256+0.00779717j -0.00446941-0.00477608j 0.00017592+0.00146089j -0.00214073-0.00514461j -0.000411798+0.00185145j 0.000230883-0.00615168j 0.0051966+0.00319542j -0.00488237-0.00296529j -0.00349213-0.00909612j 0.00181831+0.00542289j 0.0052568-0.00510439j 0.00203592+0.00768942j 0.00065329-0.0051311j 0.0027758+0.00754844j -0.00248199-0.00407716j -0.00218174-0.00884669j 0.000422437-0.00082851j 0.00317001-0.0153603j 0.00303241+0.0045349j -0.00506328+0.000144811j -0.00210002-0.0146639j -0.0023551-0.00127207j -0.0023204-0.0150482j -0.0073183-0.00312651j 0.00383448+0.00673379j -0.00235704+0.00702793j -0.00361217+0.000867018j -0.00146986-0.0219071j 0.00203051-0.0202936j 0.000925643+0.0313565j -0.00625451-0.0197204j -0.000687189-0.00337459j 0.00452976+0.0102642j 0.00877796-0.0152664j -0.00483033+0.00996544j -0.00325395-0.014487j 0.00218022-0.00276297j -0.00245427+0.0361047j 0.00419591-0.00160772j 0.00236287-0.00596885j 0.00205456-0.00997063j -0.000349762-0.00208788j -0.000295087-0.00059548j 
