-0.016694+0.0345289j -0.0339862-0.0878547j -0.0172731-0.066473j 0.0110255-0.0289949j -0.00055948-0.0171903j 0.00147932-0.0621643j -0.000888143+0.0205832j 0.00559471-0.0336339j -0.00448678-0.0223009j 0.0165202+0.0079251j 0.00480637-0.0194758j 0.011053+0.0407226j -0.0394622+0.0486203j 0.10458-0.172876j -0.108606+0.0657477j 0.00630847-0.0504372j -0.0156437+0.00508862j -0.0197433-0.0251879j 0.0260181-0.0290491j 0.0131615+0.0205986j -0.0121175-0.0167564j -0.0259559+0.0250613j -0.0238254+0.0167897j -0.00984025-0.00454054j -0.0123405+0.00985563j -0.0131032+0.0467089j -0.00184848+0.00958523j -0.00117076+0.0113718j 0.0286257-0.0125657j -0.00794333+0.0203142j -0.000968571-0.0103875j 0.00376418-0.0140015j -0.00999187+0.0304629j 0.0156579-0.0285369j -0.025755+0.0512817j 0.185862-0.116249j -0.0969219+0.146486j 0.017751-0.0351883j 0.0128702-0.0457889j 0.0123973-0.027365j 0.00189497-0.0188296j -0.00778605+0.00607174j -0.00962186+0.023306j -0.0119224+0.0188318j -0.00258088+0.00765503j -0.0183572+0.0285635j 0.00343636+0.00347888j -0.00768411+0.000340989j -0.00346217+0.00278654j 0.000748461-0.00207891j -0.0121682+0.0126684j -0.00280578+0.00591628j -0.00562447+0.00275027j 0.00834311-0.00105325j 0.0135857-0.0153462j -0.00838468+0.0064313j 0.00300692-0.000259038j 0.000671001-0.00151995j 0.00902418-0.00410176j -0.00133917+0.00239277j 0.00414997+0.00115102j 0.00735198-0.00718424j 0.00614294-0.00512961j 0.00228043-0.000569594j -0.00394648+0.00111783j 0.00288582-0.00521088j 0.00251687-0.00334531j 0.00201003+0.00169613j 0.00354288+0.00182061j -0.00170246+0.00210592j -0.0121291+0.00655999j -0.00171789-0.00240298j 0.00659107-0.00804685j 0.00431025+0.00086338j -0.00653353+0.000934553j -0.00571486+0.00942065j -0.000727146-0.00238817j 0.00271792-0.0103061j -0.00249105+0.000523557j 0.0082051-0.00229389j 0.00277785+0.00302522j 0.012089-0.0115439j 0.0171003+0.000577631j 0.00297493-0.0050521j -0.0240803+0.00477516j 0.011731+0.0284941j -0.00499196-0.000699998j 0.00996401-0.0237257j 0.000985662-0.0146767j 0.00523327+0.0115195j -0.0101442+0.0081711j -0.0126625+0.0234417j 0.0280795-0.031367j 0.0626994-0.111949j 0.0921338-0.0485474j 
0.0272244+0.00471754j 0.0335697-0.00456093j 0.038156+0.00920296j 0.0300652+0.00688328j 0.0232481-0.00493348j 0.0288819-0.0214658j 0.00995935-0.0166363j -0.0302659-0.0110991j 0.00321271-0.0268882j 0.0191877+0.0134458j -0.0464634-0.00162088j 0.0106177-0.000147392j 0.0183293+0.00383839j 0.0203437+0.00893478j -0.0100642+0.0224048j -0.0109044+0.0716634j 0.098651+0.112388j 0.0998197-0.0745595j 0.0349286+0.0798326j 0.0303317+0.0681209j -0.00994345-0.0734961j 0.0504451+0.13044j 0.126262+0.0555468j -0.00910116-0.00210963j 0.127258-0.0989477j 0.0615322-0.00464653j -0.064587-0.0127714j 0.0612666+0.0404361j 0.238981-0.125323j -0.0185935-0.1804j -0.0271247-0.043125j 0.00451805+0.17292j -0.164842-0.0559126j 0.0765284+0.0454609j -0.0236646+0.100204j -0.179729-0.0741321j -0.0488529+0.0461268j 0.00987274+0.0297707j 0.0335928+0.0730589j 0.0171028-0.00203378j 0.00575659-0.0351837j -0.0066697+0.0215722j -0.00857223+0.0110783j 0.0151289+0.0125282j -0.0196094+0.003751j -0.0206161+0.0112092j 0.00538463-0.00477341j -0.00869726-0.00155244j -0.032295-0.0151682j -0.0325072-0.0113608j -0.0300979+0.0158105j -0.0186803-0.000167817j -0.0294698+0.00812063j 0.027227-0.0159442j 0.0158001-0.027429j -0.015495+0.0111349j 0.00472166-0.00776091j -0.00970852+0.00920283j 0.0118803-0.0139524j -0.0127853-0.0010371j -0.0214251-0.00596421j 0.0133368-0.00972347j 0.00131627+0.000698509j 0.0144999-0.0110928j -0.000320132+0.00570619j -0.0101085-0.00463527j -0.00498961-0.00551214j -0.00507745+0.00100347j 0.00289554-0.00336737j 0.00764729-0.0070949j -0.00201647-0.0194883j -0.00154158+0.00164479j -0.0113741+0.00481779j -0.0012459+0.00618615j -0.00430881+0.0203091j 0.00750459-0.0260849j 0.0158108-0.0381893j 0.0175647+0.029174j -0.00951962-0.00162972j 0.0119997-0.00674133j -0.0184965-0.013311j 0.0036837+0.000614754j -0.00618716+0.00979779j 0.0122658-0.0243951j -0.00817824-0.000352435j 0.0144931-8.89247e-05j -0.0176294-0.00635249j 0.00581684+0.00871934j -0.018415-0.0381496j 0.00128897-0.0033021j 0.0019578+0.00596895j 0.00210277-0.0178776j 0.0322117+0.0439755j 0.0318182-0.0157625j -0.028632-0.0375823j 
-0.00393868+0.0120591j 0.0105054+0.00861187j 0.0260812-0.00338151j 0.00512456-0.0277374j -0.00304919-0.0311456j -0.000708099+0.0104927j 0.0161391+0.00699051j 0.0269832+0.0129977j -0.0221461-0.00470705j -0.0104454-0.00952437j 0.0021187-0.0238363j 0.00924735+0.00128904j -0.00847437-0.0224012j 0.0122339-0.00916255j -0.00331805-0.0072495j 0.0427265-0.00493252j 0.00998162-0.019894j 0.0642708-0.0994915j -0.0105392-0.0788517j -0.0456356-0.077555j 0.0319212-0.0910795j 0.0732273+0.0202011j 0.0437325+0.00749381j 0.0199325-0.0341364j -0.112135+0.199756j 0.0290929-0.0783177j -0.111438-0.029418j -0.0546156+0.0919466j -0.0509719+0.0167904j 0.105947+0.130791j 0.104014-0.0326079j 0.0977448-0.00808146j 0.0824037+0.0696324j 0.0996807+0.0302889j -0.0308112+0.0815395j -0.28337+0.105182j 0.0995432+0.0418989j -0.036079-0.000740276j 0.0229838-0.0210643j 0.00917914-0.0229389j 0.00192214+0.00867119j -0.015762-0.00883925j -0.0178882+0.0456977j -0.00533475-0.00979101j -0.00858348-0.0124188j 0.0320365+0.0304239j 0.00441127-0.00922356j -0.00149625+0.000799622j 0.00645935-0.0214532j 0.00847747-0.00253707j -0.00933786-0.00366054j 0.00491874-0.00465225j -9.17311e-07-0.000286719j 0.00848496+0.0108726j -0.00177719+0.0191612j 0.00417624-0.0461666j -0.00878846-0.00562094j -0.0161537+0.00896377j 0.0109423-0.00129751j -0.00041307+0.011866j -0.000884853-0.00282694j -0.00670157+0.00910709j -0.00487302-0.0225524j 0.0144846+0.000357773j 0.00636436+0.00120368j -0.0126507+0.00421607j -0.0076717-7.29694e-05j -0.0124135-0.00895388j 0.00440829+0.00216828j 0.0107162+0.0149176j 0.00365335+0.00786659j -0.00260017-0.0101437j -0.000613518-0.0155259j 0.000575731-0.00182577j -0.00666801-0.0128685j 0.0173339+0.0125221j 0.0240533+0.0237604j -0.0102221+0.0201624j 0.00200783-0.0170414j -0.00086313+0.0084024j -0.00967761-0.00748074j -5.15811e-05+0.0245265j -0.024259-0.00934445j 0.0445975+0.00529877j -0.00763551+0.0124087j 0.00674655+0.00875923j 0.00275377+0.00715618j 0.00511639+0.0233455j -0.00358912-0.000638674j 0.0102235-0.00674348j 0.00535833+0.00315597j -0.0102109-0.00194883j 0.00647501+0.00672248j -0.00497215-0.0393041j -0.0440848+0.0189466j 
0.00868489-0.0312743j 0.00668574-0.0246062j -0.00291812+0.0036164j 0.0191818+0.0280477j 0.0124198-0.0185554j 0.0393218-0.00817046j 0.0433764-0.0102359j -0.0001352-0.00617046j 0.0210736-0.0266521j -0.0507104-0.0412976j -0.0223958-0.00815745j 0.00675587-0.00203303j -0.0130202+0.00697325j 0.00437227-0.000648232j -0.00237908+0.00547209j -0.0402288+0.0861065j 0.0412569+0.0203094j -0.0409765+0.0350851j 0.0201626+0.0184935j -0.0331725-0.113033j 0.0022226-0.0450778j -0.0382292+0.0472141j -0.125729+0.046539j 0.0121779-0.0340802j -0.0893427+0.0842237j -0.0735239-0.0891314j -0.160842+0.00558437j 0.147505+0.0174229j 0.00607346-0.0592672j -0.0196215-0.0965929j -0.076181+0.0397637j 0.153825-0.16517j 0.0262332-0.0259542j 0.0341856+0.0912126j -0.030628-0.0672146j -0.025365+0.0635542j 0.0268914+0.146921j 0.0396533-0.0304356j -0.0092078+0.0443276j -0.00614821+0.000450344j -0.00895021-0.00801507j 0.0158484+0.0028509j 0.0251971-0.00135558j -0.00802464-0.0431267j -0.00352481+0.00812472j -0.00420523+0.00100739j 0.0113374+0.0114238j -0.00630224-0.0075489j 0.0177703+0.00709233j 0.0110142+0.0134403j -0.00729974+0.00757041j -0.000709471-0.00238914j 0.0027226+0.0022616j 0.010294-0.000203077j 0.0100322+0.00509832j -0.0133988+0.0042628j -0.00430433+0.0212579j -0.00746529+0.039757j 0.00903931-0.0182343j 0.00704574-0.00137178j -0.0145595-3.21905e-06j 0.000520695+0.0120838j 0.00132656+0.00242406j 0.0034483-0.0194393j -0.00943755+0.00828137j -0.00922275+0.0152612j -0.00509196+0.00956386j 0.0067569-0.00446072j -0.00225697-0.00592045j -0.00796773+0.000376831j -0.0151075+0.0208229j 0.0101251-0.00882741j 0.0257578-0.00461821j 0.0058645-0.0068523j 0.00383078-0.0029818j -0.0203882+0.0347743j -0.0419692+0.0226168j -0.00945583-0.0223723j 0.00610591-0.0120353j -0.0050311-0.00504916j -0.00487576-0.021334j 0.0149179+0.0212785j -0.0169679-0.00102361j -0.00764345-0.0114699j -0.0020122-0.0105992j 0.0161219-0.0139969j 0.0349442-0.0189132j 0.041512+0.0529075j 0.015861+0.000592752j -0.00841914-0.00787246j 0.000957956+0.00427743j 0.00116535-0.0423164j 0.0325429+0.0138747j 0.000256746-0.0152488j -0.0119992-0.0129924j 
0.00449295-0.0119407j -0.0363364+0.00544235j -0.0112973+0.00970715j 0.0205024+0.0235656j 0.00651828-0.00836876j -0.0364489-0.00157188j -0.0081908+0.0139923j 0.024151+0.0025351j -0.00603725+0.0160115j -0.017223+0.0340928j -0.00903559-0.000662961j 0.00240607+0.0363428j 0.0139647+0.0106688j -0.0180534-0.0086307j -0.0146928-0.0158419j 0.0365941+0.106473j 0.00201616-0.0226232j -0.0137147+0.0617459j 0.0183447+0.131057j 0.0249732-0.00846214j -0.167615-0.0467648j 0.0762048+0.0305113j 0.129365+0.101779j 0.00958361-0.0172017j -0.00589681+0.102293j 0.0144005+0.0456867j -0.0569496+0.0883951j -0.141892+0.113576j -0.130768+0.070855j 0.237413+0.212077j 0.112972-0.103587j -0.0627246-0.0837007j -0.0272358+0.143673j -0.00676337-0.101538j 0.0131914+0.0127635j 0.0257743-0.0805392j -0.219596+0.166419j -0.0230344-0.0837747j 0.0419599+0.0122864j -0.00812128-0.0119221j -0.0253685-0.0315801j 0.0158251+0.0213781j 0.00948683-0.00936679j 0.00307659+0.0197679j -0.0130357-0.00337947j 0.0409423+0.0232073j -0.00732244-0.00538235j 0.0112417+0.00734617j -0.00864135-0.00992133j -0.0144889-0.0102691j -0.00773689+0.00249806j 0.011138+0.00246978j -0.00703536+0.000224631j 0.0113034+0.00169709j 0.0173655+0.00638287j 0.00416259-0.0116184j 0.0229802+0.00612369j -0.00457451+0.00974093j 0.0120322-0.00130351j -0.0135833+0.00780254j -0.00224277-0.0023658j 0.00878444+0.00923227j 0.00174426+0.00440567j 0.00909015-0.00625337j 0.0151916-0.0117501j -0.00512642+0.0104661j -0.000327506+0.00672898j -0.0195425+0.00853245j 0.00212761-0.00603513j -0.00670701+0.0117817j -0.0223022+0.00605144j -0.0151899-0.0137179j -0.0042763-0.000925726j 0.00514821-0.0146993j -0.00604973+0.00309427j -0.00885211-0.0199091j -0.00197191-0.00554892j 0.0149233+0.0399271j -0.0148213+0.0223322j -0.000938237-0.00164338j 0.0102235-0.0192816j 0.0133156-0.00721461j -0.00670843+0.0203062j 0.00945948+0.00513287j -0.00443277+4.18734e-05j 0.00577737-0.00257662j -0.00943952+0.019046j -0.0175997+0.000118212j -0.004399-0.00586539j -0.00633368+0.0020326j -0.00361628+0.00559827j -0.0346418-0.0102767j 0.00784306-0.0369893j 0.0169163-0.0338272j -0.00972878-0.0298779j 
-0.00156215+0.0140363j -0.00392801-0.0105298j 0.00177342+0.0277663j 0.0116704+0.00588562j -0.0298628+0.0238482j -0.0159356+0.00615451j 0.0316375+0.0317727j -0.0213875+0.00624701j -0.0134731-0.0397497j -0.0185318+0.0153742j 0.0114925-0.00863057j 0.0129947+0.00678973j -0.0136862+0.0162336j 0.0158836+0.00022319j 0.0146846+0.00667418j 0.00506148-0.0614071j -0.00265203-0.0334786j 0.0257094+0.119142j -0.0055128-0.0278421j -0.0766593+0.0520759j -0.105737-0.0389877j -0.00699771-0.00839364j -0.0199356+0.0481907j -0.0425635+0.0647343j 0.00236667+0.00663178j -0.113714-0.0746927j -0.116638-0.202009j -0.124125-0.0832477j 0.145504+0.0206149j 0.0228024-0.0984072j 0.0218461+0.11264j -0.115605+0.105363j -0.0442006+0.0175586j 0.228621-0.213147j 0.131888+0.114405j 0.0164853+0.035757j 0.10944-0.0800044j -0.0207599+0.00412297j 0.01352-0.0643791j -0.00544366+0.020196j 0.00396907+0.0357651j -0.00762361-0.0279415j 0.00637851-0.0440233j -0.0443707+0.0041187j 0.00699248-0.00493008j 0.0178602+0.0233408j 0.00427067-0.00681753j -0.0048149+0.0096697j -0.0128108-0.00114631j -0.0125474-0.0042553j -0.00434403-0.0299922j 0.0111545-0.000316873j 0.00792942-0.0137639j 0.0160234+0.0176144j 0.00703257+0.0060824j 0.00639138+0.000501745j 0.0223128-0.00597497j 0.00559638-0.00775741j 0.0121982+0.0158238j -0.00819015-0.0017155j -0.00242949+0.0110188j 0.0156922+0.00666823j 0.0121114+0.00400834j 0.00489871+0.0090874j 0.00439406-0.0140293j 0.00172889+0.00832044j 0.0108033+0.0016261j -0.00338786+0.0132801j 0.00931857+0.00366256j -0.00658317+0.0118012j -0.00476476+0.0151785j -0.0167142+0.015713j -0.00281707-0.00170279j 0.0115293-0.00715923j 0.0073241+0.0237179j -0.00155019+0.0164759j -0.0126753+0.0125382j 0.00280078+0.00357857j -0.0197216+0.0216745j -0.00311671+0.0217875j 0.00335295-0.00844246j 0.0289896-0.0212868j 0.000714164+0.0266356j -0.0153841-0.00244926j 0.012425-0.0123659j 0.00439931+0.00245772j 0.0143185-0.00525027j 0.0101263+0.0175748j 0.0223463-0.00129106j 0.00395919-0.0100941j 0.00349268-0.00158527j 0.00438117-0.0207185j 0.00934039+0.00063704j -0.0217869-0.000380906j -0.00339795+0.0227751j 
-0.0142054+0.022702j 0.0148079-0.00258721j -0.00991612+7.97339e-05j -0.0288066+0.0039169j 0.0371865+0.0227308j -0.00184606-0.00644465j 0.00489145+0.00960935j 0.0140867+0.0517479j 0.00598586+0.00696347j -0.0302516+0.00659011j 0.00257168+0.0265722j -0.00333476+0.00284493j 0.00820896+0.0149349j -0.00217024-0.00886161j 0.0154425+0.00458598j 0.00408254-0.042132j 0.0347458+0.0581354j -0.0909831+0.00930634j -0.0265579-0.0787471j 0.0967905+0.0371072j 0.113034+0.116631j -0.000626877-0.113571j -0.0324298+0.0510167j -0.0277528+0.0933213j -0.0770371+0.141593j -0.0113705-0.0958997j -0.142178-0.0056643j 0.0221608-0.0058428j 0.0299058+0.139572j 0.206355-0.0981353j 0.346986-0.0287337j -0.106036-0.190942j 0.104643+0.00108922j 0.022408+0.0500484j 0.0219946+0.129535j 0.0121326-0.0928058j 0.00461627-0.0575141j -0.00953409+0.0247902j 0.03607+0.00517587j -0.00768547+0.00361878j -0.00583918+0.00990825j -0.00194975-0.0113652j 0.0223302+0.000795269j 0.00702952+0.00475817j 0.00450399+0.00150151j -0.0122318-0.0268089j 0.000657629+0.00758149j -0.00257957-0.00493743j 0.00114763+0.0133107j -0.00728298+0.0197548j 0.00660326+0.006241j 0.0221031-0.0134377j 0.0308157-0.00759501j 0.000265512-0.00513315j 0.00913525+0.00343396j -0.0236072-0.00710161j 0.00355978+0.0137405j 0.00695094+0.0220668j 0.0121983-0.0161263j 0.00622242+0.0141371j 0.0338172-0.0129657j 0.0144052-0.00109411j -0.0135823-0.00197564j 0.0117961-0.0182049j 0.00358433-0.00172085j 0.0250782+0.00442392j 0.0183654-0.00390848j -0.00485827+0.0137387j -0.00222324-0.0156073j -0.00205999+0.00754403j 0.0181554+0.000680702j -0.0163247-0.00938269j -0.0083775-0.00728992j -0.0134774-0.00780576j 0.0106584-0.021846j 0.016363-0.0266214j 0.00370889-0.00255825j -0.00504997+0.0127137j 0.0132689+0.00644326j -0.0116958-0.00493844j -0.00409413-0.00255342j -0.00484991+0.00205448j 0.026527+0.0149972j -0.0123745-0.00452355j -0.00209898-0.00212441j -0.00843676+0.00241861j -0.0133499+0.0202442j -0.0154017-0.020191j 0.00781511+0.0234153j 0.00383667+0.000224035j 0.00314005+0.0031201j 0.0100919-0.0164935j 0.0118985+0.0148511j 0.00187959+0.0122264j -0.00789208-0.00972938j 
-0.0108201+0.0105134j -0.017581+0.00180395j -0.00856572+0.0274306j -0.0288903+0.0238137j -0.0182636-0.0129712j 0.0211055-0.024969j 0.036882-0.00826853j -0.0183195-0.0165417j 0.000761692-0.0103204j 0.026531-0.0109404j -0.00580649+0.0144874j 0.0113518-0.0204492j -0.00628717+0.0142109j -0.0327812-0.0096814j 0.0118193-0.0255204j -0.00307971-0.0407581j -0.0130302+0.0722319j -0.000351783+0.145199j -0.0773485+0.0940978j -0.0302322+0.085033j -0.122257-0.124289j -0.127808+0.0842354j -0.0344688-0.00355842j 0.0888292-0.0340203j -0.0412816+0.0312721j 0.153567-0.191007j 0.159752+0.144609j 0.190195+0.159873j 0.0741537-0.199877j 0.0291634+0.180017j -0.215404+0.00474566j -0.153593+0.113957j 0.0180943-0.0278264j -0.223552-0.053475j -0.0200355+0.0596345j 0.131746-0.0836019j -0.0778889-0.0276962j -0.0160438+0.0550056j -0.00770769+0.00540614j -0.00719085+0.0346677j 0.0109493+0.000531539j -0.0124368+0.00235027j 0.0101992-0.0616303j -2.92145e-05+0.0296514j 0.0261456+0.00680668j -0.00698428+0.0286854j -0.0175051-0.0119885j 0.0153385+0.0184325j -0.00315724+0.004649j -0.00532662-0.0159591j -0.00562021+0.00436967j -0.00988851+0.0221966j -0.010978+0.0120383j 0.0045554+0.00544905j 0.00329673+0.0080654j 0.0053733-0.00202843j 0.0148318+0.0249131j 0.0191175+0.0227532j -0.0144342-0.00407669j 0.0086191-0.00244531j -0.0279166-0.010349j -0.00403779+0.00590518j 0.015483+0.00338122j -0.0181824-0.00937375j -0.0126245+0.0218918j -0.00425002+0.00488589j 0.0061582+0.01291j 0.00746537-0.020657j -0.0108694-0.015868j -0.0104109-0.00986358j 0.00505649-0.00629106j 0.0046045-0.0465399j 0.010943+0.00247658j -0.00527208-0.0188243j -0.00930729-0.0271875j -0.00696279-0.0189614j -0.00145972+0.00518858j -0.0142841-0.0046197j 0.00894134-0.00701259j 0.000584724-0.0289782j 0.0104033-0.0135715j -0.0195853+0.000744928j -0.00597164-0.00441282j 0.00228427+0.0205935j 0.00108866+0.0015209j 0.00947309+0.00583267j -0.0147675-0.00219663j 0.00520577-0.0237628j -0.00904005-0.0113962j -0.000527107+0.00489956j -6.86656e-05+0.00285912j 0.00437318+0.0153619j -0.0106313+0.00982964j 0.00361563+0.024016j 0.0263872-0.0119766j 
-0.0179272+0.00812041j 0.0231362-0.01673j -0.0179099-0.0225171j 0.0207693-0.0225561j 0.00765974-0.000228035j -0.0154481+0.0178316j -0.00768487-0.013283j -0.00725896-0.0222311j -0.0355877+0.0145026j -0.00163017+0.0198345j -0.0176034+0.00812687j 0.010497+0.012618j 0.0048117-0.00377174j 0.00446579-0.00241698j 0.00462459+0.00453002j 0.041086+0.000700268j 0.0338727-0.0519691j -0.0920773-0.05663j 0.0597495-0.13536j 0.0547997-0.0847815j 0.00178239-0.0340803j 0.0169218-0.129404j -0.0873673+0.135846j -0.187168-0.25528j -0.039612+0.0604878j -0.00126022+0.0808144j 0.0766136+0.0667736j 0.132111+0.0418582j 0.148273-0.0542059j -0.167111+0.186548j -0.0964054-0.044472j -0.0306788-0.049951j 0.169963+0.17373j -0.0288137+0.0172147j -0.00791134-0.0970189j 0.0183099-0.048787j 0.00748567-0.107323j -0.00318442-0.0330887j 0.040506-0.0207017j -0.00641408-0.0141875j -0.0178164+0.0161921j 0.0104707-0.0205396j 0.0125723+0.0247766j -0.00174393-0.0212054j -0.00441035+0.0193371j 0.0163498+0.0101983j 0.00623566-0.00758518j -0.00472896+0.00551612j -0.0132345-0.0215309j -0.0147998-0.0144651j 0.0363108+0.0204004j 0.02864+0.0246392j 0.0322198+0.0262257j -0.0219137-0.00451751j -0.00624959-0.00194226j 0.0045907-0.00959967j 0.00567706-0.00993863j 0.000459633-0.0224217j -0.00858948+0.0117626j 0.0148626+0.00644868j -0.0119342+0.0282791j -0.0165735+0.00120319j 0.00176191-0.0124516j -0.00891344+0.0125249j 0.00699493-0.000543618j -0.014723+0.00639792j 0.00212356+0.009129j -0.0158064-0.0106042j 0.00656071+0.0155719j -0.00407815-0.00355341j 0.0122741+0.0140377j -0.0104789-0.0142136j -0.0243397-0.00407324j 0.0116626-0.0021906j -0.00303576+0.014936j 0.000154454+0.0289625j 0.0220264+0.0124585j 0.0121143+0.00608884j -0.0160431+0.00807226j 0.0323579+0.00616043j 0.0411053-0.00983451j -0.00269349+0.0142031j -0.0114512-0.000725097j 0.00425686+0.0137747j -0.00288266-0.00688879j 0.000215712+0.00375287j -0.00142258+0.0232344j -0.00639104-0.00135379j 0.00702804+0.015602j 0.00137852-0.00463489j 0.00235108-0.00174445j 0.00210085-0.0230039j 0.00927523-0.00514581j -0.00227333-0.000446386j -0.0120507-0.00172828j 
-0.00427241-0.0280125j -0.00334629+0.0180318j -0.0113648+0.00489074j -0.00659325-0.0219771j 0.0124611-0.038606j 0.00631143+0.0128928j 0.011754+0.0165735j -0.055708-0.000765718j -0.0166694+0.00158048j -0.0122683+0.00378781j -0.00497325-0.0339071j 0.00830838-0.0270278j 0.00298118+0.00104415j 0.0134599-0.0117593j 0.0150895-0.000473632j -0.0132366-0.0183095j -0.0244004+0.00680621j 0.0437378+0.00337248j -0.0354301+0.0179822j 0.0190417-0.00596611j 0.0263152-0.0578573j -0.0942974-0.0669448j -0.0733255+0.15219j -0.0127781+0.0704601j 0.0663328+0.263532j -0.212906-0.154281j 0.00268848+0.0174999j 0.185857-0.244747j -0.095077-0.187048j 0.00355368-0.0219248j 0.0404158-0.127222j 0.0141532-0.120601j 0.0242327+0.0430724j -0.0226319-0.00201084j 0.0597451+0.0314578j 0.029897-0.00503079j 0.0347173+0.0177023j 0.00906823+0.010968j -0.0151142-0.00242524j 0.0111783-0.00532157j 0.00458285-0.00910235j -0.00379984+0.00954871j -0.0250228+0.0155317j 0.0242888+0.0135192j 0.00905357+0.0212209j -0.0377304-0.00666707j -0.0063223-0.0192834j 0.00496001+0.0193382j 0.0265768+0.000901355j 0.00672569-0.01625j 0.00153479-0.00195093j -0.00124235+0.0055662j -0.00458605+0.0161597j -0.000479292+0.00402498j 0.0159134+0.0180786j 0.0298144-0.018263j 0.0228709+0.0100135j -0.00541108+0.00184843j 0.00654143+0.00513976j -0.0200878+0.00923516j 0.0126947-0.0068988j 0.010909+0.000651009j 0.0165411+0.00194003j 0.00829049+0.000860107j -0.00143807-0.00395932j 0.00912936-0.00416128j 0.00947115+0.0059504j -0.000413725+0.000176026j -0.00253081+0.00696814j 0.00587936+0.000920268j 0.0141145+0.000865525j -0.0205937-0.0123967j -0.00950401-0.0104185j -0.00816739+0.00641733j -0.0115608+0.00625985j 0.0112937-0.00282403j 0.0277008+0.00330034j 0.000588819+0.0134369j 0.00360722+0.00117496j 0.00125087+0.0119792j 0.00200866+0.0120534j -0.00152404-0.0101236j 0.0095609-0.0191711j 0.00266293+0.011698j 0.00354165+0.0109564j -0.00656598+0.00982626j 0.0248097+0.00500647j -0.0149317+0.0200495j 0.0175076-0.0125877j -0.00109487+0.00455152j -0.00239574-0.000495364j -0.00820851+0.0117157j -0.00895332-0.00543073j -0.00641821-0.00231704j 0.00428202+0.00400162j 
0.0208544-0.00571985j -0.0110075+0.0102303j 0.0384698-0.0437609j -0.0130922+0.0104479j -0.0146441-0.0432004j 0.0132555+0.0165241j 0.0163458+0.00905505j -0.00908169+0.00407743j -0.00147708-0.00661799j -0.0175508+0.0144333j 0.011623-0.0362293j -0.000566938+0.000478885j 0.0197755+0.0142138j -0.00959916+0.00709712j -0.00660977-0.026622j -0.0160723+0.0760934j 0.0293197+0.0946572j 0.0106092-0.111411j -0.0535912+0.0576111j 0.0432344-0.0288966j -0.234663-0.0587362j -0.0799922+0.0329188j -0.0702621-0.0586274j -0.0776922+0.00634905j -0.134463+0.0278002j -0.00664545+0.0228814j -0.067011+0.00861451j -0.0890433+0.0191382j -0.0259567+0.0171233j -0.0143357+0.137482j -0.0832151+0.0913916j 0.221291-0.0468079j -0.0213981+0.0328901j 0.00594864+0.0201138j 0.134231+0.162364j -0.0310335+0.00489525j -0.0189454+0.0936909j -0.00144385+0.00133499j 0.00616672+0.0784737j 0.00486973-0.0190764j 0.00671917-0.0396215j -0.0113691+0.0279934j -0.00340595+0.0343179j 0.0301282+0.00984937j -0.0125366+0.00393151j 0.0460969-0.0251225j -0.014155+0.00396129j 0.0144579-0.00452421j -0.00790113+0.0203263j -0.00721286-0.000883125j 0.00348743+0.0241028j 0.00851468+0.00692436j -0.0124364+0.033035j 0.0076916-0.00899414j 0.00160365-0.0126713j 0.0084464+0.0136931j 0.0113513-0.00857387j 0.00142366-0.000999459j 0.0023092-0.000882764j -0.0044294+0.00768419j -0.00737962+0.0164361j 0.0075655-0.00960056j 0.0128109+0.00391789j -0.00763221-0.00206547j -0.0104884+0.00674087j 0.000386677+0.00533654j 0.00515354+0.00344808j 0.00796199-0.000465613j -0.00903068+0.000837021j 0.00613253-0.00678383j 0.0140065+0.00534788j -0.00583901+0.00352018j -0.0115844+0.001553j -0.00506783-0.000631191j 0.00164165+0.00546678j 0.00688383+0.00995659j 0.0174564-0.00371436j 0.00551312-0.0108201j 0.0072679-0.000208554j 0.031294+0.00537399j 0.00800197+0.00321621j -0.0197565-0.00482333j 0.00759622-0.00655413j 0.00450723-0.010081j 0.00201864+0.00837735j -0.00249246-0.000757002j 0.0204079-0.0113097j 0.0101013+0.0440597j 0.0241131-0.00348042j -0.00143815+0.00456713j 0.0028295+0.00538647j -0.00304839+0.00393312j 0.00178239+0.00646813j 0.00722608-0.0149382j -0.0209889-0.0230494j 
