-0.016694+0.0345289j -0.0339862-0.0878547j -0.0172731-0.066473j 0.0110255-0.0289949j -0.00055948-0.0171903j 0.00147932-0.0621643j -0.000888143+0.0205832j 0.00559471-0.0336339j -0.00448678-0.0223009j 0.0165202+0.0079251j 0.00480637-0.0194758j 0.011053+0.0407226j -0.0394622+0.0486203j 0.10458-0.172876j -0.108606+0.0657477j 0.00630847-0.0504372j -0.0156437+0.00508862j -0.0197433-0.0251879j 0.0260181-0.0290491j 0.0131615+0.0205986j -0.0121175-0.0167564j -0.0259559+0.0250613j -0.0238254+0.0167897j -0.00984025-0.00454054j -0.0123405+0.00985563j -0.0131032+0.0467089j -0.00184848+0.00958523j -0.00117076+0.0113718j 0.0286257-0.0125657j -0.00794333+0.0203142j -0.000968571-0.0103875j 0.00376418-0.0140015j -0.00999187+0.0304629j 0.0156579-0.0285369j -0.025755+0.0512817j 0.185862-0.116249j -0.0969219+0.146486j 0.017751-0.0351883j 0.0128702-0.0457889j 0.0123973-0.027365j 0.00189497-0.0188296j -0.00778605+0.00607174j -0.00962186+0.023306j -0.0119224+0.0188318j -0.00258088+0.00765503j -0.0183572+0.0285635j 0.00343636+0.00347888j -0.00768411+0.000340989j -0.00346217+0.00278654j 0.000748461-0.00207891j -0.0121682+0.0126684j -0.00280578+0.00591628j -0.00562447+0.00275027j 0.00834311-0.00105325j 0.0135857-0.0153462j -0.00838468+0.0064313j 0.00300692-0.000259038j 0.000671001-0.00151995j 0.00902418-0.00410176j -0.00133917+0.00239277j 0.00414997+0.00115102j 0.00735198-0.00718424j 0.00614294-0.00512961j 0.00228043-0.000569594j -0.00394648+0.00111783j 0.00288582-0.00521088j 0.00251687-0.00334531j 0.00201003+0.00169613j 0.00354288+0.00182061j -0.00170246+0.00210592j -0.0121291+0.00655999j -0.00171789-0.00240298j 0.00659107-0.00804685j 0.00431025+0.00086338j -0.00653353+0.000934553j -0.00571486+0.00942065j -0.000727146-0.00238817j 0.00271792-0.0103061j -0.00249105+0.000523557j 0.0082051-0.00229389j 0.00277785+0.00302522j 0.012089-0.0115439j 0.0171003+0.000577631j 0.00297493-0.0050521j -0.0240803+0.00477516j 0.011731+0.0284941j -0.00499196-0.000699998j 0.00996401-0.0237257j 0.000985662-0.0146767j 0.00523327+0.0115195j -0.0101442+0.0081711j -0.0126625+0.0234417j 0.0280795-0.031367j 0.0626994-0.111949j 0.0921338-0.0485474j 
-0.0114658+0.0051884j 0.00368763-0.0338078j -0.0203536-0.0287749j 0.00998642-0.0518563j 0.000554151+0.00289836j -0.0197064-0.0341576j 0.019016+0.00423465j 0.0153746-0.0219994j 0.00381602+0.0307293j -0.0295453-0.0131673j -0.0138305-0.00849669j 0.00305883-0.00324056j 0.00371484+0.0107653j -0.00621293-0.00476328j 0.00746635+0.00150056j 0.0435233+0.0443623j 0.0356133-0.0214905j -0.142515-0.149638j 0.113791-0.140278j 0.119982+0.183935j -0.0798693-0.0395038j -0.101629-0.101443j -0.205353+0.0441331j 0.0209572+0.00562589j 0.191422-0.0179792j -0.0457671-0.0167654j 0.0750166-0.110864j -0.0260262+0.0278768j 0.0496861-0.000818968j -0.0397304-0.0938448j 0.0130851+0.0822228j -0.142745+0.111875j 0.0576733+0.0450087j -0.091249+0.130975j -0.00864187+0.0499572j 0.0372913+0.0343193j -0.00757924+0.0167872j -0.000998485-0.0338847j 0.0439924+0.0275632j -0.0079916-0.0357043j -0.0402181-0.016738j 0.0371815+0.00241356j 0.0102644+0.0714365j 0.0155674+0.0422191j 0.0156671+0.00592561j 0.0258363+0.013616j -0.00584753-0.0178125j 0.0135012+0.0238019j 0.0532495+0.00966008j 0.0245506-0.00750207j -0.0143873-0.0298138j 0.0123154+0.0100699j 0.0162742-0.007446j 0.0178671+0.0301869j 0.0178446-0.019976j -0.000376035+0.0100216j 0.0178318-0.00560807j 0.0145268+0.0191379j 0.00256067-0.000154417j 0.00947751-0.00367615j -0.00904218-0.00698313j 0.00456916-0.00117106j 0.0131527+0.0096696j -0.00298659-0.00530763j -0.0132483-0.00691677j -0.000598883-0.0035614j 0.00272272+0.00132228j 0.0152757+0.0107173j 0.00616116-0.00750982j -0.00286124-0.000511276j -0.0117962-0.000270708j 0.00649987-0.00779286j 0.00848364+0.0045521j 0.0135245-0.00302927j 0.00804341-0.00185677j -0.0188556-0.00999828j -0.011968-0.00184731j 0.0086251+0.000559256j -0.0129287-0.00202643j 0.0039634+0.00243053j 0.0248186-0.000925862j 0.00448435-0.00957846j -0.0146318-0.00583778j 0.00480224+0.0120876j 0.000158128+0.00193018j -0.00555994-0.0125603j -0.00660408-0.0266405j 0.00693409-0.000973725j 0.00911707+0.00471596j 0.00277812+0.00573418j -0.0025388+0.00392277j -0.000265591+0.0098673j -0.00927444+0.00202728j 0.00485171-0.00807874j -0.0137048-0.00808778j 
0.00420492+0.03143j -0.0471027-0.063721j -0.00227582-0.0124433j 0.0127748-0.0186677j -0.00653126+0.000165273j 0.0033006-0.0120228j 0.0125177+0.022044j -0.015353-0.010511j 0.0120461+0.0160226j -0.0138568+0.0154333j 0.0128213+0.00495994j 0.000785725-0.00730422j 0.0180377-0.0181482j 0.0151114+0.000528993j -0.00251798-0.000399952j -0.0396825-0.140949j -0.136675-0.116077j 0.0538203-0.0626744j 0.109808+0.0562594j -0.0314825+0.0436421j -0.0472576+0.0445479j 0.015941+0.194866j -0.0160886+0.00087972j 0.267882-0.166897j 0.0183802+0.127036j -0.141959+0.0193842j 0.0481661+0.22262j 0.0822933+0.0658628j -0.192779+0.0332383j -0.0665995+0.0374114j 0.0456087+0.0211751j -0.118289+0.03288j -0.0269678-0.0372989j 0.0107153+0.129513j -0.00259171-0.145897j 0.00629282+0.104112j -0.0282828-0.0539636j -0.035645+0.00682995j -0.0599053-0.122348j 0.00994641-0.00456413j -0.000280599+0.000725703j 0.00270793+0.0220896j -0.0396341-0.0216323j 0.00290491+0.0207608j -3.53498e-05-0.0411998j 0.0316496-0.00528068j -0.00257988+0.0107196j -0.000211274-0.0160465j -0.00451528+0.000623127j -0.00254753-0.0109417j -0.00323047-0.00336366j -0.000175031+0.0162623j -0.0232376+0.0177738j 0.00508033+0.0177453j 0.000479863-0.0212211j 0.00532247-0.000350286j 0.020301-0.0261881j 0.0152095-0.00816802j -0.00431053+0.00917242j -0.00219124-0.000178183j -0.0158964+0.0219764j 0.0050716-0.00892005j 0.0091128-0.00246027j -0.00681962+0.00974304j -0.0114951-0.00618719j 0.00175433+0.0040236j 0.0096187+0.00286304j 0.0122752+0.00835025j 0.00797811+0.00183136j 0.00307401-0.00605082j 0.0016575+0.00772253j -0.00657246+0.00489599j 0.00535054+0.000939501j 0.00274812-0.00247272j 0.0104405+0.00330434j 0.0036821+0.0111108j 0.000819153-0.00257979j 0.00730301-0.0193811j 0.00229986+0.00286474j -0.00980892+0.00646683j 0.00184308+0.00559197j -0.000656356-0.00115472j 0.00164007-0.000118565j 0.000396401-0.00568593j 0.00974704-0.00524571j 0.00665623-0.000706756j 0.00619763+0.00565284j -0.00876119-0.00915314j -0.0146041-0.00386545j 0.00502457-0.00528602j -0.00461952+0.00019675j 0.015163+0.0134131j -0.00842574+0.00873071j -0.00352261-0.00546747j -0.0113117+0.0258633j 
-0.00855486+0.0219389j -0.00173201-0.0420521j -0.0143888+0.0174126j -0.0153617-0.00620741j -0.0360182+0.0217707j -0.0404215+0.0445774j -0.00242513-0.01835j 0.00352702-0.00600918j -0.0208873-0.0148627j 0.0023891+0.00135078j -0.00347777+0.0118493j -0.0090441-0.0110932j 0.00836395+0.00765158j 0.00934108-0.00891326j 0.00330308+0.00621961j 0.0263794+0.00585699j -0.00872667-0.076804j -0.031148+0.0525632j -0.0804822+0.030581j -0.0172614-0.114005j 0.109838+0.214034j -0.0111985+0.0164246j 0.0132949+0.00580658j 0.0369863+0.0695008j -0.0322001-0.0173021j 0.213333-0.0223502j 0.157257-0.0441249j 0.0391821+0.162445j 0.15268+0.0493427j 0.0645518+0.0473106j 0.0646339-0.00387086j 0.000269378+0.0394228j 0.0468815-0.0980034j 0.0161834+0.0785535j 0.0233963-0.0457144j 0.0578555+0.100152j 0.00659948-0.0027087j -0.015317-0.0195461j -0.0206285-0.0374129j -0.00018764-0.00613802j 0.012916-0.0174179j -0.0188093+0.0334769j -0.000340685-0.0108045j -0.0123087-0.0280715j 0.0502328-0.00726095j -0.0389587+0.00573383j -0.0270599-0.0048216j 0.003979+0.000794866j -0.00160617-0.022775j -0.00388066-0.00783624j -0.0160635+0.00956191j -0.0177005+0.0212402j -0.0124794-0.00861784j -0.011427-0.0175824j 0.00668059+0.0269962j 0.0215128+0.0082052j 0.0140384+0.0361763j 0.000587355-0.00308111j -0.000468677+0.0122003j -0.0193877-0.00782368j 0.00602173+0.00104287j 0.0104675+0.0165891j 0.011509+0.0206349j 0.0056472+0.0111689j -0.000770772-0.00684579j 0.00253054+0.00667824j 0.00747588+0.0158505j -0.00249991+0.0027016j 0.00799383+0.0147894j 0.000336753-0.00665967j -0.00118396+0.00984324j -0.0119157-0.00631337j -0.00371683+0.00479053j 0.00664223+0.00787501j -0.00108748+0.0282051j -0.000313594+0.0233585j 0.00860049+0.00344238j 0.0170248-0.00717291j -0.0157856+0.000886201j 0.00169408+0.0019121j -0.00186458+0.00477326j 0.0161995-0.00216379j 0.00475125-0.0103797j -0.00112281+0.00657678j 0.00289585+0.00218098j -0.00969599+0.0077324j -0.0122672-0.00049125j -0.0140578-0.00900492j 0.0106731-0.00666882j 0.000560199-0.00604227j -0.00176307+0.0033415j 0.00154203-0.00121972j -0.00965054+0.00933899j -0.017367+0.00280105j 0.00695261+0.0176189j 
0.0937848+0.0342117j 0.000100144+0.0385549j -0.00526913-0.00425012j 0.0144773+0.00586046j 0.00244002-0.023755j -0.00483675+0.00460454j -0.0176732+0.015103j 0.00901226-0.00681005j 0.00785241+0.00312421j 0.0101534-0.00935129j 0.00601229-0.0201429j -0.00318283-0.0127201j 0.00877396-0.00209158j -0.0077893-0.00207116j 0.00301675-0.000565205j -0.16915-0.067044j 7.02919e-05+0.100478j -0.0128926-0.0382115j 0.128092+0.0728546j 0.0411053-0.041918j -0.0328366+0.000476978j -0.0186639-0.107751j 0.104131-0.0752019j -0.124408+0.119099j -0.111182-0.0302987j -0.03196+0.00186331j -0.123481-0.0315839j -0.12197-0.194684j 0.0673341+0.000481834j 0.0274179-0.0120764j -0.0128661+0.032505j -0.116165-0.0321339j -0.0316394+0.113357j 0.115467+0.073966j 0.0486208-0.0179706j 0.0504709+0.0305635j -0.0391981+0.0220765j 0.0840457+0.0936182j -0.0771211+0.00651709j -0.000481272+0.0121121j -0.0105617-0.0148666j 0.0352135+0.0279738j -0.00704494-0.00179394j 0.0212609+0.00521375j -0.012649+0.0350258j 0.01086-0.0186397j 0.00105784-0.012803j 0.00094081+0.0137194j 0.0261819+0.0200441j 0.00323348+0.00327368j 0.00490495-0.0181041j 0.015607-0.0116515j 0.00903429+0.00612216j 0.00645377+0.0128873j 0.011786+0.00450557j 0.0291064-0.0357957j 0.02032-0.0185548j -0.00809069+0.00909767j 0.00994906-0.00179595j -0.00336566+0.0138794j 0.00409479+0.00978002j 0.00168361+0.00484643j 0.0141802-0.0215931j 0.00223045-0.00285187j 0.00858794-0.00561038j -0.00212725+0.00702556j -0.00443884-0.00121841j -0.00533485+0.00348239j -0.00973489+0.000426024j 8.57328e-05+0.0248845j -0.00691309+0.00416088j -0.00423109-0.0023373j 0.00215765-0.00357966j -0.00658822-0.00281181j -0.0137181-0.0082639j -0.00814212-0.00260353j 0.000545718+0.0199446j -0.00318271+0.0262926j 0.0110621-0.00315952j -0.00249388-0.0086885j -0.00814071-0.00905325j -0.014291+0.00941114j -0.00355419-0.00362175j 0.0104078+0.0132486j 0.00907689+0.00636267j 0.00291836+0.00615421j -0.00414974+0.00201895j 0.0241906-0.008039j -0.00506674-0.0177696j 0.0049784-0.00039757j -0.0051071+0.00220394j 0.0243445+0.0138932j -0.00867961+0.0220706j -0.00160507+0.0164885j 0.0178541+0.00222306j 
0.0766477-0.0562521j 0.0561621+0.0294077j 0.022642-0.0185727j -0.0102971-0.0314219j 0.0174082+0.0233432j -0.0275652+0.00517612j 0.00422573-0.00870437j -0.00213841+0.0316666j 0.000647127+0.00892098j -0.00656114-0.00693153j -0.00229292-0.00525499j 0.0080905+0.0112957j -0.00981653-0.00227103j -0.00175258-0.00254406j -0.0248482-0.0149548j -0.127612+0.0915453j 0.1069+0.0866777j -0.0720344-0.100131j 0.0465333-0.0124464j -0.0722142-0.0187748j -0.154176+0.172098j 0.0614595+0.106725j 0.221889+0.0941377j 0.111035-0.0913628j 0.0819288-0.0967176j 0.103052+0.0958208j -0.0535841+0.14947j 0.0789483+0.0409236j -0.00158753-0.109789j -0.00492027-0.097433j 0.0640113+0.113117j -0.0036643-0.0801916j 0.0280488-0.0434829j 0.169376-0.0118148j -0.0102309+0.104292j -0.0546212+0.0118042j -0.112597+0.0905468j 0.0950272-0.0174139j 0.026334+0.0586542j -0.00997748+0.00265731j -0.0122995-0.000979877j 0.0269966-0.019839j 0.0548747+0.0135724j -0.0117163+0.0274512j -0.00888864-0.00947493j 0.04296-0.0369224j 0.00758307+0.00670029j -0.000790653-0.0164586j -0.0174139+0.018299j 0.00611389+0.0184174j 0.0114293+0.0216888j -0.00433935-0.00292519j -0.00482607+0.00548091j -0.0118597-0.0210171j 0.00405971+0.0267881j 0.00312072+0.0121019j 0.0102195+0.0250241j -0.00698746+0.00254501j -0.00652551-0.00201516j -0.000646405+0.00387228j -0.00189187-0.0012046j -0.00886365+0.00767439j -0.00355507+0.0129127j -0.0080922-0.00242508j 0.0191001-0.00327918j -0.00537153+0.00288677j -0.0172502+0.00636351j -0.0101029-0.00143458j -0.013209-0.000963861j -0.00597133-0.00127006j 0.000410508+0.00366686j 0.0201299-0.00798296j -0.0140993+0.00429709j -0.00723908-0.00353276j -0.0123308-0.00299604j -0.00355602+0.000170112j -0.00170732+0.00872532j -0.00778168-0.00752209j 0.0164258+0.00627839j 0.0181694-0.00801659j 0.0148235+0.000353192j -0.0253125-0.00929215j 0.0120964-0.0044778j -0.0121735+0.0132789j 0.00270395+0.00406693j 0.000951386+0.0034246j 0.0194092+0.00714926j -0.00916746+0.0130733j -0.00026334+0.0158322j 0.00217147-0.0035193j 0.00346663+0.00560962j 0.0161321-0.00948334j 0.029557+0.0117739j 0.0322991-0.0169585j -0.0138699-0.0269141j 
-0.0858277-0.0396741j 0.0424914-0.0829824j 0.020703-0.0338909j 0.0110962+0.0250339j -0.0124349-0.0457864j 0.013502+0.00514707j -0.00910387+0.00485546j 0.000577652-0.0066317j 0.00393942-0.00977365j 0.00835186+0.00834651j -0.00480802+0.0123294j -0.0102981+0.00371247j 0.00117443-2.63201e-05j 0.0122179-0.00825265j -0.00196855-0.00410191j 0.159592+0.0711101j 0.0633315-0.190926j 0.102243-0.130444j 0.0948043+0.202562j -0.204043+0.0201468j -0.0122375-0.100415j 0.018774-0.101635j -0.00881368+0.0843018j -0.0186588-0.0969099j 0.184033+0.152735j -0.00590105-0.0474712j 0.0440652-0.236539j -0.0269686+0.128342j 0.106173-0.0889901j 0.0435168+0.035082j 0.0483118+0.015081j 0.0532795+0.0342746j 0.0241887-0.0363526j 0.0461199-0.0825459j 0.0253529-0.0234634j -0.0046468+0.0847569j 0.0036576+0.022795j -0.0262356-0.122424j 0.110118-0.0444003j 0.0223482-0.041735j -0.0273761-0.0514899j 0.0171807+0.0435473j -0.0423114+0.0273692j -0.0339668+0.027414j 0.0198343+0.016558j 0.0053263+0.0300023j -0.00437445-0.0209596j 0.0118947+0.0188986j 0.0205615+0.00680772j -0.0123179-0.00207659j -0.0271752-0.0175041j 0.022561-0.0135812j 0.0169878-0.0226472j 0.0389952-0.00224285j -0.0325243-0.000265656j 0.013359+0.00296933j -0.0197122-0.0200375j 0.0221348-0.0224991j 0.00219988+0.00202876j 0.00408391-0.0136793j 0.0161524+0.00319611j -0.0103831-0.0116579j 0.00718258-0.0143149j -0.00668942+0.00853288j -0.00415254+0.0202003j 0.00503859-0.010409j 0.00164889-0.0226434j 0.0127412-0.019781j -0.00555753-0.00650124j 0.00217279-0.00273812j 0.00623309-0.0140087j -0.00122055+0.0133826j -0.00459206+0.0036173j -0.000810232-0.00855817j 0.0019819-0.0210807j -0.00170664-0.00273054j 0.00709123+0.00100418j 0.0140315-0.00422668j -0.00802075+0.0102059j 0.0122444-0.00217935j 0.00653117-0.00564855j 0.00416026-0.00317012j 0.00654415+0.00054444j -0.00165804+0.00630267j -0.00175294+0.00367978j -0.00723423+0.0072341j -0.00506933+0.00192581j -0.0024837-0.00513171j 0.00939388-0.0101763j 0.00057756+8.72473e-05j -0.00244286+0.00191185j -0.00907633+0.0025892j 0.00427189-0.0150842j 0.0180051-0.0289378j -0.0143191-0.0105347j 
0.0166558+0.00621487j -0.00312814+0.0226782j -0.0466098-0.0402593j 0.0144673-0.00819002j 0.00100976-0.00717043j 0.0279804+0.0273527j -0.00734086-0.0152533j 0.000228611-0.0057078j -0.0132365+0.0167549j -0.0367682-0.0150793j 0.0049939-0.00494802j 0.00275832+0.00154434j 0.0123466-0.0124911j -0.00702749-0.00561811j -0.000615925-0.000641092j -0.078543-0.00551525j 0.0469525+0.106119j -0.201101-0.0729477j 0.235454-0.117142j -0.241955+0.112546j 0.0821005-0.0203853j -0.0885396+0.102627j 0.0739625-0.204481j 0.0400989+0.00217584j 0.0511184-0.117834j 0.166559-0.138235j -0.0515967-0.0563866j -0.0258145+0.014359j -0.128467-0.14352j 0.0644573+0.101349j -0.0912428+0.0347461j -0.11319-0.125338j -0.079602-0.140235j 0.0153694-0.052409j 0.0376413-0.0303465j -0.037305-0.0283893j 0.0268866-0.0619672j 0.0601573+0.041183j 0.000221887+0.0623345j -0.0154324+0.00412093j -0.0511199+0.0107696j 0.062559-0.0149123j 0.0131633+0.0151899j -0.000268391+0.00393802j -0.000417896-0.00475629j -0.0137548-0.0171336j -0.00499735-0.0042321j -0.0188747+0.0016308j -0.00299868+0.0128087j -0.00862935-0.00587707j 0.00636551+0.0019651j -0.00963664+0.00588008j -0.0182063+0.00545008j -0.0006618-0.000593568j 0.00337997-0.00698801j 0.016642+0.018404j 0.00937966+0.00311152j -0.00213648-0.000515482j 0.00233844+0.00392092j -0.0092664-0.00318039j 0.00227637-0.00837242j 0.0106731-0.0051501j 0.0137471+0.00887528j -0.00189432-0.00230402j -0.00870718-0.0112327j 0.00573273-0.00230802j 0.00589949+0.00560177j 0.0108815+0.00322265j 0.000125457-0.00308551j 0.00369102+0.000846004j -0.00628706+0.000768956j -0.00665103-0.00648095j 0.00747206+0.00247762j 0.00295882-0.00459305j 0.00505439+0.00840998j -0.00836326-0.00778877j -0.00995086-0.0113333j 0.0106484+0.0122618j -0.00545022+0.0186031j -0.00606424-0.00639327j 0.00342404-0.00496013j 0.00623414-0.022028j 0.00632608-0.00184833j -0.0207604+0.0149384j 0.00201196-0.00289403j -0.00439984+0.00663051j 0.00947877+0.00647049j -0.0192134+0.0171959j 0.00749913+0.0151286j 0.00267534-0.000741587j 0.00368755-0.00441775j -0.00604567-0.0144005j 0.00955278-0.00727244j -0.00455646+0.0155644j -0.00431622+0.00281843j 
0.0244924+0.0413704j -0.106819+0.0238536j 0.0457539-0.0197832j 0.0100646-0.00604206j 0.0114374-0.0114729j 0.00174089+0.0181136j -0.00217949-0.0183459j -0.0184549-0.0279234j 0.0385004+0.00408247j 0.00101985-0.0183525j -0.0164548+0.00793729j -0.0075518-0.0085835j 0.00386794+0.00511859j -0.00129688+0.00162823j 0.00866254-0.00444966j -0.0555107-0.169774j -0.178838+0.0742714j 0.170635-0.165197j 0.148031+0.0936659j -0.0717741-0.100249j 0.0713379+0.106042j 0.0913032-0.120004j -0.0151864-0.154711j 0.0985886+0.196331j -0.124401+0.132843j 0.041097+0.0678873j 0.101829+0.0116529j -0.0369513-0.084146j 0.00275049-0.114348j -0.0691512-0.0463865j 0.146186+0.108845j 0.0773935-0.00750156j 0.0557268+0.0303637j 0.0117469+0.00672474j -0.0428139-0.0036451j 0.0217812-0.0511469j -0.00586839-0.0290185j -0.0643306+0.121384j -0.094007-0.0561464j 0.00460521-0.00167609j -0.0129366-0.00094154j 0.0393416+0.0190868j -0.0540344+0.0420915j 0.00802704+0.00830708j 0.0170558+0.0453778j -0.0458325-0.0183844j 0.0102808-0.00569778j 0.00618675+0.00655412j 0.0206571+0.0303761j 0.001357+0.00918559j -0.00216451+0.00772585j -0.00235704+0.00183322j 0.0148386+0.0180594j 0.00606945-0.00781375j 0.0133082-0.00952511j -0.0165068+0.00326708j 0.00445162-0.00042438j 0.00732673+0.0233306j 0.00246441-0.0103912j 0.0122406+0.0121861j 0.00139087+0.00769929j 0.00297747-0.005925j -0.00538157+0.00176346j -0.000966531-0.0135638j -0.00808237-0.00133628j 0.00254267+0.00958345j 0.00558752+0.0127102j 0.00379277+0.00985784j -0.00373829-3.18151e-05j 0.00859953-0.00849109j 0.00804082+0.0086591j -0.00924435-0.00851478j -0.0126132+0.00185014j -0.00394553+0.00297191j -0.0063636+0.00413411j -0.0053483+0.00649279j 0.0114054-0.00269441j 0.014007-0.0252259j 0.00428734-0.0168156j 0.0112769+0.000864924j 0.00711721+0.0132615j -0.00798622+0.0113134j 0.00641598-0.0102773j -0.00121748-0.0201549j 0.0040938-0.00043912j 0.0106863-0.00980829j 0.029661+0.00202574j -0.00599578+0.00868063j -0.0170008-0.000209509j 0.000546138+0.0019059j -0.000573344-0.00190678j 0.00893134+0.00718152j 0.00661949+0.010553j 0.00449921+0.0100912j 0.00649526+0.000578268j 
0.017306-0.0665844j 0.0487441+0.0180766j -0.00838916+0.0493867j 0.0332692-0.00756369j -0.0210013-0.0213576j -0.0196843+0.00752602j -0.0341034+0.0227078j -0.00188547+0.00227053j -0.00178402-0.00641075j -0.0107488-0.00264638j -0.00648253+0.000316693j 0.00467236+0.00309379j -0.00928631+0.00783821j 0.0022448-0.0023331j -0.00154684+0.00669142j 0.0163375+0.15529j 0.10277+0.0414424j 0.0565398+0.115248j 0.000529995-0.0382481j -0.0596913+0.0494978j -0.0885604-0.0482372j 0.0725716-0.0846936j 0.107224+0.0929847j -0.129379-0.104047j 0.0724592-0.062301j -0.0898555+0.033745j -0.149432+0.0235997j -0.0445242-0.054286j -0.0394645+0.0276238j -0.00449311-0.0160256j 0.0375832+0.0165074j -0.0530401-0.0325286j -0.00457853-0.0196274j -0.0901155-0.0475677j -0.00771723+0.0203705j 0.00977399-0.0263744j 0.043278+0.00402577j 0.0155881-0.0455481j 0.0286581+0.0866588j 0.0293699+0.00375576j -0.00218094-0.0244087j 0.00958986-0.00182444j -0.04634+0.000767022j -0.0378817+0.0386949j 0.00312374-0.00279973j 0.0189333+0.00301671j -0.0177326-0.0044265j 0.00295809+0.0282559j 0.00208521+0.0214496j -0.0050419+0.0113114j -0.0301646+0.0123271j 0.00470454+0.00917518j -0.000570883+0.000759194j 0.0200568-0.0133466j 0.00613119+0.033479j 0.00162095+0.0172599j -0.00301816+0.0308775j -0.00676782-0.00509733j 0.010105+0.0107922j -0.0136431-0.01358j 0.00273461+0.0198482j 0.00447684+0.0231243j -0.00585602+0.0112272j 0.00673367+0.0118777j 0.0125265+0.00404039j -0.0042968+0.0127667j -0.00870011+0.00509312j -0.0156858-0.0013769j -0.00259937+0.0114427j 0.00787529-0.000501967j -0.00466531+0.00310079j -0.00222198+0.0113689j -0.0104238+0.00451449j -0.00164828+0.00564971j -0.0191876+0.0145136j -0.00601407+0.0203201j 0.0130459+0.00699289j 0.0211442-0.00538488j -0.00524172-0.00231504j -0.000780495+0.0027475j -0.00374868-0.00123145j 0.0111641+0.00730379j 0.00323298-0.000378691j 0.00368511-0.00259058j -0.00203076-0.00118521j 0.0090876-0.00144134j 0.011878-0.0126568j 0.00241353+0.00540464j 0.00291682-0.007222j -0.00503447+0.00342842j 0.0021676-0.000288167j -0.00937873-0.00656583j 0.00191965+0.00516834j 0.00339693+0.00862683j 0.00809709-0.0174851j 
-0.00108803+0.0633305j -0.0246195-0.011041j -3.56876e-06+0.0241149j 0.0136333-0.0185071j 0.000208467-0.0115648j 0.0232366+0.0165093j -0.0281014-0.0401772j 6.22296e-05+0.0170922j -0.0146371+0.00307355j 0.00914559+0.00751042j -0.000720337-0.00548101j 0.0230059+0.00765867j -0.018443-0.00523495j 0.0122323+0.000546182j -0.0149925-0.000430338j -0.0118914-0.101914j -0.0988106-0.0666851j -0.0304523+0.0171698j -0.0987618-0.153426j -0.0218026-0.0363024j 0.0939137-0.116182j 0.0466247+0.0151698j -0.0787625-0.139344j 0.0217683+0.0463329j -0.123436-0.0211687j -0.0202961-0.041257j -0.0328804-0.0246251j -0.0157855-0.0472578j -0.0685841+0.0661886j -0.042593-0.0539634j -0.0105219+0.0400602j 0.016054+0.00179915j 0.0363166-0.0885078j 0.0223608+0.0338387j -0.0489438+0.0749102j -0.0199198+0.107473j -0.0856752+0.0371651j -0.0367931+0.0251279j -0.0586619-0.0911837j -0.0189168-0.00929517j 0.0193812+0.0560128j -0.0217006-0.049038j 0.0446699+0.0285323j -0.00999314-0.00377639j 0.00577248+0.0185737j -0.00845432+0.0313593j 0.00835873-0.0113287j 0.00523965+0.0188274j 0.0170499+0.0135103j 0.00784299+0.00440505j 0.0123315-0.011498j 0.0130186+0.00364539j 0.0114208-0.00109535j -0.00588505+0.00703547j -0.00960989-0.00829563j 0.0163495+0.0160361j 0.000986958-0.0102932j -0.00292673-0.00286203j -0.00469186+0.00660618j 0.00503743-0.000776925j -0.00224197+0.00624871j -0.0137781-0.00491267j -0.00718418+0.002621j -0.00380285+0.00429689j 0.00893651-0.00409074j -0.0111518-0.00126341j -0.0103709+2.90348e-05j -0.0148123+0.00563241j -0.000125562+0.00780206j 0.0082081-0.00177649j 0.00338487-0.000382182j 1.48731e-05+0.0122084j -0.0211757+0.00110276j 0.00131887+0.00752075j -0.0113417+0.00874806j 0.00569272+0.0056507j 0.0186353-0.00511776j 0.0178176-0.00475882j -0.000904665-5.88644e-05j 0.0131577-0.000584301j 0.00484169+0.00895315j -0.0105387-0.0012516j 0.00166062+0.00513594j 0.00732475-0.0021937j 0.00015433+0.00211276j 0.0056194+0.00409267j -0.00270162+0.0137128j -0.0165658-0.0115556j -0.0123002+0.0119569j -0.00154567-0.00949551j -0.000321307+0.00593413j 0.00934888+0.00216325j 0.00479003+0.00996504j 0.00403826-0.0247082j -0.0154286+0.0126216j 
