-0.00382496-0.0206169j -0.0361295+0.0297113j -0.0126278+0.0745293j -0.0568508+0.0690908j -0.0644181-0.0118562j 0.127469+0.010468j -0.0237355-0.050502j -0.155684-0.0434449j -0.00134163-0.133848j -0.0232673+0.020449j -0.0863361+0.000173772j 0.0817807+0.212384j -0.0434556-0.259762j -0.218477-0.0364189j 0.120956-0.12474j 0.278404-0.141068j -0.0256191-0.1837j -0.0977779+0.195063j -0.00687729+0.0503295j 0.251851+0.0891993j -0.243402+0.105611j 0.120461-0.0840857j 0.042952+0.122704j 0.0170399+0.0132499j -0.0604426+0.165049j -0.263644+0.116325j -0.234912-0.0448192j 0.0226125-0.0326917j -0.034156+0.032542j -0.000667913-0.0102171j -0.0241248+0.0227579j 0.00249686-0.0152202j -0.0229536+0.0233923j -0.0131862-0.0328341j 0.0210918+0.010372j 0.00764649+0.00833902j -9.99495e-05+0.0489437j 0.0253526+0.00554356j -0.0100326+0.00403108j -0.00542509-0.0304895j -0.072507+0.0130429j 0.0376581-0.00764533j -0.0188872-0.0209095j -0.00302871+0.00342519j 0.00311741+0.0479534j 0.0407404-0.0121569j -0.0107534+0.00987302j 0.028148+0.0221395j 0.0193046+0.0392679j -0.0306342+0.0150376j -0.028908-0.0252216j -0.0290844-0.0333712j 0.0245623-0.0561027j 0.0231876-0.0307594j 0.0301671-0.00322174j -0.0035667-0.0121409j 0.00858706-0.018651j -0.000125393-0.00228849j 0.00775874+0.0110019j -0.0155586-0.0109415j -0.00777235+0.022534j 0.00831343+0.0161476j 0.0173942+0.00327203j 0.00567322+0.00828874j 0.0148481+0.0226948j 0.0403885+0.045974j 0.0406117-0.0383248j -0.00513894-0.0078114j 0.00805773-0.0110435j 
0.00129373-0.00794924j 0.00581466+0.00716884j 0.012629+0.00135786j 0.00401825+0.0127713j 0.000696036+0.0119443j -0.0139532+0.00659332j 0.00705786-0.00222036j 0.00414084+0.00587861j 0.0100863-0.002209j 0.00584786-0.00229594j -0.0100916+0.00213802j 0.000918877-0.0130646j 0.00119221+0.0130355j 0.00025696+0.000487479j -0.00475366-0.0121862j -0.00424931-0.0139404j 0.00148078-0.00866641j 0.0048314+0.000730096j 0.0128656-0.00181799j -0.00889401-0.00720731j -0.00216495-0.00244896j -0.00221501+0.000502868j -0.00105437+0.00119926j 0.00419438+0.00708388j 0.00519543-0.000262314j -0.00196229-0.00623151j -0.00114167+0.00160894j 0.00208316-0.000747738j -0.00992489+0.000428488j 0.00243521-0.00220492j 0.006607+0.00685767j -0.00198514+0.00435407j 0.00460485+0.00334081j 0.00952719+0.00207058j 0.00920199+0.00704927j -0.00545095+0.0114595j -0.00393675-0.000530803j 0.00622337+0.00725443j 0.0118037-0.00123235j -0.000443563+0.0148268j -0.011394-0.00078144j -0.00287314+0.00534678j -0.00170299-0.00110097j -0.00479054-0.000734671j 0.00384424+0.00134583j -0.00357207-0.0053599j -0.00758735+0.00716703j -0.00148963+0.00378616j 0.00104977+0.000728475j -0.00606721-0.00328353j 0.00388616-0.00204297j 0.000244837+0.00220079j -0.00929186-0.00247659j 0.00961195+0.0019146j 0.000208944-0.00811524j -0.00318684+0.00395106j 0.00621381-0.00392898j -0.00121718-0.00472866j 0.0031881+0.00147497j 0.00075134+0.00821395j 0.000776404-0.00182397j 0.000104206+0.00346582j -0.00285408-0.00479651j 0.00820679+0.000332147j 0.000847899+0.000455513j 0.0012217+0.00112168j -0.000460944-0.00342987j 0.00122477+0.00125104j -0.000238214-0.00291284j 
6.04508e-05-0.00261676j 0.000622462-0.00102043j 0.00254903+0.000267809j -0.000787275-0.00128745j 0.00648605+0.00194884j 0.00157679-0.00175134j 0.00431064+0.00359394j 0.00273563+0.00331837j 0.00278166+0.00164508j -0.0106433-0.00292194j -0.00384675+0.0105646j -0.00315505+0.0115839j -0.00121217+0.00857648j 0.000313751-0.00886858j 0.00816766+0.0038958j 0.00331463-0.00566825j -0.00135736-0.00189843j 0.00275438-0.00366857j 0.00844528+0.00263731j 0.00549862-0.00118184j 0.000181557+0.00341326j -0.00178673+0.00773212j -0.00175436+0.0013251j -0.00327354+0.00422885j 0.00109007-0.0018542j -0.00197209+0.00163906j 0.0027477-0.00061706j 0.00261679+0.00149967j -0.000838963+0.000764749j 0.000311449+0.000621211j -0.000865713+0.000411849j -0.000658124+0.00538045j 0.00379843-0.00117825j 0.00251315+0.00313928j 0.0123829-0.00207576j -0.00370268-0.00146966j 0.00461348-0.00198262j -0.00857522+0.0041369j 0.00383287+0.007028j -0.00368951+0.00436329j 0.00143067-0.00672398j 0.00912123-0.00651506j -0.0177663-0.00832982j 0.0108732+0.00806451j 0.0209131-0.00333331j 0.0198559+0.00468092j 0.00409324-0.0107591j -0.0186525-0.00488928j -0.00113711+0.00465995j 0.00727395+0.0020851j 0.0201917-0.00491193j -0.0034836+0.0125007j -0.00568684-0.00114838j 0.000672048+0.00391972j 0.00185641-0.00269884j 0.0118117-0.00413249j -0.00538096-0.00539579j -0.000207059-0.00575544j -0.00499756+0.00018056j 0.00929691-0.00226047j -0.00336652-0.00557188j 0.00338305+0.00213978j -0.00255099-4.90715e-05j 0.00591809+0.000196504j 0.0026177+0.000996329j -0.00300242+0.000553783j -0.00308376+0.000466313j 0.002033+0.00341318j 0.00114535+0.000671822j 
-0.000176213+0.000571705j -0.00224402+0.00424036j 0.00318261-0.00188978j 0.00101241+0.00538185j -0.00321825-0.00216535j -0.00296671-0.00174445j -0.000946848+0.00562152j -0.00156299-0.0052602j 0.00373914+0.001413j -0.00695007+0.00909434j 0.0132626-0.00148276j 0.00698408+0.00562088j 0.00282268+0.00136431j -0.0110482+0.0067499j 0.00583969-0.00216393j -0.000436055+0.00222737j 0.00227451+0.00335226j 0.00176374+0.00158305j 0.000384161-0.00256984j -0.00148899-0.00282904j -0.0035643-0.00647934j -0.00164221+0.0023146j -0.00022848+0.000705305j 5.57467e-05+0.00137048j -0.000843794+0.000773122j 0.00290062+0.00306219j -0.00111644-0.000145377j 0.00426199+0.00127902j -0.000642332+0.00277298j 0.00268469-0.00251431j -0.00107785-0.000144609j 0.00640166+0.00215354j -0.000854845-0.00220871j 0.00683159-0.000642357j -0.00125479+0.0103884j -0.00464613+0.00856757j -0.000588817+0.00922978j -0.0050796+0.00448435j 0.0111631+0.00513917j 0.00167272+0.0165951j 7.54808e-05+0.000152109j 0.0214031+0.000147724j -0.000780071-0.00464827j -0.00454462+0.0166042j 0.00923362-0.00649639j 0.0030764+0.016979j 0.00993238+0.00149485j 0.0186287-0.00398604j 0.00916798+0.000724455j -0.00876613+0.00842967j -0.0132549-0.0012442j -0.003541-0.00450129j 0.00320467+0.0110486j 0.00273899-0.0108879j 0.00241711-0.0102689j -0.00503257+0.00772652j 0.00328157-0.000880754j 0.00417572+0.00607119j -0.00177045+0.00318386j -0.00803863+0.0143921j 0.00583064+0.00250809j 8.77002e-06+0.00175492j 0.00782547+0.000817024j 0.000779719+0.0051338j -0.00280566-0.00194941j 0.00167968+0.00824039j 0.00266145-0.000432933j -0.000175373+0.00410943j -0.00348943-0.00263154j 
-0.00119805-0.00108957j 0.00143563-0.00205735j 0.00711527+0.0051868j 0.00244049-0.00372724j 0.00880798+0.00758312j -0.00316612+0.005486j -0.00156597+0.0109774j 0.00251911-0.00299341j 0.00605996-0.00608342j -0.0123987-0.00303681j 0.00448356+0.00731949j -0.0162393+0.00617168j -0.0165194-0.00934875j 0.00396971-0.0118724j -0.00374206+6.79758e-05j 0.00146543+0.0120139j -0.00250938+0.00429239j -0.00283438+0.00434475j 0.00174307+0.00609758j -0.00209381+0.00292818j 0.00488193-0.00725702j 0.00268157+0.00866497j -0.00607785-0.00171173j -5.19715e-05-0.00132224j 0.00142038-0.0016161j -0.0047714-0.00357194j 0.00494993-0.000415491j -0.000404448-0.0040964j 0.000206751-0.00201413j -0.00322642-0.00255569j -0.00325309+0.000548886j 0.00636994-0.000527415j 0.00263253+0.000839293j 0.00137478-0.00537653j 0.0147227-0.00239682j -0.000761421+0.00488656j -0.00567446-0.0140241j 0.00370062-0.000914808j -0.00913584-0.00504359j -0.00697818-0.0057281j 0.00809996-0.000808081j -0.00360656+0.0191459j 0.00485619+0.0107786j 0.00306934-0.00924716j -0.000270694+0.0118646j -0.0125779-0.00285103j 0.00974004-0.00725893j 0.00876682+0.000706142j 0.00101541+0.00251822j -0.00348546-0.0178968j -0.00512758+0.00676952j 0.000624595-0.00812281j 0.00208118-0.0107856j 0.00430302-0.00397882j -0.000317599+0.00232012j 0.0033294-0.00135813j 0.0061381+0.00306768j 0.00362428+0.0047594j 0.00543401+0.000727312j -0.0061311+0.00728879j 0.00900584+0.00279917j -0.00433389+0.00643509j -0.000418148-0.00324753j 0.00246447-0.00601721j 0.00629212-0.000768883j -0.00737026-0.00224839j 0.00105733-0.000603545j 0.00205353-0.00062685j 0.00311811+0.00369037j 
0.00660329-0.00942879j 0.00267817+0.00439897j 0.012523-0.0119414j 0.0109445+0.00729747j 0.00328382+0.00469044j 0.00953366+0.00214131j 0.00968942+0.00515154j 0.0106465-0.00470552j -0.00140308-0.00549598j -0.00978862+0.00112042j -0.000495642+0.000429252j 0.00165726-0.00526299j -0.015028-0.00171472j 0.0056418-0.0169575j -0.00678406-0.000679764j 0.00144683+0.00166605j -0.003783+0.00684376j 0.00717673-0.00375216j -0.00690084+0.000597452j 0.00669407-0.0037727j -0.00221551+0.0121904j -0.00257068-0.00151955j 0.00260228+0.00157443j 0.00365883+0.00321879j 0.00871894-0.0127404j -0.00204922+0.00526477j -0.00331432+0.00253777j 0.00328751+3.55319e-05j -0.00058811+0.000779675j 0.00496566-0.00493356j 0.00394087+0.00376666j -0.0078374+0.00349169j -0.000999564-0.00303593j 0.00916788+0.00551163j -0.00316601+0.00200484j -0.00389898+0.000527013j 0.00376634+0.0108229j 0.00793602-0.00677951j 0.000285636-0.00408454j 0.00779029+0.00394661j -0.00110213+0.0115523j 0.00333472+0.00798402j 0.00292391+0.00287885j -0.0123157+0.00540124j 0.0020003-0.00320745j -0.00604226+0.00373685j -0.00601534+0.00671054j 0.00171599+0.0127573j -0.0133254+0.00483265j -0.00164434+0.00666875j -0.00593013-0.00802101j 0.00255057+0.0126933j -0.00720545+0.0107294j -0.00181191-0.00580185j 0.00402196-0.0010834j -0.00973054+0.00314874j 0.000809139-0.00110293j 0.00140356-0.000755446j 0.00150074+0.00328812j 0.00233426-0.00190187j -0.00558036+0.000273929j -0.00327065-0.00133046j 0.000935237+0.00120557j 0.001421+0.00704486j -0.00514563-3.24842e-06j 0.0085196+0.00150496j -0.00195492-0.000634323j -0.00153393+0.000233225j -0.00181017-0.00402096j 
-0.00297249+0.00158805j 0.00170411-0.00259475j 0.00134818+0.00243399j 0.00127594+0.00646367j 0.00195598+0.000443847j -0.00387191+0.00113015j 0.00247817+0.000372132j -0.0011354-0.00224961j 0.00311723-0.0022602j 0.00486094+0.00378763j -0.00100377-0.0028165j -0.000876142-0.00595877j 0.00245877+0.00460748j -0.00340167+0.00767488j -0.00537449-0.00629529j 0.000378616+0.00674305j -0.00271002-0.00496481j -5.33339e-06+0.00161821j 0.00417802-0.00040419j -0.00446909-0.0040471j 0.00243495+0.00181694j -0.00221741+0.000453991j -0.000930242+0.00345493j -0.00173313-0.00130311j -0.000731303+0.00385623j -6.4241e-05-0.00195016j 0.00129474-0.0022019j 0.00252509+0.000829385j -0.00221225+0.00112176j -0.00513392+0.00128603j -0.000809313+0.00256548j 0.00463895+0.00390287j 0.00254712+0.00122833j -0.00105434+0.00182387j 0.00262192+0.00102583j 0.00152196-0.00512561j -0.00153688-0.00169857j -0.000996111+0.0019024j -0.00189481+0.00383665j -0.00548701-0.00121594j -0.00393813+0.00407693j -0.0079354+0.00840964j -0.0109325-0.0177265j -0.00226421-0.000505785j 0.00373068+0.00463692j -0.0128149+0.00219054j 0.0159815+0.00595126j -0.00364505+0.0011207j -0.00313266-0.00598584j 0.00202432-0.00381521j 0.00622967-0.00331679j -0.000378827-0.0143841j -0.00913634-0.0019405j 0.00142468+0.00568985j -0.000814999-0.00335148j 0.00734558+0.00748009j -0.0062798+0.000660516j -0.000867727+0.00153979j -0.00110225-0.00199712j 0.0045697+0.0034265j -8.95359e-05+0.00465434j -0.00206745+0.00297419j -0.00307283-0.00400746j 0.00262647-0.000752973j 0.0031456+0.00376692j -0.00429304+1.62989e-05j -0.00218073+0.00560001j 0.00193139+0.0011609j 0.00111441+0.00269731j 
-0.00848212-0.00617825j 0.00208232-0.00565477j 0.00424147+0.015282j 0.000976663-0.00229143j 0.00203531-0.00849522j -0.00548351-0.00461244j -0.00474884+0.00550243j -0.00209682+0.00756569j 0.00689502-0.00604244j 0.00618246-0.000896385j -0.00055125+4.76945e-05j -0.00502235+0.0051556j -0.000682775-0.0183779j -0.00246566+0.00806273j 0.00909039+0.00495752j -0.00450917-0.000306156j 0.00975271+0.00303462j 0.00157586+0.00840819j -0.00533905+0.0131229j 0.00387482+0.0071682j 0.00492467-0.00669167j 0.00341612+0.00173264j -0.003389-0.00427958j -0.00259396-0.000390693j -0.00113725+0.00148898j 0.0045199-0.000498852j -0.00265709+0.00330387j 0.00432029+0.00170572j -0.00600832-0.000662153j -0.00438986-0.00367056j 0.00118166-0.00996253j 0.00137042-0.0103105j 0.00104313-0.00313739j 0.000376419-0.00233816j 0.00695498-0.000929513j 0.00128713+0.00296913j -0.00633462-0.00256173j -0.000761154+0.00801765j 0.024302-0.00339814j 0.00673524+0.0145694j -0.0145649+0.0168717j -0.0071018+0.00538496j -0.00383658+0.000512397j -0.0029987+0.00507584j -0.000363542-0.00466121j 0.00194343-0.000510667j -0.00156744+0.0150129j 0.00699746+0.00581731j 0.00291934+0.00569606j -0.00349213-0.00296619j 0.000924098+0.0062824j -0.00574317+0.00665947j -0.00114413+0.00185602j 0.00474654-0.0115888j -0.00215244-0.00355293j -0.0036183+0.00110459j -0.00429945-0.00238483j 0.00556375+0.00437402j 0.00688317+0.0111305j 0.00526825-0.00445452j -4.6702e-05-0.00357158j 0.00460778+0.000735389j 0.00300182+0.0048784j -0.00177034+0.00653194j 0.00241858-0.00367858j -0.0013387+0.00443075j 0.00723474-0.00285925j -0.0017286+0.00204808j -0.000777209-0.000714523j 
-0.0193985-0.00628j -0.00200086-0.016705j 0.00526393+0.00499981j 0.0176634+0.0103741j 0.00961795-0.00420159j -0.00132215+0.00343507j 0.00310116-0.0029343j 0.00909564+0.0152211j 0.0231317+0.00160251j 0.00458274+0.00326866j -0.00794139-0.000129182j 0.00259215-0.00233977j 0.00435374-0.00657074j -0.00363841-0.00286469j -0.00917999-0.0058037j -0.00233387-0.00501168j 0.00562261+0.00328752j 0.0118562+0.013719j 0.00225889+0.000829791j 0.00031815+0.00419446j 0.00449777+0.00368731j 0.00397602-0.000773033j 0.00143467+0.00488159j 0.0058448-0.00558848j 0.00598826+0.000134911j 0.00021298+0.000530495j -0.00105079-0.00268649j 0.0120663-0.00319261j -0.00256386+0.00112533j -0.0110883-0.00477426j -0.00348317-0.00750051j -0.00456656-0.00807238j 0.00224634-0.00207065j -0.00865309+0.00270369j -0.0122425-0.00202044j -0.000727284-0.00940845j -0.00320757+0.00102425j -0.0084122-0.00384641j -0.000408603+0.00723085j -0.00201268-0.00351801j 0.00586171+0.00282022j 0.0080935-0.00105016j 0.0027514-0.00437445j -0.000427443-0.00155769j 0.000821351-0.0056724j 0.0122336+0.00141121j 0.00400605-0.00577558j 0.00260177-0.00564968j 0.0016976-0.00498294j 0.000689285+0.00336737j 0.00432453+0.00170779j 0.00242904-0.00114161j 0.00746132-0.00310997j -0.00350124-0.00331414j 0.00360382+0.00588417j 0.00237958-0.000919536j -0.00253568+0.000361902j 0.00268051+0.00208392j -0.0061914+0.00549146j -0.00191635-0.00176735j 0.00198129-0.00199384j 0.00109812-0.00235532j 0.00190549+0.00221238j -0.00256847+0.000226716j 0.00146067-0.00264403j -0.00010195+0.00131047j 0.000863479-0.000184612j -0.00066295-0.000904288j -0.0018418-0.000584606j 
0.00677526+0.00774283j -0.00482916+0.0101722j 0.00264657-0.0142787j 0.00272985+0.00793102j 0.00445867+0.0073522j -0.00615924-0.000406963j 0.00739834+0.00530135j -0.00533903-0.00747815j -0.00100788+0.00592232j 2.5713e-05+0.0037781j 0.00706411-0.00253236j -0.00829966-0.00353432j -0.00178576+0.0111293j -0.00602199+0.000435722j 0.00389095+0.0010606j 5.23777e-05-0.000720256j -0.00342776-0.00024484j -0.00217695-0.0108447j -0.00334203+0.00048887j -0.00207702-0.00299138j -0.00268872-0.00204849j -0.00319062-0.000994553j -0.0020979-0.00333467j -0.00213415+0.00422595j -0.0011052-0.00108624j -0.000751463+0.00231849j 0.000377568-0.000312858j -0.00273246+0.000891753j 0.00193349-0.00142825j 0.00863119+0.00212927j -0.010199+0.00149799j 0.00869039-0.00360055j 0.00125096+0.00486539j -0.0068213+0.000197287j 0.00729221-0.00884103j 0.00321673-0.00314644j -0.0114969-0.000983159j 0.00262632+0.0119976j 0.00600686-0.00490254j 0.000548456+0.00677534j -0.0068511-0.00434315j -0.00708849-0.00729709j -0.00595089+0.00724419j 0.00890145-0.000107356j 0.0113319+0.00514094j 0.0113354+0.00827595j 0.00213579+0.0049628j -0.00454668+0.00221273j 0.010198+0.00140422j -0.00186887-0.000868507j -0.00283673+0.0100261j -0.00506578+0.00874452j 0.00497091-0.00398897j -0.00212238-0.000772053j -0.00720156-0.00493956j -0.00628146-0.00158244j -0.00118801-0.000749224j 0.00359913-0.000674451j 0.0104372-0.00508611j 0.000832126+0.000212896j 0.00110987-0.00948611j 0.00295903-0.00437567j -0.000510604-0.000101703j -0.0037604-0.00032574j 0.00399813-0.00063458j -0.00793278+0.00200534j 0.00227116-0.00260642j 0.00344271+0.00245342j 0.000198879+0.00267877j 
0.00323046+0.0131996j -0.0170848-0.00133836j 0.000989168-0.0134456j 0.0192233+0.0202533j 0.00638041+0.0100035j -0.0162798+0.000201924j 0.00428765+0.0157495j 0.000977926+0.00647025j 0.0170909+0.0226921j 0.00666576+0.00118574j 0.00633895-0.00643326j -0.019853-0.00346786j -0.00026661+0.00138351j -0.00371657+0.00243343j 0.00128845-0.00540229j -0.000367544-0.00305968j 0.000180767-0.0013729j 0.00113406-0.00614465j -0.0053904+0.000562175j -0.00698846-0.00240299j 0.00269945-0.00227843j -0.00437036-0.00615425j 0.00210665-0.00298535j -0.00204436-0.00205511j 0.000742948+0.00216914j 0.00178395+0.00505597j -0.00186007-0.00161901j 0.00224245+0.000723909j 0.00412931-0.00314922j 0.00243071+0.00682369j -0.0110467+0.000449891j 0.00619175+0.00227438j 0.0100938+0.0105085j 0.00378188-0.00213406j 0.0031599-0.000489663j -0.00607967+0.000988046j 0.0108456+0.000562011j 0.00520606-0.00905244j -0.00731136+0.00519512j -0.00120709-0.000449758j -0.00281175-0.00351205j -0.00412608+0.00567222j 0.00319147+0.0055567j 0.000863426-0.00549417j 0.00018636+0.00937248j 0.00502309+0.00546791j 0.00438285+0.00134222j -0.00196795+0.0089707j 0.00141327+0.00718227j 0.00632801-0.00084728j -0.0031221+0.00635082j -0.000240967+6.31135e-06j -0.00334335+0.00503722j -0.00280616-0.00249236j -0.00307304-0.00162106j -0.000660047-0.00269515j 0.000127013-0.00111765j 0.000304544+0.00428709j 0.00301796-0.00129622j 0.000761002-0.00644899j 0.00323827-0.00261994j -0.000327889+0.000580575j 0.00159481+0.00363754j -0.00435115+0.00528969j -0.0018789+0.000593487j 0.00233564-0.00121478j -5.35266e-05+0.00287275j 0.00121673+0.000136402j 0.0025738+0.00266743j 
0.0053719+0.00186095j -0.00221564-0.00115052j 0.000459675-0.00058029j 0.00644867+0.0028424j -0.00548887+0.00282164j -0.00114342+0.00111438j -0.00401941+0.00616524j 0.0064158+0.00558607j 0.00806906+0.00894844j -0.00653894-0.00582785j 0.00195542+0.00112209j -0.00125301+0.00575751j -0.00230293-0.00962065j 0.012654-0.00148199j -0.000389-0.00919916j -5.3952e-05+0.000992584j 0.000776764-0.00291719j -0.000183453+0.00246421j 0.00548674-0.00238077j -0.00390466-0.000685814j 0.00265307-0.00254102j 0.000213437+0.00123906j 0.00391668+0.00071738j 0.00166188-0.00500355j -0.000262602-0.000424735j 0.00133023-2.35546e-05j -0.00126003+0.00111609j -0.000970114+1.65647e-05j 0.00195771-0.00140061j -0.00264463-0.000742101j 0.0041213+0.00045356j 0.00251547+0.00322575j 0.00384457-0.00118257j 0.0115137-0.00203601j -0.00591078+0.0116699j -0.00513311+0.00890801j 0.0163151+0.00363167j 0.000289616-0.00767355j -0.0122045-0.00215337j 0.00250553-0.000262574j 0.00501039-0.0121985j 0.0130347-0.0141059j 0.00177245+0.00909606j 0.00202141-0.0116844j -0.00964635-0.00970077j 0.0061519-0.0149348j -0.0121008-0.013361j -0.000712816-8.37715e-05j 0.00352229-0.00824836j 0.00171555+0.00565287j -0.00478226-0.00334004j 0.00804308-0.0110709j -0.00422473+0.00819332j -0.00335843+0.00184933j -0.00575167-0.00251015j 0.00534005-0.00747271j 0.00317821+0.00182204j -0.00166746+0.000348997j -0.00885283-0.000465113j -0.00598461+0.00460624j 0.000857141+0.00452988j -0.0058254-1.56037e-05j 0.00555371-0.000432376j 0.00368595-0.00198361j -0.00452482+0.00383604j 0.00520439+0.000478329j -0.000148684+0.00443153j -0.00328492-0.00130058j 0.000298104-0.000180107j 
0.00140575+0.00485361j -0.00837247-0.00209022j -0.00365763-0.00560271j 0.00200714-0.00297802j 0.00465088+0.001774j 0.00441144-0.00352716j 0.00149824+0.00568875j 0.00332687+0.00133277j 0.00146541+0.00425717j -0.00741547+0.00216916j 0.00108428+0.000545852j -0.00305735+0.00625244j -0.00762174-0.00254014j 0.00464251-0.0114011j -0.00150376+0.000521744j 0.00291295+0.00220372j -0.000688919+0.00309744j 0.000157461-0.000696852j 0.000370179+0.000678649j 0.00372896+0.000756247j 0.00214244+0.000879496j 0.00316346+0.00149986j 0.000472841+0.000584805j 0.00140291-0.00172214j 0.000631366-0.00219403j -0.00114562+0.000904888j 0.00161194+0.00126794j -0.000454953-0.00166473j 0.00517639-0.00105792j 0.00527587-0.000445738j 0.000611617-0.00076248j 0.00133915-0.00365531j 0.00953615+0.00192161j -0.00374258+0.00732913j -0.00179743+0.00653733j -0.00119642+0.000336357j -0.000227706+0.00360336j 0.00537248+0.0164565j 0.0162047-0.00631449j 0.00906357+0.015582j -0.0167543+0.00399875j -0.0243102-0.0119029j -0.00694545-0.00779317j -0.00251911+0.00723398j -0.00201396+0.00242117j 0.000909146-0.00316298j 0.00699596+0.00610416j 0.00283433-0.00867489j 0.0126469-0.0119574j -0.000980311+0.00854596j -0.00245739+0.00145082j -0.0106921-0.00942934j 0.0058237+0.00442548j 0.0101569+0.00233394j -0.00355131-0.00380808j -0.00269241+0.0104198j 0.00251795+0.00395049j -0.00230053-0.00391652j -0.00141973-0.00900929j -0.00202166+0.00208162j 0.00112161-0.00579766j 0.00493367-0.00861865j -0.00112342-0.00186937j -0.00580199+0.00142445j -0.00113526+0.00171994j -0.00220918-0.00247331j -0.000928967-0.00414658j -0.000483462-0.00235343j -0.00228525-0.00117005j 
0.00265146-0.00664984j 0.0125145+0.00787121j 0.0107541+0.00187288j -0.00233815-0.00268899j -0.00509502-0.00223028j 0.00220899+0.00489524j 0.000408418-0.0028245j 4.03792e-05-0.00620842j -0.00269137-0.00959431j -0.00446008-0.00566089j 0.00260666+0.00508628j 0.00142108+0.00232726j -0.00294822-0.00617791j 0.0071656+0.00520405j 0.00543433-0.00403669j -0.00109154-0.00221505j 0.000721048-0.00275126j -0.00277861-0.000966931j 0.0029279+0.00451814j -0.00173428-0.00148108j -0.00100407-0.00595256j -0.000661569+0.00397498j -0.00150021-0.00335099j -0.00019498+0.00214094j -0.00156051-0.00529448j 0.001982-0.00210021j -0.00388841+0.00414649j -0.00114304+0.00446688j -0.00836375+0.000933459j 0.00230179-0.00410417j 0.00171248+0.00160386j 0.00890924-0.00205066j -0.00124311+0.00418533j -0.00401332+0.000696415j -0.00277383-0.0146798j 0.00303073-0.00603494j -0.0100747+0.00116319j 0.00693157+0.00506423j 0.000729597-0.00447734j -0.00424792+0.000500394j 0.00533523-0.00472738j 0.00642023-0.00403892j -0.00744139+0.0131674j 0.0199941-0.00894525j 0.00211733-0.00172553j -0.00224999+0.0021094j 0.00571262-0.00491508j 0.00102285+0.0130087j 0.00616747+0.00606738j -0.00462144-0.0106204j -0.00745964+0.00169703j 0.00112356-0.00108036j -0.00510526-0.000699762j -0.00635362-0.0116127j -0.0141168-7.00844e-05j -0.000959549-0.000729641j -0.00195805-0.00231987j 0.00553102+0.00507811j 0.00722634-0.00215403j 0.000732845+0.000165348j 0.0076396-0.00671912j -0.0029935+0.00307184j 0.0050701+0.00105224j 0.000245618+0.00300022j -0.00321923+0.00234241j -0.0028632+0.00374548j 0.00366338+0.00613341j 0.00329655+0.00354946j 0.00104285+0.00533342j 
0.00223075+0.0112023j -0.00868944-0.00544148j -0.0109556+0.00843065j -0.00618606-0.00558161j -0.00181581+0.0028017j -0.00614841-0.00398818j -0.00776151+0.00854951j -0.0020821+0.00904589j 0.00151531+0.00761861j 0.000780087-0.00120118j -0.00192983-0.00435439j -0.00588102+0.00654734j 0.00308102-0.00155749j 0.00314298+0.00188861j 0.00375022+0.00376308j -0.00180233+0.00247398j 0.00290914-0.000362933j -0.00248498+0.0026014j 0.00209722+0.00176055j 0.0002086+0.00390994j 0.00320831-0.00249468j 0.0025641+0.000404612j -0.00164273+0.000416538j -0.00412126-0.00286728j -0.00393011+0.00930823j 0.00162982-0.00534221j 0.00669426-0.000549209j -0.00121835-0.00226953j 0.00513342-0.000252572j -0.00568133+0.00434426j 0.00166469-0.00379831j 0.00152359-0.00453834j 0.00227825-0.000732701j 0.0173163-0.00619865j 0.0179648+0.00524001j -0.00454059+0.0185231j 0.00754961-0.00373817j 0.00473031-0.00455939j -0.0017819-0.00441361j 0.00994725+0.0162702j 0.00285817+0.00149888j 0.0024416+0.00508633j 0.00350833+0.0160831j -0.0137813+0.00463725j 0.012972-0.00490476j -0.00346424-0.00736705j -0.0146527-0.0078961j 0.000446784+0.0050071j -0.00539636-0.00402224j -0.00774164+0.00259765j -0.00518691-0.00419857j 0.00758794+0.00223425j -0.00871303+0.00740789j 0.0059037+0.00156292j -0.00732486-0.002679j 0.00470687+0.000762604j 0.00306661+0.0019184j -0.00285573-0.00903572j 0.00720669-0.00504628j 0.00534227+0.0148604j 0.0047132-0.0110602j -0.00941685+0.0020711j -0.00647515-0.0074984j 0.011086-0.00341813j -0.00155325-0.00208877j -0.00220832-0.0075418j -0.010996-0.00376089j -0.00316-0.00419351j 0.00202199+0.000772703j 
