0.105127-0.00353432j -0.024329-0.00255429j -0.0131372-0.00339778j 0.0716762+0.0696086j -0.0356517+0.0241086j -0.0261369+0.074887j 0.0561496+0.132026j -0.0345652-0.0420256j -0.0346119+0.0296854j 0.105437+0.0556862j -0.0342559-0.0133496j -0.0964947-0.025934j -0.0121732-0.0568244j 0.14507+0.0426511j 0.0672536-0.040959j 0.0885476+0.0378307j -0.0338351+0.0253178j 0.0928363-0.0452985j 0.0744115-0.0467042j -0.117676-0.105194j 0.139596+0.0270606j 0.121321-0.0382655j 0.0492406-0.0165625j 0.0455706-0.195504j -0.0143744-0.0648398j -0.059014+0.124463j -0.00980237+0.033992j -0.12072-0.149885j -0.0673778-0.0981055j 0.0452575-0.0223385j -0.145718-0.00751021j 0.14837+0.126597j 0.124829+0.106289j 0.107637+0.0888908j -0.0142567-0.0099294j 0.0574614+0.103644j -0.0180078+0.0647905j 0.0257655-0.033194j 0.0571063+0.0782337j -0.0623752-0.0578727j -0.000582155-0.0972769j -0.0226492+0.115353j 0.0746348-0.218287j -0.0374444-0.125003j -0.087795+0.01693j 0.134976-0.011099j 0.0861496-0.00597103j 0.0558391-0.0234051j 0.0767628+0.0311779j -0.0384827-0.030672j 0.043047-0.0243352j -0.0138812-0.191208j -0.112896-0.00730743j 0.139916+0.155622j 0.101045-0.0268184j 0.0562587+0.0959158j -0.0344217+0.145003j -0.0110287+0.0605938j -0.0338762+0.00655283j -0.0422029+0.0188699j 0.0208668+0.00206477j 0.00128599+0.0307852j 0.0129049-0.0363283j -0.00564532+0.00468794j -0.0127033+0.00909933j -0.0114235+0.050005j -0.00284471-0.0137084j 0.0305156-0.0135921j 0.00119715-0.00267835j 
-0.00206962-0.0013493j -0.00330241-0.00657899j -0.00754367+0.00540188j 0.00394035-0.00183329j 0.000805221+0.00423341j -0.00236391+0.000325066j -0.00250546-0.000651709j -0.00167948-0.00461703j -0.000319369-0.00211582j -0.00246614-0.0013838j 0.00510591-0.0101551j -0.00913621-0.0108196j 0.00691846-0.00171751j 0.00204099-0.00171844j -0.00858806-0.00296072j 0.00157198-0.00352561j 0.000328775-0.00086887j -0.000679726+0.00470852j -0.000217618-0.00688316j 0.000213571+0.00116077j 0.00213483-0.000493485j -0.000103319+0.00455762j -0.00331763+0.00433834j -0.000253006-0.00192177j 0.000295681-0.000949529j 0.00169582-0.00307466j -0.00078397-0.000515741j -0.000412046-9.68484e-05j 0.00116158-0.000739485j -8.04528e-05+0.00103454j 0.00313714+0.000856113j 0.00100795-0.00163308j 0.00173151+0.00534079j -0.00346079-0.000776055j 0.0122999+0.0058019j -0.00080355-0.0015815j -0.0039115-0.000504876j -0.00411112+0.00132766j -0.0107775-0.00509241j 0.00746038-0.00162636j -0.00224423+0.00535231j -0.00234302+0.00977199j -0.0103914+0.00468375j 0.00653248-0.000395545j -0.000699388-0.00331208j 0.00512036-0.000310289j -0.000835189-0.00250854j 0.00196298-0.000121482j -0.00306832-0.000834969j -0.00472272+0.00146778j 0.00355795+0.00146629j 0.00358362+0.00497254j -0.00376469-0.00324582j 0.00145623+0.00286751j -0.000223142+0.0039378j -0.000149367-0.00280123j 0.00133352-0.00308968j 0.00402507+0.0015065j 0.00200394+0.00145422j -0.00741457-0.00396549j 0.00203051+0.00435417j -0.00330906+0.00163842j 0.00125245+0.0016093j 0.00390994+0.00786647j -0.0059414+0.00128594j 0.000113255+0.00811078j -0.000682609+0.000793706j 0.000902311-0.00307408j -0.00629609+0.0067052j 
-0.00124406+0.000546277j -0.00240712-0.00202326j -0.000832432+0.00072583j 0.00214444-0.00129786j -0.000350422+0.00177462j -0.00152606+0.000399171j 0.00078372+0.000277383j -0.0010911-0.00162568j 0.000464635-0.000784191j -0.000590387-0.000993407j 0.00036643-0.00347684j -0.0021811-0.00239661j 0.0013972-0.00311124j -0.00126118+0.00322943j -0.00442283-0.00179885j -0.0010618-0.000296074j -0.000819384-0.000744629j 7.55427e-06+0.00366242j 0.00145553-0.000901349j 0.000200395-0.00141882j 0.00179259-0.00323048j -0.0022236-0.000975261j -0.0034955+0.00204985j 0.000693857-1.54004e-05j 2.46593e-05+0.000367709j 0.00203444+0.000165011j 0.00178811-5.39373e-05j 0.000372506+0.00348173j -0.00131173-0.00144977j 3.23045e-05-6.7177e-05j 0.00117493-0.000368273j 0.00104433-0.00133467j -0.000201514+0.00177982j 0.000819354+0.00116995j 0.00384693+0.00636752j 0.0014472-0.00241124j -0.00441639+0.000417485j -0.000960023-0.00395654j 0.00207754-0.000332097j 0.00814354+0.00389134j -0.0051468-0.00144026j -0.00218462+0.00178222j -0.000621726-0.00321859j -7.66167e-05+0.00321012j 0.000262386-0.00288431j -0.000197289+0.00177789j -0.00271152+0.001002j 0.00107436+0.00034925j -0.00388812-0.00413261j 0.00185306+0.00111239j 0.00136044+0.00422528j 0.00474623-7.68369e-06j -0.000680331+0.000990151j 0.000851632+0.00054636j 0.00407512+0.00182719j -0.00298044+0.000871793j -0.00340648+0.00028834j 0.0055611+0.0010679j -0.00268194-0.00277598j 8.63304e-05-0.00702676j -0.00723129+0.00938195j 0.00022098-0.00479608j 0.000929304+0.00486314j -0.00158204+0.000994209j 0.00182247+0.00368159j 0.00118265-7.52794e-05j 0.00493478+0.00361877j 0.00589594-0.00600054j 0.0068659+0.00483612j 
0.0025411+2.96793e-05j 0.00742983+0.00246556j 0.00198474-0.00337685j -0.00257815+0.00338894j 0.00178631+6.29252e-05j 0.0018111-0.000190058j 0.000714841-0.00176736j 0.00164455+0.00316552j 0.00127777+0.000758643j 0.000465854+0.00197129j 0.00454433+0.00841129j 0.00771933+0.00228863j -0.00161023+0.00732052j 0.000949059-0.00697251j 0.00441343+0.00519108j -0.00184466-0.00130473j 0.000928669+0.00121761j -0.000699012-0.00514937j -0.00319121+0.00627805j -0.00141234+0.000314231j -0.000164766+0.00231917j 0.00595053-0.00060375j 0.00644046-0.00181188j -0.00162884+0.00204374j 0.00198254-0.00273394j -0.00137389+0.0014779j -0.00416707+0.0014793j 0.000895129-0.00569449j -0.000413444+0.0013573j -0.00243127+0.000982372j -0.00196029-0.00152003j -0.000199708-0.00102322j -0.00128686-0.00340478j 0.000256791+0.00211898j -0.00895714-0.000221113j 0.00658274+6.8702e-05j 0.00286127-0.00489219j 0.00368045+0.000865737j -0.00387689+7.20604e-05j -0.00676247-0.00327512j -0.000893968-0.00408446j 0.00605874-0.00351067j 0.00992145+0.00438018j -0.00374372-0.00530018j -0.00270225-0.00455062j -0.00244446-0.00385862j -0.00221417-0.00152046j -0.00929676+0.000249484j 0.00367149-0.00538011j -0.00426122-0.0083971j 3.63152e-05+0.00308766j -0.00571035-0.00193516j 0.000781966-0.00813189j 0.00124465-0.000324151j -0.0077331-0.00543252j 0.00359903+0.000578066j 5.1003e-05-0.00187373j -0.00887733-0.000692792j 0.000606749-0.0108364j -0.00236228+0.0192818j 0.00987549-0.0042005j -0.000850647-0.00183214j -0.000113581-0.00182731j 0.00390734-0.00183013j 0.00633348-0.000570404j 0.0051161-0.00604382j -0.0106235+0.00356736j -0.0149418+0.0105865j -0.0219507-0.00375837j 
-0.000719013+0.000336069j -0.00194867-0.00232147j -0.000640695+0.000398833j 0.00112423+0.000422915j -0.000187201-0.000539589j 0.000388473-2.3086e-05j 0.000312287-0.00104751j -0.00192809+7.01081e-05j -0.000904811-0.0011012j 0.00117624+0.000430412j -0.0038656-0.000519541j -0.00236899+0.00207142j 0.00331308-0.00772979j -0.00145005+0.00523349j -0.00418995-0.00329569j 0.00289351-0.00142861j 0.00167575-0.00414368j 0.000836981+0.0042924j -0.00198104-0.0022227j 0.00107733-0.00198038j -0.00255817-0.00110921j -1.30023e-06+0.000822314j -0.00118765+0.00114413j -0.000303766+0.000305092j 0.0042858-0.000269769j 0.00221285+0.000698697j -0.00215449-5.68319e-05j -0.00284592-0.000194229j -0.00209464-0.00223073j -0.00360913+0.00122612j 0.00233819+0.00110346j -0.000530464-0.00156102j 0.00206836-0.00228273j -0.00240403+0.00569262j 0.00350527+0.000845698j 0.00170193-0.00168385j -0.00209385-0.00107345j -0.000336879+0.00166995j 0.00209912+0.000765012j 0.00382896-4.92588e-05j -0.00258093+0.00070123j -0.00233439+0.00104129j -0.0043312+0.00212688j 2.47998e-05+0.00268563j -0.000679467-0.000847282j 0.00073223+0.000457867j -0.00153605-0.00203133j 0.000997106-0.00406498j -0.00453498-0.00530284j 0.000511316-0.000403561j 0.00290821-0.00112826j 0.00240076+0.000997417j -1.5446e-05-0.00536852j 0.00357357-0.00323574j 0.00503501+0.00162814j -0.00394759+3.4012e-05j -0.00420037-0.000926454j 0.00107902-0.00686409j -0.000365266+0.00136977j -0.00579554+0.0117987j 0.00696218-0.000138324j 0.00239849-0.00102759j -0.00556389+0.00679104j 0.00106434+0.00767761j 0.00081115+0.00385128j -0.0102711+0.0141761j -0.00403017-0.00255884j -0.0104734+0.00869792j -0.0207655+0.0118653j 
0.000635777+0.000429645j 0.00245923+0.00106605j -0.000884344-5.20484e-06j -0.00222639-0.000134719j -0.000660519+0.000726603j 0.000240706-0.000975264j 0.000213536-0.000224446j 0.000253522+0.00060265j 9.37813e-05+0.00157746j -0.000349892+0.0010623j 0.00316812+0.00120113j 0.00329863-2.60568e-05j 0.000551389+0.00423104j 0.00023885-0.00500058j -3.87725e-05+0.00112291j -0.000771111-0.00121063j 2.35392e-05+0.00242998j -0.000235322-0.00203504j -0.00214433+0.00180973j -0.00078301+0.000870609j 0.000914771+0.00248206j 0.00209955+0.00127699j 0.00180104+8.09843e-06j -0.000218844+0.000237146j 0.00106051-0.000338647j -0.000165508-0.000793378j -0.00210404-0.000901712j -7.15174e-05-0.0012442j -0.000434515+0.00116162j -0.0011566+5.42253e-05j -0.0016181-0.00129088j 0.000811509-0.000472189j -0.00128669-0.00194926j 0.00147634+0.000569945j -0.0034147-0.000261539j -0.00187595+5.33285e-05j -0.00415516+5.67202e-05j -0.00387567-0.00126372j -0.00637643-0.00243774j -0.00076332+0.00220318j 0.00257209+0.00153363j 0.000441891-0.0026445j 0.00216499+0.0015424j 0.000380452-0.002712j 0.00115415+0.000592784j 0.000140163-0.00121767j 0.0020413-0.00104439j -0.000501626+0.000802149j 0.00640445+0.00051394j 0.000402408-0.00214913j -0.00344966-0.00128884j -0.00467891+0.000889819j 0.000238216-0.000389028j 0.000457144+0.0016418j -0.00587616-0.000773471j 0.00130924+0.00111037j -0.000153741-0.0014208j 0.00223272+0.00195289j -0.000212772+0.00405922j -0.00218405-0.00449386j -0.00745196-0.0066777j -0.00385027+0.00318555j -0.00138976-0.011151j -0.00284948-0.0083872j -0.000691228-0.00764799j 0.00399471-0.00995998j 0.00508955+0.00404903j -0.00115378-0.00489094j 0.0112684-0.00035357j 
-0.000589486+0.0016406j -0.00324239-0.000338921j -0.00291216+0.00291743j 0.000924929-0.00460103j -0.00192968+0.00309496j -0.000377841-0.000475166j 0.00155257+0.00124806j -0.00168036-0.00317444j 0.00118883+7.29653e-05j -0.00159106+7.52265e-05j -0.000449477-0.00677631j -0.005234-0.00242426j 0.00586874-0.00759885j -0.00228477-0.00171297j -0.00405888+0.000926527j 0.0015987-0.00413632j -0.000954251+0.000788518j -0.000280525+0.00257448j -0.000203858-0.00225496j 0.0013852+0.00014737j 0.00105638-0.000518308j -0.00244704+0.00302176j -0.00294333+0.00420968j 0.000960112-0.00150344j 0.00101041+0.00249513j 0.00208164-0.00282879j -0.00091799-0.00270343j 0.000400026+0.0044039j 0.000406006-8.10251e-05j -0.00112238-0.00235319j 0.000360894+2.10871e-05j 0.00139585-0.00102041j 0.0034378-0.00150356j -0.00142376+0.00377994j 0.00665707-0.00388666j -0.00509113-0.00515695j -0.00970533-9.58481e-06j -0.00508549-0.0071673j -0.00449172-0.0033912j 0.00351962+0.00316746j -0.00312222-0.00108776j -0.00100502+0.00618427j -0.00246493+0.00393631j 0.00528782-0.000564562j -0.00237411-0.00109426j 0.00339112-0.000953516j 0.000328535-0.00262091j 0.00227395-0.00128025j -0.00231348+0.000829109j 0.00363139+0.000574466j -0.000365617+0.00248744j 0.00128697+0.00108254j -0.00168573+0.000954029j 0.00115931+0.00190864j -0.00237378+0.00351861j 0.000398113-0.00211605j -0.00250741+0.00153702j 0.0050273+0.00520178j -0.00127194+0.00394931j 0.0063806-0.00917158j -0.0109825+0.00340687j 1.27301e-05-0.00390201j -0.00252761-0.00462183j -0.00208721-0.00175252j -0.00211751+0.00195134j 0.000302432-0.0100764j 0.00172035+0.00379391j 0.0110822-0.00781225j 0.0165521-0.00329343j 
-0.000259746-0.000494954j -0.000387132-0.00470148j -0.000896463-5.30962e-05j 0.000187739+0.00262231j 0.000853865-0.00137366j -0.000160053-0.000684542j -0.000502839-0.00162335j -0.000668547+0.00140098j -0.00134246-0.000969818j 0.000911428-0.000748983j 0.00203038-0.000556555j -0.00477581+0.00250162j -0.00181791-0.00233927j 0.00163706+0.0032646j -0.00120371-0.00352945j -0.00110919-0.000515073j 0.000794135+0.00132185j -0.00146964+0.00456936j 0.000394249+0.00188031j 0.000737012-0.00085131j 0.000561432-0.000694942j 0.00195619+0.000827189j 0.00137773+0.000130792j -0.00123499+0.000698889j 0.00158205-0.000138558j -0.00107542-0.00250312j -0.000902753-0.000966241j 0.000270817-0.000334835j -0.00249044-0.000394315j -0.00347356+0.000196865j 0.00231217-0.00186913j 0.000982377-0.0017753j 0.00176534-0.000406234j -0.0024899-0.000744184j 0.00506612+0.00787646j -0.00127171-0.00318138j 0.00159155+0.00207014j 0.000197261+0.00339563j 0.00256975+0.00100871j -0.00120961+0.00232746j -0.00125357+0.00103626j 0.000715273-0.00188634j 0.000486508-0.0010998j 0.00458948-0.000705374j 0.00220176+0.000240971j 0.00132315-0.0011092j -0.000885009+0.000203476j -0.000981878+0.000884278j 0.00352854-0.00373287j 0.00070169-0.000613276j 0.000489525-0.00114489j -0.00243579+0.000482537j -0.00029417-0.006242j 0.00587056-0.00239952j 0.00300077+0.0014127j -0.00285597-0.00031216j 0.000408394-0.00294414j -0.00589687-0.00440679j 0.000672002+0.00768565j 0.000637772+0.00726988j 0.00120157+0.00381173j 0.00124265-0.000835157j -0.00599447-0.000923799j 0.00407662+0.00211133j 0.00521007+0.00119183j -0.00661496+0.00364607j -3.14323e-05-0.00764508j -0.00349547+0.00847592j -0.0057948+0.00171514j 
0.00113007+0.0024222j -0.00200159-0.000737148j 0.00209125+0.00200387j 0.00168996+0.00120151j 0.00247854-0.00165855j 0.00275758-0.000983506j 0.00261775+0.000812551j 0.000889901-0.00398415j 0.00156812-0.00181969j 4.15767e-05-0.00332137j 0.000258707+0.000344046j -0.00258451+0.000341617j -0.000378222-0.000429466j 0.00126358+0.00262666j -0.00157597-0.00132104j 0.000823173-0.000497581j -0.00168733-0.000427944j -0.00104343+0.00107804j 0.000597785+0.00467021j 0.00240566-0.000769654j 0.000886222-0.000611802j 0.00211224-0.00107684j 0.00104818+0.000243607j -0.00157078-0.00316406j -0.000543367+0.000229891j 0.00113976-0.000452917j -0.00204947+0.00321785j 0.00140415-0.00393542j 0.00405755+0.00119545j -0.000475254+0.00198242j -0.00104495+3.66992e-05j 0.0031718+0.00366746j 0.00180246+0.00711725j 0.0033103+0.0051124j 0.00213115+0.000380983j 0.00174086+0.00279513j 0.00183273+0.00170684j 0.00247445+0.000655774j 0.00153603-0.000842611j 0.00122591+0.000329268j 0.000205901-0.000397271j -0.00285184+0.000908384j -0.000692679-0.00356376j -7.04504e-05+0.000468834j -2.16119e-05-0.000909548j 0.00136396-0.00208363j -0.00287685-0.00338435j -0.00180505-0.0020207j 0.0018046-0.00387706j -0.00162144+0.0015409j 0.0012073+0.000423512j 0.00375516-0.00227074j -0.00401278-0.00154863j -7.66246e-05-0.00155109j 0.00355244-0.000948365j -0.000448904-0.000612342j 0.00268797+0.00688664j 0.00308714+0.00110338j 0.000205409-0.0015616j -0.000313355+0.00342636j 0.0032861+0.000804813j 0.00116747-0.000323221j -0.0010984+0.00470245j 0.00104993+0.00241741j 0.00088295+0.00049215j -0.00089333+0.00488529j 0.000252363-0.00389118j -0.00363677-0.000453299j -0.00453682+0.00262028j 
-0.000265714+0.00013848j 0.000297143+0.000589405j 9.39573e-05-0.000861053j -0.000835764-0.00166465j -0.000897339+0.000614021j -0.000160624-0.000708072j 0.000184219+0.00092389j -0.00068064-0.00178016j -3.51529e-05+0.000700429j -0.000500234-0.00090245j -0.00111699+0.0013282j 0.000220323+0.000498912j 5.73105e-05-0.000933839j -0.00104056+0.000348465j 0.00143231+0.00163116j -0.001573+0.00179901j 0.00156552-0.00213103j -6.71419e-05-0.000845713j 0.000868918-0.00102956j -0.000527499-5.7987e-05j -7.22609e-06-0.00114562j -0.00190475+0.000198296j -0.00143416+8.46021e-05j 0.000269878+0.000715416j 5.09741e-05+0.000414702j -0.000356797+0.000746314j -0.000395011+0.000189829j 6.85754e-05+0.000930996j 0.00197609-0.000139853j 0.00202728+0.000310888j -0.000457747+0.00113239j -0.000857327+0.000883263j -0.00190582-0.00157209j 0.00105609-0.0008174j 0.0016826-0.00263411j 0.000503398+0.000827712j -0.00319287-0.000430774j 0.000313579+0.00328389j 0.00192831+0.000511537j 0.00117947-0.00189087j 0.000400567+0.00200911j -0.00132764-0.000671428j -0.00204231+0.00153198j 0.000559388+0.000818942j 0.00167713+0.000514625j 0.000673716+0.000923784j 0.000237123-0.000783378j 0.000524198-0.000830728j -0.000582303-0.00188809j 8.63236e-05+0.000443239j -0.000799749-6.16726e-05j 0.000161338-2.2746e-05j -0.000577905+0.00341376j -0.00041679-0.000579707j -0.000230709+0.000311087j -0.00134127+0.00155163j -0.000370607-0.0019591j -0.000445416-0.000631875j -0.00304193+0.00388495j 0.00174939+0.000478648j -0.000146547-0.00240799j -0.00168005+5.43952e-05j -0.000172375+0.000965922j -0.00139725-0.000907805j 0.00164961+0.000463982j -0.00315273+0.002101j 0.000349186+0.000361854j 0.00272759+0.000223479j 0.00406505+0.00283409j 
2.04739e-05-0.0018085j -0.0022201-0.000501718j -0.000953066+0.00188577j 0.0017496+0.0045836j 0.00290033-0.00103749j -0.00136174+0.00310754j -0.00214443-0.00354327j 0.00254196+0.00379299j 0.000776969-0.00334555j -0.000759555-0.00026788j 0.00173925-0.00439704j -0.00267033-0.000474254j -0.00193934+0.000188099j -0.000199877-0.000199229j -0.0049888-0.00262296j -0.000293826-0.00127506j -0.00573961+0.00308243j 0.000541052+0.000432404j -0.00400956-0.000660898j 0.00111196+8.35153e-05j 0.00457303+0.00060444j 0.00184986+0.00210229j -0.000748356+0.00321532j -0.00108182-0.000305353j -0.00316143+0.00362333j 0.00127181+0.00143678j 0.00170889-0.00521742j -0.000699938-0.00303882j -0.0089695-0.00104315j 0.000648234-0.00251601j 0.00491554+0.00222871j -0.00419895-0.00184039j 0.00299982-0.00237976j -0.00209978+0.00339518j -0.00148944+0.00222295j -0.00113978+0.000828378j 0.00688136+0.00348079j -0.00379649-0.00375094j 0.00277642-0.000699434j -0.0031619+0.00300523j -0.0051773-0.00486886j 0.00217456+0.00484382j 0.00378835-0.00216445j 0.00138593-0.00255673j -0.00146744-0.00265724j -0.0012749+0.00070881j 0.000287321+0.00173605j 0.00114362+0.000578845j -0.00387863+0.00405464j -0.000825561+0.00265894j 0.00272837+0.00357343j 0.00389181-0.0035041j -0.00244322-0.00828749j -0.00223976+0.0033726j 0.000888987-0.00266501j 0.00233069-0.00599222j 0.00153111+0.00224592j -0.00171619-0.000504594j 0.0122599-0.00384626j 0.00709788-0.00437968j 0.00888389+0.00541171j 0.00594863+0.0027101j -0.00421139+5.9792e-05j -0.00486892+0.00415419j -0.0103553+0.00323738j 0.00618351-0.00610808j -0.00643317-0.00670455j -0.0042257-0.0023844j -0.0189315-0.0182086j 
0.000529217+0.00183119j 0.00386977+0.00610325j 0.00368608-0.00216765j -0.00218531-0.0016654j -0.0022788+0.00146985j 0.00111264+0.00112742j 0.00350215+0.00155804j -0.00207496-0.0054443j 0.00229248-0.000264851j -0.000477443+0.000628814j -0.00226535+0.00370026j 0.000256702+5.4613e-05j 0.00103642-0.00228387j -0.00208307-0.002279j 0.0030386+0.00346257j -0.000341665+0.00369402j -0.000322942-0.00382901j -0.00552771-0.00591748j 0.00590139-0.00358888j 0.000716559+0.00130973j 0.00100423-0.00295687j -0.001157+0.00124769j 0.0013143+0.00139896j 0.00224871-0.000945399j -0.000752585+0.00367028j -0.00237162+0.000258564j 0.00141142+0.00167816j 0.00320051+0.00191397j 0.00556974-0.000537039j 0.00411289-0.000550726j -0.00589866-0.00145191j 0.00179252+0.00373382j -0.00138567+0.00456007j 0.00369427-0.00734302j -0.00689435-0.00347893j 0.00472816+0.00449461j -0.000508123-0.00647213j 0.00246312+0.000355789j 0.0053407+0.000136135j -0.0015399-0.00440257j 0.00360392+0.00198199j 0.000117562+0.000486741j -0.00597088-0.00423051j -0.00380816+0.00027399j 0.00350976+0.00638686j 0.000306905+0.00159163j 0.00118281-0.000616607j 0.00139495-0.00153568j 0.00289231+0.0115589j 0.00203478+0.00349767j 0.0036712+0.000466519j 0.00407822+0.00164232j 0.00132731+0.0156623j -0.00373764+0.00520125j 0.00237661+0.00157283j -0.000336028-0.00356793j -0.00370977+0.000699141j 0.00116988+0.00343319j -0.00985389+0.000440883j 0.00458854-0.0122434j -0.00767199+0.00204021j 0.00140675+0.00134736j 0.00781899+0.00642496j -0.00761222-1.29782e-05j -0.00723689+0.00312946j -0.00153215-0.00517567j -0.00191866+0.0113708j 0.0114106-0.0146342j 0.0106543-0.000495662j 
0.00345817+0.00470738j -3.22025e-05+0.000897908j 0.00408059-0.000351161j 0.00226573+0.0010181j -0.000131579-0.00105267j 0.00471669-0.00369647j 0.00562782-0.00173745j -0.0023283-0.00948772j 0.00429335-0.00421096j -0.000619511-0.00456298j 0.00172297+0.000938204j -0.00248554+0.000674157j 0.00240189-0.0047607j -0.000935642-0.00092413j -0.00536417+0.00256403j 0.0012048-0.00359996j -0.00310067-0.00247039j -0.00353793-0.000989042j 0.00357482+0.00510854j 0.00425248-0.00301171j 0.00132248-0.00122883j 0.0035673-0.0012178j 0.00191221+0.0014035j -0.00262756-0.00238652j 0.00183037+0.00174255j 0.000249847-0.000752068j -0.00500625+0.00528533j 0.00250129-0.00388496j 0.00914629-0.00122247j -0.00202969+0.0029902j -0.0015888-0.000380418j 0.00459306+0.00200316j 0.00372284+0.00556853j 0.00782616+0.0075386j 0.00419684-0.00289024j 0.00181407-0.0028388j 0.00106463-0.00313223j 0.00407386+0.00041608j 0.00109796-0.0038987j 0.0015066+0.000594033j -0.000877713-0.00146158j -0.00220574+0.00158443j -0.00132641-0.00269772j -0.00145189-0.00192844j -0.000136664-0.00412339j 0.000656654-0.00327418j -0.00764039-0.00409547j -0.00616318-0.00278212j -0.00125555-0.00975352j -0.000917516+0.000809968j 0.00476544+0.00339179j 0.00370271-0.000295578j -0.00851209+0.000356228j -0.00157239-0.00149229j 0.00172756-0.00170406j -0.000794717-0.000228517j 0.000487053+0.00791801j 0.0036156+0.000196289j -0.00142777-0.00185725j 0.00328903+0.00397133j -0.000656795-0.000113699j 0.000965591-0.00135269j 0.0037584+0.0113137j -0.000733379+0.00572549j -0.00219517+0.00194211j -0.00424368+0.00738135j -0.00649482+0.00295999j 0.0010815-7.75853e-05j -0.00449649+0.00580169j 
-0.00311499-0.0032047j 0.00365567-0.00211223j -0.00248198-0.00149441j -0.00210373+0.00198351j -0.00181536+0.00144196j -0.00297917+0.00387057j -0.00410781-0.00065497j 0.000540471+0.00651659j -0.00135408+0.00222364j 0.00286804+0.00594339j 0.000839336+0.00192444j 0.00520227+0.00474645j -0.000208731-0.00298693j -0.000989724-0.00217861j -0.00283231+0.00400083j -0.0018218-0.000595079j 0.00897759-0.003081j 0.00120848-0.00347615j 0.0017042-0.00149694j -0.00349531+0.00239292j -0.000645258+0.00029953j 0.00187492+0.000390578j 0.00156701+0.00107712j 0.00275041+0.00442022j 0.00414753-0.00440207j -0.00225246+0.000532574j -0.00100725-0.0011977j -0.00259083+0.00330615j -0.00960379+0.000363618j -0.000872281+0.00290549j -0.00203627-0.00513119j -0.00585629-0.00606982j -0.00572871-0.00938678j -0.00214268-0.00487987j -0.0001968+0.00174493j -0.00426461-0.00534244j -0.00101384-0.00501048j 0.00219723+0.00394277j -0.000930154+0.00180365j 0.000451424-0.0031933j -0.00257795-0.000976561j 0.00219973+0.000645456j -0.00321686+0.00593598j -0.00704379-0.00310965j 0.000757664-0.00771205j -0.00147806+0.00318251j -0.000824993+0.00135678j -0.00208933+0.000307135j -0.0060858-0.00680774j -0.00278378-0.0058452j 0.0020212+0.00169508j -0.00366887+0.00201601j -0.00227561-0.00358749j 0.00394071-0.00185442j -0.000960299-0.00266362j 0.00196019+0.00372664j -0.00716695-0.0101512j -0.0124049-0.00242769j 0.0015564-0.00485556j 0.000829014+0.0022145j 0.00180133+0.00154878j -6.0576e-05-0.00122636j 0.00407486+0.00914612j -0.000479965+0.00374446j -0.00275994+0.00254086j -0.0024819+0.00532374j -0.0043623+0.0050613j -0.000508505+0.00321896j -0.00944543+0.00996574j 
-0.00221798+0.000509997j -0.000864277+0.000152911j -9.97646e-05+0.000805207j -0.00353266-0.00107224j -0.00196307-0.000549928j 0.000228668-0.000780642j -0.00317915-0.00106131j 0.00298845-0.00612775j 0.000256088+0.000885987j -0.00166897-0.00711461j 0.00380914+8.73854e-05j 0.000984018+0.00198806j -0.000970485-0.00125456j -0.00348499+0.00127511j 0.00366638+0.0013174j -0.000827892+0.00268542j 0.000784157+0.00139498j 0.000195555-0.00252659j -0.000192344+0.000329156j -0.00382269+0.00297941j 0.00193866+0.0026127j -0.000238359-0.00383307j -0.00608707-0.000257095j 0.000724238+0.000518496j 0.000372154-0.00244315j 0.00392022+0.00194855j -0.00488937-0.00680202j -0.00309952-0.00128558j 3.13729e-06-0.00352258j 0.00378999+0.00019103j 0.00375061+0.00301752j -0.00290976-0.00256532j -0.00535522-0.0101856j -0.00542762-0.0030638j 0.000842427+0.000429882j 0.00186133+0.000281213j -0.00121516-0.0011223j -0.00287864-0.000213654j -0.000145408+0.000235551j 4.85995e-05-1.02016e-05j -0.00118399-6.99359e-05j 0.00170545+0.00120042j 0.00143021+0.00154879j 0.00233486-0.00191004j 0.0025263+0.00359576j -6.92744e-05+0.00473965j 0.00244922+0.00394422j 0.00234623+0.00327786j -0.00303952-0.00237723j 0.00106518-0.00160922j -0.000213117+0.000467536j -0.001002+0.000283009j 0.00206857+0.0017263j -0.00457571+0.00302107j -0.00284983-0.00116707j -0.00221409+0.00199901j -0.00129058-0.00029206j 0.00142817-0.00221393j 0.003014+0.00157954j 0.00102388-0.000639769j -0.000870147-0.000515291j 0.00136932-0.000526583j -0.000615183+0.000956398j 9.54186e-05-0.000703673j -0.000762976-3.07329e-05j -0.00196839-0.000983822j 0.000327611+0.000312082j -0.000150029-0.000767549j 0.000875515-0.0015772j 
