0.105127-0.00353432j -0.024329-0.00255429j -0.0131372-0.00339778j 0.0716762+0.0696086j -0.0356517+0.0241086j -0.0261369+0.074887j 0.0561496+0.132026j -0.0345652-0.0420256j -0.0346119+0.0296854j 0.105437+0.0556862j -0.0342559-0.0133496j -0.0964947-0.025934j -0.0121732-0.0568244j 0.14507+0.0426511j 0.0672536-0.040959j 0.0885476+0.0378307j -0.0338351+0.0253178j 0.0928363-0.0452985j 0.0744115-0.0467042j -0.117676-0.105194j 0.139596+0.0270606j 0.121321-0.0382655j 0.0492406-0.0165625j 0.0455706-0.195504j -0.0143744-0.0648398j -0.059014+0.124463j -0.00980237+0.033992j -0.12072-0.149885j -0.0673778-0.0981055j 0.0452575-0.0223385j -0.145718-0.00751021j 0.14837+0.126597j 0.124829+0.106289j 0.107637+0.0888908j -0.0142567-0.0099294j 0.0574614+0.103644j -0.0180078+0.0647905j 0.0257655-0.033194j 0.0571063+0.0782337j -0.0623752-0.0578727j -0.000582155-0.0972769j -0.0226492+0.115353j 0.0746348-0.218287j -0.0374444-0.125003j -0.087795+0.01693j 0.134976-0.011099j 0.0861496-0.00597103j 0.0558391-0.0234051j 0.0767628+0.0311779j -0.0384827-0.030672j 0.043047-0.0243352j -0.0138812-0.191208j -0.112896-0.00730743j 0.139916+0.155622j 0.101045-0.0268184j 0.0562587+0.0959158j -0.0344217+0.145003j -0.0110287+0.0605938j -0.0338762+0.00655283j -0.0422029+0.0188699j 0.0208668+0.00206477j 0.00128599+0.0307852j 0.0129049-0.0363283j -0.00564532+0.00468794j -0.0127033+0.00909933j -0.0114235+0.050005j -0.00284471-0.0137084j 0.0305156-0.0135921j 0.00119715-0.00267835j 
-0.00153576+0.00079393j -2.0998e-05-0.000364634j 0.000618764-0.000120861j -0.00205059-9.77307e-05j -0.000816779+0.00136963j -0.000357292+0.000718682j -0.00129807+0.00140191j -0.00142585-0.00303337j -0.000853694+0.00097426j 0.00144694-0.00183657j 0.000845533+0.000887553j 0.000176166+0.00170014j 2.39551e-05-0.00244246j -0.000778439+0.000214544j 0.000689648+0.00213227j 0.000270855+0.000275141j 0.00176618-0.0030104j -0.000834513-0.00144938j 0.00182809-0.00147752j 0.000590375+0.00017611j -0.000140493+0.000265026j 0.00107169-0.00107989j -0.000140547+0.0011467j 0.00190895+0.00260564j 0.00261063-0.00273237j -0.0027384-0.00134037j -0.00245674-0.00180006j 3.39944e-06+0.000626276j 0.000867167+0.000201686j -0.000362745+0.00268181j -0.000432654+0.000226617j 0.000671711-0.00236968j -0.00280448-0.00439204j 0.000914862-0.00232253j 0.000871766+0.000845512j -0.00179854-0.00391182j -0.00383201-0.00312267j -8.11139e-05-2.92444e-05j 0.00139689-0.00279097j 0.000719953+0.00181999j -0.00130475+1.50238e-05j 0.000200735-0.000416336j -0.000992899+0.00104266j -0.00326448-0.000184702j 0.00130705-0.000929494j 0.00138993-0.000631997j 0.00151133+0.00138774j 0.000449549+0.00105015j -0.00200656-0.00523525j -0.0012968-0.000667267j 3.31645e-06-0.000803727j -0.000463671-1.25572e-05j -0.00132186+0.0016583j 0.000675178-0.000781235j -0.000117067-0.00166252j 0.000597424+0.00211176j -0.00267557+0.000126653j -0.000875058-0.000553914j -0.00343855-0.00167412j -0.000454805+0.000372671j -0.00433109+0.00140802j -0.00188948-0.000425936j 0.00327309+0.00229578j -0.00143693-0.000135269j 0.00131084+0.000995075j -0.00215969+0.00191202j 0.0021072+0.00342864j -0.000246003+0.000455286j 0.00349488+0.00749832j 
-0.00240986+0.00384164j -0.00238641+0.000413053j 0.00189079+0.0017946j -0.0056615-0.000752274j 0.00173219+0.00190052j 0.000427973+0.000404884j -0.0032145-0.00152188j -0.000140751-0.00543113j -0.00417091-0.00156095j 0.00268723-0.00111718j 0.00198373-0.000538027j 0.000626932+0.00349349j 0.000595261-0.000925435j -0.00012008+0.0020896j 0.00438377+0.00209418j -6.31368e-05+0.00190433j -0.00350336-0.000724261j 0.000330025+0.000114581j 0.00342309-0.00344549j -0.000601066+0.00405262j 0.000991799+0.00410366j 0.000752872-0.000419107j 0.00174449+0.00396241j 0.00556695+0.00367387j 0.00334678-0.0023108j -0.00269031-0.00286164j -0.003541-0.00308824j -0.00423673+0.0042471j -0.00151466-0.00265397j 0.00126005+0.0018391j -0.00206451-0.000799144j 0.00519887-0.000297926j -0.000218224-0.00545275j 0.000669892-3.56028e-05j 0.00145569-0.000952737j 0.0043096-0.00254674j -0.00561486-0.00586935j -0.00147433-0.0008969j -0.00135772-0.00497196j -0.00398718+0.0017397j -0.000771473-0.00246099j 0.00355489-0.00290239j -0.000665183+0.00411181j 0.00312018-0.00187744j -0.00439485-0.00437213j -0.00383381-0.00132754j 0.00236466-0.000603735j 0.00219544+0.000828804j 0.00198524-0.00525994j -0.00184946+0.00034601j 0.00466716+0.00171036j -0.000797366+0.00338811j 0.00304635+0.00355687j -0.00160277-0.00130474j -0.000963103+0.00193535j 0.00141509+0.000290329j 0.00263002+0.00412542j 0.0018589-0.00256853j 0.00334586-0.000372511j 0.00195488+0.000511141j -0.00265996+0.000513808j 0.00190913-0.00408324j 0.00342224+0.00181839j -0.00125939+0.00309659j -0.00317142-0.00452476j -0.00149797+0.000669646j -0.000869413+0.00274022j -0.000977808-4.59592e-05j 0.000770796+0.00110484j 
0.00200073-0.000382708j 0.00199807+0.00170419j -0.000907767-0.00109396j 0.00310301-0.000711258j -0.00358601-0.00325061j 0.00283339-0.00223539j 0.00233673-0.00368684j 0.00183103+0.00263903j 0.00219211+0.000456657j -0.00362583+0.00361004j 0.000132106+0.00024137j -0.000379274+0.000310012j -0.00279414-0.000411018j -0.00136504+0.00148352j -0.000756424-0.000236191j -0.00175288-8.73852e-06j 0.00103211+0.0022866j -0.00125546-0.00123498j -0.00105583+0.00223404j -0.00582993+0.0010492j -0.00282975+0.000472268j 0.00128303+0.00128738j -0.00169524-0.00267872j -0.00195551-0.00515594j 0.000709507+0.00172475j 0.00633115+0.00123097j -0.000895126+0.00324673j -0.00515264-0.000926565j -0.00159647-0.00267099j 0.00178356+0.0020777j 0.000437052+0.000857429j -0.000721237-0.00272467j -0.00174338-0.000610029j -0.00490194+0.0021977j -0.000240573-0.00119929j -0.0025171+0.000208097j -0.00127682+0.000178989j 0.000760922+0.000409656j -0.00100264+0.00264693j -0.00116425-0.00186563j 0.00201784-0.00186098j 0.00238991-0.000742045j -0.00219936+0.00173944j 0.00477664-0.00377444j 0.00105938-0.00284735j -0.00482277+0.00458547j -0.00127051-0.000953987j -0.000471776+6.83482e-05j 0.00156387+0.00230081j -0.000748354-0.0025497j 0.00192245-0.000870566j -0.00434366+0.000701679j 0.00707967-0.00189309j -8.78476e-05-0.000272935j 0.000497426+0.00139835j -0.00414558+0.00267457j -0.00697704-0.000847088j 0.00229854-0.00146952j -0.00188148-0.00166376j -0.00105887-0.00140168j -0.00108249-0.00197687j 0.00160962-0.00373041j 0.00188887+0.000419747j -0.000676965+0.0033036j -0.00146596-0.00602933j -0.00218034+0.000185004j -0.000413995-0.000827793j 0.000331589-0.0011057j 0.00290482+0.00183016j 
-0.000415985+0.000846334j -0.0011725-0.00369781j -0.0014612-0.000799448j -0.00121015-0.0034558j 0.00025152+0.000712007j -0.00242461+0.000997944j -0.00180665+0.00143106j 0.00267361+0.000542952j 0.000725221-0.00020621j 0.00402867+0.0016049j 0.00197873-0.000707384j 0.000694787+0.000147077j 0.00182251-0.00180369j 0.00168717+0.00188406j -0.00145017+0.00179639j 0.00213707+0.00155885j 0.00359186-0.00262634j 0.00408816-0.00163888j -0.000210479+0.000140953j -0.00103028+0.0022969j 0.00320278-0.00338793j -0.0012014-0.00089528j -0.00198063-0.000382323j -0.00402958+0.0021546j -0.00162704+0.00111482j -0.000368448+0.00212866j 0.000260266+0.00115956j -0.000597442+0.000151856j -0.00188696-0.00171142j 0.000856231-0.000826034j 0.00160595-0.00250294j -0.00471974+0.00334042j 0.00280365-0.000451206j 0.00178112-0.00217168j -0.00102961+0.000230389j 0.00219853-0.00109031j 0.000485844+0.00158189j -0.00183317-0.001188j -0.00120551-0.000861895j 0.00452207+0.00378998j -0.00336864+0.00583726j -0.00757739+0.00391114j 0.00111056-0.00225428j -0.00324911+0.000498476j 0.000410859-0.000253307j -0.00529339+0.00274297j -0.00385279+0.00314739j -0.00291402+0.00193029j -0.0044562+0.00495154j 0.00862964-0.00170962j -0.00646304+0.00021235j 0.00496083+0.00202532j -0.0118578+0.00227551j -0.00194185+0.00313766j 0.00118192-0.0014618j -0.000714133+0.001984j 0.00399312+8.83397e-05j 0.000194308-0.000739736j -0.00146103+0.00263264j 0.000551603-0.000730568j -0.0019182-0.000436952j -0.00620806+0.00828373j -0.00347336+0.00167851j -0.00151538-0.00688255j 0.00327852+0.0131486j -0.000469307-0.00185594j 0.000563601+0.000328511j -9.711e-05-0.000684846j 0.00235977-0.000107318j 
-0.00204649+0.00162301j -0.000861345+0.00248559j 0.00272222-0.000680717j -0.00281381+0.00213276j -0.00336383-0.001953j 9.89702e-05-0.00456735j -0.00236155+0.000531018j -0.00173508-0.0142284j 0.00327227+0.000383339j -0.00883491-0.0167157j 0.00503542-0.00117163j -0.000315535+4.2417e-05j -0.000336272-0.00206624j -0.00435231+0.000315627j 0.00383265+0.00110117j 0.000745499+0.00159758j 0.000410382+0.00249037j -0.00354013-0.00432568j -6.29602e-05+0.00387174j 0.000590977+0.000750369j 0.00416794+0.00209842j -0.000302898-0.00749945j -0.00825427+0.00113789j -0.00037285-0.00154599j -0.0033497-0.00187002j 0.00489458+0.0018486j -0.0123917-0.00721262j -0.000259309-0.00685662j 0.00420724-0.00358042j 0.00408099-0.0013527j 0.00754091+0.00525417j -0.00414594-0.00171858j -0.0106085-0.00958985j -0.00575188-0.00222653j 0.00257101+0.00192515j 0.00172215-0.000249544j 0.00158772-0.000450293j -0.00207034+0.000413154j 0.000586057-0.00173717j 0.00131203+0.000689024j -0.0023811+0.0003503j 0.00314834+0.00420319j 0.00390782-0.00122739j -0.00183574+0.000813645j 0.00663449+0.00872638j 0.00903566+0.000358493j 0.00411386+0.00414956j 0.0033795+0.00335534j -0.00602841-0.00579534j -0.000174542-0.000272574j -0.00137643+0.000175305j 0.00071029-0.00192643j -0.000871301+0.000790317j -0.00395992+0.00412755j -0.00606667-0.00280031j -0.00215351+0.00113209j -0.00116123+0.00183548j 0.00218877-0.000997774j 0.00152609+0.000743121j 0.00129851-0.000777417j -0.000697768+0.000975863j 0.000668094+0.000187771j -0.00152614+0.00101002j 0.00121635-0.000682414j 0.000872006+0.00322281j -0.00122411-0.00112383j 0.000187153+0.000461301j -0.000178682-0.000126219j 0.000666954-0.00116161j 
-0.00101239+0.00141188j -0.00101914-0.00148176j -0.00357158+0.00329344j 0.000707948+0.00276395j -0.00138669+0.00353275j -0.00450496+0.00557208j -0.00132649+0.00573064j 0.00140454+0.00355025j -0.00279087+0.00403244j 0.00743538+0.00202228j -0.00233636-0.00159067j -0.00146762+0.00355418j -0.00182126+0.00275776j -9.3412e-05-9.28485e-05j -0.00336206-0.00347242j 0.00187201-0.00448781j -0.00221323-0.00347805j -0.00538944+0.00283269j -0.00059827+0.00125842j -0.000783505+0.00542053j -0.00403883-0.00155189j -4.1634e-05-0.00333691j -0.000365742+0.000365994j -0.00212323-0.00130553j -0.00154899-0.000660193j -0.00114816-0.00520354j 5.88851e-05+0.00433884j 0.000221647+0.000616938j 0.00743642-0.00117952j -0.000131848-0.00323213j -0.000975131+0.00487789j 0.000101722-0.00419466j 0.00027651-0.000581333j -0.00399218+0.00303531j 0.00386265-0.00116084j -0.00064496-0.00334014j -0.000659009+0.00277937j 0.00182637-0.000733263j 0.000405841+0.00416708j 0.0013236+0.000789854j 0.00139395+0.000174603j -0.00207153+0.00121844j -0.000517444-0.00310875j 0.003863-0.00759403j -0.00255049+0.00403012j 0.00103087+0.00734479j -0.00561244+0.000863299j -0.00296321+3.70158e-05j 0.00334355+0.00430542j -0.000780111-0.00298602j 0.00417578-0.00243851j 0.000340692-0.00303557j 0.00227738-0.00175514j -0.000543093+0.00558659j 0.00278464+0.00336085j -0.00317939+0.00400442j 0.00399717+0.00140335j 0.0060197-0.000529792j -0.00119735+0.000892947j 0.00465972+0.002829j 0.00286384+0.00167459j -0.000155246-0.00481362j -0.00102977-0.00287552j 0.00193444-0.000685286j 0.00580113-0.00754092j -0.00184141+0.00269782j -0.00104275-0.00296039j -0.000268724+0.00468332j -0.00148368-0.00197864j 
-0.00205734+0.000783679j 1.77874e-05+0.003031j 0.000131399-0.00266571j 0.00197865+0.00339971j -3.00658e-05-0.00327641j -0.00243478+0.000815477j 0.00191435+0.00355806j -0.000768199-0.00251778j 2.72891e-05+0.0017991j 0.000327357-0.00629962j -0.00226969-0.000576779j -0.0011787-0.00012768j 0.00158668-0.00160999j -0.00130325+0.00135736j -0.00152721+0.00262935j 0.000973105+0.000138438j -0.000857355-0.000818347j -0.00057-0.00534782j -0.00399292+0.00208722j 0.00267653+0.00311602j 0.00235802-0.00308843j -0.00368377+0.000623824j -0.000616188+0.0034293j 0.000581591-0.00202022j -0.00351433+0.00278296j -0.00183871+0.000350719j -0.0053242+0.00205289j 0.0014622-0.00260271j -0.0031782+0.000694793j 0.000303403-0.00170379j -0.00112164-0.000494905j 0.000518362+0.000385323j -0.00395872+3.88907e-06j 0.000237071-0.000890451j 0.000305724-0.00161876j 0.00140989+0.000398973j -0.000722951+0.00198517j 0.00147935+0.00295672j 0.00264358+0.00221582j 0.00198683+0.000346537j 0.00255414+0.00155341j -0.00751322+0.00419411j -0.000874437-0.000121719j -0.00459665-0.00183009j -0.00739883+0.000597659j 0.00402652+0.00750088j -0.00406617+0.00204756j -0.00150379+0.000780803j 0.00300962+0.000212182j 0.00495939-0.00289833j 0.00403284+0.00373708j 0.00665144-0.00101655j -0.00727647-9.28234e-05j 0.00287665+0.00353924j 0.00393087-0.00142988j 0.00143943+0.00181381j 0.00214068-0.0039413j 0.00078922-0.000494425j -0.00247532-5.29375e-05j 0.000223125-0.000341359j 0.000154031-0.000100666j -2.91932e-05+0.00525679j -0.000544637+0.00147274j -0.0023657+0.000409943j -0.000110855+0.00739157j 0.00119022-0.000505205j 0.00149549+0.000266061j -0.00107214-0.000299843j 0.00275175+0.00285855j 
-0.0018748+0.00108226j 0.000362002+0.00291503j 0.00319865-0.00153228j 0.000269005+0.000819334j 0.00193121-0.00595465j 0.00119876-0.00624331j 0.00126715-0.00406645j -0.0013511-0.00582448j -0.00113639-0.00135436j -0.00409929-0.00548311j 0.000470042+0.000960367j -0.00281016-0.000312629j 0.00106265+0.00221777j -0.000153992+0.0015595j 0.00352535+6.51341e-05j -0.00146486+0.000589101j -0.00193596+0.00522264j 0.00131418-0.00207318j -0.00161957+0.0015519j 0.00132926+0.00228656j 0.00131454+0.00205408j -0.00150303+0.000595768j -0.00120104+0.00242208j 0.000502908-0.0031374j -0.00113376-0.000225322j -0.00052195-0.00268415j -0.00415771+0.000108824j -0.000862741+0.000357796j -0.0029421-0.000857575j -2.3009e-05-0.000216493j 0.000146148-9.27495e-05j 0.00629165-0.00153706j -0.00380049+0.000704138j 0.000598062+0.00141243j -0.000871584-0.00135805j 0.000866141+0.002197j 0.000260287-0.00113896j 0.00178828+0.00280941j 0.00153377+0.00108467j -0.0027239-0.00107929j 0.0053369-0.000739751j -0.00262775-0.00501955j 0.000567371+0.00253176j 0.000825693-0.00279191j -0.00563612+0.00101468j 0.00324278+0.00381465j 0.000561986-0.000427993j 0.00205491+0.000661799j 0.0092845-0.00302299j -0.000917799+0.00011464j 0.00444745+0.000167354j -0.00132159+0.0014806j 0.0033959-0.00376549j 0.00240693-0.000394426j 0.00276841+0.000324819j 0.000688609+0.00142689j 0.00216689-0.00246239j 0.000839349-0.00171282j 0.00340233+0.000193032j -0.00427031+0.0011506j -0.000366036-0.00254121j 0.00398838-0.00198506j 0.000757796-0.00417027j 0.0042787+0.0037572j -0.00444885-0.006611j -4.52249e-05+0.00311075j 0.000698068-0.00107597j -0.00075485-0.00119078j -0.00114768-0.000696551j 
-0.000830424+0.000641659j -0.00386885-0.0017478j 0.000403704+0.00298744j -0.00308623-0.00373938j 0.00295126-0.00507139j 0.00105932-0.00834951j 0.00111261-0.00966505j -0.000411306-0.00607552j 0.00114595-0.00559493j -0.00236931-0.00036563j 3.60195e-05-0.00339348j -0.00468978-0.00090924j 0.00363065-0.00302358j -0.000473423+0.00061795j -0.00234192-0.000141874j -0.00255824+0.000764555j 0.0019715+0.00190845j -0.00127049+0.0014332j 0.00112118+0.00216624j -0.000667307+0.000531827j 0.00210302-0.00122456j 0.00494148-0.000606628j -0.00185705-0.0036277j -0.0037346+0.00155052j 0.00248341-0.000540246j 0.00210557-0.000717916j -0.0016739+0.000212271j -0.00355729-0.000537359j -0.00295808-0.00158464j -0.000192186+0.00264008j 0.00156061+0.000635538j 0.00340829+0.00145268j 0.00262364-0.00255244j 0.00101803-0.00149401j 0.00141258+0.00281096j -0.00070828-0.00564855j 0.000543029-0.00318727j -0.00316738-0.00513149j 0.00162644-0.00230268j 0.0031408-0.000652213j -0.00478566+0.00184979j 0.000114267+0.00203004j 0.00105729+0.00112557j -0.000967106+0.00391581j -0.0032743-0.00165965j -0.00332958+0.000939972j -0.000876684+0.00195274j 0.000114969+0.00231408j -0.00477463+0.00448634j -0.00163066-3.07168e-05j -0.00406763-0.00308733j 0.000446886-0.000190576j -0.000761641+0.002452j 0.00125559+0.000921651j 0.0029727+0.00149519j 0.000964868-0.00272011j -0.000638369+0.00438715j -0.000944093+0.00276616j -0.00191406-0.00151811j 0.0058199-0.00133893j 0.00434281+0.0041024j -0.00772366-0.00209023j -0.000330225+0.00423587j -0.00395562-0.00697191j 0.00625263-0.000505771j 0.00138752-0.00270857j -0.00230861+0.00100482j 0.00103594+0.0033925j -0.0037932-0.00153009j 
0.000599062+0.00134126j 0.000292894+0.000913548j -7.01416e-06+0.00258352j -0.00129767-0.00157537j -0.000665957+0.00142785j -0.000661423+0.000108724j -0.00268161-0.00230779j 0.0010803+0.000939658j -0.00165207-0.001622j 0.00314602+0.00479334j -0.000656269+0.00185196j 0.000514129+0.0028028j -0.00120354+0.000955391j -0.000540281-0.00106359j -0.00239108+0.000238281j -2.83055e-05-0.00184661j 0.000173689-0.00027467j -0.00271224+0.00192038j 0.00362091-0.000845422j -0.0022833+0.00290766j -0.00198246-0.00113551j 0.0041135-0.00143501j -0.00041406+0.000837777j -0.00222335-0.00148466j 0.00255684-0.000769966j 0.000685803-0.00417319j 0.00054549+0.000703328j -0.00184477+0.00215434j 0.00302911-0.00227947j 0.000878174-0.00145649j -0.00155657+0.0033669j 0.000737676-0.00578117j 0.000425331-0.00143521j -0.000685366+0.00165374j -0.00144934-0.00207598j -0.000606463-0.00159941j -0.0023883-0.000473587j -0.000694954-0.00166739j -0.000262938+0.00045632j -0.00199603-1.44977e-05j -0.00204705-0.00376698j 0.00138927-0.00330061j -0.00168528+0.000552285j 0.00319486-0.00857023j 0.000538897-0.00133348j -0.00149189+0.00441149j -0.00306262-0.00262118j -0.000922297-0.00222594j 0.000400346-0.00213545j -0.00300921+0.000818732j 0.00383451-0.00219064j -0.00244184-0.00089855j 0.00636246-0.00202847j -0.00216196+0.0033425j 0.00103162+0.00179668j -0.00144589+0.00168028j -2.04344e-05+0.00208279j 0.00458569-0.00104885j 0.000139653-0.00266653j -0.000438764-0.00121489j -0.00177028+0.000548616j 0.00112718-0.00633709j 0.00241133-0.00164415j -0.000684418+0.00216369j -0.00631011-0.00766063j 0.00060402-0.000233089j -0.000182522+0.00223669j -0.00154599-0.000877184j 0.000843953+0.000251241j 
-0.000440325-0.00179687j -0.000974518-5.6109e-05j -0.00187164-0.000478057j 0.000574137+0.00405604j -0.00116505+0.000652113j -0.00344702+0.00255671j 0.00376833+0.00310901j -0.00297941+0.000418033j 0.00407464+0.0017571j -0.00125387-0.00215188j -0.00212939-0.00459053j -0.00108044-0.00320919j 0.0032868-0.00379197j -0.00347867-0.00248955j -0.00378402-0.00102244j 0.000152496+0.00109163j -8.4652e-05-0.00218916j -0.00290793+0.000473007j -0.00303848+0.00134166j 0.00357587-0.00230813j 0.0021752-0.00247652j -0.00155656-0.00162102j 0.00205228-0.00279258j 0.00191513+0.00284377j -0.00229958+0.000695213j -0.000941894+0.00247999j 0.000218751+0.00139664j 0.00294393-0.00280302j -0.00220503+0.00463436j -0.00226289+0.00117713j 0.000695029-0.00287471j -0.00182338+0.00487029j 0.000566004+0.0008822j -0.000365866-0.000838903j 2.23737e-05+0.00454407j -0.00286419-0.00420555j 0.00371337-0.0030514j -0.00260823-0.00393917j 0.000470225-0.0015089j 0.00484349-0.00263009j -0.00215286+0.00219185j -0.000971357+0.0074537j 0.00172969-0.0027823j -0.00557443+0.00671577j -0.00197874+0.00131635j 0.00386882-0.0034948j 0.000451472+0.00399754j -0.00013338+0.0017207j -0.00535237+0.00602219j -0.000313158+0.000342255j -0.00138398-0.000240339j 0.00531382-0.00233226j -0.00579452+0.00519373j 0.00330784+1.614e-05j 0.00135673-0.00339163j 0.00336207-0.00144932j -0.00276256+0.00153102j -0.00177471+0.00820757j -0.000304186-0.00389339j 0.00216057-0.00334278j 0.0037537+0.00413478j -0.00535385+0.00214379j 0.000313274+0.00701874j -0.00420732-0.0108579j 0.00692403+0.00557161j 0.00245169-0.00474882j -0.00298409+0.00369187j 0.00155455-9.74826e-05j -0.00685428-0.00212086j 
0.00192821-0.00127212j 0.000322194-0.00238597j -0.00358765-0.00124267j 0.00137886-0.00428964j -0.00270036-0.00320541j 0.00241769-0.00342668j 0.00103017-0.00628691j 0.00403752+0.00189297j 0.00516248-0.002902j -0.00102823+0.00613588j 0.00237489-0.000400338j -0.00167781-0.00010577j -0.00193948-0.00356737j -0.000480777+0.00259264j -0.00225141+0.00247784j 0.000653586+0.00128725j 0.00324965+0.000719868j 0.00100731-0.00328744j -0.00102128+0.00314263j -0.00909133+0.00273239j -0.000794164-0.00251436j 0.00264524+0.00187018j -0.00530707-0.00412j -0.00659233-0.00341128j -4.58278e-05+0.00169583j 0.00813327+0.00411397j -0.00152995+0.0018844j -0.00690291-0.0032893j -0.00478988-0.00471309j 0.00207063+0.000303019j 0.00192487-0.00090512j -0.00344862+0.000490535j -0.000198432-0.00282388j -0.00511355+0.000653581j -0.00183737+0.00141755j -0.00204773-0.00215905j 0.00136756-0.00133152j -0.00100641-0.00152771j -0.000768872+0.00260144j -0.000392012-0.00178834j -0.0020073+0.00276409j -0.00170472+0.00120975j 4.31231e-05+0.000478947j 0.00240978-0.0017368j 0.00111974-0.00481611j -0.00994007+0.0071764j -0.00342787+0.00247488j -0.00240138+0.00216819j -0.00222552+0.00657239j 0.00403027-0.00349786j -0.00345461-0.000136418j -0.000770426+0.00150927j -0.00081746-0.00022024j -0.00133622+0.00270259j 0.00188873-0.00175994j -0.00233374+0.00325323j -0.00600437+0.000752735j 0.000425188-0.000957135j -0.000811132+0.00105689j -0.000961474-0.000131539j -0.00172533-0.00107417j -0.00201207+0.00477712j -0.000101643+0.00146158j -0.00121241-0.00343033j 0.00131796+0.00497785j -0.00200204-0.000829823j -0.0020011+0.000769347j 0.000586342-0.000262046j 0.000138609-0.00120337j 
0.00106609+0.000440524j -5.76081e-05+0.00303624j 0.000738105+0.00152639j 0.00014462+0.0023604j -0.00370234+0.000606475j -0.00125029-0.00191791j 0.00273724+0.000405007j -0.00110731-0.000588545j 0.00062846+0.00423503j -0.00183392-0.00126453j -0.00163223-0.00318323j -0.000738846-0.00208558j 0.00114075+0.000988036j -0.00305574+0.00107451j 0.000577339-0.00486411j -0.00292608+0.00346828j -0.00248079+0.0034442j -0.000963119+0.00519189j -0.00229731-0.0017088j 0.000363074+0.00245813j 6.95352e-05+0.004969j -0.000536044+0.000433673j 0.00201755-0.00152062j 0.00399545-0.00145479j 0.000896222+0.000199024j -0.00118617-0.00248732j 4.66765e-05+0.00142027j -0.00251554+0.00466972j -0.00239646+0.000852323j 0.000410221+0.00248172j 0.000183908+0.0014484j 0.00245309-0.00221878j -0.000699629+0.000465602j -0.00386087+0.00492194j 0.00414131+0.00136421j 0.000140406-0.00283412j -0.00505947-0.000583679j -0.00168924-0.00536474j 0.00313117-0.00124508j -0.00293386-0.00042205j -0.00332003-0.00556387j -0.00118153-0.00197249j 0.00244571+0.00351676j 0.00188563-0.00467696j -0.00298253+0.00346209j 0.00318418+0.00118643j 0.00289878-7.9834e-05j 0.00345593-0.000756288j 0.00283499+5.38747e-05j -0.0051806+0.00468169j 0.00136151-0.00746143j -0.00132689+0.00417212j 0.00704553-0.00242907j 0.00252667-0.00120819j 0.00599294+0.000872827j -4.94511e-05+0.000363116j -0.00491059+0.00492943j 0.00182892+0.000275021j -0.00425141-0.00193463j 0.0032409-0.00327713j 0.00184566+0.00146849j -0.00886721-0.00954563j -0.000646015+0.00215013j -0.00207809-0.00482589j 0.00257429-0.0086576j -0.00185386-0.00307631j -0.00118082-0.000818071j 0.0018631+0.00203455j 0.00182634-0.00104116j 
-0.00231152+0.00142306j -0.00146441+0.00228593j -0.000275482-1.25951e-05j -0.000249714+0.00642794j 0.0066395-0.00189202j 0.00118214+0.00702411j 0.00153441+0.00578406j 0.00143077+0.00342596j 0.000143197+0.00852261j 0.00215092-0.00249645j -0.00216731-0.00168005j -0.000985608+0.00218834j 0.000321379-0.00265911j -0.000678146+0.00300464j -0.00370913+0.00163629j 0.00107356+0.00161807j -0.00476474+0.000420876j 0.000103498+0.00103293j -0.00721666+0.00215474j -0.00240069+0.000744551j -0.00113106+0.00409605j -0.00423181+0.00224827j 0.00516938-0.00197377j 0.00629478-0.00323255j -0.00865294-0.00188505j -0.00229029+0.00329495j -0.00703762-0.00477618j 4.84738e-05-0.00609085j -0.00213564-0.0042031j -0.000984106-0.000278964j -0.00336068+0.00121136j 0.0022151-0.000827614j -0.00178373-0.00274507j -0.00255808-0.000505527j 0.00214962+0.00420072j 0.00388096-0.000159357j -0.000143387-0.00288526j 0.00135244-0.00175199j -0.00219611-0.000584273j -0.00214606-0.00247565j -0.00357526-0.0013498j 0.000325705-0.000889242j -0.00175328-0.000786857j 0.00200079+0.00362296j -0.00343705-0.00435747j -0.0127451-0.00544815j -0.00256634-0.00187315j -0.000622509-0.00205594j 0.0023545+0.00481447j 0.00204246+0.00436127j 0.00417025-0.00161995j 0.00179639+0.00228986j 0.00167201-0.00347265j -0.00265678+5.17178e-05j 0.00213427+0.00102593j 0.00166772+5.74419e-05j 0.00412646+0.00113584j 0.00200477-1.35384e-05j 0.00242107-0.000562956j 0.00227581-0.0012528j 0.00330338+0.00272597j -0.00166406-0.00245141j -0.00118435+0.000593225j 0.000634311-0.00144351j 0.0011146-0.000712356j 0.00183212-8.80533e-05j 0.000624235+0.000834212j -0.000267685+0.00153988j -0.00258143-0.000880091j 
