-0.0780899+0.0088247j -0.0790775-0.1415j 0.00588856-0.166876j -0.16295-0.163037j 0.137974-0.0453388j -0.128934-0.148134j -0.0456747-0.243891j -0.184305-0.0568466j 0.0366579-0.0458426j -0.445311-0.380099j 0.152311+0.164527j 0.324711-0.13524j 0.0810661-0.0547503j 0.0387696-0.578618j -0.0397356+0.18807j 0.745758-0.344916j -0.203554-0.175539j 0.735226+0.14217j -0.0817036+0.246011j -0.075539-0.230871j -0.127942+0.124556j -0.35863+0.0699286j 0.260913-0.0601378j -0.168234-0.0915445j 0.190193-0.193474j -0.529853-0.385754j -0.0151465+0.646918j 0.270179-0.0449362j -0.197871+0.00549802j 0.213797+0.406636j -0.214905-0.135132j 0.455364+0.712555j -0.703225-0.00585996j -0.337528-0.0250934j 0.335793-0.798339j 0.45787+0.191439j -0.0586132-0.158455j 1.13039-0.307277j -0.698691-0.117698j -0.263618-0.370506j -0.413352+0.119586j 0.0742489+0.689954j 0.408932+0.495336j -0.415843-0.194306j -0.51356+0.702771j 1.13806+0.0872545j 0.215351+0.429785j 0.528631-0.280938j -0.429819+0.0426694j 0.0801379-0.695168j -0.729756+0.753535j -0.014495-0.479376j -0.3353-0.22731j -0.675002-0.633633j -0.459506-0.167004j 0.668277-0.531395j -0.136723+0.660198j 0.85203-0.279986j -0.133134-0.997259j 0.722052+0.150459j 0.616752-0.335096j -0.0667379+0.00950523j 0.410527+0.0351896j -0.941195-0.951684j -0.550207-0.063223j -0.322371-0.435723j 0.164307+0.983277j 1.44984-0.944255j -0.437289+2.60683j -2.27893-0.286503j 
-0.535615+0.552786j -6.82986-1.70758j 24.6752-1.2775j -3.62766+2.81216j 2.23218+0.52281j -52.7227-2.6535j 9.01935+2.83691j -37.7422+1.04704j -55.967-4.76146j -78.6768-4.79248j 13.4274+2.76384j 107.915+1.32594j 39.5997-5.4867j 2.75803+1.35471j 35.4461+2.19896j 130.778+0.0276442j -121.953+2.39576j 140.1-1.16402j -107.881+2.38605j -7.10048+2.24033j 44.7096-2.85537j -176.121+4.51649j 138.661-2.96652j 78.0229-2.6963j 116.838-3.21782j -267.531+8.72322j 38.9867-0.94205j 56.2233-0.879942j 9.8795-1.44191j 143.324-5.94008j -82.6949+6.76468j 174.646-7.68441j -169.167+7.79726j -77.0598+2.03851j 23.2559-121.962j 109.655-5.89075j -77.1486+7.77798j 166.806-12.3847j -174.687+12.6633j -83.5525+3.93796j -142.41+10.8098j -8.11427-1.8443j 57.6684-7.02372j 38.7857-3.34878j -268.181+25.12j 118.247-11.5315j -77.5518+6.43738j 138.782-13.142j -176.988+18.7774j -44.7271+3.26983j 7.18982+1.78826j -109.122+9.50387j 141.171-15.3171j -122.312+12.8469j 130.532-15.2271j 36.1084-7.04394j -2.76881+2.29149j 40.1953+0.722863j -109.038+14.5925j 14.8708-5.79939j 78.9871-15.7277j 55.8165-10.2691j 37.3237-4.65433j -8.33973+6.23526j 53.9858-7.41329j -4.50206-0.197062j 1.23585+3.8287j -24.788+1.69176j 8.59251-1.50719j 0.0243436-0.0260855j 
0.212674+0.33222j -1.19904+0.0540522j 4.96024+0.772748j -0.334468+0.997341j -0.0647759+0.199374j -10.2578-2.41901j 2.42159+1.18374j -7.34134-1.1733j -11.8453-2.84166j -14.7995-3.8712j 2.26139+1.08392j 21.7395+4.68078j 8.16895+0.097673j 1.05782+0.928926j 7.0879+1.70538j 25.7758+5.33262j -24.1689-3.16892j 26.6589+5.26136j -21.2603-2.84992j -1.38947-0.338237j 8.34611+1.42239j -34.5331-5.52942j 27.2244+4.6766j 15.846+1.91259j 23.861+3.52738j -51.3772-8.53627j 7.0589+0.728815j 11.334+2.45057j 1.87683-0.149757j 28.6653+4.10869j -15.8141-2.19415j 33.9735+4.98817j -33.749-5.02334j -15.2815-2.61022j 8.85421-22.5586j 22.1128+3.71104j -14.854-2.20815j 32.7682+3.99632j -35.4358-3.38397j -16.0666-2.43012j -27.4616-3.12611j -2.50647+0.183412j 10.1224+1.43052j 8.21623-0.0738992j -52.7115-4.28203j 23.6374+2.12773j -14.8811-0.73703j 29.0487+2.12421j -34.8185-3.90464j -7.56825-0.343109j 0.352242+0.258383j -21.6556-0.995442j 27.1212+2.92174j -23.3579-2.61809j 24.2528+0.493673j 7.68655-0.931618j -0.676715+0.949165j 8.0024+0.278473j -21.4803-0.538504j 3.56277-1.55764j 15.3254+0.705931j 11.838+1.02812j 6.01355-0.671488j -4.04662+0.871288j 9.03342+0.463167j -1.4631+1.79064j -0.289949-0.45321j -5.33623+0.656217j 0.374851+0.346296j -0.0194874-0.245673j 
-0.0538102-0.115325j 2.3729-0.270492j -9.80146+3.08482j 0.654152-0.56835j -0.559698+0.186304j 21.1495-4.41524j -4.19151+0.293894j 14.7218-4.39215j 23.0028-4.18377j 31.9069-6.67098j -5.62544+0.383985j -43.244+11.5106j -15.2876+5.94904j -0.845775+0.136172j -14.4989+3.10819j -51.8823+13.8902j 48.3628-13.4516j -55.2438+15.6642j 42.4811-12.187j 2.28445-1.14159j -18.1949+5.82314j 69.5411-20.0923j -54.7906+16.2565j -30.2796+8.96022j -46.3305+13.4395j 105.256-31.2899j -15.8939+4.43762j -22.8+6.6558j -2.72964+1.16499j -55.3141+16.649j 32.5471-10.6605j -67.9838+20.9291j 65.9894-18.6559j 30.1269-8.93848j 3.19162+49.5864j -43.1834+12.8319j 30.2301-10.7658j -64.9647+21.975j 68.2465-22.5483j 32.8413-9.13495j 55.7154-18.8769j 3.58955-1.22643j -22.1373+7.58653j -14.3908+5.46706j 104.734-35.7472j -45.7727+15.2302j 30.1146-10.1521j -53.1903+19.524j 69.289-23.8663j 17.3919-6.13122j -2.94062-0.350292j 41.2581-13.6946j -54.1491+19.4329j 47.0381-16.3577j -49.7295+19.0466j -13.8133+5.57778j 1.77594-1.4235j -15.9083+3.85202j 41.2716-15.9239j -5.94752+2.06056j -30.1878+12.7807j -19.1604+9.43396j -15.4953+5.95301j 4.00422-3.38208j -18.5128+6.68431j 1.06183+1.59222j -0.851472+0.390741j 9.36583-3.06279j -2.73153+0.111013j -0.807106+0.488421j 
-0.102275-0.0668041j -2.17596-0.842876j 9.69604+0.247479j -1.05644+0.620769j 1.021+0.181874j -20.2581-2.71257j 3.51279+0.967453j -14.641-0.94633j -21.277-3.09602j -30.3858-4.85058j 4.99587+1.64198j 42.0609+3.90433j 15.6191-0.826653j 1.49058-0.401877j 13.5516+2.14284j 51.1351+4.30354j -46.954-3.32082j 55.3783+4.8348j -41.1265-2.79934j -2.94925+0.410448j 18.0607+0.572421j -68.4156-4.36129j 54.2004+3.66959j 29.8232+1.23573j 45.1563+2.56516j -104.597-6.66105j 15.1195+1.46147j 21.8628+1.54847j 3.98858-0.232698j 56.0443+2.65764j -32.878-0.7489j 68.7717+2.88457j -65.4918-2.21033j -30.8776-1.61131j 13.1236-46.7362j 42.914+0.914424j -31.219-0.389977j 65.7067+0.690987j -68.0876-0.729216j -31.6913-1.25004j -56.3455-1.49142j -2.36892-0.33166j 23.4566-0.171526j 14.9569-0.555402j -104.85-0.530869j 46.0999-0.814102j -29.8526-0.439591j 54.2381-1.15493j -69.6987+0.0383862j -17.2462-0.969692j 3.02784+1.77709j -42.0883+0.787493j 56.5019-0.423979j -49.045-0.61288j 50.7909-0.522787j 13.3161-1.96059j -1.18127+0.82311j 14.0731+2.20124j -43.3546+1.49371j 3.87674-1.50383j 32.2165-2.67951j 22.7126-3.18362j 14.7233+2.51686j -3.62882+2.8152j 21.5553-0.627296j 0.284843-0.0898199j 0.0594396+1.49403j -8.84908-0.123161j 3.57234+0.384818j 0.0522789+0.243514j 
0.407387-1.09896j 8.52846+1.61325j -30.6764+0.342417j 3.43697-3.56057j -2.30292+0.1826j 64.9394+5.96108j -11.87-4.62144j 46.648+0.506793j 70.2829+8.94883j 96.8665+9.94036j -16.0522-4.1766j -134.456-7.41468j -49.824+4.71242j -4.18314-1.27278j -43.86-4.52914j -161.755-7.17843j 151.686+3.37798j -174.405-5.24692j 133.413+2.44893j 7.68192-2.26696j -56.1806+0.973129j 218.289+3.33977j -172.513-2.75637j -96.6595-0.573026j -145.253-2.56132j 331.383+2.86778j -48.7194-0.471318j -69.7632-2.30924j -12.2522+1.55739j -177.543+0.179683j 102.297-3.44149j -217.353+2.16638j 207.517-0.649j 97.0493+0.86136j -33.8308+149.871j -135.309+1.68832j 96.1105-5.70771j -206.669+7.44612j 216.72-6.80622j 100.68-1.24261j 178.043-5.13635j 11.3861+1.83346j -71.3588+6.51092j -48.831+3.37148j 332.587-15.7009j -145.046+8.16197j 97.1107-4.90347j -173.236+9.29268j 217.635-11.2456j 55.5809-2.57879j -8.86236-1.98729j 134.687-7.94337j -175.822+11.7474j 151.336-7.16667j -161.865+14.7561j -44.5982+6.74259j 4.51144-1.59375j -49.3064-4.09497j 136.005-11.7219j -15.7046+4.47852j -98.4594+13.4044j -67.8104+11.5234j -47.1775-0.0891769j 14.0558-5.07612j -65.7744+8.76758j 3.64317+0.0194766j -3.2027-3.86388j 31.9699-0.378185j -8.89231+1.48227j -0.376534-0.406559j 
-0.159817-0.0483888j 1.33491+0.306853j -5.2152+0.703065j 0.684234-0.341127j -0.460269-0.717663j 10.6566+0.0933898j -1.84325-0.28495j 8.24422-0.691449j 11.3221-0.106723j 16.8468-0.177414j -2.79838-0.598986j -22.9028+2.016j -8.51667+1.87003j -0.457175-0.411771j -6.95269+0.76958j -26.9818+2.08572j 25.2229-1.98318j -28.8421+2.04908j 23.0495-1.57954j 1.5631-1.5922j -9.50468+0.162618j 37.0622-3.16434j -29.6196+2.91198j -17.5559+1.32209j -24.7319+2.5853j 57.5121-5.1084j -8.35243+1.03566j -12.2512+0.89023j -2.30007+0.636155j -29.695+5.34246j 16.6812-2.46458j -37.0141+4.48656j 35.2549-4.1933j 15.7357-1.63579j -3.03917+25.7399j -23.2911+3.24806j 16.6738-4.36639j -35.2976+4.32275j 36.0855-5.67993j 17.0392-1.18512j 30.2603-3.69386j 2.80279+0.649954j -12.4169+2.67682j -7.42883+2.38686j 55.6967-8.70802j -23.6194+2.94185j 16.3247-2.66691j -29.8241+4.5193j 37.0014-6.55702j 10.0184-0.77761j -1.00526+0.340125j 23.1192-3.52114j -30.5783+5.12498j 25.2964-3.90199j -27.4829+5.83756j -8.11591+0.508734j -0.329365+1.0793j -9.15436+0.416519j 21.4106-4.28484j -4.70445+0.95401j -17.2929+3.56603j -11.6788+4.55719j -7.11866+1.75606j 3.53242-2.49764j -12.3232+2.80278j -0.670814-0.858327j -0.279786-3.00278j 5.04583-0.251274j -2.0843-0.0097359j 0.354471-0.218851j 
0.0629407-0.436051j 3.30441-0.345339j -11.431+3.24978j 0.378534-1.59985j -1.12918+0.557515j 24.667-4.5493j -4.91075-0.477955j 17.0296-4.77504j 27.1205-3.53534j 36.9265-6.54902j -6.44878+0.343535j -50.2783+11.437j -17.6564+6.15737j -1.97874-0.272325j -16.7962+3.02569j -59.9771+14.3104j 56.036-13.7333j -64.4508+15.6282j 49.3223-13.1756j 2.14194-1.87809j -21.0976+5.36013j 80.7413-21.0928j -64.1185+16.741j -35.1238+9.66037j -53.5341+14.02j 121.863-32.9227j -18.3722+4.43374j -26.2806+6.8647j -3.30677+1.36257j -64.178+17.6529j 37.1088-11.2103j -80.0791+22.2989j 76.1997-21.1557j 36.0711-8.59431j 2.28082+58.0337j -50.0859+14.2673j 34.933-11.1513j -75.3732+23.9092j 78.8367-24.4777j 37.6943-12.0481j 63.9271-18.8981j 4.69264-1.13619j -26.2552+8.32698j -17.4886+5.72969j 119.756-38.429j -52.5124+17.7242j 35.65-10.7902j -61.8439+20.7441j 77.6544-26.4699j 20.2393-6.58152j -3.63183-0.774478j 48.557-15.798j -62.5806+20.3197j 52.596-17.1318j -58.6035+21.488j -15.6718+6.9461j 1.58891-0.439393j -16.7859+4.05063j 47.3265-16.5254j -4.80016+4.35468j -33.5404+13.1797j -23.3957+11.4635j -14.333+4.01185j 4.09862-1.39846j -23.0328+8.44141j 1.07722-0.183337j -1.79014-0.889927j 10.9491-2.7282j -2.60456+1.05113j -0.602623-0.041056j 
-0.0680525-0.264042j 0.8446-0.230898j -3.40584+1.56949j 0.0141657-0.149512j 0.221919-0.0422827j 6.70826-2.89648j -1.42565+0.302629j 4.97509-2.1189j 7.88499-2.93794j 10.8428-3.97375j -1.74005+0.518991j -15.1039+6.31766j -5.3693+2.55904j -0.0251827+0.100236j -5.28654+2.45359j -17.1823+8.08021j 15.9953-7.25094j -18.39+8.80479j 14.0527-5.89615j 1.48951-0.791699j -5.49579+2.35285j 23.2873-10.2331j -18.8101+8.12492j -10.2295+3.61172j -15.7981+6.83864j 35.6294-15.1855j -5.69147+2.28236j -7.7561+3.17501j -1.13282+0.466304j -20.0543+9.44371j 10.8017-5.7885j -23.4161+10.8202j 22.1806-10.0444j 10.3833-5.05012j 3.76914+17.3803j -14.8803+6.57672j 11.5778-5.33263j -21.297+10.6433j 23.1417-11.7307j 10.2802-5.18224j 18.3261-8.75485j 1.2137+0.424879j -7.83415+3.95473j -5.43464+3.34522j 34.9985-17.6886j -14.0992+8.23288j 10.2655-4.82766j -17.8224+8.45513j 23.2919-11.7877j 5.73432-2.59611j -1.67369+0.564146j 13.9839-6.70372j -18.3899+8.64621j 15.4252-8.37777j -17.866+9.2762j -3.62423+1.57413j -0.903887-0.433217j -5.65282+1.41922j 13.2-8.55816j -1.83087-0.6143j -9.74507+4.70382j -7.63103+4.5739j -5.27365+3.31178j 2.67469+0.520004j -7.48219+2.83991j 0.677507-0.845425j 1.39467-0.726188j 2.82183-1.21962j -0.666697+0.0690212j -0.0217263+0.295013j 
-0.570178+1.77186j -14.649-3.39397j 54.9261+1.65952j -5.85346+5.79016j 4.68091+0.0515988j -115.705-15.2856j 20.3616+8.25488j -83.421-4.75721j -123.788-21.7532j -173.511-24.9479j 28.6128+8.50964j 240.848+24.0581j 89.2019-4.38532j 6.49261+2.52005j 78.5046+11.6767j 289.66+24.5296j -270.082-17.886j 310.905+24.0388j -239.732-15.3121j -15.5646+3.56201j 100.37+3.35054j -390.585-23.719j 310.115+19.7808j 173.094+8.10181j 259.075+15.8715j -594.593-30.9086j 86.541+6.41385j 125.486+9.9102j 21.0694-2.69474j 317.587+12.2294j -183.202-1.67112j 387.998+15.5672j -370.888-13.9448j -171.426-8.8872j 72.1484-265.034j 242.167+8.30289j -173.18+1.13993j 372.891+4.29212j -390.157-6.30031j -182.901-8.31803j -317.847-4.78772j -20.7232-5.18322j 127.26-2.50497j 87.7481-0.902872j -596.915+0.571009j 262.765-1.83418j -172.93-1.45064j 312.928-3.14213j -392.805+3.90781j -100.882-2.09238j 15.3747+4.01279j -240.292+3.86613j 315.39-6.43532j -270.974+4.42704j 294.601-8.01833j 78.7557-7.73625j -7.29948+3.67601j 87.72+8.25887j -244.44+12.1918j 29.6567-8.36567j 177.435-16.6171j 127.008-17.129j 84.2746-0.452819j -22.1723+8.79739j 116.919-10.6794j -5.1716-0.388545j 4.41512+8.02746j -55.6616-1.24205j 16.435-1.84696j 1.06297+0.962846j 
-0.0203995-0.928127j 5.32331-1.3131j -17.964+6.87418j -0.0782122-2.76858j -1.49987+0.665486j 38.7185-10.7235j -8.02585+0.325645j 26.5424-9.88704j 41.8223-9.57739j 59.077-15.2132j -10.5921+1.41925j -78.7767+24.7384j -26.9181+12.2436j -2.34234+0.247918j -26.7955+6.93607j -94.4425+31.2303j 87.5402-29.9867j -99.483+34.6066j 77.4172-26.7991j 3.59145-2.66336j -32.4403+11.4955j 125.792-44.2896j -99.9747+34.468j -55.1595+20.0896j -83.6413+29.9921j 191.381-68.5372j -28.156+9.46058j -41.4492+13.9391j -4.73959+3.56392j -100.454+37.4143j 58.1355-23.203j -122.131+47.413j 119.321-44.7435j 55.0499-21.0876j 12.7032+91.8852j -77.0936+29.5082j 54.0709-22.3213j -116.335+47.0963j 121.946-48.1301j 57.59-22.1111j 99.2111-39.4085j 7.05068-0.774329j -38.9472+17.1196j -26.7968+11.1867j 185.473-77.2201j -81.1165+32.083j 53.4362-22.4843j -96.2624+40.0154j 121.165-51.1652j 30.9209-11.4787j -6.12606+0.312573j 74.7883-32.6292j -96.499+41.5542j 83.4143-36.404j -88.5606+38.4413j -22.6871+13.1881j 2.87556-1.74944j -28.8546+9.13305j 74.582-33.1339j -8.71225+6.45039j -52.3751+25.3056j -37.8088+19.4265j -27.7857+11.396j 6.54841-4.63606j -35.4153+18.3235j 0.999794-0.3498j -2.52136-0.899338j 17.0389-6.77938j -3.93105+1.85845j -1.23778-0.436871j 
-0.673923+1.76764j -13.1009-1.92133j 47.767-1.43916j -4.39009+5.74914j 4.88054-0.479094j -101.327-6.75786j 19.0685+6.00119j -72.1354+1.23461j -108.748-11.7049j -150.921-11.913j 25.2523+5.61747j 209.333+6.74435j 76.9624-7.93346j 6.29119+1.20806j 68.0558+5.39471j 251.269+4.83339j -234.059-0.436905j 270.664+1.56793j -207.171-0.219197j -12.0116+3.74982j 87.2142-2.05086j -338.96+2.02804j 268.532+0.0767781j 148.633-2.05666j 224.571-1.38344j -515.075+7.11308j 74.8477+0.0245063j 109.02+0.905128j 17.8108-3.59233j 274.938-7.51304j -158.205+9.39116j 336.526-8.45279j -320.877+8.26092j -150.03+0.555613j 48.1075-232.71j 209.986-5.39123j -148.944+10.5605j 321.692-15.5068j -335.833+16.4439j -157.452+3.09504j -274.308+14.5199j -18.6288-2.81209j 106.797-10.0869j 73.3218-6.2478j -514.476+33.0102j 224.4-17.2306j -149.13+7.03107j 267.997-19.0746j -339.98+24.506j -85.3408+4.59195j 14.0176+4.43495j -207.759+15.0928j 270.407-20.8359j -234.299+19.1216j 251.105-22.3607j 69.0113-10.9695j -6.81607+2.30379j 77.5128+2.43117j -209.456+22.3687j 25.5552-6.58777j 150.304-23.5706j 108.001-19.6321j 70.5443-3.99865j -17.9613+8.04565j 100.552-15.2854j -4.33384-0.00445552j 4.5607+5.59504j -47.5168+1.71127j 13.1536-2.44064j 1.2973+1.13633j 
0.364972-0.542664j 6.22025+1.41345j -23.0881-1.08088j 2.70062-2.64637j -1.79348-0.280881j 48.9898+5.97884j -8.674-3.54885j 34.8815+1.77955j 52.097+9.24412j 73.4827+10.4763j -11.9827-3.38964j -101.319-9.94211j -37.8987+1.77364j -3.09544-1.01173j -33.2883-4.75378j -122.416-9.49429j 114.203+7.40393j -130.913-8.67273j 99.5591+5.34435j 6.588-2.67869j -41.9453-1.92231j 162.706+8.73644j -130.198-7.02835j -73.8991-3.13082j -108.954-5.41855j 249.478+13.7802j -36.7054-2.32535j -53.6821-3.73034j -8.24411+1.39554j -133.246-4.10323j 76.3565+1.6689j -163.477-5.5603j 156.102+6.52745j 72.7416+4.70338j -30.0317+111.269j -102.452-3.15881j 73.0794-0.259029j -157.078-1.90846j 163.086+2.4498j 77.5792+3.95599j 133.248+1.57156j 7.6124+1.82338j -52.3023+3.20342j -37.1514+0.568029j 250.584-0.063891j -110.266+0.932094j 71.4906-1.11685j -130.261+1.38159j 165.517-2.51041j 43.4509-0.199835j -5.94415-3.48011j 102.134-1.28507j -132.589+3.78794j 113.929-1.32406j -123.225+3.58418j -33.9991+3.56574j 4.14359-1.57682j -36.5861-4.31234j 103.75-5.94353j -12.1592+3.51346j -73.8492+7.15616j -52.8106+7.77578j -35.8686+0.067846j 9.04332-2.38822j -50.7798+4.73313j 2.54014-0.87649j -2.02541-3.84318j 23.5801+0.721266j -6.72265+1.1288j -0.522025-0.668574j 
0.566075+0.167637j -1.46861-0.187956j 7.32106-0.402398j -0.10713+0.794398j 0.437321+0.880231j -14.4822-1.55927j 2.82436+0.554548j -10.7631-0.240671j -15.5106-1.29886j -22.9666-3.21651j 3.8801+0.916239j 31.3373+1.12122j 11.704-0.357167j 1.39139-0.0876381j 9.71274+0.993732j 37.6331+1.4954j -34.5945-0.938621j 40.5215+1.15059j -31.5082-0.350218j -2.34686+1.20944j 13.5807+0.100346j -50.0223-1.23126j 39.2068+1.1068j 21.7676+0.708439j 33.0286+1.5771j -76.8753-0.844316j 11.7868+1.63642j 15.6753-0.215568j 3.26636+0.147242j 40.7201+0.530547j -23.1855+1.30722j 51.101+0.673071j -48.1701-0.0136542j -20.7203-0.466512j 7.7917-34.9565j 29.7954+0.768571j -20.8223+0.45666j 47.7502-0.0734861j -50.8455+0.143206j -24.18-0.103116j -41.71+0.910525j -3.00348+0.0920837j 16.2592-1.12985j 11.2971-0.715034j -77.1023+3.17474j 33.2054-1.79698j -21.9967+1.01334j 39.0632-1.5274j -49.7205+2.1637j -14.0732+0.722169j 2.7172+1.72625j -32.7326+1.86838j 38.9368-1.58628j -35.1288+0.97662j 38.0262-3.36609j 10.2875+0.0392471j -1.72673+1.26249j 11.9714+0.454828j -32.026+2.65558j 3.62579-0.775623j 21.4414-3.62097j 16.3234-2.47636j 11.2259-0.375382j -2.37567+0.931518j 15.6916-1.2177j 0.0566653-0.909785j 0.493686+1.31091j -6.58537+1.21351j 1.94184-0.236205j 0.460888-0.0275031j 
-0.173742+0.62694j -5.16882+0.379777j 17.5959-4.05113j -1.0289+2.46866j 1.88283-0.159192j -38.5599+4.79205j 7.71301+1.27163j -27.0832+6.01207j -41.6213+3.01897j -57.6541+7.36197j 10.0444-0.0452245j 78.8912-13.0602j 27.5923-7.86947j 2.83483+0.383787j 26.4123-3.5784j 94.3872-17.2002j -87.646+17.1203j 101.718-18.9123j -77.0596+16.2503j -4.13439+2.70577j 32.057-6.70874j -126.795+26.2709j 100.457-20.353j 54.8242-12.0375j 84.1576-17.7443j -191.823+41.0864j 28.4247-5.78349j 41.5173-7.9751j 5.74547-2.38632j 102.486-22.7827j -58.6954+15.4377j 123.901-27.3493j -118.865+27.3877j -54.6248+10.1584j 0.808529-89.3257j 77.6853-17.0847j -55.2861+14.7806j 117.37-29.1504j -123.692+31.2441j -57.7118+13.1474j -101.528+25.4537j -7.36155+0.122407j 39.4955-13.8747j 27.2713-8.82526j -188.365+49.6008j 83.7394-23.2125j -53.876+13.9322j 97.6095-27.1543j -124.925+32.3367j -32.1007+8.27852j 4.16813+1.01019j -75.1719+19.8185j 98.1213-27.3067j -85.4714+23.3763j 90.947-26.3676j 24.4543-7.95838j -2.04377+0.902104j 28.6222-4.00935j -76.3505+22.9974j 7.66228-4.3233j 54.4502-19.6764j 38.4497-15.0453j 25.516-8.69831j -5.71348+4.35108j 36.2335-12.2916j -1.94057+0.244777j 2.32945+1.33128j -17.0805+4.11048j 4.57427-1.87717j 0.676223+0.432476j 
-0.153859+0.0232329j 0.721253-0.496914j -1.47206+1.97874j -0.00730547-0.183507j 0.0766454+0.3692j 4.44902-3.92652j -1.12331+0.705547j 2.48174-3.11357j 4.26725-4.06985j 6.26-5.06538j -1.08567+0.997229j -8.04237+8.30446j -2.91044+3.0156j -0.503308+0.0803907j -3.16447+2.4614j -10.3733+9.69825j 9.1388-9.03613j -10.81+11.8141j 8.04282-9.59827j 1.00055-0.767305j -2.90413+3.82582j 12.7625-15.4883j -11.3031+11.4617j -5.96584+5.21432j -9.1918+9.84749j 18.0982-21.3974j -3.39777+2.83409j -4.57932+4.01454j 0.244714+1.25479j -10.2171+11.8999j 4.26264-7.09502j -12.553+14.6342j 11.439-13.241j 5.04123-6.54857j 8.08858+11.2488j -8.21831+8.53883j 5.16931-5.65721j -11.2881+13.6863j 11.6094-14.4286j 5.45935-5.66777j 9.35989-11.8892j 0.347765-1.46058j -4.04145+5.07053j -2.86878+2.38771j 17.1805-22.4313j -7.35271+8.63016j 6.60167-7.67008j -8.849+11.9097j 12.4243-15.0176j 4.12693-2.55872j -0.195449+0.570289j 7.3656-8.2811j -10.1837+11.3948j 6.90713-10.1076j -7.9387+10.4657j -2.61583+2.84743j 1.21181-0.141696j -1.77455+3.51166j 8.16413-8.11694j -1.11+1.52514j -4.54202+6.64936j -4.26249+5.20551j -3.02871+2.0827j -0.456275-0.495814j -3.94812+3.51302j 1.11716-0.138659j -0.130406-0.1062j 1.52951-1.58877j -0.33008+0.445449j 0.031955-0.12304j 
0.130051+0.397459j -2.72511-0.494588j 12.0479+0.576203j -0.793982+1.55717j 0.653118-0.198812j -25.1935-3.16578j 3.78479+1.67678j -18.5836-0.694855j -26.5619-4.76031j -38.2118-5.04408j 7.01545+1.93955j 51.9436+5.08299j 18.5677-0.405794j 0.786221+0.315217j 16.8213+2.92163j 62.7154+5.05988j -59.297-4.51586j 66.9736+5.29066j -52.4469-3.2607j -3.82835+0.441472j 21.9904+1.92714j -84.5978-5.14331j 66.1061+4.4105j 37.8931+2.72015j 56.1131+4.54796j -127.834-7.36282j 17.541+1.74278j 26.9561+2.81185j 6.23734-1.46739j 69.3078+2.68114j -39.8912-1.00345j 84.505+4.15505j -80.5805-4.17474j -38.3565-3.59777j 16.1145-56.2156j 52.8077+2.4032j -37.5177+0.0171831j 81.0726+2.33399j -83.6837-1.6102j -39.5328-1.33448j -68.5388-1.39622j -4.14845-0.440196j 28.3019-1.34773j 17.986+0.234669j -129.322-1.51538j 55.8819-0.534047j -36.9533+0.367182j 67.6021+0.151365j -84.7508-0.607452j -20.3837-0.930161j 1.61622+1.64594j -52.6656+0.421243j 68.6308-1.39674j -59.3985+0.298649j 63.5127-1.18343j 16.5415-1.86347j -0.860741-0.759022j 19.7012+1.86836j -52.8726+2.37609j 6.88333-2.37684j 37.6631-3.10406j 26.2187-3.09159j 18.5063+0.22377j -4.83937+1.03699j 25.797-0.884861j -0.7234-0.026607j 0.157407+1.32353j -11.6874-0.0766376j 3.69142-0.778869j 0.612762+0.177198j 
1.02767-1.71003j 14.0157+3.96934j -53.0512-4.64055j 6.32152-5.29572j -4.891-0.216049j 111.955+20.2903j -20.0251-9.34725j 80.4755+7.57096j 118.296+26.3817j 166.595+32.9655j -27.5534-9.38288j -231.403-35.3442j -86.5518-0.625117j -6.69708-2.64192j -75.5055-14.614j -278.952-36.0081j 259.398+29.6045j -300.06-36.6482j 230.536+26.421j 15.3338-2.61916j -96.1775-8.21976j 376.999+41.1688j -298.015-34.6612j -166.598-15.9214j -250.143-27.1432j 573.441+59.2486j -83.72-9.27388j -122.113-15.7183j -20.9237+2.68502j -306.133-27.0083j 177.705+11.4739j -376.113-32.4171j 358.081+33.0285j 165.454+17.3929j -81.7831+252.021j -233.447-19.296j 166.197+8.5596j -360.441-23.4632j 377.923+23.3221j 177.349+14.9845j 307.574+19.7235j 20.5255+5.61609j -125.093-2.73374j -83.2463-2.83106j 576.753+28.4094j -252.854-9.73854j 168.069+8.94186j -301.819-10.8204j 379.078+16.253j 97.5872+6.07819j -12.5992-5.39084j 232.44+7.61833j -304.128-8.96843j 264.382+8.0624j -283.722-4.82064j -78.5636+3.58719j 7.90704-0.643913j -84.8322-12.9556j 235.939+1.05868j -29.045+5.31135j -170.484+7.5861j -123.056+8.97343j -81.7735-3.97461j 21.0049-7.47015j -114.449+4.75606j 5.32539-0.0150946j -3.88596-7.57614j 53.5189+3.89707j -15.5702+1.37079j -1.09064-1.56486j 
