-0.0512626+0.0566317j -0.04116-0.0495374j -0.0475771-0.0902398j 0.137388-0.0334623j 0.0834082-0.0558641j -0.0839821+0.0544982j 0.223108+0.0876233j 0.0649703-0.137573j 0.0206065+0.13141j -0.0599457+0.108277j -0.0193207-0.090315j -0.0509294-0.276779j -0.11995+0.0334194j -0.0148078+0.0279846j -0.0677306-0.159511j 0.0454138+0.0650415j 0.108765+0.0180431j 0.0265082-0.0435264j -0.117236+0.044798j 0.0143328+0.011785j -0.211624+0.00464575j -0.0168094+0.265704j -0.0285571+0.0149852j -0.0766066+0.0947003j -0.00911828-0.0451623j -0.000892918+0.0378046j 0.0621548-0.0697952j -0.0961447+0.181529j 0.0590849+0.142946j 0.152418-0.00254726j 0.0761732+0.0156766j 0.0435719+0.0118941j -0.0368085-0.0412644j 0.071143+0.0227644j -0.153823-0.0395005j -0.113054+0.0147964j -0.0408408-0.0201503j -0.0803991+0.0486811j -0.0261608+0.0021083j -0.0524029-0.0795786j -0.126317+0.00277989j 0.0540581-0.0406754j -0.00888139-0.000864013j -0.0351264+0.031458j 0.071447-0.0275255j -0.0709253+0.100007j -0.0248595+0.043828j 0.117096+0.229872j 0.0553204+0.0651999j 0.035123-0.127721j 0.102819+0.0514458j -0.026113-0.255608j -0.0456532-0.0681597j -0.0922668+0.101833j 0.0366525+0.130874j 0.113372-0.044114j 
0.0014772-0.000963399j 0.000844922+0.000866134j 0.00129494-0.00451356j 0.00144737+0.00187507j 0.00503816+0.00303452j 0.00383423-0.00429623j -0.000186009-0.00178791j 0.00283745-0.00394037j 0.00223254+0.00298617j 0.00221844+0.00460721j -0.000906349+0.00109586j -0.00134516-0.00613056j 0.00810309+0.00282173j -0.00516865-0.00657609j -0.00217178+0.00213221j 0.0118179+0.0131002j -0.00412197-0.00531635j -0.00207115-0.0067572j -0.00316939+0.00139854j 0.0091931-0.00350933j 0.00866262+0.000751779j 0.0123739-0.00807593j 0.00497585+0.00722153j -0.00498683-0.0216055j -0.0124634-0.0115621j -0.0133609-0.00461806j -0.0121788-0.0103549j -0.0101294-0.00140874j 0.0272683-0.00345436j -0.00357463-5.82432e-05j -0.0314592-0.00672736j 0.00250793-0.0135973j -0.0071924-0.00686142j -0.00158829+0.00684454j -0.0065428+0.0039667j -0.00410146-0.000783861j -0.00943333-0.00724788j -0.0214951-0.0085495j -0.00872155-0.0162878j 0.0223134-0.000831544j 0.0148029-0.0160486j 0.00178087-0.000160575j -0.0108599+0.00411087j -0.00622148-0.0130342j 0.0129341-0.0074944j 0.0149892-0.00648968j -0.000661362+0.00457916j -0.0125367-0.00146335j 0.00357173-0.000180842j 0.00375158+0.00446372j 0.00588499+0.00652325j 0.0130639-0.000686163j -0.00579324-0.00156311j -0.000881824+0.00378198j 0.000228808-0.000833483j -0.000694917+1.50673e-05j 
0.00242699+0.00134619j -0.00305667+0.00324478j -0.0052004-0.000529849j 0.00180621-3.89254e-05j -0.000650254-0.00112334j 0.00352477-0.00111908j -0.0034467+0.00305404j 8.84916e-05-0.00147679j 0.00109709-0.00259547j 0.0105911+0.00112264j -0.000126764+0.000787714j 0.00308077-0.0082662j -0.00433629-0.00681783j -0.00237792-0.000587319j 0.000145611-0.00190312j 0.00438446+0.00290897j 0.00562305-0.0153603j 0.00379574+0.00444244j -0.00272563+0.0229326j 0.00182362-0.0120107j -0.00203442+0.0073519j -0.0056672-0.00149729j 0.00408642+0.00932153j 0.00867721+0.00765303j -9.56376e-05-0.0071385j -0.00392686+0.00896652j -0.00271301+0.0108299j 0.004932-0.00992486j -0.00831085+0.0120278j -0.00130938+0.00418901j 0.0118348+0.000828278j -0.00296728-0.0132689j 0.0155796-0.0132919j -0.0167533-0.0088875j -0.00194701+0.00801493j 0.0157377-0.0114601j -0.0148654+0.0212271j 0.0116395-0.00760847j -0.00134099+0.00676085j 0.00712834+0.01282j -0.0106074-0.00611005j 0.00284439+0.0144836j 0.0120205+0.00936457j -0.00964709-0.00475252j -0.015935-0.00559619j -0.00517803-0.0108592j -0.00226208+0.0102961j 0.00269872-0.000530463j 0.000296649-0.000614781j 0.0040694-0.005434j -0.00156523+0.00591442j 0.000105192-0.00248794j -0.00487195+0.00106664j 0.000254865+0.000742509j 0.00125487-0.00126979j -0.000988086-0.00186295j 
0.00368757+0.000216799j -0.00110145+0.004277j 0.00066166+0.000148387j -0.000108834+0.00403516j -0.00197269+0.00136448j 0.0024962+0.00094947j 0.00139844+0.000451866j 0.00443916-0.00276079j 0.00772487-0.00250562j 0.00284873-0.000317471j -0.00181696+0.00132037j -0.00262164-0.00938995j -0.000595396-0.0001131j -0.00357059+0.009205j -0.0040238-0.00784012j 0.00604921-0.000473743j 0.00902423-0.00232907j -0.00452162-0.00396213j -0.0131283+0.00820059j 0.00409621-0.00975947j -0.00511952+0.0180478j -0.00262182+0.000803224j 0.000323747+0.00223319j 0.002634-0.00538355j 0.0135652-0.00302239j -0.00311308+0.00793986j 0.0093555+0.00536945j 0.00349181-0.0123696j 0.00660883-0.0155219j -0.00708047+0.0148996j -0.014756-0.00148773j 0.00786488-0.0130367j -0.00669685-0.00921728j -0.0167653-0.00693132j 0.00472838+0.000212723j 0.0184242-0.0145915j -0.00648423+0.00686323j -0.000476567-0.0134038j 0.00612894-0.000363907j 0.0137466-0.00209471j -0.00209188-0.019095j -0.00858819-0.0033475j 0.000374567+0.00878572j -0.0136964-0.000933488j 0.000479113-0.00315103j 0.00250449-0.0111463j 0.00247727+0.00980506j 0.00329044+0.0017881j 0.000282723-0.00476091j 0.00371749-0.00469339j 0.000117433+0.00329773j 0.00060402-0.00371107j -0.00448551-0.00219434j -0.0030164+0.000831115j -0.00101915-0.000905473j -0.00101755+0.00111113j 
-0.000811801-0.00452199j 0.00273531-0.00252913j 0.000190648+0.0013986j -0.00481161+0.00396107j 0.00252052+0.000359856j -0.000847869+0.00916932j 0.00158063+0.00187153j -0.0012969+0.000562007j -0.0024382+0.00932823j -0.00221028+0.00474111j 0.00291657+0.00995426j -0.0081051+0.00167783j -0.0043738-0.000687056j 0.00122151+0.00222244j 0.00446314-0.000565767j 0.00151522-0.0291579j 0.00513058+0.016669j -0.00140531-0.000265292j -0.00751208+0.00478247j 0.00488645+0.0148184j -0.00837446+0.0114719j -0.00258923-0.00678148j -0.0154431+0.00176503j -0.00905435-0.0320635j 0.0173274-0.00398078j -0.0095616+0.00643441j 0.000977344-0.00893417j 0.00223761+0.00200338j -7.00643e-05-0.000867363j 0.0105312+0.00790771j 0.00120697+0.00366722j -0.00238807+0.00537206j -0.0210235-0.00482802j 0.00871075+0.00843149j 0.0137924+0.00454087j -0.00664579-0.00220395j 0.00356275-0.00571629j 0.00272604+0.00490364j 0.00449822+0.016487j -0.0107658-0.0135495j 0.00655563-0.000426474j -0.023671+0.00530572j -0.0137471+0.0134761j 0.0151946+0.0149273j 0.00210252-0.00749622j 0.00277062-0.0103185j -0.00672589+0.00243728j 0.00197688+0.0129736j -0.000754019-0.00659422j -0.00424643+0.00702335j -0.00495545+0.00249312j -0.00470566-0.00386439j 0.00386011-0.000623084j 0.0034474-0.00199932j -0.00127263+0.00046334j 0.0012433+0.00058778j 
-0.00195142+5.76181e-06j -0.00160698-0.00173476j -0.00370742+0.0012119j 0.00246118+0.000634939j 0.00682426-0.00321332j 0.00263103+0.00117437j 0.000833905+0.00403948j -0.00183003+0.00268888j -0.00541492+0.00581446j 0.0073011+0.000682009j 0.0070762-0.00136051j 0.00138106+0.00370698j -0.0152218-0.000967723j -0.0110604-0.00622786j 0.0136004+0.00239341j 0.00166915-0.00677778j -0.0174447+0.00343337j 0.00162658-0.00246503j 0.0146552+0.0121009j 0.00273483-0.00788248j -0.0141489-0.0114901j 0.00175617-0.0150953j -0.00811117+0.0086516j 0.00485643-0.00436199j -0.0184751-0.0154493j -0.00933949+0.00219084j -0.0242038-0.00968071j -0.000502584+0.0107279j 0.00805101+0.0227626j -0.000258166-0.0198791j 0.00705501-0.0038807j -0.0142741-0.000652311j 0.0156709-0.0162693j -0.000823053-0.00325688j 0.00088481+0.0167364j -0.00857474+0.00831392j -0.0041272+0.0127129j -0.00205567-0.00387161j -0.0125786+0.00423026j 0.00340798-0.00286544j 0.0101932+0.00566962j 0.00571332+0.0172942j -0.00703214+0.00688282j 0.00745297-0.00655877j -0.00355512+0.00148306j 0.00816494-0.00272883j -0.00173767+0.00662935j -0.00691696+0.00427165j 0.00238841+0.00141975j -0.000330444+0.00767317j 0.00188258+0.00636457j -0.00410414-0.00107549j 0.00101921+0.00112648j 0.00236215-0.000874918j 0.00272225+0.000632805j 0.00112821-0.00383956j 
0.00115259-0.00167662j 0.000754669+0.000380676j 0.00078185-0.000743584j -0.00190784+0.0026395j 0.00229217+0.00103421j -0.000506858+0.00218542j -0.000703055+0.00124916j 0.00267768-0.000738576j -0.00298457+0.00261721j 0.00278789+0.000213223j -0.00668029+0.00349939j 0.000784438-0.00712718j -0.0022563+0.00587564j -0.00251876-0.0107253j 0.00685646+0.00836998j -0.0237709+0.0055918j -0.00114294+0.00963089j -0.00721382+0.015542j -0.0082437-0.00234692j -0.00761977+0.000260206j 0.011228+0.00658874j 0.00951697+0.000815328j 0.00659765+0.00179817j 0.0162841-0.00158984j -0.00255363+0.0090661j 0.00346093+0.00505365j 0.00135784+0.017429j -0.00152586-0.00712886j 0.00165202-0.0130597j -0.00220531-0.00107407j -0.000386149+0.00368623j 0.0248157+0.0123173j 0.000973165-0.0135914j 0.0167848+0.00560615j 0.000224872+0.00240265j -0.0117523-0.0153937j -0.00296705+0.00171253j 5.89049e-06+0.00974001j 0.0122734-0.00223754j 0.0104483-0.00447687j 0.000169417+0.0123769j -0.00345348+0.0178593j 0.00582932-0.00697549j 0.00301362+0.00399708j 0.00412361+0.00464886j 0.00668021-0.00432943j 0.00275487-0.00297892j 0.00278161-0.000661922j -0.00069767-0.00131071j -0.000611252-0.000947873j -0.0040057+0.00134147j -0.0011986+0.000892958j -0.00118893-0.00077825j 0.000766753+0.00169291j -0.00124402-0.00265953j -0.00179197+0.00129622j 
0.000820529+0.00271484j -0.00252471+0.00251193j 0.00163199+0.00523115j 0.00179969+0.00167655j -0.00047798-0.00186601j 0.00651084-0.00260427j -0.0012735-0.00255416j 0.00399978+0.00222581j -0.0066825-0.00539658j 0.000505182-0.0127359j -0.00240841-0.002701j -0.00884719+0.0117754j -0.00928517+0.00230527j 0.00136605+0.0084288j 0.00552811-0.00532276j -0.00873471+0.0014384j -0.00438194+0.00911472j -0.0158665-0.0096119j -0.00674478+0.000661003j -0.00556195-0.0124269j -0.00855309-0.00486154j 0.00632937+0.00935987j -0.0164008+0.00642884j 0.0192469+0.00944259j 0.0223426-0.0137339j 0.00354677+0.00291539j 0.00176477+0.00217347j 0.00269959-0.000997394j 0.00118318-0.0238717j -0.0118319+0.0035737j -0.0109332+0.00148628j 0.00916343-0.010953j 0.00127268-0.000916518j 0.00193767-0.00830074j 0.00687222-0.00924679j 0.00796136+0.0012879j 0.00436155+0.0122707j 0.004976-0.0148723j 0.0107566-0.00514539j 0.00695723-0.0181168j -0.00587475+0.000281724j -0.0173504-0.00222448j 0.00410637+0.00435246j -0.00175553+0.00563779j 0.00282963+0.00343708j -0.00336777+0.00165648j 0.00635122-0.004066j 0.000968721-0.00226639j -0.00621848+0.000920448j -0.000760668-0.00355259j 0.00177889-0.00119168j -0.00199941+0.00224001j -0.000866909+0.000162909j -0.00192084-0.000423707j 0.00133888-0.000298146j -0.00105167-0.00152579j 
0.000624447+8.82198e-05j -0.0012174+0.000645126j -0.0014753+0.000404099j 0.000255646+0.00129332j -0.00135559-0.00166888j 0.000842017+0.00510235j 0.00307448+0.00427858j 0.00234135-0.00352763j 0.000196409+0.00375468j 0.00423895+0.000844889j 0.00177781+0.00513322j -0.00662237-0.0106362j -0.00650941+0.00428453j -0.00911554-0.010679j 0.0161142+0.00859823j -0.0118709+0.0106608j 0.00406539+0.00787158j -0.00741839+0.0104706j -0.0012001+0.0012785j -0.000780018-0.00665494j 0.0014389+0.00146573j 0.00831229-0.00402079j 0.000979962+0.00693546j 0.0180467-0.00986641j -0.000627605+0.00496592j 0.0116478+0.000676096j 0.00295967+0.00937875j -0.00107964-0.00213074j -0.00746873-0.00813711j 0.000199867-0.00763422j 0.00599179+0.000375992j 0.0179668+0.00315505j 0.00109199-0.026287j 0.0128383-0.000766412j 0.00328249+0.00757026j -0.00949571-0.00791968j -0.00582816+0.00455166j 0.00170232+0.00762988j 0.00761284-0.00478629j 0.00894595-0.00924638j 0.00709628+0.00818569j 0.00599945+0.016143j 0.000279535-0.00280311j 0.000100317+0.00220163j 0.00642738+0.000735625j 0.00431299-0.00559552j -0.000719526-0.00102375j 0.00149774+0.00333691j -0.000759678-0.000218245j 0.00296471-0.000814642j -0.00170671+0.000663248j -0.0020768-0.00131443j -0.00271475-0.00178177j -0.00100171+0.00090958j 0.000644406-0.000763576j -0.000754776-0.00087311j 
0.00119128+0.000148086j -0.00175621-0.000529641j -0.0040529-0.00204327j -0.000791344+0.00270063j 0.00416611-0.00106224j -0.000701542+0.0106509j 0.00180949+0.00259026j -0.00130798-0.00427115j 0.00289672+9.22235e-05j 0.00156408+0.0175781j 0.00143221+0.00942202j -0.00537789-0.0135369j 0.0125517-0.0140024j -0.000633182-0.00640442j -0.00324899+0.0104808j 0.00750389+0.00648205j 0.0176774-0.0154687j 0.00352388+0.006016j -0.00195534-0.00947568j 0.00756007+0.00466293j 0.0139054+0.0136672j -0.00440374+0.00147954j 0.025244-0.00703377j -0.0110252-0.00764851j -0.00269275+0.0179403j 0.00639441-0.00175114j 0.012734+0.0107812j -7.19923e-05-0.0132957j -0.00323332+0.00458114j 0.00619891+0.00322418j 0.00507676-0.000177381j 0.00410851+0.0107178j -0.00231063-0.00141638j -0.0024658+0.00332197j -0.00303305+0.00850403j -0.00408237-0.0137538j -0.0118209-0.0102299j 0.00636569+0.0124913j 0.00134939+0.00461794j 0.00323763+0.0140509j -0.00565649-7.68185e-05j 0.00836474-0.00547543j -0.0043493-0.0037279j -0.00340434+0.00035566j -0.00436039-0.00907607j -0.00437875-0.00342114j -0.00805974+0.00532178j -0.00215711+0.00315479j 0.00160685-0.00454352j 0.00389253-0.000701133j -0.00304532-1.01335e-05j 0.00163326-0.00529292j -0.00208037-0.00465263j -0.00187768+0.000603404j -0.00131707-0.00140606j -0.00127253+0.000950253j 
0.000259147+0.00168342j -0.00127717+0.00159227j 0.00156128+0.00310063j 0.000348959+0.000664694j -0.00414089-0.00414328j -0.00493998-0.00408607j -0.00635368+0.00300061j -0.00120455+0.00271838j 0.00990902-0.00483104j -0.00390524-0.00223018j 0.0109755-0.00077787j -0.0192443+0.00419504j 0.00455373-0.00507103j -0.0134517-0.000756907j 0.0180032+0.0100562j 0.0200285+0.0118351j 0.0194149+0.00225219j -0.0133614-0.0145646j 0.0192355-0.0199504j 0.00771125-0.0150272j -0.0138698-0.00547801j -0.00495863-0.00278099j 0.00140686+0.00408636j 0.0120913-0.00209075j 0.00586879+0.00400948j 0.0274385-0.00688808j 0.00542142-0.00796136j 0.0129004+0.00545543j -0.0277556-0.00859117j 0.006488-0.015335j 0.0107098-0.00377031j -0.0199735+0.00834085j 0.00928893-0.0169638j -0.00688591+0.00864867j 0.0122714+0.0123627j 0.00779853+0.00430372j -0.00621729-0.00857284j -0.00976328-0.00582675j 0.00820772-0.00545261j -0.00802295-0.00294171j 0.00274356-0.0077308j -0.000824204-0.0081383j -0.00429605+0.00411926j 0.00129074-0.00294361j -0.00241513-0.00298567j -0.00129488+0.00246156j 3.04634e-05+0.00311069j 0.000571015-0.00294667j -0.00673703+0.000463115j -0.004356-0.000612301j -0.000787447+0.00161764j -0.00181955+0.00450453j -0.000469915-0.00238416j -0.00414405-0.000491146j 0.00140653-0.000987472j -0.00125721-0.00135704j 
0.000831708+0.000507316j -0.00233873-0.000964534j -0.00139376-0.00153341j -0.000655412+0.00652161j 0.0131209+0.00845266j 0.00256845+0.0076336j -0.00454114+0.01142j -0.00305222+0.00128701j -0.0130155-0.00879438j 0.00477774+0.0126681j -0.013533+0.000752577j -0.0144707+0.0138101j 0.00757636-0.0214302j -0.00794191+0.00480701j -0.00508054-0.0125816j 0.00111318+0.0084882j -0.00127846-0.000579086j -0.00780751-0.00214366j 0.0141434-0.00682451j -0.0166568-0.00774086j 0.00379224-0.00474226j -0.00586332+0.00312768j 0.0186594-0.000466315j -0.00190712+0.00346985j -0.0127876-0.00459847j 0.00757286-0.00332616j 0.00614385+0.0144868j 0.011395-0.00870129j 0.0130802-0.00525694j -0.0103435-0.00620805j -0.0161598-0.0165813j -0.00470603+0.00769183j 0.0119288+0.0130783j 0.00573396-0.0120822j 0.00160132-0.000372715j -0.0102562+0.00204626j -0.00416899-0.00239092j -0.00234652-0.00299529j -0.00527866-0.0134331j -0.0088899-0.0114653j -0.00705841+0.00742228j -0.00654525+0.00748975j -0.0022113+0.00274802j -0.00122993+0.0104772j -0.00507701+0.000412213j 0.00274563+0.00318317j -0.00091088+0.000457751j -0.00687819+0.000169822j 0.00220622-0.00252673j -0.000671231+0.00175442j -0.00393404-0.000873282j -0.00621901-0.00468695j 0.00235262+0.000132038j 0.00169389-0.000419835j -0.00192693-0.00367426j -0.00244634+0.00181623j 
7.81274e-05+0.000496118j 0.00200928-0.00218132j 0.00335463-0.00886304j -0.00463892-0.00200288j -0.00602946+0.0126555j -0.0114637-0.000581627j -0.0064337-0.000619072j -0.00270281-0.00530442j 0.0069292-0.00362805j -0.0111781+0.00286076j -0.00487592-0.0132598j -0.00236499-0.0254461j 0.0139663+0.0151838j -0.00274615-0.0048639j 0.00611457-0.00351609j -0.005501-0.0114769j -0.0112217+0.0176492j 0.0169569-0.00345575j -0.00131836+0.0142086j -0.00355995-0.000226744j 0.00425061+0.00168739j -0.00831298+0.0054799j -0.0254684-0.0121444j -0.00820446+0.0096193j 0.0168864+0.00617995j 0.00659818-0.00733232j -0.00339042-0.00652763j -0.00207513+0.00749113j -0.0027839+0.00163856j -0.0106758+0.00324224j 0.00162367-0.01152j 0.000120008-0.00662734j 0.00072771-0.00657592j 0.00359187-0.00572898j -0.00569837-0.00248857j 0.00182563-0.0112989j 0.0056662-0.00618036j 4.59057e-05+0.00637333j 0.00783594+0.00226196j -0.00508463+0.00237646j -0.00154253-0.00170428j 0.00598551-0.00432527j -0.00146239-0.00144124j -0.00662304+0.00358409j 0.00259097-0.00152818j 0.000840676-0.0049688j 0.000917437-0.00422517j 0.000285083+0.00359409j 0.00369767-0.000858849j -0.0030179+0.0012992j -0.00117514-0.00036516j 0.00745958+0.00245312j 0.00201744+0.000415248j 0.00160275+0.000134299j -0.00109021+0.00397661j 0.00418713+0.00158815j 
-0.0013617-0.000158374j 0.00109131-0.00116903j 0.00296045-0.00112445j -0.000889714-0.00128035j -0.00713306-0.000319382j -0.00443418-0.00153011j -0.000238329+0.00167935j -0.000799704-0.000424161j 0.00394781+0.000263757j -0.000375845-0.000738402j 0.00210175-0.00459013j -0.0048702-0.0013078j -0.000528791+0.00169095j -0.00282231+0.000896154j 0.00529282-0.00131287j 0.00768946+0.000634798j 0.00394478+4.5343e-05j -0.000881407-0.00257899j 0.000342344-0.0040604j 0.00024567-0.00421611j -0.00476469-0.0010874j -0.00535981+0.00297186j -0.0049841-0.00157229j 0.00150982-6.63856e-05j 0.00650286+0.00447288j 0.00710154-0.00718022j 0.000697427-0.00631792j 0.00333523+0.00380804j -0.0108316+0.00351749j 0.000971918-0.00462551j 0.00466944-0.00501182j -0.00310274+0.00381987j -0.00129501-0.00720827j 0.00235218+0.00443955j 0.00477391-0.00303864j 0.00310661+0.00110401j -0.00378842-0.00244892j -0.00226936+0.00342415j 0.00107814-0.00265283j -0.00206023+0.00258507j -0.000909142-0.0028565j 0.0018252-0.00335832j 0.00174029+0.000718364j -0.000723858+0.00205645j 0.00118272-0.0015741j 0.000350257-0.000354937j 0.00155228+0.000137528j 0.00184932+0.00227089j -0.00154154-0.000387049j -0.00292801-0.00118327j -3.8039e-05+0.000141747j 0.00128176+0.000660817j 0.000435266+0.000234879j -0.00115122-8.49128e-05j -0.000115306+0.00151215j 0.00146907+0.000684084j 
0.000871172+0.0019845j -0.00166227-0.00112454j -0.00426464-0.0101585j 0.00199914-0.00326486j 0.00877711+0.0105139j -0.0011164+0.000425468j -0.00156417+0.0103667j -0.00326661-0.00917379j -0.00458224-0.000916781j -4.11584e-05+0.0112j -0.00865841-0.00279407j -0.00942143-0.0100962j 0.00649813-0.00244505j -0.00575469-0.00559013j -0.00187905-0.00758646j 0.00364968-0.00402247j -0.0100064+0.00905589j 0.00704117-0.00271066j 0.00721773+0.00583346j -0.0124996+0.000723308j 0.00306373-0.00421409j -0.0051665+0.00765196j -0.00467123-0.0100651j -0.00693238+0.00865768j -0.00133755+0.00498459j 0.00722863-0.00818623j 0.00618082+0.00314282j 0.00282786-0.00347253j 0.00317979-0.00141504j -0.00685669+0.000683829j -0.00932026-0.0157406j -0.00262868+0.00166475j 0.0125663-0.00570434j 0.00508505-0.0078869j -0.00621355-0.00030521j -0.00373414-0.000272729j -0.000260721-0.00102767j -0.00192228+0.00507325j -0.00695427-0.00277155j -0.0136719-0.00146754j -0.00528734+0.00560322j 0.000910399+0.00509j 5.81637e-05-0.000455544j -0.0060249+0.00512342j -0.00175625+0.000953652j -0.00241114-0.00343009j -0.00233872-0.00231257j -0.001344+0.0052163j 0.00679201+0.00187401j 0.00105177+0.00145998j -0.00351795+0.00277271j 0.00432935-0.00200318j -0.00206455-0.00274259j -0.000689515+0.00312612j -0.000236863+0.00170092j 0.00188418+0.000166298j 
0.00445405-0.00225137j -0.000130449+0.00234578j -0.0100462+0.000639791j 0.00149242+0.00650116j 0.0131986+0.0095106j -0.00355832+0.0105452j -0.00688599-0.00191905j 0.00426441+0.00466831j 0.008901-0.00936093j -0.00211182+0.00410796j -0.00239782-0.0056203j -0.00175818-0.00849047j 0.0100009+0.000678082j -0.00670177-0.00576773j 0.00509976-0.00351744j -0.00594914-0.0066371j -0.00534699+0.0115744j 0.004385+0.00952412j -0.000902634+0.00150816j -0.0110236+0.00409221j 0.00784024-0.005477j -0.00270786-0.00055047j -0.00700241-0.000841611j -0.00303229+0.00201992j -0.00340635+0.00186826j -0.00628675-0.0102537j 0.00113394+0.00315804j 0.00359233-0.000389972j -0.00533816+0.00392528j -0.00362713+0.00734972j -0.00221302-0.00106788j -4.91576e-05+0.00197578j -0.00267972-0.00633914j -0.0052034-0.00378502j -0.000790729+0.00828442j -0.00393006-0.00691851j 0.000126632-0.00401531j 8.13774e-05+0.000683675j 0.00311295-0.000271541j -0.0019633-0.000718505j -0.00121231+0.00233043j -0.0010456-0.00117672j -0.00240098+0.00588434j -0.00326857-0.00119431j -0.00295151+0.00402943j 0.00108617-0.00393894j -0.00129493-0.000455976j 0.002308-0.000402026j 0.0016192+0.00142993j 0.00457988-0.000772014j -0.00520699+0.0012263j 0.00155254+0.000676721j -0.0028848-0.000294232j 0.00194968+0.00219766j -0.00184649-0.00108839j -0.0010033+0.000954095j 
0.0019562-0.00702499j 0.00308459-0.00388967j -0.0175156-0.00114111j -0.00314037+0.0227198j 0.016686+0.00337352j -0.0245041+0.005651j 0.00457838-0.0150765j 0.00280355+0.0280703j 0.0146795+0.0112927j 0.00617908-0.0174131j -0.00555053-0.0125382j 0.0109664+0.00425244j -0.00299417+0.00234044j -0.00526615+0.007095j -0.000420489-0.0182124j 0.00172547+0.0215086j -0.000269851+0.000983382j 0.00236641+0.0170096j -0.00963088+0.00466708j -0.0192817+0.000342328j 0.000554538-0.0123705j -0.0226377+0.00369335j -0.00386887-0.00478031j 0.015426+0.00323942j -0.00767138-0.000193156j -0.0122292-0.00300029j -0.00188424+0.0100261j 0.00245995+0.0214109j -0.00511906+0.0121413j 0.00828448+0.00143701j 0.00968638+0.00723314j 0.00428173+0.00348692j -0.00308985+0.0126111j 0.00237976+0.0031635j 0.010403+0.0056341j -0.00458987-0.0013845j -0.00293898-0.00189921j -0.00526652+0.00231685j 0.00234523-0.00822781j 0.00367914-0.00253928j -0.00913895-0.00547281j 0.0036774+0.00157323j -0.00287364+0.0035481j 0.00320566+0.000855171j 0.00122867+0.00528855j 0.00393843-0.00193834j 0.0010151+0.00114766j 0.00426214-0.000375084j 0.000915963-0.00785906j 0.000938015-0.00534336j -0.00519136+0.00398213j 0.00337875-0.00642514j -0.00207369+0.00531971j 0.00512615-0.000977878j -0.0052252+0.00120797j 0.00138813+0.00542509j 
0.00130513-0.00350591j -0.0023441+0.00585315j 0.000940164+0.0238791j 0.0175253+0.0016594j 0.00835587-0.0139037j 0.016094+0.0144436j -0.0231306-0.0115316j 0.0211912-0.00226269j 0.016367-0.0194971j -0.00892147+0.00445599j 0.00684921-0.0120638j 0.000347024-0.000138789j 0.00649386+0.00160732j -0.00995665-0.0150738j 0.0161618+0.00818619j -0.00923305-0.0129329j -0.0108053+0.01094j -0.00610724+0.0219141j -0.00668575-0.0120601j -0.00481282-0.00415965j 0.00737399-0.0156283j 0.0157202-0.00645546j 0.00183063+0.00689693j -0.0128605+0.00483158j -0.00882198+6.74952e-05j -0.0127463-0.00684496j -0.0032767-0.00563241j 0.00653632-0.00505289j -0.0125504-0.00448581j -0.00537436-0.000577077j -0.00676187+0.0100542j -0.00207784+0.00335733j -0.000299831-0.00312368j -0.0101227-0.000481244j 0.00408428+0.00106162j -0.00875262-0.00508656j -0.00441238-0.00449872j -0.00290067-0.00186369j 0.00655174-0.00562741j 0.00452386-0.00400535j 0.00188521+0.00451434j -0.00390748-0.00791143j 0.00219017+0.0108524j 0.00296601-0.0108638j -0.0018626+0.00143046j 0.00339123+0.00305622j 0.00373123+0.00584488j 0.00213362-0.00167808j -0.00813043+0.00419455j 0.00202823-0.00575113j -0.00130198-7.15939e-05j -0.00566416+0.00142942j -0.00406374+0.00238301j -0.00198935+0.00256275j -0.00147815-0.00428763j -0.00437637+0.00187704j 
0.000201986+0.000592151j -0.00242778-0.000997604j -0.00588827+0.00348247j 0.00381088+0.00598196j 0.00784356-0.00407539j -0.00445649+0.00493524j 0.00338194-0.00489844j 0.00534679+0.00727596j -0.00215571-0.00140672j -0.00353731-0.00578249j -0.000745329-0.00324827j 0.00299075+0.0029427j -0.00200376+0.000830038j 0.00286984+0.00906462j 8.99353e-05-0.00501395j 0.0039553+0.0107073j 0.00386068-0.00269049j 0.000284185-0.000239652j -0.00178284+0.0010196j -0.00328323-0.00211805j -0.00615723-0.00178667j -0.00377411+0.00507898j -0.000618927+0.00225059j 0.00865275+0.000612923j -0.000975247-0.00251873j 0.00170293+0.00130313j -0.00353514+0.00310371j 0.00242274+0.0035388j -0.00104581+0.00237416j -0.00155667-0.005663j 0.0044622+0.00362351j 0.00164943-0.00112104j 0.00154099+0.00281231j 0.000748705-0.00564703j 0.000796415+0.00157535j 0.00120782+0.000823372j 0.000989538+0.00248958j 0.0024443+0.000581258j -0.000438401+0.00130752j 0.0015516-0.00186356j -0.00435679-0.000533079j 0.00227055-0.000782513j -0.000891119-0.000755875j 0.000790664-0.000325317j 0.00227657-0.000443968j -0.00294515+0.000539905j -0.00172453-0.000951102j -0.00100618-0.00119256j -0.000745315-0.00209627j 0.00127095-0.00152775j 0.00117243+0.00118296j 0.00144532-0.0025344j -0.000698951+0.000942877j 5.14784e-05-0.00150566j 0.00052316+0.00147099j 0.000798279-0.000143112j 
