0.00410745-0.0248434j -0.0392839+0.00666748j -0.0107305-0.0334017j 0.0229373-0.0340519j -0.0114691+0.0177855j -0.00456265+0.00393364j -0.0158984-0.00346312j 0.00233536-0.00557181j 0.00418543-0.00896605j -0.00802034+0.00285042j -0.00366902+0.0123615j -0.0147142-0.0123671j 0.0205636+0.0024983j 0.0195603+0.0112595j -0.0275969+0.00260096j -0.030209+0.0161469j 0.0109336-0.00274249j -0.00309174+0.014164j 0.0044673+0.00154084j 0.0100122+0.00708369j 0.00537221+0.00811132j 0.00354407+0.00253204j -0.00260185-0.00384539j 0.000300515+0.00155603j 0.00255661-0.00354775j 0.00473356+0.00139589j 0.00601572+0.000114731j -0.00145918+0.00284532j -0.00245847-0.000633006j 0.00163793+0.00264532j -0.00309696-0.00351783j -0.00101875-0.000195558j -0.00332545+0.000713687j -0.0012103+0.0022957j -0.000791157+0.000233597j -0.0122656-0.00696344j 0.00370306-0.00875014j 0.00583978+0.00542213j 7.26898e-06+0.00191722j 0.0036223-0.00786638j 0.00150322+0.00609802j 0.000677609+0.0100478j 0.0033019+0.00427002j 0.00377841+0.00580475j 0.00436707+0.00377427j 0.002874+0.00979969j -0.00382932-0.00538689j -0.00229743-0.00780569j -0.000347154+0.00193897j -0.00333155-0.00325632j -0.000139233-0.000797476j 3.86561e-05+0.0054056j -2.2397e-05-0.00532872j 0.00302295-0.000620054j -0.00212103+0.00139055j -0.00178234-0.00178846j -0.00436318-0.00171089j 0.00453777+0.00134785j -0.000371248+0.0001358j 0.000487328-0.00115196j -0.000145068+0.00258853j -0.00197422-0.00240684j 0.00116623+0.0013829j -0.00805008+0.000358476j 0.00119216-0.00200471j -0.00233442-0.000896532j -0.00181145+0.00191661j -0.0009108+0.00256948j 0.000556391-0.000566675j 0.000111817+0.000140942j -0.0018278-0.000660542j -0.000450569-0.00256002j 0.00330402+0.000944582j 0.00203173+0.00117824j -0.00163139+0.00135672j 0.0014978+0.0011412j 0.00183548-0.00203583j 0.000480102-0.0012332j 0.000615378-0.00405928j -0.00180331-0.00117559j 0.000852029+0.00362913j -0.00835208-0.000928035j 0.000472446-0.00392915j -0.00167665-7.59284e-05j 0.00408804+0.000136523j 0.00185302+0.000229349j 0.00122449+0.00449489j 0.00728162-0.00789565j -0.00375101-0.0019713j 0.00118478+0.00578398j -0.000540897-0.00192528j 0.0081742-0.0186126j 0.0306809-0.0239851j -0.0112837+0.000561299j -0.00338951+0.0037345j -0.0084672-0.00885217j -0.00288388+0.0146627j 
0.000714222-0.0448435j 0.0474241+0.00826454j 0.0572264-0.0411747j -0.122679+0.019838j 0.00526498+0.028695j -0.185012+0.0703863j 0.0388664+0.00932019j -0.0553449+0.0796272j 0.0583042-0.00925986j 0.0223982+0.134475j 0.0719053+0.0970329j 0.00808725-0.0524265j -0.0604097+0.101665j -0.125418-0.0930345j 0.08808+0.0115393j 0.00493433+0.0199747j -0.0648824-0.0957871j 0.0605231+0.000510813j -0.0487994+0.0114583j -0.0176931+0.0119398j 0.00610658+0.013458j -0.0191498-0.0298669j -0.00753011+0.0406722j 0.000975067+0.00907981j 0.000781037-0.0193288j 0.0050059-0.00454664j -0.0198015-0.00588264j 0.00598617-0.027231j -0.0325374-0.0391539j -0.0200578+0.0140212j 0.024563-0.0149975j 0.00611819+0.00368927j 0.0165559-0.0140255j 0.028057+0.0184455j 0.014112-0.0083864j -0.00226785+0.00360887j -0.0080924-0.00160028j -0.00493286+0.00393247j 0.00352783-0.0125318j -0.00899055+0.000730378j -0.00477592+0.0099351j 0.00451778+0.00100082j 0.0174172+0.00633491j 0.00285941+0.0105353j 0.0131746-0.001257j -0.00240938+0.0178254j -0.00479346-0.0148881j -0.00296771+0.00115449j -0.0229039+0.0147343j 0.0156948-0.00903477j 0.00605196+0.00427819j -0.00527546-0.00868581j 0.0194882+0.00778935j -0.0120795-0.00464186j -0.00162765+0.00439178j -0.0133973-0.00156692j 0.00499041-0.0117687j -0.000797255+0.00275609j 0.00619481-0.0045572j 0.00782668+0.00640228j -0.00286372-0.0212598j -0.00423183+0.0147654j 0.0126686+0.00940909j -0.00399894+0.0102883j 0.00253891-0.00578422j 0.0155741+0.00886664j 6.32811e-05-0.000624164j -0.0161497-0.015793j -0.008559-0.0168055j -0.012577+0.00128697j 0.00276769-0.012762j 0.0169699+0.00883956j 0.00381266-0.00155704j -0.00656561+0.0137642j 0.00170342-0.0136112j -0.00695824-0.00587776j 0.00692801+0.00825817j 0.00600409+0.00456111j 0.014487+0.0164058j -0.013623-0.00201014j 0.0104321+0.00028931j 0.0246913-0.00738627j -0.00501617+0.0100901j 0.0071447+0.00674979j -0.00492171+0.013948j -0.0111317+0.000524578j -0.00507051+0.0109118j -0.00603658+0.00848242j 0.012369+0.000688529j -0.00272478+0.00461967j 0.0082273-0.00193291j 0.0059462-0.00810152j 0.00797675+0.00525421j 0.00842851-0.0141301j 0.0120507-0.000954511j -0.00856095-0.00110251j -0.013398-0.0100158j 
6.6358e-06-0.0120837j 0.0300527-0.0356977j 0.0419132-0.128508j 0.0294908-0.0202443j 0.0170456-0.091164j -0.140159-0.0466317j 0.133113+0.0288356j 0.0200924-0.12436j -0.0662945-0.14187j -0.126995-0.0356557j 0.0185651-0.0794894j 0.113773-0.106702j -0.0699814-0.13177j -0.0815377+0.0819395j -0.033845-0.145545j 0.0131252+0.017007j -0.0857544-0.0717539j -0.0231934+0.00143324j -0.0152199-0.0612511j -0.0234997-0.00537341j 0.0168621-0.0132034j 0.0207242+0.0141429j -0.0074815-0.0237276j 0.0232091+0.0103595j 0.000257279+0.0154604j 0.00812143+0.00137824j -0.00956327+0.00241891j 0.0123168-0.00199335j 0.00433377-0.0228337j -0.0462121-0.0200126j 0.00179296-0.00235355j -0.0077313+0.00248901j -0.0139912-0.00149987j 0.018555-0.00223922j -0.000382236+0.0242893j -0.00353381-0.00958781j -0.0080645-0.00616884j -0.0067962-0.0108111j -0.0151544-0.0151161j 0.000575356+0.0061655j 0.00200974+0.0032384j -0.00302889-0.0154942j 0.00323419+0.00771091j -0.0105945-0.00807697j -0.00270045+0.00446602j -0.012812-0.00768299j 0.00483092+0.00297555j -0.00935666+0.00373309j 0.000844255-0.0153951j 0.0100734+0.00352304j -0.00395122+0.0111437j -0.0114618+0.0115768j -0.0101761+0.0173253j 0.00444274-0.000888889j 0.00958621-0.0101402j -0.00338099-0.00962407j -0.00535632+0.00382184j -0.0116449-0.00436986j -0.0112321-0.00267074j -0.00533969+0.00254506j -0.00754776+0.0224749j 0.0256605-0.0041632j -0.0141279+0.00590168j -9.29724e-05-0.0163239j -0.00170952+0.00751047j 0.0143019+0.00535503j 0.0137816-0.00471755j -0.0206383-0.0108119j -0.0146549-0.0139782j -0.00887869-0.00139884j 0.00871136-0.00431386j -0.0037407+0.004222j -0.00951821+0.0216207j 0.00425371-0.00234949j 0.00588609+0.00236867j 0.00739951+0.00850762j -0.00826484+0.00161616j 0.00874848-0.0112412j 0.00652308-0.00226888j -0.00337413+0.00356433j 0.00233518+0.00915505j 0.00891147-0.00111543j -0.00038182+0.0154826j -2.8433e-05-0.00319021j -0.00218849-0.0105376j -0.00138117-0.00841817j 0.00340875+0.00869519j -8.94777e-05+0.00451294j -0.0057331-0.0106167j -0.00220289-0.0134679j 0.00465136+0.00356437j 0.00952952+9.47193e-05j 0.00861343-0.00449033j -0.00202705-0.00664684j 0.0020544-0.00266045j -0.0029357+0.000404169j -0.00756714-0.00153612j 
-0.0193944-0.0366283j 0.0303306+0.0283701j 0.108751-0.0507072j 0.0471847-0.038435j -0.113337+0.100852j 0.175403-0.00567666j -0.0498372-0.0068944j -0.198945+0.0754728j 0.0896539+0.0155277j 0.0159457-0.0255536j 0.0432163-0.013207j 0.0723475-0.0266646j -0.0158217-0.114988j -0.0251348-0.0412132j 0.0194857+0.167377j 0.0570315-0.0172743j -0.08979-0.0339092j 0.00807893+0.000606019j 0.014406-0.00625345j 0.0162795-0.0124175j -0.0380621+0.00447818j -0.00634071-0.0101599j 0.0213932+0.0235665j 0.0109691+0.00371939j 0.00060795-0.0277206j 0.0235592-0.0147952j 0.0269209-0.0119106j -0.0202201+0.0146132j 0.032314+0.026565j -0.0017303+0.0210407j -0.00976358+0.00274219j -0.0120605+0.0196533j 0.0230285-0.0106788j 0.00351738-0.0239555j -0.019224+0.0262574j 0.000994177-0.00888745j 0.0101409+0.00234658j -0.0206466-0.00253378j 0.00815587+0.0151666j -0.00226067-0.00270148j 0.00643091+0.0105042j 0.00314658+0.00261618j 0.00133355+0.00296434j 0.00971538-0.00570992j 0.00773964-0.0114839j 0.0138263+0.00507736j 0.00256738-0.00423212j -0.000601898+0.00131984j 0.00938367+0.00891767j 0.00281879+0.000598961j 0.00205397-0.00414265j 0.000359089-0.014606j 0.00285922+0.00704321j -0.0111631-0.00606636j -0.000690398+0.00176712j 0.0176876-0.00234827j 0.00852491-0.00524727j -0.00419323-0.000611873j 0.00631654+0.0164813j -0.0137863+0.00384119j 0.000115857-0.0185457j -0.0259305-0.00159464j -0.0141505+0.01547j 0.0155486-0.00400067j 0.000961892+0.00583589j -0.00842462+0.0193785j 0.0062341+1.18688e-05j -0.00506833-0.00814373j 0.000569328+2.97418e-05j 0.0169855-0.00319607j -0.000680184+0.0152571j 0.0152102-0.00911752j -0.00788071-0.00833811j -0.00121737+0.00220688j -0.00238999-0.0142376j -0.00368942+0.00222032j 0.00468921-0.000624514j -0.00216824-0.00719143j -0.00112557-0.00422653j -0.0024056+0.00347698j -0.0122778+0.00576418j -0.00702957+0.01075j 0.00449261+0.000299021j 0.00153157+0.012559j -0.00182431+0.00446603j -0.000864762+0.0033915j 0.0063351+0.00588928j 0.000500579-0.0115409j -0.00399311+0.00827122j 0.000333398+0.00312845j -0.00191347-0.00560652j 0.0149823-0.00599192j -0.00206962+0.00453806j 0.000786404-0.00294244j 0.00176105+0.00742534j -0.00734269-0.00197612j -0.00421477-0.00833101j 
-0.0181244-0.0233747j 0.0591354-0.0393766j -0.00557388+0.0821852j -0.0907832+0.0180988j 0.0176899+0.156922j 0.0614493-0.0713817j 0.0307353-0.0317403j -0.0243794-0.0189398j -0.252041-0.18083j 0.0579788-0.160851j -0.0377428+0.0863858j 0.0396944+0.108169j -0.115277-0.0110863j 0.0461719-0.0139607j -0.0139372-0.0178459j 0.0597721-0.125824j -0.0441625-0.0486003j 0.0399568-0.0264057j -0.0132278+0.012541j 0.0112382+0.00284157j 0.0135572-0.00134637j 0.00270526-0.0115671j -0.0216984-0.0139477j -0.0236062-0.0160784j -0.00916649-0.0307679j -0.022099+0.022886j 0.0179114+0.0257089j -0.00649511-0.00143908j 0.027583+0.0226399j 0.012562-0.0413483j 0.01509-0.00448862j 0.026957-0.00956404j -0.000499199+0.008405j 0.00563449-0.0114351j -0.0016939+0.0267189j -0.0126548-0.00664504j 0.00590758+0.00870712j -0.00774191+0.00207925j 0.00867505-0.0230237j -0.0123675+0.0125849j -0.00034935-0.00527159j 0.00707042-0.0132182j 0.00324866+0.0054008j -0.00589877-0.00295541j 0.0015298-0.00652332j -0.000567007+0.000231177j 0.000178842+0.00899687j -0.00759919-0.000864375j -0.00546421+0.000532099j 0.00179802+0.00429424j -0.0130002-0.00807028j -0.0113633+0.00667809j -0.00589305-0.00286647j 0.00266355+0.0108705j -0.00537653+0.00546487j 0.0123966+0.0109204j -0.00329287-0.00747785j 4.43666e-05-0.00499142j -0.00273527-0.0209568j -0.0019348-0.0102267j -0.0113847-0.00274781j 0.0096073+0.0150269j 0.00287745-4.0786e-05j 0.000226217+0.00607743j -0.0107843+0.00774809j -0.0028979+0.000891252j -0.00253679-0.00775276j 0.024914+0.0169255j 0.0152198+0.0279362j -0.0015732-0.00299632j -0.00272019+0.0157293j -0.010172-0.0113849j 0.00180534+0.00124891j -0.00501769+0.00122628j -0.0123372-0.000242418j 0.0125751+0.00679653j -0.00336817+0.0202244j -0.0161168+0.00390232j -0.0267331+0.00733296j 0.000236832-0.00165785j 0.00366276+0.00728584j -0.00248388+0.00109453j -0.00941069-0.00853067j 0.00206236+8.47141e-05j -0.0149594+0.00562334j -0.0053384-0.000117358j 0.00315259-0.00414504j -0.0128665+0.0022312j -0.00602954+0.00282642j 0.00209544-0.0077451j -0.00111264+0.00637014j 0.00433054-0.00395067j 0.00966632+0.0066622j 0.00295978-0.00120935j 0.00527432-0.00301586j -0.00867995+0.0104635j 0.00123178-0.00667809j 
-0.0101865-0.0119947j -0.0654864+0.0370983j 0.00197274-0.163055j -0.0321691+0.0782953j 0.11678-0.0217318j -0.0989703+0.0585183j -0.172071-0.0355823j 0.062716+0.182255j 0.0198667-0.0261024j 0.196379+0.0418167j -0.0458799+0.0114635j 0.00132485-0.0176488j -0.0835403+0.0988541j 0.100443-0.00154082j 0.131301+0.0238053j -0.0813056+0.0938096j 0.10249+0.0128532j -0.0117157-0.01959j 0.00819506-0.0176582j -0.00300511+0.0175657j 0.0184934+0.0131879j -0.0359481-0.0397212j 0.0020759-0.00773237j 0.00090746-0.0168137j 0.0110255-0.00875296j 0.00133624-0.0042921j 0.00942999+0.0249382j -0.0141834-0.0146675j 0.0389113+0.00936955j -0.0154233-0.0282743j -0.00167082+0.00945918j -0.0105361-0.010423j -0.0199224-0.0131593j 0.00993789+0.0106533j -0.00675852-0.00698749j 0.00960462-0.00822728j 0.0021259-0.0228721j 0.0152262+0.0114988j 4.133e-05-0.0226022j 0.00331946-0.0153824j -0.00187268-0.00290954j 0.00558778-0.00187264j 0.00671586-0.00572291j -0.0116285+0.0144822j 0.00300168+0.00805985j -0.00499569+0.0067909j -0.00762329-0.00551317j -0.00709141+0.00119695j -0.013088+0.00973986j 0.00478494-0.0147286j 0.00330828-0.00333381j 0.0133905+0.00407499j -0.0113659-0.000378867j -0.000907485+0.00625592j -0.0121769-0.0074188j 0.00736427+0.0060223j -0.00169335-0.00520023j -0.017338-0.00322981j -0.0101464+0.00276243j -0.00738413+0.00813148j -0.000934222-9.36376e-06j 0.00979085+0.00189919j -0.00383584+0.00986596j 0.0151417-0.0043932j 1.44828e-05-0.00854678j -0.00166755+0.00918944j -0.000332535+0.00191865j 0.0100536+0.00152453j -0.000931142+0.00386186j 0.00430007-0.00497123j 0.00119995+0.0149685j 0.00672641-0.00344847j 0.00826027-0.00208756j 0.0015893+0.00448932j -0.00657472-0.0115475j 0.00185399-0.00722477j 0.00692882+0.00313347j -0.00895509-0.00656127j -0.00204188+0.00357547j 0.00133138+0.0148978j -0.00194871-0.00220267j -0.00597048+0.00170757j 0.00476815+0.0209798j 0.00703729-0.00115347j 0.00777855+0.00203902j -0.00320667-0.00375651j 0.0219182+0.00930905j -0.00619508-0.00805414j 0.000879509-0.000405607j 0.000898815-0.000256681j -0.00467555-0.00764519j -0.0118537-0.000951806j 0.00725374-0.00667944j -0.00301967-0.00411095j 0.00817902+0.0100551j 0.00222267-0.0039797j -0.00471001+0.00897309j 
-0.0211659-0.0485017j -0.024785+0.0026038j 0.0543031+0.140895j -0.0278617+0.0411808j 0.0390167+0.0251252j -0.116277-0.152756j -0.000690277+0.088374j -0.0589405-0.0517768j -0.0324505-0.0571689j 0.134017+0.0720604j 0.0242617-0.231129j 0.164153+0.0105699j 0.169114-0.00750514j 0.102+0.0497937j 0.0705927-0.0268045j -0.0836916-0.0622951j 0.0445012-0.0559546j 0.00322392-0.0519727j 0.00839756+0.0181855j -0.00274589-0.0234981j -0.0194041+0.022469j -0.0124586+0.0147788j 0.00604118+0.00781477j -0.010962-0.0341022j -0.00440401+0.0140354j -0.00641539+0.0107881j -0.00525112+0.023316j 0.0135628+0.00412492j -3.12993e-05-0.0020512j -0.00678997-0.0140226j -0.00957642-0.0189921j -0.0193576-0.0124814j 0.0329581+0.0184498j 0.00571668-0.00125802j 0.00493391+0.00337821j 0.0061195-0.00899838j 0.0143486+0.00440417j 0.00841786-0.00892357j 0.00885669-0.01057j 0.0097324+0.010976j -0.00284732+0.00586706j 0.00177579-0.00487572j 0.00651541-0.00537405j 0.00928906-0.00846509j 0.0030354-0.00493264j -0.00308165+0.000393081j 0.0133031+0.00401261j -0.00730033-0.00551011j 0.00381217-0.00235915j 0.0105258+0.0156645j 0.00355889+0.0130601j 0.000455568+0.00891352j -0.0116051+0.0164508j 0.00197323-0.0164289j 0.0225459+0.00048438j -0.00400297+0.0137495j 0.0143884+0.0102629j 0.00359522-0.0123794j 0.0104054-0.000744442j 0.02251+0.00461998j 0.01709-0.00284217j 0.00613895+0.0180504j 0.0132861-0.0130206j -0.00754858+0.0119466j -0.00216871-0.00580138j 0.00257738-0.0143585j -0.0161506+0.00853769j 0.00510946+0.00502056j 0.00361006+0.00596112j 0.0034944+0.00196406j 0.00159216+0.00419207j 0.000937633-0.00362598j 0.00725886+0.00166193j 0.00725067-0.000580969j -0.00649175-0.00235364j -0.00251996-0.000129246j 0.00465269-0.00111604j -0.00378814+0.000992047j 0.00314122-0.00506544j 0.0015604-0.0059872j 0.00297488+0.0041866j -0.00314019-0.00483103j 0.000961945-0.00395268j 5.50435e-06-0.00298016j 0.0025002+0.00111332j 0.00314978-0.00473876j 0.000883779+0.0069167j -0.0088223-0.00185693j -0.00304874-0.0122841j -0.00116776-0.00622664j -0.00117935-0.00033336j -0.0106166-0.0113142j 0.00221684+0.00151867j 0.00296026+1.50453e-05j 0.0002879-0.00294486j 0.00906088+0.0108679j 0.00338263-0.00282297j 
-0.0694924-0.0380728j -0.00821655-0.000771822j -0.00722767-0.0144992j 0.00935662+0.00473688j 0.00332093+0.085055j -0.12177+0.0245084j 0.131876-0.0489743j 0.178294-0.112769j 0.10409+0.00939655j 0.0102868-0.0426014j 0.0145808-0.051149j -0.115382+0.0104364j -0.0712018-0.0384274j 0.135475-0.00846692j 0.0170077+0.0766572j 0.0195403-0.0863354j -0.0554727-0.040261j -0.0119973-0.0186955j 0.010913-0.0191183j -0.0154421+0.00882777j 0.0108549-7.69408e-05j -0.0162971-0.0104123j -0.00911363-0.00370768j 0.00203144+0.0265667j 0.0179197+0.0291229j 0.00640262-0.00651857j 0.000404274-0.0279647j 0.0039175+0.0149485j 0.0144966-0.00874423j -0.00167892+0.0291214j 0.00361041+0.0295021j 0.00615464-0.0397599j 0.00528329-0.0247234j 0.0227218+0.00208831j -0.0192649+0.0102577j 0.00320935-0.00902372j 0.0229983+0.00942166j -0.00259025+0.00234799j 0.0177497-0.0183318j 0.00604824+0.00453626j 0.0130519+0.00517678j 0.00736265-0.0040115j 0.00272723+0.0014388j 0.00695865+0.00273791j -0.000716936+0.00639871j 0.00187642+0.00650618j -0.000491966+0.00241415j 0.00182789+0.00272664j -0.00152796+0.0043787j 0.00203838+0.00854486j 0.0113523+0.00348732j 0.00882136-0.00100294j -0.00241118-0.0161645j 0.00661834-0.00100124j 0.019852+0.00115807j -0.0338785-0.00660884j -0.00119085+0.0153468j 0.0102001-0.00856983j -0.00575114+0.00987825j -0.0105181+0.00990301j 0.00557608+0.0174813j -0.00470209+0.00218107j -0.014012-0.00158519j -0.01278-0.00969626j 0.00545055-0.00793929j -0.00909987+4.67187e-05j 0.00807783-0.00436201j -0.00863966-0.00833913j -0.00444666-0.00881994j 0.00214831-0.00457266j 0.001513-0.00482621j -0.016833+0.00965162j 0.00116141+0.0118604j 0.00808519-0.00268865j 0.0173533-0.00109855j 0.0026914-0.00954811j -0.0150726+0.00311955j 0.00482732+0.00151861j -0.00612032+0.0119148j 0.00841147-0.00456323j -0.00365252-0.0114276j -0.0102613-0.00155451j -0.00103449+0.0130159j -0.00373143-0.0127348j 0.00583048-0.00114493j 0.00854229-0.00221874j 0.00832082+0.0084747j -0.00520816-0.0020317j -0.00763862-0.00310609j 0.00225946-0.00747338j -0.00628596+0.000764612j -0.00283972+0.00326791j 0.0165987+0.00471725j -0.00456666-0.000288324j -0.00306745+0.00291682j -0.00466561+0.000355056j -0.00431746-0.00383266j 
-0.0656198+0.0474769j 0.0373054+0.0058072j -0.00688963+0.022506j 0.0949995-0.00172503j 0.144541+0.0584256j -0.0458644-0.0837435j 0.0115591-0.0563893j 0.0609983-0.00862364j 0.0321008+0.073871j -0.00960145-0.0323015j -0.087687+0.0196293j -0.0773379+0.0600581j 0.0980202-0.0697882j -7.67071e-05-0.185279j 0.130481-0.00895119j -0.0557313+0.00732934j -0.0227489-0.01598j -0.0662157-0.000399991j 0.0280561-0.0146975j 0.0208807-0.0236602j 0.0488846+0.00908793j 0.00284577+0.00413734j 0.017297+0.0277283j 0.00141079-0.00622624j -0.000242479-0.0322477j 0.0266629-0.0319486j 0.00299978-0.0195627j 0.00417692-0.0105652j -0.0252638+0.0278462j 0.0139665-0.0107295j -0.00755096+0.0103801j 0.0195593-0.0260947j -0.011668+0.0250034j -0.0217732+0.0121535j -0.00168233+0.0216902j -0.0109137-0.0124777j 0.00265614-0.00318191j -0.00506138+0.00384461j -0.010627-0.0214049j -0.00602557-0.00635648j 0.0156147-0.00515499j 0.00493901+0.00522037j -0.00520372-0.00409267j -0.00200256-0.000502483j 0.0011586-0.000425511j -0.0189999-0.00678928j -0.0119489+0.00279966j -0.00199732-0.00513266j 0.0115129-0.00639238j -0.00110248-0.000554728j -0.00736482+0.00568733j 0.011318+0.0107886j -0.0183058-0.00072614j -0.00125215+0.00665491j 0.00701364-0.018j 0.00525533-0.0105267j 0.00954661-0.000702447j -0.00169065+0.00172325j -0.00794002-0.00614507j -0.00660368-0.000887795j 0.016758+9.5086e-05j -0.00125929-0.0111171j 0.00626971+0.00391712j 0.0191211-0.00111292j -0.00660544-0.00265934j -0.00141319-0.00851019j -0.0141212-0.00630178j 0.0018293+0.00377988j 0.00763052-0.0123924j 0.00491733-0.00173603j -0.014964-0.00831059j 0.0121659+0.00337105j -0.00181059+0.0179057j 0.00271247-0.00384387j -0.0106646-0.0019361j 0.00970808+0.00133447j 0.00357021-0.00995203j -0.00119789-0.00275895j -0.00330153-0.00517002j -0.00360685-0.0186053j -0.00614223-0.00212736j -0.0127613+0.00368493j 0.00399458-0.016136j -0.0122922-0.00526724j -0.00446477-0.00598843j 0.00137991-0.00476331j -0.00122863-0.00117884j -0.015315+0.00459204j -0.00183052-0.00384054j -0.000200571+0.00251839j -0.00297366+0.00138303j -0.00690233-0.00635053j -0.00205319+0.0112724j 0.000395047+0.0019519j 0.00467375+0.00377933j 0.00281591+0.00260647j 0.000986462+0.000587557j 
0.0642064-0.00148724j 0.0034288-0.0401877j 0.0631364+0.0927508j -0.0327338+0.1175j -0.109801+0.133176j 0.0667805-0.00346129j -0.0521114-0.104613j 0.0280762-0.0117929j -0.00488174-0.0116013j 0.0339193+0.108771j -0.0125984-0.000844807j -0.00274396+0.141529j 0.120336-0.12208j -0.0724522+0.0196792j -0.0861874+0.0377345j 0.020001-0.0477187j 0.104003+0.0106042j 0.0454394-0.0514553j 0.025183+0.0309857j 0.0022808-0.0223422j 0.00599571-0.0197836j 0.0559447-0.00158238j -0.00251555+0.0267131j -0.0114707+0.00797485j 0.010307+0.0108688j -0.0131718-0.0357331j 0.00298059+0.00825277j -0.0243592+0.0533099j 0.00265074-0.0215278j 0.0240922+0.0184219j -0.0139596-0.00746727j 0.0259584-0.0312794j -0.00184996+0.0020572j 0.0044024-0.0327584j -0.00369673-0.0126318j 0.0156341+0.0020726j -0.00758601+0.0131383j 0.0101816+0.0204707j 0.00967184+0.00697277j -0.00888905+0.00559901j -0.0141413-0.00767873j 0.0100924-3.5566e-05j 0.00409323-0.00397202j -0.00175551+0.0101756j -0.0017807-0.0166688j 0.011059-0.00684125j -0.00842725+0.00846605j -0.0153237-0.00825438j 0.00752185+0.00298824j -0.0144864-0.00704687j -0.0102498-0.00412707j -0.0132327+0.00564379j -0.0079971-0.0204801j -0.00417341+0.0085328j -0.0247416+0.00725063j -0.000746414-0.00705049j -0.00507061+0.00216217j -0.0116218+0.0120763j 0.00731984-0.00620711j -0.00610816+0.00173261j 0.000624626-0.00754915j -0.00329063-0.00506212j -0.00877898+0.00358502j -0.00507153-0.00861493j 0.0116126-0.0126961j -0.00771144-0.00427295j 0.00512738-0.000181396j -0.00923753-0.00683067j -0.00633928+0.00412244j 0.00806588-0.0103265j -0.000465561-0.00984766j -0.00332745+0.0148633j 0.00158558+0.00916792j 0.00699984-0.0134113j -0.00151471-0.00570235j -0.00470664-0.0104243j -0.00961363-0.00222148j 0.00286233+0.0146315j 0.00354807+0.0121996j -0.0111986-0.0123586j -0.0057203-0.00913567j 0.00105808+0.000345511j 0.0024696-0.00710187j -0.0134339+0.00406875j -0.00890886+0.0062187j -0.0167145-0.000307794j 0.00208583+0.0012544j 0.0104304-0.00607271j -0.00322099-0.000717708j 0.00243266+0.00446658j 0.000273968-0.00364339j -0.0116312-0.0121444j -0.0115079+0.0113283j 0.00373243-0.0011613j -0.0028992+0.00279133j -0.00200358+0.00443681j 0.00769402-0.00154517j 
-0.0540893-0.00543483j -0.0217799+0.0423398j -0.258104+0.0182443j -0.0227544-0.193364j 0.0494642+0.247334j -0.0443801+0.0364963j -0.0894382-0.0296845j 0.0427332+0.0878292j -0.0251537+0.0225451j 0.0050532+0.0271445j 0.167882+0.0593474j -0.0941841-0.0101103j 0.0511055-0.189188j -0.0063475+0.0928928j 0.0387478-0.0413802j 0.0226963+0.160976j -0.0865747+0.0642211j -0.00546213+0.0822302j -0.0617051+0.017024j 0.00465975+0.0105456j -0.0136316+0.0312864j -0.0100193-0.0436842j 0.0128259+0.016981j -0.0252814+0.00286156j 0.0245231+0.0085403j -0.00656947+0.0404234j -0.0212115-0.00875199j -0.0256491+0.0129289j 0.00351693-0.0172824j -0.0114412+0.00313232j 0.00178927+0.000254989j 0.0159246-0.0145934j 0.00359208+0.0105143j 0.0214727-0.0137706j -0.00136851-0.00662882j -0.0081642+0.00660519j -0.00145008-0.0156373j -0.015927-0.0108905j -0.0220798+0.00235595j 0.00309193-0.0146794j 0.0116568+0.00565926j -0.00263857+0.0134902j 0.00227371+0.00149973j 0.0146573+0.0107443j 0.0142173-0.0129355j -0.0108447+0.0200894j -0.0124522-0.00216024j -0.00240769-0.0178542j 0.00959976+0.00523562j -0.011873-0.00684853j -0.00694917-0.00201361j -0.0198225+0.00621824j -0.00110069-0.0131392j 0.00354394+0.0017735j -0.0134751-0.00856853j -0.0162722-0.00320719j -0.00297138-0.0161639j -0.0111669+0.00105177j 0.00200912-0.00253855j 0.0047508+0.011495j 0.00133442-0.0163148j 0.0151221+0.00537744j -0.00831029+0.017735j -0.00736184-0.00293749j 0.000873165-0.000700807j -0.00309098+0.00408745j -0.00408729-0.00317251j -0.00964165+0.0130028j 0.00792595+0.00708296j -0.0113283+0.00206168j -0.0188031-0.0044016j 0.000303545-0.00234027j -0.0124948-0.0128144j -0.0100746+0.00885968j 0.0221833-0.0125346j 0.00818776+0.0114899j 0.008102+0.00152998j 0.0105115-0.0029513j 0.00177897-0.0133886j 0.00275469+0.000234942j 0.00743574+0.00870563j 0.00897443+0.0131824j 0.00381555+0.00112801j 0.00254324+0.0135033j -0.00144482+0.000643881j -0.00618859-0.0109037j 0.0100922+0.00707068j -0.0010399-0.00688587j -0.000339088-0.000225817j 0.00719638+0.00237527j -0.00221877-0.0125677j 0.0109508+0.0118699j 0.00527784-0.0165098j -0.00710582-0.00164804j 0.00823023+0.0126727j -0.00745245-0.0104392j -0.00444059+0.0135627j 
