0.0187798+0.00959049j -0.0110071+0.00970149j -0.00438011+0.00898905j 0.00479213+0.00634065j -0.00583117-0.0090342j -0.00913091-0.0310869j -0.00103742-0.0351035j -0.00359631+0.0126767j 0.00184251-0.0230756j 0.00408566-0.0119114j 0.00573858+0.0123398j -0.019216+0.0113341j 0.0261022-0.0243786j -0.0300612+0.0366193j -0.0267532-0.00296276j -0.0148969-0.0326876j 0.0243358-0.0164147j 0.00792529-0.0173687j 0.00422595-0.00150382j -0.000342248+0.00407113j -0.0309302+0.0204975j -0.00252683-0.00273953j -0.0174546+0.00823061j 0.000487424+0.000136504j -0.00566281-0.000536895j 0.0312562-0.00813895j -0.00298208+0.00414738j 0.0116488+0.00208178j 0.0149091-0.00313788j -0.0156263-0.000547478j 0.0107276-0.00395858j -0.00630597-0.00318262j -0.00753239-0.00208715j 0.00235047-0.00885323j -0.0150072-0.0124343j 0.033144+0.00962653j 0.00130095-0.0147232j 0.00176441-0.001312j -0.00218277-0.016937j -0.0072907+0.00100538j 0.0074526-0.0132922j 0.00645578-0.00944179j -0.000187272-0.00504455j -0.00731029-0.00214368j 0.00022868-0.00941155j -0.00126134-0.00184373j 0.0103023+0.00494881j 0.00416154+0.00557954j 0.00890209-0.0051443j 0.000494068+0.00642974j -0.00665269-0.00779779j -0.0121613+0.00719887j 0.000740441+0.00417314j 0.00652041+0.000381178j -0.010863+0.00432359j 0.00363124-0.003932j 0.00826574+0.00612555j -0.00494745+0.00222501j 0.00453209-0.0112464j 0.000541983-0.011904j -0.0072203+0.00136699j -0.0143246-0.00478883j 0.00365508-0.00292357j -0.00592027+0.00181622j 0.00782041+0.00433779j 0.00989078-0.00197088j -0.00196976-0.00130991j 0.00471362-0.00677051j 0.00202391-0.00680921j -0.00291964-0.00181026j 0.00573397+0.00686788j -0.00533163+0.00207877j -0.00646026-0.00273027j 0.00513862+0.0054755j -0.00562442-0.000382483j -0.00412601-0.000337044j 0.00477692-0.00629521j -0.00114095-0.00262645j -0.00446741+0.00577507j -0.00367305+0.00203824j 0.00968569+0.00794209j -0.0030811-0.00979929j -0.0100202-0.000742508j 0.00020958-0.00880511j -0.00458299+0.000161295j -0.00177061+0.00478721j 0.00517085-0.00191665j 0.00227932+0.00634951j 3.28471e-05+0.00587534j 0.00384124+0.00662091j -0.00774203+0.00609999j -0.0115262+0.00721033j -0.0157299-0.00837385j -0.00183928+0.00345618j -0.00474723+0.00404956j -0.00308437-0.00501926j 0.0113225+0.000160104j 
0.0322691-0.00406949j -0.0105628+0.0551018j 0.0165273-0.118893j 0.0111978-0.00751512j -0.12897-0.0132347j -0.0156374+0.0809013j -0.116767+0.0534134j -0.03555+0.0556153j -0.0373761-0.0539611j -0.0249196+0.104147j -0.0585179+0.00889046j -0.0370595-0.0206749j 0.0118184+0.0317674j 0.0375979+0.0382323j -0.0521451-0.0546844j -0.0444844+0.0470259j -0.0128099+0.00311351j -0.000756909+0.0158462j -0.0190817-0.066791j 0.0309302+0.0354695j 0.0131917+0.00813268j -0.00514935+0.00613962j 0.0195949+0.00978008j 0.00915078+0.00427651j 0.0207985-0.0167427j -0.0163885+0.00520858j -0.0127001+0.0276178j -0.0196075-0.000904377j -0.020438-0.016642j -0.00702248-0.0259264j -0.020293-0.0302388j -0.00502242-0.00803973j -0.00668127+0.0117389j -0.000451279+0.00682187j -0.0130113-0.0164672j 0.015554+0.0328801j 0.000308623+0.0109346j -0.00813698+0.000927137j 0.0148914+0.0219493j -0.00332635-0.0153288j 0.00256898-0.00655638j -0.0115617-0.0021657j -0.00488924+0.0108426j 0.00810987+0.00210344j -0.00689087-0.0148377j 0.0183163-0.00303025j 0.0169893-0.0120379j 0.00551136+0.00961011j -0.00391463-0.00237874j -0.0146129-0.000402045j -0.0155185+0.0132468j 0.0038133+0.024738j 0.00217257-0.0120828j 0.039282+0.00334743j 0.00998825+0.00655777j -0.0118756+0.00578593j -0.0169378-0.00621995j -0.00536921-0.0111289j 0.014432-0.00370806j -0.000193013+0.016111j 0.0184898-0.0303821j 0.0036466-0.00613335j 0.000807335+0.00948627j -0.00353448+0.0112062j 0.00214605+0.00760548j 0.00409057-0.00960777j 0.0125262-0.00531782j -0.00651291-0.00652322j -0.00116926-0.00562269j -0.00542545-0.010209j -0.00410221-0.0064505j 0.00391738+0.00757579j 0.00879178-0.0103227j -0.00896378+0.00931493j -0.0142302-0.00284543j 0.00165776-0.00200828j -0.00996661+0.000841507j 0.00139225+0.00486207j 0.00665554-0.00229198j -0.00554388-0.0161345j 0.0178713+0.0137049j -0.0163168-0.00495401j -0.00246003+0.00400536j -0.00960124-0.00236297j 0.00578562+0.00391833j 0.000607162+0.00492708j -0.0048972-0.0031451j 0.00246836-0.0051776j -0.0033139-0.00530906j -0.0103777+0.00208097j 0.00232054+0.00870127j 0.00125859-0.0146264j 0.00803767-0.00570942j 0.00565589-0.00942015j -0.00634266-0.00989649j 0.0145714-0.00861187j -0.000397737+0.00474047j 
0.0404874-0.0775285j 0.0574556+0.122057j 0.156893-0.0080725j -0.0522847+0.0304334j -0.0663212+0.122696j -0.0570704-0.012693j -0.0593992-0.0523804j -0.0812127+0.0711079j -0.0483691-0.0230876j -0.0246122-0.0115306j -0.00163744+0.0111543j -0.0505527-0.05498j -0.0357917+0.102588j 0.0279137+0.0121904j -0.0570725-0.045244j 0.0305996+0.094715j 0.0065769-0.0614876j -0.0422849-0.0326767j 0.0327303+0.0523038j -0.0251132-0.0479056j -0.00870298-0.00697972j -0.00666711-0.012237j 0.0230446+0.00817579j -0.0038445+0.00167446j 0.0135115-0.00703651j 0.000195196-0.0184938j -0.0119157-0.00579135j 0.00186639+0.00734303j 0.0090182-0.00423921j -0.000750646+0.00332219j 0.0168112+0.000492691j 0.00484359-0.00109611j -0.012629-0.0130577j -0.00697027-0.00236732j -0.00267483-0.010379j -0.00115033+0.00108964j -0.0189816+0.00670567j 0.0230221+0.0157114j 0.00961812+0.00436012j -0.00710641-0.023772j 0.0151076+0.0110399j 0.00120063+0.00434067j -0.0361979-0.00285625j 0.0111209-0.014774j 0.0140227+0.000532696j 0.0207471-0.00761117j 0.00982249+0.0201901j 0.0278078+0.0122671j -0.00580846+0.00550099j 0.0142649-0.00867145j 0.00391779-0.0100012j 0.0298151-0.0147457j 0.00296163+0.0089204j -0.00615637+0.0014545j 0.00127998-0.00348357j -0.00530849+0.00384632j -0.00577043-0.000674505j 0.00469049-0.0051281j 0.00925384+0.00206365j 0.0105875+0.00555423j 0.0012514+0.00691616j 0.000989693+0.00933866j 8.04104e-06+0.00643843j 2.71649e-05-0.00986719j 0.00525672-0.00920173j 0.000791695+0.0124325j 0.00496913-0.00131908j 0.00202431+0.00353515j 0.00287428-0.00756546j -0.00619556-0.00173971j -0.00250174+0.00541574j 0.00334771+0.00802769j 0.00327131-0.00586129j -0.0026001-0.0051564j 0.00543024-0.000302268j -0.00530223+0.0108184j 0.00202928-0.00894906j 0.00576997-0.00322663j -0.000739221-0.00269667j 0.00164817+0.00364106j 0.00416781-0.00084248j 0.00403268+0.00519756j -0.00270868-0.00968343j 0.00281875+0.000603535j -0.0031771+0.00149608j -0.00170586+0.00433724j 0.00265022+0.00502646j -0.0034477-0.00777335j -0.00939201+0.00122114j -0.00299272+0.0105371j -0.00507663-0.00293582j 0.00443171-0.00146429j -0.000378188-0.00579793j -0.00148413+0.00846669j -0.00226553-0.0052237j -0.000439591-0.0111087j 0.00869381+0.00254401j 
0.0550839+0.0807139j -0.056557+0.029887j -0.140263+0.0109162j 0.162858+0.145355j -0.108118+0.0218084j -0.00655626+0.0204422j 0.0462768-0.0171704j 0.0977293+0.0323561j 0.0185109-0.017308j 0.116431+0.057581j -0.0340983+0.0531985j 0.0170211+0.0579079j 0.00986885-0.0578222j 0.0353456-0.00141544j 0.00957528+0.0299874j -0.0510003+0.0453154j 0.044074+0.0950467j -0.0557754-0.0437451j -0.0434474+0.013938j 0.00834076-0.00143892j 0.0342492+0.00504003j -0.0418943+0.00706074j 0.00994493-0.00950361j 0.00970582-0.00443149j -0.00951957+0.0116247j -0.0055376-0.00857758j 0.0195445-0.022012j 0.011781+0.00284951j -0.00912589+0.00369528j -0.00705698+0.0129078j -0.036809-0.0121374j -0.00951099-0.00395425j 0.0249441+0.0199255j 0.0120234+0.00504658j -0.00504936-0.00278337j 0.00337921+0.010938j 0.00441838+0.00459054j -0.022162-0.0226112j 0.00578578+0.0127586j -0.00184401-0.0122736j -0.00193155-0.0105511j 0.00100787-0.00111045j -0.00281681-0.00679729j 0.00120119-0.00646549j 0.00200467+0.00199502j -0.0108603-0.0128798j 0.0054829-0.016406j -0.00499678+0.000715381j -0.0066893+0.00965326j 0.00609505-0.00110593j 0.00720309-0.0158078j 0.00384508-0.00796314j 0.00682363+0.0139587j -0.0191306-0.0179322j -5.64624e-05+0.0167151j -0.00416866-0.0145774j 0.00275687-0.000967022j -0.0070813-0.00981618j 0.00286709+0.00313662j 0.0116488+0.017027j -0.00531827-0.037213j 0.00807989-0.0192851j 0.000225364+0.0156904j -0.00908846-0.0240809j -0.0110837-0.00644046j -0.00356582+0.00822389j 0.0043068-0.00118075j 0.000912138-0.0253016j -0.00382672-0.0105921j -0.0120642+0.00943095j 0.00572864-0.000190754j 0.000180594-0.0022423j -0.00603121+0.0217062j 0.0101224+0.00151702j -0.0212415+0.017403j 0.0050915+0.00409552j 0.00260174-0.00711672j -0.02222+0.000665542j 0.0035314-0.0202987j -0.0144817+0.0169355j -0.00309364-0.0124206j -0.00381584+0.0119709j -0.00310748+0.0157861j 0.0127003-0.00157779j 0.0024151+0.0131404j -0.00602654+0.00442393j 0.000272395+0.000380023j 0.00147789+0.00392916j 0.00969289+0.00536764j -0.00518854+0.0127044j 0.0216922+0.00131256j 0.00439753-0.000855654j 0.0105148-0.0151845j -0.011747-0.0012689j 0.00754728+0.00159976j 0.00982482+0.00365626j 0.00155321+0.00932306j 
0.001395-0.0254078j 0.00770656-0.0541964j -0.0143858-0.0649308j -0.088864-0.0966422j -0.101621+0.151744j -0.0304376+0.0581821j -0.0791764-0.0283233j 0.0349214+0.0677924j -0.00566405+0.0670032j 0.0412583-0.0685005j -0.0401977+0.0179859j -0.0302666+0.0967335j 0.037225+0.0314602j 6.88624e-05-0.051871j 0.00658989+0.0877418j -0.032945-0.0170847j -0.036328+0.0117813j 0.00757633+0.0173207j 0.0255703-0.00276958j -0.0365929-0.000480988j 0.0253266+0.00537347j -0.0293986-0.0277578j 0.0147021+0.0090784j -0.00341531+0.00975562j -0.014787+0.0157899j -0.0433223-0.0101641j -0.0128502-0.00260644j 0.0276751+0.0145033j 0.0038629+0.00802849j -0.00363724+0.00562128j -0.00501381+0.00767848j -0.00813899-0.00229725j 0.00173658+0.00740638j 0.0192285+0.0202296j 0.00127556+0.00604797j 0.00605561+0.00551061j 0.0122753+0.00218883j 0.0110846-0.00330476j 0.00257082+0.00731322j 0.0168673+0.00914431j -0.0122082+0.000600221j 0.000815293-0.00203136j -0.02657-0.0076818j -0.00800426+0.0103299j 0.0306934+0.00901029j -0.00669808+0.0110742j -0.00242931-0.000203383j 0.0219181+0.00528758j 0.0236682-0.00780097j 0.020668-0.00971055j -0.00547848+0.00200137j 0.00624581+0.00946153j 0.000150979-0.0154278j 0.000569582+0.0067727j 0.00113724+0.011776j 0.00215716-0.0104244j 0.00588813-0.0149866j 0.00338362-0.00325993j 0.00328677+0.0193762j 0.0278237+0.0090966j -0.0129369-0.00744178j -0.00167404-0.0147314j -0.00541664+0.00589246j -0.00321869-0.0172458j -0.00669414+0.0191378j 0.00548925-8.11422e-05j 0.0039268+0.00626921j 0.0126548-0.0082435j 0.00764018+0.000624099j -0.00625588-0.00668353j -0.0125561-0.00421159j 0.0164725+0.00284876j 0.0107886+0.00101161j -0.0146028+0.00133778j 0.00210285+0.00835017j 0.0150816-0.00342079j 0.00381341+0.00327386j -0.00449817+0.00405102j -0.00385548-0.00945999j -0.00790798+0.00150821j 0.0152557+0.00293689j 0.0039293-0.0172932j -0.00344456-0.00449759j 0.00127864+0.00525182j 0.00392336+0.0155457j 0.00288314+0.00492336j 0.0157309-0.00477182j -0.00688881-0.000100102j -0.00121219+0.00605454j 0.00255864-0.000973213j 0.0123943+0.00481926j 0.000761362-0.00531174j -0.00255045-0.00722158j -0.00906608+0.00123416j 0.0121018-0.00309297j 0.00115982+0.000504466j 0.00961106+0.00605672j 
0.0172381+0.0776023j -0.0186361-0.0497088j -0.098548-0.104237j 0.0179307+0.0780879j -0.0511796+0.0104483j -0.00101332-0.0943089j -0.0394884+0.0293137j -0.0596277-0.0101408j -0.125206-0.0045734j -0.133615+0.048385j -0.0633018-0.131809j -0.184416+0.000901814j 0.0300872+0.00134259j 0.031986+0.0308945j 0.0085332+0.0783347j -0.0699628-0.0158065j -0.027851+0.0477216j -0.0127608-0.021905j 0.0194708+0.0275844j -0.00608896-0.0223994j -0.0195103-0.0107631j -0.00426006-0.00277545j 0.00173251+0.00871533j 0.0114091-0.00296658j -0.00124294-0.0212311j -0.00618778-0.040281j 0.00729432+0.0100258j -0.0210258+0.0113188j -0.0124346-0.0145295j -0.00592971-0.0277254j -0.00436768-0.0205807j -0.000708578-0.0152405j -0.0201876+9.28115e-05j -0.0148817+0.0289056j -0.0023444+0.0115093j -0.0113907+0.00649874j 0.00405445+0.0135001j -0.00564068-0.00117083j 0.00110037+0.00258326j 0.00359594+0.00970498j -0.0145173-0.0253658j 0.00901276+0.0153789j -0.00796007+0.00128079j -0.00181903+0.00140506j 0.0068332+0.0296089j -0.0138066+0.00746585j 0.00840344-0.00387838j -0.00822851-8.99128e-05j -0.00186712+0.00338277j -0.00741284+0.000160439j 0.0294704-0.0100389j -0.0108376-1.44885e-05j -0.00502793+0.00546746j -0.00978847-0.00366064j 0.0052783-0.000222595j 0.00798421-0.00314984j 0.0141662+0.007376j 0.00136202+0.00465266j -0.0134052+0.00124986j -0.0201687-0.00457025j 0.00843182+0.0180933j 0.00597003+0.00347341j 0.0145995+0.0123662j 0.00955423-0.00671174j -0.00623552-0.00558286j -0.00558452+0.0103862j 0.00585711+0.0126235j 0.013518+0.00213078j 0.00142624-0.00379434j 0.0020816+0.000515447j 0.00627152+0.0117489j 0.00515922+0.00963767j 0.00460977-0.00226988j 0.0120463-0.00455863j -0.0138747-0.0127702j -0.00399605+0.0117754j 0.00345604-0.00778331j 0.000215002+0.00681382j 0.000711444+0.00518908j -0.00455048-0.004831j -0.0040784-0.0154126j 0.00560746+0.000580699j -0.00422078+0.0005593j -0.0151805-0.00346251j -0.0072154+0.0112557j 0.00916327-0.00108012j 0.00565226-0.000335281j -0.00932668-0.00449575j -0.00170796+0.00282145j 0.00206872-0.00261559j -0.0100846+0.00744538j 0.000976273+0.00057079j 0.00253875-0.00339518j 0.00341026-0.00597455j 0.00563689-0.0041929j -0.000943012-0.000926237j 0.00211701+0.0102873j 
0.00979922+0.00851003j -0.0219915-0.0371988j -0.0108916-0.0296898j 0.0375706+0.0160378j 0.0779232+0.118597j -0.00523874+0.0426781j 0.00119983+0.0425077j 0.0103035+0.010373j 0.0378382+0.0636187j -0.0675781-0.0585168j -0.0310497-0.00681694j 0.0132407+0.0559159j 0.00483443-0.0109246j 0.00838326-0.00158848j 0.019498+0.0327281j -0.0133295-0.0127693j -0.00356801+0.0293899j -0.00641886-0.00924659j -0.0140464+0.0165799j 0.0222318-0.015247j 0.0235412-0.0119208j 0.0201197-0.00702027j 0.0220477-0.0131064j -0.00616354+0.00473821j 0.0159725-0.016958j -0.0550589+0.00811339j -0.0308032+0.0249276j 0.0132035-0.00676694j -0.0107651-0.0118822j -0.00306132-3.21376e-05j -0.0059847-0.0113877j -0.0094216+0.000772867j -0.00285263+0.00771348j 0.0170177-0.0049789j -0.00504564-0.00920841j 0.0149683+0.00686512j 0.0158007+0.01017j -0.00913512-0.00248788j 0.0108814-0.0117844j -0.00218519+0.0073524j -0.013969-0.0115493j -0.0127254+0.0117951j 0.00384216+0.0148214j 0.00166709-0.0139718j -0.0213044+0.0194564j -0.0105804-0.0265598j -0.0083127+0.00306155j 0.000570793+0.00858262j -0.00569503+0.0186503j -0.0275452+0.00417071j -0.0209059-0.0193351j -0.00361805-0.0212382j -0.0122426+0.0106865j 0.0258881-0.00592178j 0.0218035-0.0213639j -0.0119084+0.0101071j -0.0211503-0.00463897j 0.00983851-0.000966203j 0.014328-0.00427923j 0.00794833+0.00242886j -0.000550044+0.016044j 0.00832135+0.0113874j -0.0222354-0.00247712j 0.0086357+0.00627288j 0.0192167-0.0116141j 0.025422+0.00341538j 0.00367405-0.00470487j -0.0116538+0.00521841j 0.0104557-0.00949021j -0.00942398+0.00445899j 9.62092e-05+0.00872535j -0.0110434+0.0124836j -0.0028835-0.00379299j -0.0158977-0.0146743j 0.0167196+0.0110671j -0.00830709+0.00152338j -0.00473238-0.018569j 0.0138668+0.00669775j -0.00173402+0.00362717j -0.00112623+0.00327928j 0.0130541-0.00406711j -0.00920486+0.00482005j 0.00596287+0.00942467j -0.0027075+0.0029793j 0.00362832-0.00227259j -0.00186244+0.00130002j -0.00434594-0.000399324j 0.00136434-0.00575354j -0.0119926-0.00888552j 0.0025923+0.00217872j 0.00180677+0.00281933j -0.00769905+0.00369955j -0.00137101-0.00789657j 0.00222079-0.00741519j 0.0014829-0.00165958j 0.00701076-0.0027393j 0.0034834+0.00464237j 
0.0760881+0.105147j 0.0167861+0.133616j 0.0383835+0.0205362j 0.132034+0.0963307j 0.0841044+0.0522887j 0.0481273-0.00433732j 0.01073-0.0826464j -0.00189377+0.0604682j 0.0199805-0.0147885j -0.00841703-0.0737614j 0.0146129-0.030102j 0.0514287-0.0296437j -0.0549001+0.0116574j 0.035012+0.0909186j -0.0104678-0.028482j 0.0306264+0.0910347j 0.0855225+0.0911581j -0.0355287-0.0272534j 0.0221136+0.0155599j -0.0126498+0.00165708j 0.00550539-0.0141926j 0.00138698-0.00848246j -0.00361412+0.0213813j -0.00312977+0.00415323j 0.00253959+0.0190312j -0.0205864-0.000380563j -0.009224-0.00502295j 0.00712799+0.00049321j 0.00166651+0.00200957j 0.00804324+0.00939073j 0.00171286+0.0201335j -0.00123653+0.00920142j 0.00103025-0.0145313j -0.000216565-0.0130096j -0.00845619+0.00309412j -0.0014777-0.0113234j -0.0128232-0.00730803j 0.00362465+0.00564917j 0.0067357+0.0100733j -0.0186751-0.0237868j -0.0281237-0.0264665j 0.0170008+0.0203939j -0.00924296-0.00161733j 0.0105742+0.0117886j 0.00404463-0.0112491j -0.0189556+0.0214907j -0.00982247-0.0146439j -0.000943695+0.0150572j -0.0132837-0.00920358j -0.0233853-0.0107032j 0.00276901+0.00516572j -0.0104585+0.0118824j -0.0137827-0.0190424j 0.00536133+0.0135853j -0.0100943-0.00866094j 0.0106895-0.00467415j -0.000794014+0.00253808j -0.00125579-0.00200371j -0.0105519+0.0182758j 0.000139423-0.00276252j 0.00716042-0.000542484j -0.0137212-0.00103342j -0.0107728-0.0071043j 0.00723739+0.00764201j 0.0113152+0.012795j 0.00388411-0.00968569j -0.00754956+0.0021683j -0.0063295+0.00298439j 0.000371083+0.00792367j 0.00639502-0.00859442j -0.00874053-0.00840165j 0.00698723-0.00373289j -0.00328429-0.00260806j -0.00959969-0.000520951j 0.0175078-0.00131413j 0.00295565-0.0105215j 0.00513349+0.00921393j 0.0149908+0.00552744j -0.0024276-0.00131494j 0.00659833-0.00150607j -0.00974213+0.00665233j 0.00680776-0.0055703j 0.00493933-0.00871145j -0.00578206+0.00460264j 0.00335467-0.000898504j 0.00455551+0.00814839j 0.00091554-0.00586908j -0.00344471-0.00474634j -0.00860412-0.00882151j 0.0018922+0.00110751j -0.00418412-0.00758551j 0.0051773+0.000526756j -0.00449893-0.00615896j -0.00447096+6.59089e-05j -0.00164285-0.00717927j 0.00189947-0.00522433j 0.00623933+0.00824184j 
-0.0447796+0.00247286j 0.0304714-0.0118686j -0.0346131-0.0406257j -0.132176-0.0144364j -0.0190535-0.066018j -0.118149-0.0503773j -0.114958-0.0477219j 0.195939-0.00688464j 0.0946841-0.100898j 0.0234917-0.0429782j -0.0128404-0.0287807j 0.0405902-0.0858757j 0.108633+0.0253944j -0.0152991-0.00817606j 0.0363953+0.0461246j 0.00810943-0.023471j -0.0135904-0.00950294j 0.0584255+0.0171627j 0.0391971+0.0279333j -0.0242542-0.0293826j -0.00833721-0.0158003j -0.0307401-0.00154609j -0.0120009-0.0314461j 0.0106343+0.000637869j 0.0174569-0.0192405j 0.0205616+0.0326242j -0.0227703+0.0041486j 0.0011287-0.0122468j 0.000734662+0.00199305j 0.0331819+0.018904j 0.0158582-0.00997868j 0.0161354+0.00635661j -0.00987508+0.00792727j -0.0221121-0.013371j -0.00981149+0.00635656j -0.0100934-0.00656583j 0.003546-0.00664613j 0.00590388+0.00344134j -0.00875832-0.0109952j -0.0117095+0.00360615j 0.0031706-0.00199014j 0.0293023-0.00147573j 0.0139649+0.021883j -0.00271278-0.003982j -0.00250585+0.00777835j 0.00451396+0.00539536j 0.0253528-0.0142287j -0.00293427+0.0199548j -0.0101745-0.00158061j -0.00585396+0.0040585j 0.0137153-0.00420988j 0.00113621+0.0133804j 0.00609035+0.0159979j 0.00460393-0.0175362j -0.00405759+0.0135969j -0.00268741-0.0215791j -0.0229162+0.00593635j -0.0170711-0.00669775j 0.0216205+0.0139403j 0.00919784+0.00164719j -0.0058241-0.0142939j 0.0132483-0.0132381j -0.010503+0.0048144j -0.000886919-0.0119477j -0.0132924+0.00432799j -0.0059683+0.00697841j -0.0125572+0.00245751j 0.00227103-0.029878j 0.00347336-0.0105467j -0.00744668+0.00450195j 0.000213059+0.0108196j -0.00805281-0.00993433j -0.00179985+0.0233531j 0.00672924+0.00754186j -0.00320964+0.00482802j 0.000498082-0.0135411j -0.00275976-0.0101298j -0.0155826-0.00340145j 0.0142358-0.0108809j 0.0054637+0.00797247j 0.00938769-0.000213966j -0.0115313+0.00248821j -0.0150415+0.00788159j 0.00319186+0.00545073j -0.00712899-0.00475321j -0.000377576-0.00541989j -0.000112921+0.001891j -0.0101357+0.00139245j 0.0114191+0.00612145j 0.00559917-0.00589909j -0.00426667-0.00110669j 0.000300671+0.0031468j -0.00808248+0.0037902j 0.00900561+0.00700524j 0.0111547-0.00120465j -0.00695068+0.00167057j 0.00403435-0.00876329j 
0.00785344+0.0470334j -0.0119182+0.00124335j -0.0925026+0.0124771j 0.0164758+0.0275814j 0.0605357-0.0250136j 0.175661+0.0751741j -0.111303-0.158894j -0.0171511-0.0167735j -0.162047-0.038913j -0.00533109-0.0241964j 0.0991889+0.0204717j -0.0100182+0.0282341j -0.0101297+0.00284772j -0.0922829-0.0311635j 0.0978138+0.0334003j 0.00886058-0.00375262j 0.057859+0.0422071j -0.0101197-0.0113451j -0.0152816+5.84423e-05j 0.0255417+0.000829071j -0.00916884+0.0099401j -0.0398411-0.0165172j 0.0194402+0.0113866j 0.00971458+0.00838836j 0.0326895+0.00955785j 0.00287844+0.00387937j 0.0151706+0.0180182j -0.00775871+0.00354941j 0.0212885+0.0162731j 0.00646185-0.0196563j 0.0234435+0.0285401j 0.00451342+0.000534522j -0.00668002-0.0204892j -0.00926266+0.00525605j 0.00277584+0.0158468j -0.00958672-0.0250498j -0.0110114-0.0122805j -0.0112555-0.00307398j -0.000490521-0.008594j 0.00294009-0.00403792j 0.00641953-0.00503684j -0.000828859-0.00547336j 0.015171-0.00595136j 0.00415905-0.000286992j 0.0152038-0.00649676j 0.00607877-0.000936735j -0.00276609+0.00421038j -0.0115818+0.0147395j 0.0130819+0.016167j -0.0122459-0.0018337j -0.0141597+0.000791573j 0.00384468-0.0104908j -0.0165422+0.00420932j 0.0152505+0.0065861j 0.0141063+0.013501j -0.00823551+0.0130158j 0.00813601-0.00578361j 0.0123302-0.00351626j -0.00742874-0.0132282j -0.018609+0.00365495j -0.00433017+0.00466664j -0.0128523+0.0211854j 0.022876+0.000492109j 0.00166364+0.00363624j 0.0111449-0.0129776j -0.0140469+0.0209032j 0.0264905+0.00282828j -0.00084259-0.00651878j 0.00334505-0.0133259j -0.0071412-0.00776508j -0.00798072-0.00189865j -0.00760553-0.00128471j 0.00151942-0.0174974j 0.0005365-0.00311648j -0.00453266-0.0016843j -0.00384299+0.0170513j -0.00807358-0.0158221j 0.00427279-0.0122671j -0.00645106+0.00487771j -0.000323853+0.00133623j 0.00489128+0.00261858j -0.0246759+0.00510498j -0.00732979-0.00800539j 0.00937185-0.0156059j 0.00959801-0.00785788j -0.00189734-0.0104027j -0.0117949+0.00628731j -0.00413266+0.000530896j 0.0204226-0.00197175j -0.0235735+0.00227601j -0.00572023-0.000115864j 0.00959875+0.00131227j -0.00987376+0.00496991j -0.000982502+0.000415656j 0.00950475-0.00155733j 0.000539596+0.00581053j 0.0102435-0.00657445j 
-0.0310069-0.0159267j 0.0257558+0.0832288j -0.0956955+0.197968j -0.0832104-0.059963j 0.109295+0.0312614j -0.0369073-0.0765622j -0.0294525+0.00461723j 0.0196033+0.0256503j -0.0518338+0.0374568j -0.0372139+0.0775612j -0.0524102+0.00682149j -0.0848222+0.0648169j 0.0738493-0.0238054j 0.00349525+0.030699j 0.0739982-0.015421j 0.0352205+0.0874667j 0.00818581+0.0407619j 0.0707114+0.0661419j 0.0210833+0.0204859j -0.0209417-0.00825252j -0.0167919+0.00135566j -0.00724215+0.010323j 0.000460185-0.000871869j 0.00646756-0.00400642j -0.0312318-0.0261269j -0.0310977-0.00490439j 0.0224358+0.0217866j 0.0218768+0.0172324j -0.00876051-0.00510837j -0.0218899-0.0187152j -0.0202176-0.0165029j -0.0142805-0.012427j 0.00789757+0.013319j 0.0195325+0.0251302j -0.00529065+0.0171875j -0.00244448-0.0195345j 0.00359576-0.0164823j -0.000480599-0.0113129j -0.0120135-0.0182171j -0.0108926-0.0298727j 0.0123783+0.00660614j 0.0331664+0.00292414j 0.0352622+0.0132506j -0.00035831-0.0112696j 0.000798626-0.0195224j 0.0173878+0.00384533j 0.000995436+0.00660888j -0.0161151-0.00181384j -0.0183585-0.00117846j -0.00937988-0.000753947j -0.00463186-0.00585611j 0.00736591-0.00443751j 0.00950629-0.0058012j -0.00885216-0.00409461j 0.00424238-0.0158103j -0.00220654+0.00162653j 0.0211125+0.00873561j -0.00508359+0.00813778j -0.00563677+0.00810058j 0.00748166-0.000375173j 0.00149719+0.0129351j -0.0042556-0.00236488j -0.00297453-0.00561383j -0.00359013+0.00535462j -0.000516684-0.00158616j 0.0121422-0.00520757j 0.00759897+0.00331921j -0.000553187+0.00939908j 0.00201143+0.00833533j 0.00120408+0.0020377j 0.00173016+0.00540747j 0.0107132+0.000625751j 0.00498254-0.00185827j -0.00377569+0.0011044j -0.00306741-0.00529624j 0.00637094+0.00571118j 0.0127631+0.00544595j 0.00350395+0.00428716j -0.00612366+0.00280952j -0.00213399-0.00117375j -0.00471538+0.00255804j 0.0028948-0.00698679j 0.00350552+0.00124754j -0.000988309+0.00246082j 0.00894872+0.0127974j 0.0080112-0.00995052j 0.00281241-0.00522785j -0.00771747+0.0224917j -0.00104891+0.00225688j 0.0175859-0.00350163j -0.000436201+0.00310644j -0.00343242-0.00243131j -0.012912+0.000190567j -0.0016041-0.00827592j 0.00854606-0.00646843j -0.0128266-0.00142639j 0.00421502-0.00459088j 
