-0.00363817-0.00742501j 0.00778366-0.00151407j 0.00380585-0.00483258j 0.00658819+0.00749894j -0.00349673+0.00157279j 0.00259069-0.00110406j 0.00847394+0.0072642j -0.00317919+0.00765364j -8.23513e-05+0.00308747j -0.00516939-0.000485147j 0.00230688+0.00322711j -0.00910301-0.00202229j -0.000266771-0.00747573j 0.00407854-0.00290409j -0.00261839+0.00218754j -0.00229416-0.00280673j 0.00432963-0.00205359j -0.00213329+0.000125229j 0.00419014-0.00218791j 0.00115318-0.000109226j 0.000141097-0.00199074j 0.000777602+0.00512195j -0.00497773+0.00293029j -0.000389656+0.00308391j 0.000823475+9.08805e-05j -0.00132265+0.00395827j 0.000991186+0.0024562j -0.000105485-0.000814885j 0.00101741-0.00838903j -0.00038583+0.00239904j 0.00119629-0.00241731j -0.00201432-0.0010303j -0.000110082+0.00144251j -0.00360548-0.000474281j -0.00604456-0.00395906j -0.0025158-0.00321958j -0.00492767-0.00522882j 0.00440689+0.000602535j 0.000389+0.00217053j -0.0048312-0.00183588j 0.000179117-0.00199654j -0.00146387+0.0041666j -0.00029158-0.00493709j -0.00120628-0.00871472j -0.0109571+0.00610875j -0.00296468+0.00739461j -0.00408521-0.00169245j 0.0133008-0.00815409j -0.00271498-0.00274844j -0.00196546-0.0268353j -0.00643897-0.00282007j 0.00180592+0.0298938j -0.00570295-0.0369124j -0.00112414-0.00909528j -0.0413088-0.0462955j -0.0350544+0.0489135j 
-0.0010311-0.00132535j -0.00112781+0.00416322j -0.00132987-0.00122601j -0.00208307+0.00222729j -0.00582842+0.0129847j -0.0103162-0.00825536j -0.00083352-0.00126148j -0.00233692-0.00220778j -0.00590319+0.00936272j 0.00645994-0.00395614j -0.00660571-0.0165546j -0.00113432-0.000910882j -0.016654-0.0032915j 0.00251241+0.000886705j 0.0169667-0.0195444j -0.00158439-0.000669191j 0.00586088-0.00293869j 0.00553099-0.00657859j -0.00906642-0.0131741j 8.91958e-05+0.00477073j -0.00428272-0.0240648j -0.00240272-0.00533453j -0.0183-0.00833535j 0.0143429-0.00970052j 0.00585764-0.0201505j -0.0144017-0.00758513j -0.00120347-0.00769011j -0.018025+0.00985203j 0.0196163-0.0100811j 0.0270942-0.000627975j -0.000198499-0.000355713j 0.0141569-0.0191784j -0.0110834-0.00542895j -0.0238407-0.00959082j -0.00896552+0.0124384j -0.00213061+0.00288406j -0.00732873+0.0137193j -0.00832843-0.00241032j -0.0149149+0.0137604j 0.00915733+0.00829933j 0.0110613+0.00392054j -0.000330954-0.00279969j 0.0185673-0.000802563j 0.012134-0.00276915j 0.00812853-0.00280209j -0.00391096+0.0050101j -0.0086561-0.00928534j -0.00571118-0.00177554j 0.0053827-0.0025989j 0.0025239+0.00109219j -0.000504622+0.0010142j -0.00132963+0.00087761j 0.00223628+0.0020817j -0.00537892+0.00181014j 0.00183575+4.78619e-05j 0.00109711-2.41372e-05j 
0.00299503-0.000760832j 0.000956718-0.0011252j 0.00109696+0.000542466j 0.00435638-0.00019249j 0.00503214-0.00336421j 6.45618e-05+0.00517354j 0.00247996+0.00537515j 0.00607785+0.00142805j -0.00201047-0.00825068j -0.00975466+0.0066985j -0.00104412-0.00168128j -0.00624024-0.00979391j 0.00395141-0.000111073j 0.00340961+0.00461847j 0.00256054+0.00712677j -0.00225036+0.00255701j 0.00356322+0.00584133j -0.00103333+0.00471442j 0.0154605+0.00229028j -0.0173514-0.00319261j 0.00209093+0.00143909j -0.0106468-0.00610238j 0.0208963+0.00714397j 0.00897964+0.0140054j -0.0160169+0.00558843j -0.00253497-0.00412984j -0.0130083-0.0097328j -0.00662985+0.00558905j 0.0227714-0.00086505j 0.011946+0.000332944j -0.0192747-0.000398862j 0.049724-0.00186678j 0.00135699+0.0164919j 0.016215-0.00148041j 0.0061398+0.000262449j -0.0390967-0.00347623j -0.0101735-0.00527209j -0.00327734+0.00476259j -0.0163121-0.00562747j -0.0254529-0.0116847j 0.00346308-0.0146109j 0.0146948+0.013201j 0.0122281+0.00481165j 0.00571779+0.0102488j 0.00249891-0.00306198j -0.00311929-0.00450751j 0.0025303+0.00597142j -0.000141424-0.00615935j -0.00424625+0.00287984j -0.00143265+0.00428046j -0.000233895+0.00455039j -0.00232829-0.00231212j 0.00195644-0.000446444j 0.00035248-0.000845382j 0.00226113+0.00161138j -0.00038479+0.000528345j 
-0.000790897+0.00519377j 0.00295404+0.0023891j -0.0139566-0.002696j -0.0071921+0.0194376j 0.00277859+0.0049391j 0.00462359-2.28393e-05j 0.00158426-0.00829298j 0.000489721+0.0013174j 0.00647897+0.0130847j -0.00137637+0.00494566j 0.00268527-0.0032166j -0.006425+0.00898749j 0.00216595-0.00225141j 0.00428683+0.00751234j -0.00346149-0.00425183j 0.00384702-0.0014825j -0.0200805+0.0115173j -0.00903845+0.000429801j 0.0074729-0.000966275j -0.00386611+0.00770443j 0.0182947-0.00505819j 0.00257645-0.00544807j 0.0091427-0.000356506j -0.00740535-0.00785736j -0.00965338+0.00784907j -0.00696998-0.00171577j -0.00363316+0.00410677j -0.010754+0.00296085j -0.0069004-0.000958449j -0.0171903-0.00449826j -0.0124568+0.00534034j 0.0133901+0.00817736j 0.00171182+0.00960369j -0.00862216-0.00361856j -0.0218407+0.00300968j 0.0171887-0.00265158j 0.0042481-0.00330407j 0.000845435+0.00447419j -0.00585077+0.00827202j -0.0124378+0.0026458j -0.0046133+0.000884249j -0.00620479-0.000416913j -0.0155848+0.000849637j 0.00970708-0.0101707j -0.00378948-0.000257645j 0.000582129+0.00521594j 0.00232027+0.00330611j -0.00173503-0.00749207j -0.00216234-0.00340678j -0.00438281+0.000293949j -0.0151383+0.0062814j 0.00904438+0.00712776j -0.00339894-0.00952705j 0.00877374-0.00110988j 0.00177426+0.000913891j 0.000606014+0.00257942j 
-0.00316295+0.00550747j 0.00192785+0.0018983j -0.00330012-0.00309109j -0.00313411-0.00140032j -0.00721346+0.0139348j -0.00299943-0.00402878j 0.00261257-0.00152502j 0.00998531-0.00864989j 0.00754855+0.0212372j 0.00886311-0.00167699j -0.00775545-0.00766299j 0.00894765-0.000139405j -0.0173827-0.0134855j 0.00852626+0.00220707j 0.0030483-0.00332017j 0.012369-0.00228222j 0.00556125+0.00370472j -0.0124362-0.0143314j 0.0200828-0.011857j 0.0016925+0.00874201j -0.00423676-0.00343181j -0.0126825+0.00490207j -0.00834832+0.0125602j 0.0144771-0.00443921j -0.00855414-0.00346034j -0.00964264-0.00368135j 0.0178833-0.00702647j -0.0104774+0.00774996j -0.0141636-0.00127987j 0.00163416-0.00439667j -0.00825251-0.0156937j 0.000344218-0.00932147j -0.0263431-0.0010759j 0.015431+0.000839964j 0.0252571-0.00456004j -0.00252342-0.0120334j -0.00760478+0.0123241j -0.0227018+0.00276748j 0.00104715+0.00317825j -0.00901723-0.0153828j 0.00362914+0.00226866j 0.00933814-0.008735j 0.000588827-0.0104869j -0.0196963+0.00651435j -0.0116524-0.00116252j 0.00333904+5.53359e-05j -0.00725559+0.00230117j 0.025861-0.00874508j -0.0096235-0.00283555j 0.00164403+0.00116479j -0.00255995+0.000745523j -0.00494773-0.00470312j -0.00464459+0.000329098j 0.00227995-0.00341175j -0.00218399-0.00398674j 0.00163923+0.00276491j 
-0.000189516-0.00274217j -0.000799543+0.00178648j 0.000387426-0.000136848j 0.00370179-0.0021411j 0.00695526-0.00432527j 0.000760655+0.0045613j 0.00905201-3.4321e-05j 0.00786727-0.000616368j -0.000510358-0.00796847j -0.000147538+0.00757421j -0.00441461-0.00486895j -0.00257212-0.00762993j -0.000524945-0.005734j -0.00442436-0.00830188j -0.0062556-0.00356494j 0.00661633-0.00595117j 0.0037267+0.00110149j -0.00842476-0.00488656j -0.0112356-0.000514385j 0.0193608-0.000923575j 0.0168804+0.000724677j -0.00611777+0.000514329j -0.00352752+0.00521996j -0.0158545-0.00633508j 0.0100553+0.0140079j -0.0075903-0.000971594j 0.0164436+0.0165094j -0.0140092-0.00769891j 0.00758672-0.00324761j 0.0187035-0.00529318j 0.00680767+0.00399971j -0.00756172+0.00135668j 0.0153953+0.0107938j -0.00414252-0.00223023j 0.0250704+0.0107095j 0.0106723-0.0103824j -0.00830262-0.0273202j -0.00569295-0.00370452j -0.00349992+0.00222269j -0.0171442-0.000759229j 0.009039+0.00627628j 0.0182598-0.00618288j 0.0021819-0.0117164j -0.000179006+0.00999199j -0.00393546+0.00480692j -0.00720542+0.000719119j -0.00531814+0.00357481j 0.0074893-0.00545875j -0.00223223-7.5027e-05j -0.00603135-0.000191927j -0.00782406+0.0056477j -0.00411087-0.00149333j -0.000244397-0.000348443j -0.000146531-0.00190298j 0.00297898-0.000144479j 0.00141115+0.00341229j 
0.00777954-0.00458816j -0.000569185-0.00695323j -0.00413417-0.00549883j -0.00384754+0.00629152j -0.00324835-0.00981713j 0.00276302-0.000236431j 0.0124473-0.00325064j 0.00763332-0.00970572j 0.0106506+0.00110757j -0.00385127+0.00287658j 0.000281288-0.00136507j 0.00315376-0.0108673j -0.0138669-0.0150076j -0.00262735-0.012467j 0.00103484-0.00921688j -0.00708786-0.000677503j 0.00340721-0.00477505j 0.0377835-0.00190487j 0.00541254+0.00237841j 0.0133211-0.00258285j -0.00702792+0.00939526j -0.00985815+0.000789627j -0.0100239-0.000197096j -0.00801133-0.0102131j -0.0310697+0.0079447j -0.00379332-0.00272136j -0.0100229+0.0032426j 0.0188508+0.00350822j 0.0139568-0.00154681j -0.00162183-0.00336649j -0.0022428+0.00221672j -0.0192507-0.000545037j -0.0197976-0.00300543j -0.0100051-0.00067752j 0.000255319+0.00333258j -0.00828633-0.00365603j 0.00396387-0.00393696j 0.00231211-0.00362087j -0.00248128+0.00480944j -0.00122298-0.00988145j -0.0076892+0.00424685j -0.0058451-0.00149797j -0.01169-0.00772484j -0.00200072-0.00306045j 0.00564144+0.00605293j -0.011696-0.000247385j 0.00581572+0.00120432j -0.00233144-0.00892206j 0.00121422-0.00424274j -0.00681495+0.00207813j -0.00380381+0.000119542j 0.00261447+0.00454812j -0.00311392-0.00505593j 0.00213993-0.00429264j -1.72026e-05+0.00754932j -0.00637591-0.00211582j 
2.95554e-05-0.00429227j 0.000322502+0.00112679j 0.00804668+0.000441988j -0.00116118-0.00331759j -0.00249501-0.00370554j 0.00300008+0.00301751j 0.0110426-0.00133314j -0.00852155-0.00367729j -0.00393807-0.00376286j -0.00623509-0.000912321j -0.0187966-0.00377559j 0.0127892-0.00607181j -0.00145619-0.00673892j 0.00978447-0.0114047j 0.0164848-0.0114656j -0.0032496-0.00677328j -0.0110578-0.01151j 0.00761624-0.000606666j -0.00109335-0.00128366j -0.00168765-0.00232608j 0.00647924-0.00267207j -0.0224754+0.00491011j 0.0148363-0.0150562j -0.00943954+0.000368005j 0.0182509-0.00396747j -0.0151934-0.0183255j 0.0072702-0.00651634j -0.00605064-0.00362603j -0.0127179+0.00194745j -0.00883823-0.00544584j -0.0425085-0.000960458j -0.00385351-0.00641321j -0.0122282-0.00848478j 2.63337e-05-0.0142092j 0.00276496+0.00578355j -0.0152308+0.0150717j 0.00280337+0.00522832j 0.00204995-0.00601124j 0.00176953-0.0058473j -0.00869713+0.00707516j -0.00808698-0.00217974j -0.0185086-0.0103878j 0.00347161-0.00455225j 0.0148463+0.00349879j 0.00224151-0.00072551j -0.0153878+0.00017287j 0.0078561+0.00541879j -0.00446768-0.000296059j 0.00306606-0.000721028j -0.00457235-0.00137969j 0.000831524-0.00109327j -0.00130035+0.000188558j 0.00168245+0.00218303j -0.00243198+0.00300702j 0.00324473+9.92079e-06j -0.000129332-0.00218427j 
0.00565184-0.00177589j -0.0030686-0.00392412j 0.00353478-0.00697832j -0.00628124-0.00336919j -0.00498837+0.00153768j 0.00458483-0.0127643j 0.000169551-0.00533438j 0.00327011-0.0137827j 0.0049732-0.00278224j -0.00976977-0.0111978j -0.00114858-0.0145719j -0.00448574-0.00495526j -0.000326362-0.00537189j -0.00320771+0.0160391j 0.00187973-0.00572572j -0.00429572-0.00698828j -0.00791199-0.00834728j -0.00495093-0.0146141j 0.00682814-0.00633708j -0.000411736-0.00145765j 0.0179336-0.00710575j 0.00119546+0.00210764j 0.023791+0.00316439j -0.00530233-0.0157635j 0.0378585-0.00472875j 0.0274478+0.00708836j 0.0186408+0.0120539j 0.0205838+0.00448617j -0.00478198+0.0107569j -0.00139724-0.00043598j -0.00350506+0.0142926j -0.0057949-0.000672283j -0.0122412-0.00179832j 0.0159025-0.00493621j -0.0125496+0.00523169j -0.0157789-0.000266514j 0.0163374+0.0028175j 0.00135669-0.00937948j -0.00696596+0.00850021j -0.016958+0.00107705j -0.00851596+0.00955408j -0.00579178-0.0111018j 0.00418566+0.00167146j -0.00549659+0.000788994j 0.000401039+0.00319121j -0.00870556-0.00101929j -0.00107875+0.000297897j 0.00264303-0.00993915j -0.00475448+0.000949524j 0.0011966+0.00147911j 0.00304676-0.00846256j -0.0047437-0.00197663j -0.00323949+0.00339804j -0.000695298-0.00276673j -0.00312876+0.00227335j -0.00374498-0.00175883j 
-0.000647252+0.00797664j 0.00698995-0.00293755j -0.00579448+0.00369962j 0.00117016+0.00401221j -0.00173073+0.00206798j 0.00345233+0.00744142j -0.000368623+0.0096199j -0.00198688+0.00241855j 0.00684474+0.0107793j 0.000494208+0.00469011j -0.00131023+0.00837602j -0.000670586+0.00584099j 0.0043272+0.00177346j -0.00296003-0.0105517j -0.0086384+0.00386565j 0.00774704-0.00163241j -0.0132365+0.00276743j 0.01275+0.000605236j -0.00435418+0.0109457j -0.0148845+0.00363656j 0.00787441+0.00621087j -0.0184034+0.000651678j 0.00757346-0.0115025j -0.0274728+0.00889715j -0.014761-0.00665127j 0.0350399+0.000446597j 0.0384-0.00533047j -0.0156827-0.00216375j 0.0124596-0.000167339j 0.0189546+0.015j 0.0106467-0.00255014j -0.0116461-0.00591766j -0.000936153-0.00567666j 0.00314462+0.00885638j 0.00252105-0.00677338j -0.00270762+0.00244393j -0.0101493+0.00240171j -0.0193945-0.00590077j -0.0100054-0.00547596j 0.00867795-0.0141925j -0.00015187-0.00470689j -0.00434589-0.00650281j 0.00864151+0.00527925j 0.00460322+0.00595213j -0.000794503-0.00425482j 0.0135391+0.000756624j -0.00323092+0.00108002j 0.0043586-0.0025355j -0.00336651+0.000704622j 0.000600023+0.00324398j 0.0115337+0.00648652j 0.00409875-0.00329431j -0.00194882-0.00482768j 0.00409301-0.000994038j -0.00195023-0.00211566j 0.000421519-0.00158661j 
-0.0041529-0.000433867j -0.00170876+0.00603831j -0.000414498-0.00122537j -0.0051937+0.00265122j -0.00465134+0.00338738j -0.00195181-0.00384677j -0.00478333-0.00495664j -0.00150183+0.00587811j 0.00455468+0.0116722j -0.00583134+0.00217102j 0.00834445-0.00356583j 0.0101974+0.005221j -0.0041602-0.00640451j -0.00113579+0.00199085j -0.00431497-0.00195123j -0.00171957+1.11043e-05j -0.00207908+0.00621879j -0.00237837+0.00427644j 0.0248755-7.80667e-05j 0.00377803+0.000151179j -0.00389549+0.001592j -0.00597668-0.0022376j 0.00990988+0.00919066j -0.0138629+0.00780682j 0.0283177-0.00378494j 0.0162212-0.00505648j 0.0431285-0.0224728j 0.00898384+0.00498363j 0.0142624+0.00200151j -0.0056643+0.00931682j 0.0379128-0.0059567j 0.0184538+0.00591093j 0.00749094+0.0090822j -0.000399015-0.00819113j 0.00894377-0.00919431j -0.0233786-0.00263675j -0.0205252+0.0073448j 0.00276688+0.0166758j 0.0106982-0.00949358j 0.0016335-0.000725457j 0.00283584+0.000956759j -0.00881243+0.00591741j 0.00582463-0.0053635j 0.00458556-0.00189953j 0.00352442+0.00522265j -0.00183867-0.00104589j 0.00259589-0.00212212j -0.000504616+0.000667845j 0.00165932+0.00106504j -0.00280916-0.00249979j -0.00925677+0.0010143j 0.00296163+0.00278975j 0.00148514+0.00229358j 0.00240645+0.00271272j 0.00141526+0.000208194j 0.00188888+0.00181096j 
-0.0046787-0.00724699j -0.00494907+0.0092872j 0.00704659+0.00249829j -0.00112082-0.00697662j -0.00504378+0.000884227j 0.00489161-0.00297081j -0.00222466-0.00716865j 0.0025571-0.000491457j 0.00718146+0.00862914j -0.0130163+0.00112744j -5.28093e-06-0.00764451j 0.00243032+0.0020702j 0.0193406-0.00888339j -0.00378161+0.00414235j -0.000889428+0.00316611j -0.00884147-0.000780412j -0.0244323-0.00378827j 0.00779888+0.000560686j 0.00958551-0.00415427j -0.014347-0.00808697j -0.0288737-0.013702j 0.00590545-0.00498987j -0.00397146-0.00525488j 0.000366086-0.000193361j -0.0246308+0.00193525j 0.000336084+0.000168342j -0.00281075-0.0081775j 0.0127582+0.00765382j -0.0135377+0.000738369j 0.0122016+0.0158504j 0.0187316+0.01474j -0.0197603-0.00207002j 0.0139584+0.0187036j -0.0102677-0.0178244j 0.00883592-0.00148783j 0.0141396+0.007271j 0.0015075+0.000251317j -0.00701345+0.00848863j 0.0155525+0.00344388j -0.0120415+0.00624285j 0.00795692+0.0141631j 0.00618772-0.00204156j -0.00336107-0.00249289j 0.0009472-0.000580072j -0.0146201+0.00699098j 0.000684544-0.00442747j 0.000631072+0.00416986j 0.009388-0.00112462j 0.00741821-0.00585315j -0.0030579-0.00291691j -0.0082039-0.0018589j -0.00750886-0.00241946j 0.000623028+0.00211387j -0.00665449+0.00218278j 0.00529678+0.000576218j 0.00496851+0.00375407j 
0.00751616-0.00110487j 0.00210802-0.00583252j -0.0020911-0.00182225j 0.00381079+0.00181972j 0.0086368-0.00435795j -0.00602425+0.00600083j 0.0128832-0.00385833j 0.00380765-0.00451084j -0.0141057-0.0152267j -0.00941094-0.00845596j 0.003611+0.00735581j -0.014616-0.00644458j 0.0211362-0.00384813j -0.0140541+0.0169129j 0.010933+0.00815173j 0.0112689+0.00912752j -0.000326184+0.00368524j 0.0251404+0.00881098j -0.0181765+0.00422682j 0.000763303-0.00706012j 0.0150755-0.00673557j 0.00282995-0.00629415j -0.0109115-0.000137187j 0.00213592+0.00108319j 0.0054439-0.0022197j 0.0225415-0.00875938j -0.00829909-0.0135686j 0.00850143+0.00817436j -0.00642489-0.0120497j 0.0200948+0.00748167j 0.0148182-0.00614943j -0.0026366-0.0132017j -0.0082608+0.0148578j -0.00876582+0.00621413j -0.0100282+0.00075141j -0.00546531+0.000368221j -0.0136349+0.0116321j -0.00668359+0.00544766j -0.0083256-0.000425289j -0.013199-0.00472055j 0.0042603-0.0093083j -0.0120161+0.00465393j -0.00702795+0.00763551j 0.0161733-0.00637465j 0.00121202-0.00610446j 0.000962753-0.00582882j 0.00773737-0.00259045j 0.00397245-0.000869425j -0.000948472-0.000134138j 0.00519254+0.00590756j -0.00548219-0.00237927j 0.00178705-0.000171564j -0.00224022-0.00221876j -0.00276697-0.0025908j -0.000729431+0.00256418j -0.00308345-0.00149736j 
0.00749737-0.00542837j -0.00395817-0.00878956j 0.00235153-0.0023674j 0.0017289-0.00577029j 0.00116051-0.015059j 0.00612155+0.00439438j 0.0101613-0.00287718j 0.00811839-0.00597941j -0.00912255-0.0163128j 0.00278886-0.00355871j -0.0118102+0.000503887j 0.0107782-0.00291079j -0.0200752+0.00367607j 0.00333125+0.00831317j -0.00359444-0.0113645j 0.00123993-0.00557606j -0.00946642-0.0170118j -0.0492587+0.00548608j 0.000411387+0.00707753j 0.000959977+0.00402952j -0.00854846+0.00209106j 0.0195936-0.00461309j -0.00385532-0.00574133j -0.0081616+0.0167629j 0.00472541-0.00299654j 0.0106559-0.014313j 0.0192249-0.00619093j 0.000956725-0.00677075j 0.00944212-0.00933688j -0.0202943+0.000720624j 0.0177695-0.0149684j 0.00512864+0.00383188j -0.00743951+0.00369409j -0.0208734+0.00788574j -0.00762178+8.62726e-05j 0.0179568+0.0143064j -0.00959613-0.00254875j -0.0132979-0.00843863j 0.00689424+0.00243924j 0.00209677-0.000406119j 0.0119616+0.0039168j 0.000400143-0.00251141j -0.00186899+0.00164712j 0.010248-0.00133424j 0.00373481+0.00689533j 0.00361612-0.00292923j 0.00587924-0.00227885j -0.000614457-0.00169257j 0.0030187+0.00087786j 0.0050028-0.000486049j -0.00160818-0.00575836j -0.00192509+0.00135879j -0.00283342-0.000413939j -0.00218466-0.00340097j -0.00131725+0.00259991j -0.00364094-0.000996575j 
-0.00266875-0.00108387j -0.00278663+0.00383185j 0.00503273+0.000113149j -0.00194301-0.00479347j -0.00383893+0.000225696j 0.00450024-0.00311537j -9.86628e-05+0.00032633j 0.00279555-0.0023022j 0.000859836+0.00143595j 0.00768536-0.00146471j -0.00049608-0.00678366j -0.00305358-0.00200402j 0.0153138+0.00488774j 0.010253+0.0036357j 0.00981301-0.00129101j -0.0233797-0.00729227j -0.0104377-0.0110469j 0.0139373-0.00208768j 0.00802912-0.0140486j -0.00405068+0.0139743j -0.0105015+0.00526764j 0.0195951-0.00178518j 0.0053803-0.00281919j 0.0178392+0.00498226j -0.0245007+0.0107132j -0.00213389-0.00502656j -0.0218721+0.000379833j 0.0126032-0.00265423j 0.0062831-0.00110556j 0.000979525-0.00863133j 0.00758406-0.0101309j 0.0152419+0.00717297j -0.00303175-0.00620214j 0.00133888-0.0030007j -0.00865176-0.00708208j -0.00399741-0.000971258j 0.00246636-0.00426741j -0.00122123-0.00311063j 0.00421571+0.000923698j -0.0104914+0.00637957j 0.00455021+0.00223046j 0.00814118-0.00458496j 0.0015841+0.00221576j -0.00015663-0.00133991j 0.0019721+0.0027964j 0.00703273-0.0024193j -0.000959296-0.000834461j 0.000574184+0.00263754j -0.00163602-0.00158274j 0.000730726-0.000606478j -0.00046829-0.00247556j -0.00201352-0.00181674j 0.00126128+0.00152322j -0.000330689+0.00119232j 0.00052228-0.000702337j 0.00224927+0.00205579j 
-0.00137699+0.0014592j -0.00252096+0.00257683j 0.00175918-0.00944897j -0.0109537-0.000422574j -0.000201476+0.00412679j 0.0200422-0.00511492j 0.00140079-0.00519252j 0.00229359-0.00541077j 0.0158615-0.00057834j -0.00229308-0.0101686j -0.00120879-0.00767667j 0.00336777-0.00426834j -0.00312741-0.00341106j -0.00608628+0.00131826j 0.00613294-0.00108132j -0.00264081+6.67695e-05j -0.00677815+0.00490699j -0.00656361-0.00637057j 0.00521458+0.00732559j -0.00775831-0.0116074j -0.019298+0.0130773j 0.001681-0.00033143j -0.00635515+0.00342749j 0.0211983+0.00869024j -0.00925729-0.00772833j -0.0106314+0.00701423j -0.00284758-0.000890401j -0.00154032-0.0139605j 0.0228952+0.0111223j 0.0340742+0.0134962j 0.00278622+0.00532685j -0.0126558+0.00386656j 0.000441967+0.00904594j -0.00669739+0.00795455j 0.00894699-0.00479426j 0.0122697+0.0126417j 0.00961022+0.000536248j -0.00477635-0.00727928j -0.00138016-0.00700958j 0.00283727+0.000541984j 0.00755835-0.00861412j -0.0121001+0.00191076j 0.00184522+0.00419249j -0.00965956+0.00301144j 0.0141099-0.00105334j -0.0106909+0.00795841j 0.00659024+0.00300021j -0.014994+9.00647e-05j -0.0128136+0.008332j -0.00392315-0.00606974j 0.00198407-0.000276501j 0.00448024+0.0021822j 0.00386985+0.00355628j 0.0072149-0.000872918j -0.000281773-0.00220833j -0.00203907+0.00113421j 
0.000858599+0.00431496j 0.000470126-0.0013626j -0.00599244+0.000992293j 7.12607e-05+0.00735282j 0.010866+0.00556783j -0.00994077-0.00438601j 0.000257448-0.00621802j -0.00815679+0.0026301j 0.00179305-0.00198924j 0.0121983+0.00286154j -0.00498719+0.00312703j -0.0159811-0.00238086j 0.00071973-0.00523404j 0.000659401+0.000647381j 0.0337517-0.00295003j -0.0265473-0.00146635j 0.0041348+0.0178651j -0.0140695+0.00893601j 0.00845938-0.00700462j -0.0145628-0.00460045j -0.0334217+0.00704531j -0.00942791-0.00328923j -0.00444948+0.0133761j -0.00969673-0.0189777j -0.0138696-0.00180957j -0.00175818-0.00130007j 0.000771083-0.00346962j 0.0149568-0.000931994j 0.00385935-0.00181386j -0.00446678-0.00657576j 0.0135733-0.00976147j -0.0131129-0.00893607j 0.0202309+0.00486637j -0.0152391+0.00483958j 0.0144518+0.0183193j -0.000456444-0.0135538j -0.00159393-0.00271327j -0.00211232+0.00194112j 0.00798706-0.00496915j 0.0063258-0.00067907j -0.000628775+0.000551978j -0.00898615-0.000606838j -0.00489393-0.00942497j 0.00254864+0.00756841j -0.00110133-0.00305906j -0.00225675+0.00410286j 0.00638728-0.00112104j -0.004962-0.00288892j 0.00191416+0.00233964j -0.00113335-0.000851342j -0.00330192+0.000403954j 0.0022989+0.00631137j -0.00198123+0.00155552j 0.00268453+0.00056252j -0.000267901-0.00156597j 0.00025382+7.07865e-05j 
-0.00356465-0.00209355j -0.00181328+0.000697478j 0.00883032+0.00246893j 0.00255084+0.000947755j 0.00630698+0.00405796j 0.000687139-0.00406167j -0.00402561-0.00484127j -0.0190752-0.00639278j -0.00342992-0.00604056j 0.00415979-0.0130131j -0.00242998+0.00139275j -0.00674665-0.00324937j 0.000899877+0.00328496j -0.00138084+0.00971467j 0.0143749+0.00474671j 0.00111341+0.00194052j 0.0146836+0.00668989j -0.00332038-0.0114414j -0.0070984-0.00820562j -0.00568488-0.0205136j 0.0154945-0.0085784j 0.0174718-0.00213364j 0.0323425-0.00448345j -0.016164-0.00274092j -0.0186054+0.000647796j 0.0120842+0.00326692j 0.00611706-0.00323752j -0.00763007-0.0105454j 0.0133792-0.00164363j -0.0119294+0.00139434j -0.00206501-0.00967987j 0.000411543-0.0108387j -0.00263532+0.0017095j 0.00120346+0.00521134j -0.00767617-0.00702332j -0.00308474+0.000824827j -0.00982362-0.00259623j -0.000465378-0.00486844j 0.0078865-0.00321304j -0.0140778+0.00703657j 0.000586125-0.00609631j -0.00491689-0.00195768j -0.00623375+0.00835565j 0.00230637+0.00369154j 0.00341043-0.000524347j 0.00763068-0.00169118j 0.00416136+0.00202167j -0.00928757-0.000692261j 0.00214581-0.00225585j 0.00399-0.00501114j 0.00299305-0.00201992j -0.00463469+0.00123815j 0.0022184+9.03538e-05j -6.82267e-05+0.00414553j 0.000896717-0.00175725j 0.000110006-5.24482e-05j 
0.00434976+0.00164693j 0.00345495-0.00725203j -0.00281272-0.000899538j 0.00315738+0.00254928j 0.00492761-0.00683189j -0.00119628+0.00205489j -0.00755686+0.000226764j 0.0047895-1.80019e-05j 0.00538476-0.00929642j 0.0159914+0.00617344j 0.00529321+0.00931735j -0.0139624-0.00408763j 0.0242644+0.0085831j -0.0174848+0.00477615j -0.00447325+0.00135029j -0.00474796-0.003738j 0.00393976-0.00631214j -0.0252214-0.0021608j 0.0063176+0.00294454j -0.001761-0.0106624j -0.013802-0.0147818j 0.0134446+0.0203433j -0.00303283-0.00937626j 0.0134821+0.00107268j -0.0129571-0.0233276j -0.0135176+0.00389238j 0.00191606-0.00315905j -0.0190538-0.000670166j -0.00143904+0.00638302j -0.00612667+0.00910941j 0.000409657+0.0235569j -0.00660745-0.0139251j -0.00595097+0.000939325j 0.00749257-0.0110597j 0.0087169-0.00173753j 0.00177979+0.0279157j -0.014375+0.00142211j 0.0122798-0.000693227j -0.00574019+0.00950491j 0.000851735+0.00292668j -0.0115331+0.0112423j -0.00373286-0.00165632j -0.00324873-0.00458707j -0.00152034-0.00106096j 0.00021815+0.0020296j -0.0151176+0.00780696j 0.000441891+0.000102194j -0.00636162-0.000409752j 0.00189104+0.00171177j 0.000118715+0.000952638j 0.00296149+0.00149811j 0.00179404-0.00149835j -0.00282209-0.000920044j 0.00224448-0.00277153j -0.00256006-0.000535317j -0.00395382-0.00227481j 
