-0.105344+0.244221j 0.242986+0.107908j -0.00920365-0.0320384j -0.000286764-0.0104531j 0.0290835+0.0478211j -0.00367699+0.0321925j -0.0430386-0.0240055j 0.0051895+0.0716367j 0.0235315+0.0181301j -0.0914826-0.0040463j 0.0812388-0.00254702j 0.0143709-0.0153925j 0.0285193+0.0368226j 0.05922+0.027925j -0.0274036+0.00800719j -0.0124985+0.0988545j -0.0196464-0.0112602j -0.0437901-0.0145876j 0.0197271-0.0180974j 0.0177324+0.0745071j -0.123142+0.122597j 0.07132-0.148583j -0.107464-0.081607j -0.0396258-0.137075j -0.0645325+0.00719618j -0.156937-0.0235239j 0.0629542-0.0327115j 0.0158165+0.0143514j 0.256932-0.0666119j -0.035349-0.0453329j -0.0562652-0.0311026j -0.132301-0.286102j 0.039825+0.0402474j -0.044706+0.0831708j 0.250775+0.00574685j 0.0244246-0.0957405j 0.0370251+0.172956j -0.209787+0.0704455j 0.0121243+0.00218115j 0.0923336-0.0263531j 0.0240491+0.0313851j -0.0130704+0.013035j -0.0359063+0.0108414j -0.0557313+0.0572978j 0.0722432+0.0232994j 0.0832071+0.0769043j -0.0353404-0.0855429j 0.00242963+0.0806849j 0.0740629+0.121054j 0.0494635-0.0440358j 0.0146433+0.0482879j -0.0646299+0.0534509j -0.0495406+0.0571682j -0.0842491+0.197389j 0.00578599+0.151408j -0.000486101-0.0264227j -0.00269455-0.0345533j 0.0150724-0.0422767j 0.0140966-0.030564j -0.00328778-0.012241j -0.0867935-0.0237855j -0.00113406-0.0216378j 0.0427986-0.0396354j 0.00105985+0.00765276j 0.0207726+0.0255168j -0.00354504+0.0150121j 0.0199291+0.0126241j 0.0113125+0.000926399j 0.0232079+0.0144025j -0.00430232-0.0225708j -0.000979967-0.00290618j -0.0127316+0.010176j 0.025308+0.0346623j 0.0219933+0.0205632j 0.0216307+0.0502067j 0.00660843+0.0470264j 0.0011713+0.0279631j 0.00191823+0.00886604j -0.0148749+0.00265654j -0.018334+0.0185603j -0.0130775-0.0247281j 0.00282004+0.0310612j 0.0318417-0.0274942j 0.0212653-0.0104578j -0.0136257-0.0269052j 0.00808992+0.0205196j 0.00643692+0.0233304j 0.000793493+0.00280251j -0.0113205+0.0228706j -0.0498267+0.00626087j -0.0164199+0.0309936j 0.0140684-0.00135511j 0.0165291-0.021168j 0.124635+0.0523577j -0.0604589+0.113084j 
0.000725769+0.00873019j 0.00976103-0.00143692j 0.00250003-0.00139639j 0.00130383+0.00183846j 0.00234488+0.00642593j -0.000635221+0.00215633j -0.000787267-0.0039289j 0.00163135-0.00341488j 0.00108886+0.0037901j -0.00399093+0.000278549j 0.00658627+0.00273426j -0.000963653+0.0017376j 0.000355684+0.00477738j -0.00253942+0.000843734j -0.00394+0.00141292j -0.0059744+0.00472398j 0.000678957-0.000137911j -0.000985308+0.00178872j 0.000527863+0.00173177j -0.00550713+0.00161949j -0.00502505+0.00485684j -0.00256159+0.00624351j -4.40704e-05+0.00326897j 0.00360945-0.0126424j 0.0011118-0.000763816j -0.00173942+0.00594166j 0.00624866-0.000656784j 0.0038074+7.05775e-05j 0.00117136-0.00112547j -0.00160541-0.00359494j 0.000296804+0.00425642j -0.00169039-0.00632147j 0.00270867-0.00332199j 0.000623685-0.00817556j 0.000950691+0.00192751j 0.00337177+0.000330607j 0.00115305+0.00351649j -0.00280572+0.00422403j -0.00776088+0.00211175j 0.00114213+0.000389619j -1.17923e-05-0.00351035j -0.00706145-0.000973508j -0.00305152-0.000142731j -0.000915906-0.00109135j -0.00046357-0.00207027j 0.00234373-0.00173062j 0.00815421+0.00276739j -0.000805267+0.000512489j -8.2243e-05+0.00243854j -0.00190428+0.00911302j 0.00265109-0.000571268j 0.00748278+0.00396032j 0.00438297+0.00387251j -0.00754416+0.00265213j -0.00602558+0.000400903j 0.0052678-0.00668806j 0.00141964-0.00521841j 0.000401083+0.00258952j -0.00394191-0.00967042j 0.00276517-0.00615708j 0.000647447+0.00336605j 0.00162285+0.00469927j 0.00566197-0.000222253j -0.00380451+0.00307013j -0.0045284+0.00195052j 0.00318653-0.000172817j 0.00978402+0.000921051j -0.000962734+0.00434374j 0.000870018+0.00029132j -0.00322585+0.00408935j -0.00491634-0.0141758j 0.00453515-0.00311543j 0.00535679+0.00615723j 0.00406625-0.00103524j -0.0011216+0.00143697j -0.00388467+0.00237792j 0.00174987+0.00291894j -0.000127705-0.00764332j 0.00200458+0.00243389j -0.00338517-0.000143996j -0.00944492+0.00855728j 0.00403327+0.00109973j 0.0127485-0.00326393j 0.00111701+0.00827586j -0.0114494-0.00666709j 0.00127686-0.000299284j 0.0075788+0.000266102j 0.0013454-0.00200457j 0.00578199-0.00111787j 0.00344296+0.0028558j -0.00739209-0.00561796j 0.00267252-0.0147883j -0.000761637-0.00340781j 0.00816973+0.00208016j -0.00447246+0.00902827j 
0.000785447-0.00732757j -0.00664764+0.000282012j -0.00176671+0.00466375j 0.00387616-0.00106134j -0.000818784-0.00692382j -0.00603158-0.00140571j -0.000371868+6.06787e-05j -0.000188562+0.00133363j 0.000383017-0.00579189j 0.00637292+0.00154559j -0.00811079-0.000828185j -0.0031508+0.000986224j 0.00149795-0.00735156j -0.00076156-0.00332388j 3.4018e-05+0.000248805j 0.00485867-0.00636624j -0.000466544+0.000355617j 0.00137184-0.00144847j 0.000870269+0.000160068j 0.00475395-0.00587944j -0.00460464+0.00306395j 0.00272736-0.00187142j 0.00567905+0.000979343j 0.000446672+0.0023481j -0.00249145-0.000697074j 0.00347476-0.00598375j -0.000855735+0.00274211j -0.00130149+0.00750076j -0.00191725-0.00848081j 0.00323135-0.000275088j -0.00877671-0.00339679j 0.000472225+0.00268754j 0.00502269+0.000685307j -0.00322538-0.0053747j -0.00653903+0.00381114j -0.00196787-0.00201365j 0.00490319+0.00454252j -0.00525746-0.00180962j -0.000314945-0.0015031j -0.00258977+0.00686003j -0.00176229+0.00769349j -0.0059252+0.00716637j -0.00659045-0.00154033j 0.000586361+0.00449812j 0.00807625+0.00211262j 0.0033971+0.000894447j -0.00327061+0.00143336j 0.00338131-0.00653859j -0.00138898+0.00379294j 0.000240792+0.00504667j -0.00193353-0.00311246j -0.00377644+0.00542426j -0.00244034-0.00458203j 0.00326532-0.00358752j -0.000562383+0.00191085j 0.00589587+0.00919355j -0.00516725+0.00412544j -0.00156968+0.00714476j -0.00354887+0.0087746j -0.00940215+0.0111487j 0.00362171+0.00474544j -0.00447728+0.00473604j 0.00186272-0.00606542j -0.00541348-0.00346713j -0.0113156-0.00885957j 0.00438402-0.00402527j -0.00184599+0.00629814j -0.000281179+0.00519605j -0.00103393-0.00897167j -0.00236737+0.00135236j -0.00315895-0.00581415j -0.00459876-0.001079j 2.81074e-05-0.00163233j -0.000789995+0.001746j 0.00370877-0.0112986j 0.00271563-0.00503431j -0.000668534-0.00323455j 0.00556147-0.00854407j -0.000597884-0.0124689j 0.000292624+0.00214548j 0.0092657-0.00109785j 0.00532018+0.00645491j 0.000661034-0.00696301j -0.000626533+0.00226985j 0.0152104+0.00292545j 0.00475388+0.00929289j -0.0011561-0.000749155j 0.00160484+0.00347487j 0.00264199+0.00310954j -0.000940161-0.00584355j -0.00448199+0.00246603j 0.0109087-0.000701236j -0.0100534-0.0013861j -0.0112325-0.00830029j 0.0086984-0.00874297j 
-0.00247639-0.00396656j -0.0029573-0.00125127j -0.000717536-0.00443086j 0.000465057+0.00103792j 0.00129371-0.00333184j 0.00169764+0.00836041j 0.0024438+0.000306044j -0.000277025-0.00218175j -0.00501023-0.00407076j -0.00147761+0.00166461j 0.00276307-0.00185666j -0.00190616+3.35566e-06j 0.00234681-0.000790222j 0.00560246+0.00450176j -0.0011905-0.00300007j 7.92315e-05-0.00135618j -0.00272096-0.00442644j -0.00200928+0.000288067j -0.00260178-0.000315904j 0.00105631-0.00248094j -0.00188705-0.00427647j 0.00669954+0.00369057j 0.00655301+0.00252251j -0.00449886+0.00227575j 0.00368813+0.00653752j -0.00523895+0.00328398j 0.00161104-0.000426739j -0.00226186+0.00046298j -0.00443805-0.00511422j 0.00354458+0.00776019j -0.00380603-0.0015859j 0.00770371+0.00176016j -0.00221718+0.00030586j 0.00562797+0.00373467j -0.00766725+0.0121107j -0.00277818+0.00240422j -0.00517901+0.00413366j 0.00574384+0.00646423j -0.00217109-0.00387307j -0.00162657+0.00187879j -0.00426293+0.00192084j 0.00484079+0.000188472j 0.0047559-0.00149817j 0.00794122-0.00303542j 0.00169941-0.00533998j 0.00652622-0.00852238j -0.012745-0.00162463j 0.000224475-0.000281781j 0.0195075+0.00386456j -0.0058401-0.0029232j 0.0012845+0.0106749j 3.43122e-05-1.40888e-06j 0.00601186-0.00244453j -0.00752564-0.00566429j -0.00358552-0.00576402j -0.0063401-0.000844934j 0.0013034-0.00535219j -0.00703101+0.00335953j -0.000815043+0.000321224j 0.00316473-0.00633142j 0.00535627-0.00148763j -0.00592702+0.00112166j -0.00436957-0.00545714j 0.00444123-0.00156032j 0.00232742-0.00297242j 0.00276236+0.00167474j 0.00107621-0.0033265j -0.00370207-0.00993969j 0.000361113+0.00515998j 0.00337993+0.00387391j 0.00668536-0.00264341j -0.00289581+0.000914435j -0.00343221+0.0025427j -0.00188781+0.000892555j -0.00485746-0.00843383j -0.00144154-3.07077e-05j 0.0085363+0.000977797j -0.00741204-0.00587684j -0.00223019+0.00165347j -0.000275879+0.00417697j -0.0115438+0.0012329j 0.00139425-0.00308471j -0.00177095+0.00153898j -0.000915987-0.00722267j 0.00298317+0.00392074j -0.00597469-0.00400257j -0.00371286+0.00283282j -0.00154249+0.00292766j 0.0041113-0.00324566j 0.00138869-0.0022475j -0.00242387-0.00169333j 0.00230629-0.00164259j 0.00156221-0.000740956j -0.00567839+0.000111123j -0.00301321-0.000971742j 
0.000143969-0.00261599j -0.00172459-0.000535551j -0.00261537+0.000262362j 0.00188642-0.0012702j 0.00181849+0.00200714j -0.000234124+0.00266673j -0.00118028-0.00330251j -0.000390033+0.00283778j 0.00242716-0.00433551j 0.00154091-0.00482124j -0.000623303+0.00451928j -0.000450995-4.06893e-05j 0.00325969+0.00811604j 0.00213869+4.20396e-05j -0.000120069-0.00299762j 0.00376858-0.00227172j -0.0037899+0.000382911j 0.000558426-0.00301284j -0.000409647+0.00116921j 0.00331838-0.00417849j -0.00141199+0.00171638j -0.00331996-0.00849881j -0.00376139+0.000627326j 0.00351263-0.0036673j 0.00411255-0.00279983j -0.00123737+0.00627733j 0.000304483+0.000106266j -0.000101198+0.00118748j -0.00097445-0.000499734j 0.00524968-0.00189427j -0.000524214-0.0036843j 0.00476082+0.002895j 0.00644507+0.00308191j 0.00546238-0.000337153j 0.00833338-0.0011196j -0.00377877+0.00160287j -0.000877218-0.000416931j -0.00112217-0.00348199j -0.00199705+0.00170998j -0.000590842+0.00275356j -0.0123179+0.000946325j -0.00170202+0.00288954j -0.00644561+0.0039387j 0.00158728+0.00856256j -0.0133578-0.0036611j 0.00542454+0.000412679j -0.00251178-0.00279182j 0.00462303-0.000774938j -0.00148739+0.00129684j 0.0104407-0.00134946j 0.00418427+0.00631727j 0.000727041+0.0064946j -0.000869664-0.00860482j -0.00108517-0.00346809j 0.00422842+0.000411706j -0.00104442-0.00320712j 0.00800416-0.00535944j 0.007815-0.00125783j -0.00246183+0.00088036j 0.000702282+0.00596422j -0.0012575+0.00351156j -0.0137161-0.00369938j -4.79117e-05+0.00370408j 0.0031731-0.00793142j -0.00950542+0.00400654j -0.00123724+0.00539408j -0.00330321+0.00376507j 0.00377303+0.00349613j -0.000833887+2.38424e-05j -0.00443527-0.000123694j -0.00819212-0.00652661j -0.00057996-0.00321457j 0.00577839+0.000434414j 0.000848303-0.00214515j -0.0141722+0.00182535j 0.00298227-0.000282099j 0.000214854-0.000334634j -0.0011469-0.00825774j 0.0116853+0.0159988j 0.0135153+0.000702533j 0.011349+0.0107225j -0.00776293-0.00313129j -0.00206275+0.00383439j -0.00572069+0.00194588j -0.00609811+0.011549j 0.00406856-0.00192784j 0.000927202-0.00663533j 0.00218918+0.00329342j 0.00188875-0.00275789j 0.00259686+0.00298076j 0.00740899-0.000452376j -0.00763257-0.00544513j 0.00434888+0.00360177j -0.000791752+0.00446504j -0.000571063-0.00214589j 
0.00162859-0.000349147j -8.63288e-05-0.00195205j -0.00400202+0.00116164j -0.00028751-0.00410618j -0.00032823+0.00177479j 0.00329341-0.00178373j 0.000829222+0.000706245j 0.00238002+0.00577199j -0.00398331+0.00143728j -0.00529372-0.00294087j 0.00594234+0.00482076j -0.00324124-0.00237022j 0.00708188+0.00419533j 0.00623293-0.00365779j 0.00125519+0.000550708j 0.00270231+0.00241495j -0.00821731+0.00470555j -0.000471954-0.00201406j 0.00495611+0.00152823j -0.000538217+0.00146079j 0.00278073-0.000821317j 0.00548125-0.00549809j -0.00639611-0.00702225j 0.00240725+0.00273221j 0.00797727-0.00460766j 0.00592697-0.00537738j 0.00360316+0.00403968j -0.00289061+0.00362928j 0.00203541-0.00178763j 0.0084721-0.00534994j 0.00385713-0.00164126j 1.60877e-05+0.00445523j -0.0027748-0.000214148j -0.00355984+0.00667521j -0.00450714-0.00164486j -0.000429959+0.00381617j -0.000374752-0.00362347j 0.00622431+0.0055894j -0.00380218-0.00095435j 0.00876401+0.00367299j 0.00296211-0.00149264j -0.00183394+0.00509957j 0.000218775-0.00282444j -0.00155878-0.00822261j 0.00276291-0.00032194j -0.00336673-0.00111077j 0.00520856-0.00251336j 0.00866881-0.00546398j -0.00181941+0.00202859j -0.00596597-0.00319451j 0.00983209-0.00164396j -0.00214656+0.000587607j -0.00244471-0.00266291j -0.00179499+0.00379133j -0.00569023-0.00207977j -0.00176105+0.00689836j -0.00239641-0.000850042j 0.0018487-0.000434523j -0.00606359+0.000275441j 0.00218842+0.00432017j -0.00311448+0.00204695j 0.00195847-0.00398436j 0.00267705+0.00658784j 0.00139049+0.000227j 0.00672874-0.000878809j -0.00739151+0.00471283j 0.00580718-0.00141204j -0.000781014-0.00148879j -0.00575573+0.00370665j -0.00449852-1.28889e-05j 0.00579229+0.00660614j 0.00321168+0.0043099j 0.0017547-0.00101752j -0.00133247+0.0034095j -0.000815646-0.00905313j 0.0102551+0.00148918j -0.00112393-0.000476155j -0.00101658+0.000637566j 0.00116961-0.00331529j -0.00311495-0.00216484j 0.00288165+0.00043608j 0.00421796-0.00250584j -0.00136412+0.00472009j -0.0051998+0.00717433j 0.000394065-0.00378526j -0.00260862+0.0041785j -0.00556514-0.00549661j -0.00062083+0.00270998j -0.00168769-0.00243994j 0.0018488+0.00261293j 0.000223014+0.00272254j -0.00463837-0.0024246j 0.00211238+0.00392859j 0.00455415+0.000918928j -0.00120857+0.000300503j 
-0.00308948-0.00522435j -0.00381356+0.0024008j -0.000975287+0.00248905j -0.00302526-0.00329582j 0.00138536-0.00322827j 0.00248216-0.00141485j -0.00468103+0.000127475j 0.00147224-0.00249531j -0.00374483+0.00259699j -0.00453318-0.00277291j 0.0036025+0.00249234j -0.000439694+0.00134333j 0.00241164-0.000404526j 8.92015e-05+0.000362475j 0.00525988+0.00185978j 0.00203402-0.00188342j -0.00033+0.00870274j 0.00161492-0.00485784j 0.00742423-0.0034007j -0.00136692-0.0011046j -0.000275081+0.00137659j -0.00173214+0.000908856j -0.00618323-0.00020438j 0.00101188+0.00186195j 0.0062926-0.00940766j -0.000994649+0.00195431j 0.0030875+0.00109432j -0.000263979+0.00722187j -0.00179477-0.00690149j 0.0019428-0.00497882j 0.00120215-0.0016899j -0.000462216+0.000668871j -0.00833011+0.00664279j -0.00491995+0.00779853j -0.00422514-0.00152175j -0.000258694-0.00095989j -0.00108975-0.00219547j 0.00128421-0.00478336j 0.00532967+0.00226657j 0.00689527-0.002062j -0.00702549+0.00418806j 0.00262097-0.00311258j -0.00425633-0.00216779j -0.00257092+0.0023869j -0.00415277-0.00227225j 0.00240174+0.000332908j -0.00170435-0.0010148j -0.00223577+0.00675155j 0.00216828-0.00499314j -0.00113884-0.0105309j 0.00316045+0.00458922j -0.00759067-0.00386677j -0.00831345-0.00112633j 0.00965117+0.00560962j -0.00785076-0.00545748j 0.00014298-0.00707042j -0.00148132+0.00655509j 0.00272319+0.00976332j 0.000852346+0.00256349j -0.0016753+0.00415157j 0.00419133+0.00977703j -0.00657343+0.017482j 0.00209121+0.00969923j 0.00664653-0.00932691j 0.00512043+0.00137055j -0.000837073-0.0047162j -0.000220509+0.000358722j 0.00217336-0.00470924j 0.0105393+0.0110447j 0.00396289-0.00813658j 0.00529442+0.00724878j -0.00241254-0.00117893j -0.00304404+0.00178386j -0.00388392+0.000887886j 0.00357672-0.00402706j -0.00211021+7.05816e-05j 0.00815259+0.00466202j 0.00052348+0.00835562j -0.000809429+0.00484202j 0.00798578+0.0114863j 0.00265115-0.00721882j -0.00425671-0.000178198j 0.00639703-0.00216958j -0.00193569-0.00170974j -0.00477236-0.00310484j 0.00249453-0.00393794j 0.000270632-0.00739241j -0.00505359+5.72566e-05j 0.00287894-0.00386052j -0.00998673-0.00713748j 0.00678355+0.00542127j -0.00168673+0.0216907j -0.000351146+0.0082624j -0.00469623-0.00336185j 0.000505849-0.00315761j 
-0.00454832+0.00347492j 0.000873794-0.000715263j -0.000429597-0.00589498j -0.000497747+0.00466368j -0.00010301-0.00520334j -0.00514552+0.00223385j 0.000530653+0.00306086j 6.48926e-05+0.00143253j -0.00430289-0.00023348j 0.00290497-0.00404059j -0.00294009-0.000795956j -0.00607907-0.00101419j -0.00718106+0.00307986j -0.00218708-0.00327202j 0.00434766-0.00107377j -0.000777705+0.00575159j -0.00569074-0.00605088j 0.000846673+0.00329692j -0.00530927+0.00625546j 0.000711103+0.00164518j -0.00112208-0.0051604j 0.00616941-0.0110419j -0.00645798-0.000663076j -0.00202736+0.00167409j 0.00213902+0.00425607j -0.0125733+0.000397862j 0.000729005+0.00566517j 0.00407506+5.55116e-05j -0.00629433+0.00380526j 0.00766101+0.000917226j -0.00471169-0.0108135j 0.00054758-0.00337053j 0.00354243+0.0042816j -0.00163205+0.00187115j 0.0061882+0.00968065j -0.0011936+0.00509049j -0.00177632-0.00854362j 0.0130662-0.00412681j 0.00380336-0.0063634j -0.000135747-0.00476099j -0.00605586-0.000581855j 0.00598825+0.00491014j -0.00666592+0.00778177j 0.00177812+4.32959e-05j 0.00368074-0.00441107j -0.00650211-0.00635413j -0.00550888+0.010598j 0.0103175+0.00725265j -0.00513033+0.00518083j 0.00495123+0.00740502j -0.00372043+0.0026441j 0.00341695+0.00436853j 0.00076393-0.000337027j 0.00723868+0.00392161j -0.00216316+0.00145486j 0.00116908+0.0099434j -0.00406498+0.01537j 0.00270375-0.00371854j -0.00160649+0.0113597j -0.00280341+0.00493228j -0.00478904+0.0104581j -0.00585323+0.0081861j 0.00486115-0.00396885j -0.00553285+0.00145538j 0.000240075-0.000272241j -0.000295992+0.00220086j 0.0101432+0.000508347j -0.00608419+0.00219884j -0.00347988-0.00498182j -0.00825923-0.00249149j -0.00389091-0.000717341j -0.00310873-0.00198884j -0.00036015-0.000162319j 0.00279533+0.00677022j 0.00901423-0.00229132j -0.0116291-0.00641533j -0.00956028+0.00818649j -0.000268615-0.0082315j 0.00603966+0.00494416j 0.00836994+0.00447798j 0.00469644-0.00663533j 0.00156488-0.00144607j 0.00656765-0.00597915j 0.00095537+0.00141667j -0.0047943+0.00236377j -0.000627153+0.00148514j -0.00117822+0.000722208j 0.00290857-0.00418532j -0.00522125-0.00424858j -0.00350219-0.00282181j 0.00160772+0.00281535j 0.00206704+0.00475106j 0.00692084+0.000717675j -0.00541156+0.000819895j 0.00441811-0.000259487j 
-0.00275524-0.00744159j -0.0069232+0.00343736j -0.00144176-0.0024133j 0.00493124+0.00274611j -0.00384586+0.002354j -0.00107499+0.00498694j -0.000189068+0.000403591j -0.00206736-0.00560875j -0.00339583-0.0072562j 0.00195087+0.0024527j -0.00468682-0.00357413j 0.00159024-0.00311494j 0.00275005-0.0034498j 0.00792719-0.000138411j -0.0015769+0.00102267j 0.00342736-0.00128868j -0.00577885-0.00275265j 0.000344785-0.00148004j -0.00517808+0.00385937j 0.00952693-0.00441674j 0.0022516+0.00197611j 0.00197669-0.00383979j 0.00023775+0.00847816j 9.60528e-05+0.00634196j -0.000974601+0.0103958j 0.00413268+0.00120504j 0.00101926-0.00257129j 0.00190098-0.000969205j -0.00598727-0.00801889j 0.00163752+0.00335501j -0.00271442-0.0029571j 0.00245182-0.00303032j -0.00279208-0.00157107j -0.00233678-0.00185957j -0.00210301+0.00915499j -0.00533081-0.00255432j 0.00126253+0.00638897j 0.00102649-0.00221977j 0.00406626+1.73667e-05j 0.00499792-0.00723014j 0.00231189+0.00457978j -0.00173497-0.00981558j 0.00251079+0.0065673j -0.00250332+0.0076869j -0.00252702-0.000297795j 0.00907162+0.00755396j -0.00471198+0.00451812j 0.00888917-0.00079078j 0.00621013-0.00549633j -0.00746316-0.00993041j 0.00130799+0.00926077j -0.00316211-0.0152335j -0.0168808-0.00406186j -0.00280952-0.00626835j -0.00395978-0.00389273j -0.00649734-0.0016967j -0.00766325+0.00857535j 0.00488385-1.78937e-05j 0.00672762-0.00134462j 0.000690971+0.00345562j 0.00966801+0.00403142j -0.00266078-0.0102814j -0.00519936+0.00374118j 0.00150115+0.00173534j 0.00870875+0.00471632j -0.00804075-0.00640818j 0.00210055-0.00676439j 0.00800016-0.0011985j 0.00839411+0.00600254j 0.00547517-0.00288512j -0.00374231+0.011402j 0.0083731+1.58017e-05j 0.00417597-0.000583652j -0.00187808+0.00426963j -0.00451849+0.00740267j 0.00452684-0.0103462j 0.000226186-0.001034j 0.00489384+0.00850628j 0.00440691+0.0115876j 0.0117054-0.00583325j 0.00206883-0.00474515j -0.00874051-0.00391563j -4.94318e-05+0.00418302j -0.00511578+0.00680954j 0.00448961-0.000239107j 0.000170734+0.00231272j -0.00103894-0.00159678j -0.00190167-0.00600016j -0.00127399-0.00064595j -0.00890215-0.00199178j 0.000255508+0.00540002j 0.00352033+0.00797067j -0.000216104-0.00141508j -0.0118354-0.00316706j 0.00587196-0.00784707j 
0.00397044-0.000906577j 0.00117516-0.000396493j 0.0089568+0.00433103j 0.00467687+0.000348392j 0.00601972-0.000191677j -0.000439556-0.00135405j 0.00502606-0.00590644j 0.00362471-0.0030472j 0.00728736+0.000981093j 0.00476406+0.00130542j 0.00235827+0.000400378j -0.00294282+0.00410414j 0.00646566+0.00240633j 0.00195608-0.000995713j -0.00886339-0.000203501j -0.00122646-0.00141647j -5.80094e-05-0.00418797j -0.00597678+0.00406606j 0.00826468+0.00548749j -0.000403269-0.00411469j 0.00610845+0.000846737j -0.00452278-6.76974e-05j -9.02861e-05+0.00749609j 0.00338826-0.00228902j 0.000368872+0.00322595j 0.00393082+0.00442526j 0.00303241+2.55639e-05j -0.000305938-0.00213941j 0.0067004+0.00488593j 0.00506337-0.0102619j -0.00408041-0.00285383j 0.0045047+0.000189801j 0.00343594-0.00316526j -0.00407551+0.00194328j -0.00129371+0.00480254j -0.00337592+0.00536233j -0.00115996-0.00347647j -0.00365161+0.00412187j -0.00121855-0.000723424j 0.000974218+0.0025686j -0.00664258+0.000297535j 0.00915266-0.0015355j 0.0014172-0.010624j 0.00904475+0.00914344j 0.00342388-6.76148e-05j -0.00349968+0.0147347j 0.00258743+0.00200694j 0.00396796+0.00924341j -0.000563152-0.0117938j 0.00361363+0.00516092j 0.00726382-0.00119533j -0.00133765+0.00196425j -0.000171012+0.000801756j -0.000888292-0.000533102j -0.000294538+0.00978924j -0.00546991-0.00436173j -0.00293086+0.00828994j -0.00505088+0.00423579j -0.000168378+0.000253775j -0.00476233-0.00382858j 0.000102628+0.000231814j -0.00794404+0.00302028j 0.0021727-0.00680436j 0.00121918-0.00357129j -0.0064605+0.00751646j 0.0098276+0.00557149j -0.00309931+0.00246425j -0.00899204+0.00250393j -0.00641263-0.00502319j -0.00590628-0.00137456j 0.0045625+0.00197833j -0.00328726-0.0110714j -0.0119607+0.000438054j -0.00126292+0.000464778j 0.0108576-0.00927575j -0.0167283+0.0034092j 0.00181492-0.0033085j 0.00260402+0.00231131j -0.01366-9.84725e-05j -0.0028158+0.00961348j -0.0147157-0.000252835j 0.00847836+0.000279998j 0.000746246+0.00561315j 0.00333874+0.00214822j 0.000571705+0.00369032j -0.0015032-0.00225044j 0.00251653+0.000503173j -0.0043926-0.00376425j 0.00532668-0.00281517j 0.00216722+0.000272394j -0.00108057+0.00188524j 0.00292146+0.00299431j -0.00245659-0.00187447j -0.00132642-0.000931974j -0.00188928-0.0018182j 
-0.00484303+0.00234868j 0.00146598+0.00234965j 0.000700599-0.00184175j -0.00231641-0.00193236j 0.00808448-0.0050081j 0.00317906+0.000637923j -0.00090662-0.00276812j 0.00107674-0.00353086j -0.00576648-0.00425195j -0.00117655-0.000146781j 0.00605626-0.00123681j -0.000999209+0.00186876j 0.00148833+0.000550085j 0.00176613-0.00046501j 0.000458109-0.000618696j -0.00298141-0.00391334j -0.00201926+0.00140719j -0.00603234+0.00156235j 0.00131541+0.000956454j -0.00296539-0.00316396j 0.00118941-0.00238995j -0.000848864-0.00198332j -0.005517+0.0027959j -0.00397663+0.000881069j 0.0100743-0.00132471j -0.000728862+0.00313035j 0.00286377+0.000704318j 0.00179136+0.00156604j -0.00385696+0.000187346j 0.00571238-0.00486259j -0.00303416-0.00167753j 0.00385859+0.00238156j -0.00280441+0.00668493j 0.00261335-0.00264091j -0.00417439+0.00300671j 0.00384047+0.0047913j 0.00147236+0.000122655j 0.00146827+0.00405441j 0.000625892+0.00222852j 0.00264522-0.00119574j 0.00589677-0.00783811j 0.00422961-0.00484494j 0.000303782-0.00558219j -0.0049638-0.0011743j -0.0108751+0.00497352j 0.0013024-0.00819379j -0.0104989-0.00100112j -0.00154189+0.0028673j -0.00281207+0.00756503j -0.00031142-0.00133122j 0.000256928+0.000829968j -0.00317733+0.00134851j -0.0050856+0.00365019j 0.0056054+0.00593146j -0.00548406+0.00340293j -0.00361758+0.002215j 0.00296225+0.0101281j -0.00690615+0.00767813j 0.0031245+0.00700974j -0.00550296-0.000777414j -0.00465373+0.00349074j 0.00437825+0.000196389j 0.000502564+0.00167531j -5.22853e-05-0.00405903j -0.00560253+0.00556537j 0.00429159+0.00317884j 0.00377907-0.00735827j -0.0047379-0.000566751j -0.00446202-0.00210173j -0.00547025-0.00381254j 0.00272786+0.0189324j -0.0058898+0.000166535j 0.00042525-0.00555812j -1.64903e-06-0.0030635j 0.000703865+0.00160087j 0.00501491+0.00407727j -0.00135446+0.00403775j -0.0047655+0.00874427j 0.00174898+0.00909997j -0.00687485-0.00461171j 0.00233071-0.0069989j 0.00341491+0.0069355j -4.67982e-05-0.00322223j 0.00210954-0.00504525j 0.0013435-0.0039056j -0.00483262+0.00149024j 0.00507132-0.00728965j -0.00434085+0.00232461j -0.00164785+0.00211557j 0.00150234-0.00167584j -0.00536188-0.00316478j 0.00169464+0.0103312j 0.00262388+0.00298538j -0.003135+0.000432381j -0.00151168-0.00107299j 
