0.0118986-0.0408963j 0.0764835-0.0511033j 0.124647+0.0920636j 0.0113344-0.150109j -0.0807088+0.0220058j -0.240894-0.206458j 0.0319382+0.117688j -0.0730432+0.237937j -0.15615-0.221299j 0.00256733-0.130404j 0.0938148-0.256903j 0.440345+0.0294043j 0.233437-0.0597549j 0.0833119-0.145689j -0.0749302-0.110183j -0.302288-0.475837j -0.255444+0.0458257j 0.385193+0.481883j -0.495281+0.376653j 0.260971+0.031904j -0.0263129+0.574672j -0.475318-0.0754915j 0.315015+0.715563j -0.0109434-0.0740925j 0.214845-0.676419j -0.626239-0.0725114j 0.544914-0.0132336j -0.185426+0.466785j -0.149074+0.0586763j -0.551745+0.121108j 0.123445-0.151911j 0.0260362-0.218238j -0.0787656+0.0971384j -0.136857+0.353318j 0.00268743-0.257906j -0.0943317+0.35368j -0.0381274+0.0146724j 0.363499+0.0962115j -0.326078+0.406013j -0.0167792-0.0272965j 0.639419+0.50031j 0.104708+0.588451j -0.149305+0.702775j 0.0671533+0.0751243j 0.793701-0.569184j 0.366681-0.36913j 0.335731-0.129004j 0.502909-0.53059j 0.0776587+0.0195744j -0.413172-1.1296j 0.066204-0.353095j 1.03788-0.336728j -0.0189386-0.426879j 1.02244+0.0575423j 0.180694-0.737825j 0.520048-0.646825j 0.105809+0.770284j 0.247484+0.0677529j 0.151726-1.05053j -0.216288+0.349058j 1.22462+0.0681065j -0.476988+0.566423j 0.539256+0.988248j -0.246941-0.0630706j 0.193033-0.076868j 0.317668-0.396112j -0.280335+0.334503j -0.471017-0.379037j 0.133407-0.912162j 
0.540258-0.348459j -0.665143+0.0636757j -0.264392+1.09392j 0.375791-0.0482731j 0.131422+0.57789j 1.3563+0.169244j -0.599836-1.40093j 0.544413+0.331586j 0.0247641-0.489778j -0.22575+0.178861j 0.427611-0.859553j 0.525069-0.591729j 0.398406-0.175544j -0.774018+0.211153j -0.583902-0.416248j -0.959462-0.724114j -0.269207-0.00581056j -0.0114715+0.158064j -0.700939+0.190565j 0.00578323-0.504971j 0.185428+0.0423713j -0.642914+0.286798j -0.0751943+0.408165j 0.0553456+0.0631837j -0.10097+0.49025j 0.661962-0.196116j 0.0145628-0.0102883j -0.395945-0.34j 0.170234+0.586388j -0.185415-0.144244j 0.0134884+0.651111j 0.492152-0.103212j 0.390959-0.772525j 0.209219-0.382541j 0.744932-0.179633j 0.0213082-1.15764j 1.19219+0.716451j -0.361424-0.780426j -0.0506962+0.859057j -0.0300169+0.533956j 0.872526-0.366025j 0.183105+0.528752j 0.865694-0.113916j -0.555176+0.138278j 0.0895845+0.214482j 0.258321+0.57419j -0.0165652-0.145871j -0.2301+0.326494j -0.260674+0.725343j 0.0218028+0.548284j -0.183188-0.653531j -0.0436791+0.194565j 0.289112-0.233682j -0.68845-0.0702549j -0.000860282+0.010791j 0.541311+0.0433959j -0.349197+0.154241j 0.35077-0.0732323j 0.0700807+0.289472j -0.263929-0.23661j 0.452884-0.591526j 0.0128557+0.0475499j 0.0604494+0.0765253j -0.157022+0.266977j -0.258916-0.207281j -0.152829+0.387541j 0.121919-0.0528905j 0.189784+0.142649j 0.0133366+0.0904558j 
-0.22895-0.275202j -0.142423-0.00822649j -0.702093-0.691134j 0.12446-0.68732j -0.657552+0.814305j -0.316403+0.673689j 0.0176746+1.10053j 0.291065-0.2168j -0.0641999-0.313671j -0.0449301-0.784321j -0.60716-0.528392j -0.779715+0.560875j -0.220627-0.330428j 0.0467122+0.306386j 0.0799599+0.000854908j -0.383571+0.0459094j -0.104483+0.191299j 0.0589161-0.722215j 0.182813+0.307344j -0.0889035-0.213716j -0.0650562+0.0686988j -0.39233-0.134225j 0.167118+0.26464j -0.295895-0.157416j 0.15709+0.257085j 0.0217337+0.159671j -0.190433-0.217555j -0.0200974-0.0368286j 0.412228-0.0256063j -0.0525674+0.118526j 0.610019+0.435501j 0.170231+1.05543j 1.48681+0.45573j 0.148952-1.21205j -0.0225291-0.82546j 0.368087+0.767801j -1.07578+0.634518j 0.110084-0.164526j 0.510721-0.286202j -0.632789-0.595044j 0.86308+1.07996j 0.139125+0.403338j -0.386132-0.215314j 0.189515-0.581512j -0.610207-0.30571j 0.404677+0.311155j -0.135104+0.177199j 0.631278-0.0100462j 0.373167-0.313018j -0.0721078-0.961351j -0.320923+0.00701503j 0.229277-0.113091j -0.62383+0.222183j -0.288984+0.0540854j 0.119272-0.1253j 0.00496802-0.214985j 0.110678+0.342732j -0.637146-0.0144235j 0.262414+0.111318j -0.48117+0.182034j 0.287787-0.0656855j 0.0774233+0.00674191j -0.039152-0.324092j -0.191973+0.352079j -0.513691+0.059657j 0.0496144-0.130076j 0.225011-0.218981j 0.262992-0.0104748j 0.0392075-0.0507099j 
-0.257787+0.391332j 0.0637522+0.320241j -0.316552+1.37236j -0.806002+0.469227j 1.5436+0.24286j 0.87659-0.0108344j 1.10907-0.489037j -0.398943-0.189729j -0.30214+0.193523j -0.79892+0.249876j -0.347004+0.758869j 0.994021+0.535919j -0.358078+0.23147j 0.421725-0.174656j -0.000475397-0.0849741j 0.0841983+0.488179j 0.290941+0.126707j -0.871472+0.200873j 0.221459-0.339651j -0.268907+0.216506j 0.164062+0.00858206j -0.00633043+0.589764j 0.281534-0.368332j -0.0981248+0.433728j 0.293075-0.263892j 0.164669-0.135892j -0.206558+0.366566j -0.127777+0.0772992j 0.274677-0.377587j 0.0814312+0.0536917j 0.598855-0.321492j 0.681858+0.0461795j 0.850001-1.06793j -0.980613-0.413082j -0.709585-0.419464j 0.697039+0.0746812j -0.0817285+0.741756j -0.119555-0.127919j -0.0292032-0.502098j -0.547886+0.0292166j 1.19173-0.284833j 0.250563+0.0751091j -0.342436+0.0664593j -0.0898977-0.371028j -0.308277+0.243944j 0.357368-0.0522072j -0.0321969+0.201453j 0.205243-0.385783j 0.050971-0.205207j -0.631273-0.322837j -0.147345+0.216819j 0.0815873-0.0961522j -0.161892+0.457314j -0.0868608+0.201003j 0.0334968-0.179971j -0.0138568-0.177021j 0.207669+0.155969j -0.262881+0.292381j 0.217895-0.0827965j -0.0814535+0.362976j 0.0601904-0.203149j 0.032773-0.0368071j -0.170608-0.140001j 0.0921973+0.267937j -0.143818+0.298054j -0.0276711-0.043407j -0.030307-0.20397j 0.0828923-0.13052j 0.0105024-0.0351937j 
0.169097-0.861976j 0.927838+1.06664j 0.597193+0.0570213j -0.550209+0.509007j -0.303376+0.53522j 0.645399+0.543035j 0.423175-0.430222j -0.186711-0.970018j 0.363455+0.195595j -0.174571+0.122656j -0.275569-0.0354427j -0.742986+0.232521j -0.149375+0.336518j 0.0404031+0.39983j 0.0860733+0.0566054j 0.348613+0.146075j 0.203714-0.0274544j 0.445913-0.316551j -0.0827821-0.0948765j 0.134844-0.181381j 0.0418365-0.0526427j -0.00687265+0.224103j -0.248354+0.0970591j 0.14173-0.0152197j 0.0273943+0.0058004j 0.201525-0.0872572j 0.0207167-0.0247978j -0.304965-0.0424923j 1.11501-0.925467j -0.0827013-0.0715867j -1.42456-1.60667j 0.914477+1.30211j -1.07069+0.103611j -0.946977+1.08404j -0.895694-0.088984j -0.269348+0.407908j 0.298255+0.344391j -0.314532-1.20815j 0.363684-0.190962j -0.611564+0.614746j 0.893339-0.0753881j -0.197735-0.752305j -0.0206121-0.113324j -0.310213-0.0303086j -1.20165-0.38882j -0.16619+0.0215138j -0.404743+0.12131j -0.0300555+0.148542j -0.0123382-0.868302j 0.125788-0.295639j -0.262756-0.276572j -0.182861-0.157077j -0.362678-0.158545j 0.5819-0.122104j -0.120838-0.0123558j 0.149064+0.202123j 0.106384-0.330656j 0.0761297-0.379805j 0.0114753-0.0373004j -0.237464-0.295477j -0.178432-0.0287324j -0.0185157-0.0280472j -0.0335079+0.0772496j 0.0332581-0.130067j -0.0648802-0.18498j -0.0220104+0.0742312j -0.0388014+0.00202283j 0.124156+0.10953j 0.105233+0.120278j 
-1.48735+0.087201j 1.1134-2.26301j -0.373298-0.706888j 1.01613+0.491047j 0.686112-0.0451688j 0.340908-1.02193j -0.506041-0.313614j -1.21584+0.384116j 0.173394-0.55869j 0.0860419+0.161076j 0.111931+0.328415j 0.465454+0.821092j 0.443511+0.205732j 0.614771-0.117394j 0.08049-0.146089j 0.119165-0.52785j -0.081543-0.297832j -0.566797-0.558571j -0.110333+0.164549j -0.332879-0.143024j -0.0899274-0.0742654j 0.296238-0.120103j 0.257903+0.312137j -0.0825373-0.229539j -0.0113738-7.01978e-05j -0.167189-0.180899j -0.0676031-0.0809499j -0.05143+0.257356j -0.324491-0.679322j -0.0635989+0.0939289j -1.33795+0.83413j 1.33614-0.339236j -0.192625+0.90108j 0.544762+1.00211j -0.337241+0.471683j 0.255651+0.199877j 0.195087+0.0102993j -0.63265-0.11373j -0.00453769-0.204989j 0.0419565+0.462823j 0.193385-0.467041j -0.440669-0.0803111j -0.13899+0.010369j -0.150968+0.110775j -0.520811+0.351304j -0.024723+0.0799791j -0.0754783+0.275971j 0.0462327+0.0860195j -0.370047-0.248819j -0.0607607-0.085208j -0.234714+0.0453066j -0.0819706+0.0382831j -0.227663+0.143028j 0.125789-0.310912j -0.054456+0.050641j 0.12512+0.0010862j -0.131004-0.14637j -0.158721-0.130447j 0.00599914-0.037723j -0.242047+0.023799j -0.0432097+0.0863722j -0.0138429+0.00879088j 0.0381354+0.0407077j -0.0635032-0.0660714j -0.1135-0.0186715j 0.00749197+0.0326093j -0.0119647+0.0363244j 0.0710084-0.0187206j 0.0744275-0.0114109j 
-0.147508-0.0497288j -0.123871-0.15373j 0.063826+0.00331696j -0.0206667-0.284033j -0.0680196+0.0566411j -0.136046-0.345578j -0.0246152+0.21445j -0.226572+0.27075j 0.0919818-0.3263j 0.0939155-0.123889j 0.243899+0.0217186j -0.0505745+0.702266j 0.151452+0.18622j 0.281993+0.160263j 0.102086-0.0509135j 0.432858-0.315383j 0.165818-0.332717j 0.116212-0.752906j 0.203627+0.306756j -0.25146-0.357988j -0.180824-0.270487j 0.524145-0.0352752j 0.657015+0.432648j -0.303044-0.689934j 0.356971+0.560272j -0.978412+0.784686j -1.41991+0.207013j 0.843001+1.22224j 0.0874446+0.270195j 0.708933+1.72351j -0.0362385-0.21061j -0.06603-0.057969j 0.0258137+0.0737631j 0.0515947+0.152762j -0.0615325-0.0128195j 0.071903+0.0322625j 0.00137372+0.0130327j 0.069403-0.0642103j 0.00635298+0.174133j -0.00589456+0.0405018j 0.122636+0.206927j 0.097794+0.0777594j 0.0453884+0.12352j 0.0217155+0.0197471j 0.193802-0.0514199j 0.0823829-0.104413j 0.108827-0.0568516j 0.101815-0.177934j 0.0705104+0.377802j 0.111602+0.152126j 0.096154+0.126388j 0.0963516+0.0380513j 0.129897+0.134607j -0.466172+0.215366j 0.134058+0.0253611j -0.116906+0.0410657j -0.144127+0.251028j 0.222343+0.605336j 0.0812366+0.201056j 0.124655+0.0645835j 0.516749-0.380858j 0.175158-0.00137068j -0.245257+0.100244j 0.547138+0.335831j 0.288455-0.368285j 0.138214+0.671313j 0.354531+0.119328j 0.603567-0.105403j -0.588462+1.00235j 
0.0303991+0.141674j -0.0742685+0.164304j -0.0042721-0.051862j -0.273187+0.168799j 0.109474+0.0380177j -0.275815+0.309501j 0.208909-0.0774466j 0.390684+0.0704072j -0.37126+0.112423j -0.151058-0.0174209j -0.162948-0.244922j 0.708787-0.336453j 0.102346-0.260927j -0.0164868-0.367931j -0.101714-0.0700295j -0.507951-0.193828j -0.402888+0.0338965j -0.709914+0.286611j 0.189087-0.43328j -0.224872+0.355772j -0.102384+0.276999j -0.345922-0.327998j 0.00929482-0.688977j -0.31411+0.56895j 0.525403-0.15631j 1.11528+0.519326j 0.355486+1.28891j 0.611016-1.01974j 0.190247+0.000586084j 1.89292-1.74853j -0.115308-0.0322031j -0.0786125+0.222311j 0.140121-0.0664092j 0.149273+0.0791546j -0.143536+0.075727j 0.188705-0.125124j 0.0252615+0.00377079j -0.0382203-0.138558j 0.200585+0.309062j -0.0353578+0.0459293j 0.410166+0.0181496j 0.300028+0.0167287j 0.345131+0.202594j 0.0990639-0.0245432j 0.253841-0.342982j 0.0857075-0.267628j 0.0918053-0.263986j -0.0143317-0.472125j 0.640313+0.577043j 0.323291-0.0356952j 0.377019+0.148499j 0.225395-0.0238663j 0.433979+0.16441j -0.551216+1.05756j 0.307377-0.195321j -0.0818924+0.307579j 0.0248212+0.622213j 0.808903+0.607999j 0.549829+0.207248j 0.233158-0.131159j 0.270309-1.20131j 0.255736-0.275527j -0.147689+0.256794j 1.19838+0.0830136j 0.112885-0.86109j 0.700551+1.05075j 0.823247-0.0435883j 1.42035-0.264582j -1.02113+1.86322j 
0.110663-0.0800097j -0.0240691+0.109918j -0.3303+0.0143905j -0.0528465+0.16394j 0.322513-0.0594849j 0.461075+0.206576j -0.0325006+0.0500513j 0.291637+0.156565j 0.208874+0.121515j 0.188479-0.133706j -0.422458-0.0311997j -0.497121-0.00766367j 0.104017-0.372599j -0.0895304-0.395103j 0.0906738+0.0399948j 0.314186-0.286624j -0.38568-0.187035j 0.714008-0.686588j -0.446593+0.0243176j 0.29102+0.164284j -0.374894+0.0797593j 0.57117-0.119298j -0.526469+0.10442j -0.713057-0.399681j 1.05001-0.397873j 1.59237+1.0094j -0.367501+0.500766j 0.14658-0.153848j -0.0614567-0.09274j -1.45552+0.1981j 0.220268-0.0841867j 0.306025-0.0363261j -0.153904-0.0586568j -0.374896+0.159291j 0.228423+0.139815j -0.227519-0.194522j 0.0189346-0.0393742j -0.196146+0.0675906j -0.295555-0.0522575j -0.160054+0.213202j -0.502948+0.126517j -0.136008-0.289489j -0.182818-0.38899j -0.0981345-0.104442j -0.275158+0.141225j 0.259305-0.102548j -0.139558-0.0416379j 0.237832-0.183011j -0.0668029+0.0342766j -0.600231+0.431867j -0.124638-0.199615j 0.0445679-0.00828686j -0.0203525+0.0477481j -0.143489+0.0802428j 0.0246495-0.306144j 0.695367-0.278921j -0.00712009+0.0951192j 1.0532+0.214408j 0.397011-0.27686j -0.312684+0.609079j 0.19156-0.300948j -0.159365-0.599597j 0.0594841-0.148018j 0.552637-0.96875j -0.378972-0.517808j 0.0366025+0.182873j -1.13405+0.0850904j -0.119441-0.349739j -0.342915-0.417503j 
-0.0488666+0.0431077j -0.114118-0.00580794j 0.0118682-0.0406954j -0.182374-0.093443j 0.0478089+0.103412j -0.238288-0.0268195j 0.0970335+0.096368j 0.064833+0.270409j -0.16422-0.153355j -0.0152127-0.0993162j 0.0617034-0.194415j 0.351997+0.256559j 0.207229-0.054247j 0.21034-0.15517j 0.0205394-0.0636915j -0.0211849-0.329619j -0.149933-0.202644j -0.206108-0.267059j 0.237755+0.041871j -0.192339-0.039016j -0.185878+0.0400707j 0.0676309-0.218582j 0.294667-0.0757327j -0.363608-0.0766174j 0.332794+0.33412j 0.0381203+0.808066j -0.781951+0.470306j 0.675655-0.00689671j -0.00597607+0.133494j 1.50866+0.676984j 0.0538669-0.0805978j -0.187594+0.029852j 0.0897425+0.0596597j -0.0560281+0.139663j -0.124777-0.100117j 0.170283+0.138396j -0.00741485+0.0158546j 0.140387-0.050746j -0.200331+0.283852j -0.0498328-4.69923e-05j 0.11313+0.344673j 0.105233+0.29098j -0.0369707+0.366473j 0.045812+0.0607646j 0.422869+0.0436926j 0.275224-0.0370061j 0.261669-0.00787675j 0.388404-0.190615j -0.267141+0.681939j 0.0454187+0.181117j -0.00487377+0.298983j 0.169086+0.169246j 0.002475+0.339045j -0.901745-0.123036j 0.239602+0.109022j -0.177075-0.0730116j -0.489864+0.252404j -0.314845+0.853845j 0.0125626+0.366883j 0.0952156+0.243111j 1.12281-0.0267108j 0.206681+0.138766j -0.336966-0.0561628j 0.222741+0.996214j 0.657529-0.059645j -0.737487+0.848312j 0.16189+0.692498j 0.793762+1.40601j -2.17638-0.426593j 
0.15403+0.041093j -0.17096+0.0518588j -0.223719-0.413736j -0.23051+0.103635j 0.321912+0.332475j 0.0603262+0.699303j -0.0691408-0.0387113j -0.0473092+0.43143j 0.0563209+0.269165j 0.249018+0.117862j -0.222683-0.525265j -0.353113-0.508538j 0.496635-0.0944215j 0.437535-0.314672j 0.0785221+0.149392j 0.556149+0.193913j 0.0673128-0.46629j 1.15167+0.319003j 0.147277-0.318687j 0.0839289+0.231562j -0.291795-0.381439j 0.352077+0.464888j -0.480681-0.514785j -0.0412713-0.718852j 0.692067+0.863912j -0.522893+1.83738j -1.07908-0.356663j 0.120714+0.0467019j 0.0507877-0.0454398j -0.946573-1.6439j 0.0557732+0.278271j -0.13915+0.301955j 0.151372-0.123483j 0.121226-0.455845j -0.379794+0.0387613j 0.373468+0.0471179j 0.0207079+0.0543408j 0.176833-0.217814j 0.335008-0.16146j -0.00240305-0.356774j 0.395743-0.54147j 0.398173+0.228253j 0.541484+0.368884j 0.242379+0.07047j 0.195146-0.380332j -0.280075+0.341145j 0.23649-0.0680351j -0.232271+0.394448j -0.0457109-0.084514j 0.238362-0.814684j 0.260582+0.120706j -0.106542-0.027327j -0.0261753-0.175988j 0.236099-0.188516j 0.229272+0.339753j -0.540985+0.72131j 0.0068071-0.0658565j -1.27381+0.331218j -0.188316+0.622811j -0.0330032-0.845881j -0.177056+0.391569j 0.617339+0.423601j 0.0179647+0.101406j -0.201198+1.29157j 0.432459+0.588206j -0.061112-0.36457j 1.17976-0.400728j 0.197636+0.324742j 0.520407+0.231221j 
0.0400266+0.0780972j 0.0473582+0.409815j -0.153965+0.197309j -0.29054+0.40963j -0.0499246-0.323374j 0.150872-0.186129j 0.294791+0.0872402j 0.550061-0.100421j -0.0518926-0.276637j -0.0651394-0.171005j 0.181746+0.372396j 0.167002+0.291708j 0.128362+0.058781j -0.097822+0.380275j -0.125396+0.135559j -0.102892-0.304647j 0.508496-0.449325j 0.67872+0.0270803j -0.0582268-0.7599j -0.286937-0.679216j -0.133331-0.304459j -0.891452+0.697771j 0.092543-0.343307j 0.107075-0.749642j -0.459743-0.332145j -0.160018+0.884214j 0.29912+1.23519j -0.504046+0.175696j 0.00952702-0.0215544j -0.358593+0.406674j 7.52798e-05-0.384373j 0.322455-0.0772791j 0.220703-0.13576j -0.167636+0.484895j 0.360959+0.188507j -0.0769141-0.210664j 0.0765486-0.0424162j -0.772695+0.117901j 0.0713612+0.233508j -0.140514+0.360581j 0.0515153+0.175119j 0.0265393-0.132353j 0.125096-0.0219184j 0.0575094-0.164239j -0.697221+0.385728j 0.0670895+0.174924j 0.0214875-0.0836411j -0.0548699-0.302751j -0.21178-0.0725471j -0.130297-0.855643j 0.288068+0.412056j -0.139238-0.174269j 0.129282+1.07148j 0.0620275-0.658934j 0.522848-0.114398j -0.403776+0.710303j -0.0884677-0.0898945j -0.478195+0.835468j 0.249956+0.181289j -0.506219-0.256989j -0.132474+0.0158701j 1.12414-0.897623j 0.124988+0.596293j 0.896114-0.419243j -0.365006-0.888431j -0.338111+0.360887j -1.2549-0.251647j -0.412065+0.0118793j 0.4296-0.455956j 
0.00435971+0.106008j -0.126199+0.0691265j 0.126235-0.209953j -0.261071+0.0467053j -0.0897458+0.147379j -0.333517+0.15777j 0.131252-0.0170086j -0.0621937+0.0748542j -0.120261-0.0405827j -0.0323776+0.136334j 0.356943-0.00107829j 0.195375-0.19884j 0.188368+0.296136j 0.161991+0.345345j -0.131085+0.142538j 0.00788501+0.259669j 0.535079-0.220942j 0.309288+0.768599j 0.374077-0.246168j -0.103331-0.247207j 0.0918835-0.342717j -0.654854+0.574724j 0.291674-0.503812j 0.395673-0.39524j -0.564145+0.343489j -1.30034+0.272362j 0.0199254-0.378834j -0.246048+0.0337955j 0.0287838+0.0229584j 0.675937-0.789712j -0.253289-0.0245997j -0.252771-0.148026j 0.188097+0.0775238j 0.50972+0.194882j -0.0237831-0.31017j 0.0478262+0.409603j -0.0342358+0.0241386j 0.0830519+0.136858j 0.308627+0.39577j 0.371133+0.0253004j 0.596354+0.312367j -0.134203+0.38893j -0.163863+0.5048j 0.0560104+0.195169j 0.198975+0.258146j -0.403373-0.11724j 0.0921883+0.123499j -0.49577-0.163808j 6.92608e-05-0.0380119j 0.834389-0.238743j 0.0423822+0.485606j -0.12853-0.0909084j 0.117786+0.311945j 0.285196-0.122116j -0.052718+0.204009j -1.09928-0.149719j 0.115721-0.161114j -0.764913-0.926063j -0.576638+0.0288405j 0.734895-0.262819j -0.511944-0.0687092j 0.0203466+0.284012j -0.130122+0.290037j -1.17768-0.0378558j -0.889006+0.337291j 0.332386-0.183445j 0.551995+1.30436j -0.530475+0.373218j -0.0255188+0.400752j 
0.158208-0.0835425j 0.531154-0.242032j 0.22033+0.118572j 0.699449+0.26062j -0.23745+0.244446j -0.142653+0.12113j -0.120156-0.461355j -0.31476-0.672806j -0.288963+0.34109j -0.149051+0.199763j 0.0317386-0.472687j 0.157531-0.315015j 0.238066-0.18309j 0.806853-0.312104j 0.310496+0.0651454j -0.00696489+0.105085j -0.957428-0.736706j 0.0793062-1.00137j -0.780728+0.166354j -0.893298+0.661533j -0.459948+0.249067j 1.46379+0.737158j -0.729617+0.0485564j -0.882424+0.158375j -0.0104498+1.21671j 1.22468+0.350866j 1.52466-0.559202j 0.39131+0.663753j 0.107967-0.0350033j -0.112982+0.0796545j -0.315844-0.169834j 0.13442-0.306684j 0.103274-0.150083j 0.330535+0.358316j 0.261742-0.153272j -0.146492-0.0247152j 0.0252302-0.0779395j -0.441814+0.476037j 0.277099+0.160694j 0.230316+0.238365j 0.307036+0.00249131j -0.182111+0.105378j 0.0862395+0.13096j 0.0207523-0.0807405j -0.207558+0.698756j -0.0704615+0.144142j -0.0505523-0.0693385j -0.35203-0.191391j -0.00718204+0.157285j -0.24955-0.781513j 0.66135+0.185236j -0.313835-0.0455046j 0.657082+0.738912j -0.21759-0.437949j 0.426116-0.349225j -0.303384+0.808405j -0.14158-0.0454671j -0.393653+0.487812j 0.179234+0.0370311j -0.521699-0.334968j -0.171991+0.280806j 0.199132-0.924937j 0.158659+0.53511j 0.231535-0.381723j -0.550066-0.23937j 0.166599+0.184814j -0.472794+0.333226j -0.499945+0.402671j 0.326103-0.314797j 
-0.0711834-0.035694j 0.0431088-0.281271j 0.269677-0.250966j 0.00293088+0.0259422j -0.283968+0.276693j -0.143297+0.0784427j 0.405097-0.100435j 0.027372-0.221415j 0.180697+0.101182j -0.284798-0.479804j 0.433985-0.0615453j -0.103647-0.303623j -0.236797-0.16837j -0.297702+0.127486j 0.284105+0.252549j 0.0253802+0.0323001j -0.0382386+0.713246j 0.283744+0.00387026j -0.352749+0.968615j 0.259561-1.14217j 0.0563859-0.199111j 0.673393+0.293075j 0.0971475+0.690453j -0.815099-0.0866947j -0.623635-1.13266j -0.235491-0.434559j -0.608871+0.547821j 0.200274-1.05587j 0.051444-0.138297j 0.195024-0.0406858j -0.164119+0.413722j -0.291037+0.212725j 0.315391-0.0923016j 0.320503-0.458343j 0.173375+0.00331149j 0.37148+0.146918j -0.111937-0.140059j -0.29803-0.250808j -0.0827855-0.0535445j 0.584758+0.309772j 0.221691-0.454015j -0.0523907-0.0578483j -0.333151+0.288437j -0.166236+0.389306j -0.353406-0.238814j 0.101702-0.00630949j 0.333719+0.37188j -0.182752-0.14957j -0.773572-0.1871j -0.351559+0.454305j -0.636135-0.0876532j 0.273329+0.0941883j 0.21518+0.483885j -0.264832-0.296529j -0.319802+0.299022j -0.631637-0.495043j -0.803055-0.553727j -0.154368+0.332362j 0.234845+0.446022j 1.23363+0.662394j 0.131852-0.107973j -0.293501-0.464458j 1.01176+0.0361754j -0.575543-0.147265j -0.52423-0.617583j 0.0573336+0.612843j -0.767788-0.861273j 0.329407-0.0365125j -0.0628877+0.187786j 
-0.224663+0.00693766j -0.280348+0.0122555j 0.156389+0.273227j -0.29592-0.42698j 0.138884-0.339065j -0.0833343+0.109525j 0.115349+0.0556461j 0.446906-0.0453624j 0.276546+0.24398j -0.302964+0.100257j 0.317942-0.0904032j 0.0190877-0.608686j -0.587685+0.170774j -0.355066+0.266494j -0.453087+0.0631791j 0.273124-0.797254j -0.018757-1.18009j 0.488882+0.0896171j 0.0569246-0.0127109j 0.0193524-0.164383j 0.119037-0.400052j 0.131199-0.159924j 0.436889-0.888608j -0.807144+0.47317j -0.26314+0.52872j -0.117274-1.32152j -0.898402-0.46323j 0.0688169+0.212533j -0.0631275-0.00620901j 0.192897-0.301531j 0.14718-0.0485326j -0.19328-0.383069j -0.0606041+0.716146j 0.0596245-0.207744j -0.110562+0.11884j 0.0591494+0.0982898j -0.105768-0.0661253j -0.452223-0.468481j -0.117784-0.408234j 0.48367-0.114965j 0.351459-0.417215j -1.00788+0.0754981j -0.244826-0.204069j 0.151194+0.28236j -0.690159+0.245873j -0.53319-0.177855j -0.213219-0.113753j 0.593241-0.572642j -0.277004+0.746003j -0.387435-0.567868j 0.841047-0.522281j -0.415644+0.355749j -0.19174+0.545966j -0.417613+0.437467j 0.476089-0.0619089j -0.468699-0.209382j 0.0693509+0.235631j 0.579773-0.376781j 0.513361+0.399632j -0.614413-0.619092j 0.619721+1.40793j -1.44297-0.325308j -0.702309-0.204251j 0.158716-0.15201j 0.729489+0.183663j 1.12701+0.236817j 0.302709-0.943854j -0.540363+0.159958j 0.440213+0.103552j 
-0.00845411-0.122199j 0.375403-0.256146j 0.5513+0.195944j 0.00638768-0.200753j -0.549305-0.20961j -0.169429-0.123186j 0.297162+0.504943j 0.229021+0.0313899j 0.0783799+0.362792j 0.474704-0.526874j 0.0181276+0.512132j 0.236833-0.474967j 0.119588-0.425483j -0.511675-0.465816j -0.133453+0.476937j -0.0921754+0.0744431j -0.969337+0.699806j -0.0957215+0.371345j -1.21098+0.107214j 1.32606-0.0598172j 0.193012-0.00550363j 0.0710122+0.62297j -0.952779+0.325206j 0.0385656-0.768973j 1.42428-1.15521j 0.136327-0.554795j -1.05976-1.23374j 1.60392-0.0821062j 0.143611-0.00639914j 0.173097+0.158583j -0.29008-0.223995j -0.0504191-0.37682j -0.170664+0.282996j 0.192195+0.412176j -0.0591773+0.03516j -0.356579+0.107193j 0.109118+0.0379162j 0.319939+0.144371j 0.120587-0.0560074j -0.377622+0.026137j 0.185001+0.297152j -0.0743792+0.078534j 0.000285697-0.383995j -0.07696-0.337082j 0.34697+0.112669j -0.071344+0.0633291j -0.462858-0.163835j 0.11604+0.0386948j 0.632232-0.238129j -0.204099-0.510133j 0.603757-0.335655j -0.355181+0.123771j -0.179114-0.151082j 0.168042-0.0116291j 0.0434215-0.509495j 0.642516+0.195667j 0.680674-0.0255444j 0.0360967-0.292726j -0.369213-0.132444j -1.18772+0.0473201j -0.00561518+0.269723j 0.0850135+0.0180498j -0.568101+0.203506j 0.306619-0.0486671j 0.537754+0.369114j -0.0616348-0.41857j 0.671227+0.416618j -0.108969+0.180274j 0.103633-0.200237j 
