-0.00754277-0.0423504j 0.0540604-0.0303974j 0.0435279+0.00561929j -0.00342912+0.10485j 0.0257971+0.0339412j 0.0305173-0.052889j 0.0380605-0.101173j 0.0214726-0.0236768j -0.0499507+0.0873179j -0.0197629-0.170293j 0.0264413-0.0474208j -0.00178229+0.0617999j -0.00169848-0.0593325j -0.0333516-0.0918676j 0.181538-0.147882j -0.110265+0.031142j 0.105307+0.0273595j 0.0365521+0.0178688j 0.0250515+0.190067j -0.0053022+0.138885j 0.0219329+0.00860683j 0.0215762+0.195916j 0.025203+0.224416j 0.0896853+0.0488834j 0.175306+0.000529414j -0.286594+0.0412452j 0.197439-0.117581j 0.0126185+0.0172241j -0.130988+0.14465j 0.132659-0.0188847j -0.0687012-0.324888j 0.0511262+0.0350689j -0.00717946-0.0603609j 0.507989+0.0823545j 0.214025-0.0203012j -0.0317906-0.0120648j -0.267189+0.301174j 0.0770469+0.378426j -0.0489294+0.122508j 0.0147296+0.326719j 0.243191-0.291016j 0.435616-0.109132j -0.461705-0.429556j 0.0312501+0.177944j -0.439469-0.0282228j 0.157078-0.719524j -0.352998+0.124295j -0.0432979-0.179167j -0.480303+0.366941j 0.675077+0.540499j -0.783663-0.28058j 0.152254-0.559648j 
-0.0053654+0.242434j -0.225117+0.206229j 0.0419569-0.0940953j -0.0038063-0.198432j -0.0605767-0.169912j -0.11359-0.16971j 0.03718+0.183198j -0.0272342-0.0977543j 0.202594+0.0834726j 0.333282+0.540495j -0.0613432+0.253784j -0.0335931-0.0587983j -0.33262+0.102441j 0.136065+0.0303616j -0.348671+0.460271j -0.289844+0.0804683j -0.45011-0.259254j -0.534871-0.135202j -0.73709+0.120885j -0.357915-0.303794j 0.101411+0.208568j 0.107371-0.224698j -0.472904-0.33849j 0.729302+0.306779j -0.301289+0.150214j 0.0138631+0.150033j -0.599201+0.123062j 0.132485-0.290506j -0.382854+0.401594j 0.243538+0.848404j 0.104862-0.0019761j 0.595381-0.268814j -0.141085+0.723616j 0.266931+0.0352933j 0.752325+0.280603j -0.375536-0.110461j -0.796992-0.602771j -0.475222+0.390603j -0.398553+0.914078j 0.173132+0.268858j -0.358934-0.366432j 0.508534+0.083421j -0.289082-0.812294j 0.97194-0.801165j -0.187497+0.563671j 0.322836-1.16435j 0.333623-0.111318j -0.18702+0.621394j 0.944089+0.0358312j -1.06345-0.0463363j -0.207477-0.311236j 0.232981-0.10975j 
-0.10658-0.00593687j -0.199905-0.122886j 0.0767121-0.0816373j 0.18582-0.205168j 0.0571901+0.103865j -0.0889045+0.2j -0.00597497+0.225148j 0.169751+0.193776j 0.0827315-0.241292j -0.0173988-0.00705648j -0.463636-0.239075j 0.0879236-0.198359j 0.119976+0.182411j -0.146375+0.316222j 0.329137+0.15837j 0.471504+0.294308j -0.224893+0.0317333j -0.430197+0.137497j 0.171305+0.205112j 0.0344245+0.22991j -0.00826135-0.0409694j 1.00143+0.258498j -0.0875409-0.239519j 0.303292+0.260229j 0.3012+0.0105286j 0.0321629-0.274902j 0.376359-0.322682j 0.373101-0.0308239j -0.260422-0.226843j 0.244182-0.269584j 0.854755+1.05276j 0.332345+0.145994j -0.254373-0.201525j -0.240386+0.315195j 0.644254-0.258652j -0.0638276-0.640973j 1.22256-0.00249542j 0.172645-0.208762j 0.0996746+0.362025j -0.316328+0.162373j 0.541576+0.372603j 0.290594-0.0544867j 0.266264+0.651983j 0.227874-0.527979j 0.732293+0.1097j 0.406743+0.261838j -0.192075+0.130646j 1.22785+0.485402j -0.365192+0.081407j -0.358959+0.149407j 0.4816-0.223042j -0.521742+0.0250609j 
0.209905-0.0726596j 0.28058+0.096729j -0.0787552+0.024215j -0.0976045+0.0862637j 0.0348399+0.0548452j 0.111176-0.0277543j -0.0872159-0.0727172j 0.0501895-0.0441608j -0.0557142+0.042011j 0.205872-0.276082j -0.192284+0.128253j 0.092548+0.107989j 0.249381-0.0250392j 0.504795-0.256056j 0.628126+0.0317107j 0.493505-0.217037j -0.288189+0.536774j 0.268847+0.381966j 0.169133+0.404128j -0.0702009+0.309587j 0.184464-0.283599j 0.305368+0.0643578j 0.0235708+0.397773j 0.38541-0.783682j -0.117985+0.0194752j -0.649308+0.0857003j -0.119749+0.299269j -0.108333+0.054798j 0.313077+0.457289j 0.532044-0.365566j 0.236064-0.279383j -0.247722+0.137979j 0.530974-0.0130937j -0.138498-0.384219j -0.136334-0.4404j -0.383298+0.572811j 0.402412+0.138837j 0.0845441+0.0623674j 0.458322+0.216976j 0.146361-0.242249j -0.0668506-0.079286j 0.477343-0.883626j -0.365681+0.232801j -0.825934-0.287358j 0.883994-0.108541j -0.664301+0.196508j -0.378048+0.391223j 0.0363535-0.0604404j 0.0176844-0.53573j 0.23104+0.482213j -0.316192+0.406159j 0.0129379-0.106666j 
0.047415-0.128066j -0.0449752+0.0741816j -0.0711421+0.0344928j -0.101873-0.0303355j -0.122149+0.0666448j -0.286042+0.472969j 0.460913-0.0703677j 0.0795081+0.620229j -0.170514-0.769786j -0.0867779-0.252845j 0.305984-0.615613j 0.0101096-0.00959114j 0.0552977+0.391005j -0.926278+0.178811j -0.0728712-0.00361616j -0.165871+1.19379j 0.235931-0.512799j -0.242658-0.207771j 0.328181+0.255628j 0.30313+0.325104j 0.204783+0.319442j -0.236632+0.407694j -0.2094+0.257622j -0.464463+0.84606j 0.328878+0.328654j 1.03714-0.718347j 0.37278-0.315926j 0.150079-0.201793j -0.510695-1.15167j -0.0160008-0.101251j 0.114338+0.710842j -0.256932-1.2937j -0.0785037-0.190367j 0.540147-0.112904j 0.310444+0.213238j 0.156425-0.795188j -0.660505+1.37942j 0.173134-0.176592j 1.06906-0.40368j 0.375644+0.665621j -0.703067+0.602659j -1.28528+0.644858j -0.985784+0.591819j 0.180742-0.473504j -0.691115-0.121608j -0.0797749+0.444182j 0.285399-1.30695j 0.40204+0.0164144j -0.0933651-0.130328j 0.00171341+1.07037j 0.38644-0.1726j -0.46684+0.168873j 
-0.0085093-0.114825j -0.0754191+0.136244j -0.0229238+0.0394535j 0.0224021-0.382315j 0.463001-0.103821j -0.113618+0.109786j -0.0866453+0.117815j 0.0990219+0.560868j 0.0264403-0.231302j -0.159045+0.616844j -0.482179-0.378479j 0.100586-0.288831j 0.0204366-0.151598j 0.0809135-0.0314818j 0.235529-0.0941014j -0.44424+0.0528745j 0.38334+0.0567804j 0.146383-0.294645j -0.561005+0.286202j -0.00607795+0.38949j 0.366018+0.0354333j 0.0543669+0.909494j 0.0519695+0.329854j 0.163873+0.496528j -0.477004+0.197264j -0.834778+0.120951j -0.615342-0.465336j 0.712974+0.0770235j 0.0359737-0.145935j 0.12808+0.296885j 0.0568003+0.252485j -0.230412-0.234016j -0.271769+0.280961j 0.536539-0.763498j 0.151998+0.714302j -0.238103+0.0224463j -0.242704+0.0613252j -0.124699-0.642465j -0.16933-0.219671j 0.418329+0.582805j -0.659998-0.550225j 0.481636-0.694639j -0.862493+0.362109j 0.316397-0.174539j 0.524972-0.0223987j 0.683835+1.02056j -0.329478-0.0740794j -0.813681-0.00785972j 1.0668+0.675387j -0.486145-0.0737422j 0.0398184+0.158416j -0.346672+0.195694j 
0.0209789-0.0445722j -0.0167556-0.0220251j -0.129695-0.0237647j 0.0765726+0.0236985j -0.240802-0.156609j 0.0889439+0.0371818j 0.159706+0.189809j 0.203828+0.279628j -0.184049-0.431836j 0.125235-0.0628604j -0.290604-0.00721896j 0.342341+0.114273j 0.146563+0.151484j 0.247715-0.394923j 0.0846782-0.158205j 0.639089+0.468382j -0.446763-0.308552j 0.0893306-0.304183j 0.407663+0.227082j 0.315458+0.254253j 0.055678+0.184875j 1.23684+0.139214j -0.0708632-0.11933j 0.378114+0.169604j -0.0214599+0.307529j 0.0675643-0.292897j 0.351173-0.37691j 0.163271-0.0117544j -0.776738-0.950078j -0.117101-0.106577j 1.15167+0.432034j 1.04372-0.367987j -0.269613-0.25952j -0.343223+0.405482j -0.0545833+0.301833j -0.27818-0.0846456j 0.378474-0.0057752j -0.225109+0.0239745j 1.30704+0.471816j 0.110408+0.381306j -0.252645-0.208829j -0.386574-0.561336j -0.286359-0.390741j 0.86711+0.312056j -0.115265-0.82704j -0.0358946+0.0379522j 0.773741-0.0932812j -0.140048+0.0892336j 0.145099-0.0739885j -0.373604+0.243173j 0.248337+0.130264j -0.164117-0.148698j 
0.109981-0.0354227j -0.122142+0.0602082j -0.0691174-0.0362683j 0.287184-0.185184j 0.204093+0.216244j -0.0777153-0.0229303j -0.0654445+0.0396116j -0.18178+0.334659j 0.0899761-0.20142j -0.329212+0.0845575j -0.136497-0.477225j 0.307392+0.0375748j 0.207197+0.055557j 0.244683-0.0430609j 0.269573+0.206384j 0.205839-0.12657j -0.13141+0.206432j 0.142895-0.022607j -0.340515-0.11405j -0.204972+0.188794j 0.179293+0.211105j -0.134925+0.501756j -0.244563+0.118857j 0.123653+0.311634j -0.302659-0.175308j -0.52227-0.738447j 0.163141-0.674637j 0.197792+0.441967j -0.258056-0.11511j -0.00284938+0.318889j 0.346671+0.20769j 0.172564-0.332764j -0.314092+0.0227266j 0.565059+0.133109j -0.264427+0.164466j -0.297405-0.168727j 0.233276+0.0256362j 0.319673-0.322054j 0.480425-0.0245564j -0.211163+0.564438j 0.224114-0.62997j 0.985253-0.00122373j -0.701426-0.491936j 0.306526-0.0380871j 0.378402+0.433271j -0.633805+0.815586j -0.0506066-0.394061j -0.240445-0.497006j 0.101812+0.977473j -0.284848-0.225829j -0.181834+0.112256j -0.290122-0.223666j 
0.0245219+0.182582j 0.180879+0.0931231j 0.168349-0.162689j -0.40004-0.0720034j 0.186705+0.0358788j 0.379531-0.434248j -0.156067-0.120588j 0.48539-0.812042j -0.508058+1.03144j -0.296675-0.0392382j -0.621981+1.42212j 0.535637-0.189718j 0.271635-0.362104j 0.714828-0.90368j 0.142982-0.0746189j 1.32153-1.26201j -0.957646+0.950812j 0.000642422-0.161101j 0.154404-0.340312j -0.140252-0.457573j 0.18958-1.19948j 0.454272-1.54039j 0.144916-0.216587j 0.212318-1.64426j -0.349446+0.157815j -1.2091+0.83316j 0.132044-0.155624j 0.156651-0.0788216j -1.23202+1.59921j 0.107049+0.0463506j 1.39573-1.904j 0.451065-0.326649j -0.0156646+0.305004j 0.201486+0.47526j 0.987039-0.390433j -0.465475+2.18602j 1.50739-2.09121j -0.409265-0.177114j 1.27584-0.745399j -0.210157+0.233796j -0.274545+0.540172j 0.100305-1.17917j 0.156985+0.540045j 0.125595-0.897113j -0.643975-1.11963j 0.371054-0.117329j 0.443298+0.452466j -0.0302294-0.122332j -0.0132218-0.239413j 0.148435-0.590663j -0.454022+0.327094j 0.614129+0.229872j 
0.0813951-0.11833j 0.141439-0.0116937j -0.345039+0.0230709j 0.478581+0.481503j -0.271215-0.0711209j 0.368953-0.0277633j -0.169138-0.0728696j 0.381393+0.219972j -0.26423-0.275328j 0.377734+0.546502j -0.654243-0.327728j 0.371874-0.126512j 0.47387+0.167859j 0.674183+0.320766j 0.442063+0.221302j 1.61211+0.245376j -1.05513-0.0487687j -0.0751444+0.0391803j 0.497327+0.264388j 0.313324+0.619436j -0.236864+0.326564j 2.21979+0.944041j 0.120607-0.180397j 1.31716+0.760176j 0.727061-0.0904139j -0.537728-1.33481j -0.357239-0.917193j 0.244709+0.0900429j -1.17485+0.473067j 0.132881-0.157506j 1.91931+0.309546j 0.818373-0.143427j -0.319954-0.568049j -0.328385+0.0438371j -0.665863-0.113343j 5.30549e-05-0.734059j 1.30289+0.171997j -0.30468+0.370697j 0.555953-0.493503j 1.36161-0.229024j 1.09357-0.0370793j 0.51288+0.382987j 0.341248-0.117425j 0.349927+0.120666j 0.58193+1.35529j -0.0814205-0.0247408j -0.576336-0.690828j -0.45428+0.178414j 0.319921+0.0866442j -0.151119+0.115434j 0.151465+0.133939j -0.035588-0.474615j 
-0.108412+0.0984534j 0.0690909+0.193512j 0.27514+0.173711j -0.0125462+0.0535752j 0.276435+0.623884j 0.0662825-0.601495j -0.0299111-0.107076j 0.169727-0.578609j -0.306718+0.693853j -0.0874894+0.317502j -0.437404+1.12064j -0.0949679-0.457615j -0.0661045-0.317575j 0.466891-0.327449j 0.0479755+0.0530068j -0.258324-1.16936j -0.129821+1.14205j 0.533137+0.123994j -0.0070594-0.429203j -0.239266-0.0560337j 0.30467-0.509747j -0.341244-1.66163j 0.856968+0.0569682j -0.511779-1.69533j 0.595664-0.527209j -0.395346+1.13647j -0.830356+0.569906j 0.339813+0.135365j -0.476016+2.28765j -0.203471-0.127201j 0.580615-1.41536j 1.20795-0.124811j 0.412811-0.467231j 0.444299+1.47591j -0.261247+1.01691j -0.00466824+1.08154j 0.423502-1.58114j 0.382462+0.282764j 0.396473-0.243521j 0.464777-1.21561j -0.45058-0.483031j -0.262589-1.39532j -0.495888+0.125923j 0.239082-0.866848j 0.0526595+0.159679j 0.000289072+0.342954j 0.57531+0.330102j -0.00654459+0.154132j -0.136202-0.232338j 0.270031-0.426582j -0.43259-0.109473j 0.172792+0.339512j 
-0.0959275-0.0355233j -0.241121-0.097692j -0.0288466-0.00373656j 0.266999+0.107965j 0.168381-0.0578702j 0.361416+0.326224j 0.200447+0.303375j -0.529106+0.166602j 0.255637-0.674613j -0.156979+0.10823j 0.467813-0.358715j -0.398155-0.102367j 0.241853+0.373046j -0.00557119+0.250637j 0.102045-0.20205j -0.13137+0.858382j -0.172793+0.375737j 0.132121-0.64046j -0.298087-0.358827j -0.261741+0.699418j 0.174212-0.00320734j -0.0142215+0.764006j 0.152218+0.250954j -0.792501+0.512733j -0.335036+0.252643j 0.672205+0.258931j -0.0390363+0.135965j 0.152569+0.245863j -0.239395-0.688965j -0.518704+0.420191j -0.336533+0.675416j -0.883758+0.855435j -0.592356-0.0694423j 0.00409814-0.471121j 0.694991-0.470369j -0.400386-1.08014j -0.696061+0.38677j -0.324866+0.621252j 0.14231+0.304367j 0.465582-0.46454j 0.474901+1.21885j -0.0336806+0.498j -0.0541728-0.00888887j 0.73624+0.329755j 0.363947+0.732841j -0.284471-0.521417j 0.0157341-0.711333j -0.446631-0.0821397j -0.309824+0.407919j -0.267287+0.113548j 0.196352-0.284029j -0.0646838-0.104702j 
0.0432598+0.363203j -0.183007+0.247919j 0.164315-0.164119j -0.293301-0.22427j -0.356829-0.00633051j -0.0165436+0.131924j 0.427416+0.223477j -0.263954-0.0841377j 0.347587-0.01486j 0.518446-0.379139j 0.100261+0.467038j -0.213257-0.0945271j 0.523935-0.40457j 0.176841-0.0378261j -0.366484+0.476927j -0.1183-0.219339j -0.158472-0.0722969j 0.0955616-0.0184152j 0.330626-0.0930786j 0.465934+0.436989j -0.134198+0.177675j 0.243992+0.171318j 0.629091-0.123772j -0.775951+0.0602085j -0.283539-0.684614j -0.263531+0.0873481j -0.0982654-0.796317j 0.652422+0.00856346j -1.05813+0.51886j 0.253506+0.545022j -0.0768365-0.56651j 0.151685+0.416182j -0.197252-0.626057j 0.333357+0.191761j -0.417802-0.0686607j 0.202606-0.803666j 0.773816+0.297964j -0.394826-1.10922j -0.541368+0.278915j -0.667151+0.017604j 0.164323-0.262135j 0.0721877-0.543601j -0.548928+0.14083j -0.271773+0.35279j -0.0488973-0.216659j 0.217079+0.405269j -0.333047+0.0789824j -0.381897-0.13406j -0.288423-0.14282j -0.563089+0.248519j 0.0701742-0.0187436j 0.128778+0.2967j 
-0.00403119-0.0040628j -0.0950556+0.140597j 0.0409258+0.0885466j -0.320203+0.129768j -0.0946293+0.269395j -0.137374-0.307441j 0.189905-0.147368j -0.143549-0.107228j 0.029942+0.213716j -0.495758+0.28835j 0.246231+0.065609j -0.153328-0.290627j -0.392341-0.162011j -0.608531+0.0300837j -0.404158+0.00951721j -1.03506-0.731131j 0.616662+0.28871j -0.0488595+0.428161j -0.33382+0.0168379j -0.465711-0.178881j -0.251758-0.1061j -1.29022-0.50202j 0.347929+0.556871j -0.659435-0.604835j 0.86375+0.538367j 0.627423+0.950242j -0.396228+0.311791j -0.0836753+0.114829j -0.219599+0.724064j 0.25086-0.144991j -0.9579+0.12842j 0.453538+0.848141j 1.08447+0.294956j -0.438169+0.751701j -1.07978-0.22866j 0.738157+0.937356j -0.780869-0.180582j 0.262731+0.442937j -0.286521-0.068741j 0.497432+0.0589063j 0.0510147-0.415279j -0.259255-0.648142j -0.212788-0.195289j -0.183069-0.397801j -1.00518+0.197561j -0.322398+0.134636j 0.509736+0.240383j 0.0813546+0.0684997j 0.036394-0.0295424j 0.187294-0.00755721j -0.0806585-0.1575j -0.0170866+0.102898j 
-0.0495285-0.112469j -0.0163312-0.0961722j -0.0756761+0.0580815j 0.0649317+0.205642j -0.0192409+0.142299j 0.282747+0.410615j -0.139634+0.14958j -0.0707917-0.341156j 0.069625-0.139273j -0.281958-0.0107363j -0.229679+0.101523j 0.280198-0.271701j 0.133437+0.536323j 0.239763+0.168322j 0.209953-0.0336197j 0.421419+0.391557j -1.13604-0.0107569j 0.349622-0.113753j 0.445334-0.310978j -0.441509+0.218693j 0.242079+0.308891j 0.596545+0.39686j 0.0447598+0.155822j 0.226727-0.638918j 0.0868768+0.0682955j -0.638525-0.0576801j -0.319321-0.301194j -0.000416845+0.714453j -0.881169-0.218299j -0.269078-0.409036j 0.778738+0.316658j -0.385971+0.126277j -0.0393178-0.181533j -0.302758+0.0951629j 0.112088+0.300952j 0.00322851-0.908066j 0.611294-0.2903j -0.551308+0.443083j 0.203245+0.270339j 1.08882+0.276632j -0.395641+0.99408j 0.162088-0.0224803j -0.0278936-0.0303165j 0.430778+0.783321j -0.205429+0.66546j 0.267771-0.413946j 0.270346-0.302964j -0.258912-0.368321j -0.216964-0.129549j -0.0200245-0.1607j 0.253595+0.0535101j -0.0173575+0.0422501j 
0.0487694+0.0129j 0.0477334+0.237744j -0.0218291-0.00156529j -0.20009-0.430986j 0.128839-0.129552j -0.117466+0.0989457j 0.128585-0.311999j -0.314845-0.458305j -0.364001+0.103373j -0.28734-0.215912j -0.065799+0.122262j 0.0534309+0.0517311j 0.221597+0.498263j -0.029323-0.441518j -0.311281-0.396045j 0.169398-0.305068j 0.0296078-0.0359848j -0.375043-0.175408j 0.229245-0.276338j 0.39379+0.270948j -0.120033+0.629569j 0.285879+0.0441439j 0.090115-0.627311j 0.0251397-0.644584j 0.281426-0.1164j -0.492246-0.3758j -0.216717+0.70155j 0.4537+0.581982j -0.14509+0.981989j 0.714613-0.354576j 0.532456+0.301704j 0.545031-0.0169923j 0.287827+1.13668j -0.450774+0.237931j -0.679579+0.115707j -0.0913897-0.166317j 0.207105-0.189898j 0.459263+0.97474j -0.103464-0.00427236j -0.376303+0.224209j 0.0640973+0.397933j -0.413106-0.348459j -0.186777+0.0674657j -0.363961+0.279002j 0.104947-0.240357j 0.322517-0.204183j -0.481275+0.0505926j 0.0577778-0.110142j 0.345138-0.126646j -0.0271925+0.0847228j 0.13792+0.358248j -0.116053+0.289715j 
0.0939559-0.0274938j -0.207479-0.329228j -0.13735-0.311343j 0.035938+0.145093j 0.00405987-0.120676j -0.593246+1.1772j 0.404152+0.0324833j -0.398853+0.336241j 0.807397-0.574311j -0.197958+0.259805j 1.36427-1.03551j -0.815022+0.160222j -0.124831+0.690447j -0.38657+0.655231j -0.352082-0.0440562j -0.963237+0.993774j 0.706536-1.47755j -0.0493934-0.149504j -0.285907+0.0216927j -0.299439+0.324744j -0.281592+0.577525j -1.45987+2.45265j -0.209228+0.319268j -0.883976+1.82863j 0.420913-0.399849j 1.63487-0.126916j 1.19789+0.719639j -0.413892-0.788196j 0.287317-1.68929j -0.0699046-0.229945j -1.26469+3.06712j -0.178011+0.67419j 0.398525-0.259137j 0.415132-0.689954j -0.339262+0.458099j 0.728742-0.446671j -1.01867+2.36601j -0.658407-0.76626j 0.0618805+1.21717j -0.60934+0.331861j -0.408278+0.638683j -0.259675+1.01846j -0.0679987-0.284555j -0.405653+0.70666j -0.37523+0.605078j 0.258476-0.487195j -0.132686-0.610128j -0.120742-0.585097j -0.476535+0.328728j -0.258303+0.265996j 0.527714-0.161777j -0.0655996-0.178896j 
0.324914-0.25185j 0.248274-0.00952332j -0.249423-0.0791346j 0.104956+0.411241j 0.244941+0.301516j 0.102093+0.058152j 0.0724712-0.430747j 0.194235+0.214704j -0.181082-0.448166j -0.629042-0.244936j 0.189715-0.461919j 0.0709242+0.282482j -0.559577+0.0195554j -0.02042-0.0451559j 0.539947+0.0298177j 0.185533+0.386369j -0.186684-0.124886j -0.0262733-0.161007j -0.0775446-0.172097j 0.0683099-0.546791j 0.104855+0.111209j 0.265762+0.108216j -0.219286-0.385589j 0.688503+0.604141j -0.286695+0.609305j 0.126442-0.110267j -0.557746+0.286945j -0.323704-0.298541j 0.464203+0.0931519j 0.385399-0.391005j -0.293848+0.778319j 0.226063-0.0516824j -0.577212+0.53932j -0.18114-0.487678j 0.0454155+0.35573j -0.751423+0.0354337j 0.306365-0.450727j -1.00192+0.789214j 0.528052+0.36521j 0.417642+0.578251j -0.357003+0.169281j -0.206373+0.259352j 0.444395+0.261489j 0.461741+0.224801j -0.191323+0.229074j 0.365054-0.304696j 0.218322+0.12052j 0.0399959+0.355592j 0.0472729+0.384986j 0.475171+0.338836j -0.0012566+0.0344036j 0.165633-0.299274j 
0.0551948-0.0992314j 0.280524-0.149871j -0.110097+0.0143326j -0.0534358+0.508961j -0.227605-0.000153849j 0.42972+0.106292j -0.294957-0.0291304j 0.0594046+0.702351j -0.0245916-0.0911646j -0.126373+0.311672j -0.217272-0.221769j 0.178524+0.127802j 0.54458-0.382474j 0.206717+0.444889j 0.125627+0.55209j 0.769308+0.322028j -0.620083-0.024838j -0.0554108+0.164338j -0.161145-0.126243j 0.348874-0.356997j 0.606104-0.271905j 0.965578+0.019172j -0.656665+0.132278j 0.362227+0.756034j -0.312782-0.00109553j -0.407383+0.0625323j 0.526741-0.449093j 0.486252-0.815877j 0.0778741-0.490111j -0.560912-0.373907j 0.932192-0.174756j 0.0285051-0.155392j 0.481395-0.739069j 0.16078+0.0905024j 0.35813+0.540963j -1.03953-0.0555701j 0.598141+0.119645j 0.229013-0.717394j 0.641606+0.387586j 0.627158+0.182368j 0.705631-0.0414678j 0.440078+0.724236j 0.374034+0.218784j 1.02649+0.231154j 0.231125+0.250117j -0.291375-0.253507j -0.0324251+0.246541j -0.275218+0.117107j -0.185228-0.0715286j 0.187213+0.105111j 0.19026-0.324461j 0.372467-0.131415j 
0.0968651+0.0385329j -0.172685+0.0529732j 0.0133328-0.0678175j -0.254522-0.149366j 0.304267-0.256649j 0.139455-0.244803j 0.139775-0.131366j -0.914865+0.294512j 0.506212+0.0564795j 0.266124-0.0265699j 0.58676-0.484918j -0.555643-0.163251j -0.625499-0.322579j -1.37508-0.257305j -0.400422+0.139791j -2.4341+0.105859j 0.94731+0.135581j 0.190476+0.547946j -0.607739+0.192733j -0.837563-0.36606j 0.696134+0.333072j -1.58473+0.254459j 0.592781-0.28509j -1.59382-0.5807j 0.2371-0.566543j 1.66904+0.160428j 0.444158+0.204482j -0.381128+0.704129j 1.55622+0.572175j -0.319559-0.356135j -1.61624-0.570867j -0.391712-0.118329j 0.858719-0.417972j 0.249653+0.727295j 0.60152-0.112316j 1.49318-0.342055j -1.07032-0.616475j 0.668513+0.614797j -0.741449-0.561219j -0.675243+0.260496j -0.294791-0.503887j -1.15301-0.560128j -0.246017+0.185953j -0.675303-0.0812409j -0.339619-0.178088j -0.721879-0.0657273j 0.487028+0.332568j 0.242947+0.213375j 0.044435+0.436515j -0.0604653+0.140074j -0.077185-0.272604j 0.0634966-0.0384348j 
0.212128+0.084183j 0.142298-0.361075j -0.0844348-0.554052j 0.043809+0.222195j 0.00381713-0.572674j -0.36776+0.581378j 0.338238+0.0819108j -0.169691+0.996389j 0.29211-0.429219j 0.0940641+0.148989j 0.472185-0.974481j -0.198379-0.196035j -0.270605+0.65688j -0.23756+0.903658j 0.251765+0.10036j 0.347176+1.98903j 0.232635-1.60934j 0.0614572+0.197979j 0.397628+0.518254j -0.481808+0.198136j 0.668073+0.645174j -0.49205+2.76882j -0.032485-0.605947j -0.592597+1.78582j 1.04863-0.097566j 1.28329-1.65944j 0.869706+0.42881j 0.641199-0.204788j -0.0990572-2.14963j 0.0147201-0.485544j -1.21467+2.55291j -0.246266+0.651658j 0.323728-0.517206j 0.176989+0.0440743j -0.0425722-0.142601j -0.772719-1.17126j -0.109367+2.12562j 0.21883-1.0093j 0.0156563+1.39991j -0.197739+0.439287j -0.113219+0.0969199j -0.146857+0.869092j 0.458271+0.00778847j -0.0891734+0.532919j 0.205893+0.369121j 0.183048-0.117796j -0.239075-0.661984j 0.264155-0.486919j -0.173804+0.407603j -0.212635+0.275122j 0.343837+0.106485j 0.241879-0.263728j 
-0.0788645+0.0139704j 0.0335876-0.0385829j -0.0166217+0.0713199j -0.00343237-0.0347205j -0.261904-0.040179j -0.14552+0.0107795j 0.0924394-0.12649j 0.34082-0.0131332j -0.154627-0.0404146j -0.50362-0.0865494j -0.107739+0.0889298j -0.229884-0.0320709j 0.213827+0.19269j 0.561702+0.351224j 0.132122+0.245579j 0.629558-0.612656j -0.0561262-0.353155j -0.230828-0.72352j -0.0779038+0.854524j -0.215085-0.234688j 0.508302+1.14805j 0.518437-0.0561519j 0.429832+0.254751j -0.177443-0.478448j -0.641193-0.139443j 0.205548-0.909424j 0.23822-0.964788j 0.0997995-0.611592j 0.0162167+0.550105j 0.051005-0.435856j 0.118296+0.167371j 0.724104+0.993502j -0.0541682+0.391144j -0.897334-0.3517j 0.544678+0.500065j -0.504198-0.145112j -0.555575+0.0155809j -0.188198-0.158396j 0.162749+0.525688j 0.195338+0.191243j 0.198445-0.299639j 0.0916943-0.0319213j 0.198325-0.463515j 0.0829145+0.0430426j -0.0513967+0.223242j 0.198684-0.0291429j -0.164993+0.16125j 0.0595774-0.220565j -0.00134602-0.0756045j -0.0323652-0.0151872j 0.0297587+0.0199526j -0.0425122+0.052725j 
0.00098365+0.214759j 0.283292-0.171556j 0.178081-0.390428j 0.190997+0.0340899j 0.355407-0.398537j 0.482748+0.41j 0.164971+0.155814j -0.034987+0.506341j -0.433343-0.408169j 0.308184+0.422795j -0.303435-0.785727j 0.840721-0.150404j 0.165605+0.282413j 0.498938+0.199676j 0.408518+0.315057j 1.20359+1.18893j -0.583863-0.99799j -0.467547+0.19287j 0.350515+0.682713j 0.104424-0.361625j 0.259297+1.46034j 0.517762+1.89017j 0.719655-0.00474405j 1.14972+0.50213j 0.96353+0.673987j 1.27748-1.11755j 0.557951+0.0415135j 0.234793+0.249013j -1.19693-1.23568j 0.452958-0.429676j 0.811006+0.833846j -0.0681812+0.166104j 0.18876+0.00939117j -1.0046-0.067856j 0.602119+0.401852j -0.747812-1.19464j 1.60481+1.54196j 0.0175805-0.050733j 0.632936+0.760464j 0.15952+0.199228j 0.886094+0.0578635j 0.954821+0.0882157j 0.378786+0.225365j 0.558513+0.0435657j 0.834798+0.495018j 0.057902-0.290091j -0.572946-0.477485j 0.119631+0.115385j -0.212641+0.435286j -0.214863+0.0288578j 0.0681385+0.0949497j 0.344361+0.0624507j 
