0.0173747-0.0128954j 0.00231963-0.027941j -0.0341325+0.0723206j -0.0299306+0.00645839j 0.00890108+0.0254152j -0.015244-0.00790507j -0.0108137-0.0387338j 0.062136+0.00615173j 0.030112+0.0174744j 0.00193657+0.000513323j 0.0201773-0.0322359j -0.030102-0.0125383j 0.0209741-0.0241118j 0.0257005-0.0189746j 0.0146551-0.0093646j 0.0143722-0.00367566j -0.0424017+0.0295723j 0.00400618+0.0238154j -0.0133875-0.00223758j -0.00672796+0.00631287j 0.000872898-0.00560165j 0.00356941-0.00936399j -0.00407209+0.00354917j -0.0170662+0.00207784j 0.0186331-0.0151526j 0.00389417-0.0352353j -0.0139096+0.00965029j 0.0236084-0.0253928j 0.00220451-0.0283364j 0.00179346+0.00851374j 0.00727822+0.000722948j 0.00247738+0.0181481j -0.0111761-0.0114863j 0.0196836-0.00904546j -0.00128108-0.00427826j 0.0180652-0.00776401j 0.0294773+0.0311147j -0.00107324+0.0172019j -0.00284855+0.00755867j -0.000715037+0.0249056j -0.0154312-0.0135282j 0.00159496-0.00225781j 0.0219638+0.00787649j 0.047509+0.00166684j 0.000142249-0.00628108j 0.0271001-0.0123824j -0.0153251+0.00829348j 0.0205853-0.0271089j -0.0226987-0.00682317j 0.0289335-0.0177949j -0.0094869-0.00607663j -0.00611954-0.0116685j 0.0341987-0.00347589j -0.0256315+0.00638463j 0.0463092-0.00403888j 0.0288228+0.0261972j 0.000927004+0.0158253j 0.00199671-0.0234198j -0.00134194+0.0275902j 0.0100711+0.0372379j -0.00931202-0.0382067j -0.0131505+0.00739443j 0.0608878-0.00707085j 0.0154793+0.00739319j 0.00373465+0.0178957j 0.00720706-0.0228658j -0.0061138-0.0108517j 0.00816948+0.0022958j -0.00283268+0.0508385j -0.00594168+0.0125788j 0.000333675-0.0288163j -0.0275927-0.0353459j -0.00421754+0.00343437j -0.00144504+0.00812779j -0.00769466+0.00332258j -0.00619246-0.0106546j -0.00992441+0.0527971j -0.0176791+0.0103874j -0.0201019-0.0204474j -0.025786-0.0169709j -0.0544072+0.0134325j 0.0275156+0.0680645j -0.0315222+0.034786j 0.056407+0.024607j 0.0297929+0.0322108j 0.00250299-0.0175524j 0.0273731+0.0382064j 0.0283543-0.0329606j 0.101668+0.00651305j 0.00872643+0.0245446j 0.011736+0.00473422j -0.0256874-0.0969196j 0.163391-0.017889j 0.00130895+0.0162j 0.0306962-0.0167431j 
0.00873286+2.97241e-05j -0.00337916-0.00134364j -0.0479083-0.0111261j 0.0310712-0.0017113j -0.0098026+0.00114644j 0.00368098+0.0078721j 0.0285-0.00252583j 0.026592+0.000432662j -0.0106104-0.00111228j 0.0336361-0.00755335j 0.0145178+0.01942j -0.0234465-0.0213287j 0.0185008-0.0113801j 0.00386645-0.0206345j -0.000390252+0.000643389j -0.00869952-0.0192354j 0.00335443+0.021269j -0.0132847-0.00500987j -0.00189517+0.0233576j 0.00555841-0.0111546j 0.00294503-0.00143622j -0.0329153+0.00727897j 0.0153104+0.0277813j -0.0215009-0.0161085j 0.00793741+0.0130972j 0.0161351-0.00296734j 0.00384106+0.00960327j 0.0118352+0.000934798j -0.014792-0.00334344j 0.00835702-0.00111104j 0.000221441+0.000648763j -0.0146312+0.0109883j -0.00898415-0.00373607j -0.0092073-0.0143494j -0.018294+0.0174481j -0.0183842-0.0313023j 0.00178577-0.0369387j -0.00307259-0.0165268j -0.0004585+0.00615157j -0.0262347+0.000231368j 0.0396903+0.0193282j 0.00277629-0.00981463j 0.0151292+0.0123549j -0.0299521-0.00550647j 0.00780188-0.0083424j -0.0191145-0.0187661j -0.0141619-0.00157947j 0.00629323-0.00475145j -0.00383532-0.0174189j -0.0334597-0.0156998j 0.0298179+0.039737j 0.013363-0.00650483j 0.0150543+0.00293515j 0.00473723-0.00772582j 0.0293759+0.000602092j -0.00226469-0.00437126j 0.0316615-0.000128132j -0.0125524-0.0109622j 0.00815855+0.00848049j -0.0338457-0.0186592j -0.0236007+3.95152e-05j 0.0212689+0.00921505j -0.0184819-0.0283169j 0.0306658-0.025974j 0.012588-0.0127383j -0.0156485-0.0083841j -0.00276181+0.0117908j -0.00894841-0.010858j 0.00853762+0.00385845j 0.0221199+0.0019861j 0.00282062+0.00766962j -0.00156487+0.0091385j 0.00799189-0.00479789j 0.0177578-0.0202974j 0.0258933+0.0533431j -0.0147752+0.00952998j 0.00505022-0.0392051j 0.013797+0.0184668j 0.00624966+0.00878307j -0.00123262+0.00393866j -0.00229813+0.0226982j -0.00129355+0.020995j -0.0170169-0.0242167j 0.0158776-0.0110543j -0.000873135+0.0046502j -0.000302838+0.0222668j 0.0206225+0.00448623j 0.00127823+0.0184978j -0.0108999+0.0291408j -0.00201665+0.00130622j -0.000796193+0.00523605j 0.00972024+0.012731j 0.0303321+0.015522j -0.00532055-0.0114439j 0.00872021+0.00275148j 
-0.00312826+0.00169376j -0.0113546+0.00534833j 0.0333646-0.0404866j 0.0394688+0.0194181j 0.0125064-0.021563j 0.00616683+0.0106353j -0.0208648+0.038855j 0.00332954-0.0232783j 0.0028882-0.0340269j 0.0077801-0.00348032j -0.0153987-0.00509764j -0.0304483-0.0079361j 0.00369572+0.00833229j 0.0114323+0.0156849j 0.00456678-0.0010876j -0.00984641-0.0217362j 0.0084727-0.00195511j 0.0218633-0.0036117j -0.00725403+0.00379616j -0.0146848-0.0040249j -0.00797987+0.00614383j -0.00925873+0.00606532j -0.0130047-0.0136072j 0.00192232+0.00384713j 0.00188745+0.00674167j 0.00692498-0.00455896j -0.000690754+0.000477309j -0.0154499+0.0110354j -0.00651405+0.0254557j 0.0260428-0.0145986j 0.00176007-0.000134616j -0.013403+0.000494782j 0.00459858+0.00665059j -0.0123274+0.0118264j 0.000334383+0.0116244j 0.0104804+0.00281373j -0.00272383+0.0047352j 0.00396182+0.00557618j 0.000779865+0.000311098j -0.0167527-0.0257869j 0.0142678+0.00153408j -0.00768153-0.00117806j -0.00442512+0.0234936j -0.0330414+0.0150731j 0.00766943+0.00902843j 0.000457653+0.00702101j -0.0171335-0.00233966j -0.00537852+0.0214583j 0.0149263-0.00652874j -0.00751076+0.0295751j -0.0030766-0.00546533j 0.00734148-0.00483142j -0.0108492+0.0125183j 0.00169662+0.0100102j 0.00109133-0.0118581j 0.0158807-0.00730023j 0.00651761+0.00744843j 0.00903159+0.00384187j 0.0169884-0.0177456j -0.00260601-0.0105929j 0.00540122+0.00447891j 0.00165541-0.0165674j 0.0101917+0.0172308j -0.00806928-0.00744353j -0.0209126+0.00702739j -0.0017342+0.000996084j 0.00693189-0.00570398j -0.00822836+0.00879774j 0.00590992-0.0307694j -0.00393543-0.00352597j -0.0229536+0.00283852j 0.0120593+0.0112697j -0.00170464-0.00354919j 0.0057706+0.00779321j -0.00792755-0.0103268j 0.011516-0.0176563j 0.00809061+0.00184925j 0.0139904-0.00301795j -0.0134669+0.0149662j 0.0108625-0.00983319j 0.0311886-0.0191975j -2.97499e-07-0.0152623j 0.0129646-0.0102724j 0.00116347-0.000928056j 0.00687209+0.00257264j 0.00490047-0.0125247j -0.00557921-0.010687j -0.0168513+0.00369298j -0.0185095-0.0214061j -0.00418885-0.0136975j 0.00241875-0.00310261j 0.00537102+0.016485j -0.0336055-0.00534889j -0.00596666+0.00179057j -0.012746-0.00648855j 
-0.00264097+0.00685023j -0.00585628+0.00432681j 0.00402766-0.0196071j 0.0124589-0.00063683j 0.00318094+0.000625796j 0.00257295+0.0115328j -0.00190293+0.00518118j -0.00138207-0.00854917j 0.00476954-0.0047727j 0.00769885-0.00642952j -0.00978314+0.000395239j 0.00421888+0.00545055j 0.00173463+0.0158446j -0.00871353-0.00107523j -0.00798703+0.00372748j 0.000818197-0.0205564j 0.00522448+0.000365603j 0.00285334-0.0118698j 0.00195226+0.00221211j -0.0172022-0.0132564j -0.000890667+0.00519078j 0.0164571-0.00411297j 0.0147947-0.000358143j 0.00495812-0.0247495j -0.00317392+0.000250992j -0.00722068+0.0192949j 0.0228125+0.00929132j 0.00521774+0.0175508j 0.00767356+0.00582199j -0.00763957+0.00649311j -0.0181437+0.00718597j -0.0155443+0.00391994j -0.0193934+0.0184634j -0.0122215+0.00853783j -0.000930573+0.010749j -0.00390128-0.0225929j -0.00379819+0.0214919j -0.00990591-0.00698492j -0.00265249-0.00781845j 0.00960305-0.0159194j 0.0123747+0.00236212j -0.0160344+0.0108904j 0.00606367+0.0235488j -0.0224654+0.0100279j 0.00197382+0.0130868j -0.00662609+0.00301179j -0.01224+0.000159111j 0.0150337+0.0115329j 0.0113118+0.0068197j 0.00145352+0.0128046j -0.00418933-0.0116148j -0.00458924+0.00731076j 0.000618091+0.00497474j 0.0164559+0.00207489j -0.0122672-0.0216025j -0.00216269-0.00337423j 0.0152458+0.0163866j -0.00478446+0.00959175j 0.00600293-0.0112086j -0.00517441-0.0121748j -0.00182718-0.0111039j 0.00495093-0.00976103j 0.0064737+0.00591467j 0.0138361-0.000521101j -0.0162768-0.00372059j 0.00503123+0.0094111j -0.00402329+0.00351031j 0.00589806+0.00565387j 0.00699822+0.00288842j 0.0105999+0.00373106j -0.0141596+0.0218799j 0.00801863-0.0048258j 0.014801+0.0032257j 0.0191414-0.014203j 0.0125234+0.00188411j 0.00944213-0.0146716j 0.00471326-0.00977957j 0.0085151+0.00663145j 0.0048781+0.0267007j 0.00742603+0.0109321j 0.0312688-0.00561654j 0.0117927-0.0130506j -0.0056443-0.0121726j -0.00302614+0.00480758j 0.00019121-0.00200183j -0.00313-0.00487838j 0.00746313-0.00200937j -0.00353419+0.0181901j -0.0219748+0.00292333j 0.00313255-0.00690319j -0.0039662-0.000940207j 0.000889297+0.0132209j -0.0218127-0.000275941j 0.00189744-0.00448658j -0.00353692-0.00528887j 
-0.0119383+0.00916813j -0.00541377+0.000104511j 0.0382315-0.0173044j 0.0119959+0.00957241j 0.00752954-0.005988j -0.000751664+0.00176571j -0.0258138+0.0147339j -0.0114461-0.00573863j 0.00138121+0.0146552j -0.0184675+0.0135621j -0.0189176-0.00215467j -0.000905608+0.0260428j -0.0107603+0.0252203j -0.0183593+0.0254526j 0.0171082-0.00379258j 0.010163-0.0106395j 0.00644613-0.00921225j 0.014005+5.69634e-05j 0.00145081+0.00356259j 0.0069575-0.00580412j -0.000126799+0.0217972j 0.0120951-0.02136j -0.00303477-0.0224479j 0.00314719+0.00930948j -0.0045481+0.0115286j -0.00944193+0.00284371j 0.00587198+0.00448859j -0.0026511-0.00778615j 0.00656276+0.00581786j 0.0104374-0.0109796j -0.00503587-0.00632341j -0.00339631-0.0103532j -0.00315634+0.0172455j -0.0158521+0.0153832j 0.013908-0.00867438j -0.0279644+0.00519863j -0.0229016-0.00894228j 0.00112177-0.017458j 0.0094039-0.00118478j 0.0200378-0.0246726j 0.00675377-0.00227466j -0.0173318+0.00935583j -0.0132517+0.0200877j -0.0111498-0.0067336j -0.0132231+0.0160159j 0.00580268-0.0102005j -0.00832588-0.00723033j -0.00605787+0.008018j -0.00288949+0.0121892j -0.00320205+0.00758358j -0.00937853+0.0114692j 0.00303724-0.0162149j -0.0244804-0.00213898j 0.0146242+0.00515963j 0.0221851-0.0185727j 0.0194937-0.00818484j 0.000482-0.0234575j -0.0202292+0.0332018j 0.00446132+0.00229434j -0.0151961+0.0224206j 0.0174203+0.0135148j -0.00843041-0.0091137j 0.0263289-0.00386718j -0.0331876+0.00155571j -0.0256752+0.0344494j -0.00586734-0.00270249j 0.00222976-0.0152012j 0.0337084-0.00892232j 0.0213646-0.0340712j 0.00655697-0.0231346j -0.0129438+0.0166323j 0.0400038+0.00332424j 0.0153654+0.00192022j -0.0149983+0.00586341j 0.0372182+0.00362963j -0.0114094+0.00604239j -0.00432265+0.0028892j 0.0501831+0.00553372j 0.0274491+0.00533857j 0.00389653+0.00399145j 0.00621536-0.00720451j -0.0189749-0.00405919j 0.00397359+0.00470677j -0.01816+0.00527944j -0.0183797-0.00300991j 0.00191703+0.00208251j 0.0164039-0.0084132j -0.00648593+0.0220969j -0.0220459-0.00012275j -0.00257765-0.0134994j 0.00229398-0.00187999j -0.0076178+0.00285281j -0.0187741-0.00883851j 0.0029934+0.00234938j -0.00015214-0.0103043j 
0.00680782-0.0106761j -0.00141409-0.00107746j -0.0233255+0.00316897j 0.00803754-0.00572986j 0.000144828-0.00319846j 0.000830239-0.0102043j 0.00661325+0.00230014j 0.0265953+0.00874055j -0.0114196-0.00918908j 0.027819-0.00286304j 0.017437+0.0113934j -0.00818031-0.00852502j 0.00839021-0.0141925j 0.019462-0.0181606j -0.00473734+0.00275258j 0.0207264+0.00474564j -0.0160378+0.0121383j -0.0157261-0.0124523j -0.00505551-0.0123814j 0.000989857-0.0146623j -0.0036018-0.0152793j -0.0154555+0.00420887j -0.0104059-0.00273058j -0.00155388-0.011071j 0.00599068+0.00533692j 0.00166853-0.013173j 0.00917064-0.0100095j 0.00906972+0.000222881j -0.0127872+0.00300914j -0.00578439+0.0106782j 0.000230873+0.0157042j -0.00501389+0.00769556j 0.00549301-0.0294937j 0.0117658-0.0170046j -0.0146833+0.00586708j 0.0240721-0.00107798j 0.00964675-0.0192485j -0.00928212+0.00138141j 0.0082304+0.00747761j -0.0109044+0.0200209j 0.0107015+0.00884575j 0.00590101-0.00289279j 0.013918-0.0169981j 0.000786232-0.0239759j 0.0126366-0.00704369j 0.00786187+0.00241201j -0.00982112-0.00247102j -0.0136562-0.000264747j -0.010589+0.0037017j 0.00433337-0.0203521j 5.87013e-05+0.00908029j 0.00245495+0.0270057j 0.00331452+0.00393567j -0.00265312-0.00286367j 0.0162454+0.0123523j 0.00684341+0.0141599j 0.0138357-0.013723j 0.00296353+0.00621018j -8.67738e-05+0.0144587j -0.00336392-0.00256263j -0.0100676-0.0106945j 0.00587812+0.0037411j -0.0146806-0.0131824j 0.00671927-0.00816055j 0.0159514-0.0239766j -0.0129531-0.00174142j -0.00147907+0.00295714j -0.0143796-0.00274273j -0.00495982+0.0113065j 0.0051999+0.0143616j -0.0137672-0.0200107j -0.0349408+0.0285267j -0.0115038-0.0147883j -0.0145958+0.000620975j -0.0158278+0.0130773j 0.00263418+0.0165397j 0.0117302-0.0103946j 0.000889817-0.0364438j -0.0246117-0.0333567j 0.0126304-0.0229088j -0.010723+0.000280649j 0.00233304+0.00463502j 0.025333+0.00316339j 0.004053+0.00644221j 0.0181146+0.0152925j 0.0290624+0.00495313j -0.0156903+0.0110397j 0.00936161-0.0298016j 0.0158349-0.000123019j 0.00627948+0.0168397j 0.00078731+0.00856929j 0.00624522-0.0182713j 0.0172331+0.00544461j -0.00442441-0.00112227j 0.00341989+0.00979804j 
0.00447215-0.00300648j -7.45001e-05+0.00405364j 0.00396785+0.000888187j 0.00423991+0.000119543j -0.00201656-0.0146107j 0.0107224-0.00169432j -0.00287811+0.0125243j -0.0173706-0.00419952j 0.000288506+0.00394462j -0.000824175-0.0118686j -0.00254325-0.0155923j 0.00305986-0.000375358j -0.0105143-0.00647774j 0.010801+0.00776828j -0.00169543-0.00125046j -0.0193289+0.00497032j 0.00778798-0.00630835j 0.0163969-0.0143625j -0.00184501+0.0250915j -0.00882515+0.00488281j -0.00623107+0.025066j -0.00590276+0.0181137j -0.00100102-0.0107491j -0.0113562-0.00252535j 0.00126857-0.0017407j 0.014945-0.0123731j 0.00802789-0.000521232j 0.0057092+0.00182424j 0.00520165-0.0291456j -0.00172004-0.00256754j 0.00126699-0.00420632j -0.00388199-0.00508578j 0.00650442-0.0125546j -0.00956213+0.00834493j 0.0112779-0.00141512j -0.00871425+0.0136667j -0.0140476-0.0337878j 0.000759083+0.0024798j -0.000567651+0.00681253j -0.0102314+0.00288349j 0.00140942+0.0039036j -5.30604e-05-0.00688856j -0.0173231-0.000863465j -0.00435857-0.010209j -0.0163919-0.0148926j -0.00824369-0.00394413j 0.00574876+0.000951193j 0.00808175+0.0142326j 0.0107223-0.0094875j -0.0192657-0.0012101j -0.00238192+0.00420188j 0.00882603-0.00970002j 0.00693615-0.00773954j 0.00072499-0.00416644j 0.0023521-0.00933305j -0.0198208-0.00400128j 0.000834363-0.0140144j 0.00165851+0.00315285j 0.0012592+0.00300181j 0.00306873+0.00638458j -0.00614569+0.0193631j 0.0160915+0.0194465j -0.00253037+0.00782739j 0.0104457-0.00982925j 0.00275865+0.0097739j -0.00413967-0.00298597j -0.00413167+0.00721056j -0.0012961+0.00344393j 0.00695693-0.00310946j 0.00913617-0.00742148j 0.0132798-0.0113374j 0.0165685-0.00330539j 0.00978966-0.00394188j 0.0286367+0.00892395j -0.00935713+0.0100142j -0.000311702+0.00745047j -0.00853409+0.00589898j -0.00924369+0.0112792j 0.000453772-0.00320198j -0.0207417-0.0146754j 0.000749546+0.00450342j -0.00472051+0.00555283j -0.0273739-0.00405132j -0.000610646-0.0102874j -0.01085-0.00329266j -0.0177482-0.00968936j 0.0300995-0.011928j 0.0180286+0.0126911j 0.00337062+0.00326481j -0.00113319-0.00298899j -0.00392076-0.0047356j 0.0135888-0.00821883j 0.0156462+0.00419919j -0.00319289+0.00170585j 0.00465156-3.74124e-05j 
-0.00577821+0.0039949j -0.00175204-0.00250827j 0.0522329-0.012948j -0.00265582+0.0148199j 0.0132594-0.00287357j 0.00371512+0.0102429j -0.0231706+0.00700457j -0.0385196-0.0204337j 0.0097811-0.0125722j -0.0247392+0.00166755j -0.0141198-0.00247207j 0.012322+0.00599766j -0.00859412+0.012436j 0.00145216+0.018194j -0.00740447-0.00133454j -0.0298282-0.0234035j 0.0117021+0.0110936j 0.0237796-0.000613484j 0.0157348+0.00836227j -0.0119898-0.00501858j -0.00466112-0.00349516j 0.0143351-0.0192736j -0.00331515-0.0146616j 0.0100742+0.00415028j 0.00713696+0.00307777j -0.0209973-0.0117433j 0.00337611+0.00125799j 0.00388438-0.0124539j 0.0251268-0.0128049j -0.00449966-0.0174064j 0.00579722-0.018523j -0.0143624-0.0045408j -0.0133637+0.0160434j -0.0131069+0.00849234j 0.0186144-0.0154828j -0.0119644+0.0122359j -0.00513231+0.0290931j 0.00233447+0.00914098j 0.00619213+0.00311563j -0.00601252-0.015717j 0.00593635-0.00504344j 0.00961611+0.0177973j -0.000593744+0.00955011j -0.00571346+0.0199698j -0.00626028-0.0185907j -0.0247169-0.00714205j 0.0320826+0.00774216j -0.00492857-0.00205427j 0.0300833-0.0286774j 0.00332944+0.047978j -0.00875787+0.00960276j 0.00608435-0.0244046j 0.00344666+0.0106368j -0.00524747-0.00187313j -0.0194822-0.017941j -0.0213259-0.00555774j 0.00618114+0.0147953j -0.0150806-0.0257396j -0.00445995+0.00298498j 0.0140793+0.0235614j 0.0118036+0.0299316j -0.0294291-0.0135422j -0.000144618-0.000680277j -0.026886-0.0142653j 0.00209976+0.0186558j 0.0102164-0.017426j -0.00404955-0.023192j 0.00262796-0.0049473j 0.013314-0.0167194j -0.0285548+0.00422198j 0.0352497-0.0115475j 0.0199215-0.0372267j 0.0137794+0.0144005j -0.00534446+0.0282966j -0.0258402-0.00864187j 0.0170813-0.0293704j -0.0163+0.0258682j -0.0131869+0.0244804j -0.0174903+0.026317j -0.0188829-0.00943318j 0.0217699-0.0129283j -0.013516-0.00803864j -0.0110826+0.0053905j -0.0118496-0.00153203j -0.0303504-0.0047275j -0.0257588-0.0117123j 0.0105015-0.0123482j -0.0347899+0.0174287j 0.00187266-0.0111168j -0.00834056-0.0132811j -0.00106672-0.0136404j 0.00914597+0.000891058j -0.00767345-0.00524581j -0.00202622+0.0127175j 0.000691001-0.00960205j 
0.00883897-0.00849941j 0.0107277-0.00205122j -0.0766004+0.02196j -0.0193898-0.0216297j -0.0269131+0.00148634j -0.00031816-0.0187308j 0.0243169-0.014593j 0.0499263+0.0369875j -0.0178241+0.0257689j -0.000733909-0.00713196j 0.0227551+0.0126479j -0.0319864-0.00463601j 0.0190475+0.00663992j 0.0157895-0.0373521j 0.0201698+0.00534942j 0.0126469+0.00844422j -0.00756039+0.00677415j 0.00243775+0.00345045j -0.00434223+0.0139108j 0.006972-0.0118986j 0.00371022+0.0119327j -0.0379353-0.0208914j 0.017267+0.0315951j -0.017823-0.00570314j -0.0021905+0.0119125j 0.0142316-0.0153464j 0.00772857+0.00535726j -0.00577965-0.00336907j -0.0107476-0.0186529j 0.0017516-0.00360629j 0.00727935+0.0180013j 0.0245034+0.0106909j -0.0160411-0.0112572j 0.0055001+0.00761052j -0.00773068-0.00367331j -0.00765676-0.0208312j 0.0134885+0.0106325j 0.00256481-0.00667955j 0.0134535-0.00438866j -0.0143693+0.0187898j -0.00157951+0.0178848j 0.020312-0.0150585j 0.0111408+0.00203622j 0.0208617-0.0102943j 0.0156448-0.0038313j 0.00641107+0.0114063j -0.0245593-0.00930158j -0.0148383-0.0253874j -0.0203333-0.0290222j 0.00597337-0.0176737j 0.0207948+0.0277959j 0.006188-0.00619534j -0.00609432+0.0363393j -0.00378696+0.00819065j 0.0518261+0.0127069j 0.0370577+0.029843j -0.00589684+0.0188643j 0.013683-0.034656j 0.0126804-0.00522885j -0.0237184-0.0149348j -0.0117018-0.00134475j -0.00814887-0.00673435j 0.00783556-0.00104565j -0.0267086+0.00342136j -0.0113304+0.00547899j -0.0212469-0.0148839j -0.0203218-0.0120614j 0.0187684+0.0159201j 0.00441985+0.0128795j 0.00156717+0.0192641j -0.0257677+0.00408624j -0.000817952-0.0140137j 0.00622071-0.00493378j -0.0256504+0.00215775j 0.01604+0.024465j -0.00547567-0.0159963j 0.0111662-0.014065j 0.035196+0.00834773j 0.000204094+0.00688762j 0.010409+0.0201619j -0.0267776+0.00935683j -0.00336838+0.0171263j -0.00797009-0.00510384j 0.0218177-0.00396412j 0.0297615-0.00148547j -0.00277203+0.0275407j -0.0371781+0.00325994j 0.0220114-0.0146864j 0.0138799+0.0179572j 0.00121157+0.00535686j 0.00332691+0.014663j -0.0144644+0.00072175j 0.0302998+0.014476j -0.00120831-0.0115564j 0.00658743+0.0128829j 
-0.00126436+0.000242329j -0.00610133+0.00177378j 0.0162788-0.00901786j 0.0126221-0.0014056j 0.0115246-0.00922538j 0.00312161+0.00388072j -0.0138419+0.0128987j -0.00215653+0.0181992j 0.00122489+0.00186957j 0.0105526+0.00541684j -0.0143083+0.0113131j -0.00220182+0.0107612j -0.0178374+0.00797882j 0.0188428+0.0265866j 0.00268333-0.0196395j 0.022235+0.00738j -0.0125358-0.0207242j -0.00447336+0.000464442j -0.0130239+0.00549285j -0.00330843-0.00363556j -0.00705476-0.0163898j 0.0111535+0.0110841j 0.00213878-0.0153482j 0.00978314+0.00407869j -0.00741247+0.008507j -0.00595025-0.00533482j 0.0100392+2.27551e-05j -0.0218472+0.00170375j 0.000127659-0.0168106j 0.00973472+0.00385187j -0.00640121+0.00409719j 0.0182881-0.013791j 0.00386527-0.0137958j -0.00453758+0.0156045j 0.00610516-0.0124683j 0.0211585+0.020414j 0.000373403-0.0297946j -0.000727218+0.00461499j 0.0238282+0.0154781j 0.0117825+0.0144313j 0.00503072-0.00377988j 0.00134133+0.0209962j -0.0115848-0.0183737j 0.00210432-0.00973346j -0.00426848-0.0333088j 0.0103172-0.0071433j -0.00195227+0.0108794j -0.0281634+0.00457894j -0.00536142-0.00754624j 0.0097833+0.00337657j -0.013366+0.0324484j 0.00649526-0.00702623j -0.00898249+0.00852055j 0.00999978-0.00287179j 0.0301216-0.0107207j 0.0062284-0.0071239j -0.00300163-0.0485137j -0.0117201+0.00541008j 0.0241303+0.00282596j -0.00524302+0.0221225j -0.00100543+0.0461471j -0.00447474-0.0241229j -0.0067795-0.00291655j -0.0133241-0.0321721j 0.0158162+0.00571862j -0.0205606-0.00846007j -0.0137437-0.00580605j -0.010149-0.00774938j 0.0181545-0.0338842j -0.00851528-0.0125978j 0.0134633+0.00317849j -0.0195978+0.0144149j -0.00207379-0.0154319j -0.0154017+0.0225418j -0.0270518+0.00948218j 0.0200875+0.0111781j -0.00193534+0.00535477j 0.0154409-0.00745317j -0.0262976-0.0188443j 0.00546932-0.0253582j -0.0132404+0.0114268j -0.0262637-0.00526849j 0.0229562+0.000565826j -0.0239098-0.00155916j -0.0205491+0.0120545j 0.0106217-0.000364082j -0.00904486+0.00198083j -0.00279901-0.0007279j 0.00176006-0.00779183j -0.00815738+0.00102983j -0.00155614+0.00260426j 0.00846002-0.00917003j -0.0104859-0.00465121j -0.00206359+0.00419085j -0.00116789+0.00146963j 
0.000853832+0.0023034j 0.00118948+0.00156713j -0.0133722+0.0175138j 0.00143831-0.00241843j -0.0016362+0.0108599j -0.00336131-0.00240037j 0.0168928-0.0243948j 0.0142837+0.00798558j -0.0110569-0.0118936j 0.0099698+0.0170968j 0.00319617+0.0121968j 0.0131523+0.00883067j 0.00460503+0.00200288j -0.00119489+0.00192219j -0.00998616-0.0226604j 0.00248014+0.00724485j 0.000800273-0.0127712j -0.016843-0.00895511j -0.00654106-0.00598978j 0.0204319+0.00697225j -0.01221-0.0139296j -0.0163181-0.0175467j 0.00278551+0.00922388j -0.0025647+0.00133968j -0.00377757-0.0193865j -0.00963482-0.0147383j -0.0122452+0.011888j 0.00395515-0.00850585j 0.00376283-0.0104852j 0.00346079-0.00614575j 0.000706327-0.0101226j -0.00747905+0.00549744j 0.0125027+0.000866651j 0.00558203+0.00623357j 0.00611749-0.00614065j -0.00415827+0.00923459j -1.60981e-05+0.00402325j -0.0171248+0.0119835j -0.00102233-0.0166274j -0.0161373+0.00841855j -0.00241589-0.00064771j 0.00796466-0.00745264j -0.00526343+0.00352609j 0.0153001-0.00934572j 0.0131364-0.0131659j 0.0118215+0.0063745j 0.0102283-0.00243551j -0.0255466-0.0130534j -0.0186857+8.65076e-06j -0.012979-0.000200215j 0.0134124+0.0115648j 0.0139315-0.00661363j 0.00416357+0.00642289j -0.0171662+0.000249429j 0.0175939+0.023796j 0.00553622+0.0118042j -0.00584248+0.00234754j 0.00512413-0.0295143j -0.00759496-6.94569e-05j -0.0111419-0.0108043j 0.00631668+0.0184251j 0.0176964-0.00181877j -0.0102866-0.0312678j -0.00795109-0.00491306j 0.0214101-0.0203866j -0.017359-0.00661012j -0.0100267-0.0153842j 0.00450919-0.00441431j -0.00632367-0.0136489j 0.00105246+0.00539294j 0.0076746-0.0111795j -0.00863018+0.00585679j -0.0121144-0.00939884j -0.0189772+0.026786j 0.00293568+0.0131792j 1.15414e-05-0.00261317j 0.00504206-0.0202597j 0.00814778+0.00623609j -0.0145646+0.00718568j 0.0130564+0.0185579j -0.0232531+3.35286e-05j -0.0207779+0.00554806j 0.00865752-0.0167076j 0.00204387-0.0177887j 0.0216292-0.00451472j 0.00197546+0.0196952j -0.0231569-0.00404148j -0.00722224-0.00365404j -0.00194935+0.0038862j -0.00214265-0.0017082j 0.00368393+0.00919954j -0.00396576+0.0133039j -0.0100364+0.000659309j -0.00172165-0.00384654j -0.00701443+0.00340537j 
