0.0656593-0.103643j 0.0988638+0.0186753j -0.0432616+0.0648805j -0.0304771+0.291974j -0.00956305+0.107553j 0.182485-0.0327493j 0.185267-0.24014j 0.182398+0.00855022j -0.355764+0.0332667j 0.166748-0.336484j -0.0236008-0.0943923j 0.0349661+0.147408j 0.146295-0.0643279j 0.172412-0.165223j 0.510348-0.00259867j 0.0438629-0.0457372j -0.0485817+0.104572j -0.00452377+0.0120814j -0.195284+0.233955j -0.0566908+0.124038j 0.045576+0.0755416j -0.0611754+0.409324j -0.215688+0.298369j 0.156848+0.338956j 0.164945+0.119903j -0.366342-0.648787j 0.290031+0.143683j 0.0435827+0.0330811j -0.513132-0.212934j -0.188509+0.327544j 0.676043-0.10604j 0.0560558+0.0978204j 0.141629-0.182599j -0.274473+0.41614j 0.181071+0.201411j 0.252492-0.151365j -0.422688-0.157529j -0.0818186+0.0298849j 0.128343+0.407477j -0.35211+0.0198749j -0.0498223+0.754653j 0.472902+0.587795j 0.917285+0.0105605j 0.0667119+0.476984j 0.762149-0.292762j 0.751535+1.38325j 0.236554-0.479343j -0.103872+0.530051j 0.292234-0.610425j -0.938312+0.257186j -0.99257-1.64007j 2.40296-0.939874j 
0.293755+0.490639j -3.92168-2.061j 8.48145+1.76413j -8.46999-6.53511j 8.90585+5.4296j -23.649-11.4388j 1.98539+4.29364j -30.0294-14.21j 29.3434+16.9281j -6.3823-4.26371j 49.8977+19.9594j -23.9839-11.8002j -28.0202-11.6278j -44.7939-20.5413j -16.3614-8.51457j -96.1441-40.4945j 62.4912+27.5009j 5.84502+2.34875j -25.2512-9.8849j -19.2919-10.4683j -18.5052-6.91237j -106.205-44.618j 2.24155+2.18129j -82.3463-31.9552j -4.44882-3.17356j 40.6082+73.7475j -7.72864+36.7633j -3.953-1.35591j 83.9489+31.4972j -3.12534-2.27254j -109.53-41.456j -19.4603-8.4614j 21.2154+9.66112j 25.7875+8.74665j -7.63143-2.12666j 65.1833+22.8449j -99.9443-36.1397j 17.3884+6.08209j -48.0691-17.3464j -29.0045-11.2834j -25.8283-9.87764j -52.1769-17.1427j -7.49258-3.64072j -33.4898-12.8671j -31.391-12.5804j -3.60392-1.45716j 26.3545+10.3859j 10.9347+3.0055j -11.2088-4.4551j -8.17539-1.54801j 4.75876+1.38662j -0.843486-0.0286146j 
1.12371+0.263264j -10.3526-0.757192j 19.2707-1.00672j -23.2252-1.2785j 23.1345+1.21356j -59.8256-0.476058j 7.54742+2.70207j -76.8023-0.968531j 77.9761+2.68161j -16.9112-0.68543j 124.163-2.02146j -60.6801-0.737982j -69.3269+1.57704j -112.823-0.0134031j -41.2152+0.22579j -238.181+3.90889j 153.964-2.04413j 15.3187-0.564612j -62.2468+0.961629j -52.4309-0.237369j -45.7136+1.28781j -263.378+6.83478j 5.7435+1.07533j -200.614+5.28792j -10.8226-0.285518j 151.203+117.013j 19.0713+81.2566j -11.3584+1.35149j 200.371-7.97689j -6.70874-0.487889j -263.298+12.5603j -46.3191+1.11654j 51.568-5.06624j 63.6141-1.93965j -14.2445+2.42603j 155.513-9.74121j -238.428+13.9674j 40.745-3.52628j -114.163+8.10987j -70.1769+4.85291j -62.079+3.91119j -124.23+7.75147j -16.5286+0.814678j -76.2141+9.56659j -76.2792+6.65829j -8.4798+1.59067j 61.2963-5.53039j 23.5305-4.63337j -22.384+3.64038j -20.4174-0.169573j 9.43255-0.720138j -0.911571+0.181658j 
-4.45977-1.67177j 35.7574+2.89957j -67.9294+2.48702j 81.5193+9.27418j -80.5929-7.06423j 211.886+11.984j -26.39-9.95451j 268.686+14.1469j -272.349-22.584j 58.877+5.13522j -437.2-10.2651j 214.846+11.0616j 245.694+5.35894j 397.467+16.4938j 145.344+6.84987j 840.02+20.2278j -545.871-14.0447j -50.0512-1.65448j 219.872+1.93018j 178.405+8.68857j 162.739+2.64313j 926.698+13.2404j -19.8712-2.87705j 706.272+2.97324j 35.2275+3.60656j -519.103-431.812j -53.1151-289.543j 35.5694-2.10517j -707.586-1.52596j 21.1013-3.56195j 927.815-7.19454j 161.698-0.0344743j -179.193+6.79855j -220.239+2.92233j 49.2439-1.33808j -547.457+9.05136j 842.308-15.2038j -146.015+5.45336j 397.603-12.2711j 246.917-3.25065j 215.425-9.29196j 436.103-7.43425j 59.481-4.55483j 275-21.5516j 270.162-12.0075j 28.2424-8.78947j -213.997+9.87387j -80.2285+5.64016j 82.3181-8.03424j 69.0018+3.07999j -35.8076+1.17532j 4.24577-1.08673j 
0.583282+0.341729j -3.18915-0.386574j 6.68991+0.00157768j -8.33469-1.15865j 7.26869+0.686132j -20.3001-1.22864j 2.20777+1.5039j -25.9827-1.12416j 26.2181+2.79003j -5.22282-0.3653j 42.0013+1.80554j -20.736-1.42933j -22.9319-1.15219j -38.1978-2.08021j -14.5049-0.787039j -81.205-3.66531j 53.2595+2.91377j 4.83944+0.789993j -21.3439+0.0670397j -17.4083-1.31801j -15.4399-0.731158j -90.2198-2.82773j 1.43595+0.7619j -69.0413-0.84655j -3.08836-1.13275j 48.9581+42.1844j 6.35773+28.3411j -2.28915+0.451437j 68.6594+0.580945j -1.88201+0.153976j -88.1281-0.99033j -16.1976-0.320168j 19.6848+0.0291839j 21.5081+1.05429j -4.55412+0.384661j 53.3205+0.00426973j -82.4862+0.628572j 14.4372-0.505508j -37.8904+1.31123j -24.2817-0.26983j -18.8282+0.966078j -41.6637+0.230313j -8.23472-0.241912j -26.5211+0.996169j -25.8951+0.861527j -3.574+0.128728j 20.5555-0.679816j 8.22093-0.567867j -8.85265+0.399241j -5.67325-0.995267j 3.36095-0.542845j -0.544285-0.0515486j 
-1.05645+0.141351j 6.62571-0.313136j -12.8324+1.66798j 16.0897-1.51704j -16.0716+1.35438j 41.5703-4.78981j -5.22259-0.138949j 52.5438-5.63208j -53.9613+5.27814j 11.5677-1.36976j -84.5132+10.5511j 41.4426-5.01365j 47.6418-6.76449j 76.6962-9.36726j 28.4073-3.89073j 162.353-22.251j -104.806+15.4638j -10.7571+0.63082j 41.8434-5.81418j 35.1674-4.07792j 31.4124-4.63012j 178.532-25.7964j -4.31861+0.151629j 134.566-19.7206j 7.28079+0.312708j -112.154-66.5336j -19.0716-54.057j 6.9255-1.18569j -135.65+20.4991j 2.36351-0.693544j 176.849-29.8048j 29.7867-4.31589j -34.3285+7.74411j -41.8561+5.86002j 10.0825-1.70698j -105.343+19.1561j 160.497-28.6826j -27.9605+6.70635j 75.5817-14.0552j 47.1858-7.95976j 39.9304-8.04843j 84.2199-14.5755j 9.92892-3.05927j 51.1047-14.8911j 50.0408-11.4411j 3.57611-2.62354j -39.949+7.42279j -16.3589+4.40192j 15.066-5.22816j 13.5699+0.155392j -6.21574+1.88681j 0.334081-0.786101j 
2.2164+0.447252j -15.9769+0.563784j 30.0994-3.32794j -36.8776+0.953354j 37.1432-1.41266j -95.187+5.14044j 12.8429+1.30533j -120.702+7.63248j 123.17-5.71859j -26.7421+1.67213j 194.556-15.4859j -96.0228+5.96863j -109.667+9.22427j -177.117+12.4145j -64.9178+4.98774j -374.766+31.7908j 243.395-21.4801j 22.6943-1.6829j -98.5893+9.24571j -80.1074+7.53079j -72.3402+6.20718j -412.568+39.7046j 10.3609-0.668851j -314.171+32.4412j -15.6672+0.176653j 251.549+167.012j 37.0509+125.248j -14.7233+3.76217j 313.158-31.9125j -8.91985+3.336j -409.757+49.0072j -70.2664+8.2049j 78.1734-13.8685j 98.6501-11.835j -21.0836+3.35259j 241.32-31.9171j -372.07+47.4728j 64.2956-10.4074j -174.578+26.307j -107.612+13.3639j -94.5462+15.7665j -192.619+24.8306j -26.1812+5.78054j -120.613+24.0465j -117.192+19.3095j -11.3113+6.96035j 92.2573-14.3506j 33.7095-8.21436j -35.4665+8.4804j -30.244+0.529797j 15.0697-2.24969j -1.51679+1.15756j 
0.463064+0.327822j -4.08748-0.115494j 8.14537-0.172076j -9.966-1.33137j 9.60379+0.301616j -25.6-0.801497j 2.77998+1.02019j -32.8209-1.0325j 32.7005+2.10943j -7.07898+0.025504j 52.1805+0.464727j -25.8143-0.889533j -28.9541+0.312038j -47.5635-0.920536j -17.5523-0.68519j -100.266-1.33371j 64.9079+1.38384j 5.59268+0.547545j -26.8197+0.169051j -21.3123-0.73526j -19.2271-0.0202886j -111.343-0.846242j 1.87467+0.0930284j -85.505+0.372212j -3.37216-0.307502j 62.9739+50.6103j 7.07264+35.7736j -3.83041+1.33659j 85.2525-0.999571j -2.37539+0.772862j -110.403+3.48472j -19.4491+0.0914286j 21.6031+0.645971j 25.9124-0.165244j -6.2055+0.592445j 65.4684-1.7194j -101.583+2.16898j 17.6307-1.20861j -48.2119+2.84709j -29.3355+0.392132j -25.4234+3.33045j -52.2518+2.0308j -7.29469-1.5005j -31.9633+2.78296j -32.3849+2.16186j -2.70827+0.227844j 25.209-1.76339j 9.93149-0.544714j -9.79934+0.302243j -7.53463+0.17566j 4.66089-0.620656j -0.320819-0.0364759j 
-4.33343-1.77504j 34.5966+4.10801j -66.4744+1.42685j 78.9178+11.4781j -77.8269-10.5481j 205.62+17.5429j -25.3966-11.599j 260.375+21.5754j -263.681-30.8847j 58.068+6.4334j -424.745-21.6207j 207.905+16.9721j 238.748+11.6196j 384.701+26.2758j 140.454+10.7265j 815.059+43.1866j -529.247-28.5085j -49.3106-4.3855j 212.781+8.91184j 173.136+14.8857j 158.018+7.42517j 901.293+39.4101j -18.9794-4.79791j 687.229+22.4209j 32.9317+3.21915j -492.012-434.668j -42.3175-282.463j 32.9401-0.954343j -687.664-19.2686j 19.6281-2.60732j 903.098+17.9871j 158.702+2.58175j -174.113+0.616753j -215.403-3.3947j 50.2433-0.797844j -531.656-6.5661j 820.13+10.194j -141.432+1.31058j 386.446-0.309711j 238.77+2.05366j 209.278-2.83509j 425.046+4.34089j 57.8965-3.03915j 267.532-10.2777j 263.84-4.49121j 26.5279-6.3773j -206.719+5.01719j -79.2657+4.29526j 80.8163-5.42207j 66.6852+3.99867j -34.6811+0.602413j 3.78758-1.02671j 
1.624+0.791058j -11.4091-1.76189j 22.4078-0.251964j -25.8017-5.09667j 25.7738+4.86635j -66.9802-8.89348j 7.9746+4.12887j -86.195-9.69437j 86.7036+13.9301j -19.4406-2.89219j 140.071+11.2443j -68.1679-9.06031j -79.0966-7.84632j -127.278-14.0976j -46.3091-4.96245j -269.431-25.0166j 173.964+17.655j 15.808+1.95453j -71.5092-5.29299j -56.099-8.65605j -51.4109-3.23706j -297.659-24.7424j 6.09921+1.43196j -226.132-14.8991j -11.9613-0.829432j 158.274+150.661j 10.6897+93.9899j -11.366-0.522528j 227.588+15.6705j -5.68027-0.61216j -298.447-17.2986j -51.1368-2.95503j 58.5409+2.18751j 70.44+4.4121j -16.1359-0.0749016j 175.347+8.37576j -271.247-12.9063j 46.1868+1.95756j -129.087-4.81378j -78.9975-2.35966j -68.0285-2.55675j -142.12-6.46468j -19.3158+0.383206j -88.7153+0.17381j -88.0663-1.96171j -9.91133+1.24886j 69.0081+1.45331j 26.1383-0.326111j -28.4036+0.617455j -21.386-1.03747j 11.2978-0.0496575j -1.2215+0.00257816j 
-0.327418-0.818923j 5.11936+2.5963j -10.2587-2.37132j 10.5315+7.72872j -11.1802-6.76965j 30.0847+14.9797j -3.13876-5.08208j 38.2132+18.9634j -37.7909-22.1264j 7.60164+5.22307j -63.9226-26.5783j 30.6221+15.4516j 35.7533+15.3624j 56.9813+27.2276j 21.1309+11.2212j 122.248+53.8445j -80.7353-36.7641j -7.08827-2.36122j 32.7369+13.4464j 25.6878+14.2464j 23.9257+9.79948j 137.164+57.9604j -2.21119-2.64448j 104.909+41.64j 4.30201+5.092j -51.563-95.1899j 9.86446-47.8278j 6.12302+3.55859j -103.827-41.1114j 3.33843+1.99865j 141.384+55.2854j 23.1331+9.0239j -27.5039-12.6543j -33.6567-11.553j 6.77697+1.35174j -83.9049-33.4905j 128.02+49.0287j -22.65-9.04562j 62.37+23.1836j 37.4635+15.5306j 33.2937+13.2761j 67.4215+24.422j 9.27154+4.25072j 44.6497+17.3288j 40.4374+15.0561j 5.41927+2.55896j -32.3876-12.3789j -13.1596-5.12108j 13.4785+5.32174j 10.178+2.80353j -5.86483-2.21693j 1.02085+0.739857j 
-4.87917-1.668j 36.6319+2.09096j -70.9324+3.74054j 85.4356+6.27552j -84.2415-5.17354j 221.188+6.42294j -28.5826-8.75093j 279.859+6.34641j -284.69-14.1891j 62.8382+3.42214j -454.052+0.531486j 223.132+4.58558j 256.195-1.291j 412.907+3.78814j 151.639+1.63587j 872.372-3.86585j -568.773+2.70422j -51.5947-0.922856j 227.929-3.5557j 186.214+2.89077j 167.865-0.991831j 964.005-11.2915j -21.5794-2.10938j 733.776-15.9135j 37.2789+2.00729j -550.599-433.666j -62.6835-298.34j 35.6637-4.81915j -733.039+19.2339j 20.8499-5.42697j 964.329-34.9569j 167.948-5.89398j -185.344+14.0869j -230.538+7.06134j 52.1307-3.48752j -566.988+26.7402j 871.268-38.198j -151.589+11.6933j 412.249-26.7484j 255.353-11.282j 223.503-16.1917j 453.706-20.4305j 62.0993-7.75302j 283.073-29.8454j 278.706-20.6351j 26.5484-11.7339j -220.179+18.3862j -83.9001+10.5149j 85.5146-11.8214j 70.8241+1.87837j -36.345+3.12873j 3.93364-2.25699j 
-2.32652-1.26974j 19.8789+2.65366j -38.6188+0.330439j 46.2696+8.06861j -45.3781-6.27064j 119.008+12.5735j -14.8838-7.58495j 151.661+15.6748j -152.366-20.9795j 32.8521+4.16263j -246.088-17.6682j 120.517+13.2294j 138.257+9.28557j 223.53+20.0633j 81.616+7.19928j 473.878+34.1392j -307.732-22.2396j -28.0591-2.96314j 124.034+7.00583j 99.5114+10.3404j 91.0744+4.75218j 523.819+32.1944j -12.8034-4.34792j 398.206+21.6744j 19.5265+1.80848j -281.268-258.154j -22.6475-164.821j 20.303-0.88149j -397.48-18.4781j 11.9701-1.12825j 524.327+20.6735j 90.8754+3.7164j -100.519-1.94687j -123.481-5.69353j 27.6566+0.184581j -309.456-9.68816j 475.289+14.0145j -83.8465-0.679468j 225.778+5.60898j 138.127+4.55859j 121.004+0.447341j 246.914+7.19818j 33.2982+0.589381j 156.825-1.82036j 153.513+0.730012j 16.0245-2.83468j -121.57+0.734238j -46.2936+1.69943j 47.2789-1.6117j 38.2464+2.64012j -20.2655+0.259646j 1.96112-0.602249j 
-1.76344-0.590747j 13.2863-0.0121046j -26.0232+2.12583j 31.527-0.430968j -30.8239+0.119107j 80.0728-3.24049j -11.0395-1.50826j 102.854-4.36101j -104.538+2.18507j 23.3375-0.0829159j -165.465+10.753j 80.5643-3.72031j 92.3367-5.70103j 150.256-8.04713j 55.6734-3.66135j 316.018-21.1253j -204.622+14.8709j -18.9755+1.12248j 83.0923-5.54275j 66.4822-4.58025j 61.723-5.18102j 348.98-26.0682j -8.87908-0.336759j 265.52-23.2513j 15.2728-0.137499j -208.857-145.494j -30.1754-106.059j 12.4464-3.18456j -264.628+22.8127j 6.28264-3.47326j 347.276-35.3002j 60.208-7.21625j -67.3104+10.2138j -81.7223+7.75767j 18.8444-2.79952j -204.603+24.4288j 314.102-35.1302j -54.0497+8.72663j 148.465-18.9661j 92.5064-10.7771j 78.9138-12.6916j 163.386-16.399j 22.5338-4.94387j 101.247-19.4986j 100.615-13.6013j 9.3764-4.958j -79.0989+11.7048j -29.7057+6.72308j 30.9791-5.78065j 26.1988-1.03766j -12.9584+2.62507j 1.13184-1.38275j 
-0.617351+0.167932j 2.00136-0.775075j -3.49098+1.12931j 4.80782-1.68258j -4.6105+0.842877j 11.4582-3.46659j -1.39914+0.687545j 15.4617-4.50252j -15.6616+4.76147j 3.65687-1.69405j -23.6931+7.12825j 12.0522-3.8215j 13.1238-4.32342j 22.1693-6.65742j 7.92696-2.9956j 46.9312-15.8275j -29.442+10.509j -2.51317+0.707475j 10.6919-3.58266j 9.61001-4.13788j 6.29237-1.70871j 50.0657-17.887j -0.341861-0.231024j 38.5702-14.6594j 2.93296+0.244712j -36.4353-13.1249j -8.6031-14.6653j 2.26662-0.472093j -37.4663+13.2989j 1.52409-0.47467j 49.0754-19.7547j 8.1788-3.6594j -9.22799+4.28871j -13.0277+3.55553j 4.1342-2.27888j -29.9394+10.8728j 43.5572-17.1933j -7.64308+2.95099j 20.6884-8.54181j 11.6539-5.5888j 10.992-5.09183j 23.5855-7.85731j 3.10447-1.2337j 14.0933-8.21372j 14.1764-6.33236j 1.00412-1.21771j -11.347+4.13254j -4.31879+2.18005j 4.75051-1.86285j 3.3391-0.566535j -1.93488+0.991946j 0.0954066-0.396574j 
-0.571292+0.201444j 4.68055-1.45698j -8.57049+2.3372j 11.6322-3.92002j -11.2447+3.6908j 28.5487-8.61177j -4.40654+1.33147j 35.4606-11.4821j -37.2561+11.9058j 8.03957-2.58296j -56.3293+18.3369j 28.6899-9.02854j 32.0432-11.0094j 52.9053-18.0863j 18.9233-6.90457j 108.609-37.5783j -71.0085+23.7476j -7.46232+2.80679j 28.5988-9.80277j 24.0576-9.18112j 21.0366-7.49632j 120.304-40.7838j -3.70627+1.22641j 90.6738-31.4438j 4.36013-0.698012j -86.4017-31.0906j -19.762-33.855j 2.75779-2.33717j -89.6544+33.4137j 1.81639-2.48452j 118.159-43.2661j 19.7034-9.50495j -21.8599+11.9056j -28.0822+8.60954j 7.20092-2.99555j -68.5211+26.7974j 104.082-42.139j -18.6463+8.35819j 50.6349-21.0072j 29.0025-11.9601j 25.8062-11.3855j 54.4248-20.0137j 6.85522-4.11957j 32.2417-16.9958j 32.6442-15.2131j 2.32697-4.89705j -25.9881+12.4838j -9.55883+5.54353j 9.03488-6.23283j 8.92551-1.60155j -4.05896+2.00556j 0.366125-0.798669j 
-3.12872-1.37051j 24.5902+1.75304j -47.7292+1.71736j 57.0478+5.50914j -56.8562-5.0803j 148.088+7.53603j -19.2819-7.00457j 188.804+8.604j -191.592-14.2734j 41.5686+2.89559j -305.463-5.805j 149.436+5.83518j 172.367+3.80232j 276.82+9.47003j 102.516+4.4247j 588.537+10.5289j -383.022-7.47645j -34.9955-1.637j 153.632+1.18872j 125.191+5.50962j 113.314+0.79605j 648.123+6.43435j -15.2572-1.8391j 493.976+0.0269235j 22.5122+1.22615j -364.749-300.63j -37.4891-202.072j 25.1804-2.63j -494.777+3.08901j 14.2781-3.16284j 648.727-7.28707j 114.086-1.1571j -125.522+5.39406j -154.152+1.34067j 34.6927-2.14728j -381.997+9.47784j 588.745-13.195j -102.742+4.72777j 278.1-9.27772j 173.688-2.53459j 150.774-7.12207j 306.553-6.03088j 42.2251-3.93524j 191.308-14.1517j 188.474-10.8257j 18.8241-6.58405j -148.238+8.38972j -56.691+5.21096j 58.1137-5.63406j 47.5938+1.69587j -24.5771+1.84363j 2.73341-1.29324j 
2.94014+1.12674j -20.2362-1.97486j 39.2456-0.680496j -46.9181-6.68498j 46.1582+6.05614j -122.042-11.0311j 14.7887+6.82631j -155.153-13.2904j 156.887+18.6582j -35.1756-4.23334j 252.077+14.5367j -123.817-10.7334j -142.222-7.79247j -229.335-15.3575j -84.3271-6.24897j -485.741-26.3721j 316.674+17.5888j 30.3875+2.52241j -127.869-5.60634j -102.121-8.61295j -94.4655-3.82937j -535.159-23.6228j 10.457+3.6104j -408.78-14.9559j -20.9463-2.79025j 292.858+257.821j 25.61+168.656j -20.6914+0.0842484j 408.145+11.7403j -12.4129+0.705339j -538.449-12.1115j -94.5936-2.83195j 103.978+0.968968j 126.783+2.50123j -27.48+0.830186j 315.896+4.52475j -486.384-6.71771j 85.3717-0.687768j -230.421+0.436255j -141.959-0.686336j -125.959+1.15505j -252.778-1.70329j -34.8426+0.829977j -158.65+6.10858j -156.965+2.53088j -15.7941+4.24442j 123.546-2.42055j 47.7522-2.51855j -48.5721+2.18542j -38.7577-2.44564j 20.927-0.38196j -2.48001+0.979576j 
2.23312+0.568368j -16.7373+0.100142j 32.1573-2.68802j -39.455-1.40181j 39.4303+0.0768001j -100.968+2.16668j 13.2851+2.9872j -127.895+2.48118j 130.433-1.02431j -28.8366+1.02974j 205.644-9.19824j -100.617+2.92687j -116.535+5.83281j -187.584+6.45624j -69.7707+3.0777j -397.612+18.5238j 259.012-13.6228j 23.2971-0.319068j -103.82+6.03997j -85.2298+4.38694j -77.0936+4.88449j -439.089+24.7163j 9.64478+1.95068j -331.775+22.0217j -17.491+0.786627j 258.829+186.379j 35.0453+134.72j -16.6779+2.94514j 332.665-24.859j -9.1721+3.05483j -435.828+35.6888j -75.7145+6.70015j 83.337-12.0188j 102.471-8.28862j -23.3032+3.62896j 256.754-24.3031j -395.029+36.6504j 69.1728-7.40596j -184.421+19.0999j -115.486+10.7794j -100.635+12.9692j -204.645+17.8092j -26.5134+5.04136j -126.746+19.0949j -126.047+14.938j -11.1323+6.11049j 100.059-11.8319j 37.741-6.7298j -37.8834+7.35736j -32.1289+0.375314j 16.6524-2.47j -1.57646+1.68858j 
-0.175892-0.361351j -0.0234723+0.194244j 0.182322-0.0402333j -0.40395+0.256885j 0.995745-0.692994j -1.20002+0.656038j 0.281126+0.189894j -1.16456+1.71107j 1.34364-1.47974j 0.327489+0.428219j 2.23523-2.00506j -0.717094+1.11798j -1.33692+0.942514j -2.53196+2.24206j -0.520596+0.68941j -2.869+4.76261j 2.18518-1.78565j 0.761447+0.185268j -1.71492-0.0732798j -0.78039+0.638063j -2.80872-0.944377j -3.17399+3.54102j 1.02101+0.65406j -1.44139+2.71318j -0.299091+0.824117j 4.04421-0.733486j 1.69334+0.632185j -0.0521258+1.13937j 3.23455-3.18759j -0.30925+0.762733j -2.40066+2.75077j -0.601998+0.832974j 0.990848-1.16984j 0.649712-2.23456j 1.05042+1.41007j 2.17-3.56493j -3.53228+3.40689j 1.19855-0.626843j -1.92955+1.39513j -0.734401+0.357801j -0.623316+0.925501j -1.99744+2.51433j -0.292409+0.537868j 0.216849+1.2514j -0.799144+1.45257j -0.553942+0.537882j 1.56868-1.67301j 0.423038-0.665507j -0.403507+1.38391j -0.541535-0.107146j 0.010871-0.186712j 0.038109-0.0203233j 
-1.97545-0.529015j 14.8063-0.582746j -28.0315+2.79566j 34.7736-0.885263j -34.3213+0.438954j 88.6643-4.00667j -11.9036-1.94066j 112.671-5.18083j -115.439+3.34431j 25.605-1.19961j -180.676+12.384j 89.9704-5.63746j 101.712-6.73656j 164.544-11.1071j 60.4454-3.08005j 349.078-24.3574j -227.853+16.1848j -20.3422+0.914207j 90.993-7.22015j 74.6664-5.02772j 67.3482-5.00456j 384.537-32.1142j -9.65269-0.115095j 291.462-26.2747j 15.5573-2.42102j -231.508-158.568j -33.0975-116.928j 14.9092-2.15958j -292.429+26.8385j 8.15126-2.76974j 381.263-40.4038j 65.483-5.7032j -72.8845+11.2812j -91.0366+9.04207j 20.2437-4.25147j -225.545+27.5216j 345.172-38.6369j -60.0179+8.30664j 161.725-21.9971j 100.782-9.02671j 88.2028-11.9118j 179.884-18.9275j 24.5168-4.8438j 110.15-20.6692j 111.068-16.5577j 9.86848-6.29385j -86.3521+13.342j -32.5433+6.74782j 32.974-7.10576j 28.1226-0.812179j -14.4321+2.6358j 1.5795-1.36821j 
-1.40817-0.576092j 8.5168-0.939242j -15.4625+2.48891j 20.0733-2.04189j -18.8886+1.90769j 49.1246-5.22231j -6.90988+0.499361j 62.5176-6.87207j -64.0236+6.30569j 14.2347-0.452729j -99.2768+12.4221j 49.5787-5.19329j 56.3874-7.24586j 92.5256-11.1544j 34.2365-4.22185j 193.858-25.4033j -126.697+17.082j -12.0284-0.549876j 50.3826-6.18405j 41.3054-7.03636j 37.5426-4.71325j 213.494-31.6052j -4.26285+1.84201j 161.335-23.5157j 8.39614+0.318379j -135.42-80.1755j -22.9599-64.0151j 7.00145-2.03146j -161.491+25.4869j 3.6298-1.79359j 211.748-34.6231j 36.3171-5.48334j -39.1238+8.92634j -50.1463+8.45801j 11.2592-3.62047j -123.696+23.761j 189.824-35.0548j -33.3432+7.10714j 90.3186-18.0836j 56.9196-11.1559j 48.6155-9.37599j 100.385-17.7491j 12.9718-3.43464j 61.5214-17.2247j 61.1381-12.8529j 5.43333-4.61759j -47.585+10.6561j -18.1391+4.77076j 17.5275-5.01876j 15.2895-1.48812j -7.75162+1.70633j 1.02712-0.772012j 
-5.05593-3.22545j 40.799+5.85323j -80.38-0.921907j 94.417+17.9898j -93.7798-15.9163j 247.408+30.3819j -29.7725-16.5903j 313.681+38.4742j -316.284-51.0825j 69.7935+11.9883j -511.532-44.7175j 250.352+30.1306j 287.638+25.3571j 465.516+49.4139j 170.659+19.2008j 985.525+88.0405j -639.313-60.9594j -57.967-5.83794j 257.968+19.2979j 208.496+27.2349j 189.932+14.9894j 1088.09+87.9172j -23.4262-8.6277j 829.561+57.3667j 40.2419+6.86661j -577.98-547.286j -38.1366-345.268j 42.6424+0.690685j -831.172-54.8576j 23.9076-1.66745j 1092.9+62.9456j 191.381+10.5772j -211.609-9.32928j -259.154-14.9927j 60.4948+1.93975j -643.958-33.6576j 992.633+47.4848j -173.87-6.50656j 470.434+16.1875j 290.433+14.4015j 254.452+7.73643j 514.977+23.3446j 71.0615+0.22068j 325.435+1.8825j 319.284+8.03867j 33.1732-6.25442j -252.62-4.82786j -97.4012+0.713958j 98.9259-0.8417j 79.3537+6.34614j -42.213-0.753342j 5.28043-1.50224j 
0.134479+0.212955j -1.93619+0.442619j 3.17662-0.370294j -3.8048-0.40212j 4.19709+0.0417829j -10.5606-0.42556j 1.5481+0.0568908j -13.3866-0.330979j 14.5788+0.74501j -2.81858+0.16541j 21.0894-0.187273j -10.7487-0.402162j -11.5315-0.0166553j -19.3897+0.541267j -8.09356+1.45301j -40.6687+1.20698j 26.1359-0.532275j 2.28146+0.558481j -10.8243+1.15156j -10.4067+1.61815j -8.04484+0.378406j -44.1221+0.291316j 0.081091-0.460626j -34.5494+1.33885j -1.9373-0.540353j 26.5755+19.7638j 3.12387+14.0397j -1.22376+0.461313j 34.3695-1.93368j -0.934429-0.748218j -43.6942+1.92141j -7.91059+0.413268j 10.1331-2.03824j 11.5533-0.716087j -1.86961+0.232784j 26.0167-1.39857j -40.7026+2.4127j 8.45981-1.13531j -19.5201+1.57094j -11.5735+0.303843j -10.1451+1.16321j -20.8673+1.32614j -3.02014+0.141822j -13.116+2.91444j -12.921+1.53236j -1.36665+0.710644j 9.96662-1.21365j 3.91214-0.631731j -3.52853+0.513865j -3.41849+0.00945315j 2.10658-0.182616j -0.0896772+0.108329j 
-3.90298-1.30453j 32.3696-0.492769j -60.4165+4.75015j 74.8364+1.23088j -74.0524-1.11473j 191.507-2.2637j -25.3024-4.99735j 241.901-4.06465j -246.794-1.28831j 54.2723+0.242467j -390.363+15.3108j 192.768-3.84058j 219.97-9.60123j 357.777-9.88041j 133.08-3.87933j 754.717-31.3897j -488.579+22.6238j -45.8356+1.98998j 197.536-10.2679j 162.271-4.85603j 145.675-6.80413j 829.158-42.1938j -18.2392-1.16147j 631.027-37.4396j 31.9929+0.190598j -489.367-357.257j -63.2442-253.356j 30.8735-5.12723j -630.704+39.0822j 17.0212-6.17658j 826.075-62.1735j 144.248-10.1712j -159.583+18.5936j -196.066+12.4521j 43.9608-3.92935j -484.889+42.4359j 748.538-61.486j -130.264+12.3572j 353.924-34.7759j 218.405-17.5627j 190.648-21.4174j 389.018-31.4456j 52.6995-8.35867j 241.41-36.8794j 238.781-27.2623j 22.7251-12.1103j -188.394+21.7304j -71.5062+11.5337j 71.6912-13.2631j 60.8227-0.603151j -31.2092+3.99811j 3.7761-2.37642j 
