-0.00506325+0.0171801j 0.00898803-0.00566299j -0.00280669+0.0125413j -0.0116201-0.0613921j -0.0148566-0.0309971j -0.026408+0.0308922j 0.0136935-0.00866667j 0.0182465-0.0324315j -0.0407413+0.0239402j -0.0163181+0.00888475j 0.0981801-0.0376083j 0.00578409+0.0388718j -0.0551048+0.0223073j -0.0407117-0.0457521j 0.00367345+0.000781228j 0.0536853-0.00237222j 0.0341446+0.0865016j -0.0197549+0.0570985j -0.117796-0.0611242j -0.00665642-0.0197074j 0.0519303+0.0614536j 0.0304716-0.0260472j 0.0585074+0.0163104j -0.0466671-0.0180909j 0.051174+0.0213283j -0.0233328+0.0280296j -0.037694+0.0660117j 0.0220144+0.00444134j 0.051566-0.00669399j -0.00387802-0.0228919j -0.122823-0.121922j 0.129908+0.0767211j -0.0133765-0.106555j 0.0521866+0.0674213j 0.0434356-0.026283j -0.00918255+0.01861j -0.0158394-0.0173888j 0.00547979-0.00236249j 0.00734971-0.00455025j 0.0154636-0.0614419j -0.0222448-0.00940133j -0.100699-0.0640036j 0.000821798-0.00368483j 0.026038+0.0464954j 0.0367732+0.0495777j -0.128748+0.133744j 0.00913449+0.0280763j -0.043636+0.0678836j -0.00611574+0.0105827j -0.0373958-0.0618796j 0.0100404+0.0575134j -0.0213112+0.192288j -0.026315-0.112761j 0.0351723-0.0463297j -0.0120254-0.0661165j -0.0507297-0.0278173j -0.0209182-0.0500914j 0.0662367-0.0377911j 0.0473853+0.0183276j 0.0447738+0.0040379j -0.0331758+0.0806974j 0.0418314-0.0271013j -0.0773777+0.0184645j -0.131867+0.0677522j -0.0539128+0.0241972j 0.0415874-0.0808553j -0.0465708-0.022301j 0.0974532-0.0203602j -0.0504058-0.00070013j 0.0560555-0.0487058j 0.0163652+0.0315002j 0.0789207-0.0134469j 0.136818-0.0669709j 0.0857853-0.0286794j 0.0547875+0.0901735j -0.042578-0.0726248j 0.0108278-0.0478413j -0.000316258-0.0250344j -0.0137129+0.0303382j 0.0340893-0.0430305j 0.00570609-0.0318021j -0.0211064+0.0452969j 0.0300537+0.00487466j 0.0302664+0.119351j 0.0778129-0.0644486j -0.0262374-0.0339582j -0.0132595+0.0839836j -0.01699+0.106246j 0.00512209+0.12433j -0.0370954+0.167296j 0.0354556-0.0348864j 0.00447013+0.128862j -0.171283-0.08905j 0.0436966+0.0276421j -0.073805-0.0771018j 
-0.0107087-0.0176981j -0.0431316-0.0267918j 0.0155497+0.0216098j 0.0133215+0.0283951j 0.0132942+0.00994392j 0.0133887-0.0253064j -0.00922739+0.0285882j -0.00985215+0.0193263j 0.0172506-0.0224251j 0.0339288+0.0388921j -0.0194616-0.0211407j -0.0455264+0.00624592j -0.00567627-0.115669j -0.0310293+0.0589047j -0.0609149+0.0324392j 0.00626116+0.0157067j -0.00605106-0.0576202j 0.0468557-0.0166369j 0.117277-0.0386095j 0.0264854+0.0571323j -0.0296966-0.101837j -0.0435592+0.0920364j -0.0583127+0.00931876j -0.00133664-0.0438488j -0.0183448-0.035245j 0.0340198-0.131749j -0.0244453-0.0289528j -0.0135425+0.0300368j -0.12319+0.0227124j 0.105989+0.0258832j 0.143859+0.02122j -0.0306977-0.0533673j -0.0454474+0.0527163j 0.0670054-0.0550734j -0.0182996-0.0312904j 0.00815534+0.00337987j 0.0130496-0.0278252j 0.0232556+0.0267646j 0.0243481-0.0127655j -0.0346393-0.0258516j 0.0183436+0.0292452j 0.0126011+0.00393258j 0.0192684+0.00561061j -0.0150101-0.0731921j -0.0870221+0.0871457j 0.0408545-0.0921636j 0.0173468+0.0390034j 0.0890537-0.0249958j -0.10309-0.0531328j 0.0483714+0.0203918j -0.000883561-0.0492871j 0.0387272-0.087507j 0.0030962+0.2467j 0.0991848+0.151886j -0.036905+0.0362949j -0.0908089-0.0779546j -0.00660002-0.0528298j 0.110287-0.174121j -0.0142513-0.00370397j 0.0866819+0.0873753j 0.0525168-0.00627337j 0.0296528-0.0506299j -0.125486+0.0494465j -0.126064-0.061465j 0.0431802-0.0670213j 0.0988837-0.0203907j -0.0398967+0.0450585j 0.105777+0.0120908j -0.0132672+0.00303569j 0.0993456+0.065349j 0.00835014-0.0160338j 0.0841123-0.0229604j 0.105881+0.0494796j 0.109926+0.142933j 0.055758-0.0915502j -0.0560815+0.0242223j -0.013646-0.129423j 0.0664802-0.0670265j -0.0378299-0.00541524j 0.0166086-0.0290275j -0.0137415-0.130642j 0.00154574+0.0885401j 0.0637931+0.00603622j 0.0330327+0.0652779j 0.0581281-0.0170992j -0.026947-0.00350396j -0.0153965+0.0851535j -0.0183717+0.0538554j 0.0324534+0.0450976j -0.0175448-0.00549376j 0.0174273-0.029889j 0.0776238-0.0411668j -0.0204043+0.0225726j -0.0403105-0.0781287j -0.0364099-0.0431399j 
-0.0167386-0.0145864j 0.0123343-0.0107397j 0.00582938-0.0190021j -0.0100829-0.00263471j 0.0058522+0.00455453j 0.0284576-0.00603917j -0.0307006+0.0146723j -0.0188344+0.022723j 0.0193451-0.0241074j 0.013493+0.00462226j -0.0248356+0.0186195j -0.0230575+0.0200544j 0.0200143-0.0227469j -0.00397954-0.00632127j -0.00853154+0.00902182j 0.00518129+0.0131067j -0.00962465-0.0357842j 0.0171906+0.00199911j 0.03014+0.0300627j 0.0154853+0.0320159j -0.0128592-0.0131273j 0.00371289+0.0300289j -0.0119342+0.0122805j 0.050321-0.00633627j -0.00618334-0.0422134j -0.00690415-0.0255273j 0.00161627-0.0484365j -0.00652206-0.0142729j -0.0198174-0.0101118j 0.00632738-0.0133j 0.0333129+0.0565839j -0.0182892+0.00295097j 0.131811+0.0295126j 0.0639604+0.00122595j -0.00526631+0.00630667j -0.123038+0.00714559j 0.016276-0.0510999j -0.0322057+0.0322728j -0.0191368+0.0152896j -0.0281979+0.017284j 0.00910998-0.0107071j -0.0260371-0.00810182j -0.0781544-0.0612228j -0.0430689+0.00374104j -0.0113405-0.0169006j -0.00577068-0.0173711j -0.0615887-0.0444463j 0.0688055+0.0511512j 0.0215223-0.0269412j 0.0220684+0.0189052j 0.00231657-0.0488508j 0.0205808-0.10125j 0.00229192+0.097664j 0.0183588-0.027528j -0.0204795-0.113045j 0.0698786+0.0616576j -0.0881642-0.0706349j -0.090172+0.0736859j 0.163512+0.130607j -0.0970385+0.0656747j -0.147945+0.057187j 0.163366-0.210653j 0.0768545-0.0463285j -0.0238057-0.00484426j -0.12524-0.0291719j -0.127493+0.0125569j -0.152593-0.0451436j 0.0678995-0.0615018j -0.144703+0.0364715j -0.0452992-0.0585187j 0.190614+0.091403j 0.00876195+0.0355349j 0.0870436-0.0124042j -0.0302134+0.0217203j -0.0254659+0.073484j -0.0421589+0.120203j 0.0349849-0.0516944j -0.014912-0.0230938j -0.0512878-0.0504233j 0.00195162+0.0506579j -0.00218183+0.069299j -0.025742-0.124166j -0.118477-0.0172907j 0.022289+0.185777j 0.0841809-0.0213132j -0.0252762+0.16112j 0.0017233-0.0906431j 0.049953+0.0091226j -0.0314762+0.0765087j 0.0347269-0.00496344j 0.102597+0.0125797j -0.0477939-0.0777032j -0.00602547-0.0246933j 0.0305299+0.0248136j 0.0257241+0.00172156j 
-0.0189855-0.00911567j 0.00451177-0.00151296j 0.00852119-0.0112156j -0.0266572-0.027982j -0.0255741+0.00255524j -0.00354113+0.00987848j 0.00532463+0.00743656j -0.010244+0.0146192j -0.00163077+0.020801j 0.0111217-0.000858489j 0.0244378-0.0478928j 0.0206094-0.0123763j 0.00525225-0.0229677j -0.00554982+0.0631071j -0.0249105-0.00336898j 0.0179421+0.001339j 0.0162371-0.00589624j 0.00118371+0.00193339j 0.00448527-0.031549j 0.00698973-0.0134778j 0.0272825-0.0157368j -0.0213038-0.0103234j -0.0106273-0.0106668j -0.0324334-0.0217842j 0.0294189+0.0258347j 0.0114319-0.0113964j 0.0143281+0.00402925j -0.00446277+0.0107774j -0.0463995+0.0176839j 0.00960474-0.0210268j 0.0126031-0.0310103j 0.0871293-0.024549j 0.00964196-0.0484254j 0.126718-0.0214847j -0.0753671-0.0149571j -0.0745806+0.0208195j 0.0746668+0.0242714j -0.0720751+0.00247538j 0.0216594-0.030304j -0.00838253+0.0541758j 0.0625028-0.0154311j -0.0604555-0.0324955j -0.121547-0.00480802j -0.0890843+0.0205006j 0.0817441+0.096846j -0.0378945+0.0606388j -0.0915993+0.0459445j 0.123431+0.00428942j -0.123755+0.0334989j 0.100781+0.0121913j -0.0747218-0.108445j 0.013584+0.0591261j 0.0200831-0.0229677j -0.0695362+0.027522j -0.0358949-0.115138j -0.0641122+0.0742697j 0.126713-0.137202j 0.048618-0.00458592j 0.00710227+0.031205j 0.0927768-0.117997j -0.0888618+0.140935j 0.147142-0.104609j -0.0615243-0.0456365j 0.108476-0.00424878j -0.0547579-0.242238j -0.0115355+0.0435776j 0.0939548+0.13267j -0.148273-0.107267j 0.110103+0.00219447j 0.0969711+0.029622j 0.079619+0.0888055j -0.0594542+0.113762j -0.0928635+0.0370844j -0.011114+0.119924j 0.016564-0.0180095j 0.0109747+0.0130493j -0.0654491+0.0488168j -0.0296509+0.037652j 0.0244584-0.00355818j 0.000658169-0.0115704j -0.0197833+0.0429438j -0.0075512+0.0142381j 0.0198171-0.00257713j -0.0392832-0.0974116j -0.0747902+0.067689j 0.0690391-0.00435525j -0.00181273+0.0200149j 0.025737-0.0322224j 0.0289062-0.105482j 0.0293493+0.0893606j -0.0235746+0.0575365j 0.0150357+0.0878739j 0.0505965+0.045905j -0.0228371-0.0266375j -0.0521934-0.0362116j 
0.0247364+0.00116955j -0.0220099+0.018325j 0.0140794+0.0116528j 0.0118325+0.00822793j 0.0105143-0.00147134j -0.00822246-0.00202621j 0.00933822-0.00758185j 0.00273231-0.0238789j -0.0131257-0.000901979j 0.0146322-0.000431716j 0.0031838-0.0531283j 0.0310289-0.0271177j -0.0138368-0.0157186j 0.00349458+0.0584478j -0.0296686-0.000294899j 0.00100899-0.00482717j 0.0131824-0.0221053j -0.00986987+0.00806608j -0.00821822-0.0170824j 0.0203885+0.0232677j 0.0291072-0.00364096j -0.0146484-0.0293976j -0.0244959+0.00810322j -0.0333877-0.0155199j 0.0240331-0.00057322j 0.00878844-0.031702j 0.00357977-0.0194601j 0.0102002+0.00701501j -0.0250115+0.0355535j 0.0328511+0.0130683j 0.0228564-0.0463465j 0.065892-0.056661j -0.173201+0.0132071j 0.0152194+0.0172292j -0.0701135-0.0398986j 0.0524883-0.0281042j 0.0257881+0.00626412j 0.0369618-0.0718508j 0.0549651+0.0428308j -0.0180015-0.00569342j -0.0197885-0.0494268j 0.0750916+0.023668j 0.106965-0.00853118j -0.0193403+0.0176973j -0.00716976+0.0951427j -0.0105604+0.0156826j 0.120571+0.00308461j -0.0267013-0.0183245j -0.148015+0.0436565j 0.101468+0.0599113j 0.0641578+0.0989227j -0.0349319+0.137394j 0.0883153-0.0916621j -0.107546+0.0996043j 0.0325367+0.00236231j -0.0136126-0.0188534j -0.0736684+0.0180869j 0.130243-0.0977748j 0.0793786+0.0294306j -0.204471+0.06613j -0.0510773-0.224784j -0.0428201-0.108043j 0.106425+0.0316525j 0.00578125-0.0141632j 0.0502006+0.0133465j -0.112594-0.0399246j 0.103332+0.134835j 0.131563+0.115393j -0.140344+0.0773853j 0.0255873+0.104088j 0.0905431-0.0744796j -0.013585-0.0611118j -0.0531406+0.0768238j -0.0265678+0.0587676j -0.0196692-0.0315878j -0.0311022+0.0265582j -0.0383417+0.0385827j -0.0438132+0.0327825j -0.0256801+0.00549163j 0.0120166-0.00887747j -0.00154862+0.0743855j 0.00101023-0.0908152j -0.131619+0.00342377j -0.0058991+0.106414j -0.0254503-0.0763788j -0.0282209-0.00698955j 0.0352143-0.134059j 0.0243273-0.0978685j 0.0118794-0.00973254j 0.0416492+0.0581769j 0.0242884+0.0461773j -0.0297077+0.0578691j 0.0242815+0.0452355j -0.0387167-0.0360207j -0.0301146-0.0200533j 
-0.00211403-0.0165938j -0.000420713+0.0095907j -0.000758967-0.00811337j -0.00054648+0.00867369j 0.0167806-0.02134j 0.015447+0.00539047j -0.00763985-0.0113283j -0.0137057+0.0180304j 0.0299554-0.0322405j -0.0299145+0.00905098j -0.0122026+0.0115983j -0.0300918-0.015119j 0.0189736-0.0439832j 0.0175338+0.00379146j -0.0139162-0.0287737j 0.0222267+0.026377j 0.00665219-0.0273743j -0.0240563+0.0170849j 0.0213162+0.0494765j 0.0220065+0.0285286j -0.0439727-0.0606151j 0.0563468+0.00963007j 0.0165048-0.0181782j 0.0519707+0.00219895j -0.0317938-0.0331452j -0.0495723-0.0189721j 0.0134881-0.0205579j -0.0176464+0.0251071j 0.000285904-0.00651197j 0.0313706-0.00909876j 0.00292452+0.0236142j 0.0257402-0.00521941j -0.0495837-0.00214012j 0.0413813+0.0266698j 0.0733425+0.0564429j -0.00136751-0.0116023j -0.0344237+0.00460786j 0.0495923-0.00685277j 0.020053-0.00606403j 0.0398792+0.0212764j -0.0154315-0.00256944j 0.0193059+0.00901791j 0.0413487+0.0393681j -0.0809053+0.0201909j -0.0201556-0.0217779j -0.0962939+0.0222092j 0.073883+0.0251193j 0.0882381+0.013697j 0.0195356-0.0647203j 0.0675289+0.0969363j -0.0217527-0.017345j 0.0240893+0.0372303j 0.077378-0.0160278j 0.0209197+0.0119953j -0.0103754-0.00618191j -0.00887855-0.104485j 0.051252-0.0222186j 0.0788155-0.0878325j -0.0240383+0.00223401j -0.0145543+0.00870959j 0.0391173+0.0397483j 0.0287099-0.00474962j 0.003393-0.00748874j 0.0154411+0.0666558j 0.06959-0.0692051j -0.0660534-0.00471749j 0.12846+0.0533005j -0.0727164+0.0570127j 0.0135455+0.0105791j 0.0621164+0.0915383j 0.0445314+0.00703136j -0.0872491-0.0144371j -0.118296-0.00212364j -0.0102468+0.00123843j 0.0282248-0.0874568j 0.0430768+0.0238094j 0.124484-0.114901j 0.0308357-0.0751119j 0.0381747+0.000779653j 0.014481+0.015642j 0.048285+0.0447588j -0.0300131-0.00716842j 0.0294865+0.0123559j -0.0727283-0.102009j 0.00486601+0.0678035j -0.0230732-0.0411006j -0.020195-0.0123555j -0.00401695+0.0413958j 0.0288101+0.113597j -0.0424021-0.0107066j 0.0048584-0.0269472j -0.0405209-0.0359957j -0.0102895-0.190594j 0.0958579+0.0850283j 0.167384+0.0310845j 
0.0288171+0.0300118j 0.0121042+0.032817j -0.00847628-0.0221336j -0.00668134-0.00275952j -0.0290156+0.009003j -0.00809758-0.00955944j 0.00392957-0.0063055j -0.000901868-0.00545988j 0.00147872+0.0214371j 0.000994685-0.0361981j 0.0231504-0.00426488j 0.00368617-0.00497705j -0.0197218+0.0293892j 0.000895815-0.00799789j 0.0717586-0.00945627j -0.0209004+0.0227132j -0.027348+0.0622537j -0.0418769+0.0171835j -0.053428+0.009616j -0.0280807-0.0149362j 0.0226562+0.0398793j 0.0436184-0.0448398j 0.0245121-0.0280628j -0.036073+0.0120135j 0.0147635-0.00300549j 0.00230051+0.0312946j 0.00405228+0.0430313j 0.0265419-0.0131624j 0.0191515+0.0300875j 0.037504+0.0455909j -0.0396074-0.0744471j 0.068706+0.0555773j -0.0290079-0.0447814j 0.0206408+0.0231177j -0.0537032+0.01093j -0.0583728+0.00231007j -0.0204238+0.037192j 0.0198309-0.0710759j 0.00770865+0.0462055j 0.0257916-0.0394962j 0.0643653+0.0245898j 0.0389695-0.0100339j -0.0284289-0.0131398j -0.080622-0.00325091j 0.00384474-0.0296131j -0.0318849-0.0135287j -0.00376911-0.00143996j -0.0587378+0.0699393j -0.0712596-0.075696j -0.0497937-0.0186238j -0.00153016+0.0188724j -0.0399648+0.139967j 0.0416851-0.184388j 0.027707+0.0696829j -0.0181117-0.0291941j -0.00843572-0.0155494j -0.019549-0.04252j 0.0298482-0.0286594j -0.000950168+0.0593399j 0.0303506+0.0255772j -0.0183687+0.0757646j 0.0414859-0.00746372j -0.093838+0.0467793j 0.0306459+0.00450284j 0.0344159+0.102298j 0.0796182-0.0101548j -0.086348-0.0828096j 0.0599031-0.0566244j 0.0292518-0.0137224j 0.0473186+0.0242386j 0.0253369+0.0810157j -0.00924858+0.0521616j 0.0272135-0.0419517j 0.0343866+0.0352847j -0.0412251-0.0465894j -0.0248932+0.104366j 0.0166109-0.0593853j 0.116115+0.0112775j 0.0360416-0.0131768j -0.0330552+0.0290393j -0.0323106-0.107773j 0.0498392+0.0706296j 0.0116145-0.0182589j 0.0307632+0.0855387j 0.0282581-0.0665534j -0.052332-0.0278966j -0.00152096-0.0254798j 0.0253325-0.00870651j 0.0505554+0.00469094j 0.0639993+0.0121388j -0.00989396+0.0187061j 0.0249479-0.0439924j 0.0878583+0.0379936j -0.0603635+0.0403475j 0.11835+0.12796j 
0.0270142+0.00752638j 0.00227032-0.00270288j -0.00371559-0.00536278j -0.00465389-0.00493661j 0.00187807-0.00611065j -0.0198111-0.00532912j 0.0049555-0.00531503j -0.0164966+0.00228464j 0.0189292+0.00569181j 0.00484543+0.000406858j 0.0144769+0.0050959j 0.00320072-0.00432693j -0.00398421-0.00675336j -0.00231665+0.0320267j -0.0141488-0.0155862j 0.00827177+0.0217938j -0.00992038+0.0256373j -0.0116093+0.0124695j -0.0224204-0.0115318j -0.010284-0.0140213j 0.00145272+0.0144793j 0.0225778-0.0217327j 0.0201147+0.0195782j -0.0249318+0.0297291j 0.02948+0.0230995j 0.0227626+0.0123416j 0.00456364+0.0362924j -0.0150892-0.0244156j 0.0268525-0.000484523j -0.00244637+0.0303416j -0.00692361-0.0382769j 0.00626048+0.00544374j -0.0154078-0.00700014j 0.0255143+0.0413347j -0.0293064+0.0147533j 0.0739971+0.0317229j 0.0188412-0.00859682j 0.0490152+0.0128209j -0.051118+0.0178631j -0.0330733-0.00197168j -0.04894+0.000871972j 0.0277639+0.011248j 0.00748152-0.0177779j -0.000523969+0.00281807j 0.0384475+0.00965345j -0.0568098+0.00291927j -0.17562+0.0329606j 0.0508192+0.0142579j -0.0657845-0.0720382j -0.000761671-0.00413068j 0.0414056+0.0568018j -0.0253964-0.03272j 0.0746091-0.084623j -0.0206033+0.0099525j 0.0295765+0.0109688j 0.027612+0.00940488j 0.0568271-0.0915221j 0.0189858+0.00959106j 0.00654593-0.0693193j -0.0302279-0.0535833j -0.0505652+0.00569234j -0.00312386+0.0165398j 0.0995165-0.0418744j 0.0638317-0.0249184j -0.0200125+0.0274892j 0.0217687-0.0637648j 0.00918296+0.0336387j 0.0351548-0.00551583j -0.0702417+0.0185555j -0.0334973-0.0190766j 0.0559021+0.0767544j 0.0458397+0.030838j -0.0234852-0.0438785j 0.0575387+0.0325973j 0.0350849-0.0675514j 0.0893607+0.0590631j 0.0158528-0.0583937j 0.0176016-0.0205972j -0.0720798+0.0310512j -0.00265705+0.0540318j 0.0677083-0.039022j -0.0604757-0.113592j 0.00210896+0.0393018j 0.0524603+0.0337166j 0.0370942+0.0402724j 0.086908-0.0604245j 0.0195583+0.10685j 0.0503994-0.0134307j 0.0497392-0.0923188j 0.0442795-0.0942494j -0.0552318-0.158141j 0.0576993+0.0808819j 0.115774+0.0210853j 0.0706192+0.0489762j 0.0769984+0.0688456j 
-0.00235342+0.0033605j 0.00139817-0.000723387j -0.00170167-0.00763144j -0.00232957-0.00222527j -0.00381108-0.00339766j -0.00058252-0.0121879j -0.00443128-0.00326235j -0.00646699+0.0175735j 0.0115588-0.00961236j -0.00430814+0.00347477j -0.00247965-0.00237542j -0.0183537-0.00357223j 0.00339503-0.00624899j 0.0116147-0.00774409j -0.0277471+0.00295242j 0.0331102-0.00578591j -0.00949148+0.0144013j 0.0121264-0.0208295j 0.00248952+0.0128567j 0.00705289+0.0330015j -0.0280209+0.0231177j -0.0136169-0.0114276j 0.000431621-0.0284085j 0.0260461+0.000302493j -0.0246569+0.00465011j -0.00637719+0.00255853j 0.00812538+0.00978167j -0.0410196+0.00890566j -0.00546196-0.0116157j -0.033118-0.0129638j -0.0401888+0.03479j 0.00553546-0.0163356j 0.0622961+0.0301928j 0.0353163+0.0257512j 0.060648+0.0200648j -0.0359683-0.0109209j -0.0262205-0.0317856j -0.00328377-0.019198j 0.0324022+0.00553122j -0.00344771+0.0155235j -0.0146782-0.00757455j -0.000412238-0.0316511j 0.042483-0.0643633j 0.0181098-0.0312443j 0.051239+0.0235939j -0.0358996-0.0121592j -0.00780959-0.0241152j 0.0610875-0.0225531j 0.112275+0.0544186j 0.0253588+0.0452257j 0.0336897-0.011102j -0.0188617-0.0160789j -0.0187628+0.110129j -0.00562609-0.0685424j -0.0196119+0.0671763j 0.0205466-0.0396352j -0.0188296-0.0373899j 0.0292308+0.0279317j 0.00154539+0.0587816j 0.0579639+0.0107355j -0.032865-0.062469j 0.0332852-0.0397332j 0.148676-0.0138683j -0.054307+0.0285123j -0.0145392-0.0218866j -0.0500892+0.00379665j 0.0633773+0.0137388j -0.0411788+0.030877j 0.0461497+0.00173862j -0.000253049-0.0262693j 0.0147818+0.000401061j 0.00328885+0.0692192j -0.0804352-0.1098j -0.0147377-0.010333j 0.0219676+0.0726765j -0.0538432-0.0427725j 0.0443225+0.0466475j -0.0046741-0.0325505j 0.0317961-0.0139813j 0.0222468-0.0646109j 0.0431998+0.0334381j -0.0394335-0.0868476j -0.0310176+0.00722888j -0.0215513-0.0164275j 0.0378892-0.0654251j 0.0590561-0.161936j -0.0611906-0.0113593j -0.0416156-0.0106415j 0.00103007+0.116946j -0.108528-0.0157875j -0.0972025-0.0887754j 0.0414185+0.0505299j -0.0993723-0.164039j -0.0429413-0.0273289j 0.0519531-0.0418843j 
-0.0233765+0.00728905j 0.0065355+0.00249536j 0.00246766+0.00200099j 0.00324669-0.0147757j 0.0167191+0.00423881j 0.00348128+0.0101226j -0.00369141-0.0125907j 0.00309198-0.0123427j -0.0171191+0.0174756j 0.00695607-0.00334482j -0.0250773-0.00186051j -0.0105285+0.0202699j 0.00514742-0.0197908j -0.0368615+0.00971805j 0.0246652+0.0136507j -0.00191989+0.00877543j -0.0506216-0.030535j 0.0299243+0.0167264j -0.0010454+0.0178074j -0.0087295+0.019264j -0.024669-0.0589661j -0.0129725+0.0176315j -0.0106849+0.0165785j -0.0434042+0.00516486j 0.0178583-0.00473868j 0.00833946+0.00977804j 0.00239011+0.0171073j -0.0331285+0.0152284j -0.0432413-0.00141548j 0.0172006+0.0133124j -0.00194481-0.000438426j 0.0422468+0.0213397j 0.0177053+0.00394244j 0.0261571-0.00283267j 0.0705287-0.0700045j 0.0801172+0.054544j -0.0472799+0.0312653j -0.0489901+0.00969028j -0.0604236-0.0303823j 0.0423707-0.00715476j -0.0110105-0.0531338j 0.0193606-0.0245591j 0.0577711+0.00785622j -0.0429777+0.0660324j 0.0810752-0.0134791j -0.00448207-0.0204591j -0.0465219+0.0765283j 0.10154+0.0229879j 0.00222353-0.04149j 0.015085+0.000476282j 0.000794255+0.043107j -0.00492549+0.00479281j -0.0324353+0.0413037j 0.16907+0.030023j -0.0031694-0.057623j -0.0423236-0.0886886j -0.0716441-0.104225j -0.0123862-0.048238j 0.10918-0.00988353j -0.0608193+0.00852432j 0.0176044+0.0560013j -0.00829348-0.0092535j 0.02578-0.0338936j -0.010191+0.027431j -0.0751426+0.104134j 0.0960804-0.0217439j -0.0666658-0.143712j 0.125058+0.0748539j -0.0717092-0.0529471j -0.0534393-0.114496j -0.0147286+0.0126073j -0.0416342+0.0469998j -0.114079+0.12661j -0.106098+0.0198918j -0.0230628-0.120407j 0.0776979-0.0494314j 0.0713308+0.00596089j -0.00399664+0.124312j -0.0612036-0.0334688j 0.0514773-0.0411723j -0.00142553+0.0849121j -0.0508327-0.0415188j 0.010325-0.0419973j 0.0475489-0.0676902j 0.0142892-0.131329j 0.0610151+0.131844j 0.0469307+0.142923j -0.00436088+0.105451j -0.0546597-0.0631117j 0.0397606-0.171982j -0.0061827-0.092376j 0.00791947+0.0824704j 0.0365171+0.0891705j 0.106409+0.0218686j -0.0650349-0.0136332j 
-0.00960096-0.00905083j -0.0119863-0.00864135j 0.0181459+0.00371828j -0.000377544+0.00878952j 0.0150171+0.0023727j 0.0112232+0.0169259j 0.0119332+0.00675184j -0.0084922-0.00106169j -0.000364444+0.00397744j -0.00446142+0.013721j -0.00511079+0.00637731j 0.0100029+0.0173053j 0.0144188+0.00455653j 0.0220512-0.00405066j -0.024423-0.0187864j 0.0116661-0.00587951j -0.00475213-0.0171088j 0.0116112+0.0158694j 0.0228171+0.000645036j -0.00128177-0.0141715j -0.0273369+0.0174745j 0.00672127+0.00378385j 0.021188+0.0252569j 0.0407003-0.00136426j -0.0353613+0.0410296j -0.00477173-0.00258894j -0.00887924-0.00862167j -0.00855985+0.00350988j -0.0232883+0.002104j -0.0109983-0.00177965j 0.0234035+0.0419086j -0.0594238+0.0406025j -0.0119896+0.0304974j 0.0202428-0.00440329j 0.0261096+0.0955928j 0.0411837+0.0460653j 0.00365708-0.0486441j 0.0574156+0.0336031j 0.032592+0.0253767j -0.0831297+0.0208078j 0.0607908+0.0086687j 0.00291139+0.0529251j -0.0555978+0.0370889j 0.0229274-0.0912217j -0.0199763+0.0743498j -0.029644+0.0607372j 0.00986362+0.0304554j 0.0484822-0.0179902j -0.0308783+0.0235392j -0.0453133+0.0389487j 0.00191917-0.0108502j 0.0221551-0.0512966j 0.00971105+0.0441692j 0.0248096-0.0614625j 0.0226804-0.0446521j 0.0526069+0.0103801j -0.0320177+0.0196343j 0.0222307-0.078645j 0.0567728-0.0196701j -0.0207874-0.0736929j 0.0132057-0.0429874j 0.032237-0.0760442j 0.0305306+0.0128401j -0.0545882+0.0286962j 0.0483175-0.0104362j -0.0654372+0.107475j -0.0436187+0.029222j 0.0297388+0.0467139j -0.0348273-0.0265207j 0.0574759+0.0605036j 0.00986164+0.0644947j 0.046158-0.067315j 0.0124175-0.0370348j -0.015926-0.0737017j 0.0368069-0.0124219j 0.055908-0.096134j -0.139246-0.0769283j -0.0552439-0.0671489j -0.0845653-0.00435155j 0.00634576+0.183156j -0.0604006-0.0887308j -0.0157842-0.07468j 0.00788528+0.0675536j 0.111528-0.0179302j -0.0274018+0.0769522j 0.00463929+0.0132736j 0.079431-0.0230057j 0.0327506-0.0190784j 0.0334255-0.0254731j -0.0199612+0.136849j -0.0119391-0.126859j -0.0494244+0.00506741j 0.0323796-0.0458464j 0.0948594+0.0492351j -0.012924-0.014014j 
