0.010591+0.0444528j -0.0151746+0.12238j -0.0353646-0.0774645j -0.0144639-0.114633j 0.00742098+0.0306676j -0.0857374+0.136484j 0.0218088+0.0155968j -0.0373624+0.00771461j -0.00805772-0.0890849j 0.0053289+0.0181752j 0.0172622-0.0567621j -0.0215619-0.113099j 0.0845262+0.053246j 0.158789+0.0509892j -0.00998561-0.0756112j 0.0510211+0.119894j 0.0923069-0.0280337j -0.057917+0.0399445j -0.061083-0.0856837j 0.0126993-0.000902093j 0.0345831-2.42402e-07j -0.0998607+0.00102354j 0.100297+0.065268j 0.0859476-0.0246526j 0.0156807-0.0829638j 0.00777104+0.124231j -0.0505478+0.0697429j -0.0282674-0.0936744j -0.108011+0.0309444j 0.0448093-0.00095398j 0.0717956-0.0212113j 0.0905306-0.0590734j -0.0358157-0.0184597j 0.0693766+0.0891425j -0.0209361+0.0362109j 0.128062+0.0650232j 0.0214891+0.0168682j 0.0363036+0.0749229j 0.00733539-0.0245162j 0.000797806-0.0165984j -0.0199578+0.0729913j 0.0577292+0.07611j -0.0861117+0.143852j 0.0118721+0.0531682j -0.0750578-0.045966j 0.00180596-0.00775039j -0.0818507-0.0357276j 0.00652047-0.0806623j -0.0671819+0.027956j 0.0967561+0.0168062j -0.00577145-0.0942444j -0.0716787-0.198581j -0.0887607+0.114006j -0.0259026-0.0936241j 0.0296901+0.0580766j 0.000575883+0.111491j -0.168+0.0147255j -0.00108239+0.00342338j -0.00492529-0.0123792j 0.0660273+0.0545146j -0.176674+0.00500258j 0.0444951+0.0345547j 0.0309829-0.0210418j 0.00178848-0.0112718j 0.072058+0.0208413j -0.00877944+0.0409421j -0.00977995-0.0332519j -0.0191276-0.0054915j 0.0434422+0.000179936j 0.00739706-0.0247007j -0.0116664+0.00149628j 0.0582816-0.0249603j 0.0219125-0.0639211j -0.040952-0.00870432j -0.0129151+0.0288685j -0.123527+0.0063556j -0.0224678+0.0220635j -0.0121917+0.0456167j -0.0590631+0.00468544j -0.061314+0.080825j -0.115746-0.0208161j 0.0556466-0.0720951j -0.00154024+0.0100582j 0.0785372-0.0796506j -0.0654751-0.0164357j 0.000166091-0.0385157j 0.00181859+0.0113403j 0.0262759-0.0251695j -0.0575295-0.00635543j 0.066106-0.0317421j -0.083066+0.116596j 0.086114-0.0572117j 
-0.0115892-0.00498649j -0.0136645+0.00811097j 0.0103143+0.00594991j 0.00984282+0.00220913j 0.00547354+0.00746225j 0.00199138-0.00384993j 0.0050712-0.000166516j -0.00689147+0.00204804j -0.00106606+0.0267535j 0.00694804-0.0054266j 0.00937179+0.00538376j -0.00222515-0.0026791j 0.00392227-0.0097177j -0.0110582-0.00750353j 0.00185024+0.000598311j 0.00236855-0.00824463j 0.0121317+0.0136508j -0.00245435+0.00913366j -0.00398065-0.00174959j 0.00730666-0.0128786j 0.00746532+0.00751604j -0.0030512-0.000722753j -0.0136417-0.00730741j -0.00620372-0.0284114j 0.0465227-0.00410891j 0.000257502-0.0265225j 0.00950331-0.028912j 0.0124633+0.0106524j -0.0236066-0.0262328j -0.000337831+0.00532101j 0.0243901+0.0120032j -0.0388321+0.00942479j 0.00559373+0.0151734j 0.0149454+0.00235983j 0.0044263+0.0174653j -0.0150765-0.00657364j 0.00350438+0.0127672j -0.0125327-0.0149792j -0.013601-0.00358379j -0.0271746-0.0123304j -0.00984087+0.0176395j 0.006083-0.010445j 0.0229898-0.00666374j 0.00836639-0.00153674j 0.00859279-0.00989618j 0.0053779-0.0153782j 0.0203314-0.00373741j 0.00885673-0.00661043j -0.0239231+0.016285j -0.00599318+0.0089371j 0.0303843-0.017295j 0.0289963-0.00569361j 0.0102325+0.00331934j 0.0304799-0.013997j -0.0181134+0.0314275j -0.000916102+0.00300368j 0.000286812+0.0120171j -0.00233159+0.00719302j 0.0221371+0.0196865j -0.0289957+0.000121526j 0.0302537+0.00501026j -0.0307259-0.0596315j 0.0544834+0.092084j 0.00373436+0.0339433j 0.00787164+0.0595091j 0.00991091+0.0364714j -0.0128134-0.0526988j 0.0119474+0.0522563j -0.00722941-0.0450394j 0.011397-0.0103951j -0.0267747+0.0729613j -0.0270968+0.0333585j 0.00825895-0.0722853j 0.010033-0.0247506j -0.00601352+0.0642682j 0.0373834-0.043849j 0.0209019+0.00856243j 0.000396404+0.00131217j -0.0320776+0.0231433j -0.00810759-0.00510226j -0.0283006+0.0277525j -0.00662542-0.0151341j 0.018963+0.0351848j 0.00231583+0.0169752j -0.000256401+0.0160049j -0.0219865+0.019913j 0.0557769-0.015919j 0.0305582+0.023568j 0.001222-0.00275717j -0.00961046+0.000505696j -0.00899191+0.0162998j -0.0012124+0.00852894j 
-0.0227194+0.00296347j -0.00140555-0.00529492j -0.000298792+0.000462832j 0.00206242-0.00546056j 0.00235692-0.00998058j -0.000582546-0.00369201j -0.00441225-0.0098472j 0.0197726+0.00436737j -0.00200595-0.0196617j 0.00225721-0.00487612j 0.0127585+0.00237087j 0.00010099-0.000320301j 0.0188589+0.00013002j -0.000151278+0.00293567j 0.0041358+0.0117497j 0.00794201+0.00615049j 0.00516204-0.00354657j -0.00236345+0.0026612j 0.00182082+0.0231569j -0.00584598+0.015116j -0.00747298-0.0151647j 0.03439-0.0238763j 0.0014937-0.00376414j 0.0212958-0.0213074j 0.025927+0.0107228j -0.00372609-0.032719j -0.00671937-0.0381652j 0.0175165-0.00598534j -0.0222368-0.0250013j -0.0117416+0.00675349j 0.0143617-0.0190075j -0.0425143-0.00374055j 0.00788909+0.0143219j 0.0177083-0.00672461j 0.0147186+0.0170183j -0.00306391-0.00890054j 0.0152504+0.00173064j -0.0127215+0.00909963j -0.0259177+0.0186426j -0.0300077-0.0135249j -0.00831443+0.000932715j -0.013685+0.0121507j 0.0155203-0.0038659j 0.00696535-0.00917631j 0.00291549-0.00842451j 0.017436-0.00909472j 0.0316492+0.00201559j -0.0109256-0.0140144j -0.0164235-0.00597906j -0.00500701+0.00804412j 0.0122948+0.00110967j 0.0293205-0.0193948j 0.0126198+0.0159461j 0.032805-0.0295441j -0.0121104+0.00433404j -0.0402801+0.00936059j -0.00490894-0.00331205j 0.0121391-0.000842877j -0.0119101-0.00938066j 0.034344+0.017555j -0.0212494-0.0339949j -0.0294436-0.0316208j 0.0622207+0.078489j 0.00115288+0.0567724j -0.000863373+0.0306412j -0.0268812+0.0142082j -0.0173177-0.0383455j -0.000655608+0.0572904j 0.0520111-0.0489459j 0.0114874-0.0100115j -0.00229374+0.061732j -0.0273231+0.0373648j 0.0120674-0.0802461j 0.0235756-0.0226764j 0.00997348+0.0457894j 0.0402758-0.0526017j -0.0134697-0.0177498j -0.0278831+0.00586116j -0.0194007+0.00748362j -0.0183777-0.00100499j -0.0281684+0.0128484j -0.0300014+0.0313691j -0.0267513-0.0643048j -0.0239852-0.0189078j 0.0392204-0.00937385j -0.0132597-0.0249773j 0.0536726-0.0124266j 0.00954207-0.0346354j -0.030008-0.0177396j 0.00926638-0.0224046j 0.0211043-0.00998742j 0.0119916-0.0383724j 
0.00786681+0.00368328j 0.0059404-0.00198567j -0.000849908+0.000331679j 0.000838832+0.00497607j -0.00662217-0.00600114j 0.00690652+0.00614583j -0.00709209-0.0044888j 0.00361348+0.000810013j -0.00849666+0.00246921j -0.0139356+0.0107357j -0.00432651+0.00360836j 0.000971399+0.0275675j -0.000566316-0.0242521j -0.00160605+0.00633617j 0.0119945+0.00376717j -0.00103763+0.00988377j -0.00729423-0.0259155j -0.0076888-0.00334128j 5.30068e-05+0.00943957j -0.00198555+0.0122654j -0.00823415-0.0129659j 0.00655666-0.0164246j 0.00239676+0.00146549j 0.0137622-0.00589994j -0.000984848+0.000154042j -0.00764259+0.00718312j -0.0115011+0.00386923j 0.00342801-0.00459436j -0.000874989-0.0069009j -0.00477532+0.00083118j -0.0048416-0.0149417j -0.0206694-0.000597766j 0.0170993-0.00430983j 0.0052048-0.00103382j 0.0025649-0.00681453j 0.0110139-0.0083786j 0.0087079-0.00409952j -0.00463796+0.00242892j -0.013128-0.0036145j 0.0114559-0.00343914j -0.0028948-0.0112899j 0.00383757-0.00566975j -0.000679563+0.00272691j -0.00208478+0.00868593j -0.00219725-0.000519894j -0.00343453+0.00246232j 0.00436168+0.00447958j -0.00246788-0.010652j 0.00583543-0.0103485j -0.00533885+0.0120114j -0.00393524+0.000445133j -0.00113961+0.00533407j 0.00551674+0.0114146j -0.00485952-0.023833j -0.00333382-0.00323057j -0.00715349-0.0048586j 0.0007187-0.00950362j 0.00950833-0.00794678j -0.00505331-0.0163111j 0.0187412+0.00249648j -0.00452871-0.0124824j -0.00438798+0.000135552j 0.00569509-0.0065783j 0.000890723+0.00237404j 0.00667172-0.00145473j -0.00476219+0.00899469j 0.00569463+0.00262969j -0.00202688+0.00581801j 0.024194+0.00841401j 0.00415472+0.00795581j -0.0177908-0.0129538j 0.00166928-0.00232149j -0.000732056-0.00752514j 0.00779972-0.00616501j -0.00749101-0.0172762j 0.00999969+0.00140252j -0.0196776-0.00993059j -0.018644+0.00216932j -0.0140931-0.000975107j 0.00185781-0.0062876j -0.0117665-0.00131755j -0.0150485+0.0211129j -0.0103043-0.0494125j -0.00384025-0.0326171j 0.0170572+0.00469625j 0.00324483-0.022073j -0.00198006+0.00529484j -0.0148998-0.0132579j -0.020557-0.0109111j 0.00150595-0.0104409j 0.00986295-0.0138059j -0.00158862-0.0130314j 
-0.00183893-0.00194259j 0.00585154-0.000727107j 0.000490087+0.000611877j 0.000263012-0.00182566j 0.00366465+0.000692123j 0.00514952+5.5189e-05j -4.60457e-05+0.00484764j -0.00929178+0.00188759j -0.000227426-0.000591897j 0.00421636-0.000509914j -0.00224276-0.00202355j 0.00301363-0.00752095j -0.00264064+0.00142198j 0.000602627+0.00898797j -0.00123922+0.0053145j 0.00211962-0.00038073j -0.00565699-0.000125396j 0.0100842+0.0116524j 0.00317062+0.00282755j -0.00339197-0.00607295j -0.00353453-0.00181133j 0.00280906-0.00683451j 0.00464169+0.00930635j -0.00754754+7.75317e-05j -0.00686061+0.0101011j 0.0122712+0.00244952j -0.00555271+0.00235318j -0.00794955-0.00214343j -0.00796329-0.00434773j 0.00453291+0.00872189j 0.00133955-0.0160627j 0.00963602+0.00295556j 0.00211545+0.0196515j -0.0060368+0.00520746j -0.00164351+0.00151608j -0.0110266-0.000373295j -0.00555084+0.00314444j 0.00271483+0.000917793j -0.00513701+0.0165208j 0.00848245-0.0101784j 0.00663872+0.00234224j 0.0184526+0.00571448j 0.00185034+0.0133039j -0.000398428-0.000814479j -0.00395997-0.00307269j 0.000738615-0.00405593j -0.0110531-0.0155079j -0.00584173-0.016731j -0.00682719-0.00602912j -0.0169165-0.00611672j -0.0115482-0.00117228j 0.00143023+0.00112104j -0.0118777-0.00894003j 0.0103565-0.000809302j 0.000378757-0.00252782j -0.00218594+0.005644j 0.000479788-0.00184344j 0.000750486-0.00481958j -0.000750791-0.00380077j 0.00625032+0.000584089j -0.000754407-0.0111797j 0.0053631+0.0114253j -0.00150748-0.0138871j -0.0151514-0.0055112j -0.00483829-0.0136022j -0.00848433-0.00335477j -0.00733818+0.0200298j 0.00846126-0.00987683j 0.00412904+0.00520687j 0.00306702+0.0017511j 0.00261575-0.00626676j 0.0106309+0.00425647j -0.00020479+0.0126625j -0.00226493+0.0209444j 0.016573-0.014472j -0.00930747+0.00870847j -0.0038264+0.00255887j 0.00252613-0.00949528j 0.0108416-0.0186462j 0.000672006+0.00147341j -0.00198908+0.00484976j -0.00395133+0.00461198j -0.0089241-0.0201867j -0.0010483-0.00116705j 0.0164598-0.000101393j 0.00434684+0.000516331j -0.0229926-0.00613159j 0.00116225-0.0141548j -0.00368711-0.00597354j 0.00295887-0.00753103j 0.010517-0.00074883j 0.00314425-0.0109703j 
-0.00247001-0.00450707j -0.00168454+0.00111233j 0.00286393+0.00266319j 0.00259219+0.000315141j 0.00420618-0.00183574j 0.00244306-0.011078j 0.00197453-0.0111559j 0.0110341+0.00488315j -0.00406311-0.0141732j 0.0100603-0.0121641j 0.00513579+0.0123346j -0.00121819-0.00176916j 0.00701643-0.0178007j -0.00748717-0.0127011j -0.00244098-0.0060258j -0.00176986+0.00530613j -0.00331667+0.00804322j -0.000129276+0.00953974j -0.0141117+0.00585603j -0.00126788-0.00342274j -0.00221915+0.00380689j -0.0107715-0.0300906j 0.00377495-0.00558378j 0.00349188-0.00672298j 0.0186673+0.0112808j -0.0127764-0.0475721j 0.0299334-0.0320784j -0.00157939-0.0268504j -0.012783+0.0044807j -0.00899564-0.0175865j 0.00846799+0.0140148j -0.00856756-0.019409j -0.0227071+0.0232459j 0.00926354-0.00111678j -0.00294526-0.00221108j 0.00291331+0.0127982j 0.00227238+0.00404593j -0.00869735+0.0205953j -0.0417376-0.00636677j -0.0100637+0.00157994j -0.0244491+0.00445135j -0.0145419+0.0190548j -0.012101+0.00832701j 0.00967505-0.0051536j 0.0126257+0.0132787j -0.00742702-0.00985035j 0.0228841-0.017259j -0.00824553+0.0151453j -0.0314013+0.00718268j 0.0110858+0.0140647j 0.0106239+0.000800559j 0.0144112+0.000233589j -0.000774043+0.00108688j 0.0110253-0.0164935j -0.00162456-0.0141706j -0.0151882-0.00520192j 0.0158624+0.0024638j 0.0316875+0.00953959j 0.00915831+0.0030281j 0.0109572-0.0209901j -0.0173411-0.00391018j -0.0792632-0.018255j 0.0344527-0.000470539j 0.0328961+0.0267681j 0.00114149+0.00156911j 0.000329042-0.0148473j -0.021839-0.00856355j -0.00873204+0.0259225j -0.00214949-0.0607893j -0.000195886-0.0160105j 0.00432897+0.0325529j -0.0130125+0.0211055j -0.0321392-0.046765j 0.0160043+0.00184247j -0.00414914+0.0448096j 0.0318145+0.00275392j -0.0368603+0.00287673j -0.0228388+0.00497813j -0.0119915+0.00672989j -0.0123999+0.00516535j -0.0176312-0.00641725j -0.00486261+0.0333408j -0.00238566-0.0330607j -0.0100647-0.0420157j 0.0290221-0.0205359j -0.00631017+0.00574608j 0.0376111-0.0079386j 0.0284694-0.00119005j -0.0191056-0.00329726j -0.0109665-0.0123758j 0.00478113-0.0324838j -0.0141295+0.0178024j 
0.0218956-0.00423179j 0.00461835-0.00120835j -0.00711164+0.00106747j -0.000494736+0.0032708j -0.0117904-0.00904504j 0.0230533+0.0313056j -0.0253739+0.0116552j 0.0123394+0.00422146j 0.00379958+0.00479647j -0.00942656-0.0034738j 0.0103239-0.0165142j 0.00101379-0.00276758j -0.00274084+0.0363795j 0.00346719-0.00167518j 0.00028065-0.00960219j -0.00191041+0.00517682j 0.00292759+0.00483525j 0.0136193-0.00148591j -0.00227742-0.0089529j 0.0064701+0.0128532j -0.02996-0.0201738j 0.00135399-0.0487193j 0.0204117+0.0383207j 0.0150776+0.0223541j -0.0217731+0.0201974j -0.0133708+0.0171048j -0.0200452+0.0219269j -0.0212395+0.0138685j 0.0126953+0.0119941j -0.00385208-0.0157088j -0.0129832-0.0363641j 0.00711216-0.00455837j 0.0243815-0.0161683j -0.00537401-0.00407232j 0.00321312-0.0169106j 0.0181809-0.018125j 0.00881593-0.0130615j 0.00974371+0.00697024j -0.000790908+0.0172472j 0.00558778-0.0232216j 0.00536235-0.014554j 0.012948+0.00288485j -0.010324+0.0257648j 0.000215976-0.0110385j -0.028706-0.000661703j 0.00816049+0.0072597j 5.62202e-05-0.00883557j -0.00369299-0.00297239j -0.0034988-0.0307313j -0.0034976-6.69054e-05j -0.0173029+0.00767949j -0.0161613+0.00898951j -0.00534885-0.00766856j -0.020605-0.0186411j 0.0134355-0.0388697j 0.0213924-0.00091889j -0.00489581-0.01949j 0.021818-0.0170882j -0.000988888-0.0164679j 0.0578785+0.0116899j -0.0019696-0.0236183j 0.000519435+0.0441389j -0.0333745-0.0649998j -0.0213551-0.0195838j 0.0155172-0.0346309j -0.0226128-0.0469902j 0.00116346+0.0341563j 0.000663618-0.031604j 0.0271753+0.0604304j 0.00573115+0.0148158j -0.0189432-0.0740212j 0.000890227-0.0315238j 0.00213562+0.0477177j 0.0055493+0.0158122j 0.00131753-0.0832175j -0.00322717+0.046797j -0.047973-0.0231818j -0.0350294-0.00496226j 0.0117402-0.0269308j -0.0165872-0.0222812j -0.00307923-0.0154333j -0.0104475+0.0567331j -0.0452547-0.0992986j 0.00399766-0.0748469j 0.0346633+0.0214103j 0.0424775-0.022764j -0.038122+0.019442j -0.0182299-0.0355916j -0.0241973-0.0117953j 0.00121468-0.0265591j 0.0326185-0.0347388j -0.00770225-0.0208535j 
0.0145765+0.00141812j 0.00647404+0.00361607j -0.00476891-0.000562323j 0.00111463-0.00932294j -0.00969916+0.0028756j -0.000593624+0.0075425j -0.0106497+0.017947j 0.0073915+0.00291054j 0.00503407+0.000363424j -0.00531846+0.0157571j 0.00819994-0.00190973j -0.0115692+0.0036252j 0.00092384+0.00983244j 0.0130505+0.00500675j 0.00337934+0.000196464j 0.0128418-0.00206275j -0.005125-0.00969985j -0.00294676+0.00670267j 0.00642706-0.00919347j -0.00887859-0.00674873j 0.00295565-0.00883442j -0.0175978+0.0263007j 2.61377e-05+0.0140104j -0.00829839+0.0274571j -0.0431735-0.00150716j 0.0121488+0.0442025j -0.0151329+0.0515144j -0.0135602-0.00112655j 0.040141+0.0282962j 0.00719443-0.0104452j -0.0320874+0.00962056j 0.0427002-0.00179993j 0.00308356-0.0204163j -0.00806253-0.0132849j -0.00195364+0.00255004j 0.00416136+0.00614615j -0.0207058-0.00437104j 0.00925822-0.0127509j 0.0304778-0.0188222j 0.0342449-0.00852154j 0.0216526+0.00932355j 0.0108429-0.00429444j -0.0167749-2.1683e-05j -4.89941e-05+0.00995102j -0.00970865+0.0116988j -0.0161899+0.00711495j -0.0260084-0.0127815j -0.00075806+0.00625837j 0.0277032-0.00816666j 0.0109407-0.00367993j -0.0240498+0.0096082j -0.0239366+0.016087j -0.00154874-0.00650983j -0.0387946+0.0168314j 0.0237044-0.0122029j 0.0282002-0.00628047j 0.00402467-0.00760685j -0.0126528-0.00603962j -0.0104286+0.00137625j -0.00734729+0.00564358j 0.00904045+0.0227255j 0.0517814+0.0553413j -0.0862769-0.0712503j -0.00969215-0.0605618j -0.000654164-0.0196598j 0.00509751-0.0244406j 0.0364989+0.0481626j -0.00913338-0.0552456j -0.0304659+0.0723365j -0.016525+0.0175479j 0.0215994-0.0804012j 0.016418-0.033157j 0.013025+0.0824274j -0.0167871+0.0144243j -0.00300193-0.071595j -0.0477546+0.0530513j 0.00245231-0.00706568j 0.0101875-0.0102051j 0.0283942-0.0159847j 0.0267224+0.015271j 0.036545-0.0223241j 0.0304867-0.020766j 0.00723663+0.0503735j 0.0096314+0.0205799j -0.0428398+0.0124371j 0.0350629+2.3686e-05j -0.0532453+0.0250847j -0.0268004+0.0124336j 0.02311+0.0238162j 0.0102699+0.0244985j -0.0123766+0.017603j 0.00419976+0.00863401j 
0.00471026+0.000227187j 0.0113059+0.00295514j -0.00114357+0.00294418j -0.000569816-0.0021085j 0.00523239+0.00555672j 0.0078767-0.0110448j 0.000983525-0.0032486j 0.000102443-0.00473408j 0.00252321-0.000839679j -0.00338562-0.00195116j 0.00292896-0.000293344j -0.00846126+0.00327946j 0.00179083+0.0056595j -6.65631e-05-0.00765486j 0.00375554-0.00231905j 0.00798397+0.00319281j -0.000840542+0.00783465j -0.0027009+0.000863286j 0.0108501+0.00843482j -0.00179954+0.000114508j 0.0108687+0.00613799j -0.000275196+0.0180237j 0.00307204-0.00672073j 0.00044446+0.00254689j -0.0118385-0.016071j -0.0042086+0.00771189j 0.00569348+0.0348586j -0.030729-0.00941627j 0.0251522-0.00502407j 0.0110262+0.00144745j -0.00479257+0.00970507j 0.0194379+0.0171262j 0.00238369-0.0108796j 0.00221966+0.00219729j -0.00675893-0.0163375j 0.00261701+0.0087672j -0.0186084-0.00229662j 0.0194466+0.0189457j 0.0112219-0.010992j 0.0106767+0.0185315j 0.00900537+0.00184394j 0.0120681-0.00497026j 0.00931207-0.00625986j -0.0013877+0.0166239j 0.00908959-0.00416871j -0.00788935+0.00101186j -0.00126382-0.00320268j 0.0132115-0.00453797j 0.0137686-0.00960712j -0.00203004-0.00583351j -0.0154103+0.00319752j -0.000746752+0.0211668j -0.000978608-0.00356531j -0.0274989+0.00668013j -0.00205491-0.00167634j 0.0113268-4.51439e-06j -0.00823709-0.00562159j -0.00941182-0.00896172j -0.00230992+0.00251825j -0.0278108-0.00111319j 0.0122962+0.0173476j 0.0307304+0.0238359j -0.00799836-0.0406567j -0.00921701-0.0415306j -0.0112135-0.0402432j 0.00855362+0.0139083j 0.0102417+0.0367245j 0.00116414-0.044134j -0.0296196+0.0160884j -0.0104959+0.000684927j 0.020489-0.0306886j 0.00974618-0.0164172j -0.0110125+0.0545284j -0.0137494+0.0234634j 0.00787872-0.0246204j -0.0188907+0.0257217j 0.0195418-0.00465421j 0.0180178+0.00799223j 0.0256232-0.00628094j 0.0147504+0.0151602j 0.0252597-0.00153471j 0.0112287-0.0153211j 0.00750138+0.0358432j 0.000413995+0.0307036j -0.0138744-0.0119697j -0.00182234+0.0124022j -0.0357452+0.000920362j -0.00147102-0.00094845j 0.0134024+0.00487592j 0.0103058+0.00685862j -0.00690916+0.0201233j 0.00390766-0.00555199j 
-0.0159819+0.00446057j -0.0036532+0.000690081j 0.0077945+0.00156701j 0.00154313+0.00746007j 0.00167687+0.00147113j -0.00447152-0.0130689j 0.00428889-0.016263j 0.00423932+0.00761015j -0.00810407+0.00766594j 0.00990073-0.0183143j 0.00277764-0.00446221j 0.00831558-0.00972515j -0.00533423-0.000881554j -0.0122662-0.00222499j -0.00291806+0.00157784j -0.0170062+0.00191886j 0.000496079+0.017557j 0.00446198+0.000225553j -0.00295604+0.0114615j -0.00376269+0.00546007j -0.00118721+0.00320685j -0.000498438+0.00209254j -0.0155207-0.0180025j 0.0141048-0.0214742j 0.045444-0.0102412j -0.0175415-0.0410169j 0.0172961-0.0297117j 0.0157875-0.011293j -0.0173155-0.015225j -0.0137555-0.00746574j 0.0205084+0.0178817j -0.0539465-0.00115967j 0.000533903-0.00312371j 0.0123221+0.00659992j -0.00229498+0.0113713j -0.0155274-0.00212618j 0.00671692+0.0172274j -0.0163769+0.00218697j -0.0296147-0.00964063j -0.0304469+0.0126115j -0.00904095+0.000263225j -0.0053288-0.00384285j 0.00939532-0.0127499j 0.00103512+0.0016839j 0.0277476+0.0033743j -0.0032701-0.00299516j 0.0359168-0.00419062j -0.00254455+0.0107837j -0.0159887+0.0100893j 0.00730424+0.0104943j 0.013452-0.00717934j 0.0222832-0.00739963j 0.0186121+0.0244162j 0.021727-0.0258029j -0.0167155+0.017307j -0.019781-0.00399716j 0.00132692+0.0100661j 0.011716+0.00391477j 0.00229819+0.0102569j -0.0161178+0.0052542j 0.00535012+0.00444345j -0.044019-0.0539874j 0.0603025+0.0887351j 0.0149278+0.0369897j 0.00705251+0.0465827j 0.00406801+0.0328036j -0.0229084-0.0528426j -0.00477554+0.067453j 0.00892865-0.0612295j 0.00561083-0.0135594j -0.00290389+0.0746439j -0.0216821+0.0349033j 0.00615118-0.0798394j 0.00780261-0.0427397j -0.0213135+0.0746475j 0.0404239-0.0528317j 0.0118725-0.00381866j -0.00347114+0.0153815j -0.0321783+0.0329905j 0.00637809+0.00121035j -0.0320512+0.00951549j -0.0132457-0.00276087j 0.00767382+0.0254139j -0.0169155+0.0105695j -0.000501269-0.00590972j -0.0214439+0.00222458j 0.0724398-0.0134342j 0.022463+0.014798j -0.00675268+0.000289293j -0.000539112-0.00308092j -0.00604175+0.00833525j 0.002013-0.00387673j 
-0.00466909-0.00680581j -0.00727178+0.00246266j -0.00583397-0.00499752j 0.00171852-0.0100025j -0.00312825-0.00374024j -0.00984473-0.00265646j 0.005908+0.0086464j 0.000712853+0.0113112j 0.00571618-0.00250685j 0.00933728-0.00759862j -0.00023017+0.0056737j -0.0031793-0.00155009j 0.00891615-0.0282247j 0.00497582+0.0133793j 0.00570584-0.00206635j 0.00642054-0.00461527j -0.00829504+0.0110325j 0.00538771+0.007076j -0.0100686+0.00247451j 0.0135259+0.000577426j 0.00542829+0.00316883j 0.00545627+0.00799274j 0.0102984-0.00115554j -0.00902673-0.000827409j -0.00979111+0.00959103j 0.00165667-0.0142278j 0.00779623+0.00683716j -0.0158374-0.00934328j -0.0030555+0.00281276j 0.00128979-0.0025938j -0.000140543+0.0143463j 0.0107289+0.00180698j -0.0099041+0.00826485j -0.00214467+0.00186546j -0.00126825+0.00619251j 0.00148209+0.0155838j 0.0141997+0.00761463j -0.000764004+0.0229885j 0.00495271+0.0178169j 0.00600668+0.00162617j 0.00415041+0.00538838j -0.00280941+0.00123024j -0.00119904+0.0123948j -0.00753759-0.0141997j 0.00376081-0.00867881j 0.00117113+0.0022831j 0.00718286-0.00463076j 0.00140062-0.0059716j -0.0108938-0.00200149j -0.00297602-0.0042483j 0.0161528-0.00106774j 0.00222092-0.00173039j 0.000449346+0.00197046j -0.00242475+0.00441633j -0.00893346-0.00248255j -0.00804609+0.0129864j 0.00969168+0.011461j 0.000846358+0.00487844j 0.00818552+0.00389173j 0.000705139-0.00658071j -0.00867419-0.00628669j -0.00829493-0.0027288j 0.00474861-0.00207602j 0.0122892-0.003995j 0.00956773-0.0112701j -0.00505569-0.0128084j 0.0110026+0.018975j 0.000686985+0.002028j -0.00121181-0.0121949j 0.0043827-0.00793931j 0.0155102+0.00208019j 0.0109544+0.00499596j -0.012994+0.00905146j -0.00504973+0.00620735j 0.0149019+0.00596974j 0.0113729-0.00648734j -0.0093788+0.00865839j 0.000762793-0.00849863j 0.00877275-0.00519153j -0.00386986+0.0103552j 0.0102819-0.00647272j 0.00565713-0.000531875j -0.000587769+0.00134555j 0.000601018+0.00330535j 0.00686978-0.00111938j 0.00091225+0.00589969j 0.0023436-0.00636764j 0.00599792+0.0012741j 0.00255495+0.00403486j 1.02001e-05+0.00605548j -0.00283548-0.00226872j 0.00367143+0.00510682j 
