0.010591+0.0444528j -0.0151746+0.12238j -0.0353646-0.0774645j -0.0144639-0.114633j 0.00742098+0.0306676j -0.0857374+0.136484j 0.0218088+0.0155968j -0.0373624+0.00771461j -0.00805772-0.0890849j 0.0053289+0.0181752j 0.0172622-0.0567621j -0.0215619-0.113099j 0.0845262+0.053246j 0.158789+0.0509892j -0.00998561-0.0756112j 0.0510211+0.119894j 0.0923069-0.0280337j -0.057917+0.0399445j -0.061083-0.0856837j 0.0126993-0.000902093j 0.0345831-2.42402e-07j -0.0998607+0.00102354j 0.100297+0.065268j 0.0859476-0.0246526j 0.0156807-0.0829638j 0.00777104+0.124231j -0.0505478+0.0697429j -0.0282674-0.0936744j -0.108011+0.0309444j 0.0448093-0.00095398j 0.0717956-0.0212113j 0.0905306-0.0590734j -0.0358157-0.0184597j 0.0693766+0.0891425j -0.0209361+0.0362109j 0.128062+0.0650232j 0.0214891+0.0168682j 0.0363036+0.0749229j 0.00733539-0.0245162j 0.000797806-0.0165984j -0.0199578+0.0729913j 0.0577292+0.07611j -0.0861117+0.143852j 0.0118721+0.0531682j -0.0750578-0.045966j 0.00180596-0.00775039j -0.0818507-0.0357276j 0.00652047-0.0806623j -0.0671819+0.027956j 0.0967561+0.0168062j -0.00577145-0.0942444j -0.0716787-0.198581j -0.0887607+0.114006j -0.0259026-0.0936241j 0.0296901+0.0580766j 0.000575883+0.111491j -0.168+0.0147255j -0.00108239+0.00342338j -0.00492529-0.0123792j 0.0660273+0.0545146j -0.176674+0.00500258j 0.0444951+0.0345547j 0.0309829-0.0210418j 0.00178848-0.0112718j 0.072058+0.0208413j -0.00877944+0.0409421j -0.00977995-0.0332519j -0.0191276-0.0054915j 0.0434422+0.000179936j 0.00739706-0.0247007j -0.0116664+0.00149628j 0.0582816-0.0249603j 0.0219125-0.0639211j -0.040952-0.00870432j -0.0129151+0.0288685j -0.123527+0.0063556j -0.0224678+0.0220635j -0.0121917+0.0456167j -0.0590631+0.00468544j -0.061314+0.080825j -0.115746-0.0208161j 0.0556466-0.0720951j -0.00154024+0.0100582j 0.0785372-0.0796506j -0.0654751-0.0164357j 0.000166091-0.0385157j 0.00181859+0.0113403j 0.0262759-0.0251695j -0.0575295-0.00635543j 0.066106-0.0317421j -0.083066+0.116596j 0.086114-0.0572117j 
-0.0161118+0.0191503j -0.00692844-0.00090885j 0.00775532-0.0111571j 0.00171044-0.00225219j 0.0142176-0.00855846j -0.028079+0.0193504j -0.00878645+0.0104842j 0.0123493-0.00321763j -0.0058208-0.0202684j 0.0118561-0.00722375j 0.00409277+0.000225166j -0.0057297+0.00617931j 0.00617538+0.00242525j -0.000401036+0.00928606j -0.0053561-0.00831732j -0.0158877+0.00300425j -0.000980488-0.00230141j 0.00140972+0.00453924j -0.0209205-0.00324882j -0.00269421+0.00391577j -0.0110085-0.0161825j 0.0478864+0.0408006j -0.0128844+0.0318201j 0.0136689-0.0332488j -0.0163697+0.0271305j 0.0241114+0.0133618j -0.0150542+0.0395463j -0.0173987-0.0179669j 0.00513299+0.00384583j -0.00688778+0.0130531j -0.0111472-0.0232775j -0.0131999+0.0149389j -0.000266029-0.0026344j -0.0142061-0.00529336j 0.0199847+0.000780504j -0.00528784-0.0221452j 0.00498321-0.0235504j -0.022746+0.020415j 0.00418498+0.0562185j 0.00497015+0.0117515j 0.0210469+0.00115005j 0.00547061+0.0100226j -0.0071577-0.0192935j -0.0103474-0.0207635j 0.0119921+0.000581553j 0.0058737-0.0064237j 0.0101039+0.00704959j 0.019856-0.00571807j 0.0252404+0.0228869j 0.0113845+0.00215241j -0.0210454-0.0215109j -0.0183037-0.00317619j 0.0179474+0.0329669j 0.00816801-0.0454131j -0.0145724+0.0324476j -0.0102087-0.00963538j -0.0260325-0.00579893j -0.0155695+0.0315889j 0.00441104-0.00719388j 0.0279553+0.0718403j -0.0141007-0.0188336j 0.0378813+0.0531424j 0.00309341+0.0117255j -0.00777857+0.0288741j -0.00290613-0.034028j -0.0228226+0.0607816j 0.00196331+0.0106487j 0.00278794+0.0343892j 0.0376462-0.0546854j 0.00623967-0.0420402j 0.0156195+0.0129602j -0.0130082+0.0173832j 0.0395761+0.000217782j 0.00988135-0.0318842j 0.00476967+0.0182363j 0.00113031-0.0638819j -0.0327477-0.00309438j -0.000640147+0.0117561j 0.00714284-0.0482611j -0.0252123-0.00710388j 0.0117788+0.0510308j -0.0782003+0.00249554j -0.060809-0.00447321j -0.0164886+0.0811229j 0.0142825+0.0193539j 0.028819-0.0303719j 0.0169513+0.00427118j 0.00111741-0.0465813j 0.0157244-0.0292427j 0.0253502+0.0360463j 0.0298799+0.0475803j 0.068821-0.0997669j 
-0.0105108-0.00766611j 0.00264702+0.0147287j -0.000686861+0.00207021j 0.00657438-0.00229195j -0.000346467-0.0172269j -0.001921-0.0128245j 0.0100724+0.0022995j 0.00767477+0.00494576j 0.00368795-0.00855587j -0.0153626-0.00370468j -0.000925011-0.00515048j 0.00222945-0.00365758j -0.0163073-0.000423645j 0.0081424-0.0129076j 0.0170311-0.00490186j -0.00496773+0.0170391j -0.0106172-0.0125448j 0.00215251+0.0257575j -0.00265261-0.00129069j -0.00643929+0.00395929j 0.0251209-0.00593997j 0.00751164+0.0116683j 0.00287584-0.021211j -0.00872461+0.000253964j -0.011085-0.00363314j 0.0116973+0.00777002j 0.00587426-0.0142636j 0.0308038-0.00663636j 0.00892784-0.0100699j -0.000362981+0.000303875j -0.000709575+0.00319169j 0.0183816-0.00962361j 0.013386-0.0054548j -0.00750063-0.00496504j 0.00252131+0.00713372j 0.0106118-0.0105586j 0.0115118+0.00344785j 0.0240703+0.0156753j -0.0237752-0.00747349j 0.00456884+0.0024211j -0.0166938-0.0161281j -0.000330286+0.00422288j -0.00558072-0.00541033j -0.00182081+0.0210919j -0.00550968-0.0214455j -0.0110538+0.00348166j -0.0106956-0.00842951j -0.0174543-0.00862375j 0.00279084+0.0117749j 0.0265911+0.00435855j -0.0121488-0.00160049j -0.00903259-0.0130857j 0.0362155+0.00550671j 8.0328e-05+0.0135588j -0.00149171-0.000169879j 0.00375748-0.00727827j -0.0302454-0.0373098j 0.00461575+0.000354477j 0.00789363-0.020191j 0.000888187-0.0228657j -0.0200181+0.0115559j 0.0105287+0.0122621j -6.78872e-05+0.0129436j -0.0021405-0.000961811j -0.0116585+0.0084639j -0.0012082+0.00947679j 0.000621446+0.00118647j -0.00625414+0.00606337j 0.0317063-0.0248944j -0.00420417-0.00255081j 0.0206895-0.0042095j 0.0114342+0.0106973j -0.0187195-0.0178714j 0.00859457+0.00666765j 0.00220304+0.000177554j -0.0163976-0.00293841j -0.00250628-0.0307595j 0.00878534-0.0277884j -0.00905562+0.00418414j -0.0336531+0.00810574j 0.0242702-0.0104937j 0.0136036+0.0163006j 0.0127816-0.0226175j -5.70466e-05-0.0205701j 0.0200013-0.0140392j -0.0140084-0.00781774j -0.00103169-0.00497907j -0.0247299-0.0153261j -0.0428824-0.00847592j 0.0254354+0.0147878j -0.0354993+0.016945j -0.00277841+0.0022233j 
-0.0102925-0.00519699j -0.00293856-0.0134462j 0.0054749+0.0080716j -0.00152782+0.0071559j 0.0150271-0.0257153j -0.0113185-0.000479198j 0.0108004+0.0188804j -0.0155768+0.0146031j 0.00330811-0.00788437j -0.00392972-0.00587952j -0.00765375-0.00741133j 0.00329979-0.00378516j -0.00190477-0.00137435j -0.0082831-0.0119946j 0.00434568-0.00452492j 0.00678149+0.00061556j -0.00151241-0.00627986j 0.00220754+0.00762038j 0.00753968+0.000577277j -0.0119066+0.00588632j 0.0354779-0.0222279j 0.0360141-0.018078j 0.0262635-0.00747266j 0.0134049+0.00506736j -0.0279252+0.0150582j 0.00452444+0.00572417j 0.00985628-0.0255293j 0.056294-0.0306882j -0.0111034-0.0531047j 0.00457946-0.00628273j 0.00280502-0.0571042j 0.0136984-0.00153812j 0.0390729-0.0139094j -0.0160915-0.0160703j 0.00673306+0.0118358j 0.0156477-0.0280876j 0.0356311+0.00285018j 0.00656678+0.0241806j -0.0122206+0.00637916j -0.0024674-0.00436896j -0.0049157-0.0110156j -0.0177299+0.0246619j -0.00716897+0.00662554j -0.00788513+0.00872841j 0.00933838-0.0273953j -0.0132715+0.00927057j 0.0280106+0.0148402j -0.009125-0.0180156j 0.0194183-0.00983103j 0.0471526+0.00151874j -0.0306678+0.0075341j -0.0157599-0.0132594j 0.0227983+0.00411428j -0.00361021+0.0314131j 0.0152657-0.0138763j -0.0602661+0.00766561j -0.0460163-0.0689172j -0.0121528-0.010083j -0.0232826-0.0568844j 0.0657773-0.00310438j -0.069893+0.000397914j 0.0257455+0.0304574j 0.0262534+0.0316413j -0.016714+0.0591938j -0.00597818+0.00455491j -0.0213815-0.0348499j 0.000617669-0.00287254j -0.0294576+0.00970239j 0.06379-0.0483606j 0.0019715+0.0148147j 0.0251148-0.00999609j 0.0245273+0.0200995j -0.0486778-0.0391392j -0.00376496-0.00137577j -0.00303185-0.000677083j 0.00391502-0.0368714j -0.0368477-0.0197181j -0.0055826-0.0270768j -0.011964-0.0202932j -0.0554448+0.00880343j 0.0690191+0.00623324j -0.0665461+0.061503j -0.0367546-0.13764j -0.0221461-0.0398118j 0.0763434-0.0513556j -0.00858494-0.0271249j -0.0189801-0.0279802j -0.0617391-0.0776065j -0.0617973-0.0611023j 0.0335375-0.0118936j 0.00784121-0.0332481j -0.00345075-0.0406649j 
-0.00332685-0.0065389j 0.0025344-0.00057627j -0.000332717-0.00205323j 0.00260777-0.00345719j 0.00425768+0.0231154j 0.0105261-0.00209756j -0.0163282-0.0109807j 0.00116894-0.0158539j -0.00159775+0.0333857j 0.00777453+0.0235685j 0.0073529-0.0024256j -0.00763112+0.0112269j -0.00788557+0.0209965j 0.00289364+0.00378927j -0.00474042+0.0255071j 0.00186193-0.0233274j 0.00937407-0.00382252j -0.00419413-0.0124709j 0.00634123-0.00566511j 0.0244501-0.011492j -0.0339954+0.0209898j -0.0161309+0.0272545j -0.0366071+0.0336718j 0.00896773-0.0282605j 0.0332365+0.017084j 0.00440779-0.030817j -0.0271377+0.034081j -0.0617441-0.00801254j 0.00211219+0.0157142j 0.0154979+0.0125058j -0.00595368+0.02331j -0.0602317-0.0075038j 0.000311161+0.00565506j 0.0169059+0.0210954j 0.0130926-0.0100893j -0.0434418-0.000261603j -0.0239278-0.0131875j -0.00796217-0.0031308j 0.0424336+0.021138j -0.0200902-0.00795724j 0.0129471+0.00263768j -0.0083136-0.00183779j 0.00456084+0.0131088j -0.0150987-0.0125423j 0.0236768+0.012068j 0.00520283+0.000184624j 0.0188917+0.000709357j 0.031155+0.0219764j -0.0223427+0.00634956j -0.0508194-0.013592j -0.0017752-0.00773899j 0.0329717+0.00431308j -0.0219677-0.00355994j -0.032434-0.0322835j -0.0262927+0.00977663j 0.0239934+0.0399538j 0.0356729+0.0529525j 0.00511115+0.00628124j 0.0412812+0.0440847j -0.0467772+0.0335296j 0.0493313-0.00428739j -0.0188411-0.0452627j 0.0159373+0.0294952j 0.0230712-0.0112942j 9.02055e-05+0.0107742j 0.0247602+0.0699275j 0.000657394-0.00621447j -0.0299245-0.0180082j -0.0422658+0.0328852j 0.0150757+0.00454691j 0.0270245+0.0584986j -0.027509+0.00174416j 0.0602121+0.00168475j -0.063054-0.00349799j 0.00803+0.00291061j 0.0055797-0.0108028j -0.0209771+0.0445372j 0.00870489+0.0172604j -0.000851349+0.0052332j 0.0313207-0.00582121j -0.0325849+0.0157281j -0.0133198-0.0603342j 0.0117734+0.104774j -0.0276761+0.123273j -0.0625672+0.0541461j 0.00517911+0.0429767j -0.0136924-0.0188436j 0.0590298+0.0604485j 0.0796372+0.0229845j -0.00730057-0.00445577j 0.000810882+0.0702004j 0.0567712-0.0195707j 
0.017813+0.00936065j 0.0144361+0.00208951j -0.00654421-0.00487281j -0.00223047-0.0023984j 0.00562165+0.000276591j 0.0149102+0.00204113j -0.00166742-0.013415j -0.00690761+0.00119862j 0.000588693+0.00392833j 0.00587314-0.00484528j -0.00669452-0.00026605j -0.00107065-0.00766486j -0.00401535-0.008586j -0.00249995-0.00416205j -0.000953073-0.00201414j 0.00512858+0.00156268j -0.00291922-0.00174369j -0.000664905-0.0087367j 0.0130329+0.0062451j 0.0179748+0.00267532j -0.00654501+0.00446356j 0.0215122+0.00327082j -0.00119305+0.0168857j 0.012978-0.00148305j -0.0186963-0.000811911j -0.0013978+0.014456j -0.00977599+0.0196961j -0.0361709-0.00200015j -0.0127131-0.0120085j 0.0226447-0.00329633j -0.0137105-0.0105822j 0.0140381-0.00344863j -0.00272604-0.00290983j 0.00285102-0.000849695j -0.0115774+0.00172054j -0.0179447-0.000356229j 0.000148409-0.00968805j 0.0224985+0.0255373j 0.00722706+0.0246904j 0.0115216+0.0122915j 0.0148389+0.00297495j -0.0326653+0.0181494j 0.00467595-0.0036354j -0.0069703-0.00220461j 0.00502142+0.00345068j -0.0156804+0.0173437j 0.0213449+0.0112613j 0.00322492+0.00719144j 0.0259618-0.0154275j -0.0385641+0.00308824j -0.0212828+0.0214516j -0.00847686+0.015475j -0.00405592-0.00802268j -0.0282751-0.00508695j 0.000146811+0.00743066j 0.0100946-0.00276649j 0.0116763-0.0137613j -0.0181871+0.0150632j 0.0245911-0.0105998j 0.00142677+0.0305289j 0.0100787-0.0100022j 0.0221493+0.029329j 0.0131134-0.0640857j -0.0105104-0.0418196j -0.0187119-0.0456807j 0.00379944+0.00669648j 0.0069824+0.0314507j -0.00383773-0.0235992j -0.00035626+0.0418274j -0.0149584+0.0357669j 0.00842684-0.00221398j -0.0178454-0.016275j 0.0460943+0.0324998j -0.00375452-0.00813747j -0.01415-0.0318836j -0.00958911+0.0320266j -0.00766498-0.0246092j 0.0100377+0.00496688j -0.0185239-0.0228997j 0.00532174+0.000575863j 0.01618+0.0281833j -0.0218137-0.0238126j -0.00651953+0.00683687j -0.00776662+0.0526046j -0.0193311+0.0272081j -0.000941381+0.00494791j -0.00660058+0.0405256j -0.00616876-0.0194189j 0.0103724-0.00443785j 0.0100294+0.00312133j 0.0033043+0.0336473j 0.0325739-0.0368247j 
-0.000930729-0.00336243j 1.78475e-05+0.00147574j 0.00342039+0.000178134j 0.011022+0.00507701j 0.000357423+0.00612556j 0.00154308-0.00550127j -0.00317991-0.001288j 7.55559e-05-0.00588465j -0.00644066+0.0112638j -0.000906202-0.00317542j 0.0086593-0.00157007j 0.00655926-0.00224827j 0.000263816+0.00490429j -0.00859432-0.00391088j 0.00461202-0.00172939j -0.00279901-0.00439794j -0.00805158-0.00273981j 0.00047969+0.0061303j -0.00419007+0.00338284j -0.00347566-0.0123609j -0.00130115+0.00313477j -0.0129512+0.00500288j -0.00539086-0.00181047j -0.0087707-0.00507181j 0.0137575+0.00085542j 0.00177318-0.0127021j 0.00946331-0.00190854j -0.00497253+0.00673736j -0.00113328+0.0172714j -0.00123758+0.00624747j 0.00167075+0.0211157j -0.00453885+0.00108548j -0.0144554+0.00865507j -0.00133579-0.00356042j -0.012777-0.000438769j -0.00814175+0.000792639j 0.00471469+0.0038415j -0.00229955+0.00120969j 0.0111782+0.00592109j -0.00978581-0.00160789j 0.000160257+0.00765554j 0.00681948+0.00896606j -0.00511425-0.0024241j -0.0104919-0.0129958j 0.00789139+0.00595627j 0.00648663+0.0120227j 0.00611485-0.00164915j 0.0118737-0.0042306j -0.0119661+0.00638725j -0.0274879-0.0035154j -0.00403904-0.0116737j -0.0083084-0.0114027j -0.00743194-0.00265929j 0.0146341-7.17673e-05j -0.00719873-0.000372765j -0.000605192-0.00749329j 0.02478+0.0264495j 0.0020028-0.0150879j -0.000611701+0.0118239j -0.0209344-0.00258935j 0.0221876+0.005378j -0.0166592-0.0159045j 0.00924935+0.0156903j 0.000350514-0.0101575j 0.0111514+0.0145199j 0.00638847+0.0184415j 0.00434809-0.00629475j 0.0124785+0.00968405j -0.00885998-0.0105196j -0.000708636-0.00491054j 0.00248624+0.00864348j 0.00600725-0.00093247j 0.00484838-0.0114494j -0.000751692-0.0043946j 0.00306918+0.0059777j 0.00731678-0.00259243j 0.00641272-0.00251265j 0.0110221-0.00192092j -0.000225213+0.000988433j 0.0201325+0.00895022j -0.0257805+0.00111173j 0.0142738-0.0122356j 0.00642287+0.0320497j 0.00516707+0.00828451j -0.00424507+0.00610365j 0.00832521+0.0109521j 0.00660384-0.0100931j 0.0162296+0.0177953j 0.00471124+0.0125198j -0.00413432+0.003531j -0.00437842+0.00887233j -0.000687987+0.00645566j 
-0.0153039-2.47702e-05j -0.00571216-0.00241024j 0.00494624+0.000715475j 0.00488465+0.000590647j 0.00660867-0.00253196j -0.00302525-0.00417856j 0.00111785-0.00322765j 0.000610453+0.00763066j -0.00110665+0.00210742j 0.0143539+0.00483887j 0.00227403-0.00322193j -0.00603239+0.00307758j 0.0097538-0.00257882j 0.00103152-0.00829984j 0.00537769+0.00533061j -0.00872941-0.00837283j 0.00419474+7.75943e-05j 0.00276821-0.00622269j -0.00762818-0.000181743j -0.00644035-0.0017107j -0.00549881-0.00404115j 0.0194671-0.00724167j 0.0122284-0.00106725j 0.0126431+0.00176427j 0.0241494+0.0168339j -0.0045823-0.0194515j 0.00427707-0.0321777j 0.00415622-0.00389043j -0.00929251-0.0130782j 0.0136728-0.0239861j -0.00450454+0.00228565j 0.0185197-0.00180989j 0.000194035+0.0344578j 0.00554852-0.000720223j -0.0109868-0.00517581j -0.00288148+0.00781822j -0.00328685+0.0119951j -0.0208005+2.03957e-05j -0.0200221+0.0399943j -0.0126262+0.0210639j 0.00130037+0.0165216j -0.0121227+0.0148202j 0.0095993-0.00873704j -0.00162375-0.00326353j -0.00236996-0.0239353j -0.0134027+0.0281521j 0.0107905-0.0183162j -0.0257886+0.0106837j -0.00329119+0.00194821j -0.0198097+0.0123646j 0.00583918-0.016681j -0.0212999-0.0038483j 0.00116122+0.0200828j 0.0115782-0.00425987j -0.00766531+0.00561463j -0.0122434-0.0108259j 0.00798604-0.0128863j 0.0101109+0.000907802j 0.0148244+0.0155174j -0.00967761-0.000405417j -0.00469899-0.00134951j -0.0164595-0.00333581j 0.0407954+0.037363j -0.0105768+0.0297922j 0.00589731+0.0329209j -0.00726853+0.0062012j -0.0236131-0.0414697j 0.040127+0.0808484j 0.0101509-0.0249789j -0.0106334+0.00404071j 0.00375464+0.0588495j -9.85455e-05+0.0230355j -0.00500763-0.0372705j 0.0157866-0.0267052j -0.00988354+0.0419354j 0.02822-0.0316992j 0.0128554+0.00260051j 0.00656021+0.00239629j -0.0076255+0.000547785j -0.00888991-0.00586615j -0.0125979-0.000719925j -0.00592521-0.000869945j -0.00833976-0.00907841j 0.000219884-0.00313968j 0.0171488-0.017333j -0.00352151+0.00836929j -0.000766213-0.0221174j 0.0117515-0.00790314j 0.00177447-0.0121811j -0.00240189-0.0139788j 0.00698486-0.00517944j -0.00324652-0.00594822j 
-0.00381736+0.00118676j -0.00236833+0.00486127j 0.00644475-0.00105363j -0.00573774-0.000238924j -0.00254237+0.00116653j -0.00274375-0.000761837j -0.0097775+0.00965349j 0.00115428+0.00040124j -0.000403503+0.0142564j 0.00236551-0.0131218j 0.0056125-0.0017495j 0.0155985+0.00259388j -0.00683057-0.0124204j 0.000755598+0.00642948j -0.00598925-0.00800146j -0.00523347-0.00691417j -0.0100578-0.00312592j -0.00512732-0.00801535j -0.00699328-0.0114142j 0.00532487+0.0147241j 0.00123932+0.000282821j -0.00273617+0.00213145j -0.00127269+0.00343712j 0.00576127-0.000860315j 0.0147316+0.00779427j -0.0120324-0.0024007j -0.00770593-0.00183969j 0.00173038-0.00483509j 0.0027768-0.00132107j -0.00711848-0.00751128j -0.0041618+0.0127502j -0.000730031-0.00299304j 0.00396657+0.00948491j -0.00260798+0.00100808j 0.0102765+0.00872202j 0.00449644+0.000706486j -0.000192974-0.00751922j -0.00622092-0.00779994j -0.00366043-0.00265578j -0.0108277+0.00432475j -0.000122912+0.0231532j -0.00874926-0.00196696j 0.0166036+0.00494387j 0.0124861-0.00526702j -0.00723159-0.00414562j -0.0092465-0.0176391j -0.0107522+0.00776593j 0.00430071-0.0138957j 0.00805444+0.00215346j -0.00858604+0.0103244j -7.70347e-05-0.0076867j 0.000113444+0.0124319j 0.00115607+0.00629186j 7.71795e-06-0.0155257j 0.00220313+0.00404228j 0.00115722-0.009605j 0.00254929+0.00468321j 0.0140216+0.00255602j 0.000214487+0.00144875j -0.00732974-0.00546171j 0.00287528+0.00130604j -0.00356817-0.000869472j -0.00321172+0.0157099j -0.000304406+0.00205148j -0.000191329+0.0172532j -0.00700635+0.0135185j -0.0160608-0.0239932j 0.00357466+0.0225752j 0.0126736-0.01301j 0.00282019-0.00279632j -0.0072683+0.00320555j -0.00786401+0.00657641j -0.000121523-0.0222809j 0.00408008+0.00373502j -0.00609243+0.0171919j 0.00152749-0.00982501j -0.0025366+0.00684567j -0.0127256-0.0146114j 0.00480395+0.00743288j 0.00434822+0.00385431j -0.0197662+0.00196262j 0.00479761-0.00227836j 0.00916185+0.000387969j -0.00365418-0.00873354j 0.00773401+0.00484875j 0.00446098-0.00758151j -0.000887054-0.00193385j 0.00413794+0.00791089j -0.00374764-0.000863043j 0.00203324-0.00308707j 0.00265637+0.00331321j -0.000153399+0.00056708j 
-0.00122593+0.00514248j -0.00587597+0.00300828j -0.0024657-0.00227477j 0.0029834-0.00403378j -0.00802672-0.00417849j -0.00215629+0.00773856j 0.00852046+0.00236017j 0.00694243+0.00294743j 0.000868485-0.00359251j 0.0076726-0.00409875j 0.00355149-0.00431451j -0.000505661-0.0178131j -0.000583294-0.00152368j -0.00507962-0.00720837j -0.00408467+0.00323671j 0.00829231+0.00684362j 7.9052e-05+0.00730107j -0.00380418+0.0101744j 0.00474093+0.0163245j -0.00535625-0.0010785j 0.00930484+0.000941614j -0.00214869+0.000656797j 0.00183858-0.0230891j 0.0133685-0.00116923j -0.000859919-0.015007j -0.0180274+6.41657e-05j -0.0156648+0.00268539j 0.0179078-0.00972119j 0.0105607-0.014915j -0.0201499-0.00657522j 0.00659492+0.0229361j -0.0234926-0.0142554j 0.0247067-0.0160959j -0.000746547+0.00842945j -0.00409808-0.00212752j 0.0173362+0.0065412j 0.0206048+0.0115013j -0.00130398+0.0104843j -0.0153244-0.0185541j -0.0100114+0.00799522j 0.00608116-0.00483058j 0.00214862-0.0259681j -0.0055704-0.0149142j -0.000817023-0.00533267j 0.0108954+0.0134645j -0.00968629-0.00899997j -0.00299714+0.0359554j -0.00547404+0.00178764j 0.020179+0.0100525j 0.0241276+0.0264432j 0.00808789-0.017152j -0.00666524-0.000530063j 0.0155261+0.0101369j 0.0112125-0.0137692j -0.0142962+0.0231304j -0.0120931-0.00612288j 0.0112707+0.0109846j -0.00187175+0.0174201j 0.0017703-0.00358541j 0.00684037-0.0189106j -0.0278868-0.014085j -0.00668785-0.0211825j -0.00197929+0.0150145j 0.029165+0.0236218j -0.00126355+0.030501j -0.00409947+0.0115808j -0.00140532-0.0173685j -0.00436411+0.0231689j 0.0312741-0.0249517j 0.00659449+0.0106259j -0.0310238+0.0204067j -0.0103416+0.0162564j -0.0197444-0.0336879j 0.0156881-0.0126899j -0.01337+0.0361887j 0.00730091-0.0128484j -0.0067798+0.0257524j -0.0166191-0.00781348j -0.0268246+0.00764395j -0.0112078-0.00523433j -0.0173763-0.00018567j -0.00218678+0.0024556j 0.0214222-0.0294j 0.0101565-0.0280483j 0.00633043+0.000225142j -0.0187363-0.0224655j 0.00976373+0.00882129j -0.0171152+0.00711208j -0.0171599-0.00711577j -0.0138615+0.0135712j -0.00859307-0.0153245j -0.00701986+0.0239366j 
0.00954203-0.00318394j 0.0033996-0.000809402j -0.000315288-0.00100979j 0.00176594+0.00397866j 0.000789849+0.00165207j 0.00536884-0.00501019j 0.00556887-0.00112919j -0.00557569+0.00371412j -0.000163488+0.00337263j 0.00284893-0.0213889j 2.50854e-05+0.00181228j -0.00395321+0.00470486j -0.00898747-0.00790739j 0.00162762-0.00473607j -0.00167005-0.00963859j -0.00138714-0.00824578j 0.00568513+0.010096j -0.00738987-0.0166979j -0.00210293-0.0103181j -0.00406631+0.00433146j 0.00828725+0.00644519j -0.00578131+0.00932143j -0.00711599-0.0024763j -6.14474e-05+0.00456702j -0.00967215-0.0104186j 0.00820228-5.14164e-05j 0.00115738+0.00783432j 0.00381308-0.00917024j 0.00170778-0.00494172j -0.00529136+0.00295483j 0.00261719-0.00506378j -0.00827166+0.000930558j -0.0125435-0.0150914j -0.00166907+7.04368e-05j 0.0040266-0.00812072j 0.00846925+0.0047416j 0.00204673+0.00709797j 0.0104329+0.00377132j 0.00470383-0.00471294j 0.00507296-0.0123911j 0.0030049-0.00975222j -0.00263908-0.0200397j 0.00162456-0.00346814j 0.00471471-0.00466656j 0.000584114+0.00630537j -0.0189879-0.00636454j -0.00874792-0.0116403j 0.00802856+0.0122318j -0.00154215-0.00177573j 0.00175207-0.00323867j -0.0114913+0.0079594j 0.00142181+0.00744863j -0.00392852-0.00759468j -0.0106138+0.00746727j -0.00178405-0.00320977j -0.00385131+0.00402549j -0.00512775-0.000476196j 0.00435178+0.00522337j -0.00727523-0.00387226j -0.00125024-0.00638839j -0.00468853-0.00189125j -0.00472836+0.00156498j -0.0059941-0.0259342j 0.0101039-0.00971539j 0.00170014-0.0167506j 0.00851317-0.00209837j 0.0208635+0.016145j -0.00717322-0.0207185j -0.00495535+0.00796521j 0.00282449+0.00248197j 0.00456995-0.0128341j 0.0161658-0.0155148j -0.00140404+0.0225858j -0.00371379+0.00732068j 0.0018497-0.00937382j -0.00844564+0.00957072j -0.00717359-0.00258733j 0.0121477+0.0105468j -0.00976222-0.00565861j 0.00749611+0.000797592j 0.0100668-0.00197285j -0.00382828+0.000177318j 0.00382676+0.000229427j -0.000829802+0.00547083j -0.00699005-0.00138782j -0.0057512+0.00262571j -0.00282826+0.00290804j -0.00822354+0.00282076j -0.000976111+0.0030302j -0.00385118+0.00740802j -0.00629688-0.00300524j -0.000965768+0.00753983j 
