-0.0114851+0.062486j -0.0122905+0.0470342j -0.0461912+0.0290419j -0.00480175-0.00411292j 0.00031544+0.0162958j -0.00995785-0.0114167j -0.00421169+0.000743089j 0.0240968+0.00947399j 0.0218585-0.00516748j -0.0418391-0.00970221j -0.0397581-0.0108956j 0.0278943+0.0150082j 0.0381599+0.0414692j 0.0132449+0.0164348j 0.00193204-0.00327795j -0.0199262-0.0177936j 0.00190858+0.00969617j 0.00550627-0.0206408j -0.00816738-0.0245013j 0.00795944+0.0193058j 0.0291705+0.0109931j 0.00918717+0.0199118j 0.031983-0.00720144j -0.0129056+0.000299438j 0.000407162+0.0186555j -0.0055071+0.0113342j -0.00875437+0.0175306j 2.07628e-05+0.0148135j -0.000502775+0.0309623j -0.0116903-0.00609717j 0.0134542-0.0255192j -0.0397697+0.0328936j 0.00368204+0.00623375j 0.00320586+0.00842209j 0.0173884+0.00989196j -0.0397623-0.0188416j -0.02304+0.0417668j -0.054976+0.0258558j 0.0532701+0.0495426j -0.0243965-0.130463j 0.004237-0.00245504j -0.00971069-0.0218257j 0.0120868+0.0811255j -0.0275334+0.0032671j 0.0226148-0.0475021j 0.00727267+0.00829334j 0.0501658-0.0360528j -0.017257+0.0219789j 0.0302191-0.0223049j -0.0512618-0.0114346j 0.0069311-0.0624897j 0.0151767+0.00216874j 0.0324535-0.00852717j -0.0221435-0.0143735j 0.0166774-0.00651623j -0.0288842-0.00229426j 0.0121687-0.00534781j -0.021126+0.0533131j -0.01318+0.0149538j 0.0885068+0.0893582j 0.108099-0.0423443j -0.000835387+0.0322987j 0.0126863-0.0227428j 0.00579786-0.00869698j 0.00382489-0.0100655j -0.0103744+0.0279518j 0.0231526+0.0927674j 0.1525+0.00973782j 0.0920775-0.187173j -0.113903+0.101162j 
-0.0263587-0.0193316j 0.0039523-0.0080835j -0.00478694-0.00208538j 0.0132933+0.0161083j 0.0118369+0.00835282j 0.0594745-0.0463014j 0.00112787+0.0352215j -0.00164022+0.0951279j -0.00223502+0.0282645j -0.08005-0.006816j -0.00551468+0.0176411j -0.0770914+0.00642137j 0.0128147+0.00280626j -0.047884+0.000870651j -0.00742531+0.0165539j -0.011596+0.0129552j 0.0273972+0.0346114j -0.00832363-0.0178389j 0.0357088+0.000978546j 0.0407082+0.0591914j -0.0536027+0.0953576j 0.0691421-0.0403721j 0.0361204+0.00878429j 0.0465468+0.0238926j 0.0177869-0.0948503j -0.00144165+0.0464041j 0.0462323-0.0566636j 0.0400736+0.0207179j 0.0338438-0.00464207j 0.0790805+0.00828706j -0.015951-0.0393201j -0.0288702+0.0151733j -0.0457313-0.0015462j 0.0142891-0.00164919j 0.0900595+0.043102j 0.0114811-0.0410166j 0.0174388+0.00143538j 0.0274267-0.00822859j 0.00982035+0.0197174j -0.0775036-0.075867j 0.0102228-0.0374266j 0.00969747-0.0715776j 0.0144806+0.0858168j 0.00738655+0.00256066j 0.0317475+0.0516672j 0.0451233-0.0172042j 0.0114028-0.0613885j -0.00471546+0.0761184j -0.0751242+0.00804925j -0.0320402-0.00670507j 0.0666016+0.0126917j 0.000791775-0.0246919j 0.0193495+0.0525686j 0.0215628+0.0271314j -0.0499444+0.00926166j 0.111118+0.0357713j -0.0737522+0.0656502j -0.0302818-0.0410353j -0.0307993-0.0214453j 0.0657625-0.00892605j -0.0125786+0.0638461j 0.0849247+0.0314742j -0.023595+0.00797956j 0.00592272-0.0487962j -0.0113352-0.0163273j 0.00438058-0.026778j 0.0862204+0.0481848j 0.0560189+0.0455778j 0.00944437+0.0440028j -0.0336607+0.0557469j 
-0.0539469-0.0332339j 0.0044004-0.0108811j -0.0170672+0.0100156j 0.00571778-0.0170616j 0.0186141+0.0258088j 0.0587584+0.0430793j -0.0163758+0.00970079j -0.0821976+0.0463502j -0.0189788-0.00915843j -0.0306837-8.41418e-05j -0.0307772+0.074517j -0.027202+0.0643273j 0.0254294-0.00485503j -0.050104-0.000547814j -0.0452195-0.0401096j -0.0233932+0.0491983j -0.00183771-0.0331214j 0.0922132+0.0750704j -0.0270062-0.0838139j 0.0716601-0.0394198j 0.00357152-0.0964775j -0.0495709-0.0387101j 0.0682625+0.00833877j 0.0836702-0.0517259j 0.0311826+0.00138624j -0.0659613-0.0143696j 0.00788346+0.00220923j 0.0266951+0.0174647j -0.0061423+0.0446008j -0.00260877+0.0333473j 0.017418+0.0420402j -0.0239414-0.0190001j 0.0258413+0.0837909j 0.0383082+0.00887474j -0.0112963+0.00566663j -0.0092336-0.0423467j -0.0397278+0.0351485j -0.049731+0.0494968j 0.0200223-0.0424579j 0.0138798+0.00221763j 0.0314094-0.0442863j -0.069861+0.0371376j -0.0293009+0.0356727j 0.0227304-0.0324061j 0.00870044-0.0315065j -0.0327614+0.013319j -0.0157643-0.00823252j 0.0257601+0.0720487j -0.0188486+0.0189432j 0.0165266-0.00627894j 0.0451763+0.0359943j 0.0203944-0.00201146j 0.0240022-0.0198439j 0.0195256+0.0085006j -0.0610783-0.0352909j -0.00478703+0.0317386j 0.0133718-0.00929677j 0.00552174-0.0506557j 0.0575922-0.0215481j 0.0409938-0.0350075j 0.0173309+0.0109628j 0.0578319+0.0369135j -0.0270506+0.0159402j 0.0518813-0.00858494j -0.0151561+0.0171941j -0.0442665+0.074364j 0.0283761+0.0129368j 0.000190728+0.0557205j 0.0374059+0.0136492j -0.0247798+0.0171115j 
0.0523461+0.059498j -0.0358032-0.0106921j -0.0179649+0.0304771j 0.00180467+0.0426003j -0.0893342+0.0141275j -0.0115255+0.00891065j -0.00622404-0.0238481j -0.01481-0.0621415j 0.0421873-0.0248884j -0.0195009-0.0350378j -0.00337903-0.0247134j 0.0168425+0.0206614j 0.0304227-0.077232j 0.0159418+0.0266346j 0.0462939+0.0574538j -0.0441275+0.0165967j 0.0174146-0.0409037j 0.0601483+0.0437666j -0.0237897+0.0391949j -0.0525132-0.0016669j 0.0422834-0.0457788j -0.0811809-0.00138297j 0.041399-0.0171367j -0.0214888-0.0118804j 0.0283393+0.0109847j 0.0157489-0.0436427j 0.0239801+0.0339147j -0.0480236-0.0025429j 0.0255162+0.0270228j 0.0163077+0.0368968j 0.0768298-0.0563418j -0.0278986+0.0052009j 0.00422533+0.0560842j -0.0315128+0.0864569j -0.0785943-0.0837697j 0.0321735+0.0329785j -0.0388634+0.0673601j 0.0585771-0.0351465j 0.0305992+0.00502161j 0.08787+0.0102946j -0.0134824+0.0901705j -0.0500449+0.000641881j 0.0456926-0.028729j -0.0117722-0.0143395j -0.00557066-0.0291088j 0.00836747+0.0169954j 0.0208064+0.0549899j 0.0533005-0.0231813j -0.0777135+0.0523676j 0.0504379-0.0281663j -0.12375+0.0444162j -0.0441042+0.0151844j -0.0185336-0.0281931j -0.0092813-0.0347707j 0.025145+0.0143377j -0.0179909-0.0251534j -0.0422577+0.0606481j 0.0672764+0.00577152j -0.00955305-0.00525199j 0.0339411+0.0150512j -0.109223-0.0231256j -0.0377171+0.025826j 0.0354975+0.0748972j 0.0327888+0.0742623j -0.0770979+0.0249145j 0.0117819-0.0138637j -0.0478992-0.0127021j 0.072257+0.0470999j -0.00663473-0.0369982j 0.0802475-0.0301083j 
0.030191+0.0263358j -0.0145451+0.037328j 0.0292302+0.0434481j 0.0187246+0.0302034j -0.0227347-0.0162869j 0.0373313+0.00732475j -0.0238071+0.033389j -0.0369175-0.0198457j 0.0547548+0.0591037j 0.0376655+0.02089j -0.0134021-0.046627j 0.0222137+0.0418131j 0.0109423+0.00510221j 0.0585846+0.0650365j -0.0273823+0.0866265j 0.00432945+0.00544924j -0.0345594-0.0467018j 0.00144477-0.0247946j -0.0139519+0.0711322j -0.0251366-0.00650223j -0.0433483-0.00617304j 0.00674273+0.0533051j -0.0338952+0.0283168j -0.0304204-0.00297761j 0.0304107+0.0504334j -0.0475312+0.0109064j -0.0149114-0.00719007j 0.00580961-0.00451421j 0.00649429+0.0284625j 0.00173974+0.0418222j 0.012728-0.0293646j -0.0513962-0.0542495j 0.00656832-0.0584506j -0.0221238-0.0152001j 0.0638168+0.023949j -0.0219354+0.0429538j -0.0272659-0.0310157j -0.0120655+0.0118602j -0.0236786+0.0211303j -0.0301226-0.0435347j -0.0143641+0.0125487j -0.0149498+0.00523835j -0.0193173+0.0255695j -0.0206566+0.00910658j 0.0163844-0.0384325j 0.0112969-0.00381855j -0.0200153-0.0196766j 0.0416264-0.0191321j -0.00687402-0.0285955j 0.0213936-0.0236709j -0.0442202-0.0274413j 0.0503975-0.0317506j -0.0774125-0.00625127j 0.0225065+0.00542522j 0.0186295+0.0216863j 0.0411657-0.0248133j 0.0110418-0.0357328j -0.000681187-0.0518995j -0.0155005-0.0311909j -0.000584497+0.00545438j 0.0236791+0.0203372j 0.0596981+0.0774759j 0.00539294-0.00204348j 0.020972+0.0903989j 0.0303278+0.0189167j -0.0581164-0.0275872j 0.0289504+0.00855606j 0.0243485-0.0138199j -0.0108356+0.00540385j 0.00770986+0.0132106j 
-0.0285762-0.00282491j 0.0090293-0.0318662j 0.0180304-0.0219443j -0.0528815+0.0193902j 0.0153507-0.034384j -0.030911+0.0158802j -0.0072015-0.00511963j -0.005292+0.00687258j -0.0104579-0.0140005j 0.0148996-0.0346776j 0.0221169+0.0212487j 0.00755219+0.0022399j -0.011689-0.0222739j 0.00291851-0.00810232j -0.038965-0.0163401j 0.0174299+0.0101808j 0.00055427-0.0179253j -0.0274+0.0398221j 0.0421555-0.0134608j 0.0135986-0.0909027j 0.00744091-0.0103295j -0.0045937-0.0131665j -0.0219945+0.00432904j -0.02754+0.00213961j 0.0205913-0.0146442j -0.0361933-0.0245923j 0.0154638-0.049263j 0.0398592-0.017635j 0.0278245+0.00374021j 0.00810191-0.0148977j 0.0242433+0.0870218j -0.0395266-0.015932j -0.0202225+0.0482009j 0.104334-0.0352622j 0.00942859-0.0174459j 0.000111622+0.0288469j 0.0405229-0.00838333j -0.0961223+0.0534115j 0.0225504-0.0664485j -0.0489475+0.0468434j -0.0512856-0.0235675j -0.002054+0.039377j -0.0030914-0.0166606j -0.000134018+0.0199366j 0.0636583-0.0325792j 0.00340162+0.0430557j 0.0486546+0.0354181j -0.00252361+0.0180176j -0.015631+0.00376468j 0.0429969+0.0714291j 0.0558933+0.0291964j 0.0694031-0.02264j 0.0233926-0.0732733j -0.0434808+0.00334586j -0.00620053+0.0716677j 0.0535203+0.0413352j -0.0432703-0.0628487j -0.0499939-0.0427112j 0.00576719+0.139271j 0.0134562-0.00112052j -0.0191399-0.0552527j 0.0106273+0.0175533j 0.036868+0.0350434j 0.0687624-0.0390239j 0.000943224+0.0200391j -0.0870597-0.0230723j -0.0260068-0.00124773j -0.0137415+0.0255745j 0.0281182-0.0138624j 0.0432797-0.0497689j 
-0.00488233-0.0200857j 0.0100369+0.0507041j 0.0248082-0.0259863j -0.014493+0.0105642j 0.0191615-0.00146006j 0.00768885+0.0307278j -0.0142693+0.0696036j -0.00708861-0.0209314j 0.00129764+0.00271199j 0.0201512-0.0283497j 0.0153513-0.0289821j 0.00483703+0.00427126j 0.0338226-0.0338529j 0.00390723+0.100036j -0.0696363+0.0573991j 0.0313824+0.0179967j 0.0532173-0.0710396j 0.101901+0.0719507j -0.01103+0.0182768j 0.0524515-0.027205j -0.0670497-0.133599j -0.0633465-0.0490974j 0.0163031-0.0917963j 0.000318294-0.0762004j -0.0121791-0.0590545j 0.0803634-0.0546431j -0.052773-0.0448552j -0.0231531-0.00121553j -0.0306101+0.0447609j 0.017915-0.144035j -0.109258-0.00518197j -0.0282759+0.111767j -0.0409509-0.0268242j 0.0405488-0.0735811j 0.0358002-0.00140007j 0.0147158+0.0389043j 0.028688+0.0176905j 0.036807+0.0378841j 0.0444946-0.0291709j -0.010464+0.133565j 0.0467618+0.100953j -0.0457274+0.070925j -0.021298-0.0144263j -0.0748167-0.00119605j -0.0224983-0.0579991j -0.0764837-0.0593945j -0.104912-0.0339509j 0.0621644-0.0227495j -0.0428976+0.0379474j 0.0562012-0.0146971j -0.0643075-0.00647313j -0.0375918+0.00413394j 0.0179134+0.0118628j 0.0255607-0.005142j 0.0603742-0.0375333j -0.0398922-0.0291411j 0.0352718+0.0447107j -0.0153648+0.114493j -0.00932449+0.0835795j 0.0707039-0.0244628j -0.0647829-0.103266j 0.0287704-0.107369j 0.00187939+0.0534898j -0.00224442-0.0821446j -0.00415988-0.0101155j 0.000581332+0.00812268j -0.0376665-0.0937643j 0.0683225+0.0175372j 0.0606149-0.0230663j 0.0652609-0.0214368j 
0.00973523-0.0343832j 0.0376923+0.0308055j -0.00506005+0.00173892j -0.0313103-0.0200297j -0.0293847-0.0279314j -0.0283441-0.00393194j 0.00771975-0.00489121j -0.0318713-0.0251621j 0.0103806+0.0355783j 0.0303445-0.04979j -0.0160566-0.0271385j 0.0104012-0.0490965j 0.0361499-0.0245425j 0.0092767+0.00523558j -0.0322783-0.0350343j 0.00346292-0.0416393j 0.0139084-0.0109627j 0.0511234+0.0642171j -0.033213-0.0377938j 0.00892966-0.0319282j 0.0271185-0.0241643j -0.0484092-0.00642013j -0.00554186-0.0959782j -0.0305081-0.00493285j -0.10372+0.0241911j 0.00182882-0.0628488j 0.040292-0.00678225j -0.0384949-0.0659835j -0.021793+0.020057j -0.0477819-0.0424192j 0.0139783-0.0416823j 0.0622825-0.0372844j 0.000531823-0.0277316j -0.0453974+0.0141802j -0.0266619+0.034255j -0.0362975+0.0349774j -0.0312713+0.0155495j 0.0476039-0.0093158j -0.0512356+0.0104469j 0.063256+0.0540763j 0.0393937+0.0205514j 0.0765078-0.089848j -0.034863-0.00775498j -0.0366947-0.0155967j 0.0522436-0.00628165j -0.0573144-0.00486074j -0.013295+0.0269203j -0.00592549+0.0367003j 0.0152031-0.03091j 0.0405665+0.00230151j 0.00790064-0.00419894j -0.00388805+0.0300318j -0.0539652-0.0504447j -0.00899117-0.047595j 0.0264967-0.0243643j -0.0891159+0.0156901j 0.0398355-0.0849654j 0.0134767-0.0535049j 0.070607+0.0104062j -0.0315281-0.0704837j -0.0284894-0.00627871j 0.00300837-0.031913j -0.0112207+0.0184028j -0.00282121-0.0171312j 0.0260857+0.0773777j 0.100175-0.0561344j 0.0116447-0.014017j -0.00872322+0.0191124j 0.0340604+0.0223401j 0.0223107-0.0248756j 
-0.056112-0.0506466j 0.0467403+0.0399601j -0.0330187+0.00669242j 0.0301671-0.00192831j 0.016126-0.123918j 0.0810231+0.0481892j -0.00231911-0.0334802j -0.0462681+0.106883j -0.035495+0.0237794j -0.0401584-0.0893127j 0.0330908+0.00659709j -0.0302553+0.115339j 0.0767548-0.0653954j -0.066289+0.00636919j 0.00941144+0.0161011j 0.0660909-0.013572j 0.0837745-0.0477544j -0.0105446+0.034834j -0.0370913-0.059901j 0.0840874-0.0250905j 0.0183984+0.0733413j -0.0224224-0.0300232j 0.0690666+0.0413927j -0.0229686+0.00037835j 0.0757817-0.108769j 0.000529066-0.0119534j 0.00734707-0.007856j 0.0534244-0.0343879j 0.0629551-0.0271329j 0.078299-0.0819979j -0.00697935+0.000295194j -0.112987+0.0308249j -0.0195126+0.0468521j -0.000308265-0.0130574j -0.00484311-0.0699616j -0.00481227+0.00848254j -0.0665891-0.0224931j -0.0208688+0.00107555j 0.054265-0.0218424j -0.0559779+0.0243009j 0.102562+0.0222221j -0.0431852+0.0117251j -0.0721629+0.0392299j -0.0374408-0.00731983j 0.0512289-0.0198148j -0.03166-0.00450728j 0.00859143+0.0187686j -0.0237178+0.0566657j -0.00545378-0.0148306j -0.0703221-0.0417058j 0.0727273+0.0437687j 0.0557863+0.0768237j 0.140993-0.0663043j 0.0206026+0.00531476j 0.0859287-0.00752019j 0.0750334+0.052579j 0.0520319+0.0450226j 0.0237455-0.0172399j -0.022109-0.0545846j 0.111229+0.0094971j 0.0506328-0.027389j 0.0674432+0.0236049j -0.0179223+0.0390606j -0.0281158-0.0407507j -0.0501257-0.030457j -0.000918701+0.00116115j 0.0339821+0.0559719j 0.0646191+0.083214j 0.09948-0.032086j -0.0995418+0.0682026j 
-0.0286758-0.000504151j 0.00732827-0.0390886j 0.0103251-0.0106614j -0.0363145+0.0352066j -0.013416-0.0418984j 0.00479906+0.0127231j 0.0192151-0.0506388j -0.0728572+0.0181355j -0.0152891-0.0072382j 0.0500281-0.0729051j 0.0369086+0.00258304j 0.0151205-0.00276822j -0.0324729-0.0179192j -0.000519686+0.00911418j -0.0171757-0.0235002j 0.0222039-0.00845283j 0.00368558+0.00114516j -0.00693192-0.0239206j -0.00285689-0.0158562j 0.0242909-0.0625513j 0.0208345-0.0357306j 0.0128352-0.0289129j -0.0494106-0.0372287j -0.0108619-0.00834329j -0.0442473+0.0014912j -0.070482-0.0348659j 0.000808841-0.0474032j 0.0874376-0.0687606j 0.0597874+0.00130801j -0.0405992-0.0149119j 0.0453076+0.0792899j 0.0173369+0.0517972j -0.0104352-0.0957905j 0.0794537-0.0953255j 0.0209769+0.0498172j -0.0998366+0.0205745j 0.0241235+0.00296734j -0.0988775+0.0207743j -0.0147518-0.0360802j -0.00370744+0.0159925j -0.0318745-0.012233j 0.0721507-0.0176659j -0.0603213-0.0558522j -0.0155707+0.0447437j 0.0375106+0.00724358j 0.00264663+0.0384412j 0.0596204+0.0463842j 0.0032405+0.0154588j 0.033762-0.0134202j 0.0386248+0.0627349j 0.039962+0.0355159j 0.0803129-0.0149532j -0.0310806-0.0668205j -0.0135554-0.0512458j 0.00130856+0.0288921j 0.0178131+0.0273246j -0.0217485-0.0847507j -0.0278567-0.0364091j -0.0464653+0.120136j -0.0286586+0.00958917j -0.0217049-0.0436522j 0.0128802+0.0219639j -0.0177347+0.0134616j -0.000905471+0.00362144j 0.0930066+0.0584137j -0.019073-0.0210334j -0.0184977+0.0173574j -0.0255979+0.0141857j -0.00657327-0.00471941j 0.0506828-0.0641001j 
-0.0123874+0.040266j -0.0626079-0.0795843j -0.0205858+0.0179549j -0.00447642+0.00366473j -0.0320365+0.0064809j 0.037393-0.0381814j -0.0382996-0.000124224j 0.0548645-0.0249246j -0.0252175+0.00299594j -0.0451731+0.0602265j -0.0143461+0.068841j -0.0184754-0.0309784j -0.0561197+0.0485102j -0.026331+0.0169345j 0.0514111-0.0293569j -0.0216635+0.068179j -0.0226258+0.0851213j -0.0177143-0.0541187j 0.0281727+0.040863j -0.0800155+0.0595282j -0.0221515-0.0132476j -0.017354+0.0617827j -0.0126255-0.0234942j 0.0282161+0.00823216j 0.0245762-0.0177703j 0.0462177+0.0381302j -0.0103696+0.0381409j -0.004153+0.0242501j 0.0396739-0.00813207j -0.0551562+0.0491243j 0.0131457-0.0381577j 0.0339573-0.0417901j 0.0390566-0.0822788j -0.0335965+0.0205072j 0.0228613-0.00462162j 0.0325708-0.0555049j -0.017869+0.0257167j -0.000297314+0.0256246j 0.032143+0.0309279j 0.0543947-0.11763j -0.0780208+0.0306881j -0.0113496+0.0361173j -0.00509735-0.012409j 0.0609368+0.0664731j -0.0954522+0.0581394j 0.0166061+0.00177482j 0.0100926-0.0142418j -0.0024127-0.014022j -0.0149489+0.0174757j 0.0159149+0.0273423j -0.0660772-0.0156703j -0.0125296+0.0335618j -0.072524+0.0478393j 0.00986214-0.00686537j -0.0313376-0.0409129j 0.0299102-0.0769023j -0.076944+0.0493418j 0.0239138+0.0379241j -0.0806217-0.0875877j 0.0252948+0.0444642j -0.0126777+0.0451162j 0.00614425+0.00303718j -0.0105115-0.0294998j -0.0855036-0.000536791j -0.087504-0.0183673j 0.0573508+0.0431889j -0.0191285-0.00623238j 0.0218154-0.0322215j -0.067918+0.0130769j 0.0425881-0.014641j 
-0.00899997+0.0154181j 2.55791e-06+0.00781366j 0.00307914+0.018651j 0.00503431+0.0146087j -0.000709356-0.00176511j 0.00642573-0.00303515j 0.0124604-0.0961885j -0.039173-0.0179869j 0.0411062-0.0717345j 0.0857305-0.0842965j 0.0295399-0.0509567j 0.0155749-0.058548j 0.0150874-0.0176682j 0.0529091-0.0332391j -0.0669946+0.007745j 0.0077182-0.0177562j -0.0533786-0.0147237j -0.0323557+0.0390274j 0.0156212-0.0354481j -0.000508569-0.040685j 0.0162141+0.00596382j 0.0569004-0.0772714j -0.0420703+0.0225831j -0.0443741+0.0113765j -0.0364706-0.0666564j -0.0859803-0.0384189j 0.0774372-0.0196767j 0.0639546-0.0426728j -0.0953355+0.04159j -0.012569+0.0519796j 0.0644055+0.0133927j -0.0366776-0.0113284j -0.0371802+0.0354145j 0.0788474-0.0613923j -0.00127228+0.00503288j -0.0480802+0.0720645j 0.0251347+0.029637j -0.000887372-0.0141835j -0.0385113-0.0395274j -0.0800637+0.0337844j 0.0324989-0.0324085j 0.0499738-0.106845j 0.0232953+0.0222136j -0.0374876-0.0190153j 0.106274-0.0229682j -0.00742336+0.0431046j 0.0151179+0.122645j 0.0409601+0.0726386j 0.00311472+0.00765899j 0.0880352-0.00841701j 0.0801587+0.0142229j 0.0707246-0.0690186j -0.0193547-0.0905338j -0.0379882-0.050474j 0.0200541+0.127789j -0.0738863+0.0772899j 0.00569355-0.11466j 0.00589318-0.156139j 0.030991+0.150979j -0.00171374-0.0512977j -0.0842317+0.00403722j 0.0891532+0.0856465j 0.0302608+0.056495j 0.174551-0.044429j 0.0396649+0.0266779j -0.0691565-0.0352474j 0.00395579+0.0646332j 0.0337257+0.00712353j -0.00504674-0.000777154j 0.00294061+0.000535672j 
0.0246858+0.000815925j 0.0126455+0.00991961j 0.00749196+0.0296855j -0.0366441+0.00797884j -0.0183194-0.00287146j -0.020289+0.000544993j 0.0198204+0.00625659j -0.0196086+0.0309339j -0.0373492+0.0761789j 0.0444585+0.00769569j 0.0436971-0.0440512j 0.0412684+0.145832j -0.0040198-0.0266784j 0.0271236+0.0330368j 0.0628204-0.00577515j 0.0159435+0.00302341j 0.00119415-0.031794j -0.0407486-0.0164043j -0.0157919-0.0134009j -0.0693988-0.0719003j 0.0337568+0.0288911j -0.0246893+0.0345103j 0.067325-0.00459903j -0.0684209-0.0471773j 0.0504855+0.13123j -0.0504441-0.0185249j -0.0622286-0.0452544j 0.081151-0.0865072j 0.108096-0.0194421j 0.0259829-0.018683j 0.0101632+0.0467959j -0.0382326-0.0278924j -0.0350401+0.0176548j 0.0461453-0.0131401j -0.00877633-0.0290313j -0.0565867-0.00690615j -0.0176755+0.0115156j -0.0523663+0.0261474j 0.0466279-0.022898j 0.0361659+0.0134825j -0.063608-0.0213708j -0.0265496+0.0621585j 0.0474367-0.0954079j -0.072868+0.0220733j -0.0042954-0.0109312j 0.0360126+0.05137j 0.0782316-0.0119395j -0.0124005-0.0706487j -0.00925416+0.00798997j -0.0704234+0.0127885j 0.0303785+0.0685503j 0.0067502+0.0380473j 0.0230409-0.0336545j 0.000543729+0.00360198j 0.0483453+0.00350325j 0.102705+0.0407489j -0.0500995+0.00899731j -0.041349+0.0468086j -0.0427489+0.120605j -0.0567034+0.0755577j -0.0147467-0.0880739j -0.111346+0.0397224j 0.032629-0.0340515j 0.0349426+0.112839j 0.0257444+0.0712235j -0.0869732+0.0269457j -0.0387952+0.00634095j -0.0338902+0.0253696j -0.000206005-0.0556764j 0.0145796-0.0230276j 
-0.00475678-0.00604107j 0.0168241+0.0184411j 0.0277653+0.00638081j 0.0183006+0.0223681j 0.0395366-0.00351036j 0.057631-0.0272912j 0.0532881+0.0658475j 0.030045+0.0106151j 0.010722+0.0446118j 0.137052+0.085501j 0.0097911-0.0317563j 0.0503923+0.0409955j -0.0177483+0.10537j 0.0467871+0.0707089j 0.0460722-0.031119j 0.0823129-0.0335657j 0.00306723+0.0311929j 0.00973529-0.0255924j 0.0508907-0.0574559j 0.0264149-0.0116513j -0.00326029+0.00966058j 0.0381876-0.0636703j -0.0393802-0.0342369j 0.0243352+0.0415328j -0.078243+0.0870871j 0.101135+0.0813405j -0.0932399-0.106804j 0.160145-0.100964j 0.0325162+0.0963206j -0.0389874-0.0254346j -0.116087+0.167951j 0.0971428+0.0840954j 0.0123827-0.227689j 0.069966-0.133707j 0.106409+0.121704j -0.136754-0.0537856j -0.093155-0.146703j -0.0595481-0.0943074j -0.0340707+0.0789055j -0.0738655-0.00407139j 0.0397035-0.0712162j -0.0324878+0.0293293j 0.00582155-0.00224518j -0.0161449+0.0150599j -0.00239387-0.0178027j -0.057385-0.00124391j 0.0355077-0.0517327j -0.11065-0.107157j -0.0150473-0.0116434j -0.0563954+0.063353j -0.0201713-0.105089j -0.0244537-0.0649238j -0.031069+0.0246906j 0.0913537-0.0298902j 0.0613374-0.0408525j 0.00608497+0.038169j 0.0340062-0.0564017j -0.0445485+0.045612j 0.00350474-0.00903686j -0.00222149-0.00558396j -0.059938+0.0681501j 0.00220378+0.0160338j 0.0350939-0.14112j -0.0216416-0.0203487j 0.0431549+0.111393j 0.0236934+0.0241228j -0.00980503+0.033848j 0.00907967+0.0369917j 0.00348545-0.0197998j 0.00168443+0.0101674j 
-0.0822713-0.0342749j -0.00732749-0.0175329j -0.0609227+0.000535693j 0.0493528-0.00263092j -0.00380262+0.0237995j 0.0512335+0.0740611j -0.00413192-0.0478443j 0.0137186-0.0237263j -0.000971207-0.100153j -0.0272703+0.0314986j -0.0013996+0.0404063j -0.113881+0.0383183j 0.0420225-0.00786124j 0.00473905-0.00910725j -0.0909999-0.0716155j -0.0134552+0.0230412j -0.0309668-0.0219078j -0.0662044+0.0937203j 0.0137313+0.0177198j 0.000626964+1.8523e-06j -0.0402176-0.0247124j -0.00900652-0.0186061j -0.0509706+0.0292678j 0.0719017-0.0320847j -0.0043507-0.12054j 0.0127015-0.0230923j -0.0469225-0.0132629j 0.0232127-0.0410748j -0.0675176+0.0860206j -0.0301971+0.0282414j -0.00179035-0.113329j 0.0110498+0.0338488j 0.065149+0.0248177j 0.0317982-0.0170513j 0.0199956-0.0369947j 0.0494175+0.0759745j -0.0148574-0.0342642j -0.0493242+0.00724866j -0.00689613-0.0436662j -0.02397-0.0605675j 0.0752423+0.0105335j -0.0576028+0.106549j -0.13069-0.036611j 0.06064+0.0382507j 0.0551397-0.0942305j -0.0324392-0.00363346j -0.0698487+0.00134173j 0.115595+0.0679917j -0.0258604-0.00496422j 0.0973261-0.0693026j -0.0336525-0.0522957j 0.0325885+0.0111943j -0.0325291-0.0609408j -0.00964064-0.00490939j 0.121076+0.011055j 0.047905-0.0523427j 0.0716773-0.0229788j 0.0590768-0.0700089j 0.0311173+0.0339355j 0.0613481+0.0462886j 0.100561+0.0147395j 0.0369298+0.0375641j 0.000386362+0.0230223j 0.00975647-0.082763j 0.0263447-0.0261443j -0.128725+0.0273262j 0.0119551+0.040497j 0.000875131-0.145296j -0.00722722-0.0418328j -0.101434+0.0488383j 
