-0.00483188-0.00578322j 0.0047064-0.0407168j -0.00661174+0.00333322j -0.00863025+0.0325174j 0.00912955-0.00202361j 0.00184294-0.00426945j -0.00445978-0.0280007j 0.00263779+0.00665056j 0.00996535-0.0283611j -0.00589508-0.00227105j -0.00964265-0.00048366j -0.00447056-0.00433014j 0.00347329-0.0140783j -0.00931635+0.0110163j -0.00654447+0.0131186j -0.00135969-0.0155951j -0.0115326+0.0193762j 0.011073-0.00594272j 0.00437642+0.0520844j 0.00541507-0.0108465j -0.00672197-0.00213737j -0.00218862-0.0206109j -0.00917179-0.007861j 0.000619016-0.0233312j -0.00731058-0.0101579j 0.00063745+0.00786947j -0.000255426+0.00553663j -0.00281006-0.0136402j -0.00774176-0.017022j -0.00119462-0.00960592j -0.00328263-0.0167028j -0.0104754+0.00814276j 0.0359271-0.00680259j -0.00289755-0.0107405j 0.015744-0.00509023j -0.0156757+0.00120686j -0.0245686-0.0440304j 0.02262-0.0164281j 0.00894846+0.00241596j -0.0320613+0.044141j -0.0112419+0.0347679j -0.0432254-0.0107272j 0.00528159+0.00425391j 0.0111364+0.0370861j 0.0114831-0.00210515j 0.00710028+0.00449833j -0.0198784+0.0167537j -0.000631373+0.00878065j -0.0192871+0.0332775j -0.00566119-0.0556812j 0.0177903+0.00985632j -0.0245286+0.0131662j 0.0434145-0.02157j -0.0256948-0.0219713j -0.0012313+0.0273378j -0.0280239+0.0874548j -0.0642412-0.0256087j 0.00659591+0.00044691j 0.011353-0.00831813j -0.0207918-0.044989j 0.00952136-0.0450949j 0.0137534+0.0313115j -0.00876825-0.0209849j -0.0154427+0.0094369j -0.0131622-0.0228197j -0.0158828+0.0167699j -0.00773841+0.000851482j 0.0146185+0.0109263j 0.00432956+0.0147167j 0.00348181-0.000316854j -0.0129593-0.000797449j -0.00514458-0.0162041j 0.00132105+0.00746218j -0.00524682-0.0193513j -0.008664+0.0240317j -0.0207859-0.00627507j -0.00134692+0.0018241j -0.00989273+0.00402241j -0.00722533+0.015045j -0.0203759+0.0319124j -0.00670198-0.00132499j -0.00504105-0.00904574j -0.0129773+0.00453575j 0.0224186-0.0176848j -0.00958375+0.052843j 0.0960314-0.010347j 0.0557073+0.0245644j -0.0117784+0.00609268j -0.00140267+0.0321833j 0.0336507+0.0819397j -0.136174+0.0771892j -0.0664303-0.0578347j 0.0165362-0.138707j 0.0232098-0.216354j -0.0244905-0.425166j 
-0.00209017+0.0325021j -0.00685149+0.0103378j -0.0135379-0.0119029j -0.00333838-0.0133242j -0.0136113+0.0214939j 0.0071891-0.00126097j 0.0256697+0.0162067j 0.0132955+0.0139713j 0.0104262+0.0134719j -0.0402898+0.00339804j 0.0172141-0.0135617j 0.0165247-0.00288575j 0.0424534+0.0163557j 0.00849874-0.0272434j -0.00978934+0.0124766j -0.0173161+0.0321239j 0.0185066-0.0107773j 0.00452629-0.0323363j 0.00687831+0.0166844j 0.013319-0.0104267j 0.00758431-0.0294014j -0.00515422+0.0224598j -0.00385599-0.025568j -0.00374293-0.00233588j 0.00609194-0.0307872j -0.0120915+0.0595597j -0.0143459-0.0949819j -0.0172186+0.0663356j -0.00285641+0.0231898j 0.000547496+0.0413427j 0.0124948-0.00144964j 0.0103202+0.0308996j -0.0189897+0.00776453j -0.0329019+0.0134411j -0.0172022+0.000140768j 0.0115265-0.00320145j 0.0212314+0.0229355j 0.00214253-0.0275608j -0.0117288+0.0792108j 0.008807-0.0424267j 0.00372184-0.0523261j 0.0499685+0.0226895j -0.0065695+0.00923464j -0.017652+0.125833j 0.0358731-0.0404411j 0.0418121-0.0526418j -0.0337073+0.026724j 0.0468351+0.0521513j 0.00907648-0.0331766j 0.0011973+0.0238919j 0.025937+0.0382102j 0.00494003+0.021591j 0.00267286+0.0178046j -0.0100768-0.00374392j 0.0153351+0.00498268j 0.0362829-0.03471j 0.0457857+0.0215156j -0.0527594+0.00206119j 0.00075211+0.00823966j 0.0185843+0.1291j -0.00613658-0.0192484j -0.016824+0.0124368j -0.0166969+0.106453j 0.131215-0.0776999j -0.0624971+0.0111637j -0.0858409+0.0943995j 0.068091-0.205545j -0.22252-0.123454j -0.16204+0.170173j 0.177273-0.196255j -0.156627-0.108592j -0.262005-0.172697j 0.0678409+0.0190629j -0.0115893+0.00938513j 0.0322558+0.0354549j -0.165985-0.0371519j -0.0114041-0.0290934j -0.122083-0.00518726j -0.109811-0.00688246j -0.105229+0.0798205j 0.0220644+0.0316422j 0.0322281+0.0169184j -0.0373793-0.0581493j 0.024237+0.00887133j 0.0148928+0.141483j 0.0377655-0.00986855j 0.0116615+0.0407032j -0.0120822+0.0184529j -0.000958843+0.064625j 0.0441264-0.00732844j 0.0638234-0.0114774j 0.04553-0.0319155j -0.040592-0.104263j 0.000589975+0.0248971j 0.0192485+0.0424887j 
-0.0042469+0.0586014j -0.0203507-0.0116928j 0.00530386-0.0107789j -0.00176337-0.00161506j 0.00522319-0.015816j 0.0154019+0.00853068j -0.00245998+0.000887113j -0.0239336-0.0112877j -0.00794864+0.0205474j 0.0275515-0.0053607j -0.00919796-0.00280987j -0.00167657-0.00703063j -0.0144922+0.00745109j -0.015209-0.00518765j -0.00203098-0.00630769j 0.00373909+0.0106121j -0.0235034-0.0200411j -0.000630392-0.0138549j -0.044372-0.0050005j 0.00777585+0.00852175j 0.00379611-0.0171378j 0.0212264-0.0568867j -0.00735084+0.00394432j 0.00779985-0.0243095j 0.00382652+0.0400609j -0.00274746-0.0463173j -0.00868886-0.0109008j 0.00873194-0.0208154j 0.000338887-0.0685935j 0.00119738-0.00729998j 0.00605432-0.000780238j 0.0101852-0.0251856j -0.00834697+0.0390943j -0.0336747-0.00757949j 0.01215-0.0419027j 0.0123946-0.00948714j 0.0215159+0.0110199j -0.017413+0.034867j 0.00943982-0.0230395j -0.00298458-0.0810908j 0.0141116-0.0646209j 0.0062693-0.00192899j 0.0277029-0.00733784j -0.0030465-0.0514481j -0.0115275-0.0326866j -0.00681988+0.028392j -0.00987291+0.0347648j 0.000175023+0.00650347j -0.00214751-0.0420337j -0.00242513+0.0260316j -0.0095693+0.00956418j -0.00154485+0.041156j -0.00858288-0.00497463j 0.00186435-0.0339838j 0.0032887+0.00397115j 0.000200753-0.0426897j 0.0578577+0.020475j 0.0381681-0.0318908j 0.00602439-0.0241498j 0.0136091-0.0571732j 0.0267594+0.0733272j 0.0136112-0.142084j 0.0187033-0.0217685j -0.0618094+0.107454j 0.109766-0.0998745j 0.0183918+0.102486j -0.0426078+0.0194182j 0.114058+0.108703j -0.0394155+0.127739j 0.200185-0.148931j -0.119951-0.0307762j -0.140242-0.148502j -0.0986911+0.122821j -0.074692-0.101497j 0.17064+0.0384026j -0.0848011+0.036219j -0.127846-0.0981809j 0.0377716-0.0773709j 0.0621363-0.0829166j 0.0861941+0.0729525j -0.196488+0.0523914j -0.15933+0.00194337j 0.111052+0.0294067j -0.0774839-0.0945493j 0.0386797-0.0158306j -0.0141762-0.0480572j -0.00647754-0.0657495j -0.0100483-0.040573j -0.00320034-0.0517929j -0.0805401+0.0752931j -0.136785-0.0731201j -0.0211766+0.0820601j 0.0658278+0.0667114j -0.00308037-0.0375557j -0.0405906-0.0568829j 
0.0272944-0.00255928j 0.00428417+0.047351j 0.0212943+0.000850692j -0.000431265+0.0282133j 0.00439029-0.0723764j 0.0263267+0.0281757j -0.0279633-0.00233535j -0.020372-0.0210985j -0.0339427+0.0155038j -0.0281508-0.00900466j 0.0588986-0.0251949j -0.0414693-0.000162482j -0.04084+0.0333047j 0.00279082-0.0139809j 0.00252276+0.00426687j 0.00876966+0.0141908j -0.0190613+0.0147555j 0.0102315-0.0181912j -0.0237562+0.0025283j -0.0149777-0.0275438j -0.0127128+0.0266139j -0.0108842+0.0804964j 0.0127577-0.0368345j 0.00571222+0.0606758j -0.000618103+0.00134495j -0.00425005-0.0112287j 0.0291371-0.0945567j 0.0292023+0.0337277j -0.0157222-0.0303777j -0.00755511-0.00528197j 0.00396993+0.0155929j 0.00462597+0.00847296j -0.0601107+0.0240416j 0.0677139+0.00957226j -0.0158001-0.0148986j 0.0607319+0.0310066j 0.0221943-0.000827709j 0.00537416+0.0112061j -0.0169599+0.0306373j -0.0113824-0.0860341j -0.00748467+0.00262606j -0.00275529-0.0161383j -0.014684-0.0200573j 0.00767004-0.149286j -0.00878195+0.0230954j -9.71852e-05+0.0107146j -0.0319497+0.0102279j -0.0437278-0.038004j -0.0384104+0.0553153j -0.0722751-0.0156951j -0.00447501+0.0384163j 0.0266029-0.0126608j 0.0159308-0.00831739j -0.0140656-0.0167909j -0.0173896-0.0447537j 0.0455174+0.00590031j 0.0457566-0.0138177j 0.0156707-0.0236814j -0.090325+0.0771068j 0.0162084+0.20778j 0.0689055-0.0868276j -0.0539471+0.343933j -0.0478333+0.156169j 0.0514714+0.0109995j -0.213012-0.193992j -0.320898+0.112777j -0.0787669+0.125515j -0.144889+0.0467962j 0.355251+0.0757974j 0.134096+0.154753j 0.0939529-0.0496745j 0.0424551+0.0779082j -0.0798957+0.0417903j 0.0203968+0.052608j 0.00146978+0.0150213j 0.0344808+0.0418925j 0.0425151+0.028582j -0.0507464-0.00354059j 0.0241359-0.00650909j 0.0609406-0.00235663j -0.0964718+0.00761446j -0.0383111-0.0383262j 0.0146396-0.00421285j 0.00845263+0.0275268j 0.0292573-0.0065485j -0.0285616-0.0147372j -0.0182596-0.0648642j -0.00423993-0.0181036j -0.00745605-0.0270216j -0.0457481+0.0371309j -0.0546741-0.0194138j 0.0070158+0.0217035j 0.0246267+0.0141112j -0.00752521-0.0191189j -0.0149729-0.0168824j 
0.0189971-0.015928j 0.00538395+0.0350534j 0.0183951+0.0115669j -0.00947187+0.00558919j 0.0335728-0.000226481j 0.00147967+0.0627485j -0.0110102-0.00163452j -0.0300875-0.0155801j -0.0672586+0.000596717j 0.0760977-0.00751494j -0.0435781-0.0123918j 0.00417116-0.00916024j -0.0356003-0.00449723j -0.00579899-0.0128343j 0.0024932+0.0302901j -0.000103891+0.0312554j -0.0182962-0.00954829j 0.0136906-0.0218584j -0.0280999+0.00830239j -0.0206761-0.00983652j -0.0197622+0.059207j 0.00419562-0.0259051j 0.00786899-0.0364947j 0.00178734+0.00887704j -0.0135161-0.0558343j 0.00947082+0.0106838j 0.0105956-0.0754028j -0.0169026+0.0482405j -0.00289641+0.0411485j -0.00529609-0.000475948j -0.00847337+0.0720479j -0.0018652-0.0142217j -0.0354268-0.0109118j 0.0512598+0.00999716j -0.0205688+0.0665441j 0.0381099+0.0378239j 0.0242282-0.0425241j 0.0225932-0.0232337j 0.0035621-0.137712j 0.00981499+0.00587652j -0.00382145+0.0201706j -0.038197+0.00352429j 0.0503759+0.0153592j -0.00190322+0.0396815j 0.0271914-0.0118328j 0.032818+0.0529479j -0.00777105+0.0149511j 0.0597064-0.0639082j 0.0170661+0.00819802j 0.00477998+0.0440831j -0.00803468+0.0541421j 0.0416611-0.0324648j 0.0657033-0.00610842j 0.0065003+0.0199788j -0.0303023-0.0610852j 0.0136059+0.0470346j -0.000696923-0.0428493j -0.0195302+0.0146677j -0.0463302+0.0590332j 0.0402072+0.0529392j -0.00747078+0.124628j -0.00732481-0.21412j -0.054792+0.103359j 0.00206165-0.0199285j 0.313661-0.14601j 0.0743735+0.17956j 0.072374+0.0995543j 0.0887163+0.0435275j 0.216868+0.073229j 0.204139+0.0529853j 0.0304879-0.0753864j -0.0452597-0.018804j 0.10148-0.034079j 0.0542697+0.0772514j 0.0571263-0.0482289j -0.0792488-0.0597257j 0.0509094-0.0255048j -0.159513+0.0351824j 0.0403934+0.00149669j 0.0340936+0.0569171j 0.131196+0.0185419j 0.0480031-0.00433426j -0.0507878+0.014228j 0.0442849+0.140985j -0.0424623+0.0243109j -0.0239499-0.0116452j 0.0158873+0.0104313j -0.0106522+0.0186203j 0.00676101+0.0439136j 0.00978972-0.0215838j 0.0541824+0.00909225j 0.00981805-0.0236239j -0.021814-0.0187269j -0.00206206+0.0153392j 0.0180726+0.0363566j 
-0.0224198+0.0233572j -0.00306596-0.0372807j -0.0184882-0.00341797j -0.000113451-0.0143083j -0.0104325+0.0536623j 0.0184713-0.0523981j 0.00187863+0.00907094j 0.0263038-0.0358729j 0.0237746+0.00969154j -0.0395003-0.0414312j 0.0408814-0.0104398j -0.0148247-0.00472236j 0.0147079-0.00767728j -0.00465154+0.00486696j -0.0235391+0.0279553j -0.0184709+0.0153167j -0.0101256-0.00724911j 0.0102046+0.00049785j -0.0398256-0.00327409j 0.0171577+0.00675117j 0.00609414-0.113464j 0.0217707-0.142848j -0.0100341-0.0105476j 0.0255635-0.0531083j -0.0297618+0.0396623j 0.00265302-0.0198356j -0.0012709-0.0297773j 0.00274912+0.0202169j -0.0103307-0.00141968j 0.000668663+0.00179946j 0.0120937+0.0218251j 0.000958859+0.0013698j 0.026827+0.0196236j -0.0705855+0.0239898j 0.0069985+0.040189j -0.0294955+0.0188201j 0.0116013-0.00832468j 0.00349955-0.0166948j -0.0116399-0.0207045j 0.0213982-0.0316632j 0.0100106-0.0240154j 0.0536738+0.0177804j -0.0862666-0.00789386j -0.00222385-0.0304595j 0.00961048+0.0100441j 0.00947719+0.00404297j -0.00488861-0.0309433j 0.00088149+0.00748219j -0.0169522+0.055732j -0.0105112-0.0414553j 0.019849-0.0562182j 0.0251138-0.0358878j 0.00896317-0.0266572j 0.0200779+0.0225123j -0.00756694-0.0641795j -0.00805728-0.0305126j -0.0130948+0.0526458j -0.0530178-0.014164j 0.108773-0.13033j 0.0304949-0.0599772j 0.0264699-0.320084j -0.0181685+0.164696j -0.107323+0.0664185j -0.199289-0.0759538j -0.193229-0.0165202j -0.229216-0.0499646j 0.0661728-0.00896078j -0.0488586-0.00148357j -0.00397771+0.0491598j -0.0474563-0.0418676j -0.0816317-0.0108459j -0.00778946-0.0404769j 0.0432711+0.0361932j -0.0160471-0.0396071j 0.0936255-0.0132718j 0.0243171-0.0369882j -0.0788172-0.0487938j 0.108699-0.028911j 0.119161-0.0506262j 0.0933636+0.0306604j 0.126698-0.0112374j -0.000200357+0.0491326j 0.0246557+0.0553991j -0.0490415-0.0291144j -0.0751448-0.125698j 0.0115825-0.0542274j 0.02404+0.0715087j -0.00269962+0.00672547j 0.0109167+0.0229709j 0.00320278-0.0227968j 0.00689767-0.0368567j -0.0164054+0.00272481j -0.00621346-0.019161j 0.000155485-0.00140224j 0.00451178+0.028172j 
0.00966165-0.0790712j 0.0316931+0.0181178j -0.00680406-0.007907j 0.0255797-0.00237147j -0.0363674+0.00107132j 0.0197105-0.0453076j -0.0639613+0.0968558j 0.0122891+0.0873726j -0.0293653+0.0061765j -0.00360775+0.000891213j 0.0561064+0.0169924j -0.0274372+0.0333924j -0.02953-0.0103075j 0.00264929+0.0224452j 0.00774975-0.0171119j 0.0130649+0.010235j -0.00204582-0.0158626j 0.00174173+0.0456815j 0.00564821-0.0339404j -0.0339034-0.0378907j -0.000512981-0.0880816j 0.00980472+0.00806263j -0.00410081+0.0989166j 0.00628756+0.0277993j -0.0123091-0.0449264j 0.00545554-0.00969132j 0.030195+0.0624282j 0.027414-0.000961728j -0.00723497+0.0460983j -0.0050594+0.0339185j -0.0139584-0.0418444j -0.020371+0.0231895j 0.0415552-0.0913489j 0.048956-0.0104007j 0.0193186-0.0026376j -0.0542567-0.0898971j -0.0603046+0.0401471j 0.00807136-0.0398255j 0.00536161-0.0870898j -0.0101842-0.0648051j 0.0582272-0.148328j 0.087148+0.0390926j 0.0660988+0.0112283j -0.0533192+0.0228399j -0.133876-0.0637816j -0.0603268+0.0327641j -0.00298574-0.025888j 0.00367102-0.0621576j 0.00986565+0.0336888j 0.0384361+0.0286173j -0.00693356+0.0177456j 0.0705007-0.0556928j -0.0984012+0.0106289j 0.06916+0.00372255j -0.0155532-0.115761j -0.0106692-0.0947788j 0.0451081+0.0780049j -0.0356715-0.0449319j 0.103554-0.015143j -0.0228671-0.00950715j 0.0155008-0.10742j -0.0340715+0.00923668j 0.177255-0.238187j -0.0646847+0.202817j -0.106291-0.0684257j -0.170905-0.012993j -0.236384+0.0271334j 0.276426+0.189225j -0.108966+0.0028335j 0.0691161-0.0410397j 0.0525384+0.00836579j -0.0543706-0.0505407j -0.0475096+0.00473331j -0.0184471-0.0489853j 0.0838658+0.01231j -0.023374+0.0221012j 0.0597346-0.0575972j -0.122994-0.012589j -0.0132314-0.0235361j 0.0215855+0.0560439j 0.138134-0.0103272j 0.0866882-0.0576394j -0.0710308-0.00333887j 0.0611432+0.106908j -0.0516647+0.0132795j 0.0178329+0.0291443j 0.0101077+0.0314386j 0.0235813+0.016208j -0.0132814+0.00711304j 0.0278736-0.054099j 0.0334432+0.0575364j 0.0201392-0.0712445j -0.0425728-0.0322053j 0.00396583-0.0222771j 0.00862864+0.0136917j 
0.00482373-0.0398769j 0.00830942+0.00469486j -0.0195616+0.026289j 0.00301111-0.00502047j -0.00731584+0.0521652j -0.0555739+0.0842752j 0.00980652-0.0034067j -0.00707958-0.00433622j 0.0371988-0.0278902j -0.0276147-0.00475615j 0.0172255+0.0140013j 0.00136221+0.0275239j -0.0065493+0.00698672j 0.00294242+0.0316929j 0.021589+0.00989476j 0.0148265-0.0138019j -0.00870402-0.00430947j -0.0417171-0.014625j 0.0154235+0.00435517j 0.00417828-0.0185366j 0.00161766+0.0689092j 0.00659225+0.0656451j -0.00378433+0.113467j -0.00115585-0.0725316j -0.0176-0.03118j 0.00564052+0.0733437j 0.0185355+0.0519994j 0.00251256-0.0134743j -0.00178492-2.81232e-05j -0.00151354+0.00194506j -0.0207581-0.0629743j -0.00744416-0.00909454j 0.0216012+0.00678789j 0.0531356-0.0263527j 0.0202315-0.0178774j -0.0281618-0.0232946j -0.0398269+0.0393405j 0.00153211-0.0460818j 0.00423607-0.00642026j -0.00476034-0.0664337j 0.0189053-0.0622836j 0.0567871+0.0298002j 0.0300144+0.0141083j -0.0160578+0.0758049j 0.0251156-0.0103277j 0.0366198-0.00797202j -0.0448398-0.0093018j 0.0505253+0.0600315j -0.00362283+0.0343531j 0.00380019-0.0682105j 0.0555864-0.0287618j -0.0299764+0.0453605j -0.0344901-0.0344838j -0.0126445-0.0272467j 0.010153+0.0678023j -0.0256847-0.0694013j -0.0322973-0.0497691j -0.0660461-0.00804124j -0.121822+0.0786605j -0.0174937+0.122651j 0.00991588+0.0183183j 0.0022156+0.0890128j 0.104029-0.111139j 0.076651+0.0905709j -0.102376+0.0785122j 0.0934812-0.0732751j -0.112543-0.0861952j -0.0318558+0.000146912j -0.17824-0.0265215j 0.0138373-0.0621129j 0.157864-0.00557627j -0.0928407-0.0147903j -0.156119-0.00710586j 0.0486529+0.00838157j 0.090044+0.0228683j 0.0564363+0.0559533j 0.0102597-0.0164681j -0.0293588-0.0180199j -0.0333671-0.0259592j 0.0382038+0.000643075j 0.0251662-0.0133197j -0.0675296-0.0343314j 0.00193375-0.0312625j -0.0110026+0.00622818j -0.00753897-0.00424334j -0.027374+0.003501j -0.0146752-0.00196582j 0.0174007-0.0114931j -0.00466799-0.041486j -0.0759631-0.0196759j -0.0592873+0.00751962j -0.021465-6.00772e-05j 0.0262419+0.0295976j -0.00867751-0.0232994j -0.0197723+0.0144901j 
0.0150578+0.0322996j -0.0255408+0.044293j -0.00426577+0.0146921j -0.0157965-0.0164063j -0.0147617+0.0702105j -0.00572766+0.02762j 0.00260737+0.05885j -0.00114242-0.0348612j -0.024338+0.0140136j 0.0537338-0.0395212j -0.00139718+0.00668078j -0.00201712+0.0297954j -0.0222332-0.0103299j 0.00437761+0.0377341j 0.00534766+0.00864196j -0.0099234+0.0121873j 0.00677879-0.000779968j 0.00355212-0.0337114j 0.00810074-0.0131712j -0.0173091+0.0111182j -0.00906877-0.00493373j 0.0166606-0.113246j -0.011214+0.119277j 0.00179795+0.0534905j -0.0210056-0.0159269j 0.0124309-0.0153809j -0.00762016-0.00531926j -0.0135244+0.012422j 0.00765942+0.00720258j -0.000689075+0.00365803j 0.0210548-0.0407539j 0.00105886-0.0142927j -0.0319235+0.0362499j -0.0513999-0.0207101j -0.0313107+0.0119413j 0.0322599+0.0521436j 0.0323077+0.00295017j -0.0213919+0.011037j -8.19636e-05-0.079672j 0.0300395-0.00892205j -0.0127752-0.0331648j 0.0097538+0.0306015j 0.0455823+0.0320096j -0.0121427+0.0302208j 0.0546976-0.00187815j 0.0249412+0.0188418j 0.0167446-0.0776568j 0.0460548-0.0656483j 0.0146695+0.0431702j 0.0244765+0.0419243j 0.0116747-0.0273829j 0.0868088-0.014988j -0.0104692-0.0291401j 0.0608887+0.0252463j -0.0335953-0.0258285j -0.0228881+0.142433j -0.0474156-0.0482891j -0.0404311+0.0109485j 0.0197507-0.0458418j 0.0158074-0.183884j 0.0200364-0.00185461j 0.0400484-0.114654j -0.0957177+0.0412133j -0.268043-0.0304944j 0.0410535+0.00436324j 0.0765907-0.0461056j 0.0417011+0.155037j 0.158014+0.0628965j 0.0393329-0.0498742j -0.0574144+0.0318746j 0.0839832+0.0233392j -0.0135717+0.0147493j -0.0236566-0.00755809j -0.0320038+0.00631991j -0.0619718+0.0220308j 0.0218988+0.0332749j 0.0324975+0.0244136j -0.101413+0.00781112j 0.0301722-0.00919344j -0.00841818-0.00640024j 0.0122733+0.0108761j -0.0983576-0.0139171j 0.00514021+0.0418768j 0.0146739+0.0220948j -0.00094878+0.078123j 0.0507439-0.0612172j 0.0549171+0.0517989j -0.0177794-0.0122135j -0.00173348+0.0139544j -0.0102804+0.0375946j -0.0764954-0.0414736j -0.00375409+0.00773498j 0.0103131-0.0725783j 0.0108604-0.0233236j -0.0211943-0.00554751j 
0.0164917-0.0843153j 0.0381873+0.0386903j 0.0146847-0.0155697j 0.00980491-0.0208232j 0.0104198-0.0738455j 0.000654079-0.122798j -0.0225072-0.00228667j 0.00594577-0.00775051j -0.0283103-0.00949082j -0.0168429+0.0239376j -0.0148236+0.0207769j -0.00910646-0.0127931j -0.00715667-0.0324187j -0.0176904+0.0248335j -0.00127755-0.0249412j -0.000784476-0.0381202j -0.0109611+0.000398436j 0.00445761+0.0249706j -0.0206173+0.0150042j -0.00743773+0.00505722j -0.00550079-0.0153008j -0.00155635+0.0797241j 0.0140994-0.157372j 0.0148556-0.0475019j -0.00513144+0.046943j 0.00582853-0.0624092j 0.00906881+0.0607639j -0.00381716-0.0205813j -0.00872519+0.00275454j -0.000747683-0.0118481j -0.0217275+0.0416668j -0.000310185+0.0117431j -0.0159693-0.0746186j 0.140821+0.0256642j 0.0184134-0.018006j 0.0100528-0.0551967j -0.0300734-0.0355577j 0.039734-0.0216615j 0.00804547-0.0344172j -0.0433447+0.0208806j -0.0089099+0.000443081j 0.0194059-0.0248751j -0.0436064-0.00415202j 0.0294494+0.0143427j 0.032979-0.0116698j -0.0393203+0.0684462j 0.0553577-0.0390804j -0.0646458-0.0264374j -0.01915+0.0100054j -0.00329781-0.0493639j -0.0209671-0.0940645j -0.0587298+0.0195774j -0.0388434-0.030284j -0.00474827-0.0361847j 0.0204317+0.0414721j -0.00870294-0.0574033j 0.0054563-0.0101604j 0.0981488+0.00306396j 0.067664+0.0406611j -0.0602047-0.0225518j -0.0453233+0.146919j -0.0277443-0.0299415j 0.128392-0.0898259j 0.192861+0.0087981j 0.0994003-0.0496005j -0.0236846+0.0997668j -0.0884697-0.0771947j 0.0762604-0.0156664j -0.0111676-0.00963614j -0.00258696+0.0724723j -0.135037+0.0258766j 0.118772+0.0371499j 0.123105-1.63537e-05j 0.025889-0.0511609j -0.00015706-0.0634261j 0.00207066-0.105941j -0.0129122-0.0131579j 0.152531+0.0199909j 0.124475+0.0455799j 0.111576-0.0119495j -0.0340318+0.00252304j 0.0600941+0.0614388j 0.023028+0.0464027j -0.0271347-0.0470164j -0.0346348-0.133539j 0.00497445-0.0231753j -0.00913217-0.0326315j 0.0265511-0.0166224j -0.0119589-0.0571692j 0.0268139-0.00285484j 0.0212446-0.00265654j 0.0492375-0.0208923j -0.0266769-0.038008j -0.00900072-0.008763j 0.0129735+0.0160932j 
0.00633256+0.246192j -0.0853807+0.0830382j 0.00248297-0.0762891j 0.0125444-0.0439357j -0.0220562-0.044085j 0.0177165-0.039788j 0.0158588+0.0350418j -0.0634993+0.0492589j 0.0181576+0.000893622j 0.019936+0.0433956j 0.01601+0.0333074j -0.000796133+0.00296173j -0.00719258+0.00134914j 0.00967897-0.0182328j 0.0433944-0.0442128j 0.0348287-0.0411181j -0.00281832-0.0499933j -0.0401001+0.0146349j 0.0107997-0.0597142j -0.0120017+0.0401801j 0.009667+0.0674788j 0.00478728+0.0569398j 0.00884759+0.0650701j -0.0152207+0.00724325j 0.0641789+0.023169j -0.0325422-0.0191023j -0.0344641-0.0310767j 0.0228876+0.0234753j 0.0246808+0.00214919j 0.0115117+0.0140983j 0.0289568-0.0323327j 0.0439881+0.0358934j -0.0884519-0.0161185j -0.166619-0.0503681j -0.0725361-0.0183832j 0.0785896-0.0650277j 0.051219+0.00920819j -0.0311821+0.00979389j -0.00318163-0.0521983j 0.0151959-0.0672182j 0.00521687+0.0152683j 0.0809725-0.0410816j -0.0304588+0.00865367j -0.0209038-0.0321404j -0.0338051+0.0134606j -0.0173584-0.0463813j 0.00534518+0.00741187j -0.0244699+0.00906562j 0.00132948-0.0488202j 0.00763005+0.0211398j -0.0530509+0.00552448j -0.0148954+0.0364673j -0.00457492+0.0377927j -0.0259655-0.0230877j 0.0293101+0.0413703j -0.0105293-0.0177557j 0.0651699+0.0773351j 0.211439-0.00215186j 0.0982133-0.0334035j -0.0457211-0.102204j -0.0566946+0.0741438j -0.0210032+0.0870802j 0.0361387-0.00787683j 0.066767-0.000388072j -0.0111708+0.000408234j 0.0548134+0.00568412j -0.0478295+0.00109494j -0.0174417-0.000435678j 0.0154486+0.0070882j 0.0387739-0.00852208j 0.114191-0.0510517j -0.0390035+9.66174e-05j -0.0561849+0.00680136j 0.0278032+0.0516566j 0.00410038+0.0381106j -0.0145951+0.0690035j 0.0741836+0.00702742j -0.08917-0.00500528j -0.0470637-0.0396411j 0.0405155+0.00824074j -0.0205587+0.0206318j -0.0678111-0.0176836j -0.00785147-0.0032268j 0.0125115+0.0234358j -0.0193526+0.0260444j 0.0610777-0.0974681j 0.0602855+0.0723215j 0.00078695-0.0225964j -0.0153188-0.0196602j 0.0634923+0.0321934j 0.0652696-0.0300549j 0.0859477+0.0230693j -0.0381595-0.093302j 0.00892983+0.0154834j 0.0279114+0.00243745j 
