-0.010091+0.0120974j 0.000512465+0.01296j -0.00163054+0.00978483j -0.00184973+0.00862153j 0.00294999-0.00146217j 0.00818712-0.0130621j -0.00256765-0.00356659j -0.00419073+0.0232681j 0.00292059-0.00562157j 0.00773332-0.00287805j -0.00819432+0.00549703j -0.0025272+0.00305545j 0.00334499+0.0140002j 0.000466824-0.0149674j -0.00232053+0.00404482j 0.00458199-0.00811461j -0.00110252-0.00640687j -0.000886729+0.00577064j 0.00297605+0.0155182j -0.00455336-0.00286526j -1.9039e-06-0.00350858j 0.00363635+7.24324e-05j 0.000223945-0.0052825j -9.99223e-05+0.00225502j 0.00516658+0.00554181j -0.000722651+0.00452726j 0.000292603+0.00307035j 0.00372992+0.00574554j 0.00241439+0.00969712j -0.000900263+0.000493067j -0.00127049-0.00202724j -0.00150416-0.000271339j 0.00141633-0.000630688j -0.00297471-0.00922638j -0.000784387+0.000129791j -0.00292604+0.000359008j -0.00151871-0.00192642j 0.0019432+0.00234545j -0.00235-0.00220668j 0.00641292+0.00523487j -0.000104567-0.00299381j 0.0016275-0.000131303j -0.00223699-0.000710006j 0.00143656-0.00171199j 0.000746441+0.00374233j -0.00318853-0.00420948j -0.00348838-0.00492339j 0.00373279+0.000166784j 0.00245787-0.00215783j 0.000933744-0.00420095j -0.00485081-0.00533016j 0.000749089+0.00348593j 0.00402343+0.00573262j -0.00276611-0.000851856j 0.00167049+0.0123046j -0.0100681-0.00335481j 
-0.0023184-0.000583035j 0.0031991+2.87814e-05j 0.00407765+0.00146307j -1.29233e-05-0.000783294j -0.00234764-0.000497668j -0.00153082-0.00170313j -0.00414978-0.00147262j -0.00263814-9.26372e-05j 0.00164774-0.00160062j 0.000142339+0.00220174j -0.000924819-0.00140592j 0.00480551+0.00150975j 0.003271+0.00124913j -0.00248847-0.00234758j 0.000677263+0.00115014j 0.000511342-0.000516434j -0.0010005+0.0021437j 0.00314312+0.00360402j -0.00449198-0.00477312j 0.00107747+0.000685582j 0.000457759+0.00287322j 4.41873e-05-0.000901454j 0.000384265+0.00269469j -0.00488902-0.000361823j 0.00200819-0.00215304j -0.00559747+0.00153058j 0.00831235+6.69018e-05j -0.000424212+0.00269314j -0.000645658-0.000534596j -0.00467311+0.000550578j 0.00670255-0.00211515j -0.00328484+0.00156805j -0.00495032+0.000938008j 0.00121247+8.17524e-05j -0.00129532-0.0041766j -0.00030658-0.00232704j -0.00254199-4.07825e-05j -0.00240492-0.00219048j 0.00201413+0.00352515j 0.00331584-0.00115722j 0.00124282-0.00277778j -0.000380124+0.00239399j -0.00200934+0.00223753j -0.00298938+0.00180255j 0.00540119-0.000650936j 0.00124638-0.000255365j 0.00649838+0.000161884j 0.00137611-0.000720451j 0.00128771+0.00127953j -0.00109356+0.00287168j 0.00335847-0.00153732j -0.00301888+0.00187133j 0.00121693-0.00106965j -0.000812135-0.000819794j 0.000631899+0.00105893j 0.00139682-0.0019219j 
0.000343619-0.000261501j 0.00268501-0.00153139j 0.00151364+0.00323001j 0.00278105-0.000776247j -0.00219116+0.00358415j -0.00021112+0.000754294j 0.000713491+0.00241307j -0.0019773+0.000527379j -0.00212863+0.000112518j -0.00112023+0.00170672j -0.00427308+0.00309596j 0.000659676+0.00202399j 0.000973249-0.00401708j 0.00282194-0.0055344j 0.00291288-0.0129177j 0.00056974-0.00346444j -0.00195197-0.00587126j 0.00171151+5.2589e-05j 0.00204949-0.00282655j -0.000402887+0.00271004j 0.00188521+0.00191007j 0.00529109-0.000665694j 0.00159326-0.00252556j 0.0025713+0.000249831j 0.000816862+0.000750653j -0.00158996+0.00255016j 0.00103421-0.00826626j -0.00121194-0.00330825j -0.00143421-0.000878229j 0.00331772+7.82367e-05j 0.00339064-0.00133355j -0.000389559-0.00286921j 0.004156+0.00399608j 0.000526611+0.00225471j -0.00265594-0.00752848j 0.00345648+0.000471546j -0.00509423+0.00133888j -2.79501e-05+0.00317725j 0.000662226+0.000966897j -0.00175449-0.00258067j 0.00406413-0.00487913j 0.00403094-0.00072992j -0.00247315+0.00318776j -0.00413773-0.00702503j 0.00108648+0.00469342j -0.000748273-0.000512267j -0.00267861-0.0045692j -0.0035863+0.00536634j 0.000613761-0.00382132j -0.000670352+0.00551743j -0.00032415-0.00224555j -0.000981538-0.00239258j -0.00116071-0.000249807j -7.19661e-05+0.000530574j -0.000659509-0.001771j 0.00303668-0.00095962j 
-0.00420031+0.000377658j 0.00243067+0.00162832j 0.00312587+0.00114107j -0.0049783-0.00177234j -0.00344505-0.00133311j -0.000315372-0.00284089j 0.000585522+0.0013633j -0.00185599-0.00266752j 0.00805318-0.00151996j 0.000908335+0.00284453j 0.00210891-0.00116483j 0.00253034-0.00231341j -0.00602507-0.00150597j -0.00476097+0.000752087j -0.000616721+0.00392756j -0.00145338-0.00296169j -0.00141637-0.00252879j -7.25154e-05-0.00204828j 0.0030503+0.00527577j 0.00138172-0.00141643j -0.00429997-0.00122936j -0.00077144-0.000803075j -0.00150619-0.00288329j 0.00231164-0.0013346j -0.000971361+0.00286587j 0.000992929+0.00350153j 0.00495086+0.00117655j -0.000872278-0.00379953j 0.00197691-0.00151482j -0.001275-0.0034736j -0.00151927+0.00165217j 0.00190438+0.00170346j 0.0110766+0.0104793j 0.00321545+0.00511141j 0.00034144-0.00413689j 0.00762066+0.00112609j 0.000414085+0.00274651j -0.00174871-0.000956409j -0.000767858-0.000336574j 0.000378623+0.00117453j 0.00322098+0.00354547j 0.00822609+0.00280625j -0.00192647-0.00455941j -0.00498264-0.00289293j -0.00335898-0.00120674j -0.00291674+0.00100149j 0.000557078+0.00191746j -0.00652708-0.00199117j -0.00041549+0.00136845j -0.000597635-0.000935706j -0.0016174+0.000922454j -0.0021342+0.00161705j 0.0037352-0.00329211j 0.000115969-0.000722719j -8.74606e-05+0.00172838j -0.000380665-0.000720758j 
0.00553262-0.00387161j -0.00377666+0.000406942j 0.00825676-8.45275e-05j 0.00400092-0.00269876j -0.00188823-0.00300267j -0.0047115+0.00134452j 0.00324497+0.000571469j -0.00573846-0.00591431j -0.0155134+0.00307359j 0.00455124-0.000829304j -0.00477804-0.00656318j -0.0053232+0.00545511j 0.00432494-0.0065715j 0.0106773-0.00356235j 0.00295847+0.00069667j 0.00167018-0.0082481j 0.0012935-0.000722238j 0.00276631-0.000171652j -0.00549384+0.0142618j 0.00192671+0.0105959j -0.00551897+0.00493674j 0.00428435-0.00222046j 0.000879626+0.000611963j 0.00333335+0.00117381j 0.00768406-0.00598973j 0.00497604+0.00540492j 0.00545295-0.00372677j 0.000789766-0.00372271j 0.0067414-0.00234263j -0.00104651-0.00367719j 0.00288953+0.00133131j 0.00443803-0.00241411j 0.000359769+0.00460426j 0.00662268-0.00449954j -0.00292418-0.00294325j 0.00386861-0.00354628j -0.00393579+0.0034332j 0.00213075+0.000522774j -1.00846e-05-0.00148701j 0.00158058-0.00122833j 0.00264-0.00183784j 3.04804e-05-0.000215753j -0.000650913-0.000366714j -0.00304864-0.00103683j 0.00219073-0.00146108j -0.0001555-0.0027894j -0.00110913-0.00318809j -0.00253538+0.00302235j -0.00350109+0.00308676j 0.000955198-0.00193277j -0.000211037-0.00111152j -0.00160699+0.00235002j 0.000232086+0.00127035j 0.000602407+0.00154073j -0.00122807+0.00183099j 0.0002568+0.00116514j 
-0.00164797-0.00129009j -0.00063147+0.00122182j 0.000781772-0.00205699j 0.000512576+0.0014407j 0.00507568-0.00338297j 0.00482193+0.00127021j 0.00279943-0.00191799j -0.00142807-0.00125293j -0.00134783-0.0035129j -0.0029798+0.00215979j 0.000258654-0.0040814j 0.00189997-0.000999673j 0.000124257+0.0011492j 0.000292471+0.00388484j -0.00398564+0.0165907j 0.00190433-0.00290853j 0.00118796+0.00348001j 0.00806754-0.00220344j -0.00489426+0.00681998j 0.00204457-0.00114893j -0.00118742+0.000270708j 0.00479964-0.00470152j -0.0024632+0.00153415j 0.00563523+0.000850332j 1.66382e-06+0.000511535j 0.00474284-0.00117913j -0.00403442+0.0102023j 0.00336262+0.00064879j 0.00667771-0.000230075j 0.00199364-0.00613464j -0.00355855+0.00767953j -0.000918086+0.000692302j -0.00173757-0.00220899j 0.00132277+0.00286124j -0.00315092+0.00774888j -9.08385e-05+0.00349348j -0.00360488+0.00389649j -0.00012311-0.00406237j 0.00328428-0.00301492j -0.00117059-0.000635173j -0.00214219+0.00613199j 0.000987913+0.000485418j 0.000371411-0.00618536j 0.00186645+0.000178024j 0.0030836-0.00701666j -0.000819289+0.000777874j -0.000213241+0.00199138j -0.00232478-0.00292513j -6.78157e-05+0.00603919j -0.00484226+0.000909978j 0.000264042+0.00184503j 0.00121978+0.000378999j -0.0011347+0.00231021j -0.00158483-0.00136501j 0.00127893+0.00212209j -0.000741708+0.000481552j 
0.000625284-0.000767623j -0.000688292+0.00100134j 0.00126866+0.000179422j 0.00130671+0.000714508j 0.00290093-0.00110729j 0.0018264+0.00165041j -0.000952313+0.000101821j -0.000822982+8.92137e-05j -0.000765397-0.00125976j 0.00137189+9.99384e-05j -0.000940459-0.0026084j -0.00217727-0.00211023j 0.00197615+0.00204923j -0.00117397+0.00108699j -0.00716527+0.00232923j -0.00124888-0.00639655j -0.000432552+0.000912581j 0.00562321-0.00139891j -0.00510545+0.00915884j 0.00386322+0.00131014j -0.00250655+0.0041441j 0.00190142-0.00178565j -0.000734494-0.00138022j 0.00441222+0.00473065j 0.00269474-0.00089342j 0.00628967+0.000374403j -0.00310141-0.000803097j 0.0014393-0.00288489j 0.00554084-0.00339179j 0.00351584-0.00295368j -0.0023172+0.00501388j 0.00249596-0.00201385j 0.00688443+0.00758948j 0.00374346+0.00459097j -0.00943351+0.00140351j -0.000490703+0.00133031j -0.00109232+0.00399246j -0.00216956-0.00314206j 0.00131486-0.00236236j -0.00358735-0.00347995j 0.00455875+0.00720917j -0.000129956+0.0015731j -0.00363209-0.00337262j -0.00355556+0.00044486j 0.0022373-0.00344454j -0.00132083+0.00133022j 0.000523643-0.000451235j -0.00148506-0.00181002j -0.000214309+0.00347144j -0.00289545-0.00212541j 2.99252e-05-0.000258855j -0.00115296+0.00144829j -0.00204562+0.00173007j -0.0011876-0.000870339j 0.000565821+0.000208396j 0.00118556+0.0010333j 
-0.00710158-0.00394422j -0.00261449-0.000731642j -0.00230186-0.00318477j -0.0017384+0.00279685j -0.00194315-0.00167222j 0.00131307-0.00191347j 0.0018689-0.000494221j -0.00283649-0.00971839j -0.000145886-0.00530944j 0.00161425+0.00344j 0.00109221-0.00413243j 0.0020071-0.00486085j -0.00155758+0.00294193j 3.38102e-05+0.00099703j 0.0115383+0.0104366j -0.00693309-0.00111728j 0.0075102+0.00910221j -0.00298285+0.00331921j 0.00573677-0.00102397j 0.000422092+0.000927366j 0.000253573-0.0134205j -0.00909055-0.00136074j 0.00283233-0.00360467j 0.00981139+0.00348564j -0.00160995+0.00612645j -0.000878793+0.00461672j 0.00237701-0.00851406j 0.00199656-0.0019158j 0.00614962+0.00460792j -0.00372469+0.00445225j 0.00552949-0.00458671j 0.00393121+0.00101259j -0.00259949-0.00544246j 0.00610765-0.00340459j -0.0024176+0.00089267j 0.000794551-0.00172525j -0.00274802-0.00100407j 0.00213694+0.0127655j -0.00507797-0.0053643j 0.00227614+0.00150731j -0.000464157-0.0042388j -0.0054163-0.00613198j -0.00165982+0.00444072j -0.00459758-0.000941828j -0.00104658-0.00791289j 0.00278749-0.00094969j -0.00432726-0.000776505j -0.00484914-0.00150564j 0.00113391-0.0047799j 0.00347682+0.00220448j -0.00363487-0.000700927j 0.00362244+0.00298991j 0.00507788-0.000497194j -0.00107462+0.00257147j 0.00513988-0.000759545j -0.0011091-0.00209351j 
-0.00480759-0.00194833j -0.00276794-0.000112355j 8.64345e-05-0.000127829j -0.000332892+0.000372563j -0.0015279-0.000541715j -0.000842938-0.00221957j -0.00125309-0.00232997j -0.00367442-0.00361998j 0.000287134-0.00141298j 0.00385321+0.00644073j -0.00250331-0.00270661j 0.00328036+0.00494276j -0.0029168-0.00169004j -0.00357663-0.00216604j 0.00530733+0.00766722j -0.000527244-0.00521123j 0.0025998-0.00133171j -0.00054083-0.00214064j 0.00186445+0.000647221j 0.00274045+0.00361807j -0.00669138+0.00305688j -0.00280567-0.00154094j 0.000294835-0.00404648j 0.00562002-0.00529742j -0.00317513-0.000728042j -0.00182983+0.00552708j 0.00801122+0.010833j -0.00200207-0.00178548j 0.00710563+0.00087089j -0.00222185-0.0111291j 0.00098981+0.00746738j -0.00126959-0.00122094j -0.00202126+0.00650534j 0.00297718-0.00147794j 0.00240229-0.00570674j 0.00945585-0.00124125j -0.00562934-0.000138509j 0.00135502-0.00307541j -0.00195721+0.00299556j 0.00354584+0.00135201j 0.00408696+0.00432005j 0.00789533+0.00254238j -0.00213884-0.00333481j -0.00684504-0.00283121j 0.00136342+6.0269e-05j -0.00130172-0.00332375j 0.00520743+0.00553824j -0.0013493-5.26749e-05j -0.000466716-0.00110103j -0.000896382-1.24323e-05j -0.000110572+0.00246114j 0.000587808+0.00140092j 0.00101056-2.58659e-05j -0.00171222+0.000767761j 0.00235457-0.00189888j -0.000661262-0.00114145j 
9.25314e-05-0.00017833j 0.000847085+0.000290584j 0.00307189+0.00218664j 0.000576164-0.000563856j 0.000394837-0.000497706j -5.06488e-05+0.00358308j -0.00288526-0.00191803j -0.00225226+0.000428481j 0.000690814-0.00239431j -0.00163247-0.00529712j -0.00515635-0.00608112j 0.00238371-0.00432544j 0.0029998+0.00516533j -0.00189888+2.37327e-05j -0.00482266-0.000493069j 0.00437483+0.00737491j -0.000717861+0.00498513j 0.00817802+0.00668024j -0.00454599+0.00164737j 0.00572911+0.00560385j -0.00334458-0.00496191j 0.00308116+0.00432373j 0.00168244+0.0035566j -0.000276455+0.00583549j 0.00413541+3.48814e-06j -0.00100152-0.00191355j -0.00102319-0.00678506j 0.00497607+0.000849494j 0.00154247-0.00112268j 0.00710668+0.0137175j -0.00211808-0.00564612j 0.00202758+0.00300808j -0.00811395-0.00909588j -0.00466782-0.00311063j -0.00143128+0.00557945j -0.00159144+0.00155371j -0.00350764+0.000999413j 0.00410518+0.00340984j 0.000419291-0.00191381j -0.00343756-0.00669718j -0.00231302+0.00283264j -0.00652329+0.000959241j 0.000607925+0.000907033j 0.00304853+0.00413616j -0.00263283-0.00215714j 0.00559577+0.00346554j 0.00295369-0.00454578j -0.00615253-0.00112632j 0.00289049+0.00303769j -0.00427155-0.00202454j -0.000230242-0.000384824j -0.000580649+0.00263734j -0.00200623-0.000491431j -0.00187153-0.00193329j 0.000491892+0.000967567j -2.2651e-06+0.000219306j 
-0.000114144+0.000483394j -0.00301785-0.00163313j -0.00167904+0.000857737j -0.00073083-0.00190201j -0.00194345+0.00103786j 0.00479376+0.00700712j 0.00283319-0.00427766j -0.00411283-0.00255665j -0.00242066+0.00291666j -0.000370436+0.000149868j 0.00192536+0.00174711j 0.00182064+0.00505919j 0.000939359-0.00636003j 0.00247976-0.00151143j 0.00666913-0.00295073j -0.00248953-0.00095445j 0.00849176-0.0034339j -0.00179994-0.000296943j 0.00270152+0.000253934j 0.00123408+0.00675126j -0.00671329-0.000520558j -0.00170486+0.0095072j 0.00241688-0.0022898j 0.00891206-0.00188967j -0.00119974+0.00383705j -8.35476e-05+0.00382899j 0.00525904+0.0129131j 0.00147714+0.00102361j 0.00696475+0.00216939j 0.00265861+0.0012377j 0.0014376+0.00339202j 0.00848616-0.0012763j -0.0118593+0.00191101j -0.00158775-0.00799597j 0.0100961+0.000460828j -0.00393017+0.00317576j 0.00082185-0.00242951j 0.00765158+0.00134873j 0.000491942+0.00742146j 0.0042188+0.00101808j 0.00157931+0.000783439j -0.0021914+0.00905713j 0.00181881-0.000921172j 0.0072223-0.00509099j -0.00159871+0.00313698j -0.00272715-0.00812029j 0.00339684+0.00281265j -0.00329876-0.00488096j -0.00373838-0.00017117j -0.0058581-0.00207556j 0.00146341+0.0035528j 0.00556595-0.0031968j -0.000948105-0.00237708j -0.00175367-0.000793394j -0.000635194+0.00136358j -0.00696806+0.000504911j 
0.00353409+0.000803502j 0.000389194-0.00134288j -0.00123094-0.00197029j 0.000634845-0.00106312j 0.00126897-0.00249512j -0.00132732-0.0026134j -0.00376335-0.00301787j 0.00427057+0.00267192j 0.00175094+0.00874965j 0.00143542+0.00138875j -0.00302902-0.00687474j -0.00369298+0.000235894j -0.00248466-0.00476701j -0.00165211-0.00190909j -0.00488812-0.00219387j 0.00409946+0.00194157j -0.00553315-0.00330098j 0.00230461-0.00271407j 0.00120582+0.00644785j 0.00254996+0.00675801j -0.00361406-0.00497183j 0.00166741-0.00338059j 5.93694e-05+6.57615e-05j -0.00363121-0.000218577j 0.00090486-0.00432047j -0.000147193-0.00226307j -0.00189003+0.00304228j -0.00271094-0.00266537j -0.00407245+0.000281052j 0.00483834+0.00181295j -0.0042242-0.00533518j -0.00105163-0.000683566j 0.00346598+0.00451282j -0.0017649-0.000905825j 0.00218798+0.000622959j 0.00693441+0.00524009j 0.000230913-0.000645805j 0.00372476+0.00110077j -0.00199442-0.00351156j -0.00424895-0.00187401j -0.000624663+0.00421208j 0.00612465+0.00420003j 0.00112042-0.000927885j -0.00385429-0.0024403j -0.00909608-0.000936347j 0.00150286+0.00247983j -0.000272934+0.00288368j -0.00277084+0.00112377j 0.0027502-0.000236828j 0.00586571-0.00225324j -0.00175205-0.00188911j -0.000923188+0.000843426j -0.00270819+0.00285068j -0.00161986-0.000572581j 0.00112599-8.51984e-06j -9.93913e-05-7.25903e-05j 
0.00061266-0.000429909j -0.00152569-0.000100375j 0.000140431+0.000402744j -0.000144413-7.75019e-07j 0.000487296-0.00101157j 0.000863571-0.00161624j -0.00420265-0.005974j -0.00109876+0.000647362j -0.000554434-0.00028714j 0.000748553+0.00164053j -0.000158337+0.00284299j -0.00207447+0.00196321j 0.00392439+0.00819127j -0.00279939-0.00285952j -0.00508386-0.000843492j -0.00186613-0.00551276j -0.00124232+0.00512913j 0.000101875-6.98514e-05j -0.00177139-0.00636149j 0.00284917-0.00102454j -0.000462801+0.00886649j -0.00269481-0.00215311j 0.00156513+0.00209878j -0.00110953-0.00404426j 0.00151643-0.00295198j 0.00186898-0.00360687j -0.000223124+0.00572184j -0.00164676+0.00193127j 0.00113425-0.00406934j 0.00408243-0.00776328j 0.00142597+0.00701041j -0.0017123-0.00283193j -0.00395571-0.000550669j -0.000893004+0.000302656j -0.00560121-0.00344821j -0.00289476-0.00688341j 0.00172711+0.000401809j -0.00366578-0.0075632j 0.000457087+0.00288877j 0.0019945+0.00293563j 0.00336575+0.00338999j -0.005186-0.0025966j -0.00598863+0.000643617j -0.00629179+0.00189332j 0.00688281+0.00479096j 0.00128595-0.00235054j 0.00833135+0.00383248j 0.00876137+0.00321875j -0.000255434+0.000428798j 0.000277519+0.00036376j 0.00471718+0.000726245j -0.00425893-0.000581307j 0.00107034+0.00106921j 1.74261e-05+0.0013161j -0.000320858-0.00135663j 0.000642988+3.56612e-05j 
0.000153565+0.000520408j -0.000150145+0.000284663j 0.000627354+0.00280724j -0.00095596-0.00184031j -0.00107936+0.00394157j -0.00268836+0.00197579j 0.00015467+0.00292497j 0.000577804+0.00325067j 0.00161816+0.00210958j 0.00170177-0.000493103j 0.00217406+0.00330077j 0.00412907-0.00528537j -0.00429694+0.000488598j -0.00188287-0.00490458j 0.00112709-0.0152871j 0.00516355-0.00407556j -0.00254852-0.00534649j -0.0013303+0.000752953j -0.00710141+0.00214875j -0.00273643+0.00239787j 0.000144449+0.000186305j -0.000274828+0.000253418j 0.000821503-0.00131574j -0.00565543+0.0079737j -0.000462934+0.00295431j -0.000496825+0.00737437j 0.00422124-0.0110598j 0.00488888-0.0040333j 0.00111834+0.000578155j -0.00210865+0.00792233j -0.00159096-0.00214159j 0.00366183+0.0044486j -0.0018498+0.0167454j -0.00421574+0.00870205j -0.000564774-0.0109715j -3.42796e-05+0.000481509j -0.00069288+0.00260006j -0.0021815-0.00290582j 0.00212425-0.00122852j 2.35434e-05-0.00749525j -0.00338049+0.00722739j -0.00106456+0.000371785j 0.000200274-0.00605934j -0.000343867-0.00639823j 0.000283996+0.000587338j -0.0039295+0.00166779j -0.0028724-0.00278507j -0.000503903-0.000735946j -0.000862152+0.000498011j 0.00147873-0.00132679j -0.00124336-0.00199424j -0.00433345-0.00238619j -0.00146889-0.00268689j 0.00110843-0.00163708j -0.001099-0.000718336j 0.00136222+0.00195155j 
7.7634e-06+0.000768262j -0.00031355+1.35533e-05j -0.00200829-0.00443008j -0.000337111+0.00159074j -0.000587864-0.00206706j -0.000550228+0.0035185j -0.00290458-0.00262255j 0.000183763-0.00574726j 0.00107837+0.00291258j -0.000191595+0.00393783j -0.00294189-0.00447184j 0.00451728-0.000183011j 0.000597013+0.00240196j -0.00122427+0.00250344j 0.00867213+0.00701719j 0.00275619-0.00999032j 0.000675831+0.00740996j 0.00170825+0.00130316j -0.00153451+0.00147764j 0.00366909+0.00737969j 0.00222307-0.00503543j -0.00351568-0.00299874j 0.00305029-2.88177e-05j -0.00213346+0.00831016j -0.00403072+0.00367752j -0.000821268+0.00681122j 0.00902942+0.00390025j 0.00037886+0.00142195j 0.00305644+0.00799546j -0.00361379-0.00191209j 0.00622236+0.00466799j 0.00419311+0.00551107j -0.00698094+0.00316963j -0.00198166+0.00285408j -0.00249817-0.00368717j -0.00234162-0.00453629j -0.00395864+0.000241636j -0.00141456+0.00386109j 0.00104915-0.0024333j 0.00311425+7.13008e-05j 0.003779+0.003707j -0.00189377-0.0063466j -0.00464434-0.00137984j -0.00215104-0.0025001j 0.000961029-0.00290821j -0.00138387-0.0023974j 0.00478917-0.00233569j 0.0012738-0.00434368j -0.00012303-0.00127497j 0.00150121+0.000740345j 0.00281339-0.00133328j 0.0027097+0.00136606j 0.000279249+0.00155116j -0.000638986+0.00122477j 0.000823485+0.00050071j -0.00270133-0.000488968j 
0.00148129+0.00100578j -0.000840723+0.000701297j -8.78979e-05+0.000828649j -0.000961795-0.00173019j -0.000571345-0.000456525j -0.000349548+0.000250954j -0.00126141+0.000820645j -8.60582e-05+0.00139691j 0.00156236+0.000989766j 0.00444561-0.00372801j 0.00219022-0.000955844j 0.00683035-0.000578317j -0.00437202-0.00200235j 0.000108254+0.00265753j 0.00255773+0.000608863j -0.0058862+0.0073912j -0.00278541-0.00115313j -0.00508213+0.000988283j 0.000574503+0.000580059j 0.000143103+0.000410514j 0.00665209-0.00209259j -0.000717687+0.00246037j -0.00243474+0.000887777j -0.00673361-0.00270179j -0.00263687+0.00338929j 0.000867803-0.00268755j 0.0148885-0.00184839j 0.00201352+0.00454872j -0.00122547-0.00119354j -0.0139266+0.00524332j 0.0080338-0.00347389j -0.00161011+0.00369832j 0.00340174-0.00596405j -0.00190422-0.00454688j 0.00158061+0.00411593j -0.000708904-0.000395447j 0.00121831+0.000390115j -0.00345267+0.00436462j 0.00411675-0.00216065j 0.00329301-0.00390483j -0.000516336-0.00584473j 0.00258607-0.00572009j 0.000914362+0.00283331j 0.00298371+0.00467035j -0.00125132-0.00396555j -0.00377878+0.0043922j 0.00374818-0.00708696j -0.00343839-0.0050522j -0.00029475+0.00280651j 0.000132887-0.000890173j -1.53987e-05-0.00219953j 0.000149525-0.00026322j 0.000954986-0.00049769j 0.000643199+0.000340476j -0.00144587+0.00138055j -0.00255056+0.00173234j 
-0.00123708+0.000722031j 0.00161584+0.00196255j 0.00192582-0.000690391j -0.000237946+0.00366836j -0.00143606+0.000419231j -0.000950224-0.00237975j -0.00095251+0.00529102j -0.000740319-0.00278074j -0.00183348-0.00466426j -0.00438108+0.00368109j -0.000299652-0.00201798j -0.00141738-0.000848567j 0.00502991-0.00121591j 0.00218552+0.00438948j 0.00447871+0.00668808j 0.00766683-0.002119j 0.00459385+5.30501e-05j 0.00456628+0.000793756j -0.00423718+0.000392449j -0.00185645-0.0038156j -0.00117893-0.000967238j 0.00423982-0.000696308j 0.00139801-0.00239138j -0.00055769+0.00203339j 0.00148962+5.53562e-05j -0.00480912+0.00576077j 0.000291245-0.00260998j 0.00165477-0.00320924j -0.000569873+0.00405926j 0.00378732-0.00652533j -0.000147072+0.000768399j 0.000388239-5.95732e-05j -0.00543068+0.00769967j -0.00130471+0.0087262j 0.00148249-0.00385796j 0.00021098+0.00298518j -0.00419537-0.00159754j 0.000982514-0.000598466j 0.000840201-0.00100147j 0.000200273+0.000384618j -7.51103e-05+0.000342628j 0.00171964+0.00421316j 0.00212932-0.000791161j 0.00302494-0.00257914j 0.00203545-0.000816969j -0.00106676-0.00250924j -0.0040952-0.00530068j -0.000902305+0.0012889j -0.000331475-0.00242052j -0.00041647+0.00345376j 0.000295231-0.00116334j 0.000860535+0.000869609j -0.000731686-0.00174974j 0.00132488+0.000602025j -9.50305e-05-0.000100339j 0.00222621+0.00065962j 
0.00144338+0.000127932j 0.00498579+0.00124439j 0.00594732+4.10747e-06j -0.00443301-0.00444302j -0.00456122-0.00390003j -0.00141927+0.00153315j 5.86026e-05-0.004504j 0.000189438-0.00679725j 0.00539756+0.0072746j -0.00511517-0.000389806j 0.00180981-0.00441837j -0.0018101+0.00564972j 0.000464363-0.00410004j -0.00199666-0.00173556j -0.00733197+0.00132812j -0.000172076-0.00176893j -0.00487377+0.00219144j 0.000576849+0.00400485j 0.00521601+0.00454836j 0.00145132+0.00858518j 0.00286361-0.00505344j 0.00168087+0.00121911j 0.00227485+0.000998119j -0.00105635+0.000609497j 0.00124808-0.000147589j -0.00262934-0.0012551j -0.000388131+0.0085474j -0.00447471-0.000783019j -0.00698235+0.00266785j 0.00603217-0.00208071j 0.000898492+0.00136469j 0.00195829+0.00107778j 0.00861636-0.00398352j -0.000810038-0.00171241j -0.00113871+0.000414276j 0.000844953+0.000148118j 0.00160095-0.00231019j -0.00121865+0.00597366j 0.000202352+0.00149958j 0.00183323+0.00505734j 0.0047825-0.000593955j 0.00281847+0.00335115j -0.00365386+0.000663555j -0.00280381-0.0014462j -0.00280258+0.00153727j 0.000249373-0.00259828j 0.00526714+0.0012105j -0.00383051-0.00428449j -0.000644874+0.000716279j -0.000855996-0.00223851j 0.00174145+0.000259261j -0.00122016+0.00348818j 0.00414177-0.00246583j 0.000528195-0.000935219j -0.0032172+0.00464289j -0.0017521-0.00327652j 
0.00361597+0.00261048j 0.00381927+0.00401416j -0.004819-0.00590366j 0.00163396+0.00620317j 0.00208649-0.0033478j 0.000393975+0.00132207j -0.00414706+0.000419225j 0.00516347-0.00389373j 0.00254414+0.0085451j -0.0071654-0.000554801j -0.00351024-0.0107722j -0.00433902+0.00430526j 0.00512395-0.000493797j 0.00272269+0.00694711j 0.00219035+0.0121329j 0.00823582-0.00010549j 5.49641e-05+0.00307904j 0.00551581+0.00523116j 0.00226049+0.000119104j 0.0027411+0.00345051j 0.00148989-0.00481655j 0.00530398+0.000258215j 0.00120202-0.00111862j -0.00619352+0.00519132j -0.00115376-0.000868393j 2.51751e-05-0.000109244j -0.00344189+0.00472658j -0.00379495+0.000325989j -0.00590207+0.00790507j 0.00519101-0.00401842j 0.000382448+0.00215197j -0.00147105-0.00179417j -0.000832474-0.000784496j -0.00498245+0.00389711j -0.0004586+0.00172526j -0.00577549+0.00364784j -0.0027299-0.007451j 0.00163565+0.00317598j 0.00161424-0.00252404j -0.00248703+0.00242553j 0.00315852-6.43362e-05j 0.00301296+0.000684585j 0.00026205+0.00138893j 0.00505544+0.000121197j -0.0037171-0.00109058j -0.00167214-0.000857349j -0.000363168-0.00277108j 0.00260026-0.00328367j 0.000484462-0.00230467j 0.000626642+0.000185417j 0.00310508-0.00173097j 0.00615076+0.00117172j -0.00404935+0.00317008j 0.00102399+0.00073348j -0.000793884+0.00124961j 4.16969e-05+9.76865e-05j 
