-0.010091+0.0120974j 0.000512465+0.01296j -0.00163054+0.00978483j -0.00184973+0.00862153j 0.00294999-0.00146217j 0.00818712-0.0130621j -0.00256765-0.00356659j -0.00419073+0.0232681j 0.00292059-0.00562157j 0.00773332-0.00287805j -0.00819432+0.00549703j -0.0025272+0.00305545j 0.00334499+0.0140002j 0.000466824-0.0149674j -0.00232053+0.00404482j 0.00458199-0.00811461j -0.00110252-0.00640687j -0.000886729+0.00577064j 0.00297605+0.0155182j -0.00455336-0.00286526j -1.9039e-06-0.00350858j 0.00363635+7.24324e-05j 0.000223945-0.0052825j -9.99223e-05+0.00225502j 0.00516658+0.00554181j -0.000722651+0.00452726j 0.000292603+0.00307035j 0.00372992+0.00574554j 0.00241439+0.00969712j -0.000900263+0.000493067j -0.00127049-0.00202724j -0.00150416-0.000271339j 0.00141633-0.000630688j -0.00297471-0.00922638j -0.000784387+0.000129791j -0.00292604+0.000359008j -0.00151871-0.00192642j 0.0019432+0.00234545j -0.00235-0.00220668j 0.00641292+0.00523487j -0.000104567-0.00299381j 0.0016275-0.000131303j -0.00223699-0.000710006j 0.00143656-0.00171199j 0.000746441+0.00374233j -0.00318853-0.00420948j -0.00348838-0.00492339j 0.00373279+0.000166784j 0.00245787-0.00215783j 0.000933744-0.00420095j -0.00485081-0.00533016j 0.000749089+0.00348593j 0.00402343+0.00573262j -0.00276611-0.000851856j 0.00167049+0.0123046j -0.0100681-0.00335481j 
-0.00213071-0.0037958j 0.000753955-0.00148314j -0.00257397-0.00341056j 3.18126e-05-0.00678635j -0.00176477+0.000564392j -0.002202+0.0056046j 0.00203077-0.00482513j 0.000152304+0.00275555j 0.00314932+0.0131737j 0.00116395-0.000808455j -0.00355105+0.00777808j 0.00372756+0.00208948j -0.00500078-0.00179454j -0.00342709-0.0127524j 0.00164847-0.012854j -0.00369769-0.0102861j -0.00396334+0.000166946j -0.00186742-0.00420015j 0.00510306+0.00423835j 0.00181107+0.0049658j 0.0040629+0.00157538j -0.00848719-0.00599693j 0.00320918+0.00160923j 7.58928e-05+0.0058043j -0.00610149-0.00289586j 0.00125162-0.000308456j -0.00451652+0.000284293j -0.00139039-0.000683108j -0.000670133-0.00132677j -0.00235384+0.00670869j -7.66592e-05+3.4871e-05j -4.10715e-05+0.00345915j 0.000856821+0.00711465j -0.000117624-0.00283912j -0.00360382-0.00338042j -0.00214434-0.00441407j 0.00280952+0.0052177j -0.0033197-0.000653155j -0.00324344+0.000391494j -0.000582545-0.000271671j -0.00146993+0.005715j -0.00474469-0.0017047j -0.00432042-0.00391716j -0.0043829-0.00414696j -0.00184083-0.00123678j 0.0016062-0.00134381j 0.0005283+0.00783919j 0.00450859-0.00264857j 0.00238472+0.000582857j 0.00319312-0.00330534j -0.00163093-0.000755239j -0.000579189+0.000151747j 0.00360265+0.00165495j -0.000156015-0.00149906j 0.00132725-0.000287614j -8.39589e-05-0.00354754j 
0.000455559-0.00181182j -0.00195883-0.00262532j 0.000787198+0.00547654j 0.00248774+0.00117014j 0.00370369-0.000816648j -0.00323849-0.000293082j 0.000646607-0.00167849j 0.00686111-0.00218235j -0.004215-0.00552153j -0.00130614+0.000128502j 0.00680953-0.00333642j -0.00197674+0.000587426j 0.00415879+0.00284885j -0.000779949-0.000982009j -0.0072862+0.000589154j 0.00695556+0.00299807j -0.00223066+0.00124643j -0.00169839+0.00572845j -0.0106805-0.00330269j -0.0114428+0.00630408j 0.00320026-0.00258731j -0.000323086+0.0013885j 0.00248785+0.00213682j -0.00371004+0.00441278j -8.79151e-05+0.00108842j -0.00993143-0.000770363j -0.00538883+0.00470634j 0.00362339+0.00024542j -0.00288555+0.00350085j 0.003291+0.00439934j -0.00444485+0.00296763j -0.00203562+0.00422271j -0.00811583-0.00258404j 0.000354376-0.000765177j 0.000380831-0.00230748j 0.000950416+0.00312559j -0.00260419-0.00532963j -0.00320709+0.00285152j 0.000339342+0.0015379j 0.00112099-0.000786474j -0.00297473+0.00662682j -0.00318088+0.00283741j 0.00105304-0.00279216j 0.00133084-0.00361321j 0.00488177-0.00137369j 0.00519965-0.00154781j 0.00297281+0.00440878j 0.0017803-0.00564522j 0.000369226-0.00154137j -0.000239519-0.00160034j 0.000177752+0.000669002j -0.00234396+0.00218354j -0.00175769+0.000269292j -0.00216929-0.00251206j 0.000872217-0.000346612j 0.00120244-0.00217525j 
-0.00380152-0.00487678j -0.00335279-0.00144539j 0.00117153+0.00048304j 0.000146441-0.00120333j 0.00324945+0.00502445j 0.00232416+0.00691811j 0.00114191+0.000550124j 0.000884236+0.00292007j 0.00109257+0.00404053j 0.00146875-0.00310382j 0.00540002-0.000733682j 0.00610091+0.00557035j -0.00164198-0.00949187j -0.00869272-0.00438431j -0.0125726-0.00221459j -0.0098315+0.0034593j -0.000674785-0.00573473j -0.00207552+0.00260577j 0.000749893+0.00681922j 0.0013948+0.0078622j 0.00881885-0.000524682j 0.00117275+0.00666696j 0.00137505-0.00476344j 0.00805215+0.00088343j -0.00541894-0.00146052j -0.0012025+0.00205132j -0.00328823+0.00312206j -0.000146904-0.000939847j -0.000895142+0.000302451j -0.00172459+0.00228883j 0.00175715+0.000348795j -0.00128255-0.0030634j 0.00727729+0.000685253j 0.00183941-0.00722539j -0.00501353+0.00531064j -0.00241524+0.00857954j -0.00165897-0.00339721j -0.00175286+0.00718906j 0.00431188+0.00259243j -0.000301493-0.0054207j 0.00375298-0.000990929j 0.00574436+0.0108534j 0.000643909+0.00223051j 0.000152175+0.000548335j 0.00390019-0.00794093j -0.00381998-0.00211329j 0.00167539-0.000189314j -0.00432549-0.0100968j 0.000198438+0.000578777j -0.00586963-0.00145483j -0.00237629-0.000439116j 0.00432089+0.0039303j -0.0051659-0.000967616j -0.00343078-0.00374358j 0.00233709+0.000990848j -0.00142606-0.00216329j 
0.000256625-0.00194208j -0.000940064-0.00333858j 0.000368004-0.00169916j -0.00107527-0.000458876j 0.000849016+0.00358379j -0.00206576+0.00121628j 0.00096114+0.00321753j 0.00292839+0.00385014j -0.00215793-0.00249833j -9.95725e-05-0.00304207j 0.00363059+0.00618315j -0.000248086+0.00137747j 0.000669862-0.000942829j -0.000292428-0.00177279j -0.00511085-0.00080673j 0.000114328+0.0030088j -0.000405497-0.000511759j -0.00320381-0.00193828j -0.00228672-0.00229098j -0.00526841-0.0049551j 0.00419152+0.00457639j -0.00150181-0.000330801j 0.0010102+0.000337218j -0.00285555+0.00167769j -0.00310184-0.00321447j -0.00454792-0.00240522j -0.00446751-0.00318655j 0.00203396+0.00223235j -0.00407736-7.61521e-05j -0.00202134+0.00137948j -0.0030591-2.32957e-06j -0.00339645+0.000679464j -0.00230615-0.00296079j 0.000459519-0.00212224j 0.000567587+0.000837416j -0.00322262-0.00160923j 0.00315691-0.00100537j -0.00344283+3.24615e-05j 0.000691533+0.00214182j -0.000515817-0.000722688j -0.00348177-0.00115718j -0.001538+0.000985164j 0.00295126+0.000863745j 0.004552+0.00219853j 0.00436379+0.000251392j 0.00216772-0.00240473j -0.00213961-0.000521542j 0.0037031+0.000169898j 0.00118076-0.00115927j -0.00147098-0.00100939j -0.00182331+0.000120044j 0.00108287+0.00149515j -0.000310384-0.00114479j 5.1986e-05-0.000921223j 0.000682233-0.00014763j 0.000391888-0.00165435j 
-0.00531538-0.00479783j 0.00433549+0.0066893j -0.000616987-0.00655987j -0.00104381-0.00187651j -0.00280897-0.000894554j 0.00131697+0.00208008j -0.00228146-0.000137772j -0.00339719+0.00257217j 0.0059089+0.0131308j -0.00714598-0.00245298j -0.0101911+0.00392365j 0.00551794+0.0049602j -0.00207236-0.00244743j -0.00203253-0.00652513j 0.00547173+0.00378108j 0.00266533-0.00247981j 0.000325938+0.00116246j 0.00606289-0.000708657j 0.00976884+0.00121852j 0.0104346-0.00568341j 0.0046419+0.00382175j 0.00287759-0.00725935j 0.00180837+0.000670858j -0.00351161-0.00092038j -0.00549728-0.00625679j -0.000200213-0.00432022j -0.0023944-0.00503362j -0.00174649-0.000757857j -0.00340146-0.00309674j 0.000465434-0.0034944j 0.00104054-8.14827e-05j -0.00565104-0.00165376j -0.00381604+0.00034556j -0.00873239+0.00111329j -0.0001125+0.000515614j -0.0036207-0.00269958j -0.00207267+0.00214414j 0.000279919-0.00351399j -0.00108281-0.00160833j -0.00300659+0.00115964j -0.00239457-0.00208088j -9.62308e-05-0.00256977j 0.00128974-5.71377e-05j 0.00321847+0.000474195j 3.42752e-05-0.000954778j -0.000386249-0.00116242j -0.00445296-0.00240224j 0.00382153+0.00317918j 0.00382921+0.000790596j -0.00293763+0.00293245j 0.000959962-0.000667746j 0.00317725+0.000597709j 0.00283666+0.00145375j 0.00260927+0.000884774j 0.000982423+0.000476596j 0.00381096-0.00086882j 
-0.00260518+0.000929874j -0.00070681+0.00187638j -0.00138757+0.0025962j 0.00125519+0.0056726j 0.00324389+0.00275368j 0.00149071+0.0032635j 0.00216043-0.00732376j -0.0012669-0.00104575j 0.00340148-0.00466332j -0.000136817-0.00215247j -0.00183697-0.00865546j 0.0039695-0.00330884j -0.00799566+0.0111815j -0.00308565+0.000154777j -0.00048085-0.00320832j 0.00263313+0.00559218j -0.00671024+0.00281235j -0.000728334+0.0115186j 0.0050587-0.00859503j 0.00243973+0.00733538j -0.00417224-0.00372729j 0.003759+0.00454726j -0.00271731+0.00316074j -0.000936473-0.000781435j 0.00195216+0.00467221j 0.00358069+0.00153796j 0.000908051-0.00305471j -0.00208682+0.00139027j 0.0035807+0.00287544j 0.00269119+0.0106367j -0.00235424-0.000775509j 0.00101258-0.00167199j -0.000300201-0.0140293j -0.003083-0.00291202j -0.00241446-0.00536823j 0.00344389-0.00317513j -0.00524735-0.00473007j 0.0053886+0.000109391j 0.000481461+0.000147283j 0.000736886-0.00483607j -0.00238773+0.0027197j 0.00247772-0.00865994j -0.00355381-0.00295223j -0.00318342-0.000476306j -0.00100191+0.00417276j 0.00184219+0.00712397j 0.0028762+0.00471445j -0.00358352+0.00397048j 0.000356672+0.00101761j -0.00345129-0.000834807j 0.00148144+0.00425171j 0.000385217-0.00110313j -0.00634794+0.000452846j -0.0031136-0.0015743j 0.00297701-0.00117919j 0.00175936+0.00228492j 
-0.00273816-0.00279538j -0.000166941+0.00046646j 1.88286e-05-0.000403945j 0.00132237-0.00137425j -0.00174775-0.00119348j 0.00224316-0.00945439j -0.00579057-0.00689353j -0.00291227+0.00599617j 0.000101299+0.00796187j 0.00233113+0.00610816j -0.00160312-0.00484027j 0.00345621+0.000682907j -0.00339633-0.00489603j -0.00274233-0.00955256j 0.00410544-0.00441872j -0.0018166+0.00644856j 0.000399234-0.00704343j 0.00182132-0.00245548j 0.00149266-0.000314736j 0.00179005+0.00325455j 0.0010733-0.00415196j 0.00122228-0.00592055j 0.00132687-0.000625942j -0.00262581-0.0103923j 0.00149917-0.00423364j -0.00354995-0.00648228j 0.00498546+0.00194139j 0.000882551-0.00335713j -0.00179381-0.00644482j -0.00292877-0.00241783j 0.00367401-0.00600894j -0.00483004-0.0048439j -0.00711293+0.00236654j -0.00400133-0.00363282j 0.00457396-0.000256492j 0.00598431+0.00828053j -0.00130382-0.00148855j 0.00232311-0.000759524j -0.000240416-0.00443712j 0.00300602-0.0033894j -0.0050498+0.000679145j 0.00312681+0.0058807j 0.00143419+0.000651689j -0.00609538-0.0055519j -0.00238661-0.00610657j -0.00169793+0.00441172j 0.000216335+0.00296491j -0.00171995+0.000795031j 0.00519375+0.00241275j 0.00671463+0.00681063j 0.0020151-0.00453974j -0.00469517-0.00146436j -0.00133107+0.00112023j -0.00175821-0.000923657j 0.00573722-0.000449534j 0.00314664+0.00267209j 
-0.00191693+0.0010826j 0.00567082+0.00580916j -0.00386645+0.00580327j 0.00477042+0.00696816j -0.00251892+0.00225932j -0.00358861+0.000178149j 0.000720302+0.000354675j -0.00698238+0.000877288j -0.00320079-0.00227409j 0.000751262-0.000343762j -0.00231063-0.00529105j -0.00323+0.00439561j 0.00787326+0.00136238j 0.00571077-0.002908j 0.0115871-0.00739079j -0.00365068+0.00354463j 0.00930006-0.00585159j 0.00132758+0.00760907j -0.00181869-0.00374037j -0.00796246+0.00017309j -0.00214505+0.00308305j 0.000352351+0.00891309j -0.000407007+0.000375992j 0.000602529-0.00192051j 0.00354983+0.000156787j 0.000560968-0.00315118j -0.00327512-0.00508177j 0.000628444-0.00250048j 0.00194509-0.00446836j -0.00344955+0.00145184j 0.00090937-0.0011243j -0.001971-0.00452975j 0.00197541-0.000471351j 0.00411958+0.00173524j -0.00449953-0.00119814j -0.00528499+0.00403038j -0.00425311-0.00402548j -0.00226474-7.19983e-05j -0.00229195+0.00358364j 0.00436447-0.00506916j 0.000436743+0.00172466j -0.00523673+0.00777831j -0.000594842+0.000447091j 0.00160336+0.0020769j 0.00349927-0.000843801j -0.00135775+0.00280638j -0.00109916+0.00114132j 0.00270164-0.0045318j 0.000107196+0.00137491j -0.00405226-0.00213565j 0.00166158+0.0011294j -0.00091559+0.00202545j -0.00314961-0.00613866j 0.00420329-0.00470606j -0.000710624-0.000479055j 0.00657671+0.000990773j 
0.00292324+0.00600022j -0.000682977+0.00104096j -0.00194765+0.00289271j -0.00179297+0.00315798j -0.000840179-0.00537277j -0.000397577-0.00770312j -0.0029197-0.000392382j 0.00236555-0.00494013j -0.00112636-0.00503025j 0.00077564+0.00259237j 0.00677163-0.00672647j -0.00852-0.00490533j 0.00619575+0.00526751j 0.00237142+0.00780597j 0.00366491+0.00486507j 0.00172202+0.00172514j 0.0042054+0.00227656j -0.00231703+0.00014729j -0.00577137-0.000539594j -0.00675745-0.00150199j -0.00450303-0.00440043j -0.0036011+0.00368361j -0.000936207+0.000670639j -0.00114222-0.0012114j 0.00542274+0.00435296j 0.000411161-0.000544405j 0.0020208+0.00271802j 0.00124866-0.00226172j -0.000744839-0.000941015j 0.00295123-0.000468849j 0.00100984-4.08023e-05j 0.00426135+0.000515043j -0.000330068+0.00484169j 0.00160768+0.00373601j 0.00178121-0.000733981j -0.00178994+0.00272003j 0.00394738-0.00418881j -0.000634326+0.000433479j -0.00116664-0.001829j 0.00196234+0.00324308j 0.00124261+0.00341678j -0.0046941+0.00232654j -0.00130498+0.000695934j -0.0013616+0.000326817j -0.00388287+0.000512178j -0.000750869+0.000490226j 0.00281985+0.000467807j 0.00120513-0.00158865j -0.00220258-0.00100973j 0.00559953-0.000845064j 0.00139585-0.000585325j -0.00465133-0.00108509j 0.00224587-0.0022818j 0.00180241+0.00212139j -0.00280262-0.00120144j -0.00132632+0.00199126j 
0.00117385-0.000273125j 0.00509967+0.00985283j -0.00360429-0.00319843j 0.00166235+0.00386111j -0.00439975-0.00191915j -0.00230035+0.00293956j 0.000317692-0.00477953j -0.00748345-0.00257603j 0.000628807+0.014178j -0.00385102-0.0016293j -0.0102829-0.0102622j -0.00126366+0.00797409j 0.0012518-0.000814813j 0.00646905-0.00481028j 0.0147269-0.00230612j 0.00106676-0.00320405j 0.00231645-0.0014151j 0.00295641+0.00626411j 0.0104868+0.00356644j 0.00504423+0.00671747j -0.000729127+0.000644768j 0.00333531+0.00127296j -0.000211423+0.00356595j -0.00231344-0.000270778j 0.000802117-0.00273109j 0.00684694-0.0022716j 0.00125341-0.00230995j -0.00447975-0.00148584j 0.000185504+8.18494e-05j -0.000590828+0.000735932j 0.00430002-0.000981493j 0.000558603-0.0059679j 0.00247256-0.00167827j -0.00475388-0.000125387j -0.00174119-0.00280777j -0.00452017-0.000392587j -0.00489292-0.00467587j 0.0030092-0.000815494j -0.00206472-0.00115592j 0.0026045-0.0017331j 0.000897079+0.000475482j -0.00161502-0.000528752j -0.00223194-0.000913422j 0.00126945-0.000538339j -0.00372291+0.00241664j -0.004017+0.00336865j -0.00124507-0.000189109j 0.00272212+0.000376441j 0.000148763+0.00376478j -0.00198843-0.00202065j 0.0034204+0.00108156j 0.00112497+0.000486125j -0.00185736-0.0019572j 0.00511899-0.00102009j -0.00135513+0.00111313j 0.004188+0.00343655j 
-0.00486146-0.00674951j 0.000275908+0.00234831j 0.00227524+0.00267468j -0.00262367-0.00290117j -0.00235422+0.000120094j 0.00397606-0.000221941j -4.98132e-05+0.000225051j -0.00192043-0.00228343j 0.00798264-0.00225753j -0.00298761+0.000590666j 0.000591302+0.0049427j 0.00554821-9.99048e-05j -0.00508388+0.000197591j -0.00261437-0.00369572j -0.00540044+0.000446519j -0.00334983-0.000541728j -0.000340744+0.00233087j -0.000596459+0.00188787j 0.00564563-0.00232343j 0.00443499-0.00495886j 0.000769314-0.00281726j 0.00157516-0.00116686j 0.00187906+2.05335e-06j 0.00426007+0.000990179j -0.00256439+0.00107992j -0.00217947-0.00177773j 0.0015092-0.0024037j 0.00217996+0.00147745j 0.00165725+0.00043253j 0.00131764+0.000409864j -0.000774117-0.000599853j -0.000173108-0.00143831j -0.00132762-0.00258999j -0.0023777+0.00310883j 0.000268568-0.00121484j 0.00106392+0.000730729j -0.00164301+0.000541121j -0.000134909-0.000615077j -0.000647323+0.000129117j 0.00138193+0.00022755j -0.00124424-0.00165709j -0.0015581+8.68454e-05j -9.5804e-06-0.000492777j -0.000892394-0.00195436j 0.00418775+0.00146547j 0.00103947+0.000950825j -0.00138019-0.000955357j -0.00361988-0.000553432j 0.00100218+0.00173156j -0.00459158+0.000637554j -0.000984053-2.90741e-06j -0.00203449-0.000541465j 0.00452942+0.000459105j -0.000627846-0.000359811j 0.00246835+0.00149573j 0.00242558+0.00157476j 
-0.000160806+0.00113478j 0.00213673-0.000138682j -0.0002481+0.00411289j 0.00353968+0.0010826j -0.00149731-0.0027921j -0.00525485-0.00240085j 0.0066929+0.00010433j 0.000970995-0.00501213j -0.00322441+4.10298e-05j 0.000557403+0.00227394j 0.00244393-0.00761106j -0.000519471+0.00387355j -0.00359056-0.00407877j 0.00642652-0.00220598j 0.00981224+0.0015868j 0.00456921+0.00209382j -0.00254333-0.00592j -0.00264632+0.00128176j 0.000682015+0.00249076j -0.0125382+0.00622095j 0.000350285-0.00423529j 2.10032e-05+0.000316357j -0.00344793+0.00120619j -0.00322954-0.00194977j 0.000232684+0.000688931j -0.0033773+0.00288683j -5.99631e-05+0.00416556j -0.000866805-0.00250026j -0.00217919+0.00261051j -0.00703114+0.00177165j 0.0002087-5.87141e-05j -0.00274689+0.00368849j 0.00456407-0.00280471j 0.00457365-0.00205466j 0.0041091-0.00213552j 0.00664594+0.00418981j -0.0025668-0.00358486j -0.000106177+0.00301615j -0.00034518-0.000661374j 0.00351889+0.00124865j -0.00297477+0.000835447j 0.00718551+0.000418312j 0.00175035-0.00483941j 0.00167034-0.00507673j -0.00434767-0.00261348j -0.00237+0.00235563j -0.00229908+0.00576378j -0.00284038-0.00309962j -0.00201836-0.000715268j 0.00246554-7.05381e-05j -0.000638527+0.00131874j -0.000536793-0.00168245j -0.00126275-0.00151194j 2.88963e-05-0.00296406j -0.00033544+0.000770704j 0.000602703-0.00160065j 
0.000544919-0.00173267j -0.000989765-0.00142617j -0.00134034+0.000716886j 0.00117866+0.00132647j 0.00287384-0.00344509j 0.00834535-0.00466537j 0.00188097-0.00545441j -0.000954883-0.00103983j -0.00398144-0.00217956j -0.00314132+0.0058551j 0.00581472-0.00127469j -0.00267658-0.0015806j 0.00378948-0.000312362j 0.00418471-0.00130819j 0.00018007+0.00414233j -0.00418509+0.000426501j 0.00418054+0.00127105j 0.00245696-0.00117299j -0.00215532-0.000970836j -0.00407331-0.00214398j 0.00200231-0.00264977j 0.00266956-0.00341748j 0.000724099+0.0003441j 0.00726468-0.00421362j 0.0034871+0.000492306j 0.00350142-0.00440541j -0.00302565+0.00469127j 0.00329756-0.000639024j 0.00419445-0.00251367j 0.00315407-0.00282601j 0.00336207+0.000542141j 0.00122769-0.00378423j -0.00366485-0.00191402j 0.00329946-0.000142994j 6.62106e-05+0.00266419j -0.00285563+0.00758511j 0.00159435-0.00106595j -0.000349204+0.00118882j 0.00194264-0.00306378j 0.00140332+0.00237543j -0.00241794-0.00153063j -0.00414376+0.00312418j -0.000574177+0.00126715j 0.000461926-0.00569003j 0.00330539-0.00428838j -0.000971551+0.000657498j -0.00216728+0.00228759j -8.48397e-06-0.000458313j 0.000305336+0.0021424j 0.000581235+0.00698245j 0.0028404-0.000870478j -0.00200541-0.00427983j -9.262e-05+0.0013595j -0.000920884-0.000711176j 0.0025414+0.00239546j -0.00065009+0.00209287j 
0.00323085+0.00343743j -0.000926051-0.00349338j 0.00529837-0.00140341j 0.00838264-0.00137592j -1.26851e-05+0.0010902j -0.00391177+0.00167978j -0.00225196-0.00349413j -0.00654586+0.00398717j -0.0170669+0.00257865j 0.00700982-9.79191e-05j -0.010037-0.00436735j -0.00436515+0.00155066j 0.00804154-0.00281483j 0.00505345-0.00297665j 0.00710967-0.00596011j 0.00220496-0.00133854j 0.00356447-0.00229362j 0.00867045-0.00234369j -0.00781276+0.00302379j 0.00240529+0.0113834j -0.00684223+0.00474763j 0.00428685+0.000116213j 0.000982005+0.0002138j -0.00122334-0.00299323j 0.00619933-0.00473095j 0.00422268+0.0039534j 0.000829556+0.000159978j -0.00182397-0.00131707j 0.00349067-0.00415267j 0.0012315-0.000869141j 0.000445396+0.00110846j 0.00127395-0.00186181j -0.00900895+0.00155461j 0.00416988-0.00730063j -0.0042514+0.000847906j 0.00191023-0.00493075j -0.0045736+0.00525599j 0.00329401-0.000452146j 0.000536348+0.00104409j -0.000273223-0.00579626j 0.00229129+0.00097665j -0.0001369+0.000344593j -0.00228295+0.00283886j -0.00270743+0.00257503j -0.000506247-0.0018662j 0.00289448-0.00205257j 0.00443123-0.000491114j 0.000153038+0.00340233j -0.000797869+0.000804576j 0.00284145+0.00126709j 0.00239872-0.00167536j 0.00131198+0.00213134j -0.00592888+0.00259477j -0.00340163+0.000253321j 0.000379655-0.00177237j -0.0011171-0.00267808j 
0.000976166+0.00341399j -0.00102449-0.00444642j -0.00370081-0.00346289j 0.000336614+0.00392709j -0.000565076+0.00604723j -0.00563931-0.000798093j -0.00689012+0.00647043j 0.000573121+0.00854995j 0.00115308-0.00381547j 0.00741636-0.000168758j -0.00465798+0.00299288j -0.000673666-6.96571e-05j 0.00249129-0.00226526j -0.0046167+0.00514176j 0.0010737-0.00216266j -0.0013144+0.00316486j 0.00386051-0.00400255j -0.000742369-0.00695933j -0.00242704-0.00194419j 0.00261507-0.00491749j -0.00439707+0.00614665j -0.00520535+0.00191314j -0.000271157-0.00450323j -0.00463085-0.00157251j -0.00244299-0.00306417j -0.00322193-0.00101764j 0.0022017-0.00207131j -0.00302173+0.000594126j -0.0031874-0.00127313j -0.00458562-0.00501551j -0.00180386-0.00229994j -0.00254562-0.00199583j -0.000607683+0.00495812j 0.00175157-0.000383639j -0.000814239+0.00167292j 0.0010755-0.00170819j 0.000719134+0.000531938j 0.00130734-0.0021114j -0.00178024+0.00240157j -0.000767935-0.00342457j 0.00181721+0.00023972j 0.00358735+0.00360601j 0.002618+0.00363205j -0.00132925+0.00814243j -0.00164131+0.00149506j 0.000429326-0.00158068j 0.00170989-0.00291414j 0.00328895+0.000642884j 0.00166252-0.00349567j 0.00437365-0.00409253j -0.00333425-0.00286684j 0.00285975+0.004807j -0.00460134-0.00179423j -0.000417345-5.09922e-05j 0.00171584-0.00326532j -0.000835084-0.000796191j 
-0.00252845-0.00453855j 0.00452743-0.00397714j -0.00222415+0.00885869j 0.00378496+0.00140264j -0.00673164-0.000588997j -9.1884e-05-0.00496273j -0.00509851+0.00246689j -0.00606515-0.00552139j 0.01341-0.0118482j 8.82014e-05+0.00811216j -0.00751863+0.000172383j 0.00372699+0.00316906j 0.00189709+0.00189972j -0.000777216-0.00325816j 0.00366952-0.00160618j -0.00280035-0.0011188j 0.00478306+0.00312681j 0.0056558-0.000374489j 0.000561373-0.00847599j 0.00184869-0.00370619j -0.00712806-0.00270777j -0.00241142-0.00158104j 0.00269385-0.000102894j 0.00458125+0.00434175j -0.000610824+0.000535354j -0.0054834-0.00399283j 0.0025594+0.000837751j 0.000851271+0.00284077j 0.00442279+0.00401874j 0.00107766-0.00394411j -0.00104783-0.00189835j -0.00337895-0.00127399j -0.00363143-0.0041196j 0.00411907+0.00628317j -0.00159832-0.000378061j 0.00479493+0.00638331j -0.00839617-0.00253886j 0.00155686-0.000240244j -0.00403174+9.797e-05j 0.00502671-0.000289261j 0.000981789+0.000217816j -0.0014252+0.00248865j -0.00122361+0.00231892j -0.00370101-0.00139957j 0.00212312+0.00421732j 0.0033313+0.00293414j 0.00167229+0.00159294j -0.00345515-0.00335233j 0.000108289-0.00156036j -0.00104216-0.00137169j -0.000861934-0.00332335j -0.00349711-0.000785045j 0.00220287+0.000173231j -0.00156693-0.0025589j 0.00374007-0.000690274j 0.00417337-0.0010762j 
