-0.000398747-0.0175981j 0.0101083-0.0159482j -0.010208+0.000518681j -0.0183247-0.0393406j 0.00508459+0.0011069j -0.00265296+0.0144077j -0.00712065+0.0354579j 0.00268865-0.0129187j -0.00139585+0.0201184j -0.00859134-0.00722983j -0.0106438+0.020112j -0.0128497-0.00564333j 0.022127-0.00243281j -0.0112905+0.0058052j 0.0133145+0.0030389j -0.00246558+0.00393468j -0.0100115+0.019134j 0.00576816-0.0187649j 0.00578457+0.00955846j -0.00191404-0.00147055j -0.00306863-0.00185699j -0.00264653-0.00421267j 0.0292054+0.000282779j 0.0148254+0.00842054j -0.0132014+0.00422185j 0.00530103-0.0217851j -0.000340024+0.00383032j -0.00799761-0.00951957j 0.00947872+0.0064083j -0.0210977-0.000285138j 0.00560099+0.0125918j 0.00131092+0.0165194j -0.00270142+0.0012961j 0.00506882+0.00012333j 0.00284162-0.00695083j 0.0143963+0.0184531j -0.00274724-0.0220494j 0.00218126-0.0111619j 0.00279275+0.00330056j 0.000518589-0.014363j 0.00676244-0.0207633j -0.00659903+0.0132726j -0.00926894+0.0218893j 0.0112372+0.000580061j 0.0157901+0.00387177j -0.00213234+0.00424412j -0.00708981-0.015619j 0.0219751+0.00367888j -0.00402955-0.0210275j 0.00711836-0.0188279j 0.0160475+0.00777722j 0.00633921-0.0442105j -0.0147687-0.0182112j -0.0367086+0.00857266j -0.0272369-0.023634j -0.0184558+0.00231263j 0.00142438-0.00608744j 0.0229102+0.0219199j -0.0051816-0.0151276j 0.0104779-0.0120186j -0.00318807-0.0120013j -0.0116675+0.0175919j 0.0140773+0.00288816j -0.0156297-0.00098605j -0.00718268+0.0154049j 0.0255195+0.0113499j -0.00137645+0.00239906j 0.0216412+0.00209192j -0.0208214+0.0358815j 0.012259+0.00629541j -0.0231318+0.00582288j -0.00135365+0.00944004j 0.0173316-0.00269354j 0.0201433-0.0881533j -0.0877089+0.00502257j 0.0320178-0.0692318j 0.0103029-0.0227306j 
-0.00280375+0.00122471j -0.0104767+0.000797616j 0.0133203+0.0301226j 0.0022438-0.00647419j -0.00873846-0.00249685j -0.00363392-0.0380514j 0.0123599-0.037933j 0.0224308+0.00390998j 0.0414753+0.0612275j -0.0348935+0.00246445j -0.00979439+0.056665j 0.0613221-0.0187923j 0.00205935-0.0230009j 0.0517028-0.00621215j 0.0248544+0.00491806j 0.016254-9.59036e-06j 0.0407949-0.00967649j -0.0260943+0.0384555j 0.015972-0.0181574j -0.0214989-0.0264491j 0.0257767+0.045156j -0.0335881-0.0350211j 0.0380334+0.012033j -0.0382858+0.0241592j 0.0219939-0.0384546j 0.027804-0.0262045j 0.0173049-0.00475971j 0.00860514-0.0208241j 0.00971688+0.0289279j -0.0238834-0.0123891j 0.0140444+0.0135561j 0.0114303-0.0591701j -0.0150902+0.00769723j -0.0224442+0.000438975j 0.00704006-0.013371j -0.0121402+0.0282791j 0.021079+0.0146895j 0.0118101-0.0134728j -0.0267676-0.0213453j -0.0250585-0.00114936j -0.00426226+0.0168674j -0.04376-0.0330438j 0.0154355-0.0270528j -0.0235761+0.00350747j -0.0146409+0.0150769j -0.0243587-0.00165359j 0.0181755+0.0083406j 0.00513904-0.0232873j 0.0158585+0.0262097j -0.0135796+0.0223125j 0.00121973+0.0406189j 0.0205479+0.0364434j -0.00074406+0.00102197j 0.000252133+0.0170343j 0.0270712-0.00524272j -0.00380285+0.00141077j -0.0298147-0.0223079j -0.0317827-0.0179477j -0.0119838+0.017982j -0.0113846+0.0113659j -0.00295791+0.0385658j 0.0130386-0.0267439j -0.0251109-0.0267314j 0.00930097+0.0181588j -0.0119899-0.0109301j -0.000632243-0.00322513j 0.0101633-0.0192004j 0.0157795-0.0103047j 0.0145743+0.00287254j -0.00361422-0.0108103j -0.0113146+0.00833003j -0.00898512-0.0182651j -0.0210007-0.00741297j -0.0178205+0.0136244j 0.0158558+0.0207748j 0.00287144+0.010537j 0.00401003-0.0123233j 
-0.00428203+0.0189387j 0.00364344+0.0081246j 0.0271375+0.00445369j 0.022464+0.00597764j -0.00934931-0.00371601j -0.00861727-0.0266731j 0.0168336-0.0315946j 0.0486735+0.00457316j 0.0171223+0.00666453j 0.00448721-0.00462087j -0.0234398-0.0182231j 0.0264707+0.00518981j 0.0370934-0.0481233j -0.00252235-0.0220154j 0.0340788-0.0334558j 0.0129681-0.0234565j 0.0167377+0.010438j 0.030198+0.0083604j 0.00767858-0.00982117j 0.0211202+0.00515019j -0.038458+0.00504099j -0.0441357-0.0185786j -0.00117975+0.0200315j -0.0525838+0.0082866j -0.0399669-0.0273756j -0.0259768-0.0109955j -0.0161536+0.00468664j 0.00474414+0.0222843j 0.00347839+0.00625515j -0.0203917-0.00795094j -0.00433229+0.0412572j -0.0483997-0.0151399j 0.00640023+0.000214257j -0.00176859-0.0159754j 0.0294537-0.0180701j 0.00500507+0.0121773j 0.0113611+0.0117058j 0.0391638-0.00509951j 0.0257177-0.0143099j 0.0320875-0.00420876j 0.00434002-0.00872064j 0.00263588-0.00970869j -0.0231098+0.00329334j -0.0479082-0.0154814j -0.00652169-0.00348094j 0.00660397-0.00289359j -0.0141228-0.00929208j 0.00413291+0.00826667j 0.00498556-0.00209758j 0.000372099-0.0362704j -0.00472888+7.54398e-05j -0.000633275+0.00165546j 0.0162694+0.00414579j -0.0376563-0.0111183j -0.00202693-0.000510295j -0.00136592-0.00500918j -0.0131692-0.00704546j 0.00477055-0.0261949j -0.0185979+0.0137794j 0.0224372-0.00026984j 0.00518684+0.0205749j -0.00566812+0.00133892j -0.00409109-0.00880372j 0.00707821-0.00299747j -0.0165321+0.0230809j 0.00247447+0.00430827j -0.012227-0.017824j 0.0313021-0.0076172j -0.0159058+0.0143655j 0.0168402+0.014719j -0.0181347+0.015915j -0.0277729-0.0186997j -0.0312281-0.00689996j 0.00802844-0.00877499j -0.00237889-0.00949744j 0.00476633+0.00964131j 0.0102823-0.00607482j 
0.0143196+0.0153098j 0.0074342+0.022655j 0.00526214-0.0357784j 0.0381542+0.00781386j 0.0121846-0.00818325j 0.0232609-0.0243688j 0.0333537+0.0293562j -0.0230795+0.0310638j -0.022766+0.00130649j -0.0309883-0.0177464j 0.000615992-0.0322813j -0.00942501+0.00811003j -0.0029689-0.0129078j -0.0214874+0.0463367j -0.0192754+0.0141644j 0.0115706-0.0128164j 0.00614751-0.0200883j 0.024235+0.00865683j -0.000103365+0.0129398j 0.0050374+0.0399082j 0.016103-0.0192905j -0.00791125+0.0189869j -0.0197889-0.0110002j 0.0165634-0.0087128j 0.00276917+0.0133658j -0.0494336+0.00589877j -0.0180492+0.0226111j 0.00756362+0.0170753j -0.0107026-0.0278523j -0.032757-0.00890013j -0.0130782+0.012227j -0.00376346+0.0274573j 0.00548057+0.0163491j -0.0219477-0.00805011j -0.0109427-0.00209139j 0.0163082-0.0344231j -0.0171728+0.0227231j 0.00327061-0.0171814j -0.0163349-0.0143138j -0.0105595+0.00519022j 0.00402301+0.0298224j -0.0457477+0.00766947j -0.0257195+0.00818475j -0.0451574-0.00855759j 0.000168405-0.0201263j -0.000954554-0.01338j 0.0249971+0.0213054j 0.00536517-0.00532735j -0.00331529+0.000753716j 0.0089994-0.011281j 0.00796576-0.0311947j -0.0128559-0.00697839j -0.00904332+0.0130949j 0.0126885+0.000724279j 0.00624678+0.0177011j 0.00736883+0.00130101j 0.01841-0.00368946j -0.0105838-0.0221709j -0.0044973-0.0130968j -0.0178275+0.00853443j 0.0161114-0.00455806j -0.0204822+9.24154e-06j -0.00774214+0.000166554j 0.00392771+0.00364649j -0.00619221+0.00766961j -0.0112988-0.00473555j 0.00941523-0.00770037j -0.0156925-0.00384048j 0.0100194+0.00614091j 0.00474264+0.0138029j 0.00211274+0.00071788j -0.00198955-0.00927074j 0.00305715+0.011855j -0.0105521+0.00502726j 0.0117325-0.00899588j 0.00398989+0.00828097j 0.00210984-0.00139843j 
-0.00836816-0.0291858j 0.00439434-0.0136655j 0.0233148+0.0420236j -0.0450348+0.00303617j -0.0178592+0.001432j -0.007933+0.0180477j -0.0262265+8.61321e-05j 0.0239717-0.0320321j -0.00305327+0.00309793j 0.0107841+0.00854531j -0.00648477+0.0461353j 0.0320996+0.00606401j 0.000994947-0.029193j -0.0104575+0.00308758j 0.00775757+0.0177414j -0.0135698+0.0115106j -0.0181768+0.0139101j -0.00425711-0.0103831j -0.00669196+0.0177924j -0.0160969-0.0147238j -0.0520371+0.028313j -0.00366329-0.015869j 0.0368454+0.0133217j 0.0114288+0.00367117j -0.0213618-0.0379257j 0.0346304+0.0125247j 0.0197064-0.0202883j -0.00673237-0.027026j 0.0217937+0.0368576j 0.00958768+0.0185749j 0.0241204+0.0182821j 0.0129242-0.00686815j 0.0186827-0.0257316j -0.0151887-0.00505216j -0.0159805+0.00155047j -0.00691392+0.0512607j 0.00246407+0.00411936j -0.0104788+0.0189752j -0.0138818+0.0338564j 0.00795641-0.00236472j 0.0246238-0.0297548j 0.0265162-0.00797022j -0.00640821+0.0172242j 0.03874-0.00694367j -0.00568824+0.00978631j -0.00936299-0.000187863j -0.0251193-0.0284133j -0.0218914+0.0169235j -0.00280283-0.0102978j -0.0231174+0.0053379j -0.000656822+0.0387999j 0.0175137+0.00484716j -0.00877802-0.0318235j -0.0214311-0.00939254j 0.0107965-0.0299162j -0.0129104-0.00954791j -0.00255606-0.0120846j 0.0220757+0.0287114j 0.0309319+0.0222968j -7.55866e-05-0.0137452j 0.00616603+0.0103556j -0.00774168-0.00314987j 0.0453355-0.00654679j -0.00609789-0.0221052j 0.00229209-0.00137179j 0.0145743+0.0146622j -0.00487039-0.0199202j 0.0117472-0.00292775j -0.00448614-0.0127924j 0.00461954+0.000717088j -0.00228269-0.0210714j 0.00385402+0.0168812j -0.00465492-0.00078369j -0.00699073-0.016771j -0.0280972+0.0249552j 0.00170385-0.0166998j -0.0045774-0.00804719j 
-0.0133013-0.00698113j 0.0165177+0.0079733j 0.0363005+0.0136296j -0.0175594+0.0250787j 0.00862945-0.0176607j 0.0201393+0.00318855j 0.000299026+0.00365926j 0.00418423-0.0080937j -0.00336388-0.0184543j -0.00179062-0.0104557j 0.00364639+0.0263866j 0.016102+0.0112131j 0.00938367-0.00387374j -0.000414583+0.0272652j 0.0156842+0.026431j -0.0327124+0.00787267j -0.0197221-0.013424j -0.00481414-0.00170292j 0.00362062+0.00144507j -0.0361096-0.041322j 0.0300262+0.0191311j -0.0120623+0.0229144j 0.00356973+0.00511062j -0.00786758+0.0129983j -0.0273775-0.00711946j 0.00339644+0.0354812j -0.0183952+0.010193j 0.00145824-0.00532548j -0.014659-0.0290192j 0.00786039-0.0448081j 0.0147936+0.00357486j 0.00713055+0.00433024j 0.00502742-0.0224537j -0.0244954-0.0305942j -0.0464482+0.016492j 0.0218086+0.00473045j -0.0190361+0.0432128j -0.00515706-0.000993232j -0.0141019+0.00840086j -0.00692568+0.0406161j 0.010515-0.0018914j -0.0195334-0.0173228j -0.0147557-0.0052257j -0.00878832-0.0151767j -0.00951067-0.000726115j -0.0199624+0.0262419j 0.00204556+0.0166358j -0.00764456+0.00195188j 0.0174025-0.00379779j -0.0060646-0.0140536j -0.00603913+0.000595314j 0.00488047+0.0143552j 0.00030234+0.000200598j -0.0200686-4.42558e-05j 0.0457544+0.0148678j 0.0102365-0.00595698j 0.00269336-0.0196315j -0.0160415+0.000114506j 0.00729134-0.0124729j -0.0081099-0.0139045j 0.0336659+0.0036283j -0.00369681-0.00119015j -0.019232-0.023538j -0.0110088-0.0183347j -0.00929303+0.00962422j 0.0187164+0.015096j -0.000108301-0.00390035j -0.00153933+0.000981855j 0.00489577-0.00499151j -0.00939336+0.0113557j -0.00578267+0.000265222j -0.00518445+0.0168837j -0.0137782+0.00421049j 0.0192419+0.00313169j -0.0105008-0.00589763j 0.00743679+4.68491e-05j -0.00530553+0.00226237j 
-0.00134601-0.0079566j -0.0106246+0.00607329j 0.0205464+0.00495765j 0.0160808+0.0202712j -0.0233588+0.0585937j -0.0494505+0.0316749j -0.072813-0.0207539j 0.00727033-0.0238953j -0.00711248-0.0298401j 0.05694+0.0088948j 0.00513453-0.0166108j 0.013644-0.0180596j -0.0242496-0.0531616j 0.0254769+0.0349846j 0.0145309+0.0295832j -0.000389062-0.0290685j 0.0721953+0.0100904j 0.063805-0.0611913j -0.0221031+0.0356182j 0.0269831+0.0299996j 0.0197524-0.00633318j 0.010404+0.0209142j -0.00243101+0.0542809j -0.0148807-0.0493049j 0.0156477-0.00215985j 0.0103937-0.00743208j 0.0110082-0.050368j 0.038335+0.0127538j -0.00143623-0.0196256j -0.0178233-0.00923148j -0.00319108+0.0668562j -0.0247436-0.0439163j 0.0243693-0.0301604j -0.00625189-0.0221589j 0.0140796+0.0172798j -0.0133581-0.0238141j -0.0360352+0.0650122j 0.0278623-0.0183766j -0.0121488-0.00737863j -0.043888+0.0477428j -0.0106583+0.00530503j -0.036518-0.00255819j -0.0480524-0.00499028j 0.000469934-0.0060657j 0.012831-0.00345824j 0.017307+0.0153147j -0.0186168-0.00845036j -0.0132108-4.6769e-05j -0.0248412-0.0134332j -0.0112343-0.00335051j -0.00297477+0.0104261j 0.0135307+0.000548606j -0.00530858+0.00750602j -0.0171495+0.00626004j 0.00311874-0.0293141j -0.00791105+0.0123479j -0.00840598+0.0210663j -0.00775949-0.025111j 0.00641066+0.000285062j 0.000366018+0.0230919j -0.0148697+0.0280421j 0.0100291+0.0364281j 0.0408306+0.022312j 0.0188818+0.0229147j 0.0266298+0.0154298j -0.000881239-0.0233015j 0.0117759+0.00264555j 0.0102983+0.0140694j 0.00443373-0.0217159j 0.0195221+0.0149744j -0.0253574+0.000183118j -0.0040746-0.0293194j 0.00925334-0.0235268j -0.0323128+0.0185804j 0.00831536+0.00881117j -0.00695932+0.00794064j 0.012546-0.0132403j 
0.0155641-0.00831564j 0.00499055+0.00575755j 0.000835908+0.00157129j -0.0179133-0.0087599j 0.00331843-0.0297076j 0.0151057-0.0496444j 0.0548885+0.0136954j 0.00123063+0.0300571j -0.0185666-0.00201678j -0.0176951-0.0110755j -0.00725024-0.0110691j -0.0118859+0.0288344j 0.0325888+0.017814j -0.0190865+0.0345122j -0.0399278+0.0129184j -0.0128905+0.0253344j -0.0340607-0.0383019j 0.0242596+0.00252211j -0.020094-0.00171505j 0.0283128-0.017553j 0.0322193-0.02055j -0.0236357-0.0027645j -0.0417022-0.0210422j 0.0410752+0.0177j -0.0292823+0.0173759j -0.0245596+0.00393472j -0.00751047+0.0542175j -0.0173164-0.0155846j 0.0064318+0.0116501j -0.0240499-0.0145995j 0.0447621-0.00430154j 0.00453942+0.00628748j 0.0220746+0.024348j 0.00558931-0.038525j -0.00769813+0.0167268j 0.0204298-0.0316372j 0.00390388+0.021244j -0.0262835-0.0138128j 0.00326937+0.0114329j -0.00360397-0.0105112j 0.000620316-0.00558118j -0.0126572+0.0134123j -0.0179066+0.0106061j -0.0293224+0.00308973j -0.00846955-0.0270189j -0.013552-0.00793404j 0.0102836+0.000449837j -0.00888161-0.00688707j 0.0203088-0.00204563j 0.0103034-0.00923166j 0.00770519+0.00650441j 0.00179937-0.0105712j -0.00487843-0.00679507j 0.0108401-0.00637462j -0.0108262+0.0134899j -0.00195821-0.00935208j 0.0156281+0.0351624j 0.028485+0.00324503j -0.00788548+0.00600086j -0.00394363-0.00723066j 0.0413601-0.00174345j -0.0132425-0.00738599j 0.00321525+0.0240244j -0.00820516-0.0119296j 0.0151723-0.0214064j -0.018702-0.0174201j -0.00405226-0.00795818j -0.0083334-0.00964287j 0.00953226+0.00225791j 0.00386056-0.0197203j 0.0294962-0.0267825j 0.0121588+0.020836j 0.0120069+0.0279281j -0.0197782-0.00378039j -0.00447782+0.0274934j 0.00151067-0.0059313j -0.000469143-0.0115049j 
0.0217728+0.0268197j -6.13538e-05+0.0156906j -0.00180491-0.0626812j 0.0493303+0.00019875j 0.00971575+0.000836725j 0.00261419-0.0142106j 0.0027617-0.0160857j -0.0282407-0.00728247j -0.0352465+0.0311257j -0.0312811-0.0121935j 0.00733374-0.0329463j 0.00435424-0.000980754j -0.0121148-0.0065622j -0.0187571+0.00324555j -0.0285801+0.00336021j 0.000219084+0.0179299j 0.0147232-0.0394818j 0.00445642+0.000289355j 0.0274929+0.0302982j -0.00773162+0.033539j -0.00961491+0.0273025j 0.00497547-0.0356891j -0.0179248-0.013277j 0.0233981-0.0223262j 0.0329014+0.012433j -0.0413279-0.0142103j -0.00832547+0.0442495j -0.00388247-0.0315605j 0.0218326+0.0189045j -0.00191741+0.0359853j 0.00212186-0.0239092j -0.00589321+0.0540085j 0.0120471+0.00209035j -0.0415389+0.00276379j -0.0270301-0.00579743j 0.0181163-0.0247464j 0.00151102-0.00857976j 0.0134355-0.00672956j -0.0153195-0.0036613j -0.0175971-0.0424722j -0.0321297+0.00914744j -0.0356776+0.00949902j 0.026153+0.00730062j -0.0232226+0.00502069j -0.0191826+0.00483356j -0.00628763+0.00222794j -0.00506361+0.00289261j 0.0250191-0.0154967j -0.00980714-0.0165025j 0.0222436-0.000613057j 0.0206991+0.00576551j -0.0130365-0.00108177j -0.0197064-0.000385101j 0.0257669+0.0226401j -0.0119287-0.000924985j 0.0279695-0.00616633j 0.0151363-0.00971289j -0.0376169-0.0140686j -0.0127232-0.00713783j -0.0183756+0.00281582j 0.00807808+0.0305625j -0.00200224-0.0149447j 0.00670935-0.0289486j 0.0113513+0.00705019j -0.0200755-0.0130522j -0.0168221+0.000829444j 0.0114217-0.00123653j 0.000291924+0.021135j 0.00202872+0.0117454j -0.0039942+0.0159194j -0.0152342+0.00431261j -0.0107862-0.0317328j -0.00202635-0.0115501j 0.0109712+0.00387628j 0.00911407-0.0238641j -0.00017215+0.00936014j 0.00324391+0.00633112j 
0.00434439+0.00467228j 0.0157721+0.0100787j 0.00628605-0.0160352j 0.0034796+0.0106382j 0.0227955-0.0256838j 0.0395869-0.0323417j 0.0340361+0.0217298j -0.00562266+0.0140407j -0.0274951-0.0147034j -0.00396683-0.0269954j -0.0200187-0.00393962j -0.0113024+0.00971091j 0.00092579+0.00842403j -0.00750648+0.00224212j -0.00095343-0.00784889j -0.0252037+0.00406557j -0.0109308+0.00493163j 0.0111724+0.0121708j -0.0074196-0.00504046j -0.00443214-0.0361856j 0.0365162+0.019939j -0.0128163-0.011456j -0.0286461-0.00895611j 0.0229165+0.0318871j -0.00719236+0.0256455j -0.00728851+0.0189895j 0.00587837+0.0357237j -0.00146297-0.0254668j 0.0046503+0.0035864j 0.00423427-0.00561635j 0.00787984-0.0145896j 0.0141741+0.00239218j -0.00305783+0.00463573j -0.0060348-0.00190673j -0.0261043+0.00316484j 0.0137347-0.00636209j -0.017396+0.00295719j -0.00401274+0.00279433j -0.00189673+0.00836874j -0.000446024+0.0190211j 0.000362121+0.015816j 0.000211038-0.000595021j 0.00506102+0.00294234j -0.0177437+0.013395j -0.0109066-0.0196413j -0.0165728+0.0197875j 0.00509165+0.00257443j -0.00400851-0.00725727j 0.0104939+0.0119806j 0.000927888+0.000469153j 0.000326877-0.00588938j -0.0120241+0.0208934j -0.00210662-0.00438695j 0.0262003+0.00117668j 0.00719785+0.0106733j -0.00382846+0.00578596j -0.00631898-0.00348486j 0.00213298+0.00651961j 0.00584105-0.00215244j -0.01223+0.00411602j 0.0145396-0.0071692j -0.00687888-0.000248045j -0.0150957+0.011611j -0.0176447-0.00970696j -0.00548554-0.00578897j -0.0112586+0.00359432j 0.00652906+0.00226482j -0.00422286-0.00928253j 0.00459015+0.00531784j -0.0160522+0.000914388j 0.00302897-0.0152482j 0.00558069+0.0147774j 0.00684464+0.0218758j 0.00781826-0.00298632j 0.00154304-0.0151168j 0.00745719-0.00132017j -0.00559646+0.00494306j 
0.00853871+0.0214211j -0.0124263-0.0313445j -0.0558331-0.0151609j 0.0274521-0.0461769j -0.0011688+0.0258444j 0.00197424+0.0318576j -0.0209854-0.0098904j -0.0133108+0.0040636j 0.0244271-0.000308666j 0.0226671-0.00470627j 0.00220776-0.0411594j -0.0201975+0.0113336j 0.0140533-0.0132603j 0.0136078-0.017179j -0.0440447-0.0257612j 0.00024925-0.0123665j 0.0543982+0.0237299j -0.010648-0.0326886j -0.0247089-0.0275147j -0.0189456+0.0234291j -0.0139371-0.0129656j -0.000269841+0.00629895j 0.0112699-0.000240872j 0.0212845+0.0136512j -0.0284788+0.041405j 0.0119327-0.0246379j 0.00568729-0.00934294j 0.00563624-0.00471559j -0.00809102-0.00973269j -0.000256699-0.0031855j 0.00729057-0.000405205j 0.0126532-0.00906046j -0.0396708+0.00279782j 0.0181742+0.0116467j 0.0230485-0.0311666j 0.000560602+0.0354488j -0.0143005-0.0110093j 0.00612486-0.0209786j 0.015369+0.00570811j -0.00745915+0.0153664j 0.0160717-0.00662331j 0.00919975+0.00526915j -0.0162083+0.0167807j 0.00930747+0.0151143j 0.0230347+0.0173551j 0.0112135-0.0270444j -0.00899024-0.00298671j 0.013767+0.025362j -0.00101584+0.0257123j 0.00410381-0.00914281j -0.00816881+0.0177262j 0.00721382+0.003653j 0.00356834-0.0215872j -0.0265598+0.00514545j -0.00837374-0.00670031j -0.00100969+0.000752198j -0.012045-0.0232809j 0.00313156-0.00531759j 0.00330278+0.0143495j 0.00130553-0.00821339j -0.00538833-0.00983386j 0.0113955+0.00559257j 0.0142379+0.0180221j 0.0164409+0.0117513j -0.018873-0.000782574j 0.00158109-0.00418143j 0.0157658-0.00063601j 0.00883546-0.00707287j 0.0166064-0.000206522j 0.00245896-0.00215969j -0.00589403+0.0442264j -0.01692+0.00318597j -0.0104035-0.00650305j -0.000958551-0.0245804j 0.00646279+0.00298491j -0.0156273+0.00139745j 0.00771968+0.00671751j 
0.0105449+0.0187641j 0.00559692-0.00358582j -0.00372782-0.0125887j 0.042478-0.00252137j -0.013304+0.00579352j 0.012121-0.0240533j 0.0102983-0.0143539j 0.0131675+0.0126831j 0.00305705-0.00106756j 0.000271601-0.00716045j -0.00262991-0.00251905j 0.0184684-0.0192657j -0.0221273-0.0243756j -0.00512727-0.00279682j -0.0243951-0.00224258j -0.00632422-0.00290858j 0.0393401-0.00706478j 0.0109047-0.013977j -0.00925652+0.00388399j -0.00831779+0.037479j 0.00621744+0.0122699j -0.0146962-0.020932j 0.0203973-0.00763794j -0.0355454+0.0080001j 0.00540988+0.0467169j -0.0201701+0.000337181j -0.00353082+0.0292704j 0.00201801+0.0182412j -0.000428462-0.00341322j 0.00641841+0.000382444j 0.0159471-0.00556003j -0.0132797-0.0192887j -0.0158149+0.00821911j 0.040702-0.0101665j 0.0250083-0.0174943j -0.0251344+0.0136225j -0.010992+0.00284686j 0.0172016-0.00897242j 0.00733805+0.0222928j 0.000759807+0.0149972j 0.0139721+0.000264857j 0.0120353+0.0187023j -0.00283058+0.0101422j 0.000709131-0.0107009j -0.00131581-0.00337868j 0.0150161-0.000324786j -0.0114757-0.0195017j -0.0237561+0.0169988j 0.0274011+0.00957028j -0.0106282-0.0146838j -0.0178703+0.00203866j -0.0191241+0.00635845j 0.00073744-0.0163001j -0.0243992-0.00527868j 0.0124611+0.00353856j -0.00918548-0.00145538j -0.000857616-0.000881908j -0.0076056-0.0123111j 0.0179071+0.0236936j -0.00848557+0.0010671j 0.00297943-0.0150674j -0.0124689-0.0046142j 0.0232638+0.0117929j 0.0201468+0.00418301j 0.00242004+0.00748542j -0.00478141-0.01713j 0.0209478-0.0202604j -0.0115996-0.0101209j 0.0126564-0.0161189j 0.00989979-0.00460951j 0.0102022+0.015058j -0.00314644-0.00359457j -0.0104747+0.0129355j -0.00207813-0.00279626j 0.0132709+0.00911142j -0.000986111+0.00775952j 0.0064935-0.00126307j 
0.00601696+0.0126844j 0.0194581+0.0391451j 0.0486268-0.021149j 0.034924+0.0482188j -0.0132592-0.0114051j -0.0234009-0.0283158j 0.00165688+0.00300813j 0.000748979+0.0128952j -0.0121217-0.0259627j 0.00404038+0.0274296j 0.00995477-0.028522j 0.00278918-0.0176702j -0.00580502-0.00068507j -0.0385165+0.0396225j 0.004567-0.000370138j 0.0401423-0.0107195j -0.0433971+0.000806213j 0.0146071+0.00811744j 0.0176513+0.0150357j 0.0470135+0.0322737j -0.0654599+0.00963042j 0.0149322+0.0272539j -0.00366925+0.000412843j -0.0470505-0.0364461j 0.00106757-0.045021j -0.0103983+0.00670061j -0.0190386-0.0221416j -0.00588044+0.0370209j -0.0138909-0.028171j 0.0120882+0.00751998j -0.0405729+0.0419839j -0.00533422+0.0427997j 0.0440027-0.00803125j 0.0164742+0.00377786j -0.00135707+0.00953645j 0.0302974-0.0340702j 0.0318553+0.0102077j 0.0106969+0.00526235j 0.0134854-0.0234776j 0.0489631-0.024203j -0.0029334+0.0275915j 0.0129059+0.000210921j 0.0254835-0.0120985j -0.0154841-0.00570288j 0.0186201-0.00710486j 0.00958677-0.00419318j 0.0139054+0.00268817j 0.00450546-0.00607649j -0.0227319-0.0425105j 0.0107939-0.00278991j 0.00437041-0.0503587j 0.012958-0.0268064j 0.0390388+0.036842j 0.00750391-0.022839j -0.0125085+0.0143188j -0.00114643-0.0197869j -0.00638563+0.0108425j 0.0120882+0.00802071j -0.0178798+0.0178063j 0.00174453+0.00283841j 0.00554484+0.0140045j -0.00766706+0.00282786j -0.0018523+0.0142717j -0.0135136-0.00858935j 0.0388908+0.0212788j -0.0144655-0.0235915j -0.0418806+0.0079986j 0.0133965+0.00576784j -0.0101744+0.00604793j 0.0267674+0.0194538j 0.0164416-0.00653361j 0.0046983-0.0160583j 0.00701859+0.00707612j -0.0191165+0.0204624j -0.00427575-0.00273035j 0.00825198+0.00931947j 0.0142709-0.0121365j 
-0.0473086-0.0674365j 0.00591917+0.0218899j 0.059271+0.0668392j -0.0989036+0.0469331j 0.0461586-0.0075493j 0.0175131+0.0315464j -0.0166463+0.0700165j 0.00194981-0.015012j -0.00925242-0.0256602j 0.0244245+0.0277813j 0.00225147+0.0255733j -0.0274141+0.0025177j 0.0386847+0.0217277j -0.00563164+0.00413281j 0.0644597-0.0209014j -0.0343536-0.0259445j -0.00349238+0.0050106j -0.00113847-0.00753744j 0.00704311+0.00781642j 0.0178799-0.0388019j 0.0531637-0.0553218j -0.0141318-0.0118327j -0.0107346+0.0222316j 0.00292673+0.016041j -0.011291-0.0149026j 0.0437776+0.0580749j 0.00406139-0.0101567j -0.00836764+0.00869847j -0.0144432-0.0150039j -0.00841113-0.0237159j -0.0117883+0.00333832j 0.00494295-0.0186376j 0.015656-0.00882156j -0.04638+0.0144955j -0.00762806+0.0265348j -0.0183988-0.0128897j 0.00837338-0.0011289j -0.038245+0.0348309j -0.0266513+0.00220887j -0.00389307+0.0164719j 0.00456208+0.00596349j 0.0155272-0.0202766j -0.0329226-0.00464694j -0.00062178+0.00610957j 0.00464552-0.00462311j -0.0205664+0.00604833j -0.00719766-0.0042948j -0.0326521+0.000370552j 0.0148454-0.00110302j -0.00862096+0.00964063j -0.00273384+0.0179438j 0.0201461+0.0124741j -0.00252076+0.00813859j 0.0139224-0.0036859j 0.0518014-0.00352175j 0.0140176+0.0173367j 0.0254267+0.0226259j 0.0199844-0.00393417j 0.00819412-0.0432503j 0.0229794+0.0203398j -0.00928178+0.00476737j 0.00645996+0.0108405j -0.00241042-0.0152579j -0.0213868-0.0224679j 0.00820254-0.00214777j 0.00469014+0.0395667j 0.00745702+0.00264752j -0.0101679-0.02113j -0.0148504+0.00874167j -0.0156294-0.00354013j -0.0271768-0.0437659j 0.00661763+0.0220146j 0.00701201-0.0151439j -0.000406898+0.0154999j -0.0143517+0.00711331j 0.0154128-0.0158246j -0.0201537-0.0104523j 
