-0.0129318+1.12757e-17j 0.036422-0.000863822j -0.0581364+0.00101204j -0.00682628+0.000654242j 0.0100214+0.00103697j 0.0235269-0.00124017j 0.0293648+0.00178721j -0.00609482+0.000475588j -0.0214536+0.00190219j 0.0154337-0.00159945j 0.00556413-0.000856727j -0.00601018+3.11892e-05j 0.0102176+0.000102312j -0.00758805+0.00231887j 0.0086287+0.000656177j 0.0492117-0.00520867j -0.0350963+0.00174777j -0.0522629+0.00468087j 0.0142728+0.00052181j 0.0490845-0.00149726j 0.0492378+0.00180534j -0.0288584+0.00434728j -0.0017896+0.0047561j 0.0141195+0.00361682j -0.101785+0.00554489j 0.147653-0.000805792j -0.0649171-0.00615079j 0.0123909+0.00177303j 0.0143947+0.00066089j 0.0218786-0.00145848j -0.0322622-0.000145231j 0.0182832-0.000212429j 0.0518995-0.00182421j -0.0256515+0.00309729j -0.00393685-0.00123081j -0.0351931+0.000956437j 0.00586722+0.00405636j -0.00247647-0.000381867j 0.0179945-0.000412137j 0.0441264-0.00111998j 0.0258767+0.00148533j 0.0137068+0.000640049j 0.00434244+0.0019754j -0.00727267+0.00288356j -0.000208203-0.00130683j -0.0136133-0.000525735j 0.0154675+0.00170846j -0.00953105-6.11246e-05j -0.0230708-0.00190059j 0.0386591-0.00144648j 0.0256444+0.00179885j 0.0088932-0.00130921j 0.0119182-0.000582646j -0.0506451-0.000410234j 0.0148127+0.00202446j 0.00227417-0.000524626j 0.02369-0.00193675j -0.00490435+0.00257104j -0.0649902+0.00518226j -0.0130729-0.00312469j -0.0497106+0.00351941j 0.0815249-0.00768988j -0.0458073+0.019439j 0.00496046+0.0130673j -0.153711-0.00051416j 0.0041577-0.00112169j -0.0802134-0.00716437j -0.0672369-0.0026996j 0.0067648-0.000375023j -0.0131616-0.000754944j -0.00850046-0.000286103j -0.00925593+0.000358382j -0.0227358+0.000545932j 0.0113455-0.000114356j 0.0120503+0.000301549j -0.00512123-0.000381901j 0.0022742-0.00296857j 0.0327376-0.00810246j 0.0138732-0.00172989j -0.00812924-0.00327793j -0.00664523+0.00214954j -0.000578206+0.00184028j -0.0177601+0.00752367j -0.00471531-0.000788221j -0.00792533+0.000170282j -0.0529143+0.000768124j -0.00625608+0.00823865j -0.0149651+0.00670993j -0.0132189+0.0119455j 0.024909+0.000511575j -0.0394833-0.00776751j -0.042754-0.00404557j 
-0.00490435-0.00257104j 0.0301817-0.00200509j 0.0365632+0.00778072j -0.0449459+0.00177803j 0.0555056+0.00186403j -0.0159992-0.00293944j 0.0274813-0.00151823j -0.0191648+0.00177211j -0.0939877+0.00784867j -0.0113003+0.00153135j 0.0662011+0.00023839j 0.016884+0.000834749j 0.0759907+0.00122307j -0.00594602-0.00313539j -0.0214268+0.000752991j 0.085646+0.00482938j -0.0110761+0.00356908j 0.00155477+0.00387314j -0.0102265-0.000927329j -0.0259184-0.00138004j 0.0248378+0.00181997j -0.0205135-0.00128638j 0.012967+0.00416858j 0.00636203-2.14688e-05j -0.0169485-0.00412872j 0.0142407+0.00441j 0.0416318-0.00268196j 0.0469278-0.000804713j 0.0314171-0.00901581j 0.084335+0.00459707j 0.0427209+0.00257471j 0.185885+0.000926974j -0.0866183-0.000302104j 0.0340217+0.00137702j -0.0422061-0.00196938j 0.0169161-0.00249861j 0.0481546+0.00106105j -0.0630049+0.00339162j -0.140622-0.00224282j 0.0733164+0.00245045j 0.0855855-0.000847402j 0.103783-0.000646851j 0.121163-0.00197066j -0.13616+0.00221852j 0.209393-0.00192778j 0.0864865-0.000756615j -0.132227+0.000854565j 0.0702016+0.00403456j 0.0420613+0.00113146j 0.184463+3.77643e-06j -0.0953476+0.00138188j 0.0161305+0.00303259j 0.045974-0.00391758j -0.0937006-0.00189928j 0.0495245-0.00324073j -0.0110766+0.00143449j 0.0474653-0.00309364j 0.152441-9.01151e-15j 0.0869872-0.00251628j -0.00768604+0.00217453j 0.186805+0.000571503j 0.0631244+0.00121666j 0.0455924-0.0030614j -0.0723871-0.00301047j 0.0373004-0.000351176j 0.0899837+0.00118739j -0.0467067+0.000530869j -0.0828063+0.000897315j 0.0574229+0.00351914j 0.00156967-0.000791051j -0.0275851+0.00196624j 0.000403772-0.00315827j -0.0447107+0.00375565j 0.0219629-0.00223053j -0.00716113-0.000500652j -0.00502117-0.000481905j -0.0233206-0.00430794j 0.0342132+0.00147929j -0.0016376+0.00134628j 0.0150137-3.37597e-05j -0.000593218-0.00191172j -0.0182532+0.0033118j -0.0248127+0.000881897j -0.00393719-0.00487061j -0.012815+0.00390987j 0.00418231+0.000960974j 0.00330355+0.00287457j 0.00338421+0.00376823j -0.00720906+0.00321116j 0.0115042+0.00216481j 0.00619372-0.00306796j 0.000480563+0.0017704j 
-0.0649902-0.00518226j 0.030323-0.00508726j 0.0336554-0.00885623j 0.0272783+0.00517964j 0.063794+0.00203763j -0.0326762-0.00837166j -0.0914228-0.00419145j -0.118036-0.00402298j 0.00719565+0.00139567j -0.0353937+0.00180996j 0.055608+0.00147809j -0.0548191-0.00567754j 0.00541716-0.00107177j -0.0213406-0.00432051j 0.0254536+0.00177066j 0.037098+0.00457423j -0.0055125+0.00175897j -0.0858042+0.00133861j 0.00266838-0.00165897j 0.0166316-0.00171826j 0.0234062+0.000120432j -0.0166137+0.00329412j 0.0401095-0.00263655j 0.0723029+0.00613976j -0.0118165+0.00288682j 0.0310512+0.00069262j 0.0626807+0.00244266j -0.0670614+0.0016308j -0.053744+0.00248585j -0.0346735+0.000925039j 0.0737824+0.0003366j -0.245067-0.00468794j 0.10056+0.0013046j 0.119203-0.00152672j -0.0111812+0.00138802j -0.0976998-0.00208702j -0.0604035+0.00428132j 0.0361574+0.000311469j 0.0216044+0.00282043j 0.0837882-0.001267j -0.0829111+0.00279162j 0.0312891-0.00223458j 0.0599082-0.00131998j -0.147229-0.00193703j 0.0289198+0.00185888j 0.000415583+0.00295493j 0.00155979-0.00244099j -0.135082-0.00182779j -0.116982-0.00140951j -0.0125674+0.00251848j 0.194786+0.00178502j -0.0890979-0.0014j 0.00577755+0.000115284j -0.134261-0.00270347j 0.0268307+0.00370077j 0.096171-0.001839j 0.0569917+0.002701j 0.0869872+0.00251628j 0.263351+1.04443e-14j 0.0511965-0.00777754j 0.000414048-0.0060312j 0.075225+0.000297677j 0.16519-0.00239131j -0.114926+0.00393917j 0.132765-0.0016332j -0.0974247+0.00203284j 0.0327215+0.00365483j 0.0287208+0.00661102j -0.0866748+0.00455344j -0.031502+0.0087241j 0.00417981-0.00125547j 0.0181395+0.000244572j -0.0159151+0.00386781j -0.044768+0.00338871j -0.0483415+0.00836899j 0.0186257+0.000970014j 0.0566153-0.00484869j 0.0138535+0.00152477j -0.0108382+0.000480251j 0.0245923-0.00203725j -0.0291372+0.000617623j -0.0192413+0.0048116j -0.00408602+0.00264073j -0.00279987+0.00581034j 0.00297311+0.00279789j 0.0270486+0.00244912j 0.00301321-0.0040646j -0.00266005+0.00361415j -0.00434054-0.00113019j -0.000134196+0.00328156j -0.0168619+0.00401223j -0.0116472-0.000902942j 
-0.0130729+0.00312469j -0.0556159-0.00289192j -0.00736873+0.00241203j 0.0297705-0.00285309j -0.0572997+0.000980494j 0.0329501+0.00257995j 0.00706775-0.00188976j 0.0802195-0.00327324j 0.0251453-0.0043765j -0.102676+0.00273526j -0.0164738-0.00467411j 0.0203483+0.00242806j 0.0535281-0.00371616j 0.017505-0.000589927j -0.0458017+0.00553376j -0.0416197+0.00228242j -0.00949915-0.000113704j -0.0408765-0.000395369j 0.00791594-8.42376e-06j 0.0195393+0.00740585j -0.0308972+0.00300131j -0.0254078-0.00506494j 0.0221066+0.00450948j -0.0248114-0.00539566j -0.0231044+0.00218949j 0.0527902-0.00242996j 0.0046496+0.00351864j -0.0623374+0.00266835j 0.00892387+0.00242766j 0.160868+0.00673997j 0.0643398-0.00093093j -0.0961959+0.000280919j 0.0147599-6.46884e-05j -0.0192445+0.00201229j 0.0534795+0.00597951j 0.0231293+0.00176319j 0.012939+0.00354287j -0.0521728+0.0011224j -0.187065-0.00119132j 0.0552266+0.00370539j -0.0927538+0.00150389j -0.0280604-0.00215681j -0.112748-0.00297669j 0.0191537-0.000599693j -0.00441223-0.00156897j -0.036158-0.000980521j 0.0298031+0.000759159j -0.0110763-0.000991523j 0.0751292+0.000933487j -0.0898738-0.00236149j -0.165842-0.000275558j -0.0700779-0.00498545j 0.0835685-0.00438103j 0.117115-0.00029692j 0.0681767+0.00449873j -0.0220738-0.00146242j 0.157519+0.00213035j -0.00768604-0.00217453j 0.0511965+0.00777754j 0.135037+5.50992e-15j -0.247132-0.00106589j -0.0322454-0.00223249j -0.0205762+0.00551408j 0.0938993+0.000157991j -0.0400069+0.00167419j -0.0454128-0.00146771j -0.00138919-0.00441271j -0.0246674-0.00202231j 0.0482347-0.00619989j 0.043473+0.00582205j 0.0244806-0.00278139j -0.00670995+3.07811e-05j 0.0214183-0.00468096j -0.0153371+0.000470894j -0.0357391+0.0033532j -0.000793224+0.00105931j 0.00610224+0.00532483j -0.0396927-0.00249867j -0.011036-0.000849165j 0.0140922-0.00148031j 0.0254381-0.00436089j 0.0133245-0.00124101j 0.00784853+0.00230245j 0.0325174+0.00737963j -0.000632994-0.00557415j 0.0121801+0.00463017j 0.00216271-0.00297767j 0.014314-0.00444273j 0.00633218-0.00362426j -0.0242626-0.00326712j 0.00471684+0.000390053j 0.0154488-0.000735567j 
-0.0497106-0.00351941j 0.0267145-0.000798453j -0.0094388+0.0027456j -0.0457713-0.0134894j -0.0816111+0.00101667j 0.0737173+0.00254246j 0.0196617+0.00608657j -0.00334004+0.00138808j -0.0156535+0.00220146j -0.0167286-0.00483812j 0.0503467+0.00637038j 0.0137446-0.00536565j -0.0670061+0.00211862j -0.0102599-0.00415071j 0.0999516+0.00283839j -0.00338804+0.000983861j -0.027263-0.000977416j -0.0651427-0.00114189j 0.0106102-0.0024042j 0.0596684-0.000649867j -0.0319013-0.00327583j 0.0166141+0.00152727j -0.0784259+0.00280303j -0.00783892+0.00365064j -0.0744068+0.000202913j 0.030741+0.00317352j 0.0266778+0.00192873j 0.0043711+0.00094578j -0.107655+0.000309779j -0.131452-0.00592706j 0.0408701-0.00332025j 0.0526878+0.00248527j -0.0424292-0.00509256j -0.0256052-0.00334592j -0.0103831+0.00292125j -0.103843+0.000582022j -0.029411+0.00414192j -0.00667665-0.00062669j 0.0241341+0.000253318j -0.108165-0.000433876j -0.0153651+0.00146489j 0.0344901+0.00195962j 0.0200737+0.00688841j 0.0662585-0.000676521j 0.00247682-0.000116103j -0.00132347-0.000403211j 0.21678-0.00127545j 0.187958-0.00269867j 0.0567983-0.00247979j -0.0751267+0.00206699j -0.0626498+0.00348367j 0.0271484-0.00114581j -0.0229138+0.00182183j 0.0994376-0.00354008j -0.0941505+0.00105196j -0.106197-0.00131263j -0.0703475+0.00214016j 0.186805-0.000571503j 0.000414048+0.0060312j -0.247132+0.00106589j -0.0918874+3.11257e-14j 0.0977604-0.00163763j 0.0146843+0.00759859j 0.0841845-0.00519239j -0.00440863-0.0031057j -0.013871-0.00374819j -0.0286584-0.00160618j 0.0292418-0.00230392j 0.0638553-0.000787866j 0.0464104-0.0069968j 0.0323961-0.00164175j 0.00702477-0.00244733j 0.0618034-0.00531514j 0.0102124-0.00453686j 0.0127979-0.00900129j 0.00306333-0.00103358j -0.0208535+0.00465454j 0.00208422-0.0025058j -0.010786+0.00244848j -0.0060258+0.00277585j -0.00873435-0.00218979j 0.000195528-0.00171793j -0.00649565-0.00168427j -0.00952458-0.003007j 0.00708266+0.00355404j 0.0283566+0.000264801j 0.00388444-0.00158525j -0.0743847+0.000931007j 0.0232862-0.00933058j 0.00861451+0.00214392j 0.0220327-0.00174292j 0.0179224+0.00148558j 
0.0815249+0.00768988j -0.0600106+0.00703971j 0.0170188+0.000420193j -0.0010656+0.00636769j 0.0372535+0.00170476j -0.0624297-0.00326287j 0.0603223-0.00268445j -0.123531-0.00489926j 0.0598131-0.0023183j -0.0215958+0.000608479j 0.00477979+0.00312181j -0.015061+0.00311147j 0.0174748+0.00281528j -0.0015619-0.000230448j -0.0154874-0.00428963j -0.0023986-0.000123097j -0.00619294-0.000930203j -0.00924071-0.00384007j 0.0424374+0.00102534j 0.000671654+0.00191602j 0.0650917-0.00184302j 0.0270976-0.00435907j 0.079093+0.00560703j 0.0887597+0.000897002j -0.0274702+0.00252053j -0.0799813+0.00267104j -0.069677+0.00703343j -0.0023224+0.00325625j 0.103208-0.00236023j -0.0189916+0.000817892j 0.0118037+0.00225225j 0.0605873+0.000494208j -0.0860857-0.00174572j -0.108278-0.0020645j 0.140163-0.00359233j 0.128098+0.00385263j 0.0671334+0.0073042j -0.0637816-0.00128225j 0.0528471-0.00118966j 0.0283097+0.00151051j 0.111126+0.00282643j -0.0723734+0.00153556j -0.131006+0.000508866j -0.234573-0.00086508j 0.0664088+0.00184067j 0.238669+0.00275146j -0.0547404-0.0025761j 0.00802892+0.00092577j -0.0488662+0.00232889j 0.0518904+0.0012249j 0.0202062-0.00444831j 0.00256967+0.00125497j -0.136912-0.00367123j -0.0947923-0.00199803j 0.0598153+0.00320538j 0.0960145+2.09442e-05j 0.0260008-0.000401841j 0.0631244-0.00121666j 0.075225-0.000297677j -0.0322454+0.00223249j 0.0977604+0.00163763j -0.0345622-1.3301e-15j 0.0259111-0.000853921j -0.0568991+0.0042498j 0.155707-0.0036307j -0.0212939+0.00114403j 0.0778345+0.00239033j 0.0313626+0.000865941j 0.0171465+0.0015831j 0.00606291+0.000165644j -0.00662783-0.00077506j 0.00670158-0.0010696j -0.0167996-0.000731319j 0.00324627+0.000178375j 0.0117055-0.000795032j -0.000540979-0.000463569j 0.00494546-6.85161e-05j -0.0244345+0.000119736j -0.0115797+0.00172114j 0.014641+0.00218906j 0.0279756+0.00206133j 0.00490643+0.000535897j 0.0232171-0.00266042j 0.0185+0.00119138j -0.0425486-0.000388627j 0.00490291-0.00213795j 0.0348583-0.00525099j 0.0974593-0.000640192j -0.0221429-5.5051e-05j -0.0420501-0.00257203j -0.0267629+0.00854498j -0.0306184-0.00283123j 
-0.0458073-0.019439j 0.153589-0.0016663j -0.00192165+0.00128025j 0.0822871+0.00637196j -0.0222945-0.00274395j -0.0300958-0.00732321j -0.0300326-0.0018238j -0.0137887+5.94921e-05j -0.0778896+0.00277321j 0.009318+0.00138179j 0.028694-0.00082385j -0.0151482+0.00234252j -0.0337764+0.00138555j -0.0381705+0.00271567j -0.00551094-0.00218212j 0.0637468+0.00316226j -0.0676194+0.00452778j -0.0567312+0.00549118j 0.00210435-0.000934337j 0.0136588-0.00598087j 0.0387171+0.00104382j -0.0485099+0.00273369j -0.135146+0.000427689j -0.0251596+0.00371215j -0.0915266+0.00123486j 0.152159+0.00249662j 0.0389293+0.000450193j 0.01686+0.00465127j -0.0785463+0.00661639j -0.0193585+0.00150011j 0.00835954-0.00380008j 0.121293+0.00206889j 0.132446+0.000297496j 0.417896-7.82651e-05j -0.0523653+0.00358747j 0.00327421-0.00162073j -0.0439815+0.00206325j 0.108307-0.00211937j -0.0825633+0.00101308j -0.0798226+0.00152481j 0.0807491-0.000350053j 0.0034723-0.000794246j 0.109208-0.00139156j 0.0747543+0.0013636j -0.0568941-0.00302157j -0.0677468-6.48217e-05j 0.050579+0.00214036j -0.029092-0.000904539j -0.0527649-0.00177862j -0.0834452-0.00277769j 0.0622491+0.00240135j -0.0540911-0.000220628j 0.0596838+0.000802925j 0.0459745+0.00194118j -0.0989835-0.00221301j -0.0299515-0.00276104j -0.0697241-0.000264507j 0.0455924+0.0030614j 0.16519+0.00239131j -0.0205762-0.00551408j 0.0146843-0.00759859j 0.0259111+0.000853921j 0.183168-1.44134e-15j -0.0107438+0.00295654j 0.0967762+0.00190567j 0.0425507-0.00112285j -0.0355714+0.00279168j -0.0180851+0.00233854j 0.040311+0.00447745j 0.017708+0.00470666j 0.029267+0.00236876j -0.000512013-0.00192455j 0.022279+0.00235579j -0.0228407+0.00121021j -0.0369531+0.00210339j 0.00022631-3.77681e-05j 0.0179969-0.00200567j -0.0255663+0.00122507j -0.00605876-0.000775142j 0.0144699-0.00116987j 0.0245094-0.002148j 0.00679484+0.000683321j 0.0161316+0.000264186j 0.00562245+0.000718452j 0.000242332+0.00561582j 0.00989527+0.00424171j 0.00560085-0.00377j -0.0390399+0.00161886j 0.000916927-0.00193926j -0.00542042+0.00265612j 0.0287113+0.00272057j -0.000996037+0.00558831j 
0.00496046-0.0130673j 0.118332+0.00422947j 0.00776625-0.00667778j 0.0347553+0.0081131j 0.029971+0.00147005j 0.0438165-0.00143749j -0.0532619-0.00162468j 0.103923-0.00418404j -0.0329595+0.00248293j 0.0534034+0.00246333j -0.0072914-9.67638e-05j -0.081413-0.00446999j -0.00841383+0.00596512j -0.0376646-0.00372946j 0.00582176-0.00259808j 0.0664746+0.00539727j 0.000735173-0.00261499j 0.0548282-0.00386746j -0.0299199+0.00251232j -0.0253723+0.000916339j 0.0295928+0.00555551j -0.00834129-0.000977974j -0.145128-0.000574717j -0.0161544+0.00124077j 0.00141593-0.00165338j 0.0808709-0.000975879j -0.0402157-0.00355587j 0.0234391+0.0014179j -0.0103299+0.00241355j 0.0515895+0.00141643j -0.0329653-0.00063713j 0.21827-0.00115479j 0.0698682-0.00232574j 0.293383-0.00687481j -0.010713+0.00331316j 0.151589-3.05075e-05j -0.0742054-0.003631j 0.0978705-0.00218755j 0.0176841+0.000182799j 0.00914809-0.00314165j -0.0656794-0.00424522j 0.051369-0.00106777j 0.0351275-0.00132789j 0.0296231+0.00115685j 0.0371318+0.00168667j -0.0727629-0.000885373j -0.0601877+0.000708751j -0.0272545+0.00221931j 0.0811283+0.00417068j -0.0465447+0.000891836j -0.00320378-0.00320318j -0.0997636-0.00429621j 0.0673496+0.00260567j 0.0262912-0.000727886j -0.193974-0.00420611j 0.0398851+0.000308812j -0.0895989-0.0024442j -0.0723871+0.00301047j -0.114926-0.00393917j 0.0938993-0.000157991j 0.0841845+0.00519239j -0.0568991-0.0042498j -0.0107438-0.00295654j 0.0952515-5.37287e-15j -0.0586906+0.00478353j 0.0916403+0.00167691j 0.0352809+0.000859988j -0.0119974+0.000188049j 0.0470175-0.00113551j 0.00124376-5.45401e-05j -0.0140249-0.00189027j -0.0177084+0.00153205j -0.0255844+0.000405162j 0.0221169+0.000428585j 0.0167289+0.00227343j -0.00147098+0.000754293j -0.00490944-0.00150179j -0.0030884+0.00336241j 0.0106815-4.13283e-05j 0.00924366+0.000413365j 0.0274383-0.000329078j 0.00205029-0.000729881j -0.0127492-0.00265137j 0.00185559-0.000263261j 0.00485572-0.00268149j -0.0121321+0.000300945j -0.0047405+0.0026909j -0.00264146-0.00317653j 0.0156654+0.00372168j 0.0187437-0.00162256j 0.0265941-0.00187821j 0.00198202+0.00136501j 
-0.153711+0.00051416j -0.0295007-0.0208782j -0.0371335-0.00117288j -0.0518843+0.000389203j -0.00857124+0.00467243j -0.0171532-0.00417993j -0.0838635-0.00320765j -0.0559397+0.002336j -0.0067271-0.00466316j -0.0339102+0.00664409j 0.0436632-0.0039584j 0.01329+0.00311099j -0.0507146+0.00756422j -0.0316558+0.00406418j -0.0092036-0.00568256j 0.00596301+0.000569199j -0.0278328+0.00174413j -0.0557184+0.00159858j -0.0179072+0.00274981j 0.00337853+0.00232716j -0.072021+0.00356472j -0.0936386-0.00108989j 0.0280358-0.00294664j -0.0771053-0.00624083j -0.00641486-0.000210558j 0.0438115+0.0021041j 0.117163-0.00551043j -0.0150761+0.00145918j -0.114398-0.00188724j -0.0174576+0.00218781j 0.066585-0.00076469j -0.121582+0.00383206j 0.0526837+0.00120405j -0.0616979+0.00232697j -0.194148-0.00318093j -0.172336+0.00318542j -0.0750907-0.000702659j 0.0317266-0.00139837j 0.0256697+6.80326e-05j -0.0206894+0.00241614j 0.0032736+0.00189272j 0.0939132+0.00271837j 0.0587944+0.000873761j 0.0228641-0.00443709j 0.00268484+0.00424929j 0.00813983+0.00296418j -0.0748777-0.00384365j -0.0536692-0.000907767j -0.0374576+0.000191707j 0.163678+0.00433582j -0.0663505-0.00289833j 0.150992+0.0009583j 0.228303-1.30021e-05j -0.00451085-0.0046132j -0.008294-0.000300775j -0.141667-0.00164593j 0.00404797-0.000757274j 0.0373004+0.000351176j 0.132765+0.0016332j -0.0400069-0.00167419j -0.00440863+0.0031057j 0.155707+0.0036307j 0.0967762-0.00190567j -0.0586906-0.00478353j -0.0406555-1.95048e-15j 0.0309345+0.00105294j -0.0476737-0.00162858j -0.0220753-0.000416024j -0.0274139-0.000482403j -0.0295069-0.000121773j -0.00584597+0.00192212j 0.00772489+0.00114863j -0.0164708+0.00483485j -0.0203301-0.000281854j -0.00167668+0.00207703j 0.00790578+0.000975335j 0.0150395-0.0022587j 0.0193708+0.00262352j -0.00294716-0.000934862j 0.0194229-0.0037761j -0.000531583-0.00414534j -0.0146139+0.000911288j -0.0240172+0.00378146j -0.0186806-0.00394184j 0.0133598+0.00510426j 0.0130946+0.00409334j -0.024291+0.00409079j -0.0513022+0.00452083j 0.0130753+0.00121338j 0.00724782+0.00218048j 0.0138232-0.00693436j 0.0384477+0.00270512j 
0.0041577+0.00112169j 0.000543483-0.00308073j -0.0263373-0.00469598j -0.0342335+0.00399436j -0.0309596-0.00253j 0.0315829-0.000246679j 0.0357866+0.00186514j 0.0332571+0.00276406j -0.00652556+0.00845076j 0.0328076-0.000568039j 0.00864048-0.000566348j 0.00256698+0.00375689j -0.0399448-0.00142107j -0.0166378-0.000313884j -0.00700418-0.00250532j -0.0108315-0.0019673j -0.0361689-0.00188814j -0.0355848-0.00165257j 0.00560006+0.000306778j -0.0135573-0.000886224j -0.00114732-0.00477039j -0.00707834+0.000421624j -0.0427788-0.00209024j 0.0148199-0.00179454j -0.0416998+0.00319685j -0.00946326+0.00136168j 0.0263329+0.000265126j -0.0182222+0.000789323j -0.0878462+0.00116086j -0.105066-0.00783875j 0.0144342+0.000789331j -0.0653081+0.00395693j -0.0283598-0.000336654j -0.0988362+0.00336285j -0.0557092-0.000922678j -0.0762612-0.000815943j -0.0652989+0.00220538j 0.0178271+0.00134253j 0.0330404-0.00112327j -0.0425211-0.00127449j -0.0762435+0.0025962j -0.00247113+0.00265589j -0.0225661+0.005337j 0.0401501+0.00346968j -0.00774104-0.00073429j 0.0255981-0.00477245j 0.063508+0.00316283j 0.0613655+0.00134037j -0.00221903-0.00259374j 0.0473237-0.00179801j -0.0246526+0.00535609j 0.00756946+0.00053908j 0.0639195-0.0023173j 0.0534535+9.89386e-05j 0.0269195+0.00360003j 0.0254985+0.00199241j -0.0278897-0.00100889j 0.0899837-0.00118739j -0.0974247-0.00203284j -0.0454128+0.00146771j -0.013871+0.00374819j -0.0212939-0.00114403j 0.0425507+0.00112285j 0.0916403-0.00167691j 0.0309345-0.00105294j -0.00253577+5.82759e-16j -0.00394826+0.00112003j 0.0537415-0.000109096j -0.0292296-0.00282426j -0.0022874-0.00470617j 0.0195664-0.000397508j 0.0153125+0.00212006j 0.0635717-0.000415644j -0.0187518-0.00157993j 0.0228044-0.00324223j 0.0250082+4.1497e-05j -0.00613774+0.00184331j -0.0512061-0.00124174j -0.0096491-1.34496e-05j 0.017313+0.00207937j 0.0435412+0.00234479j 0.0187547-0.000624243j 0.0236727-0.001133j 0.0125157-0.000475495j -0.0283759-0.000645077j 0.000862839-0.0012961j 0.021774-0.00306j 0.0449552+0.00109126j -0.022293-0.00186176j -0.0326626-0.000510742j -0.00828233+0.00290892j 0.00559981+2.65544e-05j 
-0.0802134+0.00716437j -0.099174-0.012858j -0.0113574-0.000451533j -0.0372528-0.00212644j -0.00778476-0.00179672j 0.00614213+0.0083251j -0.0580055-0.00223389j -0.00704361+0.00145974j 0.0465192+0.00175772j -0.0312135-0.00078052j -0.000745477+0.00389781j 0.0449656+0.000923813j -0.0341482-0.00553228j 0.0141884-0.00277278j 0.0541824+0.0038411j -0.0608608+0.00282723j -0.0135101-0.00209937j -0.0171609-0.00534095j -0.0234728+0.00047666j 0.0339829-0.0027605j -0.0185014+0.00751407j -0.0495958-0.00520332j 0.0519618-0.00750971j -0.0198227-0.00182694j 0.0144261+0.00219389j -0.0164159-0.00284238j -0.0341659-0.00370014j -0.0933709-0.00375115j -0.12807-0.00504505j -0.0161347-0.0024892j 0.0591583+0.000192138j -0.172344-0.00188062j 0.00476055-0.00202987j -0.173348+0.0010255j -0.0414138+0.00255356j -0.150454+0.00262737j -0.150975-0.00348034j -0.0551413+0.000181647j 0.0257275-0.00127125j 0.0177715-0.00271797j -0.0522855-0.00402762j -0.00642101-0.00391409j -0.0873119-0.00459281j -0.0511844-0.00124048j 0.0286357+6.43019e-05j 0.0549966+0.00187099j -0.0402443+0.00082447j 0.00453421+0.00133036j 0.0608476+0.00193326j 0.0317766-0.00219164j -0.0857662+0.00078754j 0.0718012-0.00645125j 0.0723903-0.000127602j -0.00943356+0.00358084j -0.168291-0.00179807j -0.0950497+0.00536262j 0.0126127+0.000670384j -0.0467067-0.000530869j 0.0327215-0.00365483j -0.00138919+0.00441271j -0.0286584+0.00160618j 0.0778345-0.00239033j -0.0355714-0.00279168j 0.0352809-0.000859988j -0.0476737+0.00162858j -0.00394826-0.00112003j 0.104511+4.90059e-16j 0.0595662+0.00101139j -0.0172885-0.00498178j 0.0122542+0.00112979j -0.0190785+0.000161467j 0.00563404+0.000535406j -0.0285688-0.000786473j 0.000437559-0.0021183j -0.0290102-0.00234888j -0.0352115+0.000561872j -0.033939+0.00261253j -0.00296264+0.00225841j -0.0048187+0.000308951j 0.000133967-0.000339252j 0.00900802-0.00405346j 0.00353261-0.000465422j -0.000845701+0.0008228j 0.0085297+0.00016555j 0.0111953-0.00319193j 0.0266845+0.00326484j -0.0238334+0.00442607j 0.0206258-0.00413082j 0.0332069+2.94417e-05j -0.00553587-0.0048781j -0.0101247-0.00557627j 0.0251864-0.00251204j 
