-0.0129318+1.12757e-17j 0.036422-0.000863822j -0.0581364+0.00101204j -0.00682628+0.000654242j 0.0100214+0.00103697j 0.0235269-0.00124017j 0.0293648+0.00178721j -0.00609482+0.000475588j -0.0214536+0.00190219j 0.0154337-0.00159945j 0.00556413-0.000856727j -0.00601018+3.11892e-05j 0.0102176+0.000102312j -0.00758805+0.00231887j 0.0086287+0.000656177j 0.0492117-0.00520867j -0.0350963+0.00174777j -0.0522629+0.00468087j 0.0142728+0.00052181j 0.0490845-0.00149726j 0.0492378+0.00180534j -0.0288584+0.00434728j -0.0017896+0.0047561j 0.0141195+0.00361682j -0.101785+0.00554489j 0.147653-0.000805792j -0.0649171-0.00615079j 0.0123909+0.00177303j 0.0143947+0.00066089j 0.0218786-0.00145848j -0.0322622-0.000145231j 0.0182832-0.000212429j 0.0518995-0.00182421j -0.0256515+0.00309729j -0.00393685-0.00123081j -0.0351931+0.000956437j 0.00586722+0.00405636j -0.00247647-0.000381867j 0.0179945-0.000412137j 0.0441264-0.00111998j 0.0258767+0.00148533j 0.0137068+0.000640049j 0.00434244+0.0019754j -0.00727267+0.00288356j -0.000208203-0.00130683j -0.0136133-0.000525735j 0.0154675+0.00170846j -0.00953105-6.11246e-05j -0.0230708-0.00190059j 0.0386591-0.00144648j 0.0256444+0.00179885j 0.0088932-0.00130921j 0.0119182-0.000582646j -0.0506451-0.000410234j 0.0148127+0.00202446j 0.00227417-0.000524626j 0.02369-0.00193675j -0.00490435+0.00257104j -0.0649902+0.00518226j -0.0130729-0.00312469j -0.0497106+0.00351941j 0.0815249-0.00768988j -0.0458073+0.019439j 0.00496046+0.0130673j -0.153711-0.00051416j 0.0041577-0.00112169j -0.0802134-0.00716437j -0.0672369-0.0026996j 0.0067648-0.000375023j -0.0131616-0.000754944j -0.00850046-0.000286103j -0.00925593+0.000358382j -0.0227358+0.000545932j 0.0113455-0.000114356j 0.0120503+0.000301549j -0.00512123-0.000381901j 0.0022742-0.00296857j 0.0327376-0.00810246j 0.0138732-0.00172989j -0.00812924-0.00327793j -0.00664523+0.00214954j -0.000578206+0.00184028j -0.0177601+0.00752367j -0.00471531-0.000788221j -0.00792533+0.000170282j -0.0529143+0.000768124j -0.00625608+0.00823865j -0.0149651+0.00670993j -0.0132189+0.0119455j 0.024909+0.000511575j -0.0394833-0.00776751j -0.042754-0.00404557j 
-0.00925593-0.000358382j 0.00504979-0.000593591j -0.0121307-0.00113112j -0.00419235-0.00213501j -0.0133466+0.000771032j 0.00604528+0.000149539j 0.0112832+0.00111968j -0.00418723-0.00022617j -0.00880518+0.000968357j 0.00766518+0.00228279j 0.00473162+0.00209639j -0.00213667-0.00166767j 0.00597921+0.00126469j 0.00278336+0.00268615j 0.00703275-0.000789121j -0.0011624-0.00135834j -0.00649112-0.00106945j -0.00578941+0.00108783j -0.00453135-0.00337881j 0.0107935+0.00138004j -0.00223583-0.00158082j -0.00944818-8.22719e-05j -0.00558576+0.00128188j -0.00858244-0.000748234j -0.0115908-0.00179156j 0.0225884+0.00114158j 0.00308685-2.42042e-06j 0.00493948-0.00027541j -0.00550148-3.42713e-05j 0.00361922+0.00140604j 0.0120544+0.00192815j 0.013804+0.00166604j -0.000171413+0.000456695j -0.00708944+0.00209742j -0.00759866+0.00231018j -0.0111597-0.00285854j 0.012118+0.00329973j -0.00454518-0.00128855j 0.00153494+2.62878e-05j -0.00221316+0.000572517j 0.00131262-0.000313624j 0.0137989+0.00297267j 0.0252396+0.000594583j 0.00779406-0.00123149j 0.0244681+0.00520446j -0.0225256-0.00226038j 0.0106858+0.000618561j 0.0131698+0.00145922j -0.00407048-0.00548352j -0.00833998-0.00143646j -0.0572957-0.0012824j 0.00860421+0.000753864j -0.0287588-0.00326999j 0.00441578+0.00385455j 0.000768705-0.00190232j -0.0389983-0.000989455j 0.0204572+0.00382147j 0.000403772+0.00315827j 0.0181395-0.000244572j -0.00670995-3.07811e-05j 0.00702477+0.00244733j 0.00670158+0.0010696j -0.000512013+0.00192455j -0.0177084-0.00153205j 0.00772489-0.00114863j 0.0153125-0.00212006j 0.00563404-0.000535406j 0.0035026-0.00029369j 0.0023026+0.000257963j 0.0084121-0.0001592j 0.00354076+0.000163337j 0.020415+2.03391e-15j 0.00420517-0.000319974j -0.0476711+0.000730372j 0.0163474+0.00035385j -0.106348+0.00188371j -0.00656482+0.000801781j -0.0204911+0.00154552j -0.0248353+0.00122697j 0.0152369-0.000100771j 0.0225029-0.000999968j 0.0121573-0.00113189j 0.00517321-0.000917366j 0.00743888-0.000541556j -0.0220209+0.00194982j 0.00332272-0.00012362j -0.00578377-0.00105146j 0.0259408-0.000659651j 0.00441197+0.000854989j -0.0118652-0.0017438j 0.00430313+0.00114974j -0.000736101+0.00083965j 
-0.0227358-0.000545932j 0.030269-0.00020065j -0.0104687-0.00349365j -0.000479678-0.0046275j 0.00975856+0.00457277j -0.015811-0.000326463j -0.016847+0.0058782j 0.0325388+0.00750949j -0.0194597-0.00494718j 0.0242034-0.00295134j 0.000568082-0.0008651j -0.0031108-0.00172149j -0.01756+9.73281e-05j -0.0181946-0.000717735j -0.0018699-0.00284266j 0.036725-0.00186833j -0.00151814+0.00375986j 0.0085807+0.00970357j -0.0171295-0.000963105j 0.0073548-0.00735868j -0.00986248+0.00188755j -0.0125841-0.00124711j -0.0259872+0.000865822j -0.0157152-0.00297095j -0.00188219+0.00489362j 0.038083+0.000587691j 0.0398409-0.00438781j 0.0468067+8.79727e-05j 0.0121916+0.000712045j 0.0250633+0.00779888j -0.0081135+0.00197775j 0.0779506+0.00297022j 0.0291194+0.00384953j 0.0404522+0.00020036j -0.043967-0.00331626j 0.00100011-0.00150011j 0.0521409+4.08907e-05j 0.0105073-0.0012212j 0.0390455+0.00270633j -0.00872855+0.00171864j 0.032597+0.00209114j 0.032754+0.00300909j 0.0606282+0.00235522j 0.030497-0.000325035j 0.00710161+0.00114342j -0.0109281-0.0013461j -0.0192397-0.00560504j -0.00281091-0.00306463j -0.00549252-0.000523581j 0.0223664+0.00280447j -0.0325699-0.00051527j 0.0654277+0.00266361j 0.0156031+0.00208808j 0.0213558-0.0012012j 0.0419279-0.00320236j -0.0238871+0.000608276j 0.0236295+0.00223196j -0.0447107-0.00375565j -0.0159151-0.00386781j 0.0214183+0.00468096j 0.0618034+0.00531514j -0.0167996+0.000731319j 0.022279-0.00235579j -0.0255844-0.000405162j -0.0164708-0.00483485j 0.0635717+0.000415644j -0.0285688+0.000786473j 0.0042583+0.0005195j -0.0339991-0.00292896j 0.0197607+0.00130513j -0.012393-0.00108486j 0.00420517+0.000319974j -0.011918+1.56689e-15j -0.00725873+0.00114982j -0.135177+0.00223261j 0.0091153-0.00104111j -0.0988302-0.00225214j -0.0469983+0.00388825j -0.00778074-0.000324678j 0.00949073-0.00172598j 0.0620813-0.00265581j 0.0270455+0.000218692j 0.0256113-0.00142907j 0.042894-0.00231872j -0.0693872+0.00256099j -0.00462931+0.000985901j 0.000267123-0.00272903j 0.0762632+0.00249927j -0.0184935+0.00351983j -0.0265454-0.000938113j 0.0132215+0.00305541j -0.00241919+0.00366352j 
0.0113455+0.000114356j -0.0177186+0.000110481j 0.0193026+0.00176311j 0.0171731+0.00217223j 0.02022+0.000984673j -0.00365002+0.000954059j -0.0126133-0.00416624j 0.00437047-0.00405361j 0.0396958+0.00247639j -0.0193496+0.00308047j -0.00388053+0.000213905j 0.0271757+0.000365665j 0.00526424-0.0020811j 0.0050153+0.00125033j 0.0250949+0.000166298j 0.00352718+0.00139655j 0.0128431+0.000894904j 0.0193675-0.000559498j 0.000510287-0.00198287j -0.000261716+0.00169458j -0.00232506-0.000465406j 0.00613538+0.00100931j 0.0135401-0.00110791j 0.0132381+0.00247657j 0.0235001-0.000620021j -0.0325636-0.00268378j -0.0279406+0.000480402j -0.0110518-0.000984718j -0.00360779+4.30258e-07j -0.0146862-0.00320103j -0.0088951-0.00137566j 0.00301488+0.00041262j -0.013934-0.00301894j 0.00552415-0.000201037j 0.0295334+0.00321665j -0.0124676-0.00351647j -0.0388042-0.000970633j -0.0110446-0.0020935j -0.00465015+0.000857915j -0.0173952-0.00177301j -0.0100524-0.00234397j 0.00741166+0.00285645j -0.00556596-0.000853369j -0.0233689-0.0030649j 0.00430606+0.00336795j 0.00663776+0.000427227j 0.00875572-0.00106817j 0.0175125+0.00410863j -0.0184341-0.00136834j -0.028098-0.00150971j 0.0388743+0.00119629j -0.0397587+0.00128391j -0.0204518-0.000210347j -0.0102734+0.00141631j -0.0543736-0.00179184j 0.0449897+0.00131588j -0.0146729+0.00123261j 0.0219629+0.00223053j -0.044768-0.00338871j -0.0153371-0.000470894j 0.0102124+0.00453686j 0.00324627-0.000178375j -0.0228407-0.00121021j 0.0221169-0.000428585j -0.0203301+0.000281854j -0.0187518+0.00157993j 0.000437559+0.0021183j 0.00471139+0.00115244j -0.00599373+5.00665e-05j -0.00870949-8.85672e-05j -0.0204501-0.000760417j -0.0476711-0.000730372j -0.00725873-0.00114982j 0.140382+3.13768e-16j -0.0876632-0.00092245j 0.30455-0.00277503j -0.0223606+0.000373569j 0.0435397-0.00202798j 0.0606624-0.00130621j -0.0339238+0.000936884j -0.0505639+0.00226773j -0.0384639+0.00157731j -0.00534682+0.0018283j -0.00475017+0.000700224j 0.0366481-0.00185954j 0.0047071+0.000197749j -6.67884e-05+0.00117584j -0.0423945+0.00112404j 0.00621607-0.00212438j 0.0240605+0.00269408j -0.00595195-0.0028494j 0.0027386-0.00190163j 
0.0120503-0.000301549j -0.00811994+0.000481954j 0.00447112+0.000859708j 0.00512813-0.00107909j 0.00514876+0.00321623j -0.00573119-0.00275718j -0.00292434-0.00382733j 0.00705097-0.00337582j 0.0291643+0.00355313j 0.0141107+0.00320877j -0.0140091-0.00287026j 0.0045733+0.00153298j 0.00501158-0.00307047j 0.00018416-0.0018008j 0.0069572+0.000461441j -0.0120823+0.00166475j 0.00246276+0.00205499j 0.00737971+0.0029174j -0.0212123-0.0022638j 0.00610122-0.00140484j 0.00628612-0.00124289j 0.0200952-0.000407641j -0.00240198+0.000661664j 0.00509306+0.000749096j 0.0122287+0.0022949j -0.0261685-0.00546487j -0.0217581+0.00298141j 0.0257971+0.00499802j 0.00224752+0.000593951j -0.0193806-0.00686948j -0.0199219-0.00512974j 0.0372975+0.00493451j -0.0124192-0.00332617j -0.0107702-0.00226655j 0.00570868-0.00205557j 0.0103385-0.00286953j -0.0245372-0.00152601j 0.0291202-0.00120399j 0.0384709+0.00155234j -0.0275017-0.00058644j 0.00156593+0.000995299j -0.0148993+0.00280136j -0.00292631+0.00421305j 0.00877878+0.00194313j 0.0372574+0.00196556j -0.0279854+0.00135309j -0.00286333-0.00314732j -0.00639101+0.000117811j 0.00524231-0.00268348j -0.0334251+0.00556909j -0.00365624+0.00397493j -0.0389954+0.00471401j -0.00635998+0.00300003j -0.0361849-0.00357345j -0.0114998+0.00195935j 0.0194101+0.0012774j -0.0313048-0.00455009j -0.00716113+0.000500652j -0.0483415-0.00836899j -0.0357391-0.0033532j 0.0127979+0.00900129j 0.0117055+0.000795032j -0.0369531-0.00210339j 0.0167289-0.00227343j -0.00167668-0.00207703j 0.0228044+0.00324223j -0.0290102+0.00234888j 0.0184946-0.00241596j -0.0640721-0.00443079j 0.185211+0.00595764j -0.0344896-0.000568224j 0.0163474-0.00035385j -0.135177-0.00223261j -0.0876632+0.00092245j -0.407551+1.04693e-15j -0.374137+0.000448759j -0.310249+0.00109485j 0.151492-0.000885393j -0.0354821+0.00115661j -0.101288+0.000788018j -0.0876612+0.00203346j 0.04723-0.00206555j 0.0278991+0.00165863j 0.0536065-0.00611928j -0.0423098-0.00216918j 0.0440902-0.0011142j -0.0148421-0.00193286j -0.0456034+0.00207041j -0.000667485-0.00423793j 0.0146837+0.00304498j -0.00121023-0.00160357j 0.00149398-0.000789687j 
-0.00512123+0.000381901j -0.00147945-2.50479e-05j -0.00154074-0.000675158j -0.000777413-0.00162228j -0.00462036+0.000137972j 0.000636645-0.000689547j 0.0104527+0.00094083j -0.00677213+0.000547609j -0.00995457-0.00128275j -0.0175839-6.38126e-05j -0.00391005-0.00131076j 0.0128633-0.000349627j -0.0102+0.000316839j -0.0143659-0.00105382j -0.00141277+0.000851682j 0.0212107-0.000838703j 0.00484944-0.000321233j 0.0151469+0.000217353j 0.0120354+0.000309563j 0.00884397-0.00117167j -0.0120496-0.00052178j -0.0108282-0.000518939j 0.00650851-6.33926e-05j 4.15863e-05-0.000957889j -0.0065608+0.000247556j 0.00596084-8.93959e-05j 0.00328214+0.000598022j 0.0116998+0.00118865j 0.00494034-0.000111116j 0.0144326-0.000192007j 0.000354357-0.000439337j 0.00363146+0.00174136j 0.0052703-0.000112996j -0.00676652-0.000445969j -0.0176171-0.00172471j 0.00941708+0.00025187j 0.0099644+0.000711312j 0.0066852+0.000309819j 0.00998484+0.000359966j -0.000764082+0.000649208j 0.00911975+0.000985871j -0.0086475+8.31456e-05j -0.0056993+0.000852218j -0.00135014+0.00121091j 0.0143437+0.000250613j 0.00369571+0.000178596j -0.011104-0.000120518j -0.00849586-0.000493126j 0.00280754-0.000394779j 0.00194758+0.00138312j -0.0240711-0.000230161j 0.0185176+0.00108047j 0.0187971+0.000332785j -0.00348802-0.000446127j 0.0205937+0.00113362j -0.0068119-0.00086506j 0.00541344-0.00157379j -0.00502117+0.000481905j 0.0186257-0.000970014j -0.000793224-0.00105931j 0.00306333+0.00103358j -0.000540979+0.000463569j 0.00022631+3.77681e-05j -0.00147098-0.000754293j 0.00790578-0.000975335j 0.0250082-4.1497e-05j -0.0352115-0.000561872j 0.0236464-0.00119383j -0.0486517-0.00210376j 0.014369+0.00192762j -0.0509226-0.000801746j -0.106348-0.00188371j 0.0091153+0.00104111j 0.30455+0.00277503j -0.374137-0.000448759j 0.70522+2.04914e-16j -0.19178+0.000422348j 0.00916082+0.000956004j 0.145363-0.0014558j -0.0473757+0.000629629j -0.00405298-0.0004752j -0.0539198+0.000335433j 0.0138708-0.000419795j 0.0571925-0.00253882j -0.0206876+0.000122605j -0.00230667+0.000263665j -0.00177068-0.000920583j 0.0102141-0.000460649j 0.000535212-0.000139979j -0.00733687-0.000692999j 0.00126041+0.00080859j -0.000450031+0.000649665j 
0.0022742+0.00296857j -0.0152904+0.00186368j -0.00159488+7.10414e-05j -0.0158639-0.000654098j -0.00023816-0.00351224j 0.0129803+0.00317728j 0.00130209+0.00362959j -0.0391983+0.000378012j -0.0447918-0.00341079j -0.0263792-0.00355848j -0.0190763+0.00259031j -0.00731602-0.0015275j 0.00498762-0.000921098j 0.00885618+0.00206308j -0.0308153+0.00269967j -0.00715266-0.00108454j 0.00306683-0.00219116j -0.00686794-0.00793439j 0.00836163+0.00385328j -0.0145667+0.0030651j -0.00505712-0.000107233j -0.012409+0.00140894j 0.0240834-0.00353325j 0.00875621+0.000589592j -0.0244067-0.00413761j -0.00219619+0.00164689j 0.0182834-0.00226473j -0.00619688-0.000217465j 0.00853123-0.00191647j 0.0399293-0.00264117j 0.0139614+0.00277021j -0.0518477-0.000580603j 0.0386353-0.00171974j -0.0170034-0.00108062j 0.00246623+0.00020645j -0.00470434+0.00240198j 0.0461547+0.00325522j -0.00979183+0.00129652j 0.0254993+0.000809907j -0.0115345-0.00106277j 0.0105687-0.001976j -0.0304163-0.000286217j -0.0595895-0.00262302j -0.0348144+0.00326982j 0.0106776-0.00142023j 0.0342741-0.00247072j -0.0300353+0.00751015j -0.0406339+0.00523242j -0.0467936+0.00158836j -0.0361005-0.00475751j -0.0223455-0.0049052j 0.0400837-0.000716203j 0.0507718-0.00540041j 0.0241754+0.00407502j 0.0248349+0.0015581j -8.10613e-05-0.00647181j 0.0405758-0.00142316j -0.0233206+0.00430794j 0.0566153+0.00484869j 0.00610224-0.00532483j -0.0208535-0.00465454j 0.00494546+6.85161e-05j 0.0179969+0.00200567j -0.00490944+0.00150179j 0.0150395+0.0022587j -0.00613774-0.00184331j -0.033939-0.00261253j -0.00739281-0.0042502j -0.035176+0.000390061j 0.129303+0.007601j -0.0193965+0.00185008j -0.00656482-0.000801781j -0.0988302+0.00225214j -0.0223606-0.000373569j -0.310249-0.00109485j -0.19178-0.000422348j -0.239635+3.65116e-15j 0.125866-0.000988432j -0.00668009+5.05537e-06j -0.087342+0.000953551j -0.0753085+0.00147796j 0.0138227-0.00126068j -0.00203889+0.00138637j 0.0301197-0.00515691j 0.00840631-0.00170923j 0.0191134-0.000142539j -0.00545743+0.00203526j -0.0767676-0.00332751j -0.00260347-0.00075045j -0.000933174-0.000985781j -0.00640426-0.000697313j 0.00548856-0.00105486j 
0.0327376+0.00810246j -0.0543657+0.0028582j 0.0167514+0.00437769j -0.0544115+0.000833268j 0.0442744+0.00775521j -0.0127973+0.0014706j 0.0156461-0.00216951j -0.0256972-0.00228163j -0.0142843+0.00601411j 0.00116149-0.0010415j -0.00634037+0.000100151j 0.00756166-0.00239109j 0.00412377+0.00141634j 0.00278602-0.00369799j -0.0243976+0.00110332j -0.0216652-0.000688374j -0.00359714+0.00265257j 0.00604023+0.0066479j 0.0150079-0.00208227j -0.0142701-0.00469449j 0.0183541-0.000989782j 0.00563663+0.000121223j 0.0605083-0.000510631j 0.037822+0.00326501j -0.0348037-8.4953e-05j -0.0468845-0.00539511j -0.019994-0.000356067j 0.0291474-0.000730829j 0.0369067-0.00146517j 0.0250051-0.00129945j -0.0381571-0.00242287j 0.022033-0.00196273j -0.0667208+0.000438032j -0.0400123+0.00246162j 0.00684983+0.000318197j 0.0722189-0.00485516j 0.06264-0.00104854j -0.0240242-0.000466899j -0.0133486-9.78822e-05j 0.0085871-0.00376263j -0.016307-0.00296234j -0.0136875+0.00342368j -0.0799537+0.0053828j -0.0176272+0.00144722j 0.0227122+0.00126067j 0.0521811-0.00234251j -0.0739283-0.00148229j 0.00316438-0.00104869j 0.000884661-0.000852998j 0.0599486-0.000851152j -0.0114858+0.00142369j 0.0253809+0.00124464j 0.0398468+0.00172568j 0.0179197+0.00211421j -0.00250472-0.000196008j -0.0217295+0.00110898j -0.039413+0.00394374j 0.0342132-0.00147929j 0.0138535-0.00152477j -0.0396927+0.00249867j 0.00208422+0.0025058j -0.0244345-0.000119736j -0.0255663-0.00122507j -0.0030884-0.00336241j 0.0193708-0.00262352j -0.0512061+0.00124174j -0.00296264-0.00225841j -0.049745-0.00346604j 0.0435843+0.0045343j -0.0344423-0.00206524j -0.00242722-0.00104482j -0.0204911-0.00154552j -0.0469983-0.00388825j 0.0435397+0.00202798j 0.151492+0.000885393j 0.00916082-0.000956004j 0.125866+0.000988432j 0.150247-2.33624e-15j 0.0288262+0.00112665j -0.057646-0.00160658j -0.18609+0.000659498j -0.0853207+0.000531004j -0.0834829+0.00251503j -0.0990258+0.00233022j 0.164085+0.00123031j 0.029033-0.00355409j -0.0413317+0.00609772j -0.196012-0.000246066j 0.020202-0.00659243j 0.043042+0.00594006j -0.0186822-0.00665157j 0.0222888-0.00426394j 
0.0138732+0.00172989j -0.0106747+0.00162175j 0.00293352+3.65717e-05j 0.00256755+0.000504564j -0.00387878-0.000665945j 0.00464718+0.00181645j 0.00760777-0.000391049j 0.000243058-0.000305032j 0.0236427+0.00344841j -0.00311962-0.00129941j -0.00501102+0.00188077j 0.00472705-0.00201332j -0.00349-0.00277258j 0.00193871+0.00249905j -0.00109857-0.00156322j 0.00719616+0.00183438j 0.00703598+0.00304392j 0.00837927-0.000621978j 0.00636-0.00073608j -0.000557868+7.21161e-05j 0.00177383+0.00161197j 0.00293387-9.55484e-05j 0.0189095-0.000465391j 0.0130378+0.001323j -0.00780747+0.00135354j -0.00672634-0.000339871j -0.0130762-0.00028869j 0.000596827+0.000495634j -0.00662011+0.000307798j -0.0062156-0.00100911j -0.00825888-0.00158159j -0.014572-0.00227926j -0.00828451-0.000633773j -0.00461039-9.50767e-05j -0.000233658-0.00175491j 0.0146926+0.00187214j -0.00042509-0.00118521j 0.00481027+0.00205721j 0.00422814+0.000553384j 0.00830686+0.00045362j -0.0214968-0.00186551j -0.0275455-0.00335873j -0.0196626+0.000918264j 0.00765289+0.00404642j -0.00078252-0.0040028j 0.00210386-0.000654868j 0.00767307+0.00102331j -0.00664669-0.00374427j -0.00344085-0.000115911j -0.00352095+0.000642557j 0.0210828-0.000267909j -0.0117413-0.00158312j -0.00734911-0.00069861j -0.00290523-0.0011387j -0.0102594+0.00152577j 0.00822324+1.27815e-05j -0.017355-0.00150829j -0.0016376-0.00134628j -0.0108382-0.000480251j -0.011036+0.000849165j -0.010786-0.00244848j -0.0115797-0.00172114j -0.00605876+0.000775142j 0.0106815+4.13283e-05j -0.00294716+0.000934862j -0.0096491+1.34496e-05j -0.0048187-0.000308951j -0.00604194-0.000721631j 0.0051147+0.00012665j -0.00349138-0.000377189j -0.00732889-0.000598872j -0.0248353-0.00122697j -0.00778074+0.000324678j 0.0606624+0.00130621j -0.0354821-0.00115661j 0.145363+0.0014558j -0.00668009-5.05537e-06j 0.0288262-0.00112665j 0.0250406-3.2049e-16j -0.0199726+0.000238577j -0.0369366+0.00081527j -0.0209491+0.000209625j -0.00883759+0.000716381j -0.0103509+0.000571053j 0.0267722-0.000559049j 0.00359231-0.000831496j 0.00051134+0.00128766j -0.0338998+0.000217124j 0.00209371-0.00132873j 0.00817819+0.0012937j -0.00413921-0.0009724j 0.00214616-0.00121598j 
-0.00812924+0.00327793j -0.00636577+0.00209438j -0.0111576+0.00245524j 0.00876931-0.00214822j -0.0149995-0.0015624j 0.00685314+0.00448931j -0.00881132+0.00346195j -0.0237146+0.00316196j -0.0133605-0.00538836j -8.91808e-05-0.00194921j 0.000126383-0.000672135j -0.00188829-0.00391243j 0.00962546+0.00218825j -0.00392019+0.00390226j 0.00259796-0.000525576j -0.017038-0.0028919j -0.00192193+0.00280746j -0.0120944-0.00129311j 0.00339961+0.00101483j 0.00673562-0.000289472j 0.00710917-0.000484094j 0.000494667+0.000263241j -0.00536394-0.000527769j 0.00278871+0.00224551j -0.00345052-0.00113629j 0.016175+0.00254145j -0.00582833+0.000722265j -0.00262638-0.00173658j -0.00290212-1.26761e-05j 0.0135843+0.0022895j 0.024891-0.000278302j 0.000874443-0.000481881j -0.0219797+0.00185652j -0.0243722+0.000974627j -0.025027+0.000525824j 0.029323+0.00182943j -0.0196266+0.00143285j 0.017463+0.000688245j -0.0192801-0.00378874j 0.00243581-0.00243363j 0.0110945+0.00367256j -0.0126596-0.0040491j -0.0338558-0.00117735j -0.0245689+0.000854458j 0.0457121-0.00332732j 0.00730582-0.000234427j -0.0329352+0.000943896j -0.00508917+0.000422853j 0.0166271-7.59867e-05j 0.0349953-0.00259223j -0.0485992+0.00159571j -0.0135875-0.00243411j 0.0290935+4.05851e-05j -0.029476-0.000323049j 0.0239768+0.00432986j -0.00615693+0.00099742j -0.000535188+0.00134865j 0.0150137+3.37597e-05j 0.0245923+0.00203725j 0.0140922+0.00148031j -0.0060258-0.00277585j 0.014641-0.00218906j 0.0144699+0.00116987j 0.00924366-0.000413365j 0.0194229+0.0037761j 0.017313-0.00207937j 0.000133967+0.000339252j 0.0191667+0.000664761j -0.0236012-0.00223323j 0.0295991+0.00262203j -0.0047729+0.00109617j 0.0152369+0.000100771j 0.00949073+0.00172598j -0.0339238-0.000936884j -0.101288-0.000788018j -0.0473757-0.000629629j -0.087342-0.000953551j -0.057646+0.00160658j -0.0199726-0.000238577j 0.00977023+5.49083e-15j 0.0598984-0.00114026j 0.0339024-0.000406596j 0.0357474-0.00134574j 0.0386897-0.00161793j -0.061186+5.00798e-05j 0.0011531-0.000266261j 0.0109085-0.00135209j 0.0695867-0.000447997j -0.00486897+0.000979288j -0.0240045-0.00269203j -0.00114598+0.00242922j -0.00953961+0.000605062j 
-0.00664523-0.00214954j 0.0202782+0.00174703j 0.0066334+0.000429528j 0.04209-0.00174771j -0.0271757-0.00151705j 0.0151879+0.00363988j -0.0219233+0.00090775j 0.0212764+0.00120292j 0.0208515-0.0038348j 0.00926001-0.00100995j 0.0011934-0.00109564j 0.0186981-0.00204944j -0.00754339+0.00401355j 0.00113635+0.000993011j 0.025807+0.00345991j -0.0117318-0.000985348j 0.00932287+0.00492626j 0.00375138+0.00122555j -0.000553365+0.00120526j 0.0156698+0.000192179j 0.00481837-0.0018728j 0.0211545-0.00151295j -0.0386197+0.00107252j 0.00607341+0.00195597j 0.0138138-0.000591065j 0.0201228+0.00347982j -0.0144002+0.00289575j -0.0104117-0.00093308j -0.0102785+0.00136855j -0.029271+0.00272345j 0.016395+0.0021111j 0.0121526-0.000263168j -0.0128906+0.00252423j 0.018222+0.00286286j 0.00787009+0.00289173j 0.0296003+0.001767j -0.0526552+0.002668j 0.033414+0.000433596j -0.000274744+0.00267168j 0.0281963+0.00248617j -0.00187351-0.000591395j -0.00517136+0.000460259j -0.0640349-0.00211365j -0.0264292-0.0053284j 0.0201933+0.00263185j -0.00904864+0.00127657j -0.00797906+0.000780853j 0.0174283-0.00157209j -0.00717325-0.00392204j 0.024661-0.0014921j 0.0113362+0.00374464j -0.017993-0.00275632j -0.00957469-0.00336107j -0.0174055+0.000402282j 0.0130984+0.00126651j 0.0233392+0.00571306j -0.0212096+0.00333291j -0.000593218+0.00191172j -0.0291372-0.000617623j 0.0254381+0.00436089j -0.00873435+0.00218979j 0.0279756-0.00206133j 0.0245094+0.002148j 0.0274383+0.000329078j -0.000531583+0.00414534j 0.0435412-0.00234479j 0.00900802+0.00405346j 0.0476544+0.00508997j -0.0244684-0.00514618j 0.0165096+0.00163098j 0.0154036+0.000720227j 0.0225029+0.000999968j 0.0620813+0.00265581j -0.0505639-0.00226773j -0.0876612-0.00203346j -0.00405298+0.0004752j -0.0753085-0.00147796j -0.18609-0.000659498j -0.0369366-0.00081527j 0.0598984+0.00114026j 0.188043+7.02246e-14j 0.081884+0.000519237j 0.0946737-0.0011522j 0.0859956+0.000164385j -0.155718-0.000969665j -0.0196274+0.00216071j 0.0505079-0.0049995j 0.201388+0.00316515j -0.0230066+0.00369355j -0.0376561-0.00316799j 0.00565426+0.00551316j -0.0282787+0.00260469j 
