0.0299371-0.0125597j 0.00385794-0.0264396j -0.0381018+0.0769024j -0.029177+0.00823474j 0.0164421+0.0121857j -0.0109754-0.00803665j 0.00508291+0.0252931j 0.079553+0.00403094j 0.013778-0.0031237j 0.0081102-0.0271616j -0.00947012-0.0190209j 0.0239054-0.0104801j 0.00991989+0.0157682j 0.0107042-0.0202596j 0.0332777-0.0342079j 0.0210794+0.00576806j 0.0224705-0.000533736j 0.00105354+0.013177j -0.00290737-0.0105667j 0.0205218-0.0234027j -0.0174373+0.0082608j 0.00632101-0.00558715j 0.00384398+0.0318551j 0.0121815+0.025842j 0.0298835+0.00215512j 0.0136704+0.00916336j -0.00184896-0.0198607j -0.039339-0.00289855j 0.000988309+0.00527657j -0.0411416+0.0161467j -0.00880403-0.00411926j -0.00806485-0.0123166j -0.0284374+0.00485806j 0.0160693-0.00148905j 0.00883963+0.017945j -0.00962028+0.0242279j 0.00721466+0.00481735j 0.0095834-0.0011472j 0.0139825-0.000177253j 2.11052e-05+0.00788294j -0.00511757-0.00954257j 0.0163997+0.0163163j -0.000940471-0.00892698j 0.00426575-0.0056342j 0.0013133+0.0130989j 0.00842077-0.00681709j 0.0136265-0.0038618j -0.0155021-0.015047j -0.00513091+0.00615811j -0.00828437+0.00411286j -0.0173622+0.00309366j 0.00910425-0.00554151j -0.000763949-0.00518357j 0.0176819-0.00908236j 0.00369885+0.00337249j 0.0167735+0.021927j 0.0306658-0.012253j 0.0253263-0.0180322j 0.014385+0.00578461j 0.014106-0.0182038j 0.0125837-0.00589991j -0.0115904-0.0364649j -0.0152149+0.0103635j -0.00722478+0.0159672j 0.00867709-0.0043513j 0.0348161+0.00363151j -0.00622808+0.00270619j 0.0316307-0.00851287j 0.00273301+0.0326766j -0.0215927+0.00673569j 0.018807-0.0383489j 0.0336629+0.0110019j -0.0221124+0.0186806j -0.034531-0.0390703j -0.00846322+0.00953365j 0.0377145+0.0133083j -0.00851827+0.00291107j 0.000640858-0.029698j 0.0287236-0.00121798j -0.0134649-0.0181368j 0.00189546+0.039239j 0.00602575+0.00836987j 0.0406658+0.0173463j -0.0379875+0.0539557j -0.0102303-0.0613627j 0.0479706+0.00844351j -0.0295764-0.0334707j -0.0283566-0.0323122j 0.0417402+0.0178649j 0.0497156-0.0185331j -0.0337742+0.00655307j -0.000385517+0.00758479j 0.00410933-0.00416163j 0.00366509-0.0829103j 0.16896+0.0171022j 0.00833508+0.027046j 0.0440472-0.0186211j 
0.00607172-0.00336697j 0.0114072+0.00395131j 0.0146074+0.0320061j -0.0255594-0.01244j -0.000983126-0.00359097j 0.00262229+0.00240688j 0.00623019-0.00434675j 0.00771419+0.0285983j 0.0382025-0.0167988j -0.0204128-0.0353676j 0.0107474-0.00765119j 0.0127141-0.00650239j -0.0175279-0.0111421j 0.000916333-0.0286218j -0.00254934+0.00873926j 0.0261141+0.0173835j 0.0160698+0.0153052j -0.0166673+0.00667338j 0.00272109+0.0193712j 0.0242414-0.0108961j -0.00701513+0.0285677j -0.0518667+0.019808j 0.0149922-0.0197988j -0.0257055+0.00716211j -0.00430959-0.0370857j 0.00237408-0.0244297j 0.0244501+0.00518185j -0.00392404-0.00759843j 0.0326677+0.0206129j 0.0240716+0.022407j 0.027594+0.0274237j 0.00196537-0.015975j -0.0446294-0.0143939j -0.0444554-0.0214161j 0.0170654-0.0124761j 0.00232175-0.00807083j 0.00460754-0.0115394j -0.0171358-0.0189704j -0.020878+0.00170651j 0.0224792+0.000464992j 0.00409599-0.0357682j 0.00362418+0.00588288j 0.0494877+0.0128988j 0.0150909-0.00745073j 0.0319252-0.0195988j -0.00407621+0.00498514j -0.0148059+0.00599596j 0.00079961+0.0119562j -0.00135511-0.0205928j 0.020458+0.000652845j 0.0260675+0.00161305j -0.0161774-0.00374101j -0.0136144-0.00919381j -0.0047433+0.0185191j -0.00793258+0.00794663j 0.00392044-0.000406273j 0.00282034+0.00582713j -0.00733452-0.00303266j 0.0186869-0.0128955j 0.00577964-0.0253627j 4.81274e-06-0.0115107j -0.0105462-0.0365334j 0.0414157-0.00483942j -0.000329254-0.0150771j -0.00596281-0.0171561j -0.00444015-0.0332372j -0.0218496+0.00632992j -0.040092+0.00295959j -0.0308241+0.0189021j -0.0136327+0.0112299j 0.00599452-0.00156391j 0.00145921+0.0272486j -0.00304241+0.00365415j -0.0251269-0.0129185j 0.0287754+0.0140437j 0.0434618+0.0195212j 0.00988215-0.0114373j 0.0020773-0.00389211j -0.00187349-0.0287809j 0.0275676-0.00211886j -0.0127783+0.0160261j -0.0096653+0.0254273j -0.0423466-0.0122865j -0.00530299+0.0370264j 0.0250126+0.0172921j 0.015782+0.00763134j 0.00710545-0.0157668j 0.00835066-0.00922012j 0.00385478+0.035452j -0.0267083-0.00833631j -0.0224802+0.0182916j 0.00897191+0.0107335j 0.00856402-0.011535j -0.00393783-0.0450975j 0.00252305-0.00438428j 0.00470191+0.00196082j 0.00862293+0.00743296j 
-0.00943111+0.00271962j -0.00483577-0.00727665j 0.0200921-0.00493335j 0.0128451+0.013393j 0.00779994-0.00332956j -0.000502309+0.0143169j 0.0120242-0.00126704j 0.00395708-0.0157886j -0.00793473+0.0166732j -0.0186934-0.00175536j -0.0131289-0.0143185j 0.0193778+0.00301963j 0.0023651-0.021728j -0.00231351-0.0122902j 0.0128663-0.0016703j 0.00902884+0.00352906j -0.00288759+0.0376967j -0.00272618-0.0229449j 0.0170512+0.0140732j -0.00297807-0.0060164j 0.00664382+0.0176951j -0.00639516+0.0182076j 0.00624185-0.028809j 0.0110652-0.0316503j 0.00826118+0.00114935j 0.000164955-0.0110114j 0.0133429-0.00787639j -0.0130145+0.0184037j 0.0221686+0.0105299j -0.00659966+0.0152426j 0.00243928-0.00153877j -0.0289837-0.00917065j 0.00737837-0.000289992j -0.00532265-0.0147693j 0.0115686+0.00732202j 0.0163312+0.000381341j 0.00893756-0.0265691j -0.00305762+0.0140686j 0.00616-0.00952417j 0.0126225-0.0221183j 0.0123042-0.017386j -0.00255736-0.00473121j 0.0111457+0.0106428j -0.00691195+0.0112884j 0.020469-0.0176645j -0.00597615+0.0105069j -0.0105128-0.00587438j 0.00119463+0.0113027j 0.00405026+0.0287752j 0.023039-0.0179098j 0.00802219-0.0192258j 0.00304862-0.0321397j -0.0108949-0.0234688j 0.00399118-0.000166409j 0.0107128+0.020071j 0.00729019-0.00399362j 0.0377478-0.0107063j 0.00128676-0.00961637j -0.0136695-0.0153916j -0.00583556+0.000752536j 0.0133114+0.0133344j 0.000837748-0.0218662j 0.017758+0.0038782j 0.00390455-0.00204544j -0.00632409+0.00932544j 0.00844607-0.000632297j -0.0172802+0.0297998j 0.00525194+0.0216794j -0.0296167-0.007937j -0.00299014-0.0160274j 0.0294757+0.0469828j -0.0149588-0.00420073j 0.00348291-0.0297234j -0.00701395-0.0244724j 0.0139771-0.00797129j 0.0026923-0.00654979j 0.0132875+0.00471259j 0.0374052-0.000680064j -0.00864256+0.00201337j 0.0264703+0.00961675j 0.00448018+0.00841029j 0.0140565+0.00181378j -0.000312657-0.000846302j -0.0268085-0.00360173j -0.0197608+0.00512306j -0.00809336-0.00496905j 0.00332857+0.00498565j -0.00200004+0.00325058j 0.00132643+0.00365389j 0.00621981+0.012079j 0.0138121+0.00115358j -0.0021713-0.00801014j -0.00563166-0.00182904j -0.0223834+0.00184876j -0.00836477-0.010132j 0.00725959+0.00414099j -0.00460074-0.00130667j 
0.00771734-0.00537887j 0.000472412-0.00744628j -0.0374806-0.00053716j -0.00302946+0.0166983j -0.0132297+0.00291464j 0.00551594+0.0106421j 0.00990635+0.00299555j 0.0170292-0.0144967j -0.0305431-0.0151393j -0.00862004-0.00164942j -0.020485-0.0278741j 0.0165806+0.0315949j 0.0265687+0.0229761j 0.0331609-0.0305541j 0.0259443-0.0171825j -0.0505676-0.0324812j -0.0077156-0.0293167j 0.0116906-0.0325671j -0.013301+0.020591j 0.0194777-0.0151501j -0.00566371+0.00511393j -0.011116+0.00184717j 0.0199071-0.00486389j 0.0252128-0.00204532j -0.0130384+0.0176317j 0.00594677+0.0147937j -0.0185984-0.0154788j 0.0152352+0.00143915j -0.0197186-0.0182866j -0.0174524+0.00358855j -0.00976251-0.012606j -0.0137523-0.0282656j 0.0162736+0.00920169j -0.00799606+0.0194686j 0.0166249+0.0176916j 0.0381652-0.0305869j -0.0125105-0.0293366j -0.0120852+0.0090314j 0.037096-0.00671671j 0.00727382-0.0252931j -0.00263733-0.00856286j -0.00980002-0.005392j 0.0066822+0.00572143j 0.0206494+0.00722856j 0.00885075-0.00549552j -0.00358004+0.010992j 0.0168234+0.00562209j 0.00681298+0.00674987j 0.020773+0.0172131j 0.0173263-0.00152501j 0.00656691-0.0030017j 0.00293876+0.000932284j 0.00504131-0.00167182j 0.0366522-0.0155889j -0.0281924+0.00465733j 0.0332091-0.0124028j 0.00574024+0.0101944j -0.0057683+0.00564398j -0.03203+0.00791055j 0.00587004-0.0102878j 0.0145796+0.00592126j -0.0153044+0.0137755j 0.0152524+0.0193885j -0.0392608-0.000910742j 0.0136085+0.0131059j -0.0021743-0.0171781j 0.000360394+0.0148631j 0.00490676+0.00131261j -0.00354146+0.0198085j 0.00130955+0.0172737j 0.022308-0.0209274j 0.00772268-0.0143866j 0.0071965+0.0222063j -0.0116031-0.0200509j -0.0122166-0.0175468j -0.0156611-0.00374911j -0.00954821+0.0207543j 0.0164057-0.0044356j -0.0271165+0.0223612j -0.00198082-0.00207569j -0.00207444+0.014988j 0.0115026-0.0384355j -0.0149246+0.017522j -0.0316263+0.0172493j -0.0129445-0.0206137j 0.0212081+0.017433j -0.0189531+0.0236282j 0.00575639+0.000155523j -0.00603486-0.0149434j -0.0016551+0.00960323j 0.00454324-0.0080912j -0.00306178-0.00766364j 0.00355122+0.00407134j -0.000729141+0.0075006j 0.0250264+0.00517565j 0.00259191-0.000993948j 0.00341059-0.00121629j 
-0.000876646-0.00683342j 0.0058927-0.00411234j -0.00257901-0.00105285j -0.0147247+0.0227762j -0.00943536-0.00553644j -0.00227959-0.00187256j 0.0156525-0.00689959j 0.0128562-0.010496j -0.0113348-0.0222665j -0.013724+0.00424081j -0.0356893-0.00905028j 0.00062471+0.0232568j -0.0189976-0.000372311j -0.00426102-0.0116596j 0.0467297+0.0128531j -0.0437977+0.0228834j -0.000878231-0.0279075j 0.0188904+0.00411693j 0.000367505-0.00496399j 0.0143461-0.0324753j -0.00630244-0.00256603j 0.00580949+0.027553j 0.0212534-0.00294801j -0.0132469-0.000927665j -0.0175473+0.00170497j 0.0069246+0.00504454j -0.0266458-0.0155925j 0.012979-0.00336559j 0.00480265-0.00743332j 0.0189138-0.0105279j 0.0142233-0.0168559j 0.015482-0.0136176j 0.0039552+0.00596941j 0.0550608+0.00463291j 0.0287725-0.00829961j 0.00275919+0.0184343j 0.00651985+0.02936j -0.00828023-0.024117j 0.0334961-0.00723048j 0.0101413-0.0136742j 0.000823179-0.019488j -0.00777138+0.00442574j -0.00305418+0.000959561j -0.00375612+0.00466988j -0.0124006+0.00597809j -0.0128991+0.0217267j -0.001221-0.0349681j -0.0241072-0.00414115j 0.0109313-0.0119782j 0.00973411-0.0186624j -0.0127872+0.0129792j 0.00301492-0.0270779j 0.0158572-0.00916771j 0.00244025+0.0206951j -0.00610908-0.012471j 0.0176265+0.00878308j -0.0013823-0.00120033j -0.0226309+0.0266391j 0.0111365+0.0250216j 0.0270783+0.0073202j -0.00833922+0.000386262j -0.0297354-0.00606134j -0.00304403+0.00750403j -0.0118362-0.00243022j 0.0159513-0.0110851j 0.0101785+0.000218172j 0.00810672+0.0353101j 0.0015014+0.00140923j -0.0208886+0.00389015j 4.36711e-05-0.00619997j 0.0186419+0.00955212j -0.0130842-0.00983038j -0.0182978+0.0117641j -0.0036458+0.0180386j 0.0256678+0.00663868j -0.016356+0.0147986j -0.0185536-0.0190562j 0.00396933-0.00545365j -0.0229887-0.000344294j 0.0137526-0.0157791j 0.0130808+0.00436244j 0.00705853+0.0107503j -0.0264921-0.00334792j -0.000876513+0.0115045j -0.0053788-0.0130641j 0.0124986+0.00126776j -0.00216398-0.00884748j -0.00499713-0.00749035j -0.00475252-0.00234402j -0.0231751+0.000876661j -0.0103049+0.0146558j 0.00800556+0.000681374j 0.00151295+7.83691e-05j -0.00763173-0.011516j 0.00349887-0.0160099j 0.00767683+0.00193669j 6.35888e-06-0.000918209j 
0.00387755+0.0055605j -0.00651011-0.00665172j 0.0153729-0.0349292j 0.0224714-0.0134601j -0.0080179-0.016458j 0.00330631-0.0111376j 0.0122874-0.0397388j -0.0135702+0.00628159j -0.0268441+0.0182435j -0.0180197-0.0156517j -0.00777016+0.0069265j 0.00304212+0.0150239j -0.0174891-0.010701j 0.00527675+0.00093786j -0.0076263-0.00215806j -0.0125288+0.013198j -0.0282014+0.00271082j -0.00179646-0.0104714j -0.0373166-0.0114287j -0.0125627-0.00953363j -0.0230588-0.00794497j -0.0129242-0.0116609j 0.013776-0.0263823j -0.011938+0.00618489j -0.0253204-0.044524j 0.00330298-0.00906769j -0.0224283-0.0206323j -0.0114073-0.00358214j 0.00338757-0.0065088j -0.011758+0.0138859j -0.00219844+0.00208442j -0.0218864+0.0301234j 0.00853899+0.0170796j -0.0214554-0.0154748j -0.0147999-0.0014088j 0.0196817+0.00610043j -0.0370919-0.0120147j 0.00764923+0.000749866j -0.0169406-0.0128512j 0.00115329+0.0217329j -0.0149223-0.0035714j 0.00058223-0.00852049j 0.0159149-0.0142526j 0.0227904-0.00662953j 0.00900995+0.00332026j -0.0210343-0.00789678j -0.00412045+0.0130835j 0.00341402+0.0217671j -0.00318776+0.0138075j -0.00333245+0.0058184j 0.0206513-0.00929128j 0.0245784-0.0103521j 0.0110908+0.0112819j -0.0210181+0.0331701j -0.00468916+0.0029923j 0.00554832+0.00074978j -0.0246625-0.0352179j -0.00321796-0.0223426j -0.0059066-0.013773j -0.00417762-0.0165413j 0.019489+0.00337942j -0.0355197-0.0144471j 0.0137237-0.0225176j -0.0152361+0.00370621j -0.00736308-0.00102535j -0.0319709+0.0297153j 0.000374203-0.00104405j -0.0398946+0.00055063j -0.0121107+0.00811044j 0.00388081+0.00590709j -0.0086945+0.00656922j 0.000755088+0.00631012j 0.0427646-0.00901949j 0.000126714+0.00755509j 0.0109722+0.0325266j -0.0205408+0.0249189j -0.00115444-0.000613036j 0.00105514+0.00231488j -0.0153017-0.0238772j 0.00036693-0.00680433j -0.0205766-0.0129191j -0.000819762+0.0202645j -0.0361168+0.00493437j 0.0320155-0.0251101j -0.00336123+0.0147521j -0.00696339-0.0075596j 0.034714-0.0156903j -0.0191794-0.00572539j -0.00585028+0.01088j -0.0227999-0.0237794j 0.00961362+0.0233057j 0.00392974+0.0106577j -0.00457892-0.00102438j 0.00308886-0.0150778j -0.0298712-0.00365509j -0.00438554+0.00651342j -0.00379728-0.00875689j 
0.00102028+0.000894932j 0.00392279+0.00180868j 0.00952456+0.0222492j -0.0125536-0.0274581j -0.00434035+0.00612978j -0.00636834-0.0162914j -0.0116409-0.00800795j -0.00914598+0.0158138j -0.0105614+0.0359165j -0.0175207+0.00673516j 0.00580649+0.00363849j 0.0145772-0.0319516j 0.00828519+0.00419036j -0.0444409+0.00972579j -0.0295239-0.00916972j 0.0479952+0.0299833j -0.012286+0.0248084j -0.00332082-0.0005896j 0.0105321-0.0148j -0.0187128+0.014289j -0.000247659-0.0050809j -0.0201367-0.0343462j 0.0286315+0.0141233j -0.0177733+0.00179799j 0.0442657-0.0356236j 0.00890888-0.00934445j 0.0283417+0.0336311j -0.0204395-0.02913j 0.00808381-0.00387253j -0.0157932+0.0170077j 0.00139653+0.0272771j -0.0147335-0.00378308j -0.0152737+0.00527662j -0.0300988-0.0106891j -0.000791755-0.016778j 0.00135582+0.0140512j -0.0280286+0.00466285j 0.0236574+0.0126782j 0.00108877+0.0162289j -0.013228+0.0123191j -0.0139248+0.0103288j 0.0384762+0.0147575j 0.0187291-0.000903111j -0.0122589-0.0171032j 0.00872698-0.0201699j 0.0057588-0.0101531j -0.014294+0.0415585j -0.00992947-0.0245041j -0.0170488-0.000874978j -0.0187932+0.0232934j 0.000298371+0.0159978j -0.00880175+0.0249711j -0.0198676+0.0126599j 0.00635647-0.00438331j -0.00824848+0.0030542j -0.00168276-0.0110668j 0.0167977+0.0198811j -0.00581383-0.0280002j -0.00764569-0.0121635j -0.0146942-0.0252658j 0.00176684-0.00343497j 0.0220703+0.000985734j -0.00443514-0.00190009j 0.0216589+0.0121153j -0.007399+0.035453j -0.0163327+0.0125426j -0.0138405-0.015458j -0.000813045+0.0354431j -0.00852605-0.00110122j 0.013147+0.00715757j -0.014495+0.0198414j -0.0178665+0.0185841j 0.00324135-0.00289j 0.00419922-0.0227204j -0.0107924-0.00867294j 0.0413289+0.0138528j -0.00641583-0.00124243j 0.0138167-0.0195936j 0.0178831+0.0202963j -0.00554954+0.00398518j 1.63349e-06-0.00276911j -0.0108361-0.0140835j 0.0211399-0.0222125j -0.0147896+0.00984809j -0.015418-0.040752j 0.00476262-0.000565457j 0.00362875+0.0196978j -0.00173481-0.00681933j -0.00716996-0.00704089j 0.0150138+0.00272467j 0.0126578+0.0131499j 0.00240956+0.00129671j -0.00172261+0.000530707j -0.0218707-0.00773876j 0.00423725+0.00185763j 0.00712573-0.000380111j 0.00381914+0.00452219j 
0.00757373-0.00093394j -0.00666779-0.00491796j -0.0460084-0.0208514j -4.4906e-05+0.00761031j -0.016983-0.0128944j -0.0129361+0.0135608j 0.0175435-0.015006j 0.0495186-0.0130504j -0.0295335-0.0118804j -0.0571719+0.00878615j -0.0795152-0.00628243j 0.0292993+0.0284652j 0.028423+0.0356958j 0.000346589-0.00987014j 0.07641-0.0174835j -0.048714+0.00595707j 0.00487945-0.0312575j 0.0317129+0.009855j -0.0122883-0.00265557j 0.0114716+0.00852205j 0.0014683-0.0188996j -0.039254+0.0194015j 0.0357714-0.0186663j 0.0253912-0.0198499j -0.0171375-0.0087817j 0.0206642+0.00523874j -0.0637877-0.0256709j -0.00146924+0.044703j 0.028677-0.0246152j 0.0226614+0.00827252j -0.0107439+0.0131302j -0.00831308-0.00445115j 0.0305004-0.00931583j 0.0149165-0.00584568j 0.0570411+0.0316566j 0.00181598-0.0175093j 0.0351305+0.0257658j -0.0114149-0.0310567j 0.0204299-0.0262685j -0.00246086+0.00755012j 0.0314351-0.00192239j 0.00712948-0.0109165j 0.0181574-0.00780121j 0.00959405+0.0240898j 0.00130945-0.00204682j -0.00965397+0.0148345j 0.0353445+0.0265819j -0.0161109+0.00821115j 0.0102128-0.0163291j 0.00498935-0.0183952j 0.0384834-0.00470988j 0.0423579-0.0239423j -0.00788592+0.00656118j 0.045102+0.0531179j -0.0340505-0.0141033j 0.0180433+0.00964542j -0.00322059+0.0297942j 0.000126083+0.0279318j 0.00823936+0.0285868j 0.0193212+0.021424j -0.0154301-0.00934252j -0.0548627-0.0179919j 0.0070275+0.0245623j 0.00660458-0.0119453j 0.0118123-0.0216572j 0.016311-0.00941645j 0.00775584+0.0505245j -0.0328616+0.0143772j -0.0276049+0.021245j 0.0134+0.0254703j 0.0115564+0.0499804j 0.010946-0.0222805j 0.0253107+0.0105605j -0.0093142+0.0171707j 0.0256899-0.0299102j -0.0394738+0.0358289j -0.022829-0.0212677j 0.0363134-0.00458844j -0.0333476+0.0245324j -0.00815853-0.00345176j 0.024292+0.00191759j -0.00473295-0.0137762j -0.0336541-0.0151516j 0.0126669+0.0012456j -0.0320654-0.0315112j 0.0300742+0.0377812j 0.0314087+0.0162293j -0.017348-0.0314984j -0.0350101-0.0134731j -0.0110943+0.00218114j 0.00819977-0.00143378j 0.00819621+0.000223228j -0.00231423+0.00921918j -0.00886853-0.00385602j -0.00565748+0.00112937j -0.000286101+0.000992382j 0.00140854+0.00466544j 
0.000387334-0.00268066j -0.0117215+0.00892209j 0.0229908-0.0308876j 0.0231082-0.00979684j 0.014261-0.0123768j 0.00536761-0.00346553j 0.0531073-0.0294013j 0.0177713-0.0168031j -0.0333004+0.0199143j 0.00849224-0.0127769j -0.0287425-0.0226965j 0.0660377-0.0110261j 0.00477768-0.0148883j -0.00090932+0.000714134j -0.0120888+0.0308286j 0.031067-0.0351179j -0.0130057+0.029943j -0.0359316+0.0124087j 0.017431-0.00473496j -0.0110305-0.0262152j -0.00608492-0.0159302j 0.0163613+0.0150364j 0.00588163-0.0151323j 0.0255062+0.00960111j 0.00271763+0.0164734j -0.00311784+0.00691899j -0.0258289-0.000292702j 0.0179425-0.0402999j -0.00839385-0.0119387j -0.0110053-0.0338682j -0.0222821-0.0106497j -0.0441953+0.0155784j 0.00127252-0.0151074j -0.0204937+0.00504513j 0.000780645+0.0202721j 0.0190509-0.0171635j -0.0208983-0.0138676j 0.00219573+0.00721898j 0.0217277+0.0240376j 0.00285621-0.015131j -0.00993419+0.010814j 0.0127041-0.0131726j -0.0152479+0.00308645j 0.0200278+0.0157045j -0.0122596-0.00744898j 0.0171196+0.0132239j 0.0115282-0.0126864j 0.0285403-0.00123182j 0.00115541-0.0316565j 0.00350263-0.0164951j -0.00309578-0.0199003j 0.0265266-0.00464604j -0.0310093+0.0195259j 0.0262872-0.00214443j 0.0026615-0.00948463j 0.0111753-0.00425663j 0.000482099-0.00505463j 0.0357818-0.0290157j -0.00509138-0.0410127j -0.0237807+0.00937253j -0.0010288+0.0027986j 0.0142636+0.0246749j -0.0103217+0.00412497j -0.0123023-0.013878j 0.00962783+0.0489913j 0.0299701+0.0118225j -0.00478666-0.0115133j -0.00511682+0.0203182j 0.00834854-0.0209846j -0.00750596-0.0122365j 0.0112296+0.0174145j -0.0133755+0.0424542j 0.000733722-0.0180433j 0.011686+0.0136204j -0.00437547-0.0121476j 0.023172-0.00129845j 0.0282821+0.00832919j 0.0269348+0.00169707j -0.00603672-0.00312229j 0.00434324-0.00688556j 0.0400803+0.0320849j -0.00272501+0.0297574j 0.0101442-0.00292905j 0.00131425-0.0293741j -0.00450175-0.0188752j -0.0470141-0.00329601j 0.0070528-0.000844225j 0.000375195+0.0251242j -0.00100732-0.0149904j 0.00507216-0.00410122j -0.0193998+0.0017537j -0.00353552-0.00273096j 0.00215901-0.00279391j 0.00227671+0.0157784j -0.00199218+0.00747757j -0.00509923-4.72244e-06j -0.00686939+0.000265209j 
0.0309209-0.0090639j -0.000437813-0.00613622j -0.101391-0.00129271j 0.0108517-0.0128531j -0.0198948-0.0195314j -0.00493213-0.000258189j -0.029039+0.00204595j 0.0224307-0.0271023j -0.01502-0.00525628j -0.00243048-0.0323661j -0.017523+0.00118102j 0.0196015+0.0434585j 0.0259858+0.0474797j 0.0338906-0.0553543j 0.0375564-0.00709024j -0.0480535+0.000690241j 0.0302119-0.0277308j 0.029806-0.0359191j 0.00453973+0.0300824j 0.0444156+0.0206447j -0.0324492-0.0199732j -0.0290495-0.0142331j 0.0534077-0.0364834j 0.0253623-0.0172087j -0.0146613-0.0148749j -0.0270258-0.00103428j -0.000542168-0.0224036j 0.0028039+0.0288122j 0.00648708-0.0068645j 0.0109199+0.0378755j 0.0105628-0.0187332j 0.00981409-0.0102955j 0.0362508+0.0391744j -0.00659719+0.0123186j 0.0363666+0.0299597j 0.0184302-0.00223048j 0.00984587-0.00583914j -0.0115986-0.0273019j 0.0297299+0.0041471j 0.0052806-0.000824684j 0.00547737-0.0177654j -0.0092419-0.0129893j 0.0192509-0.00389843j -0.00703596-0.0137627j 0.00505926-0.0218363j -0.00407794+0.015661j 0.00721034+0.0148409j -0.00519582-0.00995612j 0.00781109-0.0119745j -0.0260389+0.0109986j -0.00363161-0.0293521j -0.0265503-0.0212579j 0.00845914-0.0140606j -0.00589197+0.00587337j -0.0146376+0.0332699j 0.0134052+0.00917438j 0.0311814-0.0178225j 0.0113492+0.0541723j 0.0141632-0.000826773j 0.00775202-0.0162543j -0.0264142-0.011117j -0.00119137-0.0438964j 0.00828877-0.0126192j 0.0373706-0.0129202j -0.00464088-0.0412167j -0.0124987+0.0118064j 0.0122542+0.0235053j -0.00285711-0.00675662j 0.00017072+0.022372j -0.0156086-0.00494677j -0.0277358+0.014017j 0.0418026-0.0492755j 0.0401745+0.0237774j -0.0285249+0.00899712j 0.0595615-0.0175122j -0.0268376-0.0157632j -0.00719889-0.0163773j 0.00395038+0.018823j -0.014573+0.0128191j 0.00377595-0.0135779j -0.00915926-0.0276238j 0.00739645-0.0129928j 0.0103675+0.0213039j -0.00061009+0.0020606j -0.00460774+0.0362989j 0.0231444+0.0167087j 0.00860849+0.00388893j -0.0209042-0.00364525j -0.0110545+0.00228727j 0.0324797-0.0102065j 0.00542211-0.0504252j -0.00939144+0.00134974j -0.00992239+0.0141614j 0.0366669+0.00908709j 0.0169994+0.0531787j -0.0153072-0.00650513j 0.00470756+0.00281684j 
0.00600813-0.000526016j -0.00473732-0.00683456j -0.0179742-0.024837j 0.0177807-0.0190779j 0.00508028-0.0141656j 0.0145396+0.00552082j 0.00885789-0.0344613j -0.027274-0.0119382j -0.027312+0.0124319j -0.0210697-0.0107825j -0.0234738+0.00434116j 0.0369616-0.0120112j -0.0102866+0.0168523j -0.000605015-0.0200663j -0.0253719+0.00933496j -0.01947-0.0200985j -0.0165216-0.00997997j 0.00209407+0.00759885j 0.00952206+0.0125134j 0.00478196-0.0199736j -0.0149595+0.0127957j 0.00239364-0.00536618j -0.0135057+0.00169921j 0.0103047-0.000366685j -0.00124958+0.032445j 0.00835348-0.0225491j 0.00264202-0.0300438j 0.0184212+0.00939248j -0.0112031-0.00197404j -0.029908-0.018599j -0.00695239-0.0119664j -0.0201005-0.0193018j 0.00597038-0.00516601j -0.00325349+0.00441302j 0.00845873+0.01831j 0.0231439+0.00293719j -0.0195295-0.0309224j -0.00904691+0.00941047j 0.0127283+0.0122331j 0.0181172-0.0130484j -0.0122386+0.00258173j -0.00664608-0.0116983j -0.00688809-6.09465e-05j -0.00938414-0.00415946j -0.0167617-0.0191095j 0.000740848+0.00987395j -0.0105056-0.0073026j 0.0143165-0.00618507j -0.00957966-0.0102005j 0.00629946+0.00814571j -0.00463857-0.0248517j -0.00444546-0.00888015j 0.00433035+0.0081287j -0.00452692+0.00368762j -0.000546806+0.00217784j 0.0183632-0.00927913j 0.00818975-0.0278726j -0.00873246-0.00619083j 0.0024095-0.0339162j -0.0164468-0.00497822j -0.0152043-0.00274766j 0.00452088-0.0153974j 0.027554+0.00185359j -0.0262707-0.000427307j 0.000868184+0.0177966j -0.0120785+0.0148358j 0.00185189-0.00131693j -0.0259471+0.00870388j 0.00677698+0.00153397j 0.00597247-0.00392939j -0.0116002-0.000484173j -0.0185798+0.0179694j 0.0128046+0.011481j -0.014638-0.00342609j 0.0222487-0.0137464j 0.0179202-0.0150813j -0.00512719-0.0130561j 0.00437252-0.00456578j -0.0138675-0.00589337j 0.00752994-0.0177418j 0.0175518+0.00183378j 0.0243495+0.026625j 0.00796281+0.0352423j 0.00863551-0.0118213j 0.0110796+0.00105669j -0.0203816-0.00324562j -0.00501121-0.00711126j 0.00622402+0.00999376j -0.00300511-0.00546845j -0.00401396+0.00433691j -0.00827142+0.00076331j -0.00317412-0.00102275j 0.00485451+0.00384826j 0.0138057+0.00732973j 0.00537561+0.0162207j -0.00937115+0.00060645j 0.00374583-0.00482975j 
