0.0299371-0.0125597j 0.00385794-0.0264396j -0.0381018+0.0769024j -0.029177+0.00823474j 0.0164421+0.0121857j -0.0109754-0.00803665j 0.00508291+0.0252931j 0.079553+0.00403094j 0.013778-0.0031237j 0.0081102-0.0271616j -0.00947012-0.0190209j 0.0239054-0.0104801j 0.00991989+0.0157682j 0.0107042-0.0202596j 0.0332777-0.0342079j 0.0210794+0.00576806j 0.0224705-0.000533736j 0.00105354+0.013177j -0.00290737-0.0105667j 0.0205218-0.0234027j -0.0174373+0.0082608j 0.00632101-0.00558715j 0.00384398+0.0318551j 0.0121815+0.025842j 0.0298835+0.00215512j 0.0136704+0.00916336j -0.00184896-0.0198607j -0.039339-0.00289855j 0.000988309+0.00527657j -0.0411416+0.0161467j -0.00880403-0.00411926j -0.00806485-0.0123166j -0.0284374+0.00485806j 0.0160693-0.00148905j 0.00883963+0.017945j -0.00962028+0.0242279j 0.00721466+0.00481735j 0.0095834-0.0011472j 0.0139825-0.000177253j 2.11052e-05+0.00788294j -0.00511757-0.00954257j 0.0163997+0.0163163j -0.000940471-0.00892698j 0.00426575-0.0056342j 0.0013133+0.0130989j 0.00842077-0.00681709j 0.0136265-0.0038618j -0.0155021-0.015047j -0.00513091+0.00615811j -0.00828437+0.00411286j -0.0173622+0.00309366j 0.00910425-0.00554151j -0.000763949-0.00518357j 0.0176819-0.00908236j 0.00369885+0.00337249j 0.0167735+0.021927j 0.0306658-0.012253j 0.0253263-0.0180322j 0.014385+0.00578461j 0.014106-0.0182038j 0.0125837-0.00589991j -0.0115904-0.0364649j -0.0152149+0.0103635j -0.00722478+0.0159672j 0.00867709-0.0043513j 0.0348161+0.00363151j -0.00622808+0.00270619j 0.0316307-0.00851287j 0.00273301+0.0326766j -0.0215927+0.00673569j 0.018807-0.0383489j 0.0336629+0.0110019j -0.0221124+0.0186806j -0.034531-0.0390703j -0.00846322+0.00953365j 0.0377145+0.0133083j -0.00851827+0.00291107j 0.000640858-0.029698j 0.0287236-0.00121798j -0.0134649-0.0181368j 0.00189546+0.039239j 0.00602575+0.00836987j 0.0406658+0.0173463j -0.0379875+0.0539557j -0.0102303-0.0613627j 0.0479706+0.00844351j -0.0295764-0.0334707j -0.0283566-0.0323122j 0.0417402+0.0178649j 0.0497156-0.0185331j -0.0337742+0.00655307j -0.000385517+0.00758479j 0.00410933-0.00416163j 0.00366509-0.0829103j 0.16896+0.0171022j 0.00833508+0.027046j 0.0440472-0.0186211j 
-0.0282786+0.00192177j -0.00329318+0.00286842j 0.0538887+0.0113021j -0.00858147+0.048439j 0.0150112-0.00538305j -0.0189012+0.0115713j 0.012108+0.0292684j 0.011272-0.00314918j 0.012466-0.0352125j -0.0162781+0.0248651j 0.00573112-0.0205239j -0.0265806-0.0161206j 0.0175278-0.0178088j 0.00896049+0.0196932j 0.0134367+0.0243828j 0.00103682-0.0234675j 0.0121018+0.0255015j -0.0124931+0.00222673j 0.00409778+0.0214066j 0.00368821+0.00126697j 0.00234834+0.00812453j -0.0288942+0.0095178j 0.005121-0.018164j -0.0224245+0.0044638j -0.0179397+0.0149616j -0.0113642+0.0234887j -0.0285475-0.00820291j 0.0200745+0.00302345j -0.0151636-0.0151505j -0.024235+0.000320009j -0.0117818+0.0167744j -0.000162875-0.00591326j 0.00401602-0.0108564j -0.00616785+0.0110988j -1.75897e-05-0.0185449j -0.000377984+0.0182052j 0.00790716-0.0188293j 0.0048113+0.0142933j 7.67467e-05-0.0046777j 0.00779929-0.00745773j 0.00219933+0.00159619j -0.00239501-0.0126702j 0.0021473+0.00596722j -0.00640137+0.00662593j -0.00727298-0.00635844j -0.0225889+0.00773534j 0.0122699+0.0101971j 0.00404822-0.00386821j 0.0135419-0.0146523j -0.0207944-0.0163469j 0.00830568-0.0185979j -0.00157833-0.0211025j 0.00753592+0.0142321j -0.0138929+0.0261839j -0.00954827-0.0170483j -0.00166556-0.00850908j -0.0264378+0.00471439j -0.0120501+0.0066364j -0.0206553+0.0040776j -0.00553952+0.00785622j 0.0195507-0.010374j 0.0209905+0.00578769j -0.0183721-0.0127113j -0.00255169-0.00397326j -0.00489314+0.00332319j -0.00492922-0.00909652j 0.00177491-0.00178074j 0.00920601-0.0186993j 0.0165282-0.0295799j 0.0109754+0.00113347j 0.0210283-0.0106821j -0.00121394-0.00508592j 0.0112271-0.000454567j 0.0137751+0.0218578j 0.00293006-0.0152263j -0.00866046-0.00350536j 0.0181637+0.0167836j 0.0100274+0.0072041j -0.0238967-0.0133336j 0.00546738+0.0226437j 0.0109751+0.0120683j 0.00259094+0.00737227j -0.0151626-0.026007j 0.00515293-0.012431j 0.00481767+0.0128719j -0.0263923-0.00628134j 0.0361482-0.00667752j -0.0150713+0.024583j 0.000675314-0.00638119j -0.0188474-0.0062474j -0.0274747-0.0191188j -0.00561061-0.00229304j 0.00552617+0.00378089j 0.00339598+0.00339061j -0.0176655-0.00150545j 0.00263835+0.00654129j -0.00730493-0.00138475j 
-0.00550465+0.00471322j -0.00366329+0.00696475j 0.00583304+0.00527132j -0.0156804-0.011552j -0.00588393+0.00279096j -0.00241247-0.011249j 0.0114491-0.0141758j -0.0175509+0.0318427j 0.0177111+0.03962j -0.0157407+0.011545j 0.00261151+0.00377268j -0.0141894-0.0295365j -0.0159914-0.018729j -0.0225499+0.0170877j 0.0033707+0.0412365j 0.0162505-0.00576912j 0.00997497+0.00526532j -0.00782519+0.0189217j 0.00499131+0.00769005j 0.00136743+0.00279291j 0.0193128+0.00429023j -0.0202259+0.00767912j 0.00150593-0.00634707j 0.00896659-0.0062132j -0.0177017-0.0178734j -0.02817-0.0075963j 0.0113192-0.00428279j 0.000230005+0.00709717j 0.00163499-0.0189333j 0.0208425-0.0213823j -0.00797225-0.00444996j 0.0051408-0.0157931j 0.00942841-0.0143069j -0.00665548-0.0147701j -0.00454273-0.00132942j 0.00989107-0.000151507j -0.0222401+0.000542111j 0.0111554-0.00366583j -0.00194879-0.000857376j 0.00434445+0.00119065j 0.0209861-0.0177066j 0.0170507-0.000870565j 0.00838871+0.0135356j -0.00824273+0.0145379j 0.0226251-0.00587041j -0.0182997+0.00394539j 0.00185375-0.0144409j 0.0105088+0.00698219j 0.0100078-0.00100186j -0.00665909-0.00295906j 0.0151561+0.00717844j -0.00974892-0.00335627j -0.0143368-0.00807762j 0.00253927-0.00802044j 0.000405449-0.00711995j 0.0245052-0.00348133j -0.00638212-0.00166086j -0.00414057+0.0134807j 0.0149752-0.00858026j -0.0111254-0.00861375j 0.00824533-0.0291668j 0.0113576-0.014042j -0.00195458-0.00402244j 0.00338339-0.0129764j -0.0102468-0.0139825j 0.00908626+0.0043477j -0.0211597+0.0020512j 0.0183159+0.00614908j 0.00542017-0.0107513j -0.000970777-0.00573752j 0.00244901+0.000974467j 0.00458297+0.00914643j 0.0101628-0.0275885j -0.0146779-0.00150115j 0.000765406-0.00665352j -0.0191066+0.00375082j -0.0145777-0.000831306j 0.0197827-0.0179788j -0.00367326-0.0136498j -0.00328559+0.00584306j 0.0182705-0.00331641j -0.0144227+0.0122293j 0.00533028-0.0109406j -0.00249744-0.0158672j 0.00664664+0.00145908j -0.0314448-0.00659314j 0.00923477+0.000553896j 0.00823864+0.0161581j -0.0120024+0.00666285j 0.00845131-0.00259273j -0.00751718-0.00653635j -0.00488894+0.00140633j -0.00973747+0.00770124j -0.000234239-0.00148574j -0.0195454+0.00529464j 0.00261715-0.00276306j 0.00243117-0.00257409j 
-0.00756543+0.00433924j 0.00240246-0.00420075j 0.030955-0.0129645j 0.00724631+0.00770437j -0.0121138-0.0063575j 0.0162382+0.00920263j 0.0033215-0.0136042j -0.0413906-0.00657649j 0.0326194-0.0168448j 0.0183047-0.0168752j 0.00915547-0.000905573j -0.0266613+0.00808025j -0.0275668-0.041119j 0.0187305-0.0194333j -0.0219159+0.0233803j -0.026319+0.00128711j 0.00870146-0.0250173j 0.0340346-0.0282845j -0.0149284-0.00867921j 0.0142167+0.000911809j 0.0299696+0.0169658j 0.0574436+0.037789j -0.00243182-0.00633974j -0.0265398-0.0301283j -0.021873+0.0062776j -0.0120342-0.0125757j 0.0194177+0.0163035j 0.0273225-0.00362727j 0.00323286+0.0275439j 0.0400361-0.0196679j 0.0122796-0.00111465j 0.0175752-0.0142807j 0.0148501-0.0299006j 0.00614942+0.0123822j 0.0199466+0.0168401j 0.0107756-0.0271834j 0.0199861-0.000170381j -0.00723975-0.00154116j 0.00951908-0.0175871j 0.00106256-0.0401481j 0.0117884+0.0130464j -0.00524603+0.0207113j -0.00444532+0.0226551j -0.0154829+0.000172178j 0.0162871+0.0264193j 0.016559-0.00179925j -0.0179315-0.0146032j 0.0204856+0.0401936j 0.0106642+0.0188155j 0.025738-0.0351653j 0.00945594+0.023386j -0.0135807+0.0275498j 0.0168855+0.00434123j -0.00434467-0.0265728j 0.00740821+0.0166591j -0.00584502-0.0261542j -0.0230851+0.00216456j -0.0118855+0.0195078j 0.0293153+0.0181735j 0.00498453+0.00231022j -0.0256882+0.00900331j -0.0165691-0.00999573j 0.0137579-0.000428228j 0.00760215+0.0108123j -0.000482591-0.0467103j -0.00213663-0.0482296j 0.0027578-0.011751j 0.00752238+0.00397834j -0.0119723-0.00699353j -0.00571148-0.0331147j -0.0101762-0.00418897j -0.0233256-0.0111024j -0.0343492-0.00956002j -0.00216216-0.00872263j -0.00257783+0.0267687j -0.0197146-0.00965862j -0.00283766+0.0220914j -0.0253742+0.00382507j -0.0115167-0.0114671j 0.00797963-0.00291116j -0.0290665-0.0282594j 0.00779834+0.00841562j -0.0156251-0.00765994j -0.0112639+0.0173229j 0.0277326+0.0254046j 0.0238665-0.0130803j -0.0381508-0.00200807j 0.0401987-0.00365513j 0.0112649+0.0121452j -0.00643196+0.0132623j 0.03051+0.0205886j 0.00355868-0.00589188j 0.00404985-0.00813475j 0.00629225-0.000783045j -0.0251608-0.0299818j 0.00111341+0.00894588j -0.00785709-0.00381824j 
-0.00107442-0.00691925j 0.0281096+0.00154377j 0.01455+0.0423611j -0.0532563-0.00849593j -0.0194255+0.00634486j 0.0148687-0.00922568j 0.0131248+0.00696613j -0.0323483+0.0401957j -0.00583576+0.0292895j -0.0250768-0.0215919j 0.0276738+0.0195675j 0.00364351-0.0397916j -0.0365354-0.0373962j -0.00219377-0.019744j 0.000887358+0.00570061j -0.0103445-0.00120369j -0.027771+0.0181621j -0.0108863+0.0155326j -0.024104-0.0150842j -0.0132937-0.0431927j 0.0277106+0.0415422j 0.0332407+0.0129891j -0.0172833+0.0254129j -0.0320952+0.0136958j 0.017896+0.0198429j 0.00713079-0.0120196j 0.0117933+0.0009405j 0.011159+0.00326117j -0.00248559-0.0116447j -0.00337248-0.0195864j 0.0101962-0.0226283j -0.01465-0.0280785j -0.0194804-0.00842099j 0.00790174-0.00285682j -0.0320394+0.0478718j 0.00702776-0.0112442j -0.0115995-0.0251313j 0.0145411+0.017467j -0.00894072-0.014239j 0.00561709-0.0169663j -0.0033574+0.00523614j 0.00128833+0.0187717j -0.0194476+0.0222687j -0.000491024-0.00527195j 0.00693737+0.0340691j 0.0166912+0.0205384j -0.024315-0.0275971j 0.0220522+0.043201j 0.00621091-0.0228845j 0.0397999+0.00993373j 0.0013506-0.0331859j 0.0346194-0.0188883j -0.0036367-0.0170238j 0.00570297-0.0297558j 0.00840068+0.0267414j -0.00489815+0.0103614j -0.0321187-0.0370058j -0.0207267-0.0156523j -0.00346421-0.00116777j -0.00747151+0.034491j -0.00497896+0.0149551j -0.026395-0.026548j 0.00537367+0.00310388j -0.0170209+0.00871432j 0.00523046-0.0129375j -0.0174096-0.025002j 0.00609221-0.0065672j -0.019062-0.0165878j -0.0047742-0.0283906j 0.0145768-0.0366708j 0.00595674-0.01807j -0.0488282+0.0405377j -0.00603333-0.00755336j 0.00361132-0.0365193j -0.0165039-0.0161948j 0.00134372-0.0240391j -0.0288134+0.0150795j 0.00737224+0.00250108j -0.00880515-0.00609043j 0.00544284+0.0267676j -0.0205184+0.010647j 0.0286975+0.0321307j 0.00607971+0.0223307j -0.0347711+0.0238723j 0.0107322+0.0105192j -0.0203734-0.0194782j -0.0124412+0.00741417j 0.0318814-0.00754313j -0.00181387+0.00365806j -0.0252255+0.0357521j -0.0016946-0.00434307j 0.00380153-0.00357758j 0.00926789-0.000361035j -0.00185818+0.00237255j -0.00280574-0.00627496j 0.00410049-0.00101477j -0.00132723+0.00962329j 
-0.0110521-0.00445768j -0.0110661+0.0102575j 0.0588772+0.000933201j -0.000899126-0.00430177j 0.017257+0.000238075j 0.00261964+0.00644916j 0.0283167-0.0159444j -0.0225985+0.0170091j 0.00360847+0.0225739j 0.0546044+0.0063792j 0.0225398-0.0113335j 0.00392592+0.0074982j 0.0250235+0.00910777j -0.0132946+0.0564441j -0.0385005+0.00118203j 0.00660527-0.031326j -0.0562793+0.0125491j 0.00188514+0.00821983j 0.0229678-0.0276722j -0.0158454-0.0109979j 0.0152833-0.0329525j 0.0136197-0.000572347j -0.0223774+0.00283323j -0.023659+0.0138618j -0.000439755-0.00895616j -0.00753243-0.020042j 0.0280899-0.00995942j 0.0163703-0.0024218j -0.00295052-0.0294372j 0.00342471-0.0184917j -0.00156214-0.00697653j -0.0241786+0.00330179j 0.0115909-0.0291534j 0.00308238+0.0100144j -0.00420252+0.0178696j -0.00704455+0.00262287j -0.0260312-0.010615j 0.0109518+0.0120059j -0.00908294-0.00831898j -0.0130411+0.0126767j 0.0108925+0.0199919j -0.00106107-0.00452205j -0.00835137+0.0203346j -0.0217536-0.00149903j 0.000759782-0.00345341j 0.0029383-0.0212169j 0.00189657-0.00701762j 0.0217438-0.0061189j -0.0150126-0.00570605j 0.0304227+0.000294668j -0.0123718+0.0177033j 0.00637748-0.0056578j -0.0100315+0.0130109j 0.00254939+0.00298449j -0.00627789-0.00943741j -0.0213283-0.00893064j -0.0158645+0.00406712j 0.0086307-0.041245j 0.0114671-0.0349686j -0.00288911-0.00537156j 0.0205888+0.0154264j 0.0232432+0.0266896j 0.0292007+0.00557316j 0.00834545+0.00448116j -0.00994757+0.0496605j 0.0122265+0.00664065j 0.003122-0.0044415j -0.0254894+0.00167964j -0.00303964-0.00422707j 0.038814+0.024173j -0.013794-0.0040425j -0.026965+0.0383059j -0.0112404-0.00985918j 0.0290082-0.0111614j -0.0164699+0.0152559j 0.020397+0.0100497j 0.0105804+0.00144045j -0.0167919+0.00390455j 0.0570194-0.00654331j 0.00860319+0.0215474j -0.00778593-0.0171043j -0.00325523+0.0182101j 0.0104506-0.00160538j 0.0200239+0.00714982j -0.024905-0.0324483j -0.0022529-0.00120567j 0.0242589+0.00554949j 0.0205077-0.0278219j 0.005937-0.00242277j -0.0100525+0.00167314j -0.0111756+0.00189865j 0.00576353+0.00823468j 0.00797893-0.00104486j 0.00627978-0.00244638j -0.0022014-0.00016206j -0.00200642+7.75224e-05j 0.00159508-0.000765169j 
0.0133248+0.0099242j -0.0141114+0.00984838j -0.0156174-0.0304313j 0.0376859+0.00958439j 0.00318631-0.022522j 0.0205978-0.00494325j -0.00862089-0.017984j -0.000428444-0.0348647j -0.023032-0.0279226j 0.000276047+0.0102553j -0.0363617+0.00724711j 0.00699812+0.00169095j 0.00719803+0.0264826j 0.0172921-0.0244036j -0.00882132-0.00112033j 0.00502103-0.000753565j 0.0136967-0.0119534j 0.00452572+0.00337425j 0.0438462+0.0144069j -0.0221874-0.0145077j -0.0317739+0.0106867j -0.00720313-0.00464631j 0.00435495-0.0166977j 0.0101031-0.00324261j -0.0106084+0.0319987j 0.00925715+0.00402629j -0.00862505+0.00926292j 0.00816763-0.00356393j -0.0155843-0.00676808j 0.000300397-0.000915899j 0.00357947-0.0194191j 0.00135067+0.00594157j 0.00952+0.028407j -0.0184163-0.00101952j 0.00647282+0.010906j 0.00716398-0.0136221j 0.00273866-0.000568426j -0.0227206+0.0135872j 0.0103828+0.0245303j 0.0108632-0.0209137j -0.00574051+0.0154263j -0.0133189-0.0191899j -0.0184635-0.00155523j 0.0163766-0.00225782j -0.0221225-0.000180832j 0.00539742+0.0123789j 0.0100908-0.00328089j -0.0178401-0.00909113j 0.0066865-0.0107634j 0.00520086+0.00788583j -0.0188411-0.0202311j -0.0128303-0.00398942j 0.00451626+0.000198175j 0.0128287+0.0068842j 0.0167087-0.00828362j -0.0130625+0.00719208j 0.00301824-2.55885e-05j 0.0217869+0.00155861j -0.00983497-0.0139397j 0.0124282+0.0166586j -0.02853+0.018213j -0.0079881+0.014188j 0.0211666-0.0126486j 0.00224256-0.0113648j 0.0179692+0.00208328j 0.0197861-0.00692905j 0.0152183+0.00495467j -0.00986831-0.00489861j 0.00753271+0.0034798j -0.00202524-0.00532792j -0.0127492+0.0171383j 0.00928285-0.0317558j -0.0190712+0.0165477j 0.0211785+0.00464965j 0.00559228-0.0304426j 0.00430769-0.00709201j 0.000391119-0.00810483j -0.00374628+0.0149453j -0.00616773+0.00828243j 0.00580108-0.013892j 0.0303156+0.0105016j 0.0182408-0.00634577j 0.0177006+0.0162517j -0.00626005-0.00335665j -0.00196964-0.00175387j 0.00254785-0.0034725j -0.0370817+0.0099871j -0.00108794+0.0195918j 0.022132-0.0300688j 0.0129221+0.0235358j 0.0147821+0.00819961j 0.00494609-0.00815309j 0.00791339+0.00391984j -0.00793481+0.0145154j 0.00470337-0.0124644j -0.00156995-0.000730748j -0.00379195-0.00898938j 
0.00877567-0.00269435j 0.0219329+0.00771436j -0.0243207+0.0251669j -0.023583-0.0365589j -0.00658817-0.00654672j 0.0159343-0.0263273j -0.0345198+0.00620198j -0.0303128+0.0437262j 0.00334202+0.0456155j -0.0104845+0.007433j 0.0243456+0.0459771j -0.0135108-0.0362974j -0.0175934-0.00672109j -0.0504676+0.015963j -0.000351618-0.000861225j 0.0268953+0.0288535j 0.00981315-0.00527133j -0.0273483+0.0598065j 0.0119455-0.0213063j -0.0332321+0.018339j 0.015491+0.00164724j -0.0180826-0.0177528j -0.0020783+0.0327008j -0.00136187+0.013445j 0.0315068+0.0167491j 0.0178323-0.00367582j 0.000754606+0.0326379j -0.0314996+0.00575476j 0.00881296+0.00853799j -0.00225462+0.0174941j 0.0119283-0.00283867j 0.0102996-0.00476238j -0.0106175+0.00757709j -0.00807297-0.0158587j -0.0295851-0.0328819j -0.00153991+0.0345455j 0.0129214+0.0101982j 0.0175485-0.00339708j -0.0436374+0.0106916j -0.00734321+0.0061625j -0.0161369+0.00506887j -0.00698786+0.017331j -0.00620693-0.0315711j -0.00795449-0.00584537j 0.00476452-0.00735637j 0.00477227-0.0115543j -0.00986916+0.00917438j -0.0267265-0.0107876j -0.000323913+0.014412j -0.00747154+0.0164577j -0.0112473-0.0172285j -0.0194951+0.0129225j -0.00765814-0.013003j -0.00811368-0.015618j 0.0106763+0.00717967j 0.000716043+0.0271678j -0.00706943+0.00625272j 0.0049637-0.0115633j -0.00257447-0.0038354j 0.00360651-0.00617187j -0.00192513-0.0149576j -0.0132754-0.00958059j -0.0166502-0.00838971j 0.0112343+0.00693348j -0.011218+0.00386056j 0.00259821+0.00941795j 0.00186239-0.00927378j -0.00214091-0.000452995j 0.0125764-0.00707013j -0.00873499+0.0184754j -0.00621117-0.00251647j 0.00763221+0.0099794j 0.00291406+0.0103198j 0.000709278-0.0213078j -0.0239187-0.0135888j 0.0107084-0.00789629j -0.0113596-0.009704j -0.0123005-0.0225038j 0.00683511-0.00835644j -0.0124134-0.0106249j 0.00748713-0.000501273j -0.0119781-0.0061888j 0.0270011-0.00959717j -0.00550705+0.000530815j 0.000878409-0.0128416j -0.0120908-0.0037834j -0.00543122+0.0112915j 0.00641779+0.000966279j -0.0119532-0.0275823j 0.0375665+0.000922677j 0.00258063-0.00464009j 0.00248317+0.00363959j -0.00194455+0.00410632j -0.0156505-0.00565399j 0.00433064-0.00528645j 0.00662009-0.00559965j 0.00718876-0.00361412j 
0.0376622+0.00972788j 0.00125521-0.00915171j -0.0904374-0.0233858j 0.0273505-0.0493683j 0.00739877-0.00868986j -0.000761031-0.00609733j -0.00128544-0.0522058j 0.0657322+0.0378425j -0.065233+0.0306297j 0.0238705-0.0412958j -0.0336779+0.0327261j 0.0357239+0.0409763j -0.0313645-0.0018413j 0.0170952-0.0286924j 0.0161814-0.0142575j 0.00157178+0.0699028j -0.000260468-0.017245j 0.00647121-0.0155832j -0.0284129-0.0262766j -0.00123644-0.00119804j -0.00593122+0.0116985j 0.0123274+0.00983805j 0.0170058+0.0153296j 0.0171902+0.0203982j 0.0112879-0.0559754j 0.0197855-0.0469991j -0.01549-0.0203979j -0.0379295+0.032128j 0.0270471-0.0228624j -0.0380678+0.017452j -0.0126642-0.019689j -0.0243172-0.0125817j 0.0132608+0.0130242j -0.00673938-0.0172145j 0.0157987+0.01591j 0.00901113+0.0178j -0.00689061-0.00913714j 0.0119475+0.0110707j 0.0455974-0.0224015j -0.0193238+0.017652j -0.005525-0.00686154j 0.0172341+0.0255827j 0.0164832-0.0201547j 0.0104103-0.0188342j 0.000289041+0.00526497j 0.00244459-0.00347394j 0.0115999+0.00621681j 0.0154871+0.0139424j -0.0310163+0.011975j -0.0182992+0.0240796j -0.00297294+0.00819706j 0.0390859+0.0235782j 0.00195132+0.00347805j 0.017295+0.0150878j -0.000446349+0.0352686j 0.0272957+0.0140862j 0.0122416-0.021114j -0.00495339-0.00453293j -0.0168835+0.0278112j -0.00396812-0.00997311j 0.029254+0.00505226j -0.0295707-0.0239848j -0.027336+0.00544631j -0.0164659+0.0231264j 0.00604645+0.0079222j 0.0190042+0.0252945j -0.023503+0.00471099j 0.0341994-0.0204373j -0.00376332-0.000763832j -0.00722877+0.0109414j -0.0175376-0.00614691j 0.0151446+0.0132927j 0.0201656-0.00681024j -0.0274764-0.0232423j -0.00745075+0.0295575j -0.0222904+0.0568782j -0.0180467-0.0161898j 0.0181332-0.00305771j -0.0235006-0.00582448j 0.00543737-0.0241436j 0.0152932-0.00433618j -0.0136994+0.01134j 0.00340173+0.0194293j -0.00208034-0.00566173j -0.0176009-0.00408443j 0.0223384-0.0339681j -0.0253856+0.000295989j -0.0470072-0.018854j -0.000774189+0.00649509j 0.0612425-0.00482736j 0.0343301+0.0472763j -0.00203798+0.0125441j -0.0363296-0.0137706j -0.0461559-0.00982247j 0.00627817-0.0300858j 0.0133311-0.00966748j 0.00198301-0.0102123j 
-0.0190095+0.000840962j -0.00500639+0.00439614j 0.0689853-0.00906276j 0.0080259+0.0192549j -0.00905209+0.00710001j 0.00424713-0.0133339j 0.0246521-0.0172434j -0.0138998-0.0554211j -0.0120109-0.00882181j -0.0160834+0.0116883j -0.00264692+0.00329157j -0.00369727-0.0189345j 0.0200696+0.012119j -0.0316481+0.0365346j -0.0289897-0.0306453j 0.00801851+0.021547j -0.00980474+0.0363864j 0.00752899-0.00278368j 0.0315625-0.021267j -0.0323459+0.00315922j -0.000944036-0.0271905j 0.0302008-0.0272814j -0.00387974+0.00492555j -0.0144407-0.0185474j -0.00159194+0.00219523j -0.00693064+0.0136546j 0.00735478+0.0129706j 0.0103545-0.0195266j -0.00672461-0.000540902j -0.000749807-0.0103915j 0.00438396-0.000228668j 0.00530516+0.0238518j 0.0076068-0.0142331j -0.00434009+0.0103166j -0.00552301+0.00191987j -0.0211258-0.0110008j 0.00129439+0.0200019j -0.0138928+0.0127931j 0.0123+0.0084217j -0.00698724-0.00802947j 0.00120841+0.0322868j -0.00203386-0.0258129j 0.0103573-0.020182j 0.00819997+0.00790042j -0.0202541-0.0078938j 0.0055602+0.00256194j -0.005004+0.0124095j 0.00721255-0.0110826j -0.0139568-0.00967129j 0.00786571-0.00766738j -0.00200586-0.00174972j 0.0115312+0.0105602j 0.000906553+0.0204196j 0.00441534+0.0148717j -0.00143748+0.00736308j -0.0263605+0.00433263j 0.0302459+0.025308j -0.00130423+0.00789029j -0.01345+0.013007j 0.00452371+0.000652372j -0.011444-0.00170533j 0.0157099-0.0087546j -0.00263698+0.0205035j 0.0171048-0.0125081j -0.0399398+0.0194103j 0.00471711+0.0183907j 0.00240382+0.0230507j -0.000304261+0.00976577j -0.0287662+0.00616466j 0.00454468+6.02548e-05j -0.00257787+0.0152259j -0.00585496-0.0194672j 0.00850539-0.013576j 0.0329137-0.00906402j 0.0154683-0.0135821j -0.00227715+0.0204981j 0.00637012-0.0169687j 0.0205226-0.0152091j -0.00289703+0.0103906j -0.00456878+0.0202107j 0.0172148+0.0116474j 0.00198178-0.00958587j 0.00088767-0.0260913j 0.0238878-0.0233257j -0.0173929-0.0320633j 0.00257648+0.013348j -0.00684199-0.00836184j -0.0215071-0.00500002j 0.0139739-0.00931826j -0.0180142+0.00623468j 0.00212213+0.0296162j 0.00926176-0.00472654j -0.00930314-0.00880544j -0.022819-0.00211316j -0.00603031-0.0211245j 0.00239884+0.0116709j -0.00864681-0.00448164j 
0.00283962-0.00692125j -0.02286+0.00256364j 0.000233354-0.0453878j 0.0582476-0.00974718j 0.0345109-0.0089434j -0.0077731+0.0128003j 0.0107656-0.0433089j 0.00203774+0.0112852j 0.022504-0.00744504j 0.00728108+0.015688j -0.0136718-0.0150396j -0.0150734+0.000188831j 0.00846902-0.00454942j 0.0401337-0.0127369j -0.0145818+0.0356848j 0.0197383-0.0389671j 0.0257476-0.0131197j -0.0152043+0.00516046j 0.0209046+0.0201972j 0.0268229+0.000249691j -0.0064892+0.0490357j 0.00601971+0.0287147j -0.0152174-0.0378485j 0.0155098+0.00546584j -0.0341897-0.0122935j -0.0266002-0.0248322j -0.00575843-0.00620201j 0.028782-0.00360977j -0.0233978-0.0141975j 0.00487728-0.00690014j -0.033395-0.00603819j 0.00828257+0.000272339j 0.0128458+0.00892336j -0.0253417-0.00731245j 0.0067338-0.0286496j 0.0411117-0.0170209j -0.0225225-0.0267799j -0.0085627+0.00271025j -0.0108091-0.00578086j -0.00729788-0.0191094j 0.00504524-0.0287959j -0.0220112+0.00332234j -0.030947+0.0233032j 0.0112491-0.00572462j -0.00747164+0.00495692j -0.0167698-0.00944932j 0.0146133-0.00242399j 0.00693179+0.0186852j 0.0205095+0.0102702j -0.0154885+0.0137357j -0.00423216-0.0170412j -0.0500575+0.00948607j -0.00509152+0.00382413j 0.0111413-0.00100001j 0.0104479+0.00343686j -0.00686192-0.0156794j -0.0111585+0.0107032j 0.0425669-0.000239956j 0.0181501-0.0362581j -0.0035117-0.0151964j 0.0114412-0.0058743j 0.0153273+0.0258728j 0.0419525-0.0240673j -0.00690364+0.00636019j -0.0241757+0.00715632j 0.0377585-0.0383653j 0.00211281-0.0047936j -0.00181869+0.000639868j 0.0431745-0.00581831j -0.00623511-0.0135084j -0.0357292-0.0126116j -0.007476+0.00825622j -0.0300998+0.00379112j -0.0149309+0.00268714j -0.00449076+0.0261763j -0.0026476-0.00120194j 0.0298618+0.00463176j -0.0409533-0.0170141j 0.00450552-0.0264948j 0.0060454-0.0382415j 0.00605864-0.0163564j -0.00542642+0.0341158j 0.0123319+0.00355564j 0.00229268-0.0223455j 0.0428627+0.00904592j 0.00193535-0.0104965j -0.0277975-0.0131856j 0.0486795+0.0236125j 0.0336933+0.0214258j 0.024646-0.0367251j 0.0129799+0.0196126j -0.00845736+0.0003592j 0.0207929+0.00325412j 0.0336701-0.0124655j 0.0141484+0.00444608j -0.00829576+0.000182697j 0.00932803-0.000745372j 
