4.8564e-16+0.0935209j -1.75621e-15-0.0280583j -1.47481e-17+0.00969812j 1.26998e-16+0.038375j -2.62018e-17+0.0198695j 1.28956e-17-0.027623j 5.90756e-17+0.0445049j -4.01239e-17+0.026839j -8.15638e-17-0.0565649j 1.72846e-16-0.0818659j -5.05793e-18-0.0368915j 2.03037e-16-0.0420225j 2.18321e-16+0.0197482j -2.95462e-17-0.0383664j 7.21292e-16+0.0754646j -7.07183e-15-0.014054j -4.38847e-17+0.0307063j -1.68085e-16-0.0265056j 1.94838e-16-0.0173502j -4.26441e-17-0.0133244j 4.00583e-16+0.0337887j -4.31913e-16-0.0427022j 2.36584e-15-0.0256078j -1.77979e-15+0.0303782j 2.25654e-16-0.0133642j 3.39391e-17-0.0167944j 8.36588e-17+0.0111656j 7.78042e-17-0.0628324j 2.45544e-15+0.000432781j -5.54653e-16+0.00688796j -1.97323e-17+0.0147736j -4.1872e-17-0.0153804j 5.93492e-16-0.01892j 1.4249e-16-0.00984151j -3.58664e-16+0.0281715j -4.72347e-17-0.0125923j 1.74966e-17-0.000822026j 6.31268e-17-0.00808584j 1.26104e-16-0.0138849j -1.26987e-16-0.010117j 4.73021e-16+0.00951728j -1.62666e-17+0.0323282j -5.78632e-18-0.0239173j 9.90094e-17+0.00137723j 1.52259e-16+0.0181206j 6.68991e-17+0.00281924j -5.21915e-17-0.0180693j -1.87445e-17-0.0324451j 1.86949e-17+0.0127455j 6.69806e-18-0.0368364j 2.28666e-17+0.0171994j -1.43857e-17+0.00654742j 2.44285e-16+0.0435005j 8.02909e-17+0.0154919j 6.34982e-15+0.0143494j 1.40146e-15+0.0593959j 
1.1767e-15+0.0102229j 1.73147e-15+0.022994j 1.46242e-15+0.0194076j -3.68067e-15-0.0528643j -5.05697e-15-0.0764796j 2.66944e-15+0.0380995j 2.76136e-15+0.0334426j -2.63254e-15-0.0343711j 1.6019e-15+0.0291885j -2.10975e-15-0.0220341j 2.334e-15+0.0328282j -1.91761e-16-0.00530082j -3.82225e-15-0.0501923j -1.61923e-15-0.0240766j 4.9981e-15+0.0353852j -9.21599e-15-0.0214955j 4.34179e-17-0.012435j 3.1503e-15+0.0340485j 6.3971e-16+0.00190439j 8.03777e-15+0.113187j -1.02062e-15-0.0106474j 4.2105e-15+0.0670993j -1.01834e-15+0.0267325j -8.05113e-16+0.00182443j -7.57213e-15-0.106461j 4.43757e-15+0.0614758j -2.22617e-15-0.0246481j -6.78119e-15-0.0471017j -1.15056e-13+0.035801j -7.07181e-16-0.015085j 9.41798e-16+0.0193859j 8.23414e-16+0.0290044j -3.84734e-16-0.0126105j 2.1878e-15+0.0210474j -3.2394e-15-0.0541151j 4.39191e-15+0.0691234j -6.66058e-15-0.0816594j -4.79464e-15-0.0173235j 4.64328e-15+0.0521966j -2.24313e-15-0.0323537j -3.73717e-15-0.0467463j -2.15782e-15-0.0130289j 1.42286e-15+0.0357304j 2.15346e-15+0.027647j 1.36008e-15+0.0304834j -4.4036e-15-0.0710667j -4.45513e-15-0.0727056j 1.13031e-14+0.156831j 2.58532e-15+0.0206048j -2.1933e-15-0.0250077j 7.56677e-15+0.105545j -2.54231e-15-0.033963j -4.1163e-15-0.0598228j -3.75738e-15-0.0530958j -5.17359e-15-0.0176926j 6.8308e-16+0.00931632j 
1.58664e-16-0.0382372j -2.63845e-15-0.075627j -2.67438e-16-0.0408384j 2.30024e-16+0.057395j 1.48345e-16+0.00999149j -7.72928e-18+0.0562505j -2.27367e-16+0.122848j -4.83263e-16+0.0480956j -6.03655e-16+0.0451538j 1.15151e-16-0.00564148j 1.66994e-16-0.0209717j -7.0541e-16+0.0474294j -2.95907e-16+0.0943698j -1.14514e-16+0.139557j 1.1521e-15-0.0217305j -8.547e-15-0.0270986j 3.84519e-16+0.00256439j -5.03471e-16+0.0552374j 1.85086e-16+0.00348161j -3.70379e-16-0.0360051j -5.07277e-16-0.0822906j 7.05884e-16-0.00275293j 2.39411e-15-0.0230776j -1.62839e-15+0.0303984j 2.26861e-17+0.00464987j 7.91405e-16+0.0362874j -2.65792e-16+0.0048894j -3.10035e-15+0.0816513j -1.46804e-13+0.0420874j 9.27477e-16-0.0458271j 1.22297e-15-0.157498j -4.87925e-16-0.0130318j -2.74938e-15+0.106829j -5.14078e-16-0.127683j -7.08393e-16-0.00793137j 1.0189e-15-0.064543j -1.82613e-15+0.103311j 2.94775e-15+0.0734955j -9.76831e-16+0.0929972j 2.4065e-16+0.019508j -3.01653e-15-0.113305j -1.78811e-15+0.157202j -7.51125e-16+0.144774j -8.43724e-16+0.0654366j 7.07264e-16+0.0494676j -8.26621e-16+0.00663619j 1.38265e-15-0.182032j 9.71275e-16-0.0929232j 7.72263e-16-0.228384j -1.45915e-16+0.00214528j 6.41554e-16-0.0350759j -8.68414e-16+0.00462821j 2.32564e-16+0.0119514j -5.34579e-16+0.106401j -2.37758e-14-0.097082j -5.37234e-15-0.0144008j 
9.89085e-16+0.0499449j -2.77793e-15-0.0633868j 4.13301e-17-0.0363426j -3.38332e-16-0.0319039j -4.04078e-16-0.0368019j 8.95587e-17+0.0554523j 1.73337e-17-0.00649062j 4.1436e-16+0.0266826j 2.65269e-16-0.0212215j 3.55324e-16+0.000183964j 7.60624e-16+0.0759757j -2.71428e-16+0.0529572j 1.41248e-16+0.0436167j 8.03591e-17-0.034825j 1.88251e-15+0.0071157j -2.20314e-14-0.0611523j 1.68342e-17-0.0540694j 4.14995e-16+0.0275673j -1.82228e-16+0.0229296j 5.14442e-16+0.0507601j 1.1102e-16-0.0261409j 4.74821e-17+0.00473644j -2.4729e-15+0.0323768j 5.07194e-16-0.0175154j -1.75177e-15-0.0811984j -1.57518e-16-0.0394301j 9.17377e-16+0.0851461j -6.16096e-17-0.0273938j 2.59253e-14-0.00690124j 1.01794e-16-0.037921j 8.03255e-17-0.0169332j 5.13962e-16+0.0673594j 1.3939e-15-0.0383228j 9.4288e-16-0.0606132j -3.47031e-16+0.0637119j -1.52471e-16-0.0617453j 3.90349e-16+0.0361423j -2.04597e-15+0.0196486j 1.1634e-15+0.133305j -2.72562e-15-0.091378j -4.0671e-15-0.098369j 3.70089e-16+0.171546j -9.86818e-16+0.00860814j 5.53606e-17+0.0723813j -1.28557e-15-0.100206j 1.09191e-16-0.0435455j -1.1403e-15-0.276904j -1.06139e-15-0.0531657j -3.81359e-16-0.0602874j 2.75801e-16+0.034325j -4.19852e-16-0.0325706j 5.5399e-16-0.0455548j -6.33452e-16-0.0756517j 1.56963e-16+0.0283957j -7.75093e-15-0.0615144j -1.03467e-15+0.127618j 
2.4787e-16-0.0278941j 4.33094e-16+0.00228533j 1.15744e-16-0.00500905j -2.21461e-16+0.0736102j -4.53529e-16+0.0550862j 3.35486e-16-0.0125019j 4.3431e-17+0.0145125j -3.75774e-16-0.0173029j 4.64978e-17+0.0450682j -9.0813e-17+0.000339076j 5.30563e-16-0.0211961j 9.05882e-17+0.00281305j -5.7495e-16-0.0318324j -1.60692e-16+0.00197365j 8.56131e-16-0.00973939j -2.78662e-15-0.00836353j -7.85642e-17-0.0357186j 4.20756e-16-0.0331943j 5.90252e-16-0.0276383j 1.02179e-15+0.00389776j -2.57541e-16+0.0110996j 7.72736e-16+0.0603041j -5.1376e-15+0.048845j 5.19118e-17-0.00244607j -1.40307e-15-0.02362j 3.6318e-16-2.31616e-05j 5.86562e-17-0.0137236j -4.51666e-15-0.00970166j -2.24422e-13+0.06706j -3.83048e-16-0.0353948j 6.47406e-17+0.0143168j 5.0738e-16+0.00107276j 5.10271e-16-0.0400209j -5.09612e-16+0.0890024j 1.6418e-16-0.0492661j -6.41534e-17+0.0844509j -1.11986e-16-0.0902065j -3.07881e-15-0.0911009j 2.42399e-15-0.121672j -1.47155e-16-0.0200701j -1.75133e-15-0.0325233j -1.08263e-16-0.117522j 4.76628e-16-0.012684j -1.13681e-16-0.00960037j 4.95115e-16+0.0492465j -5.93639e-17+0.0226814j -9.63122e-16+0.136035j 1.23913e-15+0.138067j 4.45298e-16+0.0388497j -5.8e-17-0.0294426j 9.66833e-16+0.0850658j -3.90142e-16-0.0437055j 5.48732e-17+0.106801j -2.30378e-16+0.00272541j -8.15614e-15-0.0182009j -1.35911e-15-0.0779876j 
-1.91196e-16+0.0128273j -6.05244e-16-0.0136489j -3.24286e-16-0.0202327j -1.23349e-15-0.0545863j -1.81747e-15-0.0813164j 8.69925e-16+0.0705078j 3.88187e-16+0.0143148j -5.96077e-16-0.0211472j -4.45473e-16-0.0198932j -1.43682e-16-0.0360501j 8.45015e-16+0.0129777j -4.32404e-16+0.0347922j -1.70437e-18+0.036281j -6.37418e-16-0.00893495j -4.58741e-16+0.0172765j 6.49565e-15+0.0188529j -1.98027e-16-0.0258178j 1.82434e-16+0.00750551j 7.10389e-16+0.0189844j 1.92612e-15+0.0664169j -9.11889e-16-0.0637111j 1.49181e-15+0.0299525j 4.5283e-15-0.0497666j 2.30765e-16-0.0140838j -2.02531e-15-0.0579101j 1.63865e-15+0.0446033j -1.13769e-15-0.0271302j -1.14003e-15-0.00257179j -6.65305e-14+0.0198532j 2.27226e-16-0.0184441j 3.2604e-16-0.0241595j -2.70551e-16-0.0138061j 6.06547e-16-0.060855j 2.99097e-16-0.0299256j -8.43389e-16-0.00749363j 7.44318e-16+0.00883002j -1.73367e-15-0.0206044j 6.29828e-17+0.0414507j 2.04177e-15+0.130585j 2.04134e-16+0.019816j 2.00846e-16-0.000980228j -3.90203e-16+0.0775658j 3.80712e-16+0.0609934j 6.32482e-16+0.055488j 3.21484e-16-0.00187223j -2.61265e-15-0.0678574j -2.45381e-16-0.129242j 2.69306e-15+0.049155j 3.97626e-16-0.0162459j -1.2387e-15-0.0178776j 1.70115e-15+0.0486486j -1.20971e-15-0.039218j -2.10803e-15-0.0948639j -1.71681e-15-0.0411307j -9.19016e-15-0.0458514j -1.73927e-15+0.0515809j 
-6.11605e-16+0.0422116j 5.06472e-16+0.0203395j -9.77141e-17+0.0417519j -2.66011e-16-0.0231688j -4.29869e-16+0.0300751j 2.44984e-16-0.0270342j 1.17283e-16-0.0362177j -4.73168e-16+0.0152749j 1.1707e-16+0.00379013j -5.12046e-16+0.0401062j 2.63237e-16-0.01199j -4.33127e-16+0.0198563j -4.29109e-16+0.0305538j 1.25889e-17-0.0184936j 5.51973e-16+0.00621104j -5.81898e-15-0.0176j 1.15203e-16+0.0148849j 7.73606e-17-0.00124546j 2.48521e-16-0.0157394j 3.61697e-16-0.0194069j -5.56494e-17+0.0540974j 3.83182e-16-0.0474171j 1.33801e-15-0.015278j 1.74428e-16-0.00505522j 6.85569e-17-0.0182224j 4.62445e-16-0.040014j -6.17877e-16+0.0444847j 1.53362e-15-0.0492682j 5.59604e-14-0.0154895j 1.02158e-16-0.0117141j -3.30543e-17+0.0173768j -8.17879e-16+0.029837j 4.6123e-16-0.0198632j 8.67704e-16-0.0037189j -1.36788e-15+0.0444516j 5.72935e-16-0.047434j -1.13599e-15+0.0700055j -3.8272e-17-0.0369881j 1.21546e-15-0.0809513j 4.00833e-17-0.0510419j 1.45123e-15+0.0340311j -6.86427e-16+0.0181663j 5.81324e-16-0.0605776j 7.37808e-17-0.0204203j 7.94745e-16-0.0511511j -1.09231e-15+0.10989j 1.11575e-16+0.0200079j 1.8616e-15-0.12493j -4.23889e-17+0.052752j -3.98924e-16+0.0438882j 9.50776e-16-0.0757686j -9.52927e-16+0.103314j -2.55447e-16+0.0173795j -5.33306e-16+0.0319338j 2.25258e-14+0.0906023j 4.4447e-15+0.0416534j 
-3.62066e-16+0.0198715j 3.53348e-16+0.0341255j -1.64754e-16+0.0210247j 1.38289e-15-0.0585609j 1.24902e-15-0.0273808j -9.96895e-16+0.0296988j 4.92915e-16-0.0344123j -1.30784e-16+0.00548819j 2.22684e-16-0.0158999j 6.37292e-16-0.0242969j 6.96682e-16-0.042596j -4.79864e-16+0.00936077j -2.55794e-16+0.0109819j -8.06319e-16+0.0235773j 2.15483e-16-0.0323981j 9.75765e-15+0.0272009j 7.26733e-16-0.0185279j -2.20307e-16+0.00566267j 1.19043e-15-0.0423898j -6.63468e-17-0.0182661j 5.83562e-16-0.0126294j 3.34237e-16-0.0349233j 1.8385e-15-0.0169287j -2.63557e-15+0.0289278j 1.90788e-16+0.0110353j -5.92863e-16+0.021699j 1.11996e-15-0.0312717j -2.59545e-15+0.00085972j -1.04891e-13+0.0307065j -1.63927e-15+0.0282952j -3.6604e-16+0.0129808j -2.86536e-16+0.00200057j 5.80853e-16-0.0208329j 5.25451e-16-0.0085129j -1.8112e-15+0.0451395j -3.49698e-16-0.0033262j -2.52428e-15+0.0870104j -8.73359e-16+0.0112524j -2.04727e-15+0.0343297j -7.01719e-16+0.0242604j 1.25369e-15+0.013957j -2.92295e-15+0.106188j -8.02849e-16+0.0126671j 6.72128e-16-0.0327818j -1.92616e-16+0.00951991j -5.03776e-16+0.0542726j 2.14236e-15-0.0542304j 1.58112e-15-0.0871311j 1.24999e-15-0.0232963j -9.47657e-16+0.0530189j 5.47139e-16-0.0357709j -1.17517e-15+0.0630338j 1.93748e-15-0.0730196j 1.94526e-16-0.00603807j 1.40094e-14+0.0553151j 2.44636e-15+0.0381235j 
1.28365e-15-0.0409604j -5.7533e-16-0.0385949j 7.24843e-16-0.0371388j 7.33525e-16-0.0449258j 4.99355e-16-0.0244028j -1.87036e-16+0.00115569j 2.15599e-16-0.016361j -3.49615e-16+0.0184775j 1.08411e-15-0.0628632j -1.20413e-15+0.06192j -4.45471e-16+0.0221936j 2.50337e-16-0.000672509j 1.58274e-16+0.00670135j -5.44827e-16-0.0175797j 1.88486e-15-0.0556339j -7.05884e-15-0.026872j 1.28444e-15-0.0543541j -1.25753e-15+0.0495359j -9.05203e-16+0.0272118j 9.99234e-16-0.0278522j 6.57871e-16-0.0316514j 7.78338e-16-0.00960265j -4.922e-15+0.0389887j -1.74917e-15+0.0178053j -9.03536e-16+0.0156822j -8.29158e-17-0.0167975j 4.70194e-16-0.00975996j -1.29119e-16+0.0558817j 5.16037e-14-0.0164168j -1.97669e-15+0.0450006j -1.00852e-15+0.0405663j -1.57194e-15+0.0527976j -1.3313e-15+0.00621704j 1.98894e-16+0.00961703j -1.52269e-15+0.0365281j 3.93681e-17-0.0122196j -1.34964e-15+0.0280524j -3.32932e-15+0.00284335j -1.79718e-15+0.123983j -8.61944e-16+0.0188559j -7.14371e-16-0.0539381j -1.17917e-15+0.0278507j -1.63284e-16-0.00721722j 2.02217e-16+0.00608914j 9.74541e-17-0.0334455j -2.90796e-17-0.0318918j 1.93978e-15-0.0758144j 2.65331e-16+0.010762j 1.42954e-15-0.0342736j -5.41584e-17-0.0209307j 8.47127e-16-0.0264848j 3.67517e-16-0.0288658j 1.32773e-15-0.0788542j -2.8912e-18-0.0202418j -1.29569e-14-0.063207j -3.06547e-15+0.0123965j 
5.31057e-16+0.0117301j 1.36996e-15+0.0376042j 4.2761e-16+0.0235052j -9.78973e-16-0.0576851j -6.835e-16-0.0310851j -4.99374e-16-0.00496829j 1.11592e-17-0.0469949j 3.09347e-16+0.0100834j -5.84829e-16-0.0126055j 7.54634e-16+0.00922936j 2.79901e-16+0.0307445j 2.14701e-16-0.00201546j 1.49976e-15+0.0221112j -1.79998e-15-0.0218571j -4.06556e-16-0.0737957j 3.85037e-15+0.00606167j 1.50445e-16-0.00687178j -1.25958e-16-0.0139344j 5.48466e-16-0.00230573j 1.18298e-15+0.0231265j 1.32108e-15+0.0536078j -2.90712e-17+0.0106269j 3.76924e-15-0.0461692j 1.05877e-15-0.0164881j -2.26005e-15-0.0363224j -3.75915e-16+0.00527764j 2.85429e-16-0.00177894j 8.24273e-16+0.0444187j 3.90442e-14-0.0124369j -6.76819e-16+0.0152747j 6.88195e-16+0.0382835j 2.6465e-16+0.0206282j -8.68662e-16-0.0292529j 2.75475e-17-0.0330879j -3.52448e-16+0.0256231j -6.59866e-16-0.0444712j -5.55315e-17+0.0677384j 3.51256e-15+0.0542675j -1.01639e-15+0.0151585j -1.69255e-15-0.0514836j 8.00618e-17-0.00593367j -2.54454e-16+0.0958816j -8.21492e-16-0.0116249j 3.42013e-16-0.022916j -1.27024e-16-0.00497684j -2.68668e-16-0.0229036j -9.58916e-18-0.0228196j -3.78534e-16-0.0694762j 9.88889e-16-0.0145623j -1.13419e-15+0.0419548j -9.02915e-17-0.0572715j 1.06393e-15+0.0530033j -6.04599e-16-0.05752j -5.6306e-16-0.00414466j 1.49739e-14+0.0566418j 3.6618e-15+0.0217605j 
7.22959e-16+0.0161737j 3.34459e-16-0.00254261j 7.51805e-16+0.0194446j -1.57595e-15-0.00459182j -1.12863e-15-0.00858573j -1.43312e-15-0.0418825j -1.85704e-16+0.0331096j 5.27128e-16+0.00428395j -1.05534e-15-0.00251401j 1.84251e-15+0.0508442j 5.25267e-16+0.00416106j -3.29216e-16-0.00677238j 2.57781e-15+0.058023j -2.96496e-15-0.0779072j -1.07922e-15+0.013525j -3.41016e-15-0.00757438j -3.31388e-16+0.0186282j -1.44303e-17+0.00580763j -7.76598e-17-0.00750352j 1.22657e-15+0.0328347j 2.27616e-15+0.0403852j -3.10377e-16+0.00150367j -8.42246e-16-0.00117664j -3.73014e-16-0.00149539j -2.59992e-15-0.0575148j -1.47519e-15-0.0452153j 1.27129e-15+0.0380868j 1.05294e-15+0.00203995j -1.72462e-14+0.00521078j -1.3547e-16-0.0339813j 1.91775e-15+0.0421756j 1.84165e-15+0.039014j -1.00609e-15-0.0469218j 6.68028e-16+0.0338583j 1.18172e-15-0.0188434j -1.48814e-15-0.0237639j 2.4272e-15+0.00435554j -6.69565e-16-0.0273385j 8.64441e-16-0.0340752j -1.41971e-15-0.0228741j -4.75361e-16+0.000771107j -3.45484e-17-0.0829533j -1.24226e-15-0.0348564j 2.99523e-16+0.0326721j -4.59702e-16-0.00431191j -4.35304e-16-0.00666996j 5.43031e-16+0.0564202j -1.60807e-15+0.0126978j 1.25457e-15+0.0571156j -1.59271e-15-0.0734666j -1.30992e-15+0.00347182j 2.44493e-15+0.0476381j -8.35946e-16+0.027814j -6.59693e-16-0.0102111j 5.47883e-15+0.0193342j 1.14029e-15-0.0116685j 
2.67962e-16-0.0326367j 6.5851e-16+0.0226952j -2.55899e-17-0.000432334j -2.09141e-16+0.0316777j 9.98057e-17-0.00800442j 4.30714e-16-0.0177756j -2.29606e-16+0.0408611j -2.35946e-16-0.0114258j -2.75295e-16+0.0316625j -9.10356e-16+0.0339967j 6.78703e-16-0.0441402j 5.76537e-18-0.0102096j -8.7151e-16+0.0153236j -7.93017e-17+0.0124444j 8.65434e-16+0.0120469j 2.25243e-16+0.00144239j 6.72052e-16-0.0172155j 3.39685e-16-0.00172395j 6.06313e-16-0.0228707j 2.06907e-16-0.0133148j -1.84401e-16-0.0324527j 4.70827e-16-0.0239868j -4.0263e-15+0.0372581j -2.46087e-16+0.00200612j -2.18731e-18+0.0171434j 1.69792e-16-0.00517355j -1.23167e-16+0.0164297j -1.37406e-15-0.000123423j -3.25255e-14+0.00967221j 6.61025e-16-0.0222506j -1.85612e-16-0.00956447j -9.3917e-16+0.0434025j -4.1934e-16+0.0155593j -7.46309e-16+0.060807j -2.24936e-16-0.0154972j -6.7677e-16+0.0503831j -1.25691e-15+0.0207883j -1.57885e-15-0.0388615j 1.32408e-15-0.0518688j 5.163e-16+0.057901j 2.81344e-16+0.0117184j 7.65974e-16-0.103642j -6.24501e-17+0.0180109j -3.1457e-16+0.0264876j -5.76977e-17+0.0193426j -8.66642e-16+0.0539817j -1.3861e-15+0.0808231j 9.40808e-16+0.0114179j 1.71693e-16+0.0193899j 6.38906e-16-0.0531671j 3.80465e-16+0.0236501j -1.09319e-15+0.0315867j -2.92499e-16+0.0380692j 8.69808e-17-0.016218j -2.15078e-15+0.00789642j 6.8225e-16-0.0699991j 
6.44589e-16-0.0133569j -6.56633e-16+0.0332094j -1.25394e-15+0.0215869j 3.07412e-15-0.0413216j 1.98915e-15-0.0270911j 5.84138e-16-0.0128148j 7.1543e-16-0.00537882j 7.81863e-16-0.0103438j 1.3141e-15-0.0168273j -2.24792e-15+0.0322283j 1.55164e-15-0.0295794j 1.2057e-16-0.00559334j -7.9517e-16+0.0139342j 3.2994e-16+0.00251241j 2.54915e-15-0.0274419j -3.86752e-15-0.0162918j 2.31861e-15-0.0296853j -5.78415e-16+0.00616791j 2.30897e-16-0.00172094j -8.1675e-16+0.00819587j 2.46813e-17+0.00147589j 5.75498e-16-0.0146815j 3.71729e-15-0.0225306j 5.049e-15-0.0425607j 8.71014e-16-0.019891j -1.77103e-15+0.0336041j -6.63296e-16+0.0123777j 1.79007e-15-0.00119117j 1.13426e-13-0.033085j 4.04824e-16-0.00373619j -8.04568e-16+0.00128403j -4.05319e-15+0.0567518j 5.84419e-16-0.00111311j 3.59434e-16-0.00700308j -2.46669e-15+0.0278072j -1.21699e-15+0.0154041j -4.21562e-15+0.0648368j 1.57653e-17+0.0284788j -1.52121e-15-0.000789259j 1.52089e-16-0.00106947j -2.487e-16+0.020062j -1.47892e-15+0.0199185j -2.16073e-15+0.0347468j -6.77011e-16+0.00832068j 6.50234e-16-0.00524174j -9.45601e-16+0.02516j -1.60703e-16+0.00899494j 1.45311e-15-0.0321214j -8.64279e-16+0.0106937j -5.83385e-16+0.00804292j 1.20185e-15-0.0198605j -2.92937e-15+0.0511124j 3.21714e-15-0.0435817j 1.59415e-15-0.0221044j 5.74021e-15+0.0371513j 2.38492e-15-0.0162161j 
6.31648e-14+0.0433871j 1.7883e-14+0.0118773j -1.20331e-14-0.00823915j 5.312e-14+0.036227j -7.38014e-15-0.00489053j -3.80764e-14-0.0258451j 2.40863e-14+0.0163833j 1.9707e-14+0.0135453j -6.3675e-14-0.0434937j -1.99954e-15-0.00160712j -9.24895e-14-0.0629455j -4.50108e-14-0.0306269j 1.10935e-14+0.00739649j -2.40413e-14-0.0163438j 1.02019e-13+0.0689156j -8.87536e-14-0.0481588j -4.71594e-14-0.0322265j -7.31661e-14-0.0496715j 1.11065e-14+0.00762993j -1.81657e-14-0.0123112j -8.82597e-15-0.00611558j -7.88329e-14-0.0536419j -4.00831e-14-0.0293694j 4.38431e-14+0.0313302j -3.00054e-14-0.0204386j 1.73614e-14+0.0116119j 6.50164e-15+0.00433786j -8.50167e-14-0.059637j 6.12427e-14-0.0300783j -3.4361e-14-0.0237017j -3.54461e-15-0.00256569j 3.3215e-14+0.0225204j -1.52205e-14-0.0105645j -1.43144e-14-0.0101099j 3.04982e-14+0.0212998j 9.16029e-14+0.06263j 4.8347e-15+0.0029835j -2.42982e-14-0.016372j -3.71083e-14-0.025189j 7.50845e-14+0.0506097j 6.57849e-14+0.043965j -9.50826e-14-0.0647851j -1.87018e-14-0.0131089j -1.84011e-14-0.0126796j 2.72274e-14+0.0181932j 1.0089e-13+0.0688244j 9.97343e-14+0.0676684j -4.2682e-14-0.0293061j 9.27907e-14+0.0632875j -9.61391e-14-0.0654279j 6.1705e-14+0.0420797j 2.41338e-14+0.0163149j 6.1274e-14+0.0418013j -5.63252e-14-0.0382664j 5.48547e-14+0.032268j -2.35597e-15-0.00222616j 
1.35946e-15-0.0544953j 3.3305e-16-0.0207881j -1.56551e-16-0.0228403j 3.45741e-16+0.02805j -1.28639e-15+0.016302j -6.30944e-16+0.0128863j 7.00778e-16+0.00387248j 9.67155e-16-0.028859j -5.65871e-16+0.0351795j 4.36002e-17-0.00698251j -1.00022e-15+0.053443j -1.03192e-15+0.00822408j 1.10758e-15-0.0526998j -1.20352e-15+0.0180548j 8.64262e-17-0.0194575j 9.7337e-16+0.00314356j -7.63134e-16-0.00702275j -6.98494e-16+0.0111472j -1.02257e-15+0.0241496j 3.99592e-16+0.0218193j -2.71527e-16-0.0167673j -1.22386e-15+0.0694001j -4.39785e-15+0.0462637j 3.95264e-15-0.0530419j -8.35168e-16+0.012723j -9.48549e-16+0.0130007j 4.88592e-16+0.00620258j -6.3297e-16+0.0233902j 5.68577e-15-0.00220452j 4.02201e-16-0.00427423j 1.21915e-15-0.0193747j 1.93539e-15-0.00811473j -1.26072e-15+0.0239531j 7.31416e-16+0.0213155j 1.70119e-15-0.0398465j 6.77125e-16+0.0215834j 1.9853e-15-0.0848194j 2.0217e-17+0.00359176j -6.31018e-17-0.000127807j 7.23793e-16-0.0313851j -1.24019e-15-0.0414416j -3.51927e-16-0.0300824j -9.46127e-16+0.0301879j 5.60648e-16+0.0247281j -2.18708e-16-0.00674523j 1.06965e-15-0.0853074j 7.73175e-16-0.00931693j -1.98356e-15+0.124892j 6.8872e-16-0.0268335j -1.96913e-15+0.0167611j -2.79059e-17+0.0380532j 1.72887e-15-0.0982855j 2.74355e-16+0.0156322j -7.53863e-16+0.00597557j -1.83537e-14-0.0756653j -4.01356e-15-0.0397654j 
1.24205e-15-0.00686788j -2.4026e-16-0.0240261j 4.91491e-16+0.0156575j -6.37445e-16-0.035382j -7.92937e-16+0.0485431j -3.72287e-16+0.0210883j 1.67561e-16-0.0491066j 6.16449e-16-0.0257239j -3.78142e-16-0.014921j 1.45578e-16+0.010012j -4.3035e-16+0.00434357j -9.12195e-16+0.0568454j 1.10192e-15-0.0251975j -5.79229e-16+0.0323691j -5.29291e-16+0.0363644j 7.03988e-15+0.0243965j -3.16795e-16+0.032898j -4.09125e-16+0.0291758j -1.03674e-15+0.0249423j -3.55695e-17-0.0340128j 5.30285e-16+0.000968299j -1.34448e-15+0.00557794j 2.22489e-15-0.0275837j 5.97538e-16+0.00795281j -3.0663e-16+0.0232071j -4.07359e-16+0.0102819j 3.48941e-16-0.0259238j -9.77655e-16-0.00639396j -2.87722e-14+0.00856608j -4.35894e-17+0.00116654j 1.01367e-15-0.0299293j 1.25982e-15-0.0735791j -2.10303e-16+0.00187125j -3.02913e-17-0.0619324j 1.09361e-15-0.0025392j 6.24549e-17-0.0386848j 2.1821e-15-0.0265288j -7.36631e-16-0.00664839j 2.60064e-16+0.0212558j -1.46422e-18-0.00699833j 1.49811e-15+0.0313157j 7.74226e-16+0.0102408j -4.9884e-16-0.00614009j 2.24608e-16-0.0539084j -1.98969e-16-0.0295644j 1.254e-15+0.0275319j -4.45356e-18-0.0317665j -2.53991e-15-0.0131145j 3.32087e-16+0.0205594j -5.92145e-16+0.0727166j -9.13755e-16-0.0242014j 2.11941e-15-0.0121059j -4.33806e-16-0.0241958j -1.63927e-16+0.0210282j 3.19587e-15-0.00228699j 1.01673e-15+0.0440334j 
