-4.36062e-14-0.0948241j -2.58454e-15+0.0123531j -9.19571e-17-0.00854508j -4.9485e-19-0.0324012j -2.41094e-16-0.0149134j -1.36088e-16-0.0330858j 6.99864e-17+0.047434j 8.97013e-17+0.0143437j 3.61809e-16+0.0708476j 2.71007e-17-0.0681083j 5.28069e-16+0.0669692j 9.57725e-17-0.0266905j -1.79363e-16-0.00598666j -4.87027e-17-0.0322149j -2.01969e-16+0.0276286j 2.99476e-16-0.0491963j -4.97779e-17+0.0486995j -2.89464e-16-0.025646j 7.87408e-17-0.00601396j -1.71996e-16-0.0643685j -3.67929e-16-0.0258803j 1.14312e-16-0.0283665j 1.13282e-17+0.00046905j 1.38672e-16+0.00191526j 3.37763e-17+0.0132536j -1.6895e-19+0.00640521j 3.49375e-16+0.0126577j 8.22623e-17+0.00755977j 1.1425e-16+0.0164566j -8.86248e-17-0.0213058j -2.25601e-16-0.00493019j -1.08414e-17-0.000393021j -2.18341e-16+0.0166142j 3.38367e-17+0.00165174j 3.27426e-17+0.00470522j -9.29215e-17-0.00450664j -9.18741e-17-0.0165087j 2.15785e-14-0.0497371j 1.11427e-13+0.0482557j 8.7625e-14-0.0114504j -3.68282e-16+0.0148718j 5.87857e-16+0.000530097j 3.85825e-17-0.0115084j -2.76539e-16-0.00157123j -3.45255e-18-0.00537945j 1.75122e-16-0.00235108j -2.28847e-16-0.00141345j 6.54908e-17+0.0142397j 2.19899e-17+0.00462415j -4.52302e-18-0.00304306j 9.2223e-17+0.00521946j 1.68336e-16-0.00616929j 7.65536e-17-0.0175181j 2.45069e-17-0.000130397j 1.06973e-16+0.00150877j 1.49371e-17-0.000608614j 1.61318e-17-0.00539561j 9.34321e-17+0.019223j 9.46335e-17-0.0120508j 6.55084e-17+0.0167355j -4.59274e-18-0.0297226j -2.29781e-17-0.00464674j 1.24954e-19+0.0027209j -2.43102e-17-0.0220112j -3.3056e-17+0.00966055j -5.63637e-17+0.0183721j 4.30048e-17+7.23287e-05j -5.06432e-17-0.00493601j -6.70865e-17+0.0261494j 2.10397e-17+0.00971757j -1.33494e-16-0.0297004j -4.90514e-17+0.0172659j -3.91825e-18-0.0120185j 5.48412e-17+0.038815j 1.07649e-16+0.00715481j -1.8332e-15+0.0186503j 2.54159e-14+0.0541601j 
-1.38145e-15-0.000720759j -1.97689e-15-0.0193524j -1.63806e-15-0.0208712j -3.04512e-15-0.0367681j -1.99534e-15-0.0271756j -1.80188e-15-0.0228531j 1.23017e-15+0.0191276j 1.37204e-15+0.0159886j -4.12413e-15-0.0468888j 4.30675e-16+0.00733136j -1.67788e-15-0.0138966j 2.92836e-16+0.00276498j -3.12535e-15-0.0358065j 2.3117e-15+0.032483j -1.8772e-15-0.0207514j 2.69966e-15+0.027496j 3.97345e-15+0.0524525j 2.3669e-15+0.0264594j -1.15929e-15-0.00667813j 1.1384e-15+0.00558854j 2.45175e-15+0.023904j -2.94323e-15-0.0257927j -1.87157e-15-0.0182857j -3.46003e-15-0.0352762j -3.30602e-15-0.0412194j -3.57214e-15-0.0400989j 1.15264e-15+0.0138899j -9.95569e-17-0.000888091j 1.61174e-15+0.0240522j -2.65187e-15-0.0291086j 3.20226e-15+0.0330063j 2.53835e-15+0.0341538j 2.06307e-15+0.0157677j -8.55139e-16-0.0073548j 3.40164e-15+0.0342129j -3.60713e-15-0.0182348j -5.75182e-17+0.00746808j 3.71034e-14-0.0385538j -9.02865e-14-0.0334078j -9.99316e-14-0.00662094j -2.94124e-15-0.0386216j -1.60635e-15+0.0268753j 8.47506e-15+0.0954033j -2.94531e-16-0.0114075j -2.80802e-15-0.0300748j -1.20571e-15-0.00396613j -2.50095e-15-0.0217822j 2.13643e-15+0.0163563j 3.44144e-15+0.0347472j 4.23677e-15+0.0770978j -1.51383e-15-0.00920881j -1.1649e-15-0.0135797j 1.32208e-15+0.00595828j 1.78001e-15+0.0206405j 2.21608e-15+0.0289704j -5.46942e-15-0.0603568j 1.98624e-16+0.00642585j -5.09458e-15-0.0724446j -7.79126e-15-0.090032j 3.64582e-15+0.0416293j -8.46642e-15-0.094927j -4.69124e-15-0.0434454j -2.19813e-15-0.0379699j 2.84307e-15+0.0256661j 4.65967e-15+0.0478872j -1.558e-15-0.0111949j 5.09685e-15+0.0600289j 6.70195e-15+0.0848894j 9.61513e-16+0.00175272j 9.23569e-16+0.0117541j 2.10771e-15+0.0173696j -2.69206e-15-0.0275474j -2.33906e-15-0.0311453j 5.53885e-15+0.0694482j 5.15755e-15+0.0588645j 4.99051e-15+0.0452352j -1.66405e-14-0.0279818j 
1.25561e-14+0.0252588j 1.42641e-15+0.0214677j 3.84196e-16+0.0102171j 9.65455e-17-0.0202877j 4.23878e-16-0.0121921j 3.08515e-17+0.0372039j -5.7329e-16+0.0313389j -1.23184e-15+0.00759208j 8.31107e-16-0.038473j 3.12803e-16-0.0424645j -1.32961e-15-0.0134549j -9.79261e-18+0.00125394j 6.31581e-16+0.0178426j -1.35124e-15+0.0538364j 8.32541e-16+0.0278946j 1.24543e-17-0.0465411j -2.73527e-16-0.00677999j 7.29137e-16-0.0032164j 6.01698e-16+0.0132061j -4.4182e-17+0.0160773j 1.8016e-16+0.0147088j -1.50084e-16+0.0546044j -6.45421e-16+0.0252996j 6.28718e-16+0.0114087j 3.28238e-17-0.00650192j 2.48833e-16+0.0154078j -3.65577e-16-0.0264832j -1.10243e-15-0.00432539j 6.32812e-17+0.02318j 8.38565e-16-0.0176286j 1.23602e-15-0.0464478j 7.18774e-16-0.0228075j -7.57714e-17-0.0282379j 8.45168e-16+9.17724e-05j 1.05539e-15-0.0655855j 1.86587e-15+0.0229302j 4.91951e-16+0.0296061j -3.27651e-15+0.0207349j -1.3606e-13-0.0382079j -1.2137e-13-0.0136077j -3.46754e-16+0.0269724j 2.63203e-16-0.000166118j 2.96764e-16-0.0626873j -1.13291e-15-0.0106037j 2.57253e-16+0.0758224j -4.37787e-15+0.0747918j 1.34412e-15+0.0178262j 2.33141e-16-0.0246813j -1.14635e-15-0.0111021j -9.54075e-16-0.0028459j 1.28522e-15-0.0210576j -7.8008e-16+0.0302814j -9.88759e-16-0.0318066j -6.38052e-16+0.0189427j -1.04133e-15-0.0162276j 1.49922e-15+0.00844576j -3.66243e-17+0.0400853j 5.72458e-16-0.0464307j 1.41543e-15-0.00295981j -2.1551e-15-0.0164084j 1.07834e-15+0.019202j 1.59593e-16+0.000213563j 3.15403e-16+0.00820792j 4.78273e-16-0.0103684j -5.67067e-16-0.00410727j -7.48635e-16+0.00815892j -1.89346e-15-0.0182869j -2.30518e-15-0.0326875j -5.58063e-16-0.0603181j 7.04493e-16-0.0610345j -6.18742e-16+0.0063604j 3.93442e-16+0.0271633j 1.35556e-15+0.0480964j -6.08147e-16+0.010191j -9.17424e-16+0.0326906j -8.97273e-16-0.0508664j -4.65988e-15-0.013842j 
-6.2667e-15-0.0101468j -1.79914e-15-0.0428211j -1.34493e-15-0.0410744j 9.56165e-16+0.0261733j 6.18752e-16+0.00355515j -6.17188e-16-0.00820846j 3.83892e-16+0.00947238j 9.64404e-16+0.0282769j -7.33059e-16-0.0373822j 1.01122e-15+0.0293433j 1.55833e-15+0.0392344j -1.49027e-16+0.0120045j -1.40324e-15-0.0346308j -1.1047e-18+0.0266993j -1.90342e-15-0.0489433j 3.74999e-16+0.0187768j -8.74799e-17+0.011368j -1.00244e-15-0.0426822j -7.26942e-16-0.018783j 3.84948e-16-0.0143302j -8.01737e-16-0.0149927j -5.11055e-16-0.005512j 5.1717e-16+0.0148384j -3.60589e-16-0.0183308j 1.37418e-15+0.0380637j 7.59135e-16+0.0153598j 1.32345e-15+0.0162278j 5.33294e-16+0.00798578j -1.21703e-15-0.0259909j -3.37592e-16-0.0213483j -2.42434e-16-0.0293446j 1.03035e-15+0.0139231j 6.71598e-16+0.0220114j -1.02931e-15-0.0113548j 8.99115e-16+0.0193396j -9.81055e-16-0.00942269j -8.91231e-16-0.0124665j 3.04182e-14-0.0296923j 1.11478e-14-0.0155567j -3.02386e-15+0.0167461j -2.5164e-16-0.00043303j 4.1165e-15-0.0347334j 1.62396e-16+0.0147914j 4.68893e-16+0.00420403j -1.07854e-15+0.0157753j 1.62988e-16-0.0142493j -1.24504e-15-0.0584756j 2.718e-16-0.0106687j 1.53263e-15+0.0687779j 5.3625e-16+0.00107484j -8.48169e-16-0.0390618j -9.28814e-17+0.0285691j 1.73523e-15+0.0520355j -5.33643e-16+0.0148953j 2.01359e-15+0.0681496j -2.59947e-15-0.0847609j -3.05764e-16-0.0256817j 6.0388e-16-0.0209041j -1.67653e-15-0.074085j 3.01944e-15+0.103234j -4.22669e-18-0.0448877j -9.62603e-17+0.00219637j -5.82319e-16-0.0333385j -5.20297e-16-0.0248866j 5.37686e-17+0.0213086j 1.20313e-15+0.0317765j 1.55544e-15+0.124398j 3.55278e-15+0.0977018j 1.61179e-15+0.0390832j -1.5649e-16+0.0125165j 1.33699e-16+0.0304684j -6.01668e-16-0.0217611j -3.69067e-15-0.119137j -3.50063e-16+0.00648599j 8.18155e-16+0.0329581j 3.11663e-15+0.089012j -7.39252e-15-0.00809429j 
1.34585e-14+0.0290499j 4.65085e-16-0.0183639j -1.09716e-15-0.00643041j 2.33295e-16-0.0130782j 2.31682e-17+0.0248736j -2.23264e-16-0.035379j 6.28027e-16+0.0384753j 1.14722e-16+0.027965j -8.57119e-16-0.026171j 1.53694e-16+0.0111314j -7.46177e-17+0.000905637j -1.78516e-16-0.0517852j -5.19239e-16-0.0229723j 7.93145e-16-0.014024j -8.96089e-16-0.0558402j -5.01772e-16-0.0141314j -1.0336e-16-0.0253605j -1.2469e-16+0.0130603j 1.97704e-16-0.0155937j 7.74928e-16+0.0675819j 1.3187e-16-0.0143154j 4.43772e-16-0.0196593j 1.46766e-17+0.00936716j 2.97066e-16+0.00577579j 1.42056e-15+0.0477029j 4.07452e-17+0.0385555j 2.30227e-16+0.0416631j 2.54052e-15-0.0407987j -3.52952e-16-0.00898715j 1.17959e-15+0.0423306j -4.16455e-16+0.0155158j 2.41774e-16+0.0427139j 4.93242e-16+0.00477287j -6.39723e-16-0.000356823j 1.03446e-16-0.00249018j -1.00968e-15-0.00919971j -1.85527e-16-0.00850029j -6.11505e-14+0.0843724j -6.39658e-14-0.0122471j -2.58305e-14-0.00141718j -9.59917e-16+0.00757547j 1.83822e-15-0.0219601j -1.65508e-16-0.0373761j 1.14422e-16+0.0325617j 4.94997e-17-0.0645415j -4.51241e-16-0.000884362j 6.08099e-16+0.0121298j -7.8621e-16-0.0179151j 1.26585e-15+0.0265915j 1.07517e-15-0.0357477j -2.31438e-16-0.0193958j 7.86777e-17+0.0167804j 5.92521e-16+0.0248476j -7.74524e-17-0.0372481j 8.97803e-16+0.0137334j -1.47857e-15-0.0329162j 1.76992e-17+0.0690199j -8.56454e-16-0.0138769j -1.67579e-15-0.0422171j 2.53313e-16-0.0223065j -1.78037e-16+0.0472086j -7.09067e-16+0.00349998j -2.14351e-16-0.0214994j 1.47033e-16+0.0125475j -2.44102e-16+0.00489184j 6.41616e-16+0.0381806j 9.57226e-17-0.101833j 2.03032e-15+0.0849065j -9.66154e-16-0.0550369j -7.01262e-16-0.0337105j -1.63611e-16-0.0778181j 1.90668e-16+0.0157805j -1.2351e-15-0.0339092j 1.98221e-16+0.02428j 1.01688e-15+0.00752445j 3.36197e-15+0.0105443j -4.14531e-14-0.0837393j 
-7.23898e-15-0.0179132j -8.48385e-16+0.0113536j -3.69539e-16-0.0379262j 5.9581e-18+0.0257026j 1.45446e-16-0.0174101j -3.99111e-16+0.022561j 1.38911e-16-0.0187016j 8.08836e-17-0.0286184j -7.51125e-16+0.0217746j 6.75704e-16-0.0425332j -5.25704e-16-0.0252347j -3.48675e-16+0.0373611j -4.75139e-17-0.00326348j 1.9113e-16+0.0187423j -7.49275e-16+0.0245062j 8.75252e-16-0.0484024j 1.3807e-16-0.00637841j 1.09081e-16+0.0101988j 1.64508e-16+0.0373614j 2.3443e-16-0.000238241j 2.81349e-16-0.0136198j 8.42878e-17+0.0295368j 3.8735e-17-0.0122355j 1.0616e-16+0.011107j 4.25138e-16+0.0105447j 3.15416e-16-0.00551456j 1.24468e-16+0.0434189j 6.08719e-16-0.00318424j 1.84948e-16-0.0349781j 4.07809e-16+0.0192487j -1.41823e-16+0.010261j -2.2455e-16+0.0222325j 3.04585e-16+0.000541493j -7.5147e-17-0.00938804j 3.74774e-16+0.00996111j 8.25607e-16+0.015763j -1.88546e-16+0.0130359j 7.06987e-15-0.0134919j -2.94492e-14+0.0074492j -3.06886e-14-0.0215661j -3.1677e-16-0.0143381j -1.5459e-15+0.00796793j 4.37826e-16-0.0351266j 4.10627e-16-0.0209933j -3.11553e-16+0.0348565j 1.91652e-16+0.00312136j -5.95279e-17+0.0295969j -5.31142e-16-0.0182974j 7.95e-16-0.0209476j -1.60244e-16-0.0105255j -5.68416e-18+0.0417365j 3.69201e-16-0.000824572j 5.35668e-16-0.0171782j 4.76926e-16-0.037046j 4.77917e-16-0.0277567j -6.12362e-16-0.00562899j 3.90045e-17-0.000599562j -1.06797e-15+0.0926587j -8.62807e-16-0.0195181j -1.38268e-16-0.00757915j 2.62582e-16-0.021158j -4.29525e-16-0.0441796j -6.37009e-16+0.0659575j 2.17296e-17+0.00844648j 3.47066e-16-0.0502886j 1.8464e-16-0.0116627j 3.66262e-17+0.000490829j 3.62862e-16-0.0864122j -8.16028e-16+0.0617879j 1.26709e-16-0.0342135j -7.15691e-17+0.0712216j -2.97668e-17-0.0319915j -6.02137e-16+0.0122716j 1.90023e-16-0.0436891j 4.45832e-16+0.0381718j -1.50737e-15+0.00460326j 2.59262e-14+0.0566226j 
-4.2895e-16-0.000396359j 8.63149e-17-0.00980314j -4.69236e-16-0.0360176j -4.28571e-16-0.00741516j -2.45227e-16-0.0277461j 2.67725e-16+0.00489751j 6.45271e-16+0.006796j -5.49891e-16-0.0193377j -1.17232e-16-0.0318545j -8.29393e-16-0.0215954j 4.57762e-16+0.00684018j 1.95241e-17+0.00627517j 2.2548e-16+0.0105341j 5.56411e-16+0.0140642j 1.94061e-16-0.00420311j 2.44346e-17-0.0559623j 1.14791e-17+0.0031574j 1.53767e-16+0.00203334j -1.2634e-16+0.028737j -2.33222e-16-0.00118432j 9.6401e-16+0.0209764j 6.23007e-16-0.00472215j -2.29294e-16-0.00343466j 3.07145e-16-0.00604988j 1.04711e-15+0.0087194j -1.16255e-15-0.000375815j 3.52864e-18-0.00655829j -5.31285e-16+0.00023611j 8.85562e-17+0.0316025j 3.85179e-16+0.0104638j -4.56778e-16-0.00453395j 6.72301e-16+0.0181165j 1.12426e-15+0.034614j -1.61334e-16+0.00984228j 3.03198e-16-0.0193705j 5.47002e-16+0.0049837j -8.82131e-18+0.0469157j -3.76569e-15+0.0161287j -1.69246e-13-0.0339794j -1.51457e-13-0.0319375j -6.8767e-16+0.0112849j -3.27808e-15+0.0151162j 2.23853e-16-0.0622658j -1.17238e-16-0.0343807j 1.21421e-15+0.0421639j -1.26003e-15+0.0242676j -2.79845e-17-0.0149969j 1.82431e-16-0.00388198j -1.18572e-16+0.033276j 5.33334e-16-0.0137137j -5.35676e-16+0.000999549j 1.56317e-15-0.035885j -3.45622e-16-0.0402619j 9.29273e-18+0.0283346j 2.58034e-16-0.0113516j -9.11615e-16-0.0424626j 4.57495e-16+0.0287223j -7.42017e-16-0.0849649j -4.17805e-17-0.0571868j -3.5316e-16+0.00123932j 5.57404e-17-0.064488j 1.91921e-16+0.0181612j 3.54251e-16-0.0255727j 5.4343e-16-0.00250393j -2.60528e-16+0.00968673j -8.68168e-18+0.00585474j -3.48782e-16-0.00193257j 4.58878e-16+0.0821125j -1.76297e-15-0.0842381j -1.68774e-16+0.0255897j 3.80805e-16+0.0215154j 1.03977e-15+0.026805j 7.31559e-16-0.012093j 4.18082e-16+0.0440071j 3.79963e-16+0.0282914j 1.51174e-16+0.0238208j -9.89069e-15-0.0183969j 
7.96715e-15+0.0196039j 9.76678e-16-0.0140637j 3.21373e-16-0.0155434j -4.79543e-17+0.021912j 3.82576e-17-0.00036703j 6.77546e-16-0.0236726j 5.09905e-16-0.0472356j 2.62369e-16-0.0206612j 2.90648e-16+0.0166723j -7.34152e-16+0.039228j 4.35743e-16-0.0427061j 1.4468e-16+0.0137886j -1.67669e-16+0.017856j 4.76357e-17+0.00397885j 5.40785e-16+0.00596604j 5.5811e-17+0.0059592j -1.16889e-16-0.00180789j -5.19175e-16+0.0151135j -3.17954e-16+0.016139j -3.63396e-16-0.00561414j -3.25558e-16-0.00314134j 9.15683e-16-0.0190237j 4.03336e-16-0.0192991j 2.53249e-16+0.000194686j 9.69087e-16-0.042936j -7.17557e-16+0.0339855j -3.95689e-16+0.0236351j 6.7809e-16-0.00456271j -1.52497e-16-0.0172679j -5.03553e-17+0.0270295j -8.91369e-16+0.0445294j -1.34489e-16-0.0159519j 7.06644e-17-0.00512334j -1.82609e-16+0.0313031j -4.29292e-16+0.0304957j -7.01357e-16-0.0161651j -1.13013e-15+0.0489073j -1.97759e-14+0.0237706j -3.42275e-14-0.00150151j -2.23632e-14-0.00957609j 1.95496e-16+0.0026329j -5.24001e-15+0.0270955j -3.19807e-16+0.00311717j 1.74555e-15-0.0409074j 4.11336e-16-0.02159j 1.27885e-15-0.0199784j 1.29184e-16+0.0200927j 2.57101e-16-0.0245317j -1.66326e-16-0.0177262j -4.70927e-16-0.0122687j -7.48951e-16+0.0687607j 1.34094e-15-0.0127755j -4.08786e-17-0.0041732j -1.797e-16-0.0232714j 2.50911e-16-0.0270876j 2.76252e-16+0.0126409j 5.89674e-16-0.0360972j 1.19843e-15+0.0316136j 1.01414e-15-0.0144084j 4.5111e-16-0.0300416j 3.97602e-16+0.0159724j -5.25433e-16+0.0172335j 6.39837e-16-0.00327076j -1.36819e-16-0.00866414j -2.77302e-16-0.0360956j 2.81429e-16-0.0187218j 1.06448e-15-0.021919j -1.67014e-15-0.000330468j 9.18132e-16+0.0380022j -6.67176e-16+0.0199487j 3.2664e-16+0.0172258j 1.95645e-16-0.0307598j 3.11143e-16-0.00379984j -3.8258e-16-0.026695j 7.06818e-17-0.0176043j -3.48877e-16+0.0232363j -1.55343e-15-0.00388749j 
2.2451e-14+0.0288406j -3.7775e-16-0.00151207j -2.07099e-15-0.00466179j -1.05081e-14-0.0323341j -2.71917e-15-0.00578847j -4.87539e-16-0.0045828j 3.04453e-15+0.0131988j -1.26348e-14-0.0362638j 2.06382e-15+0.00718446j -4.26879e-15-0.0146605j -9.25578e-15-0.0243367j 3.3998e-15+0.00295975j 6.66372e-15+0.0186104j 1.41856e-14+0.0404799j 1.14346e-14+0.0308216j 1.94237e-15+0.0067369j -1.14611e-14-0.0312501j 6.20974e-15+0.0228232j -1.42672e-14-0.0394538j -1.22269e-14-0.0322673j 1.40354e-14+0.0449968j 1.42172e-14+0.0409215j -9.07698e-15-0.0251863j 1.24873e-14+0.0367642j 1.71928e-14+0.0498551j -1.14139e-14-0.0400517j 4.21681e-15+0.0140332j -9.81576e-15-0.0360131j -1.45586e-14-0.0384079j 4.13319e-15+0.0133981j -5.25159e-15-0.0114274j 1.02323e-14+0.0325815j 9.00671e-15+0.0255037j -1.31972e-15-0.00194006j 1.43455e-14+0.0413587j -9.63249e-16-0.00338471j -2.48695e-14-0.0659073j 1.79316e-15+0.0146828j 9.28384e-14-0.0124362j 1.09712e-13+0.0548516j -2.94592e-14-0.0828353j -9.68444e-15-0.043566j 4.29005e-15+0.0143758j 3.96837e-15+0.013751j 6.97425e-15+0.0193925j -8.70352e-15-0.0310091j 1.29652e-14+0.0364454j -1.13722e-14-0.0295955j -1.25696e-14-0.0392317j -5.53991e-15-0.0102495j -5.36237e-15-0.0134818j 1.65449e-14+0.0519805j -3.35632e-16-0.00275579j -1.72888e-15-0.00445999j 5.19093e-17-0.00308088j -4.24129e-15-0.0114922j 3.32798e-15+0.0133828j -5.16955e-15-0.0164044j -2.54661e-15-0.00416891j -2.06036e-14-0.0676414j 1.59033e-14+0.0484985j 1.74404e-16+0.00112092j 7.10485e-15+0.0230594j 6.61556e-15+0.0264316j -1.86869e-14-0.0500791j -1.91212e-16-0.00186096j -1.08937e-14-0.0464341j -1.40731e-14-0.0408618j -1.5779e-14-0.0566654j -6.59741e-15-0.0209282j 2.94683e-15+0.00319297j 1.50489e-14+0.046348j 2.08167e-14+0.0665651j 3.33647e-15+0.0108457j -2.14938e-15-0.00734911j -7.81865e-15-0.0324372j -2.95088e-14-0.0394115j 
-4.35645e-15-0.0121805j -3.49964e-16-0.0104953j -3.15915e-16+0.0055553j -1.81095e-15+0.00599716j -3.63145e-16-0.00665893j -5.02233e-16+0.0149164j 7.74638e-16-0.0253021j -1.96018e-15-0.00118014j 6.2808e-16+0.00328001j -7.69445e-16+0.019392j -1.58985e-15-0.00914531j -2.31227e-17+0.0359454j 8.2399e-16+0.00688323j 2.28086e-15+0.00347025j 1.55303e-15+0.0192968j 6.97311e-16+0.00807367j -1.48647e-15-0.0167462j 1.78282e-15-0.0295594j -2.33765e-15-0.0241851j -2.18473e-15-0.0253767j 2.20287e-15-0.0315376j 2.60523e-15+0.000692648j -1.44321e-15-0.0063831j 2.29071e-15-0.000320143j 3.14301e-15+0.00578509j -2.76394e-15+0.0333629j 1.6475e-15-0.00112187j -2.82093e-15+0.00994022j -2.6149e-15-0.0209166j 6.11748e-16-0.0168526j -3.57328e-16-0.0279097j 2.28976e-15-0.0064408j 1.23066e-15-0.0037264j -3.07026e-16-0.0116031j 2.43399e-15+0.019843j 4.04335e-16+0.0100689j -4.24137e-15-0.0454113j -1.50174e-15-0.010089j 1.57004e-14+0.023671j 1.78085e-14-0.0193323j -5.2236e-15-0.0294784j 1.45245e-15-0.0248485j 5.38166e-16+0.0138355j 9.95488e-16+0.00222205j 8.12903e-16+0.00219032j -8.02759e-16-0.0182573j 2.38561e-15+0.00136032j -1.64532e-15-0.00947484j -2.67711e-15+0.00719604j 1.19805e-15-0.0374446j -9.52817e-17-0.0209618j 3.02119e-15+0.00347627j 1.42078e-16+0.023415j -3.21929e-16-0.00493465j -3.14912e-16+0.029647j -5.38662e-16+0.00568268j 1.01457e-15-0.0278866j -1.30623e-16+0.0109128j -4.70697e-16+0.00518016j -3.92784e-15+0.0439205j 2.42535e-15+0.00875033j -3.07682e-17+0.00476059j 1.74561e-15-0.0147121j 1.82413e-15-0.0442731j -3.00465e-15-0.0269257j -3.18773e-16+0.00317078j -2.91945e-15+0.083136j -2.72113e-15-0.00644718j -2.66409e-15+0.0647775j -1.39123e-15+0.0126996j 3.9394e-16+0.0205562j 2.17256e-15-0.00881718j 3.87982e-15-0.0240261j 4.90909e-16-0.009551j -2.15662e-16-0.00820499j -2.75932e-15+0.0264731j 1.12074e-14+0.0296304j 
-2.59405e-14-0.0508172j -1.90514e-15-0.0157206j 1.77633e-16-0.0012855j -4.9747e-17+0.00252699j -1.7936e-16+0.00317933j -5.14133e-16-0.0264j -1.29508e-16+0.00504187j 1.02092e-15+0.0366766j 6.23095e-16+0.00982234j 7.29525e-16+0.0314846j 8.45197e-16+0.0239602j 1.98052e-16-0.00441459j -4.97846e-16-0.0244452j -6.63676e-16-0.0189227j 5.41615e-16-5.16078e-05j 7.26649e-19+0.0155944j 6.35505e-16+0.0319765j -7.76009e-16-0.0218041j -6.12867e-16-0.0108844j -2.26294e-15-0.063318j -2.5637e-15-0.053208j -1.00902e-15-0.0339003j -3.18311e-16-0.00776619j -5.02142e-16-0.0143084j 3.11348e-16+0.0204697j 8.06206e-16+0.0286297j 9.51432e-16+0.0270114j 3.95655e-16+0.0113406j -2.82689e-16-0.0128156j -7.70099e-16-0.0211835j -2.89111e-16-0.0147767j -6.38292e-16-0.0359703j 3.20304e-16+0.0126702j 4.96517e-16+0.000694902j 6.19148e-16+0.0316634j -9.23108e-16-0.0140322j -9.96339e-16-0.0287271j 2.51709e-14-0.0474067j 1.70994e-13+0.0360671j 1.4112e-13+0.0255109j -3.89374e-17-0.00660873j 1.81075e-16+0.00450497j -3.62919e-16+0.0109459j -4.71296e-16+0.00267774j -2.80253e-16-0.00974562j 5.63456e-16-0.0204426j -5.02254e-16-0.0216039j 5.21149e-16-0.000659732j 4.6009e-16+0.0237434j -4.70662e-16-0.0125125j 6.89028e-16+0.0110607j 1.04531e-16+0.0181987j -1.19643e-16+0.0216833j -1.75565e-16-0.000790121j 4.99028e-16+0.024735j -2.34675e-16-0.015281j -4.09381e-16-0.0282062j 1.35702e-15+0.0301547j -1.95476e-16-0.0167334j 1.96438e-15+0.0632288j -1.17864e-15-0.0281926j 1.7246e-15+0.0375138j -1.52457e-15-0.055622j -1.5512e-15-0.0386945j 1.14078e-16+0.0175052j -7.98899e-17+0.0101835j 3.04836e-15+0.0956776j 1.90892e-15+0.0572494j 3.28519e-15+0.0975212j 1.37163e-15+0.0395339j -2.47637e-16-0.0175287j -9.38087e-16-0.0344189j -2.04353e-15-0.0834682j 7.7753e-16+0.0220942j -7.37242e-17+0.000830434j 9.58427e-16+0.0665965j 1.62712e-14+0.0349734j 
-8.31349e-15-0.0180346j -8.16953e-16+0.00386576j 8.36196e-17-0.0346422j -8.94926e-17+0.0218773j 1.89746e-16-0.0201279j -3.21927e-16+0.00810115j -1.71476e-16-0.00916845j -5.09923e-17-0.0131586j 1.94872e-16+0.0214315j 3.3168e-16+0.0082484j 6.68209e-17+0.0141653j -6.90756e-17+0.0331346j 1.04625e-16-0.00676335j -2.90343e-16+0.0213466j 1.19747e-17+0.0224504j 5.93276e-16-0.0278822j -3.28325e-16+0.0165626j -1.7815e-16-0.00426179j -1.80525e-16+0.00710615j -8.5313e-16-0.0206434j -4.93269e-16-0.000252301j -3.1765e-16+0.0220894j -2.20143e-16-0.00995603j 6.77364e-17+0.00944867j 7.65118e-17+0.00856615j 3.29102e-16-0.00471831j -3.22823e-16+0.00359777j 8.19088e-16-0.0182631j -4.10139e-16-0.0190513j 1.41765e-16-0.00361728j -2.96703e-16+0.0128531j -2.05156e-16-0.00657075j 3.64603e-16+0.0166767j 1.3394e-16-0.0153597j 4.93516e-16-0.0179631j 1.40484e-15+0.0181917j -4.19863e-17+0.02951j 2.01446e-14-0.0395926j 4.0304e-14+0.0280756j 2.45102e-14-0.0182961j -5.0391e-16-0.0111479j 3.54575e-15-0.0211662j 7.76179e-17-0.0361j -1.25976e-16-0.015847j -1.92354e-16+0.0195453j -3.51915e-16+0.000500923j -3.94132e-16+0.0247434j -3.86468e-16+0.00581824j -2.67788e-17-0.0177461j -1.94858e-17-0.0177671j 1.76423e-16+0.00387092j -1.89025e-16+0.0193332j 3.09374e-16-0.0128355j 1.66367e-16-0.00294465j 1.10689e-16-0.0200493j -6.13222e-17-0.0117142j -3.95622e-16-0.00394006j -4.19472e-17+0.00663715j 5.24132e-17-0.00357837j 2.63155e-16+0.00179915j 2.82066e-16-0.0440127j 8.98958e-16-0.004413j -5.40183e-16+0.0074107j -3.57907e-16-0.00887542j 5.15995e-18-0.0502087j -4.38252e-17+0.0157132j 4.09985e-16+0.0494156j 7.0023e-16+0.0171614j 3.4522e-16+0.032979j 6.34145e-16+0.0119445j -1.41288e-16+0.0408253j -5.98929e-17-0.00497393j -4.12304e-16-0.0267993j 7.84043e-17-0.00779722j -3.49362e-16+0.0208604j -5.88669e-16+0.0293528j 1.47562e-14+0.032974j 
