-4.36062e-14-0.0948241j -2.58454e-15+0.0123531j -9.19571e-17-0.00854508j -4.9485e-19-0.0324012j -2.41094e-16-0.0149134j -1.36088e-16-0.0330858j 6.99864e-17+0.047434j 8.97013e-17+0.0143437j 3.61809e-16+0.0708476j 2.71007e-17-0.0681083j 5.28069e-16+0.0669692j 9.57725e-17-0.0266905j -1.79363e-16-0.00598666j -4.87027e-17-0.0322149j -2.01969e-16+0.0276286j 2.99476e-16-0.0491963j -4.97779e-17+0.0486995j -2.89464e-16-0.025646j 7.87408e-17-0.00601396j -1.71996e-16-0.0643685j -3.67929e-16-0.0258803j 1.14312e-16-0.0283665j 1.13282e-17+0.00046905j 1.38672e-16+0.00191526j 3.37763e-17+0.0132536j -1.6895e-19+0.00640521j 3.49375e-16+0.0126577j 8.22623e-17+0.00755977j 1.1425e-16+0.0164566j -8.86248e-17-0.0213058j -2.25601e-16-0.00493019j -1.08414e-17-0.000393021j -2.18341e-16+0.0166142j 3.38367e-17+0.00165174j 3.27426e-17+0.00470522j -9.29215e-17-0.00450664j -9.18741e-17-0.0165087j 2.15785e-14-0.0497371j 1.11427e-13+0.0482557j 8.7625e-14-0.0114504j -3.68282e-16+0.0148718j 5.87857e-16+0.000530097j 3.85825e-17-0.0115084j -2.76539e-16-0.00157123j -3.45255e-18-0.00537945j 1.75122e-16-0.00235108j -2.28847e-16-0.00141345j 6.54908e-17+0.0142397j 2.19899e-17+0.00462415j -4.52302e-18-0.00304306j 9.2223e-17+0.00521946j 1.68336e-16-0.00616929j 7.65536e-17-0.0175181j 2.45069e-17-0.000130397j 1.06973e-16+0.00150877j 1.49371e-17-0.000608614j 1.61318e-17-0.00539561j 9.34321e-17+0.019223j 9.46335e-17-0.0120508j 6.55084e-17+0.0167355j -4.59274e-18-0.0297226j -2.29781e-17-0.00464674j 1.24954e-19+0.0027209j -2.43102e-17-0.0220112j -3.3056e-17+0.00966055j -5.63637e-17+0.0183721j 4.30048e-17+7.23287e-05j -5.06432e-17-0.00493601j -6.70865e-17+0.0261494j 2.10397e-17+0.00971757j -1.33494e-16-0.0297004j -4.90514e-17+0.0172659j -3.91825e-18-0.0120185j 5.48412e-17+0.038815j 1.07649e-16+0.00715481j -1.8332e-15+0.0186503j 2.54159e-14+0.0541601j 
-1.07819e-14-0.0210354j -7.47395e-16-0.0292298j -1.92569e-16-0.0444978j 2.8306e-17+0.0458445j -4.54527e-17+0.00369177j -1.73509e-17-0.00568975j -8.55508e-17-0.0264574j -9.01213e-17-0.00833251j 9.63448e-17-0.00605345j -2.29167e-16-0.01541j 2.96819e-16+0.0276691j 5.13509e-18-0.00689494j 8.34281e-18+0.0119643j -3.50883e-17-0.0047419j 3.57391e-17-0.0159265j 1.38172e-16-0.0571975j 1.26603e-16+0.00437942j 5.82046e-17+0.00280864j 3.44025e-16+0.0423598j -1.16802e-16-0.00153888j -8.5596e-17-0.00492273j -1.9092e-16-0.0135318j 1.47345e-16+0.011558j -2.18024e-17-0.0097758j 6.30743e-18+0.0200064j -8.6867e-17-0.011029j 3.6572e-16+0.0200114j 7.78985e-17+0.00923663j 2.82944e-16+0.00557001j 7.0788e-17+0.00262604j -1.38274e-16-0.00371954j -2.07483e-16+0.0114424j 1.08837e-16+0.0166914j 2.36905e-17-0.00449664j 1.65646e-16-0.0297925j 8.92877e-16+0.00741433j 4.55625e-16+0.030444j -1.1276e-15-0.00612484j 8.09326e-14+0.0206004j 7.37049e-14+0.0109282j -4.6157e-16+0.0514938j -6.25958e-16+0.00741883j 7.98202e-16-0.0731248j -7.78815e-16+0.0101168j -7.54685e-17-0.0102647j -2.59265e-16+0.00344983j 7.53849e-17-0.0039643j 2.57807e-16-0.00070942j 1.10654e-16+0.00981994j -1.91737e-16+0.00157663j 2.91494e-16+0.0220341j 3.25359e-16-0.00267641j -2.8848e-16-0.0441979j -7.05796e-17-0.0263242j -1.81925e-16-0.0172563j -1.61612e-16-0.0238706j -2.75954e-16+0.013778j 1.11746e-16+0.0298153j 9.79973e-17+0.00847616j 1.27606e-16+0.0145426j -2.02751e-16-0.0379955j 5.9123e-16+0.0398596j -1.12669e-16-0.0296281j -4.65855e-17-0.0153244j -1.3436e-16-0.0342444j -1.02362e-16+0.00469204j 5.97556e-17-0.00779845j 5.6866e-16+0.0617321j 1.69533e-16+0.0212265j 2.02766e-16+0.0394157j 2.6396e-16+0.0276487j -7.93699e-17-0.0188211j -9.26973e-18-0.0529687j -7.2408e-18-0.0199486j -8.09191e-18-0.00514133j -3.87017e-16+0.0609215j 7.82105e-15+0.0200543j 
5.14918e-16+0.00232086j -2.83783e-16-0.0195201j -2.77624e-16-0.0131553j 1.79188e-17+0.00425003j 5.04989e-16+0.0233478j 1.54189e-17-0.0015429j 6.28156e-16+0.0245644j 1.13908e-16+0.00503724j -3.00571e-16-0.0149436j 3.36641e-16+0.0123744j 2.50026e-16+0.0117654j 7.31629e-17+0.00125153j -5.26143e-16-0.0181253j 2.81666e-16+0.0117689j 1.27309e-17-0.00446442j 2.8434e-16+0.0172984j 2.74874e-16+0.014425j -1.77007e-16-0.0077055j -5.16555e-16-0.0186479j 3.2515e-16+0.015321j -5.33298e-17-0.00523391j 5.80457e-18-0.00317925j -3.16774e-16-0.00887121j -1.46456e-16-0.00952178j 3.03223e-16+0.0198797j 3.634e-16+0.0292025j -3.95274e-16+0.00487586j 6.78563e-16-0.0168858j -7.44263e-16-0.0238293j -9.23435e-17-0.000630256j 1.99415e-16+0.00598599j 2.28776e-16+0.00795016j 4.76257e-16+0.0253878j -5.72943e-16-0.0134856j 1.10002e-16+0.00491921j -1.85806e-15-0.0176036j 5.16172e-17+0.00759836j 1.48945e-14-0.0112711j -1.11192e-13-0.0241555j -1.09156e-13-0.021971j -6.38369e-16-0.026991j 2.11627e-15-0.0183136j 2.79815e-16+0.0279531j -1.93786e-17-0.0218461j -1.66853e-16-0.00768371j 1.35482e-16-0.00598084j -6.07256e-16-0.0177909j 4.56551e-16+0.0120317j -5.52617e-17+0.00744776j 7.20523e-16-0.0282173j -9.08972e-17-0.0137958j -7.00066e-17+0.0272623j 1.20314e-15+0.0479989j 4.39035e-16+0.0127682j -1.23325e-16-0.00898502j -5.19256e-16-0.0240022j -1.47552e-16-0.0128829j -1.67513e-16-0.00230828j -6.55972e-16-0.0323325j 1.22585e-16+0.00708964j 3.67494e-17+0.00181561j -3.96933e-16-0.00447021j 3.91123e-16+0.0119749j 5.65061e-16+0.0223878j 1.17172e-16+0.00342387j 6.58496e-16+0.0346018j 3.10975e-16+0.013294j -1.26309e-16+0.00421995j 2.07406e-16+0.00751562j -5.02779e-16-0.0164283j -1.48614e-16-0.0054115j 3.56366e-16+0.0154803j -6.53308e-16-0.0344765j -9.32893e-17-0.00448798j 2.25376e-16+0.004863j 1.00206e-15+0.0214143j -1.04656e-14-0.0196611j 
-5.95436e-15-0.0126192j -3.86779e-16-0.00360242j -1.03708e-16-0.0408925j -4.47913e-19+0.0402645j -6.07223e-17-0.0138019j -1.80888e-17-0.0101246j -5.90243e-17-0.0246868j -8.50395e-18-0.0190629j 1.30615e-17+0.0087279j 1.3565e-16+0.0537015j -9.46111e-18+0.000471504j 4.40632e-17+0.0313511j 9.13669e-17+0.00923592j 6.7868e-17+9.00091e-05j -3.97236e-17-0.00882891j -1.63153e-16+0.0188884j 2.32538e-17+0.0230744j 7.36047e-17-0.056893j -8.79486e-17+0.0176826j -7.44375e-17-0.0327656j 9.95701e-17+0.0139331j -1.48135e-18+0.0216971j 1.81485e-17+0.0111053j -2.10774e-17+0.00345372j -1.26198e-16-0.00447686j -1.73311e-17+0.0186252j 2.28201e-17-0.019221j -1.52894e-16-0.00324573j -6.09085e-17+0.0164043j -1.30359e-17-0.00476231j 1.70157e-17-0.0135928j -8.89312e-18+0.00807786j 2.48157e-17+0.0162223j -9.1057e-17+0.00603954j -1.523e-16+0.029025j 1.32884e-16-0.00134914j 3.58503e-17-0.0052787j 6.34452e-15-0.0149308j 2.29106e-14+0.0145119j 1.66555e-14-0.00769144j -5.27155e-16+0.0441227j 4.1015e-15-0.0226377j -3.31476e-16+0.0239448j 1.17882e-16-0.011771j 2.1698e-16-0.0380445j -1.71822e-15+0.0172425j -5.63646e-16-0.04974j 7.58191e-16+0.0216029j -4.73819e-17+0.00325515j 8.24283e-16-0.034314j 6.82273e-16+0.0237975j -5.90492e-17+0.0165618j -9.82902e-17-0.0299473j -1.02234e-16-0.000871764j 1.43961e-16+0.0281948j 2.08051e-17-0.00156247j 6.03485e-16-0.04959j 1.43513e-16-0.0016818j 5.71923e-18-0.00369879j 1.40487e-16+0.0450877j -6.09835e-18-0.00470271j -9.11176e-17-0.0316087j 9.36343e-17-0.0554408j -8.3929e-17-0.0251641j -1.38904e-16-0.0414016j -9.15403e-17-0.00143532j -8.11498e-17+0.0871534j -7.6011e-17-0.00798561j 2.68375e-17+0.0387219j 5.91364e-17+0.050952j 2.33153e-16+0.0368069j -2.71887e-17-0.0128731j 7.41693e-17-0.0617775j -1.59081e-17-0.0213994j 4.47927e-17+0.000885778j -1.08605e-15+0.0413375j 1.63239e-14+0.0367994j 
1.78423e-14+0.0397211j 1.25592e-15-0.0148594j -1.99918e-17-0.0333684j -1.31704e-16-0.00491027j -4.76898e-17+0.00283054j -2.98511e-17-0.0127393j 1.14754e-16+0.0336465j 4.15591e-17-0.0419934j 7.10325e-17-0.00183015j 1.0901e-16+0.027782j 5.30421e-16+0.067583j 4.17466e-17+0.0151186j -1.6288e-18-0.0189943j -1.38468e-17+0.013859j 4.29297e-17-0.00224523j 3.21603e-16-0.0225226j 3.81391e-16-0.00849528j 1.53545e-16-0.0319567j -6.53523e-17+0.0297852j -1.37267e-16-0.000605773j -3.98058e-16-0.0191502j -4.18045e-18+0.013014j -1.10541e-16+0.000441035j -1.21238e-16-0.0136655j 4.70335e-17-0.00365462j 4.09104e-17-0.0336095j -1.23186e-16-0.0342489j -9.11305e-16+0.00232513j -3.67391e-16-0.0142067j -5.63184e-16-0.00739597j 4.28681e-17-0.0352569j 5.76927e-16+0.00159337j 9.32707e-17+0.0180258j -3.47541e-16-0.0171028j 5.95721e-16-0.0603459j 5.4656e-16+0.00964306j -4.11459e-16+0.0131989j 2.7144e-14-0.00982485j -1.55955e-13-0.0589423j -1.5328e-13-0.00413966j -2.41538e-17-0.0183253j 4.22123e-16-0.00589879j -9.92285e-17+0.00262646j 4.07208e-16-0.0349795j 9.98296e-17-0.0114929j -8.68704e-16+0.00717536j -6.50865e-16-0.0334438j 2.93564e-16+0.029488j -3.83904e-16-0.0200233j 5.94831e-16-0.0169444j -2.12593e-17-0.00754899j -2.65522e-16+0.00853239j 1.71289e-16+0.0305576j -3.81124e-17+0.0312336j 1.22601e-16-0.0140308j 1.93381e-17-0.045371j -3.1946e-17-0.000557506j -1.63451e-16-0.0584358j -6.03509e-17+0.0327084j 3.30334e-16+0.010364j -2.15136e-16+0.00806045j 8.2015e-16+0.107888j -8.62106e-17-0.0583557j 2.93134e-17+0.0689486j -4.36257e-17-0.0186713j -1.46692e-16+0.0532633j 6.06669e-17-0.0136455j 5.92528e-16+0.0802948j 6.20796e-17-0.0574531j 1.50163e-18+0.0433533j -1.85954e-16-0.016684j 8.85987e-17+0.0407891j 1.68579e-17-0.0299016j 1.54089e-16+0.0121025j -1.66154e-16-0.0194476j 2.20653e-15+0.0113124j -3.39138e-14-0.0702189j 
-2.07888e-14-0.0444055j -1.47622e-15+0.00816673j 1.40207e-16+0.0205678j -9.71772e-17-0.00760267j -4.80824e-16-0.0253823j 5.90625e-17+0.0130457j -2.76785e-16-0.0121887j 2.81792e-16+0.0260168j 2.33539e-16+0.0232462j 2.02764e-16+0.00102314j 7.85418e-16+0.0337851j 5.17529e-16+0.0256663j -2.08401e-16-0.0169736j -5.18203e-17-0.0187907j 5.16345e-17+0.00999296j 1.1091e-16+0.0251871j -9.54843e-17+0.00581483j -3.1461e-16-0.0131937j -5.69079e-16-0.0238906j -5.39724e-16-0.0389978j -1.33941e-15-0.04819j -1.55828e-16-0.01451j -1.0965e-17+0.00359071j -3.78129e-16-0.0152992j -1.41938e-16-0.00763716j -8.0679e-17-0.0121409j 4.1025e-16+0.00687042j -4.97418e-16+0.0125614j -3.46901e-16-0.0126514j -4.85362e-16-0.0149448j -1.18285e-16-0.00876777j 4.62527e-16-0.035018j 1.271e-16+0.0155984j 8.26003e-17-0.00240259j 3.0799e-17+0.00188928j 1.23342e-15+0.0105171j -6.86704e-16-0.00937713j 4.71798e-14-0.0726992j 1.29265e-13+0.0285984j 9.23953e-14+0.0130026j -3.17348e-16-0.0184562j -2.02928e-15+0.0172528j -1.0608e-16+0.00809831j -1.89095e-16-0.019813j -3.73211e-16+0.0241242j 1.59891e-15-0.0299394j -7.26031e-16-0.0171865j 4.55436e-16+0.0241376j -3.58603e-16-0.0118282j 3.3858e-17-0.00920125j -2.20353e-16-0.00104795j 7.06896e-17-0.00337379j 4.05531e-16+0.0108418j 1.38266e-16+0.0114066j -3.02561e-17-0.0171028j -3.13877e-16+0.000512617j -7.95011e-17-0.0333525j 6.81058e-16+0.0613264j -8.56279e-17-0.000483493j 9.86266e-16+0.0455671j -7.79654e-16-0.0521549j 8.63496e-16+0.021282j -2.01573e-16+0.0130721j -2.1377e-16-0.00736252j -2.18288e-16+0.0110101j 2.11859e-17-0.00193553j 1.25751e-15+0.088537j 7.51118e-16+0.00301309j 1.30001e-15+0.0887367j 4.11262e-16+0.0138963j 5.30106e-16+0.0247282j -4.0883e-16-0.0289821j -4.03886e-16-0.0108733j 2.64405e-16+0.0117604j 1.38869e-16+0.00839405j -1.02023e-15+0.022733j 2.62513e-14+0.0553667j 
6.84708e-15+0.0122502j -2.17216e-15+0.0512131j -1.70559e-15+0.0341495j -9.07875e-18-6.68465e-05j -1.58195e-15+0.0318495j -1.51274e-15+0.0291401j -1.83898e-15+0.0367638j 3.94587e-16-0.0097656j -3.75999e-17-0.00168834j 7.47853e-16-0.0144072j 8.81099e-16-0.0208278j 8.14689e-16-0.0175701j 5.84938e-17-0.000709263j 1.33979e-15-0.0251321j -9.7669e-16+0.0179658j -7.38854e-16+0.0101017j -8.95954e-16+0.0131375j -2.548e-16+0.00632388j -1.71765e-15+0.0382161j -1.18376e-15+0.0277981j -1.35127e-16+0.00519494j -1.46074e-15+0.0286254j 1.04441e-16-0.00248213j -2.26494e-16+0.00429838j -5.15437e-16+0.00774044j 3.26175e-16-0.008851j 1.70338e-15-0.036307j 5.91294e-17-0.00770468j -7.97575e-16+0.0165238j -3.93863e-16+0.0102406j 8.06109e-16-0.0105286j 1.77074e-15-0.0219733j 8.23888e-16-0.0195739j -1.42784e-16+0.00525309j 1.36007e-15-0.0222021j -2.74217e-16-0.00534524j -1.98893e-16+0.00214327j 7.53486e-15+0.00334484j -7.70076e-14-0.0298333j -7.37888e-14-0.00074824j -5.75446e-16+0.0152153j -5.90684e-15+0.028949j -5.33499e-16+0.011047j 5.4762e-16-0.00589802j -1.46983e-15+0.0352233j -5.03769e-15+0.045804j 1.15587e-16-0.01036j -1.70622e-15+0.0295004j 3.95705e-16-0.00966091j 6.1137e-17-0.00102007j -5.47776e-16+0.0133926j 8.87636e-17-0.00289201j -4.04975e-16+0.0060768j -1.48139e-15+0.0254982j 1.03233e-15-0.0191365j -2.74722e-15+0.0552521j -1.33735e-15+0.0233141j -1.1512e-15+0.018996j -2.94997e-15+0.0561465j 1.91372e-15-0.0450862j -1.55429e-15+0.0352436j 1.07429e-15-0.0270571j -2.39045e-15+0.0447479j -2.32947e-15+0.0494746j -2.61447e-15+0.0550894j 1.20304e-15-0.0205157j 2.31323e-15-0.0524787j 6.16424e-15-0.138833j 2.17188e-15-0.0507617j 1.55939e-15-0.0312008j 1.03202e-15-0.0256449j -8.59779e-16+0.0183484j -2.99563e-15+0.0596281j 1.51094e-15-0.02871j 3.95862e-16-0.00855232j 4.2228e-15-0.0980824j 9.57558e-15+0.0158837j 
-1.15367e-14-0.0243429j -7.83744e-16-0.00818972j -3.99289e-17-0.00440146j 1.05819e-16+0.0432949j 4.13117e-17+0.0208008j 7.44876e-17+0.0351725j 3.46869e-17-0.0287222j 5.92299e-17-0.00992131j -7.7387e-17+0.0191279j 3.25355e-18-0.0333556j 9.41718e-17+0.00583354j 1.53866e-17+0.0149622j -1.0393e-16+0.0308247j -8.53224e-17+0.0115851j -1.76905e-16+0.0231654j 2.55353e-16-0.0136862j 5.0876e-17-0.00162792j 1.0203e-17+0.00630627j -4.38537e-17-0.00906168j 1.072e-16-0.0072131j 1.99225e-16+0.011114j 7.34665e-17+0.00500426j -4.28864e-17-0.0180694j -9.80418e-18+0.00180225j 4.03724e-17+0.0208153j -1.57801e-17+0.0108424j 2.09655e-16-0.00687777j -7.55347e-16+0.010571j -1.12292e-16-0.0276829j -1.0067e-16-0.00660848j 1.46677e-17+0.00115052j 3.91057e-16-0.00793411j 3.06867e-17+0.0159405j -7.55117e-17-0.00707113j 1.52591e-16-0.00434265j 6.81573e-16+0.00508009j 3.92912e-16+0.0317517j 7.6958e-15-0.0227241j 6.61559e-14+0.0291496j 5.4542e-14-0.0063697j -5.54066e-16+0.0158865j 3.53229e-15-0.0215013j 5.23171e-16-0.0447492j -3.81018e-16-0.000678065j -4.61932e-16+0.0592008j 1.97133e-15-0.0197536j 1.48546e-16+0.0179544j -9.51734e-17-0.0136137j -9.89457e-17+0.00426398j 7.34435e-16-0.0143569j -3.11284e-17-0.0111397j 6.07891e-17+0.0062986j -7.50663e-17-0.0143712j -3.7102e-17-0.00562819j -1.65965e-17-0.0106917j -1.8574e-17+0.0148713j 1.41042e-16-0.0132605j 1.17212e-16+0.0404217j -1.16255e-16+0.0230646j -2.37197e-17-0.0176211j 1.30106e-17-0.00199745j -3.11531e-16-0.0117471j 8.64139e-17+0.0675982j -5.62494e-17-0.0370792j -5.9433e-17-0.0256611j 1.41259e-16-0.00482335j 7.24844e-17+0.0136344j -3.80437e-16-0.0526686j 7.37031e-17+0.00936192j -4.31404e-17-0.00825431j 1.3746e-16+0.0443387j -4.34108e-17+0.0139305j -1.57461e-16+0.00737388j -4.65843e-17-0.0527712j 2.09369e-17-0.0220775j -1.57005e-15+0.00427805j 2.48887e-14+0.0522874j 
-7.51958e-15-0.0149751j -7.06836e-16-0.0154995j -4.60798e-16-0.038001j 3.46122e-16+0.0356584j 3.0699e-16+0.0358206j 2.45116e-16+0.018049j 8.08374e-17+0.0193969j -2.0313e-16-0.0178434j -2.60546e-16-0.0229812j 5.64896e-17+0.0135243j -1.84702e-17-0.0022807j 2.04446e-16+0.0177608j -1.70409e-16-0.0356173j 8.31223e-17-0.00666953j 1.11206e-16+0.00804058j -1.07533e-16+0.0254224j -1.53886e-16+0.0316192j -1.52345e-16-0.00285975j 1.10881e-16+0.014703j 1.06418e-16+0.0131908j 1.99276e-16+0.0122243j 1.02608e-16+0.0112992j -1.11731e-16-0.00830087j -5.01492e-17-0.00851162j 1.17952e-16+0.0298262j -5.98986e-17+0.0170223j -3.49724e-16+0.000695214j 5.66289e-16-0.0156862j -3.34413e-16-0.0209791j 8.12224e-16+0.0233965j 1.83867e-16+0.0339116j 6.9761e-17+0.00754992j 8.95226e-16+0.0638051j -2.99217e-16-0.0119472j -9.97374e-17+0.0337548j -1.16513e-15-0.0149356j 4.85932e-16+0.036733j 3.40183e-14-0.0364101j -1.11927e-13-0.0229539j -1.19944e-13-0.0271859j 1.2329e-16-0.00669917j 1.34499e-15-0.00918716j -7.08619e-16+0.0358724j 4.40054e-16-0.044732j 1.03273e-16-0.00442186j -8.08982e-16+0.00980211j -1.38125e-15-0.0495688j 8.97486e-16+0.0386196j -2.38016e-16-0.00919143j 4.67423e-16-0.0336267j 6.79842e-16+0.0250298j -1.36976e-16+0.0270892j 1.90721e-16+0.0229907j 1.90649e-16+0.0091521j -2.91285e-16-0.038892j -4.59313e-16-0.0261234j 1.84142e-16-0.0334247j 4.68968e-16+0.0472287j -2.5161e-16-0.0311645j -1.64074e-17+0.00820145j -8.9004e-17-0.0220038j -7.78332e-16-0.0531401j 3.36786e-16+0.0389064j 3.89261e-16+0.0545743j -3.22549e-17+0.00715535j 1.68023e-16+0.0271086j 3.32677e-16+0.0380169j -9.60397e-16-0.0647428j 3.30421e-16+0.044157j -6.80302e-17-0.010389j 5.56878e-16+0.0347978j 1.35392e-17+0.00164974j -4.65606e-16-0.0536437j -3.99645e-16-0.0360009j 3.3563e-16+0.0197126j -3.66639e-16+0.0295635j 1.09093e-14+0.0243118j 
5.3843e-15+0.0116023j 3.62634e-16-0.00076033j 2.86615e-17+0.0085049j 5.08641e-17+0.0191309j 7.44214e-17-0.00834087j 9.86266e-18+0.0130031j 8.53226e-17-0.0542508j 5.42087e-17-0.0244906j -3.22908e-17-0.00600642j 1.9546e-17-0.000111511j -1.09362e-16-0.0228597j -5.88155e-17+0.0155096j -1.06058e-16+0.0275394j 2.12439e-17-0.0119225j -6.77051e-17-0.00568585j 2.56395e-17+0.00809121j 2.41054e-17-0.0162244j 1.79684e-18+0.0126423j 4.17101e-18+0.0237124j 1.62471e-16-0.00795035j 7.8935e-18-0.00248601j 2.12341e-17-0.0144461j 9.66466e-17+0.00439942j 1.45171e-17-0.0129377j 1.92281e-16-0.0187606j 8.76671e-17-0.0436257j -2.44235e-16-0.00378799j 6.79061e-17-0.00795775j -1.6588e-16-0.000362213j -2.21836e-17+0.00553881j 2.39179e-16+0.000690948j -5.88473e-17-0.0114095j 2.87491e-17-0.0124157j 3.02482e-16+0.0228167j -2.19497e-17-0.0149415j -1.39538e-15-0.0149794j -6.81085e-16-0.00952982j 3.63262e-14-0.0341805j 3.69354e-14-0.0206405j 1.78751e-14+0.0318591j 7.00616e-16-0.0298813j -8.21086e-15+0.0527474j -2.19571e-16+0.0118475j 3.20916e-16-0.0150651j -4.36527e-16+0.0390248j 2.60174e-15-0.030931j -3.33561e-16-0.00915437j -1.35891e-16+0.0162375j 1.02441e-16+0.0262709j -1.14064e-15+0.0285824j -4.91183e-16+0.0174735j 6.35125e-16-0.0425166j 4.32896e-16+0.0352743j -1.01607e-16+0.0344405j 1.22413e-16-6.28533e-05j -6.6004e-17+0.00922831j 3.02236e-16-0.0212791j 4.90658e-17+0.0169057j 4.41243e-17+0.00575996j 2.33014e-16+0.00880158j 2.11639e-16-0.0689823j 1.40428e-16+0.0295856j -3.29808e-18+0.0239307j -2.60032e-17+0.018941j 1.37517e-16+0.0375956j 2.10381e-16-0.0620478j -1.16176e-16+0.0406106j -1.30017e-16-0.0288827j -6.06718e-17+0.0124234j -1.00312e-16+0.0411385j 1.24657e-16+0.0617885j 5.36017e-18-0.0436339j -1.32673e-16+0.0278701j -3.73793e-17-0.0243535j 1.5802e-17-0.0132411j -9.69969e-16-0.00642437j 1.43742e-14+0.0297453j 
-7.4382e-15-0.0187697j -5.63844e-16+0.040858j -4.24444e-17-0.0154286j -4.01573e-17+0.00155885j -1.33453e-17-0.0402032j -7.30965e-17-0.0311311j 2.73639e-18-0.00496083j 2.29376e-17+0.00188523j 3.11606e-17+0.0427595j 7.61821e-18+0.0471066j 3.73325e-17-0.00875719j -6.50371e-17+0.0111056j 4.47842e-17-0.0169628j 4.31369e-17-0.0203815j -5.23538e-17+0.00402997j 8.58054e-17-0.0260719j -1.39083e-17+0.0188829j 6.78988e-17-0.0146909j 5.84652e-17+0.0351739j 2.81939e-18-0.0286955j -4.95547e-16-0.0404093j -1.87881e-18+0.018236j -3.67754e-17-7.46563e-05j -4.20963e-17+0.014947j 9.3639e-20-0.00490581j 1.27804e-16-0.0153384j -7.05968e-16+0.0190256j 2.24514e-15-0.0359692j -7.92319e-17+0.00896603j 1.28025e-16+0.00998421j -7.81202e-18+0.00276279j -1.67857e-16-0.0101724j -4.08357e-17-0.0247977j 3.44596e-16+0.0107061j 2.16238e-16-0.00375231j 2.56903e-15+0.0284099j -2.10179e-16-0.0231405j -1.01334e-14-0.0107787j 2.08803e-13+0.0598404j 1.93556e-13+0.0220598j -4.91615e-16+0.0261909j -1.0473e-15+0.0109229j 4.22236e-16-0.0264982j -2.3586e-16+0.0156977j 1.80292e-16-0.0580084j -2.13854e-15+0.0209123j -4.26888e-17+0.0285587j -3.96328e-16+0.0157798j 3.12764e-16-0.0288178j -1.03837e-16-0.0192421j 2.82166e-16+0.0466693j -3.62815e-17+0.0191808j -2.49803e-16-0.0535909j -2.24889e-17-0.0449339j -1.54318e-16+0.00980474j 2.76995e-17+0.0226143j -5.72143e-16+0.0344556j 5.45096e-18+0.0419225j -8.25027e-17+0.0326939j -1.46438e-16+0.00339805j 9.96865e-17-0.010772j 2.06271e-16+0.00303735j 8.53033e-17-0.0720803j -2.94199e-17-0.0125357j -6.35139e-17-0.0501314j 1.04429e-16-0.0165209j -1.90625e-16+0.0252367j 2.12308e-16+0.0173872j -6.85739e-17+0.0619281j -6.68745e-18+0.0398842j -3.36003e-17-0.0161643j 1.11382e-16-0.0456712j 1.06406e-16-0.0246156j -1.70111e-18+0.0178275j 1.06669e-17+0.0217746j -1.10662e-15+0.00495313j 1.67697e-14+0.0355936j 
8.66709e-15+0.018842j 5.94082e-16-0.0023823j 8.8403e-17+0.00609849j -4.20247e-17+0.0273372j -1.99714e-17+0.0396936j 1.16954e-17-0.0250327j -5.95726e-17+0.00311663j -1.72159e-17+0.0212334j 2.38833e-17-0.00449386j 6.74598e-17+0.0588866j -1.59947e-16-0.0111254j 2.47957e-17-0.0201819j 3.13127e-17-0.0447105j 5.81675e-17-0.0302589j 1.19122e-16-0.042775j -4.82888e-16+0.051782j -1.73402e-16-0.00121085j -1.26719e-17-0.0114911j -7.23564e-17+0.0149443j 8.44448e-17+0.00980267j -4.48051e-16-0.0250884j -3.28617e-17-0.01671j 5.31158e-17+0.00970661j -5.25754e-17-0.0021745j -4.89585e-17-0.00190653j -1.88947e-17+0.00989355j 8.64796e-17+0.00896738j -4.04039e-16+0.00611317j 3.14517e-19-0.017018j 3.47113e-16+0.0164696j 1.47786e-16+0.0206669j 7.50811e-17-0.0201515j 2.8357e-17-0.0291842j 1.55113e-16+0.00134879j -3.7872e-16+0.0303724j -1.13692e-15-0.0147237j -1.12365e-16-0.0111938j -1.22766e-14+0.0157556j 9.08803e-14+0.00777678j 9.04351e-14+0.0316042j -1.13094e-16+0.0132686j 9.52657e-16-0.004681j -9.2154e-17+0.0372182j -2.23816e-16+0.0477327j -2.60893e-16-0.0273058j 6.63499e-16-0.0154868j 3.09883e-16-0.0196548j 4.23382e-16-0.0138378j 3.33294e-16+0.054279j -1.27317e-15+0.0394377j -2.99525e-16-0.00458521j -3.80462e-16-0.0132014j 1.60483e-16+0.0760743j 1.72038e-16-0.00640308j 1.2145e-16+0.0856885j 2.06907e-17-0.0143443j 1.54868e-16-0.0108831j 8.51288e-17+0.0043508j -1.14202e-16+0.00665843j 1.13254e-16+0.0577381j -2.43083e-16+0.0161452j -1.09754e-16-0.0214126j 9.03588e-17-0.0165401j 8.55282e-17-0.00874775j 6.07319e-17+0.0693782j -1.63582e-16-0.00908969j -3.88732e-17+0.0516132j 2.18953e-16+0.0281472j -2.0625e-17+0.0410922j 2.32638e-17+0.010641j 2.98603e-17-0.0294105j 4.14092e-18-0.0533598j 1.20198e-16-0.0820234j 3.64956e-17-0.0256074j 6.3777e-17-0.00110722j 4.30256e-16+0.015161j -6.79442e-15-0.0132425j 
