-9.85563e-16-0.125946j -5.34404e-16-0.0595019j 1.79026e-17-0.0103108j -8.5133e-18+0.0652539j 7.45743e-16-0.0525277j 4.33699e-17-0.0315145j -1.41551e-17-0.0499778j 2.91754e-17-0.06146j -3.14829e-17+0.0663494j 1.84029e-16-0.0315248j 3.66078e-16-0.0677157j 1.91036e-16+0.0132455j -5.92959e-16+0.0703632j 2.26058e-16-0.0855964j -8.25503e-17-0.0054185j 6.75382e-17+0.0150501j -8.77538e-17-0.0182872j 8.79736e-17-0.0260212j 1.0947e-16+0.0247615j 7.20921e-17-0.0126219j 3.16464e-17+0.0163388j -4.2292e-16+0.0259381j -1.55056e-15+0.0251649j 6.15171e-16-0.0566004j -2.38773e-16-0.031226j 4.13507e-16+0.0360126j 1.56974e-15+0.0426289j 1.04338e-15+0.00626518j -2.51144e-15-0.0171645j 1.13019e-15+0.042703j -1.18157e-14-0.0351092j -4.2697e-16-0.0137775j -2.65942e-17-0.00174643j -1.59098e-17-0.018644j 6.97225e-16+0.016923j -1.82875e-16-0.00525536j 2.15827e-16+0.0322435j 1.12147e-15-0.0567634j -8.73999e-16-0.0250454j 1.11182e-14+0.0650397j 8.65419e-15-0.0286933j -1.08439e-14+0.00701365j -8.80258e-17+0.00197689j -1.16522e-17-0.00704533j -1.23785e-16-0.0212658j 2.81319e-17+0.00521076j 1.32085e-16+0.0107454j -2.45156e-18+0.00516867j 1.3185e-16-0.0096071j 1.846e-16-0.0154941j 2.29464e-16+0.0710861j 1.87986e-16+0.0327258j 1.23969e-15+0.0134465j -5.52182e-17-0.0502709j 4.52027e-17+0.027027j -9.95042e-17-0.00139701j 2.65033e-16+0.0147852j 6.13333e-17+0.00140031j 1.04773e-16-0.0176065j 9.70244e-17+0.0327251j -2.59162e-16-0.025542j -4.2182e-17-0.0194237j -2.17964e-17+0.0331878j -3.72111e-17-0.0270706j -2.09489e-18-0.0187701j -1.46374e-17+0.0503453j -1.85955e-17-0.0103881j 7.76514e-18+0.00136502j 4.67134e-17-0.0494895j 1.27427e-16-0.069902j -8.62969e-17+0.0520947j 6.91671e-17+0.0766536j 
-2.22136e-15-0.0305255j -1.40355e-15-0.0143273j -2.45055e-15-0.0342342j 3.12217e-15+0.0439481j 2.20648e-15+0.0623907j 2.96352e-15+0.0507293j -2.7884e-15-0.0539686j -8.66907e-16-0.0116945j 4.42657e-17-0.00399943j -1.79051e-15-0.0215027j 8.63871e-16+0.00742157j -4.58656e-15-0.0873023j 4.55907e-15+0.0938028j 1.86626e-16-0.00189626j -2.8119e-15-0.0440067j 3.21149e-15+0.0559908j 1.58997e-15+0.0152437j -1.03321e-16-0.00840891j -3.91828e-16-0.00861785j -3.30098e-15-0.0499655j -3.7287e-15-0.0722216j 2.58432e-16+0.00521041j -2.70603e-17-0.00576107j 3.6711e-16+0.0109379j -2.68637e-15-0.0359175j 3.9437e-16+0.0154055j -2.02134e-15-0.0184142j 6.46929e-15+0.0445184j -1.04753e-14-0.07149j 2.40094e-15+0.00174942j -1.17676e-14-0.0288407j -6.73473e-16+0.00542433j -3.53826e-16-0.0114642j 3.20149e-15+0.0536364j -1.22075e-15-0.015635j 2.22168e-16-0.00152329j -3.35032e-15-0.0577048j 3.88082e-15+0.0945917j 2.6808e-16-0.00245796j -1.36931e-15+0.0116981j -3.34786e-15-0.020039j 1.23349e-15-0.000866814j 1.53552e-15+0.0207556j -6.72912e-16-0.00531281j 9.89506e-16+0.0182825j 3.66762e-15+0.0506278j 1.3021e-15+0.0169482j -3.27368e-15-0.0516468j 2.4557e-15+0.0405888j 2.72927e-15+0.0463322j 6.75619e-15+0.0939557j -2.56324e-15-0.0539177j 4.01474e-15+0.0313886j 3.70332e-16+0.00799465j -2.15993e-15-0.0359721j 4.07604e-15+0.0645533j -4.69972e-15-0.0695172j -3.0827e-15-0.0536444j 2.89887e-15+0.0596011j -7.6462e-15-0.11605j -4.50665e-15-0.0705256j 3.05233e-15+0.0485639j 1.42551e-15+0.0349535j 8.02774e-15+0.137063j 1.72273e-15+0.033158j 3.63994e-15+0.0639853j -5.78454e-15-0.0941431j 5.27125e-15+0.0703925j -1.94737e-15-0.025198j -2.11109e-16+0.00182081j 3.68949e-15+0.05334j -1.16377e-15-0.019987j 
-3.02846e-17+0.0814435j 1.2868e-16+0.0194233j 2.74365e-17+0.0410193j 1.62556e-16-0.0646056j -1.71227e-15+0.0554882j -1.26397e-16-0.00152283j 7.16336e-16-0.0672871j -1.11478e-16+0.0351279j -9.07831e-17+0.00971923j -2.27398e-15+0.142995j -2.10677e-16-0.0119131j 2.32233e-16-0.0502571j -1.22171e-16-0.0206046j -7.99439e-17+0.0273719j 6.02575e-17+0.0300882j 6.14547e-19+0.06813j 8.18072e-16-0.103746j 1.38042e-16-0.034277j 1.58082e-16+0.0215819j -4.42623e-16+0.0237366j -2.77096e-17-0.0101779j 1.33512e-15+0.0028689j 1.62405e-15-0.0512327j -4.782e-16-0.0237897j -8.50003e-16+0.0686106j 3.89125e-16-0.101373j -1.4065e-15+0.00611887j 6.58598e-16-0.00488273j 2.1904e-15+0.00293828j -1.49823e-15-0.0801991j 1.50725e-14+0.0488187j 1.14173e-15-0.00479993j -6.12534e-16+0.000155839j 3.78444e-16-0.0332582j 2.78877e-15+0.0606522j -8.69238e-18-0.00530843j 1.09295e-16+0.0276287j -1.86332e-15+0.0323049j 8.01556e-17-0.00384008j 9.93404e-15-0.0073252j 8.78827e-15+0.0552988j 1.85182e-14-0.0121091j 2.31754e-15+0.0657751j -7.83282e-16-0.0211793j 5.82056e-16+0.0268463j 1.7472e-16-0.051395j -2.80079e-16-0.0609527j 5.63644e-16+0.0586305j -2.65476e-16-0.0372041j -4.55764e-16-0.0383815j 4.65643e-16-0.179823j 7.36303e-16-0.0751233j 9.62722e-15+0.110477j 4.47452e-16-0.00302458j 2.37866e-16-0.0116071j 4.20947e-16+0.0378818j -1.13182e-15-0.157742j 5.16869e-16-0.020603j -9.13307e-16+0.0316588j 1.21533e-15+0.00244795j 1.7626e-16+0.0573894j -3.29924e-16-0.0137932j -1.89957e-16+0.0695531j -1.00506e-15-0.0102859j -4.47303e-16+0.0795673j -1.12032e-15+0.0109917j 5.0084e-16+0.0438955j -1.646e-16-0.125586j -1.2068e-16+0.0640415j -6.2316e-16+0.0301426j 1.16994e-16-0.0357053j 9.67142e-16-0.0832856j 
-1.1548e-15+0.0592665j -3.58135e-16+0.0323999j -4.70426e-16-0.00274584j 8.63394e-16-0.0370183j 1.33805e-15-0.0184252j -1.0107e-15+0.0212285j -2.71446e-15+0.171248j -2.51767e-15+0.0640671j 7.21821e-16-0.0328804j 1.60776e-15-0.000924876j -2.90849e-16-0.00153993j 2.50578e-15-0.0579613j -3.42132e-16+0.0243524j -1.67397e-15+0.0522168j 1.31591e-15-0.0170161j 1.14272e-16+0.0202448j -1.47227e-15+0.00883201j -2.2707e-15+0.0566986j 1.10408e-15-0.0435584j 8.6685e-16+0.00226581j 1.19901e-15-0.0286253j -6.28093e-16+0.0161918j 4.03408e-15-0.0605261j -1.23742e-15+0.0220277j -6.19059e-16+0.0145971j -1.34052e-15-0.00306044j 1.02757e-15-0.0310436j 1.36194e-15+0.0566567j -9.36557e-16-0.0241386j -2.037e-15-0.116923j -1.10992e-14-0.0268611j -3.35261e-16-0.0110945j 5.88255e-16-0.09124j -1.56202e-15+0.00305542j -4.40202e-15-0.11991j -1.50793e-15+0.0415376j 1.32443e-16+0.0906686j -1.06691e-15-0.00096131j -3.73465e-16+0.027454j -3.26373e-14-0.0756878j -2.96614e-14-0.0625378j 5.45035e-14-0.03541j 2.51059e-15+0.0754116j -1.53726e-15-0.00762111j -7.34253e-16+0.100005j -7.2013e-16+0.0798831j -5.51189e-16+0.000805661j 4.84359e-16+0.0363468j -3.95586e-16+0.0369735j -2.57593e-15-0.0335313j -1.71937e-15+0.0641996j 9.1073e-16-0.0190977j 3.40356e-18-0.0121993j -5.75528e-16+0.0917584j -1.90991e-16-0.017225j 5.16824e-16+0.0116871j 7.36958e-16+0.0310063j -4.13101e-16+0.0448016j 2.93293e-16+0.0506668j 2.71357e-15-0.049201j -7.7295e-16-0.0400811j -1.15652e-15-0.0834979j 7.32563e-17-0.0387452j -3.12465e-15-0.0101726j 6.95981e-16-0.0167356j 4.26497e-15-0.176191j 1.38385e-15+0.0303516j -2.56413e-15+0.0746808j -9.40526e-16+0.048795j -7.29323e-16+0.0313914j 2.27331e-17-0.0205657j 4.64294e-16-0.00906688j 
3.59612e-15-0.0547464j -1.52609e-16-0.000643603j 9.72395e-16-0.0463353j -2.12427e-15+0.0569818j -3.25011e-15+0.061261j 2.03735e-15-0.0373336j 3.58809e-15-0.0528899j 5.18834e-15-0.0913768j -8.43308e-16+0.00998667j -3.00277e-15+0.069342j 5.30837e-16-0.0103451j -5.41851e-15+0.0863676j -3.97102e-16+0.0147367j 4.33337e-15-0.105765j -2.07724e-15+0.0476944j -7.40405e-16+0.019197j 3.0984e-15-0.0659588j 3.70966e-15-0.0726174j -2.19251e-15+0.0327465j -1.58231e-15+0.0255932j -1.77408e-15+0.041065j 3.82108e-15-0.0791804j -6.79564e-15+0.0858149j 6.30682e-16-0.0172431j 1.25316e-15-0.0468873j 2.01159e-15-0.0334497j -1.02339e-15+0.0389592j 3.71649e-15-0.0246722j 1.48782e-16-0.0695743j 7.51574e-16-0.0464602j -8.87226e-15-0.0266865j -2.91614e-15+0.0222275j -7.95233e-16-0.0102125j 1.90381e-15-0.0354702j -1.14392e-15+0.00909686j -7.89325e-16+0.0112837j -1.51675e-15+0.0342602j 7.1309e-15-0.0818977j 3.93301e-16-0.00950784j -1.0102e-14+0.0448849j -4.18201e-15-0.083921j -5.19904e-14+0.0333218j 9.44393e-16+0.00986592j 2.10569e-15-0.036895j 1.83303e-15-0.0332289j 3.35588e-15-0.0353344j 2.79175e-16-0.0059851j -2.94866e-15+0.0288958j 2.23835e-15+0.0139089j 7.44596e-15-0.144054j 3.42137e-15-0.045297j -3.3726e-15+0.0233866j -2.15304e-15+0.0349822j 1.86714e-15+0.0202737j -1.89527e-15-0.036261j -2.55323e-15+0.0509624j -1.23661e-15+0.022126j -3.23528e-15+0.026013j 2.36604e-15+0.0990882j -5.15761e-15+0.138358j 1.83442e-15-0.039498j 2.92496e-15-0.0539146j -1.2305e-15-0.0507176j 1.08655e-14-0.178996j -2.01623e-15+0.0152629j -5.86221e-15+0.148106j -4.74193e-15+0.0684559j 6.63224e-15-0.104861j 1.75999e-15-0.061422j 1.70406e-15-0.00796544j 1.48838e-15-0.0263621j -2.30351e-15+0.0027601j 
-5.20756e-17-0.0170415j 7.17951e-16-0.0125521j 2.15508e-15-0.0320952j -2.40564e-15-0.0187686j -1.46621e-15+0.024725j -1.06172e-16-0.0152794j 2.06285e-15+0.0721289j 7.25457e-16-0.0522489j -3.64881e-17+0.0167759j -1.68961e-15+0.0222507j 1.74769e-16+0.00287113j 3.77382e-16+0.108472j 6.50876e-16+0.0110396j 1.77771e-15+0.0221131j -1.2195e-15-0.000721224j -7.4329e-16-0.065599j 1.47041e-15-0.0292333j 5.71628e-16-0.00856609j -4.04569e-16+0.0273699j 9.28956e-16+0.0994889j 8.06723e-16+0.0680373j 7.62137e-17-0.128872j -2.54731e-16+0.041279j 1.07684e-15+0.0925974j 6.1318e-16+0.00499661j 8.38049e-16-0.0202748j 3.74033e-16+0.0440792j -2.03334e-15-0.0269732j 3.95205e-15+0.0136945j -3.88155e-16-0.00649471j 1.54932e-14+0.0423358j 8.57489e-16+0.0328941j -1.95262e-15+0.0223486j -3.92159e-16+0.0335706j -3.63851e-15-0.0304567j 8.48791e-16+0.0507592j 1.30316e-15+0.0112354j 1.84835e-16-0.066384j 3.9304e-16+0.0102194j 6.3574e-15+0.00553529j 8.54186e-15+0.0250348j 6.72101e-15-0.00557712j -6.6482e-16-0.0280088j -8.25495e-16-0.0488152j 2.5244e-15-0.00818234j -2.17687e-15-0.100992j 1.72007e-15+0.0238156j 3.69676e-15+0.0130617j -1.75791e-15+0.0143598j -1.95002e-15-0.0884567j -1.27919e-15-0.0729265j 3.23467e-15+0.0869462j 2.10065e-14+0.161497j -5.53563e-16-0.029764j 4.03292e-15+0.0582116j 8.84999e-16-0.044355j 3.08964e-15+0.0425636j 2.78766e-15+0.0392224j -7.46772e-15-0.0754075j -3.11435e-15-0.0527959j -2.53375e-15-0.0556586j -2.90133e-15-0.103765j 3.45829e-15+0.0290802j -2.08802e-15-0.0350735j 1.61036e-15+0.0232323j -5.47538e-15-0.00272051j 2.7088e-15+0.0287625j -2.29104e-16+0.0609684j 3.59996e-15+0.0440726j -5.73481e-16+0.0188434j -6.59933e-16+0.0297688j 2.55188e-15+0.0331385j 
1.24488e-15+0.033211j -2.12672e-15-0.0433811j -5.65155e-15-0.0907659j 4.82623e-15+0.0488537j 1.48637e-15+0.0223165j 6.61679e-16+0.0181552j -8.36496e-16+0.0345178j -1.32238e-16+0.0188827j -2.72676e-16-0.00901973j 1.20161e-15+0.0163364j 3.89688e-16-0.00312651j -1.14629e-15-0.0116541j -1.48434e-16+0.00727861j -1.60056e-15+0.0393867j 1.93081e-15+0.0241653j 2.21033e-16-0.0366386j -7.93103e-16-0.0195248j 2.77977e-16+0.0193617j 3.5602e-16+0.00797212j -1.08103e-15+0.0292132j 5.41915e-16+0.015509j -2.03378e-15-0.0514608j 1.39553e-15-0.0125572j -5.64685e-16+0.0280692j -1.96097e-15-0.0124811j 1.94447e-15+0.0261759j 5.10699e-15+0.066089j 3.62531e-15+0.0451475j -5.08849e-15-0.00672481j 4.80111e-16+0.00476964j 4.61572e-15+0.0173482j -1.52054e-15-0.0316066j 2.81661e-15+0.063343j 2.26485e-16+0.0253455j 4.39804e-15+0.0312275j -1.00726e-15-0.0106236j -3.61754e-15-0.0658411j 2.57827e-15+0.0541935j 1.3014e-16+0.00469506j -9.17002e-15-0.0159831j -1.15341e-14-0.0199011j -5.53257e-14+0.0387158j -1.25995e-15-0.0133152j 1.84774e-15+0.0272279j -4.23003e-15-0.0672223j 3.08238e-15+0.0150324j -1.67258e-15-0.0170967j -8.60312e-15-0.149491j 6.20457e-15+0.120616j 5.76477e-15+0.13047j 3.60158e-15+0.0208929j -5.29658e-15-0.0660602j -2.46467e-14-0.137462j 2.80305e-15+0.0297163j -9.35843e-15-0.128053j -5.73994e-15-0.150888j -4.58617e-15-0.051509j -6.31501e-15-0.119553j 1.48956e-14+0.189289j 1.33761e-15-0.0616857j 3.34938e-15+0.0444721j 5.14414e-15+0.0481484j -9.08459e-15-0.116892j 8.52228e-15+0.217626j -4.24815e-15-0.0761489j 9.37707e-15+0.104793j -7.4246e-15-0.146475j 7.17809e-15+0.181145j -7.03721e-15-0.0755337j 2.14668e-15+0.051288j 3.1499e-15+0.0773669j -6.27099e-15-0.0918912j 
4.5188e-16-0.00512447j -1.34793e-15-0.0361387j -8.33592e-16-0.0624633j -4.12499e-16+0.0577412j 7.58441e-16+0.00751874j 7.64207e-17-0.0341449j -1.31853e-15-0.0488787j 5.23943e-17-0.0644856j 9.04316e-16+0.0983136j 5.18977e-17+0.0517548j -5.00309e-16+0.0135011j 4.52582e-16+0.0563845j 1.76627e-16-0.027524j 1.44407e-16-0.166207j -1.92692e-16+0.00171137j -7.47157e-16+0.0503685j -3.89361e-16+0.00108365j -1.44464e-15-0.00883598j -1.70649e-16+0.0178861j 7.56347e-16-0.0455548j -2.10993e-16+0.028988j 1.04339e-16-0.0213916j -2.19241e-16+0.0261569j 9.02446e-16-0.0182057j -9.93177e-16-0.0234712j -3.27648e-16-0.0332318j -9.56189e-16-0.0278481j 1.97453e-15-0.0572913j -4.70549e-15-0.088458j 3.45033e-15+0.0226161j -1.71775e-14-0.0524418j -5.09391e-16-0.0253022j -9.58889e-17-0.0403705j 1.79612e-16+0.000995916j -1.04793e-15-0.0254267j -1.48451e-16-0.020234j -4.22885e-16+0.00179071j 2.16484e-15+0.00896631j 9.54531e-16+0.0293798j -9.68131e-15-0.0144108j -7.59374e-15-0.0249732j -7.18611e-14+0.0477581j -1.10055e-15-0.0387103j 9.25465e-16-0.0341654j -1.37625e-15+0.0323227j 6.67566e-16+0.03451j 1.15277e-15+0.0729875j -2.91966e-15-0.0141382j 1.8772e-15+0.0339412j 2.25818e-15-0.0763888j 9.30921e-16+0.0567095j -1.22423e-15-0.0228394j -7.61972e-15-0.0618728j 2.12562e-15+0.0351084j -3.24876e-15-0.139733j -1.00341e-15+0.101574j -3.63355e-16-0.00505291j -4.17808e-15+0.0183237j 5.16092e-15+0.145642j -5.00712e-16+0.0708546j 5.06604e-16+0.0283414j 7.88587e-16+0.0518353j -2.18674e-15-0.139922j 6.21759e-15-0.0692052j -1.07873e-15-0.00235391j 3.88987e-15+0.161515j -2.67145e-15+0.00244801j 2.75141e-15-0.0279248j -9.72235e-17-0.070872j 1.49233e-15+0.010919j 2.002e-15+0.0156734j -1.84053e-15-0.0584653j 
-1.58125e-16+0.0171883j 2.21436e-15+0.0832373j -3.34154e-16+0.0177201j 3.37384e-15+0.0503443j -1.53177e-15-0.000731969j -2.65727e-16-0.0410859j 2.31618e-15+0.0371884j 7.35837e-16+0.0545361j -2.7824e-15-0.0363751j -8.11169e-16-0.0179403j 9.0375e-16+0.0142658j -1.72916e-15+0.00802372j -7.24061e-16+0.0300979j -4.66577e-17-0.0236662j 7.17617e-16-0.00556948j 1.27745e-15-0.00214242j -1.60535e-16+0.00916868j 4.13618e-15+0.0484224j 6.44577e-16-0.00851952j -1.81996e-15-0.00804155j 8.25841e-16-0.0105517j -2.52395e-15-0.00741114j -1.64967e-15+0.0274904j -1.23943e-15-0.0331545j -1.15188e-15-0.0546093j 6.74439e-16+0.0299502j -1.66086e-15-0.0325926j -3.20089e-15-0.0236649j 4.79112e-15+0.0319052j -5.47427e-15-0.0571011j -2.04568e-14-0.0507799j -1.74953e-15-0.00266247j 3.45549e-15-0.018369j -5.63266e-16-0.0354296j -2.42499e-15-0.0400403j -3.08257e-16+0.00990202j -2.45465e-16+0.0221352j -1.38252e-15-0.0542319j -2.57894e-15-0.00727604j -2.26849e-14-0.00908585j -2.22991e-14-0.0952948j -1.84542e-14+0.0117125j -9.96281e-16-0.0130629j 7.07166e-16+0.0352333j -1.48562e-16+0.00668431j -2.96421e-16+0.025044j -8.56782e-16+0.00539614j 3.98651e-15+0.0621027j -1.03281e-15-0.00929192j -1.80934e-15-0.0558161j -1.20278e-15-0.0269921j -8.84651e-16-0.0121348j -9.85812e-15-0.0836149j -3.54377e-15+0.0467772j 4.69955e-15+0.0047215j 7.81364e-16-0.00360589j -6.52407e-16+0.0551334j 5.92213e-15+0.0943376j -1.54656e-15+0.0917329j 5.61844e-15+0.107687j 8.74926e-16+0.00379442j 1.13275e-15+0.0131522j 1.33204e-15-0.0994327j -8.44302e-15-0.138843j 3.97065e-16-0.0510885j -5.26233e-15-0.0449469j 2.17967e-15+0.0577636j -3.76654e-15-0.0837949j -3.42119e-15-0.0637622j -2.54802e-15+0.00781568j -3.23918e-15-0.111612j 8.32284e-16-0.0130695j 
-5.77903e-16+0.0194447j -1.89851e-15-0.0127027j -5.85681e-16+0.0351313j -1.26692e-15-0.0649818j 1.93986e-16+0.021069j 1.16682e-17-0.0176067j -1.56431e-15-0.049928j -2.28611e-15+0.0335224j 2.42606e-15+0.034721j 9.5722e-16-0.0115663j -1.9946e-16-0.0191735j 1.95468e-15+0.0431906j -8.73251e-16+0.0315277j -1.75791e-15+0.0417026j -3.91796e-16-0.0221072j -3.59535e-16-0.0580638j -2.68541e-16+0.0196347j -2.38916e-15-0.0884745j 3.75682e-16-0.0205742j 8.76959e-16+0.0460529j 2.50171e-16-0.038663j 4.55979e-17+0.0969042j -1.04223e-15+0.0381623j 1.45044e-15+0.00883664j 3.66712e-16-0.0111471j -5.39366e-16+0.0186303j 1.12906e-15+0.0191414j -2.68192e-15+0.00196301j 1.83578e-15+0.0716987j 8.83585e-16+0.0454432j 5.78973e-15+0.0120847j 6.82506e-16+0.0282047j -3.76384e-16-0.0958849j 1.07579e-15-0.0394079j -7.4767e-16-0.016434j -2.34006e-16-0.00076945j 2.25609e-16+0.0166366j 7.79466e-16+0.0320393j 1.72199e-15+0.0445871j -6.24565e-15-0.0206658j -4.54691e-15-0.00425412j 1.33128e-14-0.00843552j -5.33043e-16+0.000165332j -8.7708e-16+0.0415828j -1.7566e-17-0.00973722j 2.91263e-16+0.0497586j 1.18383e-15+0.0217026j -2.45335e-15-0.0707218j -9.21485e-17+0.0147403j -4.64218e-16+0.0648903j 1.58431e-15+0.0187792j 1.11838e-15+0.00132063j -1.12769e-15-0.0296964j 6.45036e-16+0.130936j -2.25343e-15-0.105953j 8.19898e-16-0.0689275j 2.09817e-15+0.10618j -2.06059e-15-0.144291j 7.65141e-16+0.0841883j -1.30557e-15-0.0443354j -7.90244e-16-0.0211544j -6.45932e-16-0.0318518j -5.09165e-16-0.0743359j 2.46032e-15+0.187075j 4.73432e-16-0.0559987j 3.92659e-15+0.0905063j -6.64653e-16-0.0293973j 1.47846e-15+0.0525442j 1.31634e-15+0.0548379j 5.92988e-16+0.0547884j 2.30178e-15+0.0305044j 6.22019e-17-0.0107071j 
4.29324e-16+0.0356574j -4.70833e-16+0.0945665j -3.63153e-16+0.0278913j -8.39756e-16-0.00889423j -2.8731e-16+0.0704718j 2.00727e-16-0.00698216j -4.43685e-16+0.030847j -7.58111e-16+0.0686151j 7.53776e-16-0.0361721j 2.93521e-16-0.0236362j -2.3738e-16+0.000869318j 1.29418e-15+0.00992892j -6.91047e-16+0.0922836j 7.8883e-18+0.0195748j -2.12366e-16-0.0502243j -8.61971e-16-0.0540691j -4.17599e-17+0.00887884j -1.40904e-15+0.0112043j -3.21399e-16-0.0533422j 9.44229e-16+0.0651574j 4.80384e-16-0.053197j -1.61231e-16-0.0127443j 2.14231e-17+0.0316384j 9.15837e-16+0.0385347j 6.53867e-16-0.0182539j 6.11958e-16+0.0534265j 2.45045e-15+0.0199917j -1.33285e-15+0.009782j 2.28134e-15+0.0402099j 3.46551e-16-0.00602961j 1.74725e-14+0.0468844j 8.30132e-16+0.00684984j 5.17725e-17-0.0216283j 2.06561e-16+0.0382665j -4.19221e-16-0.0243434j -2.17247e-16+0.0169962j -3.90263e-16-0.0209526j 4.72739e-16+0.0495278j 8.67601e-16+0.0170715j -1.20226e-14+0.00128351j -1.08439e-14-0.0569491j -5.46134e-14+0.0362414j -1.1268e-15-0.0148322j 5.09602e-16+0.0605523j -1.43975e-15-0.0352334j 1.33386e-16+0.00918477j -3.84909e-17+0.00271786j -2.69843e-15-0.0682439j 5.04573e-16+0.0379609j 9.92465e-16+0.0380465j 8.11575e-16-0.0155259j 2.58763e-16-0.0203761j -5.6407e-15-0.0561598j 7.98407e-16+0.0812768j -1.64614e-15-0.0390901j -1.38359e-15-0.0822812j 5.8502e-16+0.0298846j -2.44342e-15-0.0252502j 1.9532e-15+0.188795j -1.0477e-15-0.0742417j -4.56134e-16-0.0291284j -1.45623e-16+0.031524j -8.56569e-16-0.111119j 3.50768e-15+0.132918j -6.55583e-16-0.0831866j 2.57764e-15+0.0360672j -1.51938e-15-0.0640052j 2.13364e-15+0.0510814j 6.03617e-16-0.0047586j 9.39872e-16+0.0959j 1.30608e-15-0.0715819j -2.215e-16-0.0401992j 
1.58021e-16+0.0278944j -4.01978e-17+0.0529004j 3.51182e-18+0.00525003j -8.6347e-17+0.0142437j -6.95919e-16+0.0365777j 1.34442e-16-0.0181007j 2.72991e-17+0.00827654j -2.48781e-16+0.0661234j -8.76806e-17+0.0307629j -1.39628e-16+0.00290855j 1.61337e-16-0.0265248j -1.66079e-16+0.00717287j -5.91541e-16+0.0447298j -7.76311e-17+0.0006727j -2.49335e-16+0.019781j -2.59793e-17-0.0116312j -2.67069e-16+0.0278764j -6.73335e-19+0.0516508j 3.8007e-17+0.018338j -2.13061e-16-0.00644287j -3.62271e-16-0.00816886j 1.5914e-16+0.0351488j 4.48029e-16-0.0264027j 4.91124e-16-0.0564246j 1.44721e-16-0.0300345j 2.46014e-16-2.07739e-05j 4.82437e-16+0.021672j -8.99878e-16+0.00472756j 1.88103e-15+0.0308652j -1.44712e-15-0.00360659j -1.36657e-14-0.0369519j 2.06616e-16-0.0300289j 1.58547e-16-0.0101598j 2.52829e-16-0.0224814j -1.01157e-15-0.0131543j -1.12929e-16-0.00685623j -3.35392e-17-0.0022582j 1.56751e-15-0.0510095j -5.80058e-16+0.0132213j -1.5895e-14+0.000238783j -1.39238e-14-0.073077j -2.99414e-14+0.0193684j -8.03626e-16-0.0160883j 3.86552e-16+0.0551973j -3.34441e-16+0.0114804j 3.25635e-16+0.00363055j 4.17175e-17+0.0197501j -1.07155e-16-0.0537593j -3.98214e-16+0.0479819j -6.94987e-17+0.000873432j 5.02034e-16-0.0462114j -5.02089e-16-0.0356169j -1.18755e-14-0.129011j -1.19127e-16+0.0605471j 7.98025e-16-0.139931j 2.57305e-16-0.0531049j -2.91062e-16-0.00436106j -9.8536e-18+0.00010683j 7.62546e-17+0.123147j 9.72834e-16+0.0323634j 1.35316e-16+0.0620102j 4.03641e-17+0.0133545j 6.6948e-16-0.103771j 6.9375e-17+0.0111993j 3.67207e-16-0.0874746j -4.20964e-16+0.059092j 1.0819e-16-0.0326776j -2.36681e-17+0.0151367j 7.66009e-17-0.0180419j -4.27852e-16+0.0714157j 2.34545e-16-0.0502791j 2.65762e-16-0.0349045j 
-1.10677e-15-0.0226179j -1.8894e-15-0.0361558j 4.78515e-17+0.00843573j -1.98258e-15-0.0608666j -1.65136e-16-0.00167497j 5.7157e-16+0.0122155j 2.91333e-16+0.00890196j -7.37039e-16-0.0220281j 1.04548e-15+0.0203235j -4.99557e-16-0.0147562j -6.56487e-16-0.0239418j 5.78191e-16+0.0291972j -4.46048e-16-0.0343362j 6.16937e-16+0.0202362j -4.07549e-16-0.00749786j -7.2933e-16-0.0252356j -2.95373e-16-0.0144256j -3.02376e-15-0.0743334j 2.75175e-16+0.0182762j -6.28248e-16-0.0174967j 1.31453e-16+0.00626648j -5.97394e-17+0.00213576j -2.92519e-16+0.0462609j 8.10301e-16+0.02731j -9.10284e-16-0.0295211j -1.17622e-15-0.0221807j -4.77428e-16-0.00831943j 1.97303e-15+0.0183524j -1.51526e-15-0.00835999j 1.26257e-15+0.0134988j -7.81674e-15-0.0230865j -2.4092e-17+0.03751j -1.4555e-15-0.0298599j -5.12546e-17-0.011784j -4.36132e-16-0.00370905j -4.77167e-16-0.00335468j 1.37185e-16-0.00477372j 5.95209e-16+0.017501j -5.75634e-16-0.0244592j 3.9918e-15+0.0184562j 2.78359e-15-0.00648859j 2.14228e-14-0.0144188j 1.11938e-15+0.0160456j -1.33486e-15-0.027112j -1.03548e-15-0.03158j 1.34783e-16-0.00961827j -1.92697e-16-0.00581797j -1.40909e-15-0.0211586j 5.55953e-16+0.00323099j 1.49052e-15+0.0175276j 2.74321e-15+0.0574661j 1.43006e-15+0.0432977j 7.00858e-15+0.0547656j 1.08463e-15+0.024005j -1.49947e-15-0.0289658j 5.33355e-16+0.0222859j 3.06856e-15+0.0643501j -2.15485e-15-0.0352105j -1.63488e-15-0.0513209j -1.46992e-15+0.000798312j -1.46836e-15-0.0325851j -1.77135e-15-0.0530593j 9.47597e-16+0.0336977j 3.04612e-15+0.0473947j -5.57244e-16-0.0126686j 7.00873e-16+0.0104073j -5.53802e-16+0.00557012j 2.07613e-15+0.0260267j 2.21417e-15+0.0651852j 2.67848e-16+0.00972891j 2.18698e-15+0.0410113j 1.58565e-15+0.0507896j 
