0.0167222+0.00013949j -0.000190083-0.0164205j 0.00260927+0.00144163j -0.000610355-0.000363166j 0.0020608+0.00183794j 0.00144699+0.00298687j -0.00450732+0.00289487j 0.00199034-0.00630646j -0.00182401-0.00161448j 0.00157449+0.00275741j -0.00422055+0.00420797j -0.00247184-0.000366655j -2.34896e-05-0.00385197j -0.00100534+0.00091141j -0.00183254+0.00224423j -0.00186017-0.00151801j -0.0029103+0.00185011j 0.000167612+0.00211238j -0.00438509+0.000227285j -0.00065083-2.20549e-05j 0.00219465+0.000159615j -0.00156732-0.00405511j -2.69459e-05-0.00194732j -0.000310103-0.00350427j -5.11895e-05-0.000229211j -0.0025039-0.000113928j 0.003179+1.49189e-05j 0.000973734+0.00121573j 0.00124223+0.00100771j -0.00120997-0.000993488j -0.0015811-0.00185152j -0.000802011-0.00142846j 0.00122929-0.000608369j -0.00297259-0.00295564j -0.000938567-0.000583745j -0.000756641+9.23089e-05j -0.000796195-0.00176677j -0.00433391+0.000329033j -0.000518043-0.000282354j 0.000541013-0.00106853j -0.00167638-0.00077979j -0.00180974-0.00099876j -0.0012018-0.0039746j 0.0034131+0.00035547j -0.00164397-0.00101709j 0.000859979+0.00222233j -0.0011622+0.00158479j -0.00483224+0.00276275j 0.0060667-0.000281281j -0.00194011-0.000369153j -0.00398767+0.000533818j 0.00221475+0.00090684j 0.00348216+0.000927559j 0.00339369+0.000590868j -0.000205051+0.00356221j 0.0006809-0.00390481j 0.00297592-0.00229799j -0.003052-0.0028063j -0.000804528-0.00143647j 0.000586115-0.00405923j 0.00335608+0.00536017j 0.00358812-0.00135287j -0.00606363+0.00337452j -0.0036887-0.000598588j -0.00534318-0.00996896j 0.00757885-0.00242222j 0.00308876+0.0039948j 0.00207216-0.00488356j -0.00115572-0.000196251j 0.00456144+0.00355344j 0.00304048-0.0200491j -0.0201414-0.00231525j 
0.00472279-0.00310882j -0.00290653-0.00519123j -0.00133739+0.00156363j -0.000713053+0.00121421j 0.00329528+0.00229842j -0.0041047-0.00139117j -0.00525193-0.00488915j 0.0011666-0.00554661j -0.0011901+0.0029939j -0.000850701+0.00437351j -0.000440561+0.00564044j -0.0010795+0.00325099j -0.000629614+0.00295659j -0.000936317+0.00202889j 0.00825911-0.00563269j -0.00857593-0.000687618j 6.05506e-05+0.00297437j 0.00390825+0.0067606j -0.000346578+0.00328173j -0.00979216+0.000249231j -0.0010194-0.00024248j 0.00111675-0.00148108j 0.000357071+0.00166044j 0.00664224+5.43195e-05j 0.00242593+0.00215135j -0.00193737+0.00116555j -0.00545978-0.00474421j 0.00271465-0.00148349j 0.00576778+0.000918372j 0.00326024-0.0018429j -0.00311751-0.000973948j -0.00132727-0.00444922j 0.00251611+0.00970067j -0.0088478+0.00293268j 0.010199-0.00253846j 0.00648819+0.00515329j -0.00255741+0.00663449j 0.00272663+0.00276065j -0.00836673+0.00491093j 0.00035767+0.00572341j 0.00442891-0.00159414j -0.00389545-0.00118171j -0.00234735+0.00294622j 0.0044955-0.000665052j -0.00138471+0.00729455j -0.0032011-0.00396254j 0.000781613+0.000791689j 0.00396164-0.00204112j 0.00172794+0.00197328j 0.00374453-0.00140426j 0.00204824+0.00169067j 0.000828667+0.00087673j -7.67767e-05+0.00325605j -0.00435804+0.000883882j -0.00812137+0.00130677j 0.00352186-0.00150893j 0.000894594+0.00491678j -0.00315356-0.00760992j -0.00323926+0.000503382j -0.00047641-0.00340158j 0.00405293+0.00198381j 0.00118666-0.00101375j 0.00434737+0.00320188j 0.00129247-0.00683887j 0.00553454-0.00252162j 0.00140694-0.000915642j -0.000232173-0.000149553j 0.00145802+0.000759152j -0.00123175+0.00214786j 0.00346572+0.000666546j 0.0013892-0.00596895j -0.00624902-0.000683694j 
0.00546373-0.00679814j -0.00679744-0.00518741j 0.00213002-0.00173528j -0.00147866-0.0031932j -0.00138993-0.00176012j 0.00594635+0.00244456j 0.00334156+0.00762389j 0.00254007+0.00359505j 0.00123744+0.00128808j 0.00236117-0.000881884j -0.000121076-0.00568138j -0.00240865+0.00245091j 0.00230875-0.00478962j 0.000203759-0.000756274j 0.00271298-0.000149938j -0.000747199+0.00325462j -0.00106192-0.00173819j 0.00138867+0.00193393j -0.00257863+0.00162007j 0.00499096-0.000948423j -0.00186359+0.00391903j 0.00785646-0.00213043j 0.000268057+0.0024959j -0.000196621-0.0055143j -0.000608217-0.00181169j -0.00489869-0.00387488j -0.00509004+0.00868637j 0.00122611+0.00108036j 0.00325182-0.00202632j 0.00598262+0.00250606j -0.00113943-0.00146561j 0.00441137-0.00231481j -0.00189707-0.00147562j -0.0043146+0.00337976j -0.00288091-0.00141907j 0.00301833-0.000321893j 0.0101384+5.63307e-05j -0.00880722-0.00379002j -0.00324056+0.00192567j 0.000300331+0.00287671j 9.81215e-05+0.00315909j -0.000966764+0.00236538j -0.00154968-0.00237532j 0.00144051-0.00428934j -0.000975009+0.00364528j -0.00486573-0.000925008j -0.00402205-0.00110617j 0.000119524-0.000531414j 0.00297688-0.00358551j -0.00211999-0.00306338j 0.00392878+0.00367037j 0.00262931-0.00177125j -0.00125824-0.00258129j 0.000277509+0.00154958j -0.00381671+0.00221657j -0.000824244+0.000433601j -0.00283569+0.00117796j -0.000558905-0.00133587j -0.00427997+0.00130001j 0.00117448-0.00828544j 0.00284559+0.00201626j 0.00570211+0.00166111j 0.000386657-0.00387396j -0.00112369+0.000141432j -0.000785587+0.00341358j -0.00728798+0.00430519j -0.00413937-0.0011812j -0.00466803-0.000655985j 0.00504551-0.00449481j -0.00136412-0.0045524j 0.00718362+0.00206687j 0.00166528-0.00680024j 
0.00806185+0.00277862j 0.00287028-0.00875506j 0.00375137-0.00112545j -0.00305539-0.00203089j 0.00125149+0.00286425j 0.00119509-0.00108775j -0.00203993-8.78919e-06j 0.000971821-0.0051421j -0.00183394-0.0010246j 0.00196031+0.00205972j -0.00467267+0.00570556j -0.00325977+7.06029e-07j -0.00122585-0.00384017j 0.000898516+0.00409585j -0.000182275-0.00341544j 0.000384048+0.000957895j -0.00282509-0.0040501j 0.00647529+0.00511201j -0.00159015+0.0021465j -0.00451155-0.000938743j -0.00524542-0.000464178j -0.00393883-0.000444929j -0.000245433-0.00673708j -0.000898145-0.00514433j 0.00541419-0.00605249j -0.00223019-0.000818826j -0.00425295-0.00476099j -0.00198682+0.00172627j 0.00221704-0.00322124j 0.00203414-0.00278661j -0.000223925+0.00616412j -0.00273585-0.00766415j 0.000333756+0.00561493j 0.000394975-0.000544163j -0.00416485+0.00288957j -0.00232778+0.00364617j 0.000124697+0.00072838j -0.00215519-0.000549472j -0.00445456-0.00148588j 0.00119335+0.00154671j 0.00334755+0.00460241j -0.00358294-0.00401719j 0.00287745-0.00597834j 0.00163822+0.000460416j 0.00201481+0.00120731j 0.000615334+0.00137356j 0.00273941-0.00396441j 0.0025102-0.00476354j 0.000107676-0.00488635j -0.000524038-0.00262636j -0.000534428+0.00341414j 0.0021821-0.000840249j 0.0060225+2.25715e-05j 0.0034409-0.00296564j -0.00720511-0.00256638j 0.00230506-0.00113341j -0.000145247+0.00526115j 0.00105906-0.00146771j 0.0012773+0.0037575j -0.00156102+0.00168386j 0.00060311+0.00111434j 0.00528455+0.00797935j -0.00228719+0.00338953j -0.00553292+0.00122486j -0.000906338-0.00572712j 0.00351866+0.000350214j -0.00508967-0.000121838j 0.000626171-0.00790961j 0.00452665-0.00028242j -0.000119924-0.00130117j -0.00207723-0.00693526j -0.00702762+0.00199754j 
-0.000986944-0.00140799j -0.0010471+0.000804522j -0.00247086-0.000282222j 0.000653035+0.00334916j 0.00224218+0.0027416j 0.00453898-0.000618217j -0.000850153+0.000454758j -0.000302029+0.000627377j -0.00100596-0.000906044j -0.00372598+0.00160942j -0.00475945+0.000596431j 0.00375604-0.00365415j 0.00692333+0.00307906j 0.00834782+0.00442896j -0.00308192+0.00911435j -0.000731632-0.00224463j -0.000502638-0.00416065j 0.000133789+0.000154883j -0.000823777-0.00433329j 0.00489645-0.000889637j 0.00766751-0.00259936j -0.000916209-0.000399684j 0.00571679-0.00394521j -0.00464249-0.00310683j -0.00467878+0.00428747j 0.00367846-0.00226868j 0.000791118-0.00263196j -0.00336153+0.00266436j -0.00155095-0.00443577j 0.00108472+0.00134767j -0.0026851+0.00125104j -0.00145562-0.000755513j 0.000199889-0.00293484j 0.00715963+0.000783373j -0.00181466-0.00146644j -0.00200169-0.00203844j -0.00264902-0.00347658j 0.00244197+0.00470557j -0.00252979+0.00317632j 0.00251476+0.000658622j 0.000169335-0.000828951j 6.01162e-05+0.00553311j 0.000783937-6.15095e-06j 0.000987917+0.00369603j -0.00271617-0.00103522j 0.00373494-0.000337644j 0.000976387+0.00240474j -0.00148036-0.0030322j 0.00284886-0.00298838j -0.00218795+0.000606455j 0.00632676+0.00146371j -0.000211994-0.000436601j -0.000222791-0.000928124j -0.00123091+0.0026478j -0.00220175-0.000889223j 0.000510018+0.000598195j -0.00105798+0.00570571j -0.00091007-0.00299785j 0.000963837-0.00223996j 4.16045e-05-0.00181664j 0.00205627+0.00049165j -0.00163378-0.000442787j -0.000285145+0.000865373j 0.00158927-0.00273583j 0.000768755+0.00227201j 0.00237216-0.00281224j 0.00484399+0.00357293j -0.00596228-0.000947015j 0.000939015-0.00251281j -0.000963288-0.000650271j 0.00104456-0.000325151j -0.000257234-0.000353376j 
0.0163805+0.00656583j 0.00587977-0.0164834j -0.000963365-0.00444125j -0.00465792+0.00174986j -0.000812514+0.00338417j 0.0017665+0.00282363j 0.00031749+0.000935479j -0.00215163-0.000510496j -0.00583064+0.001284j 0.000145829-0.00276812j -0.00395776+0.00482718j 0.00221866+0.00113681j -0.00146396-0.000556168j 0.00138501-0.00167019j -0.00195939+0.00236757j 0.00031769-0.00485638j -0.00172249+0.0101726j -0.00503678+0.00238033j -0.00496857-0.000699375j -0.00209461-0.00263584j 0.00215417-0.00296288j -0.00234316-0.00781606j 0.00336776-0.00132833j -0.00462365-0.00399341j 0.00568506-0.00240229j -0.00353511+0.006023j 0.00326334+0.00266036j 0.00518496+0.00429j -0.00162864-0.00120929j 0.00235803-0.00253794j 0.00254501+0.00335182j 0.00087737-0.00167907j 0.00534293-0.000993085j 0.000124001-0.0019136j -0.00363046-0.000955138j -0.0113481-0.00615186j -0.00168622-0.00392651j -0.003845-0.00342396j 0.0032037-0.00390886j 0.0046071-0.00331556j 0.00142282-0.000229229j -0.000470743-0.00253045j 0.00100169-0.00654624j 0.00181363-0.00144087j 0.00049095-0.00327082j -0.00540851+0.00242857j 0.0012983-0.00192491j -0.00633661+0.00618942j 0.00417998-0.000768508j -0.00190785-0.00389136j 0.000939758+0.000741327j 0.00424018-0.00144061j 0.00536928-0.000576452j 0.0030263+0.0073062j 0.00133226+0.00057918j 0.00173295-0.000638286j 0.00420055+0.00430133j -0.000927225+0.00229788j 0.00056605-0.00316526j 0.00646681-0.000167877j 0.00276727+0.00142995j -0.00140103+0.00461581j -0.000880911+0.0011713j -0.0044897-0.00132776j -7.0878e-05-0.00236884j 0.00224418+0.000998999j -0.00288572+0.00233762j -0.00225722-0.00342274j -0.000533912-0.000821231j -0.0011358+0.00122386j -0.0046544-0.0133841j -0.0133794+0.00492724j 
0.00429752-8.93264e-05j 4.98786e-05-0.00452079j 0.00187348-0.0070525j -0.00906824-0.00259418j -0.000235979+0.00283661j -0.00300556+0.00270108j -0.0042191-0.000741049j 0.00175111-0.00604603j -0.00153027-0.000201493j 0.00205902+0.00514738j 0.000470566+0.0075856j 0.00211677-0.00310901j -0.00105642+0.00735605j -0.00574085-0.00271939j -0.00374197+0.00454679j -0.00234021+0.0012506j 0.00480084-0.00778191j -0.00387532+0.000564235j -0.0068512-0.00457573j 0.00229977-0.00242184j 0.00583239-0.00267885j 0.00539936-0.00088293j 0.00266019-0.00584998j -0.000396915+8.85868e-07j 0.00417268+0.000502295j 0.00287679-0.00207467j -0.00155666-0.0035334j 0.00454987-0.000189342j -0.000999168-0.00310126j 0.00250054-0.00163477j -0.00676583+0.00206673j -0.00318558-0.00181138j 0.00254625+0.00628625j 0.00076997-0.00128506j -2.47611e-05+0.00133876j 0.00530021-0.00253164j 0.000625297+0.00649645j -0.00321351-0.00143989j -0.00431997-0.000441941j -0.000483283+0.00232192j -0.00297986-0.00203393j -0.0025729+0.00275446j -0.0015044-0.00446009j 0.000159806+0.00205879j 0.00487921+0.00351399j -0.00260182-0.00138432j 0.00152132-0.0017386j -0.00160141-0.00368813j 0.00100175-0.00025926j 0.000933797-0.000855995j -0.00112406-0.00179563j -0.000847731-0.00155514j -0.00340029-0.00641817j -0.00108052+0.00223672j -0.00243102+0.0018543j 0.000340183+0.00324677j 0.00557936+0.00106777j 0.00328839+0.00165941j 0.00152987+0.00497775j -0.00475243-0.00152739j 0.00401336+0.000845338j 3.1614e-05+0.00101795j -0.00653406+0.00399017j 0.00107763+0.000722106j 0.000255777-0.00280748j -0.00268305+0.00219663j 0.000327042+0.000599655j -0.000954858+0.00105925j -0.000240751-0.00451298j -0.00392589-0.000434445j -0.00168936-0.00355046j -0.00339591+0.00205956j 
0.00886733+0.00215244j 0.0015719-0.00911699j 0.00134171-0.00372897j -0.00380041+8.66911e-05j -0.000571858+0.00288059j 0.000287711+0.00714475j -0.00512151-0.00414229j 0.00377763-0.00180629j -0.00495847-0.00534682j 0.00308318-0.00419776j -0.00488324-0.000440348j 0.00564737-0.00257121j 0.00527558-6.5237e-05j 0.00205403-0.00157482j 0.00020572+0.00179103j 0.00974818+0.000254296j -0.000953694-0.00158081j -0.00328601-0.00272652j -0.00520203-0.0021653j 0.00291286+0.00301585j -0.000427707-0.00315771j 0.00638993-0.00377219j -0.00339959-0.0101173j -0.000550837-0.00394942j 0.00364273-0.00274007j 0.000317005-0.00384587j 0.00120186-0.000628661j 0.00311114+0.00254425j -0.00116952-0.00664872j 0.000486585+0.00257586j 0.00407392-0.00220912j 0.000856696+0.00259515j 0.00229253-0.00161129j 0.00171314-0.00296567j -0.00624659+0.000202703j -0.00648774-0.00464359j 0.00261911-0.00700907j 0.00239314+0.00035038j 0.0049705-0.00556962j -0.00439703-0.00433387j 0.000737518+0.00191656j 0.00376578-0.000495807j -0.00329774-0.00254464j -0.00532035+0.000295443j 0.000593118-0.00118635j 0.00331787+0.00278291j 0.00276183-0.0047388j -0.000859635+0.00131195j 0.000421262-0.00312972j -0.00101663+0.000466322j -0.000311645-0.000521467j -0.00205254+0.00297695j 0.00426409-0.00103754j 0.00948877-0.00189545j 0.00189656+0.000217607j 0.000532491+0.000587558j -0.00514001-0.00207849j -8.14345e-06+0.00340281j 0.00406694-0.00145467j -0.0019604-0.000508662j 0.00031784-0.00368147j 0.00477318+0.00354094j -0.00255262-0.00255824j -0.00493105+0.0066392j -0.00189741-0.00348571j 0.00268029-0.00230353j -0.000774556+0.0032064j -0.00190298-2.12425e-05j 0.00256285-0.00158228j -0.00192768-0.00250329j -0.00234139-0.00799649j -0.00810969+0.00282045j 
0.0016885-4.68612e-05j -0.000148374-0.00263941j -0.000599383+0.00110628j -0.000249068+0.00150644j 0.00185962-0.000115426j -0.000747113+4.70251e-05j 0.000420701+0.00261394j 0.000455051-0.00449876j 0.000319022-0.000571516j 0.00300758-0.000619205j 0.00349892-0.00026628j 0.00199006+0.00201318j -0.00653376+0.00209825j -0.000413618-0.00336583j 0.00106583-0.00795248j -0.00275219+0.0022811j 0.00262614-0.00227244j -0.00318208-0.000547907j 0.00687695-0.00123785j -0.00771677+0.00190365j -0.00315409+3.33457e-05j -0.00197341+0.000221406j 0.00326282+0.00619914j 0.00337701+0.0012655j 0.00140398-0.00275983j 0.00162578+0.00337441j 0.00877473-0.00030782j -0.000382762+0.0012087j 0.00651821+0.00095266j -0.00356976-0.00521088j -0.00522834-0.000100042j 0.00320643-0.00541043j 0.00443187+0.00294513j 0.00416285-0.000506467j 0.00548882+0.00668456j -0.00663382+5.20602e-05j -0.00172598-0.00353003j 0.00269735-0.00505241j -0.000918416+3.12107e-05j -0.000621895-0.00622567j -0.000586441-0.00010264j 0.00154142+0.00167442j -0.000121131+3.3223e-05j 0.00111429+0.00293544j -1.49326e-05+0.00178184j 0.000867576-0.00262391j 0.000570937+0.0001149j -0.00155085-0.000189698j -0.00287108-0.000340535j 0.00241806+0.000673949j -0.00115794+0.00550169j -0.000245446+0.000439443j -0.0011287+0.00439984j 0.00151825+0.00165162j -0.00480835-0.000746542j -0.00508872+7.83798e-05j 0.000111023-0.000615247j -0.000711152-0.00388561j 0.00108278-0.00296751j 0.00264658-0.00103015j -0.00164154-0.000674217j 0.00205283+0.00276596j -0.00146956-0.00265038j 0.00220559+0.00142245j 0.000687961+0.00134321j -0.00113905-0.00135159j -6.09546e-05-0.000115984j -0.0001093+0.00333347j -0.000327717-0.00242526j -0.00194737+0.00157509j 0.00138328+0.00134277j 0.000296243-0.00139288j 
0.00129147+0.000159049j -9.56228e-05-0.00270877j 0.00079763+0.000597655j -0.000654806+0.00194101j 0.000710671+0.00560168j -0.00128218+1.27914e-05j 0.00204415+0.000215493j -0.00173349+0.00160569j -0.00212628-0.000919586j 0.00161735+0.000885419j -0.00632892+0.00040383j 0.000585509+0.000277053j 0.00331859-0.00110781j 0.00412751+0.00449482j 0.00284305-0.00610044j 0.00175581-0.0011542j -0.00136728+0.00826854j -0.00495701+0.00510446j 0.00515104+0.0029657j -0.00178259+0.000786018j -0.00247429-0.000239591j 0.00125752+0.00206921j -0.000199785-0.00404236j -0.00244218+0.00138412j -0.000653623-0.00146823j -0.00490014+0.00273044j 0.00277975+0.0033813j 0.0019878+0.000217469j 0.000843869+0.00526488j 0.00475516+0.00419267j -0.00310436-0.00312097j -0.00263618-0.00237138j 0.00155092-0.00028486j -0.00174592+0.000634697j 0.00461852-0.00179637j -0.00527756-0.00193503j 0.00241574-0.00150236j -0.00232955-0.00465249j 0.00534187+0.00149883j -0.00643353+9.85263e-05j 0.00266035+0.00264462j 0.00124847-0.00315179j 0.00451652+0.00543449j -0.00113557-0.00437058j 0.00221772+7.58618e-05j 0.00247739-0.00328551j -0.00214683-0.00874473j -0.00115683+0.000457172j -0.00399544+0.00332677j -0.00111752-0.00109747j -0.00852135+0.00332671j 0.00648033+0.00140956j 0.00139819+4.76586e-05j 0.0037944+0.00331382j 0.00133444-0.0033073j -0.00154386+0.00312289j -0.00423557-0.00556722j 0.000692994+0.00287016j 0.00138179-0.00145462j 0.00136297-0.000665445j -0.00318058-0.00271529j -0.000980451+0.00137483j 0.00406475+0.00154686j 0.00448888-0.00376126j -0.00160748+0.00119941j 0.00287861-0.0042932j 0.00115016+0.00356658j 0.000409479+0.00343552j 0.00134706-0.00133244j 5.30574e-05-0.00263154j 0.00147821+0.00248877j 0.000888307-0.00134086j 
-0.000501333+0.00252335j 0.00145411+0.00125269j -0.00481127-0.00509078j -0.00391922+0.00407523j 0.00423295-0.00219611j -0.00220842+0.0028837j -0.000325672-0.0013419j 0.00354227+0.00177511j 0.000607894+0.00179161j 0.000468782-0.000633698j -0.00202565+0.00060866j 0.00842423+0.00224102j 0.00522423+0.000249936j -0.000414808-0.00171127j 0.00874733+0.000954042j -0.000126488-0.0083677j 0.00272039-0.00579733j 0.000679571-0.00177011j 0.00363595-0.00124629j 0.00227511-0.000296395j 0.00419985-0.00387333j 0.00502546+0.0034871j 0.00563491-0.00215679j 0.000315184+0.000985241j -0.00274524+0.00108785j -7.18978e-05+0.000404379j -0.00252539-0.00687768j -0.000145397-0.00584391j 0.00176356-0.00391975j -0.00296539+0.00305876j -0.00118785-0.000416905j -0.00327166-0.00150999j -0.00443931+0.00588077j -0.000222417+0.000912718j -0.00306119+0.00311761j -0.00247074-0.00324872j 0.00393083-8.30119e-05j 0.00613197-0.00280449j -0.00247287-6.38718e-05j -0.00335499-0.000370455j 7.25616e-05-0.00229261j -0.00180288-0.000634903j 0.00179799+0.00158507j -0.00258687+0.00209212j 0.00129867+0.0022069j 0.00204726+0.00139031j -0.00480401+0.0016454j 0.00337963-0.00581161j -0.00455542-0.000253293j 0.00655444-0.00128615j -0.0090668-0.00417455j -0.00116612+0.00152475j -0.00423684-0.00192819j -0.000938474+0.00102827j 0.00433056+0.00189745j 0.00118843-0.00209404j -0.00173761-0.00867713j -0.00451794+0.000287216j 0.0023445+0.000567324j -0.00466217-0.00216518j 0.00108998-0.00326061j 0.00167121-0.00183684j -4.18867e-05+0.000919015j 0.00155488-0.000816012j -0.000376054-0.000372305j -0.00320116+0.00310336j -0.000457496-0.0018743j 0.00540182+0.00734051j -0.00355826+0.000711279j 0.00198884-0.000902209j -0.00158041+0.00307982j 0.00220353+0.00273957j 
0.000506535-0.00233221j -0.000969584-0.000613726j 0.00219098+0.00444376j 0.00139672-0.00229094j -0.00248618-0.00152323j -0.00254716-0.000316736j 0.000212907-0.00279813j -0.000706388+2.61262e-06j 0.000613017-0.00169174j -0.000214573-0.000119013j 0.000311986-0.0010635j 0.00210603-0.00288091j -0.00071607+0.00324325j -0.00244456+0.00159205j -0.00509194+0.00111866j -0.00476999+0.00183211j 0.000982312+0.00150338j -0.00516073+0.00285799j 0.00371099+0.00246213j 0.00030544-0.00644551j -0.00676709-0.00528583j 0.000508015+0.00233622j -0.00558447+0.000360102j 0.00532991+0.00192429j -0.003302+0.0027846j 0.00165923-0.00454133j 0.00131561-0.000928539j -0.000233921-0.000286037j -0.00523556-0.00146458j -0.00460447+0.00466028j 0.00276561-0.00182432j -0.00513053-0.00114464j 0.00219447+0.000352803j -0.00274263-0.000525391j 0.00571347-0.000437709j 0.00102851+0.00567681j 0.00049087+0.00267346j 0.00202116-0.00132614j -0.00333676+0.00486143j -0.00726044-0.00132763j -0.00071487+0.00283977j 0.000907558+0.000492023j -0.00431723-0.00461473j 0.0032584+0.00255231j 0.000865768-0.00134725j 0.0089641-9.09546e-05j 0.00213472-0.0021264j -0.00140633-8.49823e-05j -0.000353243-0.00120718j 0.000261701-0.00599925j -0.00199119-0.00156208j 0.00112775+0.00259497j -0.000712807+0.00155134j 0.0021984+0.00297871j 0.00327009-0.00354311j 0.00209375-0.00171675j 0.00280235-0.00265498j -0.000734372-0.00312094j 0.00142927+0.000604566j 0.00282697+0.00157911j -0.00015627+0.000113014j 0.000967119+0.000787362j 0.0014971-0.00141627j -0.00473272+0.00112154j 0.00270218-0.00383614j 0.0010721-0.0018188j 0.00338045-0.00202581j 0.000844709+0.00256782j -0.00226073-0.00163776j -0.000410241+0.00355871j 0.000447832-0.000129998j -0.000882376-0.00102996j 
-0.000551656+0.00338366j 0.00470464+0.00182212j -0.00325793+0.00181049j -0.00221479+1.52027e-05j -0.00105021+0.000431639j 0.00111736+9.85108e-05j -0.000442134+0.00125507j 0.000194255-0.00100846j 0.00585029+0.00260014j 0.00106009+0.00215138j 0.00727107-0.000217936j 0.00358202+0.00175411j -0.00237684+0.00382132j -0.000645739-0.00407901j 0.000949435-0.00545886j -0.00176551-0.00117191j -0.00133894+0.00160572j -0.000636082-0.000904058j -0.00231647+0.00362941j 0.000606929+0.00192384j -0.000463983-0.00315498j 0.000755755-0.000654824j 0.000622292+2.64034e-05j -0.00335579-0.00354524j -0.00676703-0.000204745j 0.00499904-0.00111589j 0.000719071-0.00109159j 0.000360172+0.00349377j 0.000330326-0.00268916j -0.00461357+0.0045663j -0.00272397-0.00316883j -0.000812654-0.00485199j 0.00288298+0.00514283j 0.00500534-0.00179943j -0.00609638+0.000844303j 0.00758375+0.00310986j -0.00578063+0.00127023j 0.00303065-0.00106548j -0.00120815+0.00737757j -0.00490294-0.00662262j -0.000755277-0.000536904j 0.00343249+0.00159076j -0.000881993+0.000364571j 0.00154214+0.000862124j 0.00124113-0.000364064j 0.00278868+0.00212564j 0.00790649+0.00166301j 0.0014967+0.000903486j 0.00279649+0.000359226j -0.000939654-0.004867j -0.00448553-0.00858448j -0.00194927+0.00155634j -0.00334743+0.00159967j 0.00351553-0.000719948j -0.00260977-0.00170924j 0.0018123+0.00262984j 0.00251177-0.00381116j 0.0011699-0.000976249j 0.00158758+0.000857262j 0.000371862-0.000140486j -0.00386047-0.00112825j -0.00281681-0.00199632j -0.00301107-0.000270928j 0.00327207-0.00146769j 0.00229928+0.00130953j 0.000763147+0.000950373j 0.000660463-0.00145344j 0.000851295-0.0023589j 0.00236705+0.00100108j 0.00264994+0.00439381j -0.00598794-0.000279225j -0.00097865+0.00383151j 
0.000742227+0.00457933j 0.00443933-0.00175168j 0.00325193+0.00604756j 0.00742102-0.002015j -0.00143511+0.000129102j 0.00336733-0.00352143j 0.00411026+0.0040703j 0.00277609+0.00166293j -0.00221017-0.00150711j -0.00216335-0.00258395j 0.00110965-0.00206568j -0.00302365-0.00166685j -0.00607027+0.00302311j 0.00139537-0.00407413j -0.00399489+0.00476533j 0.00777166+0.00558226j 0.00092247+0.00377337j -0.00136059-0.00371459j -0.000109515-0.00224067j 0.00322764+0.00317294j -0.00348062-5.28012e-05j -0.00351879+0.000859908j 0.00290303+0.00258621j -0.0027574-0.000647139j -0.00179286-0.0104617j -0.00958981-0.00167535j 0.000514672+0.00468912j -0.00160288-0.0038637j -0.00494916+0.00312839j -0.000421642+0.00446051j 0.00141976+0.00600082j -0.00603291-0.00207378j 0.0015739-0.00317525j 0.00293886-0.00632662j -0.00404774+0.00246715j -0.00384428-0.000100633j 0.00390244-0.00224532j 0.000273051-0.0059456j -0.00325491-0.000952038j 0.00242598-0.00327252j -0.000107891-0.000292638j 0.00418023+0.00280279j 0.00197794-0.00572737j -0.000997054+0.00294897j -0.00347265-0.00730851j -0.000367142-0.00119817j 0.00359728-0.00350003j -0.0011273+0.00426865j -0.00293541-0.0027631j 0.00113897-0.00194806j -0.00319896+0.000238263j -0.00367039+0.00296398j 0.00363007-0.000132015j 0.00540241-0.000384751j 0.00473015-0.00292184j -0.000778731-0.00176176j -5.44472e-05-0.000784135j 0.00245181+0.00467974j 0.000944921-0.00325009j 0.00238984+0.00755605j -0.00368716+0.000529531j -0.00281132+0.00496004j -0.00152913-0.00124806j -0.00382761-0.0011608j -0.00233419+0.00104657j -0.000695183+0.000128473j 0.000352567-0.000255038j -0.00130643-0.000692789j 0.000230868-1.40584e-05j -0.000750095-0.000569495j -0.00449266-0.00143283j -0.000713499+0.00446831j 
