0.0167222+0.00013949j -0.000190083-0.0164205j 0.00260927+0.00144163j -0.000610355-0.000363166j 0.0020608+0.00183794j 0.00144699+0.00298687j -0.00450732+0.00289487j 0.00199034-0.00630646j -0.00182401-0.00161448j 0.00157449+0.00275741j -0.00422055+0.00420797j -0.00247184-0.000366655j -2.34896e-05-0.00385197j -0.00100534+0.00091141j -0.00183254+0.00224423j -0.00186017-0.00151801j -0.0029103+0.00185011j 0.000167612+0.00211238j -0.00438509+0.000227285j -0.00065083-2.20549e-05j 0.00219465+0.000159615j -0.00156732-0.00405511j -2.69459e-05-0.00194732j -0.000310103-0.00350427j -5.11895e-05-0.000229211j -0.0025039-0.000113928j 0.003179+1.49189e-05j 0.000973734+0.00121573j 0.00124223+0.00100771j -0.00120997-0.000993488j -0.0015811-0.00185152j -0.000802011-0.00142846j 0.00122929-0.000608369j -0.00297259-0.00295564j -0.000938567-0.000583745j -0.000756641+9.23089e-05j -0.000796195-0.00176677j -0.00433391+0.000329033j -0.000518043-0.000282354j 0.000541013-0.00106853j -0.00167638-0.00077979j -0.00180974-0.00099876j -0.0012018-0.0039746j 0.0034131+0.00035547j -0.00164397-0.00101709j 0.000859979+0.00222233j -0.0011622+0.00158479j -0.00483224+0.00276275j 0.0060667-0.000281281j -0.00194011-0.000369153j -0.00398767+0.000533818j 0.00221475+0.00090684j 0.00348216+0.000927559j 0.00339369+0.000590868j -0.000205051+0.00356221j 0.0006809-0.00390481j 0.00297592-0.00229799j -0.003052-0.0028063j -0.000804528-0.00143647j 0.000586115-0.00405923j 0.00335608+0.00536017j 0.00358812-0.00135287j -0.00606363+0.00337452j -0.0036887-0.000598588j -0.00534318-0.00996896j 0.00757885-0.00242222j 0.00308876+0.0039948j 0.00207216-0.00488356j -0.00115572-0.000196251j 0.00456144+0.00355344j 0.00304048-0.0200491j -0.0201414-0.00231525j 
0.00990218+0.00178821j 0.00233822-0.0100708j 0.0119359+0.000180409j -0.000792849-0.0120975j -0.00343253+0.00554206j -0.00157245+0.00726218j -0.00809351-0.000872005j 0.00944383-0.00917835j -0.00925029-0.00327985j 0.00138991+0.00395555j 0.00540897+0.00800906j -0.00853052-0.00207347j -0.00092255+0.00210485j 0.00096035-0.00365571j -0.00500878+0.00716092j -0.00100961+0.00581149j -0.00027239-0.00516353j 0.00133477-0.00153556j -0.00720018-0.00127018j -0.00202774+0.0036977j 0.00586062-0.000441617j 0.00444729-0.0072296j 0.00231517-0.00593582j -0.00608408-0.00509038j -0.00362162-0.00469595j -0.00197861-0.0085902j 0.00554908+0.00755785j -0.00627541-0.00576004j -0.00164027-0.00538402j 0.00285597-0.00383737j -0.00444002+0.00371861j -0.00134166-0.00239932j 0.010646-0.00558275j 0.00247709-0.00617791j -0.0081933-0.00148963j -0.00722469-0.0022355j -0.00545537-0.0105417j 0.00153861-0.0085916j 0.0037632-0.00707666j 0.000148296-0.00453315j -0.00495998+0.00408255j -0.00203573-0.00363168j 0.000600757-0.00830503j 0.000206857+0.0060816j 0.00118334+0.00030604j -0.000592184+0.00332989j 0.000792241+0.00155332j -0.00787132+0.00592223j 0.00150249-0.00451154j -0.00128566+0.00163873j -0.00424738+0.00769291j 0.00468824+0.00203743j 0.00595368-0.00239557j 0.00931654+0.00152978j -0.000904758+0.00235003j 0.00473557-0.000136415j -0.00147481+0.00110352j 0.0032377+0.0107879j 0.00463421-0.0010932j 0.00127082+0.00278826j 0.006061+0.000718634j -0.00847918+0.00539639j -0.00803532+0.00747661j -0.00619475+0.000111581j -0.00295879-0.00565995j 0.00923268+0.00102522j 0.00192105+0.00498023j -0.00619344-0.000836263j 0.00255408-0.0097454j -0.00814127-0.0014122j -0.00449493-0.0122485j -0.0121066+0.00332782j 
0.0138426+0.0028917j 0.00310666-0.0151874j 0.00540992+0.00316741j 0.00255006-0.00104813j 0.00309054+0.00301321j 0.00273355+0.000856589j -0.00578251-0.000778189j 0.00528726-0.00855992j -0.00580163-0.00326722j -0.00172549-0.000653282j -0.00867853+0.00233861j -0.00381987-0.000715501j 0.00110547-0.00585851j 0.00332069+0.00172963j 0.000193159+0.00189272j 0.00325505-0.00614824j -0.00548883-0.000139459j -0.000620601+0.00181011j -0.00704575-0.00401803j -0.00167522+0.00143563j 0.00778563-0.00681888j 0.00334151-0.0055076j 0.00620629+0.00157642j -0.00639936-0.00214779j -0.000963117-0.0068752j 0.00165592-0.00501737j 0.0111891+0.0112677j -0.00241219+0.00898515j 0.0024136-0.00249745j 0.000284019+0.00265877j -0.00229092+0.000101287j 0.00556372-0.00222569j 0.00731916+0.00410602j -0.00178518+0.00116082j -0.00121076+0.00234224j 0.00297867-0.000887639j 0.00269275-0.000836187j 0.00997693-0.00788114j -0.0047178-0.00106016j -0.00767083+0.0030026j 0.00465725+0.000912222j -0.00328853-0.00690963j -0.00272617-0.00679811j 0.00380557-0.00711398j 0.0037971-0.00577465j 0.00323128+0.00527777j 0.00119969+0.000790786j 0.000898867+0.00737721j 0.00576216-0.00557084j 0.00253658-0.00279562j -0.00513266-0.00450406j 0.00252974-0.00661502j 0.010205-0.0070076j 0.00331224-0.000380991j -0.00172887+0.00409375j -0.000403374+0.00324916j 0.00791412-0.00145125j -0.00187316-0.000479421j 0.000689779+0.00425385j -0.00465456+0.000901119j -0.00224128+0.00176789j 0.00441324+0.00622675j -0.0043068+0.00342553j -0.00516939+0.00420066j -0.00820171-0.00717897j 0.00998164-0.00195217j -0.00327815+0.00424623j 0.00363587-0.00741957j -0.00142118-0.00115922j -0.00467668+0.00446885j -0.00220015-0.0121341j -0.0117185+0.00151259j 
0.00333559-0.00243261j -0.00187901-0.00367944j 0.000905428+0.0011053j -0.00282645-0.00198158j -0.00331466+0.00769704j -0.0022087-0.00323096j 0.00638317-0.00879379j 1.3515e-05+0.000981013j -0.00239365+0.00737655j -0.00903163-0.00324963j -0.0023625-0.00560547j -0.00320515+0.00316354j -0.00193718-0.00391752j -0.000579727+0.00807459j -0.00185994-0.000438367j -0.00244036+0.0011026j -0.00490706-0.00634022j -0.000823702-0.00756267j -0.000254651-0.00641801j -0.00222065-0.00309711j 0.00546911+0.000902221j 0.00638338-0.0052559j -0.00415179+0.00370544j 0.00318141+0.00119684j -0.00263546-0.0016964j -0.00220244-5.27972e-06j -0.0071792+0.00701169j -0.000775139-0.00298138j -0.00864289-0.00198885j 0.00100918+0.00338835j 0.00582669-0.0045811j 0.00469319+0.00275567j -0.003779-0.00143652j 0.00371306+0.00351095j -0.00435559+0.00326376j -0.00457476+9.41417e-05j 0.00546519-0.00435529j -0.00224943+0.00508864j -0.000858088-0.00590433j 0.00959174-0.00330453j 0.00363363+0.00240762j -0.00254338+0.00325356j -0.00564785+0.00351204j 0.003442-0.00137192j -0.000316501-0.000174156j 0.00541161+0.00222972j 0.00335524-0.00396069j 0.00599414-0.00477898j 0.000750741+0.00019601j -0.000636946-0.00156782j -0.001381+0.00292716j 0.00128832-0.00336239j -0.00352338-0.00985973j -0.0044572+0.00543271j 0.00111993-0.00224893j -0.00135752-0.00414603j -0.000180738-0.00241796j -0.00188669+0.00189927j 0.00234854+0.00216768j -0.00384231-0.00467585j 0.00155924-0.00365221j -0.000457136-0.00299627j 0.00212077-0.00912715j -0.00291694-3.35916e-05j -0.00103256-0.000947819j -0.00541516-0.000262327j -0.00220495+0.000966902j -0.00551032+0.00109622j -0.00223041-0.00539278j -0.00348763-0.00028667j 4.71788e-06-0.002263j -0.00219714+0.000780081j 
-0.0245562-0.00178304j -0.00236626+0.0245537j -0.0029197-0.00118766j 0.00130272-0.000603863j -0.0105873-0.00428673j -0.00124283+0.000694349j 0.00753336+0.000255845j -0.00292576+0.0172776j 0.00395669+0.00631696j -0.00822852-0.00898009j 0.00544011-0.00247572j 0.011123-0.00557907j -0.00494069+0.00427986j 0.00851937-0.00970622j -3.81622e-05+0.0007119j 0.011366+0.000339067j 0.00644921+0.000258831j -0.00280598-0.00676214j 0.00322463-0.00387175j 0.00303771-0.00669404j -0.0033528-0.00423136j 0.0044624+0.00364466j 0.0062707-0.004431j -0.000846019-0.00110824j -0.000186702-0.00202289j 0.00740595+0.00135593j -0.0021631+0.00356925j 0.00118143+0.00140889j 0.00338895-0.00679226j 0.00360652+0.00266987j 0.00317073+0.0162679j 0.00686376+0.00100214j 0.000910987-2.75841e-05j -0.00767933+0.00571356j -0.00114605+0.00454791j 0.00391865+0.00146103j 0.0015037+0.0054323j 0.0083373+0.00322211j 0.00348207-0.00458745j 0.00274184+0.00458283j 0.0034332+0.00392565j -0.00303265+0.0101358j -0.0012951+0.00167461j 0.00673077+0.00141828j 0.00590755-0.00273416j 0.00320889-0.00641937j 0.00431515-0.0101052j 0.0043317-0.000542467j -0.00413779+0.0019847j 0.00217502+0.00404933j 0.00883595-0.00691956j -0.011689+0.00298966j -0.00447115-0.00422584j 0.000573959+0.00387209j 0.00628189-0.0044777j -0.00147522+0.00383538j -0.00830292-0.00637278j 0.00397617-0.00187688j -0.0046987-0.00592115j -0.00396155+0.00410752j -0.0140911-0.00448437j -0.00304199+0.000449612j 0.000717707-0.00981277j 0.00945157-0.000397263j 0.000685184+0.0156421j -0.00890571-0.00352102j 0.00497866+0.00269798j -0.00715639+0.00593471j 0.00228141+0.00074325j 0.00302344-0.00456574j 0.00188751+0.0236966j 0.0236878-0.000938944j 
-0.0104827-0.00300818j -0.00340133+0.0106221j -0.00468938+0.00104009j 0.00300392+0.00217321j 0.00159823-0.00430635j -0.00288801-0.00331984j 0.00112876-0.000225229j -0.00224303-0.000511593j 0.000384268-0.000121838j 0.0030966+0.000719171j 0.00173138-0.00106197j 0.00312044+0.00152524j 0.00453428+0.00599881j -0.00746116+0.000502984j 0.00328358-0.00247031j -0.000887197+0.00241886j 0.00216621-0.00302542j 0.00570998+0.000417232j 0.00281405-0.0028329j 0.0014188+0.00196962j -0.000596399-0.000414926j -0.00147215+0.0107977j -0.000400856+0.00322518j 0.00554251+0.000581984j -0.00537476+0.00558095j -0.00176626-0.00698593j -0.0104539-0.00179715j -0.00159931-0.00624942j 0.000488815+0.0087j -0.00410691+0.00109592j 7.30421e-06+0.00547132j -0.00695763-0.00494241j -0.00588715+0.000329932j 0.00425009+0.00646745j 0.00316968+0.0016785j 0.00753982+0.00283816j -0.006084+0.00768357j -0.000891379+0.00384338j 0.000573306-0.00138849j -0.0010167+0.0032901j 0.00135334+0.00142447j -0.00238897+0.00455083j 0.00570753-0.000146186j -0.00296326+0.00235734j -0.0038188+0.00571768j -0.000704203+0.000548247j 0.00205972+0.003072j 0.0096975-0.00644953j -0.00320349+0.00456964j 0.00590413-0.00111487j -0.000295485-0.00235323j -0.00125152-0.000633652j -0.00226887-0.00108585j -0.00438923-0.00718813j -0.0035478-0.000474331j -0.000316238+0.00359449j -0.00374464-0.00414892j -0.00577497-0.00319958j 0.00211319-0.00180179j -0.00141054-0.00207154j 0.00118424+0.00198343j 0.00124752-0.00530951j -0.00298344-0.00137189j 0.00416002-0.000404817j 0.00347088-0.00203787j -0.00689711+0.00384148j -0.000372959-0.00391419j 0.00308993+0.00739492j -0.00527147+0.00322819j 0.00367441+0.000808241j 0.00213913+0.0101573j 0.0104585-0.00115261j 
0.00295244+0.00347784j 0.00158046-0.00442457j 4.56029e-05+0.000264662j 0.00207355+0.000663894j -0.00178504-0.00323j -0.00240575-0.00519294j 0.00629412+0.00268549j -0.00205418-0.00105562j 0.00212515+0.000872144j -0.00154304-0.00231925j -0.00172387-0.00228629j -0.000724503-0.00218519j 0.00172653+0.00187755j -0.00189392-0.00185369j 0.00555417+0.00113828j 0.00372576-0.000896636j 0.00587774-0.00250374j 0.00254723+0.000163713j -0.00441605-0.00385851j -0.000569229+0.00040348j 0.000368407-0.00224257j 0.000472646+0.00339002j 0.00689193+0.00680506j 0.0011692-0.00223493j -0.000890952-0.00636456j -0.00318998-0.00160384j -0.00250105-0.00249663j 0.00593567+0.000461192j -0.00433593+0.00307452j -0.00277282+0.00144207j -0.00233231+0.00245349j -0.00123964+0.00242251j 0.00109465-0.000179082j 0.0045739-0.00105913j 0.00252487-0.00148186j 0.000313833-0.0052283j 0.0028625+0.00105834j 0.00189742+0.00428538j -0.000521897+0.0009012j 0.00214079+0.00449067j -0.00220543-0.00133103j 0.00541455-0.000626452j 0.000266177+0.00332222j -0.00835984+0.00519348j -0.00239053-0.00523209j 0.00611819+0.0016936j -0.00387675+0.00312569j 0.00156039+0.00221131j -0.000970557+0.000435619j -0.00107453-0.00108537j 0.0058338-0.00356713j 0.00559338-3.77801e-05j 0.0014459-0.00352723j 0.00487644+0.00485486j 0.00743622-0.00184551j -0.000129923-0.00292298j 0.00416212+0.00384427j 0.0010915+0.00410202j 0.00268306+0.00010514j 0.000857043+0.00217856j 0.00375748-0.00322223j 0.00215178-0.00209101j 0.00176161+0.0027169j -0.00108488+0.00427804j -0.00223706+0.00124552j 0.00129208-0.00285899j 0.0028877-0.00319173j 0.00306089+0.000794326j 0.00212789-0.000529273j -0.0010364-0.00189875j 0.000826293-0.000190444j -0.000381423-0.000280383j 
0.00349753+0.00488886j 0.00400416-0.0023056j 0.00206195+0.00223337j 0.00492921-0.00128077j 0.00288083-0.00267417j 0.00182478+0.00371216j -0.00166739+0.00637262j -0.00574535-0.000247393j -0.00281003+0.00099034j -0.00181728-0.00184224j 0.00257416-0.0026297j 0.00123429+0.00191272j 0.00331035+0.00137145j -0.00219416-0.00136947j 0.000435487-0.000204612j 0.00304175-0.00696843j 0.000558464+0.000332592j 0.00323595-0.000524577j -0.00354015+0.00275141j -0.00313525+0.00351344j 0.00577255-0.00518692j 0.000378314+0.00156521j 0.00616942-0.00154323j -0.00107618-0.005238j 0.00211624-0.000373383j 0.000123617+0.00521633j -0.00942164-0.000117215j 0.00129635+0.00429994j -0.0011343-0.00357574j -0.000915775-0.00292314j -0.00143791+0.00790535j 0.00308876-0.00317137j 0.000515743+0.00294395j 0.000942679-0.00766382j -0.00229763+0.00317144j 0.00313576-0.00287234j -0.00209509+0.00370615j -0.00161171+0.000311545j 0.00758748-0.0050374j -0.00150297+0.00411385j -0.00239499+0.00287429j -0.00203936-0.003529j 0.00409746-0.00114637j 0.00451431-0.000609133j 0.00091864+0.00417893j 0.00167294+0.00608127j -0.000750103-0.000408798j 0.00166543-0.00112724j 0.00455373+0.00602139j 0.00111506-0.00324838j 0.00389097+0.00136743j 0.00149371-0.0014746j 0.00357521-0.00459843j -0.00166622+0.00391027j -0.000154602-0.00224688j 0.00168037+0.00229129j -0.00180686+0.00328258j 0.00385432-0.000946966j -0.00067932-0.0019224j 0.0019999-0.000986721j 0.00286221+0.00264833j -0.00350315+0.00496617j -0.00447704+0.000133274j 0.000510996+0.00287676j -0.0017261-0.00172674j 0.000360048-0.0055424j 0.00206112-0.00170463j 0.000423312-0.0039327j 0.00302313+0.00478632j 0.00567-0.00302835j -7.1686e-05+0.00463588j 0.00448471+0.00125257j 
0.0185012+0.00420696j 0.00396446-0.0191393j 0.00601704-0.000952483j -0.00451604-0.00250816j 0.00569804+0.0138123j 0.0025669+0.00148964j -0.00759055-0.000901733j 0.010615-0.00283215j -0.0064841-0.00190575j 0.000717423-0.00117809j 0.00139617+0.0104017j 0.00190093-0.000254814j 0.00172893+0.00232548j 0.0107248+0.00329706j 0.00140697+0.00404162j 0.000683733-0.00185246j -0.00700672+0.0046991j -0.00356489-0.000933097j -0.00600577+0.00409126j -0.00604854+0.00183011j 0.000529446-0.0014098j 0.000934058-0.00838317j 0.0035431-0.00665477j 0.00157627-0.00656011j 0.00259823-0.00657483j -0.00260039-0.00250176j -0.000208239-0.00296234j 0.00218852-0.00248991j -0.000498796-0.000313972j -0.00465572+0.00508924j 0.000987137-0.00313812j 0.000115318-0.00457353j 0.00738241+0.00375338j -0.00710053-0.00611149j -0.00349213-0.007614j -0.00148506-0.0020105j 0.000894922+0.000193415j -0.00278473-0.00253811j -0.00453434+0.00145139j -0.00106335-0.000641332j -0.00302008+0.00109066j -0.00513734-0.000992895j -0.000556093-0.00704644j 0.00233321+0.00120081j 0.00437051+0.000885754j 0.00329841-0.00313115j 0.00153995-0.00166161j -0.00535672+0.00564039j 0.00171225-0.00732725j 0.00400861-0.0027808j -0.00449216+0.00253754j -0.00271868+0.00266942j 0.00630244+0.0081438j 0.000341179+0.00198868j -0.00544271-0.00290133j 0.000855727-0.00477885j -0.00364588+0.00360371j 0.00181257+0.00102172j -0.00441943+0.00426366j -0.0030237-0.00181205j 0.00319725+0.00121221j -0.00192817+0.00848075j -0.00143057+0.00234053j -0.00819614+0.000943028j -0.00284474-0.00530504j 0.00659311+0.00173068j -0.00500421+0.00289588j -0.00209088-0.00775933j 0.00163873-0.00518539j -0.00574987+0.000805536j -0.00508028-0.016967j -0.0169202+0.00496676j 
-0.00312049+0.00014175j 0.000506798+0.00273415j -0.00432887-0.000464074j -0.00107758+0.00385516j 0.00130566-0.00668358j -0.00497547-0.00136638j 0.000848811-0.00299951j -0.00264898-0.00714897j 0.000438952+0.00177843j -0.000455431+0.0007825j -0.0043632-0.0049806j -7.4112e-05-0.000931603j 0.00344282-0.00294936j -0.00718+0.000494556j 0.00196866-0.00356724j -0.00352063+0.00210542j 0.0042678-4.10782e-05j 0.00841398+0.00478711j -0.00101389-0.00467817j -0.00394985+0.00519585j -0.000560133-0.00353672j -0.000505214+0.0108072j -0.00438651+0.00874991j -0.000917605-0.000235109j -0.00349244+0.00240087j -0.000918747-0.007754j 0.000583081+0.00181252j -0.00350876-0.000946528j -0.00181948+0.00125252j 0.00106161-0.00483628j -0.00439764+0.000699456j -0.00255362+6.96191e-06j -0.00350681-0.00250435j 0.00597868+0.00626324j 0.0118717-0.000981377j 0.010073+0.00579158j -0.00322761+0.00444731j -0.00158514-0.00442474j -0.0033469-0.00159218j 0.000578044+0.00417698j 0.000467778+0.00354753j -0.000969054-0.00137024j 0.00225966-0.00413198j 0.000284595-0.0033112j -0.00395074+0.00647716j -0.000265787+0.00148221j 0.00229111+0.00941636j 0.00736423-0.00524005j 0.00603215+0.00546718j 0.000531959-0.00153339j 0.0059652-6.3294e-05j 0.00662666-0.00261766j 0.000771782-0.00254389j -0.00122584-0.00708892j -0.00170237+0.0012969j 0.0058826+0.00456102j 0.00123515+0.00285797j -0.00345411-0.00517183j 0.00613636+0.00040897j -0.000897055-0.00028474j 0.00187662-0.00224901j 0.00530909-0.00445304j 0.000171189+0.00166538j 0.00279944-0.000267338j 0.00223864-0.00230533j 0.000191262-0.00272562j 0.00453654+0.0016661j 0.00139031+0.00191114j 0.000196972+0.0045565j 0.00480294+0.00113254j 0.000404449+0.00289267j 0.00295961-0.000508867j 
0.0106748+9.25191e-05j -2.68833e-05-0.0111658j 0.00718074+0.00169457j 0.00249195-0.00416628j 0.00305611+0.0047721j 0.00806584-0.00439116j -0.00118817+0.00836789j 0.000467752-0.00116558j -0.00168947-0.00156632j 0.00312513+0.00220297j 0.00091958+0.00730271j -0.0063359+0.00616976j -0.00961145-0.00157781j 0.00297423-0.00168692j 0.00357802+0.00570048j 0.00561698-0.00271192j -0.00629708-0.00270524j -0.00677245+0.000599699j -0.00281164+0.00483444j -0.00029245+0.00182946j 3.74428e-05+0.00190309j -0.00431691-0.0076931j 0.00730501-0.00550462j -0.00338466-0.00413696j -8.32095e-05-0.00787528j 0.002237+0.00167077j 0.000892825+0.00353584j -0.00494311-0.00333338j -0.0049099+0.00121469j -0.00852083+0.00325959j 0.00115027+0.00123533j -0.00554462-0.00485406j 0.00188355+0.00303865j 0.00277537-0.00178439j -0.0106239+0.00048597j -0.0048034-0.00359251j -0.00439284+0.00292628j -0.00829859-0.00306239j 0.00531669-0.00546764j 0.00332643+0.00132431j -0.00638985+0.0025513j -0.00319314+0.00106316j 0.00380966-0.00946035j -0.00208383+0.00360522j 0.00611779-0.00623261j 0.00304339+0.00153843j 0.00210048-0.00122112j -0.00719486+0.00427668j 0.00263075+0.000727742j 0.00216227-0.0016949j -0.00186288-0.00158326j -0.00661078-0.0071708j 0.00403802+0.000706509j -0.00462362+0.00645473j -0.00327808-0.00162392j 0.000222904-0.000517887j 0.0043061+0.00356853j 0.00104905+0.00393584j -0.0049589+0.00452295j -0.00111726+0.00105631j 0.000690132+0.0067141j -0.00411819+0.00529473j -0.00858112+0.000811871j -0.00235853+0.00250594j 7.47865e-05-0.00101798j 0.00194842+0.00669253j -0.00753004-0.000666797j -0.000526614-0.00564918j 0.000113375-0.00328385j -0.00636894+9.87643e-05j -0.000277565-0.00980446j -0.00914755+0.000128679j 
-0.00120064+0.00453204j 0.00466537+0.00100513j -1.47397e-05-0.00194153j -0.0010408+0.00179018j 0.00410168-0.00187178j 0.00597979-0.00223943j 1.00626e-05+0.00934997j -0.00683091-0.00268057j -0.00214073-0.000140421j 0.0044418-0.000463841j 0.000453754+0.00439908j -0.00176666-0.00439509j 0.00185624+0.00130667j -0.0032965+0.00523527j -0.00652447-0.00142683j -0.00474903-0.00662537j 0.00484113+0.00204435j -0.00682487+0.0015436j -0.000973679+0.00193027j 0.00915542-0.00397265j -0.00253711+0.00095689j 0.00168083-0.0046172j -0.00114954+0.00313331j -0.0021979+0.00693164j -0.00604617+0.00298948j 0.00323335+0.00219574j -0.0027048+0.0055255j -0.0044128-0.0038882j -4.2963e-06+0.00300231j 0.00753669+0.00235562j -0.00181123+0.00420197j 0.00450085-0.00129546j 0.00345568-0.00252124j -0.00415257+0.00167128j -0.00240151+0.00528418j 0.00601695-0.00577413j -0.00150239-0.000481695j -0.00335442-0.00232808j -0.00319191-0.000514166j 0.0064856-0.00627006j -0.00247981-0.00465262j -0.00109153+0.00213322j 0.00427885-0.00125066j 0.00146982+0.00493889j -0.00746602-0.00469656j -0.00384092+0.00220052j 0.00520214-0.00119849j 0.000488654+0.0023201j -0.00389363+0.00610323j -0.00271141-0.00200954j -0.00890505+0.00251266j -0.00524737+0.00115011j 0.00174795+0.00996858j 0.00488907-0.0067968j 4.54992e-06-0.00689005j 0.00521437-0.0020566j -0.0026626-0.00830392j -0.00330585-0.000809429j 0.00567215+0.000165314j 0.00424808+0.000273952j 0.00359917-0.00223409j 0.00236389-0.00243991j 0.00255782+0.00365823j 0.00143117+0.00308544j 0.0020899-0.00279322j -0.000486531+2.73695e-05j 0.000734378-0.000930128j -0.00178315-0.000300279j 0.00253859+0.0013308j 0.00232238-0.00018298j -0.000537729+0.0020576j 0.00137706-9.06593e-05j 
-0.0155743-0.00131296j -0.0013258+0.0162142j -0.00574377+0.0038026j 0.00301368+0.00248046j -0.000793-0.0012771j 0.00261311-0.00803183j 0.0114096+0.00426542j -0.00638701+0.00543423j 0.00429829+0.0040316j -0.00200638+0.00013848j -0.000998934-0.00891018j -0.00442838+0.00354878j -0.00173561-0.00104341j -0.00258066+0.00153283j -0.00269109-0.00499167j 0.00392259+0.0045346j 0.00435392-0.00141846j 0.00129462+0.000536896j 0.00379908+7.89734e-05j 0.00351906+0.00226446j -0.00045745+0.00231095j 8.19265e-05+0.00121475j 7.19106e-05-0.00719761j -0.000683267+0.00907272j 0.00695489-0.00356306j 0.00397145+0.000859754j -0.00696141-0.00826695j -0.00279117+0.00570558j 0.00929749-0.00807254j 0.00447641-0.00296101j 0.00366472+0.00394919j 0.00900109+0.00220575j -0.0034645+0.000450205j -0.0102784+0.00520451j 0.00301885+0.00584722j -0.000392577+0.00414976j 0.00597874+0.00287069j 0.00747166+0.00958746j -0.00521861+0.00215533j 0.000108578-0.00267134j 0.00324182+0.00210537j 0.00167052+0.0015138j 4.7421e-07+0.0100451j -0.0116775+0.00344924j -0.00396772+0.00359068j -0.00632172-0.00383599j -0.00106934-0.0140217j 0.0061834-0.00642319j -0.00828076+0.000543648j -0.00342939-0.00163138j 0.00490377+0.0018987j -0.00301093-0.000117956j -0.00321374+0.00187346j -0.00414379-0.00477773j 0.00470246-0.00333294j -0.00251173+0.000376376j -0.00718343-0.000148004j 0.00426387+0.000516803j 0.0021898+0.000355739j -0.00162572+0.00546012j -5.44853e-05-0.00224083j -0.00201706-0.00580762j 0.00388795-0.00329771j 0.00174086-0.00185258j 0.00226703+0.00312192j -0.00929705-0.000732519j 0.000398413-0.00900863j 0.00306891+0.000995541j 0.00183876+0.00047354j 0.00297028-0.000891322j 0.00243167+0.0156617j 0.0153244-0.00289516j 
0.00373032+0.00114407j 0.000655381-0.00388385j 0.00147825+0.00144857j 0.00509442+0.000633126j 0.00262002-0.003736j 0.000610713+0.000366194j 0.00251264+0.00160165j 0.00466634+0.000821597j -0.00373338-0.000590325j -0.000957836-0.00480976j 9.15235e-05-0.000433913j 0.00603203-0.000752206j -0.00164073-0.000431375j -0.00011658-0.00151789j 0.0043883+0.00162437j -0.00261042-0.00487853j -0.0023857+0.00333801j -0.00391789+0.00299622j 0.0107097-0.000595916j 0.00612436-0.00161293j 0.000697146+0.00664316j -0.00059485-0.00170593j 0.00187829+0.00613577j -0.00133517+0.00477166j 0.0087351-0.00179737j -0.005363+0.00483819j 0.0048053-0.00265114j -0.00314955-0.00307216j 0.00119846-0.00343293j 0.0017882+0.00224149j -0.00266486-0.00196057j -0.000561211+0.00158739j 0.00299263+0.00637855j 0.0049156+0.00358928j -0.000710586-0.00328766j -0.000413854-0.000426054j -0.00262384-0.00484556j -0.000353328-0.000119176j -0.000205944+0.00725119j 1.15045e-05-0.00624732j 0.00244414-0.00401374j -0.000636181+0.00717744j -0.00960544-0.00455458j -0.000115573-0.00285467j 0.00466855+0.00167662j 0.000578682-0.00300445j 0.00561276-0.000849635j 0.00310912-0.0021485j -0.00513956-0.00192777j 0.00618583-0.00545641j -0.00377037+0.00266233j 5.81803e-05+0.00675275j 0.00379331-0.00152921j -0.00423919-0.00601859j -0.00485585+0.000754777j 0.00460385-0.000280585j -0.00264017+0.00361881j -0.000974565-0.00293074j 0.00131366-0.00256998j -0.000114071-0.000368281j 0.00182812-0.00443624j -0.000272147+0.000710185j 0.00407873+0.00148094j 0.00108659-0.00401667j 0.00126242-0.00344546j -0.00215656-0.00361405j -0.000359408+0.000453228j -0.00425036-0.000421786j 0.00284424-0.00628639j -0.00115502-0.00364884j 0.00281676+0.00167375j 0.000827673-0.00213716j 
