0.000706874+0.0226836j -0.022566+0.000405898j 0.0091921+0.00971498j 0.00991693-0.0107765j -0.00305721-0.00575181j -0.00578703-0.00105984j 0.00105256-0.00216788j 0.000964964+0.00187304j -0.000316851-0.00239087j -0.000341996-0.00425681j -0.00157639-0.00753998j -0.00115103-0.000232534j 0.0109804-0.00295298j -0.00370192+0.00207091j 0.00282399-0.00200177j 0.00283041-0.00104206j 0.00503137+0.00183305j -0.000311641-0.00456723j 0.00589353-0.000994674j 0.00507364+0.00308414j -0.00210273-0.000861772j 0.00212536-0.00189961j -0.00122633-0.0010571j -0.0049676-0.00470295j -0.000734692-0.000841214j 0.00361365+0.00400405j 0.00238862+0.00392495j -0.000374413+0.00307935j 0.00317456+0.00358118j 0.00302976-0.00139899j 0.00308397+0.000132861j 0.00138843+0.00305717j -0.00147262-0.00351957j 0.000873296+0.00282665j 0.00314716-0.0075277j 0.00609785-0.00679954j 0.00197379-0.000222654j -0.00417918+0.00333461j -0.000961249-0.00658657j -0.000842701+9.58393e-05j 0.0024618-0.00311666j 0.0055847+0.00383636j -0.00414747-0.00159529j 0.00341947-0.00103061j -0.00261584+0.00336689j 0.00132064-0.000468332j -0.00574503-0.00056272j 0.00438094+0.00207976j 5.27722e-05-0.00135934j 0.00124921+0.00572092j -0.00713941+0.00111098j -0.00124458+0.0061945j 0.000349683+0.00244111j -0.00487007+0.00375912j -0.000514802-0.00434967j -0.00225433-0.00528225j -0.00186848+0.00387394j -0.00405722+0.00259174j 0.00637921+0.00259184j 0.00429929+0.0007128j -0.00320655-0.00148226j 0.00539862-0.0010291j 0.00073968-0.00480576j -0.00235665-0.00109623j 0.00132588-0.00517118j 0.00250949+0.00261851j 0.00609893+0.00727738j 0.00423832+0.000638941j 0.000269353+0.00602016j -0.00354841+0.00385607j -0.000547319+0.00473275j -0.00525726+0.00323377j -0.000508735-0.00154412j -0.0162358+0.00367934j -0.00172573-0.0149982j 0.0193041+0.0128026j 0.0127738-0.0190504j 
-0.00358689-0.00591264j 0.00617267-0.00350643j -0.00157311-0.000456374j 0.000281738-0.000794908j -0.0131191-0.00709001j -0.01163+0.014317j -0.00997227-0.00639516j -0.00772156+0.000696491j -0.00444357+0.012181j 0.00215307+0.0028469j 0.00435108-0.00410422j -0.0112049-0.00889297j 0.0037631-0.00616542j -0.00590513-0.00539769j 0.00471647-0.00772221j -0.0013953+0.00522268j 0.00133994+0.00340971j -0.00651161+0.0010091j -0.0135984-0.0067499j -0.00457835+0.00247032j 0.000276938-0.0141156j 0.00607885-0.0020447j 0.0101582-0.00300618j -0.0030548+0.00503148j -0.00492836-0.0024471j -0.000788873+0.00528567j -0.00303881+0.000281828j -0.000980549-0.0147695j 0.00734949-0.00907139j 0.00586411+0.000891634j 0.0097655+0.00736043j 0.00232796-0.000225965j -0.00327126+0.00443806j 0.00235665-0.00822064j -0.00550282-0.00301361j 0.00228346+0.00415682j -0.00378767-0.00226336j -0.00696652-0.00537635j -0.00157751-0.0010772j -0.000735419-0.00465707j 0.00715675-0.00199431j -0.00166124-0.0026997j 0.00384113-0.000172077j -0.013323+0.00232264j -0.00466617+0.00385788j 0.00291582-0.00580753j -0.00510214+0.00661765j -0.00388728+0.00139745j -0.00218581+0.0087642j -0.00451229-0.00609998j 0.0029227-0.0055728j -0.000596578-0.00352226j -0.00597007-0.00257683j 0.00202516+0.0051866j -0.00405346-0.01002j 0.00335243-0.00173816j 0.00400812+0.00201214j 0.00229872+0.00627368j -0.011839-0.0016066j -0.00616067-0.00114525j -0.00522474-0.0065532j -0.00183078+0.00072866j 0.000989486+0.00667359j 0.00664877+0.00628493j -0.00442609-0.00226754j -0.00650896+0.00484967j 0.00371895+0.0014966j 0.00542486-0.00249525j 0.00245015-0.00856398j 0.00687494-0.00312275j 0.00666484+0.000147983j 0.00293449+0.00538823j -0.00053189-0.00614216j -0.00545432+0.00314843j -0.00241835-0.00352379j -0.00468293+0.000631286j 0.000419166+0.00463285j 
0.00833135-0.000189489j 0.000537564+0.00822751j -0.0216136+0.00220947j 0.00200613+0.0198317j 0.00506585+0.00548216j 0.0130459-0.00901951j 0.00842374+0.0128329j -0.0034886+0.0050556j -0.00067079-0.0124587j -0.00836891+0.00927539j 0.00924103+0.0125976j 0.012066+0.0103229j -0.013+0.0124617j -0.00482487+0.00989912j -0.00636234+0.000782789j 0.00758703+0.00392321j -0.00630274-0.00875447j -0.000368746-0.000652759j 0.00807015+0.0027257j -0.00703662-0.00901683j -0.00731274+0.00421133j -0.00677569-0.000496399j 0.00301442+0.0126j -0.00329583-0.00489962j 0.00398246-0.00850087j -0.0051992+0.00680093j 0.000288937-0.00127734j -0.000528089+0.000620604j -0.000633413-0.00279558j -0.000434435-0.00847761j -0.00682556-3.33255e-05j -0.000773106+0.00569977j -0.0138424-0.000644969j 0.00628168+3.41993e-05j 0.0109382+0.0101926j 0.000771513-0.00761791j -0.00233258-0.00639473j 0.0186744+0.00344794j -0.00304329+5.06177e-05j 0.00347186+0.00226857j 0.00119191+0.0021813j 0.00758588+0.00278854j 0.00567467-0.00445299j 0.00109247-0.005324j 0.00772852-0.00129481j -0.00635519+0.000819072j 0.000165076-0.00100051j 0.00170375-0.0051172j 0.00504987-0.0154667j 0.00537301+0.00395525j -0.00449672+0.00781565j 0.00613439+0.00124081j 0.00476489-0.00436456j 0.00492911+5.04618e-06j -0.00522676+0.00756466j -0.0106501+0.0013646j 0.00487849+0.00202394j -0.00546727+0.00736909j -0.00149465+0.00497222j 0.0062499+0.00193599j -0.00235546+0.0171101j 0.00386079+0.0045774j 0.00297528+0.000147816j 0.00104214-0.0034617j 0.00881373+0.00539465j 0.00431471+0.00590341j -0.00504874-0.00324362j -0.00865628+0.00471371j -0.000720937+0.00792445j -0.00644309+0.00481765j -0.0121953-0.00459466j 0.0016733-0.00916145j 0.000928253-0.00025234j 0.00251229-0.0163766j 0.0171648+0.00336426j 0.00705437-0.0109359j -0.0111112-0.0069792j 
0.00509314+0.00469823j -0.00483823+0.00555609j -0.00552993+0.00376962j 0.00621045+0.00360447j -0.00573376-0.0112953j -0.000443347+0.00125703j 0.00268111+0.00844562j -0.0151023+0.0032958j 0.00200008+0.00706252j -4.73715e-05+0.00120726j -0.00208969+0.000833266j -0.00288921-0.0029892j -0.00639288+0.00183006j 0.00259512-0.00185731j -0.00254589+0.00291472j 0.00389681-0.00326086j 0.00661894-0.00376415j 0.00364358+0.00740266j -0.00788137-0.00349697j -0.00199307-0.000421772j -0.00891925-0.0108227j -0.00480104-0.00619454j 0.0123819-0.00144924j -0.00564265+0.00477723j -0.00816171-0.00798898j -0.0015918+0.0111414j 0.0104541+0.0047984j -0.00553216-0.00450468j 0.00611415-0.00172947j 0.00346357-0.00464085j 0.00582241+0.00573428j 0.00432814-0.00534409j -0.00239007+0.00139105j 0.0082358-0.00295335j 0.00436993+0.00185203j 0.00691016-0.009867j 0.00615629-9.65991e-05j -0.00224013+0.000332772j 0.00326291-0.00652539j -0.00265205-0.00106493j 0.0047541-0.00186626j -0.00389865-0.00176478j -0.00100269-0.0116787j -0.00618902-0.000310401j -0.00852243-0.00494336j -0.0018059-0.00241836j -0.00557107+0.00222587j 0.00101922+0.00488473j -0.00256469+0.00329619j 0.00468063+0.0010585j 0.00287445+0.00200075j 0.00630693+0.000379914j -0.00423946-0.00276622j -0.000589345+0.00358592j 0.000376326-0.00197203j -0.0088237+0.00475762j 0.00393593+0.0029961j -0.00462189+0.00643165j -0.0101945+0.00279143j -0.00289807-0.00180348j -0.00360682+0.00499311j 0.00138484-0.00174962j 0.00675831+0.00924897j -0.00412687+0.00721499j 0.0104439+0.00286643j -0.00504638+0.00390374j 0.00241075+0.00547564j 0.00388446+0.00160884j 0.00262955-0.00472116j 0.00243582+0.00681367j -0.00304421-0.00316562j 0.00617716+0.00144703j 0.00602701-0.00422053j -0.000418422-0.00535517j 0.00361835-0.000471105j 0.00329577-0.000204554j -0.000122609-0.00324664j 
-0.00615179+0.00137456j -0.00125447-0.0067633j 0.00953319-0.00727713j -0.00804252-0.0089433j 0.00897936+0.00301693j -0.00400196-0.0147759j 0.0124889-0.00475022j 0.00927883+0.00347818j -0.00129641-0.0207228j -0.0205213+0.00535786j 0.00197771+0.00607496j 0.00499288+0.00390528j -0.0024151-0.00748899j -0.00172337+0.0147522j -0.000225414+0.00210863j 0.00834659+0.00892415j -0.00356942+0.00637153j -0.00438518+0.00677596j 0.00913016+0.000156393j 0.00494865+0.00882206j 0.00194252+0.00778613j 0.00273177-0.00323648j -0.0121011+0.00362718j 0.00545676-0.0124824j -0.00163735-0.0009475j -0.00327668-0.00228084j 0.000739345+0.00472739j -0.00492867+0.00112283j 0.00582703+0.00796409j 0.00675219-0.00668266j -0.00380056-0.000166668j -0.00758467+0.00959299j 0.00512727+0.00447719j -0.0038651+0.00389835j 0.00650507-0.00504546j 0.00591693+0.000412372j -0.000919514-0.000781563j -0.00775634+7.95331e-05j -0.001556+0.00513977j -0.00670781+0.00363967j -0.00909845+0.00793117j 0.00254272-0.00227259j -0.00614212+0.00358387j 0.00434717+0.000164549j 0.000416345+0.000752115j 0.00516792+0.00407772j 0.00690348-0.00141838j -0.00323668+0.00464881j 0.00313647+0.00351918j -0.00186666+0.00689635j 0.00372006-0.00520507j 0.00483097-0.0029118j 0.00744909+0.00333974j 0.00279317-0.000322703j -0.00208767-0.0045501j 0.00816356+0.00211053j -0.00269774-0.00919131j -0.00117255-0.0102122j 0.010963+0.00211325j 0.00247189-0.000554875j 0.0154989+0.0052544j 0.0080103-0.00887217j -0.000927592-0.0070425j -0.00140099-0.0104737j -0.00622727-0.00382832j 0.00402581+0.0012915j 0.00526739-0.00369676j -0.0103185-0.00205815j -0.00302889+0.0128183j -0.00528913-4.12011e-05j -0.00838157+0.00535663j -0.00985657-0.00977109j -0.00823166+0.00491413j -0.00175068+0.00695901j -0.00483911-0.000149617j 0.00441064+9.5297e-05j -6.61656e-05-0.00447814j 
-0.00102091-0.000380337j 0.000471653-0.00109366j 0.00135193+0.00569647j 0.00616831+0.00104423j 0.00440849-0.00370246j -0.00776408+0.00592469j -0.0102189-0.00616584j 0.000404216-0.00510205j 0.00725502+0.00484848j -0.00498123-0.00430864j -0.00110117+0.00271874j -0.00873956-0.0049196j 0.00269425-0.00613496j 0.00694062-0.00621634j 0.000518851-0.000366263j -0.00301374-0.0123042j 0.00486466-0.00359977j 0.00120847+0.00731743j -0.00362527-0.00625411j -0.00631453-0.00391753j 0.000408018-0.00362081j -0.0037923+0.00138931j -0.000673079-0.00640629j -0.00999876-0.00317436j -0.00867179-0.00646911j -0.00554507+0.00122071j -0.00344243+0.00180081j -0.00104199+0.00110396j 0.00506044-0.0113539j -0.00174501+0.00395239j 0.00624884+0.00136478j -0.00631732-0.000618912j -0.0110406+0.00769418j 0.000198334-0.00305746j -9.23662e-05+0.00497662j -0.00207163+0.00528008j 0.00661489-0.000564813j -0.000645978-0.00144235j 0.00266746-0.0105575j 0.0083676-0.00416825j 0.00794904+0.00256544j -0.00259234-0.00104836j -0.00144003-0.00116728j -0.013305-0.00425158j -0.00538608-0.00561392j -0.0042598+0.0033246j 0.00312622+0.00912692j -0.00641262+0.00305529j 0.00148712+0.0108591j -0.00429362+0.000293499j 0.000913707+0.00360353j 0.00671688-0.00132698j -0.00242051+0.00381954j -0.0025548+0.00608841j -0.0046954-0.00241423j 0.00488085-0.00209907j 0.000771603+0.00114141j 0.000834526+0.00904109j -0.00549868+0.00245802j -0.00152023-0.00062851j -0.00923868-0.000141865j -0.00342175+0.00758047j -7.31417e-05+0.0018892j 0.00740773+0.00679818j 0.00202671+0.00311656j -0.00673226+0.0052157j 0.00167092+0.00210612j 0.00276298-0.000105754j 0.00484762-0.00748021j 0.00524405+0.000279197j 0.00429104+0.0026631j 0.000965071+0.00273217j -0.00125557-0.00122162j -0.000927886-0.000750248j 0.00127939-0.00110688j -0.00233166-0.000285339j -3.00695e-05+0.00233103j 
0.00144624+0.00628376j -0.00603293+0.00181084j -0.00386752-0.00261091j -0.00392277+0.00212777j -0.00188432+0.00273169j 0.00343259-0.00889515j 0.00899184+0.000585329j 0.00278426-0.000611438j -0.00401545-0.0159572j -0.0097888-0.00175663j -0.00238436+0.00113829j 0.00670844-0.00227665j 0.00648599+0.00191427j 0.000346482+0.00182707j 0.00195906+0.000802298j 0.0134163+0.00347833j -0.0049151+0.00723681j 0.00742132+0.00796096j 0.00718178+0.00107286j -3.26437e-05-4.41037e-05j -0.00282111+0.0041482j 0.00114183-0.00172346j 0.0057406+0.00387524j 0.00758221-0.00275468j -0.00455566+0.00252103j 0.00281529+0.00539345j 0.00840807-0.0033547j -0.0093539-0.00697977j 0.0012372+0.012387j 0.00935283+0.00253722j 0.00194354-0.00107268j -0.00217615+0.000407767j 0.00862163+0.00113409j 0.000450693-0.00885417j 0.00524005+0.00030352j 0.00312835-0.00211752j 0.00564392-0.00341269j 0.00462362+0.00472483j 0.0037628+0.00335025j -0.00766148+0.00170024j -0.00746539-0.00115013j 0.000578372+0.00409306j 0.00420278-0.000353637j 0.00112385-0.00128734j -0.00498734+0.0072604j -0.0102159+0.00563076j 0.00750528-0.00663124j -0.00828761-0.00366369j 0.00448857+0.000564062j 0.00236295-0.00132211j 0.00118868+0.00171805j -0.00171227+0.00259442j 0.00776895+0.00264229j -0.000626116-0.00133j -0.0049377+0.00187188j -0.00454093-0.0021097j -0.000126554+0.00248186j 0.000805813-0.000753619j -4.40021e-05+0.000676412j 0.0015166+0.00333272j 0.0042232+0.00375342j -0.00412663-0.00258462j -0.00198676-0.000343836j -0.00394392-0.00300245j 0.00128875-0.00343866j 0.00289805-0.00363723j 0.0036167+0.00142004j 0.000529686+0.000266094j -0.000146374+0.00603961j -0.00527675+0.00290132j -0.00498966+0.00121469j -0.00532046-0.00535865j -0.00098144+0.00422357j 0.00223152+0.00262652j -0.00420743+0.00192457j 0.00238864+0.000234222j 0.000264461-0.00252028j 
-0.00328336-0.00103831j 0.00117441-0.00337927j 0.00116032-0.00169216j -0.00135105-0.00141315j -0.00312568+0.00102731j -0.000832749+0.00379969j -0.00212139-0.00224469j 0.00426208+0.00155475j 0.00196226-0.00475322j -0.000790918-0.0055803j -0.000291198-0.000956767j 0.00192384+0.00332221j 0.00420889-0.000927254j -0.00732417+0.000261393j -0.00457067-0.00544247j -0.00333979+0.00125234j -0.00429035+0.000652532j -0.00513405+0.00191152j -0.00811013-0.00217309j -0.00275183+0.0119143j 0.000113207-0.000993528j 0.00456701+0.00279585j 0.00324163+0.0018272j 0.002803+0.00174674j 0.00128888+0.00184743j 0.000294968+0.00553078j 0.0012583-0.00433036j -0.0039339-0.0057924j 0.00170447+0.0042644j -0.00133469-0.00287955j -0.00832037-0.00348203j 0.00458608+0.00703763j -0.00101364+0.00426335j -0.00164263+0.00156438j -0.00169921+0.00138124j 0.00570113-0.00199202j -0.00101865-0.000819573j 0.0003349-0.00214696j -0.00598747+0.00275951j -0.00583012+0.00390539j 0.00134728+0.0085524j -0.00268594+0.00113701j -0.000879866+0.00716377j -0.00317708+0.00902779j 0.00212111+0.000811707j 0.000548115-0.00216274j 0.00483096-0.00413005j 0.00548752-0.00189149j -0.0078596-0.00523384j 0.00325794+0.00470208j -0.0024423-0.00272869j -0.00114736-0.00500779j 0.0039854-0.00233542j 0.00134334-0.000729677j 0.00225127-0.00534694j 0.00622034+0.00551925j 0.00136268-0.00110742j -0.000578938+0.00105498j 0.00253842-0.00198755j -0.00221033+0.00107155j 0.00179236-0.00249212j -0.000570988+0.00177246j -0.00357299+0.00364488j 0.00171528-0.000467325j 0.000107899+0.0033581j 0.00230626-0.000440537j -0.0014858-0.00530712j 0.00108129+0.00268669j 0.00582282-0.00368577j 0.00119563+0.00230149j 0.000315951+0.00196963j -0.00273269+0.00268144j -0.00125227+0.0017163j 0.000161157+0.00433769j -0.00263568+0.00113868j -0.0025817-0.00090429j -0.000886354+0.00260684j 
0.0043877+0.0188882j -0.0185355+0.00475351j -0.00438023+0.0147092j 0.0132682+0.00155315j -0.00907101-0.00242606j 0.00484156+0.00170021j 0.00194469+0.00522844j 0.00214211+0.004353j 0.0014129-0.013026j -0.000385999+0.00150401j -0.00146734-0.00669384j 0.00196186+0.00318091j 0.0074397+0.00391802j -0.000737685+0.00176257j 0.00651812+0.0037988j -0.000967365+0.00270905j -0.00149861+0.0012975j 0.00867405-0.000712337j 0.00778481+0.00210669j -0.00282662+0.00404984j -0.00434292-0.00361994j -0.000824521-0.00730843j -0.00706063-0.00678126j -0.00511469-0.00757483j -0.0066329-0.00160333j -0.00534615+0.0050803j 0.00608118+0.000743329j -0.00599224-0.00432017j 0.0142619-0.00573917j -0.00416895+0.00165341j 0.00122055+0.0037124j 0.00431153+0.000245753j 0.0023677+0.00919802j 0.00481474+0.00644167j 0.00325005-0.00585645j 0.00815853-0.00804243j 0.00846791-0.0064519j 0.00150845+0.00961528j 0.00113792-0.00882576j -0.00590154+0.000459651j -0.00116882+0.00393687j 0.0085354+0.0067546j -0.00705789-0.00799589j 0.000997477+0.00251436j -0.00813955+0.00123917j 0.0011104+0.00291996j -0.00648086-0.004159j -0.00189857-0.00112693j 0.00491794+0.00393693j 0.000455753+0.00467844j 0.00451092+0.00741286j -0.00314375+0.00741126j 0.00708708-0.00115727j -0.0102595+0.00721142j 0.00112852-0.00010022j -0.0024887-0.00573134j 0.000135748+0.000601031j -0.00477383+0.00228136j 0.0120046-0.00405519j -0.000419238+0.00229462j -0.00628253-0.00384741j 0.0034178-0.00246946j 0.000367406+0.000418849j -0.0041662-0.00118629j 0.00669099+0.00286698j 0.00352416-0.00507837j -0.00236633+0.00588262j 0.00231319+0.00319716j 0.00348782+0.00455902j -0.00325361+0.00603354j -0.00538723+0.00139322j 2.38579e-05-0.00349005j -0.00160257-0.00323116j -0.0086284+0.000897221j -0.00147278-0.00847602j 0.0135919+0.00193333j 0.00223973-0.0135196j 
0.0023579-0.00397974j 0.00399013+0.00237727j -0.000557452+0.00626967j 0.00438785+0.00161458j -0.00406531+0.000952165j 0.000218432+0.00805253j -0.0050169+0.00365701j -0.0123237+0.00377644j -0.00406051+0.0152895j 0.0027891+0.0144522j 0.00578103+0.00847577j -0.00401351-0.00775075j -0.0129467+0.000358254j -0.00330957+0.00600676j 0.00476229-0.0115686j 0.00511427+0.00123242j 0.0031989-0.00691502j -0.00660954-0.0106105j -0.0104477+0.00354894j -0.00128751-0.0060599j -0.00153923-0.0101262j -0.00135873+0.00565329j 0.00845493-0.00605949j -0.00373807+0.00732829j -0.00174469-0.00395341j -0.00502145-0.00314096j 0.00463543-0.00366512j 0.00534173+0.000921317j -0.00765285-0.00155557j 0.00218642-0.00367721j 0.00508062+0.000357288j 0.00124696-0.00854076j -0.00769396+0.00506167j 0.00942661-0.00653556j -0.00405943+0.000353948j 9.35153e-05-0.000794906j -0.00663698-0.0036631j -0.00885526-0.000895397j 0.00612852-0.00160043j 0.00265467-0.00209568j 0.00361616-0.00351549j 0.00263459+0.00209636j 0.000572569-0.00424541j -0.00124026-0.00933745j -0.0026754-0.00396595j -0.000649783-0.00228559j 0.00297189+0.00747383j -0.00583412+0.00359397j -0.00313372-0.00120557j -0.00419491+0.00433644j -0.00229971+0.000369167j 0.00212655+0.00140098j 0.00148886+0.0017797j 0.00241897-0.00592842j 0.000415573-0.00479341j -0.00231473+0.00111098j 0.00662567-1.13254e-05j 0.00173174+0.00505498j -0.0116284+0.00075279j -0.00238665+0.000921464j -0.00512175-0.00165334j -0.00169461+0.00425498j 0.00199929+0.00715435j 0.0028643+0.00764451j 0.000509589+0.00120304j -0.00541582+0.00245336j -0.000101947+0.00232523j 0.00640927-9.05392e-05j 0.00322847-0.0089779j 0.00361969+0.00260327j 0.000575034-0.000847989j 0.00271292+0.00227342j 0.00389904-0.0025304j 0.000891819-0.00416934j 0.00273661+0.000579475j -0.00553099+0.000420839j 0.000394153+0.00563256j 
-0.00373852+0.00315802j -0.00343988-0.00339731j 0.0123148-0.0104621j -0.0108978-0.0140406j -0.00355123+0.000804288j 0.00228765-0.0140031j 0.016388+0.000497522j 0.000530743+0.000184239j -0.00884056-0.00842513j -0.00246452-0.00518125j -0.00607182+0.000102427j 0.0131327-0.00374055j 0.0012781+0.00111164j -0.00277527+0.00473556j 0.0011885+0.00367388j 0.00368005+0.0112488j -0.00438499+0.0107055j 0.00319011+0.000160279j 0.00335058-0.0144756j 0.0012703+0.00366001j -0.0109316-0.00288802j 0.00778948-0.00565079j -0.00313716-0.00961893j 0.0073575-0.00315006j 0.00653134+0.00655726j -0.000492504+0.00260184j -0.00939452-0.000477125j -0.00730574-0.00714413j 0.00239534-0.00230901j -0.00660267-0.00577532j -0.000528077-0.000555844j 0.00258173+0.00330328j 0.00818854+0.00282877j -0.00823354+0.00667098j -0.0041109+0.00357149j -0.00369086+0.0020244j -0.00521121-0.00252604j -0.00203503+0.00128187j -0.00272524+0.0145534j -0.00994066+0.000716265j -0.0020072+0.000922148j -0.000571061-0.000118431j -0.00574263+0.00837006j 0.00160234+0.00374185j 0.000106236+0.00585016j 0.000276773+0.00245404j -0.00311951-0.0043432j 0.00586283-0.00351409j 0.00626197+0.00269373j 0.000629301-0.00127755j 0.00161003-0.00580142j -0.00437357-0.000350423j 0.0112638+0.00187669j -0.0030262-0.00259913j -0.00291025-0.00674097j 0.00125935-0.0042899j -0.00123769-0.00178391j 0.00240347-0.00645626j 0.00498299+0.00677524j 0.00454481-0.00848977j 0.0107656+0.00299945j 0.0063579-0.00899986j -0.00373326-0.00997366j 0.00301096-0.0107036j -0.0133277-0.0032358j 0.00836552-0.00818146j -0.00026637-0.00618031j -0.00527862-0.00232839j 0.00109786+0.00749649j -0.00399052+0.00434476j -0.0101749+0.00547777j -0.00890103-0.00969943j -0.00829836+0.00642808j 0.00300003+0.00712716j -0.00607902+0.00285157j -0.00172764+0.00801588j 0.00820073+0.00201175j 
-0.000184576+0.0155944j -0.015639+0.000242109j 0.00232678+0.00716122j 0.0106603-0.00497609j -0.0108164-0.0151559j -0.00845525+0.00324094j 0.00384284-0.00321672j -0.00371189+0.00531284j 0.00141611-0.00382511j 0.00523846-0.00135065j -0.00178755-0.00538501j 0.00739846+0.00246304j 0.00101017-0.00148653j -0.00326627+0.00578549j -0.00810737-0.00016781j 0.00110299-0.00059077j 0.0183065-0.00108507j 0.000228819-0.00674924j 0.00642541+0.00486969j -0.00378444+0.00560438j -0.0051219-0.00161767j 0.00435754-0.00907108j -0.00326279+1.83601e-05j -0.0044797+0.000831838j 0.00616063+0.00137974j 0.00629862+0.0173652j 0.00791552+0.00603509j -0.0102469+0.00256979j 0.00153813+0.00196798j 0.00169594+0.00286838j -0.00372733-0.000640016j 0.00607367-0.00943318j 0.00473646-0.00634925j 0.0054513+0.00137488j 0.00776326-0.00342943j 0.00967092-0.00968305j 0.0079511+0.0063381j 0.000346424+0.00171518j -0.00520111-0.00793105j -0.0081637+0.00414603j -0.00442587+0.000526758j 0.00245148+0.013075j -0.00363724+0.000927154j -0.000818761+0.00768092j -0.00389923+0.000829752j -0.00172814+0.00123617j -0.00643587-0.0033089j 0.00563499-0.00174225j -0.00330004+0.00286373j 0.00450626+0.00466242j -0.00377044-0.00269477j -0.00613184+0.00648441j -0.00311437+0.000118784j -0.00457078+0.00708187j 0.00693711+0.00323245j 0.00308253-0.000521352j -0.00748516+0.00252812j 0.000628035-0.00149207j 0.0086246+0.00587636j 0.00241856+0.000144885j -0.00343996-0.00169373j 0.0042968-0.00232605j 0.00664026-0.0019185j -0.00470276-0.00162445j 0.00408491-0.00775149j 0.00239158-0.00647232j -0.00180779+0.00382614j 0.00456218+0.00424294j 0.00289516-0.00231265j 0.00346278+0.00112034j -3.94491e-06+8.09449e-05j 0.00635071-0.00134663j -0.0014809-0.00991654j -0.0121666+0.00223852j -0.00321438-0.0096142j 0.0134451+0.000830622j 0.00107855-0.0135233j 
-0.00185829-0.0168923j 0.0162588-0.00255893j 0.00550318-0.0186672j -0.0199328-0.00339131j 0.0120929+0.00388154j -0.00108982-0.00503441j -0.00144227+0.00365561j -0.00380249-0.00490198j 0.00427272+0.00609106j -0.00545024-0.00347549j -0.0022573+0.00228514j 0.000435434+0.000780995j 0.00145237+0.00280886j -0.000754857+0.00355591j -0.00143418+0.0032302j 0.00147096+0.000655426j -0.000765353+0.0029964j 0.00864725+0.00823734j -0.00353019-0.00273719j -0.00128719-0.00405973j 4.79442e-05-0.00734922j -0.0028211+0.00748888j 0.00552644-0.00922338j -0.00131959+0.00197699j 0.000677306-0.00100656j -0.00453532-0.000739935j 0.00862665-0.000660364j -0.000383562+0.00558997j -0.00210758-0.00144358j 0.000659845-0.00184384j 0.00386949+0.00677957j -0.00232543+0.00309606j 0.00268042+0.00133189j -0.00383577+0.00194095j -0.00132252-0.000622503j -0.0102204-0.000953078j -0.00216356-0.00433412j -0.00411452+0.00275761j -0.000274756+0.0061214j 0.00171939-0.00624958j 0.00294462-0.000770981j -0.00818335-0.0078602j -0.0041042+0.00079862j -0.00240734-0.00675868j -0.00114217-0.00161131j 0.00220847-0.00393941j 0.00165672+0.00276845j -0.0100403-0.000554033j -0.00370299+0.00283258j -0.0024086-0.00266848j 0.00103093-0.00500954j 0.00556557-0.0041257j 0.000686803-0.00378299j 0.00336453-0.00666334j 0.000397172+0.00320435j 0.000325635+0.00610459j -0.00010043-0.000751458j -0.000174179-0.00640864j -0.0103435-6.79104e-05j 0.00249557-0.00302931j 0.00497658+0.00084178j -0.000282289+0.00324099j -0.00656064+0.00198529j -0.0012664-0.00195635j -0.00636089-0.00537482j 0.00232114+0.00191198j 0.000126861-0.00293826j -0.00377856+0.000303369j -0.00469401+0.00289885j -0.00282774-0.00930758j 0.00148248+0.00274017j -0.00689882-0.00250542j -0.00584387+0.00386203j 0.00416215-0.000395083j 0.00284649+0.00446003j -0.00774113+0.00032112j -4.05158e-05+0.00813848j 
