0.000706874+0.0226836j -0.022566+0.000405898j 0.0091921+0.00971498j 0.00991693-0.0107765j -0.00305721-0.00575181j -0.00578703-0.00105984j 0.00105256-0.00216788j 0.000964964+0.00187304j -0.000316851-0.00239087j -0.000341996-0.00425681j -0.00157639-0.00753998j -0.00115103-0.000232534j 0.0109804-0.00295298j -0.00370192+0.00207091j 0.00282399-0.00200177j 0.00283041-0.00104206j 0.00503137+0.00183305j -0.000311641-0.00456723j 0.00589353-0.000994674j 0.00507364+0.00308414j -0.00210273-0.000861772j 0.00212536-0.00189961j -0.00122633-0.0010571j -0.0049676-0.00470295j -0.000734692-0.000841214j 0.00361365+0.00400405j 0.00238862+0.00392495j -0.000374413+0.00307935j 0.00317456+0.00358118j 0.00302976-0.00139899j 0.00308397+0.000132861j 0.00138843+0.00305717j -0.00147262-0.00351957j 0.000873296+0.00282665j 0.00314716-0.0075277j 0.00609785-0.00679954j 0.00197379-0.000222654j -0.00417918+0.00333461j -0.000961249-0.00658657j -0.000842701+9.58393e-05j 0.0024618-0.00311666j 0.0055847+0.00383636j -0.00414747-0.00159529j 0.00341947-0.00103061j -0.00261584+0.00336689j 0.00132064-0.000468332j -0.00574503-0.00056272j 0.00438094+0.00207976j 5.27722e-05-0.00135934j 0.00124921+0.00572092j -0.00713941+0.00111098j -0.00124458+0.0061945j 0.000349683+0.00244111j -0.00487007+0.00375912j -0.000514802-0.00434967j -0.00225433-0.00528225j -0.00186848+0.00387394j -0.00405722+0.00259174j 0.00637921+0.00259184j 0.00429929+0.0007128j -0.00320655-0.00148226j 0.00539862-0.0010291j 0.00073968-0.00480576j -0.00235665-0.00109623j 0.00132588-0.00517118j 0.00250949+0.00261851j 0.00609893+0.00727738j 0.00423832+0.000638941j 0.000269353+0.00602016j -0.00354841+0.00385607j -0.000547319+0.00473275j -0.00525726+0.00323377j -0.000508735-0.00154412j -0.0162358+0.00367934j -0.00172573-0.0149982j 0.0193041+0.0128026j 0.0127738-0.0190504j 
0.0100644+0.0133731j -0.0125706+0.0100959j -0.019915+0.0189407j 0.015147+0.018774j -0.00672455-0.00372411j -0.00211197+0.00897665j -0.0137314+0.00575767j -0.0124239+0.0051158j 0.00608136-0.00608086j 0.0103009-0.00158505j 0.01141-0.0111613j -0.0117497-0.00785554j -0.00770207+0.00796219j 0.000710014-0.013817j -0.00187628+0.000689692j 0.00592855+0.00371702j 0.00967418-0.00743342j 0.00267273+0.00426184j 0.0118029-0.00201954j -0.00560326+0.00126055j -0.00401679-0.00234139j 0.00160354-0.0168649j 0.0019655+0.00963332j 8.18105e-05-0.00099986j 0.000706198-0.000898883j 0.011027+0.017293j 0.00732912-0.00272897j -0.00307446+0.00239303j 0.000972549-0.00519765j -0.00139432+0.00930775j 0.0133087+0.00083705j 0.00301882-0.00193528j -0.00547037-0.00729721j 0.00834548-0.0112978j 0.00735779-0.00357011j 0.00663617-0.00525982j 0.00362328+0.00427033j 0.0109022+0.00451487j -0.000814191-0.0101209j 0.00515006+0.00218787j 0.000205761-0.00490055j 0.0143785+0.0111164j 0.000344835-0.0119639j -0.00512775+0.00288518j -0.00293561+0.00168135j -0.000658407-0.00237257j -0.00111828-0.0037251j 0.00544835-0.000509237j 0.00529422-0.00627715j 0.00625185+0.00186553j 0.00286533+0.0131004j -0.00554598+0.00438172j -0.0054856+0.00154914j -0.0064858+0.00653284j -0.00313461+0.00543176j -0.00703423-0.00139088j 0.00240556+0.00429218j 0.000511114+0.0132637j 0.000934994+0.00210551j -0.00439065+0.00593362j -0.0120578+0.00465158j -0.00231844+0.00524995j 0.00298387+0.0125206j -0.00309417+0.00796165j 0.020135+0.00882556j 0.00082606-0.00380469j -0.00603257+0.00609072j 0.0103799+0.0037803j 0.00275026-0.00971102j 0.00431252+0.00341269j -0.000681468-0.00852947j 0.0178626+0.00336517j 0.00616931-0.0151667j -0.00882292-0.0114781j 0.010228-0.0076651j 0.0128656-0.0102678j -0.00990299-0.0128408j 
0.00272769-0.0260216j 0.0263045+0.00325688j -0.010435-0.0143322j -0.0188106+0.00512451j -0.00642811+0.0130009j 0.0107145+0.000703901j -0.00300238+0.000423272j -0.00276257-0.00527818j 0.00311045+0.00646159j 0.00793518+0.007583j 0.0013242+0.00857565j 0.00471432-0.000365431j -0.0065273+0.000959748j 0.0116396-0.00397892j 0.00302798+0.00152549j -0.0100361+0.00207625j -0.0109337+0.00420978j 0.00190344+0.000481835j -0.00574513+0.00678057j -0.00516465-0.00459119j -0.00141087+0.00130352j 0.00185951-0.00126002j -0.00500214-0.00190982j 0.00848976+0.00529628j -0.00181983-0.000375319j -0.00181477-0.00723959j -0.000929469-0.00862308j 0.00292772-0.00652992j 0.00153642-0.0027646j -0.0107715+0.00144346j -0.00175846-0.00429471j 0.00683248-0.000340371j 0.00347151+0.00407598j 0.000199946-0.00112054j -0.00979564+0.00685079j -0.0106122+0.00679733j -0.00824332-0.00617139j 0.00121789-0.00202185j 0.00113051+0.016515j 0.00162842-0.00104818j -0.00232135-0.00291511j -0.00308875-0.0115362j 0.0058453-0.000724122j -0.00119364+0.00245168j 0.00916944+0.000796422j -0.00115102-0.0058436j 0.0017449+0.00220434j -0.0103715-0.00558333j -0.00609207-0.00393339j -0.0063784-0.00775952j 0.00457774-0.000810283j 0.000904668-0.00491138j 0.00338106-0.00768041j 0.00959042-0.0101057j 0.00582256+0.00357445j 0.00188944+0.00647712j 0.00315871-0.00204814j 0.00190156-0.00924424j -0.00902401-0.00274027j -0.00110108-0.00133917j 0.00353362-0.00175094j -0.00239747+0.00125147j -0.00260252+0.000137724j 0.00384543+0.00167323j -0.00671736+0.00208776j -0.00439868+0.0050801j -0.00377963-0.00242905j -0.00512943-0.00116281j -0.00630417-0.00265688j -0.00085633-0.00481147j -0.00387896-0.000920061j -0.00374786-0.00372665j -2.31783e-05+0.00253965j 0.012028-0.00470879j 0.00470433+0.0129016j -0.0202905-0.0037335j -0.00427165+0.0205566j 
0.0059275+0.0146556j -0.0145192+0.00470283j -0.0063731+0.0147429j 0.0129156+0.0159159j 0.00333632+0.00169542j -0.00437898+0.0126678j -0.00823175+0.0125129j -0.00723553+0.0165642j 0.000949292+0.00227741j -0.00376751-0.00173662j 0.0154709+0.00839502j -0.00785641-0.00552859j -0.000171188+0.00837646j 0.00055705-0.00724616j -0.00908325+0.00372023j 0.00142908-0.0135435j 0.00736509+0.000378424j 0.000932219-0.00227892j 0.00360773-0.0107111j -0.000297189+0.000676543j -0.00447961-0.011117j 0.00310849-0.00214642j 0.00742254+0.0150178j -0.00481034-0.00149675j -0.00146139+0.000644405j -0.00628903+0.0159359j 0.00349391+0.00764347j 0.0013729+0.00209448j 0.000130359+0.00113947j 0.00407535+0.00273358j 0.00580904-0.00236557j -0.00149616-0.00465225j -0.00847272-0.00251938j 0.000967755-0.00590752j 0.00600589+0.00202951j 0.00312615-0.00992398j 0.00175707-0.002586j 0.00911071+0.00475502j -0.0036421-0.0106645j 0.000842821-0.000525727j 0.00761892-0.00324305j 0.0110138+0.00348062j 0.000106902-0.00212546j 0.00259773-0.00174331j -0.00462994+0.00539569j -0.00204211+2.13826e-05j -0.001061+0.00476192j 0.00900346+0.00303432j -0.00131047-0.0023189j 0.0073314+0.00467262j 0.00178162+0.00454964j -0.00485209+0.000566944j 0.000547958+0.00220494j -0.00654611+0.00311654j -0.00299337+0.000722025j -0.0067547-0.00327247j 0.0045811+0.00302949j -0.00327371+0.0106043j -7.5792e-05-0.000750762j -0.00223647+0.00295032j -0.0115418-0.000438588j 0.00288829-0.000640141j 0.00299888+0.00513174j -0.00273203+0.00120225j 0.00824821-0.000867511j 0.00277931-0.00245981j -0.00190605+0.00925999j 0.00918741+0.00310532j 0.000741768-0.00185214j -0.000378466+0.00153035j 0.00277454-0.00677373j 0.0111127+0.00388702j 0.00171995-0.0118898j -0.0156712-0.00785604j 0.00746192-0.0140328j 0.0132098-0.00515998j -0.00492716-0.0131723j 
8.08556e-05-0.00137929j 0.00149923+0.000347431j -0.00293081-0.00141118j -0.0020387+0.00300526j -0.00534131-4.53623e-06j -0.000542255+0.00208512j -0.000936081+0.00220712j -0.004668+0.00216346j -0.00708369+0.00369443j 0.00394673-0.00328422j -0.00460261-0.00448103j -0.00670277+0.00022694j -0.00406806+0.00376113j -0.00641029-0.00408771j 0.000454136+0.00311777j 0.00178473+0.00375j -0.00111045+0.00197858j 0.00035156+0.0024427j -0.00445547-0.00532076j 0.0018973-0.0050358j -0.00261412-0.000514217j 0.00434044-0.00329366j 0.00538168-0.00331758j 0.004029+0.00747478j -0.000995501+0.0012977j 0.000307926+0.000655574j -0.00398385+0.00418391j -0.00118549-0.00419695j -2.66071e-05-0.000186151j -0.00117999-0.00212748j 0.000523415+0.000229219j -0.000351558-0.00384281j 0.00239796+0.00121517j 0.00540801-0.00249264j 0.000655386-0.0032724j -0.00355083+0.00374185j -0.0015723+0.00409202j -0.00131036+0.00173253j 0.000119689-0.00160268j 0.000327024-0.00152738j 0.0010952-0.00389889j -0.00184884-0.000756477j -0.00117065-0.00191629j -0.000475583+0.00112617j 0.000244771+0.000621711j 0.00290832-0.00309052j -0.00401046+8.80585e-05j 0.00795591+0.000126705j -0.000907475-0.000989427j 0.00394691+0.000566787j 0.00294025+0.00215271j -0.000397921-0.00374697j -0.00555284-0.00253781j -0.0016375-0.00529684j 9.58649e-06-0.00131326j -0.00257874+0.00125716j 0.00263554+0.00151714j -0.000489787-0.00130782j -0.00309042-0.00122184j -0.0010711-0.0043334j 0.00186051+0.000470291j -0.0014597-2.6332e-05j 0.0011776+0.00052757j 0.00137932+0.00270613j 0.00207397+0.000307506j -0.00351797-0.000888338j -0.000383581-0.000523983j -0.00181119+0.000365713j -0.00063755-0.00179134j -0.000598871+0.000908958j -0.00179568-3.98778e-05j 0.000851443-0.00284619j -0.00180288+0.00121407j 0.00378128+0.00121607j -0.00136739+0.00363775j -0.00241181+0.000174451j 0.000314054+0.00235642j 
-0.00812144-0.00442072j 0.00364554-0.00759106j 0.0142265-0.00582598j 0.000498944-0.017907j -0.00839637-0.0169321j -0.00765053+0.00364885j 0.00510314-0.00755094j -0.00164534-0.00134975j 0.00799548+0.00862797j 0.00771957+1.76719e-06j -0.00135212-0.00151038j 0.00684785-0.00411583j 0.0071425-0.0123403j 0.00493331-0.00606487j 0.00351515-0.0105148j -0.00889413-0.00516989j 0.0152306+0.00525425j -0.00773579-0.00322962j -0.00790706-0.00417581j 0.00403224+0.013j 0.00849402-0.00451645j -0.000679972-0.0020522j -0.006042-0.00461086j 0.0013658-0.00824969j 0.000650293+0.000268436j 0.00191804-0.00988864j -0.00290136+0.00816862j -0.00413545+0.00263729j -0.000949918+0.00188523j 0.00128615+0.00280174j -0.000141969-0.00107883j 0.00442612-0.00442836j 2.86724e-05+0.000894967j -0.0082342+0.00376313j -0.00844414-0.00472397j 0.00356945+0.00124644j 0.00425892+0.00298449j -0.0170699-0.00789449j 0.00324781+0.00079298j -0.000280556+0.00356623j 0.00043979+0.00150865j 0.00149403+0.00185939j -0.00311679+0.008243j 0.000469648+0.00429579j -0.00872854+0.000310759j 0.00127968-0.0017004j -0.00115426+0.00161268j -0.00210041+0.00128758j -0.00183734+0.00989323j -0.00428292+0.000215867j -0.00628857-0.0120119j -0.00556707+0.00530175j 0.00216578+0.00754702j -6.73744e-05+0.00392033j 0.00553885-0.00972719j 0.0140097-0.00305533j -0.00452292-0.00219216j 0.00701965-0.00261485j -0.00187805+0.00071983j -0.00191493-0.00258528j -0.00336735-0.0108605j 0.00104292+0.000320974j -0.00260716-0.000406148j 0.00346237+0.00347848j -0.0113464-0.00737559j -0.00372694+0.00115739j 0.00877312-0.000607868j 0.00617784-0.00384834j 0.00787936-0.00772484j 0.01174-0.000992665j 0.00909749+0.00808939j -0.00401453+0.00800709j -0.000497765-0.00324361j -0.00694652+0.0117896j -0.0118667-0.00550647j -0.00186089+0.00708081j 0.00702451+0.00186299j 
0.00855022-0.00725353j 0.00713388+0.00868312j -0.00874486-0.00278834j -0.00444877+0.00971573j 0.0123689+0.00694442j 0.0164898-0.0144086j 0.00656411+0.0157143j -0.00521686-0.00734602j -0.00558493-0.0175838j -0.0128349+0.00984735j 0.00575095+0.0107431j 0.00833425+0.00143429j -0.0152924+0.0114898j -0.0016754+0.00140061j -0.00511807-0.000140107j 0.00823447-0.000833312j -0.00684872-0.00841957j 0.00664162+0.00930911j 0.000535921+0.000629641j -0.00481493-0.00635798j -0.0069909+0.0112416j -0.00746732-0.00160477j 0.00437251-0.00231574j 0.00143066+0.00252314j -0.00532514-0.000695293j 0.00444117+0.00326184j 0.00624976-0.00630155j -0.00064712+0.00297194j 0.000857391-0.00166004j -0.00737449-0.00549523j -0.00182491-0.000268472j -0.00590613+0.00378724j -0.00278139+0.00193477j 0.00229402-0.0017093j 0.00553274+0.00884431j -0.00701061-0.00132207j -0.000204917-0.00621927j 0.00741363+0.00648393j 0.00303285+0.00699833j 0.00116994+0.00317273j -0.00191939-0.000626572j -0.00421938-0.00271434j -0.00112602-0.00550111j -0.000565337-0.00752613j 0.00184229-0.00219445j -0.00226798-0.000300173j 0.00719432+0.00192443j -0.00632124+0.00167735j 0.00516602-0.00403246j 0.00429195+0.00200327j 0.00496994+0.0047311j 0.00782833-0.00261442j 0.00739305-0.00403373j 0.00430304-0.0033376j -0.00227658+0.00905556j -0.00422013+0.00527095j 0.00093768-0.0015754j -0.00407742-0.00106433j -0.00130347+0.0031631j 0.00118876+0.00260752j -0.00124295+0.00934011j -0.00128868+0.00336749j -0.00191207+0.00278874j -0.00217062-0.0045355j 0.00580727+0.00651013j 0.00464435-0.00394926j -0.0108518-0.00261273j -0.0064913+0.004738j -0.00377884+0.00296133j -0.00719315-0.00223433j -0.00598731-0.00563679j 0.00314838-0.00520528j 0.0017512+0.00116092j 0.0123316-0.0143732j 0.0133788+0.012133j -0.00432325-0.00760661j -0.00757991+0.0045964j 
-0.00694225-0.0204573j 0.0198166-0.00680798j 0.00900506-0.0151825j -0.0108743-0.00705266j 4.78591e-05-0.00630862j -0.00449435+0.0099953j -0.00880895-0.00167624j -0.00309321-0.00801188j -0.000909172+0.0109712j -0.00215514-0.000201771j 0.00385567-0.00192736j -0.00867783-0.0103955j 0.00483396-0.00483943j 0.00211732-0.00559784j -0.00309578-0.00723864j -0.00774646-0.00655212j 0.00595389+0.00254927j -0.00771265+0.00154625j -0.0153518-0.00433943j -0.00444091+0.000396693j 0.00474938-0.00288865j -0.001215+0.00739411j 0.00207099-0.007789j 0.00680396+0.00386065j 0.00108736+0.00322729j -0.00245148-0.00761537j -0.00424967+0.000735395j 0.00158779-0.00143542j -0.00400385-0.00170163j -0.00693251+0.00337063j -0.00264958+0.00179613j -0.00203637-0.0069391j -0.000543696+0.00158133j -0.00866175-0.00371609j -0.0109564+0.00453506j -0.00855201+0.00986669j -0.00338689+0.00104304j -0.00813826-0.00535546j 2.88267e-05+0.00845766j 0.00199813-0.000646041j 0.00186665+0.00444036j -0.00607156-0.00774728j 0.00110118+0.00636913j -0.00312454+0.00258007j -0.000825146-0.0031549j 0.000690929-0.00113751j 0.00167879+0.00426871j -0.00493337-0.00290317j -0.00574629+0.00470858j -0.00503671-0.00708596j 0.000902128-0.00686219j 0.000278377-0.0041635j -0.00137837+0.000400609j 0.00540122-0.00481074j 0.00256703-0.00572431j 0.00737638+0.00199517j 0.00124192-0.00163736j 0.00565371-0.00265152j -0.0110956-0.00152076j -0.0031054-0.00288337j 0.000968631-0.00428015j -0.00567448+0.00518853j -0.00450258+0.00155419j 0.0062016+0.00431235j -0.00910685-0.00232527j -0.00383133+0.000831401j 0.00110867-0.00549758j 0.00296766-0.00245729j 0.000577211-0.00894171j 0.00418984-0.00730283j 0.0112407-0.000275236j -0.00229466+0.00808474j 0.00119475+0.00363809j 0.00528478+0.00825203j -0.00873856+0.00509137j -0.0204336+0.00242613j 0.0021838+0.0202814j 
0.00692281-0.000597817j 0.00103382+0.00740732j -0.0162314+0.00363027j 0.00423882+0.0139185j -0.00672412+0.00316019j 0.00880522+0.00166926j 0.00137764+0.00706434j -0.00523707+0.00511804j -0.00281672+0.00233627j 0.000934922+0.00357253j 0.00364845+0.00456302j 0.0023916-0.00289145j -0.0106226+0.00846084j 2.40085e-05+0.00545112j 0.000237943+0.00653665j 0.00128345+0.00333534j -0.0015785-0.00338987j 0.000311688-0.00217005j 0.000998649-5.94491e-05j -0.00336022-0.00382347j -0.00369416-0.00224361j -0.00578347-0.00589389j 0.00442902+0.00296679j 0.00205656+0.00404998j 0.00350769+0.00077531j -0.00304622+0.00195961j 0.00272048-0.00134942j -0.000288774-0.00105549j 0.00100895-0.00690785j 0.0011294-0.00124796j 0.0019034+0.00355837j 0.00429903-0.00211384j -0.0015069+0.00249768j 0.00477433-0.00453594j 0.00276175+0.0065006j 0.000733334-0.00555901j -0.00183263-0.00473886j 0.00671902-0.00119469j 0.000826175-0.00345443j 0.000451028+0.00142204j 0.000486622+0.000450553j 0.00156194+0.00109392j 0.00192173-0.00314283j -0.00066432-0.00457797j 0.000275609-0.00309452j 0.00305219-0.00137381j 0.00389713-0.00204632j 0.00129757+0.00176978j 0.00200272-0.00269492j 0.00203507-0.00208159j 0.0108636+0.00796811j 0.00472225-0.00260583j 9.53797e-05-0.0016237j -0.00416176+0.000138647j -0.00420521+0.00668645j -0.00711702+0.00433523j 0.00250846+0.000927575j 5.72035e-05-0.000417658j -0.00133359+0.000858281j -0.00326458+0.00441163j -0.00352743+0.00289746j -0.00233858+0.00395289j -0.000472064+0.00279534j -0.00300139-0.0020033j 0.00449743+0.00557826j -0.000763886-0.0025087j -0.00612365-0.00179542j -0.00268956+0.00122349j -0.00437628-0.000445398j -0.00396815+0.00164331j -0.0035598-0.00882949j 0.00714866-0.00244385j 0.00305586-0.00199556j -0.00160912-0.0102109j 0.00942917-0.000856667j 0.00202019-0.0083155j -0.00833048-0.00229869j 
-0.00266554+0.0126955j -0.0136169-0.00314486j 0.0175918-0.00378561j -0.00464939-0.0104794j 0.017721+0.00425708j 0.00176219-0.0123972j 0.0103702-0.000505635j 0.00805767-0.00037383j 0.000539288-0.00765956j 0.000975488-0.00502651j -0.00285129-0.00269395j 0.0139695+3.14931e-05j 0.00866194+0.000366145j -0.00578796+0.00868612j 0.000360777+0.00454247j 0.0084176+0.00493908j -0.00354858+0.00620976j 0.00899184-0.00185268j 0.00854426-0.00158697j 0.0102397+0.00788553j 0.000206989-0.00184001j 0.00788165+0.00634627j -0.00738609-0.00488609j -0.00686367-0.00904155j 0.00051657-0.00127174j -0.00422283-0.00128744j 0.00560105+0.00114937j -0.00131056+0.00821243j -0.00178535+0.0105806j 0.0068911-0.00862666j 0.000680077-0.00485477j -0.0040806+0.00809421j 0.00326152-0.00198443j -0.00328045+0.00985427j 0.00402703-0.00473221j 0.00266699-0.00259369j 0.00312433-0.000437566j -0.00282122+0.00294906j 0.000947893-0.00335933j -0.00403228-0.0012423j -0.00273246-0.000801544j 0.000391682+0.00731678j -0.00477464+0.00461209j 0.00573791-0.00123467j -0.000577069+0.00451393j -0.00132658+0.00738375j -0.000466725+0.00128688j 0.00455773+0.00239661j 0.00380811+0.000833253j 0.0015601+0.00459309j -0.00315107-0.000613744j -0.00148792+0.00246966j 0.00559184+0.00270779j -0.000266134-0.000189987j 0.00186301-0.00323349j 0.00561315-0.0027366j -0.00487116-0.00274318j -0.00145554-0.00412432j 0.0121652+0.00112612j 0.00304486-0.00279855j 0.00898296+0.00271793j 0.00735992-0.00648463j -0.000376075-0.00442773j -0.00356793-0.009562j 0.00093711-0.00346196j 0.00370454-0.00445287j 0.00523314+0.00160571j -0.0100305+0.000175648j 0.000560301+0.0139217j -0.00516102+0.00437293j -0.00738853+0.00778895j -0.00853714-0.00844591j -0.0027464+0.00574137j -5.69077e-05+0.00752353j -0.00971673-0.00142885j 0.0106665+0.00591377j 0.00627849-0.0107851j 
-0.0042019-0.00365024j 0.00356222-0.00499479j 0.00156469-0.0123878j -0.0152439-0.00172593j 0.00830353+0.00646184j -0.00125756-0.0167268j 0.0170336+0.000684183j 0.00488781+0.00838257j -0.00203089-0.00841554j -0.01529+0.0063429j 0.00112531+0.00497399j 0.00173352+0.00423412j 0.00387834-0.00688851j -0.00186668+0.00841904j 0.00184951-0.00086453j 0.00241769+0.00499739j -0.00685922+0.00343757j -0.000895464+0.0018196j 0.00573249+0.00212354j 0.00154893+0.00101636j 0.000968639+0.00101555j -0.000434549+0.0055174j 0.00134359-0.00294636j -0.00146953-0.00144542j 0.000702354+0.00182645j -0.00269681-0.00212529j -0.000977164+0.00540105j -0.000579267+0.00252547j 0.0013333+0.00315142j 0.00584919-0.00485336j -0.000750008-0.00115007j 0.000866491+0.00605607j 0.00436219+0.00284038j -0.00178589+0.000301677j 0.000520953-0.00455799j 0.0025871-0.00198702j -0.00292081-0.00328029j -0.0044554+0.00109768j -0.00291532+0.00189639j -0.0015318-0.00333384j 0.00172151+0.00261727j 0.00172034-0.00272406j -0.00246897+0.00123493j 0.00644001-0.00244198j 0.00401074-0.00235332j 0.00126868+0.00060661j 0.00257656-0.00429296j -0.00106499+0.00586193j 0.00203535-0.0023205j 0.000547583+0.00235376j -0.0024-0.000289855j 0.00419512+0.000379511j 0.00170192+0.00204671j 0.000298485-0.000194823j -0.000681554+0.00317712j -0.00112053-0.00103443j -0.00366945-0.00169059j -0.000365955-0.00371934j 0.00669944+5.67861e-06j 0.00849151-0.00236076j 0.00890042+0.00128582j 0.00364341-0.00647933j -0.00102187-0.00942208j -0.00043087-0.00403683j -0.00791688-0.00318602j 0.00761954-0.00042936j 0.000178729-0.00309194j -0.00278694-0.00456223j -0.00420152+0.0101889j -0.00299524+0.00154072j -0.0102508+0.00381055j -0.00783233-0.0110689j -0.00859937+0.00864482j 0.00538986+0.00642811j -0.00309712+0.00218677j 0.000258443+0.0032339j 0.00307149-4.07235e-05j 
0.000145609-0.0213607j 0.0214432+0.000854812j -0.0100399-0.00698141j -0.00684276+0.0089333j -0.00299265+0.0053113j 0.0126687+0.00282103j -0.00317779+0.00905526j -0.00912452-0.00485237j -0.00262297+0.0110732j 0.0069635+0.00862619j 0.00223495+0.00951075j -0.000596351-0.00109113j -0.0118836+0.00628247j 0.00498685-0.00635004j -0.000621171-0.00487956j -0.00673455-0.00479668j -0.00398484-0.00193263j -0.00290717-0.00111907j -0.0128017+0.00367496j -0.00633013-0.00883499j 0.00095134+0.00346628j -0.00436062-0.000737136j 0.00188623-0.00162112j 0.00528779+0.00951109j -0.00180546+0.00162189j -0.00204611-0.00761843j -0.00380355-0.00453647j 0.00562381-0.00480989j 0.000197058-0.00608545j -0.0118701+0.00181038j -0.00449461-0.00245212j 0.00102222-0.00520483j -0.00174154+0.00435763j 0.00253088-0.00410558j -0.00811105+0.00849676j -0.00911061+0.00499254j -0.00446763-0.00482255j 0.00146509-0.00132048j 0.00429315+0.00685453j 0.00254381+0.00111872j -0.000404715-0.00268278j -0.00526172-0.00904988j 0.00290672-0.00260787j -0.000363491-0.00437874j 0.00386362-0.00439506j 0.00158522-0.00585488j 0.00195213+0.00691447j -0.00427061-0.00362557j -0.00367565+0.000457446j 0.00164748-0.00534281j 0.0100354+0.000527489j 0.00374842-0.00405317j 0.00179258-0.00607949j 0.00380029-0.00720674j 0.0019276+0.00414641j -0.0030971+0.00444602j 0.00565445-2.74447e-05j 0.00239991-0.00324639j -0.0096017-0.00257958j -0.00487403-0.000434951j -0.00425095-0.00165349j -0.00692618+0.00274574j -0.000168256+0.00385614j 0.00336508+0.00421663j -0.00358017+0.00383453j -0.0051903-0.00148888j -0.00613705-0.00323228j 1.08431e-05+0.000308235j -0.00121626-0.00757639j -0.000805923-0.00236171j 0.00235655-0.00598711j 0.00349361+0.0022216j 0.00356362+0.000755949j 0.0126656-0.0041891j 0.00240691+0.0131739j -0.0228125-0.00594592j -0.00612711+0.0227956j 
0.00201306+0.00856955j -0.00890111+0.00134616j -0.00011697+0.000476065j -0.00181268+0.00197474j -0.000347052+0.00450269j 0.00199557+0.0021379j 0.00418747+0.00400541j 0.00578774+0.00933928j 0.00208813-0.00469688j 0.00335939-0.000578211j 0.0048184-0.00600531j 0.00546847+0.0021397j 0.0152694-0.00231702j -0.00366723+0.00150665j 0.000786677-0.00106403j 0.00145384+0.00325923j -0.000790899+0.00969016j 0.00186742-0.00512931j 0.0108098+0.000583452j 0.00178363+0.00667615j 0.000179339-0.00466213j 0.00612144+0.00122043j -0.00100779+0.00102471j -0.00349118-0.00470684j 0.00247589+0.00018742j -0.00436071+0.00387712j 0.00270533+0.00681074j -0.00482514+0.00249733j 0.0036633+0.00540857j 0.00461103-0.00216734j -0.00127757-0.00165499j 0.00297481+0.00129826j 0.00301706+0.000455836j -0.00121943+0.00270923j 0.00140315-0.0062609j 0.00222667-0.00561704j 0.000866118-0.00343243j -0.000397297+0.00446626j -0.00428948-0.00453752j -0.00393474-0.000512833j 0.000449217+8.52709e-05j 0.0074947+0.00334961j -0.000596254-0.00163012j 0.00707757+0.00160261j -0.000981445+0.00477575j 0.000453966+0.00596699j -0.00596401-0.00286352j 0.00146231-0.00165429j -0.000651647-0.00280999j -0.00184909+0.00280076j -0.00509985-0.000790002j -0.00627712+0.0035189j 0.00204289+0.00174997j -0.00355519+0.00220493j 2.11743e-05+0.000374028j -0.000403797-0.0034122j -0.00141372-0.00101109j -0.00254239+0.000700428j 0.00820278-0.00160892j 0.00348126+0.000392895j 0.00196062-0.00544711j 0.00406049-0.00592295j 0.00255105-0.00520949j -0.00356989-0.0028914j 0.000767251-0.00377581j 0.00214298-0.000963237j 0.00116625+0.0073318j 0.00131285+0.00216495j -0.000167418+0.0079348j -0.00483281-0.000368352j 0.000891396+0.00170509j -0.00349792-0.00184351j -0.00575229+0.00216524j -0.0095161+0.0039597j -0.00214321-0.0111336j 0.0146366+0.0026406j 0.00276181-0.01458j 
