-0.715067-0j 0.0713607-0j -0.0732757-0j -0.0416095-0j -0.00600582-0j 0.0506632-0j 0.00731261-0j -0.0300354-0j -0.00433523-0j -0.0292381-0j -0.00516862-0j -0.0341111-0j -0.000430718-0j 0.061996-0j -0.00603005-0j 0.0293684-0j 0.0109594-0j -0.000502504-0j -0.0123114-0j 0.000913287-0j 0.00519166-0j 0.000432638-0j -0.00217636-0j -0.000181363-0j -0.0225059-0j -0.00375098-0j -0.0254231-0j -0.002297-0j -0.000468873-0j 0.0204249-0j -2.76286e-05-0j -0.020973-0j -0.00423718-0j -0.00259473-0j 0.0539067-0j 0.00340415-0j -0.000529648-0j 0.0147435-0j 0.00208461-0j -0.0034955-0j -3.12098e-05-0j -0.0047874-0j 0.000425519-0j 0.00898445-0j -0.00214055-0j 0.00550183-0j -0.000436937-0j 2.50739e-05-0j 0.00245724-0j 0.00112306-0j 0.00150475-0j -0.000797901-0j -2.57468e-05-0j -0.000488612-0j 0.000307156-0j 6.61767e-05-0j 1.80993e-05-0j -9.97376e-05-0j -5.87709e-06-0j 
-9.53606e-06-0j 0.00649627-0j -0.00637674-0j 0.00375087-0j -0.0251753-0j 6.60658e-05-0j -0.000443424-0j -0.00529942-0j 0.035569-0j -2.73936e-05-0j -0.0445445-0j -4.54902e-07-0j -0.00553262-0j -1.9571e-05-0j -0.000739712-0j 2.71683e-05-0j -0.0318241-0j -9.18755e-05-0j 3.39474e-05-0j -0.0039527-0j 0.044178-0j 0.0054871-0j 0.0552014-0j 0.00685626-0j 8.54889e-05-0j -0.0013622-0j -3.3904e-07-0j -0.00168769-0j -0.766671-0j -1.94484e-05-0j 0.00289783-0j 1.90905e-05-0j 5.40232e-06-0j 6.69321e-06-0j -2.42222e-07-0j 0.000309894-0j 0.00304053-0j 2.74777e-05-0j 0.000383943-0j -0.000304192-0j -1.14925e-05-0j 1.76224e-05-0j 0.174414-0j 3.85961e-06-0j -0.000376879-0j 4.78186e-06-0j -0.171205-0j -0.000659245-0j -0.000437835-0j 0.00217226-0j -0.000542455-0j -0.000280798-0j 0.000647115-0j -0.000347895-0j -0.246422-0j -8.21064e-06-0j 0.000931417-0j -0.158039-0j 0.000597348-0j 
0.000422179-0j -0.00295997-0j -0.00295288-0j -0.00344269-0j -0.00049691-0j -2.99119e-05-0j -4.3174e-06-0j -0.00243848-0j -0.000351964-0j 0.00121277-0j 0.000214389-0j -4.0172e-05-0j 1.78658e-05-0j -0.00257153-0j -7.10147e-06-0j 0.0011835-0j -0.000454587-0j -5.91789e-07-0j -0.00150291-0j -3.78823e-05-0j 0.000209215-0j 1.74345e-05-0j -0.00026568-0j -2.214e-05-0j -0.182865-0j 0.000155587-0j -0.00294025-0j 9.52772e-05-0j 1.94484e-05-0j -0.331032-0j 1.14601e-06-0j -0.330238-0j 2.50166e-06-0j 1.53195e-06-0j 0.00623445-0j 0.000281653-0j 3.12707e-07-0j -0.234472-0j 0.000172476-0j 0.000280977-0j 1.84264e-08-0j 0.152826-0j 3.52066e-05-0j -5.30447e-06-0j 0.000172063-0j -3.24831e-06-0j 3.51222e-05-0j 2.07457e-06-0j 0.000199496-0j -6.63059e-07-0j 0.000122166-0j -0.000130029-0j 2.06959e-06-0j -7.96263e-05-0j 2.4937e-05-0j -3.90711e-08-0j 1.46943e-06-0j -1.62536e-05-0j -9.57755e-07-0j 
0.00423718-0j 0.020002-0j -0.0205388-0j 0.000246561-0j -0.00340239-0j -0.000300209-0j 0.0041427-0j 0.000177977-0j -0.00245597-0j 0.0762064-0j 0.00437242-0j -0.0294582-0j 0.00110851-0j 0.0535393-0j -0.00169019-0j 0.0253624-0j 0.00307187-0j -0.000428503-0j -0.010632-0j 0.000778792-0j 0.00145519-0j 0.000368926-0j -0.000610023-0j -0.000154655-0j 0.00013336-0j 0.153228-0j -0.000454665-0j 1.3611e-05-0j -0.000265623-0j -0.000121029-0j -3.14677e-05-0j 0.000124277-0j -0.522401-0j -4.64041e-05-0j -0.000319428-0j -0.13906-0j 0.00090559-0j -8.73635e-05-0j -1.23525e-05-0j 0.142792-0j 0.000107283-0j 2.83681e-05-0j 0.000241063-0j -0.367016-0j 1.2684e-05-0j -3.26015e-05-0j -0.000247532-0j 2.85581e-05-0j -0.100379-0j 0.000636228-0j -8.9165e-06-0j 0.0325944-0j -2.93244e-05-0j 2.89531e-06-0j 0.000174008-0j 7.53724e-05-0j 2.06143e-05-0j -5.65029e-05-0j -6.69375e-06-0j 
5.61918e-07-0j -0.000769596-0j 0.000755436-0j 2.29719e-06-0j 0.00915541-0j 4.04615e-08-0j 0.000161258-0j -3.24559e-06-0j -0.0129352-0j 1.61419e-06-0j -5.48473e-05-0j 2.68054e-08-0j -0.0623324-0j 1.15323e-06-0j -9.10801e-07-0j -1.60091e-06-0j -3.91848e-05-0j -0.0010351-0j -2.00037e-06-0j -0.0445324-0j 5.4396e-05-0j 0.0618196-0j 6.79691e-05-0j 0.077245-0j -5.03748e-06-0j 0.000161376-0j 1.99781e-08-0j -5.14136e-07-0j -0.00289783-0j 1.14601e-06-0j -0.742047-0j -1.12492e-06-0j -6.4e-07-0j 2.03901e-09-0j 1.42731e-08-0j -3.67124e-05-0j 1.14925e-05-0j -1.61914e-06-0j 1.16964e-07-0j 3.60369e-05-0j 0.00294288-0j -1.03841e-06-0j 0.000659245-0j -4.57238e-07-0j -1.14812e-07-0j 1.45674e-09-0j -0.000647115-0j 0.168813-0j 5.18692e-05-0j 8.21064e-06-0j -1.65253e-07-0j 3.32654e-05-0j -0.165707-0j -1.05982e-07-0j -0.000931417-0j 0.0021025-0j -0.238508-0j -0.000597348-0j -0.152963-0j 
0.00282479-0j -0.0135521-0j -0.0136925-0j -0.000820125-0j 0.0113172-0j 0.000203402-0j -0.00280683-0j 0.000118651-0j -0.00163732-0j -0.0168332-0j -0.000965824-0j 0.0979855-0j -0.000244859-0j -0.0120262-0j 0.00562202-0j -0.0171839-0j -0.000690018-0j 0.00142531-0j -0.00708801-0j -0.000174936-0j -0.000985945-0j -0.00024996-0j -0.000406682-0j -0.000103103-0j 8.89069e-05-0j 0.102152-0j 0.000100431-0j 9.07402e-06-0j -0.000177082-0j -0.000409138-0j -2.09785e-05-0j -0.000413378-0j 0.115393-0j 1.02502e-05-0j 7.17514e-05-0j -0.470091-0j -0.000200036-0j 5.91919e-05-0j -4.17575e-05-0j -0.474963-0j -2.36977e-05-0j 1.89121e-05-0j 0.00081491-0j 0.0824409-0j -4.21902e-05-0j 7.32309e-06-0j 0.000823355-0j 9.65403e-05-0j 0.0680102-0j -0.000142912-0j 6.04124e-06-0j 0.0217296-0j 9.75407e-05-0j 1.93021e-06-0j -0.000117897-0j -1.69305e-05-0j -1.39669e-05-0j -3.76686e-05-0j -4.4625e-06-0j 
0.00259473-0j -0.000258944-0j 0.000265892-0j -0.0292051-0j 2.17931e-05-0j 0.0355597-0j -2.6535e-05-0j -0.0210813-0j 1.57311e-05-0j -0.000320205-0j 0.010949-0j 0.000123778-0j -4.71707e-06-0j -0.000224962-0j -0.0042324-0j -0.000106568-0j 0.00769226-0j 1.82342e-06-0j 4.46737e-05-0j -3.31401e-06-0j 0.00364394-0j -1.5699e-06-0j -0.00152755-0j 6.58106e-07-0j 8.16662e-05-0j 1.3611e-05-0j -0.000278425-0j 0.154308-0j -0.000329094-0j -7.4115e-05-0j 1.00255e-07-0j 7.61038e-05-0j -4.64041e-05-0j -0.526084-0j -0.000195609-0j -1.23525e-05-0j 0.00112198-0j -5.3499e-05-0j -0.14004-0j 1.2684e-05-0j -3.41798e-07-0j 1.73719e-05-0j 0.000298665-0j -3.26015e-05-0j 0.143798-0j -0.369604-0j -0.000306679-0j -9.09847e-08-0j -8.9165e-06-0j 0.000788255-0j -0.101086-0j 2.89531e-06-0j 9.34263e-08-0j 0.0328242-0j 0.000215588-0j -2.40133e-07-0j -6.56763e-08-0j -7.00042e-05-0j 2.1326e-08-0j 
0.0104865-0j -0.00526667-0j 0.00107459-0j 0.000610206-0j 8.80757e-05-0j -0.00373912-0j -0.000539696-0j 0.00044047-0j 6.35764e-05-0j 0.000428778-0j 7.5798e-05-0j 0.000500241-0j 6.3165e-06-0j 0.00389436-0j 8.8431e-05-0j -0.00216749-0j 0.000688433-0j 7.36925e-06-0j 0.000180547-0j 5.73694e-05-0j -0.000383162-0j -3.19302e-05-0j 3.19164e-05-0j 2.6597e-06-0j -0.0646524-0j 5.50083e-05-0j -0.0730326-0j 3.36856e-05-0j 6.87604e-06-0j 0.295285-0j 4.05175e-07-0j -0.0602488-0j 6.21385e-05-0j 3.80519e-05-0j -0.663316-0j -0.000251238-0j 7.76731e-06-0j 0.213148-0j -0.000153851-0j 5.12617e-05-0j 4.57693e-07-0j -0.0137527-0j -3.14047e-05-0j 0.000564371-0j 3.13912e-05-0j 0.000345605-0j 6.40771e-06-0j -1.85054e-06-0j -0.000181353-0j 7.05464e-05-0j -0.000111056-0j 1.17013e-05-0j 3.77578e-07-0j 7.16553e-06-0j -2.26691e-05-0j 4.15698e-06-0j -1.33579e-06-0j 1.46266e-06-0j 8.61879e-08-0j 
0.0338649-0j -0.0017548-0j -0.00162372-0j 0.00200824-0j 0.000289864-0j 0.00243848-0j 0.000351964-0j -0.00281387-0j -0.000406147-0j -0.000707448-0j -0.00012506-0j -0.00322237-0j -1.04217e-05-0j -0.000505425-0j -0.000569639-0j -0.000661388-0j -8.93474e-05-0j -4.747e-05-0j -0.000346616-0j -7.44562e-06-0j -0.000116918-0j -9.74316e-06-0j -6.12736e-05-0j -5.10613e-06-0j 0.106671-0j -9.07591e-05-0j -0.23585-0j -5.55784e-05-0j -1.13449e-05-0j -0.19625-0j -6.68504e-07-0j -0.181591-0j 0.000200669-0j 0.000122884-0j -0.168499-0j 0.000166976-0j 2.50836e-05-0j 0.274978-0j 0.000102251-0j 0.000154503-0j 1.47806e-06-0j -0.293996-0j 2.0872e-05-0j 0.000143365-0j 9.46135e-05-0j 8.77926e-05-0j 1.93129e-05-0j 1.22989e-06-0j -0.00023396-0j 1.79206e-05-0j -0.000143271-0j 0.000250141-0j 1.13802e-06-0j 0.00015318-0j -2.92451e-05-0j 1.05598e-06-0j -1.72328e-06-0j 3.12677e-05-0j 1.84246e-06-0j 
0.00415922-0j 0.0205388-0j -0.0207432-0j -0.000249116-0j 0.00343765-0j 0.000299489-0j -0.00413277-0j -0.000164682-0j 0.00227252-0j -0.0769962-0j -0.00441773-0j -0.0289161-0j -0.00112-0j 0.0182263-0j -0.00165909-0j -0.0260324-0j 0.00104575-0j -0.000420619-0j 0.0512906-0j 0.000265123-0j -0.00149364-0j -0.000378672-0j 0.00294285-0j 0.000746082-0j -0.000134742-0j -0.154816-0j -0.0004463-0j -1.37521e-05-0j 0.000268376-0j -0.000124277-0j 3.17938e-05-0j 0.000125514-0j -0.512789-0j -4.55503e-05-0j 0.000105647-0j -0.142792-0j 0.000888928-0j -8.21556e-05-0j -1.2684e-05-0j 0.144213-0j 0.000105309-0j -0.00030316-0j 0.000247532-0j 0.121386-0j 1.28102e-05-0j 1.07825e-05-0j -0.000249995-0j 2.93244e-05-0j -0.0943951-0j -0.000210424-0j -8.38497e-06-0j -0.348325-0j -2.96163e-05-0j -3.09412e-05-0j 0.000163635-0j -2.49284e-05-0j 1.93855e-05-0j 0.000603826-0j 7.15338e-05-0j 
0.00172982-0j 0.000175443-0j 0.000177262-0j 0.0971437-0j -7.24895e-05-0j -0.024093-0j 1.79784e-05-0j -0.0140542-0j 1.04874e-05-0j 7.07301e-05-0j -0.00241851-0j -0.000411717-0j 1.04195e-06-0j 5.0532e-05-0j 0.0140781-0j 7.22036e-05-0j -0.00172787-0j -6.06516e-06-0j 2.97825e-05-0j 7.44407e-07-0j -0.0024689-0j 1.06366e-06-0j -0.00101837-0j 4.38737e-07-0j 5.44441e-05-0j 9.07402e-06-0j 6.15012e-05-0j 0.102872-0j -0.000219396-0j -0.000250545-0j 6.68365e-08-0j -0.000253141-0j 1.02502e-05-0j 0.116207-0j 4.39386e-05-0j -4.17575e-05-0j -0.000247834-0j 3.62475e-05-0j -0.473405-0j -4.21902e-05-0j 7.54998e-08-0j 1.15812e-05-0j 0.00100963-0j 7.32309e-06-0j -0.478311-0j 0.083022-0j 0.0010201-0j -3.07573e-07-0j 6.04124e-06-0j -0.000177061-0j 0.0684897-0j 1.93021e-06-0j -3.1076e-07-0j 0.0218828-0j -0.000146068-0j 5.39397e-08-0j 4.4498e-08-0j -4.66695e-05-0j 1.42173e-08-0j 
0.00254699-0j -0.000265892-0j 0.000268539-0j 0.0295077-0j -2.20189e-05-0j -0.0354745-0j 2.64714e-05-0j 0.0195066-0j -1.4556e-05-0j 0.000323523-0j -0.0110624-0j 0.0001215-0j 4.76595e-06-0j -7.65835e-05-0j -0.00415452-0j 0.000109383-0j 0.00261866-0j 1.78987e-06-0j -0.000215514-0j -1.12818e-06-0j -0.00374021-0j 1.61137e-06-0j 0.00736918-0j -3.17481e-06-0j -8.25125e-05-0j -1.37521e-05-0j -0.000273302-0j -0.155907-0j 0.000332505-0j -7.61038e-05-0j -1.01294e-07-0j 7.68613e-05-0j -4.55503e-05-0j -0.516404-0j 6.46952e-05-0j -1.2684e-05-0j 0.00110134-0j -5.03098e-05-0j -0.143798-0j 1.28102e-05-0j -3.35509e-07-0j -0.000185647-0j 0.000306679-0j 1.07825e-05-0j 0.14523-0j 0.122242-0j -0.000309732-0j -9.34263e-08-0j -8.38497e-06-0j -0.000260705-0j -0.0950605-0j -3.09412e-05-0j 9.43562e-08-0j -0.35078-0j 0.000202736-0j 7.94208e-08-0j -6.17612e-08-0j 0.000748111-0j -2.27903e-07-0j 
-0.000529648-0j -0.00505337-0j 0.00518897-0j 0.00296532-0j -0.0199028-0j -0.00361054-0j 0.0242334-0j 0.00214048-0j -0.0143666-0j 6.53616e-05-0j 0.106284-0j -2.5266e-05-0j 0.0132009-0j 4.59202e-05-0j -0.0410848-0j 2.17531e-05-0j 0.0746704-0j -0.00510291-0j -9.11898e-06-0j 0.00927439-0j 0.0353725-0j 0.00439342-0j -0.0148283-0j -0.00184174-0j -1.667e-05-0j 0.000265623-0j 5.68332e-05-0j 0.000329094-0j 0.149498-0j 1.51287e-05-0j -0.000565067-0j -1.55346e-05-0j -0.00090559-0j -0.00112198-0j 3.99285e-05-0j -0.000241063-0j -0.509684-0j 1.09204e-05-0j -0.000298665-0j 0.000247532-0j 0.00192648-0j -3.54602e-06-0j -0.135675-0j -0.000636228-0j 0.000306679-0j -0.000788255-0j 0.139316-0j 0.000512819-0j -0.000174008-0j -0.358082-0j -0.000215588-0j 5.65029e-05-0j -0.00052658-0j 7.00042e-05-0j -0.0979353-0j 0.00135346-0j 0.000370172-0j 0.0318009-0j -0.0001202-0j 
0.0178289-0j 0.00552403-0j 0.00187977-0j -0.00106786-0j -0.000154132-0j -0.00381019-0j -0.000549954-0j -0.000705929-0j -0.000101892-0j -0.000750362-0j -0.000132647-0j 0.000850501-0j -1.10539e-05-0j -0.000501963-0j 0.000150349-0j -0.00227249-0j -8.87353e-05-0j 1.25291e-05-0j -0.0015086-0j -7.39461e-06-0j -0.000401723-0j -3.34769e-05-0j -0.000266684-0j -2.22237e-05-0j 0.113142-0j -9.62646e-05-0j -0.124169-0j -5.89498e-05-0j -1.20331e-05-0j -0.309714-0j -7.09056e-07-0j -0.105393-0j 0.000105647-0j 6.46952e-05-0j -0.083064-0j 0.000263515-0j 1.32058e-05-0j -0.204742-0j 0.000161369-0j 8.96716e-05-0j 7.78162e-07-0j 0.25456-0j 3.29394e-05-0j 7.06735e-05-0j 5.49124e-05-0j 4.32785e-05-0j 1.12089e-05-0j 1.94097e-06-0j 0.000174201-0j 8.83419e-06-0j 0.000106676-0j -0.000216588-0j 6.60493e-07-0j -0.000132633-0j 2.17752e-05-0j 5.2056e-07-0j 1.28311e-06-0j -2.70735e-05-0j -1.59532e-06-0j 
-0.000353099-0j 0.00342383-0j 0.00345931-0j -0.00986343-0j 0.066202-0j 0.00244627-0j -0.016419-0j 0.00142699-0j -0.00957775-0j -1.44377e-05-0j -0.023477-0j 8.40413e-05-0j -0.00291595-0j -1.03148e-05-0j 0.136659-0j -1.47385e-05-0j -0.0167728-0j 0.0169736-0j -6.07932e-06-0j -0.00208325-0j -0.0239661-0j -0.0029767-0j -0.00988552-0j -0.00122782-0j -1.11134e-05-0j 0.000177082-0j -1.25539e-05-0j 0.000219396-0j 0.0996654-0j 5.11422e-05-0j -0.000376712-0j 5.16722e-05-0j 0.000200036-0j 0.000247834-0j -8.96892e-06-0j -0.00081491-0j 0.112584-0j -7.39898e-06-0j -0.00100963-0j -0.000823355-0j -0.000425541-0j -2.36401e-06-0j -0.458647-0j 0.000142912-0j -0.0010201-0j 0.000177061-0j -0.4634-0j 0.00173358-0j 0.000117897-0j 0.0804339-0j 0.000146068-0j 3.76686e-05-0j 0.00175154-0j 4.66695e-05-0j 0.0663546-0j -0.000304021-0j -0.000250805-0j 0.0212006-0j -8.01333e-05-0j 
-7.03632e-05-0j -0.0233357-0j -0.0232798-0j 0.000573782-0j -0.00791785-0j 4.98531e-06-0j -6.87943e-05-0j 0.000406413-0j -0.00560825-0j 0.0294582-0j 0.00169019-0j -0.000975777-0j 0.000428503-0j -0.0624626-0j -5.59862e-05-0j 0.0287471-0j -0.00358385-0j -1.41938e-05-0j -0.0365058-0j -0.000908591-0j 0.0016494-0j 0.000418161-0j -0.00209456-0j -0.00053102-0j -0.000155587-0j -0.178766-0j -2.50166e-06-0j -1.58795e-05-0j 0.000309894-0j -0.000281653-0j 3.67124e-05-0j -0.000280977-0j -0.00287435-0j -2.55324e-07-0j 5.30447e-06-0j -0.323613-0j 4.98273e-06-0j -0.000199496-0j -2.8746e-05-0j -0.322837-0j 5.90291e-07-0j 0.000130029-0j 0.000560988-0j 0.00609473-0j -2.86771e-05-0j 5.41385e-07-0j 0.000559643-0j 6.64588e-05-0j -0.229217-0j -1.05653e-05-0j -2.0361e-05-0j 0.149401-0j 6.62995e-05-0j 1.3271e-05-0j 0.000397351-0j -1.25164e-06-0j 4.70731e-05-0j -0.000258989-0j -3.06817e-05-0j 
3.12098e-05-0j 0.00059866-0j -0.000614724-0j 1.81609e-06-0j 0.00723799-0j -2.21125e-06-0j -0.00881288-0j 1.31092e-06-0j 0.00522466-0j -3.85147e-06-0j 0.000130866-0j 1.48881e-06-0j 0.148726-0j -2.70588e-06-0j -5.05873e-05-0j -1.28181e-06-0j 9.1941e-05-0j -0.0574911-0j 5.37341e-07-0j 0.104488-0j 4.35539e-05-0j 0.0494978-0j -1.82579e-05-0j -0.0207496-0j 9.82292e-07-0j -3.14677e-05-0j -3.34893e-06-0j 1.00255e-07-0j 0.000565067-0j -8.91465e-07-0j 0.144697-0j 9.15387e-07-0j 0.000107283-0j -3.41798e-07-0j -2.35281e-06-0j 2.85581e-05-0j -0.00192648-0j -6.43493e-07-0j -9.09847e-08-0j -2.93244e-05-0j -0.493314-0j 2.08951e-07-0j -0.000512819-0j 7.53724e-05-0j 9.34263e-08-0j -2.40133e-07-0j 0.00052658-0j -0.131317-0j 2.06143e-05-0j -0.00135346-0j -6.56763e-08-0j -6.69375e-06-0j 0.134841-0j 2.1326e-08-0j -0.000370172-0j -0.346581-0j -0.0947899-0j 0.0001202-0j 0.0307796-0j 
-0.000519903-0j -0.00518897-0j 0.00524062-0j -0.00299605-0j 0.0201091-0j 0.00360188-0j -0.0241753-0j -0.00198059-0j 0.0132935-0j -6.60389e-05-0j -0.107385-0j -2.48011e-05-0j -0.0133377-0j 1.56325e-05-0j -0.0403288-0j -2.23278e-05-0j 0.0254199-0j -0.00500902-0j 4.39915e-05-0j 0.00315726-0j -0.036307-0j -0.00450949-0j 0.0715341-0j 0.00888485-0j 1.68428e-05-0j -0.000268376-0j 5.57875e-05-0j -0.000332505-0j -0.151047-0j 1.55346e-05-0j 0.000570923-0j -1.56893e-05-0j -0.000888928-0j -0.00110134-0j -1.32058e-05-0j -0.000247532-0j -0.500306-0j 1.02695e-05-0j -0.000306679-0j 0.000249995-0j 0.00189104-0j 3.7895e-05-0j -0.139316-0j 0.000210424-0j 0.000309732-0j 0.000260705-0j 0.140702-0j 0.00052658-0j -0.000163635-0j 0.118431-0j -0.000202736-0j -0.000603826-0j -0.000531822-0j -0.000748111-0j -0.0920972-0j -0.000447641-0j 0.000348106-0j -0.339845-0j 0.00128453-0j 
-0.0315054-0j -0.00106831-0j 0.00523773-0j 0.000622919-0j 8.99106e-05-0j 0.00223219-0j 0.000322189-0j 0.0005232-0j 7.55175e-05-0j 0.000437711-0j 7.73771e-05-0j -0.00150291-0j 6.44809e-06-0j -0.000928115-0j -0.00026568-0j -0.00209925-0j -0.000164069-0j -2.214e-05-0j -0.00259941-0j -1.36724e-05-0j -0.000371099-0j -3.09249e-05-0j -0.000459515-0j -3.82929e-05-0j -0.0659993-0j 5.61543e-05-0j 0.219418-0j 3.43874e-05-0j 7.01929e-06-0j 0.0598967-0j 4.13616e-07-0j -0.293663-0j -0.000186688-0j -0.000114322-0j -0.465249-0j -5.09621e-05-0j -2.3336e-05-0j 0.0503083-0j -3.12078e-05-0j 0.000249858-0j -1.37508e-06-0j 0.262417-0j -6.37026e-06-0j 0.000395849-0j 0.000153006-0j 0.000242407-0j 3.12322e-05-0j -3.75371e-07-0j -4.28039e-05-0j 4.94812e-05-0j -2.62119e-05-0j -0.000223273-0j 1.84038e-06-0j -0.000136726-0j -5.35049e-06-0j 2.9157e-06-0j -3.15281e-07-0j -2.79091e-05-0j -1.64456e-06-0j 
-0.00174775-0j -0.0415211-0j 0.00847182-0j -0.000101701-0j 0.00140341-0j 0.000623187-0j -0.00859961-0j -7.34117e-05-0j 0.00101304-0j 0.010415-0j 0.000597573-0j 0.0121509-0j 0.000151499-0j 0.0945942-0j 0.000697169-0j -0.0526484-0j 0.00542744-0j 0.000176749-0j 0.00438548-0j 0.00137598-0j -0.00302076-0j -0.000765832-0j 0.000251621-0j 6.37919e-05-0j -5.50083e-05-0j -0.0632034-0j -6.21385e-05-0j -5.61426e-06-0j 0.000109564-0j 0.000251238-0j 1.29798e-05-0j -5.12617e-05-0j -0.0713959-0j -6.34199e-06-0j -0.000564371-0j 0.288667-0j 0.000123766-0j 0.000181353-0j 2.56419e-05-0j -0.0588986-0j 1.46622e-05-0j -1.17013e-05-0j -0.000500409-0j -0.648451-0j -5.23187e-06-0j -5.76009e-05-0j 0.000102102-0j -5.92821e-05-0j 0.208371-0j 0.0011241-0j 1.85093e-05-0j -0.0134445-0j 1.20957e-05-0j -1.19425e-06-0j -0.000361214-0j 0.000133169-0j -4.27921e-05-0j 2.33062e-05-0j 2.76103e-06-0j 
-4.30885e-05-0j 0.000302101-0j 0.000301377-0j -0.0679645-0j 5.07156e-05-0j -0.00059051-0j 4.40643e-07-0j -0.0481396-0j 3.59221e-05-0j -0.000123778-0j 0.0042324-0j 4.10003e-06-0j -1.82342e-06-0j 0.000262456-0j -0.000140195-0j -0.00012079-0j -0.0089743-0j 6.03992e-08-0j 0.000153391-0j 3.86634e-06-0j 0.00413024-0j -1.77941e-06-0j -0.00524497-0j 2.25966e-06-0j -9.52772e-05-0j -1.58795e-05-0j -1.53195e-06-0j -0.180026-0j 0.000383943-0j -0.000172476-0j -1.16964e-07-0j -0.000172063-0j -2.55324e-07-0j -0.00289461-0j 3.24831e-06-0j -2.8746e-05-0j 6.17336e-06-0j -0.000122166-0j -0.325894-0j -2.86771e-05-0j -1.88064e-09-0j 7.96263e-05-0j 0.000695036-0j 5.41385e-07-0j -0.325113-0j 0.00613769-0j 0.00069337-0j -2.11735e-07-0j -2.0361e-05-0j -1.30899e-05-0j -0.230833-0j 1.3271e-05-0j -2.11227e-07-0j 0.150454-0j 0.000492298-0j 3.98768e-09-0j -1.49973e-07-0j -0.000320874-0j 9.77505e-08-0j 
-0.00564414-0j -0.0138344-0j -0.012801-0j -0.000334706-0j 0.00461875-0j -0.000406413-0j 0.00560825-0j 0.000468978-0j -0.00647162-0j -0.0171839-0j -0.000985945-0j -0.0782713-0j -0.00024996-0j -0.0122768-0j -0.0044909-0j -0.0160651-0j -0.000704393-0j -0.00113855-0j -0.0084193-0j -0.00017858-0j -0.000921752-0j -0.000233686-0j -0.000483066-0j -0.000122468-0j 9.07591e-05-0j 0.10428-0j -0.000200669-0j 9.26306e-06-0j -0.000180772-0j -0.000166976-0j -2.14155e-05-0j -0.000154503-0j -0.230564-0j -2.04807e-05-0j -0.000143365-0j -0.191852-0j 0.000399686-0j 0.00023396-0j -1.70419e-05-0j -0.177521-0j 4.73498e-05-0j -0.000250141-0j 0.000332578-0j -0.164723-0j -1.57689e-05-0j -1.46321e-05-0j 0.000307735-0j 3.93997e-05-0j 0.268816-0j 0.00028555-0j 2.38785e-05-0j -0.287407-0j 3.64566e-05-0j -2.55299e-05-0j -0.000465996-0j 3.38284e-05-0j -5.52054e-05-0j 0.000498225-0j 5.90234e-05-0j 
2.08065e-05-0j -0.000405613-0j -0.000409816-0j -6.04079e-06-0j -0.0240754-0j 1.4982e-06-0j 0.00597103-0j 8.73949e-07-0j 0.0034831-0j 8.50751e-07-0j -2.8907e-05-0j -4.95218e-06-0j -0.0328521-0j 6.07806e-07-0j 0.000168267-0j 8.68475e-07-0j -2.06522e-05-0j 0.19123-0j 3.58227e-07-0j -0.0234706-0j -2.95093e-05-0j -0.0335365-0j -1.2172e-05-0j -0.0138331-0j 6.54861e-07-0j -2.09785e-05-0j 7.39744e-07-0j 6.68365e-08-0j 0.000376712-0j -3.01359e-06-0j 0.0964644-0j -3.04481e-06-0j -2.36977e-05-0j 7.54998e-08-0j 5.28499e-07-0j 9.65403e-05-0j 0.000425541-0j 4.35989e-07-0j -3.07573e-07-0j 9.75407e-05-0j 0.108968-0j 1.39301e-07-0j -0.00173358-0j -1.69305e-05-0j -3.1076e-07-0j 5.39397e-08-0j -0.00175154-0j -0.443917-0j -1.39669e-05-0j 0.000304021-0j 4.4498e-08-0j -4.4625e-06-0j -0.448517-0j 1.42173e-08-0j 0.000250805-0j 0.0778506-0j 0.0642235-0j 8.01333e-05-0j 0.0205197-0j 
3.06356e-05-0j 0.000614724-0j -0.000620843-0j -1.83491e-06-0j -0.00731299-0j 2.20595e-06-0j 0.00879175-0j -1.213e-06-0j -0.00483439-0j 3.89138e-06-0j -0.000132222-0j 1.46142e-06-0j -0.150267-0j -9.21156e-07-0j -4.96565e-05-0j 1.31568e-06-0j 3.12993e-05-0j -0.0564333-0j -2.59223e-06-0j 0.0355708-0j -4.47045e-05-0j -0.0508054-0j 8.80794e-05-0j 0.1001-0j -9.92471e-07-0j 3.17938e-05-0j -3.28731e-06-0j -1.01294e-07-0j -0.000570923-0j -9.15387e-07-0j -0.146196-0j 9.24498e-07-0j 0.000105309-0j -3.35509e-07-0j 7.78162e-07-0j 2.93244e-05-0j -0.00189104-0j -6.05133e-07-0j -9.34263e-08-0j -2.96163e-05-0j -0.484237-0j -2.23299e-06-0j -0.00052658-0j -2.49284e-05-0j 9.43562e-08-0j 7.94208e-08-0j 0.000531822-0j -0.134841-0j 1.93855e-05-0j 0.000447641-0j -6.17612e-08-0j 7.15338e-05-0j 0.136183-0j -2.27903e-07-0j -0.000348106-0j 0.114627-0j -0.0891393-0j -0.00128453-0j -0.32893-0j 
