0.0395972+0.0179578j -0.00893526+0.0125653j 0.0242572+0.00089595j 0.00189492-0.0155849j 0.0391546+0.0153977j 0.0403514+0.0152994j 0.0244074-0.0149484j 0.00845009+0.0163032j 0.0104996+0.0178793j -0.00859717+0.0113954j -0.0141797+0.0158321j -0.0376487-0.00608275j 0.0681653+0.010033j 0.0528859+0.0546837j 0.00378893-0.0479043j -0.0904903+0.0676789j 0.0824538+0.0587972j -0.0460373+0.0280315j 0.0495004+0.0162529j 0.00916738+0.0165624j 0.00906017+0.0167329j 0.0247149+0.0160098j -0.0217143-0.0154602j 0.0134018+0.00748171j -0.0438834-0.0139909j -0.027424+0.0136449j -0.0298316+0.032142j 0.015989+0.00915384j 0.0184525+0.00382824j -0.01068+0.0338416j 0.0489654-0.00806632j 0.00607403+0.0124386j 0.0418518+0.00947769j -0.0542387+0.0207546j -0.12224-0.0181872j -0.0193388-0.0854152j 0.00347701+0.00180237j 0.0132936+0.0545186j -0.101348+0.0148035j -0.00737086-0.0317122j -0.0483408+0.00898402j -0.0128549+0.044088j -0.0722603-0.00522302j -0.00348343+0.0151521j -0.0294539+0.016863j 0.0301728+0.0113091j 0.0536987-0.0198491j -0.00198285-0.0291665j 0.0133169-0.0149945j -0.0175416-0.0260141j 0.0116331+0.000611283j 0.0219922-0.00436168j -0.0131933-0.00663549j 0.0176208-0.00266664j 0.0132329-0.0073413j 0.0145496-0.0134935j 0.00574068-0.0184508j 0.0279166+0.00965601j 0.0277809+0.00215671j -0.000230785-0.00861636j 0.0152101+0.00677568j 0.0141934-0.00596445j -0.0252264+0.0100489j -0.0112099-0.0134306j -0.0128544-0.0059092j -0.0131027+0.0114897j -0.0185603+0.0105541j 0.0332105-0.000808388j -0.0240386+0.0110611j 0.000915256+0.000565447j -0.00288926+0.00444059j 0.00550202+0.00379057j -0.00229511+0.0111878j 0.0056051+0.00685412j -0.00534464+0.00158655j 0.00465999-0.000160467j -0.00201373+0.00369893j 0.0135329+0.000568613j -0.00800683-0.0044995j 0.0201441+0.00109567j -0.00606871+0.00731024j 0.00659599-0.0064147j -0.0195518+0.0077336j -0.00128834-0.000702969j 0.0188469-0.0102454j 0.016715-0.0070193j -0.00500182+0.00470576j 0.0109376+0.00287938j 0.00802785-0.0095821j -0.00828729+0.0180428j 0.000636084-0.00395021j -0.0026151+0.00601837j -0.0284345-0.000211644j 0.00290529-0.0246374j -0.039091+0.0260712j 0.0920559-0.0122182j 0.132127+0.00865905j 
0.00202682-0.00734422j 0.0333503+0.019769j 0.00190001+0.025208j -0.0200374-0.0135837j -0.0300554+0.0245445j -0.0167514+0.0598874j -0.0356447+0.016775j -0.00220999+0.0349445j 0.00765028+0.0370761j 0.0142629-0.0113045j -0.0313825+0.0557919j 0.0943799-0.0372563j -0.0243595+0.00938419j -0.0157446+0.00693072j 0.0685145+0.0252147j 0.0989156+0.0415756j -0.00536538-0.0170927j 0.0259665-0.00320052j -0.0215881+0.0189673j -0.0392937-0.0303604j -0.0108558-0.0485069j -0.0372454-0.0433958j 0.018191+0.0677027j 0.0610592+0.0145946j -0.0286682+0.0511383j -0.0763535-0.0284135j 0.0458855+0.07193j -0.0140261-0.0706115j -0.104954-0.0616918j -0.0304646-0.146179j 0.14764+0.0709411j -0.267887-0.0959772j 0.082206+0.00263846j -0.0216187+0.144687j 0.0604151-0.0185415j -0.0325531-0.0540905j 0.000715569-0.00854821j -0.0164192-0.00812716j -0.00680412-0.0412982j -0.0165072-0.00269142j -0.01206-0.0246496j -0.0100006-0.0170224j -0.00702091-0.00293413j 0.0118257-0.00132685j -0.0133927-0.0100877j -0.0123732-0.0112761j 0.00847344+0.0313499j -0.0174398-0.015638j -0.006691+0.00291176j -0.00893317+0.00858498j -0.0128047+0.0143218j -0.00841165-0.00215073j -0.00512823-0.00600315j -0.0130721+0.00901893j -0.00747839-0.00728446j -0.0142016+0.00210246j -0.010897+0.0136814j 0.0059901+0.0146218j -0.0090609-0.00501073j -0.0103782+0.0122021j 0.00468902+0.00519905j -0.0117018+0.0103953j 0.0095589-0.00748119j -0.0103566-0.0129267j -0.00899205+0.000319782j -0.00338384-0.00233144j 0.000242381+0.00714511j -0.00522789+0.01178j -0.00191576+0.00471488j -0.00712259-0.01852j 0.00900716+0.00220553j -0.0223067-0.0066252j -0.00202165+0.0191326j -0.0186123+0.00695306j -0.002016-0.00270403j 0.0124684+0.00322791j 0.00973512+0.00563993j -0.0152085+0.010538j 0.0145822-0.0056914j 0.00803095-0.0098677j 0.0120754-0.0272274j -0.0228625-0.000338409j -0.0462874-0.0084009j -0.0220804-0.0112518j 0.050232+0.00708016j -0.00297035-0.0163365j -0.0213603+0.0189462j -0.0306336-0.0200399j -0.0386641+0.000780038j -0.0896246+0.0067604j -0.00899325-0.0180578j -0.0139639-0.00620059j 0.0173376+0.0178516j 0.00905516-0.00855543j -0.0182965+0.0152424j 0.0234526+0.00790357j 0.00334503-0.00399045j 
0.0275327-0.0332839j 0.00883176+0.0147969j -0.0127052+0.00398129j -0.0163281-0.00567038j -0.00067282+0.0101225j -0.0384382-0.000674017j 0.0352623-0.031988j -0.028283+0.0119605j -0.0311186-0.0205248j -0.0518766+0.043636j -0.0578792+0.00125106j 0.102979+0.0297898j -0.124021-0.0219475j -0.000301883-0.00329967j 0.0714845+0.0446473j 0.00208359+0.0405161j 0.046317-0.0547845j -0.0137206+0.000432537j -0.0250811+0.000362771j -0.0584507-0.0159061j -0.00666262+0.0302501j 0.00202828+0.0139579j -0.00384831+0.0529322j -0.00832102+0.0350573j 0.0163173-0.0388104j -0.00447334-0.0493673j -0.00345886-0.0795137j 0.00657701-0.0636821j 0.00153952+0.0338104j 0.00457232+0.0664485j -0.0526506+0.139211j -0.0145449+0.118352j -0.0735191+0.0431387j 0.0429506-0.048613j 0.0198075+0.119306j 0.00748802-0.0788722j -0.0419234-0.00605321j 0.00494522+0.000805007j -0.0517434-0.0141424j 0.00238785+0.00256209j -0.00868486-0.00512775j 0.00316579-0.00175857j -0.0094965-0.00908502j 0.000945092+0.00436148j 0.00998598+0.010724j -0.00937797-0.00312248j 0.00191062+0.00936249j -0.0140861+0.00730825j -0.0017415+0.00420035j 0.0105174+0.0159004j 0.00871669+0.00782141j -0.00544527-0.00994412j -0.00435661-0.00108148j -0.00354062+0.00572234j 0.00676368-0.00482947j -0.00273185-0.00766235j -0.00255317+0.00259692j -0.00696334+0.00687161j -0.00330214+0.00252567j 0.00417678+0.00393023j -0.000904231+0.00461744j 0.00690434-0.000338157j -0.00185879-0.00782761j -0.0133773-0.0284544j -0.000156574+0.000192267j 0.0062363+0.0118481j 0.00775584+0.018845j -0.00283864+0.0153862j -0.00252687+0.000755546j -0.0152763-0.00989466j 0.0226774-0.00461862j -0.00493573-0.00282782j 0.00620153+0.0242913j 0.00587435+0.00840299j -0.0214315-0.0265978j -0.0264884+0.0151546j 0.00977255-0.0078192j -0.0144207+0.0314592j 0.00622311+0.00418832j 0.0165448+0.0214772j -0.0384172+0.0157983j -0.0195755-0.0250319j 0.00137543-0.0238573j -0.010768+0.0275137j 0.00169702+0.0304567j 0.00616825+0.00588943j -0.00880141+0.00493405j -0.00757316-0.0145684j -0.00339312+0.00795948j 0.0302087+0.0130779j -0.0182235-0.00250903j -0.0272479-0.014868j -0.0145775+0.0177331j -0.0263342-0.00770522j 0.0407605+0.0196806j -0.00409393+0.000138754j -0.0241611+0.00102155j 
0.0167229+0.033069j -0.0169423-0.0204324j -0.011446+0.000678258j 0.0151634+0.0166528j -0.00585972+0.00643818j -0.0150568+0.00529115j 0.013+0.00543349j -0.0023179+0.00132791j -0.035759-0.0252818j -0.0277701-0.0183949j -0.0236514-0.0248372j 0.0661729-0.000995852j -0.00331011+0.0485811j -0.00356497+0.019258j -0.0257156-0.120989j -0.0120598-0.0090375j 0.0555061+0.0717208j 0.0066925-0.00436393j -0.0178701+0.024044j -0.0188131-0.00921503j 0.00487318+0.00927365j -0.000790718+0.00325958j -0.00590204-0.0106523j -0.0266774+0.00344215j 0.02441-0.0218833j 0.0359679-0.00556301j -0.00986049-0.0105138j -0.0145707+0.00796577j -0.00306367+0.00803684j -0.000681942-0.0181059j -0.104742-0.0215672j 0.030496+0.0132168j -0.0375276+0.018647j -0.00985137+0.0770052j 0.0734409+0.045976j 0.0105068+0.0284647j -0.0912399-0.0105234j 0.0343516+0.0246466j -0.113827+0.0102264j 0.000593178-0.00408823j 0.0091751+0.0069892j -0.00475565+0.0138111j 0.0277192+0.0136511j -0.00143933-0.00765277j 0.00295707-0.00807978j -0.00185851+0.00422806j -0.00602401-0.00398733j 0.0138051-0.000542293j 0.00609457-0.000773093j 0.0165862+0.00578924j -0.0117616+0.00543712j 0.00479601+0.0149158j 0.00627409-0.00387542j -0.00830698-0.0022587j -0.00273724-0.00684691j -0.00947455+0.00832438j 0.0066394-0.00284831j -0.0148763-0.0144767j -0.0149516+0.00413088j -0.0105627-0.00150801j -0.00463162+0.00935475j -0.00748471-0.00305153j 0.00979314-0.00819442j -0.0145328-0.0051439j 0.00186285+0.0109064j 0.00170693-0.000866594j 0.00582908+0.0107958j 0.0035998-0.00692062j 0.00090008+0.0173029j -0.00102056+0.0101904j 0.00455319+0.00449656j 0.0025706-0.000753664j -0.0025268+0.016647j -0.00589358+0.00316495j 0.00213186+0.00824586j -0.00197617+0.0107426j 0.0148185+0.0220147j 0.00219546+0.00890743j 0.000259642+0.0110728j 0.00346105-0.0152195j 0.000471296+0.028873j -0.007818+0.0221606j 0.00936629-0.0208299j 0.0136543+0.0151162j 0.0112425-0.00451037j 0.0394538+0.00371077j 0.0226917-0.00435146j -0.0622576-0.172324j 0.0188923+0.0633259j 0.0123341-0.00631909j -0.0261992+0.00613413j 0.0157474+0.0303793j 0.0283108+0.0402721j 0.0354164+0.00142662j -0.0785156+0.0550805j -0.00196436+0.000850016j 0.0240092-0.00784998j 
-0.0429833+0.0500372j -0.00602094-0.0195722j -0.00450149-0.00578351j -0.0229555+0.0200762j -0.0299374-0.0141177j -0.00397044-0.0632006j 0.0148051-0.0222524j 0.0105108-0.0085697j -0.000579327-0.0527282j -0.0353795-9.48838e-05j 0.0604049-0.043145j 0.0681459+0.0153818j 0.110417-0.0345209j 0.0181319-0.0189101j 0.0281513-0.0287242j 0.00713466-0.0277676j -0.0486704+0.0761398j 0.016855+0.0421734j -0.0149156-0.0630205j -0.0314819+0.0457114j 1.11426e-05-0.0037419j -0.0107968-0.0396889j 0.0336414-0.0650537j 0.0228539-0.0935357j -0.0167289+0.0356997j -0.0133527+0.0514956j 0.0260318-0.096391j -0.0583165+0.124914j -0.0142183+0.110278j -0.13894+0.0228566j 0.120939-0.0710889j 0.00636323+0.185354j -0.0180354-0.0730585j 0.104035+0.127445j -0.027385-0.00595776j -0.0425783+0.0462875j 0.0114907-0.0273119j -0.0246896+0.0354286j -0.0128662+0.0187558j 0.00810456-0.00184152j -0.00764169+0.02892j -0.0130165-0.0032355j -0.000565345+0.0388541j -0.0121472+0.00545029j 0.0101691+0.0109148j 0.000515908+0.00549328j 0.0226144-0.00309054j -0.0164957+0.0266709j -0.00619231+0.0113078j 0.000575567+0.0152621j 0.0175694+0.000376094j 0.00806241-0.0120746j 0.00318772+0.0153599j 0.0012435+0.0172626j -0.00697662+0.0169409j 0.00679009-0.00787494j -0.00363268+0.00747415j 0.00013775-0.00115657j -0.00594255-0.00428142j -0.00163341-0.00590308j 0.0146443-0.00175229j -0.00386606-0.00217014j -0.0196744+0.00108872j -0.014534-0.0309536j -0.00286544-0.000296061j -0.00755564+0.0202864j -0.00411017-0.00257808j -0.00122612+0.0127023j 0.00611753-0.00655901j 0.0153596-0.00717043j 0.00544709-0.000235452j 0.00307755-0.0051774j -0.021197-0.021301j 0.00782256-0.0101626j -0.00525829-0.000514255j -0.010009+0.0291838j 0.0141196-0.0152687j -0.00753597-0.0187599j -0.0190662+0.0129088j 0.0390002-0.00827657j -0.00231261-0.00173724j 0.0122871-0.0347589j -0.0326547-0.00975932j 0.0398314+0.00231116j -0.0236959+0.0297104j 0.0242594+0.0204692j -0.000859629-0.0208024j -0.0201515+0.00844371j -0.0368969-0.0131053j -0.0334695-0.000220462j 0.0279933+0.016262j 0.0104001-0.00903984j 0.00304436+0.00778181j 0.00623355-0.00386216j -0.00104562-0.0190057j 0.0222221+0.00609997j 0.00578514-0.00846215j 
-0.00953331-0.0199721j -0.00474515-0.0382549j 0.00564915+0.0195027j 0.0218083+0.0144386j 0.0198997+0.0209027j 0.00123054+0.00442756j 0.0265906+0.0283402j -0.0115331-0.00239883j -0.0131793-0.0209715j -0.0324397+0.000753485j -0.0212764+0.0173899j 0.0742282-0.052068j 0.0201894+0.00534609j 0.0139993+0.00707938j 0.00459781-0.0588984j -0.0200207-0.0728295j 0.0104173-0.0525245j -0.00547056+0.0150664j -0.00434374-0.0188602j 0.0202474+0.0936653j 0.0171829+0.0280509j 0.0130629+0.0189882j -0.0282321-0.0763927j 0.00328137-0.0461756j 0.0272941-0.00886865j -0.0185855+0.00582232j -0.0600106-0.11168j 0.0602753+0.0428183j -0.0533888+0.0461017j 0.126893+0.0895411j -0.0290352-0.0358381j -0.142389+0.0915645j 0.00111159-0.0399258j -0.165141+0.0171057j 0.0152198+0.0243557j 0.0044585+0.0372672j -0.0323231+0.0427107j 0.00683568+0.000938067j -0.0145122+0.0988084j 7.32708e-05+0.00215185j 0.0163021+0.0255244j -0.0101281+0.00389925j 0.00216834+0.0305714j -0.0057301-0.0154864j -0.00731447+0.0200081j 0.0183039+0.0109987j -0.00203132-0.0187335j 0.0231095+0.0197843j 0.00285448-0.00546498j -0.00680419-0.00106448j -0.00962367-0.00486287j 0.0187857+0.0157629j 0.00651008+0.00551449j 0.00846512+0.000258573j 0.00596924-0.00412171j 0.00346102+0.00708809j 0.00416871+0.00593907j -0.00157875-0.0175115j 0.00280303+0.00919054j -0.000879165-0.000802906j 0.00670243+0.000764252j 0.00479575-0.00749826j -0.00336995-0.0117846j 0.00344331+0.00191008j -0.00484258+0.0111681j -0.00132679+0.00508935j 0.00443828+0.0118382j -0.00779204-0.0111956j 0.00996988+0.0253106j 0.0072491+0.0182996j 0.0350151+0.00769811j 0.00692166+0.0243022j -0.0162344-0.00728325j -0.0251193-0.0192872j 0.0051439+0.0247291j -0.00263145-0.000832208j -0.0150402-0.0206226j -0.020484-0.00686137j -0.0111242+0.0118391j 0.00760036-0.0249199j 0.00979058+0.0201317j 0.0133416+0.027049j 0.0211715+0.014057j -0.0118631-0.0243983j 0.0429642-0.0548134j -0.0238421-0.0688728j -0.00749122+0.0435309j 0.0297663+0.00129807j 0.0324102-0.0369209j 0.0139576-0.0131376j -0.00714893-0.0239904j 0.0198595+0.0045571j -0.0240228+0.00673454j -0.0210493-0.027272j -0.000302313-0.0231154j 0.00428768-0.00185339j 0.0145013-0.0102154j 
-0.0205647-0.00320598j 0.00563176-0.0236569j 0.00475674-0.0236007j -0.00272863-0.018614j 0.00737415+0.0113113j 0.0214486+0.00465507j 0.0255092+0.00958843j 0.0124244+0.012204j 0.0235692-0.00708699j -0.0149291-0.00678241j 0.0283933+0.00735917j 0.0398978-0.0482494j 0.00877486+0.0135302j -0.00808713+0.0402157j -0.0268938+0.00400564j 0.0334242-0.0258164j -0.042906+0.0215665j 0.028089-0.0214929j -0.016129+0.0258891j 0.0479275-0.0736513j 0.0078318+0.0311005j -0.014517+0.0585676j -0.0414639+0.0855236j -0.0165808+0.0425725j -0.0022806-0.0358616j -0.00156296-0.0357085j -0.0402661-0.0494721j 0.0651339-0.138454j -0.0188971+0.054044j 0.0204151+0.0383083j -0.00392503+0.0877047j -0.0525955+0.150789j 0.0601589-0.188433j 0.0134581-0.0976101j 0.0289921-0.00606314j 0.0132928-0.0603869j 0.0153839-0.0537502j 0.00455605-0.00166423j 0.0667699-0.159738j 0.00651802-0.000486295j 0.0237609-0.0392045j 0.00350275-0.0138897j 0.0196687-0.0400306j 0.0010042-0.0044076j 0.00337129-0.0100838j 0.000512264+0.0237157j -0.0122706+0.0141072j -0.00242853+0.0160296j 0.00805239-0.00370405j -0.0017482-0.0126449j -0.000959688+0.016071j -0.0132217+0.0203343j 0.00946501-0.00158366j -0.00452248+0.0167529j 0.00516839+0.0119361j -0.00423131+0.0164174j -0.0106136-0.00462473j -0.000291507+0.0145942j -0.00270055+0.0215311j 0.00206512+0.00771438j -0.0148831+0.025213j -0.00347573+0.0116205j 0.00811111-0.0212916j -0.00931623-0.012937j -0.00667051+0.00910085j 0.0070158+0.00193481j 0.000466843+8.40757e-05j -0.00894181+0.0193561j 0.000276943-0.0072345j -0.00608697+0.00539799j 0.00848325-0.00658301j 0.000624111+0.0064192j -0.00301058-0.00658809j 0.00422432+0.00119506j -0.022712+0.0101826j -0.00189196+0.00561048j -0.00516389+0.0106168j -0.0112201+0.00306405j -0.00431376+0.015015j 0.00993985+0.0173663j 0.00751369+0.00578107j 0.00148757-0.00325151j 0.00202539-0.038148j 0.016157-0.0247396j 0.0258622+0.00155356j 0.00474945-5.86994e-05j 0.0343125+4.65133e-05j -0.00793799-0.00452837j -0.0104556+0.0263486j -0.000254449-0.010118j -0.0337327-0.00498399j -0.0269366+0.00791831j 0.0300184-0.0171034j -0.00517199+0.0184904j -0.0239921+0.0202501j -0.0168724+0.00890872j -0.023358+0.0161688j 
0.0086092-0.0145233j 0.0263303+0.0259464j 0.0255705+0.000454423j -0.0115484-0.0310168j 0.0274129+0.0108281j 0.044993+0.0149074j 0.0191183+0.0363954j 0.0448197+0.0251335j 0.0216058-0.0105907j -0.0296271-0.053066j 0.0542698+0.0306165j 0.00668799+0.002301j -0.00810589-0.00407936j -0.0121125+0.00891516j 0.0522644+0.0300977j 0.0431519+0.0243689j 0.00500315-0.027759j 0.000989844+0.00369476j 0.0317395-0.00707636j -0.0461527-0.0471082j -0.0244496-0.00764797j -0.0284377+0.0107939j 0.0467957+0.032266j -0.020545-0.00963215j -0.0376309-0.0360953j -0.0195415-0.0194164j 0.0679307+0.0436258j -0.190247-0.129877j 0.053768+0.0499083j -0.213072-0.0704996j -0.137014-0.115978j 0.144374+0.108786j 0.120677+0.0742947j -0.0517297+0.0057331j -0.000405378+0.0288579j -0.0273398-0.0109432j 0.015388+0.0303797j 0.00235359-0.00842885j 0.00366038+0.0357191j -0.0219635-0.0141146j -0.0104318-0.00762381j -0.00941636-0.00409452j -0.00634367-0.013659j 0.00865627+0.00988776j -0.0251249-0.0281978j 0.00687562-0.00305572j 0.010105+0.00132667j 0.00788153+0.000442172j 0.00763235-0.004994j -0.00697836-0.00817898j -0.0062793+0.00476948j -0.00742186-0.00226941j -0.00328586-0.0133646j -0.00521715-0.0115059j 0.00174453-0.00578713j -0.00654702+0.00181435j -0.00463732+0.00263307j -0.00351673+0.00729718j 0.00655201+0.011427j -0.00893063+0.00757551j -0.00305452-0.00291499j -0.0107714+0.00112081j 0.0136384+0.00798249j -0.0131821+0.0171862j -0.00921279-0.00880194j 0.0102332+0.00484151j 0.0111771+0.00346655j 0.0129647-0.0099836j 0.000180293+0.0084824j 0.00702086+0.00659055j 0.000428601+0.0078106j 0.00589548-0.00286293j -0.00254748+0.0199787j -0.0052325-0.00590699j -0.00658304-0.00570191j -0.00251146+0.00379717j 0.00928407+0.000735446j -0.019769-0.0065767j 0.0129099-0.00267647j -0.012999+0.0121854j 0.0324393-0.00267631j -0.0662609+0.0115343j 0.0240579+0.0113482j 0.0798561-0.0369497j -0.0708995-0.00652413j -0.0238666-0.0223189j -0.00782572+0.0165978j 0.0150689+0.00829591j -0.00486283-0.023729j -0.0637104+0.000476147j 0.00525246-0.0104798j -0.000824036-0.00184433j -0.000478224-0.00205234j 0.023065-0.00930521j 0.0189863-0.00687486j 0.0096064-0.003648j 0.00412363-0.000769163j 
-0.035272-0.0104736j -0.017212-0.0475194j 0.0202638+0.0217636j 0.0659656+0.0248671j 0.0070148-0.000546865j -0.000802251+0.00656492j 0.0105764-0.00383587j -0.00757698+0.00525708j -0.00609476-0.0565947j 0.0278265+0.0310946j -0.0340078+0.0378484j 0.03352+0.0383869j 0.015372-0.0132309j 0.0294103+0.0466556j -0.00423853+0.0202372j -0.0349805-0.0673394j -0.0361626-0.0104275j -0.0218981-0.0155403j 0.00192623+0.0081824j 0.0158516-0.056843j -0.0177143-0.0357123j -0.0333829-0.0415377j -0.0121496+0.0626082j -0.0339026-0.0174651j 0.0452063+0.0454062j 0.0267118+0.0300817j -0.0138435+0.0124036j 0.0574308-0.0854141j -0.0350696-0.0323805j 0.00974486-0.0269351j -0.0953406-0.0506363j -0.0625356+0.0659435j -0.0248917+0.0757904j -0.000634288-0.0778527j -0.0817274-0.0352205j 0.0185515-0.024193j 0.0103898+0.00109974j 0.00944615+0.0242999j 0.0372874-0.0441388j 0.0107667-0.00839267j 0.0273456-0.00203109j -0.0131769-0.00043986j 0.0144089+0.00275508j -0.00372819-0.00317581j -0.00950592-0.0351028j 0.00928964+0.00633127j -0.000895513+0.0222464j 0.025049+0.0221253j 0.00688388+0.0086888j -0.0165944+0.00660884j -0.00107305+0.00751624j 0.00631407+0.021648j 0.00686313-0.00389138j 0.015186+0.0148268j 0.00865865-0.00414385j -0.00464079+0.0152776j 0.00194939+0.00768919j 0.0122984+0.0134757j -0.0105719+0.00601458j 0.00515289+0.0224002j -0.00189135+0.0239223j -0.00963596+0.0072018j 0.0157312-0.0104163j -0.0112522+0.014572j -0.00723416+0.0130972j 0.00255985-0.025386j -0.00703014+0.00536196j -0.00760753+0.00584843j 0.00764846-0.000694956j 0.0134986+0.0223721j 0.0143038-0.0044208j -0.00719059+0.0084256j 0.00168574-0.00794596j -0.000478661-0.015183j 0.0142214+0.0154943j 0.0141725+0.0082032j -0.0151044+0.00848531j -0.0133572+0.00738717j -0.0147707-0.00996533j -0.0122695-0.00291987j 0.0383523+0.00430409j -0.0191597+0.0561558j 0.0209458-0.0101596j -0.00394765-0.0221712j 0.00499669-0.0289222j -0.0320454-0.0483675j 0.00605899+0.0384824j 0.0263002+0.0340065j -0.0230624-0.0293133j 0.022912+0.000683381j 0.0373509-0.0311071j -0.0122031-0.000784012j 0.0171266-0.01559j 0.014396-0.00582594j 0.0215339-0.00900908j -0.00626234+0.010492j -0.0196213+0.00722073j 
0.0212638+0.0534648j -0.0273122+0.0236306j 0.0211897-0.0127241j -0.064254-5.20933e-05j -0.000479347+0.00203076j -0.0428066-0.0249385j 0.00586894+0.0109504j -0.0149024-0.0381358j -0.0516982-0.0428441j -0.0679393-0.0147365j 0.0169712-0.0317435j 0.0468051+0.0271797j -0.0256817-0.0153917j 0.028941-0.00892825j -0.0341526+0.0161526j -0.0427339+0.0154186j 0.0217389+0.0466986j -0.00253263-0.0119191j -0.0060269-0.0361113j 0.0104535+0.0902193j -0.0198906-0.0867349j 0.0161728+0.0277605j -0.0270781-0.102576j -0.0116245-0.0351379j 0.0599212+0.122993j -0.0227423-0.116205j 0.0750154+0.0870797j -0.0392744+0.133205j 0.014876+0.131578j 0.0126528+0.0215795j -0.0164033+0.0688029j -0.0445632-0.106666j 0.0497811-0.0310149j -0.0425582-0.0747998j 0.0124777+0.0347135j -0.0137824-0.0534587j 0.0195234-0.040056j -0.0116566-0.0284103j 0.00754588-0.00915547j 0.00441152+0.024277j -0.0178259-0.0174155j 0.00678569-0.0397418j -0.00378199-0.0240471j -0.00157961-0.0176619j 0.00591753+0.0500709j -0.004594+0.00843394j 0.00567731+0.0265128j -0.0025701-0.0101749j -0.0150928-0.0114774j 0.0187253+0.0133075j -0.0101042-0.0177172j 0.0127618-0.00236423j -0.011984+0.00456763j 0.000634937-0.0223553j -0.00831362-0.0149241j -0.00417351-0.00736597j -0.00271609+0.0311731j -0.0160801-0.0309777j 0.0129216+0.00928406j -0.00422377-0.0408125j 0.0208761-0.00592911j -0.00657937+0.00591824j -0.0316452-0.0154728j 0.0122314-0.0419513j 0.0150068-0.0203904j -0.0250356+0.00641092j 0.0242021-0.0153948j -0.00213174+0.0294002j 0.0285687-0.0237049j -0.00553234-0.00324716j -0.0206462+0.0363563j 8.3967e-05+0.0179573j 0.0244685-0.0103193j -0.0276757-0.0027269j -0.00629438-0.00203883j 0.00866273-0.0105654j -0.0626842+0.0116502j -0.00667514+0.00538784j -0.00423426-0.00871392j -0.033423-0.0029607j 0.00067622+0.00260505j -0.023169-0.00881699j 0.0288279+0.0181757j 0.00396331-0.0221616j 0.0217216-0.0123202j -0.0207999-0.0164879j 0.0110574+0.0190901j 0.0122649+0.00564551j 0.00222378+0.00910345j -0.0122091-0.0131538j 0.00994863+0.0108469j -0.00550972+0.000107117j 0.00906787-0.00613844j 0.0221557+0.0163649j 0.00450943-0.00144807j -0.00393464+0.00309814j -3.94395e-05+0.0102788j 
0.0103229-0.018427j 0.0252127+0.00299637j -0.0401636-0.0316288j -0.0211007+0.00156716j -0.0372709-0.0198437j -0.029646-0.0338913j -0.0271622-0.0407416j -0.000788227-0.00875367j -0.00763493+0.018471j 0.0108531+0.0286733j -0.00402683-0.03092j 0.0126707+0.0420567j 0.0145144+0.0128588j -0.0359259-0.0204275j 0.0335265+0.0294292j 0.0461259+0.0199655j 0.013698-0.0175076j 0.0284502+0.0136754j -0.0358745-0.013555j 0.0113385+0.00661783j 0.0513823+0.0738983j 0.0358589+0.0287442j -0.0394961+0.00572342j 0.00842472+0.047787j -0.0863844-0.0636179j -0.0108478+0.0276769j -0.0761081-0.09075j 0.033127+0.0444327j 0.0640125-0.0508138j 0.0262915+0.0872962j 0.0489111+0.0978403j 0.082337-0.0201576j -0.025431-0.0531297j -0.0747003-0.0365313j 0.0408003+0.0459129j -0.0116209+0.00493738j -0.00419708-0.024826j -0.0102574-0.00177776j 0.0286388-0.0440219j -0.00139941-0.00376757j -0.00288327-0.000887831j -0.00184977+0.00438864j -0.0173857-0.00808235j 0.00302143-0.00302736j 0.0148692+0.000950887j 0.00839603+0.00725739j -0.0147031-0.0163123j -0.00144686-0.00149478j -0.00776303+0.00516086j -0.00934383-0.00127047j -0.0080942-0.00271464j -0.0011744+0.00403962j 0.00369059+0.00468422j -0.0139073-0.0151528j 0.00298448+0.0196645j 0.00291096+0.0111394j -0.00741967-0.0171487j 0.00462307-0.0174012j -0.00520791+0.0178402j 0.00137247+0.00692407j -0.00122733-0.00790317j 0.0158003+0.0233431j -0.00137695+0.00281134j 0.00356257+0.00375165j 0.00343519+0.00783238j 0.0164659+0.0185128j 0.0034024+0.0194824j 0.00243324-0.00841003j -0.00473456-0.000946973j 0.000817785+0.0049737j 0.00281343+0.0207644j 0.00805916+0.0134626j -0.00677567+0.00761681j -0.00712503+0.00894999j -0.00395164-0.0361131j -0.0184937-0.0494489j 8.83653e-06-0.016123j 0.0344301-0.0132425j 0.0186891+0.0309458j 0.0326759+0.0111835j 0.00332694-0.00223758j 0.0269282+0.0176747j -0.000209757+0.0703292j 0.0126895-0.0297213j -0.018986-0.0390915j 0.0119242-0.0312205j 0.0197504+0.0358705j -0.0123355+0.0139082j -0.060041-0.00973222j 0.0164232-0.0185461j 0.0453345-0.0227008j 0.00575166-0.00306768j 0.000631206-0.0191857j -0.00225299-0.00218759j 0.0182605+0.00275808j 0.00383456-0.00771138j -0.0115996-0.00185227j 
