0.0395972+0.0179578j -0.00893526+0.0125653j 0.0242572+0.00089595j 0.00189492-0.0155849j 0.0391546+0.0153977j 0.0403514+0.0152994j 0.0244074-0.0149484j 0.00845009+0.0163032j 0.0104996+0.0178793j -0.00859717+0.0113954j -0.0141797+0.0158321j -0.0376487-0.00608275j 0.0681653+0.010033j 0.0528859+0.0546837j 0.00378893-0.0479043j -0.0904903+0.0676789j 0.0824538+0.0587972j -0.0460373+0.0280315j 0.0495004+0.0162529j 0.00916738+0.0165624j 0.00906017+0.0167329j 0.0247149+0.0160098j -0.0217143-0.0154602j 0.0134018+0.00748171j -0.0438834-0.0139909j -0.027424+0.0136449j -0.0298316+0.032142j 0.015989+0.00915384j 0.0184525+0.00382824j -0.01068+0.0338416j 0.0489654-0.00806632j 0.00607403+0.0124386j 0.0418518+0.00947769j -0.0542387+0.0207546j -0.12224-0.0181872j -0.0193388-0.0854152j 0.00347701+0.00180237j 0.0132936+0.0545186j -0.101348+0.0148035j -0.00737086-0.0317122j -0.0483408+0.00898402j -0.0128549+0.044088j -0.0722603-0.00522302j -0.00348343+0.0151521j -0.0294539+0.016863j 0.0301728+0.0113091j 0.0536987-0.0198491j -0.00198285-0.0291665j 0.0133169-0.0149945j -0.0175416-0.0260141j 0.0116331+0.000611283j 0.0219922-0.00436168j -0.0131933-0.00663549j 0.0176208-0.00266664j 0.0132329-0.0073413j 0.0145496-0.0134935j 0.00574068-0.0184508j 0.0279166+0.00965601j 0.0277809+0.00215671j -0.000230785-0.00861636j 0.0152101+0.00677568j 0.0141934-0.00596445j -0.0252264+0.0100489j -0.0112099-0.0134306j -0.0128544-0.0059092j -0.0131027+0.0114897j -0.0185603+0.0105541j 0.0332105-0.000808388j -0.0240386+0.0110611j 0.000915256+0.000565447j -0.00288926+0.00444059j 0.00550202+0.00379057j -0.00229511+0.0111878j 0.0056051+0.00685412j -0.00534464+0.00158655j 0.00465999-0.000160467j -0.00201373+0.00369893j 0.0135329+0.000568613j -0.00800683-0.0044995j 0.0201441+0.00109567j -0.00606871+0.00731024j 0.00659599-0.0064147j -0.0195518+0.0077336j -0.00128834-0.000702969j 0.0188469-0.0102454j 0.016715-0.0070193j -0.00500182+0.00470576j 0.0109376+0.00287938j 0.00802785-0.0095821j -0.00828729+0.0180428j 0.000636084-0.00395021j -0.0026151+0.00601837j -0.0284345-0.000211644j 0.00290529-0.0246374j -0.039091+0.0260712j 0.0920559-0.0122182j 0.132127+0.00865905j 
-0.00955218-0.0270355j 8.3016e-05+0.0296984j -0.00470557+0.00458367j 0.032868+0.0305102j 0.0191308+0.00458369j 0.0312884-0.000263155j -0.00268239-0.0219553j 0.00588802+0.00717658j 0.0126647-0.0133011j -0.00751432+0.0169484j 0.00632327-0.0390415j 0.0380668-0.0459182j -0.0144875+0.023791j 0.00681304-0.00761987j 0.0241086+0.0445304j 0.0141792+0.014133j -0.0163753-0.0284944j -0.0122941+0.0800195j 0.00276351-0.099829j -0.0820082+0.00291916j -0.0151905+0.0736902j 0.0112433+0.101282j 0.0239631-0.0637721j 0.0622153-0.0615741j 0.090984+0.0517914j -0.0856199-0.0690288j 0.0267445+0.148318j 0.119055+0.0657126j -0.130847+0.000277495j 0.0355905-0.0979686j 0.00265337-0.0282831j 0.0957775+0.0255841j -0.00353648-0.00659071j 0.0303995-0.0992944j 0.0249844-0.0492081j 0.00312679-0.0373664j 0.00691042+0.0238098j 0.000246939-0.0205275j -0.00610705+0.019812j -0.0045725-0.0099981j 0.00114035-0.0154453j 0.0134009-0.065326j -0.00342608+0.0205805j -0.00871181+0.020439j -0.0270973-0.0793748j 0.0128439+0.00527675j 0.00706507-0.0113495j -0.00855691+0.0393652j 0.031232+0.0102767j 0.00717987-0.0235036j 0.0171794-0.0363365j 0.00305195-0.00890634j 0.00814512+0.00269161j -0.0219374-0.0124706j -0.0131359-0.00411189j 0.00460923-0.0109025j -0.0166968-0.00353736j -0.011423+0.00730226j 0.0026147+0.0162801j -0.0237745-0.038513j 0.00790105-0.0330737j -0.0274289-0.00198106j -0.0103205-0.022382j -0.0034065-0.014219j -0.0136094+0.00974654j -0.00863927-0.030823j -0.0114693-0.0251534j 0.00869687-0.0228084j 0.00118201+0.0127794j -0.0194732-0.00504449j -0.0111712-0.00815316j 0.0152609+0.0150436j -0.0112445-0.0156754j -0.0239648-0.017147j 0.00140549+0.000161245j 0.00854542-0.0114767j -0.00607663-0.0186651j 0.0137629-0.0149724j -0.0235274-0.0129607j -0.00802655+0.01546j 0.0287734-0.0258804j -0.0157121+0.00848777j 0.0124757+0.00290927j -0.0143085+0.00360926j -0.0152216+0.011876j -0.0268395+0.000747999j 0.0241931-0.00153476j 0.0192173+0.00928269j -0.00334098+0.00947925j -0.00386021+0.00537804j 0.00351669+0.00782194j -0.00492002-0.00832612j 0.00410197-0.00126381j 0.00601956+0.00200554j 0.035196-0.0010185j -0.00826788+0.0032056j -0.00937866-0.00278938j 
0.00456256+0.0183632j -0.00651226-0.00866711j 0.02604-0.0101296j -0.0113194-0.0217265j -0.00927539-0.00438646j -0.0240752+0.00131657j -0.0221296+0.0245026j 0.0255518-0.00129868j -0.0125895-0.0570535j -0.0247151+0.0293031j -0.0126146-0.00690806j -0.00878074-0.038085j 0.0259392-0.00795466j -0.00518754+0.0248573j -0.0022272-0.00575148j -0.0127934-0.00255271j 0.00719308+0.0118676j 0.0172504-0.00895453j -0.034636-0.0383552j 0.0507049+0.0221101j -0.0743468-0.0722475j -0.0443389+0.0472128j -0.0656215+0.119947j 0.0454038+0.0566526j 0.0327756-0.0551764j -0.125637-0.0374731j 0.0615828-0.0680338j 0.0571635-0.100857j -0.097589-0.0340327j -0.0213093+0.0404642j -0.0254973-0.119452j 0.085105-0.0513056j -0.0319797+0.0317762j -0.037861+0.082738j -0.0189733+0.0477374j -0.0157707+0.0159296j 0.00999528-0.0107091j -0.0160644+0.00857534j 0.00156871-0.00569469j 0.000337237-0.0130997j -0.0196881+0.0169564j -0.0158608-0.0256055j -0.00683733-0.0115711j -0.00101781-0.0206678j 0.0122831-0.0152405j 0.0107209-0.0189269j 0.00273757+0.045491j -0.00881109-0.0413246j -0.0105994+0.000897302j 0.00945098+0.00400934j -0.0115702+0.023226j -0.0074055+0.010675j -0.0266921-0.0294174j -0.0172554-0.0182498j -0.0140252-0.00130842j -0.0141558-0.0182684j -0.00127383-0.00115483j -0.0127513-0.0117131j -0.0106008+0.013734j -0.00409067+0.00267231j -0.0316962+0.00370215j -0.0234344+0.00335471j 0.0121587-0.0416156j -0.0143795+0.0356819j 0.0047988-0.00150167j 0.0094309+0.000167569j -0.0114846+0.0215518j -0.0246679-0.00221579j 0.00145567+0.00826201j -0.0131486-0.0474066j 0.0182038-0.0296603j -0.00147839-0.0166176j 0.0101331+0.0311947j -0.00259572+0.0146859j -0.00378034-0.0373086j -0.0190178+0.0144565j 0.0363436-0.00560902j 0.014587+0.0122338j 0.0113316+0.014542j 0.0171059+0.00116504j 0.0194327+0.0126474j 0.00055234+0.00795349j -0.0170847+0.0260091j 0.00545379+0.0147182j -0.01869+0.0225275j 0.01667+0.0225508j -0.0204182-0.0116013j -0.0252271+0.000309533j 0.00570452+0.0043011j -0.00538941-0.00874388j -0.00543077+0.0015283j 0.00871856+0.00120525j 0.00137754-0.00454985j -0.00674999+0.00343075j -0.0250634+0.00357097j 0.00687157+0.00206731j 0.000105355-0.000136729j 
-0.00396569-0.0234978j 0.00872973-0.0146209j 0.0134304+0.0124502j 0.0136297+0.0333897j 0.0341349-0.0190531j 0.00960201+0.011612j -0.026613+0.00485251j 0.0042712-0.00042873j -0.0158791+0.0053118j -0.010777+0.0161265j -0.00516789-0.0237364j -0.00284528-0.0130216j 0.00993475-0.000431166j -0.00379618+0.0239631j 0.00186666+0.00627061j 0.00278859-0.0226914j 0.011137-0.0330946j 0.00750302+0.0285233j -0.00216378-0.0287745j 0.0054882-0.0107065j -0.0137782+0.0671946j -0.0165674+0.0969519j -0.0598008+0.0760198j 0.0980472-0.0296542j 0.124565-0.027698j 0.0219312-0.0176308j -0.0425335-0.0182544j 0.0600082-0.0916677j -0.0928353+0.104691j -0.0780508+0.0850046j 0.00425751-0.0312972j 0.103004-0.153799j 0.0118739-0.025576j -0.0289166+0.0472803j -0.011149-0.00178627j -0.0129787+0.0188955j -0.00414206+0.00942431j 0.00022697+0.000221652j 0.00775451-0.0272607j 0.0015931-0.0152327j 0.00145524-0.00184597j -0.00394144-0.0196676j 0.00588388+0.0189031j -0.00820232+0.0035222j 0.00264103-0.0496887j 0.0111269-0.00985663j 0.0119882-0.00287998j -0.00514565+0.0046602j 0.0206267+0.00447728j 7.98375e-05+0.00466068j -0.0105863+0.000477795j 0.00195265+0.0139714j 0.0237425-0.0096874j 0.0101872+0.0116899j -0.00963894-0.00502713j 0.00559943+0.000275129j 0.0153063-0.00616147j 0.0378212+0.0110986j 0.0189592-0.000438548j 0.0171853+0.0250813j -0.00636953+0.0112542j 0.0242208-0.0325309j -0.022114-0.0201261j 0.00340047-0.0140273j -0.00893669-0.0121242j 0.00940324+0.0108687j -0.00729391+0.00786381j 0.0168052-0.0239337j 0.0139153+0.00916807j -0.00803825-0.0173406j 0.0066388+0.0219237j 0.0304435-0.0103992j 0.0241078-0.00716872j 0.00714059+0.0066134j 0.00152694-0.00654128j -0.0144188-0.014664j -0.0161765+0.00556391j 0.0270359-0.00158898j 0.00669054-0.0146966j -0.000538431+0.0159373j 0.0520824-0.00185629j -0.0192315-0.000915594j -0.00737549-0.00329628j 0.00945277+0.00717136j -0.0150926+5.37685e-06j 0.0109499+0.0199586j -0.0082189+0.00612232j -0.0148948+0.00481617j -0.00911748-0.0130139j -0.0153345-0.00698707j -0.000170679-0.00461473j 0.00411993-0.00892651j 0.000813261+0.00339174j -0.00570124-0.00397906j -0.0128411-0.00649624j 0.00195598+0.00570519j -0.00257663-0.00296717j 
-0.051317-0.0244049j 0.000512611-0.0139094j -0.0115026+0.00698031j 0.0503021+0.105464j 0.0537252+0.0232237j -0.00422998-0.00307088j -0.00909775-0.0126271j 0.00457157+0.0420891j -0.000391494-0.000374959j -0.0124185-0.0238162j -0.028146-0.0118765j -0.000606797+0.0124337j 0.0262724-0.0204567j 0.0365546+0.00335659j 6.06208e-05+0.00380594j -0.00941279-0.0140058j -0.0532752-0.0120348j 0.0435247+0.106427j -0.0197442-0.0733597j 0.094337+0.0496411j 0.00908355+0.00641196j 0.0416047+0.0790711j -0.0343253-0.0109978j -0.0285307+0.12068j -0.000708889+0.0634617j -0.137575-0.018778j 0.0935121+0.055204j -0.0516591+0.00879541j 0.0481902-0.0904504j 0.0436497-0.013323j -0.016836+0.0162964j -0.0354398+0.103383j -0.0194259+0.0453016j -0.00296029+0.0118375j -0.0189552+0.0271597j -0.0226235-0.0240053j 0.0312341+0.0140001j -0.00980979+0.0330027j -0.00400281-0.0402793j -0.00516021-0.054554j -0.00744746-0.00362751j -0.0169899-0.0309866j 0.0143586+0.0915354j -0.037806-0.00728102j 0.00402195-0.0809057j 0.029942-0.0159171j 0.00479448+0.0377515j 0.00699676+0.0251769j 0.0247787+0.00801081j -0.0322667+0.0120141j 0.0131205+0.0162544j 0.0191556+0.022273j 0.0055065-0.029593j 0.00584057-0.0145447j -0.00918538-0.022238j -0.00211179-0.0137105j 0.0293378+0.0287853j 0.0317794-0.00721661j 0.00238099-0.000524384j 0.00404074-0.00915615j -0.0129285+0.0284835j 0.00981122-0.0294412j -0.00667283+0.005971j -0.00514068+0.000199403j 0.023134-0.0165079j 0.00870643+0.0246591j 0.00575627+0.0379262j -0.0155739-0.0135317j 0.0161706+0.0123381j 0.0149471-0.0476168j -0.0207445+0.00834735j -0.0160207-0.0358262j 0.0161979+0.0189506j 0.0106701+0.0159571j -0.00410661-0.0296763j 0.0283969-0.0121386j -0.00835687+0.027059j -0.00618306-0.00412293j 0.00967988+0.0176944j 0.00032943+0.0144826j -0.0232066-0.000182262j -0.00135072+0.00499875j 0.00596259+0.00101006j -0.00282109+0.0108015j 0.0161957+0.00652103j 0.00896996+0.0123375j -0.0211238-0.00103157j -0.0124382+0.00372038j 0.0123381-0.0168911j 0.00174121-0.00513825j 0.00559386-0.00685879j 0.00538658-0.00421221j 0.00593032+0.00235412j 0.0105552-0.00349215j -0.0152796-0.00202423j -0.000170377+0.00589337j 0.00718906-0.00653584j 
0.0224249+0.0217253j -0.00376287-0.00332721j 0.00740155+0.00159671j -0.00591197-0.0293871j -0.0386878-0.00855833j -0.00628993+0.00793103j 0.00435217+0.0241985j 0.0101824-0.00287238j -0.00317519-0.0113932j -0.0132796-0.0023741j -0.0104541+0.0105013j -0.000438641-0.00997621j -0.00854757+0.0143827j 0.00970711+0.00940851j -0.0119414-0.0157629j 0.00868927-0.00264496j 0.00703346-0.0034864j -0.0436875-0.0681784j -0.00482296-0.00455532j -0.00907008+0.0114069j -0.0455094+0.031835j -0.0346238-0.0531095j -0.0192524-0.0180254j -0.117013+0.040963j -0.101265+0.0178921j -0.124697-0.017905j -0.0605606-0.0230228j -0.030764+0.0390515j -0.127917-0.0125092j 0.0370221-0.0756177j -0.00773281-0.038223j 0.031134+0.0279129j -0.0166926-0.0116253j 0.055798-0.0311634j 0.0415951-0.0153157j 0.0164981-0.00315331j -0.0053641+0.000246786j 0.00106727-0.0189571j 0.0151292+0.0305594j -0.00651874+0.0140415j 0.0081909+0.010103j 0.00741677-0.00802599j -0.00397613-0.0617656j 0.0182458-0.002826j 0.0179274+0.0395593j 0.00115295+0.0180763j 0.022058-0.0115385j 0.00972412-0.00158061j -0.0190278-0.0248406j 0.00853862+0.00150116j -0.0252023-0.00448595j 0.000884018+0.0160477j 0.030683-0.0152127j 0.0326297+0.0416581j -0.00344249-0.0247563j -0.00262248+0.0199209j 0.0245341+0.0145562j 0.0330169+0.0434532j 0.0276632+0.0229783j 0.012376+0.0296853j 0.0168916+0.0423775j 0.037567-0.0607643j -0.0241572+0.0233844j 0.0178726-0.0549177j 0.0148275-0.0155732j 0.00276469+0.0351276j 0.00810702+0.036336j 0.0274205-0.0333513j -0.00791447+0.0216609j -0.00075511-0.0157082j -0.00238197+0.0575828j -0.00474612-0.0137422j -0.00867927-0.04373j -0.0104709-0.0146537j -0.00750946+0.00192785j 0.00525137-0.0134422j 0.00992414+0.00935265j -0.0101544-0.0184522j 0.00966571-0.00756788j 0.000545879+0.00928234j -0.0169993-0.00564871j 0.00281462-0.00609766j -0.00521067+0.00281308j 0.00521234+0.00416306j -0.00633175+0.0090907j -0.0121758-0.00300393j 0.00357508+0.00756846j 0.0152452+0.0124003j -0.00677682+0.00280546j 0.00318758+0.00307649j -0.00727361+0.00424164j -0.0104382-0.00346509j -0.00631987+0.00571217j -0.00462873-0.00187917j 0.000500974-0.00773186j 0.00449905+0.00178258j 0.00528445+0.0068665j 
-0.043908-0.0423443j 0.0318161+0.0412347j -0.0218408-0.0554064j 0.00629899+0.0339225j 0.00878377+0.0332163j -0.0292356-0.00992101j -0.014336+0.00542954j -0.0140371-0.0174508j -0.0101507-0.0158075j -0.0125113+0.0404498j -0.0215615+0.0141392j -0.016064-0.0128507j 0.0149682+0.00914335j 0.0106384-0.0286708j 0.0136923+0.0134691j 0.0178421+0.0346062j -0.0229955+0.00187162j 0.0505616+0.0956726j 0.0268448+0.20975j -0.0594309-0.0812151j -0.0321102-0.183883j 0.0043717+0.0573484j 0.0622231-0.09966j 0.0346042+0.0109781j -0.0722317-0.00772313j -0.0610431-0.0206588j -0.0133144-0.0546658j 0.0162836+0.0349356j -0.0786717-3.34474e-05j -0.00537539+0.00900839j -0.0363836+0.0245502j 0.0283645+0.0299393j -0.00553471-0.0059976j 0.00302736-0.020513j 0.00158612-0.0393087j 0.01014+0.000348489j 0.0102415-0.00570595j 0.00974183-0.0064709j -0.0106153-0.018866j 0.00676575+0.0223369j 0.0112831-0.0307415j -0.000797723+0.0954845j 0.0190621+0.142458j -0.0219522+0.0265811j -0.0232888-0.0103801j -0.042839-0.0330125j -0.00532463+0.0150294j 0.00408154+0.0067616j 0.0486673+0.00645367j -0.0348756-0.0648295j -0.00632473-0.00238079j 0.0184918+0.00363156j 0.00353044+0.000450139j -0.00999832-0.00705275j 0.00105208-0.00588034j -0.0064466+0.0121569j 0.014048-0.00499109j 0.00895322+0.0122706j 0.00128187+0.0143045j -0.0119173+0.00138096j -0.00911291-0.00848235j -0.00820669-0.0113317j -0.00863102+0.00945066j -0.00952299-0.0229996j 0.00853586+0.000528477j -0.00812433+0.00779064j -0.00889614+0.00508478j 0.00172983-0.0109757j -0.0103258+0.0133151j 0.00223422+0.00731947j 0.0144469+0.00063506j -0.00475848+0.0109345j -0.0160924-0.0186356j -0.0136948-0.00277824j -0.00226337+0.0122243j -0.00145604-0.000918339j 0.0125244-0.0074436j 0.007283+0.000636234j -0.00315603-0.0116912j 0.013883+0.0124647j -0.0177583-0.0047833j -0.0102211-0.0115571j -0.00936527-0.0122786j 0.011495-0.0036327j -0.01299-0.0091989j -0.0198612-0.00745807j -0.00691815+0.000570695j 0.00531608-0.000738192j 0.0045615-0.00890563j 0.0146437+0.00624244j -0.0172916-0.00597114j -0.00211649-0.00279479j -0.00937794+7.66039e-05j -0.00552907-0.00754329j 0.00763572+0.00290625j -0.00094323-0.00933261j -0.000592164-0.00316929j 
-0.00944745-0.0145737j 0.00366351+0.00186073j -0.0125547-0.030667j 0.0465306+0.031224j -0.0337865+0.00752814j -0.0127092-0.0436803j 0.0118982-0.0193775j -0.0184721+0.0463167j 0.022614-0.0330176j 0.0276529-0.0249072j -0.0349667+0.010359j 0.00339588-0.00594965j -0.00179813+0.0123321j -0.00467312-0.0130493j 0.00665003-0.0151822j -0.0108182+0.0228978j -0.0508339-0.0138638j -0.0105866+0.0180809j -0.00996601+0.063357j 0.0769691+0.0254449j 0.0194605-0.00620642j -0.0571155+0.0421046j -0.167157-0.0352126j -0.0472042-0.0423841j -0.0542633-0.0850628j 0.0274145-0.0871306j 0.145011+0.0274903j -0.0401965+0.0684472j -0.0997897+0.180435j -0.0383524+0.0422306j 0.0244898+0.0365431j 0.0409197-0.0494729j 0.0051114-0.0677928j -0.0339093+0.00539556j 0.014908-0.0434396j 0.0143623-0.0304317j 0.0084583+0.0126371j -0.0149422-0.0144327j -0.0334289+0.0257131j -0.000684124+0.00913971j -0.0151296-0.00910818j -0.010607+0.0274763j 0.0084158+0.0244623j -0.0127983-0.0154614j 0.00522126+0.0176745j -0.0182689+0.00796241j -0.0160737-0.0067168j 0.0022023-0.0015305j 0.000841208-0.00212195j -0.0137433-0.0156586j -0.0123008-0.00151685j 0.00711734+0.0124988j -0.00669873+0.00259645j -0.039573-0.01359j -0.000223198-0.0096926j 0.00717371-0.0099666j 0.00169139+0.0040762j -0.00272119-0.0339616j -0.0134116+0.0220747j -0.00366037-0.023335j -0.00511135+0.00965778j -0.013023-0.0122716j -0.0196592-0.025687j 0.00341747+0.0170232j -0.00604262-0.0305396j -0.00238374+0.0205062j 0.00700375-0.00600752j 0.00122001+0.0166582j 0.0264948-0.0154583j -0.000326282-0.0350539j -0.00305903-4.43531e-06j 0.0274228-0.00808582j 0.0211456+0.00314797j -0.0167008+0.0200994j -0.0218173-0.00997779j 0.00126922+0.0129501j -0.00873736-0.00277888j 0.0218381+0.00709032j -0.0198676+0.0174365j 0.00497546-0.0214915j -0.0110926+0.0398955j 0.0117671-0.0277722j 0.00763999+0.0232495j 0.0102229+0.00447834j 0.00354036+0.0135943j -0.00713934-0.0102278j 0.0116452-0.0168167j 0.0202429+0.00351694j 0.0162433+0.0175047j -0.00259421+0.00389016j -0.00614418+0.0148916j -0.00750826+0.0106797j -0.00841868-0.00102879j -0.00138973+0.00317449j 0.0170009+0.00856114j 0.000568242-0.00961628j -0.00534397+0.000261726j 
-0.00554863+0.0184209j -0.0333539-0.0125826j 0.0206188+0.0177985j -0.0344066-0.0279994j -0.0349714+0.0134384j 0.0169157+0.0138842j -0.0193743-0.0039183j -0.00384562+0.0294608j 0.0147456+0.00956848j -0.0128245+0.0121448j 0.00158297+0.039131j -0.00491757-0.00181022j -0.0111595+0.00968078j 0.0184791-0.00663895j -0.0357038+0.0161593j -0.0430238+0.00204938j -0.0129237+0.00754011j -0.00453721-0.0498774j -0.0303116-0.0678034j -0.036066-0.0454196j 0.0409593+0.0539911j 0.021887-0.000289404j 0.030835+0.101568j 0.0559346+0.130989j -0.116179+0.0408111j 0.0690883-0.0534961j 0.136153-0.03055j 0.0447693+0.0581981j 0.0177679-0.0902399j -0.0147027+0.0125449j -0.00168485-0.112722j -0.0254022+0.0934013j -0.0229306-0.0286325j -0.0351784+0.0510465j -0.00131256+0.0434232j 0.0192616+0.0411825j 0.015618-0.0232194j 0.00494183+0.00794991j 0.00174547-0.00609422j -0.00187106-0.00487454j -0.00511636+0.0321894j -0.00225635-0.0267387j -0.0183273-0.0646112j 0.0243641+0.00869052j -0.037002-0.0220374j 0.0110114+0.00832469j -0.0150243-0.0220793j -0.0347886-0.0049203j -0.0235081+0.0145818j 0.00216826+0.0101825j -0.0243144+0.0121124j -0.0101982-0.0481085j 0.00980527-0.00333366j -0.0302351-0.0233799j -0.00166943-0.00180759j -0.0196435+0.0167799j -0.0200855-0.0206148j 0.00187369-0.0177404j -0.0164679+0.035886j -0.00866604-0.00414463j -0.00702649-0.0223187j -0.00338977+0.00622789j -0.00218511+0.00583029j -0.0257999+0.0238938j 0.00335693+0.0111302j 0.0107952+0.00726979j 0.0145213+0.00136659j -0.0120894+0.0121133j 0.01074-0.00327292j -0.00212408+0.00430852j 0.0043345-0.0538066j -0.0058512+0.0198833j -0.00804153-0.0212413j -0.0100008-0.000501184j -0.00553251+0.00443453j 0.0313395+0.0236212j 0.0157009-0.00337445j 0.0234816+0.00581453j -0.00370016+0.0159778j 0.0169795-0.0134566j -0.0312859+0.00204062j 0.0265848+0.0160627j 0.0146301+0.00158185j 0.0110143-0.00463535j 0.010423-0.00229351j -0.0228954+0.00531964j -0.0141607-0.00181109j -0.00901389-0.0106066j 0.0388684+0.00125352j 0.0147218-0.0165935j -0.0236515-0.00513779j 0.00674096-0.00175694j -0.00126546-0.00252836j 0.00422433+0.00322837j 0.00234326-0.000828955j -0.0138947+0.00360147j 0.00973441-2.76743e-05j 
0.00716215+0.012889j -0.0064147-0.00440504j -0.0134125+0.0125575j -0.00871344-0.0345311j -0.00203344+0.0166664j 0.00663404-0.0392822j 0.00989968-0.00593348j 0.0111842+0.0082006j -0.00894035-0.0146261j 0.011579+0.0103214j 0.0262303-0.0188373j 0.000750596+0.0145757j 9.78393e-05-0.020564j -0.0151131-0.00369879j 0.0156971-0.0130058j 0.0044431-0.00495865j 0.0150513+0.0373347j 0.00394298+0.00207722j 0.00343806-0.0433412j 0.00456811+0.0652884j 0.0126938-0.0415258j 0.0102454-0.0771943j 0.0557648-0.0419698j -0.0760337-0.0525678j 0.0611093-0.0255891j -0.0934693+0.0633588j 0.0121526+0.0543969j 0.0634391-0.0574282j -0.026332-0.00318751j 0.0126852+0.0173909j -0.00342375+0.0910221j 0.0282187-0.0141714j -0.00302669+0.0545975j -0.00407878-0.00186592j -0.0160943+0.0102495j -0.0106049-0.0295917j -0.0153911+0.00497504j -0.00908086+0.0206844j -0.00432177+0.0146298j 0.0154292-0.00159557j -0.0042065+0.00153573j -0.00735946-0.01722j -0.00421683-0.0102012j 0.00034005-0.0131039j -0.0264492+0.0309836j -0.0112217-0.00161297j -0.0148994+0.0204162j -0.0439116-0.00883134j -0.00462939+0.0162195j 0.0154637+0.00781965j -0.0410363-0.0252588j 0.0236375-0.0348422j 0.00179575+0.0148561j -0.0443098-0.0356428j -0.0154906-0.00237368j -0.0136869+0.0505721j -0.0142201+0.0127013j 0.00958669-0.0395541j -0.0186358+0.0498588j -0.0175638+0.0183155j 0.0155052-0.00966283j -0.0155533-0.00882349j 0.0291975-0.00165962j 0.00913292+0.0172635j -0.0153869+0.00539606j -0.00125825-0.0148105j -0.00753142+0.00012366j -0.01831-0.0054199j 0.00622248-0.0199468j 0.0014163-0.0178302j -0.00903044-0.0358585j -0.0251374-0.0135778j -0.000244776-0.0259406j 0.011286-0.00431485j 0.0115926-0.0022855j -0.0190933+0.0292885j -0.00299026+0.00777348j -0.0387752+0.0351383j 0.00469744-0.00920011j -0.0132677+0.00225307j -0.00579721+0.00475471j -0.00236425-0.00600915j 0.0067041+0.0131059j -0.0113692-0.00548996j 0.00379815-0.00959916j 0.0241449-0.0100161j 0.0107266-0.0104373j 0.00353919-0.00643748j -0.00762374+0.00934923j 0.00402888+0.00745783j 0.019892+0.00109936j 0.00160607+0.00519695j 0.00309668-0.00862569j 0.00134609+0.00477549j 0.000801324+0.00758567j 0.00507802-0.00390422j -0.00817784+0.00101933j 
-0.00611761-0.00740336j -0.00115032-0.000742926j 0.0107824+0.0192303j -0.0373568-0.0114769j -0.00861178-0.0105241j 0.00802739-0.00498165j 0.0246996-0.0898388j 0.0146053+0.0139338j -0.00227196+0.0325221j 0.0185668-0.0251868j 0.0313575-0.00258414j -0.00478264+0.0164206j 0.0251931-0.0415609j -0.00259202-0.0227701j 0.0109402+0.0229739j -0.019091+0.01062j 0.0135558+0.0185569j -0.0163385+0.0316507j 0.0332794-0.0159738j -0.0858074+0.0183382j -0.0995277+0.0788821j -0.0548678+0.112465j 0.147951+0.0184727j -0.110498+0.0621693j -0.0207156+0.00831438j 0.0777144-0.115226j 0.116998-0.0682158j 0.130684-0.0716112j -0.0297585+0.0921415j 0.0711032-0.0258779j 0.0334804-0.035293j 0.0285424-0.0390459j -0.0123862+0.0148104j -0.0318049+0.0472319j 0.0108994-0.0177375j 0.0214564-0.00230015j -0.0176438+0.00376304j 0.00184153+0.00920395j -0.00693332-0.00324802j 0.0213471-0.00246343j 0.0136775-0.00202905j 0.00968239-0.0166915j -0.0218948+0.0107711j 0.00234805+0.0263005j -0.0225056-0.0123796j 0.0152845-0.0259966j 0.0108977-0.022167j -0.000704489-0.00770158j -0.00507487-0.0127861j -0.0326893-0.0109496j -0.00656486+0.00511075j -0.000183006-0.0357288j 0.00524088+0.00186088j 1.44922e-05-0.00464127j 0.0264922-0.0471413j 0.00587312-0.00704126j 0.00788814-0.0186212j -0.0106872+0.0180338j 0.00655359-0.00862915j 0.00410258+0.0173507j -0.00889346-0.00733164j 0.00911912-0.0354019j -0.00179161+0.00815924j 0.016448-0.000906843j -0.00127313-0.0035969j 0.0231431+0.0333709j 0.027447+0.0222881j -0.0325738-0.00510025j 0.0573888+0.0216802j 0.0117478+0.0118902j 0.0109617+0.0250685j 0.0041535+0.0436904j 0.0342016-0.0240636j -0.0106619-0.0124608j 0.00760525+0.0138207j 0.0293969-0.0014221j -0.0453326+0.016077j 0.0149165+0.0148427j -0.0222871-0.0193509j -0.00906264+0.00385645j 0.0168618-0.0143111j -0.00785189+0.0170441j 0.0183216-0.00811059j -0.0182031-0.00503525j 0.0257639-0.0229901j 0.00717047-0.0199968j 0.00230071+0.0128485j 0.0198805-0.00263383j 0.0178242-0.00978259j 0.00506358+0.0071247j 0.0163316-0.0139547j -0.00627713-0.00980303j -0.0104055+0.000528088j 0.00666786-0.00238304j 0.0254863-0.000734728j 0.00201232-0.00657335j -0.0134986+0.000722776j 
