-0.00368367-0.00618984j -0.00352886+0.000524822j 0.00783313+0.00355895j 0.0137239+0.00349562j 0.0112031+0.00320241j -0.0122638-0.00282529j 0.000651028+0.00923447j 0.0106636-0.0160176j 0.011612-0.00834171j 0.0132521-0.00376388j -0.00119222-0.0167131j -0.0224365+0.00644314j 0.0229149-0.00890519j 0.00948487-0.0130648j 0.0165308-0.0127606j -0.0419163+0.000517723j 0.000133814-0.00564467j 0.0284057-0.0259373j 0.0118885+0.0102689j -0.0107071-0.022399j -0.0031127-0.000454932j -0.0154256+0.00299453j -0.0246798+0.0336519j -0.0190767-0.0447666j 0.0358079+0.00442515j -0.0476778+0.0188465j 0.011053+0.00744333j -0.0826523-0.000268215j 0.0299333-0.0355599j -0.0822909-0.00706297j 0.0813712-0.183627j 0.18474+0.0354957j 0.151327+0.0397368j 0.057951-0.110421j 0.0270469-0.0288275j 0.0219404-0.0174785j -0.0671247+0.0292915j 0.0640932+0.0340454j -0.00252772-0.00469901j -0.00322099+0.0106458j 0.0207703+0.0314024j 0.0199379-0.015357j 0.00413202+0.0188212j -0.0229012+0.00189672j 0.0214736-0.017072j -0.00986151-0.0114801j 0.018632+0.00602357j 0.0366803-0.00980902j 0.00567636+0.00163098j -0.0027467+0.0181683j 0.0241537-0.0063535j 0.0309914-0.00491262j -0.00768967+0.00567598j -0.00974156-0.0206869j 0.00249358+0.00741119j -0.0252618+0.0032603j -0.00457789-0.00617051j 0.00668552+0.0044432j 0.00628996-0.00331684j 0.000711971-0.00885446j 0.0132825-0.00434981j -0.0151768+0.00574282j 0.0151511+0.00546134j 0.0120836+0.000395507j 0.00449031-0.000252465j 0.0155447-0.00906278j 0.0026625+0.00267605j -0.00919718+0.010712j 0.00773656-0.0232287j -0.0603789-0.0170679j 0.14851+0.0405846j 0.178202-0.0609718j 
-0.00368129+0.00488485j 0.0126838+0.00575031j 0.0061906-0.0379837j 0.0627628+0.0151185j -0.00213219+0.0384387j -0.0926137+0.0468562j 0.0874867+0.00746825j 0.12356+0.0218814j 0.00409398+0.182335j -0.0558917-0.154138j -0.143931+0.132021j 0.162864+0.126022j 0.0340436+0.0299674j -0.145724+0.0635617j 0.0172989+0.0553267j -0.0251594-0.0014829j -0.0424685+0.0794093j 0.107982-0.137781j 0.0357576-0.102881j 0.102041-0.0982456j -0.000225859+0.0270242j -0.0727935-0.0329302j 0.0780373-0.0775269j 0.00157785-0.0362135j 0.0217441-0.0283756j -0.0065196-0.0190584j 0.021157-0.00307148j -0.0216281-0.00360186j 0.02635+0.0175601j -0.0123792+0.00510348j 0.0121577-0.00998768j -0.0109398+0.0250009j -0.000325625-0.0131691j 0.00143563+0.00219442j -0.0191529+0.00116713j 0.0166976-0.0202816j -0.0244568+0.0142012j -0.0962912-0.0136643j -0.0424707-0.0144579j 0.00699669-0.00549442j 0.0450747-0.00924991j -0.0232794-0.0145717j 0.0105512+0.00104622j -0.0108569+0.00591001j -0.0581504-0.0070353j -0.00385972-0.00655768j 0.0335747-0.00550741j 0.0186711-0.00993283j -0.00852532-0.00705365j -0.00428913+0.0125383j 0.03645-0.0123974j -0.00855538-0.00744083j -0.000877806-0.00558628j 0.0614546-0.00184144j -0.00367192-0.00970508j 0.01769+0.00153016j 0.039946+0.00122005j -0.00912598-0.00451182j 0.0167938+0.00149477j 0.00188674-0.00067192j -0.0162136+0.00303617j -0.0244183-0.000291808j -0.00444069+0.00260367j 0.0272814+0.0110714j -0.00371178+0.00138312j 0.0147889+0.00140672j -0.000507484-0.000397486j 0.00503011+0.0055356j -0.00130889+0.00160296j 0.0154278+0.00660106j -0.00277714-0.00206543j -0.00137029-0.00805723j 
-0.0121907+0.0081019j -0.0117017+0.00168336j 0.0938862+0.0431998j -0.0778987-0.0305875j -0.137412-0.0820801j -0.0559073-0.00909698j -0.0120059+0.0240102j -0.14433-0.0696152j 0.10378-0.0123069j 0.00501771-0.00185479j -0.165383+0.108487j -0.0651881-0.00408281j -0.0754113+0.0267744j 0.0249091+0.00664443j 0.114867+0.204699j 0.0251701-0.00188349j -0.0154496-0.0575036j 0.00568727-0.017977j -0.00388713-0.0351781j 0.102523-0.00657386j 0.00492517-0.107703j -0.00687777+0.0203424j 0.0258207+0.0238157j 0.00683284+0.0687958j 0.0213966-0.0359758j 0.00159057+0.0368286j 0.00479677+0.0251933j 0.0272386-0.00585569j -0.0300864-0.0127973j 0.040787+0.0113152j -0.0125056-0.0282177j -0.0567421+0.00863918j 0.0190324-0.00190638j 0.00183818-0.00229957j -0.0657882-0.0127345j 0.0614466+0.0200605j -0.103868-0.0164884j 0.0817811+0.00687955j -0.0634882+0.0162908j -0.0307256-0.00968022j -0.0297605-0.0127598j 0.0225237-0.011931j -0.00803155-0.000851238j -0.00850808+0.00211353j 0.025985+0.01198j 0.0407372+0.00102878j 0.0188933-0.00816136j -0.0289856+0.0018559j 0.0517391-0.0139066j 0.00185531-0.00416407j 0.0184971-0.000365523j 0.0263971-0.00677658j -0.019897+0.00201684j -0.00146357-0.00622669j 0.00112107+0.00359573j -0.055194-0.00237333j -0.00676166-0.00313846j 0.0060963-0.00104362j 0.0358301-0.0118739j 0.0240593-0.00263352j 0.00479691-0.00381093j 0.0186923+0.00105503j -0.0236205-0.00923874j -0.0029986-0.00574948j -0.0416808-0.0104617j 0.00969215+0.000225328j -0.00898771-0.00798074j -0.0201788-0.00615424j 0.00377861+0.00366917j 0.0100052+0.000909189j -0.00255305+5.42475e-06j 0.00311197-0.00695835j 
-0.00436754+0.00900952j 0.012207-0.00407389j 0.073436-0.0322152j 0.0109143+0.0540073j -0.0307965+0.0743642j -0.141706-0.0896882j -0.0427122-0.00624761j 0.0518982-0.0161081j 0.0560907-0.0266244j -0.171212+0.203327j -0.0638027+0.0924975j -0.102916+0.132674j -0.0780947-0.0447074j 0.0903701+0.0672941j -0.0338277-0.14131j 0.101491-0.0530368j 0.0117049-0.0907259j 0.0729005-0.077521j 0.0248359+0.0698591j 0.0224426+0.00410432j 0.133243-0.019748j 0.0135319+0.0572415j 0.0176111-0.0362964j -0.0434168-0.0474877j -0.0110128+0.0340507j 0.00348645-0.0243286j 0.0212104-0.0575282j -0.0292097+0.0278907j -0.0130721+0.0321061j 0.028684-0.027231j -0.0118885-0.0111623j -0.0380642-0.00149476j 0.0258613-0.0118336j 0.0398713+0.0161084j 0.00979885+0.0182503j 0.0496594+0.00295631j 0.00328047+0.00735665j 0.00342251-0.00750637j 0.0182604+0.0249834j 0.0473496-0.0323747j 0.010527-0.000704112j 0.00901942-0.00501121j 0.00974853+0.00873884j -0.0471656+0.00199888j 0.000577989-0.0132552j 0.000599146-0.00378372j 0.0159368+0.00678103j -0.0516255+0.0144072j 0.000103895+0.0103438j -0.0269609+0.00467983j -0.0587654+0.00136638j 0.0127313+0.00180132j 0.00427125-0.00606798j -0.0223321+0.00699984j -0.0120233-0.00639713j 0.0112218-0.00687516j -0.0400998+0.00484633j 0.0066351+0.00429107j -0.0254946-0.00756474j -0.0256603-0.00527479j 0.00931827-0.00362802j 0.00406985+0.0105416j 0.0375148-0.000621208j -0.0124161+0.00185728j 0.0195973+0.00422704j -0.0226803-0.00109162j 0.0102114+0.0105687j 0.00244213+0.00660616j 0.00658669-0.00303992j -0.0072021-0.00743564j 0.00511065+0.00178259j 0.0035985+0.00611947j 
-0.00937249+0.00410786j 0.00215833+0.00138274j 0.0466504+0.0092438j -0.0325163-0.0112009j -0.0918667+0.0137802j -0.131514+0.0135885j -0.116615-0.172856j 0.115689+0.0058878j 0.0832735-0.00424064j -0.0138287-0.0863585j 0.144187-0.0207294j -0.088387+0.109683j 0.105389+0.0500842j -0.0723903+0.0234618j -0.0255385+0.0157716j 0.0594035-0.183053j 0.0868815-0.00084792j -0.0756803-0.0165339j -0.0872611-0.0670019j -0.0845176+0.092538j 0.0255712-0.0457679j -0.00806515-0.053487j 0.0123228+0.00525107j -0.00786409+0.04849j -0.0263208+0.0179393j -0.00561162+0.0656782j -0.00281367+0.00781965j 0.00734176+0.00532324j -0.0211514-0.0208345j 0.0137513-0.00164146j -0.0317395-0.0131688j 0.0145021+0.00636474j 0.02201+0.0112266j 0.0153968+0.00556604j 0.00569367+0.025744j 0.138906+0.0247534j 0.037035+0.032944j -0.0386389+0.0148317j 0.0788356+0.00782809j 0.00458204+0.000503691j -0.0419238+0.00588017j -0.0037284-0.0147978j -0.0174242-0.0100208j 0.00845707+0.00220237j -0.0361133+0.00995988j 0.00610575+0.00893009j -0.00288137+0.0120087j 0.0190109+0.00185946j 0.0158685+0.00168398j 0.0203351-0.00740564j 0.0336541-0.00309571j 0.0310102-0.00863737j 0.0128646-0.00217602j 4.92664e-05-0.00684464j -0.00552466+0.00253477j -0.0267886-0.00416704j 0.0328066-0.00611043j 0.00283011+0.00562668j 0.037909+0.0042599j 0.00970897+0.00160458j -0.0134365-4.02013e-05j -0.0105053-0.00532353j -0.0286988-0.0072867j 0.0154007-0.00286103j -0.0164747-0.00528341j 0.0221253+0.00744604j -0.01713-0.010903j -0.00661556-0.00768613j -0.00503366+0.00423396j 0.00578627+0.000310432j -0.00987497-0.00232363j 0.00260516-0.00318009j 
-0.00731072-0.00796826j 0.00867898+0.0108035j 0.0392984-0.0155539j -0.00220043+0.0370834j -0.051735+0.0568928j -0.108962-0.0823034j -0.125018-0.15748j 0.0733833+0.0926217j -0.0711899-0.131836j 0.117299+0.067444j -0.0167414-0.0323156j 0.186198-0.10302j -0.0261405-0.0351956j -0.0942276+0.105411j -0.037732-0.0162255j -0.119991+0.116587j -0.0151808+0.0409112j -0.00250113+0.0413307j 0.0445724+0.0808225j 0.0964709+0.0150886j -0.090122+0.027945j -0.0320204+0.0609689j 0.0128401+0.0416256j 0.0145862-0.0448822j 0.0410172+0.00497253j 0.016318-0.0241687j -0.0166254+0.0178226j 0.0171303-0.0233376j -0.0126097-0.000354058j -0.0188098+1.58725e-05j 0.00277852+0.00881157j 0.00664459+0.00394822j 0.0107794-0.0158438j 0.0256844+0.000184979j 0.0167831+0.0225348j 0.0996606+0.0142864j 0.0567194+0.0268852j -0.0209228+0.00729121j 0.0496448+0.0212133j 0.0287413+0.00458893j -0.0276923-0.0047408j -0.0588645+0.013594j -0.00951066-0.00101191j -0.0274448+0.0231914j -0.0141287+0.0109849j -0.0475464+0.00109812j 0.0414782-0.0133576j -0.047303-0.0050306j 0.036356+0.00231757j 0.0482476+0.00761573j -0.000988195+0.00424519j -0.0183099+0.00339839j 0.00399203+0.0035147j 0.00147889-0.003881j 0.00253557-0.00136474j -0.0336689-0.000374367j -0.0340127+0.00705863j 0.0139248+0.00288682j 0.0196368-0.00248999j 0.0136452+0.00682257j 0.0227678+0.00633917j 0.0113288+0.0015342j 0.00349305-0.00135722j -0.0241603-0.0025999j -0.0111514+0.000521392j -0.0066719-0.00025448j 0.0142546+0.00169509j -0.0170971-0.00891253j 0.00711392+0.00697929j -0.00298282-0.000464035j 0.00338552-0.00398821j 0.00127842+0.00099589j 
0.000543402-0.00935004j -0.00391174-0.00723495j 0.0181355+0.0427735j -0.0038698+0.00139557j -0.012899-0.0699274j -0.0623782-0.123097j -0.0801601+0.185954j 0.024381+0.0384534j 0.226056-0.120658j 0.0564721+0.01304j 0.029561+0.156157j 0.114705-0.0935302j 0.0295307+0.0779224j 0.00838495-0.236627j -0.00740919-0.040646j -0.0378301+0.107124j 0.0658997-0.0980854j -0.096316+0.0388664j -0.0532914+0.075367j 0.0555277-0.172227j -0.00230056+0.0286099j -0.00668339-0.0380913j 0.0184329-0.00685531j 0.000353491-0.0180112j 0.0144765-0.0247944j -0.00156079-0.00750868j 0.00914168-0.0310472j 0.00649846-0.00298589j 0.0161302-0.00611638j 0.00816278-0.00523931j -0.0489865+0.00670055j 0.00660235-0.0143881j 0.0334537+0.0144606j 0.017164+0.00105608j -0.00468118+0.00421718j 0.0818657-0.00176911j -0.0268429-0.0154311j -0.0825593-0.00462187j -0.0103852+0.0248503j -0.0066325+0.014044j -0.00375861-0.00195079j -0.0133047+0.0126776j -0.0128891-0.00537076j 0.0435325-0.0148096j 0.00484284-0.0129248j 0.0176986-0.00278815j -0.0112184+0.00715624j 0.0227523-0.00618596j -0.0241573+0.00418925j -0.0401143+0.00608929j -0.0212597+0.0217103j -0.000776637+0.010597j 0.00805155-0.00757213j -0.0240345+0.00344312j 0.00792519-0.00055865j 0.0295533-0.00673113j -0.00151305-0.00153586j 0.00129308-0.00724161j -0.0500716-0.00151467j -0.0237349-0.0109501j -0.0208013-0.00947558j 0.00380028-0.00711617j 0.00417853-0.000563898j 0.00262449-0.00208619j 0.027399-0.00320192j -0.0100947-0.00429371j 0.00541492+0.00258138j 0.0113565+0.00390343j -0.0025144-0.00766351j -0.0137652-0.00434848j 0.00241342+0.0039829j 0.00119158+0.00860082j 
-0.0107296-0.00424656j 0.0102319-0.00475j -0.0189304+0.013231j -0.0151406-0.0574525j -0.0815451-0.0806544j -0.0441187-0.0701957j 0.0540396-0.0189649j -0.0361977+0.0371271j -0.0295696+0.189463j 0.143989-0.082751j 0.15306+0.0925225j -0.0648973+0.0178689j -0.0422321-0.14099j -0.0524292+0.154196j 0.0284025+0.035786j 0.0621464+0.0911217j -0.0169429-0.0075998j -0.0644868-0.0712757j 0.0308924-0.0142043j -0.0824079-0.0882996j -0.0302826+0.0331034j 0.0206074+0.0733329j -0.0266934+0.00889692j -0.0141476-0.0584391j 0.0136165-0.0258234j -0.0160515-0.039032j -0.0316676+0.00742919j 0.000993781-0.0327841j 0.00808023-0.0126496j -0.00792753+0.013275j 0.00138014+0.0191141j 0.0206802+0.00812095j -0.0249165+0.00111575j -0.0188257-0.013105j -0.0269838-0.00546418j 0.052078+0.0376917j 0.0215596-0.00124805j 0.0259269-0.00504176j 0.02205-0.00860183j -0.00941213+0.00757679j -0.00872994-0.00467628j -0.00662345-0.02492j 0.00400637+0.00111976j -0.0335698+0.0135012j 0.0408805-0.0043987j 0.0676736-0.0159139j 0.0383304-0.00928332j 0.0216-0.00339311j 0.0206808-0.00380346j -0.0415519-0.00270954j -0.051185-0.000429669j 0.0432857+0.0085848j -0.0787326-0.0072182j -0.00508157-0.00666628j 0.0617971-0.00584373j 0.0217421-0.00472063j -0.044565+0.00150645j -0.0580457-0.0122172j -0.0278733-0.00761474j -0.0111692-0.00644904j 0.000968088-0.00284699j 0.046494+0.0111738j 0.0336807+0.00272758j -0.0137115+0.00015071j -0.0162255-0.004486j -0.035278-0.012002j -0.00128052+0.00787874j 0.00250226-0.00299129j 0.00971923+0.00387619j 0.000592753+0.00105624j -0.00323311+0.00378485j -0.0130766-0.00679339j 
-0.0148612-0.00199229j 0.00283301-0.00123755j 0.167477-0.00476415j 0.127374+0.07561j -0.03143-0.00580924j -0.0200265+0.0311721j -0.0735858+0.00653965j -0.192541+0.0544132j -0.081511-0.0262568j -0.189356+0.0556384j 0.157853+0.0161701j 0.0814247-0.0668617j 0.0173941+0.0416459j -0.0258659-0.00359579j 0.049418-0.0151175j -0.0532292+0.0819618j -0.131582+0.0755113j 0.0133409-0.0114298j 0.0382632-0.0337895j -0.0617142-0.0482739j 0.0169997-0.00748622j -0.0646835+0.0254189j -0.00389264-0.000384139j -0.0448972-0.00236609j 0.00633191-0.0302509j -0.00338856-0.010536j -0.0194924+0.0140693j -0.0360531+0.000395388j 0.023669-0.000759515j 0.0134733-0.00341235j -0.0643744-0.0236133j -0.0251643+0.0428578j -0.00111318-0.0238101j 0.154032+0.0180053j 0.0217729-0.00245627j -0.0123292-0.0290519j 0.0308177-0.0012894j 0.031405-0.032749j 0.0110611+0.00957408j 0.0145056-0.012147j 0.0233428-0.00961082j -0.0313221+0.00670964j 0.0115821-0.00266013j 0.0265715+0.00104174j -0.0105192-0.00703586j 0.0221956+0.00789714j -0.0248329-0.00675776j 0.0126253-0.00922171j 0.0118193-0.00976974j -0.0338662+0.00815462j 0.0456634-0.00487743j -0.000104016-0.00758821j 0.000765114+0.000611716j 0.0159672-0.00170614j 0.00996571+0.000922446j -0.00582707+0.00400913j 0.0135541-0.000287155j -0.00965412-0.00765068j -0.00285427-0.00378793j -0.00625362+0.0015165j -0.0268211+0.000164517j -0.0043653+0.000564333j -0.0161789-0.00245362j 0.0224871+0.00401644j -0.00854444-0.0006275j 0.0168555+0.00345162j -0.0163428-0.00225751j 0.010123+0.00712281j -0.000725758-0.00550641j 0.00730205+0.0097574j -0.00257971-0.0045981j -0.000222344-0.00531125j 
-0.00998738+0.00163017j -0.00263531+0.010392j 0.0829441-0.0182464j 0.0108141+0.164991j 0.00413565+0.196689j 0.0891134-0.0706372j -0.0216725+0.219354j 0.0206858+0.150233j -0.048132-0.0532739j 0.028769-0.147669j 0.00491044+0.0159518j -0.0779794+0.187612j -0.00868071+0.0529071j -0.0154537+0.0664538j -0.000580608+0.128587j 0.0191556-0.0143559j 0.0228201-0.185745j -0.0137876+0.141039j 0.00200381+0.0563239j -0.0326234+0.00539437j -0.014328+0.00505298j 0.0253683+0.0173485j 0.0129517+0.0950102j 0.00821187-0.0198499j -0.00854202-0.0371809j -0.00799088+0.00969573j 0.0169568+0.034518j -0.00511064-0.0638522j -0.0124816+0.0206125j 0.0181423+0.00210848j -0.0245851-0.0167226j 0.0280499+0.000177763j 0.019073-0.0195456j 0.0563917+0.00437359j 0.0328829+0.0236487j -0.0911187-0.0156474j 0.0296797-0.0223979j -0.062948-0.0291581j -0.0298226-0.00304774j -0.01121+0.00301108j 0.0196847-0.00394421j 0.00940628-0.0226112j 0.0111694+0.00229117j 0.00265843+0.00205222j -0.0870388+0.0404308j 0.0300935-0.0049506j 0.0141708-0.00700236j -0.0329404+0.00839492j 0.0243795-0.00951721j 0.0278646-0.00474121j -0.0134247+0.0130956j 0.00279934+0.00706897j -0.0103092+0.00647142j 0.00210426-0.00918567j 0.00588188-0.00566872j -0.0609104-0.00127001j -0.0541611+0.0118864j 0.0214906-0.00116628j 0.00977278-0.00551898j -0.0106813+0.00149602j 0.0183178+0.00642029j -0.0191369-0.00999006j 0.0189254+0.000202573j -0.0361115+0.00569239j -0.0220254+0.00159629j -0.0148161-0.00432681j -0.000530695-0.00973486j -0.030689-0.0121021j 0.0114624+0.0124795j -0.0116408-0.0173261j -8.35376e-05-0.00638274j 0.0087441+0.00831508j 
0.0105089-0.0116774j -0.00420238+0.00181352j -0.114703-0.0141076j -0.116477-0.0569679j 0.0465538-0.0696408j -0.0537832-0.161894j 0.0929173+0.113905j 0.023037+0.0141512j -0.158797+0.0469237j -0.0911642+0.0494701j 0.0168655+0.0445611j 0.0102874+0.0938458j 0.0692357+0.0242631j -0.103035-0.119956j 0.0327972+0.0091106j -0.00765619-0.0261716j -0.0769629-0.0607391j 0.0726535-0.00396608j 0.00101296+0.00839319j -0.00869517+0.0108856j -0.0209339-0.0106773j -0.0548292-0.0474575j -0.033926-0.0126003j 0.0232964-0.00603774j 0.00177004+0.0129133j 0.0415151+0.00867688j -0.0175578-0.0297915j 0.023921+0.015975j -0.0331589+0.00392533j -0.0357074-0.0171979j 0.111071+0.0211815j -0.0390917-0.0337561j 0.0168347+0.0129584j -0.122238-0.0120347j 0.0166376-0.0162701j 0.0898285+0.0394527j 0.0260978-0.0230126j 0.0750941-0.00844368j 0.021206-0.00760863j 0.0241866-0.0133493j 0.00737128+0.0062902j -0.0459976+0.00970496j 0.0115989+0.000857739j 0.036154-0.0117196j -0.0267153-0.000469043j 0.032804+0.00226546j -0.0345162+0.00823078j -0.0300564-0.00136151j 0.00118656+0.000882904j 0.0272205-0.00165871j -0.00211951+0.0087713j -0.0359224-0.00373192j 0.0269532-0.00351071j -0.0279937+0.00410532j 0.013059-0.000393312j -0.0251412-0.00297325j -0.0382855-0.000866728j 0.0144479-0.00146745j -0.0336536+0.000470406j -0.0148693+0.00181066j 0.0148198+0.00349811j -0.0346194-0.00350385j 0.0090868+0.00152223j -0.0268804-0.00187178j 0.00778984+0.00129426j -0.012008-0.00514571j -0.0017369+0.00492876j -0.00667427+0.00124521j 0.00730205-0.00297505j -0.0113982-0.00107009j 0.0127424+0.000800676j 0.00303499+0.00921912j 
0.00634744+0.00727861j -0.0157395+0.00231649j 0.0319223+0.0837405j -0.227283-0.0512648j 0.113423+0.125997j 0.0273864+7.68481e-05j 0.0636739-0.0963218j 0.0854257+0.00361433j 0.0729452-0.0910543j -0.143192-0.0034148j 0.0413749+0.0315183j 0.0497869-0.209271j -0.0454428+0.0580828j 0.0141844+0.11881j 0.0407999+0.0162471j 0.030215+0.110389j -0.0142092+0.0642813j -0.0396008+0.0420244j -0.0220644-0.0214567j -0.0230669-0.0313059j 0.00354111+0.0325627j 0.00962288+0.0406587j 0.000199515-0.00318081j -0.00984378+0.0127668j -0.00214164-0.0424222j 0.0181616+0.0355855j -0.00558357+0.0240064j 0.00615662-0.00863461j -0.0565667-0.0316873j 0.0492472+0.0302411j 0.0554315-0.0340893j -0.0928582-0.0180215j 0.128832+0.0337686j -0.0840718+0.032827j 0.106188+0.0286626j -0.0360268+0.0112917j -0.0230769+0.00435785j 0.0157937+0.0166719j -0.0195365+0.0173335j -0.0154049+0.0114756j 0.0270055-0.019201j 0.0196167+0.00563936j 0.0138106-0.0123098j -0.0333658+0.0230596j -0.0368274+0.0178773j 0.0237906+0.00633098j 0.0259192-0.0142114j 0.0224703-0.00466547j 0.024267-0.0100926j -0.0196972-0.00458084j 0.00745233-0.00843782j 0.0268461+0.00114749j -0.0316621-0.000541352j 0.0328326-0.00399786j 0.00577674-0.00422778j -0.0237953+0.00309707j -0.000920754+0.00373907j -0.00613558-0.00232765j 0.0221936-0.00970045j 0.000305593-0.00327471j -0.000279474-0.000637057j -0.00843971-0.00657794j 0.00448566-0.000766376j 0.00259138+0.00215476j -0.0271913-0.00363199j 0.00158526+0.0026863j -0.0121697-0.00968367j -0.0135113-0.00821763j 0.00667368+0.00823614j 0.00889531+2.64883e-05j -0.00412539-0.00481508j 7.85235e-05-0.00425205j 
-0.0120709-0.000139363j 0.00995892+0.00955025j -0.136452-0.156161j 0.100225+0.0188374j -0.019483+0.0499105j -0.0646662-0.0473009j 0.0622811-0.0499353j -0.0699653+0.165412j 0.0873787-0.123452j -0.0564934-0.07842j -0.0166726-0.0445905j -0.0180431-0.0968619j 0.0783058+0.0627233j 0.17809-0.0328725j 0.091252-0.0489436j 0.0274808+0.0632756j 0.00771571+0.0559768j 0.0268527+0.0852871j -0.0277012+0.00802534j -0.00531406-0.00400502j 0.0132527+0.0574199j 0.0290994-0.0405578j -0.000966049+0.0235633j 0.00249098-0.0140248j -0.0216939-0.0128925j 0.00721027+0.0203377j 0.028741+0.039312j -0.0200119-0.0214006j 0.00769265-0.00389351j -0.0325389-0.0279135j 0.037543+0.0399085j 0.0603179+0.0195479j -0.137852-0.0202002j -0.0503466-0.0517534j -0.121448+0.00433919j 0.0588018+0.0118855j 0.011136+0.0217766j 0.0612681-0.0165307j 0.00808057+0.008282j -0.012056+0.0343999j 0.0356363+0.00867152j -0.00104229+0.0120381j 0.0254885-0.000266309j -0.0334124-0.0045534j -0.0356998+0.00881672j 0.015115+0.00774231j 0.0282269+0.00150164j 0.0257113-0.00901997j 0.00793532+0.001143j 0.0131691-0.00327882j 0.000939417-0.00678079j 0.0101325+0.00595498j -0.0247721-0.000262623j 0.0425925+8.94432e-05j -0.00451837-0.00179541j -0.0361546+0.00228489j -0.00499515-0.000570981j 0.000357332-0.00329524j 0.0192487+0.00232823j 4.63e-05+0.005111j 0.0199881+0.0091041j -0.0329304-0.00570679j 0.017204+0.00438988j -0.00925424+0.00135114j -0.0223088-0.000675845j -0.00278831-0.00116632j -0.0105964-0.00618898j -0.0219014-0.00642958j 0.0105367+0.00888012j 0.0101246+0.000287874j -0.0102772-0.00810817j 0.00525115-0.00327065j 
0.0107726+0.00162809j 0.0141313-0.0113054j -0.0924555-0.157313j 0.0469077+0.0444034j -0.113319+0.112297j 0.0894789+0.0414875j -0.00281196+0.0432364j 0.047126-0.202066j 0.0578624-0.0724352j -0.0576187+0.091303j 0.0558341+0.0820604j 0.139027-0.020988j -0.0746992+0.105722j -0.0682065+0.187763j 0.0053239+0.0670517j -0.09828-0.056301j -0.0290632-0.0448347j -0.0823489-0.0136731j -0.00989117+0.015452j -0.0129854-0.0405219j -0.0396457-0.0372323j -0.0284859+0.045108j -0.0206531-0.0429372j -0.00639946+0.0282472j 0.0323912-0.0179654j -0.0368609+0.0186472j -0.0110659-0.008832j -0.00191519+0.00398346j 0.0476428+0.0104596j -0.0444923-0.0151059j 0.0453374+0.0027391j 0.0774858+0.0167917j -0.077615-0.0275973j -0.0547283-0.0241343j -0.0827657+0.00943084j 0.00407314-0.00946506j 0.0409023-0.0208582j -0.0185364+0.0304305j -0.0210239+0.0260638j 0.0412825-0.0297333j 0.041082-0.0208026j 0.0492243-0.0122795j -0.00898956-0.00520178j 0.0203133+0.00845462j -0.0118666+0.00505657j 0.0199785+0.00115358j -0.0438708+0.00261198j -0.0444537+0.0126297j 0.0192055-0.00634201j -0.044209-0.0033441j -0.012856-0.00669062j -0.000869586-0.00405611j 0.0103381-0.00427766j -0.0313955+0.00759971j -0.00505779-0.00169863j -0.0102808-0.00946813j -0.0127208-0.0061012j 0.0248705+0.00796864j -0.00823011-0.00765317j -0.00716687-0.0106286j -0.010935-0.00885179j 0.0100966-0.00184377j -0.00685794+0.000194815j 0.00312106+0.00121091j -0.00116692-0.0089577j -0.00034525+0.00419417j -0.00794652-0.0112343j -0.00319139+0.000262576j 0.00953338+0.00014474j -0.0113408-0.0123064j 0.00144746+0.000128468j -0.00728754+0.00220422j 
-0.00229469-0.000672647j -0.0038714-0.0146284j 0.0124704+0.042062j 0.0283902+0.0375616j -0.0854868-0.143143j 0.082907-0.0763249j -0.024816+0.0308605j 0.140156-0.165977j -0.0687336-0.0589009j -0.142257+0.0982561j -0.0667994-0.0119092j -0.142753-0.175284j -0.0608854+0.0463012j -0.103406-0.0146233j -0.0361106+0.032696j 0.0762882+0.0582779j 0.0245357-0.0153073j 0.0451633+0.0461927j 0.0283204+0.014092j -0.0293066-0.010537j 0.0610553+0.0270493j -0.00896958+0.0141307j 0.03487+0.00161863j -0.0171483+0.0324147j -0.00876957-0.0258582j -0.0230404+0.00955659j 0.0266676+0.00334508j -0.00974143+0.0390807j 0.00755302-0.0039997j -0.0264248-0.0113517j 0.00409713-0.0226136j 0.0603074+0.00590192j -0.0426911-0.0170257j 0.0262693+0.0149484j -0.0239537-0.0330726j -0.0227226+0.0185103j 0.0490831-0.039077j -0.0516002+0.0370056j -0.0270079+0.0158246j -0.0307531-0.0107822j -0.0295898-0.0122879j -0.0556832+0.0288358j 0.0209561-0.0104247j -0.0189983+0.00291525j -0.0389733+0.00865999j 0.0187694+0.00795033j 0.0519179-0.0135486j 0.0432939-0.00309396j -0.0208413-0.00722611j 0.0598143+0.00452953j -0.0199992+0.00358717j -0.00394201+0.00083617j -0.0126372-0.00140239j 0.0207898-0.00288386j 0.0223296-0.00066312j 0.0180162-0.000373963j -0.00813623+0.00359833j -0.0116224-0.0020576j 0.00894655+0.00140878j -0.000912981-0.00298747j 0.00749664-0.00224211j -0.0215135-0.0110555j 0.00771696+5.75713e-05j -0.0173242-0.00284477j -0.00825399-0.00373332j -0.000926928+0.000990279j -0.00104337+0.00151466j -0.00027957-0.00607712j -0.0112537-0.00234033j 0.0109667+0.00312632j -0.000487148+0.00116344j 0.00111635+0.00770741j 
