-0.00837262-0j 0.142405-0j -0.00012334-0j -0.00728015-0j -0.00121336-0j 0.143722-0j 0.0145928-0j -8.93723e-06-0j -0.00457553-0j -0.00462295-0j -0.000738374-0j -0.000746025-0j 0.0580054-0j -8.70182e-05-0j 0.0586066-0j 0.0145767-0j -8.79199e-05-0j 0.000854501-0j 0.0147278-0j -4.05372e-07-0j 0.000863356-0j -4.09573e-07-0j -0.00338904-0j -0.00419372-0j -0.00244634-0j -0.000535854-0j -0.000663086-0j 0.0407591-0j -0.0003868-0j -0.00028242-0j -6.11457e-05-0j 0.0504369-0j 0.00679319-0j -0.000349477-0j -7.5664e-05-0j 0.0294215-0j 0.00725519-0j -0.000203862-0j -5.88375e-06-0j -4.41373e-05-0j 0.00120712-0j 0.00840614-0j 0.00897784-0j 5.00366e-05-0j 0.00490358-0j -7.28077e-06-0j 0.00149373-0j 0.00523707-0j -1.93813e-08-0j -4.24712e-06-0j 0.000871344-0j 6.19171e-05-0j 3.61183e-05-0j -2.39831e-08-0j -1.39902e-08-0j 
0.000347288-0j -0.00590681-0j 5.11604e-06-0j -0.000841968-0j 7.16374e-07-0j -8.48544e-05-0j -8.61565e-06-0j 5.27659e-09-0j 0.000189789-0j -0.000186297-0j -0.00599942-0j 0.00588904-0j -0.00240601-0j 3.60943e-06-0j 0.00236174-0j -0.000604628-0j -3.54302e-06-0j -3.54439e-05-0j 0.000593503-0j 1.68144e-08-0j 3.47917e-05-0j -1.65051e-08-0j -0.000280403-0j 2.476e-06-0j -0.000198611-0j -4.43355e-05-0j 3.9149e-07-0j -0.660595-0j -3.14031e-05-0j -2.33669e-05-0j 0.000991006-0j 0.00583315-0j 0.000562055-0j 2.06333e-07-0j -8.75073e-06-0j -0.467902-0j 0.00060028-0j -1.65509e-05-0j -4.8681e-07-0j 0.000701934-0j 9.98746e-05-0j -4.96303e-06-0j -5.30057e-06-0j 4.13993e-06-0j 0.000398106-0j 4.29861e-09-0j -8.81908e-07-0j 0.000425182-0j -1.60357e-09-0j -3.4481e-07-0j 7.07417e-05-0j -3.65562e-08-0j 2.93233e-06-0j 1.41598e-11-0j -1.13582e-09-0j 
-0.00723054-0j 0.0399153-0j -0.000105177-0j 4.31391e-05-0j 0.0495659-0j -0.000851637-0j 0.00826702-0j -1.01791e-05-0j 2.71127e-05-0j 2.73936e-05-0j -0.000206962-0j -0.000209107-0j 0.0500931-0j 0.00718457-0j 0.0506123-0j 0.00408578-0j 0.00725902-0j 0.000728663-0j 0.00412812-0j -5.77726e-07-0j 0.000736214-0j -5.83713e-07-0j 2.0082e-05-0j 2.48502e-05-0j 1.4496e-05-0j -0.000150197-0j -0.00018586-0j -0.000241521-0j -0.000108418-0j -0.000489466-0j -3.464e-05-0j -0.000298867-0j -0.277503-0j -0.000605683-0j -4.28648e-05-0j -0.000174339-0j -4.29912e-05-0j -0.000353315-0j 0.000731219-0j -2.50045e-05-0j 0.000683851-0j -0.343393-0j -5.31989e-05-0j 5.69894e-05-0j -0.200312-0j 0.000904838-0j 0.000846222-0j -3.10327e-05-0j -3.31691e-08-0j 0.000527822-0j 0.00049363-0j 7.05208e-05-0j 4.11372e-05-0j -4.10447e-08-0j -2.39427e-08-0j 
0.000158548-0j -0.00132577-0j -0.000336115-0j -0.000405732-0j 0.00319869-0j -4.14098e-05-0j 0.000808125-0j 9.57365e-05-0j -0.0213717-0j -0.1031-0j -0.000661392-0j -0.00319067-0j 1.14164e-05-0j -0.000157539-0j 5.50746e-05-0j -6.75031e-05-0j -0.000759997-0j -2.42023e-05-0j -0.000325646-0j -1.84625e-06-0j -0.000116756-0j -8.90662e-06-0j 6.41764e-05-0j -0.000233721-0j 5.39029e-05-0j 0.118393-0j -0.431172-0j 8.02205e-06-0j 0.0994407-0j 5.34803e-06-0j -0.000110699-0j -2.92151e-05-0j -6.32439e-05-0j -1.94768e-05-0j 0.000403152-0j 6.73786e-06-0j 4.72704e-07-0j 4.49191e-06-0j -1.60338e-05-0j -9.29784e-05-0j -1.12982e-05-0j 0.000230325-0j -1.72152e-06-0j -1.89288e-06-0j -5.31196e-05-0j 5.83928e-05-0j 4.11465e-05-0j 3.97032e-07-0j -1.05999e-07-0j -1.34671e-05-0j -9.48957e-06-0j 6.89361e-06-0j -1.58987e-06-0j 3.86033e-07-0j -8.90304e-08-0j 
-0.0677166-0j 4.09283e-05-0j 3.41069e-06-0j 2.86549e-06-0j -0.000139683-0j 2.92458e-07-0j 5.96978e-08-0j 3.51773e-09-0j 0.000126526-0j -0.000124198-0j 2.0418e-05-0j -2.00423e-05-0j -0.00487601-0j -0.000703791-0j 0.00478629-0j 2.0839e-06-0j 0.000690841-0j 2.45591e-07-0j -2.04556e-06-0j 1.12096e-08-0j -2.41072e-07-0j -1.10034e-08-0j -0.000186935-0j 1.65066e-06-0j -0.000132407-0j -2.9557e-05-0j 2.60993e-07-0j -2.33669e-05-0j -2.09354e-05-0j -0.66174-0j -3.37272e-06-0j 2.06333e-07-0j 0.00113906-0j 0.00584326-0j 2.97816e-08-0j -1.65509e-05-0j -1.37691e-06-0j -0.468714-0j 9.49215e-05-0j -2.38891e-06-0j -3.44227e-07-0j -1.00581e-05-0j 1.21583e-08-0j -2.86856e-08-0j 0.000806801-0j -8.38171e-07-0j 3.03957e-09-0j -9.7527e-07-0j -1.06905e-09-0j 6.72334e-05-0j -2.43817e-07-0j 2.53298e-10-0j -2.03181e-08-0j 9.43985e-12-0j -7.57212e-10-0j 
1.75407e-05-0j -0.000901219-0j 2.58399e-07-0j 1.5252e-05-0j 2.542e-06-0j 0.0873608-0j -9.23513e-05-0j 1.87236e-08-0j 9.58578e-06-0j 9.68511e-06-0j 1.5469e-06-0j 1.56293e-06-0j -0.000367092-0j 1.82304e-07-0j -0.000370896-0j 0.00886037-0j 1.84193e-07-0j -5.40777e-06-0j 0.00895219-0j 8.49257e-10-0j -5.46381e-06-0j 8.58058e-10-0j 7.10007e-06-0j 8.78588e-06-0j 5.1251e-06-0j 1.12262e-06-0j 1.38917e-06-0j -0.000257947-0j 8.10349e-07-0j 5.91672e-07-0j 1.28101e-07-0j -0.000319193-0j -4.29912e-05-0j 7.32157e-07-0j 1.58517e-07-0j -0.000186196-0j -0.279429-0j 4.27092e-07-0j 1.23265e-08-0j 9.2468e-08-0j 0.00073374-0j -5.31989e-05-0j -0.345776-0j -3.1666e-07-0j -3.10327e-05-0j 1.52533e-08-0j 0.000907957-0j -0.201702-0j 4.0604e-11-0j 8.89774e-09-0j 0.000529641-0j -3.91847e-07-0j -2.28577e-07-0j 5.02449e-11-0j 2.93095e-11-0j 
0.00021267-0j -0.00361717-0j 3.13292e-06-0j -0.0362234-0j 3.08201e-05-0j -0.00365064-0j -0.000370665-0j 2.27011e-07-0j -0.000344935-0j 0.000117426-0j 0.0109038-0j -0.00371195-0j 0.00437285-0j -6.56003e-06-0j -0.00148864-0j 0.00109889-0j 2.23322e-06-0j 6.44182e-05-0j -0.000374095-0j -3.05597e-08-0j -2.19298e-05-0j 1.04034e-08-0j 8.60837e-05-0j -0.000316152-0j 6.21385e-05-0j 1.3611e-05-0j -4.9988e-05-0j 0.202803-0j 9.82496e-06-0j 7.17364e-06-0j -0.000304239-0j -0.744816-0j -0.000172551-0j -2.6346e-05-0j 0.00111735-0j 0.146391-0j -0.000184286-0j 5.17821e-06-0j 1.49451e-07-0j -0.000219611-0j -3.06615e-05-0j 0.000633713-0j 0.000676812-0j -1.27096e-06-0j -0.000124554-0j -5.48875e-07-0j 0.000112608-0j -0.000133025-0j 4.92297e-10-0j 1.07879e-07-0j -2.21327e-05-0j 4.66774e-06-0j -9.17427e-07-0j -1.80802e-09-0j 3.55359e-10-0j 
-5.01267e-05-0j 0.000847179-0j -0.010124-0j 0.000121528-0j 9.88553e-06-0j -6.33191e-08-0j -5.7827e-05-0j -2.10297e-05-0j -2.73936e-05-0j 2.68896e-05-0j -0.0827885-0j 0.0812652-0j -3.60943e-06-0j -0.00233088-0j 3.54302e-06-0j 4.3135e-05-0j 0.00228799-0j -0.000728987-0j -4.23413e-05-0j -0.000112078-0j 0.000715574-0j 0.000110016-0j 4.04726e-05-0j -3.57379e-07-0j 2.8667e-05-0j -0.000611804-0j 5.40232e-06-0j -0.000991006-0j -0.000433344-0j 3.37272e-06-0j -0.639967-0j 8.75073e-06-0j -8.06123e-05-0j -2.97816e-08-0j 0.005651-0j -0.000701934-0j 2.98109e-07-0j 2.38891e-06-0j 0.000963333-0j -0.453292-0j 0.00033344-0j 7.11819e-07-0j -2.63235e-09-0j 0.000171489-0j -5.70981e-05-0j -8.50637e-06-0j -2.94432e-06-0j 2.11152e-07-0j 1.60666e-05-0j 0.000682333-0j 0.000236177-0j -1.51427e-06-0j 0.000121466-0j -1.4187e-07-0j 1.138e-05-0j 
0.000602545-0j 0.000105177-0j 0.0386514-0j -3.59493e-06-0j -0.0125661-0j -3.66906e-07-0j -0.0010268-0j 0.0115683-0j -2.25939e-06-0j -2.2828e-06-0j 5.24698e-05-0j 5.30135e-05-0j 4.33869e-05-0j 0.085857-0j 4.38365e-05-0j 5.35518e-06-0j 0.0867467-0j 0.00278314-0j 5.41067e-06-0j 0.00132564-0j 0.00281198-0j 0.00133938-0j -1.6735e-06-0j -2.07085e-06-0j -1.208e-06-0j 3.80785e-05-0j 4.71197e-05-0j -2.09188e-07-0j 2.74865e-05-0j 4.07888e-05-0j -0.000413955-0j -2.58857e-07-0j -0.000731219-0j 5.04736e-05-0j -0.000512243-0j -1.51e-07-0j -1.23265e-08-0j 2.94429e-05-0j -0.268716-0j -0.000298808-0j -4.22491e-05-0j -0.000904838-0j -1.52533e-08-0j 0.000673155-0j -0.000527822-0j -0.332519-0j -5.22806e-05-0j -8.89774e-09-0j 0.000127425-0j -0.193969-0j -3.0497e-05-0j 0.000832987-0j 0.000485909-0j 0.000157681-0j 9.19804e-05-0j 
-0.0414678-0j 2.50634e-05-0j 2.08861e-06-0j 0.00012328-0j -0.0060095-0j 1.25822e-05-0j 2.56834e-06-0j 1.51341e-07-0j -0.000229957-0j 7.82839e-05-0j -3.71091e-05-0j 1.2633e-05-0j 0.008862-0j 0.00127912-0j -0.00301688-0j -3.78744e-06-0j -0.000435448-0j -4.46354e-07-0j 1.28935e-06-0j -2.03732e-08-0j 1.51951e-07-0j 6.9356e-09-0j 5.73891e-05-0j -0.000210768-0j 4.14257e-05-0j 9.07402e-06-0j -3.33253e-05-0j 7.17364e-06-0j 6.54997e-06-0j 0.203154-0j 1.03543e-06-0j -2.6346e-05-0j -0.000349691-0j -0.746107-0j -3.80272e-06-0j 5.17821e-06-0j 4.22711e-07-0j 0.146645-0j -2.91409e-05-0j 7.4741e-07-0j 1.05678e-07-0j 0.00128428-0j -1.55245e-06-0j 8.80648e-09-0j -0.000252421-0j 0.000107023-0j -3.88113e-07-0j 3.05129e-07-0j 3.28198e-10-0j -2.1035e-05-0j 7.62822e-08-0j -3.23428e-08-0j 6.35685e-09-0j -1.20534e-09-0j 2.36906e-10-0j 
-3.06962e-05-0j 0.000518789-0j -0.00619963-0j 0.0052284-0j 0.000425299-0j -2.72413e-06-0j -0.00248785-0j -0.000904748-0j 4.97871e-05-0j -1.6949e-05-0j 0.150466-0j -0.0512228-0j 6.56003e-06-0j 0.00423631-0j -2.23322e-06-0j -7.83966e-05-0j -0.00144216-0j 0.00132491-0j 2.66884e-05-0j 0.000203699-0j -0.000451038-0j -6.9345e-05-0j -1.24251e-05-0j 4.56326e-05-0j -8.96892e-06-0j 0.000187824-0j -0.000689805-0j 0.000304239-0j 0.000135579-0j -1.03543e-06-0j 0.19647-0j -0.00111735-0j 2.4748e-05-0j 3.80272e-06-0j -0.721558-0j 0.000219611-0j -9.15196e-08-0j -7.4741e-07-0j -0.000295744-0j 0.14182-0j -0.000102366-0j -9.08898e-05-0j 3.36116e-07-0j -5.26471e-05-0j 1.78641e-05-0j 0.00108615-0j 0.000375951-0j -6.60623e-08-0j -4.93245e-06-0j -0.000213479-0j -7.38917e-05-0j 0.000193352-0j -3.80027e-05-0j 1.8115e-05-0j -3.56043e-06-0j 
-0.000303877-0j 0.00516846-0j -4.47653e-06-0j -0.0502851-0j 4.27842e-05-0j -0.00506778-0j -0.000514555-0j 3.15135e-07-0j 0.000163401-0j 0.000167718-0j -0.00516529-0j -0.00530175-0j -0.00207149-0j 3.10759e-06-0j -0.00212621-0j -0.000520563-0j 3.18969e-06-0j -3.05159e-05-0j -0.000534316-0j 1.44766e-08-0j -3.13221e-05-0j 1.48591e-08-0j -0.000123002-0j -0.000145503-0j -8.1313e-05-0j -1.94484e-05-0j -2.3006e-05-0j -0.289779-0j -1.28567e-05-0j -1.02502e-05-0j 0.000434718-0j -0.342786-0j 0.000246553-0j -1.21252e-05-0j 0.000514239-0j -0.191564-0j 0.000263321-0j -6.77608e-06-0j -2.13546e-07-0j 0.000287378-0j 4.38113e-05-0j 0.000291654-0j 0.000311489-0j 1.81603e-06-0j 0.000162988-0j -2.52609e-07-0j 5.18255e-05-0j 0.000174073-0j -7.03428e-10-0j -1.41168e-07-0j 2.89623e-05-0j 2.14823e-06-0j 1.20052e-06-0j -8.32103e-10-0j -4.65014e-10-0j 
-4.38517e-06-0j -0.0143355-0j -0.000885662-0j -3.81299e-06-0j 6.07569e-05-0j -0.00720466-0j 0.0687458-0j -0.00012925-0j -2.39644e-06-0j -2.42128e-06-0j 3.69728e-05-0j 3.7356e-05-0j 6.10767e-05-0j -0.000203909-0j 6.17096e-05-0j 0.0698602-0j -0.000206023-0j 0.0123355-0j 0.0705842-0j -9.80482e-06-0j 0.0124633-0j -9.90643e-06-0j -1.77502e-06-0j -2.19647e-06-0j -1.28127e-06-0j 2.6832e-05-0j 3.32029e-05-0j 4.29172e-05-0j 1.93684e-05-0j -1.47918e-07-0j -0.000143283-0j 5.31074e-05-0j -0.000683851-0j -1.83039e-07-0j -0.000177303-0j 3.09793e-05-0j -0.00073374-0j -1.06773e-07-0j -4.22491e-05-0j -0.000103427-0j -0.270733-0j -0.000846222-0j -0.000907957-0j 0.00145477-0j -0.00049363-0j -5.22806e-05-0j -0.335015-0j -0.000529641-0j -7.04636e-07-0j -3.0497e-05-0j -0.195425-0j 0.00180019-0j 0.00105011-0j -8.71942e-07-0j -5.08633e-07-0j 
0.059252-0j -3.58123e-05-0j -2.98435e-06-0j 0.000171137-0j -0.00834235-0j 1.74666e-05-0j 3.56535e-06-0j 2.1009e-07-0j 0.000108934-0j 0.000111812-0j 1.75792e-05-0j 1.80436e-05-0j -0.00419807-0j -0.000605939-0j -0.00430897-0j 1.79417e-06-0j -0.000621947-0j 2.11445e-07-0j 1.84157e-06-0j 9.65108e-09-0j 2.17031e-07-0j 9.90605e-09-0j -8.20016e-05-0j -9.70017e-05-0j -5.42087e-05-0j -1.29656e-05-0j -1.53373e-05-0j -1.02502e-05-0j -8.57114e-06-0j -0.290281-0j -1.47949e-06-0j -1.21252e-05-0j 0.000499663-0j -0.343381-0j -1.75012e-06-0j -6.77608e-06-0j -6.03999e-07-0j -0.191896-0j 4.16386e-05-0j -9.78043e-07-0j -1.51e-07-0j 0.000591064-0j -7.14485e-07-0j -1.25833e-08-0j 0.000330312-0j 4.92553e-05-0j -1.78621e-07-0j -3.99284e-07-0j -4.68952e-10-0j 2.7526e-05-0j -9.98211e-08-0j -1.48851e-08-0j -8.31843e-09-0j -5.54735e-10-0j -3.10009e-10-0j 
0.00843563-0j -0.0465679-0j 0.000122706-0j -7.16374e-07-0j -0.000823099-0j 1.41424e-05-0j -0.000137283-0j 1.69036e-07-0j -3.16315e-05-0j 3.10494e-05-0j 0.000241456-0j -0.000237013-0j -0.058442-0j -0.00838199-0j 0.0573667-0j -0.00476674-0j 0.00822777-0j -0.000850107-0j 0.00467904-0j 6.74014e-07-0j 0.000834465-0j -6.61613e-07-0j 4.67338e-05-0j -4.12666e-07-0j 3.31018e-05-0j -0.000349531-0j 3.08641e-06-0j -0.000562055-0j -0.000247574-0j -0.00113906-0j -8.06123e-05-0j 4.96303e-06-0j -0.64579-0j 1.00581e-05-0j 7.11819e-07-0j -0.000398106-0j -0.000100047-0j -0.000806801-0j 0.00170165-0j -5.70981e-05-0j 0.00159142-0j 0.00570242-0j 8.83428e-07-0j 0.000132623-0j -0.457416-0j -1.50259e-05-0j -1.40525e-05-0j -7.08636e-05-0j -7.71893e-08-0j 0.00120529-0j 0.00112721-0j -1.17108e-06-0j 9.39373e-05-0j 6.81593e-10-0j -5.46736e-08-0j 
4.38609e-05-0j -0.000741282-0j 0.00885846-0j 0.00725803-0j 0.000590396-0j -3.78162e-06-0j -0.00345362-0j -0.00125596-0j -2.35849e-05-0j -2.4208e-05-0j -0.0712779-0j -0.073161-0j -3.10759e-06-0j -0.0020068-0j -3.18969e-06-0j 3.71377e-05-0j -0.00205982-0j -0.000627631-0j 3.81188e-05-0j -9.64955e-05-0j -0.000644213-0j -9.90448e-05-0j 1.77539e-05-0j 2.10015e-05-0j 1.17365e-05-0j -0.000268376-0j -0.000317469-0j -0.000434718-0j -0.000177415-0j 1.47949e-06-0j -0.28073-0j -0.000514239-0j -3.53617e-05-0j 1.75012e-06-0j -0.332083-0j -0.000287378-0j 1.3077e-07-0j 9.78043e-07-0j 0.000422579-0j -0.185582-0j 0.000146268-0j -4.18302e-05-0j 1.54691e-07-0j 7.52257e-05-0j -2.33765e-05-0j 0.000499879-0j 0.000173024-0j 8.64476e-08-0j 7.04783e-06-0j 0.000279354-0j 9.6693e-05-0j 8.89864e-05-0j 4.97294e-05-0j 8.33705e-06-0j 4.6591e-06-0j 
0.000125343-0j -0.00213188-0j 1.84648e-06-0j 0.0628324-0j -5.34598e-05-0j 0.00633231-0j 0.000642948-0j -3.93769e-07-0j 6.84984e-05-0j 0.000330448-0j -0.00216531-0j -0.0104458-0j -0.000868375-0j 1.30271e-06-0j -0.00418919-0j -0.000218222-0j 6.2845e-06-0j -1.27924e-05-0j -0.00105274-0j 6.06865e-09-0j -6.17126e-05-0j 2.92762e-08-0j 5.07359e-05-0j -0.000184773-0j 4.2614e-05-0j 8.02205e-06-0j -2.92151e-05-0j 0.119528-0j 6.73786e-06-0j 4.22799e-06-0j -0.000179312-0j -0.435302-0j -0.000101698-0j -1.53977e-05-0j 0.000653029-0j 0.100393-0j -0.000108614-0j 3.55116e-06-0j 8.80831e-08-0j -0.000150607-0j -1.80713e-05-0j 0.000370369-0j 0.000395558-0j -7.49076e-07-0j -8.54179e-05-0j -3.20786e-07-0j 6.58129e-05-0j -9.12271e-05-0j 2.90149e-10-0j 7.39826e-08-0j -1.51784e-05-0j 2.72803e-06-0j -6.29162e-07-0j -1.05668e-09-0j 2.43701e-10-0j 
3.65431e-07-0j 0.00119466-0j -0.0141113-0j 3.17749e-07-0j -1.01791e-05-0j -6.2729e-06-0j -0.0175866-0j 0.0468061-0j 1.99704e-07-0j 2.01773e-07-0j -6.19437e-06-0j -6.25856e-06-0j -2.5317e-06-0j 0.000104871-0j -2.55794e-06-0j 0.000122287-0j 0.000105958-0j 0.0977627-0j 0.000123554-0j 0.0110838-0j 0.0987759-0j 0.0111986-0j 1.47918e-07-0j 1.83039e-07-0j 1.06773e-07-0j -4.49539e-06-0j -5.56276e-06-0j -1.77897e-06-0j -3.24494e-06-0j 1.23265e-08-0j 7.36905e-05-0j -2.20137e-06-0j 5.69894e-05-0j 1.52533e-08-0j 9.11874e-05-0j -1.28413e-06-0j -3.1666e-07-0j 8.89774e-09-0j -0.000673155-0j 5.31926e-05-0j -0.00145477-0j 7.05208e-05-0j -3.91847e-07-0j -0.262052-0j 4.11372e-05-0j -0.000832987-0j -0.00180019-0j -2.28577e-07-0j 0.00161231-0j -0.000485909-0j -0.00105011-0j -0.324273-0j -0.189159-0j 0.00199513-0j 0.00116383-0j 
0.00516575-0j -0.0285169-0j 7.51418e-05-0j -3.08201e-05-0j -0.0354116-0j 0.000608439-0j -0.00590625-0j 7.27231e-06-0j 5.74892e-05-0j -1.9571e-05-0j -0.000438839-0j 0.000149393-0j 0.106217-0j 0.015234-0j -0.0361591-0j 0.00866342-0j -0.00518609-0j 0.00154505-0j -0.00294927-0j -1.225e-06-0j -0.000525977-0j 4.17025e-07-0j -1.43473e-05-0j 5.2692e-05-0j -1.03564e-05-0j 0.000107306-0j -0.000394093-0j 0.000172551-0j 7.74576e-05-0j 0.000349691-0j 2.4748e-05-0j -0.000633713-0j 0.198258-0j -0.00128428-0j -9.08898e-05-0j 0.000124554-0j 3.07144e-05-0j 0.000252421-0j -0.000522408-0j 1.78641e-05-0j -0.000488567-0j -0.728124-0j -0.000112802-0j -4.07152e-05-0j 0.14311-0j 0.0019186-0j 0.00179432-0j 2.21708e-05-0j 2.36972e-08-0j -0.000377094-0j -0.000352666-0j 0.000149531-0j -2.93898e-05-0j -8.70304e-08-0j 1.71055e-08-0j 
-2.04641e-05-0j 0.00105142-0j -3.01465e-07-0j -2.53276e-07-0j -4.22127e-08-0j -0.00145072-0j 1.5336e-06-0j -3.10926e-10-0j -1.11834e-05-0j 1.09776e-05-0j -1.80471e-06-0j 1.77151e-06-0j 0.000428273-0j -2.12688e-07-0j -0.000420393-0j -0.0103371-0j 2.08774e-07-0j 6.30906e-06-0j 0.0101469-0j -9.908e-10-0j -6.19298e-06-0j 9.7257e-10-0j 1.65229e-05-0j -1.459e-07-0j 1.17032e-05-0j 2.6125e-06-0j -2.30687e-08-0j -0.00060028-0j 1.85044e-06-0j 1.37691e-06-0j 2.98109e-07-0j 5.30057e-06-0j -0.000100047-0j -1.21583e-08-0j -2.63235e-09-0j -0.000425182-0j -0.650271-0j 9.7527e-07-0j 2.86856e-08-0j 2.11152e-07-0j 0.00170752-0j 8.83428e-07-0j 0.005742-0j -7.36914e-07-0j -7.08636e-05-0j -2.53298e-10-0j -1.50776e-05-0j -0.46059-0j 9.44913e-11-0j 2.03181e-08-0j 0.00120944-0j 6.50706e-09-0j -5.2196e-07-0j -8.34373e-13-0j 6.69287e-11-0j 
-0.0244402-0j 1.47718e-05-0j 1.23098e-06-0j -0.000213839-0j 0.010424-0j -2.18249e-05-0j -4.45499e-06-0j -2.62513e-07-0j 4.56656e-05-0j 0.000220299-0j 7.36925e-06-0j 3.55505e-05-0j -0.00175984-0j -0.000254012-0j -0.00848979-0j 7.52121e-07-0j -0.0012254-0j 8.86383e-08-0j 3.62836e-06-0j 4.04577e-09-0j 4.27606e-07-0j 1.95175e-08-0j 3.38239e-05-0j -0.000123182-0j 2.84093e-05-0j 5.34803e-06-0j -1.94768e-05-0j 4.22799e-06-0j 4.49191e-06-0j 0.119735-0j 6.10258e-07-0j -1.53977e-05-0j -0.000206101-0j -0.436057-0j -2.22247e-06-0j 3.55116e-06-0j 2.49137e-07-0j 0.100567-0j -1.7175e-05-0j 5.12566e-07-0j 6.22842e-08-0j 0.000750589-0j -9.0732e-07-0j 5.19035e-09-0j -0.000173107-0j 6.25491e-05-0j -2.2683e-07-0j 2.09254e-07-0j 1.93433e-10-0j -1.44256e-05-0j 5.23136e-08-0j -1.89025e-08-0j 4.35946e-09-0j -7.04455e-10-0j 1.62468e-10-0j 
-0.000702969-0j -0.000122706-0j -0.0450933-0j 5.96978e-08-0j 0.000208675-0j 6.09288e-09-0j 1.70512e-05-0j -0.000192104-0j 2.63595e-06-0j -2.58745e-06-0j -6.12148e-05-0j 6.00884e-05-0j -5.06181e-05-0j -0.100166-0j 4.96867e-05-0j -6.2477e-06-0j 0.0983235-0j -0.00324699-0j 6.13275e-06-0j -0.00154658-0j 0.00318725-0j 0.00151813-0j -3.89448e-06-0j 3.43889e-08-0j -2.75848e-06-0j 8.86142e-05-0j -7.82477e-07-0j -4.8681e-07-0j 6.27659e-05-0j 9.49215e-05-0j -0.000963333-0j 4.29861e-09-0j -0.00170165-0j -8.38171e-07-0j 8.50637e-06-0j -3.4481e-07-0j -2.86856e-08-0j 6.72334e-05-0j -0.625341-0j -0.000682333-0j -9.83197e-05-0j 1.50259e-05-0j 2.53298e-10-0j 0.00156653-0j -0.00120529-0j 0.00552185-0j 8.68178e-07-0j -2.03181e-08-0j 0.000296537-0j -0.442932-0j -6.96404e-05-0j -1.38327e-05-0j 0.00110958-0j -2.61847e-06-0j 0.000210039-0j 
-1.80917e-05-0j 0.000305763-0j -0.00365393-0j -0.00906907-0j -0.000737714-0j 4.72523e-06-0j 0.00431538-0j 0.00156936-0j -9.88689e-06-0j -4.7696e-05-0j -0.0298799-0j -0.144146-0j -1.30271e-06-0j -0.000841259-0j -6.2845e-06-0j 1.55682e-05-0j -0.00405838-0j -0.000263105-0j 7.51038e-05-0j -4.04512e-05-0j -0.00126926-0j -0.000195144-0j -7.32309e-06-0j 2.66697e-05-0j -6.1508e-06-0j 0.000110699-0j -0.000403152-0j 0.000179312-0j 9.29784e-05-0j -6.10258e-07-0j 0.115795-0j -0.000653029-0j 1.45859e-05-0j 2.22247e-06-0j -0.42171-0j 0.000150607-0j -5.39397e-08-0j -5.12566e-07-0j -0.000174305-0j 0.0972585-0j -6.03324e-05-0j -5.31199e-05-0j 1.96441e-07-0j -3.1029e-05-0j 1.2251e-05-0j 0.000634793-0j 0.000219722-0j -4.53049e-08-0j -2.90708e-06-0j -0.000146402-0j -5.06742e-05-0j 0.000113003-0j -2.60618e-05-0j 1.05872e-05-0j -2.44171e-06-0j 
-1.36188e-08-0j 6.9532e-07-0j 0.0026712-0j -1.18418e-08-0j 5.70017e-07-0j -1.2086e-09-0j -1.71251e-05-0j -0.0277078-0j -7.44252e-09-0j -7.51964e-09-0j 3.46876e-07-0j 3.50471e-07-0j -9.80638e-10-0j -9.82526e-06-0j -9.908e-10-0j 3.54029e-08-0j -9.92708e-06-0j 0.000192343-0j 3.57698e-08-0j 0.118457-0j 0.000194336-0j 0.119684-0j -5.51258e-09-0j -6.82147e-09-0j -3.97919e-09-0j 2.51736e-07-0j 3.11507e-07-0j -6.89072e-10-0j 1.81713e-07-0j -4.59382e-10-0j -6.90399e-06-0j -8.52684e-10-0j 3.31691e-08-0j -5.68456e-10-0j -8.54326e-06-0j -4.97399e-10-0j -4.0604e-11-0j -3.31599e-10-0j 0.000127425-0j -4.98357e-06-0j -7.04636e-07-0j 4.10447e-08-0j -5.02449e-11-0j -0.00161231-0j 2.39427e-08-0j 0.000157681-0j -8.71942e-07-0j -2.93095e-11-0j -0.253388-0j 9.19804e-05-0j -5.08633e-07-0j -0.00199513-0j -0.00116383-0j -0.313552-0j -0.182905-0j 
-1.25317e-05-0j 0.000643862-0j -1.84609e-07-0j -1.08965e-05-0j -1.81609e-06-0j -0.0624135-0j 6.5979e-05-0j -1.33768e-08-0j 2.03255e-05-0j -6.91938e-06-0j 3.28002e-06-0j -1.11661e-06-0j -0.000778375-0j 3.86554e-07-0j 0.000264981-0j 0.0187874-0j -1.31594e-07-0j -1.14665e-05-0j -0.00639576-0j 1.80075e-09-0j 3.90353e-06-0j -6.13026e-10-0j -5.07253e-06-0j 1.86294e-05-0j -3.66155e-06-0j -8.02038e-07-0j 2.94557e-06-0j 0.000184286-0j -5.78941e-07-0j -4.22711e-07-0j -9.15196e-08-0j -0.000676812-0j 3.07144e-05-0j 1.55245e-06-0j 3.36116e-07-0j 0.000133025-0j 0.199634-0j -3.05129e-07-0j -8.80648e-09-0j -6.60623e-08-0j -0.000524209-0j -0.000112802-0j -0.733177-0j 2.26233e-07-0j 2.21708e-05-0j 3.23428e-08-0j 0.00192522-0j 0.144103-0j -2.90089e-11-0j -6.35685e-09-0j -0.000378394-0j -8.30865e-07-0j 1.63303e-07-0j 1.06538e-10-0j -2.09397e-11-0j 
