0.00799271-0.00669724j -0.00522217-0.00209415j -0.0111512+0.0190567j -0.00232132-0.00702269j 0.00843282-0.0106966j -0.00466925+0.0257492j -0.0036139+0.0193525j -0.00600978-0.00963506j 0.00220436-0.0247495j -0.000994071+0.0123865j -0.00136655+0.0130728j -0.00436428-0.00420844j -0.00182771-0.00690991j -0.00172401+0.00125093j 0.00481982+0.00669219j 0.00532028-0.00126201j -0.00323579-0.00865345j 0.00901657+0.0162262j -0.00229472-0.00241908j 0.000147909-0.00516648j -0.000767752-0.0046657j -0.00112743-0.00114604j 0.00913121+0.00967578j -0.000613696+0.00567903j 0.00759775+0.00198141j 0.0108028+0.00571357j 0.00393112+0.00241068j -0.00159571-0.000921156j -0.00276123+0.00095354j 0.0127219+0.00309278j -0.0106494+0.0107015j -0.0168251-0.0123818j 0.00141306+0.00512692j 0.00663445-0.00230927j -0.00617568-0.0103601j 0.00101022+0.0026972j -0.0166025-0.00207188j -0.00869937+0.0027518j 0.0118075+0.00687521j -0.00432446+0.000291802j -0.0229313-0.00194607j -0.00100787-0.0017047j 0.00698644+0.00128911j -0.00773031-0.000966179j -0.0024461+0.00469691j -0.0011452+0.00202723j -0.00274889-0.000273737j -0.000392063-0.000322412j 0.00319342-0.000496148j -0.0104817-1.68874e-05j 0.0161891-0.00246784j -0.00474532-3.72703e-05j 0.00352704-0.00110392j 0.00180719-0.00194816j 0.00643483-0.0024141j 0.00434654-0.00406326j -0.0028604-0.000492046j -0.00233462-0.000339457j -0.00820095+0.00184635j -0.00115573+0.00139307j -0.00332662+0.000631966j -0.00591539+0.00170766j 0.0073582-0.00433494j -0.00282828+0.00173776j -0.00553472+0.00196747j -0.00635764+6.03628e-05j 0.0080072-0.00301039j -0.00266906+0.00208563j 0.00911385-0.000940494j -0.0058229+0.00318052j 0.00788714+0.000780983j -0.00636575+0.00389313j 
-0.000158411+0.00153514j 0.00213014+0.000421011j 0.000124531+0.000620061j 0.00464046+0.00367503j 0.000411469-0.00382557j 0.00252729+0.00621926j 0.00312141-0.00157111j 0.00760552+0.00313451j 0.008564+0.00975743j -0.00324333-0.00484556j 0.00153867-0.0001626j -0.00489095-0.00355162j -0.00573226-0.00949749j 0.00100816-0.0050963j 0.000338231-0.00463956j -0.00772446-0.0008582j -0.00749168-0.00884165j 0.00161573+0.0044312j 0.00453377+0.00511593j 0.00549003+0.00333871j 0.00941161+0.00830174j -0.013718+0.0030584j 0.0123532+0.00254715j 0.00170404+0.00094509j 0.00914195-0.0014069j 0.00491611-0.00396637j -0.013913+0.00044947j 0.00694861-0.000971559j -0.00621701-0.00317238j -0.00485278+0.00394959j -0.00184476+0.00156778j 0.000285289-0.00568349j 0.00355849+0.00296298j -0.00445475+0.00380417j -0.00150253-0.00208601j -0.000607109-0.00429148j -0.00159268+0.00216596j 0.000709934-0.00235892j -0.00210616-0.000325626j 0.000283231+0.00421308j -0.000974206+0.00174388j 0.00132878+0.000505593j 0.0040245+0.00113573j -0.00110185-0.00299449j -0.00478141-0.00553072j -0.00175855+0.0001012j -0.000205133+5.85631e-05j -0.00307198-0.000938582j -0.00135278-0.00389975j -0.00149743+0.00415133j -0.00229086-0.00615097j -0.000414614-0.00083708j 0.00178211+0.000733834j 0.00317263+0.00205161j -0.0012143+0.00228594j 0.00240256+0.00330845j -0.00203109+0.000431708j 0.00195951-0.00282217j 0.00168229-0.00165746j 0.000808905+0.00240457j -0.00122725+0.000792906j 0.00290128+0.000626756j -0.00136896-0.00032264j 0.000684069+0.000316487j 0.000225343+0.00116387j 0.000727887-0.000142296j -0.00333653-0.000193195j 5.26381e-05-0.00132037j -0.000795401-0.00205374j 1.03699e-05-0.00205536j -2.2723e-05-0.00119414j 0.000597162-0.000276318j 
0.00814733+0.00650404j -0.00172871+0.00116993j 0.000634524+0.000739986j -0.00231165-0.00331714j 0.00241398+0.000827275j 0.000337476-0.00144994j 9.89019e-07+5.83937e-05j 0.00687274+0.00331191j 0.00414338+0.000464266j 0.00497232+0.00576839j 0.00517996+0.00120842j -0.00200285-0.00464689j 0.00750848+0.00312622j 0.00216811+0.00223417j 0.00635577+0.00334807j 0.00723241+0.000710551j -0.0037032+0.000524153j -0.00265446+0.000122757j -0.000831584+0.00280342j 0.00394044-0.00608071j 0.00857476-0.00254315j 0.00345936+0.000122658j 0.0085224+0.000328718j 0.00371844-0.00263948j 0.00260265-0.00415332j 0.00311821-0.00277937j -0.000458493+0.000301484j 0.00372165-0.00454757j 0.0080988+0.00095846j 0.00083408-0.00146293j 0.00277329-0.00246992j 0.00108059+0.00232765j -0.00347701-0.00227095j -0.00398658-0.00375755j -0.00543985-0.00148448j -0.000729869-0.00239916j -0.0088344-0.00357162j 4.86957e-05+0.00181804j 0.00485265-0.000927798j 0.00972178+0.00077501j -0.00268532-0.000579479j -0.00446753-0.00210793j -0.000546804-0.00474535j 0.0053194+0.00450555j -0.00518545+0.000953368j 0.00227882+0.00329963j -0.00601374+0.00192032j 0.00782727+0.00131717j 0.00739739-0.00342167j 0.00236663-0.00290559j -0.00517615+0.00170233j -0.00362373+0.00179531j -0.012591+0.00333811j 0.0100197-0.00215686j -0.0014494-0.00147631j -0.00775043+0.000838578j 0.00899207-0.00540073j -0.00276104+0.00134966j 0.0068081-0.00544787j 0.00450524-0.00344415j 0.0036923-0.00487325j 0.0102768-0.00368271j -0.00251313+0.00311162j -0.00062279-0.00129772j -0.00729153+0.0023079j 0.00466682-0.0016921j 0.004448-0.000252874j 0.00230847+0.00145822j -0.000576982-0.00174212j 0.0051758-0.000503208j -0.00416025+0.00322074j -0.00450176+0.000280607j 
0.00468396+0.00712378j -0.000396761-0.000194702j 0.00025636-0.000317867j -0.00457037+0.00109903j 0.00335229+8.33761e-05j -0.00294684-0.0089731j 0.00100723-0.00527198j 0.00367943-0.00040151j -0.00296933+0.00535002j 0.00540593+0.014356j 0.000883695+0.00785093j 0.000898779-0.000838343j 0.00744345-0.00486405j 0.00099987+0.00980943j 0.000971781-0.00778902j 0.00934192-0.00366497j -0.000750338-0.0174587j -0.00278692+0.00710671j -0.00304029+0.0101202j -0.00291225-0.00718267j 0.0012658+0.00408476j 0.00952604+0.0112135j 0.00717077+0.00549145j -0.00259187-0.00805603j 0.00121117-0.000845766j -0.0024459-0.00113305j 0.00817067-0.00697952j -0.000246411-0.00570103j 0.00713446-0.00637039j -0.00242922-0.00318522j 0.0049605+0.00217419j -0.00367448-0.00154649j 0.00133515-0.00201421j -0.00520254+0.000484424j -0.00278338+0.00126651j 0.0011358-2.37998e-05j 0.00340523-0.00282166j -0.00115278-0.00274581j -0.00231312+0.00160332j -0.00137035+0.00252081j 0.00447635-0.00357811j 0.00160876-0.00440481j 0.0101379-0.00513675j -0.00512982+0.0045175j -0.00223617-1.16264e-05j -0.00542071+0.00590045j -0.0026154+0.000403263j 0.00566927-0.00181442j 0.00631641+0.000524184j 0.00242594-0.00402498j 0.00522263-0.00376359j 0.00498235-0.00628095j -0.00120929-0.00626635j 0.00325461+0.0033166j 0.00220011-0.00128446j -0.00196054+0.000512603j 0.000769371+0.00326151j 0.00135729-0.0011901j 0.00287668-0.0008657j 0.000716044+0.00405149j 0.00139187-0.000295768j 0.00387001+0.00578313j -0.00114977-0.00126905j 0.00188061-0.000522671j -0.00336274-0.00639943j -0.000339077-0.00142557j 0.00173215-0.00158454j 0.00128738-0.000368723j -0.0026946-0.0021999j 0.00107363-0.00415813j -0.00185648-0.00210662j -0.00107275+0.00216779j 
-0.00262701-0.00245666j -0.000811631-0.00167106j -0.00404032-0.00289836j 0.000610333+0.00528737j -0.00270144-0.00609244j 0.00740049+0.00310417j 0.00308125-0.00392789j -0.000686516-0.000425924j -0.00693364+0.0065675j -0.00611075-0.00350352j -0.00250001-0.000961362j 0.00709295+0.00210823j 0.00697023-0.00810052j -0.0131031-0.00227649j 0.00889485-0.0066246j 0.00156204-0.00497988j 0.0122892-0.0168177j -0.00568918+0.0070882j -0.00517546+0.00414511j 0.00648671-0.00200531j -0.000546617+0.00274352j -0.00198285+0.00231393j -0.0105681+0.00476572j 0.00277091-0.00555237j -0.00215423+0.00113726j 0.000678495-0.00376309j -0.010372-0.00785259j 0.00108123+0.00157345j -0.00313242-0.00245905j -0.00109605+0.00153096j -0.000253492+0.00474418j -0.00519209+0.000226887j -0.00786705+0.000540888j -0.00194922+0.0019812j -0.00176017-0.00156416j 0.00146372-0.00238508j -0.00351304-0.00347528j 0.00931119-0.000957021j -0.00988613+0.00434557j -0.0060765+0.00404757j -0.00256028-0.00760522j 0.00145699-0.00515772j -0.000570927-0.00563077j 0.0011116+0.0069446j 0.00333344-0.00279214j 0.00570182+0.00514204j 0.000241417-0.00101331j -0.00657567+7.63854e-05j -0.00315186-0.00143139j -0.00954776-0.00137696j 0.00254541-0.00720184j 0.00743514-0.00943835j -0.00086197-0.00523289j -0.00502949+0.00364181j -0.00378475+0.0014593j 0.000253742+0.00242402j 0.00345265+0.00602461j 0.00267908+0.00032951j -0.00327562+0.00613245j -0.00385415+0.00957393j 0.00102204-0.000511823j 0.00295+0.00825254j -0.0015649-0.000974704j 0.00256186-0.00217344j 0.00167825-0.00346142j 0.00413218-0.00593983j 0.00415085-0.0056707j -0.00562768+0.00153876j -0.000137563-0.001452j -0.00376903-0.00282066j 0.000784584-0.00121218j 0.000222421+0.00361757j 
-0.00149282+0.00146705j 0.00360173-0.00238048j -0.000291023-0.00947719j 0.00463116+0.00761943j -0.000640163+0.00956956j 0.00400112-0.00945749j 0.000404918+0.00217655j 0.00307735+0.00688409j 0.00430326-0.00578203j 0.000577906+0.0198286j -0.00128875+0.0142473j -0.00898476-0.00835242j -0.000465007+0.00908985j 0.0106737+0.0115188j 0.00363526+0.00180547j -0.0075698+0.00071037j -0.00129601-0.00783898j -0.00358965-0.00523967j -0.00174503-0.00855237j -0.00293487-0.00388274j -0.0049149-0.00159336j -0.00563758+0.0130549j -0.00537728-0.00563435j 0.00693972-0.000313322j -0.00240243-0.00251399j -0.00223197+0.0051504j -0.00410667+0.00733225j -0.00626266-0.0115275j -0.00249222-0.00398331j -0.00473892-0.00072085j 0.000935287+0.00276248j -0.00638485-0.00423693j -0.00691217+0.00150728j -0.00184406-0.0085785j 0.000654587-0.000643733j 0.00343907+0.00288714j 0.00622482-0.00306292j 0.000144932+0.00155171j -0.00140036+0.00108811j -0.00299989+0.00265107j -0.0130421+0.00598022j -0.00293481-0.00223803j -0.0066689+0.00320451j 0.00433906-0.00402772j 0.0045227+0.0025895j 0.0107258-0.00646344j 0.0030177-0.00447604j -0.00540517+0.0049693j -0.00783601+0.00681551j -0.00341051+0.00227761j 0.00386022+0.00175517j -0.00400403+0.00238946j 0.000565212-0.00321423j 4.27604e-05+0.00418247j 0.00051494+0.000891418j 0.00194751+0.00479632j -0.00387048+0.00915936j 0.000786322-0.00168473j 0.00206731-0.00370141j 1.23795e-05-0.00524409j 8.02405e-05-7.2439e-05j 0.00329708-0.000972152j 0.00216078+0.00151917j -0.000217075+0.00332645j -0.0031174-0.00744779j 0.00160721+0.0064791j -0.0017938+0.00415955j -0.00234123+0.00508667j 0.000376341-0.00300556j -0.000499095-0.00222516j -1.96058e-05-0.00188507j 0.000995014+0.00684495j 
-0.000384952+0.00171733j 0.00309762-0.000213907j 0.00275034-0.000207166j -0.000655765-0.00255977j -0.000127755-0.00052712j 0.000872726-0.00469026j -0.00247875-0.00414954j 0.0026721-0.00278198j 0.00436249-0.00243884j -0.000989766+0.00639287j -0.00226056+0.000813775j 0.0011404+0.000387734j -0.00384922-0.00031319j -0.00043846+0.00328566j -0.00382391-0.0017001j 0.00510013+0.000621007j -0.00411189-0.000519256j -0.000598238-4.1087e-05j 0.00139681+0.00299086j 0.000429309-0.00535129j 0.00475881-0.00214658j 0.00409034+0.00733877j 0.00762691-0.00299888j -0.0032725-0.00310108j 0.00112323-0.00442033j -0.00227198-0.00192284j 0.00344111+0.00100854j 0.000942498-0.00831615j 0.00814521+0.000566749j 0.000456096-0.00225268j 0.00608004+0.00154287j 0.000744572-0.00259735j -0.00170042-0.000631033j -0.00276702+0.0010956j 0.00399038-0.0023835j 0.00312975+0.000140828j -0.00191493-0.00340288j 0.00298735+0.00237327j -0.000689121-0.000179781j -0.00165556+0.00135523j -0.0111751+0.00192773j -0.00589685-0.00165257j -0.00862614+0.00107424j 0.00783298-0.00157793j 0.00499746-0.000911894j 0.00721335-0.00422103j 0.0014199-0.001484j -0.00189752+0.0027316j 0.00113276+0.00460431j -0.00433572-0.000338535j -0.000242571-0.000719313j -0.00250285+0.00429764j -0.00576809+0.000143304j 0.000208622+0.00502659j 0.000147437+0.000695557j -0.00295314+0.000914775j 0.00642372-0.000157699j 0.00046793-0.00212378j 0.000479706-0.00120881j -0.000712674-0.00170645j 0.00226345-0.00411676j 0.00414157-0.00134374j 0.000701571+0.000686j 0.00321761+0.00103838j -0.00133271+0.000732831j 0.00275903+0.0017204j 0.00298782+0.00346208j -0.0010024+0.00232918j 0.00105906-0.00152046j -0.00274151+0.00225514j 0.0036507-0.00316158j 0.000291036+0.0013647j 
0.000311026+0.000927047j 0.00307305+0.00492312j -0.00229694-0.00267803j 0.000306775+0.00849422j 0.00725182+0.00727448j -0.00876283+0.00261827j -0.000140108+0.0082531j 0.00538025+0.0123857j 0.000493011+0.00636229j 0.016251+0.00572809j 0.00607425+0.00720595j -0.0128639-0.0122995j 0.00722737+0.00108436j 0.0223746+0.00387565j 0.00660055+0.005252j -0.00371334-0.004533j -0.00301437-0.00047638j -0.00197624-0.00356023j -0.00159827-0.000899815j -0.00443916+0.00615454j -0.00486096+0.00855925j -0.0095847-0.0110271j 0.000981204+0.00563881j 0.00213614+0.00568111j 0.00629854+0.00561272j 0.004493+0.00370165j -0.00107246-0.0077026j -0.00121779-0.000828288j 0.00279191-0.00470646j -0.00756401-0.0053003j 0.00133949-0.00420519j 0.00461471+0.0011526j 0.00362256+0.00201084j -0.00679136-0.00418207j -0.00193044+0.00649476j 0.00138344+0.000486903j -0.00584538+0.00230734j 0.00468108+0.00248309j -0.00147597-0.000501348j -0.000196035-0.00592114j 0.000239267-0.00706505j -0.00606585-0.00229127j -0.0016887-0.00225153j 0.0017393+0.00131636j 0.00337065+0.00489431j -0.00275466+0.00607175j -0.000551013+0.00337711j 0.00171791-0.00485456j 0.0029093-0.00737333j -0.00307027-0.00360019j 0.00474578-0.00171647j 0.00217551-0.00634977j -0.00153822+0.00297755j -0.00147838+0.00049255j -0.00316539+0.000851196j -0.00244613+0.00381358j 0.00333438-0.00842712j 0.00248083-0.000555978j -6.22084e-06+0.000295006j -0.000240652+0.00575791j 0.000476954-0.00175186j -0.00222796-0.00174869j 0.000682581-0.000976185j -0.00156269-0.00284707j -0.00244833+0.00157581j -0.00315079-0.00663471j 0.00341601-0.00608715j 0.000696317-0.00163002j 0.001586-0.00106706j -0.000862795-0.000636563j 0.00240817-0.00180782j -0.000343356-0.00124419j 
-0.000603942-0.00650607j 0.00289274+0.00662256j -0.00346339+0.00518235j 0.00355471+0.00149561j 0.00102742+0.00227457j -0.000626028-0.00393524j -0.00167007-0.0057035j 0.000251358-0.00816026j -0.00020362-0.00526743j 0.00645076-0.00538044j 0.00032067-0.0073895j -0.00457602+0.00637268j -0.00109264-0.00903391j 0.00481796+0.0015189j -0.00526654-0.0129499j -0.00510104-0.00605701j -0.00271702-0.00183331j 0.00425741+0.00429921j 0.00345698+0.00269539j -0.00921789-0.0082275j -0.00963005-0.0060717j 0.000578471+0.00274716j -0.00123716-0.00073033j -0.0084234-0.0049381j -0.00571065-0.00315104j -0.00559344-0.00421327j 0.00231417+0.00608434j -0.00304993+0.00322378j -0.00233549+0.00128148j 0.00243074+0.00218756j -0.000476034-0.000247388j 0.00211825+0.00107592j 0.00104213+0.000542205j 0.00534389+0.00539559j 0.000603488-0.00316131j 0.000445136+0.000260319j -0.00681271-0.00492327j 0.00232172+0.00370288j -0.000475729-0.00349042j 0.00404845+0.000499898j -0.00868527-0.00829509j -0.00332971-0.006485j -0.00797637-0.0102349j 0.006127+0.00595316j -0.00335965+0.00236934j 0.00970012+0.00333847j 0.00125098+0.00112881j -0.0117283+0.000194281j -0.00476954-0.00221675j -0.00967549-0.00174809j -0.00961852+0.00154203j 6.07236e-05+0.00334826j -0.00883564-0.00156704j -0.000128193+0.00254909j -0.00524609+0.00131087j 0.000398808-0.00296538j 0.00664859+0.000363365j -0.0020737+0.000320489j -0.000457265+0.00169278j -0.00211372+0.00134545j 0.00178631-0.00176753j 0.00674798-0.00123502j -0.00141063+0.00169675j 0.00472882-0.00251542j 0.00274912+0.00390415j 0.00502789-0.00151913j 0.00492294+0.00324136j -0.00387941+0.00120889j 0.00138297+0.00217305j -0.004206+0.00462386j 0.00303295+0.00033259j -0.00106049-0.00201932j 
-0.00289177-0.00526896j -0.00264123+0.0044477j -9.37938e-05+0.00312121j 0.00331277+0.00611917j 0.00228988+0.00663192j -0.00403316-0.00244657j 0.000857032+0.000371266j -0.00103937-0.00104162j 0.000424798-0.00256166j 0.00540507-0.00175159j 0.00139702-0.00197599j -0.00993959-0.00140082j -0.000656219-0.00375939j 0.0109579+0.00462295j 0.00101954-0.00764263j -0.00963818-0.00649694j -7.2933e-05-0.0024149j 0.00572315+0.00269083j 0.00259904-0.002212j -0.00913334-0.00200146j -0.0118045-0.00301116j -0.00562124-0.00267523j -0.00581821+0.000868375j -0.00355735+0.000748838j -0.0035082+0.00143889j -0.00186726+0.00101509j -0.000725421+0.00662883j -0.00674097+0.0038326j -0.00729488-0.0041369j -0.00593788-0.000617948j -0.00619318-0.00429948j 0.00519905+0.00233651j -0.000127283+0.00116383j -0.00307235-0.0028589j 0.00544648+0.00498732j -0.000198874+0.00137609j -0.00430803-0.00292539j 0.000596148+0.0027247j 0.00255211-0.00220229j -0.000728809-0.000405266j -0.0033138-0.00707137j -0.00298643-0.00237183j -0.00973698-0.00372683j 0.00745667+0.000988627j 0.00702376-0.000584685j 0.000535455+0.00587171j 0.0043209+0.00139016j -0.00234339-0.00478661j 0.00151778-0.00171396j -0.00472175-0.00386223j 0.00650003-0.00453404j -0.0046421+0.00106495j -0.00523957+0.00369897j -0.00464414+0.00177103j -0.00472178+0.00203365j -0.00207906-0.00107374j 0.000213526-0.00059964j -0.00242071-0.000361396j 0.000166752-0.000988344j 0.00033025-0.000641671j 0.00193473+0.00180799j -0.00257326+0.00174559j 0.0012397-0.00121537j -0.00406319+0.000273888j -0.00548223+0.00512543j -0.00105933-6.30598e-05j 0.00216845-0.000238213j 0.00195755-0.0021416j 0.00303795+0.00023365j 0.00268495+4.51232e-06j -0.000449373+0.000782264j 0.00219781-0.00334884j 
-0.000512014-0.00161927j 0.00144913-0.00479929j 0.00544661-0.00722938j -0.000733431+0.00207418j -0.00196463-0.00403183j -0.00226532+0.00396593j -0.00791698+0.000799469j -0.00942865+0.00211473j -0.00564513+0.00227668j -0.00471364-0.00069991j -0.00536202+0.00358168j 0.0127139-0.00166627j -0.00641749+0.00477535j -0.00263807+0.000393567j -0.00893363+0.00952775j -0.00371742-0.000486464j -0.00249013-0.00238628j 0.0015438-0.00279654j 0.00372153-0.0034947j -0.00497844+0.00608117j -0.000958395+0.00424208j 0.0103806-0.00719532j -0.00452853-0.00475625j -0.00321441+0.00685544j -0.00520416+0.00360727j -0.00216256+0.00473965j -0.00262263-0.0115983j -0.000866106-0.00175832j -0.00241157-0.00353021j 0.00267279+0.000391131j 0.000390829+0.00169991j -0.00508386-0.00405572j -0.00933999+0.00236656j 0.000412774+0.00131153j -0.00473278-0.00252294j 0.000363619-0.00113297j -0.0114859+0.00616003j 0.00580099-0.00224095j -0.00518923+0.00341488j 0.00366593+0.00147537j -0.0080582+0.00780345j -0.00770143+0.00320202j -0.00781102+0.00591988j 0.00842231-0.00596978j -0.0014294-0.00306624j 0.00810449-0.0089511j -0.00181206-0.000151725j 0.000460462+0.00325348j 0.00242402-0.0024566j -0.00783012+0.00789943j -0.00304684-0.00213047j 0.00601319-0.00483776j -0.00277712+0.00985235j 0.00450588-0.00447008j 0.000573836+0.00295992j -0.00271558+0.00996736j 0.00558415-0.00617519j 0.00218339+0.00445976j -0.000991308-0.00225242j -0.00196067+0.00212418j 3.77043e-05-0.0052493j 0.00888322-0.00560768j -0.000969072+0.00286679j 0.00184397-0.00208413j 0.000256008+0.00372033j 0.00426557-0.0078866j 0.00220246-0.0095286j -0.000123124+0.00164761j -0.00161449-0.00171488j -0.000618544-0.00456143j -0.000290226-0.000101419j 0.00114096+0.0055545j 
-0.00544427+0.00552567j -0.00447405+0.0101862j 0.000694954+0.000179536j -0.00489531+0.0020488j -0.00891515+0.00930906j 0.00111275-0.00649565j -0.00276358+0.00245436j -0.0073904+0.00764649j -0.000754132+0.00224655j -0.00914895+0.013615j -0.00634455+0.00431502j 0.0076377-0.0167441j -0.00587773+0.000469658j -0.00815197+0.0229263j -0.000535765+0.000959757j 0.00419585-0.00876382j 0.00163243-0.00217159j 0.00241178+0.00268065j -0.000817879+0.00168984j 0.00315704-0.00913037j -0.00217549-0.00890677j -0.00350452-0.0116407j -0.00314397+0.00532989j -0.00178615+0.00565005j 0.00282385+0.00219988j -0.00318995-0.000315691j 0.00305922+0.00656104j 0.00334335+0.00295847j 0.0047788+0.00052432j -0.000999159-0.00347855j 0.00516125-0.00175684j 0.00441218+0.0029388j 0.00325049+0.00858885j 0.00257869+0.00387748j 0.00410106-0.00961317j 0.000793952-0.000437179j -0.00123328+0.000350532j 0.00194186-0.00488181j 0.00296449-0.0013205j -0.000517115+0.00691851j 0.000556464+0.00131516j 0.00242267+6.89009e-05j 0.00332058+0.0125762j -0.00305392-0.00899239j -0.00348826-0.0116574j -0.00551946+0.000939305j -0.000216581-0.00654923j -0.00268347-0.00218646j 0.00732362-0.00591524j -0.00178013+0.000206056j -0.00785926-0.00768448j 0.000607025+0.00591381j 0.00327388-0.000992961j 3.86721e-05+0.0150756j 0.00176558-1.4221e-05j -0.000535174+0.00143782j 0.00279596-0.00751878j -0.00185539-0.00249165j 5.75244e-05+0.00677367j 0.000122502+0.00332362j -0.00159083-0.0029747j -0.000128849+0.007161j -0.000256812-0.00420841j 0.00290887+0.0017091j 0.00646233+0.00148603j 0.000508362+0.000129374j 0.00113196+0.000474012j -0.00217529+0.00113438j -0.000866617-0.00132355j -0.00232934+0.00549048j 0.000632015-0.00320179j -0.000921802-0.00649351j 
0.00854391-0.00945994j -0.00189466+0.000605332j 0.00170695-0.00861418j -0.00296376+0.00936775j -0.00120898+0.00232979j 0.000754877+0.00241417j 0.000557077+0.000451468j 4.83257e-05-0.00208991j 0.000513371-0.000646052j 0.00365089+0.00432168j 0.00188956+0.00195989j -0.00339648-0.00656156j 0.00177251+0.00522376j 0.00424186+0.00985263j 0.0035823+0.000363203j -0.0048252-0.0123939j 0.00446016+0.000822841j 0.00217724+0.00285206j 0.00591011+0.000676577j -0.00302541-0.00559208j -0.00392717-0.0128393j -0.00364108-0.00510456j -0.00250131-0.0119173j 0.00118728-0.00256235j -0.00334312-0.0066188j -0.000824286-0.00106758j -0.00587296-0.00885161j -0.0031837-0.00568239j -0.0069701-0.00971343j 0.000963087+0.00303466j -0.00721386-0.00248485j -0.00354372-0.00537549j -0.00197177+0.00132453j 0.000873774+0.00580727j -0.00571719-0.00188726j -0.00183467+0.00183403j 0.00245635-0.00179664j -0.00718049+0.00476362j 0.000834033-0.000328495j 0.00752243+0.00102918j 0.0104787-0.00194891j 0.00725644+0.000615403j 0.0159925-0.00177661j -0.0102336-0.000160243j -0.0125624-0.00308288j -0.00243949+0.00208322j -0.00573821+0.00146144j 0.00279523-0.0104856j 0.0022544-0.00563584j 0.00511595-0.0015919j -0.00543989-0.00379507j 0.00369029+0.00179471j 0.00785039+0.00128653j 0.00408332-0.00925867j 0.00336544-0.00501477j 2.75661e-05+0.00379272j -0.00314647+0.00711621j 0.00194864+0.00403083j -0.000978295-0.00135506j -0.00391471-0.00582761j 0.00289999+0.00215426j 0.00450075-0.00131053j -0.00300439+0.00293592j 0.00169246+0.00172772j 0.00127851+0.00374198j 0.0021395+0.00173951j -0.00324717+0.00130794j -0.00107621-0.00593551j -0.000679297+0.00218334j -7.67541e-06-0.0077062j -0.000514191+0.00534261j -0.00048667+0.00399695j 
-0.0049654+0.00481571j 0.0057244+0.001657j -0.00729302+0.00156305j 0.00582028-0.00349398j 0.00419744+0.00260187j -0.000957675-0.00216602j -0.000109627+0.00122538j 0.00175285+0.00546889j -0.000910203+0.00237035j 0.00574868+0.00393692j 0.00228895+0.00183884j -0.00575815-0.00289462j 0.00257791+0.00323184j 0.0105432-9.41777e-06j -0.00138885+0.00288435j -0.00690933+0.00697635j -0.0028523-0.00302396j 0.00156801-0.00271949j -0.00109244-0.00144708j -0.00380497+0.00114984j -0.00793215+0.00671514j -0.00501752+0.00408607j -0.00295083+0.00856959j 0.00154391+0.00157163j -0.00130571+0.00349784j -0.00022591+0.00240947j -0.00028501+0.0048801j 0.000564089+0.00187737j -0.00137097+0.00601138j 0.00323725-0.00143391j 0.00255733+0.00161802j -0.0037162+0.00282489j 0.00791965+0.000943462j 0.00985521-0.00342177j -0.00988523-0.00145389j 0.00174004-0.00189202j -8.66474e-05+0.00275122j 0.0013881-0.00370583j -0.0012435+0.00114659j 0.00537825-0.00201224j 0.00186403+0.00254072j 0.00077659-0.00145921j 0.0133608-0.0030345j -0.0113576+0.00315389j -0.0127093+0.00695276j -0.00376869-0.00207969j -0.00682499+0.00277947j -0.0067606+0.00653279j -0.00266874-0.000859112j 0.00190401+0.00489382j -0.0127852+0.0121813j 0.00678737-0.00301035j 0.00313752-0.00716922j 0.00602472-0.000123819j 0.0010438-0.00355192j 0.0056278-0.0011901j 0.00288749-0.0052643j 0.00193133-0.001705j 0.00355978+0.00393j -0.00219296+0.00512209j -0.00151712-0.00233159j 0.00543208-0.00323869j -0.00178885+0.000708087j 0.00526188-0.00574885j 0.00668157-0.00951704j 0.00277805-0.00416763j -0.000160493+0.00242781j -0.00226544+0.00541167j -0.000824484+0.00165311j -0.00324139+0.00679982j 0.00188365-0.00316971j -0.000148396-0.000192134j 
