-0.0505971-0j -0.0590299-0j -0.0361483-0j -0.0516512-0j -0.021305-0j -0.00649114-0j -0.00733253-0j -0.00598698-0j -0.00604903-0j -0.00523861-0j -0.00432163-0j -0.00138078-0j 0.400613-0j -0.000600989-0j 0.443397-0j -0.000665172-0j 0.350536-0j 0.233691-0j -0.000525865-0j 0.354169-0j -0.000350577-0j -0.000531314-0j 0.408959-0j 0.144589-0j -0.000613509-0j 0.238559-0j -0.000216908-0j 0.253031-0j -0.00035788-0j -0.000379589-0j 0.147601-0j -0.000221427-0j 0.0385054-0j -5.77647e-05-0j -0.0031278-0j 0.0531988-0j -4.60769e-05-0j -0.00341342-0j 0.0580568-0j -5.02844e-05-0j -0.00264402-0j -0.00267142-0j -0.00241365-0j 0.0449706-0j -3.89502e-05-0j 0.0454366-0j 0.0410524-0j -0.00298674-0j -3.93538e-05-0j -0.00199116-0j -3.55565e-05-0j -0.00174227-0j -0.0017244-0j 0.0507997-0j 0.0338665-0j -0.00246394-0j -4.39989e-05-0j 0.0296332-0j 0.0293292-0j -0.00123197-0j -2.93326e-05-0j -0.00101632-0j -2.5666e-05-0j -2.54028e-05-0j 0.0419076-0j -0.00124474-0j 0.0209538-0j -3.62972e-05-0j 0.017286-0j -0.000562431-0j -1.81486e-05-0j 0.0211709-0j -1.49718e-05-0j -0.000124004-0j 0.00956605-0j -1.83367e-05-0j -8.2854e-06-0j 0.00210912-0j -1.82676e-06-0j 
-0.000783645-0j 0.000302924-0j 0.000185502-0j 0.000265058-0j 0.000109331-0j -0.00318466-0j 0.0108575-0j -0.00293731-0j -0.00296775-0j -0.00257015-0j -0.00212026-0j -0.000677435-0j 2.13672e-05-0j 0.0137984-0j 2.36492e-05-0j 0.015272-0j -5.64273e-05-0j 1.24642e-05-0j -0.0364393-0j -5.7012e-05-0j 0.00804908-0j -0.0368169-0j 2.18124e-05-0j 7.71184e-06-0j 0.0140859-0j 1.27239e-05-0j 0.00498011-0j 1.34957e-05-0j 0.00821677-0j 0.0087152-0j 7.8725e-06-0j 0.00508386-0j 2.05374e-06-0j 0.00132625-0j 1.60509e-05-0j -0.000271273-0j 0.00324176-0j 1.75166e-05-0j -0.000296045-0j 0.00353779-0j 1.35683e-05-0j 1.37089e-05-0j -3.73825e-05-0j -0.000229315-0j 0.00274036-0j -0.000231691-0j 0.000631793-0j -4.62585e-05-0j 0.00276876-0j 1.0218e-05-0j -0.00755005-0j -2.69841e-05-0j 8.84909e-06-0j 0.000781804-0j -0.000172693-0j 1.26442e-05-0j -0.00934271-0j 0.000456052-0j -0.000149556-0j 6.32209e-06-0j 0.00206371-0j 5.21546e-06-0j -0.00544992-0j 0.00178723-0j -0.000213696-0j 6.38761e-06-0j -0.000106848-0j 0.00255371-0j -8.81452e-05-0j 2.88623e-06-0j 0.00127686-0j -0.000107955-0j 0.00105335-0j 6.36354e-07-0j -4.87794e-05-0j 0.00129009-0j 0.000582924-0j -1.07549e-05-0j 0.000128523-0j 
0.00162566-0j 0.0018966-0j 0.0010875-0j -0.00492534-0j 0.00068452-0j -0.00986529-0j -0.011144-0j 0.0270053-0j -0.00919336-0j -0.00745492-0j 0.0194934-0j -0.00209852-0j 0.00013378-0j -0.00184608-0j 0.000148067-0j -0.00204324-0j -0.000347417-0j 7.80383e-05-0j 0.00479415-0j 0.000118271-0j -0.00107688-0j -0.00163206-0j -0.00040532-0j 0.000613822-0j 0.00559317-0j 7.96641e-05-0j -0.00847037-0j 7.91183e-05-0j -0.00109932-0j -0.00109179-0j -0.000146288-0j 0.00201868-0j 1.28584e-05-0j -0.000177439-0j 0.000100495-0j -0.000840336-0j -0.000213045-0j 0.000109672-0j -0.000917072-0j -0.000232499-0j -0.000252128-0j 8.58316e-05-0j 7.75495e-05-0j 0.00210829-0j 0.000534502-0j -0.000717723-0j -0.000648468-0j -0.000284809-0j -0.000181959-0j 6.39751e-05-0j -0.000164402-0j 5.59782e-05-0j 5.18776e-05-0j 0.00238157-0j -0.000534959-0j -0.000234956-0j 0.000603784-0j -0.000468089-0j -0.0004338-0j 0.000503205-0j -0.000135625-0j 3.26539e-05-0j -0.000118672-0j -0.000109978-0j 0.0019647-0j 3.74472e-05-0j -0.0042078-0j 0.000498096-0j -0.000273052-0j -5.36322e-05-0j -0.00106677-0j -0.000313133-0j -6.9225e-05-0j 3.9842e-06-0j 0.000448472-0j -7.93866e-05-0j 0.000113698-0j -3.33159e-05-0j -8.44635e-06-0j 
-0.00232286-0j 0.00263285-0j 0.00492534-0j -0.00233227-0j -0.00467008-0j 0.0140962-0j -0.0154701-0j -0.0127928-0j -0.0131308-0j 0.0328024-0j -0.00845693-0j 0.0317154-0j -0.000191154-0j 0.00263781-0j 0.000205546-0j -0.00283641-0j 0.000164577-0j -0.000111507-0j -0.00227106-0j 0.000168925-0j 0.00153872-0j -0.00233106-0j -0.00018654-0j 0.000341636-0j 0.00257414-0j -0.000104247-0j -0.00471437-0j -0.000358185-0j 0.00143854-0j 0.00494274-0j 0.00033088-0j -0.00456594-0j -0.000336646-0j 0.00464551-0j -0.000143594-0j 0.00120073-0j 0.000304413-0j 0.000152245-0j -0.00127307-0j -0.000322754-0j 0.000119437-0j 0.000122592-0j -0.000110808-0j -0.000998731-0j -0.000253202-0j -0.00102512-0j 0.000926576-0j -0.000131078-0j -0.000259891-0j 8.88097e-05-0j 0.000234909-0j -7.32517e-05-0j 0.000234956-0j 0.00109607-0j -0.000742626-0j -0.000111257-0j 0.000277879-0j 0.00061253-0j -0.0019647-0j -0.000272097-0j -0.000188273-0j -0.000222779-0j 0.000155291-0j -0.000498096-0j 0.000930329-0j 0.000155322-0j 0.00227527-0j 0.00023586-0j 0.00186287-0j 0.000268724-0j 0.000576834-0j -0.0012988-0j 0.000472281-0j -0.00015947-0j -0.00224707-0j -0.000329276-0j -0.000569685-0j 0.00133349-0j 0.000338071-0j 
0.00209872-0j -6.95183e-05-0j 0.0014994-0j -0.00208145-0j -0.00260082-0j 0.000269246-0j 4.32916e-06-0j -0.000495351-0j 0.000486237-0j 3.0929e-06-0j -0.00035086-0j -0.000225018-0j -0.016617-0j 2.49284e-05-0j -0.000261784-0j 3.92721e-07-0j -0.0145399-0j 0.0483635-0j 2.18124e-05-0j 0.0142724-0j -7.25536e-05-0j -2.1411e-05-0j 0.000481623-0j -0.00599741-0j -7.22517e-07-0j -0.038633-0j 8.99714e-06-0j 0.0101967-0j 5.79562e-05-0j -1.52968e-05-0j 0.0180185-0j -2.70308e-05-0j 0.00784943-0j -1.17755e-05-0j 0.000129738-0j -0.00220664-0j 1.91122e-06-0j 2.0153e-06-0j -3.4277e-05-0j 2.96882e-08-0j 0.000109672-0j -0.000107654-0j -0.000199701-0j -0.00186534-0j 1.61561e-06-0j 0.00183102-0j 0.00339659-0j 1.76339e-06-0j -1.58589e-06-0j -5.86549e-06-0j -2.94187e-06-0j -0.000141449-0j -0.000142673-0j -2.99924e-05-0j 9.97626e-05-0j 0.000198058-0j 2.59772e-08-0j 0.00240582-0j 0.00242664-0j 7.27361e-07-0j -8.64069e-08-0j 0.000247478-0j -2.08374e-06-0j -2.10178e-06-0j -0.00336865-0j -0.000101056-0j -1.23712e-05-0j 2.91767e-06-0j -0.0042092-0j -9.16561e-05-0j 1.0715e-08-0j 0.0017188-0j 3.64569e-06-0j -3.0349e-05-0j 0.00155892-0j -1.4887e-06-0j -1.35022e-06-0j 0.000516188-0j -4.47083e-07-0j 
-0.000904876-0j 0.000349786-0j 0.0002142-0j 0.000306063-0j 0.000126245-0j -0.00181943-0j 0.006203-0j -0.00167812-0j -0.00169551-0j -0.00146835-0j -0.00121133-0j -0.000387026-0j -0.00237386-0j -0.000340469-0j -0.00262738-0j -0.00037683-0j 0.00626897-0j -0.00138475-0j 0.000899122-0j 0.00633394-0j -0.000198607-0j 0.00090844-0j -0.00242332-0j -0.000856772-0j -0.000347562-0j -0.0014136-0j -0.000122882-0j -0.00149935-0j -0.000202745-0j -0.000215043-0j -0.000874622-0j -0.000125442-0j -0.000228167-0j -3.27246e-05-0j -0.00270115-0j 0.0149114-0j -3.92914e-05-0j -0.00294781-0j 0.016273-0j -4.28793e-05-0j -0.00228336-0j -0.00230703-0j 0.00629096-0j 0.012605-0j -3.32142e-05-0j 0.0127357-0j -0.0347285-0j 0.00778467-0j -3.35584e-05-0j -0.00171956-0j 9.15094e-05-0j 0.00454106-0j -0.00148918-0j -0.0429743-0j 0.00949259-0j -0.00212784-0j 0.000113237-0j -0.0250684-0j 0.00822083-0j -0.00106392-0j -2.50129e-05-0j -0.00087769-0j 6.6055e-05-0j -2.16618e-05-0j 0.0117465-0j -0.00107495-0j 0.00587324-0j -3.09519e-05-0j 0.00484518-0j -0.000485712-0j -1.5476e-05-0j 0.00593411-0j -1.2767e-05-0j -0.000107089-0j 0.00268131-0j -1.56363e-05-0j -7.06525e-06-0j 0.000591174-0j -1.55774e-06-0j 
0.000958129-0j -0.00328981-0j 0.00068452-0j 0.00467008-0j -0.00568999-0j -0.00581439-0j 0.0193302-0j -0.00536279-0j -0.025871-0j 0.0138102-0j -0.0045043-0j 0.0231184-0j 7.8847e-05-0j -0.00108804-0j -0.000256834-0j 0.00354416-0j 6.89911e-05-0j 4.59941e-05-0j -0.000952037-0j 0.000332825-0j -0.000634691-0j -0.00459279-0j -0.000236886-0j 2.84574e-05-0j 0.00326889-0j 5.46328e-05-0j -0.000392695-0j 0.000237782-0j -0.000753901-0j -0.00328125-0j -0.000409714-0j 0.00565381-0j 0.00024552-0j -0.00338803-0j 5.92294e-05-0j -0.000495276-0j -0.000125564-0j -0.000190234-0j 0.00159073-0j 0.000403288-0j 5.00684e-05-0j 0.000241539-0j 4.5706e-05-0j -0.000418671-0j -0.000106143-0j -0.00201974-0j -0.000382193-0j -0.000166455-0j -0.000512052-0j -0.00011097-0j -9.68949e-05-0j 3.83893e-05-0j 3.26539e-05-0j 0.00139189-0j 0.000927928-0j 0.000222779-0j 0.000352877-0j -0.000321011-0j -0.000273052-0j -6.86591e-05-0j 0.000235252-0j -0.000271432-0j -8.13837e-05-0j -6.9225e-05-0j -0.00186287-0j 2.74266e-05-0j 0.000574126-0j -0.000472281-0j 0.00226971-0j -0.000199075-0j 0.000145554-0j -0.000229341-0j 0.000575424-0j 0.000485662-0j 0.00166466-0j -5.81433e-05-0j 0.000422031-0j -0.0040611-0j -0.00102958-0j 
0.00139915-0j -4.63455e-05-0j 0.000999598-0j -0.00138763-0j -0.00173388-0j 0.000179498-0j 2.88611e-06-0j -0.000330234-0j 0.000324158-0j 2.06194e-06-0j -0.000233906-0j -0.000150012-0j 0.000115139-0j 1.66189e-05-0j 1.8139e-06-0j 2.61814e-07-0j 0.000100747-0j -0.000335111-0j 1.45416e-05-0j -9.88933e-05-0j -4.83691e-05-0j -1.4274e-05-0j -3.33716e-06-0j 4.1556e-05-0j -4.81678e-07-0j 0.000267688-0j 5.9981e-06-0j -7.06528e-05-0j 3.86375e-05-0j -1.01979e-05-0j -0.00012485-0j -1.80205e-05-0j -5.43887e-05-0j -7.85033e-06-0j -0.0252972-0j 1.52898e-05-0j 1.27415e-06-0j -0.000392957-0j 2.37506e-07-0j 1.97921e-08-0j -0.0213845-0j 0.020991-0j 0.038939-0j 1.29249e-05-0j 1.07708e-06-0j -1.26871e-05-0j -2.3535e-05-0j -0.000343838-0j -1.05726e-06-0j 0.00114369-0j -1.96125e-06-0j 0.0275807-0j 0.0278194-0j 2.07817e-07-0j -6.91255e-07-0j -0.0386187-0j 1.73181e-08-0j -1.66699e-05-0j -1.68142e-05-0j -0.000141826-0j -5.76046e-08-0j -0.0482549-0j -1.38916e-06-0j -1.40118e-06-0j 2.33413e-05-0j 0.0197046-0j 8.57203e-08-0j 1.94511e-06-0j 2.91656e-05-0j 0.0178717-0j 7.14336e-09-0j -1.19096e-05-0j 2.43046e-06-0j 0.00591766-0j -1.08018e-05-0j -9.92465e-07-0j -9.00148e-07-0j -3.57667e-06-0j -2.98056e-07-0j 
-0.000319922-0j 0.000123668-0j 7.5731e-05-0j 0.00010821-0j 4.46342e-05-0j 1.3599e-05-0j -4.63631e-05-0j 1.25428e-05-0j 1.26728e-05-0j 1.09749e-05-0j 9.05385e-06-0j 2.89275e-06-0j -0.00253531-0j 1.25908e-06-0j -0.00280607-0j 1.39354e-06-0j 0.00669532-0j -0.00147893-0j -3.32501e-06-0j 0.00676471-0j 7.34461e-07-0j -3.35946e-06-0j -0.00258813-0j -0.000915041-0j 1.28531e-06-0j -0.00150974-0j 4.54424e-07-0j -0.00160132-0j 7.49762e-07-0j 7.95243e-07-0j -0.000934104-0j 4.63892e-07-0j -0.000243684-0j 1.21018e-07-0j 6.55276e-06-0j -0.000336673-0j 9.65313e-08-0j 7.15114e-06-0j -0.000367417-0j 1.05346e-07-0j 5.53925e-06-0j 5.59665e-06-0j -1.52614e-05-0j -0.0002846-0j 8.16009e-08-0j -0.000287549-0j 0.000784109-0j -1.8885e-05-0j 8.24465e-08-0j 4.1715e-06-0j -2.24821e-07-0j -1.10162e-05-0j 3.61262e-06-0j 0.000970286-0j -0.000214326-0j 5.16197e-06-0j -2.78202e-07-0j 0.000566-0j -0.000185612-0j 2.58098e-06-0j 6.1452e-08-0j 2.1292e-06-0j -1.62284e-07-0j 5.3219e-08-0j -0.000265215-0j 2.60773e-06-0j -0.000132608-0j 7.6043e-08-0j -0.000109396-0j 1.1783e-06-0j 3.80215e-08-0j -0.000133982-0j 3.13661e-08-0j 2.5979e-07-0j -6.05394e-05-0j 3.84155e-08-0j 1.7358e-08-0j -1.33477e-05-0j 3.82707e-09-0j 
0.0012852-0j 0.0014994-0j 0.000859747-0j -0.00389383-0j 0.000541161-0j 0.000164879-0j 0.000186251-0j -0.00045134-0j 0.000153649-0j 0.000124594-0j -0.000325795-0j 3.50727e-05-0j -0.0101758-0j 1.52655e-05-0j -0.0112626-0j 1.68958e-05-0j 0.0264259-0j -0.00593589-0j -3.96433e-05-0j -0.00899611-0j 8.90486e-06-0j 1.34957e-05-0j 0.0308302-0j -0.0466896-0j -4.62506e-05-0j -0.00605956-0j 7.00425e-05-0j -0.00601804-0j 9.09038e-06-0j 9.0281e-06-0j 0.0111272-0j -1.66927e-05-0j -0.00097806-0j 1.46726e-06-0j 7.94481e-05-0j -0.00135128-0j 1.17038e-06-0j 8.6703e-05-0j -0.00147468-0j 1.27726e-06-0j -0.000199325-0j 6.78558e-05-0j 6.13083e-05-0j 0.0033902-0j -2.93633e-06-0j -0.00115412-0j -0.00104275-0j -0.000225161-0j 9.99611e-07-0j 5.05767e-05-0j 9.03156e-07-0j 4.42546e-05-0j 4.10128e-05-0j 0.00382963-0j -0.000860229-0j -0.000185749-0j -3.31694e-06-0j -0.0007527-0j -0.000697562-0j 0.000397819-0j 7.45066e-07-0j 2.58152e-05-0j 6.51933e-07-0j 6.04176e-07-0j 0.00315929-0j 2.96046e-05-0j -0.00676626-0j -2.73634e-06-0j -0.000439075-0j -4.24e-05-0j 5.86042e-06-0j -0.000503527-0j 3.80294e-07-0j 3.14979e-06-0j 0.000721155-0j 4.36117e-07-0j -6.24611e-07-0j -5.35728e-05-0j 4.64008e-08-0j 
-0.000302924-0j 1.00341e-05-0j -0.000216419-0j 0.000300432-0j 0.000375396-0j 0.00371544-0j 5.97399e-05-0j -0.00683555-0j 0.00670978-0j 4.26802e-05-0j -0.00484166-0j -0.00310511-0j -2.49284e-05-0j -0.0160982-0j -3.92721e-07-0j -0.00025361-0j -2.18124e-05-0j 7.25536e-05-0j -0.0140859-0j 2.1411e-05-0j 0.0468533-0j 0.0138267-0j 7.22517e-07-0j -8.99714e-06-0j 0.000466583-0j -5.79562e-05-0j -0.00581013-0j 1.52968e-05-0j -0.0374267-0j 0.00987828-0j 2.70308e-05-0j 0.0174558-0j 1.17755e-05-0j 0.00760432-0j -1.87261e-05-0j 0.000316485-0j -0.00378206-0j -2.90884e-07-0j 4.91615e-06-0j -5.8749e-05-0j -1.58297e-05-0j 1.55385e-05-0j 2.88243e-05-0j 0.000267534-0j -0.00319709-0j -0.000262612-0j -0.000487153-0j -2.54523e-07-0j 0.00313826-0j 8.46611e-07-0j 0.00582158-0j 2.04164e-05-0j 2.05931e-05-0j 4.30164e-06-0j -1.43084e-05-0j -2.85872e-05-0j -5.14054e-05-0j -0.000345053-0j -0.000348039-0j -1.04986e-07-0j 0.000170988-0j -3.57204e-05-0j 0.00412345-0j 0.00415913-0j 0.000483145-0j 1.45862e-05-0j 1.77433e-06-0j -0.00577368-0j 0.000603701-0j 1.32294e-05-0j -2.12036e-05-0j -0.000246518-0j -0.00721435-0j 4.3805e-06-0j -0.000223587-0j 0.00294594-0j 0.00267191-0j -7.40338e-05-0j 0.000884719-0j 
7.54063e-05-0j -2.91489e-05-0j -1.785e-05-0j -2.55053e-05-0j -1.05204e-05-0j 0.000461269-0j -0.0015726-0j 0.000425443-0j 0.000429852-0j 0.000372262-0j 0.000307101-0j 9.81202e-05-0j -2.05606e-06-0j -0.00406867-0j -2.27564e-06-0j -0.0045032-0j 5.42971e-06-0j -1.19937e-06-0j 0.0107447-0j 5.48598e-06-0j -0.00237339-0j 0.010856-0j -2.0989e-06-0j -7.42072e-07-0j -0.00415344-0j -1.22436e-06-0j -0.00146846-0j -1.29863e-06-0j -0.00242284-0j -0.00256981-0j -7.57532e-07-0j -0.00149906-0j -1.97621e-07-0j -0.000391065-0j 0.000225096-0j 3.92914e-05-0j 0.0144392-0j 0.000245651-0j 4.28793e-05-0j 0.0157577-0j 0.00019028-0j 0.000192252-0j -0.000524247-0j 3.32142e-05-0j 0.0122059-0j 3.35584e-05-0j -9.15094e-05-0j -0.000648723-0j 0.0123324-0j 0.000143296-0j -0.0336288-0j -0.000378422-0j 0.000124098-0j -0.000113237-0j 2.50129e-05-0j 0.00017732-0j -0.0416135-0j -6.6055e-05-0j 2.16618e-05-0j 8.86601e-05-0j 0.00919201-0j 7.31408e-05-0j -0.0242746-0j 0.00796051-0j 3.09519e-05-0j 8.95788e-05-0j 1.5476e-05-0j 0.0113745-0j 1.2767e-05-0j 4.0476e-05-0j 0.00568727-0j 1.56363e-05-0j 0.00469175-0j 8.92412e-06-0j 7.06525e-06-0j 0.0057462-0j 0.00259641-0j 1.55774e-06-0j 0.000572455-0j 
0.000856798-0j 0.000999598-0j 0.000573164-0j -0.00259588-0j 0.000360774-0j 0.000109919-0j 0.000124167-0j -0.000300893-0j 0.000102433-0j 8.30629e-05-0j -0.000217196-0j 2.33818e-05-0j 7.05082e-05-0j 1.0177e-05-0j 7.80383e-05-0j 1.12639e-05-0j -0.000183105-0j 4.11298e-05-0j -2.64289e-05-0j 6.2334e-05-0j 5.93657e-06-0j 8.99714e-06-0j -0.000213622-0j 0.000323512-0j -3.08337e-05-0j 4.19867e-05-0j 4.6695e-05-0j 4.1699e-05-0j 6.06025e-06-0j 6.01874e-06-0j -7.71003e-05-0j -1.11285e-05-0j 6.77698e-06-0j 9.78173e-07-0j -0.0154913-0j 9.36304e-06-0j 7.80254e-07-0j -0.0169059-0j 1.0218e-05-0j 8.51504e-07-0j 0.0388657-0j -0.013231-0j -0.0119543-0j -2.34907e-05-0j -1.95756e-06-0j 7.99689e-06-0j 7.22525e-06-0j 0.0439035-0j 6.66407e-07-0j -0.0098618-0j 6.02104e-07-0j -0.00862907-0j -0.00799696-0j -2.65355e-05-0j 5.96053e-06-0j 0.0362185-0j -2.21129e-06-0j 5.21546e-06-0j 4.83341e-06-0j -0.0775694-0j 4.96711e-07-0j -0.00503362-0j 4.34622e-07-0j 4.02784e-07-0j -2.18907e-05-0j -0.00577251-0j 4.68834e-05-0j -1.82422e-06-0j 3.04235e-06-0j 0.00826743-0j 3.90695e-06-0j 3.48894e-06-0j 2.53529e-07-0j -0.000614167-0j -4.99689e-06-0j 2.90745e-07-0j -4.16407e-07-0j 3.71206e-07-0j 3.09339e-08-0j 
-0.000185502-0j -0.000216419-0j -0.000124094-0j 0.000562025-0j -7.81098e-05-0j 0.00227523-0j 0.00257015-0j -0.00622823-0j 0.00212026-0j 0.00171933-0j -0.00449577-0j 0.000483983-0j -1.52655e-05-0j -0.00985807-0j -1.68958e-05-0j -0.0109109-0j 3.96433e-05-0j -8.90486e-06-0j 0.0256007-0j -1.34957e-05-0j -0.00575054-0j -0.0087152-0j 4.62506e-05-0j -7.00425e-05-0j 0.0298675-0j -9.09038e-06-0j -0.0452317-0j -9.0281e-06-0j -0.00587034-0j -0.00583012-0j 1.66927e-05-0j 0.0107797-0j -1.46726e-06-0j -0.00094752-0j -1.14673e-05-0j 0.000193807-0j -0.00231603-0j -1.25145e-05-0j 0.000211504-0j -0.00252752-0j 2.87701e-05-0j -9.79414e-06-0j -8.84909e-06-0j -0.000486236-0j 0.00581061-0j 0.000165528-0j 0.000149556-0j 3.24993e-05-0j -0.0019781-0j -7.30012e-06-0j -0.00178723-0j -6.38761e-06-0j -5.91969e-06-0j -0.000549262-0j 0.000123378-0j 2.68105e-05-0j 0.00656379-0j 0.000107955-0j 0.000100047-0j -5.74202e-05-0j -0.00147439-0j -3.7261e-06-0j -0.00129009-0j -0.00119558-0j -0.000453118-0j -4.27306e-06-0j 0.000970444-0j 0.00541485-0j 6.2974e-05-0j 6.11991e-06-0j -0.011597-0j 7.22179e-05-0j -0.000752552-0j -4.54633e-07-0j -0.000103431-0j -0.000863018-0j 0.00123602-0j 7.68364e-06-0j -9.1821e-05-0j 
-0.00183638-0j 0.00208145-0j 0.00389383-0j -0.00184382-0j -0.00369202-0j -0.000235591-0j 0.000258552-0j 0.000213807-0j 0.000219455-0j -0.000548229-0j 0.000141341-0j -0.000530061-0j 0.0145399-0j -2.18124e-05-0j -0.0156346-0j 2.34546e-05-0j -0.0125183-0j 0.00848161-0j 1.87797e-05-0j -0.0128491-0j -1.27239e-05-0j 1.92758e-05-0j 0.014189-0j -0.0259861-0j -2.12859e-05-0j 0.00792939-0j 3.89836e-05-0j 0.0272449-0j -1.18955e-05-0j -4.08721e-05-0j -0.025168-0j 3.77563e-05-0j 0.0256066-0j -3.84143e-05-0j -0.000113521-0j 0.00193081-0j -1.67232e-06-0j 0.00012036-0j -0.00204714-0j 1.77308e-06-0j 9.44233e-05-0j 9.69178e-05-0j -8.76015e-05-0j -0.00160599-0j 1.39099e-06-0j -0.00164842-0j 0.00148996-0j -0.000103626-0j 1.42773e-06-0j 7.02103e-05-0j -1.29049e-06-0j -5.79106e-05-0j 0.000185749-0j 0.00176251-0j -0.00119416-0j -8.79564e-05-0j -1.52656e-06-0j 0.000984966-0j -0.00315929-0j -0.000215111-0j 1.03429e-06-0j -0.000176122-0j -8.53104e-07-0j 2.73634e-06-0j 0.001496-0j 0.000122793-0j 0.0036587-0j -1.29572e-06-0j 0.00299555-0j 0.000212445-0j -3.16889e-06-0j -0.0020885-0j -2.59452e-06-0j -0.000126072-0j -0.00361335-0j 1.80891e-06-0j 3.12961e-06-0j 0.00214429-0j -1.85722e-06-0j 
7.99805e-05-0j -3.0917e-05-0j -1.89327e-05-0j -2.70524e-05-0j -1.11585e-05-0j 0.000325033-0j -0.00110814-0j 0.000299788-0j 0.000302895-0j 0.000262315-0j 0.000216399-0j 6.91404e-05-0j 0.000421824-0j -0.0014083-0j 0.000466874-0j -0.0015587-0j -0.00111397-0j 0.000246064-0j 0.00371907-0j -0.00112551-0j -0.000821505-0j 0.00375761-0j 0.000430612-0j 0.000152244-0j -0.00143763-0j 0.000251191-0j -0.000508281-0j 0.000266428-0j -0.00083862-0j -0.000889491-0j 0.000155416-0j -0.00051887-0j 4.05441e-05-0j -0.00013536-0j -1.63819e-06-0j -0.00535537-0j -0.000330861-0j -1.78779e-06-0j -0.00584441-0j -0.000361074-0j -1.38481e-06-0j -1.39916e-06-0j 3.81534e-06-0j -0.00452706-0j -0.000279687-0j -0.00457397-0j 0.0124726-0j 4.72124e-06-0j -0.000282585-0j -1.04287e-06-0j 0.000770574-0j 2.75406e-06-0j -9.03156e-07-0j 0.0154341-0j -0.00340924-0j -1.29049e-06-0j 0.000953537-0j 0.00900323-0j -0.00295249-0j -6.45246e-07-0j -0.000210627-0j -5.32301e-07-0j 0.00055623-0j -0.000182408-0j -0.00421872-0j -6.51933e-07-0j -0.00210936-0j -0.000260637-0j -0.00174013-0j -2.94574e-07-0j -0.000130319-0j -0.00213122-0j -0.000107507-0j -6.49476e-08-0j -0.000962987-0j -0.000131669-0j -5.94944e-05-0j -0.000212319-0j -1.31173e-05-0j 
-0.00122425-0j 0.00138763-0j 0.00259588-0j -0.00122921-0j -0.00246135-0j -0.00015706-0j 0.000172368-0j 0.000142538-0j 0.000146304-0j -0.000365486-0j 9.42273e-05-0j -0.000353374-0j -0.000100747-0j -1.45416e-05-0j 0.000108332-0j 1.56364e-05-0j 8.67396e-05-0j -5.87691e-05-0j 1.25198e-05-0j 8.90311e-05-0j -8.48259e-06-0j 1.28505e-05-0j -9.83153e-05-0j 0.000180058-0j -1.41906e-05-0j -5.49428e-05-0j 2.59891e-05-0j -0.00018878-0j -7.9303e-06-0j -2.7248e-05-0j 0.000174389-0j 2.51709e-05-0j -0.000177428-0j -2.56095e-05-0j 0.0221351-0j -1.33786e-05-0j -1.11488e-06-0j -0.0234687-0j 1.41846e-05-0j 1.18205e-06-0j -0.0184113-0j -0.0188977-0j 0.0170811-0j 1.11279e-05-0j 9.27324e-07-0j 1.14219e-05-0j -1.03239e-05-0j 0.0202057-0j 9.51823e-07-0j -0.0136901-0j -8.60328e-07-0j 0.0112918-0j -0.0362185-0j -1.22124e-05-0j 8.27436e-06-0j 0.0171503-0j -1.0177e-06-0j -6.82483e-06-0j 2.18907e-05-0j 0.0419439-0j 6.8953e-07-0j 0.0343414-0j -5.68736e-07-0j 1.82422e-06-0j -1.03658e-05-0j -0.0239429-0j -2.53511e-05-0j -8.63813e-07-0j -2.07562e-05-0j -0.041424-0j -2.11259e-06-0j 1.44712e-05-0j -1.72968e-06-0j 0.0245825-0j 2.50369e-05-0j 1.20594e-06-0j 2.08641e-06-0j -1.48578e-05-0j -1.23815e-06-0j 
-0.000349786-0j 1.15864e-05-0j -0.000249899-0j 0.000346909-0j 0.00043347-0j 0.00212267-0j 3.41301e-05-0j -0.00390523-0j 0.00383337-0j 2.43837e-05-0j -0.00276609-0j -0.00177399-0j 0.00276951-0j 0.000397214-0j 4.36307e-05-0j 6.25769e-06-0j 0.00242332-0j -0.00806059-0j 0.000347562-0j -0.00237873-0j -0.00115608-0j -0.000341167-0j -8.02704e-05-0j 0.000999568-0j -1.15127e-05-0j 0.00643884-0j 0.000143362-0j -0.00169945-0j 0.000923485-0j -0.000243742-0j -0.00300308-0j -0.000430714-0j -0.00130824-0j -0.000187633-0j 0.00315134-0j -0.0173966-0j 4.58399e-05-0j 4.89517e-05-0j -0.000270232-0j 7.1206e-07-0j 0.00266392-0j -0.00261491-0j -0.00485074-0j -0.0147059-0j 3.87499e-05-0j 0.0144353-0j 0.0267779-0j 4.28328e-05-0j -3.80369e-05-0j -0.000142473-0j -7.05596e-05-0j -0.0034358-0j -0.00346553-0j -0.000236453-0j 0.000786504-0j 0.00481083-0j 6.23052e-07-0j 0.0189669-0j 0.0191311-0j 1.76676e-05-0j -2.07243e-06-0j 0.00601124-0j -4.99777e-05-0j -5.04102e-05-0j -0.0265576-0j -0.00245466-0j -9.75319e-05-0j 6.99791e-05-0j -0.0331843-0j -0.00222633-0j 2.56996e-07-0j 0.0135506-0j 8.74405e-05-0j -0.000737178-0j 0.0122902-0j -3.57058e-05-0j -3.23845e-05-0j 0.0040695-0j -1.07231e-05-0j 
