-0.0293042-0j -0.0341882-0j -0.0209359-0j -0.0299147-0j -0.0123392-0j -0.00377128-0j -0.00426012-0j -0.00347837-0j -0.00351442-0j -0.00304358-0j -0.00251082-0j -0.00080222-0j -0.00242672-0j -0.000350267-0j -0.00268588-0j -0.000387674-0j -0.00212338-0j -0.00141559-0j -0.000306483-0j -0.00214538-0j -0.000204322-0j -0.000309659-0j -0.00247727-0j -0.000875849-0j -0.000357564-0j -0.00144508-0j -0.000126418-0j -0.00153274-0j -0.000208579-0j -0.000221231-0j -0.000894096-0j -0.000129052-0j -0.000233247-0j -3.36663e-05-0j -0.00182867-0j -0.000323267-0j -2.69389e-05-0j -0.00199566-0j -0.000352786-0j -2.93989e-05-0j -0.00154583-0j -0.00156185-0j -0.00141115-0j -0.000273267-0j -2.27723e-05-0j -0.000276099-0j -0.0017462-0j -0.000249458-0j -2.30082e-05-0j -0.00116414-0j -2.07881e-05-0j -0.00101862-0j -0.00100817-0j -0.000308688-0j -0.000205792-0j -0.00144054-0j -0.000180068-0j -2.5724e-05-0j -0.000178221-0j -0.000720272-0j -1.71493e-05-0j -0.000594194-0j -1.50057e-05-0j -1.48518e-05-0j -0.000254655-0j -0.000727736-0j -0.000127327-0j -2.12212e-05-0j -0.00010504-0j -0.000328826-0j -1.06106e-05-0j -0.000128647-0j -8.75331e-06-0j -7.24994e-05-0j -5.81288e-05-0j -1.07206e-05-0j -1.28162e-05-0j -4.84407e-06-0j -1.06802e-06-0j 
-0.0182042-0j 0.0205023-0j -0.0130057-0j 0.0185723-0j -0.0362291-0j -0.00234278-0j 0.00255474-0j -0.00216082-0j 0.0021819-0j 0.0018252-0j -0.00140042-0j -0.00522582-0j -0.00150751-0j -0.000217591-0j 0.00161069-0j 0.000232484-0j -0.00131907-0j -0.000879383-0j -0.000190392-0j 0.00133194-0j -0.000126928-0j 0.000192249-0j 0.00148559-0j -0.00054409-0j 0.000214427-0j -0.000805999-0j -7.85327e-05-0j 0.000951586-0j -0.000116336-0j 0.00013735-0j -0.00262516-0j -0.000378909-0j -0.00263383-0j -0.000380161-0j -0.001136-0j -0.000200818-0j -1.67348e-05-0j 0.00119677-0j 0.000211562-0j 1.76302e-05-0j -0.000960294-0j 0.000969663-0j -0.000876624-0j -0.000169758-0j -1.41465e-05-0j 0.000171414-0j 0.00104718-0j -0.000154967-0j 1.42845e-05-0j 0.000698119-0j -1.29139e-05-0j -0.00056814-0j -0.000626291-0j 0.000185117-0j 0.000123411-0j 0.00089435-0j -0.000100434-0j 1.54264e-05-0j -0.000110714-0j 0.000431939-0j 1.02843e-05-0j -0.00174461-0j -8.36949e-06-0j -9.22613e-06-0j 0.0001581-0j -0.000405899-0j 7.63567e-05-0j 1.3175e-05-0j -0.000308407-0j -0.00214204-0j 6.36306e-06-0j -7.17534e-05-0j -2.57006e-05-0j -0.00125204-0j -0.000378663-0j -5.97945e-06-0j -0.000221331-0j -3.15552e-05-0j -1.84443e-05-0j 
-0.00278015-0j -0.00324351-0j 0.00584563-0j 0.00275728-0j -0.00117065-0j 0.0168702-0j 0.0190569-0j -0.015117-0j 0.0157212-0j -0.0400696-0j -0.010912-0j 0.00358859-0j -0.000230228-0j 0.00316695-0j -0.000254816-0j 0.00350517-0j 0.000195715-0j -0.0001343-0j -0.00269219-0j -0.000203537-0j 0.00184739-0j 0.00279979-0j 0.000228334-0j 0.000408373-0j -0.00314089-0j -0.000137098-0j -0.00561744-0j 0.000427963-0j 0.00188587-0j -0.00588692-0j 8.24102e-05-0j -0.00113361-0j -2.21287e-05-0j 0.000304395-0j -0.00017349-0j 0.00144608-0j 0.000366631-0j -0.000189333-0j 0.00157813-0j 0.000400111-0j 0.000142482-0j -0.000148177-0j -0.000133879-0j -0.00118761-0j -0.000301102-0j 0.00123508-0j 0.00016095-0j 0.00111591-0j 0.000313136-0j -0.000110444-0j 0.000282921-0j -9.66387e-05-0j 0.000281497-0j -0.00134155-0j 0.000920575-0j 0.000132777-0j 0.000805504-0j -0.00034013-0j -0.00234633-0j 0.000335834-0j 0.000233398-0j -5.63726e-05-0j 0.000204223-0j -0.000594877-0j -0.00110672-0j 0.000203195-0j -0.00279924-0j -0.000280593-0j 0.000469877-0j 3.03084e-05-0j -0.000709705-0j -0.00169367-0j 0.00011913-0j -6.87818e-06-0j -0.000252627-0j -0.000429405-0j 5.73311e-05-0j -6.40497e-05-0j 1.45354e-05-0j 
0.00280897-0j -0.00316357-0j 0.00200682-0j -0.00286576-0j 0.00559027-0j -0.017045-0j 0.0185872-0j -0.0157212-0j 0.0158745-0j 0.0132793-0j -0.0101889-0j -0.0380208-0j 0.000232614-0j -0.00319976-0j -0.000248536-0j 0.00341877-0j 0.000203537-0j 0.000135692-0j -0.00279979-0j -0.000205523-0j -0.00186653-0j 0.00282711-0j -0.000229232-0j 8.39549e-05-0j 0.00315324-0j 0.000124368-0j -0.00115486-0j -0.000146833-0j -0.00171077-0j 0.00201979-0j 0.00040507-0j -0.00557201-0j 0.000406409-0j -0.00559043-0j 0.000175288-0j -0.00146106-0j -0.00037043-0j -0.000184666-0j 0.00153923-0j 0.000390249-0j 0.000148177-0j -0.000149622-0j 0.000135266-0j -0.00123508-0j -0.000313136-0j 0.00124713-0j -0.000161583-0j -0.00112747-0j 0.000316191-0j -0.000107722-0j -0.000285853-0j 8.76659e-05-0j 9.66387e-05-0j 0.00134683-0j 0.000897885-0j -0.000138001-0j -0.000730713-0j 0.000341468-0j -0.000805504-0j -6.66496e-05-0j 0.000227645-0j 0.0002692-0j -0.000185261-0j -0.000204223-0j 0.00115027-0j 6.26315e-05-0j 0.000555538-0j 0.000291633-0j -0.00224384-0j 0.000330524-0j 0.000140848-0j -0.000522046-0j -0.00056889-0j 0.000193194-0j -0.00275498-0j -0.000132357-0j -0.00161031-0j -0.000698484-0j -0.000408269-0j 
-0.00212338-0j -0.00247727-0j 0.00446467-0j 0.00210591-0j -0.000894096-0j -0.000273267-0j -0.000308688-0j 0.000244868-0j -0.000254655-0j 0.000649056-0j 0.000176755-0j -5.81288e-05-0j 0.0168112-0j -2.53803e-05-0j 0.0186066-0j -2.80908e-05-0j -0.014291-0j 0.00980653-0j 2.15756e-05-0j 0.0148622-0j -1.48052e-05-0j -2.24379e-05-0j -0.0166729-0j -0.0298192-0j 2.51715e-05-0j 0.0100108-0j 4.50189e-05-0j -0.0312497-0j -1.51136e-05-0j 4.71785e-05-0j -0.00601756-0j 9.08487e-06-0j 0.00161583-0j -2.43946e-06-0j -0.000132506-0j 0.00223944-0j -1.95199e-06-0j -0.000144605-0j 0.00244394-0j -2.13024e-06-0j 0.000108822-0j -0.000113172-0j -0.000102252-0j -0.00183918-0j 1.6031e-06-0j 0.00191269-0j 0.000122928-0j 0.00172813-0j -1.66718e-06-0j -8.43532e-05-0j -1.50631e-06-0j -7.38091e-05-0j 0.000214997-0j -0.00207757-0j 0.00142563-0j 0.00010141-0j 0.00124743-0j 1.8109e-06-0j -0.00363361-0j 0.000256497-0j -1.24264e-06-0j -4.30553e-05-0j -1.08731e-06-0j 3.1672e-06-0j -0.00171391-0j 0.000155193-0j -0.00433499-0j 1.49391e-06-0j 0.000727667-0j 2.31484e-05-0j 3.77856e-06-0j -0.00262288-0j -6.34264e-07-0j -5.2533e-06-0j -0.000391226-0j 2.28621e-06-0j 8.87847e-05-0j 3.41009e-07-0j -7.73884e-08-0j 
0.000306483-0j 0.000357564-0j -0.00064442-0j -0.000303962-0j 0.000129052-0j -0.00375897-0j -0.00424621-0j 0.00336832-0j -0.00350294-0j 0.0089282-0j 0.00243138-0j -0.000799601-0j 2.53803e-05-0j 0.0162851-0j 2.80908e-05-0j 0.0180243-0j -2.15756e-05-0j 1.48052e-05-0j -0.0138438-0j 2.24379e-05-0j 0.00949965-0j 0.0143971-0j -2.51715e-05-0j -4.50189e-05-0j -0.0161511-0j 1.51136e-05-0j -0.0288861-0j -4.71785e-05-0j 0.00969756-0j -0.0302718-0j -9.08487e-06-0j -0.00582925-0j 2.43946e-06-0j 0.00156526-0j 1.91255e-05-0j -0.000322211-0j 0.00383828-0j 2.0872e-05-0j -0.000351635-0j 0.00418878-0j -1.57071e-05-0j 1.63349e-05-0j 1.47587e-05-0j 0.000264621-0j -0.00315225-0j -0.000275198-0j -1.77431e-05-0j -0.000248643-0j 0.00327824-0j 1.21753e-05-0j 0.00296192-0j 1.06534e-05-0j -3.10321e-05-0j 0.000298921-0j -0.00020512-0j -1.46373e-05-0j -0.00017948-0j -0.00356085-0j 0.000522804-0j -3.70222e-05-0j 0.00244346-0j 6.21449e-06-0j 0.00213802-0j -0.00622781-0j 0.000246597-0j -2.24002e-05-0j 0.000623719-0j -0.00293755-0j -0.000104697-0j -3.34119e-06-0j -0.00742995-0j 0.00037738-0j 0.00124718-0j 7.58249e-07-0j 5.62896e-05-0j -0.00449547-0j -1.27744e-05-0j -0.00067054-0j 0.000152172-0j 
0.00214538-0j -0.00241622-0j 0.00153274-0j -0.00218876-0j 0.00426964-0j 0.000276099-0j -0.00030108-0j 0.000254655-0j -0.000257139-0j -0.000215102-0j 0.000165042-0j 0.000615869-0j -0.0169854-0j 2.56433e-05-0j 0.018148-0j -2.73985e-05-0j -0.0148622-0j -0.00990815-0j 2.24379e-05-0j 0.0150072-0j 1.49586e-05-0j -2.26568e-05-0j 0.0167384-0j -0.00613035-0j -2.52705e-05-0j -0.00908133-0j 9.25516e-06-0j 0.0107217-0j 1.37103e-05-0j -1.61868e-05-0j -0.0295781-0j 4.46548e-05-0j -0.0296759-0j 4.48024e-05-0j 0.000133879-0j -0.00226265-0j 1.97222e-06-0j -0.000141041-0j 0.0023837-0j -2.07773e-06-0j 0.000113172-0j -0.000114276-0j 0.000103311-0j -0.00191269-0j 1.66718e-06-0j 0.00193135-0j -0.000123411-0j -0.00174604-0j -1.68344e-06-0j -8.22741e-05-0j 1.52192e-06-0j 6.69559e-05-0j 7.38091e-05-0j 0.00208574-0j 0.00139049-0j -0.0001054-0j -0.00113161-0j -1.81802e-06-0j -0.00124743-0j -5.09045e-05-0j -1.21201e-06-0j 0.000205605-0j 9.86354e-07-0j 1.08731e-06-0j 0.00178134-0j 4.78356e-05-0j 0.000860324-0j -1.55269e-06-0j -0.00347488-0j 0.000252442-0j -7.49894e-07-0j -0.000808458-0j 3.02884e-06-0j 0.000147554-0j -0.00426646-0j 7.04685e-07-0j -0.00249378-0j 3.71882e-06-0j 2.17368e-06-0j 
-0.000309659-0j 0.000348751-0j -0.000221231-0j 0.000315921-0j -0.000616269-0j 0.00379793-0j -0.00414155-0j 0.00350294-0j -0.00353712-0j -0.00295887-0j 0.00227026-0j 0.00847169-0j -2.56433e-05-0j -0.0164539-0j 2.73985e-05-0j 0.0175801-0j -2.24379e-05-0j -1.49586e-05-0j -0.0143971-0j 2.26568e-05-0j -0.0095981-0j 0.0145376-0j 2.52705e-05-0j -9.25516e-06-0j 0.0162146-0j -1.37103e-05-0j -0.00593852-0j 1.61868e-05-0j -0.00879715-0j 0.0103862-0j -4.46548e-05-0j -0.0286525-0j -4.48024e-05-0j -0.0287472-0j -1.93237e-05-0j 0.00032555-0j -0.00387806-0j 2.03576e-05-0j -0.000342967-0j 0.00408554-0j -1.63349e-05-0j 1.64943e-05-0j -1.49117e-05-0j 0.000275198-0j -0.00327824-0j -0.000277882-0j 1.78129e-05-0j 0.00025122-0j 0.00331023-0j 1.18752e-05-0j -0.00299261-0j -9.66425e-06-0j -1.06534e-05-0j -0.000300097-0j -0.000200064-0j 1.52132e-05-0j 0.000162815-0j 0.00357485-0j 0.00017948-0j 7.34743e-06-0j 0.00238323-0j -2.96765e-05-0j -0.00193951-0j -0.00213802-0j -0.0002563-0j -6.90448e-06-0j -0.000123784-0j 0.00305312-0j 0.000499965-0j -3.64368e-05-0j 0.00147455-0j 0.000116321-0j -0.00595575-0j -2.12976e-05-0j 0.000613858-0j -0.00138565-0j 0.000358805-0j -0.00731247-0j -0.0042742-0j 
-0.00189921-0j -0.00221574-0j 0.00399332-0j 0.00188358-0j -0.000799703-0j -0.000244418-0j -0.000276099-0j 0.000219016-0j -0.00022777-0j 0.000580533-0j 0.000158094-0j -5.1992e-05-0j -0.000157276-0j -2.27008e-05-0j -0.000174073-0j -2.51252e-05-0j 0.000133699-0j -9.17443e-05-0j 1.92978e-05-0j -0.000139043-0j -1.32422e-05-0j -2.00691e-05-0j 0.000155982-0j 0.000278972-0j 2.25141e-05-0j -9.36557e-05-0j 4.02661e-05-0j 0.000292355-0j -1.3518e-05-0j 4.21978e-05-0j 5.62969e-05-0j 8.12575e-06-0j -1.51168e-05-0j -2.18192e-06-0j 0.0171095-0j -2.0951e-05-0j -1.74591e-06-0j 0.0186719-0j -2.28641e-05-0j -1.90534e-06-0j -0.0140514-0j 0.014613-0j 0.013203-0j 1.72063e-05-0j 1.43386e-06-0j -1.7894e-05-0j -0.0158728-0j -1.61674e-05-0j -1.49117e-06-0j 0.0108919-0j -1.34728e-06-0j 0.00953042-0j -0.027761-0j 1.94366e-05-0j -1.33374e-05-0j -0.0130944-0j -1.16702e-05-0j 1.61972e-06-0j 3.3994e-05-0j -0.0331196-0j -1.11145e-06-0j 0.00555941-0j -9.7252e-07-0j 2.83283e-06-0j 1.60344e-05-0j -0.0200389-0j 4.05558e-05-0j 1.3362e-06-0j -6.80764e-06-0j -0.00298899-0j 3.37965e-06-0j 2.45382e-05-0j -5.67303e-07-0j 0.00067832-0j 3.66009e-06-0j 2.04485e-06-0j -8.3062e-07-0j 3.05007e-07-0j -6.92183e-08-0j 
-0.0013003-0j -0.00151701-0j 0.00273404-0j 0.0012896-0j -0.00054752-0j -0.000167341-0j -0.000189032-0j 0.00014995-0j -0.000155943-0j 0.000397464-0j 0.00010824-0j -3.55965e-05-0j -0.000107679-0j -1.55422e-05-0j -0.000119179-0j -1.72021e-05-0j 9.15373e-05-0j -6.2813e-05-0j 1.32123e-05-0j -9.51959e-05-0j -9.06628e-06-0j -1.37404e-05-0j 0.000106794-0j 0.000190999-0j 1.54143e-05-0j -6.41216e-05-0j 2.75683e-05-0j 0.000200162-0j -9.25516e-06-0j 2.88908e-05-0j 3.85438e-05-0j 5.56332e-06-0j -1.03497e-05-0j -1.49386e-06-0j -8.11427e-05-0j -1.43441e-05-0j -1.19535e-06-0j -8.85524e-05-0j -1.5654e-05-0j -1.3045e-06-0j 6.66397e-05-0j -6.93032e-05-0j -6.2616e-05-0j 1.17804e-05-0j 9.81696e-07-0j -1.22512e-05-0j 7.52776e-05-0j -1.10691e-05-0j -1.02093e-06-0j -5.16556e-05-0j -9.22421e-07-0j -4.51986e-05-0j 0.000131658-0j 1.33073e-05-0j -9.1315e-06-0j 6.21008e-05-0j -7.99006e-06-0j 1.10894e-06-0j 2.32741e-05-0j 0.000157072-0j -7.60958e-07-0j -2.63659e-05-0j -6.65839e-07-0j 1.93951e-06-0j 1.0978e-05-0j 9.50359e-05-0j 2.77666e-05-0j 9.14832e-07-0j -4.66087e-06-0j 1.41755e-05-0j 2.31389e-06-0j 1.68001e-05-0j -3.88406e-07-0j -3.21698e-06-0j 2.50589e-06-0j 1.40001e-06-0j -5.68686e-07-0j 2.08824e-07-0j -4.73905e-08-0j 
0.00191889-0j -0.00216113-0j 0.00137092-0j -0.00195769-0j 0.00381888-0j 0.00024695-0j -0.000269294-0j 0.00022777-0j -0.000229992-0j -0.000192393-0j 0.000147618-0j 0.00055085-0j 0.000158906-0j 2.29361e-05-0j -0.000169782-0j -2.45059e-05-0j 0.000139043-0j 9.26951e-05-0j 2.00691e-05-0j -0.000140399-0j 1.33794e-05-0j -2.02649e-05-0j -0.000156595-0j 5.73521e-05-0j -2.26026e-05-0j 8.49598e-05-0j 8.27807e-06-0j -0.000100306-0j 1.22629e-05-0j -1.44779e-05-0j 0.000276716-0j 3.99405e-05-0j 0.000277631-0j 4.00725e-05-0j -0.0172868-0j 2.11681e-05-0j 1.76401e-06-0j 0.0182116-0j -2.23006e-05-0j -1.85838e-06-0j -0.014613-0j 0.0147556-0j -0.0133398-0j 1.7894e-05-0j 1.49117e-06-0j -1.80686e-05-0j 0.0159352-0j 1.63349e-05-0j -1.50572e-06-0j 0.0106235-0j 1.36124e-06-0j -0.00864553-0j -0.00953042-0j -1.9513e-05-0j -1.30087e-05-0j 0.0136096-0j 1.05867e-05-0j -1.62608e-06-0j 1.16702e-05-0j 0.00657293-0j -1.08406e-06-0j -0.0265483-0j 8.82222e-07-0j 9.7252e-07-0j -1.66652e-05-0j -0.00617666-0j -8.04871e-06-0j -1.38877e-06-0j 3.2509e-05-0j -0.032596-0j -6.70726e-07-0j 7.56347e-06-0j 2.70908e-06-0j -0.0190526-0j 3.99145e-05-0j 6.3029e-07-0j 2.33304e-05-0j 3.32621e-06-0j 1.9442e-06-0j 
0.00131377-0j -0.00147962-0j 0.000938605-0j -0.00134034-0j 0.00261461-0j 0.000169075-0j -0.000184373-0j 0.000155943-0j -0.000157465-0j -0.000131722-0j 0.000101067-0j 0.000377141-0j 0.000108795-0j 1.57033e-05-0j -0.000116242-0j -1.67781e-05-0j 9.51959e-05-0j 6.3464e-05-0j 1.37404e-05-0j -9.61247e-05-0j 9.16023e-06-0j -1.38744e-05-0j -0.000107213-0j 3.92663e-05-0j -1.54749e-05-0j 5.8168e-05-0j 5.66761e-06-0j -6.86748e-05-0j 8.39582e-06-0j -9.91236e-06-0j 0.000189454-0j 2.73454e-05-0j 0.000190081-0j 2.74358e-05-0j 8.19836e-05-0j 1.44928e-05-0j 1.20773e-06-0j -8.63698e-05-0j -1.52682e-05-0j -1.27235e-06-0j 6.93032e-05-0j -6.99794e-05-0j 6.32649e-05-0j 1.22512e-05-0j 1.02093e-06-0j -1.23707e-05-0j -7.55736e-05-0j 1.11838e-05-0j -1.03089e-06-0j -5.03824e-05-0j 9.3198e-07-0j 4.1002e-05-0j 4.51986e-05-0j -1.33596e-05-0j -8.90643e-06-0j -6.45441e-05-0j 7.24819e-06-0j -1.1133e-06-0j 7.99006e-06-0j -3.11725e-05-0j -7.42203e-07-0j 0.000125907-0j 6.04016e-07-0j 6.65839e-07-0j -1.14099e-05-0j 2.92932e-05-0j -5.51057e-06-0j -9.50825e-07-0j 2.22574e-05-0j 0.000154588-0j -4.59214e-07-0j 5.17836e-06-0j 1.85478e-06-0j 9.03581e-05-0j 2.73276e-05-0j 4.3153e-07-0j 1.59732e-05-0j 2.2773e-06-0j 1.3311e-06-0j 
0.000335736-0j 0.000391692-0j -0.000705927-0j -0.000332973-0j 0.000141369-0j -0.00203727-0j -0.00230134-0j 0.00182555-0j -0.00189851-0j 0.00483886-0j 0.00131775-0j -0.000433364-0j -0.00265808-0j -0.000382445-0j -0.00294196-0j -0.000423289-0j 0.00225961-0j -0.00155055-0j 0.000325113-0j -0.00234992-0j -0.000223093-0j -0.000338107-0j 0.00263621-0j 0.00471483-0j 0.000379299-0j -0.00158285-0j 0.00067837-0j 0.00494101-0j -0.000227741-0j 0.000710914-0j 0.000951459-0j 0.000136896-0j -0.000255485-0j -3.67592e-05-0j 2.0951e-05-0j 0.0166956-0j -4.42749e-05-0j 2.28641e-05-0j 0.0182202-0j -4.83179e-05-0j -1.72063e-05-0j 1.7894e-05-0j 1.61674e-05-0j -0.0137115-0j 3.63615e-05-0j 0.0142595-0j -1.94366e-05-0j 0.0128836-0j -3.78148e-05-0j 1.33374e-05-0j -3.41659e-05-0j 1.16702e-05-0j -3.3994e-05-0j -0.0154888-0j 0.0106284-0j -1.60344e-05-0j 0.00929987-0j 4.10746e-05-0j -0.0270894-0j -4.05558e-05-0j -2.81855e-05-0j 6.80764e-06-0j -2.46623e-05-0j 7.18382e-05-0j -0.0127776-0j -2.45382e-05-0j -0.0323184-0j 3.38849e-05-0j 0.00542492-0j -3.66009e-06-0j 8.5705e-05-0j -0.0195542-0j -1.43863e-05-0j 8.3062e-07-0j -0.00291668-0j 5.18556e-05-0j 0.000661911-0j 7.73473e-06-0j -1.75532e-06-0j 
-2.7978e-05-0j -3.2641e-05-0j 5.88272e-05-0j 2.77478e-05-0j -1.17807e-05-0j 0.000516519-0j 0.00058347-0j -0.000462839-0j 0.000481338-0j -0.00122682-0j -0.000334095-0j 0.000109873-0j -2.31689e-06-0j -0.00455581-0j -2.56433e-06-0j -0.00504236-0j 1.96957e-06-0j -1.35152e-06-0j 0.00387285-0j -2.04829e-06-0j -0.00265755-0j -0.00402764-0j 2.29783e-06-0j 4.10964e-06-0j 0.00451833-0j -1.37968e-06-0j 0.00808096-0j 4.30679e-06-0j -0.00271292-0j 0.00846863-0j 8.29331e-07-0j 0.00163075-0j -2.22691e-07-0j -0.000437887-0j -1.74591e-06-0j 4.42749e-05-0j 0.0161657-0j -1.90534e-06-0j 4.83179e-05-0j 0.0176419-0j 1.43386e-06-0j -1.49117e-06-0j -1.34728e-06-0j -3.63615e-05-0j -0.0132764-0j 3.78148e-05-0j 1.61972e-06-0j 3.41659e-05-0j 0.013807-0j -1.11145e-06-0j 0.0124747-0j -9.7252e-07-0j 2.83283e-06-0j -4.10746e-05-0j 2.81855e-05-0j 1.3362e-06-0j 2.46623e-05-0j -0.0149972-0j -7.18382e-05-0j 3.37965e-06-0j 0.0102911-0j -5.67303e-07-0j 0.00900474-0j -0.0262297-0j -3.38849e-05-0j 2.04485e-06-0j -8.5705e-05-0j -0.0123721-0j 1.43863e-05-0j 3.05007e-07-0j -0.0312928-0j -5.18556e-05-0j 0.00525276-0j -6.92183e-08-0j -7.73473e-06-0j -0.0189336-0j 1.75532e-06-0j -0.00282412-0j 0.000640905-0j 
-0.000339215-0j 0.000382037-0j -0.000242347-0j 0.000346074-0j -0.000675089-0j 0.00205838-0j -0.00224462-0j 0.00189851-0j -0.00191703-0j -0.00160363-0j 0.00123042-0j 0.00459144-0j 0.00268563-0j 0.000386408-0j -0.00286944-0j -0.000412856-0j 0.00234992-0j 0.00156662-0j 0.000338107-0j -0.00237285-0j 0.000225405-0j -0.000341406-0j -0.00264658-0j 0.000969294-0j -0.00038079-0j 0.00143588-0j 0.000139462-0j -0.00169525-0j 0.000206595-0j -0.000243912-0j 0.0046767-0j 0.000672885-0j 0.00469216-0j 0.000675109-0j -2.11681e-05-0j -0.0168686-0j 4.47337e-05-0j 2.23006e-05-0j 0.0177711-0j -4.7127e-05-0j -1.7894e-05-0j 1.80686e-05-0j -1.63349e-05-0j -0.0142595-0j 3.78148e-05-0j 0.0143986-0j 1.9513e-05-0j -0.0130171-0j -3.81837e-05-0j 1.30087e-05-0j 3.452e-05-0j -1.05867e-05-0j -1.16702e-05-0j 0.0155497-0j 0.0103665-0j 1.66652e-05-0j -0.00843638-0j -4.12361e-05-0j -0.00929987-0j 8.04871e-06-0j -2.74908e-05-0j -3.2509e-05-0j 2.23724e-05-0j 2.46623e-05-0j 0.0132803-0j -7.56347e-06-0j 0.00641392-0j -3.5218e-05-0j -0.025906-0j -3.99145e-05-0j -1.7009e-05-0j -0.00602724-0j 6.87e-05-0j -2.33304e-05-0j -0.0318074-0j 1.59836e-05-0j -0.0185917-0j 8.435e-05-0j 4.93032e-05-0j 
0.000306483-0j 0.000357564-0j -0.00064442-0j -0.000303962-0j 0.000129052-0j -0.00185976-0j -0.00210083-0j 0.00166649-0j -0.00173309-0j 0.00441726-0j 0.00120293-0j -0.000395605-0j 2.53803e-05-0j -0.000349123-0j 2.80908e-05-0j -0.000386408-0j -2.15756e-05-0j 1.48052e-05-0j 0.000296786-0j 2.24379e-05-0j -0.000203655-0j -0.000308648-0j -2.51715e-05-0j -4.50189e-05-0j 0.000346251-0j 1.51136e-05-0j 0.000619265-0j -4.71785e-05-0j -0.000207898-0j 0.000648972-0j -9.08487e-06-0j 0.000124968-0j 2.43946e-06-0j -3.35564e-05-0j -0.00276103-0j -0.000159415-0j -4.04173e-05-0j -0.00301316-0j -0.000173972-0j -4.4108e-05-0j 0.00226754-0j -0.00235817-0j -0.00213062-0j 0.000130922-0j 3.31933e-05-0j -0.000136155-0j 0.00256146-0j -0.000123017-0j -3.452e-05-0j -0.00175768-0j -3.11891e-05-0j -0.00153797-0j 0.00447991-0j 0.000147892-0j -0.000101484-0j 0.00211309-0j -8.87984e-05-0j 3.74958e-05-0j 0.000258659-0j 0.00534465-0j -2.57297e-05-0j -0.000897147-0j -2.25135e-05-0j 6.5579e-05-0j 0.000122005-0j 0.00323377-0j 0.000308587-0j 3.09325e-05-0j -5.17991e-05-0j 0.000482346-0j 7.82376e-05-0j 0.00018671-0j -1.31329e-05-0j -0.000109463-0j 2.78495e-05-0j 4.73375e-05-0j -6.32016e-06-0j 7.06081e-06-0j -1.60238e-06-0j 
2.82679e-05-0j -3.18364e-05-0j 2.01956e-05-0j -2.88395e-05-0j 5.62574e-05-0j -0.000521871-0j 0.000569089-0j -0.000481338-0j 0.000486034-0j 0.000406577-0j -0.000311955-0j -0.00116409-0j 2.3409e-06-0j 0.00460302-0j -2.50113e-06-0j -0.00491807-0j 2.04829e-06-0j 1.36553e-06-0j 0.00402764-0j -2.06827e-06-0j 0.0026851-0j -0.00406694-0j -2.30687e-06-0j 8.44877e-07-0j -0.00453609-0j 1.25158e-06-0j 0.00166132-0j -1.47765e-06-0j 0.00246103-0j -0.00290556-0j 4.07641e-06-0j 0.00801562-0j 4.08988e-06-0j 0.00804212-0j 1.76401e-06-0j -4.47337e-05-0j -0.0163333-0j -1.85838e-06-0j 4.7127e-05-0j 0.0172071-0j 1.49117e-06-0j -1.50572e-06-0j 1.36124e-06-0j -3.78148e-05-0j -0.013807-0j 3.81837e-05-0j -1.62608e-06-0j -3.452e-05-0j 0.0139417-0j -1.08406e-06-0j -0.012604-0j 8.82222e-07-0j 9.7252e-07-0j 4.12361e-05-0j 2.74908e-05-0j -1.38877e-06-0j -2.23724e-05-0j 0.0150562-0j -2.46623e-05-0j -6.70726e-07-0j 0.0100375-0j 2.70908e-06-0j -0.00816865-0j -0.00900474-0j 3.5218e-05-0j 6.3029e-07-0j 1.7009e-05-0j 0.0128589-0j -6.87e-05-0j 3.32621e-06-0j 0.00621037-0j -1.59836e-05-0j -0.0250839-0j 1.9442e-06-0j -8.435e-05-0j -0.00583597-0j -4.93032e-05-0j -0.030798-0j -0.0180017-0j 
