0.00955059+0.0055211j 0.0044738-0.00783654j -0.0038673+0.0081374j 0.00716792+0.00496169j -0.000692508-0.00533856j 0.00309413-0.00440128j 0.00906663+0.0049721j 0.00556838-0.00786886j -0.00628847+0.00759531j -0.00425639-0.0016725j 0.0102113-0.00101078j -0.00475598+0.000859304j 0.00205833+0.00338913j 0.011172-0.00443881j -0.00284781+0.00597844j 0.00219592-0.000240218j 0.00335246+0.00126937j 0.00652606+0.00306624j 0.000572864+0.00193886j 0.00116744-0.00364417j 0.0017311+0.000825958j -0.00701966+0.00553627j -0.00505063+0.00465803j 0.00812282-0.00768105j -0.00124503+0.00592457j -0.00529598-0.000513121j 0.00528608-0.00482723j -0.00171223+0.00226338j -0.00205098+0.0035785j 0.00705238-0.00160004j 0.00111925+0.0038084j 0.00322212-0.00472156j -0.00362204+0.000523196j -0.00343009+0.00219188j 0.00144171+0.000148623j -0.000328977-0.00308097j -0.00680333+0.00457609j -0.00574023-0.00203944j 0.000326246-0.00236719j 0.00054779-0.00145588j 0.00090319-0.00806469j -0.00251026+0.00504947j 0.0011508-0.000947246j -0.000269736-0.00712048j -0.000624327+0.00183003j -0.00309877+0.0040109j 0.00265246+0.00268979j -0.00250325+0.000997963j -0.00509863+0.00607784j -0.00286447+0.00195171j 0.00111091-0.00312241j 0.00648624-0.00151867j -0.00250198+0.00282709j 0.00124202-0.00535711j 0.000911777-5.7633e-06j -0.00543229+0.0044691j -0.00626066+0.00521087j -0.0150546-0.000250993j 0.00149535+0.00697095j 0.00140968-0.00174387j 0.0184253+0.00858011j 0.00506403+0.000677231j -0.00546314-0.00435958j 0.0054273-0.00482751j -0.00188203+0.00193995j 0.00266554+0.000181803j -0.0146431-0.0028366j -0.00287671-0.00984284j 0.0130789+0.002494j 0.00624548+0.00469752j -0.00663975-0.00161006j -0.00790384+0.00861491j -0.00390964-0.0125047j 0.0189578-0.00412287j 0.0091012+0.0146307j -0.00543977+0.01062j 0.0304-0.00796131j -0.0133872-0.0516599j 0.0627037-0.00665614j 0.0326586-0.0341216j 0.0190403-6.33944e-08j 0.00212476-0.0118444j 0.00995149+0.00953325j 0.00727697+0.00418176j 0.00261082-0.014031j 0.000273164-0.0152111j -0.0149691+0.000282633j -0.0120051+0.0280035j -0.00298497-0.0462322j -0.0161544+0.0140491j 0.0119561+0.0807099j -0.076471+0.0201818j 
-0.00436555-0.00348647j -0.000866513-0.00927094j 0.00890566+0.00132366j 0.00802784+0.00856736j 0.012651+0.0182285j -0.00588655-0.00592309j 0.0103989+0.00802649j -0.00079753+0.0251821j 0.000201637-0.012571j -0.00113396+0.00538853j 0.0104625-0.001565j 0.0175347-0.00169907j -0.00921354+0.0154859j -0.0112172+0.00860256j 0.0186444+0.0150868j -0.0074043-0.0164946j -0.0156938-0.0225461j -0.0163447+0.00247056j 0.00800062+0.00910528j -0.0113782-0.0211005j -0.0199775-0.00544225j 0.00179724+0.025936j -0.00980941+0.00639207j 0.00381338-0.00636669j -0.00861349+0.0153703j 0.00853412-0.00161668j -0.0177195+0.00961656j -0.00549567+0.0343735j 0.0033537-0.00340426j -0.0147691+0.0107918j 0.000984947+0.000531853j -0.0191588+0.0214462j -0.0299909-0.0280322j 0.00909345+0.00196859j 0.00911639+0.0437977j -0.00921896+0.00361938j 0.0171127+0.0177018j -0.0198015-0.0195358j -0.0196711-0.0184509j -0.0168554+0.0312826j 0.00933496-0.00832945j -0.00837335-0.00719588j -0.0078368+0.000989763j 0.00364754+0.00147812j 0.000479122-0.00134068j -0.00995515-0.00952446j -0.00167639-0.000277275j -0.00250686-0.000516954j -0.00147394-0.0150259j 0.00331176-0.0260692j -0.000963074+0.012388j 0.00479743-0.00235548j -0.0142455+0.0114104j 0.00146884-0.025663j -0.00241572+0.0149874j 0.00334879+0.0182973j -0.00227777-0.0177002j 0.00616179-0.00846005j -0.007714-0.00532766j 0.0055728-0.00586564j -0.00389895-0.0013037j -0.00425296+0.00867355j 0.00299658+0.0175444j 0.00599747+0.00412411j 0.0117646+0.0104321j 0.00363899+0.00658414j -0.00300395+0.00324477j -0.0101749+0.00675512j 0.00385592-0.00556147j 0.0117133+0.00582117j 0.00279334+0.000869349j -0.00711381-0.00202562j -0.00539322+0.00780064j 0.00095982-0.00182925j 0.00105419+0.00481j -0.00267292-0.00345193j -0.000337074+0.000710232j -0.0041916-0.00192202j -0.00137899+0.002507j 0.00738361-0.00335244j 0.00117076-0.00940506j 0.00601658+0.000653074j 0.000527914+0.00168587j 0.000852799-0.00814681j 0.00306851+0.00277559j -0.00615997-0.00214306j 0.00864166+0.00208971j -0.00476837-0.00327925j 0.00574279+0.00675296j -0.00234076-0.00263424j 0.00202206+0.00221516j 0.00157084+0.00152283j 
0.00353501+0.00673004j -0.00575888-0.00331906j -0.00130883-0.00605052j 0.00292118+0.00808372j -0.00235575-0.00193123j 0.00435528-0.00864433j 0.00405299-0.00388514j -0.00656781+0.00115074j 0.0319457-0.00450446j 0.0115612-0.00429142j -0.00910696-0.00839369j 0.00923054-0.0107432j -0.00590573-0.00270768j -0.0137174-0.0116498j 0.00177455+0.0188761j -0.00382792-0.0143376j -0.0117213+0.00713099j 0.00549571+0.0301793j 0.00182694-0.0157551j -0.00818613+0.0301934j -0.00976492+0.0108808j -0.014957-0.0139385j -0.0197066+0.0291533j 0.0115447+0.0233095j -0.0154701+0.0147237j -0.00266978-0.0109904j -0.0160842+0.0122104j -0.0156556-0.00262741j 0.00196381+0.0168454j -0.0230257+0.0219898j 0.0077897+0.0142003j 0.00215453+0.00506904j -0.00695071+0.00780004j 0.0069002-0.00861897j -0.00289553-0.00592365j 0.00362298-0.0115224j -0.0275702-0.0468457j -0.003515-0.0190692j -0.000954879+0.00489904j -0.00684506-0.00322604j 0.0140868+0.00252319j 0.000714422-0.0164852j -0.0126911+0.0246301j -0.00390065-0.00591951j -0.00537608-0.00536938j -0.00810671+0.00966012j 0.014254-0.00476601j -0.010721+0.00460424j -0.00119224-0.0128573j 0.00427907-0.000723792j 0.00530091-0.00719273j 0.00159632-0.00343806j 0.00428922-0.00538299j -0.00829359+0.0363404j 0.0201331-0.0439501j -0.007271-0.000810025j 0.00126471+0.00202821j -0.0072208+0.00518851j -0.00322042+0.0125977j -0.00324944-0.00764346j -0.00103211-0.00610387j 0.00331153-0.00744687j -0.00518585-0.00608569j -0.00400792+0.00423979j -0.000838003+0.00772759j -0.00396001-0.021761j -0.00132458+0.00734704j -0.00277886+0.00854538j 0.00857646-0.0133682j -0.000111037+0.00679302j 0.00314562+0.00546356j -0.00217839+0.000907387j 0.00172315-0.00449892j -0.00318852+0.00109121j 0.00286773+0.00975557j -0.00195435+0.000129999j -0.000526889+0.0101548j 0.00173249-0.00105503j -0.00117431-0.000123054j 0.0029134-0.00571061j 0.000655159-0.00182523j -0.000786024+0.0043368j -0.000891508-0.0028734j -0.00154156-0.00248434j -0.000979061-0.00777272j 0.000574352+0.00221693j -0.000393697+0.0016994j 0.00330377+0.00462987j -0.00145139+9.27457e-05j 0.000738544-0.00681372j 0.00237625+0.00337778j -0.000681752-0.000668355j 
0.0036105-0.000842899j -0.00586707-0.00210313j -0.0104771+0.00708993j -0.0150765-0.00512841j -0.0203644-0.0100976j 0.00374546+0.0396545j 0.00176968-0.00271417j 0.0102063-0.0140548j 0.0120108-0.00586446j -0.00118347+0.000215444j 0.00457669+0.00167455j -0.000971062-0.00545023j 0.0129501+0.0168991j 0.00382471+0.00798649j -0.018288-0.0101863j 0.0122484-0.0141813j -0.00103046-0.00518826j 0.017417-0.036629j -0.0055909-0.0219845j -0.0057091+0.00292109j -0.00465941+0.0051645j 0.0273438+0.0215342j -0.0335786-0.0218029j -0.0273711-0.0315483j -0.0115326+0.0318707j -0.0186339-0.00757178j -0.00582713-0.00782048j 0.00517371+0.0111128j -0.019985+0.0163049j -0.0133764-0.0161137j 0.0142251-0.0216299j -0.00151894-0.00655236j 0.00862065-0.0163297j -0.000139621-0.0144247j 0.00770041-0.0162765j 0.012736-0.0118973j 0.000517425+0.00776141j -0.0202088+0.00601083j -0.00786439+0.0130033j 0.00543732+0.0164712j -0.0245231+0.0082536j -0.010483-0.00897177j 0.021909+0.00239147j 0.0145955-0.00756199j -0.0074272-0.00292059j -0.0121134+0.000808488j -0.00578441+0.011569j -0.00476488+0.0187116j 0.00895264-0.00393425j 0.00141238-0.0127361j 0.00345463+0.00985714j -0.0111038+0.00312649j 0.0147892+0.0110769j 0.00923638-0.0073214j -0.00167038+0.00461049j 0.00362736+0.0140033j 0.00462588-0.0116565j -0.00310407-0.00780147j 0.00104498-0.000425114j -0.00938949-0.000808742j 0.0046138+0.00995755j 0.00429258+0.00538084j -0.00563205+0.00649878j -0.00464781+0.00967843j -0.00503319+0.00295395j -0.0117123+0.00820355j -0.00724226-0.0110904j 0.00198814-0.00649119j 0.00408205-0.0175813j -0.00317556-0.00574404j -0.00841623+0.00196631j 0.0019405+0.0043531j 0.000428853-0.00921465j -0.0025659+0.00443251j -0.00295321-0.000658443j 0.00599642-0.00030789j 0.00700025-0.000961905j 0.00776608-0.000460701j 0.00464564-0.00255177j -0.00164366-0.00118479j -0.00165772-0.001675j -0.00659742+0.00624302j -0.00758751+0.0034413j 0.00746428+0.0042237j -0.0048468+0.00137122j 0.00742195+6.50178e-06j -0.00535778+0.000755098j 0.00566997+0.00496839j -0.00758391-0.00588201j -0.000730818+0.00422654j 0.000476804-0.00158665j 0.000425691-1.75623e-05j 
-0.0128566-0.0082298j -0.002146-0.00163479j -0.00263874+0.0115699j -0.00254571-0.00280651j -0.00366407-0.0220425j -0.0189687-0.00522008j -0.0173072+0.0098157j -0.00577222-0.00922704j -0.0115355-0.0263565j 0.0144232-0.0216376j -0.00634841-0.0125015j 0.00710628-0.00563447j -0.000878863+0.00554014j -0.00754436+0.0190002j -0.00629996+0.00885973j 0.010446-0.00755444j 0.00101699+0.00688166j 0.0208429+0.00024941j 0.0145897+0.00218646j -0.00135443-0.022246j 0.0177627+0.0192443j -0.00803395+0.0221993j 0.0327144-0.0113474j 0.006207+0.0151785j -0.0125326+0.00783304j -0.00636099-0.00422771j 0.00242676-0.0223394j 0.0215171+0.0118489j 0.0149238+0.0468792j -0.0297583-0.0127935j 0.0103854-0.000789288j -0.00602143-0.0121034j 0.0217282-0.0147626j -0.00127477+0.00390807j -0.00369316+0.00338946j 0.0135854+0.00272741j -0.0082296-0.0044367j -0.0228259-0.00166031j -0.0258312+0.0199286j 0.00710306-0.00864812j -0.00157939+0.00100435j 0.0134068+0.000863369j -0.0125438+0.0107299j 0.00106186+0.00505516j -0.0157648+0.00335428j 0.00166507-0.0030944j -0.0112461+0.00495681j 0.00223003-0.00501155j 0.0154488+0.00146659j 0.00367432+0.000495871j 0.00274725-0.0109552j -0.00217166-0.00878392j -0.00546532+0.0235075j -0.00703301+0.0143692j 0.00534007-0.00565558j -0.00660662-0.0167357j -0.00369059+0.00674442j -0.0163709+0.0011148j -0.0018686-0.00215366j 0.00396314+0.0134681j 0.00832382-0.00506835j -0.00165683-0.00341211j -0.00265789+0.00324533j -0.000571299-0.00882218j -0.00457747+0.00842523j 0.0131343+0.00661962j 0.015996-0.0107007j -0.000850355+0.00697826j 0.00824368+0.00793125j 0.0133527+0.00355972j 0.00410218+0.00690436j 0.00946835-5.9332e-05j -0.00715364-0.00760151j -0.00567863+0.00413793j 0.00235206+0.0082176j -0.000765275-0.00356164j -0.0035624-0.00732634j -0.000674963+0.00239065j 0.000845877+0.00285036j -0.0115366+0.000543598j -0.00483121+0.0103636j 6.74428e-05+0.00472628j 4.98587e-05-0.00361923j 0.00216257-0.000863517j -0.00112204-0.00474393j 0.00119807-0.00674678j -0.00176662-0.0084759j -0.000790451+0.00440236j 0.00564272-0.00231364j -0.00610684+0.000248052j 0.00316594+0.000805305j 0.0059981+0.00392331j 
0.00312395-0.00498902j 0.000390704+0.00249423j 4.61261e-05-0.00185167j 0.000358321+0.00723039j 0.00102564-0.00946948j -0.00889806-0.0146814j -0.0076034+0.01791j -0.0128738+0.00771501j 0.015649-0.011704j -0.0251768-0.00418575j -0.011531+0.00845001j -0.00591459+0.00917714j -0.00537201-0.0220952j 0.000899134-0.0125369j 0.021888+0.00941779j 0.00666872-0.0239212j -0.0166839-0.00911497j 0.000562854-0.0123896j -0.00732451-0.0018796j -0.0367574+0.0047956j -0.0180274+0.0136468j -0.016232-0.024612j 0.0225801-0.00505741j -0.0143632+0.00364255j -0.022237-0.0136001j 0.000193267+0.0100392j 0.00299111-0.0091909j 0.0170229+0.0162479j 0.00245127+0.0066713j 0.013619+0.00851321j 0.0135525+0.00775535j 0.0262868+0.00411135j 0.0145144-0.0171967j 0.00320995-0.0100909j -0.00846581+0.00221341j 0.0275348-0.00200453j -0.0267691+0.0041281j -0.02446+0.00449354j -0.0121794-0.0174992j -0.00716596-0.00572982j 0.0025574+0.012938j 0.0014251+0.0142694j -0.00795216-0.0272808j 0.0038516-0.0104923j 0.0013023+0.0099499j -0.000819958+0.00457642j -0.00974405+0.0152697j -0.0108859-0.00366732j 0.00886691-0.00895866j -0.0285944-0.00536971j 0.0021871+0.0053309j 0.0125899+0.000159143j 0.00149635+0.00340054j 0.00988466-0.0211972j -0.00320115+0.0157031j -0.020872+0.0144327j -0.0133419-0.00732324j -0.0111657-0.00731845j 0.00489483-0.0105211j -0.00233146-0.0119645j 0.00932628-0.0108885j -0.000898979+0.00229638j -0.0135209+0.00364331j -0.00264429+0.0029723j -0.0148861+0.00822878j -0.00735159+0.0126905j -0.00261891+0.00591674j 0.0001291-0.00952068j -0.00762365+0.0148121j -0.00715365+0.0100388j -0.00661735+0.00956981j 0.0121581+0.00338974j -0.00116098+0.00278509j 0.00606585+0.00736987j 0.00578109+0.000628209j 0.00256207-0.00723259j 0.00264084-0.00287969j 0.00265322-0.00275916j -0.0061897-0.00927137j 0.00364214+0.00658445j -0.00225957-0.0054367j 0.00180662+0.00895381j -0.0166682+0.00505236j 0.000817464-0.00237453j 0.00410644+0.00148948j 0.00730625-0.00955941j -0.00803664-0.00149687j -0.00314149-0.00121619j -0.00532738+0.00199574j 0.00811275-0.000839104j -0.00318833+0.000649261j 0.00350321-8.27059e-05j 
-0.00397504+0.00376087j 0.000914596-0.00933404j 0.000973773+0.00127782j -0.0064043-0.00297968j -0.00727771+0.0058788j -0.00879191+0.0259322j 0.01589+0.00920943j 0.00385926+0.00678119j -0.00720179+0.0128176j 0.00214882+0.0104546j 0.0072612+0.00737545j -0.00663377-0.00741211j 0.0096102+0.0316448j -0.0287663-0.00331781j -0.00694277+0.00987838j -0.0186455+0.00302618j -0.0241436+0.0154164j 0.0137292+0.0176143j 0.00469347+0.0306658j 0.0101671-0.0214683j -0.0205546-0.00638288j 0.0306981-0.0102245j -0.0233043-0.0413986j -0.000627242+0.00636819j 0.00841495-0.0191792j -0.0186649-0.0023125j -0.010523-0.00998314j -0.00334477-0.00856119j 0.00295772-0.0261111j -0.00276423+0.000246753j -0.0126157-0.0177506j 0.00237521-0.013358j -0.00342386-0.00333489j -0.0148025-0.00930979j 0.00573972+0.0242567j 0.0193995-0.00306336j -0.00991808+0.0216207j 0.00248041+0.0158143j -0.00310127-0.00132665j 0.00373244-0.00631518j 0.00467407-0.0227384j -0.00773789-0.00499588j 0.00788235+0.0176155j -0.00577114+0.0337794j -0.00845676+0.00723106j 0.0145907-0.00208443j 0.00703134+0.00246955j 0.0102573-0.0129017j 0.0210775+0.00625681j -0.00388641+0.0028985j 0.0139486-0.00566749j -8.72949e-06-0.00166548j 0.0141908+0.0112869j -0.00593178-0.0117791j 0.00129294-0.00508059j 0.00785158+0.00486734j 0.00363346+0.00978169j -0.00517267+0.00535657j 0.0104266+0.000598279j -0.000378705-0.0114641j -0.000252392-0.0183443j -0.00834119-0.00938493j 0.00916059+0.00392448j 0.00256599-0.0131094j -0.00119183-0.0137427j 0.0159352-0.00152332j 0.00198661-0.0114054j -0.00158802-0.00942252j -0.000841919+0.0224843j 0.00711534+0.00232493j -0.000662996-0.00261977j 0.0112597-0.00601932j -0.00240822+0.00953313j 0.000957029+0.00630661j -0.00626565-0.00706474j -0.00709362+0.011517j -0.00416793-0.00291157j -0.000650448+0.00367403j 0.00295295+0.00580123j -0.00994373+0.00359361j -0.00759778+0.00343522j 0.00830712-0.0103419j 0.00631437+0.000467138j -0.00509746+0.00202959j -0.00504115-0.00184444j -0.00795052-0.00146564j -0.0040977+0.00998673j 0.00591072+0.00404944j 0.00200458-0.000296678j -0.00221697-0.00251358j 0.00202808+0.00417714j 0.00215703-0.00265223j 
0.00568599-0.0041953j -0.00122325-0.000296605j -0.012372-0.000255854j -0.0119173-0.0113659j -0.0148157-0.0185157j -0.013089+0.0191725j 0.00494185+0.0163092j -0.00796927+0.000620991j -0.00637187-0.0113527j -0.00740093+0.00896914j -0.0090075-0.00515911j -0.0089438-0.0077545j -0.00652736+0.00196338j -0.00206999-0.0295215j -0.0128372-0.00880723j -0.0123105+0.00360187j -0.013791+0.00878822j -0.000819871-0.0104164j 0.0376481+0.0107404j -0.00423466+0.00624837j 0.00359524+0.00879594j 0.0117485-0.0113688j -0.0173289-0.0134884j 0.0171373-0.0159098j -0.00844422+0.00364104j -0.000390457-0.00180915j 0.00495355+0.0061319j 0.00928749-0.0128141j 0.0175217-0.0243125j 0.0140186-0.0303378j 0.0103615+0.00381228j 0.0129833+0.0200668j 0.0167433+0.0134614j 0.00905933+0.0103516j -0.0122589+0.0141011j 0.00243559+0.0208127j -0.0138586-0.00104952j 0.000607134+5.85146e-05j 0.00744551-0.0141776j 0.0110193+0.00192607j -0.0112347+0.00309943j 0.00516002+0.00327751j -0.0157637-0.00451622j 0.0116896-0.00380577j -0.0168656+0.0103483j -0.00122482+0.00775828j -0.00533549+0.0139872j -0.00313669-0.00795144j 0.00417621+0.0257299j 0.00150195+8.39609e-05j -0.0165031+0.00463898j -0.018121+0.0098966j 0.0129117-0.00663677j 0.0082013+6.54788e-05j -0.0112854+0.012126j 0.0018914+0.0103668j 0.00937045+0.0135503j -0.0144631+0.0130184j -0.00928809+0.0128476j 0.00793816+0.000991408j 0.0132286+0.00923136j 0.00770179+0.0104968j -0.00890415-0.000986352j -0.00109096-0.00964182j -0.0087173-0.00386586j -0.00624239-0.000470224j -0.0053243+0.00429647j 0.010563-0.000397319j 0.0018739+0.00906836j -0.00492848-0.000663113j -0.000750438-0.00127289j 0.00801147-0.00465515j -0.00118092-0.00231574j 0.00260956-0.0105258j 0.00327578-0.0151938j -0.000978083-0.00614073j -0.00142652+0.000154106j 0.00148054-0.00372644j 0.000877847+0.00544488j -0.00478347-0.00235658j -0.00183283-0.00340584j 0.000185547+0.00456072j -0.00812574-0.000665565j 0.0025819+0.00159118j -0.00242947+0.00109026j 0.00799978-0.00284031j -0.00838265-0.00236243j 0.00237879+0.00311754j -0.00776304-0.00207036j 0.00226988+0.00169572j -0.00124435+0.000939071j 0.00107611-0.00032157j 
-0.00152815+0.00221593j 0.00809524+0.000167308j 0.0066997+0.00214375j -0.00191116+0.0116599j 0.00894015-0.00397439j -0.00622586-0.00820335j -0.0173509-0.0154591j 0.0211988-0.014253j -0.0106786+0.00267105j -0.0235056-0.00621345j -0.011303+0.00343701j 0.00572102-0.00909035j -0.0179835+0.0193348j 0.000455667+0.0101988j 0.0196891+0.0239296j 0.000267439+0.00894733j -0.0141623-0.0284671j 0.00909427+0.0231013j -0.0133033-0.0253607j -0.01402-0.00886457j 0.00365868-0.00209236j 0.0205642-0.0144933j 0.0323991+0.0171781j 0.00605476+0.017505j -0.00409075+0.0143635j -0.00921692+0.00301222j -0.00794493+0.000209368j 0.015265+0.0161576j 0.0108093+0.00868787j 0.017544-0.013179j -0.00435856+0.0108337j 0.0033403+0.0170236j -0.0098269-0.0165099j -0.0107168+0.0221143j 0.00981045+0.033514j -0.00405169+0.00401707j 0.0059513-0.0122662j -0.00446047-0.0030449j -0.0146613+0.000478265j 0.00525779-0.0101059j 0.000240047+0.00516625j 0.00857492-0.00971584j 0.00978252-0.00625976j -0.00494281+0.00386006j 0.00545379+0.00515623j 0.00923049-0.00450184j -0.0123584+0.0212574j 0.0104652-0.0057514j -0.00125209-0.00576421j 0.00838597-0.035147j 0.00377074-0.00379968j 0.00451876+0.0136036j -0.0101611+0.00819544j -0.0118495+0.00390074j 0.00115216+0.00126782j -0.00313013-0.00708261j -0.0109907-0.00560814j 0.0049219-0.00849293j -0.000778052+0.00831023j 0.00638154+0.0161199j -0.000537835-0.00267072j -0.00549958-0.00444026j -0.00366798+0.0117857j -0.00641483-0.00189144j -0.00513952-0.00300266j 0.0124557-0.00490443j 0.00425232-0.00234251j 0.00334808+0.00861569j 0.00364407-0.000137445j -0.000230816-0.013636j -0.0064763+0.00078857j 0.0126199-0.0199261j 0.00710684-0.0115964j -0.00254672+0.00548222j 0.00401787+0.0091819j -0.0035192-0.00167524j 0.00146852-0.0128231j 0.00872288+0.00307042j -0.00302057-0.00283824j 0.00612538-0.000898127j -0.00385323+0.00862156j -0.00261421+0.00737506j -0.00394025-0.00463288j 0.00524385-0.0117672j 0.00770057-0.00506723j 0.000381095-0.000873724j -0.00932864+0.000990816j -0.000565129+0.00046943j -0.0003255-0.00425081j 0.00443081-0.00326632j -0.00599522-0.00201542j 0.000858297+0.000737114j 
0.00108365+0.00291385j -0.00208447+0.00293695j -0.0171119-0.012952j 0.00919183-0.00868249j 0.00191621-0.0042097j -0.0047045-0.0130792j -0.00425328+0.00624749j -0.000342976+0.0088467j -0.0127554-0.00261144j -0.0108381+0.0050086j -0.00583826+0.00893503j 0.00539841-0.00742503j -0.00233207-0.00180361j -0.00144296+0.0123671j 0.00980259-0.0325547j -0.00156838-0.0316844j -0.0102101+0.00703965j -0.0149072+0.00454319j 0.00544764+0.00584021j 0.0178923+0.0224946j -0.030564+0.0433921j 0.00262818+0.00200767j 0.019185+0.00883052j -0.010483-0.00789771j -0.00699558+0.0321132j -0.00837743-0.00916058j 0.0217474+0.0343372j 0.0010753+0.00148179j -0.00610487-0.0217729j 0.00126405-0.0040615j -0.00423697+0.0179271j 0.00483645+0.0309955j 0.00869361+0.0132599j -0.00430278+0.000302589j 0.00934924-0.0130707j 0.0194358+0.00096323j 0.0189739-0.00119484j -0.0106938+0.0206832j -0.0118144+0.020505j 0.0124003+0.0125663j -0.00992674-0.00872218j -0.00546394-0.00292063j 0.0269409-0.00599017j 0.00856427-0.00406062j 0.00319756+0.00230632j 0.001723-0.0168633j -0.00265254+0.00524474j 0.00434542-0.00959845j 0.00931501-0.0132828j -0.00656891+0.0159149j -0.00246658+0.00724175j 0.00254765-0.0117824j -0.00884235-0.00418454j 0.00377445-0.0182395j -0.00657698+0.0108481j -0.0106417+0.0110537j -0.01636+0.0183373j -0.001079+0.0155812j -0.00688205+0.0150207j 0.000217287-0.00207941j 0.0170768-0.00550891j 0.00393402+0.00399036j -0.0167456+0.012197j 0.00440702-0.000378177j -0.0201382+0.0110685j 0.00954545-0.0105281j 0.00142185+0.0178197j -0.00666189+0.0110853j -0.0206386-0.00118016j -0.0077889+0.00336807j -0.0177873+0.0107252j 0.00637333-0.00425417j -0.0066669+0.0130529j 0.00222196-0.00315562j -0.00186986+0.00356519j -0.00884328+0.00387573j -0.00878184+0.00790387j 0.00148478-0.00345967j -0.00800125+0.0087045j -0.00467164-0.0021844j 0.000657428-0.00311312j -0.0110086-0.000780442j 0.000207801+0.0026554j -0.00238987-0.00214452j -0.00208116+0.00224709j 0.00626793+0.00253437j -0.0049765-0.000405092j -0.00255994-0.0014939j -0.00150155+0.00602043j 0.00137424-0.00259561j -0.00236738+0.00284632j 0.000169178-0.00166905j 
0.00372871+0.0126077j -0.00722538-0.0108187j -0.010352-0.0339799j 0.0248752+0.00176954j -0.00620139+0.0215504j 0.000153584-0.0163782j -0.00710449+0.0248985j -0.0108873-0.00426206j -0.00290444-0.00178843j 0.00429874-0.0199744j -0.00320009+0.00174031j -0.0190101+0.0151485j -0.00430399-0.0065998j -0.0286402+0.0116098j -0.0142742-0.00126278j -0.0451116-0.010481j 0.0189416+0.00794901j -0.0116435-0.0139996j -0.00299073+0.012641j 0.0129627+0.00849223j -0.0517553-0.0637306j -0.00171027+0.00289019j -0.00278897-0.00586921j -0.0195145-0.0144849j -0.0235776-0.00842276j -0.0155453-0.00163403j 0.0316973+0.0191717j -0.0045961-0.0139596j -0.0090958-0.0177987j -0.0136195+0.0143777j -0.00488506-0.021095j -0.00112978-0.00116512j -0.0053295-0.0162524j 0.00444328+0.018367j 0.00440066+0.0173647j -9.61323e-05-0.00046493j 0.0030185+0.00663844j -0.000351679-0.00197693j 0.00193818-0.00324957j 0.0102165+0.00369273j -0.0147881-0.0195065j -0.00792034-0.00632621j 0.0209135+0.0280185j 0.0078776+0.0128615j -0.00234266+0.000693807j -0.000957096-0.0140497j 0.00761638-0.00312001j -0.00281955+0.00599003j 0.00393955+0.0152835j 0.012441-0.00565024j -0.00378291-0.00514805j 0.0017361-0.000576515j -0.00764826+0.0162687j -0.00591258+0.0132379j 0.000345831+0.00144348j -0.00739465-0.0182363j 0.00442959+0.00359538j 0.00381964+0.00131657j 0.00081123-0.00732045j -0.0146679+0.00494166j 0.00419291+0.00566671j 0.00082231-0.00112833j 0.000926665+0.0019914j 0.00828301-0.00338926j 0.00181315-0.0111214j 0.0111773-0.0066812j 0.00346309-0.0157617j -0.00247759+0.00580094j 0.00305627-0.00227187j -0.00058655-0.00699497j -0.0071474-0.0212466j -0.0116959+0.00138682j 0.0035429-0.00281152j -0.00187075-0.000466658j 0.0024648-0.00191482j 0.00411214-0.0059502j 0.00736754-0.00760055j 0.00827136+0.0132426j 0.00183594+0.00616714j 0.00169811-0.0100419j 0.00282867+0.00019075j -0.0097432-0.00898176j 0.000548623-0.00681896j -0.00517039-0.0035199j -0.00392783-0.0132989j 0.00344614+0.00975935j -0.00101694+0.00542517j -0.000414394+0.00953134j 0.00380624-0.00741152j -0.00336597-0.0068991j 0.00138832+0.000914842j -0.00299893-0.00248945j 
