0.00132321+0.0117301j -0.0060784-0.00744772j 0.00235457-1.1538e-05j -0.000978552-0.0111005j -0.00130824-0.00348655j 0.00378485+0.00413088j -0.00221697-0.00476761j -0.00101708-0.00954065j -0.00199024-0.00892235j 0.00288604+0.00502733j -0.000723655-0.00125786j -0.00028924-0.00445352j -0.0030077+0.0051421j 0.00395518+0.0102712j -0.000916877-0.0037476j 0.00192842+0.000206484j 0.00477266+0.00980087j -0.00165364-0.00666291j 0.00199155+0.00300079j -0.00368452-0.00851297j -0.0026593-0.00294208j 0.00342321+0.01084j -4.48953e-05-0.00205712j -0.00151286+0.000430023j 0.000910229+0.000694062j -0.00176427-0.00507493j 0.00118263-0.00794642j 0.000284763+0.00228223j -0.000266483-0.00803116j -0.00226-0.000134279j -0.000952458+0.00375587j 0.00394331+0.0048082j 0.000213978+0.0101917j -0.00291325-0.00769275j -0.00109957+0.00701828j 0.000519439-0.0123097j 0.00276894-0.00685632j -0.000378932-0.00053513j -8.79183e-05-0.00235542j -0.000412053+0.00477177j -0.00505302+0.00708172j -0.000463369+0.00093108j -0.00387523+0.00807922j -0.0027096+0.000640337j -0.00220331-0.00190954j 0.00025667+0.00635251j 0.00130661-0.00223104j 0.00574563-0.00674685j 0.00475152-0.00404045j -0.00034474+0.010288j 0.00236508-0.00577499j 0.000456937-0.000177016j -0.00621196+0.00653952j -0.00361668-0.000464312j -0.00420511-0.00230754j -0.00626149+0.0134691j 
-0.0011233-0.00219571j 0.00687998-0.00122574j 0.00742501+0.00283128j 0.00242337+0.000326376j 3.15208e-05-0.000155913j -0.00499464+0.00159856j -0.000103058-0.0024144j -0.00582569+0.00491352j -0.000130714-0.00230652j 0.000266663-0.00159744j 0.00332593+0.00645685j -0.00335075-0.00600527j -0.001204+0.00488893j -0.00292978+0.00559852j -0.00603277-0.00504327j 0.00141902+0.00316136j -0.00321251-0.00253172j 0.0131226+0.00741734j 0.00130638+0.00332426j -0.00112597+0.00388021j 0.0012621-0.00574614j 0.00550061+0.00942718j 0.000334139-0.00411174j -0.00685011-0.00406725j 0.00451153-0.00570186j -0.00287548+0.0063368j 0.00161921+0.00380815j 0.00148835+0.0082898j 0.00166879-0.00519388j -0.00287711-0.00467364j 0.00220034-0.00180153j 0.00238558-0.00337329j 0.000126737-0.000320263j 0.0026093+0.00173396j -0.000771406+0.002795j -0.00125009+0.000981967j 0.00333543+0.00205342j -0.00293718+0.00542593j -0.00675836+0.00636685j 0.00394866-0.00050308j -0.00177363+0.00184345j 0.00302341-0.000952015j 0.00653852+0.00164032j -0.00273682-0.00104393j -0.00371519-0.00375039j -0.00384437-0.00409734j 0.00113901+0.0020241j -0.0019857-0.000210365j 0.00477648+0.00335001j 0.0051595+0.00222233j -0.000387886+0.00464157j -0.00238572-0.00124367j -0.00188655-0.00398202j 0.00194376+0.00334252j -0.000934263+0.000965502j 0.00362071+0.00200799j 
0.00407661-0.00173565j 0.00266231-0.00112915j 0.00185162-0.00602181j 0.00150773-0.00121806j 0.00190216+1.50181e-05j 0.00125991-0.00511946j 0.00553444+0.00476973j -0.00108035+0.00171454j -0.00795343+0.00162279j -0.0023539+0.00496297j 0.00175672+0.000657541j -0.00327814+0.000107473j -0.00713571-0.00338454j -0.00900916-0.001862j 0.0077212+0.00402781j -0.00662532-0.000585782j 0.000906385-0.00155793j 0.0114121-0.00159065j 0.00248663-0.00475121j -0.00113137-0.00259604j -0.000213089+0.00654435j 0.00130217-0.00328836j 0.00513376+0.000114176j -0.00229321+0.00338064j 0.00475435-0.000550637j -0.0109146-0.00519096j 0.000511842-0.00109239j 0.00605794-0.000750093j -0.00197215+0.00734092j -0.00035701-0.000809938j 0.00222643+0.000969785j -0.00329624+0.00245839j 3.26948e-05+0.00067682j 0.00143904-0.00609422j -0.000579844-0.00290052j 0.000594883-0.00467245j 0.00156614+0.00181148j -0.00514076-0.00096077j -0.00837768-0.00575259j 0.00345187+0.00236929j 0.000691186+0.000885184j 0.00317662+0.00543613j 0.00376668-0.0019655j -0.0020222+0.00346726j 0.00210674-0.0028656j 1.90029e-05-0.0030699j 8.85986e-05-0.00283576j -0.00201246+0.00232959j 0.00443164-0.00150598j 0.000162403+0.00382405j 0.00184452-0.00572487j -0.000157034-0.000191867j -0.00329768+0.0007947j 0.00640753-0.000385608j -0.00315399-0.00159555j 0.000358087+0.00100696j 
0.00398383+0.000516579j 0.00196827-0.00137241j -0.00300063+0.00334234j 0.00538533-0.00103616j 0.00153994-0.000880723j 0.00332713+0.00568625j 0.00431111-0.00365173j 0.00572771-0.00117005j -0.0125146-0.00231336j -0.00785175-0.00489978j 0.00448195-0.00218997j -0.00361359+0.00312305j -0.00204902-0.00351462j -0.00956329-0.000634428j 0.00941932+0.00367087j -0.00390142-0.00271214j 0.00598603+0.00379448j 0.00779712+0.00307767j 0.0064067+0.00591639j 0.000154583-0.00216033j -0.00632887-0.00324167j 0.00177369-0.00367414j 0.00438681+0.00247937j 0.00735256+0.00127328j -0.00343282-0.000607398j -0.0052706-0.00350144j -0.00312947-0.000809002j 0.0115796+0.00541218j 0.00141888-0.00610401j 0.0029612-6.64669e-05j 0.00397219+0.00317486j 0.00114575-0.00475698j -0.000999435-0.00289169j -0.00334962+0.00223004j -0.000356866+0.00501048j 0.00330498+0.00614351j 0.00052903+0.00213635j -7.8231e-05-0.00053471j -0.00255292-0.00334715j 0.000725132+0.00156022j -0.0021731-0.00252403j 0.000327075+0.00100824j -0.00147345-0.000561129j -0.000404702-0.00074224j -0.000979996+0.00589877j 0.00204956+0.0031683j -0.00212768+0.000226279j 0.00368775-0.0015601j 0.000426938+0.00145242j 0.00205954-0.00328227j -0.00383023+0.00109704j -0.00395293+0.00012377j 0.00261879+6.61873e-05j 0.00045526+0.0032264j -0.000903967-0.00168963j 0.00255898-8.44157e-05j 
0.00257913-0.00699768j -0.00109217+0.00282277j -0.0019605-0.00389665j 0.000600467+0.00395773j 0.000465808-0.00366002j 0.00117074-0.00503638j 0.00230682-0.00124666j 0.00486723+0.00532634j -0.00103753-0.00363747j -3.31238e-05-0.000244991j -0.000836823+0.00920224j -0.00105569-0.00688951j -0.000327437+0.00301086j -0.00172356-0.00306754j 0.00382995+0.00316616j -0.00236908+0.00266963j 0.00130263-0.000149134j -0.00429467+0.00511752j 0.000807157+0.00902969j -0.00177552-0.0032703j 0.000741944-0.00748653j -0.00487589+0.0104979j 3.29904e-05+0.00120348j -0.000997936+0.0125502j 0.000932688-0.00431608j -0.00168186+0.00495082j 0.00104826-0.00139935j -0.000287562+0.00910494j 7.35421e-05-0.00149529j 0.0016296-0.00163234j -0.00355693+0.00568668j -0.00111092+0.00123243j 0.00106362-0.00207138j -0.00315469-0.00217012j 0.00284863+0.00381334j 0.00161301+0.00236637j -0.00374804+0.00378472j -0.000229038+0.00250518j -0.0029694+0.00590022j 5.22599e-05+0.000390122j -0.000428947+0.00205297j 0.00424919-0.00167455j -0.00158573+0.00036134j 0.00128132+0.00027845j 0.00399535-0.00483817j -0.000629497+0.000818824j 6.73762e-05-0.00412414j -0.00209726+0.00818641j -0.000432547-0.00348576j -0.000483054+0.000199096j -0.000801222-0.000217832j 0.00229983-0.00141713j 0.000787186+0.00158221j 0.0038207-0.00357005j -0.00545601+0.00267729j -0.00313928+0.00153122j 
-0.000713671-0.00100666j 0.00335319-0.00693483j 0.00458577-0.00843371j 0.0017441-0.00295747j 0.0022747+0.000508736j -0.00418505+0.00562069j 0.00100458-0.000114499j 0.000202844+0.00504727j -0.00255057-0.000119522j 0.000636963+0.000346968j 0.00702672-0.00189561j -0.00788965+0.00572323j 0.00467339-0.00108297j 0.000326902+0.00442522j -0.00590711+0.00375311j 0.00450204-0.000532863j -0.00264351+0.00146535j 0.0125191-0.0101632j -0.00188085-0.00194774j 0.00407612-0.000261727j -0.00340235+0.00239834j 0.00994562-0.00477913j -0.00415149+7.48656e-05j -0.00336092+0.00211463j -0.00303577-0.0035584j 0.00286677+9.83082e-05j 0.004485-0.0021474j 0.00979976-0.00294518j -0.00106214+0.000446305j -0.00567608+0.00355764j -0.00367105-0.00272439j 0.00095605-0.00151065j 0.00161186+0.00113309j 0.00144266-0.00263116j -9.34213e-05-0.00156475j -0.00239737+0.00100045j -0.00281053-0.00217659j 0.00587952+0.00279171j 0.00456958+0.00304981j -0.000801302-0.00312187j 0.000935082+0.000979639j 0.00109059-0.00114817j 0.00284725-0.00631914j -0.00184878+0.00332125j -0.00842931+0.00178098j -0.00630792+0.00160388j 0.00193175-0.000347294j 0.000569828+0.000316117j 0.00536441-0.00271327j 0.00713177-0.00271207j 0.00286001-4.59048e-05j -0.00382476+0.000264013j -0.00413182+0.00214232j 0.00496808-0.00194661j -0.000690401+0.000946698j 0.00353941-0.00124854j 
-0.000499413+0.00818666j 4.232e-05+0.00225264j -0.000365114-0.00103549j 0.000158522+0.00595745j 9.58235e-05+0.0021881j -0.000229132+0.00399445j 0.000191084+0.0076332j -0.000139529+0.00651032j 0.00108632-0.0152152j 0.00152985-0.00945083j 0.000156526+0.00377387j -0.000942258-0.00677693j 0.00239116-0.00389813j 0.00287139-0.0146393j -0.0054882+0.0154099j 0.00178832-0.00855227j -0.00365898+0.00781402j -0.00272679+0.0109297j -0.0020574+0.00768435j 0.00302942-0.000206952j 0.00143056-0.00742742j 0.0051015-0.000460643j -0.000728994+0.00527474j -0.0059685+0.00756836j 0.00127425-0.00127152j 0.00439553-0.00907969j 0.000652305-0.00248791j -0.0068046+0.0152572j 0.0018056-0.000602188j 0.000669731+0.00234361j -0.00231906+0.00436083j 0.00100666-0.00101283j 0.00145296-0.00168026j 0.00189587-0.00345642j -0.00513491+0.00163944j -0.00340881+0.00380712j 0.000262189+0.000307759j -0.0020195-0.00271879j 0.00242282-0.00604112j -0.0013478+0.00221529j 0.00206277-0.00196837j -0.00373031+0.00189424j 0.00230928+0.000177808j -0.000328194-0.00140564j -0.00256191+0.00268203j -0.0013781+0.0030802j 0.00101824-0.00268409j -0.000915209+0.00236074j -0.000496292+0.00187304j 9.97214e-05+0.00161742j 0.00210227-0.00324735j 0.00148589-0.00248743j -0.00110209+0.000416843j -0.00416561+0.00459155j 0.0037392-0.00321304j -0.000776137+0.000556345j 
-0.000222367-0.000317562j -0.00233159-0.0046245j -0.00198224-0.00805458j -0.00211202-0.00104814j 0.00160293-0.00155576j 0.0028483+0.00521035j 0.000275124+0.000309624j -0.000383276+0.00601222j 0.00245219-0.00198092j 0.00116729-0.00134996j -0.00135139-0.00176864j 0.00420757+0.00454336j 3.44443e-05-0.00241942j 0.00415992-0.000382816j -0.00386316+0.00863089j 0.00200391-0.00457179j -0.00110569+0.00387201j -0.00431579-0.00863451j -0.00562623+0.00457627j 3.29428e-05-0.00370808j 0.00558631+0.000896297j -0.00200121-0.00580809j -6.98984e-05+0.00282626j -0.0063667+0.00467169j 0.000139193-0.000839493j -0.00125412-0.00142209j 0.00196321-0.00415114j -0.0050293-0.00361007j 0.0006416-0.000778262j 0.00119615+0.00467137j -0.00666698+0.00223297j -1.01735e-05-0.00200476j 0.00294109-0.00184368j -0.000372137-0.00186996j -0.00487787+0.000596837j -0.00270111+0.00372981j -0.0030016+0.00317261j 0.000118463-0.0036035j 0.000337202-0.00210454j -0.002661+0.000361415j 0.00104888-0.000178096j -0.00062493-0.00129915j -0.00222932-0.0025848j 0.000646969+0.00207694j -0.000219377+0.00570517j -0.0017274+0.00522717j 0.00162316-0.00233055j -0.00367231+0.00126602j 0.00163427-0.0043505j -0.000114343-0.0058848j 0.00114008-0.0026394j -0.000583053+0.00195913j -0.00105684+0.00406799j 0.00081965-0.00404436j 0.000159398+0.000951476j 0.000990904-0.00227966j 
-0.00171042-0.000112434j 0.000909171+0.000412663j 0.00368567+0.00055815j -0.00221831+0.000205785j 0.000378977+0.000703494j -0.00302531-0.000707711j -0.00274745+0.0003325j -0.00571013-0.000681446j 0.00769175+0.000431896j 0.00479923+0.00130931j -0.00283038+0.000799813j 0.00221038-0.000806848j 0.00264971+0.00157075j 0.00684244+0.00128175j -0.0112095-0.00401242j 0.0052077+0.0022589j -0.0045124-0.00228036j -0.00354192-0.000422206j -0.00743395-0.00327499j 0.0029967+0.00091993j 0.0044656+0.0015935j 0.000143524+0.00265954j -0.00286109-0.00015387j -0.00732059-0.00504138j 0.001097+0.000756749j 0.0033098+0.00142752j 0.00313151+0.0026124j -0.0078376-0.00211354j 0.00170627+0.000229606j -0.00165007+0.000143805j -0.00472307-0.00415089j 0.00131496+0.000485202j 0.002793+0.00165132j 0.00187442+7.88166e-05j -0.0017658-0.00419936j -0.00387561-0.00275325j -0.00275747-0.00210919j 0.00238232-0.000894192j 0.00319908+0.000474661j -0.00173877-0.00143843j 0.000712321+0.00133827j -8.75024e-05-0.000842839j 5.31051e-05+0.000551016j 0.000120476+3.1497e-05j -0.00327521-0.00230491j -0.00351885-0.00267991j 0.00276119+0.00168468j -0.00261401-0.00202086j 0.000918959+0.00149128j 0.00128349+0.00139513j 0.00180402+0.00188352j 0.00037628-0.000111457j -0.00103406-0.00117913j -9.25125e-05+6.36467e-06j 8.79077e-05+0.00041537j 0.000308578+0.00045701j 
-0.000837886+0.000799518j 0.00167041-0.000489108j -0.00141832+0.000434878j 0.00245113+0.000967886j 0.000805807+0.00176997j 0.00132771+0.000686352j 0.00147572+0.000738661j -0.000971864-0.00119975j 0.00085812+0.00168365j 0.00120673-0.000864238j -0.000892743+0.00118354j -3.94611e-05-0.00057538j 0.00163446+0.000918713j -0.000681125+0.00277176j 0.000531437+0.00189991j -0.000414432-0.000700461j -0.00112073-0.00100948j 0.0015173+0.0005152j 0.00180858+0.000710201j 0.000971768+0.00159184j -0.00291366-0.00114634j 0.00388122-0.000738264j 0.00193939-0.000721305j 0.000169805-0.000153727j 0.000815966-0.00121834j 0.00203479-0.000250033j 0.000360814-0.00136064j -0.000739798+0.00141842j 0.000560878-0.000218022j -0.00153305-0.000253113j -0.00111028+0.00192079j 0.000741941-0.000736136j 0.00408012+0.000976254j 0.0001124+0.00124892j -0.00351084+0.00110803j 0.000506301-0.00344399j -0.00146004-0.00345626j 0.00246042+0.000721028j -0.000645527-0.00127224j -0.00441048-0.00106419j 0.00369502+0.0019444j -0.00727127-0.00333125j -0.0024126-4.03845e-05j 0.00174675-0.00150579j -0.000715799-0.00135173j -0.00300893-0.00238057j 0.00367811-0.00180859j -0.00253232+0.00412825j -0.00375862+0.00230408j -0.00301128+0.00110957j -0.00273237+0.00254797j -0.00231159+0.00273229j -0.000470476+0.00165029j 0.00145135-0.00102002j 0.00192709-0.000767989j 0.00245465+0.000509263j 
-0.00236304+0.000228616j -0.000844419-0.000195473j 0.00241704+0.000375358j 0.00168651+0.00178324j -0.00276567+0.00165938j 0.00116132+5.1007e-05j 0.00193322+0.00073083j 0.00246779-0.0010638j 0.00251381+0.000319257j 0.00127862+0.000183278j -0.00273044+0.000964786j 0.00218146-1.82735e-05j 0.000622099+0.000375968j 0.00144732-0.000103279j -0.00116387-0.000266122j -0.000101918+0.000291118j -0.00139566+0.000182572j -0.00105844-0.00188149j 0.000501934-0.000326827j 0.00182203+0.000418069j -0.00149694+0.000122262j 0.00198145-0.00100356j -0.00110144+0.00039308j -0.000774519-0.000645912j -0.00028263-0.000233302j 0.00254961+0.000554657j 0.00122083+0.000631403j 0.00352379-0.00183553j -0.00116362-0.000224974j -0.00245251+9.11196e-05j 0.00103957-0.000546436j -0.000240775-0.000563671j 0.000989279+0.000274892j -0.000325505-0.00238802j -0.00256018+0.00268261j -0.00142932+0.000663156j -0.00119854-0.000134375j -0.00425977-0.00301263j -0.00612482-0.000793066j 0.000104123+0.00105705j 0.00238425-0.00164002j -0.00161091+0.00387045j 0.00381514+0.0022153j 0.00118453-0.000831763j 0.00635023+0.000385921j 0.0016605-0.00312143j -0.00115621+0.00413432j 0.00245181-0.000995316j -0.00269255-0.000417749j 0.00083088-0.00174682j -0.00110656-0.000523683j 0.00177282-0.000182451j -0.00377345+0.00209154j 0.00182682-2.34996e-07j 0.00230557-0.000202795j -0.00294026+0.0010857j 
8.67425e-05-0.00318711j -0.000917733-0.00604932j -1.68423e-05+0.00731541j -0.00133317+0.00532581j -0.0014865-0.000102183j 0.000507029+0.00139265j -0.00113171+0.00584758j -0.00024369+0.00288077j 0.000556607+0.00428029j -0.000646997+0.0002206j -0.000355137-0.00130749j -0.000831073+0.00298896j 0.00172551-0.000511402j 0.00208129+0.0030758j -0.000811635+0.0030782j -0.00106351-0.00125544j -0.00132723-4.02846e-05j 0.00101127-0.00400468j -0.000921222-0.00193968j 0.00109116+0.00156984j 0.000285145+0.00188774j 0.00330967-0.00587264j -0.000777897-0.00279063j 0.00061523-0.00331444j -0.000255531-0.0015393j 0.00336001+0.00138953j -0.00162798+0.00118403j 0.000815181+0.00639387j -0.000790729-0.00168345j 0.000136336-0.00212677j 0.00231442+0.00344309j -6.99277e-05-0.000646488j 0.000150239+0.00290979j 0.00084113-0.00478294j -0.00279397+0.00981133j -0.00268465+0.00249753j -0.00150769+0.000671296j -0.00202276-0.0046169j -0.00243884-0.00896184j -0.000941774+0.0039006j 0.00576376-0.00466275j -0.00468949+0.00826604j 0.00290894+0.00364574j -0.000168689-0.00369909j -0.00133343+0.00951336j 0.000435785+0.00386339j -0.00876392-0.000306888j 0.00892775-0.00281434j -0.00161966+0.00144109j 0.00365842-0.00123788j 0.00385355-2.10879e-05j 0.00550236-7.03775e-06j -0.0045374+0.00152527j -0.0025216+0.00142428j -0.00437451+0.000215783j -0.00569061-0.00351633j 
-0.00115613-0.00430826j 0.00133095+0.00537708j -0.000132337-0.00372177j -0.000452156+0.00239727j -0.000606751-0.00156654j -0.00183853+0.00399783j -0.00132933+0.00164086j 0.000995881+0.000441119j -0.00303647+0.00441112j -0.000135295+0.00350354j 0.000982401-0.00406297j -0.00028634+0.00229756j -0.00192909+0.0030362j -0.00404749+0.00338079j -0.00243474-0.000327448j 0.00171192+0.00133967j 0.000643002-0.00407059j 0.0041073-0.000382822j 0.000340673+0.00386876j -0.00315446+0.00268527j 0.000675331-0.00712673j 0.00216885+0.0084965j 0.000187204+0.00271257j -0.000353469+0.00121761j 0.00034134+0.000834786j -0.000825565+0.00195357j -0.00069552-0.000241481j 0.00128652+0.00095732j -0.00049866+0.0012867j 0.000741189-0.000197933j -0.00114453+0.000777845j 0.00104443-0.000120688j -0.000133269+0.00220091j 0.00234501-0.000175922j -0.0073593-0.00811398j -0.000116743-0.00355016j 0.0033483-0.00617808j 0.00272408-0.0080215j 0.00394561-0.0105368j -0.00252127-0.0039237j 0.00118516+0.00625887j -0.00612002-0.00567075j -0.0055311+0.00401547j 0.00228699+0.00449548j 0.000602119+0.00588469j 0.0079919-0.00608725j -0.00540049+0.00645914j -0.00925376+0.00348416j 0.000960365-0.00639419j -0.000131636-0.000773287j -0.00191905-0.000663204j -0.0114086+0.00279877j -0.00437461-0.00229052j 0.000457966-1.06467e-05j 0.00861121+0.00230316j -0.00302432-0.00112217j 
-0.00157878-0.0015524j -0.00272029-0.00101915j 0.00251121+0.002105j 0.000769609+0.00559473j -0.00185106+0.00269097j 0.000972354+0.00192347j 0.00289208+0.00383661j 0.00120608-0.00103286j 0.00289321+0.00355819j 0.000769067+0.000846921j -0.00207355-0.000313687j 0.000772784+0.00137705j 0.00136511+0.00127471j 0.00365726+0.00267018j 0.00338418+0.00397599j -0.00230173-0.00221651j 0.00074726-6.93173e-05j -0.00133944-0.00113085j -0.00188319+0.0020691j 0.0022788+0.00163094j 0.00145847-0.00202029j -0.00106535-0.00339382j -0.00123934+0.0016815j 0.000257329-0.000555852j -0.000505871+9.47621e-05j 0.00170758-0.00102677j -0.00101354+0.00146273j 0.00464993+0.00568613j 0.00107889-0.0033493j -0.00071217-0.00317585j 0.00359078+0.00113345j 0.000367951-0.000671151j 0.00518532+0.00501385j -0.000253356+0.00307512j 0.00431333+0.00208999j 0.00265035-0.00301549j -0.00287731-0.00552431j 0.00423026+0.0018151j -0.00297268-0.00484712j -8.511e-05-0.00151512j 0.000675269+0.000273177j 0.000301714-0.00499912j -8.20429e-05-0.00212252j -0.00155776+0.000484783j 0.00367822+0.00685542j 0.000795279-0.000803229j -0.00322199+0.00215792j -4.71904e-05+0.00060503j -0.00392831+0.00465196j -0.00139056-0.00170462j -0.000601113+0.000304874j 0.000293962+0.000434097j -0.00485549+0.00178029j 0.00307013-0.000454588j -0.00136159+0.00158227j -0.00492381+0.003013j 
-0.000834405+0.0029364j -0.0012538-0.00308003j 0.00125031+0.00299031j 0.00159543+0.00493148j -0.00202739+0.00591018j 0.000478045+0.000676994j 0.00131617+0.00257945j 0.000501409-0.00281378j -0.00142576+0.001949j -0.00044484-0.000969709j -0.00175871+0.00284207j 0.000855144-0.00263779j -0.000829831+0.00107822j -0.00347793+0.000436041j -0.0020925+0.00310975j 3.04067e-05-0.00277657j 0.00198922+0.000348073j -0.00300874+0.00274319j -0.00173245-0.000676831j -0.00170238+0.00204123j 0.00372412+0.00031237j -0.00255331-0.00239748j -0.00089506-4.03148e-05j 0.000467525-0.00235433j 0.00101244-0.00154092j -0.000114625+0.000910173j 0.00266156-0.000532005j -0.000444496+0.00066041j 0.00043747-0.0011617j -0.00162559-0.00173074j -0.0024041-0.00114809j 0.00110173+0.00104707j -0.00178511+0.00706761j -0.00413116+9.69162e-05j 0.00483397+0.000221831j 0.00675839-0.00268174j 0.00570971-0.00186303j 0.000957785+0.00668802j 0.0016705+0.00168384j 0.00571093-0.0060912j -0.00664971+0.00217737j 0.0113516-0.00757591j 0.00127941-0.0038207j -0.000625644-0.00218788j 0.00444474-0.00377453j 0.00137254-0.00425886j 0.00698757+0.00236238j -0.00704921-0.00450989j -0.00540007+0.000482884j -0.00607427-0.00380433j -0.00665749-0.00167675j -0.00288427-0.00571316j -0.00258595+0.00118442j 0.00568781+0.00272971j -0.00132908+0.00348066j 0.0035298+0.0024622j 
0.00412382+0.00278722j -0.00357994-0.00151001j 0.000835514+0.00259651j -0.00395537+0.000854633j -0.000992007+0.00236475j -0.00474778-0.00192079j -0.00307485-0.00370919j -0.00126698-0.000521183j -0.00518968-0.002162j -0.00312504-0.00234299j 0.0032951+0.00328315j -0.00285764-0.00344594j -0.00193537-0.002258j -0.00335085-0.0030649j -0.000829126-0.00503122j -0.000762129+0.000461459j 0.00307602+0.000274262j 0.00339929+0.00381844j -0.00158286-0.00106165j -0.00124985-0.00112596j 0.00404414+0.00164912j -0.00258073+0.00222514j -0.00267958-0.000700434j 0.000201753-0.000432571j -0.000254626+7.20314e-05j -0.00109889+0.00215131j -0.000397754-0.00062061j -2.7678e-05-0.00180902j 0.000733332-0.00278598j -0.000550002+0.00156864j -0.00128676+0.000140722j -0.000804079+0.00183656j 0.00101279-0.000793856j 0.00572662+0.000770425j -0.00241739-0.00785756j -0.00163664-0.00529204j -0.00278191+0.00249806j 0.0149415-0.0045736j 0.0147638+0.00308384j 0.000591705-0.00209559j 0.00230278+0.00557387j -0.00706917-0.00757068j -0.00791157-0.000234731j -0.00170052+3.22141e-05j -0.00838109-0.000955625j 0.00405601+0.00609133j -0.0115189-0.0134292j 0.00427048-0.00130699j 0.00706601+0.00168144j 0.0034693+0.00332439j 0.00223949+0.00326599j 0.00135755-0.00506951j -0.00483523-0.00740528j 0.00225708-0.00259011j 0.00095404+0.00484214j 0.00214117-0.0099426j 
0.00266557-0.000123836j 0.00737837+0.00116457j -0.00753787-0.00332717j -0.00591799-0.00262834j -0.00162296-0.00101984j 0.000317769+0.00128786j -0.00414401-0.00259009j -0.00183766-0.000546321j -0.00191391+0.00213016j 0.00412669+0.000491037j -0.002491-0.0011103j -0.000877401-0.000403891j 0.00424624+0.00229748j 0.000385674+0.00425788j -0.00385983+0.00153207j 0.0012113-0.00136125j -0.00166535-0.00144816j 0.00186301-0.0017914j 0.00169151+0.000649173j 0.00290808+0.00150831j -0.00405674-0.0018603j 0.0113096+0.00304149j 0.00406812+0.00257539j 0.00484694+0.00399966j 0.000983193+0.00124162j 0.00121031+0.00321958j -0.00173366-0.000752183j -0.006043-0.000489695j 0.00429094-0.00153008j 0.00335226-0.00049965j -0.00130817+0.00249788j -0.000457384-0.00106784j -0.00392581+0.0023581j 0.00188918+0.0035768j -0.0117848+0.0018349j -0.00315662-0.00156899j -0.00449129-0.00695369j -0.00508411-0.000112979j 0.000286519-0.0029395j -0.00201679+0.00101324j 0.00459744+0.00609685j -0.0015246-0.000841553j 0.00468531+0.0064436j 0.00490667+0.000547333j -0.00662924-0.00298166j -0.0114152-0.00779958j 0.00802846-0.00534047j 0.00723335+0.0182675j -0.00735578-0.00454242j -3.26406e-05+0.00250672j 8.50037e-05+0.00607924j 0.0039361+0.0153938j 8.35258e-05-0.00183605j -0.00151043+0.000223091j 0.000777565-0.0125381j -0.00114207-0.00495966j 
-0.000494602-0.00345796j 0.00110221+0.00166919j -0.000111015-0.00195613j -0.00458755-0.00158954j -0.00394131-0.00443282j -0.00087456+4.44073e-07j -0.00217105+0.000849943j 0.00284437+0.00151593j -0.00231572-0.00151036j 0.00115337+0.00101626j -0.00174889-0.0020099j 0.00138256+0.00209159j -0.000995797+0.000222863j -0.00179507-0.00151424j -0.00362454+3.62576e-05j 0.00244319+0.00130942j 6.8959e-05+0.00161586j -0.0012016-0.000906555j -0.00070246+0.000256778j -0.00086329-0.00266425j 0.00159964+0.00147981j 0.0032732+0.00140723j -0.000312888+0.00054135j 0.00126359+0.00273886j -6.63324e-06+0.000664937j 0.00030374-0.00113992j -0.00103849+4.36246e-05j -0.00340186+0.00268595j 0.00329286+0.00130651j 0.00111525-0.000977454j -8.39405e-05-0.000496387j 0.00119051-0.000323927j -0.00633487+0.00129773j -0.000790321+0.00179698j 0.000198684+0.00050201j 0.00343554+0.0039474j 0.00687413+2.51705e-05j -0.00265517+0.00737387j 0.00210233+0.00240438j 0.00356256+0.00257776j -0.00322274-0.00176102j 0.00723873+0.00223058j 0.00393013-0.00273588j -0.000515829+0.00117118j -0.00199028+0.00364808j 0.00362519+0.00398366j -0.00176192+0.00135841j 0.000716746-0.0039154j -0.00376672-0.00432386j 0.00128192-0.0046549j -0.000827881-0.00458258j 0.00055677-0.00438874j 0.0022124-0.00564941j -0.000567252+0.00556089j -0.000206436+0.00142739j -0.00275702+0.000306888j 
-0.00183802-0.00076193j -0.00131783-0.00168931j 0.00149662+0.0017816j 0.000914874+5.55711e-05j -0.000564599-0.00206021j 0.000936682-0.000466906j 0.00178708+0.00284463j 0.000721772+0.00080212j 0.000972354-0.000201683j -0.00112641+0.000850602j -0.000357645-0.000561369j 0.0011336+0.000897027j -0.000828146+0.00135394j 0.00102221-0.000336871j 0.00215403+0.0013551j 0.000485534-0.000559732j -0.0009427+0.00090383j -0.00229998+0.00144128j -0.000570589-0.000567898j -0.000725087+0.000661952j 0.00127502+0.00153651j -0.00257184-0.000288606j -0.00159209-0.00134214j -0.00175679-0.00112434j -0.000861137-0.00156675j -0.00107615-0.000198162j -0.00126895+1.77686e-05j 0.00238671+0.00348621j 0.00250669+0.00133775j -0.000625617-0.000906527j 0.000672518+0.000163186j 0.000862022-0.00112781j 0.00052833+0.00191661j -0.000271234+0.000335111j 0.0048603-0.00138126j 0.00211086-0.00125834j 0.00152726-0.00235255j 0.00526942+0.00497896j -0.00029542+0.000982991j 0.000438857+0.000302202j -0.00235996+0.000294085j 0.0027947-0.00181683j -0.00200074-0.00313667j -0.00111836-0.00118111j 0.00221629+0.00154436j 0.00301511+0.00357054j -0.000754752-0.00128484j -0.0027121-0.000860953j 0.000477501+0.00280714j -2.57066e-05-0.000234727j -0.000977392-5.78958e-05j -0.00221999-0.00196608j 0.00109277-0.0023753j 0.00176889+0.00124367j -0.00115308+0.00379042j 0.000944742+0.0011594j 
