-0.00558544-0.00737409j -0.00629868+0.0047986j 0.0051903+0.00397964j -0.00215269+0.0057107j -0.00123268-0.00190779j 0.00308333-0.000513908j 0.00314761+0.00491647j 0.0048398-0.00192837j 0.00215978-0.00534557j -0.00291746+5.96611e-05j -0.00537308+9.23676e-05j 0.0021709+0.00394554j -0.00293452+0.00265922j -0.00294546+0.00300879j 0.00270907+0.000974953j -0.00458993+0.00175485j 0.00345331+0.0023091j 0.00262897-0.000131146j -0.00265251-2.86557e-05j -0.00201032+0.00130465j -0.00222518+0.00362295j 9.85197e-05-0.00127866j -0.00569325+0.00080953j 0.0044176-0.0010108j 0.00074595-0.000905267j -0.00207797+0.000630689j 0.00187895-0.00155338j -0.00282318+0.0030893j 0.00244198-0.00380078j 0.000791829-0.000322542j -0.0033003+0.00250625j -0.00304303+0.000286677j 0.00163004-0.000913466j 0.000683519-0.00407554j -0.000410985-0.00178173j 0.00172211-0.000181053j 0.00178075-0.000959026j -0.000674225+0.00347312j 0.00159505-0.00082879j -0.00192552-0.00222766j 0.00270777-0.00029461j -0.00207746+0.000558568j 0.000976215+0.00196555j -0.00177107+0.000150518j -0.00151347-0.0028172j 0.00227055-0.000235736j -0.00601363-0.00292903j 0.000285197+0.00324789j -0.000126342+7.2157e-05j 0.00013879+0.00129742j 0.000423922-0.00101464j 0.00429288+0.00102277j 0.0044183+0.000380287j 0.000457499+0.00284892j 0.00394203-0.00103651j 0.00390705+0.00596404j -0.00362671+0.000157j 0.00375293+8.8389e-05j -0.0124956+0.00775012j -0.0124558-0.00392288j 0.00134183-0.00098063j 0.0148006-0.00727532j 0.00325484+0.00456573j -0.0078042-0.0224772j -0.0044899+0.00330874j 0.00451388-0.0237382j -0.00743982-0.024893j -0.00385766-0.0429713j 0.0127456+0.0634762j -0.0541277+0.013747j 
-0.00271585-0.00171725j 0.00275713-0.00325722j -0.00268507-0.00152068j -0.000225869+0.00147641j -7.86192e-05-0.00121111j -0.00634169+0.00106175j 0.0026102-0.00241637j -0.00195577+0.00141983j -0.00587545-0.00513327j -0.000520062+7.95926e-06j -0.00160527+1.89079e-05j -0.00031845+0.00149279j -0.0122061+0.00380336j 0.0057239-0.00143504j 0.0030953+0.00708082j -0.00781449-0.000634883j 0.00521739-0.00305492j -0.00783805-0.00647353j -0.00766985+0.00505118j -0.00627218-0.00645803j 0.00878189-0.00690182j -0.00215309-0.00228066j 0.000414405-0.00402416j 0.0161372-0.00144533j -0.00926597-0.000848477j 0.000685397-0.000563951j 0.00244766-0.0039072j -0.00823766-0.0140124j 0.00611476-0.0133709j -0.00988456-0.0161777j -0.000491004+0.000937456j 0.015699+0.0248904j -0.00498862+0.00063062j -0.000618801+0.00749431j -0.00676674-0.0151225j -0.0161228-0.00210647j -0.00919123-0.00361595j -0.0133482+0.0110329j -0.00442616-0.000471849j -0.0104765-0.00811812j -0.00794158-0.00945559j -0.025789-0.000468138j -0.0210418-0.00184682j 0.00183704-0.0122353j 0.00668285-0.0054437j -0.0130464-0.0154362j -0.0292293-0.0204482j 0.00682678+0.00517611j 0.00532254+0.0151722j -0.023555+0.00272546j -0.00650801+0.00181773j -0.00363207+0.0171358j -0.00210107-0.00599462j 0.00036878+0.0222814j -0.0201304-0.0142275j -0.00499534-0.0265308j -0.0125901-0.00680737j -0.00265438-0.0182193j 0.00809461-0.00103322j -0.00806723-0.00535386j -0.00632402-0.00887345j 0.00122594+0.00233102j 0.00267443+0.00123921j -0.000463754+0.000392446j -0.00304066+0.000767282j -0.00236267+5.34879e-06j 0.00278195-0.000973571j 0.00019727+1.17622e-06j 0.00150953+0.0018154j 0.00241083+0.000990183j 
0.00164704+0.00381316j -0.00457098+0.00244717j 0.00516725-0.000149128j 0.000625092-0.00265225j -0.00884566+0.000337568j -0.000652196-0.00273094j 0.0105905+0.00241048j -0.000424274+0.000985802j 0.018472+0.006138j 0.00328841-0.00071844j 0.00277223-0.00762253j 0.000240504+0.00392003j 0.00119214-0.00939854j 0.00284388-0.00543846j -0.0126644-0.000581296j 0.000942235+0.00640367j -0.000956133+0.00103156j -0.0044822+0.00266218j 0.000487771-0.00640969j -0.00887304+0.00971206j -0.00143418-0.00472782j -0.0182207+0.00747319j 0.002217+0.000245036j -0.00053984+0.00850288j -0.0300404+0.00909929j -0.00415776-0.00905139j 0.0149916-0.0163003j -0.0155474-0.000266863j -0.0045464-0.00561398j 0.0254128-0.00873781j 4.02798e-05+0.00197803j -0.0113245+0.0080608j 0.014306+0.00819198j 0.0186282+0.00692613j 0.000301026-0.00210952j 0.00947982+0.00842297j -0.00279603+0.00187309j 0.00436969-0.0122695j 0.0115189-0.00756336j -0.00290177-0.00697217j 0.00258907-0.00299207j 0.0140804+0.0026653j 0.00594576-0.000975824j -0.00544989-0.0102616j -0.00248255-0.0138407j 0.00739905+0.000665868j 0.00935421-0.019881j -0.00149961+0.000976141j 0.00319116+0.00838875j 0.0162034+0.0100507j 0.00861311+0.00325555j 0.00338616+0.00789429j 0.0143771-0.00817193j 0.0108659+0.00786805j 0.0062524-0.00493928j 0.00765565-0.00325235j 0.00163648-0.0105971j 0.00429345-0.00475024j -0.0015254-0.00325213j -0.00773741+0.000134777j -0.000953413-0.00856787j 0.00366455+0.000347759j -0.00378913+0.00170588j 0.00329454-0.00127314j 0.00235895-0.00553572j -0.000505094+0.00150762j -0.0019876-0.00140741j 0.000722784-0.00207967j 0.00124041-0.00189386j -0.00329881+0.00102815j 
-0.00252542-0.000924912j -0.000718094-0.00248326j 0.000279343+0.000653258j -0.0049857-0.0023135j -0.00301359-0.00112913j -0.00136025+0.000797898j 0.000680592-0.000307855j 0.00711743+0.000604567j 0.00687744-0.00073742j 0.00224582+0.000756967j 0.00972759-0.00514666j 0.00467738-0.00047899j -0.000200275+0.0134603j 0.00363252+0.00147117j -0.0149874-0.00831641j -0.0173527+0.000644233j -0.00951417+0.0108466j 0.00643836+0.00732992j -0.0298802-0.00386153j -0.00587718+0.00507442j -0.0136136-0.00737745j 0.0164334+0.0115404j 0.00506396+0.00994008j -0.00560711-0.0098742j -0.0129489+0.00113321j -0.0107728-0.00412826j -0.015521+0.00389234j 0.00511929+0.00782713j -0.00684996+0.00246435j -0.0111219-0.00048922j 0.00322151+0.00392224j 0.00555125-0.00534276j -0.00352462+0.00312097j 0.00346656+0.00882321j 0.0162651+0.0135746j -0.00369314+0.00726803j -0.0138025+0.00890598j -0.00872099-0.00576712j -0.00254102-0.0156489j 0.00212617-0.0177862j -0.00113246+0.00669458j 0.00329237+0.0143754j 0.00668613+0.00109033j -0.023175-0.00830305j -0.0213662-0.00039135j 0.00694407+0.00702549j -0.0162325-0.00153j 0.0122502+0.0025424j -0.00271926-0.0021581j -0.000501413-0.00932806j 0.00843641+0.0112264j -0.00780859+0.00254709j -0.015129-0.00800817j -0.00375211+0.0014025j -0.0173883-0.0028634j -0.00564452-0.00519589j -0.0119794-0.000317754j -0.00974467-0.00334472j -0.00849007-0.00440755j 0.00800913+0.00172676j -0.00608312+0.00632909j -0.00802484+0.00134749j -0.00321501-0.00164822j -0.0027263-0.00473198j 0.00365876+0.0024892j 0.00207454+0.00216917j 0.00190196+0.00494299j -0.00207143-0.003486j 0.000380018+0.000420748j 0.00181348-0.00222006j 
0.000746883+0.00431619j -0.00438613+0.00224751j -0.00187979+0.00211993j -0.000367199+0.00240645j 0.00379243+0.00131966j -0.00081652-0.00054414j -0.000186048+0.0029561j -0.00465098+0.00172692j -0.000557654+0.00429982j 0.00964947-0.000831496j 0.00480701+0.00211706j -0.0115922-0.00577768j -0.0013811-0.00443228j -0.00622797+0.000474165j -0.00589023+0.00260519j -0.0141859-0.00219538j -0.00475748-0.0113719j 0.0038415+0.00978373j 0.00297133+0.0116354j -0.0108078+0.0101554j -0.00290604+0.00525331j 0.000896941-0.0154701j -0.0125574-0.0132826j -0.0068818-0.0012766j -0.0184497+0.00440428j 0.0048846+0.0079988j -0.011592-0.00133974j -0.015944+0.00355513j -0.0182463+0.00255333j 0.00745128+0.0161727j -0.00443639+0.00276356j 0.015257-0.0186445j -0.00154595+0.002251j 0.0155521+0.00219109j -0.0195506+0.00260208j -0.00994894-0.00385166j 0.00128378+0.00307292j 0.00992361+0.00124656j -0.00522048+0.00903622j -0.0269452+9.53332e-05j 0.008322+0.0139146j -0.0137769-0.021756j -0.00870885+0.000314992j 0.0130609+0.025077j -0.0111823+0.0061707j -0.00121327+0.0024448j -0.006144+0.00886449j 0.00227083-0.00206505j 0.00352615-0.00226956j -0.0106518-0.00992062j 0.0130458-0.00612579j 0.00502268-0.00817929j 0.00477579+0.00903095j 0.00630421-0.017627j -0.00503689+0.0143102j -0.0144323+0.0104239j -0.00939041-0.00181826j -0.0122027+0.00913588j 0.00288012+0.00556696j 0.00224457+0.000635131j 0.00204666+0.00885833j 0.000291551-0.000401318j 0.00469568+0.000912434j 0.00141365+0.000794352j 0.00410669-0.00194107j 0.00236189+0.00022795j 0.00174072+0.000708581j -0.00694335-0.000946237j -0.000622955-0.00220144j -0.00464864-0.000918347j 
-0.00287891-0.000933341j 0.00239332-0.00191261j -0.00108674-0.00105293j 0.000886543-0.000725228j -0.000500705-0.000199693j -0.00169576+0.00191317j 0.000372281+0.00145028j -0.00200631+0.00276324j 0.00257024-0.0023821j -0.0014521+0.000886342j -0.0197515-0.0016208j 0.00109118-0.0107636j -0.00462936+0.00487146j -0.00951518+0.00319993j -0.00662162+0.0060119j 0.0251937+0.00310355j 0.00916096-0.00496249j -0.00367168-0.00451243j -0.0205135+0.0141094j 0.00393244-0.00648422j -0.0231216+0.00295828j 0.0082719-0.0144595j 0.0246997-0.00502719j -0.00026949-0.000866574j 0.00477886+0.0117017j -0.00680112-0.00155895j 0.0122355-0.00603391j -0.000395882-0.00642212j -0.00882539-0.0108123j -0.0248464+0.00697565j -0.00388656-0.0108454j 0.0128322-0.0011519j -0.00191782-0.00582886j 0.00681842-0.00432765j 0.00215835-0.0178403j 0.0160839-3.74344e-05j 0.00113244+0.000680244j -0.00348413+0.00467559j -0.0177242+0.00629813j -0.00455781-0.0073478j -0.00535958+0.00584027j 0.0224624-0.0248092j 0.00491989-0.00303592j -0.0250573+0.0192868j 0.00540513+0.00435597j 0.0144137-0.00689575j -0.00774772+0.0118403j 0.00713801-0.00334051j -0.00173793-0.00370566j 0.0154527-0.000448353j 0.00882545-0.00624253j 0.0101214-0.00278044j -0.0157097+0.00496227j 0.0158765-0.00512532j -0.0146808+0.00509238j -0.0151151+0.00281082j 0.00455838-0.00142228j -0.00538809+0.00393277j -0.00558007+0.00797685j -0.00882395-0.00428383j -0.0119481+0.00746875j 0.00527673+5.33427e-05j 0.000188767-0.000292225j 0.00125965+0.00171646j 0.0046814+0.00288838j 0.00208416+0.000111168j -0.0011687-0.000127002j 0.00133369+0.000514844j 0.000976213+0.00256123j 0.000217343-0.000217162j 
0.00478199+0.00523292j -0.00549854+0.00350652j -0.00277645+0.00254555j 0.00251394+0.00238441j -0.000288665+0.00249573j 0.00225668-0.00815109j 0.00530066+0.00519545j 0.0018911+0.00367838j -0.00506842-0.000972027j -0.00425398-0.000998639j 0.0174364-0.00390053j -0.00519583-0.000890088j -0.00379914+0.00198913j 0.0231931-0.0022915j -0.0136783+0.0107455j -0.0126574-0.00645409j 0.0196284-0.00224998j 0.00332614+0.000465541j -0.0159586+0.0135039j -0.00841315-0.0107637j 0.00639104-0.00327094j 0.0120902-0.00703191j 0.00379474-0.0134817j -0.00369326+0.00359307j -0.0265915-0.00161224j -0.00511559+0.00331706j -0.0160204-0.00380775j 0.0186083-0.0127785j 0.0170188-0.00271511j 0.00791015+0.00323639j 0.000902021+0.00648432j -0.0228864+0.000738923j 0.00343175+0.00165179j 0.00570557-0.000773784j 0.0123666-0.0136202j 0.00915202-0.00828049j 0.00183834-0.00203668j -0.0137887+0.00885982j -0.000546+0.00725891j -0.00208152+0.0069411j 0.017378-0.00806746j 0.010002-0.0200463j -0.0040911-0.00594723j -0.0169323+0.0170204j -0.0127349+0.00211773j 0.00403819-0.00833571j 0.00397085-0.00091588j 0.0111395-0.0101143j -0.00647382+0.00301543j 0.00216952-0.0089817j 0.0165314+0.00255099j -0.0142039+0.00283939j -0.00654804-0.000386391j -0.00878449+0.00405467j 0.00330886+0.00220509j 0.00707497+0.00203962j 3.35142e-05-0.00307446j 0.0032686-0.00292618j -0.00150908+0.000118058j 0.0104925+0.00137006j 0.00449934-0.00244601j -0.00485831-0.00080807j 0.000114125-0.000206189j -0.00515281+0.000588793j 0.00596609-0.0067207j -0.00182396-0.00307085j 0.000358746-0.00390969j -0.00824811-0.000174197j -0.000924719-0.00321383j -0.00431385+0.00181666j 
-0.0039511-0.00323321j 0.00220068-0.00279164j 0.000356556-0.00106336j 0.000127852+0.00124871j 0.00883148+0.000266491j 0.00132189+0.00598183j 0.00181422-0.0018914j -0.00813663+7.50206e-05j -0.00212294-0.00262656j 0.00457327+0.00252441j 0.00290511+0.00931897j -0.00395225-0.0102862j -0.0198738+0.00153935j -0.0025403+0.00491478j 0.00276512+0.000426946j -0.00122261-0.00347117j -0.0160595+0.00047146j 0.00248241+0.0074692j -0.0174297+0.00678553j 0.00381985+0.0124916j 0.0100771+0.00214551j -4.44505e-05+0.007858j -0.00868481-0.000681251j 0.00372889-0.00187568j -0.0279176+0.00337054j 0.0230621+0.00185769j 0.0023056-0.00652022j 0.00298299+0.0106305j -0.00394835+0.00875086j 0.00065589-0.00437035j -0.0235605+0.0126721j 0.0253611-0.00484761j 0.0139171-0.00814108j -0.017703+0.00428371j 0.0181093-0.00363302j 0.00904637-0.00105892j -0.000364708+0.00638719j 0.00850298-0.00660282j 0.0166568+0.008732j 0.0239642-0.0150773j -0.0122265+0.00812391j -0.00842252+0.00787912j 0.00399221-0.00157593j -0.00397702+0.00142075j -0.007553-0.00420946j -0.0134538-0.0100644j -0.000695197+0.00243362j -0.00319583-0.0106973j -0.0207018+0.0116689j 0.0125743+5.9376e-05j -0.00334391-0.00154697j -0.000652589+0.000881779j 0.0064275+0.00175723j -0.00297252+0.00533514j -0.000413812-0.00145188j 0.0056766-0.0038408j 0.000158759-0.00101598j -0.000610795-0.00434745j -0.00914943+0.00201048j -0.00535206+0.000563714j -0.00829581+0.0061944j -0.00506796-0.00327204j -0.00174459+0.000110904j -0.00172669+0.000437989j -0.00145102+0.0039862j 0.00436314+0.00131367j 7.82762e-05+0.000313838j 0.000526422-0.000422418j 0.00182158+0.00146106j 0.00344636-0.00157838j 
0.00323725+0.00259226j -0.000473614+0.00276152j -0.000729904-0.000376761j 0.00111957+0.0024138j 0.00316709-0.00206967j 0.00104952-0.00384738j -4.24622e-05-0.00172523j -0.00184882+0.0024291j -0.00706985+0.00179725j 0.0011963+0.00146905j 0.0106996-0.00143404j 0.00630627+0.0035177j -0.00623181-0.00646901j 0.0212433-0.00399523j 0.00731478-0.00665825j -0.00302807-0.00573835j 0.0227084+0.0021252j -0.0152427+0.00218787j -0.00062438-0.0104608j 0.009581-0.00545479j 0.000282755-0.00261088j 0.01773+0.00495868j -0.00450655+0.00598211j 0.00683883+0.00309554j -0.0122213-0.0102243j 0.00708091+0.00722925j 0.0248752-0.0112333j -0.00377638+0.0119411j 0.00882303+0.00304595j -0.00792691+0.000534214j -0.0031283+0.00169281j 0.0362849+0.00334035j 0.0159723+0.00416993j 0.0160036+0.00365575j 0.00111055-0.00324773j 0.00499692+0.00566088j -0.0025598-0.0027267j 0.0012663-0.00248115j 0.00771477-0.01353j -0.00277371+0.00854094j -0.0140887+0.00811982j 0.00765472-0.00274736j 0.00231846+0.000221745j -0.0230957-0.00283307j 0.00205662-0.000164991j -0.0305468+0.011242j -0.0229908+0.00226038j 0.0117747-0.00123736j 0.0205335-0.00928998j 0.00279603+0.0114123j 0.0106018+0.000135867j 0.0153579-0.00421214j -0.0120945+0.000369521j 0.0326272-0.0084071j -0.0217691+0.00363311j -0.0366749+0.00593138j -0.0116479+0.000473735j -0.0257993+0.00347406j -0.00168836-0.00432975j -0.00465884-0.00178691j -0.0103807-0.00368437j 0.00172202-0.00275281j 0.00653107+0.000549704j -0.000337156-0.00213771j 0.00385665-0.00388834j -0.000229335-0.00253923j -0.00257144-0.00212304j 0.00064186-0.00028805j -3.01814e-05-0.00058966j -0.00277638+0.00130548j 
0.00290154+0.00487579j -0.00088777-0.000198606j -0.000418867-0.00266143j -0.0013276-0.00114852j 7.82728e-05+0.00138917j 0.00778143-0.00283275j -0.00831164-0.00237218j 0.00556754+0.00409282j -0.0220489+0.00502909j -0.00533582+0.000581486j -0.0149079-0.0140426j -0.00033542+0.00625333j -0.0147261+0.00413304j 0.00301395-0.00575175j -0.0171686-0.0149413j -0.00927726+0.00856864j 0.00852835+0.00439846j 0.00787314+0.0103225j 0.0121362-0.00203282j 0.0108082+0.00218585j -0.0037076-0.00677064j 0.00319719-0.00397912j 0.0133397+0.010389j -0.00327101-0.000293233j 0.0133274+0.00362981j 0.00914483-0.00717467j -0.0100337-0.00427046j 0.0105138+0.0151864j -0.00992693-0.00536117j 0.00967055-0.00331504j -0.0225384-0.00835185j 0.00544115-0.016374j 0.022606+0.00312195j -0.0148911+0.00446222j -0.0118246-4.15373e-05j 0.00129398+0.0105456j 0.000571117+0.00569515j -0.00729982-0.0109478j 0.0184116-0.00194961j 0.0178565-0.000793905j -0.0110954-0.00937763j -0.0306437-0.00800988j 0.00346033+0.00470934j 0.0077726-0.000612021j 0.010709+0.00634628j -0.0115153+0.0108448j 0.00364036+0.00644532j 0.00274376+0.00154588j -0.00684267-0.00823458j -0.00175274-0.00142936j -0.00367538-0.000881164j -0.0176795-0.0117595j 0.00972184-0.00554409j -0.00752993-0.0150471j -0.0028243+0.00383768j 0.00645042+0.0176159j 0.000814285+0.00672151j 0.0041316+0.00531821j 0.00554678+0.00393801j -0.00172386+0.000190272j 0.00624972+0.00406889j 0.00437001-0.000790903j 0.00746699-0.00420993j 0.00266773-0.0016342j 0.00430834-0.00263145j -0.00386679-0.000598265j 0.00202959+0.00141024j -0.00362079+0.00231479j 0.00137266+0.00120538j -0.0029888+0.00178311j 
-0.00171707+0.00111197j -0.000112062-0.00306023j -0.000860932+0.00463849j 0.00220732-0.00052449j 0.000944262-0.00210274j -0.00945381-0.00167412j 0.00104918-0.00378848j 0.00574413+0.00491478j -0.00522429-0.00424404j -0.00487772+0.000274492j -0.00214065-0.000406404j -0.0034708-0.00115207j 0.00711956+0.00709997j -0.00416863-0.00388503j 0.0123062-0.00751444j 0.00838972-0.00440111j 0.013139+0.0134115j -0.0165467-0.00716257j -0.00165523+0.00559561j -0.0225527-0.00734252j -4.63273e-05+0.000522271j -0.0103285-0.00360857j 0.00968935+0.0136478j -0.00411812-0.000733601j 0.000177985-0.00457797j -0.011403-0.00382649j -0.00291997-0.0270635j 0.00251008+0.0139603j 0.00261151+0.00138461j -0.00820362-0.00274117j -0.0050046+0.0150425j -0.00640915-0.0316795j -0.0181472-0.0109888j 0.000461765+0.00147427j -0.00677722-0.00859347j 0.00200778-0.00955289j -0.00546738-0.00258215j 0.000861745-0.00645711j -0.0077294-0.00258029j -0.00845377-0.0176202j 0.0147021+0.023126j -0.0137135-0.00319108j 1.345e-05-0.00537186j 0.00110368+0.00257286j 0.00366526-0.00363084j -0.000497034+0.0177488j 0.0118432+0.00738331j -0.00587142-0.0100769j -0.0156016-0.00312027j 0.00407296+0.0006006j -0.00805732-0.00789367j -0.00630723-0.00676548j 0.00845783+0.00793799j -0.00661319-0.0161957j -0.00381616+0.00962684j 0.0101674+0.0159307j -0.00454601+0.000332114j 0.0141715+0.0104812j 0.00408627+0.00122647j -0.0119478+0.00388762j 0.00218371+0.00562336j -0.00830376-0.00246796j -0.00724455-0.00126021j 0.0046381+0.00281924j 0.00453017-0.00244407j 0.00141895-0.00166202j -0.000911205-0.00311699j 0.00358654-0.00190742j 0.00311452-0.00126144j 0.00107829+0.000316555j 
-0.00269876+0.00353518j -0.0026296-0.00298545j -0.00571021-0.000455234j 0.00371601+0.0049341j -0.00489006-0.00452158j 0.00193759+0.00371348j 0.0058411+0.00321095j -0.00811927-0.00157991j 0.00137094-0.00287303j -0.00571743+0.00139012j -0.00420799-0.00356463j -0.00245233-0.00111343j -0.0110516-0.00557895j 0.00173569-0.000667724j 0.00620334-0.0120242j -0.0237109-0.00414866j -0.0253355-0.00288459j -0.0220982+0.00678868j -0.00851948-0.0160764j 0.0210808+0.0077837j -0.0173959-0.00278111j -0.0306297-0.00572795j -0.00380793-0.00133125j 0.0118283+0.015385j -0.0140762-0.00715164j 0.00700503+0.00646753j -0.00328521-0.0155979j -0.000395009+0.00884046j 0.0113448-0.00196847j -0.0196507+0.00565994j 0.0086175-0.012084j 0.0080279-0.00309094j -0.000624122+0.0188389j 0.000392283+0.000169942j 0.0175563+0.00756881j 0.0138836+0.00523385j -0.0154339-0.00296801j 0.0116362-0.0038725j 0.00230557-0.00703445j -0.0160542-0.00104147j 0.00913407+0.00606884j -0.0033529-0.0024642j 0.00151147-0.011746j 0.00492817+0.000928327j 0.0153505-0.00145689j 0.00102914+0.00132677j 0.0161479+0.00828212j 0.0140467+0.00350641j -0.0199001-0.0163329j 0.00263491+0.007933j 0.0037683+0.0034348j -0.0127449-0.00136474j 0.000534274+0.00535899j -0.0296407-0.0082761j 0.00592239+0.00443579j 0.00883386+0.000899266j 0.00502149-0.00115947j 0.00851128+0.00653893j -0.000320618-0.00370486j 0.00485169-0.0023477j 0.00357021+0.00655852j 5.27727e-05-0.00280572j 0.00777682-0.00416832j -0.00104593-0.00095729j 0.00842553-0.000631389j -0.00628087+0.000125038j 0.00172572-0.00290653j -0.00538458+3.6281e-05j 7.12823e-05+0.00161735j -0.00311543+0.000275795j 
0.000218349-2.23766e-05j -0.00143672+0.000229575j 0.00248865+0.00406787j -0.000379805+0.0010456j -0.00828273-0.00424954j -0.00471159-0.000190181j 0.0113051+0.000765668j 0.00115792-0.00245447j 0.0178144-0.00499694j -0.00557526-0.0020287j -0.00478884+0.00547984j -0.00938106-0.00381026j 0.0076212-0.00133024j 0.00182673+0.00351465j -0.00995942+0.0069852j 0.015839-0.00697256j 0.000319333+0.00460716j -0.0160594-0.00516293j -0.0203857-0.0166738j 0.00936208-0.0176902j -0.0333941+0.0023598j 0.0250848+0.0124809j 0.00478136-0.000909037j -0.0218124+0.00746672j -0.00290271-0.0211869j 0.0110706+0.00584915j -0.0062793-0.00609263j 0.0118202+1.89794e-05j -0.00912737+0.00776127j -0.000503616+0.00761145j -0.0263408-0.0125307j -0.0126251+0.00206765j -0.00440276+0.00859945j -0.0034922+0.00585889j 0.00228951+0.00772891j 0.00462659-0.0056858j 0.00427082-0.00891064j 0.0100173+0.00109337j 0.0251958+0.000822169j 0.0120584+0.00670364j -0.0109289-0.00158399j 0.000496064+0.00234913j -0.00696794-0.0117928j 0.0146072-0.00908787j -4.10729e-05-0.00523005j -0.0172269-0.0142274j 0.000557091-0.00588542j -0.00496851+0.00491271j -0.00789983-0.00666827j -0.0089145+0.000473845j 0.00359825+0.0122957j -0.00274101-0.000139894j -0.00101962-0.000304229j -0.00337146+0.0114735j 0.0041649-0.00698006j -0.00843715-0.00804387j -0.00260908-0.0065305j -0.00415414-0.00412751j 5.43369e-05-0.00277116j 0.000141367-0.00172001j 0.00298594-0.00229649j -0.00335165-0.00175278j -0.00120714+0.00397534j 0.00140567-0.00140263j 0.00420889+7.87046e-05j -0.00297228+0.000332646j -0.00172113-0.000273887j 0.00136601-0.00219256j -0.00176896-5.01326e-05j -0.00120648-0.000836262j 
0.000766562+0.000887169j -0.000902769-0.00337715j 0.00567619-0.00155176j -0.0044533-0.00453205j -0.00584821-0.00195797j 0.00977457-0.00408773j 0.00702236+0.00078493j 0.0041755-0.00698579j 0.016287-0.0104461j -0.00846214+0.00125581j 0.0108429+0.00699753j -0.00785925-0.0062997j -0.00936834+0.0066458j 0.00321061-0.00660144j -0.00481583+0.000478386j -0.00764685-0.0116944j -0.0217233-0.0124725j 0.0215976+0.00434195j 0.00880404-0.0142306j 0.00370685-0.0133455j 0.0225303-0.00400274j -0.0187047+0.0045787j 0.00702077-0.0239173j 0.0127124-0.00530092j 0.0106344-0.0142922j -0.0085053+0.000491319j -0.00348929-0.0111433j -0.00196036-0.00348382j -0.00909144+0.0093835j 0.0102549-0.00302832j -0.00122104-0.00723727j 0.0196044+0.000591093j 0.00768823-0.0153399j -0.00104671+0.00158933j -0.00733953-0.00497791j 0.0121254-0.0138237j 0.0155757-0.00439649j -0.0211473+0.0123908j -0.0145486+0.00740748j 0.00531054-0.00355431j -0.00460943+0.0104186j -0.00999323-0.00750905j 0.0074995-0.000935738j -0.00200904+0.00367368j 0.000639802-0.00850169j -0.0114422+0.00996858j 0.00752014+0.00926936j -0.00283872+0.00150479j 0.00872499+0.000799754j 0.00265818-0.0165909j -0.00679308+0.00135287j -0.00266045-0.0059048j -0.00746456+0.00715635j -0.00186044-0.0109064j -0.00278276+0.00691412j 0.00207735+0.00641404j -0.00112588+0.00173035j 0.00757976-0.00516343j 0.00229739+0.00421418j -0.0036497+0.00648916j 0.00614902+0.0018921j 0.00342467-0.00391906j 0.00493287-0.00157066j -0.00248744-0.0029734j 0.0013665-0.0045622j -0.00134322+0.00124454j 0.000936865+0.00463748j -0.00242518-0.000141228j 0.00174723+0.000526607j 0.00184327-0.000754085j 
-0.00226309+0.00288352j -0.00478909-0.000291203j -0.00655255+0.00261255j 0.00859317+0.00461306j 0.0031224+0.00188583j -0.0178048+0.00136758j -0.00505767+0.0012351j -0.00697958+0.00136038j -0.00341493-0.00231593j -0.000534609+0.000792371j -0.00656315+0.00405185j -0.00915316+0.004739j 0.00107015+0.00125201j 0.00577144+0.0084163j -0.0187151+0.00615415j -0.00603593+0.00244972j 0.00872142+0.0130503j 0.0115807+0.000224448j -0.0055075-0.00101172j 0.0043265-0.0083594j 0.00855722+0.0109938j -0.0264372+0.0193195j -0.00533025+0.005187j 0.0141933+0.00242814j 0.0206545-0.00800301j -0.0401482+0.00760105j -0.00404287+0.00938642j -0.00586813+0.0174389j -0.0179303+0.00201143j -0.00214848+0.00290247j -0.0138948-0.00252875j -0.00509978-0.004339j 0.0122902+0.0143207j -0.0122238-0.00478398j -0.00488902+0.00347175j -0.00354606-0.01164j 0.010887+0.00131367j -0.0134936-0.00136784j -0.000387719+0.014293j -0.00345539+0.0165545j -0.0083021-0.00825079j -0.0132303+0.00103634j 0.0127307+0.000979259j -0.015754-0.0131799j -0.00878918-0.00777797j 0.00498168-0.0150301j 0.00835679-0.0072144j 0.0132926-0.005052j 0.0083456+0.00987442j -0.0152844-0.000270035j 0.00162289+0.00056433j 0.000926636+0.00284283j -0.00817525+0.00277295j -0.00343591+0.0144495j -0.000757144-0.00707037j 0.00769154-0.00844451j -0.00380008-0.00404817j 0.00627914-0.00653256j 0.00176112-0.00185026j -0.00561186-0.000444861j 0.00456584-0.00322461j 0.00341211-0.00195115j -0.00383089-0.00163288j 0.00566731+0.00282017j -0.00114152-0.00143301j 0.00263074+0.000817917j 0.000786534-0.00483563j -0.00333437+0.00131085j 0.000553381-0.00160336j -0.00195245+0.000157186j 
