-0.00558544-0.00737409j -0.00629868+0.0047986j 0.0051903+0.00397964j -0.00215269+0.0057107j -0.00123268-0.00190779j 0.00308333-0.000513908j 0.00314761+0.00491647j 0.0048398-0.00192837j 0.00215978-0.00534557j -0.00291746+5.96611e-05j -0.00537308+9.23676e-05j 0.0021709+0.00394554j -0.00293452+0.00265922j -0.00294546+0.00300879j 0.00270907+0.000974953j -0.00458993+0.00175485j 0.00345331+0.0023091j 0.00262897-0.000131146j -0.00265251-2.86557e-05j -0.00201032+0.00130465j -0.00222518+0.00362295j 9.85197e-05-0.00127866j -0.00569325+0.00080953j 0.0044176-0.0010108j 0.00074595-0.000905267j -0.00207797+0.000630689j 0.00187895-0.00155338j -0.00282318+0.0030893j 0.00244198-0.00380078j 0.000791829-0.000322542j -0.0033003+0.00250625j -0.00304303+0.000286677j 0.00163004-0.000913466j 0.000683519-0.00407554j -0.000410985-0.00178173j 0.00172211-0.000181053j 0.00178075-0.000959026j -0.000674225+0.00347312j 0.00159505-0.00082879j -0.00192552-0.00222766j 0.00270777-0.00029461j -0.00207746+0.000558568j 0.000976215+0.00196555j -0.00177107+0.000150518j -0.00151347-0.0028172j 0.00227055-0.000235736j -0.00601363-0.00292903j 0.000285197+0.00324789j -0.000126342+7.2157e-05j 0.00013879+0.00129742j 0.000423922-0.00101464j 0.00429288+0.00102277j 0.0044183+0.000380287j 0.000457499+0.00284892j 0.00394203-0.00103651j 0.00390705+0.00596404j -0.00362671+0.000157j 0.00375293+8.8389e-05j -0.0124956+0.00775012j -0.0124558-0.00392288j 0.00134183-0.00098063j 0.0148006-0.00727532j 0.00325484+0.00456573j -0.0078042-0.0224772j -0.0044899+0.00330874j 0.00451388-0.0237382j -0.00743982-0.024893j -0.00385766-0.0429713j 0.0127456+0.0634762j -0.0541277+0.013747j 
0.00190593-0.00105386j 0.000152206-0.000734177j 0.00284707-0.00318553j -0.00138013-0.0047012j 0.00197929-0.00167883j 0.000408889-0.00250916j -0.0110896+0.000679609j 0.00177479-0.00588744j 0.00313243+0.00215472j -0.0070926-0.0092829j -0.011872-0.00279244j 0.00982736-0.00196925j 0.00502747-0.0168274j -0.015595-0.00124088j 0.00124139-0.00414925j -0.00847375+0.00362799j -0.00417756+0.000138645j 0.0035396-0.00253264j 0.0112185-0.00185493j 0.00079089+0.0019727j -0.00149162-0.00251441j 0.00532363+0.00424109j 0.00371331+0.00648312j -0.0197219+0.000326655j -0.00374097-0.00229095j 0.00331691+0.00602202j -0.0245694-0.00175219j 0.000307273+0.0127978j -0.0087768+0.0017805j 0.00696654-0.0043201j -0.00269092-0.00977611j 0.00836123+0.011702j 0.020446-0.00318981j 0.018674+0.0130717j -0.010382-0.00581315j 0.00703214-0.00512764j -0.00632793-0.0035075j 0.0170819+0.0150231j -0.0138903+0.00130911j 0.00240682-0.00444994j 0.00207891+0.00788502j 0.00644372-0.0102792j -0.00712535-0.0058452j -0.00247414+0.00591727j -0.00482046+0.0175437j -0.00580463-0.00754667j -0.0140122-0.0142629j -0.00230869-0.00859032j -0.00701499-0.000794337j 0.00762072+0.0102254j 0.00886997+0.00483152j -0.00264442+0.0121025j 0.00533946+0.00149728j -0.00618886+0.008674j -0.00711231-0.00416396j -0.00224407-0.0205354j 0.0084976-0.00763173j 0.0085629-0.0118686j -0.00421703-0.0111627j 0.00627895+0.000908126j -0.00404576-0.0102424j 0.00517242-0.000973459j -0.00561702+0.00122848j 0.000781419-0.00254243j 0.00203902-0.00391313j 0.000987871+0.00634576j -0.00393054+0.00134605j 0.00300961+0.00381515j 0.00149056+0.000333551j 0.00058719+5.08507e-05j 
0.00182613-0.00035011j -0.00181009+0.003784j -0.00827533+0.0048917j -0.000279096+0.00766199j 0.00478472+0.00612301j 0.00116923-0.00217271j 0.00302587-0.0029903j 0.00488572+0.00590838j -0.0041383-0.00196338j -0.00395533+0.00191884j -0.0038485+0.00703601j 0.0115399-0.00181959j 0.007256-0.00551897j -0.00726938-0.000680242j 0.0106288+0.00522309j 0.00104239+0.000285987j -0.0187224-0.000967224j -0.0154331+0.00138008j 0.016246-0.00278474j 0.00704563+0.00445836j -0.0102938+0.00227626j -0.00229657+0.00139678j 0.00114723-0.0113106j -0.0051554+0.00910516j 0.00753692-0.00258819j 0.00683754+0.00263639j -0.00700835-0.00183151j -0.00622698+0.00794227j 0.00461652+0.000916321j 0.0141344-0.00234558j 0.0184774+0.0103696j 0.0119776-0.00127738j 0.00915478-0.00320934j -0.0141719-0.000907497j -0.0128357-0.00433659j 0.0171601-0.00522783j 0.0148056+0.00572558j 0.00512879-0.00112716j -0.00213326-0.002896j 0.00752009+0.0148048j 0.00133615-0.00503686j -0.00127198-0.0134394j -0.0111286+0.000872394j -0.0155551+0.00756958j -0.0254441+0.00344905j 0.0162424-0.00779315j 0.00380117-0.00958693j -0.0194871+0.00941621j -0.00667167+0.00232634j 0.00876243-0.000685333j 0.00314572+0.00585869j 0.00529419-0.00157583j -0.000422411-0.0108006j 0.00527371+0.00328463j -0.00634332-0.00151405j -0.00760036-0.00991356j 0.00761791-0.00395748j 0.00219142+0.00263489j 0.00449936-0.000139979j 0.00375171+0.00987543j 0.00591984-0.00172963j 0.00668863-0.000882455j 0.00107487+0.0127842j -0.0090791+0.00737342j -0.00382994+0.00494919j -0.000504853-0.00320298j 0.000616558-0.0074948j -0.0082589-0.00572711j -0.00439506-0.00570893j -0.00174891+0.00262521j 
-0.00571522+0.00359105j -0.00502865-0.00684863j 0.000307329+0.00648005j 0.00348833-0.00140477j -0.00192059+0.00502024j 0.00283358+0.00725459j 0.00405346+0.00453892j 0.000965106+0.00231957j 0.00716879-0.00726943j -0.0018889+0.00906914j -0.00147056-0.0120321j 0.00874212+0.00289246j -0.00696986+0.00178911j -0.00521489+0.000319995j -0.00476365-0.00261826j -0.00147847+0.001784j 0.00568861-0.00433738j 0.0138433-0.00642626j 0.018174-0.00335494j -0.00994647-0.015008j -0.00164967-0.00161254j 0.000729233-0.00678588j 0.000308202+0.00730305j -0.00788527-0.00267844j 0.00874286-0.00435385j 0.0198367+0.00374342j 0.0124599+0.000564708j -0.0137023-0.00334436j -0.00714086+0.005076j -0.0248019-0.00740931j 0.00750415+0.00824578j -0.00830514-0.00911063j -0.0060678-0.00658726j 0.000977322+0.00705222j 0.00353321-0.00435186j 0.000528726+0.000869178j 0.0312237-0.00251014j -0.000300677-0.00569187j -0.00203262-0.00482795j 0.0211411-0.0111377j -0.0122161-0.00232589j 0.0237396-0.00935989j 0.00754283-0.000719727j -0.00677865-0.00206818j -0.00721381+0.00782326j 0.009825-0.00511004j 0.00723496+0.00118337j -0.000145773-0.00585318j 0.0108512-0.00239864j -0.0101102+0.0108776j -0.00322388+0.00828296j 0.0150512+0.00302104j 0.00522908+0.00432564j 0.00606791+0.0177296j 0.0171049-0.010901j 0.00688531-0.00383292j 0.018637+0.00381919j 0.00560976+0.00168134j -0.00134376-0.00646515j 0.00543337+0.000459093j -0.00544519+0.00121047j -0.00387856+0.00637874j -0.0098529+0.00061688j 0.0045739+0.00864219j 4.6472e-05+0.00723633j -0.00569369+0.00738524j 0.000872614-0.00180056j -0.000694104-0.00161567j 0.00330557+0.000277901j 0.00413119-0.00307874j 
0.00534151+0.00675768j -0.00705077+0.00842531j 0.000271954+0.00428689j 0.00305227+0.000614828j -0.0129132+0.00105023j -0.00466452-0.000112886j 0.00198295+0.00509979j 0.00544615+0.00715591j 0.0029183+0.00545138j -0.00367198+0.00328971j -0.0010895-0.00629903j -0.0022626-0.000647682j -0.0120015-0.00703796j -0.00185279-0.0036445j 0.0055799+0.00041751j -0.00349523-0.00156187j 0.00758716+0.000255897j -0.018731+0.000471478j 0.0142563+0.00353576j -0.0163312+0.00124462j -0.00338226-0.00542273j 0.00300628+0.00512905j 0.00972844-0.0035256j -0.00462658-0.00436091j -0.00457373+0.0142546j 0.00048171-0.00751751j 0.00269155-0.00139103j -0.0196552-0.0058212j -0.00192383-0.0017455j -0.0162698-0.00146088j 0.0178239-0.000298867j 0.0120224-0.00368981j -0.0232595+0.00770348j -0.0165481+0.00164971j 0.00405591+2.24716e-05j 0.016134-0.00511828j -0.0279399-0.00883813j -0.0197684+0.0106519j 0.0118278+0.00561822j 0.00229225-0.0106158j -0.00755765+0.0149811j 0.0033691+0.00533884j 0.010568+0.00397479j -0.00954731+0.00371945j -0.0132268-0.000689738j -0.0124627+0.000357103j -0.0130184+0.00593058j 0.00390179+0.00212333j -0.021487+0.00182677j 0.00182073+0.0061209j 0.00538374+0.0163974j -0.0220724-0.00572454j 0.0236796-0.00437624j -0.000637538-0.00418389j -0.00837269-0.00241683j -2.17166e-05-0.011714j 0.0134067-0.00887086j 0.0117975+0.00488317j 0.00092765-0.00402341j 0.00803789+0.0123349j -0.000860343+0.00124238j 0.00865568-0.00176899j -0.00303252+0.00460187j 0.00345015+0.00280978j 0.011758-0.000734648j 0.00646536-9.11984e-05j -0.00218289-0.00516494j -0.00335277-0.0045387j -0.00459196-0.00659362j -0.00686903+0.000656157j 
-0.0033866+0.000501308j -0.00133463-0.00241519j 0.00203569-0.000525596j 0.00167027-0.00381177j -0.00738479+0.00268765j 0.00396499+0.00222164j 0.00476643+0.00138213j -0.00105152-0.00248068j -0.0094764-0.00448601j 0.00187618+0.00434522j 0.00759903-0.00362249j 0.0025264-0.00280995j -0.00703254+0.00732285j -0.0072977+0.000155858j -0.00863797-0.00185276j -0.00143642-0.00605358j 0.00588731+0.0049906j -0.0094213-0.000390939j 0.00301697-0.00497183j -0.0217398-0.00823034j 0.00476452-0.00172547j 0.0324098-0.00947344j 0.00537135-0.00171522j 0.0186895-0.00279471j 0.0137907-0.0119764j -0.00858795-0.00377467j 0.00300204-0.00016578j 0.00553246+0.000363701j -0.000281963+0.00108427j -0.0147147-0.000661007j -0.0179469+0.00577956j 0.00254457-0.00456103j 0.0107415-0.00633423j 0.00918024-0.00407579j -0.00379307+0.00171656j -0.023858-0.0057739j -0.0194991-0.000599055j 0.00363937+0.00194213j 0.0139374-0.00127174j -0.00703006-0.00232107j -0.00952649+0.00623123j 0.034769+0.00419172j 0.00262299-0.00787587j -0.00302398-0.0239161j 0.00894142-0.0161771j 0.00118144+0.0106005j 0.000464858-0.00427108j -0.0139786+0.00806444j 0.0119432+0.000493693j 0.00283822-0.00490859j 0.005334-0.000154054j -0.0058002+0.00406652j 0.0258813+0.00527947j -0.0120534+0.00805155j 0.00337456-0.00111835j 0.00203663-0.00729931j 0.00934574-0.0043149j 0.0098289-0.00561119j -0.00444265+0.00464426j 0.000925045+0.00138531j -0.000428258-6.80777e-06j 0.00836939-0.00116781j 0.00105957-0.00240767j -0.00705295+0.000783j -0.00354395+0.00379082j -0.002413+0.00215787j -0.00229974-0.0010187j -0.00024263+0.0026886j 0.00170799+0.00311245j 0.00147402-0.000344479j 
0.0020816+0.00181272j -0.00256011+0.00245218j 0.00349998+0.00592463j 4.65811e-05-0.00253219j 0.00208968+0.00541244j -0.00430787+0.000412326j 0.0120133+0.0102253j 0.00048115+0.00478394j 0.00561614-0.0109912j -0.00935185+0.00409157j 0.0125984-0.00395916j 0.00359391-0.000528722j -0.0059566+0.00691584j 0.00619832-0.00246212j 0.00623472-0.000534902j 0.00929087+0.00701994j -0.00665325-0.00154975j 0.00786763+0.00846295j -0.000877462-0.0075887j -0.0239501-0.0117689j 0.0118245+0.00379215j 0.00814942-0.0168587j 0.0109718+0.0078045j 0.00867898+0.00604769j 0.0108214-0.00330101j -0.00284998-0.00342046j -0.00661531+0.0048223j -0.0232679-0.00100555j 0.000862696+0.010865j 0.00895658+0.00300078j -0.000702422+0.00146181j 0.0124712-0.00809415j 0.0196872+0.0030196j 0.00221329+0.00593944j -0.00974603+0.0154038j 0.00208473+0.00227104j -0.0119021-0.00982491j 0.0102289+0.00169297j -0.00416882+0.00198184j -0.000266404+0.00381321j 0.00942621+0.000594957j -0.00978756+0.00192186j -0.00115242+0.00275107j 0.00688226-0.0171808j -0.00259126+0.0015035j 0.0111423+0.00811904j -0.00105912+0.00569853j -0.00290857-0.00758536j 0.00198773-0.0026171j 0.0164482+0.00265127j 0.0143199+0.00200379j 0.0108347+0.000471972j -0.0194853-0.00176893j 0.00103666+0.00309634j 0.00429654-0.00182942j -0.0147191+0.00893879j -0.00124867-0.00703745j -0.0138701+0.00153005j -0.00868186+0.00218019j -0.00767981+0.00200312j 0.00360016-0.00595151j -0.00446122+0.00157795j -0.00342994+0.00462551j -0.00457001+0.00477189j 0.0020574-0.00408999j -0.00227758-0.000298888j -0.00211859-0.00252681j -0.00210196-0.00249807j -0.000784605-0.00461122j -3.92774e-05+0.00256196j 
-0.00251416-0.000908036j 0.00309508-0.00238767j -0.00115189-0.0034857j -0.00402259-0.00144044j 0.0114992-0.0040423j -0.00335472+0.00133525j 0.00452403+0.00140073j -0.00370772+0.00410447j 0.0049879-0.00628154j 0.00434287+0.000932049j 0.0151118+0.00594473j 0.0045188-0.000490865j 0.00949679+0.00453625j 0.00756294-0.000529221j 0.0141376-0.00291392j 0.00905559+0.00880421j -0.0116083-0.00524123j -0.00314258+0.00174471j -0.012666+0.00395447j -0.000909664-0.00450147j -0.00284668+0.00916228j 0.00560179-0.00566012j -0.00587547+0.00239317j 0.0109995+0.00337581j 0.000338141+0.00541522j -0.0119847+0.00330739j 0.00407134-0.00292096j 0.00251236-0.00269147j -0.00545416-0.00210357j 0.0191644+0.00414755j 0.00273335-0.00469661j -0.0118815+0.000734122j 0.0093329+0.00707666j -0.00640849+0.00885087j -0.00324102-0.000339599j 0.00733342+0.0082728j 0.0171787-0.00368548j -0.0144083-0.00490761j -0.0130628-0.00430407j 0.013877+0.0108018j -0.0253383-0.00519914j 0.00856245-0.00133779j -0.00455514+0.00241261j 0.00941212+0.00217038j -0.0178687-0.000656385j -0.0276917-0.00807407j -0.00483266-0.0028168j 0.00407095+0.00212943j -0.0159607+0.0021413j -0.0192821-4.71079e-05j 0.00044792-0.00684738j -0.00840483-0.00193442j 0.0265067+0.0040998j -0.00832407-0.00392404j 0.00818707+0.0052469j 0.0161816+0.0091262j 0.0223009+0.00194384j 0.0307361+0.0094292j -0.000940976+0.0028426j 0.0080435-0.00204826j -0.00975253+0.00218398j 0.00028883+0.00289586j -0.00624921-0.00222013j 0.00284973-0.00111603j 0.00445976-0.00147866j 0.00153279-0.000877277j -0.000313304+0.00316135j 0.00258503-0.000831128j 0.00245536+0.000715214j 0.00112677-0.000282354j 
0.00444154+0.00106438j -0.00302316+0.00646498j 0.00341327+0.0057569j 0.00588724+0.000919294j -0.0155589+0.00421529j -0.00108267-0.00272265j 0.000692783+0.00256186j 0.00648252-0.00198731j -0.00961474+0.00417103j -0.00825664+0.00275976j -0.0143276-0.00675794j -0.000947612+0.00116277j 0.005075+0.00368864j 0.00987038-0.00123089j -0.00440692-0.00274998j -0.008522-0.00826237j -0.00710368+0.00722056j 0.000831281+0.00514718j -0.00945379-0.00355427j 0.0138866+0.00702421j -0.0161242-0.00904718j -0.013669+0.00785762j -0.00251847-0.00777529j -0.00734919+0.00327639j 0.00606319-0.00237243j -9.74873e-05+0.00803935j 0.00931375+0.0137728j -0.00386096+0.000981076j 0.00197884-0.0020281j -0.00997135-0.00316656j -0.0131352-0.00179849j -0.00571263+0.0099399j 0.00215047+0.00751922j -0.00179193-0.00160269j 2.99245e-05+0.0021927j 0.00200371-0.00672807j 0.0239767-0.00181085j -0.0124694+0.00736668j -0.00149465-0.00549312j 0.00214837-0.0196607j -0.0195601-0.0020625j -0.00912875+0.00970908j -0.0180439-0.0137254j 0.016819+0.00756033j -0.0114054-0.000759603j -0.00888599+0.00389768j 0.018737-0.00611845j -0.00321009-0.0101431j 0.00305595+0.0127582j -0.0125583-0.00985373j -0.00361235-0.00298157j 0.0099911+0.0156334j 0.0113856+0.0057825j 0.0117938+0.00897314j 0.0217426+0.00188928j 0.00536038-0.00648331j 0.00166106-0.0105786j -0.00513984-0.00453422j -0.000783158+0.0107711j 0.00882004-0.00839492j 0.00413727-0.001041j 0.00201109-0.00280686j -0.00538849+0.00424785j -0.00795679+0.00478079j -0.00238074-0.00250711j -0.00240716-0.00403937j -0.00393452-0.00339587j -0.0020265+0.000822955j -0.00350563-0.00228233j -0.00296716+0.00131688j 
-0.00137941+0.000279528j -0.0030004-0.00109633j 0.00352367-0.00274746j -0.00298343-0.00649785j -0.00693789-0.000677055j -0.00458474+0.00245393j 0.0117079+0.00202925j 0.00296726+0.00468292j -0.00479525-0.00389091j -0.00470771-0.00260802j 0.00593578-0.00542035j -0.00250436-0.000641625j 0.00608534+0.0101348j -0.0024553+0.00265327j 0.00384695-0.00299349j -0.0128221+0.00401228j -0.0337721+0.0027651j -0.00619101-0.00412489j 0.000444192+0.00261262j -0.0109569-0.000827826j -0.0194739+0.00718592j -0.00921551+0.00808651j -0.0126171-0.00572272j 9.71918e-05+0.00571721j -0.00617317+0.00514342j -0.00104409-0.00364404j 0.0039239-0.00716412j 0.00779229-0.00411879j -0.00674135-0.0031404j -0.005908-0.00492301j 0.00950602-0.00757096j 0.00532837-8.00353e-05j -0.0174093+0.0180488j 0.00282763-0.00285234j -0.024961-0.00500582j -0.0114004-0.00724163j 0.000161091+0.000251309j 0.0248453+0.00358601j 0.0224378+0.00573575j 0.0177582-0.00150902j 0.0064341-0.00604904j -0.0254509-0.0193808j 0.00882833-0.00339397j -0.0002791+0.00690914j 0.0178109-0.00571961j 0.00363425-0.00352361j -0.00122702+0.00924879j -0.000830734-0.0120798j 0.00547738+0.000214528j 0.0174513-0.00108882j 0.00158146+0.00179449j 0.00684251-0.000335127j 0.000978941-0.000670661j 0.0168142-0.000455353j -0.0014056-0.00239026j -0.0123583+0.0045109j 0.00884186-0.00363952j -0.0166646+0.00178802j -0.011697-0.00318496j -0.00698251+0.00243147j -0.0107881+0.00641535j 0.00430699-0.00305177j 0.00281932+0.00149114j 0.00551774+0.00427541j 0.000544886-0.00168153j 0.00287623+0.00391485j -0.00356163+0.00112631j 0.00714448+0.00189253j 0.000650267-0.000567506j 0.00158314-0.000639014j 
-0.00177052+9.10729e-05j -0.000775358-0.000641495j -0.00623471+0.00533562j 0.00247115+0.00733035j 0.00367495+0.000446853j 0.00141723+0.00123565j 0.004709+0.00137918j 0.00417666+0.00671707j -0.00340547-0.00804479j -0.00262031+0.000160741j -0.00402096+0.00117104j 0.00964087-0.000251818j 0.0176529+0.00237281j 0.000124262-0.000870975j 0.0138623-0.00166233j -0.00895231+0.00280593j -0.0109303-0.00252394j 0.00321633-0.00434796j -0.00237292+0.00270137j -0.0123763-0.00663053j -0.0154923-0.00465554j 0.00804983+0.00463048j 0.00244011-0.0043717j -0.0232303-0.0117354j 0.00905266-0.0104592j 0.00900421-0.00114919j 0.0291746+0.0144592j 0.00913671-0.00461983j -0.00811222-0.00490657j 0.0138334+0.00626472j -0.0277946-0.00321781j 0.0111776+0.00147385j -0.0139318-0.00412462j 0.00147789+0.00134423j 0.0181583-0.00909656j -0.00933486+0.00418151j -0.0224079-0.00786478j -0.00430656+0.0145243j 0.000197432+0.0196896j -0.0122683+0.00624043j -0.00334012-0.0013456j -0.00623908-0.00918583j 0.00475171+0.015364j -0.000566948-0.00713772j 0.00846851+0.00263322j 0.00817515-0.00337508j -0.0134924+0.000473806j 0.00674985+0.000862752j -0.00264612-0.00867026j -0.0197626+0.015261j -0.00422509+0.00546929j -0.0142663-0.0123735j -0.00359809+0.0102078j -0.0103509+0.00248358j -0.0231349-0.00718245j -0.00240236+0.00253497j -0.00294175+0.00554044j 0.00237624+0.00670125j 0.0141861-0.00194742j -0.00448041-0.000905949j 0.000762676-0.0020382j -0.00180624+0.0044755j 0.00225637+1.48965e-05j 0.0004447+0.00475208j 0.00309634+0.00874658j -0.00206017-0.000694589j 0.00660057-0.00661195j -0.00483916-0.00346484j -0.00240874-0.00278308j -0.00114181+0.000440337j 
-0.00313114+0.00185218j 0.00157254-0.00443704j -0.00508718-0.00044045j -0.00133347+0.00176999j 0.00472964-0.00534436j -0.0078353+0.000282562j -0.00681817-0.00460566j 0.00505139+0.00389231j -0.00623437-0.000152547j 0.00138877+0.00276392j 0.00502282+0.00160092j -0.0107077+0.00221868j -0.00462564+0.00996179j 0.0193537-0.00199336j 0.00558872-0.00258445j -0.00331399+0.0044227j 0.00270983+0.00655886j -0.00145686-0.000656868j -0.00708576+0.0118132j -0.00399123-0.00683026j -0.0160206-0.00101272j -0.00260682+0.00355896j -0.0143583+0.00373408j -0.0127912-0.00172607j -0.00519668+0.0062188j 7.653e-05+0.000119613j -0.0148877-0.000152812j -0.00956627-0.00573598j -0.010962-0.0083332j -0.00767873-0.00760926j -0.00801484+0.00206733j 0.00749101+0.00755421j 0.00270921+0.00111646j -0.0040433+0.00885678j -0.0113651-0.00617749j 0.0136034+0.00182861j 0.0143113-0.00751047j 0.0412956+0.0011838j 0.00281292+0.00573075j 0.00334274-0.00622161j 0.0114482-0.000363468j 0.0189114+0.00226871j -0.00644144+0.011514j 0.0244644-0.0111757j -0.0165312-0.00192891j -0.0103599-0.00151659j 0.0230508+3.83286e-05j -0.0150229+0.011442j 0.00189354+0.00828715j 0.0169359-0.000227423j 0.0195897+0.00687528j 0.0300253-0.00170326j -0.00901086-0.00847904j 0.0125737-0.00381372j 0.0398579+0.000213073j -0.00448819-0.0107847j 0.00570029+0.00309232j -0.00132113-0.00688193j 0.00494779+0.00137891j -0.00246619+0.000445795j -0.00416551+0.00124444j -0.0170738+0.00352141j 0.00371913-0.00376462j 0.00491679-0.00485349j 0.00827765+0.00156811j 0.000725267+0.000129237j 0.00504141+0.00272543j -0.00352386-0.00220043j 0.00257052+0.00172979j 0.000608682-0.00132631j 
0.00341298+0.00196767j -0.00228147+0.00332571j -0.00390594-0.000593606j 0.000225071+0.0059745j 0.00911058+0.00435961j 0.0150984+0.000655641j 0.0128207+0.00267044j -0.000683252+0.00815977j 0.00196843-0.00026067j -0.00620625+0.00118115j 0.00232679+0.00439504j 0.0015355-0.000355009j 0.014243+0.00127906j -0.0119509-0.00259398j -0.0105262-0.00348091j 0.0183909+0.00436449j 0.00126429+0.0119381j 0.00389805+0.00543322j -0.00490982-0.00235018j -0.000866256-0.00605649j -0.00955766-0.00476158j 0.00621531+0.0149083j 0.0199073+0.00397569j 0.00886376-0.00636245j -0.00245263-0.00246238j 0.00995332-0.00558651j -0.0171778+0.00489566j 0.02224+0.0064425j -0.0114598+0.00325495j -0.00437075+0.00423968j -0.00221405-0.00421503j -0.0153529-0.00495315j -0.00227428+0.00170101j 0.0226922+0.0147755j -0.0159781+0.00200753j -0.00687088+0.003001j 0.0145903-0.00284486j 0.00084879-0.0128804j -0.00266908-0.00830094j 0.000397616-0.00879205j 0.000656678+0.0108336j 8.69391e-05+0.0192283j -0.00622094+0.00021165j 0.00405637-0.0110404j 0.0086803-0.00806611j -0.0159582+0.0118384j 0.00766365+0.00591066j -0.00620531-0.00308218j 0.0069605+0.00722578j 0.00698156+0.00785336j 0.0049452+0.0079683j 0.00974114-0.00294219j 0.00207762+0.000302355j 0.0178173+0.00493169j 0.0199639-0.00358928j -0.00403199-0.00758832j 0.00762918-0.00438664j -0.00454268+0.00384268j 0.00458482+0.00187986j -0.00419664+0.00422155j 0.0060209+0.00340566j 0.000297137-0.00539244j 0.0122057-0.000226037j 0.00246709+0.00293904j 0.00565826+0.00153628j -0.000552664-0.00335915j 0.00349071-0.00897654j -0.00449702-0.000922405j -0.00328476-0.00215896j -0.00344092+0.00170596j 
0.000493142-0.00124863j 0.00239161+0.00142039j -0.000591476+3.21833e-05j 0.00293162+0.0019912j -0.00861491-0.000123466j 0.000128732+0.000972829j -0.00215099+0.000158971j -0.00238116-0.00634393j -0.00396874+0.00275399j 0.000656999-0.00123551j -0.00694701+0.000465546j 0.00552649+0.000875742j 0.00320344-0.00768736j -0.000439163-0.00381578j 0.0100806+0.00526182j 0.00405684-0.00363057j -0.000483687-0.00443425j -0.0167369-0.00217212j -0.00918217-0.00341822j -0.0216315-0.00441504j -0.00381576-0.000121115j -0.00804245-0.00668529j -0.020813-0.0081645j 0.00617639-0.00993773j -0.0141926-0.0136417j 0.00257194-0.000264141j -0.00980407+0.000877039j -0.0110038-0.00776521j 0.00212205-0.00446475j -0.00142765-0.000686088j -0.0112977+0.00115356j -0.00230821+0.00600097j 0.0106179-0.0112091j 0.00511959-0.0196394j -0.00645631+0.0075193j 0.00427314+0.00538814j 0.00824251-0.0106263j 0.0191644+0.0142122j -0.0112476+0.00725808j 0.0344786+0.00827479j -0.0144752+0.00312714j 0.0087515-0.00137376j 0.00454807+0.0131306j -0.00915036-0.00283047j -0.00743465-0.0024189j 0.0157918+0.00714977j 0.017224+0.00410594j 0.00210991-0.000181613j -0.00609068-0.0196705j 0.0248334+0.00578256j 0.00967337-0.0035937j 0.0132016-0.00812417j -0.00266897+0.00474029j 0.00801626-0.0108283j 0.0244638-0.00413304j 0.0092006+0.0190558j 0.0198849+0.00642109j -0.00275341+0.00323861j -0.0072677-0.00580038j 0.00183148-0.00116521j -0.00172374-0.00520753j 0.00117245+0.000558165j 0.00229616-0.00460546j -0.00593743-0.00124083j -0.00665615+0.00114059j -0.00411774-0.00157533j 0.00114531-0.00156365j -0.00117661+0.00142441j -0.000549733+0.00127919j -0.000317795+0.00154967j 
0.0022039+0.00215222j 0.00134504+0.00308036j -0.00460708-5.11213e-06j -0.000195293+0.00565579j 0.0133331-0.00261502j 0.00570811-0.000400397j -0.00357161+0.00278573j -0.00980702+0.00351007j -0.00793884+0.00083312j 0.00530401+0.00128775j 0.00221283+2.8117e-06j -0.00814363-0.001406j 0.00796596-0.00341631j -0.00659466-0.0079973j 0.0203413-0.0136501j 0.0145288-0.00123796j 0.000467425+0.000146422j -0.00185617+0.00543578j 0.00658757-0.000672919j -0.00909397+0.00333445j 0.0183537-0.00264543j -0.00525889-0.00587808j -0.0127186+0.00707299j 0.00221763+0.000371256j 0.00488088-0.0106197j -0.012636+0.00641846j 0.0145743+0.000490132j -0.00768126-0.00300627j -0.00380247-0.00830174j -0.0102059+0.00779102j 0.00750086-0.0115287j 0.00443377+0.00553242j -0.0119612+0.00872869j -0.00741187+0.0121788j -0.00291747-0.00472917j -0.00115596-0.00633346j -0.0054604+0.00923663j 0.0124457-0.0130163j -0.00142296-0.00831047j 0.0222015-0.0209572j -0.00548392-0.00602211j 0.00460492+0.00733341j 0.0272939-0.0115934j -0.00336476+0.00483635j 0.0100022+0.00510095j -0.014179-0.0088533j 0.0118109-0.00245809j 0.0204594+0.00191837j -0.00108118+0.0156812j 0.00490764-0.00975638j 0.0016168+0.0108986j -0.00797221+0.00764891j -0.0108564-0.00251568j 0.0107369+0.0154252j -0.00132134-0.00625948j 0.0023385-0.0138383j 0.0141198-0.0040028j -0.00154495-0.0076061j 0.00450403+0.00516993j 0.0109617-0.0107461j -0.00289891+0.00404497j 0.00362086+0.00289324j 0.0106614+0.00186446j 0.003522+0.00283774j 0.010726+0.00321826j 0.00243506-0.0013887j 0.00569144-0.0025455j -0.00364701+0.00131155j -0.00317726-0.00132245j -0.00491021+0.000198771j 
