-0.020388-0.0296084j 0.0187166-0.00169034j -0.0145831-0.0324829j -6.06158e-05+0.00107596j -0.000638639+0.0514886j 0.0171103+0.0219838j -0.0453949+0.0544854j 0.0199249-0.00198403j -0.0176231+0.02446j -0.00857457+0.014188j 0.00141828-0.0520318j 0.045585-0.0203014j -0.00421614-0.00423571j -0.00923806-0.0559954j -0.0186863-0.0363112j -0.0175719-0.00941528j 0.0162026+0.0176858j -0.012864+0.0476979j -0.0491427+0.0284979j -0.0302629+0.01403j -0.00103733+0.0150199j 0.00637069-0.00841035j 0.0203688-0.0165147j -0.0188445-0.000755419j 0.040533-0.00712257j -0.00885078+0.00155364j -0.030877+0.0144176j -0.0618442+0.0180629j 0.059051-0.0369765j 0.0143986-0.00746426j -0.00782983+0.0163875j 0.00263432-0.000411271j -0.0245587+0.000722969j 3.55276e-05+0.00189432j -0.0100312-0.0201121j -0.00298918+0.0112576j -0.0226929+0.0195663j 0.00155034-0.0216135j 0.00385852-0.00328851j 0.0112042+0.00109088j 0.0121631-0.00148305j 0.0037003+0.00595742j 0.00129846-0.00102385j 0.00738984-0.00325966j -0.00125582+0.0107892j -0.00443676-0.00696927j -0.00066664-0.00249913j -0.00241197-0.00939023j 0.00756048+0.00399904j 0.00181221+0.00231552j 0.0116025-0.00256973j 0.00470452-0.000272771j -0.00901681-0.00139038j -0.0109149-0.00310828j -0.0123052-0.000132115j -0.00175945-0.00441464j -0.00450476+0.00443599j -0.00698574+0.0177899j 0.00230286-0.00763056j -0.0054621-0.000994075j -0.0105302+0.00337255j -0.00398875+0.000620449j -0.00236384+0.00762128j -0.00657898+0.00420214j -0.000623528-0.0033437j 0.00420569-0.00645186j 0.00478154-0.00423931j -0.00877963+0.00254747j 0.00450849-0.00351735j -0.00325762+0.0044084j 0.00117042-0.00244964j 0.00123565-0.00120612j 0.00225988+0.000784819j 0.0038028-0.00355833j -0.00379555+0.0036649j 0.00249474+0.00186403j 0.00427796+0.00798561j 0.00167788+0.00394952j 0.00268217-0.00953762j 0.00418004+0.00173326j -7.54481e-05+0.00797243j -0.00727915+0.0206705j 0.00811491-0.0125359j -0.00871091+0.00924566j 0.0115636-0.00503333j -0.024146+0.010921j -0.00401537-0.00914627j -0.00261653+0.00244316j 0.00275836-0.00631787j 0.0143661-0.0172697j 0.0323451-0.0255184j 0.00670133+0.0191085j 0.00991368-0.0109646j 0.0127747+0.00441319j 0.0183172-0.00991246j 
-0.0182833+0.018343j 0.00553385+0.00672153j 0.0154839+0.0171902j 0.0223735+0.137221j -0.000228642-0.0169929j 0.00374432-0.0918341j 0.00222138-0.0583207j 0.0380442+0.0019481j 0.0763532+0.129336j 0.0232133-0.00883461j -0.0403586+0.00823359j 0.136722+0.123336j 0.0487264+0.0530736j 0.0571844-0.00712962j -0.11127+0.27551j -0.0249864-0.0379298j -0.000161432-0.143593j -0.0253021+0.112802j 0.000157511+0.149686j 0.0555735+0.00138009j -0.00305243+0.0569352j -0.00902737-0.0115904j -0.00643617+0.0668087j 0.00499553-0.0143777j -0.0284139+0.0847556j -0.00229617-0.0552624j -0.0233364+0.0145793j -0.0283841+0.0856814j -0.00266801+0.0269275j -0.0131964+0.0171618j 0.0102592+0.00446949j 0.00866062+0.0507672j 0.00392102-0.0336012j 0.00647206+0.00880056j -0.00238159-0.0131876j 0.0122179-0.0256197j 0.0102615-0.010192j 0.0046167+0.058742j -0.00266484+0.00199333j 0.0124553+0.0233789j -0.000207979+0.00220848j -0.00502844-0.0104799j -0.0109697-0.00292225j -0.00567884+0.0208209j -0.00249067+0.0163323j -0.00624497-0.00996265j 0.00143765+0.00216976j 0.00698736+0.010498j -0.00510556+0.0092235j -0.00608059+0.00494029j -0.00728605+0.0123138j 0.0124886+0.0120631j 0.00182442-0.0142017j 0.00652631-0.020279j -0.00339135-0.0262162j -0.00182385+0.00712088j -0.00877562-0.00480333j -0.00667345-0.0262959j 0.0136595+0.00494276j 0.00286988-0.00828099j -0.00548204+0.00103749j -0.00706327+0.00452766j 0.0077632-0.0020142j 0.00329746-0.00906641j 0.00147924+0.00640679j 0.000888011-0.00187773j -0.00575227+0.0133335j 0.00974714-0.00698323j 0.00612117+2.94813e-05j 0.000869822+0.00646152j 0.00877811-0.00191158j 0.00330939-0.0123879j -0.000640295-0.0124257j 0.00210776+0.000286539j -0.00721706+0.0157902j 0.00423761+0.0053924j 0.00910658-0.00414966j -0.00906016-0.00176455j -0.00073504+0.012066j -0.00076183+0.00663758j 0.00471412-0.00726662j 0.00831165+0.0199273j -6.90285e-06-0.00238438j 0.000633847+0.00594444j -0.00236136-0.00169353j 0.00219424-0.00336432j 0.00261355+0.00256275j 0.00809935+0.00396567j -0.00237949-0.000853147j -0.00824103+0.00755604j -0.0145759-0.00170528j 0.0024504-0.0050786j -0.00332663+0.0059948j -0.00272042+0.00334802j -0.0173064+0.00940618j 
0.00804308-0.0119019j -0.0151448+0.0210325j -0.0241234+0.0128042j 0.204169-0.0362767j 0.0196766+0.0438981j -0.0659093-0.0263193j 0.143872+0.0656463j -0.00592897-0.0312957j 0.148859-0.0443381j -0.00546291-0.130404j -0.103289-0.043553j 0.0613386+0.0414861j 0.038728+0.0177332j -0.0559198-0.119j 0.00201331+0.0329152j 0.0678805-0.276558j 0.0470975-0.0252636j -0.0116754-0.0538636j 0.0695792-0.0686351j 0.0663038-0.0694551j 0.0596557+0.000892673j 0.0111963-0.00488405j -0.00192114-0.0179052j -0.0277662+0.00394502j 0.0421096-0.0619043j -0.0323574+0.0194581j -0.0108831+0.0366485j -0.0439515+0.0741817j 0.0245077-0.0699515j 0.00702592-0.0230725j -0.00416147+0.044784j 0.0266722+0.000925667j -0.0162735+0.0289336j 0.0255639-0.00773195j -0.00297517-0.0387628j -0.00315441+0.0099075j -0.00494468+0.0212749j 0.00315004-0.0538244j -0.00376073-0.00417062j -0.0144873+0.00373128j 0.0140796-0.00147667j -0.00812984-0.000284775j 0.00581252-0.0117381j 0.0202634-0.0049367j -0.000881215-0.0216828j -0.0170023+0.00614494j 0.00404206+0.0030798j 0.00356443+0.0141815j 0.00536813-0.00825339j 0.00115721+0.0092358j -0.014445-0.0104497j 0.0138222+0.000718539j -0.0149187+0.0105105j 0.00966234-0.00340027j -0.0109564+0.00327296j 0.00716965-0.000468644j 0.0208819+0.0041532j -0.0147098+0.00525326j -0.00764078+0.00960265j -0.00807309-0.0019347j 0.0132031-0.00843213j 0.000861575-0.00421024j -0.00227457-0.00204057j -0.00803034+0.00463118j -0.00136827+0.00329393j -0.00324864+0.0130611j -0.00548842+0.00319821j 0.00553475-0.00427367j 0.00117122-0.00861433j 0.0105215-0.00811848j -0.00235237+0.000796194j 0.00084559-0.00435503j -0.00345881+1.65616e-05j 0.00322225-0.00368956j 0.00835549-0.00661501j 0.00323022+0.00655771j 0.00501301-0.0116711j 0.00335917-0.0123223j 0.00864705+0.00918267j 0.0209886+0.000191898j -0.00952745-0.00892384j 0.00268951+0.0195608j -0.00318757-0.000879492j 0.000673658+0.0101488j -0.00582954-0.00325062j 0.00283892+0.0168771j -0.0051843+0.00536998j -0.00200278+0.00119458j -0.0008688-0.00686513j 0.00931293+0.0199903j 0.0117118-0.00859406j 0.000735236+0.0139988j 0.000443282-0.00822511j -0.00153176+0.00991877j 0.0205865-0.00470834j 
-0.00836548+0.0130793j -0.0162554-0.027163j 0.00932256-0.0471358j -0.0476673+0.0990183j -0.0250337-0.0498362j -0.0859327-0.0217612j 0.00673395+0.016115j -0.00791467-0.0159499j 0.0782001+0.108055j -0.0825159-0.0188799j 0.0248507+0.160609j -0.0160649-0.0108256j 0.0487139+0.0278008j 0.0236608+0.0164221j 0.136696+0.184611j -0.0609046-0.0629909j -0.0591841-0.0327121j -0.110839-0.013097j -0.0467205-0.012023j 0.00617248-0.0285361j 0.0109387-0.0173067j 0.0329266+0.0272871j 0.0211861+0.0049262j -0.00368329+0.00537107j -0.0267737+0.00860627j 0.033503+0.0047457j 0.0410804-0.0575653j 0.0368128-0.107916j -0.0298754+0.0619181j -0.00580194+0.017396j 0.0205507-0.0396048j 0.0272142-0.00193297j 0.0199685+0.00894235j 0.0104792+0.0184519j 0.00261764+0.0211648j 0.00450202+0.0122233j -0.00698022-0.0139328j 0.00202234+0.0149881j -0.000176712-0.00373847j 0.00796006+0.00085934j 0.00122712+0.0154461j -0.00369388-0.00156028j -0.0006943+0.00310214j 0.00343011+0.00222177j -0.0122618+0.00277421j -0.0160721-0.0124632j -6.10405e-05-0.00093212j 0.0167252+0.00256712j -0.0127129+0.00860464j 0.0032784-0.00495404j -0.017143-0.00351206j -0.00321795+0.000379115j 0.00573193+0.0114767j 0.00505261-0.0104149j -0.0104806+0.00652973j 0.00225437+0.00300846j -0.00830274-0.00371968j 0.00550426-0.0108808j -0.000305019+0.00176684j 0.00168097-0.000995308j -0.00131167+0.000683794j -0.00358182+0.00022464j 0.000197438-0.000930564j 0.00479147-0.00345736j -0.00956574+0.00359562j 0.00839342+0.010426j 0.00330145+0.00394422j -0.00351365-0.00796789j -0.0125407-0.0143992j -0.00583851-0.0145286j 0.00757701+0.00229477j -0.00212916+0.00293237j -0.00937503+5.49733e-05j 0.00557049+0.00735364j 0.012047-0.00262322j 0.0116904-0.00534362j -0.00282234+0.00224107j -0.0121533-0.0225084j 0.0209763+0.0183795j 0.0130268+0.000855307j 0.00388082-0.00377028j -0.00126827-0.00776359j 0.00534378+0.0074492j -0.00647101+0.00373015j -0.00594038+0.00192955j -0.0131538-0.0124714j -0.00480411+0.0020044j 0.00334399+0.000265493j 0.00196789+0.00282893j -0.0168907-0.0018388j 0.0101498+0.0113407j 0.000400754-0.00233443j 0.00271776+0.00840724j -0.00972377-0.00428738j -0.000932605+0.00824389j 
-0.00130619-0.0349899j -0.000357504-0.0135046j -0.058691-0.159712j 0.0783338+0.0232826j 0.0357368+0.0407775j 0.0523622-0.0586048j -0.00557474-0.00330712j -0.063164-0.0982388j -0.00856332+0.0229483j -0.0210308-0.0148656j 0.10975-0.00533649j 0.0756021+0.13981j -0.171589-0.0535417j -0.148392-0.00553798j -0.0178132-0.0393141j 0.106233-0.0691018j 0.0386613-0.0781743j 0.105773-0.0602109j -0.0118228+0.0441197j 0.0347693-0.0590654j -0.0135389+0.0191576j 0.0427078+0.00990096j 0.00694802-0.00463669j -0.0142411-0.00328222j 0.0407012+0.000796507j -0.00744049+0.0190226j -0.138288-0.0374918j -0.217252-0.0431467j 0.0972464+0.0179443j 0.0224978-0.00666494j -0.0640451-0.00958182j -0.0586768+0.0167748j -0.0276844-0.00116181j 0.00559386+0.0118914j 0.0315046+0.0152536j -0.0144488+0.000575463j -0.0207505-0.00106373j 0.0128143+0.000120864j 0.00782687-0.00633778j 0.0021416-0.0048541j -0.00147475-0.00366797j 0.00583178-0.00871032j 0.00973338+0.00640018j -0.00367059+0.00353596j 0.0187592-0.0191362j -0.0143234+0.0105688j 0.00875961+0.0141076j -0.0107228+0.00886165j 0.0167819-0.00793041j 0.00920798+0.00855026j -0.00591447-0.000735913j -0.0173412+0.0131344j -0.0149497-0.00487159j -0.0030251-0.00297738j 0.0082493-0.00755967j -0.00392343+0.00582829j 0.00423811-0.00216774j 0.00267961+0.0114353j -0.00492015-0.00205206j 0.00693842-0.00265357j 0.00432376+7.3528e-06j 0.000450197+0.00277183j -0.00410037-0.00554231j -0.00419679+0.000976353j -0.00762683-0.00573867j -0.00130068-0.00621306j 0.00675708+0.00515122j -0.00648456-0.0113382j 0.00474442+0.0039415j -0.00526578-0.000928111j 0.0164877-0.00161205j -0.00451718+0.00199548j 0.00496159+0.00258631j 0.0033644+0.00423385j -0.0023418-0.00298238j 0.0139196+0.000697712j -0.00512999+0.00913845j -3.31874e-05+0.0113503j 0.00418515+0.00119397j -0.00626019+0.0185824j -0.00101722-0.0109837j 0.00321199-0.00388797j -0.00168657+0.00523407j 0.00115942-0.00650252j 0.000677737-0.00123279j -0.00633125+0.00113048j 0.00246417-0.000140327j -0.0189718+0.000829804j 0.00837995+0.00314567j -0.00616247+0.00474313j 0.00484796-0.000823394j -0.00321938-0.00702929j 0.00286945+0.00575509j 0.000916505+0.00219346j -0.0020968+0.00144513j 
-0.0219111-0.0102825j -0.00824421-0.0303707j -0.082932+0.087785j -0.03198-0.0520905j -0.00731374+0.0532862j 0.000244326-0.00989076j -0.0801819+0.13484j -0.0542636-0.0136675j -0.0539372+0.0725204j -0.0852636+0.0816383j 0.114908-0.125356j -0.0897573-0.0455219j 0.0373734-0.06875j 0.153586-0.130276j -0.0364919-0.0479856j 0.0130328-0.24021j -0.187772+0.0414782j 0.00803322-0.111934j -0.0124146+0.0676133j -0.00160079-0.149955j -0.0184937+0.0301856j 0.0166369-0.0151906j 0.0179275+0.00440874j 0.00271613-0.0251727j -0.00230742+0.0270215j 0.00973074-0.047808j -0.0286977+0.0001193j -0.00327774-0.0260873j -0.00599744-0.0086573j -0.000178584+0.0330017j 0.012556-0.0192366j -0.0189108-0.00387925j -0.00346629+0.00359024j -0.00191254+0.0161433j 0.0132924+0.00217548j 0.00187254-0.010074j -0.0017947-0.00932264j 0.00190499+0.00900371j 0.00190537-0.00359053j 0.00043352+0.0029589j 0.00467964+0.00735929j -0.00514928+0.0182731j -0.0129143-0.00291697j 0.00430099+0.000224655j 0.00326531+0.00171173j -0.00200976-0.0096583j -0.00982982+0.000236113j 0.000220934+0.0015051j 0.000698592+0.0208412j 4.76267e-07+0.00961701j 0.00538892+0.00491095j 0.0127988+0.0081552j 0.000938567+3.86952e-05j -0.00340093-0.0143071j -0.00867663-0.00718421j 0.00254653-0.00173625j 0.00165285-0.00356249j -0.0186366+0.00223057j 0.000994738-0.0111002j -0.00245933+0.0053806j 0.00179038+0.00690915j 0.00924551+0.00149446j -0.00211-0.0028348j -0.00220415-0.00784731j 0.0126103-0.00138886j 0.0186995-0.00235851j 0.000875091+0.00763846j 0.00648895+0.00293958j -0.00586137-0.00227803j -0.00362807-0.00647433j 0.00516089-0.00409489j -0.00611309+0.00585006j 0.00595951+0.000631798j 0.011359+0.0011255j 0.000151457+0.0115033j -0.00984455-0.0106196j 0.003145+0.000706497j -0.00104427+0.0075249j -0.0075772-0.00925888j -0.00475924+0.0105414j -0.0082+0.0020104j 0.00850096+0.00524225j -0.00450976-0.00125987j 0.00119245-0.00571862j 0.00256311+0.00388181j -0.0106981+0.00363894j -0.00136655-0.000901035j 0.0104945-0.000843804j -0.002425+0.000395678j 0.00692938+0.00323155j 0.00893521+0.00448127j 0.00268885+0.00311241j 0.0020711+9.10571e-05j -0.00255334+0.00094318j 0.00600679+0.00679454j 
-0.0786203+0.00843727j -0.0363864-0.0416568j -0.120259+0.0332502j -0.0694702-0.0204942j 0.0272026+0.0155261j 0.0802066+0.000204149j -0.0501193+0.128924j -0.00356032-0.006292j 0.0888021-0.0128056j 0.0855196+0.00145982j 0.014776-0.0321094j 0.0502306-0.148046j -0.016482+0.0624588j 0.00500632-0.0221823j 0.0651242+0.129297j -0.138549+0.0842435j -0.0321568+0.0900322j -0.00442439-0.0272059j -0.0490688-0.0735549j -0.0577653+0.0874062j 0.00239714+0.0152665j -0.0202237+0.0293549j 0.000396642-0.0200375j 0.00107759-0.0112257j 0.0277194+0.0337809j -0.00999557-0.00612341j -0.0849177+0.0122972j -0.107617-0.0198802j 0.0330815+0.0289388j 0.0285767+0.0396944j -0.0326092-0.0267701j 0.00420416-0.0178637j -0.0204524-0.0177291j 0.0288755+0.0057335j 0.00490827+0.0169357j -0.00394835-0.0234564j -0.00311317-0.0265096j 0.0131632+0.0079122j 0.00528097-0.00188708j 0.00480502-0.0200849j 0.0103442-0.013504j 0.0156513+0.0122231j 0.00107619+0.0134683j -0.00350647+0.000789117j 0.0131866+0.000304135j -0.00272171+0.0150294j -0.00406752+0.0208191j 0.0013381+0.000913973j 0.0125001-0.0114861j -0.00117589-0.00130537j 0.00300635-0.00627529j 0.00551626-0.0157669j 0.0127471+0.00826323j -0.00514597+0.0248498j -0.00317957+0.0149071j -0.00183445+0.00572068j -0.00820414-0.00226423j -0.0166779-0.00124755j 0.00870141-0.00782063j -0.00708742+0.00544205j -0.00702179+0.00902891j -5.78172e-05+0.00289292j 0.00485042-0.0113192j 0.00997813-0.005129j -0.000508582+0.00184407j 0.00230593+0.000827352j -0.00846126+0.00621003j -0.0100143+0.000351217j 0.0126224-0.00176273j 0.0129601+0.00407695j 0.00344688-0.00194691j -0.00830973-0.00708678j -0.00240241-3.75339e-05j 0.00557741-0.00631857j -0.0124162-0.00161097j 0.00682847+0.00756398j -0.00801086+0.0031616j 0.00375652-0.00234249j 0.0025743-0.00141941j -0.011931-0.00139945j -0.000650039-2.08373e-05j 0.00195863+0.00241927j 0.00191539-0.00378672j 0.000639405+0.00396071j 0.00604454-0.00346744j -0.00944558+0.00114883j -0.000803212-0.00546733j 0.0115935-0.0121439j -0.00451243+0.00437865j -0.002128-0.0104094j -0.00473783+0.00744114j 0.00323753-0.00907389j -0.000206151-0.00411777j -0.00293598-0.00988304j -0.00256744+0.000868769j 
0.00659863-0.0409929j -0.0434045-0.0270963j 0.0847841+0.0423061j -0.067323-0.109047j 0.0752285+0.0589183j 0.103269-0.142289j 0.000872477-0.0735037j -0.0525525-0.0118878j -0.0516674+0.132521j 0.276306-0.0195934j -0.0992226-0.0897653j -0.134818+0.0208117j -0.128726-0.0145578j -0.040101-0.00531925j 0.0618917+0.0555092j -0.0644311+0.130684j -0.0425407-0.163608j 0.068032-0.0251444j -0.033876+0.0672267j -0.102508+0.0917066j -0.0272136+0.0574015j -0.00208947+0.0287034j 0.00270521+0.0246031j 0.00879136+0.0227987j 0.029541+0.00340659j -0.0071458-0.0175714j 0.0338272-0.0704316j 0.0463961-0.0827618j -0.0208771+0.0469918j -0.0139779-4.18047e-05j -0.00289487-0.0131956j 0.0224764+0.00129972j 0.0126388-0.019552j 0.0170187+0.0241465j -0.0150322+0.00534894j -0.0331343-0.00814256j -0.00729058-0.00332689j 0.00226931-0.000809404j -0.0017066-0.0105592j -0.00368448-0.00769368j 0.000650884-0.00906978j 0.0268561+0.00371002j -0.0206819-0.0163984j -0.00708591+0.00512253j 0.0018755+0.00784454j 0.0137525-0.00829486j -0.0158783+0.00166413j -0.00229302+0.00618653j 0.00246837-0.00320187j 0.00856715+0.00177753j 0.0201726+0.00591969j -0.00355215+0.0130432j -0.0242333-0.00101808j 0.00643143+0.0085518j 0.00422718-0.00929302j 0.0019931+0.00436986j 0.00768656+0.000477492j -0.0132248-0.00421376j 0.0113032-0.00345135j -0.00252985-0.00502327j -0.00933856+0.00586189j 0.0108995+0.00794059j 0.00775428-0.00488561j 0.00782291-0.000713116j -0.00129099+0.00140927j 0.0181966+0.0021886j 0.00545069+0.00705271j -0.00694978+0.00192489j -0.019208-0.0147524j 0.00183905-0.00485251j -0.000398483-0.0111525j -0.00559944-0.00832055j -0.00551712+0.00748266j -0.00577393-0.000841768j 0.000823277+0.0042218j -0.000829706-0.000862577j 0.0014828+0.000283406j -0.0155099-0.000905675j -0.0140224+0.00178566j -0.0144436+0.00804292j 0.00976479+0.00976052j 0.00174835-0.00927911j -0.00828663-0.00111853j 0.00647147-0.0126078j -0.00457819-0.0104503j -0.00222333-0.00176041j 0.00518247-0.00551629j -0.00303971+0.00689081j -0.000291727+0.0011723j 0.00178305-0.013999j -0.00475944-0.000232668j -0.00205262-0.0114494j 0.00243414-0.00223775j 0.00500983-0.00303097j 0.000736951-0.00653818j 
0.0256025+0.0704859j 0.00535993+0.0300511j 0.0164515+0.137157j 0.0642375+0.0450807j -0.00194263-0.0188843j -0.0252632-0.0809033j -0.0468222+0.0338748j -0.0362614-0.109328j 0.014667-0.0649317j 0.0570202+0.0107201j -0.0247964-0.0674768j 0.176456+0.134231j 0.119804+0.0250006j 0.114968+0.00998167j 0.0924667-0.0136725j -0.136084-0.0848113j -0.135629-0.118424j 0.0721517+0.112332j -0.0370136+0.0669246j -0.0312698+0.0014546j 0.00393119+0.0131232j 0.0116539-0.000193313j -0.00551192-0.0494016j -0.0138741+0.0140672j -0.0017028-0.0790453j -0.00330246+0.0757177j -0.0409606+0.0144352j -0.00667095+0.0764462j -0.000477724-0.0366633j 0.00130258-0.0273308j 0.00307397+0.0127705j 0.00411486-0.0010169j 0.00647386+0.0460342j -0.00876871-0.0318417j 0.00371009+0.00013248j -0.00894614-0.00542698j -0.002589+0.0188781j 0.00468274-0.0407178j 0.00282407-0.00555951j 0.0121301-0.00228466j 0.00604877-0.00550052j 0.00438887-0.00297011j 0.00223116-0.00476566j 0.000544442-0.0150275j 0.0111769+0.00156115j -0.00603107+0.000691267j -0.00108126+0.000924146j -0.00655743-0.00438366j 0.00780956+0.00359062j 3.84082e-05+0.008984j -0.00106601-0.0107575j 0.00369349+0.00154677j -0.000236109-0.00686493j -0.00480857+0.00347684j -0.00476973+0.00506336j 0.00534244+0.00457367j 0.00604199+0.020662j -0.00742513+0.00693869j 0.0147068-0.00146159j -0.00488183+0.00161078j -0.00709329-0.00369365j -0.00706868-0.00443168j 0.00398508+0.00142858j -0.00239305+0.0104225j -0.00255926-0.00100278j -0.00302209-0.00416663j -0.00978973+0.000801771j 0.00502598-0.00312278j 0.000975012-0.000649886j 0.00364325+0.00701507j 0.010041+0.00741961j -0.0041052-0.0132545j -0.00373824-0.00476774j 0.0129155-0.00114636j 0.00109396-0.00612641j -0.00542247+0.00613384j -0.00359439+0.00757506j 0.00768995-0.00551252j 0.00227105-0.00637824j -0.00217291+0.000961281j -0.000975951+0.000326988j -0.00614973-0.0027751j 0.00673293-0.000911353j -0.00327171-0.00180269j -0.000994537-0.00625587j 0.00433155+0.00248709j 0.00809567+0.00302178j -0.00643514-0.00160715j 0.00221997+0.00193322j 0.00475204+0.000723464j -0.00635501-0.00962607j 0.0029458-0.00538707j 0.00501188+0.00525192j 0.00524202+0.00937851j 0.000657821-0.00955274j 
-0.0185129-0.0432724j -0.0350136-0.0368279j 0.0129313-0.193691j -0.185213+0.14825j -0.0329868+0.0652269j -0.0389513+0.0404003j -0.102398+0.127933j -0.0699416-0.167516j -0.0382117-0.0693076j -0.0303971-0.0353873j 0.0102365+0.00561343j 0.240041-0.000500152j -0.0845506+0.0869435j -0.141612+0.0453045j 0.055284-0.0298073j -0.00214755-0.021198j 0.0110315-0.0395878j 0.00489662+0.0435211j -0.00809016-0.0916739j -0.018414+0.0697066j 0.00587913+0.0346323j -0.0256448+0.0192529j 0.0220821-0.0297031j 0.0187799-0.0143246j -0.00691532+0.0528958j 0.00427273-0.00962718j 0.0708288-0.0211796j 0.132273-0.03508j -0.0585399+0.0508418j 0.0066996-0.00462102j 0.0249363-0.0281871j 0.0186583+0.0121437j 0.00734088-0.00686203j 0.000646362+0.0145057j -0.0143542-0.0101879j 0.00101213-0.0222435j -0.00376352-0.0218259j 0.000539401+0.0324241j -0.00201936+0.00579765j -0.00951604-0.0102871j -0.00960596+0.00198432j -0.0159853-0.00522693j -0.0119991+0.0225506j 0.000145755+0.01248j -0.012295+0.00717864j 0.011123+0.00130881j 0.0235961+0.00409916j 0.00563851+0.0033705j 0.00804907+0.000121403j 0.0171735+0.00685589j -0.00182145+0.00858183j 0.00141804+0.00689258j -0.00364399-0.0142139j -0.0076839+0.00242581j 0.00743721-0.00947003j -0.00058057-0.0132526j 0.000282638-0.0173483j -0.00428986-0.00746021j 0.00643781+0.00383212j -0.000788692-0.00380929j -0.000936872+0.00325234j 0.00420374+0.000776474j -0.00523171+0.000311388j -0.0106401-0.00906946j 0.00357496-0.0034738j 0.0120298+0.00119927j -9.24415e-05-0.00678662j 0.0148719+0.00535893j -0.000414255-0.0151202j -0.0225101-0.0010264j 0.00170261-0.00511978j 0.0177505+5.11678e-05j 0.00907633+0.00033608j 0.00331788-0.00278229j -0.0195126-0.00598913j 0.00531686+0.00232689j 0.00036254+0.0036493j 0.0130559+0.00189606j 0.00116779+0.00728228j 0.000995999-0.000233137j 0.0021685+0.003751j 0.00223604+0.00596744j -0.00370328-0.00432923j 0.00269234+0.00251465j -0.000820501+0.000739453j 0.00427273-0.0111577j -0.00102267-0.00768808j -0.000658002+0.00329175j 0.000478722-0.000362019j 0.00386656-0.0120568j 0.000675108+0.00598667j 0.00112649+0.0114086j -0.00653281-0.00791587j -0.00519608-0.0174525j -0.000689393+0.00485602j 
0.024455-0.0325015j -0.00212374+0.0630306j 0.0654815-0.0853801j 0.0256152+0.0953335j -0.0656929+0.00402054j 0.0138959-0.061506j -0.164817-0.201705j 0.0473648+0.139294j 0.0976626+0.0978923j -0.0322812+0.0579626j 0.195209-0.0474918j 0.0899497-0.0104826j -0.0856248+0.047708j 0.0469396+0.205276j -0.0895768+0.000909755j 0.00602625+0.0373771j -0.0759805-0.137634j -0.0783825-0.0505268j 0.0112665+0.047884j -0.0634469-0.0178667j -0.0390802+0.00670064j -0.00942501-0.0646577j 0.0105699+0.0299482j 0.0123493+0.0466508j -0.0291525-0.0113937j -0.0048274+0.016561j 0.0502388-0.0192692j 0.0656984-0.0139262j -0.0391829-0.00870334j -0.0122686-0.00762962j 0.0298417+0.0106247j 0.0113882+0.00203894j 0.0135404-0.0328621j -0.0125282-0.0181584j 0.00271823-0.0187319j -4.6655e-05+0.00889415j -0.000283221+0.0225879j -0.0101936-0.007921j 0.00950559-0.00135093j -0.00379531+0.0119059j 0.000518246+0.0019768j -0.00538102-0.022739j 0.00333535+0.0026393j 0.00186538-0.00357597j 0.0128612-0.00216598j 0.013194+0.00629463j 0.00187037-0.0125054j 0.0144315+0.0129179j -0.00133107-0.00146582j 0.0116245-0.000238521j -0.00613118+0.0154335j 0.00351014+0.0138285j 0.0123412-0.00798331j -0.0127456-0.00119678j -0.00667929-0.0066364j 0.00664462+0.00616296j -0.00315602+0.00602671j -0.00396303+0.00620188j 0.00523511+0.00693278j -0.002173-0.00370927j -0.00588893-0.00750063j 0.00783124+0.00190389j -0.0109299+0.00360183j -0.00122389-0.00602288j 0.00689179+0.0102031j 0.00933779+0.00802574j 0.0166371+0.00875735j -0.0162227-0.00325542j 0.0100544+0.00305222j -0.000285083+0.000182759j -0.00670864-0.0049481j -0.000479743+0.00187863j -0.00521989-0.00287334j 0.0020013-0.00230948j -0.00697865+0.00492691j 0.00108567-0.0046541j 0.00445701-0.00122233j -0.00185097-0.00122757j 0.00351817-0.00176621j 0.00020099-0.00142737j -0.000700873+0.00127103j -0.00219109+0.00131824j 0.00380486+0.00401361j -0.00457907-0.0034774j 7.14281e-06+0.000612661j -0.00568964+0.00646634j 0.00227657+0.00619278j -0.0108458-0.00439659j 0.00407179+0.00365314j -0.000162615+0.00829563j 0.0130165-0.00394173j 0.00575269+0.00586517j 0.00734299+0.00447549j -0.00124365+0.0103776j 0.0108076+0.00186681j 
