0.010484+0.00892571j 0.00775641-0.00478946j 0.0080689-0.00641603j -0.00382378-0.00776217j -0.00192013-0.00341039j -0.00678814+0.00022619j -0.000908873+0.0012522j 0.000811922+0.0123755j -0.0038394-0.00300949j -0.00469209+0.00174019j 0.00311401+0.0079059j 0.0141945-0.00357823j 0.00228577-0.0024843j 0.00896513+0.00892385j 0.0145726+9.30522e-05j 0.00122208+0.000840406j -0.0019957-0.00113932j -0.00712462+0.00470994j -0.00998545+0.00234866j -0.0294335+0.0076889j 0.00311401+0.0140003j 0.01337-0.0132005j 0.0173682+0.00553338j 0.0133392-0.00187582j 0.0038185-0.0249464j 0.0017655+0.00274732j 0.000680883-0.00609163j 0.000466644+0.00496713j -0.00974126+0.00145059j 0.00279354-0.00758267j -0.0104353+0.00374062j -0.00437739-0.00142235j -0.00855558-0.00962561j -0.000656705-0.00514767j 0.0132379+0.00791847j 0.00624688+0.00708634j -0.00489643-0.00280786j 0.00215589+0.000916868j 0.0110711-0.00218734j 0.000826744-0.0055727j -1.66256e-05+0.00579504j 0.00291072-0.000540672j -0.00088032+0.00543527j -0.00492278-0.00855436j 0.00168261+0.00120785j 0.000427611+0.00147076j 0.000709824-0.00151536j -0.00697874+0.0133132j 0.00345812+0.00395177j 0.00351689-0.0120137j -0.00364699+0.00744127j 0.000997128-0.0098939j 0.00343305-0.000888974j -0.0126992+0.00340838j 0.00726173+0.00543983j 0.00139599-0.00154578j 0.00360462+0.00882715j 0.0187045-0.00892981j -0.00286704+0.0258848j 0.00925335-0.0211074j 0.0146503-0.0203887j 0.0145282-0.00026713j 0.057798+0.0309312j -0.0100939+0.00875331j -0.00996655+0.0259208j -0.00484844+0.00763504j -0.0172021+0.0135199j 0.00478769-0.00266406j -0.00929467+0.0124189j 0.0219381-0.0392082j -0.000642526-0.00924376j -0.00639311-0.00986024j 0.00717823+0.00196163j -0.00361521-0.00355428j -0.00763312-0.00323913j 0.0113253+0.00710157j 0.00709436-0.00499613j 0.00857782+0.00707184j 0.00226142+0.00351264j 0.00569447-0.00468149j 0.00447111+0.010531j 0.0127422-0.00548292j -0.00938823+0.00540835j -0.00542798-0.00968895j -0.000839983+0.00805351j -0.00181413-0.0150931j -0.010564+0.0206743j -0.0153593+0.0112314j 0.00360986+0.0483096j -0.00221405-0.0221541j -0.000396478-0.0641596j 0.0622785-0.00590083j 
0.0068988+0.00453536j -0.00280739+0.0014086j -0.00890312+0.0206484j -0.00374994-0.0512467j 0.0060963+0.0154517j -0.00188491-0.0206878j -0.00668889-0.00219516j 0.0114415-0.034571j -0.00306332-0.0473241j -0.000418491-0.00316663j 0.00425636+0.00256331j -0.000944213+0.0169812j 0.00779726-0.0229211j 0.00809005+0.0180559j 0.00152829+0.00268279j 0.00244749-0.00024081j 0.00530565+0.00750857j -0.013404-0.00104757j -0.00223718+0.00824364j 0.0056706-0.00195715j -0.0102755-0.0181099j 0.0062997-0.000549187j 0.0117691-0.0138697j 0.00961999+0.0038177j -0.00694508-0.0203739j -0.0134882-0.00816141j -0.00439093+0.013778j 0.000378976+0.00162371j -0.00740362+0.0053636j -0.0100113-0.0189996j -0.00400659-0.0469785j 0.0193862+0.0249519j -0.00385831+0.00401306j -0.00551703-0.0158507j -0.00784095-0.0199872j 0.00584269+0.00273482j -0.0159893-0.0400071j 0.000802228+0.0133445j 0.00367267+0.010232j 0.00714269+0.0132762j -0.00804717-0.017654j 0.0103428+0.0317442j -0.00936643-0.014857j 0.0137039+0.0125588j 0.00337288+0.00306887j -0.024543-0.0547533j 0.00432197+0.0190379j -0.00465867+0.00313607j -0.00376234-0.0129068j -0.000131439+0.000652367j -0.00783415+0.0109342j -0.0129394-0.00465235j 0.0154354+0.0108277j 0.0176708+0.00864496j -0.00322549+0.0247459j 0.00774348-0.00126599j 0.00398874+0.0128874j -0.00540788+0.0174752j -0.0126624-0.0239299j -0.00279956-0.00229918j -0.00628733-0.0203166j -0.0120617+0.00884552j -0.0155109-0.0163279j 0.00399369+0.00746423j -0.00205787+0.0214749j -0.00270351-0.00934052j 0.000383293+0.00118053j 4.50483e-05-0.00743847j 0.0013308-0.000599322j -0.00259903+0.000101471j 0.00144456-0.0017325j 0.000131749-0.00229892j -9.4684e-05-0.00131515j 0.00499666+0.00409484j -0.00666807-0.00458416j -0.00128065+0.00209242j 0.00305328+0.000941967j -0.00500507+0.0104753j 0.00242462+0.0114815j 0.00395737-0.00679937j 0.000604901+0.0124174j -0.000952803+0.0229877j -0.00349616-0.0102427j -0.00436984+0.00656673j -0.00292364-0.0100043j 0.00296304+0.00411022j 0.000937597+0.00430115j -0.0103422+0.00610728j -0.0092113+0.00500558j -0.00784426+0.0137546j -0.000434569-0.00626466j -0.00759286+0.00594091j 
-0.00752951-0.000500757j -0.00218957-0.00114871j -0.00987304+0.00641366j 0.000959404-0.0185208j 0.00423002-0.000710113j -0.0159098-0.00232202j 0.00660427+0.0129447j 0.00881502-0.00484007j -0.00631046-0.000208514j 0.00440797-0.00819635j 0.00131557+0.0155528j -0.00515697+0.00597608j 0.000983274-0.00944799j 0.011494-0.0108653j -0.0225963-0.0083752j -0.00145009-0.00641312j -0.00908614-0.0146313j 0.00920772+0.00137872j 0.0165009-0.00416734j 0.000262639+0.00236894j -0.00851391-0.000872763j -0.0168811+0.00127336j 0.0108797-0.002704j -0.00384026-0.0155876j -0.0172426-0.00538052j 0.004189-0.00489555j -0.0096896+0.00918073j -0.00351204+0.0129696j 0.00369662-0.00361503j -0.0107121-0.0128631j -0.0143256-0.0160516j -0.004834+0.0213186j -0.00488415-0.00500081j -0.0074111-0.0040499j 0.00197591-0.00398091j 0.00593547-0.00553608j -0.00368662+2.2139e-05j -0.000417282+0.004359j 0.00123019+0.0254666j -0.0102132+0.00925823j 0.0248024+0.00776396j -0.00600471+0.0145245j 0.0118126+0.0029171j -0.000137364+0.00169688j 0.010629+0.00492789j 0.0252505+0.00369087j -0.00816561+0.00563762j -0.006425+0.00870894j -0.00406304+0.0108126j 0.00717477-0.00788322j 0.0568508+0.00617001j -0.024654+0.00663153j -0.0115202-0.0027985j 0.0143147-0.0197112j 0.0220633+0.00288663j 0.0203972-0.0153412j 0.044183+0.0101226j 0.0173616-0.0231431j -0.00462877-0.00988598j 0.0313146-0.0174966j 0.00033823+7.7636e-05j 0.00464673-0.00348522j 0.00938254+0.00950878j 0.00561175+0.0227878j 0.000998441-0.0188962j 0.00100569+0.00730802j 0.00828085-0.00689225j -0.00967155-0.00605501j 0.005901+0.00695723j 0.00879253-0.00118669j 0.00135507+0.0204936j 0.019236+0.015924j -0.0100376+0.0209961j 0.000425381-0.00944093j 0.00258562+0.00487954j -0.0157169-0.0212535j -0.00791684+0.0102175j -0.0195733+0.013018j -0.0157274+0.000811783j 0.00270113-0.000904434j 0.0150909+0.004357j -0.0113016-0.00802174j -0.00371671+0.00740049j -0.000802116-0.00803691j 0.00615549+0.0148113j -0.00639527+0.000753137j 0.00517625+0.0141473j 0.00623244-0.0103707j -0.0049861+0.00377061j -0.0115462+0.00443959j -0.00187426-0.00385894j -0.0104435-0.000777835j 
0.00398017+0.000460337j -0.00507841+0.00131958j -0.0108779-0.0111827j -0.00114728-0.0179297j 0.00265802-0.00616575j 0.0084461+0.00732582j 0.00740233+0.016731j 0.0137793+0.000314688j 0.01465-0.0127261j -0.00245583+0.00898212j 0.00664616-0.00761735j -0.00800321+0.000206774j -0.00353969+0.00400877j -0.0157515-0.00459927j 0.00515011-0.00789526j 0.00130527-0.00380862j 0.00653255+0.00072063j 0.0207323-0.00854525j -0.0371898-0.000384239j 0.0202453+0.000475761j -0.0162487-0.00584638j 0.00740896-0.00235223j 0.00755723-0.000983703j 0.0298852-0.00841089j -0.00241267+0.00204264j -0.00363893-0.00519811j 0.00884124-0.00441487j 0.0150887+0.00930233j -0.000376151-0.00160531j -0.00155228-0.00246295j 0.00976259+0.00415119j 0.00429237+0.0197513j 0.00374368-0.00442873j -0.0026869-0.00701005j 0.0104831+0.00151863j 0.0100735+0.00167443j -0.0011428-0.003863j 0.00304279+0.000544704j 0.018272+0.0337445j -0.000249455-0.00646686j 0.0155051-0.000277066j 0.00725176+0.00106731j 0.00284579+0.000982843j 0.0063964-0.00310801j -0.000710261+0.00119148j -0.0104137-0.0111249j -0.0010927+0.0062604j 0.0196499+0.00248661j -0.00587396-0.000738962j 0.00186451+0.00037946j -0.0187008+0.00763501j 0.0128427+0.0139544j -0.00902049+0.00847258j -0.0162294-0.000384166j 0.0113342+0.00206914j -0.00433281+0.00182331j 0.00146565+0.00152922j -0.0188069-0.0210208j -0.00587272+0.00827662j -0.0183313+0.0175714j -0.00126232+0.00853903j 0.00274599-0.00702565j 0.00684621+0.01183j -0.00653899-0.00327223j -0.00600548-0.0134381j -0.00333586-0.010464j -0.0108384-0.00442926j 0.00463366-0.0315724j -0.00418165-0.00122723j 0.00488627-0.00494437j -0.00105955-0.0138439j -0.0036432+0.0119736j 0.000191091-0.0124997j 0.00136009-0.014999j -0.00394948+0.0128888j 0.00524101+0.0179372j -0.00524318+0.0210054j 0.0013403+0.00527291j 0.00483971-0.00446998j -7.24354e-06+0.0126237j 0.00738634-0.0325344j -0.00176729-0.0278331j -0.00116601+0.00306216j -0.00334384-0.0458875j 0.000710985+0.039788j 0.00254894+0.0162882j 0.00132051-0.00797242j 0.0169382-0.00200139j 0.00728474-0.014367j 0.0041469-0.00410903j -0.00268612+0.00422387j 0.00820136-0.00321462j 
0.00129771-0.000115509j 0.00514155+0.00529197j 0.000872732+0.0109551j 0.000966641+0.000529673j 0.00426478+0.00796755j -0.00259632-0.00747111j -0.0114979-0.0205565j -0.000471824-0.0100384j -0.00891342+0.0116505j 0.00543005-0.00374917j -0.0114926+0.00410348j 0.0207922-0.00582578j 0.0238585-0.00578312j 0.0215702+0.0117904j 9.48818e-06+0.00821315j 0.00969922+0.00457776j -0.00483006-0.000467267j 0.0192129+0.00805114j -0.00580201+0.00745013j 0.0171455+0.00408511j -0.0160716+0.00368913j 0.0148901-0.00309946j 0.00141759+0.00656779j -0.000283163+0.0041204j -0.0166982+0.00524498j -0.0072522+0.00618156j 0.0118052+0.00494904j -0.0224574-0.0246852j -0.0073622+0.00377779j 0.0149355+0.0180455j -0.00354491-0.00504632j -0.0159459-0.02003j -0.000522139+0.0116596j 0.0129266-0.00150682j -0.00671852-0.00721255j -0.0180621-0.00347329j 0.00771304-0.00667416j -0.00672932+0.00137902j 0.00127692-0.0281933j -0.000918754+0.00224995j -0.0212614+0.0102515j -0.00775924+0.00336385j -0.0062727-0.0077177j -0.00805884+0.00696563j 0.00327981-0.0048918j 0.00985542+0.0278251j 0.00550053-0.00267973j -0.0179485+0.00435551j 0.000163459-0.000398623j -0.000412099+0.000985244j 0.00387268-0.00126217j -0.00800913+0.000755633j 0.0244225+0.0119021j 0.0107738+0.000269021j -0.0204605-0.00764573j 0.00748618-0.00489587j -0.0097139+0.00578955j 0.0113631+0.0193728j 0.0149472+0.00824646j 0.00860658+0.00358034j 0.002316-0.00705239j -0.0117197-0.00613748j -0.0105602-0.0103811j 0.00405722+0.0275849j 0.00639232-0.0205024j 0.00140191+0.0254302j 0.00235602+0.019571j -0.00839591+0.0215159j -0.00111082+0.00503859j -0.0023903-0.00706577j -0.00119242+0.0147122j 0.000629072+0.0150436j -0.00251511+0.0208799j 0.00116766-0.0299124j 0.0015855+0.0109502j -0.00131056+0.0274074j 0.0112998+0.027914j -0.000728948+0.0314345j -0.000566968+0.0183506j -0.00108881+0.0197025j -0.0132679+0.0276777j 0.00595725-0.0222867j -0.000645581-0.00149915j -0.0038248+0.00121808j -0.00990731+0.0205001j -0.00861712+0.0168021j -0.00668307-0.000986025j -0.0138754-0.00651232j -0.00569566-0.00780183j -0.00319976+0.00927148j 0.00286258-0.00291898j -0.00497755+0.00266458j 
0.00232923-0.0023185j -0.00341496+0.000604007j 0.00821826-0.00149092j 0.0046133-0.0141588j -0.00769575+0.00574638j 0.00581538-0.00733627j 0.00869123+0.00558853j -0.0140551-0.0169832j -0.00244215-0.00264454j -0.00347316+0.000586528j 0.00603528+0.00286498j 0.000660361+0.00610826j 0.00745048-0.00880113j 0.00630118-0.00794548j -0.012926-0.00315503j 0.00091458-0.00771743j -0.0198901+0.00671859j 0.00113013+0.00269973j 0.0142892+0.00467754j -0.0257783+0.00832977j 0.000827807-0.0122748j -0.0118476-0.0111793j -0.00386091-0.00715907j -0.000793142-0.0119427j 0.00261378-0.00680735j 0.0175282-0.0143312j 0.00939731+0.00573624j 0.00944683+0.00252829j -0.00192585+0.00602288j 0.00773225-0.00897229j 0.00910755-0.0187455j -0.00241623-0.0115073j 0.00966227-0.00522777j 0.00419792+0.0179806j 0.0228051-0.0065847j 0.0103349-0.00587646j -0.0185379-0.0215334j 0.00339517-0.00190665j 0.0437512+0.0159371j -0.000648221+0.00232802j 0.0115074+0.00435656j 0.0165006+0.00177042j 0.00975183-0.0114244j -0.0168358+0.0149711j -0.00248647+0.00599903j -0.000524731-0.00395905j 0.00544306+0.00858441j 0.00206256-0.0118802j 0.00370944+0.00331419j 0.00508835-0.00368231j -0.0120812+0.0145536j 0.035587-0.00412059j -0.0186925+0.0160308j -0.0606071+0.00524701j 0.0439135+0.0162525j -0.0184179-0.00227934j -0.0285622+0.00873496j -0.0243216+0.0043056j 0.00263132+0.00114053j -0.0209819+0.00564357j 0.00977304+0.00591271j 0.0127568-0.00148654j -0.0141203+0.00588258j 0.000781657-0.00571155j 0.00187825-0.00942578j -0.00633948+0.00340915j -0.0198396+0.00469302j 0.0122567-0.001462j 0.000124439+0.00961875j -0.0075007-0.0180955j -0.00318621+0.0149195j -0.00590696+0.00967466j -0.00313878+0.0249841j 0.000596913-0.0129602j 0.00379947-0.00322307j 0.00528996-0.00585652j 0.00606389+0.0121062j -0.00994418-0.0110273j -0.00516203-0.00967601j 0.0127488+0.0118152j -0.00110853-0.00108878j -0.0102277-0.00722993j -0.00178195+0.00584763j -0.00618809+0.0275029j -0.0122074+0.0089896j 0.00735145-0.00210335j 0.00933666-0.0125218j 0.00876366-0.00421029j 0.00808038+0.00583214j 0.000423078-0.00947325j -0.00156403+0.00896352j 0.00453061-0.00353776j 
0.00509598-0.00107471j 0.00162106+0.000266796j 0.000508742+0.00595244j 0.00410441+0.0235699j 0.00461832+0.00201118j -0.00252861-0.0133146j 0.00426242-0.00834965j 0.00606529+0.00711921j 0.00287534+0.0225528j -0.00662999-0.00923765j 0.019891+0.0124088j -0.0136614-0.00514589j 0.000580368-0.00465716j 0.0145557-0.00288373j 0.0119462+0.00259272j 0.00820597-0.00744563j -0.0110641-0.00165071j 0.00303809+0.00147827j 0.0030262+0.00336036j 0.00382662-0.00338383j -0.0134248+0.011117j 0.00579253+0.00628048j 0.0246922+0.000169989j 0.019495+0.00305088j -0.0234248+0.00383028j 0.0142519+0.0216886j -0.0117969-0.00846425j 0.00547205-0.00673204j -0.0118515-0.00112939j 7.21661e-06-0.000704199j -0.0117993+0.00750465j 0.000879901-0.0135994j -0.0128642+0.0036007j 0.00855386+0.00241047j 0.0247952+0.00675935j 0.00448235+0.0107053j -0.00322504+0.0193048j -0.00315806-0.00382943j -0.0229196-0.0356022j -0.00311727-0.00327448j 0.0166047+0.00115579j -0.00459961-0.0109374j 0.00734936-0.00103706j -0.00468563+0.00756178j 0.00835767+0.00979955j 0.0280619+0.0117688j -0.0108663-0.0106451j -0.0153997-0.0151022j -0.00141508+0.017556j 0.0110066-0.00882836j 0.0185194-0.0187317j 0.00159035-0.0126834j -0.0150994-0.0165828j -0.0136419+0.0135199j 0.0548439+0.00130341j 0.000613321+0.000797157j 0.0115697-0.00141945j 0.00312226+0.00267424j -0.019962-0.0145885j 0.0109885+0.00373052j 0.0141492-0.0124843j 0.022464+0.00854229j -0.0226185-0.000298555j 0.00786798+0.000173185j -0.00559111+0.017904j -0.00151785-0.00325999j 0.00805486-0.000722223j 0.00191136-0.00779806j 0.00731635-0.00597401j -0.0115016+0.00293793j -0.00107796-0.0277967j -0.00481306-0.00440811j 0.00731043-0.0478546j 0.00229537+0.0206318j -0.0061064+0.000405993j -0.00697505+0.00112515j 0.00171935-0.0111572j -0.0111002-0.00455792j -0.0101333-0.00905958j 0.00535428-0.00157794j -0.00697183-0.0249438j -0.00752224+0.00109817j 0.00186299-0.00338154j 0.00597694-0.0290721j -0.00151954-0.00715615j 0.00154104-0.00521287j 0.00641706-0.00551578j -0.0093922+0.0101327j -0.00483095+0.000678876j -0.0147046-0.000246464j 0.00313036-0.000135734j -0.00867277+0.00292737j 
0.00544804+0.000371284j 0.000255648+0.00342709j -0.000422114-0.00502839j 0.0146545+0.00634078j -0.00237793+0.000450315j 0.013357-0.00894089j 0.000559054-0.00247592j 0.000756377+0.000428477j 0.00731103+0.0216271j 0.00264172-0.00618467j 0.0172865+0.00383427j -0.0284142-0.00658419j 0.0083649-0.00293786j -0.00935875-0.00577667j 0.0173074-0.00242993j 0.00187224-0.000996065j 0.0125597-0.00974546j -0.0084564+0.00275416j -0.00641918+0.00514661j 0.00459773+0.00822356j 0.00983846+0.00804317j 0.00766745+0.00467279j 0.00499364+0.0136516j 0.00387722-0.0134667j 0.0171532-0.00452859j -0.00768349+0.0165101j -0.0165648-0.00597981j 0.0154624-0.00735145j -0.0115446+0.00220135j -0.0013042+0.00239151j 0.00768505-0.000330572j 0.0176553-0.0161771j -0.00626097+0.00523349j 0.00427639+0.00859634j -0.00490509-0.0102436j -0.00242688-0.00859825j -3.44994e-05+0.00182313j 0.00350474-0.00454269j -0.0209715-0.00793653j 0.00984884-0.00366633j -0.0190824+0.0112707j 0.000615359-0.0108206j -0.0133814+0.00818983j 0.00981886+0.00404864j -0.0117675+0.00765578j -0.0145294+0.0317294j -0.0113035-0.0014528j 0.00473049-0.00933217j 0.000830573+0.0196254j 0.010087-0.017235j -0.0670311+0.0200804j 0.00255363-0.00338553j 0.00738458-0.00306417j 0.0077174-0.0034122j -0.0215023-0.00906995j -0.00585557-0.0101555j -0.0108051+0.00078766j -0.0130076-0.00211238j -0.0285509-0.00719466j -0.0290871-0.00404567j -0.0118188+0.000440726j -0.0126575+0.00226261j 0.00367189-0.00288406j -0.0102852+0.0168772j -0.00835871-0.00987828j -0.0088475+0.00143398j -0.00911963-0.00185846j 0.00617365-0.0107547j -0.00164953+0.00467328j -0.00379952-0.0107142j 0.0110786+0.00900954j -0.00341568-0.00564941j 0.00989619+0.0179095j 0.000668302+0.00078015j -0.004577-0.00942927j 0.00486633-0.00149189j 0.0126512+0.0112611j -0.014291+0.00579565j -0.0015906+0.0110103j 0.00694818+0.00697174j -0.00558694+0.021556j -0.00859809-0.0104378j -0.00460662+0.00619884j -0.00344381+0.0244164j 0.00193105+0.0124295j 0.00233793+0.0045315j 0.00188016-0.00745758j -0.00149929-0.00945745j -0.00163013-0.00599222j -0.00695575+0.000838254j 0.00648952+0.00376389j 0.000189703-0.00383457j 
0.000488066+0.00116259j 0.00122276+0.000244817j 0.00342954-0.00241786j 0.00578752-0.000545809j 0.00187152+0.00127563j 0.00290235-0.00543486j 0.000931289+0.00583299j -0.00605894-0.0036382j 0.00976395+0.00929379j 0.00246822-0.00199972j -0.000478484+0.00637794j 0.0203379-4.62789e-05j 0.0104104-0.00660418j 0.0127996-0.00503492j 7.85201e-05-0.00438089j -0.00242519-0.00150301j -0.00415964-0.00613981j 0.014987+0.00105343j -0.0082088+0.00465606j -0.000484881+0.00570263j -0.00309654+0.00589996j 0.0118164+0.00648445j -0.0231161-0.000458903j -0.00776181-0.00535505j 0.00781055-0.0140065j -0.010054+0.0114182j 0.0167592-0.0101186j -0.0121696+0.00141947j 0.000600453+0.0020537j 0.00808429-0.00473404j 0.0119795-0.0105409j -0.00974577+0.00517465j -0.00507969-0.0023102j -0.00700561+0.00114653j -0.00929319-0.00495023j -0.000606135+0.00277726j 0.00241251+0.00500626j 0.000311811-0.00508442j 0.00981219-0.0058833j -0.00325394-0.00429222j -0.0185787+0.00850017j -0.00219215-0.00578866j 0.000730953-0.00451815j -0.0100236+0.00953043j -0.0015524+0.01629j -0.00145756+0.00177188j 0.00508754+0.00520597j 0.0116556-0.0238322j 0.0128745+0.01862j -0.020941-0.00946355j -0.0225519+0.00645176j -0.000409109-0.00442538j 0.0100394-0.0114102j -0.000938591+0.00317127j -0.0468896+0.0100359j -0.00623069-0.00638738j -0.0201079-0.00402053j 0.00124321-0.0142091j 0.0125836-0.0376648j 0.00130474-0.00253143j -0.00909383-0.0126525j -0.0072197+0.00206516j 0.00480082+0.00981386j -0.00858637-0.00274694j -0.00029884+0.0184102j 0.000760599-0.0166412j -0.00265235-0.0107614j 0.00216832-0.0231878j -0.000658346+0.000117209j -0.00145501+0.00390533j -0.00121517-0.0173131j -0.00510296+0.00469444j -0.00385037-0.0336582j 0.00475705+0.0142576j -8.19045e-05+0.0041709j 0.000644849-0.015854j 0.00215581-0.0243575j -0.0128519-0.0114877j -0.00367007-0.0162196j 0.00522047-0.016217j 0.000834573-0.0523863j -0.00252748+0.0213277j -0.00545674+0.00244439j 0.00679477-0.0512543j -0.00683966-0.0115225j -0.00180615-0.0210408j 0.00256473-0.0130848j -0.00482617+0.0124277j 0.00291088+0.00839515j -0.00457594-0.00415685j 0.0031877+0.00160342j -0.00213668-0.00117151j 
0.00581179+0.000784671j -0.0011105+0.00259491j -0.000212593-0.00482761j 0.00411608+0.000425309j 0.00623379+0.00338751j -0.00747964-0.00603171j -0.0087305-0.00233925j 0.00842791-0.0100848j 0.0165825+0.00650349j 0.00546189-0.00111383j -0.0210938-0.00109605j 0.0064666-0.000983233j -0.0279932-0.00226045j 0.0183404-0.00109343j -0.00943124+0.00226004j 0.00341374-0.00145527j 0.0022752+0.00345911j -0.0115741+0.00369893j -0.036762+0.00344843j -0.0131723-0.00103755j 0.0134749-0.00065037j 0.00198691+0.00184848j 0.00513929-0.00459878j 0.00937302-0.000741982j 0.0185092-0.00406632j 0.0099667-0.00528545j 0.0139241-0.00595643j 0.0277166-0.00428231j 0.021157+0.00295041j -0.0108466+0.00167617j -0.000981116+0.00072122j 0.00530684-0.0195363j -0.00248823-0.00187247j -0.00367092+0.00376329j 0.00894556+0.000791492j 0.00849884+0.00615966j 0.00485246+0.00881052j 0.00274327-0.00141795j 0.00885812-0.0116433j -0.0027063+0.00590703j 0.0397996+0.0046896j -0.00351461+0.0219804j 0.00736883-0.00681036j 0.0217225+0.0118774j 0.00587653+0.00194086j -0.00591533+0.00939979j -0.00312216-0.00397174j 0.0271103-0.0219368j -0.0145027+0.00362324j 0.00646661+0.00769767j -0.0018898+0.00504912j 0.0221429+0.000517524j -0.0350808+0.00978346j 0.00751983-0.00611957j -0.0173265-0.0106836j -0.0159341+0.00644733j -0.00621057+0.00343641j -0.00778827+0.00654362j -0.00939208-0.00179275j -0.00434181-0.00800024j -0.00422286-0.00243514j 0.0168495+0.0064361j -0.00929727-0.000171809j 0.00206344+0.00830284j 0.0025362+0.0108115j -0.00134576+0.00650914j -0.00986534+0.00201513j 0.00695337+0.00716868j -0.00522216+0.00435819j -0.00755785+0.00134732j -0.000871426+0.00624064j -0.00426958+0.00388339j 0.00509811+0.00320813j 0.00137314+0.00184304j -0.00407212-0.00255404j 0.00144897-0.000240407j 0.00805425-0.00222037j -0.00369726-0.000732394j -0.00654401-0.00634043j 0.000195252+0.00914055j -0.00637362+0.00163288j -0.00832506+0.00299023j 0.00216712-0.00135129j -7.15377e-05+0.00819576j -0.00235637-0.00385323j 0.000768558-0.00491571j 0.00559405-0.00605593j 0.00120364+0.0023035j 0.00504248+0.00341261j -0.00399859-0.00403567j 0.00139621+0.00156992j -0.00072826-0.000163395j 
0.00400247+0.00329423j 0.00412695-0.000722849j -0.00653717-0.0142219j -0.00180211+0.0155452j 0.0124724-0.00191808j -0.02589-0.0035863j 0.00487539+0.00198168j 0.0148756-0.0195243j 0.0151994+0.00881307j -0.00069554+0.00509316j -0.001154+0.011146j 0.021828+0.0106663j -0.00728994+0.00503829j -0.0152544+0.0112695j -0.00316399+0.0115978j -0.0213219-0.00089693j 0.015748+0.011119j 0.0214802+0.0011621j 0.0108211-0.00921946j 0.00549314+0.00546579j -0.00957315+0.00666996j -0.00200215-0.00450913j 0.00111129+0.00474387j 0.00109827+0.0145493j 0.017844+0.0181929j -0.00945948+0.0145279j -0.00610618-0.0159617j 0.0109399+0.0108344j -0.00103334+0.0124657j 0.000216084-0.0128899j -0.0116545-0.00181033j -0.0147533-0.0251841j -0.0171137+0.011247j 0.00110296+0.03364j 0.00291464-0.0184229j -0.00171294-0.0154479j 0.0272777-0.00204057j 0.00674546+0.00388075j -0.0258229+0.00231265j -0.0103727-0.0248604j 0.0207277+0.0112514j -0.00824011+0.00395817j 0.00784079+0.00721177j -0.00352965-0.0294178j -0.000321866-0.000920592j 0.00876598+0.00106605j -0.0133734-0.00912263j 0.00823189+0.00937046j 0.00691186+0.00568634j 0.000649997+0.00843804j -0.0152162-0.00833144j -0.00912943-0.0015359j -0.0115741+0.000293927j -0.00567887+0.0215337j -0.00872355+0.00906437j 0.00699925-0.00219518j 0.0281902+0.0055787j 0.000624669-0.00210711j -0.00747198-0.00187883j 0.00886084-0.00590203j -0.00529224+0.00626093j 0.0198253+0.00426746j 0.0114792-0.00548721j -0.00952433-0.0148363j -0.0101254+0.00966001j -0.00575883+0.00155717j -0.0020926-0.0112244j -0.00362353-0.00806986j -0.00107825-0.000295644j -0.00716655-0.00906786j 0.00648398+0.0093533j -0.000521875+0.0108098j -0.000270943+0.0160697j 0.00153957-0.01029j 0.00305417-0.00546718j -0.00400571-0.00293197j -0.00432023+0.00573519j -0.00678409-0.00606284j -0.00661936-0.00546964j 0.00244609+0.0073905j -0.00170662+0.00592299j -0.0101545-0.0113352j 0.00735381-0.000648593j 0.00013835+0.0201965j 0.00660493+0.00715014j -0.00828549+0.00141319j 0.00563522+5.39462e-05j 0.000453176-0.00361302j 0.00407412+0.00279184j -0.0172186-0.00414067j 0.00413047+0.00306204j -0.00180901-0.000623599j 
